ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u1	Mr. Ben Accour is sorry.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u28	Madam Minister, Dr Mukwege said that the conflict in Eastern Congo is at the same level as that in Ukraine and should be dealt with in this way. When I first came to the Senate in 2010, Mrs Miet Smet set up a program with Dr Mukwege to ensure that sexual violence would be tackled from Belgium and that victims of sexual violence would be helped. We are now 12 years later and the problem has only got worse. We see a balkanisation of East Congo, where rebel groups, Rwanda and Congo have an interest in a distribution and control strategy, in order to exploit the mines. Those rebels will easily become soldiers and vice versa. In the meantime, women become victims. All over the world, but especially in Congo, they are victims of sexual violence. There is no way of getting water or working the land without the risk of rape. That's not just about women, that's about girls, that's about babies being raped in that horrible violence. So I understand Dr. Mukwege's despair. I can imagine that you have also talked to him about this and about the extension of the reception of victims of sexual violence in the Eastern Congo region and the role of Belgium in this. In what way will this be included in the programme for 2023-2027? You also know that protests in Eastern Congo are being smothered in the bud, not only by the rebels but also by the government. Have you talked to human rights defenders? Have concrete agreements been made on how Belgium can contribute to supporting human rights defenders?
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u29	Madam President, at the invitation of President Tshisekedi, the King and Queen paid an official visit to the Democratic Republic of Congo from Tuesday 7 June to Monday 13 June. They were accompanied by the Prime Minister, Secretary of State Dermine and myself. The Belgian delegation visited Kinshasa, Lubumbashi and Bukavu. As Minister Gilkinet, on behalf of the Prime Minister, explained in detail in plenary last week, this was a historic visit of great symbolic value. With Congo we share a long history. The visit acknowledged the common past, but also its negative aspects. Such recognition also allows us to look forward and work towards a partnership that will help the people and the people of Congo to move forward. That is exactly what I want to do as Minister for Development Cooperation. The challenges facing the Congolese people are immense. Of the Congolese population, 46% are under 15 years of age, and more than three quarters of the population live in poverty. As you know, we are fully working on a new five-year programme for governmental cooperation with the DRC. The new portfolio will work together to strengthen the socio-economic integration of Congolese youth and to improve access to basic services such as education and health care. Family farming and agricultural entrepreneurship will also be supported. Finally, there will be a section on strengthening democracy and the rule of law, with particular attention to combating sexual violence and sound financial management. The aim is to complete the new portfolio by the end of this year. The visit allowed us to continue our dialogue on this subject. During the visit we were also able to officially confirm some other cooperation initiatives. For example, I signed, together with the Congolese partner, the Congolese chapter of the new thematic portfolio on social protection, which will be implemented in Congo, Rwanda and Uganda from 2022 to 2026, for a total budget of EUR 50 million. This portfolio is very important, because it aims to lead young people and women to decent work in the three countries, to provide more protection in the workplace, to strengthen their social security and to achieve a more inclusive social dialogue. Special attention is paid to women working in the informal economy, but also to artisan miners. By 'worthy jobs' we mean jobs that meet the definition of international labour organisations. In the case of Congo, these are minimum income jobs, access to basic health insurance, protection in the workplace and strengthening social dialogue. The calculation of the target of 12,000 jobs in Congo was based on a calculation of the known costs of the activities that Enabel will carry out with its partners and within the available budget. As I have already explained in several replies, the evaluation will also consist of an interim and a final evaluation. The evaluation framework of this portfolio will be co-ordinated with the HIVA, the Higher Institute for Labour of the KU Leuven. The same approach will be followed for Uganda and Rwanda. The budget for Uganda is EUR 16.2 million and for Rwanda EUR 17.6 million. In addition, during the visit with the Congolese Minister, I signed a memorandum expressing the joint intentions of working together to strengthen the role of young people in the consolidation, preservation and promotion of cultural heritage. After all, it is important that Congolese young people are also involved in this debate and actively supported by training in this sector. It is too early to speculate now on the possible impact of the Congolese elections of 2023 on our cooperation. It is, of course, very important for Congolese citizens that the electoral process should be credible and transparent so that they can have a government that they trust and that is committed to improving their living conditions. Mrs Van Hoof, you asked a question about the visit to the Panzi hospital and Belgium's contribution to the reception of victims of sexual violence. The fight against all forms of violence against women and girls, and in particular sexual violence, has been a priority of our development cooperation and foreign policy for almost 20 years. In the DRC, through our development agency Enabel, we are implementing a specific programme aimed at improving the accessibility and quality of care for victims of sexual violence. In addition to medical and psychosocial care, this programme is also aimed at setting up a prevention system and at strengthening legal care. Such a holistic approach is based on the experiences of Mr Mukwege in the Panziekenhuis. At the end of last year I decided to double the programme's budget so that it can be implemented in two additional provinces. This project will continue in the new five-year programme that we are preparing with the DRC. We also finance a project in which the University of Liège, together with the Panzi Foundation, scientifically supports and strengthens this holistic care approach. In order to combat sexual violence, it is also important to work preventively. Last year, therefore, I approved two specific projects focusing in the DRC on gender equality and positive masculinity, including one in South Kivu. Finally, we are also funding a project of the United Nations Human Rights Office which is working in seven provinces, including again South Kivu, to combat impunity and the protection of victims. In addition to these specific projects, we must not forget our general contribution to UN Women, the United Nations Population Fund and UNICEF. These three are very active around this theme. There is therefore a great deal going on here, both in Kivu and abroad. In addition to visiting the Panzi hospital, I accompanied the royal couple in Bukavu during their visit to the International Institute for Tropical Agriculture. This is a research institution that we support and is working on increasing the nutritional value and yield of agricultural crops. This work cannot, of course, be more relevant in the current context of food insecurity as a result of the Ukraine crisis. Mrs Creemers, as regards your question about Nadia Nsayi's statements on road construction in which Belgian companies would be involved, our agency Enabel has in the past carried out projects in several provinces, building rural roads and restoring ferries. The aim of these projects is to strengthen the local economy by connecting small farmers to local markets. In addition, an approach is followed whereby the pathways are divided into small pieces to give the small local firms as much as possible the opportunity to carry out part of the work. That is a conscious choice, because otherwise only large companies would have the capacity to carry out these works. In addition, the HIMO method, Haute Intensité de Main-d'Oeuvre, is applied. This means that more manual work has been chosen instead of mechanized work. That too has been a conscious choice, to create as much work as possible for the local population. Of course, public procurement rules must be followed, as in Belgium. This means that Belgian companies can indeed participate and win a public contract, but in practice this is very limited. I give the example of the PRODADEKK project, a project that Enabel carried out in the provinces of Kwilu and Kwango, which was closed in 2018. There, 583 km of road was rehabilitated, 9 bridges were built and 6 ferries were built or restored. A total of 92 public contracts were organised for this purpose. One was carried out by the Belgian company Meuse & Sambre for the construction of a ferry. The road works have all been carried out by Congolese companies. This therefore fits within the Belgian vision of working in an unbound manner. In the latest OECD report on untied aid, Belgium was still congratulated for its transparency. As regards Belgium's diplomatic efforts on the conflict in the east, I suggest that you ask the Prime Minister about this, as he is currently responsible for foreign affairs. The biggest victims in such situations are always local citizens, not least the girls and women who have to deal with sexual violence as a weapon of war. It is therefore urgent to put an end to the instability and insecurity that has plagued the region for many years now.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u30	Madam Secretary, the announcement of the 12,000 jobs is therefore a preliminaries of the five-year plan you are working on?
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u31	Yeah, that's right.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u32	There too, we must keep an eye on sustainability. If 12,000 jobs are created in society forever, so to speak, then that is only positive. Attention to the upcoming elections is certainly needed, because instability lurks around the corner in elections in this region. As far as health projects are concerned, I would like to draw attention to both the access to contraception and the awareness surrounding it, where there is still a great deal of work to be done, and also to maternal mortality. Today in Congo, 473 women die per 100,000 babies born, in Flanders, there are 5. This is and remains a focus of attention. As far as the evaluation is concerned, you are talking about an interim evaluation and about a final evaluation. Mr Creemers spoke about public procurement, but this week there was also the publication on the actions of the public prosecutor on the Congo hold-up, which is a result of intransigence and lack of control. Our group has long advocated targeted, transparent controls. This can only increase the support for global solidarity. It must remain a focus. For the diplomatic question, please refer to Prime Minister De Croo. I'm surprised you didn't do that for the Israeli-Gaza conflict. Conflicts must be assessed in the same way throughout the world, and the government must ensure that they do so.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u33	Madam Minister, there were a number of interesting things in your answer and certainly in the introduction, in which you say that it is your job as Minister of Development Cooperation to look at the future and the possibilities. I also think that you have done well in the past week. Mr Depoorter referred to the support base to increase global solidarity. This can now, by continuing to communicate about it, by taking with it the good examples you have seen. Just before you left, you said in the press that you would actually take everyone there. You can continue to communicate about the experiences you have now gained. For example, you excite me with the story about the Institute of Tropical Agriculture. It is, of course, a different reality, especially with climate change and the loss of biodiversity, from a few decades ago when they were still living in their local small-scale farming communities. Thank you for your explanation regarding the local versus Belgian employment. If 92 public contracts are carried out by local companies and one by the Belgians, then we are on the right track, because the aim is, of course, to strengthen the local economy and connect farmers. If this can be done as far as local companies are concerned, we are on the same page, and you have corrected the criticism of this. There's still a lot of communication material in your trip. You can certainly roll out the good examples even more, especially the small-scale ones with a lot of future ahead.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u34	Madam Minister, the Minister's answers clearly also provide for a new programme of basic needs, including social protection and decent work, which I very much support. You started your story with the fact that three quarters live in poverty. You seem to have been shocked by that during your visit to the Congo. The question remains: how can we move a stone into it? Another bottleneck in Congo remains the rule of law, democracy and human rights. If we could better support that framework, much more could be done in terms of basic needs. There is little rule of law and human rights in Eastern Congo. I saw the despair in Dr. Mukwege's eyes. There's a war there. Women are used as weapons of war there, as in Ukraine or Afghanistan, where girls are raped. There is a lot of effort on this, but if one does not tackle the cause of this, the mopping with the crane remains open. It is therefore very important that you have added that fourth pillar of the rule of law, democracy and human rights to focus on that. You will find that if the upcoming elections do not go well, the current Congolese government may be the first to stop that support, as Kabila once did, and manage things itself. That is dangerous, and that is why this dialogue is important to ensure that investments are possible. After all, many companies are not prepared to invest in uncertain conditions. It is a good thing that you added that element and identified it as a priority. We will certainly be monitoring this in the context of the 2023 elections.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u35	Madam Minister, a message in L'Echo said that Vooruit would ask for agreements in the government agreement on the link between investments in Defence and budgets for development cooperation. Whether or not that 2% will be sought depends on whether the government will reach an agreement on this matter. Apparently that is not the case today. That 2% came on the table, especially as a result of the conflict in Ukraine. I would like to hear from you about the link between these policy areas. Is the message true in L'Echo, or not? What key would you take between development cooperation and defense? Was this also discussed with the Secretary of Defense? Is this even a government position?
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u36	Madam President, Madam Minister, I would like to add my voice to the question. Madam Secretary said at the beginning what Guterres said: "If you don't feed the world, you feed the conflict." I believe that conflicts should not only be fueled by defence, but above all we should help the world to prevent conflicts. It is not linked to the coalition agreement, but that 2% is now being discussed here. The 0,7% is clearly in the coalition agreement, with the growth path. We have talked about it several times. Personally, I also believe, for what Guterres says, but also for what you say, that the link can be made without being explicitly made in the coalition agreement. At that time we did not know that there would be a conflict in Ukraine, from which that 2% results much faster than anticipated today. You have often said here in committee that you are working on a concrete plan. That is what you stated here in committee in May 2022, namely that you want to go to the budget discussions with that plan. How's that going? Have you already drawn up a concrete plan in which we can have access to it?
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u37	Madam President, Mrs Depoorter, Mrs Van Hoof, thank you for the questions. The war in Ukraine shows that our security is a collective mission and that Europe cannot depend on others in this respect. Belgium must therefore assume its responsibility to contribute to collective security. However, that does not stop at the Ministry of Defence, it is also about diplomacy and development. Our international solidarity is simply inextricably linked to collective security, because this is how we tackle the root causes of instability and conflict. There is no development without security. There is also no security without development. For me, therefore, the growth path to 0,7% is an essential part of our country's security strategy, which includes investment for defence. The coalition agreement is, moreover, crystal clear on this point: there must be a growth path for solidarity towards 0,7% of gross national income. I have therefore taken my responsibility and put a proposal on the table. Discussions within the government on this proposal are currently under way. In order to give these discussions every chance of success, I would rather not elaborate on the details of the proposal at this time. We will first discuss it further within the government.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u38	Madam President, Minister, your answer is hallucinating.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u39	Madam Secretary, I think it is a hallucinating answer. You are actually saying that the growth path on development cooperation, which I have asked you about several times and on which you did not really reach an agreement with Minister Van Peteghem, will be completed by taking something away from the increase in the defence budget to 2%, as requested by NATO. So you will send the Prime Minister to NATO at the end of June...
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u40	Sorry, you're tying two things together. My growth path to 0,7 % has nothing to do with the defense budget. That's not from the budget. I want to be clear about that.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u41	That's how I understood it. That's why I called it hallucinating. I take those words back. In any case, I am concerned because the message that Belgium will invest more in development cooperation and do a little less for Defence cannot bring the Prime Minister to NATO. I'm waiting for the government to come to an agreement. I've already read that it's going to be a salami chord. I don't know what it will eventually be, but at least I'm curious.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u42	Madam Secretary, we are all looking forward to that, as are you. You hope that the 0,7% will be there and I am confident that you have put it on the table, together with other partners in the government, because my party was also the author of a proposal for an increase of 0,7% in Parliament and supported this in the government agreement. I am, of course, pleased that a growth path is ultimately in place towards 2030. That's the first time in over 15 years. I am particularly pleased that it is on the table and hope, of course, that it will come out of the negotiations this week or at the latest next week, before the Prime Minister leaves for Madrid for the NATO summit.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u43	Madam President, Minister, following Feronia's bankruptcy in July 2020, BIO Bank had agreed to cancel 50% of Feronia's debt, provided that a new environmental and social action plan was adopted to improve the environmental and social aspects of the project and the situation of communities living in its area of influence. If the objectives of this plan were to be achieved, the debt would then be written off at 80 per cent. As a reminder, this debt amounted to $11 million. So it was potentially a relatively significant public money gift. In February 2021, you told us in committee that you had asked BIO to step out of Feronia by June 30, 2022. This release was announced by BIO's Board of Directors in January 2021. In the meantime, every effort should be made to improve wages and working conditions. You also said that the plan included several stages of implementation aimed at improving the working conditions of workers, the living conditions of local communities and the environmental status of the company. In addition, BIO is committed to supporting and accelerating mediation resulting from the processing of the complaint filed by several communities with the independent complaint mechanism. However, when I asked my question in 2021, this mediation could not have started following the health crisis. Minister, is the total release of BIO from Feronia confirmed? It's almost June 30th. Has the environmental and social action plan actually been implemented? Is a detailed performance report available; and if so, can this report be forwarded to the House? Do you have any concrete data on improving wages and working conditions? Has the mediation following the complaint filed by the local communities started? If so, where exactly are we? What was the outcome?
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u44	Member of Parliament, since March 2022, BIO is no longer a shareholder of Plantations et oileries du Congo (PHC). The last Economic, Social and Governance Committee with PHC was held in December 2021. From this meeting, BIO notes that 58 of the 83 actions in the environmental and social action plan have been completed or are on track, 19 are pending and 6 are late. From this last meeting, BIO also notes that PHC is making good progress in implementing the investments planned for 2021 and agreed with local communities. By the end of the third quarter of 2021, PHC finalized two schools in Lokoto. Ten schools are still under construction. By the end of the 2021 planning, one third of the schools and health centres promised will have been built. Personal protective equipment is still not available for all workers due to delays in supply. An agricultural community development expert has been hired to support the local community investment program that PHC wishes to further develop in line with its new strategy. The latest report received by BIO on the remuneration of employees and working conditions of workers shows that in the third quarter of 2021, the permanent workforce of PHC was 6,462, an increase of 40% compared to the second quarter of 2021. This significant increase is the result of PHC's strategy to stop casual workers. Delays in paying employees have become less frequent than before but still require special attention. PHC has increased wages in connection with inflation. All PHC jobs are paid more than the DRC's legal minimum wage. The Independent Complaint Mechanism mediators started their mission on site in May 2022. BIO will receive a first report next week. Madame de Laveleye, despite progress in some areas, I realize that the results are mixed. I am of the opinion that this investment should never have been made. I want to avoid cases like Feronia in the future. I will therefore ensure that BIO invests more, with better and more reasonable diligence, and strengthens its monitoring of the ecological and social aspects of their investments.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u45	Thank you very much, minister, for your answer. I think you had already made it very clear from the beginning of your term of office that the Feronia project did not correspond in any way to your vision of what development cooperation work was. I think it was very clear from the beginning. I note that there are improvements, including fewer casual workers, and an increase in wages. What is not very clear to me is the following. Have the 80% debt cancellations been recorded? Is it totally actuated or not? The solution is that 80 per cent of the debt must be written off as soon as the social and environmental project is implemented. Is that confirmed?
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u46	I'll look it up later.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u47	Thank you. This point was quite central to my question and I would like it to be acted upon. You also did not answer the following question; will the project's progress report be available for improvement of the social and environmental conditions of the project? With BIO, I know that the transparency of their projects is often an issue. It may be interesting, given the donation of money in this context, for the project to be carried out in full transparency. I hope that can be the case. Pending these two supplementary answers, we will close here for today, but I would be interested to have the follow-up. I don't know if I'll come back with a question again or if I'll get the information elsewhere. I hear that mediation is under way and there will be a return. I will come back to this at another time. But thank you very much for the follow-up.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u48	Madam Minister, in a study conducted by the Coalition against Hunger and Flemish and Francophone Cupolas of Development Cooperation (11.11.11 and the CNCD-11.11.11), it appears that the Malagasy company JTF, a subsidiary of the Italian multinational Tozzi Green, receives the third largest funding from BIO in the agri-food sector. This company grows more than 10,000 hectares in Madagascar, mainly feed corn, as well as soybeans and crops for the production of essential oil. The impact of Tozzi Green-JTF on the ground, particularly in terms of land conflict and lack of consultation with local populations, has given rise to protests from the Malagasy population as early as 2012 and has been the subject of publications by European civil society – particularly academically. A team of Entraide and Fraternity and CETRI recently visited the site to examine in depth the development effects of these activities. New publications are planned on this subject. Although conscious of the pre-conflicts and accusations of land grabbing by the company, BIO granted in November 2019 – in short, years after this problem was made public – a loan of 3.75 million euros to JTF. This raises questions, especially in the light of the controversies surrounding the financing of Feronia in the Democratic Republic of the Congo, which led to the disengagement of Belgium from this investment harmful to the people. Minister, has the repayment of the loan by JTF already been executed? Otherwise, what are the deadlines? Is further funding already envisaged? In addition, two grants were awarded by BIO, for a total of €75,000 in 2019 and 2020. The first was intended, inter alia, to prepare a "socio-economic baseline study to fill the gaps in the environmental impact assessment, develop a follow-up plan to assess the impact of long-term development and inform future JTF land acquisition decisions accordingly". Could this study have been shared? Reference is made to " environmental impact assessment gaps". What exactly is this?
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u49	Madame de Laveleye, the repayment of BIO's loan to Tozzi Green-JTF began in January 2022 and will run until January 2028. BIO is not currently considering any additional funding for this company. The socio-economic study you are referring to was conducted to improve the process of acquiring JTF's land ownership and to increase the participation of affected communities. One of the purposes of the study was to identify and describe the communities concerned and to analyse the positive and negative impacts of the company's activities on local communities. The results of the report were taken into account in the development of a four-year strategic community development plan, the implementation of which began in 2021. As this socio-economic study is the property of JTF, I cannot communicate it to you. According to BIO, there are significant gaps in the analysis of the socio-economic situation, biodiversity and cultural heritage. There is also a lack of assessment of potential loss of access to land and livelihoods. As a result, a due diligence study was conducted by the external company MFS Social and Environment Performance. This study confirms the increase in the incomes of local communities and the absence of complaints about the loss of access to agricultural land. However, she concluded that there was a need to establish a course of action and to monitor the development of the livelihoods of local communities.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u50	Thank you very much for your answer, Minister. I sincerely hope that we do not find ourselves again in front of a project in which BIO would have made an economic choice before making a development choice. We're barely getting out of Feronia's bad investment. I sincerely hope that we are not repeating the same difficulties. I mean, for now, there would be an increase in revenue, and there's no complaint. I remain very puzzled by the fact that investments were made by our development bank in 2019, in knowledge of a terrain that was not conducive to a truly ambitious vision in terms of development cooperation, respect for workers, land rights and biodiversity protection. I'm still very puzzled. We are at the beginning of a long process that will go until 2028. There's a way to do good things about that time. There is also a way to do very bad things. This will require all your follow-up and ours, from Parliament, in addition to that exercised by civil society on this issue. We will certainly come back to that, but I thank you already for your attention to this issue.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u51	Minister, CNCD-11.11.11, the Flemish Cupola 11.11.11 and the Coalition Against Hunger have recently published three policy briefs based on a study carried out by a team of the University of Antwerp, a study entitled The Belgian Investment Society for Developing Countries (BIO) as an actor in sustainable development. These three policy briefs focus on the impact of BIO in the fields of climate and agriculture and as a player in development cooperation. A summary of the study was also published by sponsors. Without going back to the recommendations of the policy briefs, because our committee invited BIO and this university team to come and discuss them in a few days, I am already coming to you on the basis of the general findings of the study, summarized as follows: "While the Belgian State does not seem to realize that BIO is on an equal footing with the State in the execution of its public objective. In addition, the Belgian State seems to have little control over the institution and an informal dialogue seems even to take place between the two. However, several elements call for greater vigilance: controversial investments such as those of Feronia; a focus on the economic dimension of sustainable development; a high degree of trust in clients; the absence of a rights-based approach to economic and social risks; lack of transparency; and the absence of mandatory systematic involvement of affected (potentially) communities. Although positive changes have certainly been made to the operational framework, improvements are still possible in order to create genuine sustainable development in the targeted intervention countries." Minister, I have no doubt that you have read this study. How do you work with BIO on the basis of these findings, as well as the recommendations set out in the policy briefs? I am not asking for a full answer, because I think it would be too much for this committee, but rather for work prospects.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u52	Ma'am, I've read about this study. I would like to stress that I very much appreciate the interest and efforts of civil society in analysing BIO's performance and making recommendations to improve it. The expertise of NGOs can add value to an organization like BIO, given the sustainable development objective they share. Dialogue with civil society organisations is an important part of BIO's engagement with its stakeholders. I therefore welcome BIO's recent decision to initiate a structural dialogue with NGOs. BIO organized a first workshop in March and will continue to consult NGOs in the coming months on the basis of three policy briefing themes. The NGO recommendations in the policy briefings contain ideas, suggestions and recommendations that need to be considered and discussed. At the last meeting of the Board of Directors, my Government Commissioner asked that BIO take the recommendations contained in the NGO policy letters to heart and prepare a management response. I'll see to it that the organization takes care of it. I look forward to the results of the exchanges between BIO and NGOs.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u53	Minister, thank you very much for this first return. The study of the University of Antwerp and the analysis work of civil society are of great density. I hear there is a dialogue between BIO and civil society. It is certainly desirable and very positive. However, it is up to you as a minister and to us as parliamentarians to give BIO extremely clear guidance. We know that their management contract will be renewed in 2023. This study therefore seems to me to come out at the right time to tackle the serious issues that arise. For my part, I remain very puzzled when I observe that public money continues to be paid to BIO, which continues to finance fossil fuels and invest in intensive agriculture - which does not really address the problem of hunger in the countries concerned - and which places economic interests ahead of those of local people. That is deeply disturbing. I know you care too. This study must be taken for what it is, that is, an opportunity to undertake substantive work with BIO and set a new course from 2023 on through the new management contract. I'm sure that's the direction you're going to take. You have our full support. We are going to discuss with the interested parties at the end of the month...
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u54	July.
ParlaMint-BE_2022-06-15-voorlopig-55-commissie-ic819x.u55	July? All right. This will surely be an interesting moment, after which we will be able to return to you. Thank you.
