Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Guest	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u67	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u68	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u69	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u70	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u71	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u72	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u73	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u74	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u75	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u76	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u77	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Coalition	Centre-left	VandenbrouckeJoris	Vandenbroucke, Joris	M	1976	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u78	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Coalition	Centre-left	VandenbrouckeJoris	Vandenbroucke, Joris	M	1976	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u79	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u80	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Coalition	Centre-left	VandenbrouckeJoris	Vandenbroucke, Joris	M	1976	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u81	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u82	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u83	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u84	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u85	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u86	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u87	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u88	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u89	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u90	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u91	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u92	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u93	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u94	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u95	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	MarghemMarieChristine	Marghem, Marie-Christine	F	1963	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u96	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u97	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u98	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u99	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u100	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u101	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanbesienDieter	Vanbesien, Dieter	M	1969	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u102	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u103	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanbesienDieter	Vanbesien, Dieter	M	1969	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u104	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u105	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u106	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u107	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u108	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u109	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u110	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u111	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u112	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	MarghemMarieChristine	Marghem, Marie-Christine	F	1963	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u113	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u114	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	ParentNicolas	Parent, Nicolas	M	1982	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u115	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u116	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	ParentNicolas	Parent, Nicolas	M	1982	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u117	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	MarghemMarieChristine	Marghem, Marie-Christine	F	1963	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u118	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u119	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	MatzVanessa	Matz, Vanessa	F	1973	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u120	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DonnéJoy	Donné, Joy	M	1974	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u121	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	PillenJasper	Pillen, Jasper	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u122	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u123	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u124	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DonnéJoy	Donné, Joy	M	1974	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u125	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	PillenJasper	Pillen, Jasper	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u126	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VermeerschWouter	Vermeersch, Wouter	M	1984	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u127	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DonnéJoy	Donné, Joy	M	1974	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u128	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u129	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DonnéJoy	Donné, Joy	M	1974	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u130	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanPeteghemVincent	Van Peteghem, Vincent	M	1980	
ParlaMint-BE-en_2022-01-19-definitief-55-commissie-ic661x	ParlaMint-BE_2022-01-19-definitief-55-commissie-ic661x.u131	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-01-2022	2022-01-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DonnéJoy	Donné, Joy	M	1974	
