ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u1	Mrs Farih is not here. Mr Boukili apologized.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u48	Mr Minister, my original question was actually looking at a state of affairs regarding the plan. The plan is now in place and I can therefore bring to the attention of the House a number of specific issues. The plan is vaguer and less calculated than I expected. Well, that'll probably happen. I think that many will agree with me that more needs to be done on day hospitalization. I do wonder how it can be achieved that the changeover will keep pace in all parts of the country. For example, the Zorgstrategic Plan Flanders already provides for the reduction of the number of beds. The funding is also linked to this. How will you ensure that the regions that make the most efforts are also most rewarded, and not the other way around? I further wonder how you want to achieve the concepts of pay for quality and pay for performance. Do you really want to include 2% of the budget as indicated? How exactly will you measure that? Will health insurance funds have to take on a role by responding to their customers and identifying any anomalies? Is there a role for the health insurance funds in this dossier? Regarding the data, there is a general consensus that data, eHealth and telemonitoring are extremely important. However, all this is only mentioned in passing, particularly in the context of the recovery plan when it comes to the financial resources provided for. I regret that it is no longer covered in the various parts of the note and I find that worrying. Do you take into account that more and more will depend on data collection and exchange? With the reward supplements, a large amount of money is immediately lost. The total amount involved in 2019 was over 600 million. A sum to be sought elsewhere. Hospitals depend to a large extent on this. The supplements are, as we know, generally higher in Wallonia and Brussels. How will you ensure that the hospitals that have so far been able to limit their fee supplements will also be rewarded for this and that no tabula rasa is created so that all regions can start again in the same way from scratch? You're also talking about high-level hospitals. How will it be determined which hospitals they will be? I have one final comment, Minister. It is said that there is over-consumption of medical imaging, but the impact on public health is still being looked at most. NMR is also mentioned there at the same time. This is not appropriate in this context, because NMR does not involve ionising radiation.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u49	Minister, the advantage of the plan is that it is there now and that the debate can start. For me, there are a lot of good things in it. A first question is about the care assignments. There will no longer be a division between A and S, between general and specialized care assignments, without talking about university care assignments, as the networks are very heterogeneous today. How do you see that? You want to do this by means of programming and RIZIV conventions, but then you already come to the area of competence of the regions and the Communities. How will you organise this effectively? Today there was a lot of emotion about the materials. I hope and know that it will be about more than just the materials. It is a pity that the focus is now on this. You are therefore right to speak of close care where possible and concentrated care where necessary. Quality, accessibility, affordability, but also efficiency and efficiency are important here too. With regard to the funding at network level, you will stick to VAT and the services. It's gonna take more than that. If we link the networks more and more to the care tasks, funding must be provided. Where do you want to go in that respect? And above all: who did you consult with? On Friday you saw the federal colleagues, you also saw the sectors and the plan is in the mailbox of the regions. But how do you see the further consultation? The subject was not discussed at IMC level, I understand. As far as networking is concerned, there are many points of contact with the regions. Will this meeting take place? You have a good proposal on the supplements, but I also follow Mrs Gijbels. Today there are huge excesses. Studies showed that last week. Shouldn't we put some sort of upper limit there sooner to ensure that those who are good students today remain so? Hopefully Parliament will also be involved in the debate and we will be able to discuss the various stages with you in greater depth. The committee also has a role to play here. What's your opinion on that?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u50	Mr. Secretary, yesterday we were able to meet your plan Operation Hospitals, including some deadlines. It is an ambitious and necessary plan to gain control over hospital funding and the organisation behind it, both in the interests of our health expenditure and in the interests of quality and affordable healthcare for patients. Minister, can you give us more details on the timing of all aspects? What methodology will you use to roll out your plan? It is a challenge to achieve concrete results. What progress has been made on the reform of the hospital networks? What role can or will they play in this reform? That question is in line with questions that colleagues have already asked.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u51	Mr President, I have a supplementary question to my colleagues because this debate is excessively broad and complex. I haven't gotten into that note completely yet. Minister, at this level, I have a question when you talk about introducing funding models that will aim for continuity, coordination and integration of care, especially because of the prevalence of chronic diseases. In the long run, you want to go to pathology care routes. How will you integrate these care trips with the first line? This is the question of integrating hospital reform with the first line.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u52	Minister, the plan is ambitious. Personally, I think it is very useful to sum up all the problems of hospital financing. We can't dissect it. On the contrary, we must have a global view of it. We cannot talk about funding hospitals without reforming the nomenclature. We cannot talk about a reform of hospital funding without the place of fee supplements or the distribution of the provision of care. It is clear that everything cannot be done everywhere, and I am pleased that this option is being retained and that the reform of hospital networks initiated under the previous government is being completed. We have an ethical duty to make good use of public money and available budgets for people's health, for the benefit of patients. Minister, there is one point on which I would like to ask a question. In the context of the revision of the nomenclature and in the context of the payment for the package or the act, what place will you give to the intellectual act in medicine? I think that, more than ever, we need practitioners to be able to devote time to the singular colloquium with the patient and to the apprehension of all facets of the patient, when he or she is suffering. Therefore, the revalorisation of the intellectual act is something very important to us. What place do you intend to give him?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u53	Mr President, I will not go into detail here. The note, which has been distributed in the meantime, is quite detailed and it would take a lot of time to repeat it all. I do not want to anticipate any further, because that note is indeed a first step towards the consultation that we want with the actors in the field, especially the Federal Republic of Germany, with my colleagues in the federal government, with Parliament, and with my colleagues in the Länder. Precisely because the note must be the start of a broad and thorough consultation, I had no intention of communicating about it now. As often happens when you make such a note available, it leaks. There is no man overboard, but as you have noticed, I have not yet made any public statement on this, precisely because I want to give the consultation every opportunity and not to prematurely address all kinds of issues. I'm going to say some things that I hope can help you understand where we're going with this. What I want to emphasise is that with this government we are investing in health care and therefore in hospitals. If we look only at the global hospital budget, we see that it evolved from EUR 8.27 billion in 2019 to EUR 9,473 billion in 2021 and over 10 billion in 2022. In other words, there is an increase of almost EUR 2 billion in three years. I am not saying that in order to be euphoric about it, there are still a lot of needs, but to make it clear immediately that what is ahead is absolutely not a saving exercise. I shall come back to this in a moment on the basis of the examples given, such as the rational organization of materials. The objective is absolutely not to save. That's an Indian story we need to get out of the world fast. The objective is to invest more during this legislature and to use the money we invest well. I would like to repeat the four main objectives, as I explained them for the sector. First of all, we may be investing a little too much with impulses to produce quantity rather than impulses to achieve quantity. I say this with caution and nuance, because the deontology of doctors, nursing staff and hospital administrators is fortunately such that, even if the incentives are sometimes in the wrong direction, medical practice is always or usually trying to do the right thing for the patient. However, the financial incentives are sometimes in the wrong direction and point very strongly towards more quantity, and there is also pressure to increase quantity, precisely in order to be able to finance hospitals adequately. We must tackle this as the first problem. We want to do this with a very ambitious global reform of hospital funding, by ending the dual role of doctors' fees and moving to a professional remuneration which, as Mr Bacquelaine said, must properly appreciate the intellectual deed and contact with the patient. That's absolutely right. When we say that we want a split between operating costs, which have to be financed directly from the hospital, and the professional remuneration of the doctor, we are indeed talking about his intellectual work, his contact with the patient, the effort required for this, as described in the note. This is a first important objective. Mrs Gijbels, I would point out that we want to move forward quickly in three sectors, namely clinical biology, medical imaging and medicines in hospital. We want to move forward relatively quickly and not wait for a global reform, in which we organize the whole budget for hospitals on the basis of pathology advances. You are absolutely right, of course an NMR is not a medical risk. I honestly do not think that we are making a mistake in our text either, because we clearly say that when it comes to a health problem, the problem is too many CT scans, too many PET scans, and not too many NMR scans. That distinction is, by the way, clear in the text. A first important objective is therefore to convert financial incentives that are too much in the direction of quantity into financial incentives that point towards quality. Secondly, our funding system feeds conflicts between hospital administrators and doctors. Instead of conflict, one must have cooperation. That is why I would also like to say straight away that if we create a division between the financing of the operation of hospitals, in which doctors operate, and the financing of the professional remuneration of the doctor, including his intellectual commitment, this must not mean that the doctors have nothing to say in the hospital, that they have nothing to say about how to develop the cost of working, on which priority must be invested. We must therefore opt for a different model of the administration of our hospitals, in which doctors can play their part properly and where the spirit of cooperation must be embedded in the interests of the patient. The second major objective is therefore cooperation, including cooperation and division of labour between hospitals. I do not know whether this is sufficiently clear from the note, but our conviction is as follows. If one day, in 2025 or later, we finance hospital work on the basis of all-in pathology advances, it will also be much easier to review division of labour between hospitals. In this way, we will be able, in a very simple way, to align the funding with what a hospital actually does and can actually expect. The shift of activities in the context of synergies and division of tasks between hospitals is not financially discouraged, but can be viewed financially in a very transparent way. Of course, this depends on the proposed reform of funding moving from a strictly closed budget for hospitals to an open budget. The individual administrator will have a prospective view of the development of the financing of the operation, depending on the hospital admissions. We will not be bothering the administrator afterwards with all kinds of corrections which make financial planning very difficult or the financial situation needs to be constantly reviewed. Today, these corrections are linked to the strictly closed nature of the budget. We opt for more open funding, which makes it more transparent for the administrator and the doctors, more predictable. This will also facilitate cooperation, synergy, job organisation and reorganisation between hospitals. I still have to convince my political colleagues, because this option means that the budget is not strictly closed. In the world of hospitals, we must also think about how we will monitor the overall development of this budget or how we will put a lot of accountability into it. These are two major challenges. A third point, which has already been mentioned, is to protect patients from excessive invoices, which are also very disparate and unjustified. It concerns in particular the supplements. The problem is that today's supplements are actually difficult to explain. It is not easy to explain why some hospitals require such high supplements and others do not. It undoubtedly has to do with shortcomings in funding, but it also has to do with other issues. At some point we will have to draw clear lines there, I think. That's also mentioned in the note. Finally, as I have already said, this reform is intended to make a very complex and opaque system more transparent. I'm going to go into a few points. Mrs Gijbels, you have quite rightly said that a major challenge, not to say a potential bottleneck, is the availability of data in this approach. It is indeed my intention to go to an all-in pathology forfait in one move, and I want to clear up the misunderstanding that patients with high risks, patients who are outliers, can just say that there is a forfait per intake. A flat rate per admission therefore presupposes a certain limitation in the variability of the problem with which the patient enters the hospital. It is therefore necessary to distinguish between high risk and more common situations, but we do want to do this at once, which may be a difference from how the plans were drawn up in the past. To do the reform at once can only be done after having carried out a number of analyses, in which the pathology gaps to be designed can also be brought into a correct proportion with the real cost of proper treatment of pathologies. By real cost, I mean both the operating costs associated with it in a hospital and also the correct professional remuneration of the services associated with it. The truth is that we do not have actual cost figures at our disposal today. In fact, we will have to make a thorough analysis of the real costs associated with the treatment of pathologies, on the basis of uniform analytical accounts, with a group of hospitals to be representative. That is the basis on which we must look at the responsible costs. Mrs Gijbels, you may have seen in the fine print of the proposal that we will not wait for that analysis in a very first move on clinical biology and simply look at actual expenditure. In a second movement, however, we also want to be able to finance clinical biology on the basis of responsible, genuinely determined and analysed costs. You are right to say that this is an immense challenge in terms of data, as, moreover, the revision of the nomenclature is an immense challenge. In fact, with this approach, we say that we want to speed up the scientific work started by three different teams. Otherwise, the work will never be done in time. I come now to Mrs Vanpeborgh's question on the networks. Mrs Vanpeborgh, in politics and in the conduct of policies, there is a general need to be avoided in order to always start something again. The previous government has conceived the network idea. The idea has also been rolled out. We now have 23 networks recognized by the regions. Is that landscape optimal? No. Does it answer to what my predecessor really intended? Not everywhere. The networks are heterogeneous in size, but they are not always neatly tuned to a specific population. I'm thinking of Antwerp, which you know well. There are two very large networks, but they are in a competitive relationship for the same population. That's not the ideal picture. The easy-to-achieve picture was to build networks that are more or less the same size in terms of population everywhere, with a one-to-one relationship between the network and the population. We can then finance hospitals in that network on the basis of what the population needs and we really have a public health policy. I won't recreate the drawing of those networks. We'll work with it the way they are now. I will have to make the finality clearer: what do we want to achieve? In this respect, we are indeed ambitious, despite all the difficulties due to their heterogeneous form. The aim is to promote cooperation and synergy, but also to allow efficiency exercises. This could be about a better synergy in the labs for anatomopathology. There is also an important challenge with regard to the organisation of care, but also with regard to the associated transport of patients and the invoice for the patients that is really a problem that we want to work on. Hospital networks also refer to the question of what is 'locoregional' and what is'supraregional'. In the case of local areas, the question must be asked as to what each hospital should or should not do and what concentration should be sought. That is also explained in the note and should now be on the table. Then one comes to sensitive subjects such as maternities, S2 stroke units and others. I really believe that we should concentrate more on the idea that care should be close to where it is necessary and possible, but that we should also concentrate care where concentration is needed, not for financial reasons. I think that in the public presentation of the note there may be a little disproportionate attention to the issue of materials, but I do understand that, because it has already brought a lot of discussion in the previous period of government. It's not about a saving order. Mrs Merckx, you have understood that, but that cannot be the intention. The idea is not to be spared. By the way, in our nomenclature there is a compensation against childbirth. It's gonna stay that way. We will not reduce the number of births. That's not the point. If we go to pathology forfaits and childbirths are financed on the basis of forfaits, we will not save if the number of births is not reduced. That's not the point. In fact, in a different way, the budget for hospitals' financial resources is a growth budget. I just mentioned the figures. We will not save on that. What is involved in the discussion on materials is the efficient use of human resources. For example, one hospital may have a little too few midwifes, given the number of women to give birth, and the other hospital may have a small surplus of midwifes. The next example is even more important. If, as a result of the fact that the materials are not properly distributed, there are situations where the buffer capacity of some materials is not large enough because the materiality itself is not large enough, which means that there is a risk that there will be no bed for urgent delivery, then there is no good work. This has nothing to do with savings, but it has to do with the fact that a materiality must be sufficient to ensure buffer capacity, in the interests of the proper care of women who will give birth and their baby. This has nothing to do with saving, it has to do with safety, quality and efficiency of the use of financial, material and human resources. I would like to emphasise very strongly what is in the note. Proximity where it can mean that when we think about concentration, we will always look at proximity in very concrete terms, for example in terms of driving times for all functions where time is critical, for example childbirths. Proximity where possible, concentration where necessary. This proximity applies to all functions that are time critical, measured in maximum driving time. It is important, for example, how fast a person should be in a materiality. If one arrives in matrimony, one should not run too much risk of not finding a bed. One must be sufficiently large to have buffer capacity. They have been given quite a lot of attention in comparison with other issues which are also very pressing, in the same atmosphere. For major trauma, we really need to go to supraregional functions. There are some other examples, such as head and neck tumours and ovarian tumors, where concentration of expertise is really needed for quality. Mrs Muylle, as far as the consultation is concerned, I sent the note directly to my colleagues in the Länder for a reason. I am assuming that, although it is a note that describes scruple reforms within the federal powers, this must be carried out in a good understanding and with some common perspective with the colleagues responsible in the Communities. I don't have a precise consultation process yet. But you're right, I have to take care of that. I need to develop a good dialogue with the federal actors, with my political colleagues and with my state colleagues. It is true that Parliament must also find a place in that whole. Mrs. Vanpeborgh, the timing is probably the biggest challenge. Since I am not saying that we are going into pathology forfaits in a few big steps, but actually in one step, we must also be able to take that step sufficiently quickly, even if it is not for tomorrow. In a presentation I have distributed you will find a timeline that I have shown the actors. You will probably have seen that presentation, but otherwise I will have them forwarded to the committee secretariat. Grosso mode is that we lay the building blocks for funding reform in 2022, 2023 and 2024, so that we could start implementing pathology-based funding by 2025. So we want to move forward faster, ideally in 2022 and 2023, on clinical biology, medical imaging, daily hospitalization and quality financing, and I want to increase the volume of what we do in the context of pay for performance as well as the focus. The focus should not be a whole dashboard of different quality indicators, I want to focus on preventing hospital infections and fighting antimicrobial resistance. I would like to put a substantial amount on that, more than the current amount for Pay for Performance. That is also something I want to take up in 2022 and 2023. By 2022, we need to be able to make progress on the definition of local and sub-regional care tasks. This is partly legal and requires a royal decision, but also a lot of consultation. With regard to supplements, I would like us to be able to achieve a standstill starting in 2022, but a standstill in respect of fees. We should be able to implement the more ambitious idea, the setting of a ceiling for pay supplements, which we also want in the outpatient sector, by 2024. Why can't we do all this at once? In the meantime, work needs to be done to recalibrate the nomenclature. New balances must be found between doctors. The intellectual and professional qualifications, expertise, commitment and risks borne by doctors must be properly rewarded. It's gonna take some time.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u54	Thank you, Minister, for your explanation. I listened to what you said about the materials. But if there is no more materiality and people have to go many kilometers further, what is that different from saving? That's a concern close to home that's gone missing. For those people, this is a saving, as your party in this hemisphere said when Mrs De Block wanted to do so. My question is therefore very specific. Which sizes do you want to close? In the report of the Knowledge Centre, it was about efficiency gains. I ask myself whether childbirth should be effective. It was very clearly stated in the report that the quality of care in those smaller sizes was certainly good. In addition, we hear from many testimonies that socially weaker people often come to give birth in those smaller sizes, which means that the family will no longer be able to visit. I think that's an important point to think about, but I see that you're apparently determined to close those materials. As far as day hospitalization is concerned, you did not answer my questions either. Indeed, there is more money going to hospitals, including through the White House Fund and wage increases, including through the IFIC system. But you also know that's not enough. If we go to flat-rate financing, then I fear that people will always be sent home sooner and more quickly. I see that as a general practitioner too, and that the workload on staff on the ground will increase. Nor have I heard about my question whether you will be working on the framework standards. Finally, you seem to want to address a number of issues, such as the fees, which I agree with. At the heart of the matter, however, is that the doctor remains funded per achievement. You will not deal with this funding. I believe that this will allow a form of conflict to persist. A doctor will no longer be paid through contributions, but will still be paid per performance, and will therefore continue to be encouraged to perform a great deal of performance. I think we need to look further at this and work on a budget that is linked to the population. There is already experience of this at international level. We must therefore ask ourselves how we can keep people healthy in a particular region, with integrated funding, and abandon performance-related funding. Marc Noppen already gave examples of this. Others have already made proposals in this respect. I think that we should continue along these lines, but I do not see you getting rid of the savings logic of former Health Minister De Block, which worries me.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u55	Minister, I have not received any reply. Of which act. I'm not going to rest my questions or try to push you a little further. Like my colleague Nathalie Muylle, I think we will need more in-depth discussions, otherwise you only discuss what interests you. There will be different speeds and different calendars. For the 2025 package, you will immediately touch mannes such as clinical biology, radiology, drugs and supplements, which will significantly reduce hospital funding. For the transition in the path you describe until 2025, sufficient resources must be guaranteed to hospitals. Otherwise, there will be a major impact on staff, projects, patients and quality of care. In addition, I asked you who was going to conduct this in-depth study that will take time. You didn't answer me. I would like this to be clarified because I do not want decisions to be taken between a few, because all the actors involved must be included in the reform of hospital financing. Finally, it will be necessary to have a truth speech for patients about the closure of maternity or other services and some consultations. It will also take a truth speech because, for some, it will take several weeks to wait for a nuclear magnetic resonance. I encourage you to speak truth otherwise it is hospitals, doctors, caregivers who will have to explain the direct impact on patients when policies have not done so. It is a minimum of respect for reform and future political decisions.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u56	Minister, I hope you will also present a quantified plan, because a lot of money is being shifted. Hospital funding is a very complex knitting. If you pull one thread, you're gonna fray all that knitting. I therefore believe that the last word has not yet been said about the retrospective standstill, the payments, the reduction of the wage supplements and the pathology advances. There will certainly be a lot of study work and a lot of consultation. You indicate that the focus should be on quality, with which I fully agree, but it is not clear to me exactly how that will be evaluated. At the same time, I hope that the doctors and hospitals will still be able to take the helm into their own hands and come up with their own bottom-up proposals. If they can achieve efficiency gains themselves, I hope that this can benefit the network or the hospital, so that they themselves will see the benefits of it. As Mr Muylle said, I hope that we will be able to discuss this in a more thorough manner in Parliament.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u57	Thank you, Minister, for the answer. I would also like to thank you for going into consultation, although that seems logical to me. It is good that you want to involve the various stakeholders and Parliament. I think there are a lot of questions, but they cannot be addressed today, given the time frame. I would like to quote two more elements. Firstly, the discussion about the forfaits and the legitimate concern about data, which Mrs Gijbels also shares, reminds me of the same discussion we had in 2018, when we started with low variable care. There was also a lot of reservations back then. We're not starting today with a white leaf. I've asked you a few times about the evaluation of the low-variable care. I note that this is going pretty well in the hospitals where I operate today. In that sense, there is much to learn from this. We evolve into a more complex concern, which also makes it more complex, but we don't start with a white leaf. The low variable care is going well today. We can certainly learn business from that. Secondly, you have clearly explained where you are going with the networks. I fully agree with you on that. When I feel what lives on the ground, I can say that there is also a need for some quick wins. The Federal Council for Hospital Services (FRZV) says that in the area of psychiatry, psychiatry, rehabilitation, psychiatry in the elderly something must happen quickly. The programming criteria are too old and the needs are very great. The FRZV has already done a nice job, for example for the conversion of beds for psychiatry. I hope that's where you pick the low-hanging fruit.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u58	I want to confirm that.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u59	That's very good. That's very important.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u60	Thank you, Minister, for your answers. I have listened carefully and I am particularly looking at Mrs Merckx. Minister, it is a good thing that you say that it is not a saving operation, but that it is the intention to use the new resources better and to use them better. The four objectives also support this. In that respect, I am certainly reassured. You have a point about the networks. They're over there. They are not always ideal, but also in my region they begin to work better together. Indeed, you must continue to encourage cooperation between the networks. We now have a better view of the timing, for which we are grateful. It's a very ambitious timing. I really hope you get them. After all, I am convinced that it is an incredibly important and difficult challenge. I should also like to return to Mrs Merckx's point. This is not only about tensions related to money flows or tensions between networks, but also within networks. To conclude, I would like to give an example from my region. That was about a materiality transferred within the same network to another hospital within the same hospital group, only seven kilometres away. That's caused an incredible amount of trouble. So it's about more than mileage or money. It is also about a lot of emotions associated with that. I can certainly give you the example. You'll be amazed. I hope, in conclusion, that it will succeed within the time frame. After all, it is absolutely necessary.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u61	Mr Minister, I would like to take advantage of this topical debate because I have been asked by your note, as have my colleagues. I welcome your clarification that your note will be the starting point for a broad dialogue with the actors concerned. I think that's the least I can do. On the other hand, more questions arise when you say that this note does not pursue the objective of saving money, but of investing. That was exactly what Mrs De Block promised a little over two years ago. She then stated that the aim, in the long term, would be to reduce the average societal cost per delivery in order to free up resources to invest in other areas of care. We did not obtain any guarantees in this regard at the time. I hope that we will get these guarantees in the future with you. You tell us that the aim is not to focus on quantity but on quality. Today, however, you did not comment on this maternity measure. If maternity wards are again threatened with closure, it is because they do not perform enough deliveries, regardless of all the other services they offer. There is a personalized service available to patients themselves before, during and after delivery, as well as a service to quickly detect problems affecting infants and childhood illnesses. I was able to see this with my own eyes when I had the opportunity to visit, following the KCE report in February 2020, Heuzy's maternity. You're telling us today that you're going to take this closeness into account for patients, but you still don't tell us how. At the time, the KCE report guaranteed a maximum journey of 30 minutes, but it did not take into account the density of the Walloon territory, the underserved places by public transport, the figures of the Hainaut Health Observatory which showed inequalities in health – and therefore the need to maintain certain maternity wards in order not to exacerbate these inequalities – the number of pre- and post-natal consultations or follow-ups of at-risk pregnancies. All of this is now permitted by these maternity wards regardless of the number of births they are giving birth to. I would therefore sincerely hope that the consultation you are proposing today will allow all these factors to be taken into account.
