Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-0	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-3mKHbuxhiWTDuPHgFZA549	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-389	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-392	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-394	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3055916	Baylan, Ibrahim	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-396	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q70574439	Josefsson, David	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-398	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-399	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243514	Stenkvist, Robert	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-402	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-404	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451082	Karkiainen, Ida	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-405	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-408	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q70586981	Sandström, Marie-Louise Hänel	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-411	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-415	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q5910434	Kinnunen, Martin	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-418	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-421	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q29059095	Kayhan, Sultan	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-423	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-429	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q71131299	Lifvenhage, Ann-Sofie	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-433	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3055916	Baylan, Ibrahim	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-437	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71059733	Westroth, Eric	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-441	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-445	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q30035697	Anstrell, Alexandra	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-447	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3055916	Baylan, Ibrahim	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-452	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-477	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70407841	Eklöf, Staffan	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-496	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168773	Segerlind, Elin	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-517	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-522	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168773	Segerlind, Elin	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-527	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-531	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168773	Segerlind, Elin	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-536	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-551	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4356431	Lundström, Nina	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-569	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70407841	Eklöf, Staffan	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-575	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4356431	Lundström, Nina	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-579	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70407841	Eklöf, Staffan	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-581	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4356431	Lundström, Nina	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-588	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-609	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-614	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-618	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-623	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-628	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-633	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-637	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-642	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-647	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-648	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70407841	Eklöf, Staffan	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-651	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-654	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70407841	Eklöf, Staffan	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-656	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-657	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-6D8an6fBzYrjqRsMsNM5YF	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-682	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-SoDJYnGUUzkRo68VAVg8wH	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-693	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-PLUWvW7tsbMtz7G8Adcorc	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70407841	Eklöf, Staffan	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-700	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-3yFbK3Efy2tkQge5DrAKBN	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70407841	Eklöf, Staffan	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-709	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-713	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-719	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-723	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-727	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-731	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5109199	Nylander, Christer	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-KEDY8E3qekWqmx41S7XLM	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4769201	Engblom, Annicka	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-765	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18246234	Sundin, Cassandra	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-786	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-805	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168756	Gunnarsson, Hanna	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-818	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6220743	Utbult, Roland	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-833	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202414	Wallentheim, Anna	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-Fv8AVGKd8J6uUnB1at3Wnk	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6220743	Utbult, Roland	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-862	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-863	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202414	Wallentheim, Anna	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-CXxr2qeJRt338KhcFPZWRW	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6220743	Utbult, Roland	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-871	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202414	Wallentheim, Anna	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-874	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-894	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q56660151	Weinerhall, John	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-909	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5109199	Nylander, Christer	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-926	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4769201	Engblom, Annicka	F	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-935	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2021-04-30-prot-202021--116	i-7b92e61b1124a389-961	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 116	2021-04-30	Unicameralism	2020/21	-	-	2020/21--116	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q5962258	Lodenius, Per	M	-	
