ParlaMint-BE_2015-01-28-54-commissie-ic069x.u1	Mr. Bonte's not coming.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u41	I understand well, but before that, you were talking about a balance within the framework of the government agreement, namely that no malus was registered, but that the removal of the bonus was a necessity, that this measure was not necessarily so bad... I understand that it was not really what you wanted, but that you had to deal with the government agreement that was put in your hands, in any case with regard to the pension theme. I also have a consideration of absolute values. And the graph is set in absolute value. But the person receiving a pension of the order of 1 000 or 1 250 euros may give more importance to the few additional euros in order to maintain his standard of living and sometimes exceed the poverty line. Thus, euro also count differently depending on the amount that is collected and may be more important than daily life. Given Mr Gilkinet's thesis, you used it and reused it with your little paper at different times. I understand you're a member of his thesis. Personally, I do not adhere to his or yours in this matter! Let's be clear! As far as the pension bonus is concerned, I continue to say that its abolition is a bad reform. With regard to the 10 or 25 per cent, I understand that this is not an objective but an estimate. You think, on an intuitive basis, that the current 10% of the population working up to the age of 65 will become 25% who will work beyond the age of 65, up to the age of 66 and 67, and that your wish is to be able to reach these percentages, without changing the career duration of 45 years, which I am delighted to hear.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u42	Mr President, Minister, I have a question about the interpretation and consequences of the legislation that has been in force since January, which makes termination, farewell and dismissal allowances a wage. In what way is this charged in conjunction with the pension as a wage? The consequence for people who retire before the age of 65 is that this will be taken into account in view of the accumulation of a pension with a benefit. That is my question.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u43	Mr President, Mrs Becq, for the calculation of pensions, the termination, farewell and dismissal allowances, as you yourself say, are regarded as wages, spread over the period to which they relate. Since 1 January 2015, this principle of spreading the dismissal allowance is also applied at the end of the career. If you take up your pension, this leads to the accumulation of the pension with an authorised occupational activity. This means that if the amount of the salary taken into account is higher than the limit for authorised activity, the pension is reduced or suspended. If you do not take up your pension but wait for the period covered by the termination, farewell and dismissal allowances to end, the allowance is taken into account as a wage and registered as working days in the individual pension account. This means, in other words, that years are added to the career of the person concerned, which results in a higher figure rather than a lower amount of pension. Since 1 January 2015, this regime of authorised activity has been relaxed. The reduction in the pension will always be proportional to the excess. In addition, any 65-year-old pensioner and any person who proves a full career of 45 years may accumulate the salary unlimited with the pension, which means that the dismissal allowance cannot in any case mean a retirement delay for those persons.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u44	Thank you, Minister, for your clear answer. I think that it can also partly alleviate the concern by the way in which your answer has been formulated.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u45	Mr President, Minister, my question concerns the social dialogue that you had with the government unions on Friday, specifically on diploma qualification. In reply to another question, you have already said which direction that is heading. My question was to find out how you would deal with the calculation and entry into force of the diploma certificate in this consultation. There is, after all, concern that transitional measures can also be discussed in this consultation. The Diploma Certificate Scheme has now been decided to enter into force in 2016, with six months a year. That was the principle. This means that an official who retires within 10 years and has already completed a career of 30 years would lose that bonification completely because of a shorter transitional period. The following is a thought exercise, not in consultation with the unions. One could take into account the fact that someone has already completed half of his career and thus retains half of his bonification. This is also a possible arrangement which could be taken into account and which could be included in a transitional arrangement. Moreover, as career conditions for early retirement also increase until 2019, there is concern that longer work will be required. Thus, the combination of the reduction of the diploma bonus with the extension of the career will be easily achieved later. You have just referred to that rule of one and two years. People who are working on this and who are in such a concrete situation have also told me: if this diploma is coming and they have, for example, just reached the age of retirement, but if six months are deducted from it every year, then they are going to postpone the whole bonification period for example five years because they are always just chasing after it. The measure launched as a principle thus produces some effects. In doing so, it is necessary to examine in detail the consequences in the various situations. I believe that the trade unions play a very important role in this because trade unions and the social partners can bring forward cases in order to avoid, as we have seen in the past, having to come back to a number of things later because we had not meant them or had not seen their effect. You mentioned the measure, which provides for a restriction for 58- and 59-year-olds. You said there would also be a restriction for 55-, 56- and 57-year-olds. Can I assume that this restriction relates not only to early retirement but also to the cumulation of measures? If the age is moved forward because of the early retirement scheme, together with a diploma certificate and even a more favourable tantième, the combination of these measures would lead to a maximum amount. Can we then increase the amount for each measure? Are you prepared to discuss this government proposal with the social partners and create more margin?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u46	Mr. Chair, Minister, this Wednesday, January 21, following a demonstration, you received representatives from the public service unions. They are concerned about the government's willingness, translated into the terms of the government declaration, to align their regime with other regimes. I am thinking in particular of two elements. First of all, there is the abolition of the graduation bonus. Second, the "mixed" pension for the contractual period should no longer be treated as the statutory period, as is currently the case. At the same time, other changes are more or less announced. Nevertheless, the representatives of the civil service unions feared a reduction in the amount of public servants' pensions. I have already heard that the pensions of civil servants are too high and higher than those of employees. However, a 2009 study shows that when the second pillar is included, with the replacement rate, public pensions are no higher than those of private sector employees. In doing so, to say that the pension of public servants is too important is to send a bad message. Moreover, by reducing public service pensions, you make the public service less attractive, which will have a very negative impact on the competitiveness of the public sector and the quality of services provided to citizens. Minister, what were the protesters' demands? What was your position on these claims? Did you get a deal? Since then, I have had the opportunity to meet with various representatives of the unions who have informed me that they remain very concerned. How do you intend to guarantee the attractiveness of the public service? What about the alignment with other regimes and the measures envisaged by the government?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u47	Mrs Becq, thank you for your questions, which once again allow me to emphasise the importance I attach to the social dialogue associated with the government's pension reforms. On 21 January 2015, I received the syndicated representatives from the public sector, who expressed their concern about the planned reforms. As far as pensions are concerned, I have told them that it is my firm intention to continue the negotiations within the A Committee on the first series of reforms to be imposed. In this respect, I informed them that I had received the various questions that were put to me at the beginning of January and that I would, together with my colleagues in the government, examine to what extent we can give them a favourable outcome. That is how I intend to take additional transitional measures, which I mentioned earlier, in order to ease the reform of the diploma bonus. Mrs Becq is absolutely right. There are several measures at the same time. When taken separately, they have an effect x, y or z. On the other hand, when taken together, they do not have an effect x + y + z. That's one of the difficulties. A first measure is to modulate the implementation of the abolition of the bonus according to the number of years of study covered by the diploma. A second measure aims to limit the effects of this abolition according to the age reached in 2016 by the official or by the teacher. The third measure aims to ensure that all civil servants, including teachers who were able to apply before 1 January 2015 for pre-pension leave, will maintain their diploma bonus in full. The measures, together with other measures, will be discussed in the A Committee, which will meet next Friday, 30 January. The measures contained in the government agreement aimed at tightening age and career conditions for early retirement will be the subject of further negotiations. As regards the eligibility of the years provided for as contractual in the calculation of the public pension, social consultation will still have to take place in parallel with the establishment of the second pillar of pension in favour of public service contractors. With regard to mixed pensions, we are not going to drastically reduce the contractual pension without first introducing the second pillar for contract workers. This possibility already widely used in Flanders is much less so in Wallonia. The measures are parallel. We're not going to do one without the other. I would like to stress once again that the abolition of the diploma bonus will have no impact on the amount of the pension, since it concerns only the right to an early pension. On the contrary: those who will have to work a little longer will have the opportunity to complete their career and therefore to receive a higher pension. I would add, Mr Daerden, in relation to your last consideration, that I do not stigmatize one diet in relation to the other. I simply think that we need to move towards greater harmonisation, but that there are specificities that need to be kept. We are not going to remove the different regimes; we are going to keep their specificities. Today, however, we are entitled to ask the question of social cohesion between the different regimes. We need to find a system that simplifies things. That is the origin of the point system. It is a matter of achieving some harmonisation. The number of points will remain partly related to heavy trades, to the specificity of trades. All the specificities can be integrated into a single point scheme which will apply to the three schemes. But each regime will still retain a specificity that will be marked by the different accumulation of points.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u48	Thank you, Minister, for your reply and for your respect for social dialogue. It is a good thing that you want to negotiate to come up with good measures that can be digested by everyone, without all being passed on to the generations to come. We want to strike a balance in this respect. I would just like to comment on what Mr Daerden said about officials, both contractual and permanent officials. An important aspect is the fact that there is no supplementary pension for civil servants in the public sector. For some contractual employees at municipal level in Flanders that is a little bit. I think this is an important point. You touched that in your answer, too. You want to achieve simplification and harmonisation. We hope that the points system will help in this. In that sense, the link you made between a supplementary pension and contractual staff is important. It is important to bear in mind, however, that civil servants' pensions and employees' pensions are treated equally, that a large proportion of workers have supplementary pensions, which are currently denied to civil servants. That is an element that we will have to take with us.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u49	Mr President, Minister, I have some elements of your answer. First, on the aspect of the mixed pension. The overall reform will be linked to the second pillar. The sequence is very important, because one step does not go without the other. Even if, like you, I know that several communes in Flanders are already applying the system, you know as well as I do that communal finances are generally experiencing difficulties. I therefore wonder how it will be possible to finance the second pillar in many of our municipalities. This is a global reflection that should not be simplistic; it is not a trial of intent, but I am glad that both will be fully linked. Second element. I am pleased with your response and your willingness to maintain specific features for public service pensions. It's necessary and important. As part of your consultation, we will see to what extent you will agree to maintain them. I feel more open to you than some government statements would suggest. Nevertheless, I will draw your attention to the fact that, in absolute terms, it may seem interesting to simplify situations, but provided that this is not to the detriment of workers. Finally, with regard to the transitional measures for the upgrading of diplomas, we should remain very careful. If you want to apply it, it is certain that the transitional measures are preferable. Let's keep an eye on it. In addition, harmonisation should not necessarily be based on the least advantageous scheme, i.e. without any increase in diplomas, but perhaps on the contrary, i.e. a broader scheme affecting all workers.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u50	Mr President, Minister, you know that the figures are important to public opinion. In the newspaper La Meuse du Groupe Sud-Presse of January 16, 2015, you said that current pensions account for more than 50% of our social security expenditure. We studied the figures transmitted by the Study for the Ageing of the Population Committee of the Supreme Council of Finance and published in July 2014. They seem to be a good basis for me to discuss. We have discovered figures other than those advanced. In terms of gross domestic product (GDP), in 2013, out of a total of 26.4% of social security expenditure, the committee gives us a figure of 10.6% for pensions. With our study office, we applied a rule of three to calculate the proportionality of 10.6 compared to 26.4 to try to see the actual percentage of these expenses. So we divided 10.6 by 26.4. We have reached 40.15 per cent, which is slightly lower than the 50 per cent reported in the press. Moreover, the Study Committee on Aging is also making a projection for 2019, 2030, 2040 and 2060. At no time did these projections reach the figure of 50%. Therefore, even replying to them is not correct. In 2060, for $30.6 billion, 14.7% is reported. Therefore, we are concerned. The report also states that the remaining 30% of social security expenditure goes to unemployment and activation policy. Moreover, social security expenditures between 2013 and 2019 would increase from 26.4 per cent to 26.9 per cent. I'm on page 6 of the report. Could you correct the figures in the press so that public opinion can have the exact figures?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u51	Mr. Chairman, Mr. Hedebouw, everything depends on the numbers we take as a reference. Your numbers are those of 2013. Mine are the ones from 2015. That makes an important difference. On the one hand, pensions have increased by a few billion since 2013 in the 2015 projection. On the other hand, the social security budget has decreased as a result of the transfer of family allowances to the Regions. The figures for 2013 are no longer correct, and I believe that we should refer more to the figures for 2015, which is EUR 41.5 billion if we take the whole pension sector. The social security budget is 70.6 billion. This is obviously questionable because it depends on what is put "in the package". The message, on the other hand, is quite clear. We've grown from 25 billion to 41.5 billion euros in nine years. We must therefore be aware of the importance of the problem. I am trying to show here that if we don't reform, that won't be the case. We need reform. The proportion of pensions in the social security budget continues to increase. Today we are at 41.5 billion euros. In Belgium, however, the social security budget, which includes everything, including family allowances, amounts to around €80 billion. So we're almost half the budget for social security. I'm holding it. I would point out that public sector pensions represent EUR 14.5 billion which are not directly in the social security budget but which still count, I believe. Otherwise, we don't have a good idea of the total pension budget. All decision-makers need to be alerted to the need for reform, given the rate of increase in pensions. On the basis of future years, European Commission statistics show that between 15% and 16% of GDP will be reached in the area of pensions. 1% of GDP is huge! That's 4 billion euros! We are the country with the largest increase. In France, the rate is very high but it has not increased in the same way and in Germany, the rate is about the same as at home and it will increase less. If we increase by 5% to 6% of GDP by 2050, that will be a package of billions and we will have to pay attention to it! That's the content of my message and it doesn't go beyond it.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u52	Mr.Minister, we will speak immediately about the other figures that you are putting forward, but I take note of some flexibility with the reality. You withdraw the family allowance from the 50% figure. I look forward to the figures for 2015 because the report on which I based myself was from July 2014. It is important that all parliamentarians have access to the 2015 figures as soon as possible, certainly when there is a political battle over our pensions.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u53	Minister, in De Standaard of 16 January 2015, you communicate that in Belgium work is stopped for an average of 59 years. That is one of the lowest figures in Europe. I found another figure in the European Commission's White Paper on pensions. On page 25 of the Dutch version of the White Paper, with the figures for the different Member States, I found the age of 61.2 for men and 61.9 for women in Belgium. Could you possibly give me some information about that difference, which is not nothing in the context of the pension debate? After all, there is a difference between the number you communicate in the media and the number Belgium sends to the European institutions. I also have questions about the relative aspect of the figures. This is not about the lowest ages in Europe. In Austria, women stop on average 2.5 years earlier than in Belgium, at 59.4 years. In France, men stop on average one year earlier, at 60.3 years old, and women stop on average two years earlier than in Belgium. In Luxembourg, men stopped on average three years earlier, at 58.1 years and women on average nearly five years earlier than in Belgium, at 57 years. Do you also want to correct those figures if necessary? You will understand, of course, that the relative aspect of the political debate has a certain interest in the political arguments if one wants to compare them with other countries.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u54	The White Paper to which you refer dates from 2012. I have another reference, that of 2013. You are based on the Commission's White Paper, which was drawn up in 2012. However, the figures I cited come from the 2013 OECD pension overview. As you will have noticed, I use as often as possible the same source. Indeed, when one moves from one to the other and one mentions figures, it is important to have a correct and honest approach. I therefore confirm that the average age at which people leave the labour market in Belgium is less than 60 years. The graphics are very clear, I can give you a copy. These are figures drawn from the latest OECD report. I do not yet have the next report on this subject. I would therefore like to make it clear that the publication of the report before me is more recent than the European White Paper. For the 60-64 age group, this is the same source. The OECD report, page 28, indicates 18%. This figure has increased slightly over the past two years, but it remains at half the average. The employment rate remains +/- 20% for the 60-64 age group and the OECD-Europe standard is 40%. So we're in half. That's the message! I want to fight with commas, but that's the message! We must not drown the fish, but go back to the essentials. The message indicates that we are leaving earlier than elsewhere in retirement. The employment rate is too low between the ages of 60 and 64. In addition, it is important to distinguish the employment rate from the participation rate. It is reality and deny it, obscuring it by a quarrel of numbers does not remove this reality!
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u55	Mr. President, I'm a little worried. I do not yet know all the workings of the transmission of figures to the OECD. In any case, I know that the White Paper, at European level, is passed on to the European Union by your ministry. I'm worried. Could I imagine that two different versions of Belgian figures will be passed on to such respectable institutions as the OECD?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u56	The OECD really takes real activity into account. Sometimes the figures include people who are available in the labour market but who will never return to work. It's kind of like the numbers trying to figure out who's up to 65 in real activity or not. If we take the strict "board" figures, of course, we're over 10%. But many people do not have the status of a pensioner but no longer have a real status as a worker or an activity.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u57	But if we follow that slope, then all the numbers will become relative.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u58	That is what is important. There is a debate at the moment on the availability of pre-pensioners. We know that. The argument used by those who find it scandalous to demand availability is that pre-pensioners will never work again. It has always been so. Would these be counted as active workers? You have to be reasonable.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u59	The two points of difference that were really very important, you then attribute them to the category of pre-pensioners that is excluded from OECD figures?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u60	I didn't say that. The statutes in the various OECD countries are not the same. It is not possible for them to calculate in this way. The numbers they give of activity are those. That's all I can say.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u61	I find it important to take up the figures Belgium gives to the European institutions in the political debates. Otherwise, it will create public suspicion that the minister would choose the most favourable figures to conduct his debate. I really don't want that feeling going through public opinion on such a sensitive subject as the pension issue, minister.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u62	We use OECD sources because it makes it possible to project all industrialised countries, whereas the European Commission does not have countries outside the European Union, such as Norway or Switzerland, and countries outside Europe. I think it makes more sense to take OECD statistics.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u63	The next item is Question No 1499 by Mr Hedebouw.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u64	Mr President, Minister, in La Libre Belgique and La DH of 2 January 2015,...
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u65	[[...]]
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u66	I'm gonna be short. We have seen the Eurostat figures. You may have the same scepticism about European figures, but I could not print the document to you because, as you know, the Eurostat tables are very large and I should have come with a large poster. According to Eurostat, figures introduced by Belgium to Eurostat, the figure is 20%. In recent years, there has been a change of around 23%. For the last quarter of 2013, there was even 26% and for the second quarter 2014, 26.5%. Can you explain to me this significant variation with the figures advanced?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u67	Mr President, I am sorry, but I have already answered.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u68	Minister, if I may. Mr Hedebouw, I told you earlier that there were two questions for you alone. That's why the minister interrupted you and asked you to continue. If you do not ask the second question, it must be considered that you have waived it or, in any case, that it is included in the first question. That explains the Minister's reaction when he says he has already answered your question. When I give you the floor to the next question, this is the item on the next item on the Committee's agenda. If you do not follow the committee's agenda, it will no longer work. I therefore come to point 12 of the agenda.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u69	In De Standaard of 16 January, you say the following, Minister: 'For the first time, pension expenditure exceeds the cape of EUR 40 billion.' You spoke to Mr Daerden about this earlier. Ten years ago, that was 25 billion. This actually gives the impression that pension expenditure has doubled in ten years. These figures seem to mislead us a little: the comparison over time is generally not done in absolute figures. Absolute figures give a distorted picture because two important factors are omitted: inflation, on the one hand, and prosperity growth, on the other. Relative figures are often used. The Study Committee on Ageing, the official body in Belgium responsible for calculating the total cost of ageing, reports on this. The latest report dates from July 2014: it contains the full 2013 figures. In 2013, 10.6 percent of our prosperity went to pensions. Ten years earlier, in 2003, that was 9.2 %. In ten years' time, therefore, the share of our wealth we spend on pensions has increased by 1.4 percentage points. Relatively, this is an increase of 15%. Total expenditure on social security continues to rise to 2040. After 2040, when the baby tree generation disappears from the population pyramid, they fall back. Well, that makes sense, actually. By 2060 over 45 years, total expenditure on social security will be 4.2 percentage points higher than today, the same committee says. An increase of 4.2 percentage points over 45 years is about 0.1 % per year. In other words, if our economy is going to increase with a low fee of 1% a year, it is enough that one tenth of growth goes to pensions. In terms of inflation, there was around 21,49 % inflation between 2004 and 2014. At least 5.4 billion of the absolute figures you are putting forward are already caused by inflation. Minister, do you not think it is more appropriate to use relative figures in the debate rather than absolute figures?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u70	Mr President, I note that Mr Hedebouw confirms my figures: 25 billion to 40 billion; in the 2015 budget we are even 41.5 billion. Thank you, Mr. Hedebouw, for that confirmation. However, let me give you some details on the pace of this increase. Talking about 1.4% within 10 years does not fully correspond to the truth. In fact, the percentage remained relatively stable for a whole period; at one point, an acceleration occurred. Taking two extremes to conclude an increase does not mean a linear increase; it can follow an asymptomatic curve. The problematic aspect lies mainly in the baby boom and the papy boom. The rate of increase has been in recent years and is now 1.4 per cent. Before the pace was much lower, whereas now it has accelerated sharply, which is normal given the effects of the baby boom; people born between 1950 and 1960 are now the largest cohorts of pension applicants. In addition, 1.4% may seem harmless to the public, but this amounts to €6 billion. These are important figures. It would not be responsible to make people believe that the increase is negligible, if not insignificant; on the contrary, it is necessary to explain its importance and the urgency of reform of the system.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u71	Questions Nos 1500 and 1501 by Mr Raoul Hedebouw are attached.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u72	Mr Minister, we have just discussed the thesis that you put forward in La Libre Belgique and La DH, namely that one in four people will have to work after 65 years. I was not allowed to take the floor, because it was a question from Mr Daerden, but I see a big difference between the statement 'will have to work' and 'working today up to 65 years'. How do you look at these numbers? A few weeks ago, when the strike movement was in an increasing dynamic, you replied to me in the press that only 5 to 10% of Belgians will have to work until 67 years and that I was exaggerating again. On January 12th, you said it was 25%. I would like to hear from you how many people in Belgium will have to work for up to 67 years. I read two versions in the press. It's time to choose which version is the right one. You say that only 6.1% of employees retire over 65 years. Nearly 95% of workers in Belgium have therefore left the labour market before 65 years. You explained that in Le Soir on January 2, 2015. I think those numbers are wrong. A much larger proportion of the population retires at 65 years. I believe that you are methodologically excluding an important part, namely all those who are looking for a job and all those who have a job but are unable to work because of illness. This is also reflected in an answer you gave to Mr Frédéric Daerden on 10 December 2014. He's gone, but that was an excellent question. In our view, therefore, you use a misdefinition of the concept of "active population'. If we depart from the restrictive definition, the average number of active persons up to 65 years is, according to Eurostat, equivalent to 5.2% in the European Union if we interpret all statistics in this way. The figure of 6,11 % suddenly becomes a lot less spectacular. Can you give us a more detailed explanation? I read in your reply to Mr Daerden's question, on page 146 of the written questions and answers, that, out of a total of 29 846, 20 643 people retire at 65 years. That's what you communicated. In addition, my question is the same. If I divide 20 643 by 29 846 I get to 69 %. Mr Minister, perhaps you could correct some of this?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u73	Mr President, ladies and gentlemen, I confirm all the figures I have already mentioned, as well as all the statements about the current situation and the objectives of the government. As I said in La Libre Belgique, the government's objective is for a quarter of the population to work beyond the age of 65. Today, less than 10% of the population works effectively until the age of 65. The 6.11% rate was communicated to me by Sigedis and the Pension Administration. This is not about workers who take their pension at age 65, but about those who are still active at that age. It is regrettable, in my view, to have this kind of discussion rather than to discuss the substantive issues of pension reform. I would point out that the ONP figures indicate that 60% of those who retire at age 65 receive either an allowance from the ONEM (unemployment, pension, time credit) or an allowance from their mutual fund. The periods covered by an allowance are treated as work for the calculation of the pension, but the figures are not based on an actual period of work. For further details, I refer you to Mr. Daerden's written question No. 4. The answer to the latter contains all the details on this subject.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u74	Mr President, Mr Minister, as part of the reform of pensions, methodologically, the idea is to ignore all those who are unemployed or who receive compensation from their mutual benefit. Recognize, however, that you take great freedom from reality. Politically, you assume that all these people are hidden pensioners, not victims of the economic crisis. I would remind you that most of the departures to pre-board are, however, part of this framework. You also don't take into account people who are sick at the end of their careers. For my part, I am surprised at this use of figures. Like you, I think it would be better to have a calm debate on pension financing. But, please, let us base ourselves on correct and unorientated figures.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u75	Mr President, Minister, you have said that, on the basis of the example of the Scandinavian countries, in all the countries where it has been decided to delay the pension age, there is a decrease in the unemployment rate of young people. Some parties also share this allegedly undemonstrable truth. I'm astonished at that. Here I have a graph showing the unemployment rate in Sweden and the unemployment rate in Denmark. It is a question of comparing countries which are in the same economic context but which have applied a different policy. You are right to say that in the 2000s there was a rather radical reform of pensions in Sweden, extending careers. I'm making another observation than you. In Denmark, there was stability for 2000 and an increase in 2008, with the economic crisis affecting all European countries. In Sweden, there is an increase in the youth unemployment rate, almost doubling. There's really a break with the year 2000. On the Swedish labour market, the fact of having extended careers has had a real impact on youth unemployment. Minister, can you clarify to me the thesis that, in the Scandinavian countries, there has been a reduction in youth unemployment by extending careers?
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u76	Mr Hedebouw, I did not say that. Don't make me say things I've never said! I am particularly touched that you have followed so carefully my various statements which, I hope, will eventually convince you.
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u77	I doubt it!
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u78	I simply found that where the exit age was the highest, it was generally in countries where there was a lower youth unemployment rate than elsewhere. That's a simple finding. The graph is very clear, the two curves are almost parallel, although there are sometimes exceptions. The best evidence is that in Belgium, where the exit age is the lowest, namely 59-60 years, one of the highest unemployment rates among young people in Europe is found. It's a reality. You deny it. I don't understand. I'm worried about this type of analysis. Belgium is a striking case. In other countries, in particular the Scandinavian countries – I have not distinguished them – there is a different direction: the unemployment rate for young people is generally lower and on average lower than at home and the rate of exit from work is generally higher than at home. That's just what I said and I keep it. Everyone agrees with this finding. You're the only one, the exception that confirms the rule!
ParlaMint-BE_2015-01-28-54-commissie-ic069x.u79	Minister, on the one hand, that is not what you said. I understand politically the little jump. I have taken exactly the terms of your sentence. You are trying to demonstrate a causal link between the length of extended careers and decreasing youth unemployment. We are well in this political debate. You are transforming the thesis that in countries where we work longer, the unemployment rate of young people is lower than in other countries. I repeat your own sentence: "We see that in countries where we have decided to work longer, there is a tendency to reduce youth unemployment." You will recognize that it is not at all the same thing! I understand why you're making this little leap of reasoning. Politically, it is not really valid. On the other hand, if you want to have the debate on the cause and effect link which I think is quite relevant, you should not take the Eurostat chart you have in your hands. It does not at all demonstrate the cause and effect link. Many other causes could explain why youth unemployment is higher in us than in Scandinavian countries. If you were to be interested – personally, I am passionate about – in the cause-and-effect relationship, in the causal link between a political measure aimed at making people work longer and youth unemployment, then I can only encourage you to take a specific country, and to analyse, within this country, the change of cause-and-effect, the fluctuation. As a trained biologist, I love this scientific analysis: we change a cause and study its effect. Scientifically, this is the most interesting approach. I'll give you my chart because our studies show a negative link, a negative correlation. I believe that for many young people, learning that there is a negative and non-positive correlation could change the current societal debate because it is actually about intergenerational solidarity. We will have an opportunity to discuss the figures again. I think it is worth refining this debate more precisely.
