ParlaMint-FR_2018-11-12-O1058.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1058.u73	Mr Hubert Wulfranc, for the Group of the Democratic and Republican Left, has the floor.
ParlaMint-FR_2018-11-12-O1058.u74	The Communist Group will vote on this motion of rejection. Three elements explain this vote. The first one converges with an advanced argument, as well as with many interventions on these benches: it is due to the timetable of instruction of this amending finance bill for 2018, which is unbearable for national representation. For us, this is in the midst of the constitutional reform that you are going to bring back to us at the beginning of 2019. That's our first argument. The second is far further from the right's grounds for rejecting this text. As far as we are concerned, this PLFR confirms the prolongation of taxation, and the consequences accompanying it, favourable to the rich, to the detriment of the employees. Such taxation, moreover, corresponds, and you have repeated it, to the liberal instructions of Brussels. Last argument: we consider that the budgetary movements we observe in this collective reinforce and even aggravate your austerity policy. For all these reasons, which I shall return to when I present the motion to refer to committee, we will vote on this motion to reject it beforehand.
ParlaMint-FR_2018-11-12-O1058.u75	The next speaker is Mr Jean-Louis Bourlanges, for the Group of the Democratic and Related Movement.
ParlaMint-FR_2018-11-12-O1058.u76	Ladies and gentlemen, what we are hearing here is still very surprising. What is a good law of amending finances?
ParlaMint-FR_2018-11-12-O1058.u77	The one that doesn't exist!
ParlaMint-FR_2018-11-12-O1058.u78	Yes, a law that doesn't exist!
ParlaMint-FR_2018-11-12-O1058.u79	That's for sure.
ParlaMint-FR_2018-11-12-O1058.u80	In reality, the amending finance bill is simply the sanction of errors in forecasting and analysis, manipulations, tactics aimed at bringing into catini, out of pre-assessment measures, a number of provisions that would not have had the courage to pass into the original finance law.
ParlaMint-FR_2018-11-12-O1058.u81	Precisely.
ParlaMint-FR_2018-11-12-O1058.u82	But this bill, precisely by its modesty, by the extreme limitation of what it contains, tends towards nothing. And that's a very good thing!
ParlaMint-FR_2018-11-12-O1058.u83	[[Smile]] There's nothing ironic about our colleague!
ParlaMint-FR_2018-11-12-O1058.u84	[[Applause on the benches of MODEM groups and on some benches of the LaREM group]] This is a considerable step forward. I can't believe it. No tax measures! In the name of what would we have wanted tax measures? No expenditure other than affected budgetary movements! [[Same movements]] So, dear Gilles Carrez, you found the example of the OPEX. But precisely, what is this system of financing the OPEX that we have been living on for years? It consists of taking the nation's representatives for marbles, by making military operations financed from appropriations to cover the expenses of national education, cultural affairs or justice. It is therefore a step towards sincerity to concentrate these expenditures on the army budget! That's where we are! So, of course, this bill is limited.
ParlaMint-FR_2018-11-12-O1058.u85	We must conclude, dear colleague.
ParlaMint-FR_2018-11-12-O1058.u86	The time frame within which we approach it is also too limited. This might justify his dismissal, but certainly not his rejection.
ParlaMint-FR_2018-11-12-O1058.u87	We're moving on.
ParlaMint-FR_2018-11-12-O1058.u88	Thank you...
ParlaMint-FR_2018-11-12-O1058.u89	[[Applause and exclamations on the banks of the MODEM and LaREM groups, several of which rise]] I say to the opposition: what is your role? Certainly, it is to criticize. But is it to criticize when the Government is improving management rather than damaging it? Choose your arguments, don't blame the Government for doing better than its predecessors!
ParlaMint-FR_2018-11-12-O1058.u90	I put to the vote the motion to reject it beforehand.
ParlaMint-FR_2018-11-12-O1058.u91	The result of the vote is as follows: Number of voters 45 Number of votes cast 45 Absolute majority 23 For adoption 14 Against 31
ParlaMint-FR_2018-11-12-O1058.u92	Madam President!
ParlaMint-FR_2018-11-12-O1058.u93	The Minister has the floor.
ParlaMint-FR_2018-11-12-O1058.u94	Thank you, Mr Wulfranc, for allowing me a word before your very objective developments. I didn't think I would speak after Ms Louwagie defended the motion, but I heard arguments during the explanations of vote, in the mouth of President Rabault – which does not surprise me – or of President Vigier, which is somewhat contradictory in relation to previous years – I will come back to – and which push me to do so. In substance, Mr Bourlanges and Mr Saint-Martin have said things very well, and I thank them for that. The measures we are proposing can no doubt be improved, Mrs Louwagie, but they are much more respectful of the parliamentary debate than the decrees in advance, which were used by all my predecessors. A draft decree in advance leaves you a period of one week, of course, but it is not bound by the opinions of the parliamentary committees, and cannot be amended or examined again. I am neither chairman nor rapporteur-general of the Committee on Finance, but I note that it met last Friday, when the text was presented to the Council of Ministers on Wednesday. The delay between the examination at the meeting and the presentation to the Council of Ministers, if it did not reach a week, was nevertheless five days. Moreover, the text may be subject to a final CMP or a new reading, and it is discussed and amended. Moreover, you could not have tabled 482 amendments on an advance decree, since such a text is neither amendable nor bound, I repeat, to the opinion of the committee. [[Smile]] You're so critical of the Government, Mrs. Louwagie, that if I walked on the water you'd say I can't swim. That's why I'm a little disappointed.
ParlaMint-FR_2018-11-12-O1058.u95	[[Smile]] Would the minister think he'd be God's?
ParlaMint-FR_2018-11-12-O1058.u96	We'll come back to the OPEX. In this respect, what we are proposing seems to me to be much more sincere than before. The question of fuel was raised a little by Mr Woerth – I thought he had made a mistake, even if he did not commit very much – and more broadly by Mrs Louwagie. You call on the Government to be consistent. I am also asking you, Mrs Louwagie, for we are in a respectful debate, including the rights of the opposition, which aspires to return to responsibility. I have two very interesting leaflets in front of me. The first, from the Group of the Republicans, refers to proposals that we can discuss, including the creation of a monthly fuel check for each employee, without taxes or charges. This leaflet, which relayed, among other things, the position of Mr.Wauquiez and Mr.Peltier, had to be put on the pile since a second followed him – committing a new expense for the group, I imagine – which removed this proposal. I would therefore like to know the opposition's proposals, since, according to this second leaflet, all tax increases since 2017 must also be abolished. In other words, you are no longer in favour of an increase in carbon taxation path, to the back of what you defended during the presidential campaign. It is also contradictory to the measure adopted this morning by the elected representatives of Greater Paris – among which, perhaps, Mr Carrez – to prohibit the circulation of all diesel vehicles registered before 2001 in the grand crown: we are no longer even talking about an increase in taxation, but, broadly speaking, to drive the poor out of the great crown! I will not tell you, Mrs Louwagie, that the majority of those elected in Greater Paris belong to your political family. I therefore ask for a minimum of consistency. We are talking here about a PLFR, carrying budgetary measures. In this respect, the OPEXs undoubtedly deserve a debate, which we will gladly have, Mr Cornut-Gentille, even if I do not share your views on the subject. We can do politics for the simple pleasure of doing it, which after all does not bother me.
ParlaMint-FR_2018-11-12-O1058.u97	We know that!
ParlaMint-FR_2018-11-12-O1058.u98	But here we are talking about tax matters, all of which you once deplored. All right. Under the previous quinquennium, Mrs. Rabault, you never had the opportunity to examine a budgetary LFRP, even though you called it your wish. But, moreover, your arguments are limited to the tax field, which I do not think is very consistent. [[Applause on the benches of the LaREM and MODEM groups]] In short, we will be discussing budgetary measures, not fiscal ones, which seem to me to be part of the PLFR, but of the PLF, as Mr Bourlanges has explained very well.
ParlaMint-FR_2018-11-12-O1058.u99	Mr Eric Woerth has the floor.
ParlaMint-FR_2018-11-12-O1058.u100	Without wishing to take any time for Mr Wulfranc, I would like to reply with a word on the examination in committee, Mr Minister. Since the text was presented to the Council of Ministers on Wednesday, it was difficult for us to examine it in committee before Friday, simply because the latter examined the non-attached articles. Of course, we had completed this examination at noon; But it is still necessary to give Members some time to study the text, to hear the Secretary of State whom you have delegated and to table amendments. Members cannot table amendments on a text until they have studied it: in general, they proceed in the opposite order! On the other hand, the Republicans' proposals have remained fully consistent since last year: as we suggest in our amendments to this text, we call for a fiscal freeze on fuels in 2019, and have redefined the carbon trajectory as early as October last year. So that's very different from what you said.
ParlaMint-FR_2018-11-12-O1058.u101	I have received a motion from Mr André Chassaigne and members of the Group of the Democratic and Republican Left to refer the matter back to committee pursuant to Rule 91(6) of the Rules of Procedure. Mr Hubert Wulfranc has the floor.
ParlaMint-FR_2018-11-12-O1058.u102	What am I doing, Minister, defending this motion to refer to committee on behalf of the Communist Members? This PLFR, you say, is proof that the budget is sincere and we have been able to amend it, most of our amendments, add with your customary irony, being out of the question. And if they are, it is simply because, to hear you, this PLFR is not a PLF bis. On behalf of the Communist Members of Parliament, I tell you that the French would still need a PLF bis, Mr Minister! Let us go back to the reasons for this motion. We believe, like many of our colleagues, that the examination of this PLFR is a parody of parliamentary work. Everyone on our benches felt it well: there is, in our chamber, a wind of humiliation in Parliament. In fact, national representation can legitimately be considered despised when it is only given five days – five days! – to assess, review and, where appropriate, amend the nation's budget. It is a defiance of the most basic rights of parliamentarians, who are thus unable to exercise their mandate, simply unable to act. Is it not said that Parliament monitors the Government's actions and evaluates public policies, according to the very terms of the prerogatives granted to it by article 24 of the Constitution? Article 44 of our basic law guarantees the right of amendment, both in committee and in session. So, what happened in this case? Under what technical, material and human conditions have we been forced to work, to act in accordance with our constitutional rights? The text that brings us together today was forwarded to parliamentarians last Wednesday early in the afternoon. It was presented to us a few hours later by the Secretary of State to the Minister for Action and Public Accounts, and was the subject of the following review schedule: examination in committee on Friday morning, i.e. one and a half days later; review and adoption in open session today; all to be concluded in five chrono days, including weekends of course; five days during which we had to consider, at the same time, the end of the 2019 finance bill, including in committee the non-attached articles, and in sitting, the appropriations allocated to major public policies, such as health, territorial cohesion or the state's relations with local authorities: no more, no less. How can we deny, in these circumstances, that the rights guaranteed by our fundamental law are not violated? How can we monitor the action of the Government? How to assess public policies? Evaluation, ladies and gentlemen of the majority, is your mantra, your leitmotiv. How can we finally exercise our right of amendment under suitable conditions? In five days, it's simply impossible. Why so eagerly, minister, if the government has nothing to hide? Why scam our institutions if you accept the content of your amending budget? What may well be the reason why you are acting in this way, ignoring the basic rules that guarantee respect for parliamentary work? The Government, it seems to us, plays the "solo" game. In these circumstances, it would be fair to abolish the committee and, why not, Parliament! I solemnly declare it to you: the executive, in the circumstances, plays with fire, because it plays with our institutions. It was never seen in twenty-five years, recalled Charles de Courson in committee. With such deadlines we should "have the gift of ubiquity", our colleague Pires Beaune observed. "You are in the process of flouting" the right of amendment and, in so doing, "the Constitution and the rule of law", Patrick Hetzel said, quite rightly. That is why all the opposition groups have risen to leave the presentation meeting of this amending budget last Wednesday. And I am sure that many colleagues in the majority have doubted, and still doubt, the validity of the government's timetable. Let it be said with force: leaving this meeting, we have not done so with joy of heart, because we are committed to the full exercise of our parliamentary mandate, regardless of the bench where we sit in this Chamber. We have done so as a matter of responsibility, in order to sound the alarm in the face of an institutional drift that gradually, slowly but insidiously, leads to the corporalization of the National Assembly. Here you are putting into music the wish of the President of the Republic, embedded in the draft constitutional reform, to bring to fruition all the democratic institutions of our country. In fact, in view of the urgent need to guarantee the sovereignty of Parliament, the vote on this motion for referral to committee must go far beyond the ranks of the opposition. When national representation is thus dealt with, when the right of amendment is reduced, when the material conditions are not met to assess the proper implementation of the nation's budget, it is the honour of Parliament to assume all its responsibilities. If we consider the material inability to have a real democratic debate in the Committee on Finance last Friday, ladies and gentlemen, a referral to committee has not been so justified. But let us say things unambiguously, in order to remove the doubts and fears that some of our colleagues might have at the time of the vote: although some of us, of whom we are not, may wish, there is no question here of rejecting the amending budget as a whole. With this motion, we propose that the Committee on Finance take up the text again, so that parliamentarians can work calmly on its content and assess its consequences. Let us return for a moment, indeed, to the examination of this text in committee: barely a dozen Members were present there, and the discussion was closed in forty-five minutes, show in hand! This is the sign that the work was not done as it should have been. As the Finance Committee has been shunned, a new examination is needed. By adopting this motion, as I invite you to do, the committee could take up the text as soon as possible and set a timetable that respects the institutional balance. Let us come to the arguments specific to the Communist deputies. The referral to committee is, in our view, even more justified by the nature of the text that brings us together today: it is not just any budget that we are correcting, but the first budget in the full year of this legislature, the keystone of the presidential and governmental project, the act I of the "President of the Rich" – as we have described it – with its process of measures to the affluent and the merchant sector, in disregard of social and environmental emergencies. Because at last, what is the 2018 finance law? This is the abolition of the solidarity tax on wealth; It is the introduction of ultra-attractive taxation for capital income, which is now less taxed than labour income; This is the beginning of a trajectory of a significant decline in corporate tax, to bring our country into line with the terrible global tax competition; Finally, it is the reduction of the tax on financial transactions, the tax on free shares and the wage tax to attract the famous traders of the City that Brexit could worry about. All this at the time when a sap work was being undertaken with regard to our labour law, in order to bring it into line with the wishes of the great boss as with the Brussels cannons of ever greater flexibility and precariousness in social relations. The finance law for 2018 is also a remarkable tax cup game, totally unreadable from the economic point of view: a little less housing tax here, much more CSG there, and a massive increase in fuel taxation, all sprinkled with a drop in social contributions and accompanied by the reduction of personalized housing assistance and the abolition of aided contracts. In terms of readability, for the lay people of tax science, we will go back! On the other hand, for our fellow citizens, the practical effects of this policy have been felt very quickly. In reality, they observe them everywhere, and you know it: in the amount of their pensions, on their payroll, at the pump or on the box at the bottom right of their bills. At best, they have benefited from a tiny increase in purchasing power, from which they have already lost profit because of the rise in inflation or from which they will lose it in another form: by the deterioration of public services, by the worsening of inequalities. At worst, they are experiencing an unacceptable decline in their standard of living – a situation that will worsen further in 2019 and 2020 due to the unindexing of certain social benefits against inflation. At the end of the day, the maps were deliberately scrambled to hide a political project that organized one of the largest transfers of wealth from the poorest to the most affluent known. To the hypothetical runoff was thus substituted a phenomenon of evaporation of wealth that signifies an unprecedented revenge of financial capitalism, just ten years after the largest and most serious financial crisis of the modern era, in 2008. The recent study by the Institute of Public Policy on the purchasing power of the French encourages us to deepen parliamentary work on this amending budget. The 2018 finance bill was to redistribute purchasing power to all our citizens, according to your promises. What does this study reveal to us? She corroborates my previous statement. So the most modest 20% will experience a drop in their disposable income by almost 1% in 2018 and 2019 when the country's richest 0.1% – we understand that this represents a few thousand ultra-rich households – will see their increase by an average of €86000 per year – it's pointed, it's calculated; That's about 7,000 euros a month. Here they are, the helpers of the Republic: the business bourgeoisie, the finance bourgeoisie! We are constantly denouncing him. The lack of analysis of the amending budget which we have been able to carry out these unbearable review periods shows that, in reality, there is little rectification, despite the accumulation of studies attesting to the economic and social inefficiency of your first budget. That is why the copy must be reviewed in the Finance Committee. The Executive is working with the European Commission and its European partners to improve deficit indicators. According to the presidential project, exiting from the excessive deficit procedure would enable France to regain its influence and credibility with other members of the European Union and thus achieve concrete progress in governance, taxation and economic integration. Therefore – without denying the energy spent by the ministers concerned – the umpteenth postponement of the "GAFA tax", the taxation of digital giants defended by your ministry, Minister, at European level appears as a new camouflage in the theatre of European politics. As we say and repeat, the European project has been confiscated by the major economic and financial interests. This is evidenced by postponements, exemptions, delayed or partial implementation of any ambitious economic, social, fiscal or environmental projects. Europe, which places the sacrosanct freedom of movement of capital, venerated by the liberals, above the well-being of the people, is more than ever prisoner of austerity. What reaction can the peoples expect when the European Commission validates without browsing a French budget that unconditionally grants 40 billion euros to the trading sector in 2018 and 2019 – because that's what the finance bill for 2019 is all about! – and, at the same time, calls on States to review their copies as soon as they consider social progress measures such as raising the minimum wage or retirement pensions? Sometimes complicit in the powers of money, sometimes ruthless with those who are experiencing difficulties: the European Commission, but also the Council, which brings together the European governments, apply a budget concept with variable geometry which, let us say clearly, is no longer tenable. By playing in this way with fire, thus promoting authoritarian liberalism, it is indeed the sustainability of the European project that is being called into question! It is also in this respect that parliamentary debates are indispensable. Thus, our country's deficit is less than expected. But at what cost? In detail, this reduction is mainly the result of the divestiture of State shares in the capital of enterprises. Our country still sold 2.35% of Safran's capital last month, amounting to €1.24 billion. This financial operation certainly leads to a reduction in deficits. Above all, it pushes back the state – the strategist state, the investor state, the economic actor state. "Less state," it's "better state," you think. For us, this is the opposite, as our proposals showed during the parliamentary debate on the PACTE bill – an action plan for business growth and transformation. I would like to focus specifically on one aspect of the amending finance bill that we find astounding: the cancellation of 600 million euros entered in the special allocation account "Support for the energy transition". It raises many questions, and we expect specific answers,...
ParlaMint-FR_2018-11-12-O1058.u103	They were given in commission!
ParlaMint-FR_2018-11-12-O1058.u104	... at a time when you are also announcing cancellations of appropriations for the Ministry of Ecology. Ladies and gentlemen, what is he hiding behind this special purpose account? This is the budget that benefits from the shift of part of the CTBTP, the internal consumption tax on energy products, which we have been talking about a lot for several weeks because it raises the legitimate discontent of our fellow citizens, who feel that they are brutally punctured when they fill up or fill their tanks for the winter. This has been said and said again, but it is a reality: this year, the increase in taxes has reached nearly 8 cents of euros per litre of diesel and nearly 4 cents per litre of super. Further increases are announced for January 1, 2019. Mr Minister, how can we explain this cancellation of EUR 600 million, even though, as we know, the ICTPE is already insufficiently financing the ecological transition? This has been noted by the growing public opinion on these issues. The ICTPE earns €37.7 billion, but only 19% of this revenue goes to the ecological transition, particularly to renewable energy or transport infrastructure. As rapporteur Woerth pointed out,...
ParlaMint-FR_2018-11-12-O1058.u105	I'm not Eric Woerth...
ParlaMint-FR_2018-11-12-O1058.u106	It's okay, you're a rapporteur!
ParlaMint-FR_2018-11-12-O1058.u107	[[Smile]] You may have been Eric Woerth in another life!
ParlaMint-FR_2018-11-12-O1058.u108	Mr Woerth, therefore, recalled it, and it seems that this was confirmed last Friday by Matignon to the national association CLCV – consumption, housing and living environment: the increase in fuels was intended to compensate for the abolition of the housing tax. Did you, Mr. Woerth, ask that question in the gallery earlier?
ParlaMint-FR_2018-11-12-O1058.u109	Yes.
ParlaMint-FR_2018-11-12-O1058.u110	Well, that's it, I don't have it all wrong! For our part, we believe that this increase has come primarily to fund the government's policy of careless support to the trading sector, large groups and the wealthy. Indeed, in 2018, the €3.7 billion increase in energy taxation more than offset the elimination of the ISF, which cost $3.2 billion. These are other relationships that we could discuss. It is now widely known that the Government has chosen to use the climate cause for budgetary purposes, undermining the sustainable commitment of our citizens to the fight that must mobilize us all. You place budgetary and financial logic at the heart of your political project; As a result, the effort made falls far short of what is necessary and sufficient to achieve the necessary energy transition. As you know, we would have to invest an additional EUR 10 to 20 billion each year in order to achieve this. These investments are essential to develop solutions other than our current production and consumption patterns, primarily in the field of transport. For more than eight million French, the majority of the assets, use their vehicles on a daily basis and do not have access to public transport that could replace them. Today, faced with rising fuel prices, they have a legitimate feeling that they are being pocketed. This is all the more common as they see, in parallel, the ever-increasing closures of stations, services, windows and, more generally, the remoteness of public services. Our colleagues from various political trends met again last week to discuss it, responding to the invitation of one of our colleagues in the Republican Group. Here it is, the reality in railway matters, as I recalled here last week: the policy of the SNCF government and management is characterized by withdrawal – withdrawal from the territories, ever more marked decline in freight. [[Smile]] The same logic governs all public service closures, whatever they may be. First, we invest less; then the service degrades or becomes less accessible. Gradually, users make less use of it since it is less attractive, and their disaffection then gives grain to those who want to end the public service. It is this logic that is at work, ladies and gentlemen, on our small train lines. As you know, this is not our vision of a major public rail service, which has a major role to play in accompaniment and success of the ecological transition. I'm not going astray! I'm going back to the energy transition about thermal renovation. Last year, you cut the €800 million energy transition tax credit. You then gave us two explanations. First of all a budget motive: it started to cost a little, obviously, and if it's good when it comes back, ecology, when it costs the state, you think twice. Then a technical reason: you indicated to us, at the time, that you wanted to replace this tax credit with a more effective aid scheme for households, but, I insist, the decision was neither more nor less overturned. We are therefore left with a stunted ISCED, the result of a lack of political will on your part. However, we had made it clear that the ecological transition would not take place if our country remained focused on deficit indicators, nor would it take place without an ambitious social policy, ensuring fairer taxation and empowering all our fellow citizens to live in dignity. Both are inextricably linked: one cannot want to embark on an ecological transition policy by wiping out social equality with a penny. It is precisely in a country where 9 million French people live below the poverty line, where 14 per cent of the population is unemployed, where pensions for pensioners are decreasing, that the question of ecological transition arises in the short and medium term. That's what Fabien Roussel said on television the other day. The issue that we can see when we read the book of the demands of those who will manifest in a few days. We continue to advocate for a new distribution of wealth, especially for a significant increase in SMIC.
ParlaMint-FR_2018-11-12-O1058.u111	Like Valérie Pécresse...
ParlaMint-FR_2018-11-12-O1058.u112	I know it's not your cup of tea, far from it, but we think that raising the SMIC to 1500 net in 2022 would be justified to really reduce inequalities. A similar trajectory is required for officials in the territorial, hospital or state civil service. It is also a question of irritating our tax system with greater progressivity. This implies, and we will continue to advocate, a reduction in VAT, a particularly unfair tax, which weighs more heavily on the most modest households. We want the income tax – which is still the fairest tax – to be rehabilitated. No, Mr Darmanin, we are not among those who dream of a country without taxes – I think I remember a sentence from you last summer that goes in that direction. The tax is useful when it is levied and distributed precisely. In the area of environmental taxation, we also believe that the State must shoulder its responsibilities by distributing the effort in a much more equitable manner. We have made many proposals which you will reject without a blow during the discussion of the text. Just know that the creation of a solidarity tax for the planet in the form of a contribution from large companies that would feed a fund for the ecological transition is not an idea in the air because environmental debt is also, and above all, the debt of capital. But, in terms of ecology, ambition is not limited to fiscal logics, we will come back to it, but must permeate spatial planning, mobility and infrastructure, but also food and consumption on a daily basis, housing and urban renewal. [[Mr. Fabien Roussel applauds]] I do not ask anyone to share the arguments on the motion for referral to committee put forward by Members of the GDR Group. Unlike others here, I am not in a position to judge whether or not the parliamentary work of the past few days is justified. Whatever our political label, regardless of the judgement we can make on the guidelines of the PLFR for 2018, let us nevertheless agree that the conditions for a parliamentary discussion have not been met, which is why I invite you to take your responsibilities and refer the text back to committee.
ParlaMint-FR_2018-11-12-O1058.u113	It was good...
ParlaMint-FR_2018-11-12-O1058.u114	We come to the explanations of vote on the motion for referral to committee. Mrs Perrine Goulet, on behalf of the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-11-12-O1058.u115	I do not understand, Mr Wulfranc, this request for referral back to committee. In preparation for my speech, I consulted the minutes of last Friday's committee meeting, thinking of reading the speeches of your colleagues in the GDR Group to defend their amendments. What was not my surprise! But where have you been? Probably not in committee. What about your amendments? You didn't drop them off.
ParlaMint-FR_2018-11-12-O1058.u116	What if we talk about the parliamentary agenda?
ParlaMint-FR_2018-11-12-O1058.u117	So why a referral to the PLFR committee for 2018 if you did not attend its examination in committee? What is your goal? There's no need to look for explanations, there's no explanation. It is called, as I said earlier, obstruction.
ParlaMint-FR_2018-11-12-O1058.u118	No, no, no, no, no, no, no, no, no, no, no,
ParlaMint-FR_2018-11-12-O1058.u119	Ladies and gentlemen, I appeal to your common sense and responsibility. The debate must take place in the Chamber, we all agree; But in this case, it is sterile. Let us stop these systematic motions for texts that do not deserve it. Let us stop the multiplication of identical amendments from the same political group. We need to discuss the substance of the articles.
ParlaMint-FR_2018-11-12-O1058.u120	Here we go! You are firmly against the right of amendment!
ParlaMint-FR_2018-11-12-O1058.u121	The objective of the PLFR for 2018 is to adjust the original finance law to the actual implementation of the state budget. It's not a PLF bis. This text breaks with practices that have become systematic, such as the adoption of advance decrees, or the taking of tax measures that came out of the hat at the last moment. That's what, maybe, destabilizes you. [[Exclaims on the benches of the LR and LT groups]] The PLFR consists of only nine articles. Its format is lightened, allowing us to examine it as early as November. There will be no openings or cancellations of appropriations by decrees in advance. Thirty years we haven't seen that! Parliament therefore takes over and will decide on the whole of these measures. [[Applause on the benches of the LaREM and MODEM groups]] That is why we will not vote on the motion for referral back to committee because this PLFR is in line with our ambitions – ambitions that we will achieve.
ParlaMint-FR_2018-11-12-O1058.u122	Mrs Marie-Christine Dalloz, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-11-12-O1058.u123	We did not plan to speak on this motion, even though we were determined to vote on it because we tabled a motion to reject it beforehand. We are certainly not going to vote on it on the grounds put forward by Mr Wulfranc, and if we take the floor in spite of everything, it is to remind Mrs Goulet that we must respect certain rights in Parliament. That of parliamentarians is to amend a text and, whether you like it or not, Members of the various opposition groups have the right to speak and to table amendments. It is a way of trying to influence the Government's policy. It is, I insist, a strict right of the Member, as well as the fundamental right, to table a motion for rejection or referral to committee. While previously the largest opposition groups were sure to defend at least one of the two motions, the new rules have made the groups now drawn by lot. Thus, it was the GDR Group and the FI Group that put forward the two motions on the PLF for 2019. However, both motions are by right and indeed provided for in the Assembly's Rules of Procedure. Whether you like it or not, you cannot take away these prerogatives. [[Applause on the benches of the LR group]] Finally, if you argue that the text is indeed light, it is the conditions for its examination that are unacceptable. Not that we complain that we have too much work, but we want to be able to think, to analyse what is being proposed to us. There have been no decrees in advance and the text, you insist, does not contain any cancellations of appropriations, either, but it does involve transfers of appropriations between lines. In addition, I am not convinced that the military programming law is being respected by this PLFR. We have the right to say and to manifest this by tabling amendments and defending motions for rejection or referral, whether I repeat, you like it or not.
ParlaMint-FR_2018-11-12-O1058.u124	All right!
ParlaMint-FR_2018-11-12-O1058.u125	I would point out, Madam Member, that the Rules of Procedure have not been amended with regard to the drawing of lots by groups to defend a motion; Only these groups are more numerous than before. Mrs Valérie Rabault, for the Socialist and related group, has the floor.
ParlaMint-FR_2018-11-12-O1058.u126	The Members of my group will also vote on the motion for referral back to committee. Minister, we know that there are no tax provisions in the text. What we are denouncing is that you are giving Members three days to review all the appropriations, to obtain the necessary information, even as we are also reviewing the 2019 Finance Bill, that we are drafting amendments to the attached and non-attached articles... In previous years, three weeks have elapsed between the examination of the text in the Council of Ministers and the time when it was submitted to us.
ParlaMint-FR_2018-11-12-O1058.u127	It's not the same text!
ParlaMint-FR_2018-11-12-O1058.u128	It is not the same text, but the expenditure of the general state budget amounts to more than 400 billion euros. So you will still allow us to look at these appropriations, especially since, as you know, a bill for amending finance has slippers, and this one is no exception. For these reasons, we will vote on the motion for referral to committee tabled by our communist colleagues.
ParlaMint-FR_2018-11-12-O1058.u129	Mrs Lise Magnier, for the IDU Group, spoke on behalf of the Group of the European People's Party.
ParlaMint-FR_2018-11-12-O1058.u130	I am quite in favour of the motion. It is true that there are only nine articles in the text; Of course, it is a real PLFR. However, there are EUR 7.6 billion in commitment authorisations and EUR 6.7 billion in payment appropriations for appropriations and EUR 1.9 billion in commitment authorisations and EUR 2 billion in payment appropriations for cancellations. And here I refer only to the general budget, not the ancillary accounts or the trust accounts. So you can recognize that having less than 24 hours to review all of these credits is, in all honesty, still a little fair, especially as we are at the same time reviewing the PLF for 2019. I shall therefore vote on this motion for referral to committee.
ParlaMint-FR_2018-11-12-O1058.u131	Mr Vigier has the floor for the Libertés et Territoires Group.
ParlaMint-FR_2018-11-12-O1058.u132	On behalf of my group, I will also vote on the motion, especially for the reasons mentioned earlier. The rights of Parliament are often invoked. I do not blame the new Members for their freshness: our colleague from the LaREM Group explained to us that everything was wonderful, that there had been no decree in advance, that we could close our eyes and trust the majority for this PLFR. No: the work of a parliamentarian requires, when a text is submitted to him, that he has all the criteria of analysis in order to be able to form a complete opinion. Secondly, a number of questions were problematic, and the Government's replies were not satisfactory. I am thinking, for example, of the ecological taxation that is being debated. It does not seem inappropriate to me that Members of the House of Commons should be able to go into a variety of matters in the course of a review of an amending finance bill. Without this, and without a delay that allows us to prepare for this work, what would it be useful to spend time again on a financial text? Finally, the rapporteur-general, on Thursday and Friday last, in the Committee on Finance, you have replied to us on several occasions, as we are examining the amendments, that you prefer to deal with a particular issue with the minister in the Chamber. Today, while Mr Darmanin is on the bench of the Government, and Mr Daniel Labaronne will be able to see that we have not tabled many amendments – four really new, and in full connection with the text – I hope that we will have an in-depth debate. In any case, minister, we are trying to make proposals to you – I will certainly have the honour of making one for you in the near future.
ParlaMint-FR_2018-11-12-O1058.u133	On the motion for referral to committee, a request for a public vote is before me by the Socialist and Related Group. The vote is announced in the National Assembly. The next speaker is Mr Jean-Louis Bourlanges, for the Group of the Democratic and Related Movement.
ParlaMint-FR_2018-11-12-O1058.u134	I remember an illustrious parliamentarian and politician, President Edgar Faure, who explained that if you were embarrassed in a debate, you had an interest in asking a single question: "Is this the time? That's enough for everything to get messed up. I note that this is what is happening today: the opposition is embarrassed on the substance, and it is asking only one question with this referral to committee: is this the time? Of course, this is never the time; Everyone is never quite ready; the amendments have never been fully studied, and the deadlines are still too short – in this case, Minister, they are, because you have used them a little cavalierly with the Finance Committee. But, at last, what's this all about? The modesty of this text allows us to table, discuss, vote on or reject amendments. Those who ask for a large additional period of time do not do so with the intention of voting on this amending finance bill: they want to distort it, do something else, turn it into an initial finance bill bis. That's not the goal of a collective! [[Applause on the benches of the LaREM and MODEM groups]] What happens if we adopt the motion to refer it back to committee? Certain appropriations intended to pay staff could not be adjusted, and the Government would be required to issue decrees in advance. Do we want to reject an amending finance bill and end up with pre-order orders? Colleagues, do you want to be frogs asking for a king?
ParlaMint-FR_2018-11-12-O1058.u135	Mr. Member of Parliament, what an enthusiasm!
ParlaMint-FR_2018-11-12-O1058.u136	Mrs Sabine Rubin, for the Group of the European People's Party, has the floor.
