ParlaMint-FR_2018-04-04-O1177.u1	The meeting was suspended.
ParlaMint-FR_2018-04-04-O1177.u84	"I say again that they will not be privatized. This is what Nicolas Sarkozy said in the same Chamber in 2004 about EDF and GDF. Any resemblance to actual facts or existing characters is certainly accidental. In any case, these comments clearly show that the truth of one day is not that of the next, since the energy market was opened to competition and GDF was privatized shortly thereafter. The Government today prides itself on not privatizing SNCF, but the proposed reform very clearly paves the way for privatization and opening up to competition itself will de facto lead in our country to the privatization of entire sections of the railway service and system, which are currently provided by a public service. You wanted to convince us that with the private sector, prices would drop, that trains would arrive on time, that grace would finally touch us. Our fellow citizens can testify to the effects of opening up to competition on their gas and electricity bills. They remember the privatization of motorways, which became real cash machines for dealers. Their experience should encourage you to be cautious as you plan to privatize ADP, formerly Aéroports de Paris, and to separate yourself from public participations. It would be more useful to give virtuous guidance to management and the economy. These operations lead the public authorities to make a bad financial deal, to lose control of strategic infrastructures, and can rob them of an ability to intervene. They can also lead us to pay several times for infrastructure that sometimes duplicates – I am thinking in particular of telephone infrastructure – in disregard of any sense of responsibility for the resources of the planet. We are against the privatization of the world, which gives power to the big owners. We prefer public service to him, which defends the general interest and the common good, and which is indeed the property of all. I'll ask you three questions. What exactly can you tell us about your plans to dispose of assets, which should be debated? What can you tell us about the nature of the funds, including the break-up innovation fund you mentioned? Isn't this a pass-by to finance the debt? When will you think about renationalizing highways?
ParlaMint-FR_2018-04-04-O1177.u85	All right!
ParlaMint-FR_2018-04-04-O1177.u86	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u87	I readily acknowledge that the truth of one day is not the truth of the next day. All of us who have even a little political experience will share this judgment of common sense. But you can also look at those who fulfill their commitments and those who do not hold them,...
ParlaMint-FR_2018-04-04-O1177.u88	In terms of the decline of the CSG, for example?
ParlaMint-FR_2018-04-04-O1177.u89	... those who believe in public services and those who do not necessarily believe in them. For my part, I believe in it, and I tell you that SNCF will remain a public service. We will, I hope, convince the French: the Government's will is that SNCF remains a major public railway service. Having such a public service is a pride for me, as Minister of Economy, and it is an asset to our country. The railway workers, the infrastructure and all the staff of the SNCF are all factors of attractiveness of the French territory. We have criticized the policy of all-TGV, but high-speed lines also contribute to the attractiveness of our territory. The existence of railway lines everywhere, even in the most difficult departments of access, is a major asset of the attractiveness of the French nation and territory. Believe me, there is no question of bracing these assets or of going back to the principle of public service. On the other hand, I deeply believe that, if we want this public service to continue and be able to resist open competition tomorrow, we must make some difficult decisions on status, investment, structure or debt. They will all have to be taken at one time or another to ensure the future of the French public rail service, of which I am convinced it is probably one of the best in the world. It will remain so if we are able to transform it. I think that a public service can be profitable, that it can generate profits, that it is not intended to accumulate 3 billion euros of losses each year: 1.5 billion operating losses and 1.5 billion charges created by the interest of the debt.
ParlaMint-FR_2018-04-04-O1177.u90	That's right!
ParlaMint-FR_2018-04-04-O1177.u91	[[Applause on the benches of the LaREM and MODEM groups]] That is what we want to change, the President of the Republic, the Prime Minister and I, by reforming the SNCF.
ParlaMint-FR_2018-04-04-O1177.u92	We come to the questions of the La République group on the move. Mr Nicolas Demoulin has the floor.
ParlaMint-FR_2018-04-04-O1177.u93	Minister, the state sold 4.5% of its shares in Engie's capital last September, after having already sold 4.1% in early 2017. Today, it owns 24.5% of the company's capital, of which it remains the benchmark shareholder. The tendency is to want to give in again. To do so, it is essential to rethink the legislative framework. This is one of the challenges of the PACTE law – an action plan for the growth and transformation of companies – and we will, I know, ensure that we strike a balance between the sale of shares, its consequences for employees and the services offered. Such divestitures raise some questions for the employees of the energy distributor. In the territories, Engie is an actor close to town halls and citizens, providing, in addition to energy, advice to save money or to isolate housing. On the brink of two roles – selling energy and offering customers solutions to save money – this company has a history with the French. In 1946, Gaz de France was created. In 2008, the company changed to GDF Suez. Finally, in 2015, GDF Suez became Engie. Today, Engie's employees are worried. They do not see the interest of the State in extracting part of their business. They do not see, in a context of offshoring, tight-flow services and mass unemployment, how their jobs can be saved. Minister, can you reassure them?
ParlaMint-FR_2018-04-04-O1177.u94	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u95	Mr President, you know that there are legal thresholds which guarantee the share of Engie's capital held by the State, as well as its representation on the company's board of directors. Given the divestitures that have taken place in recent months, a legislative decision will be required if we are to go further. In the coming weeks, we will see whether this should be done and, therefore, whether such a procedure should be initiated. I want to reassure the staff first. Their concern, which I fully understand, will be an important element of appreciation in the decisions that we will make, the President of the Republic, the Prime Minister and myself: we must secure the staff and alleviate the concerns that may arise at Engie. Secondly, to all those who are concerned – legitimately – about energy, I would point out that regulation can be as effective, if not more effective, than the presence of the state in the capital of the company. The energy regulation at the disposal of the French State allows it to retain control over Engie, whatever the capitalist formula it will retain. Finally, we also have a specific action in this undertaking which allows us to oppose any decision on the transfer of strategic infrastructure, storage of natural gas or installation of liquefied natural gas. [[Applause on the benches of the LaREM group]] I announced this earlier at the topical questions session: in all the companies in which the state has a stake, we will put in place a specific action that will guarantee it the possibility of intervening in the event of a strategic decision.
ParlaMint-FR_2018-04-04-O1177.u96	Mrs Célia de Lavergne has the floor.
ParlaMint-FR_2018-04-04-O1177.u97	Madam President, Minister, ladies and gentlemen, we have just spent some time hearing the fears and fears of certain privatisation projects. I have every confidence in the minister's provisions and explanations to safeguard our strategic interests.
ParlaMint-FR_2018-04-04-O1177.u98	Normal!
ParlaMint-FR_2018-04-04-O1177.u99	I hope that we will now talk about the meaning of these privatisations. Minister, the proceeds from the disposals of non-strategic assets that you are going to earn must abound the €10 billion fund dedicated to financing break-up innovation. This fund, a campaign commitment of the President of the Republic, is an essential element to prepare France for innovations, to accompany industrial transitions, to develop innovative solutions in promising sectors such as the ecological or digital transition.
ParlaMint-FR_2018-04-04-O1177.u100	You bet!
ParlaMint-FR_2018-04-04-O1177.u101	It is by looking at the technologies of the future and preparing for the ruptures of economic models that French flowers will succeed in the global competition, and that we will bring concrete solutions to the challenges facing our society. It would be interesting to understand how this fund intended to finance break-up innovation would work in practice on a daily basis. What will his doctrine of action be? What will be its governance? How will it be piloted and controlled?
ParlaMint-FR_2018-04-04-O1177.u102	Excellent questions!
ParlaMint-FR_2018-04-04-O1177.u103	With regard to its targets, what will be the innovations, companies and sectors that will benefit from funding? [[Applause on the benches of the LaREM, MODEM and IDU-Agir groups]] Finally, what will be the size of the tickets invested in the companies selected? This last point is essential. It would be a shame if the State were to fall into the trap of powdering, and enter too many companies and too many projects into the capital. For France, the challenge is not to create a large herd of ponies, but to help the development of a few unicorns, which really weigh the weight against American or Chinese giants and excellent on the scale of a global market.
ParlaMint-FR_2018-04-04-O1177.u104	I applaud that question!
ParlaMint-FR_2018-04-04-O1177.u105	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u106	Madam Member, you are giving me the opportunity to clarify the operation of the break-up innovation fund, with €10 billion and revenues of €250 to €300 million per year. These revenues will be affected by an innovation board that will include qualified personalities, scientists and competent officials on all issues related to break-up innovation. He will be co-chaired by Frédérique Vidal, Minister of Higher Education, Research and Innovation, and myself. The Board will decide on the allocation of the fund's revenues and the piloting of all existing innovation aid, totalling around EUR 1 billion. Innovation aid is now being piloted very far away. Together with the competent scientific authorities, we want to establish a more coherent steering, which will enable the most innovative companies to be accompanied at all stages of their growth. For the time being, two investments have been announced by the President of the Republic. The first, amounting to EUR 100 million, is intended for artificial intelligence. The second, worth €70 million, will support the first steps in the growth of high-tech start-ups at deep tech. This amount will be distributed by Bpifrance. Beyond these amounts, future investments will be devoted exclusively to breaking innovations, which means that tickets will be important. This will avoid the risk of powdering that you have mentioned. [[Applause on the benches of the LaREM group]] I would add a key element in my view: this fund for French break-up innovation must become, as soon as possible, a fund for European break-up innovation. It will receive 250 to 300 million euros of revenue per year. If ten major European countries were able to feed a fund of the same kind, we would benefit from 2.5 to 3 billion annual incomes. It is more than the DARPA – Defense Advanced Research Projects Agency – which funds the American break-up innovation.
ParlaMint-FR_2018-04-04-O1177.u107	Mrs Marie-Ange Magne has the floor.
ParlaMint-FR_2018-04-04-O1177.u108	Minister, innovation is the key to the future of our businesses and their competitiveness. It is an issue of economic growth and the way to bring out the French industrial champions of tomorrow. France has the necessary assets for the emergence of innovative companies: know-how, technological excellence and international reach. Sometimes only a financial springboard is needed to launch or develop an innovation. In order to provide the necessary support to the sectors of the future and to break-up innovations, the Government intends to create an investment fund of 10 billion euros, in accordance with a campaign promise of the President of the Republic. This fund will be abounded by revenues from the divestiture of State interests in several companies. Among the companies envisaged, the ADP group – as we have noticed this evening – regularly returns to the discussions. The consequences of possible privatization can be questioned. The State wishes to retain control of so-called "strategic" enterprises. As airports are border points and are a gateway to the territory, it may be questioned whether these facilities do not appear as strategic in the reception and management of flows. On the other hand, the ADP group is experiencing significant economic growth. The company is particularly profitable. What would be the relevance of privatization, which would bring regular and substantial budgetary revenues to the State? Finally, the ADP Group is in a position of monopoly on airports in the Paris region. Once privatized, the risk is that new private shareholders will want to increase the price of fees and reduce the quality of service to the detriment of passengers and airlines. How could the state continue to regulate these areas by no longer being a shareholder? Mr Minister, I would therefore like to know your position and the ways forward on these strategic and economic issues related to the privatization of the ADP Group.
ParlaMint-FR_2018-04-04-O1177.u109	Good question!
ParlaMint-FR_2018-04-04-O1177.u110	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u111	Again, Madam Member, I would like to reassure you and avoid misunderstandings about the Government's plans in this area. We do not intend to privatize the border police. We do not intend to privatize customs. We do not intend to privatize airport security or the control of people. We do not intend to privatize the regulation implemented by DGAC – Directorate-General for Civil Aviation. All of this will remain under public control, and there is no question of a single second saying that because we are considering divestment of assets, we could give up strategic control.
ParlaMint-FR_2018-04-04-O1177.u112	Of course!
ParlaMint-FR_2018-04-04-O1177.u113	These are two different things: there is exploitation, on the one hand, control and regulation on the other. There is no question of weakening what is at the heart of national sovereignty: security, controls, regulation of air traffic. As far as fees are concerned, I will repeat my previous comment, because it seems important to me: yes, we will learn from what has happened in other operations. There is no question of repeating the mistakes that have been made by setting tariffs once and for all, with an automatic adjustment mechanism, and considering that if this increases too fast, it will be so bad for the user. There is no question of this, because it would be unfair, ineffective, and that could give the operation a strictly financial character, contrary to the objective that we pursue with the Government as a whole.
ParlaMint-FR_2018-04-04-O1177.u114	Mr Guillaume Kasbarian has the floor.
ParlaMint-FR_2018-04-04-O1177.u115	Mr Minister, it is common to hear that the only way to protect our strategic interests from the control of foreign powers is the shareholder state, and that if the state is no longer a shareholder of our flagships, it will have lost all decision-making power. This statement is not on the road. First, having a very small percentage of an enterprise's capital is in no way a guarantee for the State to weigh in its decisions. Secondly, there are strategic florets for national defence and security where the state has virtually no weight on capital, without anyone worrying about it. Thirdly, many states, such as the United States and the United Kingdom, do not consider it necessary to be capitalized by their military suppliers or so-called "strategic" companies. No, simply being a shareholder is in no way an absolute guarantee to influence the course of a business. No, privatizing a company is in no way a renunciation of the protection of our strategic interests. Other tools, much more powerful and relevant, exist to influence the decisions of privatized companies: to ask investors to formulate commitments at the time of recovery and to strengthen the monitoring and sanctions mechanism; create specific shares, the famous golden shares, so that the State has exceptional rights; orient public procurement and research programmes, particularly in the military field; encouraging employees to participate more directly in the capital of their company, as this is the best way for companies to remain French; and, of course, apply the existing rules in certain sectors, as you mentioned earlier, particularly in the air field. Minister, could you elaborate on the tools that you want to use, and even strengthen, in the context of the future PACTE bill – an action plan for business growth and transformation – to promote our strategic interests in some privatized companies where nothing, other than a historical legacy, today justifies a presence of the state in capital?
ParlaMint-FR_2018-04-04-O1177.u116	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u117	Mr President, I do not have much to add to what you have just said, because I totally share it.
ParlaMint-FR_2018-04-04-O1177.u118	That's not our case!
ParlaMint-FR_2018-04-04-O1177.u119	The State of tomorrow, in my view, must guarantee the proper exercise of its sovereign missions, free up investment capabilities on its sovereign missions and those related to national sovereignty, but in return be able to disengage from a number of assets while paying great attention, clarity and maintaining control and regulation over what it considers most essential. That, in my view, will tomorrow be the place of the state in French society. There are also, I repeat, great public services to French, which do the honour of our nation, and – I will go even further – which are part of our identity. Yes, La Poste is part of our identity; It is a major public service and is intended to remain a major national public service present in all our territories, in all our communes, in all our departments. Yes, SNCF is a major national public service, I will not go back to it; To transform it is to guarantee its ability to succeed in the coming decades. Regulation can be just as effective, if not more effective, than participation in capital. I will not have the cruelty to recall the number of decisions that have been imposed on the minority shareholder state in companies of which it had 5, 10 or 15% of the capital, where it was content to see the bullets pass without being able to decide itself. Indeed, neither regulation nor its presence in capital was sufficient. For our part, we have a very different vision and, it seems to me, more efficient of the place of the State. [[Applause on the benches of the LaREM group]] I would add an important element that has not been mentioned this evening: the development of employee ownership is a powerful means of stabilizing companies, so as to prevent them from being preyed on by unscrupulous investors tomorrow. The draft law on enterprise growth and transformation will contain specific provisions to develop this form of ownership in France.
ParlaMint-FR_2018-04-04-O1177.u120	Mr Denis Sommer has the floor.
ParlaMint-FR_2018-04-04-O1177.u121	Minister, the state's participations have been decided in the past to conduct public development policies in our country, to prevent external takeovers, to recapitalize companies that are likely to find themselves in difficulty. These participations are not intended to last forever. We would like to analyse the objectives pursued when it is decided to give the State a strategist role, able to create the conditions for the development of SMEs, rather than allowing it to receive dividends – a development that you described earlier. The first objective of supporting innovation, in my view, will have to be accompanied by clarification measures, in particular on an issue which I believe is essential: the sharing of risk, which will have to be redefined. Secondly, how can we finance the "death valley", i.e. the delay between innovation and marketing? We know that many companies have difficult access to the financing needed to ensure their development. Thirdly, how can capital intervention tools be strengthened in strategic enterprises? What industrial policy should be pursued with regard to emerging sectors, particularly in the area of sustainable development, such as energy storage? There are strategic areas for the future, such as the fuel cell or the development of hydrogen distribution networks for the hydrogen fleet. These questions, which will emerge in the next five to ten years, are likely to affect the whole world. Minister, can you tell us your direction in these areas?
ParlaMint-FR_2018-04-04-O1177.u122	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u123	Here too, Member, I share your vision and your concerns. I want to reiterate how much we have fallen behind in breaking innovation – I am not just talking about France, but about all the European states. I also want to stress that, unfortunately, the rules of the game are not equal all over the world. In a very large country, which develops at accelerated speed, customers and potential consumers wishing to buy a car operating with an ion-lithium battery can only benefit from the premium associated with this purchase if the battery is manufactured in that country. What would it say if, in France or Europe, the benefit of this kind of premium was limited to cars manufactured in our territory? So we don't play with equal weapons. One of the major challenges tomorrow will be to ensure that everyone is subject to the same rules so that the competition is fair. But today we need to invest massively in breaking-up innovations. In this regard, I think we can all be proud that France is the first country to have such a fund, that it is taking the lead on the subject, and that it is proposing that its partners join the movement. This will enable us, on matters such as artificial intelligence or the storage of renewable energy, to make up for the delay we have taken. [[Applause on several benches of the LaREM and MODEM groups]] It is not only a question of economic growth, but also of technological sovereignty. Imagine, tomorrow, autonomous vehicles, guided by processors and technologies that would be American or Chinese. We could only realize the body and structure of the car. Where would be the autonomy, the technological independence of a French nation or a European continent whose cars would be driven by American or Chinese systems? That is the underlying issue. That is why we must reinvest the state's resources in the direction of breaking innovation and these new technologies. Behind economic growth, I insist, is a vital question: our technological sovereignty.
ParlaMint-FR_2018-04-04-O1177.u124	We come to the questions of the Republican Group. Mr Robin Reda has the floor.
ParlaMint-FR_2018-04-04-O1177.u125	Minister, "Whenever society is temporarily motionless, those who live there imagine that no change will take place, as well as having seen the telephone start, they do not want to believe in the airplane. You recognized Marcel Proust, who was dying in front of the first planes. For my part, I would like to talk to you about those who do not want to believe in more planes over their peaceful neighborhood, of the inhabitants of Île-de-France who, quite rightly, are concerned about the announced privatisation of Paris Airports, managing company of the airports of Roissy-Charles-de-Gaulle, Orly and Bourget, whose state is now a majority shareholder at more than 50%. What future for the francilian sky, Minister, with an increase in traffic – an average of 6% a year – to the detriment, probably, of the health and tranquillity of the inhabitants flying over? Public participation provides a long-term vision for strategic sectors such as the air force. On the other hand, within private groups there may be little attempt to develop the exploitation of platforms, in particular Orly's, whose theoretical traffic could be twice its current capacity. Minister, the development of airports, whether buildings, businesses or on-site airlines, results in an increase in the number of passengers and flights and, potentially, an increase in nuisances. We know that the state will eventually give in to its control and regulation mission. This rapid, uncontrolled increase in air traffic will have consequences in terms of health, nuisance, pollution, and air traffic control will be very weak in the face of major economic interests. The current curfews and the maximum number of air movements are likely to suffer greatly at the expense of the inhabitants concerned. [[Applause on the benches of the LR group]] Minister, if the withdrawal of the State from the ADP group is perhaps attractive on paper, it is less attractive in terms of governance, the economic performance of the air sector and the environmental preservation of the Île-de-France region. I want to make sure you're aware of that.
ParlaMint-FR_2018-04-04-O1177.u126	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u127	"This year, pessimism is going a long way," said Marcel Proust to one of his friends. But, at the time, it was the beginning of the Great War; It was therefore, it seems to me, more justified than today. That being said, I would like to reassure you, Mr. Member. I know your attachment to the Île-de-France region and the one, no less legitimate, that binds you to the commune of Juvisy-sur-Orge, which you conquered a few years ago. I know that many people in the Île-de-France region and in communities near airports are wondering: in the event that there is a transfer of assets, could we see a private owner arriving who could do what he wants in terms of air traffic on Orly or Roissy? The answer is no, three times no. I fully understand that the inhabitants concerned are wondering whether they will obtain the necessary guarantees with regard to noise pollution and the volume of traffic. The answer is yes, three times yes. Whatever decisions the Government takes, I repeat, we will maintain the regulatory capacity that exists today in terms of air transport. I am aware that you have fought, like other mayors in the surrounding communes, to reduce the nuisances associated with air traffic, to obtain take-off and landing schedules that are more protective of the interests and well-being of your fellow citizens. It is respectable, legitimate, necessary: there is no question of returning to this subject. A few days ago I received the Vice-President of the Île-de-France region in charge of transport, and I am quite ready to discuss this with you and all the mayors of the Paris region who wish to do so. I will assure them that the regulation of air traffic will remain in the hands of the State.
ParlaMint-FR_2018-04-04-O1177.u128	All right!
ParlaMint-FR_2018-04-04-O1177.u129	Mr. Stéphane Viry has the floor.
ParlaMint-FR_2018-04-04-O1177.u130	Minister, the Government recently announced its intention to privatize French gaming, and our colleague Juanico asked you a moment ago about this issue. Currently, French gaming is 72% owned by the state. The minority shareholders are symbolic and correspond to our history, as we find the company's employees, up to 5%, the buralists, the "slashed mouths", up to 9% and the Fédération nationale André Maginot, bringing together associations of veterans. According to the information we have received from the press, your government is considering reducing its shareholding in this iconic company to 25 or 30 per cent, with double voting capacity. Of course, these provisions would allow the state to retain a majority position in French gaming, and the regulation of gambling would continue to allow it to benefit from strong cash inflows. To Mr Juanico's question, you replied that games would remain a monopoly and that an authority would be responsible for regulating this activity. So, minister, what is the interest and sense of the state's disengagement? This privatization raises many questions. What will be the place of current minority shareholders, including veterans' associations? Does not the decline in State participation anticipate the total exit from the State, as has been the case in other private companies? Is it not a short-term operation, intended to obtain an immediate return of money, but depriving future generations of income with the reduction of dividends paid to the state? [[Applause on the benches of the Republicans Group]] Finally, I have a philosophical question for you, minister. It is recognized that gambling profits can benefit public interest operations, such as support for veterans' associations or buralists; This is understandable and legitimate, and corresponds to our homeland and our nation. But that insurance funds and market speculators can feed on the loss of French players, this is a problem! What is your Government's view on this question of principle?
ParlaMint-FR_2018-04-04-O1177.u131	All right!
ParlaMint-FR_2018-04-04-O1177.u132	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u133	Everything is important, ladies and gentlemen, nothing is negligible in this respect. Employees now hold 5% of French gaming capital, and I want them to have more. Everything that will allow to develop employee share ownership, to the French Games or elsewhere, will have my support and that of the Government, because it guarantees the stability of a company and is probably one of the best protections against acts of predation. Gérald Darmanin has signed a new contract with the Buralists, which increases their remuneration for the most profitable games. This therefore guarantees them a very favourable outlook. Other minority shareholders, including veterans, will retain their securities. As much as I believe that the State must remain at the heart of the public railway service, of certain strategic activities such as nuclear energy and, of course, of defence activities, I find it difficult to understand what justifies the State being responsible for games. Let him avoid addiction, let him control it, let him regulate it, three times yes! I have already said it enough, and I will never stop repeating it: I am hostile to any addiction to games and I wish to protect future generations from them. That is why we propose the establishment of a regulatory authority. But, for the rest, I believe that the role of the State is not to deal with the Lotto or the drawing or scraping games. This is my understanding of the role of the State in a modern economy. The dividends of the French game represent 89 million euros when the French game's tax revenues amount to 3.5 billion euros. We will retain this €3.5 billion tax revenue, but we do not think it is up to the state to deal with the operation of this business. A private operator can do so just as well, in a framework of consumer protection regulation.
ParlaMint-FR_2018-04-04-O1177.u134	Mr Thibault Bazin has the floor.
ParlaMint-FR_2018-04-04-O1177.u135	Minister, the Government needs money to finance President Macron's election promises. Indeed, some of them are very expensive, such as the abolition of the housing tax, which no one claimed, but which will have to be accompanied by compensation for local authorities, or the universal national service. But the President of the Republic persists, we must find funds. It is then that the Government will resort to the old easy remedy, that of privatization. Under cover of a quest for rupture 2.0, there is a risk of a social and territorial divide. In particular, there is a question of the introduction of French games on the stock exchange; the State would retain only between 25 and 35 per cent of the capital, instead of the current 72 per cent. Some newspapers argue that the Government could offer preferential actions to the Buralists in order to encourage them to sell more games. The aim would be to calm their legitimate anger, born from successive increases in the price of tobacco. But can you, Minister, assure us that the Buralists will retain, in the long term, the monopoly of games in physical networks? And how much will the state lose in the long term? For, according to former minister Christian Eckert, the French game company is currently "a cash machine" for the state, a machine that it will lose. You're going to tear up the family jewels. The other sector that the Government seems willing to sacrifice would be aeronautics and defence, which are strategic sectors. We're talking about Airbus, Thales and Safran, excuse me for a little bit! They are essential industries for our country, especially for its exports. To withdraw again, would it not be a risk of further loss of industrial jobs on our soil, while the industry continues to lose ground in France? Are you going to disarm us again? [[Applause on the benches of the Republicans Group]] Should such privatization take place, would the Government intend to promote employee ownership, as provided for in the Act of 6 August 1986 on the modalities of privatization? This law required the State to offer 10 per cent of the shares sold on the market to employees with a discount. Having been amended by an order in 2014, I come to ask you, minister, whether this government intends to promote employee ownership and, if so, on what basis.
ParlaMint-FR_2018-04-04-O1177.u136	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u137	I repeat to you, Mr President, that I am in favour of the development of employee ownership. If there were to be a divestiture of French gaming assets, I would like to see specific stock schemes for the employees of this company planned. I totally share your vision on this. Whatever the decision taken by the Government, we will maintain the monopoly on the distribution of ruralists. Regardless of the operator chosen, the tax revenues will remain the same for the State. There is no question of weakening the level of tax revenues collected by the State.
ParlaMint-FR_2018-04-04-O1177.u138	They'll have to be distributed to the shareholders.
ParlaMint-FR_2018-04-04-O1177.u139	No, they will not be distributed to shareholders: you confuse the management of the business with the level of tax revenues. The state doesn't need any funds. We have managed to achieve the European target of a budget deficit of less than 3% of GDP – it amounted to 2.7% in 2017 – without needing to do any privatisation. We are engaged in these operations in the name of a vision of the place of the state in society and the need to invest for the future rather than to receive dividends. The conceptions of the place of the state in society contrast those who think that the state is there to receive dividends and those for whom its role is to invest in the future. We believe it is best for him to invest in the future. [[Applause on several benches of the LaREM and MODEM groups]] I would like to leave your comment on the fact that no one was calling for the removal of the housing tax: no one was asking for it, perhaps, but everyone will be satisfied with it.
ParlaMint-FR_2018-04-04-O1177.u140	Mr Antoine Savignat has the floor.
ParlaMint-FR_2018-04-04-O1177.u141	Minister, there are not just pessimists in this chamber, you can rest assured.
ParlaMint-FR_2018-04-04-O1177.u142	All right!
ParlaMint-FR_2018-04-04-O1177.u143	I am particularly optimistic and ask only to hear and accept all your responses on the privatisation of Paris airports. Nevertheless, some concerns remain when one sees a Government realizes one of its assets and separates itself from one of its flagships to finance its cash flow needs, without legibility of the expected gains from future investments. I can only be worried, and I wonder what future generations and our children will have when the entire heritage is sold. ADP is a lucrative company, particularly important for the development of France and the Île-de-France region. Controlling transport around the capital is obviously an essential element for good economic development. Above all, Minister, you indicated earlier that the capital invested and blocked generated only 1,6 points of profit, a particularly inadequate level. Do you think a private investor will be satisfied with this? Will a private investor not want to develop transport? You assured us that the state would continue to control the activity: what will you do with other small airport platforms, such as Pontoise-Cormeilles-en-Vexin, located in the Vexin Regional Natural Park, when the new investor wishes to develop new activities there? [[Applause on the benches of the Republicans Group]] Can you assure us today, as you outlined earlier, that this privatisation will not take place without a thorough consultation with the region, the departments and the municipalities which are suffering the impact of the activities of these airports?
ParlaMint-FR_2018-04-04-O1177.u144	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u145	There will be an in-depth consultation with all the elected representatives of the Île-de-France region. A few days ago, I received at length Stéphane Beaudet, vice-president of the Île-de-France region in charge of transport and president of the Association of Mayors of Île-de-France, to respond to a number of expectations, including those legitimately formulated by Robin Reda. I invite you to participate in these consultations, as it is very useful to listen to the proposals and to respond to the concerns of local elected officials. The only way to meet the government's cash flow needs is to increase growth and tax revenues. Our economic policy will not vary by one iota: we need to develop businesses and growth in order to obtain more tax revenues. Last year demonstrated the correctness of this reasoning, since we had €6 billion in additional tax revenue compared to what we had announced, thanks to the return of growth. This is more effective than sales of assets, which are used to redefine the place of the state in French society. Whatever the solution chosen, the one who would take responsibility for ADP tomorrow, if we went to the end of our idea, could develop shops, hotels and shops. A private operator would be better able to do so than the state, because I do not see how the state should be responsible for a commercial gallery. He would have the right to do so. But, as I shall keep repeating, charges and air traffic will remain the responsibility of the State. This operator will not be able to increase all of a sudden the amount of the charges paid by the airlines, as this would be contrary to the interests of the companies and the general interest.
ParlaMint-FR_2018-04-04-O1177.u146	We come to the questions of the Group of the Democratic and Related Movement. Mr. Laurent Garcia has the floor.
ParlaMint-FR_2018-04-04-O1177.u147	Minister, the Government has announced that it intends to divest all or part of the capital held by the State in certain enterprises. This could involve the Engie group, which came from the merger of Gaz de France and Suez. As we all know, Engie manages strategic gas infrastructure, which requires state control in the name of sovereignty and energy independence. In addition, the Engie Group outsources jobs as customer advisors through some of its providers, not only outside France but also outside the European Union, resulting in a deterioration in the service provided to French consumers' associations. Today, the State's share in Engie is only 24 per cent of capital, while the law provided for a 33 per cent floor state detention. In addition, with the draft law on the Business Growth and Transformation Action Plan (CAPTE), the Government is committed to putting social and environmental responsibility at the heart of corporate missions, which is particularly suited to those whose state is a shareholder and who work in an energy sector with undeniable social and environmental dimensions. So, Minister, how does the Government intend to ensure that the Engie Group will continue to carry out its public service tasks for the benefit of energy independence? How does he intend to ensure that the group will put an end to its policy of job losses in France, in particular through some of its providers, in order to contribute to the revival of the French economy and employment in France desired by the President of the Republic?
ParlaMint-FR_2018-04-04-O1177.u148	The Minister has the floor.
ParlaMint-FR_2018-04-04-O1177.u149	Mr President, I understand your concern about outsourcing the jobs of customer advisors. We pay particular attention to this, but to some extent it also shows the limits of the shareholder State when faced with commercial realities and the company's decision to relocate part of the benefits. We are obviously attentive to the social dimension of these relocation operations. We are also attentive to the constraints on Engie's procurement strategy and the revision of its business architecture, but we cannot define the strategy of the group in its place. Regulation is a better response to this situation than the mere presence of capital. With regard to strategic infrastructure, the specific action ensures the maintenance of these assets, in particular as regards natural gas and liquefied gas. I repeat, the holding by the State of a specific participation or action in certain undertakings allows it to oppose a decision contrary to the general interest and our strategic interests. It is the best protection of the strategic interests of the State.
ParlaMint-FR_2018-04-04-O1177.u150	Mr Jean-Luc Lagleize has the floor.
