ParlaMint-UA_2022-07-08-m0.u1	Glory to Ukraine!
ParlaMint-UA_2022-07-08-m0.u31	You know, colleagues, sometimes I feel like we don't take care of our citizens during the war, but we do the opposite. So we're thinking about how to limit the way out of the area, and to that we're stimulating the relocation of businesses, we're saying that the number of unemployed has increased, and we're reducing the aid to the unemployed. This project suggests a significant deterioration in the level of social protection for the unemployed. In times of acute war, many are unemployed. The project proposes that people who have lost their jobs be struck even more by the loss of their legal guarantees. It foresees a substantial change in the conditions of aid for the worsening: the insurance system for receiving this assistance is increasing, the insurance internship scale is increasing to determine the size of unemployment assistance, it is decreasing by 5 to 10 percent, it is decreasing the unemployment payout period, and it is unfortunately a lot in this project. The deterioration in the level of social protection for the unemployed today, in the context of war, when many citizens have lost their jobs and need material assistance, when job market offers have been cut short, unemployment relief has been reduced, the duration of the job can essentially put citizens who want, but who cannot work, in fact, in the condition of survival. Exclusion of the quotas currently set for employers for the employment of persons with additional guarantees to promote employment are young people who have 10 years to retire. The availability of quotas has opened up additional employment opportunities for young specialists. By cancelling them, we do not offer anything in return. We're reducing other payments. All of these things make the level of social protection worse. An absolutely irresponsible law, his logic is clear. Maybe we'll work on it at least for the second reading. Thank you.
ParlaMint-UA_2022-07-08-m0.u32	The word is given to the Cultenka Artem Valeriovich, the "Serve of the People" faction.
ParlaMint-UA_2022-07-08-m0.u33	Please pass the word to Galina Trelyakowi. Thank you.
ParlaMint-UA_2022-07-08-m0.u34	Trelyak's Galina Mikolayevna, please.
ParlaMint-UA_2022-07-08-m0.u35	Thank you, Your Honor. The bill is going to the other side rather than what the previous reporter said. The bill aims to promote the employment of long-term unemployed by providing compensation to employers for their employment. The bill introduces the provision of financial assistance for the start-up of entrepreneurial activities. The bill is aimed at reforming the social insurance system for unemployment. I remind everyone that social insurance is always balanced by the size of the premium. And after the insurance contribution, the only social insurance contribution was reduced, and social obligations were not brought into line. At present, in our difficult, terrible times, we need to give and place our shoulders not only to the unemployed but also to the employer to open jobs. The Cabinet of Ministers has adopted the concept of reforming the unemployment system, and we must put it into this law.
ParlaMint-UA_2022-07-08-m0.u36	Shufrich Nestor Ivanovich, please, the "Platform for Life and Peace" Group.
ParlaMint-UA_2022-07-08-m0.u37	Thank you, sir. Please pass the word to Coltunovich Alexander, National Deputy.
ParlaMint-UA_2022-07-08-m0.u38	Alexander Sergiyovich Koltunovich, please.
ParlaMint-UA_2022-07-08-m0.u39	Thank you, Your Honor. Dear colleagues, I'd like to point out that there's been a lot of talk about the negative or the flaws in this bill. This is also about the length of the insurance period to calculate the aid, and a number of other points. But there are, on the other hand, positive points that apply to the draft law. This is what I would like to say that, in fact, compensation is granted to an employer who has employed an unemployed person for at least two years, the size of the EU. There is also compensation for an employer who has not less than a year’s work and who has no more than five years left, with 50 percent of the actual cost of work. And a number of other points, which are, in principle, positive on the one hand. But once again, it doesn't decrease in any way and it doesn't cancel out those negative moments, so we insist that they be counted between the first and the second readings. That's the first one. The other one. Well, it's fundamental, so I took the word for it. The issue of employment in the country cannot be resolved by this law, and it cannot be resolved by overcoming unemployment. Between the 19th and 21st years, we've got the number of unemployed growing from 7 to 10 percent. So, in our view, we need to first implement such an economic policy that will create appropriate jobs, increase payments to appropriate funds, in order to support just the real sector of the economy. Without this, it is not possible to stimulate employment in the country without the realization of a strong new economic, industrial policy, not an agrarian or raw material, but an industrial and high-tech industry. Because there is the largest concentration of jobs, it creates the largest number of jobs that are still paid by the same taxes and congregations. So by properly implementing fiscal, budgetary, regulatory, customs policy, in general and monetary policy, we will only then be able to implement a plan to increase employment within the country. Thank you for your attention.
ParlaMint-UA_2022-07-08-m0.u40	Thank you. Dear colleagues, who? Cimbaluk Mikhailovich, please. And then we go to the vote. Invite the national deputies to the hall.
ParlaMint-UA_2022-07-08-m0.u41	Mikhailo Cimbaluk, Fatherland. Your Honor, the chairman, the honorable presidency, the honourable national deputies! I agree with my colleagues that there are positive norms in this bill, but there are also warnings and shortcomings that prevent us from voting in the first reading. The "Paternity" team will submit the changes to the second reading. If they are counted, then we will uphold this legislative norm. But what is now depriving a young expert of his first job is a flaw that should be addressed to everyone, including who plans to vote in favour. Next. If it declines, more faithfully, the standard that unemployment benefits are paid over the course of two years is reversed, and the standards that will strike young professionals who have lost their jobs are reduced. Because of this, we will not vote for the first reading. Thank you.
ParlaMint-UA_2022-07-08-m0.u42	Thank you. Dear colleagues, we have discussed this bill. Let's move on to making a decision. People's deputies please take their seats. Ladies and gentlemen, I propose to adopt a draft Act amending certain legislative acts on employment reform, social insurance for unemployment, promoting productive employment, including youth, and introducing new active labour market programmes (registration No. 6067). People's deputies, please vote. [[13:08:52]] For 221 The decision is not taken. Ladies and gentlemen, I'd like to propose that we re-send the first reading. Ladies and gentlemen, are we ready to vote? People's deputies, please vote. Rereading the first reading. [[B in m in s a l in]] Wait a second. Dear colleagues, if the line didn't work, move to second place, I'm not a technician, I can't walk and see if the row worked. It's just that, Mikola, your presence there gave you a little bit of an overload on the network, there was a special place underneath you. That's where it's stuck, take your seat. Dear colleagues, once again, re-reading Bill 6067. People's deputies, please vote. [[13:10:26]] For 238. Decision taken. Everything? Well, thank God! Thank you, Mikolayovich, for what we'd do without you. Let's move on, dear fellows. The next bill is 7478. This is a bill amending the Ukrainian Law on Electronic Communications to ensure the formation and implementation of state policy in the fields of electronic communications and radio spectrum for the period of the state of war and the post-war recovery of the economy. I'm proposing to include this issue in the agenda. [[13:11:22]] For 254 Decision taken. I'd like to make an offer to consider this under a reduced procedure, 7478. People's deputies, please vote. [[13:11:47]] For 249 Decision taken. Dear colleagues, now. We said that someone, one or two factions, wanted to discuss it, but then please sign up: two in, two in, two in, against. And then we vote. Please. Please, Volodya Darya Artemovna, faction of the political party "Serve of the People".
ParlaMint-UA_2022-07-08-m0.u43	Please pass the word to Stepa, please.
ParlaMint-UA_2022-07-08-m0.u44	Please, Stepa.
ParlaMint-UA_2022-07-08-m0.u45	Good afternoon, dear colleagues. It's a very simple and clear bill. During the wartime period, we leave behind the responsibilities that are essential in this time of war. Thank you. Please be supportive.
ParlaMint-UA_2022-07-08-m0.u46	Thank you. Please, Viatrowicz Vladimir Mikhajlovich, "European Solidarity" faction.
ParlaMint-UA_2022-07-08-m0.u47	Please pass the word to Irina Heratchenko.
ParlaMint-UA_2022-07-08-m0.u48	Heratchenka, please, Irina Volodymyrna.
ParlaMint-UA_2022-07-08-m0.u49	Fellow dignitaries, indeed, propose to transfer the powers of the central authority of the executive branch of the State of Liaison at the time of the war. Our faction doesn't see such a need here, but in principle, the subject of communication, electronic communications, digital communications and the state of war, and once the state of war is over, it is extremely important. And we want to draw your attention to the problems of communication and authoritarian bulkheads that are in Ukraine today. I want to remind you that more than 25,000 Ukrainian signatures are petitioned to the government, and this is in a state of war where entire territories are now restricted to Internet access, to the digital system of Ukrainian patriotic television channels. The government promises to implement this decision and to make a decision by July 13. But what we want to ask in this room is why wait for our mistakes to be made, correct them by July 13, when we need to immediately return to digital language for normal communication, these three channels, which were a voluntary, blasphemous method, are unknown to whom, well, we don't know, who are eliminated from digital language? And it's absolutely fair that a lot of those on this stand from the opposition have pointed out that Euro-Atlantic integration should become our ideology. It's not a flag. It's a position, it's an action, it's taking into account the position of the Committee of European Integration under all the laws, not one that's just supposed to be read by someone. And this is certainly a respect for the freedom of speech that should be our ideology in the country. It is embarrassing to hear in Lugano when our partners talk about problems over and over again among the seven points.
ParlaMint-UA_2022-07-08-m0.u50	The word is given to the national deputy, Šufrich Nestor Ivanovich, the "Platform for Life" group. Nestor Ivanovich, please.
ParlaMint-UA_2022-07-08-m0.u51	Thank you, Your Honor Chairman. To be honest, I don't even know what the debate is about. This question is so natural that we have to vote on it as quickly as possible and as little as possible. Please support this bill in the first reading. Thank you for your attention.
ParlaMint-UA_2022-07-08-m0.u52	Thank you. People's deputies please take their seats. The committee's proposal to vote on the basis and in general, we also agreed on the Conciliation Council. People's deputies please take their seats. Dear colleagues, I propose to adopt, as a whole, the draft Law amending the Ukrainian Law on Electronic Communications to ensure the formation and implementation of State policy in the fields of electronic communications and radio spectrum for the period of military status and post-war economic recovery (registration number 7478). On the basis and in general, respectable colleagues. Ready? People's deputies, please vote. [[13:16:44]] For 251 Decision taken. The law is passed in general. The next bill is 7238. This is a draft law amending the Ukrainian Electricity Market Act to regulate the sale of electricity by power producers under bilateral contracts. I'm proposing to include this issue in the agenda of the day session, 7238 - inclusion in the agenda of the day session. Please vote. [[13:17:23]] For 282 Decision taken. I would like to suggest that we consider this issue in a simplified manner. People's deputies, please vote. [[13:17:45]] For 241 Decision taken. Dear colleagues, I ask you to sign up: two in favor, two in favor. Write down the factions that want to speak, please. Stepan Ivanovich Kubi, faction of European Solidarity.
ParlaMint-UA_2022-07-08-m0.u53	Dear Mr. Head, may I have the floor to the Potter of Alexia? Thank you.
ParlaMint-UA_2022-07-08-m0.u54	Alexiyovich Honcharenko, please.
ParlaMint-UA_2022-07-08-m0.u55	Alexei Hotcharenko. Dear friends, the energy issue is extremely important today. We have to do it today because winter is extremely difficult in front of Ukraine. It's obvious to every human being, it's obviously going to be a government today, and obviously we have to take steps right now so it's not too late tomorrow. And the electricity supply system, it can actually become the life cycle that will bring out the energy of our nation. To do that, we have to be extremely careful today and work very carefully with both Energoatoma and all over the system, so that this system can produce the necessary voltage on the network during the winter period, so that this system can export electricity abroad. And we need to do everything we can and can't do today to remove the restrictions on electricity exports to the countries of the European Union where there are still certain restrictions today, and for that we need to fight, which will allow a very substantial addition to the payment balance of Ukraine, and this is very important. I want to remind you, as the head of the interfractional pool, Clean Energy is a healthy environment, that we've been saying over the years about the need to support alternative energy. And then they said, no, it's not in time, it's not necessary, it's not necessary. What would we do today if we didn't and if we didn't? And we need to move on, we need to support alternative energy producers, we need to support Energoat, we need to support all of those today, Hydroenergo, who are able to help us get the country out during the very difficult winter period that is approaching. I urge our government to do whatever it takes, and only then will we be able to carry out this winter season with dignity, though difficult. Thank you.
ParlaMint-UA_2022-07-08-m0.u56	Please give the floor to the Ukrainian National Deputy of the Road Mikolaiovich, faction of the political party "Slut of the People".
ParlaMint-UA_2022-07-08-m0.u57	Please pass the word to Gerus.
ParlaMint-UA_2022-07-08-m0.u58	Gerus Andrey Mihajlovich, please.
ParlaMint-UA_2022-07-08-m0.u59	Dear colleagues, I urge you to support this bill, to vote as a basis and as a whole in the committee. Because this bill makes the Ukrainian electricity market more transparent, more transparent, and the introduction of electronic auctions will allow everyone to see how electricity markets in the Ukrainian market are happening, allow indexes to be formed in the electricity market, allow for long-term contracts to be concluded on competitive grounds. And this step brings us closer to the rules that operate in European energy space. So the adoption of this law will be another step that will allow for integration of the Ukrainian energy market into the European energy market. So I ask everyone to support this bill. Thank you.
ParlaMint-UA_2022-07-08-m0.u60	The word is given to Tsimbaluku Mikhailovich, faction of the Fatherland.
ParlaMint-UA_2022-07-08-m0.u61	Mikhailo Cimbaluk, Fatherland. Please pass the word to a colleague of the Kucherenko faction.
ParlaMint-UA_2022-07-08-m0.u62	Kucherenko Alexei Yuriovich, please.
ParlaMint-UA_2022-07-08-m0.u63	Alexy Kucherenko, faction of Fatherland. I listened with tears of pain and joy to the speech of the previous speaker, my colleague, the chairman of the committee of Mr. Herus, who for three years simply made a tremendous effort to make this energy plant, which he, by the way, was working against just three years ago. During this time, they did this on this energy plant! And the import of Russian electricity, and the import of Belarusian electricity, which Mr. Herus himself provided us until the last moment, by February 24. And the patterns of traders, speculators, who both joined the committee's head, and the head of the National Commission, Mr. Tarasyuk, and on these schemes, have made billions of dollars that didn't fit into the atoms, into the miners, into the heat generation. And now it's only been three years before they've finally matured to correct the mistakes that tens of billions of dollars have paid for. So, of course, the "Fatherland" faction will support this bill, but I would like to point out that three years later, your repentance was very much and expensive for Ukraine. And how much more did you do in the gas market, in the energy market! What huge debts have been created to begin to correct them now. So no thanks to you, but a great dissatisfaction. And you will be responsible for all your mistakes and crimes. Thank you for your powerful bill. Let's go!
ParlaMint-UA_2022-07-08-m0.u64	The right to reply is requested by Andrey Mikhailovich Herus. Please.
ParlaMint-UA_2022-07-08-m0.u65	We finally learned that Alexi Juryovich is backing our bills and thanking us for our bills. And I want to point out that, despite the criticism that's going on, our Ukrainian energy system is completely independent, we haven't had any dependence, and we've easily joined the ENTSO-E European Energy System. So, as they say, noise and noise were many, but the truth was few. And to this day, the Ukrainian energy system has made its choice, and we have joined the Europeans. And that's the way we're going to move forward. And I'm very glad the faction will also support our bill. I think it's a good time to connect, so that we can shake each other's hands and carry out the reforms that are needed today in Ukraine. So thank you, Alexi Yuriovich.
ParlaMint-UA_2022-07-08-m0.u66	Thank you! The Holy Council has flown. Dear colleagues! Please, Bacunec Pavel Andryovich. After that, Coltunovich is one minute. And then we go to the vote. Paul Andriovich Bakunets, MP's "Trust".
ParlaMint-UA_2022-07-08-m0.u67	Dear Mr. Head! Dear National Deputies! Of course, Ukraine, having been granted the status of candidate for the European Union, having actually gained access to the energy market, which is now, in fact, open to our country, voting in this room for many different European integration bills, which form the basis of the life of our updated country, is clearly to be taken into account by this bill, which will add transparency to the electricity market, which will actually take one more step in this market as it is in Europe: everything is open and everything is transparent. At the same time, in addressing all of you, especially our government, at the time and preparation for the heating season, we need to understand with you that not all heat electricity, and that's why we need to pay attention to other sources of energy -- gas. In cities where boilers are prepared, new boilers are needed. Especially in places where the Soviet Union had previously been central boilerhouses. It's very, very important, because we understand what a special period we live in, and cities should not freeze in winter, and we need to do a big job that's just about to start. So I'm paying attention to this to the government, to the Ministry of Profiles and, of course, to the organs of local self-government, on whose shoulders all of this is going to fall the most.
ParlaMint-UA_2022-07-08-m0.u68	Please, I finally invite you to the word of Coltunovich Alexander Sergiyovich. Then we move on to making decisions. People's deputies please take their seats. Coltunovich Alexander Sergiyovich.
ParlaMint-UA_2022-07-08-m0.u69	Thank you, Mr. Head. Dear colleagues, we support the issue of regulating the aspects of all that are in the electricity market, including the sale of electricity to electricity producers. But I'm already going to focus on three key fundamental aspects that we haven't settled in this call, without duplicating what the predecessors have already said. The first is that we have a minimum of this tariff, namely, the electricity tariff, is going to increase from 90 copies to 1 bracelet 44, 60 percent, 1 bracelet 68, and the other category, after 250 kilowatts, we haven't settled that. The second is the sale of electricity and the increase in tariffs for industrial consumers. This also led to inflation and other consequences. We have seen this journey on bread and so forth. And the third thing, of course, I would like to pay attention to is the modernization of energy systems, especially in heat, in nuclear power plants, because that's it.
ParlaMint-UA_2022-07-08-m0.u70	Thank you. Dear colleagues, we have concluded our discussion of this bill, and we are moving on to making a decision. People's deputies please take their seats. Dear colleagues, I propose to adopt, as a whole, the proposal of the Committee and the necessary technical and legal amendments, the draft Law amending the Law on the Energy Market of Ukraine on the Settlement of Sales of Electricity by Producers of Electricity under Bilateral Contracts (Registration No. 7238). Dear colleagues, ready to vote? People's deputies, please vote. [[13:29:18]] For 291 Decision taken. The law is passed in general. Dear colleagues, the next bill is 7305. This is a draft of the Act amending certain laws of Ukraine concerning the introduction into the market of natural gas of calculation and calculation of the amount of gas in units of energy (as regards the term of entry into force). I'm proposing to include this bill in the agenda of the day session. People's deputies, please vote. [[13:29:54]] For 285 Decision taken. I would like to suggest that we consider this issue in a simplified manner. People's deputies, please vote. [[13:30:17]] For the 250. Decision taken. Dear colleagues, we agreed only in the form of a discussion: two in favour, two in opposition. The only question I have is: is this where we're based, like we're talking, on the whole or not, colleagues? It's just a transfer, isn't it, Andrew Mikhailovich? On the basis and in general, we will then put it. Then please sign up: two in, two in, two in. Please give the word to Bunin Sergey Valeriyovich, faction of the political party "Slut of the People".
ParlaMint-UA_2022-07-08-m0.u71	Please pass the word to Gerus.
ParlaMint-UA_2022-07-08-m0.u72	Gerus Andrey Mihajlovich, please.
ParlaMint-UA_2022-07-08-m0.u73	Dear colleagues, this bill is certainly important enough, and we will have to accept it. Because it is in energy units that gas is measured in all European countries. But in order to move to energy units, you need a fairly serious information campaign, a fairly serious communication, and you need some serious changes in how the Ukrainian gas market works today. Unfortunately, this is impossible to do today because of war and war. So we do not give up on this idea, but we want to move it until we are able to prepare ourselves properly, peacefully, and when this step is well thought out and prepared. And then it's going to go quietly, and then we're going to go into these energy units. So I urge you to support this bill so that we can make the right decision after the military state -- and after the military state, we've moved on to new energy units. Thank you.
ParlaMint-UA_2022-07-08-m0.u74	Thank you. Please, Klimpush-Cincadze Ivanna Orestovna, faction of European Solidarity.
ParlaMint-UA_2022-07-08-m0.u75	Please pass the word to Michael Bondar.
ParlaMint-UA_2022-07-08-m0.u76	Mikhailo Bondar, please.
ParlaMint-UA_2022-07-08-m0.u77	Thank you. Dear colleagues, indeed, need a transfer of terms. May 1st is considered to be the date of the end of the war, and May 1st, so that this law is put into effect and implemented. In fact, the war is making adjustments, and I'm sure that by May 23, 1st, we'll be able to adopt this law because, in fact, it's very important, and by then, I'm sure our boys on the front and the girls will win, they'll beat the enemy and everything. But the sector in general also needs to be addressed, the gas I mean not only by adopting a measure law in terms of energy units. For example, you remember that laws on taxation have been passed, then changes have been made to make taxation only of the amount of gas implemented, then billions have been proposed not to put, for example, now in arms, into our victory, but to give NAC Naftogazu for questionable tools. And we, as European Solidarity, the Party, have consistently stressed that we have to invest in domestic gas products and that this is the only way to make us, our market is independent. In fact, the European Commission recently declared gas "green" energy. I think we're going to have to move on to that, too. That's why we vote for this law, but the gas sector itself needs substantial work. Thank you.
ParlaMint-UA_2022-07-08-m0.u78	Please, Shufrich Nestor Ivanovich, Platform for Life and Peace.
ParlaMint-UA_2022-07-08-m0.u79	Thank you, Mr. Head. Please give the floor to the National Deputy of Ukraine, Alexander Koltunović.
ParlaMint-UA_2022-07-08-m0.u80	Alexander Sergiyovich Koltunovich, please.
ParlaMint-UA_2022-07-08-m0.u81	Thank you, Your Honor. We support, of course, the draft law. But, look, it's not about the numbers of a service, it's about making them really vulnerable to the average citizens of Ukraine. I'll get you some numbers and calculations. Look, the price of gas is 7.96 plus 2.148. 10 138 dollars is the price that's for the population. No matter how we spin, no matter where we measure it, it doesn't go as low as it goes. The other one. It's about the housing and utility bills and the debt that it is. Thirty, more than 30 billion dollars is the actual debt just for the gas that goes to today. This, more specifically, at the end of December, Holdstat is not doing the accounting. These are numbers that are also invisible to the population. The fact that today's payments are inconceivable to ordinary citizens of Ukraine is another figure, is that, for example, in December, 30 billion dollars per country paid only 21.6 billion dollars per country. So a third of Ukrainian citizens were physically unable to pay for residential services in December. This shows that today’s tariffs are inoperable. So our proposals are to make changes to the Tax Code and to collect a tax on the added value that goes for gas for the population, or the price of using the nadrama for the gas that is being extracted inside the country. Such fiscal instruments allow for such a rapid increase in the cost of gas, including spotting in European markets. We've seen that by now this figure is almost $2,000 per thousand cubic meters, which means that inside the country there should be fair pricing for gas and other utilities. So once again, the question is not in units of measure, but in how fair it is.
ParlaMint-UA_2022-07-08-m0.u82	Please, Vlasenko Sergey Volodymyrovich, faction of Fatherland. And then, dear colleagues, let's go to the vote. I see. Alexei Yuriovich Kucherenko Turn it on.
ParlaMint-UA_2022-07-08-m0.u83	Thank you. Alexy Kucherenko, faction of Fatherland. Well, we certainly support the prolongation of the terms of this completely empty, inconclusive law. Because I'm explaining to my colleagues from the committee, some who are talking about some gas market in Ukraine. There's no gas market, now it's all completely concentrated in the Naftogaza NAC, a completely unconsumed monopoly. She's got lies, she's got the whole deal, a hundred percent, she's got everything. And she has the insolence to demand 264 billion money from the budget to cover her free government. I'll take care of it. This whole calorieity, it makes sense in Europe when the consumer of the line has a counter that measures the calorieity of the gas, you know? If you don't have a counter like that, you might want to put it in. Well, I don't want to go any further where my calories are. Because to fool the population and the consumer -- no calories, no calories in the cubes -- what difference does it make how Naftogaz is going to fool the population? The problem is not calories. Two million households in general have no simple counters, no calorie counters in the population. What are you talking about? You'll notice what's happening today in Kharkiv, Kharkiv, Dnipropetrovsk, Donetsk, when now the lies that the Naftogaz NAC is running are absolutely giving up, they don't have enough money for repairs today. How are they supposed to restore the gas supply under fire? With what will people enter the winter? What are you talking about, what kind of calories are you talking about, theoretics and demagogues? So these laws have no meaning yet. Thank you for your attention.
ParlaMint-UA_2022-07-08-m0.u84	Dear colleagues, we have concluded our discussion. People's deputies please take their seats, we're moving on to making decisions. Dear colleagues, we've talked about it as a whole. Therefore, dear colleagues, I propose to adopt as a basis and as a whole the draft Act amending certain laws of Ukraine concerning the introduction into the market of natural gas accounting and calculation by volume of gas in energy units (for the term of entry into force) (registration number 7305). Dear colleagues, ready to vote? People's deputies, please vote. [[13:39:39]] For-286 Decision taken. The law is passed in general. Dear colleagues, the next bill is 5547. I take it no one's going to make any adjustments to the discussion? Nobody. So let's move on to making a decision. Please don't go away. Dear colleagues, 5547. Let's do it now. [[B in m in s a l in]] For what confirmation? Should there be a confirmation or something? [[B in m in s a l in]] Michael Borisovich, I wish you'd told me before. [[B in m in s a l in]] Please, National Deputy Placzkova, two amendments to confirmation. I'm going to check them out.
ParlaMint-UA_2022-07-08-m0.u85	Dear colleagues, actually these two amendments, 512 and 516, I want to be very careful that we all listen to what they're about. In fact, they allow them to conduct clinical studies on children. And it looks very strange. Just listen to what's proposed. One government agency that provides health policy will ask another government authority whether it is possible or not. I think we all see there's a conflict of interest, and these two amendments, 512 and 516, we have to cancel. Please place them for confirmation.
ParlaMint-UA_2022-07-08-m0.u86	Thank you. Dear colleagues, please. Please, if possible, the committee's argument. Mikhail Borisovich, what argument? Do you agree with that? Under the record, please. Under the stenogram. 512th, 516th.
ParlaMint-UA_2022-07-08-m0.u87	Colleagues with regard to these two amendments. These studies have been carried out in the country constantly, but some doctors with some pharmaceutical companies have done so without the permission of the State and without the control of the State. These two amendments introduce State control over clinical research and the responsibility of the government and the Ministry of Health for clinical research, so the committee supported these amendments.
ParlaMint-UA_2022-07-08-m0.u88	What's the position now, Mikhailo Borisovich? Support me?
ParlaMint-UA_2022-07-08-m0.u89	We're backing it up.
ParlaMint-UA_2022-07-08-m0.u90	Right. Dear colleagues, 512 amendments made by the national deputy Kulinić and other authors are considered by the committee. At the same time, the national deputy Placzkova puts them on the stand. People's deputies, please vote. [[13:42:54]] For 212 The decision is not taken. The amendment's off. Well, I didn't fly, rejected, I'm sorry. 516 amendments made by the national deputy Stefanishina are included in part. Its own accounting is partly supported by 516 amendments. Please bet on confirmation of 516 amendments. People's deputies, please vote. [[13:43:38]] For 240 The amendment remains partially taken into account, as it did in the committee’s decision. Dear colleagues, we have completed our consideration of this fundamental bill. Let's move on to making a decision. People's deputies please take their seats. I propose the adoption of the draft Law on Medical Devices (registration number 5547) in the second reading and in general with the necessary technical and legal amendments. Ready to vote? People's deputies, please vote. [[13:44:29]] For 221 The decision is not taken. Dear colleagues, once again. Dear colleagues, I ask the National Deputies to vote in favour of re-reading Bill 5547. [[13:45:09]] For 255 Decision taken. It went to the second one again. Let's move on, dear fellows. The next bill is 7422. This is a bill amending some of Ukraine's laws to make medical and rehabilitation assistance more accessible during the war period. I'm proposing to include this issue in the agenda of the day session. [[13:45:50.]] For 271 Decision taken. I would like to suggest that we consider this issue in a simplified manner. People's deputies, please vote. [[13:46:13]] For 236 Decision taken. Please, we agreed: two in, two in, against, right? Please register to discuss this bill. Please, Oleg Ivanovich Kulinich.
ParlaMint-UA_2022-07-08-m0.u91	Dear colleagues, a very important bill, because hundreds of Ukrainian military and civilian soldiers are being injured every day in the course of a full-scale war with Russia. The total number of people who have suffered such injuries in the course of hostilities is very difficult to count, but these are thousands of Ukrainians. Hospitals are overcrowded, and doctors in many areas, especially those close to the front work without weekends or rest. And let us not forget that these serious injuries in the near future require serious rehabilitation. So this bill is just in time, and during the war period, it simplifies access to medical and rehabilitation assistance for people who are ready and capable of doing so, including on volunteer grounds. What is proposed? Increase access to rehabilitation by involving professionals who are foreigners, other than Russians and Belarusians. Expand the possibility of volunteering. Simplify the licensing of economic activity from medical practice. To regulate the provision of home-based medical care. The law is required if it is now in the shortest possible time to help our wounded and our military, right at the critical moment. And by voting on this bill, we're cleaning up unnecessary bureaucracy on this issue. I emphasize that such changes will only take effect during a period of war when it is necessary to save people and the country in the shortest time. So please support this important bill. Thank you.
ParlaMint-UA_2022-07-08-m0.u92	Thank you. Please, Fedina Sofia Romanovna, European Solidarity.
ParlaMint-UA_2022-07-08-m0.u93	Please give my word to my colleague Jani Zinkevich.
ParlaMint-UA_2022-07-08-m0.u94	Zinkevich Jan Vadimovna, please.
ParlaMint-UA_2022-07-08-m0.u95	Thank you. In fact, I would like to stress that this bill is extremely important. In recent months, unfortunately, the enemy has nearly destroyed our medical infrastructure. A very large number of medical personnel joined the army, in the ranks of the U.S.S.S.A., in the ranks of TRO and other voluntary and legal formations. And including a very large proportion of female medics went out with their children abroad, saving them from the Russian invasion. So now we have to react extremely and add the maximum number of foreign workers, including new workers, so that we can fully grasp the full level of the need for medical rehabilitation that we're going to have, even now, and we're going to have more every month. Because there are a large number of injured people each day, a very large number of people are disabled, and as a result, they will need long - term rehabilitation. That is why we support and thank you.
ParlaMint-UA_2022-07-08-m0.u96	Thank you. Please give the floor to the national MP Mamyan Suto Cholojevich, the MP's "Platform for Life and Peace".
ParlaMint-UA_2022-07-08-m0.u97	Please pass the word to Schuffritch.
ParlaMint-UA_2022-07-08-m0.u98	Suffritch Nestor Ivanovich. Dear colleagues, after this, Šufrich Nestor Ivanovich, national deputy Dmitriev, and we move on to the vote. I'd like to invite the deputies.
ParlaMint-UA_2022-07-08-m0.u99	Dear colleagues, despite the wishes of most factions, I would even expect all factions and groups to unite, we have unfortunately been unable to see on board 226 several times today, and several bills have been sent back to read first and second again. But I want to believe that it is this bill that will unite the session hall and we will see it in 300 votes. Because we have to do everything we can to increase the availability of medical care and the ability to rehabilitate those in it today. This assistance is urgently needed, and we have this opportunity to guarantee and provide. So I hope that I invite you to vote in favour of this law so that, in this difficult, difficult case in the history of an independent Ukraine, it is time to help people who need medical and rehabilitation assistance. Our group is voting in favour. And we hope that everyone will unite around this bill. Thank you for your attention.
ParlaMint-UA_2022-07-08-m0.u100	Please, and the final word is Dmitri's Oksana Alexander's "Serve of the People." Please, Your Honor, let's move on to the decision-making process.
ParlaMint-UA_2022-07-08-m0.u101	Dear colleagues, as far as this bill is concerned, there are only two words to vote for. What do we want to do with it? First of all, allow for the involvement of foreign health professionals and rehabilitation professionals, other than citizens of Russia and Belarus, in the provision of medical care for the simplified procedure required by the state of war. Now it's a complicated procedure, and it's at least six to nine months, and the involvement of foreign doctors has to be now. The other one. Telemedicine and telerehabilitation are tools that we need to use during the war period. It's very important when not all citizens have access to quality medical care, and it's very important for our doctors, because telemedicine is also about being able to consult foreign doctors in difficult situations. Third. We propose to expand the legislative possibilities of volunteering for medical and rehabilitation assistance during the war period. And most importantly, new realities require new solutions, unfortunately, the doctor is now limited in where he can provide medical care. I'm only going to stand for the place listed in the license right now. We can allow the medics who were forced to leave the temporarily occupied areas and territories where fighting is taking place to provide medical care, not at the place listed in the license, but at the place where it is located. This bill is supported by the Ministry of Health, the National Health Service, and our committee. So, colleagues, I very much ask you to support him and vote. Thank you.
