ParlaMint-UA_2022-07-19-m0.u1	Glory to Ukraine!
ParlaMint-UA_2022-07-19-m0.u39	Mikhailo Cimbaluk, Fatherland. Dear Mr. Head, honourable national deputies, we do not stop thanking the great brotherly Polish people for the help that the Ukrainians have experienced since the first days of the large-scale war of the Russian Federation against Ukraine. It was then that millions of Ukrainians received support and assistance in the territory of the Republic of Poland. On March 12, the President of Poland, Andrzej Duda, signed the Law on Assistance to Ukrainians. This bill that we are considering today is very symbolic and necessary, but in our opinion it is too late. This bill gives us the right to citizens of Poland who are or wish to reside in Ukraine, to mirror the advantages and benefits given to Ukrainians who are now present and present in Poland. It's also the right to open a business, it's the right to stay in Ukraine, so it's a teaching and teaching facility that wants to work in Ukrainian universities. Medical personnel who are willing to provide practical medical care in Ukraine. This, once again, is very symbolic and important for the Polish brothers, the Polish authorities, and the Polish citizens to feel that Ukrainians can be grateful. And we thank you once again for the fact that today more than 3 million Ukrainians live, work, and benefit in Poland.
ParlaMint-UA_2022-07-19-m0.u40	Thank you, Mikhailovich. The word is given to Paul Andryovich Bakunc, the "Trust" group, please.
ParlaMint-UA_2022-07-19-m0.u41	Dear Mr. Head! Dear national MPs, dear Ukrainian people, dear Polish people! The idea of giving our good neighbors, our old lawyers in the European Union, the citizens of the Republic of Poland who are in Ukraine, a special status, is clearly an important step in the modern historical relations of two friendly neighbouring peoples. This is a mirroring decision that our Ukrainian citizens in the Republic of Poland have made in connection with the war, and there are over 3 million people. Of course, these friendly relationships occurred long before the invader’s missiles began to fly in the Ukrainian sky. These friendly relations have not only emerged at the level of Heads of State, Parliaments, at the level of local communities such as Kolbud, Wengogzevo, Jaroslav, Lubachev and hundreds of others, at the level of enterprises such as the Polish company Snow Ukraine, which has been a socially responsible business in Ukraine for more than 10 years. Like at the level of public organizations like Marcin Petrovsky, like priests, who help our Ukrainians there, in the Republic of Poland. And of course, with great respect to the neighbouring people, with whom we have been friendly for many years, and with a low tendency to help us at this particular time, we are adopting this law on the special status of citizens of the Republic of Poland in Ukraine, in order to slightly improve their business opportunities, employment, education and life in our territory.
ParlaMint-UA_2022-07-19-m0.u42	Please, Eugene Nina Petrovna. I understand he's handing it over to Mr. Mikola Knieżick. Please.
ParlaMint-UA_2022-07-19-m0.u43	Colleagues, well, it's a really mirroring law that repeats the benefits and the help that Poles give to Ukrainians. We are truly grateful to both the President of Poland and the government and to the representatives of all political parties, authorities, opposition and society for the support of the Ukrainians. I would also like to thank the Government and the President of Ukraine for introducing this law, which is extremely important and promising for us. But I would like to draw your attention, Mr. Mikolo Tochitsky. Mr. Mikolo Tochitsky! Mr. Mikolo Tochitsky, one minute, please. I want to pay your attention and, Your Honor, yours. There is one inadequacy here, because this law states that Polish citizens have the right to stay with us 18 months from the date of entry into force of this law. That is, one who will arrive in six months will be able to do so for 12 months or less. For example, doctors receive benefits for 18 months. I don't want to go to second reading, because it's a really important law. Make a technical legal order and delete those words: "from the day of entry into force of this law." Because the law is now colossal, it's better to take it now or take it out for a second reading. Please consult with the Head of the Supreme Council and make your decision. Otherwise it won't work. Thank you. In general, let's fix this right now and support it as a whole. Thank you.
ParlaMint-UA_2022-07-19-m0.u44	Dear colleagues, we agreed that this would be the basis and it would be time for work. So there are some other things that we have to clean up between the first and the second. We agreed. Dear colleagues, would anyone else like to step out of this bill? He doesn't want to. We can vote. People's deputies please take their seats. Honorary colleagues, I propose to adopt, on the basis of the drafting of provisions in accordance with article 116, part one, of the draft Law on the establishment of legal and social guarantees for citizens of the Republic of Poland who are present in the territory of Ukraine (registration number 7550). Dear colleagues, ready to vote? People's deputies, please vote. [[11:09:22]] For 321 Decision taken. Dear colleagues, I'm proposing a cut in half of the time to make proposals, amendments to prepare for the second reading of Bill 7550. People's deputies, please vote. [[11:09:51]] For 277 Decision taken. Dear colleagues, we've further agreed on another draft in the first reading, and then we'll move on to the personnel issue. Then we'll announce a break for the decision-making process. And I'm going to ask you not to be late after the break, because let's just get right to the point. Dear colleagues, Bill 7163 is a bill amending the Ukrainian Law on Public Procurement and other Ukrainian laws on the conduct of defence and public procurement during the legal regime of the state of war. I'm proposing to include this issue in the agenda of the day session. People's deputies, please vote. [[11:10:49]] For 282 Decision taken. I would like to suggest that we consider this issue in a simplified manner. Please vote. [[11:11:11]] For 271 Decision taken. I invite the head of the Committee on Economic Development, Mr. Dmitry Andriyovich.
ParlaMint-UA_2022-07-19-m0.u45	My colleagues, congratulations! Well, I don't think we should spend too much time describing the situation we're all in since February. And no European country has, in principle, faced similar issues in terms of regulation of purchases in active combat in its territory at the present stage of its existence. So it is clear that neither European nor Ukrainian legislation contains any algorithms for buying during wartime. And according to our legislation on public procurement and on defence of procurement, if that doesn't sound funny, they're also obviously time-consuming and they don't directly regulate the rules of conduct in the field of procurement during wartime. On February 28, Kabmin passed a decree of 169, and on March 2, 185, he quickly intervened in the area of procurement and ensured the operation of this area in new military realities. However, there was a purely legal conflict between the stated decisions of the government and the procurement laws. And in fact, this Bill 7163 is trying to remove this coalition, and he's proposing to make a number of changes to the legislation by determining that for the period of the legal regime of the state of war, I'm stressing this. The specificities of defence and public procurement are determined by the Cabinet of Ministers of Ukraine, indicating the competence of, of course, contracts and contracts that have been made prior to the adoption of this law. Therefore, the Committee recommended that the Supreme Council take the first reading as a basis for its consideration by cutting the deadline for amendments and proposals by half. And if the faction has a note and a warning, then it's going to go back to the second reading of the bill. Thank you.
ParlaMint-UA_2022-07-19-m0.u46	Thank you, Dmitri Andryovich. Dear colleagues, I'd like to ask you to sign up: two for, two for, against, to discuss this bill. The word is given to the Ukrainian national deputy Rušišin Jaroslav Ivanovich, a faction of the political party "Golos". Please.
ParlaMint-UA_2022-07-19-m0.u47	Please pass it on to Jaroslav Ironborn.
ParlaMint-UA_2022-07-19-m0.u48	Ironman Jaroslav Ivanovich, please.
ParlaMint-UA_2022-07-19-m0.u49	That's a rare case where we even support exceptions to the ProZorro Act. Indeed, an important initiative, it brings the fact into line with the decision of the Cabinet of Ministers. One way or another, we really need to adapt procurement to military needs, including so that there is no public information about certain purchases. That's why we're going to support this bill on the basis. Thank you.
ParlaMint-UA_2022-07-19-m0.u50	Thank you. The word is given to Daniel Aleksandrovitch Getmantsev, "Serve of the people."
ParlaMint-UA_2022-07-19-m0.u51	Thank you. Please pass the word to Natalusi Dmitry Andryovich.
ParlaMint-UA_2022-07-19-m0.u52	Dmitri Andriovich Nataluha.
ParlaMint-UA_2022-07-19-m0.u53	Thank you, colleagues, and thank you, Daniel Alexanderovich. What I wanted to say was that we had a long enough time to discuss in general how to restrict any access to public information regarding procurement procedures for suppliers, even for participants, in order to secure them. But there were also different comments and warnings that restrictions on such access could lead to certain corrupt risks and so on and so forth. So one of the proposed solutions is actually to transfer it to the Cabinet of Ministers and to define it as a responsible collective body for the implementation of this policy. But if, in principle, a second reading finds understanding about protecting information by suppliers who participate in public procurement. I think we can also figure that out at the level of the law. Thank you.
ParlaMint-UA_2022-07-19-m0.u54	Thank you. Please give Nina Petrovni Jujanini, "European Solidarity" faction.
ParlaMint-UA_2022-07-19-m0.u55	Please pass the word to Kubi Stepan Ivanovich.
ParlaMint-UA_2022-07-19-m0.u56	Stepan Ivanovich of Cuba, please.
ParlaMint-UA_2022-07-19-m0.u57	Mr. Golovo, my fellow Members, this bill is a case where you want to sign under every word of the GNEU. The purpose of the bill is certainly understandable and correct, and emotion is likely to be the same. But the very essence of the proposed changes is both shortsighted and disinherited. This is the opinion of many colleagues even during the discussion that takes place in the hall. Why? The provisions of the bill are not temporary in nature, and these changes are made to the law in effect irrevocably until another law is passed. And then the law, the other law, has to be repealed. It's a very bad signal, and it's a huge scale for transparent purchases that have been made over the years and supported by the European vector of our country. What would it be advisable to do? Temporaryly, at the time of the war, change the mechanism of purchasing individual categories of goods and jobs in such a way that they happen as quickly and as efficiently as possible. But what's important is that it's transparent in terms of spending government funds. That's the welcome format. While in the proposed project, unfortunately, there is a high probability of corruption during the war period. In view of the above, our faction is not prepared to support this bill. Thank you.
ParlaMint-UA_2022-07-19-m0.u58	Thank you. Please, Nestor Ivanovich Schufrich, the "Platform for Life and Peace" Group.
ParlaMint-UA_2022-07-19-m0.u59	Thank you, Mr. Head. With all the complexity of the present, the proper powers of the Cabinet of Ministers of Ukraine can be entrusted solely to the period of military activity. Thank you. Please proceed to the vote.
ParlaMint-UA_2022-07-19-m0.u60	Thank you, Nestor Ivanovich. Dear colleagues, no one wants to speak anymore, so please move on to making a decision. People's deputies please take their seats. People's deputies please take their seats. Ladies and gentlemen, let's move on to the decision-making process. Ready? I propose to adopt a draft Act amending the Ukrainian Law on Public Procurement and other Ukrainian laws on the conduct of defence and public procurement during the legal regime of the state of war (registration No. 7163). Dear colleagues, ready to vote? People's deputies, please vote. [[11:19:03]] For 260 Decision taken. Let's see the factions. I'm proposing to cut in half the supply deadline and the amendments to prepare for the second reading. People's deputies, please vote. [[11:19:30]] For 254 Decision taken. Dear colleagues, we are now moving on to the personnel issue of discharge from the post of Head of the Ukrainian Security Service. Honourable National Deputies in accordance with article 85 of the Constitution of Ukraine are under the authority of the Supreme Council of Ukraine for the release of the President of Ukraine as head of the Ukrainian Security Service. On July 18, 2022, the President of Ukraine submitted to the Supreme Council of Ukraine, pursuant to article 106, paragraph 14, of the Ukrainian Constitution, the application for the release of Bakanov John Hennadiovich from his post as Head of the Ukrainian Security Service. The right materials are given to you. Dear colleagues, a proposal is made to deal with this issue in a simplified manner. People's deputies, please vote. [[11:20:36]] For 245 Decision taken. Let's move on to the question. The National Deputy of Ukraine, President of Ukraine at the Constitutional Court of Ukraine Fedir Volodymyrovich Venislavski, is invited to the report. Please, Feder Volodymyrovich.
ParlaMint-UA_2022-07-19-m0.u61	Dear Mr. Head, distinguished national deputies, as noted by the Chief of the Supreme Council, Mr. Ruslan Stefanchuk, in accordance with paragraph 12. Article 85 of the Constitution of Ukraine is under the authority of the Supreme Council of Ukraine to appoint and release from office the Head of the Ukrainian Security Service at the request of the President of Ukraine. Paragraph 14 of the first part of article 106 of the Constitution of Ukraine refers to the introduction of the appointment and discharge of the head of the Ukrainian Security Service. The President of Ukraine, in full compliance with his constitutional powers, took advantage of these constitutional provisions, which I pointed out yesterday, submitted to the Supreme Council of Ukraine an application for discharge from office of the Supreme Council of Ukraine as Head of the Security Service of Mr. Bakanov. Requesting to support this motion by the President, to vote in favour of Mr. Bakanov's release from office. Thank you.
ParlaMint-UA_2022-07-19-m0.u62	Thank you, Fedor Volodymyrovich. Dear national deputies, the word for the report is given to the head of the Committee on National Security, Defence, and Intelligence, Alexander Mikhailovich. Please, Alexander Mikhailovich.
ParlaMint-UA_2022-07-19-m0.u63	Hello, fellows! Following the commission of the National Security, Defence and Intelligence Committee of the Supreme Council of Ukraine at its meeting on July 19, 2022, the President of Ukraine discussed a draft decree by the Supreme Council of Ukraine on the release of Bakanov Ivan Hennadiyovich from office of the Head of the Ukrainian Security Service (registration number 7564) (July 18, 2022). As a result of the discussion, the Committee recommends to the Supreme Council of Ukraine that the draft Supreme Council Decision on the release of Bakanov Ivan Hennadijovich from office of the Head of the Ukrainian Security Service (registration number 7564) submitted by the President of Ukraine be incorporated into the agenda of the 7th session of the Supreme Council of Ukraine 9 summons, and that the outcome of the discussion should be taken into account by a decision as a whole. Thank you.
ParlaMint-UA_2022-07-19-m0.u64	Thank you, Alexander Mikhailovich. Dear colleagues, I'd like to ask the MPs and groups to sign up: two in favour, two in favor. The word is given by Sauras's Maxim Vitaliovic faction of the political party "European Solidarity".
ParlaMint-UA_2022-07-19-m0.u65	Please pass the word to Vladimir Ariev.
ParlaMint-UA_2022-07-19-m0.u66	Please, Vladimir Ariev.
ParlaMint-UA_2022-07-19-m0.u67	That's what happens: Bakanov used to catch the devils, and today Bakanov himself has become the devil. But not only did he become the devil, but he also developed a damn TV show, as we can see. Because when. I quote the President, if you remember, the quote of the High Commander. So, in this case, I just want to remind you that in 2020, in October, the Order on the appointment of Kulinic as Head of the Department of BSS was signed. This Kulinich, he was no random figure, and for 15 years he hasn't done anything in the B.S.U. But when he was appointed, he had previously been involved in certain matters at Zelensky’s election headquarters in 2019 and, in particular, in attacks against political opponents. And what the U.S.S.A. has been doing lately, including during the war, it has not fought its enemies as much as the persecution of political opponents and, in particular, the leader of European Solidarity, Dustenka has been subjected to constant military counter-intelligence. When we saw the arrest of the Russian godmother who was arrested, we were actually forced to brand political opponents, destroying political unity. Yes, today is the time to release Bakanova, but the question is, will the new Head of the U.S.S.A. be working for Ukraine, or will he be working for the President's Office? If he works for the President's Office, that's treason. Because today we have to unite all around Ukraine.
ParlaMint-UA_2022-07-19-m0.u68	The word is given to the National Deputy of Ukraine, Pipi Natalia Romanovni, a faction of the Voice. Guys, don't pull, I give her my word, she gives you this procedure.
ParlaMint-UA_2022-07-19-m0.u69	Rachmanin Sergio, please report.
ParlaMint-UA_2022-07-19-m0.u70	Thank you. Please, Rachmanin Sergei.
ParlaMint-UA_2022-07-19-m0.u71	Thank you, Ruslan Alexiovich! Ladies and gentlemen, I don't think there will be any people in this room who don't have any questions for the Ukrainian Security Service, for their actions before the war and during the war, especially for those departments, and for the services that were directly involved in counterintelligence. Sadly, though, we have not received the answers to these questions. And I understand that we're not going to get it because Ivan Hennadiovich Bakanov didn't agree to give it to us. Not in closed session of the profile committee, nor in front of the Supreme Council, which, I remind you, releases him as he appoints. And so it's really not up to who's going to be elected his successor, who's going to be the next Head of the Bureau, that these questions are going to go unanswered. And unfortunately, I suspect new questions will arise. And that's why such a procedure is devoid of logic, just like any logic that is devoid of were the actions of certain security officials. And fortunately, thanking the Ukrainian people and God, we don't have a lot of collaborators, but a lot of those who cooperated with the enemy were asked: in the public, in the electorate, in the journalists, but for some reason, there were no such issues. And this again requires analysis and reporting, as it needs analysis and reporting, on why church representatives of a particular church felt, more specifically, like enemy agents, rather than people who were excluded from the state, not like shepherds or patriots. And all of these questions would be very much appreciated to ask certain leaders and, above all, the head of the Ukrainian Security Service. So given that there will be no explanation for the Head of the Board's report, the Voice faction will not vote for this.
ParlaMint-UA_2022-07-19-m0.u72	Please give the floor to the Ukrainian national deputy Paulisz Pavel Vasilovich, faction of the political party "Slut of the People".
ParlaMint-UA_2022-07-19-m0.u73	Dear Mr. Head, please pass the word to Marianne Besogly.
ParlaMint-UA_2022-07-19-m0.u74	Please, Mariana Bezugla.
ParlaMint-UA_2022-07-19-m0.u75	Colleagues, I'm about to point out that over the years there have been success stories in the Ukrainian Security Service, particularly the information struggle and the struggle against Russian propaganda and Russian propaganda in general. You know what worked and how it worked, and it really contributed to the immediate improvement of the security environment in the form of preparation for full-scale aggression. Nevertheless, however, there are many problems. And these problems, particularly with directly Russian agents, both in the Ukrainian Security Service and in general in our country, they got worse, of course, when Russia tried to make the most of the aggression and capture us. So these problems are now being studied, and we need to draw conclusions. So you can't talk about what wasn't directly effective work, it was, it is and it's intensifying. In particular, now, and the restructuring in the Ukrainian Security Service, which is being done, is just to increase the counter-intelligence direction, and we see results. But we have to move forward. And, colleagues, I'm asking you to support this decision, and with the understanding that, really, if we don't get an answer, and the head of the Ukrainian Security Service really didn't report to the committee, we need to carry out, intensify our surveillance further and have these reports and improve legislation. The reform of the BAF is now under way. It's going to be changed, but it's going to be more and more, because it's the security of our country. Thank you.
ParlaMint-UA_2022-07-19-m0.u76	Thank you. The word is given to Nestor Ivanovich Šufrich. Dearly beloved factions or representatives of those factions who did not speak, will you take the floor, or can we move on to a decision? Then Nestor Ivanovich. Who? "The Fatherland" will be there? No, it won't. Then, after Nestor Ivanovich, we move on to making a decision. Please invite the people's deputies to the hall. Nestor Ivanovich, please.
ParlaMint-UA_2022-07-19-m0.u77	Thank you. Dear Mr. Head, dear colleagues, today is a very stressful and responsible order of the day. Please proceed to the consideration of the matter in substance. Thank you.
ParlaMint-UA_2022-07-19-m0.u78	Nestor Ivanovich, we are doing this at this very time, Nestor Ivanovich. Ladies and gentlemen, let's move on to the decision-making process. We've already considered essentially, we're going to make a decision. Honorary colleagues, in accordance with article 85 of the Constitution of Ukraine, have put to the vote for adoption in the entire draft Decree (Registration number 7564) on the release of Bakanov John Hennadiovich from his post as Head of the Ukrainian Security Service. People's deputies, please vote. [[11:32:20]] For 265 Decision taken. You're quite the wizard, you know. Let's see the factions. Dear colleagues, as we agreed, Alexander Sergiyovich, read it.
ParlaMint-UA_2022-07-19-m0.u79	The break at the request of two MPs is "People's Servants" and "Trusts" for half an hour, a replacement for the performance.
ParlaMint-UA_2022-07-19-m0.u80	Now, here's a question. Please tell me.
ParlaMint-UA_2022-07-19-m0.u81	A break without a replacement for the performance.
ParlaMint-UA_2022-07-19-m0.u82	There's no replacement for the show. Sergey Costinovich, you're starting now, and we're going. Dear colleagues, we're meeting in the hall at 12:30 straight. 12:30!
ParlaMint-UA_2022-07-19-m0.u83	As the chairman, we take another break. Well, how?
ParlaMint-UA_2022-07-19-m0.u84	See: Honorable colleagues, 30 minutes -- factions, 30 minutes -- chairman. What questions are there? There's no justice? So we're going to take it this way: 12:30 straight back in the hall and we're going to continue our work.
ParlaMint-UA_2022-07-19-m0.u85	Ladies and gentlemen, the break is over. We're continuing our meeting. People's deputies please take their seats. We are moving on to a human resources issue, which is the issue of consent to the discharge of the Attorney General. Honourable National Deputies, in accordance with articles 85 and 131 with badge 1 of the Constitution of Ukraine, are under the authority of the Supreme Council of Ukraine to grant exemption from office as President of Ukraine as Attorney General. In accordance with article 106, paragraph 11, of the Ukrainian Constitution, the President of Ukraine proposed to the Supreme Council of Ukraine to grant consent for the release of Venedic Irina Valentinovna from the post of Attorney General of Ukraine. The right materials are given to you. Ladies and gentlemen, I offer to consider this issue in a simplified manner. People's deputies please vote, summary procedure. Ready to vote? People's deputies, please vote. [[12:37:46]] For 230 Decision taken. Let's move on to the question. The representative of the President of Ukraine at the Constitutional Court of Ukraine, Fedir Volodymyrovich Venislavski, is invited to the report. Please.
ParlaMint-UA_2022-07-19-m0.u86	Dear National Deputies! Dear Sir, your head! Ladies and gentlemen! In accordance with article 85 of the Constitution of Ukraine, paragraph 25 of the first part of the Supreme Council of Ukraine is the issue of granting permission to appoint and granting the office of President of Ukraine to the Attorney General of Ukraine. In accordance with article 106, paragraph 11, of the Ukrainian Constitution, the President of Ukraine appoints and releases the Attorney General of Ukraine under the consent of the Supreme Council of Ukraine. In full conformity with his constitutional authority, the President of Ukraine today submitted a motion for discharge from the post of Attorney General of Ukraine, Venedict Irina Valentinovna. Request to support this submission by voting. Thank you.
ParlaMint-UA_2022-07-19-m0.u87	Thank you. Ladies and gentlemen, the General Prosecutor Irina Valentinovna Venedictova is invited to attend. In five minutes, Irina Valentine's Day.
ParlaMint-UA_2022-07-19-m0.u88	Dear friends, good afternoon! Yes, today we have such a time and perhaps at such times we need to make serious decisions. Now the war and I want to say I'm proud of the prosecutorial system that I'm leaving. I very much ask you all to see that this system is stable after this presidential reform that you have carried out, and we have completed it unprecedentedly, over the course of two years, re-testing and reloading the system, this system has become capable and has shown results. This system was prepared for war, and we kept as much as we could. So this stable rod needs to be kept. As far as our priorities are concerned. You know, the job that applied to the security, the state betrayal, the diversans, the collaborators -- it was ours that was the same priority. And I went out there almost every two days, and I reported to the public on the phone. What's with the D.A.? Of the 15,000 people, we have five prosecutors left to work as collaborators and three civil servants, which is 0.03 percent of the employees. And I think it's a huge credit to the reformed prosecutor's system. First things first. Directly these are war crimes, and you have to watch and see how all these bad guys who have raped, murdered, actually shot at civilian infrastructure and where we have killed children to be held accountable. Today, we have done everything we can to make this happen. We have mobile groups working in cities, from different experts, we have a working methodology. So it's very important to move these directions. Next. You see, corruption is a priority for the state. Today, I am pleased to say that the commission approved the head of the SAP. So we have two enemies. The great enemy is the Russian Federation, which is truly unforgivable to us on all fronts: both military and legal (i emphasise once again, we need to work) on economics. That's why it's all gonna be in your hands right now, including you. Keep an eye on it. And the second is internal processes in the state. You have to get as much stability as you can in the state, protect the citizens who are now working in the back, protect the business. Real action, moving forward in all directions, cleaning up everywhere. Self-cleaning of all systems is the main thing. The Public Prosecutor's Office has initiated a process of involvement with the Supreme Council of Justice. We opened the competition. So for today, please take a look at what is going on, and stick to the rule of law. I think it's today. I was asked on a committee, I want to take that question down. Did the President have to make such a submission? Yes, the President had the right to make that decision. So I think today soldiers in the trench shouldn't think about power and what's going on in power. We should be the only ones we've ever been. And once again, our people are killing, both military and civilian, and children for a chance for future generations. And this is our joint task with you so that this chance will not be lost and the time of victory will come as soon as possible. Thank you very much. I'm ready for a question.
ParlaMint-UA_2022-07-19-m0.u89	Thank you. Irina Valentino, no questions asked, we have a reduced procedure. And we thank you, thank you for your work and your luck. Ladies and gentlemen, the head of the Committee of the Supreme Council of Ukraine for the protection of the rights of Sergei Konstantinovich Ionushas is invited to report. Sergey Costinovich, please.
ParlaMint-UA_2022-07-19-m0.u90	Good afternoon, dear fellows! As a result of a meeting of the Committee on Law Enforcement, the Committee considered a draft by the President of the Supreme Council order to grant a discharge by the President of Ukraine of the Venedic Irina Valentinovna from the post of Attorney-General (Registration No. 7567) and proposed that the Supreme Council of Ukraine decide how to vote in favour of granting approval for the release of Venedict Irina Valentinovna from the post of Attorney-General. Dear colleagues, you've heard Irina Valentinovna, her state position, so I think it's important to note that the committee has supported this decision, please support it in the hall. Thank you.
ParlaMint-UA_2022-07-19-m0.u91	Thank you, Sergey Costinovich. Ladies and gentlemen, I would like to ask the representatives of the MP factions and groups to sign up: two in, two in, and two in, against. Please, two in favor, two in favor, of course, of your respectable colleagues. The word is given to Michael Leontievich Bondaru, faction of the political party "European Solidarity". I understand that, Arthur Volodymyrovich, right?
ParlaMint-UA_2022-07-19-m0.u92	Yes. Please give it to Arthur Volodymyrovich.
ParlaMint-UA_2022-07-19-m0.u93	Please.
ParlaMint-UA_2022-07-19-m0.u94	Dear colleagues, the position of European Solidarity – Ukraine must be a member of the European Union. The association agreement, the visa-free zone, the free trade zone, the candidate status, but the key on our path is the Copenhagen criteria, it's democracy, the rule of law, freedom of speech, the protection of human rights. But everyone knows that democracy is first of all procedures, and the rule of law is first of all respect for the Constitution. Instead, what do we see now? Continued usurpation of power by the President's Office and Lieutenant Yanukovich, Mr. Tatar. I am not a proponent of Mrs. Venedict at all, and I do not represent the political power that assigned her. But first unconstitutional exclusion, today unconstitutional submission. The Constitution clearly states that early discharge from the office of Attorney General is carried out solely in cases and on the grounds laid down by this Constitution and by law. There are three reasons: failure to pay alimony, perhaps not paying; the decision of the IDP, it is not available, and there is no claim, either. There is no basis for liberation. 150 people's deputies' signatures are a separate procedure. They have to go to the Supreme Council of Ukraine, not to the President. It's also an illegal story. And the key question is, why do you do this? The first is to continue and fully usurp all power in the President's Office. Also, in my opinion, to destroy the legitimacy of the competition and the appointment of the head of the SAP. Also to strengthen the pro-Russian block in a force vertical. I think everyone's wondering who they want to assign to this office in the President's office. And the Supreme Council is finally being humiliated again. Many of you remember what I said before the invasion, everything came true. My sincere advice is not to support this usurpation of power by the President's Office, because the consequences may be very, very bad. My colleagues, thank you.
ParlaMint-UA_2022-07-19-m0.u95	The word is given to the National Deputy of Ukraine Schwaczek Anton Alexiyovich, faction of the political party "Slut of the People".
ParlaMint-UA_2022-07-19-m0.u96	Please pass the word to Jonah.
ParlaMint-UA_2022-07-19-m0.u97	Sergei Konstantinovich Ionushas.
ParlaMint-UA_2022-07-19-m0.u98	Dear colleagues, we have just heard from our colleague Arthur Gerasimov of the EC about the lack of authority or authority. I would like to quote the Constitution of Ukraine, which clearly states that the Prosecutor's Office in Ukraine is headed by the Attorney-General, who is appointed and dismissed by the Supreme Council President of Ukraine. Furthermore, Article 85, paragraph 25, of the Constitution of the Supreme Council includes the granting of an appointment and discharge from office as President of Ukraine of the Attorney-General. There is also the Ukrainian Procurator's Act of Profile, according to part three of article 63, which states that the President has the right to submit to the Supreme Council for the discharge of the Attorney-General. Therefore, there is a legitimate basis for doing so. Thank you.
ParlaMint-UA_2022-07-19-m0.u99	Thank you. I'm sorry, Arthur Volodymyrovich, it was an address, not an insult to you. Arthur. Arthur Volodymyrovich, let me retransmit. If you want to, read the law. Everybody wants to, everybody reads, I think. [[B in m in s a l in]] How can you approach a person if you don’t mention his name, his name, or his father? I highly recommend to all who are teaching, look at the Rules, and it says that if it offends a person. If you're offended by your father's name and address?Oh, my God! I'm sorry. Dear colleagues, Jurczin Jaroslav Romanovich faction "The Voice".
ParlaMint-UA_2022-07-19-m0.u100	In his time, the Attorney General of Peru Hugo Chávez, who was invited to work by President Fuchimore, said: "I will not be a soldier of the President. I'll do what the law requires." And so it's very sad that there was no analysis of how independent the prosecutor's office was. Now you and I have witnessed that the prosecution has become even more dependent when in fact an illegal procedure is justified by one of the country's main lawyers, the Attorney General. In fact, while continuing the discussion of colleagues, there is a comprehensive list in the Procurator's Act: the Attorney-General will be released from office as President of Ukraine with the consent of the Supreme Council in connection with the submission of applications for permanent suspension of powers. She's gone. Second: on the basis of the submission of the relevant authority that conducts disciplinary action or the Supreme Council of Justice, there is no such thing. In case of alimony debt. In case of mistrust of the Supreme Council, 150 votes were cast. But in fact, a comprehensive list of circumstances. There's no reason. Friends, if you're a Parliament, don't support a violation of the law. Vote won't vote for resignation. Thank you.
ParlaMint-UA_2022-07-19-m0.u101	Nestor Ivanovich Schufrich, please, the "Platform for Life" Group.
ParlaMint-UA_2022-07-19-m0.u102	Thank you. Mr. Chairman, the President of Ukraine has identified himself from this issue, and I would like to remind you that there is a military situation in Ukraine today. In view of all these circumstances, I ask you to put the matter to the vote. Thank you.
ParlaMint-UA_2022-07-19-m0.u103	Dear colleagues, have we finished our discussion? Finished the discussion? Let's see as the hall gathers, 30 seconds Arthur Volodymyrovich, because they mentioned his last name, please, Arthur Volodymyrovich. And I'm asking the next speakers not to use the individualizing signs of Ukrainian national MPs. You could say, the previous reporter, you could say, this one, if you have a low level of culture, the denominators are used. But please don't use it. Because we are in unnecessary conflict. Arthur Volodymyrovich, please don't consider this an insult.
ParlaMint-UA_2022-07-19-m0.u104	Thank you. Dear colleagues, first of all, the committee's decision to judge the hall, he didn't support it, he said to the court. And secondly, I quote the Constitution: " The term of office of the Attorney General is six years. The same person cannot hold the position of Henprocuror for two consecutive periods. Timely discharge from the post of Attorney General shall take place exclusively in cases and on the grounds laid down by this Constitution and by law." Period. Three reasons: IDP, statement of my own desire, and alimony. Well, maybe she didn't pay alimony, but as far as I know, she's not divorced, how could she pay and to whom?
ParlaMint-UA_2022-07-19-m0.u105	Thank you, Your Honor. Dear colleagues, the discussion is over, let's move on to the decision-making process. Please take your seats. In accordance with article 85, part three, paragraph 25, of the first article, p. 131. The Constitutions of Ukraine, I am voting for the adoption of the entire draft Decree (registration number 7567) on the granting of the approval by the President of Ukraine of the Venedic Irina of Valentinovna of the post of Attorney General of Ukraine. People's deputies, please vote. [[12:53:50]] For 264 Decision taken. Show me the factions, please. Thank you. Dear colleagues, we have concluded our consideration of the matter. Let's move on. We next have question 5371 – this is a draft Act amending some legislative acts to simplify the regulation of employment in small and medium-sized enterprises and reduce administrative burden on entrepreneurial activities (5371). Dear colleagues, I invite Galina Mikolayevna, second reading. There'll be a copy of "Paternity," I understand if there'll be a replacement on. And there'll be some papers from colleagues on Voice. Five amendments from Voice and Fatherland. Is he going to take over for the show, Mikhail Mikhailovich? With a replacement for the performance. First the Voice, right? Julia Klimenko, please. Who's it gonna be? Rustling - do I understand? You call all of these amendments immediately, if you can, which you'll put to see if everything is taken into account.
ParlaMint-UA_2022-07-19-m0.u106	Dear Head, I have nine amendments. I'll have three minutes.
ParlaMint-UA_2022-07-19-m0.u107	Please, three minutes.
ParlaMint-UA_2022-07-19-m0.u108	16th, 24th, 46th, 53rd, 55th, 93rd, 142nd, 172nd.
ParlaMint-UA_2022-07-19-m0.u109	Please give me 3 minutes.
