ParlaMint-UA_2022-07-18-m0.u1	Glory to Ukraine!
ParlaMint-UA_2022-07-18-m0.u47	Yes. Alexy Kucherenko, Fatherland. Dear friends, dear colleagues, as much as the grants did not make money, bought apartments, cottages for energy efficiency grants. During dozens and hundreds of completely empty conferences, round tables, other events, calling for and calling for energy efficiency. The question is, why isn't she moving away? How much can you do with pharisaism and vote on Saturday on the committee for the allocation of 264 billion dollars in NAC "Naftogaz Ukraine" from the budget, while at the same time putting zero to energy efficiency in our budget. So this is a Pharisee we're not going to let you talk about, you little grants. And now, essentially. In 2009, a state-owned housing reform programme was adopted. There were allocated funds -- 25 billion dollars at the time -- that's $5 billion. It is through the government program that this powerful process can and should have been implemented, because any reform is made not by the slogans of empty and round tables, but by two simple things: knut and spice. Knut is supposed to work through an inspection, a police force called Sustainable Surveillance, and a system of prescriptions, a system of fines for non-preparation of energy efficiency. And the spice is really government money and government programs and, of course, the money we support in this vote. But no breakthrough is going to be done by these five million.
ParlaMint-UA_2022-07-18-m0.u48	Nestor Ivanovich Šufrich.
ParlaMint-UA_2022-07-18-m0.u49	Thank you. Dear Mr. Head, distinguished colleagues, a simple question. We should thank the European Investment Bank for the grant initiative. Of course, we will expect the State to monitor the efficient use of these energy savings. I call for ratification of the agreement as soon as possible. Thank you for your attention.
ParlaMint-UA_2022-07-18-m0.u50	Please, Bacunec Pavel Andryovich. Dear colleagues, after this talk, we are moving on to making a decision. People's deputies please take their seats. Please, Paul Andryovich.
ParlaMint-UA_2022-07-18-m0.u51	Dear Head, distinguished national MPs! Clearly, thanks to the Armed Forces of Ukraine, we are one step closer to victory each day. And after winning each of you, every Ukrainian will have to take a step to rebuild and build our beautiful, charming, whole state of Ukraine. So this ratification clearly needs to be supported in the hall, so we need to conduct thermomodernization of buildings, especially of apartment buildings. In view of the fact that it will be both an energy economy that is hard to obtain and will cost, as well as an improvement in the living conditions of our Ukrainians and a closer approach to living in European standards. That's why I'm calling the hall.
ParlaMint-UA_2022-07-18-m0.u52	Thank you. Dear colleagues, we have concluded this discussion. Let's move on to making a decision. Please take your seats, and I'll make you an offer. One second. I'm sorry, colleagues, because it's a bit of a decision. I propose to adopt the draft Law on the ratification of the E5R Grant Agreement (The Energy Efficiency of Public Buildings in Ukraine) between Ukraine and the European Investment Bank and the Investment Grant Agreement (the Energy Efficiency of Public Buildings in Ukraine) between Ukraine and the European Investment Bank (0156). People's deputies, please vote. [[13:07:47]] For 323 Thank you. Decision taken. Dear colleagues, I propose to accept, in general, the necessary technical and legal amendments, the draft Law on the Ratification of the E5R Grant Agreement (the Energy Efficiency of Public Buildings Project in Ukraine) between Ukraine and the European Investment Bank and the Investment Grant Agreement (the Energy Efficiency of Public Buildings Project in Ukraine) between Ukraine and the European Investment Bank. Adopt, as a whole, the necessary technical and legal amendments to Project 0156. People's deputies, please vote. [[13:08:36]] For 321 Decision taken. Dear colleagues, we've come to an agreement. Please don't split up. We all vote ratifications without discussion. That's why I'm making a proposal right now. One second. Guys, are we going to vote on the basis, and then on the whole, all the ratifications? Or we could just put it on a base right now. [[B in m in s a l in]] We're voting in general, aren't we? [[B in m in s a l in]] Thank you. That's why I'm putting it on the ground right now and generally with the necessary technical law. Therefore, honourable colleagues, I propose to accept as a basis and as a whole, with the necessary technical and legal amendments, the draft Law on the Ratification of the Agreement between Ukraine and the Kingdom of Belgium on the conduct of paid activities by some members of the families of fellow diplomatic representatives and consular institutions (registration No. 0137). Ready to vote? People's deputies, please vote. [[13:09:59]] For 323 Decision taken. The law is passed in general. Dear colleagues, I propose to accept as a basis and as a whole, with the necessary technical and legal amendments, the draft Law on the Ratification of the Agreement between Ukraine and the Republic of Lithuania on amendments and additions to the Treaty between Ukraine and the Republic of Lithuania on Social Security (Registration No. 0139). Ready to vote? People's deputies, please vote. [[13:10:36]] For 325 Decision taken. The law is passed in general. The next 0153 is a draft law on the ratification of the Agreement between Ukraine and the Kingdom of the Netherlands on the paid activities of members of diplomatic and other staff of diplomatic representations and/or consular institutions. I'd like to make a proposal to take this as a basis, as a whole, with the necessary technical and legal amendments. This is Bill 0153. People's deputies, please vote. [[13:11:18]] For 324 Decision taken. Next bill 0105. This is a draft law on the termination of the Agreement on Cooperation and Mutual Assistance in Customs Matters of April 15, 1994. I propose to accept as a whole, with the necessary technical and legal amendments, Bill 0105. People's deputies, please vote. [[13:11:56]] For 327 Decision taken. The law is passed in general. Dear colleagues, the next 0154. This is the draft Law on Ratification of the Amendment and the Second Amendment to the Convention on Environmental Impact Assessment in a Trans-border Context. I propose to accept as a whole, with the necessary technical and legal amendments, Bill 0154. Ready to vote? People's deputies, please vote. [[13:12:37]] For 323 Decision taken. Let's move on, fellows. The next proposal is not discussed either. This is the inclusion in the order of the day and the making of the decision. 7444. This is a draft law amending some laws of Ukraine to increase the control of medical leave. I'm proposing to include this issue in the agenda of the day session. 7444. People's deputies, please vote. [[13:13:18]] For 302 Decision taken. I propose to adopt a draft Law amending certain laws of Ukraine regarding the strengthening of medical leave control (registration number 7444). People's deputies, please vote. [[13:13:47]] For 296 Decision taken. I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 7444. People's deputies, please vote. [[13:14:13]] For 267 Decision taken. Thank you, colleagues. Let's move on. The next bill is 7509. No discussion either. It's a motion for a decree to rename the Volin region of Volin district. I'm making an offer. 7509. I'll bet you an offer to put it in the order of the day session. People's deputies, please vote. [[13:14:47]] For 325 Decision taken. Dear colleagues, I would like to make a proposal to adopt, as a whole, the necessary technical and legal amendments, the draft Order on the Rename of the Vollin Region of Volin Region (registration number 7509). Ready to vote? People's deputies, please vote. [[13:15:16]] For 327 Decision taken. Next. This is a draft of the Law on Amendments to Certain Ukrainian Laws on Better Governance in Electronic Communications (Registration No. 7486). We agreed, too, without discussion. But first, I'd like you to include this in the agenda of the day session. 7486. People's deputies, please vote. [[13:15:51]] For 321 Decision taken. I propose to adopt, on the basis of the committee’s proposals, the draft Law amending certain Ukrainian laws on improving governance in the field of electronic communications (registration number 7486). People's deputies, please vote. [[13:16:20]] For 310 Decision taken. I propose to shorten the deadline for proposals and amendments to prepare for the second reading of the draft Law on Amendments to Certain Ukrainian Laws on Better Governance in Electronic Communications (7486). People's deputies, please vote. [[13:16:49]] For 267 Decision taken. Let's move on, too, with no discussion, dear colleagues, Bill 7487. This is a bill amending some Ukrainian legislation on the provision of conditions for the development and restoration of electronic communications networks. I'm proposing to include this issue in the agenda of the day session. People's deputies, please vote. [[13:17:26]] For 316 Decision taken. I would like to make a proposal to take into account the committee's proposals, Bill 7487. People's deputies, please vote. [[13:17:52]] For 314 Decision taken. I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 7487. People's deputies, please vote. [[13:18:18]] For 269 Decision taken. Thank you, colleagues. Let's move on, next one without discussion, 7352. This is a bill amending article 23 of the Ukrainian Law on Mobilization Training and Mobilization concerning the suspension from military service during the mobilization of scientific, scientific and pedagogical workers. I'm proposing to include this issue in the agenda of the day session, Bill 7352. People's deputies, please vote. [[13:18:56]] For 323 Decision taken. Next question. I propose to adopt draft Law 7352 as a basis. People's deputies, please vote. [[13:19:21]] For 318 Decision taken. And the final vote. I'm proposing to cut in half the deadline for proposals and amendments for the preparation of Bill 7352 for the second reading. People's deputies, please vote. [[13:19:48]] For 295 Decision taken. Thank you, colleagues. Let's move on. The next question to be discussed is Bill 7253. This is a draft law amending the Ukrainian Geographical Names Act on the decolonization of toponymy and the organization of the use of geographical names in Ukrainian locations. I'm proposing to include this issue in the agenda of the day session. [[13:20:29]] For 315 Decision taken. I would like to suggest that we consider this issue in a simplified manner. People's deputies, please vote. Please vote. [[13:20:50]] For 264 Decision taken. Dear colleagues, I ask you to sign up: two for, two for, against, to discuss the features of toponymy decolonization, please. Please, Ivanna Orestovna Klimpush-Cincadze "European Solidarity". Please.
ParlaMint-UA_2022-07-18-m0.u53	Please give the word of Volodymyr Váterović.
ParlaMint-UA_2022-07-18-m0.u54	Vladimir Mihajlovich Vjatrović, please.
ParlaMint-UA_2022-07-18-m0.u55	Dear colleagues, the war Ukraine is fighting against Russian invaders is primarily a war for identity, for our right not only to survive, but also to remain. After the Dignity Revolution, we took a big step towards liberating public space by clearing the country from the symbols of the communist past. But communism is just one of the kinds of Russian imperialism that continues to threaten Ukraine. It's time to take the next step and decontaminate and decolonize our public space. This process is already unfolding, it's started at the bottom, it's already unfolding all over the country, it's time to give it a legislative basis. Bill 7253, in fact, only prohibits, for the future, from assigning names that promote Russia. But by taking it as a basis, we can work out a really complex law before second reading, which is what a profile committee is proposing. We support the committee's position and we urge it to vote on the first reading. But it has to be understood that decolonization is not just about names. The President's signature month is Bill 7459 on the release of Ukraine from Russian publishing. Why is the Ukrainian Constitution, which gives 15 days to the President to sign? And according to which the President no longer has the right to promise the law and still be obliged to sign it. Procrastination is beneficial only to Russian lobbyists, and I hope the President will find out who the Russian lobbyist is in his environment at a time when Ukraine is fighting Russia. I hope the Head of State will hear us, 306 deputies, and hear the conclusion of the government, the appeal of the leading Ukrainian publishers, writers, and thousands of Ukrainians who called on him to fulfill his constitutional duty to sign this important law. Thank you for your attention.
ParlaMint-UA_2022-07-18-m0.u56	Thank you. Please, Jurczin Jaroslav Romanovich, the Voice faction.
ParlaMint-UA_2022-07-18-m0.u57	Dear colleagues, it's a very time-consuming initiative. We support the vote in the first reading. To the second reading, we ask that we extend this law to not only the use of new names, in fact, analogys or references to the aggressor country and its symbols, but also to make such a link the basis for renaming existing names. That's right: decommunization, decontamination, dislocation should be used actively. Therefore, we urge you to maintain and shorten the deadlines before filing the rights so that this issue can be dealt with quickly in general. Thank you.
ParlaMint-UA_2022-07-18-m0.u58	Thank you. Dear colleagues, we have concluded our discussion of this law. People's deputies, please prepare for the vote. Let's move on to making a decision. Ladies and gentlemen, let's move on to the decision-making process. Now, one second, the national deputies will take their seats, and it's very sad not to take such a good 226-vote initiative. So let's wait a second, because there's urgent business outside the workplace. They argue in barrels about geographical names, decolonization of toponymas. Toponymy is the subject of major discussions in the towers. Dear colleagues, ready to vote? I propose to adopt a draft Act amending the Ukrainian Law on Geographical Names on the Decolonization of Toponymia and the Order of the Use of Geographical Names in the People's Districts of Ukraine (Registration No. 7253). People's deputies, please vote. [[13:26:37]] For 253 Decision taken. Ladies and gentlemen, I propose that we cut the deadline for proposals and amendments to prepare for the second reading of Bill 7253. People's deputies, please vote. Please support, we need to adopt this bill more quickly. Please support the hall, cut in half the feed. [[13:27:11]] For 231 Thank you all very much. The decision is made. Dear colleagues, let's move on. Further discussion 7415 is the draft Act amending article 16-3 of the Ukrainian Law on Social and Legal Protection of Military Servants and Members of Their Families (for individual matters of appointment and payment of lump sum) (7415). I'm proposing to include this issue in the agenda of the day session. People's deputies, please vote. [[13:28:04]] For 265 Decision taken. Ladies and gentlemen, I would like to suggest that we consider this issue in a simplified manner. — Bill 7415. People's deputies, please vote. [[13:28:28]] For 226 Decision taken. Why are you clapping? This is 150. Thank you. Dear colleagues, please sign in: two in favour, two in favour. Please, Arjev Vladimir Igorovic, faction of the political party "European Solidarity".
ParlaMint-UA_2022-07-18-m0.u59	Please pass the word to Sophia Fedin.
ParlaMint-UA_2022-07-18-m0.u60	Sophia Romanovna Fedina, please.
ParlaMint-UA_2022-07-18-m0.u61	The "European Solidarity" faction will support Bill 7514 in the first reading with its revision to the second, in particular the reconciliation of payment terms and the expansion of the circle of persons to whom these payments are to be made to the territorial defence fighters. But with the opportunity, in the context of this and the following few bills relating to military personnel, I would like to raise a few systemic questions that require our quick response and a systematic solution. First of all, these bills themselves, which are now going to be voted on, they're all needed, they're all solving problems, but they're all very pointy. And it seems to me that in the area of security and defence with the provision of military personnel with their social security, we have to work comprehensively and work through systems to make changes, creating a normal reality, not deciding, not patching a dot's hole. The second important point is that we have a bunch of problems that are already being raised by the military. It's about expanding the numbers of people who can get paid in the event of the death of a military officer. There are calls for non-payment of salaries. But in the same way, we now have a critical situation with a future winter form that has a 25-position nomenclature, and the amount that is now being embroidered is critically small, the customs office has three weeks to clear the fabric, and the Ministry of Defense documents are not signed for several weeks. Another question is the restoration of the military-industrial complex, which is important not only for the security and defence of the Ukrainian state, but also for the relaunching of the Ukrainian economy. I know the authorities are afraid to talk about this restoration of his work, but we need to look for opportunities to provide our state. And most importantly, there should be no traitors in the highest-ranking cabinets who suspect the security services of our strong partners. So dot.
ParlaMint-UA_2022-07-18-m0.u62	Thank you. Please, Jurczin Jaroslav Romanovich, the Voice faction.
ParlaMint-UA_2022-07-18-m0.u63	Please pass the word to Jaroslav, but to Iron.
ParlaMint-UA_2022-07-18-m0.u64	Jaroslav, but Železniak, Ivanovich, please.
ParlaMint-UA_2022-07-18-m0.u65	Mr. Head, of course you've done a bad thing. For three years, we told each other that it was 226 and that we had a secret that 150 was enough. But as for the bill, of course, we support it. There, by the way, the Constitutional Court’s decision is paid more, one-time aid if a higher qualification of invalidity is established for military and related reserves. That's why we're voting. I don't think it's necessary to discuss this for a long time. Thank you.
ParlaMint-UA_2022-07-18-m0.u66	Thank you. Dear colleagues, we have another performance. I ask you to invite -- two more speeches, yes -- please invite the people's deputies to the hall while we have two more speeches. I give the floor to the National Deputy Stryharsky Andry Petrovich, and then to Mikhail Mikhailovich Zimbaluk. And let's move on to making a decision. Please, Andrew Petrovich Stryharsky, "Serve of the People."
ParlaMint-UA_2022-07-18-m0.u67	Good day to you all. Please give the floor to the National Deputy of Ukraine Anastasia Lashenko.
ParlaMint-UA_2022-07-18-m0.u68	Please, Anastasia Lashenko.
ParlaMint-UA_2022-07-18-m0.u69	Good afternoon, dear colleagues. This bill is designed to provide additional guarantees of social protection for our military. In addition, it introduces the provisions of the Ukrainian Act on Social and Legal Protection of Military Servants and Members of Their Families into conformity with the decisions of the Constitutional Court of Ukraine. What are we talking about? Current legislation provides for the possibility of payment of one - time financial assistance in the event of disability or partial loss of employment without establishing disability for military, military, or reserve personnel. It was also anticipated that its size could be revised and increased if a higher disability group or a higher percentage of the loss of employment was established during a re-examination of the disability group within two years of the disability or recognition of the disability. However, if persons with disabilities changed, for example, from third to second two years and one month later, they were no longer entitled to receive increased assistance. Such positions regarding only a two-year period for the review of the size of the previously assigned assistance to KSOs have been declared unconstitutional because they do not comply with the basic law on social protection of military personnel. In addition, the court noted that there was no scientifically established knowledge and experience of health care institutions that would show that the deterioration of the health status of military personnel could not occur after a two - year period. That is why the bill proposes to provide that the amount of pre-appointed disposable cash assistance may be reviewed and raised at any time if a higher disability group or a higher percentage of the loss of employment is established during the new inspection of military personnel, and provided that the cause of the deterioration in health was the injury sustained in the performance of military service duties. It is not possible or justly to establish the same pattern for all periods, which can worsen the health condition of each case as the individual and the distant effects of the disease are manifest in each one.
ParlaMint-UA_2022-07-18-m0.u70	Thank you, Anastasia Alexyevna. Let's move on, dear fellows. Mikhail Mikhailovich Zimbaluk. And then we move on to making a decision. People's deputies please take their seats. Please, Mikhail Mikhailovich.
ParlaMint-UA_2022-07-18-m0.u71	Thank you. Mikhailo Cimbaluk, Fatherland. I would like to begin by thanking the author of this bill, Mr. President, because this is a good initiative, and she is indeed going to implement the Constitutional Court's decision of April 6, 2022, which establishes social justice for those who have lost their health by defending our state. It is the adoption of this bill that will allow hundreds of people who have lost their health to receive a full amount of money. The Fatherland faction supports such an initiative and will vote in favour. Thank you.
ParlaMint-UA_2022-07-18-m0.u72	Thank you. Dear colleagues, we have concluded our discussion of this bill. I'm asking the people's deputies to take their seats. I ask all the MPs to take their seats, so let's move on to making a decision. I propose to adopt a draft Act amending article 16-3 of the Ukrainian Act on Social and Legal Protection of Military Servants and Members of Their Families (for individual matters of appointment and payment of lump sum) (registration number 7415). Ready to vote? People's deputies, please vote. [[13:36:51]] For 294 Decision taken. I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Project 7415. Please have the people's deputies vote. [[13:37:18]] For 272 Decision taken. Let's move on, fellows. Next two bills without discussion, we vote immediately, please don't disagree. Bill 7412. This is a bill amending article 8 of the Ukrainian Act on Social and Legal Protection of Military Workers and Members of Their Families on a system of transition from military career to civilian life. I'm proposing to include this issue in the agenda of the day session. Bill 7412. Please vote. [[13:38:00]] For-300 Decision taken. I'm making an offer. I would like to propose to adopt a draft Act amending article 8 of the Ukrainian Act on Social and Legal Protection of Military Servants and Members of Their Families on the way from military career to civilian life (registration number 7412). People's deputies, please vote. [[13:38:37]] For 299 It's about one thing. Dear colleagues, I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 7412. People's deputies, please vote. [[13:39:06]] For 267 Decision taken. Let's move on, dear fellows. Draft law 7464. No discussion. That's why we're voting right now. This is a bill amending the Ukrainian Act on Social and Legal Protection of Military Servants and Members of Their Families on equal opportunities for mothers and fathers who are military personnel to take care of a child during a special period. I'm proposing to include this issue in the agenda. Draft law 7464. Please vote. [[13:39:44]] For-300 Decision taken. I propose to adopt draft Law 7464 as a basis. People's deputies, please vote. [[13:40:08]] For 301 Decision taken. By factions, please show me. I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 7464. People's deputies, please vote. [[13:40:39]] For 278 Decision taken. Let's move on. The next one, too, is out of the question. 7481. This is a bill amending the Ukrainian Act on Mobilization Training and Mobilization to expand the number of people who are not eligible for recruitment. I'm proposing to include this issue in the agenda of the day session. People's deputies, please vote. [[13:41:15]] For 303 Decision taken. I propose to adopt a draft Act amending the Ukrainian Act on Mobilization Training and Mobilization to expand the number of people who are not eligible for recruitment (registration number 7481). People's deputies, please vote. [[13:41:44]] For 298 Decision taken. I'm proposing to shorten the deadline for proposals and amendments for the second reading of Bill 7481 -- this is a bill amending the Ukrainian Act on Mobilization Preparation and Mobilization to expand the list of people who are not eligible for recruitment. People's deputies, please vote. [[13:42:18]] For 269 Decision taken. Thank you, colleagues. The next question with a brief discussion is 7345. This is a draft of the Act amending certain Ukrainian laws on the characteristics of individual powers by the National Council of Ukraine on television and radio broadcasting in terms of state of war. I'm proposing to include this issue in the agenda of the day session. People's deputies, please vote. [[13:42:54]] For 246 Decision taken. I would like to suggest that we consider this issue in a simplified manner. People's deputies, please vote. [[13:43:14]] For 241 Decision taken. Please, colleagues, let's write this down: two for, two for, two for, and we'll discuss this and we'll make a decision. Please sign up. Dear colleagues, there may simply be few people in the record, and we will not be back in eight minutes, but in three minutes, so count your time. The word is given to the Ukrainian National Deputy of Cuba, Stepan Ivanovich, the faction of the political party "European Solidarity". Please, Stepan Ivanovich.
ParlaMint-UA_2022-07-18-m0.u73	Dear Mr. Head, may I have the floor to the Prince's Santa Claus? Thank you.
ParlaMint-UA_2022-07-18-m0.u74	Mikola Knieżicki, please.
ParlaMint-UA_2022-07-18-m0.u75	You know, colleagues, we've been working on this law for a long time on our committee. There are some positive points here, especially the law, that normalizes the situation in which the National Council is faced with military conditions, how they hold meetings, is not always able to gather. At the same time, there are a number of shortcomings in the law. During the war, for example, the Nacrad exercises because of repeated violations of certain articles of the law to send information to military commanders. But the problem is that the law does not say what military command should do with this information: shut down television channels, do not shut down how to react to them, or how they are authorized. All of this is not in the law, unfortunately. The issue of the right of the Nakrad to adopt legislation on the licensing procedure without mandatory registration at the Ministry of Justice in such cases. There's a whole series of other issues before this bill, which, as I said, has positive standards. But you know what the problem is? We are now required by the European Union to adopt the Media Law, and it is well written. But it's not bad for countries where organs like regulators are completely independent. And then you can give the regulator the right to close websites, control content. This needs to be done, especially now that we see military aggression coming and how Russian propaganda is doing much to hinder our country. But together with Nacrad being managed by hand, when we're closed by television channels, three channels are disconnected from digital broadcasting, Nacrad is not involved. We thank them, but they remain silent because they are guided. Sadly, each such bill raises the issue of freedom of speech in our country, and this is important for our membership in the European Union. Thank you.
ParlaMint-UA_2022-07-18-m0.u76	The word is given to the Ukrainian national deputy Sanchenk Alexander Volodymyrovic the faction of the political party "Slut of the People". Mikita Ruslanovich, please.
ParlaMint-UA_2022-07-18-m0.u77	Dear colleagues, first of all, I would like to thank the representatives of all the factions who join our committee and worked together on this bill. Sorry that because of a lack of time, it could not be written so that it could be written immediately on the basis and as a whole. But we have an understanding of all the factions that have expressed the desire that amendments will be made before the second reading, and they are actually done. So the law will be good and will not pose any threats to freedom of speech, will not create any problems for the media. I'm going to stop at literally two or three of the main features of this law. First of all, we now have, unfortunately, a situation where some of our media is occupied in temporarily occupied territories, and the invaders are speaking there, covering up known brands, known names. So, of course, we can't do anything about this for the time being, but we have to send a signal, stop the operation of the licenses, there's no such possibility in the National Council. And then we have a very difficult situation in the market, a lot of the speakers can't pay the licensing congregations at the right time, and we're giving the National Council that opportunity. In short, colleagues, not to take up too much of your time, it's a law that, by the way, is also positively appreciated by civil society experts. Because certain procedures are becoming clearer and more transparent, it simplifies communication with the controller. Please support him in the first reading and we will have a real, good, effective law. Thank you.
ParlaMint-UA_2022-07-18-m0.u78	Thank you. Nestor Ivanovich Schufrich, Platform for Life and Peace. Dear colleagues, before Nestor Ivanovich begins to speak, I would like to invite the people's deputies to the hall, because after that we are moving on to making a decision. Please, Nestor Ivanovich.
ParlaMint-UA_2022-07-18-m0.u79	Thank you, Mr. Head. I'll say, I'm really glad that finally our colleagues from individual factions began to hurt for freedom of speech in Ukraine. Sadly, though, this question is raised only when it concerns someone specific, not the whole principle of freedom of speech in our country. But let's be honest and honest with each other, there is a war in the country, there is the practice of 1914, World War II, World War I, when everyone understood that information policy is in line with the general military strategy. Propaganda, counterpropaganda, information, misinformation, all must serve for the sake of one: victory in war. That is why we today need to understand the full responsibility of our own by adopting very complex laws that, I emphasize, have the right to act exclusively during military times. Once it's finished, the standards that are now going to be maintained should be unsettled. So I hope that the inadequacies, the doubts that are in this law will be further worked out during the preparation for the second reading, but in general this law must be accepted from the understanding that information policy is part of the overall strategy of victory in war. Thank you for your attention.
ParlaMint-UA_2022-07-18-m0.u80	Dear colleagues, we have concluded this discussion. Let's move on to making a decision. I'm asking the people's deputies to take their seats. Ladies and gentlemen, I propose to adopt a draft law amending certain Ukrainian laws on the specific aspects of the exercise of individual powers by the National Council of Ukraine on television and radio broadcasting in the context of the state of war (project No. 7345). Ready to vote? People's deputies, please vote. [[13:51:13]] For 241 Decision taken. Let's see the factions. I propose to shorten half the deadline for proposals and amendments to prepare for the second reading of the draft Law amending certain laws of Ukraine on the characteristics of individual authorizations by the National Council of Ukraine on TV and radio broadcasting in terms of the state of war (registration No. 7345). Are the national MPs ready to vote? Please vote. [[13:51:52]] For 232 Decision taken. Show the factions, please. The next we agreed without discussion, so please do not disagree – this is the draft of the National Register of Disposal and Transfer of Pollutants Act (this is Bill 6477). I immediately propose to adopt the draft National Register of Disposal and Transfer of Pollutants Act (No. 6477) People's deputies, please vote. [[13:52:37]] For 296 Decision taken. I'm proposing to cut in half the deadline for proposals and amendments to prepare for the second reading of Bill 6477. People's deputies, please vote. [[13:53:08]] For 252 Decision taken. Thank you, colleagues. Let's move on to the next 7510, here with the discussion. This is a draft law amending the Ukrainian Law on the State Service for Special Communications and Protection of Information of Ukraine to ensure the formation and implementation of state policy in the field of active counter-aggression in cyberspace. I would like to suggest that we consider this issue in a simplified manner. People's deputies, please vote. 7510. Stop! One second, stop! Stop. Is he in the day-to-day? It's on, isn't it? All right, then I'm sorry. Then we vote in favour of a reduced procedure of 7510. I'm sorry. Please vote in favour of the summary procedure. [[13:54:19]] For 245 Decision taken. Please sign up: two in, two in. There's no need to discuss it? [[B in m in s a l in]] And you want it to be wide, right? Okay, then let me ask the committee head of the National Security, Defence and Intelligence Committee, Alexander Mikhailovich Zawidnevich. And then two, and two, against that, we move on to making a decision. Alexander Mikhailovich, they want to see and hear you. That's nice. Please.
ParlaMint-UA_2022-07-18-m0.u81	Congratulations, fellows! To carry out the mandate of the Head of the Supreme Council of Ukraine as of July 1, 2022, the National Security, Defence and Intelligence Committee, at its meeting on July 15, 2022, reviewed the draft Ukrainian Act amending the Ukrainian Law on the State Information and Information Protection Service of Ukraine to ensure the formation and implementation of State policy in the field of active counter-aggression in cyberspace (registration number 7510). As stated in the explanatory note to the project, it aims to ensure that the tasks of active counter-aggression in cyberspace are properly carried out. In connection with this project, some articles of the Ukrainian Law on the State Service for Special Communications and Protection of Information are being amended and are being proposed to expand the authority of the service in the form and implementation of State policy in the field of active counterattack in cyberspace. And to anticipate the task of ensuring the functioning of an active anti-aggression system in cyberspace. The definition at the legislative level of a state body responsible for the execution of powers regarding the formation and implementation of state policy in the field of active counter-aggression in cyberspace will lay the groundwork for ensuring that cyberspace aggression is actively resisted. As a result of the discussion of the draft Law on Amendments to the Ukrainian Law on the State Service for Special Communications and Protection of Information of Ukraine on ensuring the formation and implementation of State policy in the field of active anti-aggression in cyberspace (registration – 7510), a registered committee approved the decision to recommend to the Supreme Council of Ukraine on the basis of the first reading of the bill to be adopted on the basis of the commission of the committee to finalize the bill.
ParlaMint-UA_2022-07-18-m0.u82	Thank you. Dear colleagues. I beg you, let's move on to the discussion. There were three factions and groups. That's why we're voting in about five to six minutes. People's deputies please come to the hall. Ivanna Orestovna, please Klimpush-Cincadze.
ParlaMint-UA_2022-07-18-m0.u83	Please pass the word to Vladimir Ariev.
ParlaMint-UA_2022-07-18-m0.u84	Vladimir Ariev, please.
ParlaMint-UA_2022-07-18-m0.u85	Cybersecurity is the question of how to deal with it later than ever. And what we're looking at today, at last, is the question of the appointment of cybersecurity, of cybersecurity, of cybersecurity, which is a very important moment. And now we're finally going to know what kind of authority is going to do that. I hope this will work. But we have an electronic plan, so to speak, of digital dangers, another one that I'd like to point out. And which has been in the air for almost two months now, no one is giving attention to it. This is the issue of money laundering, including by Russian banks, through cryptographic exchangers. I have already recorded over 150 such cryptographic exchangers in various countries of the world, including three in Ukraine. I've proposed several times, both the BSS and the PNB, so that we can finally bring up the issue and impose sanctions against them. THE U.S.A. even caught some cryptocurricular exchange in Ukraine, but not from that list at all, and they don't touch it. I have a question, why? And now I'm trying to move it through the M.C., that's the question. It's like there's an agreement. But we're wasting our time. We're just wasting our time. And it's not just a matter of cybersecurity right now, it's a question including, because of the Russian Federation's virtual assets, using a grey, such a "cheese" gap in legislation, it washes away the funds and gets all the things that have banned sanctions. So I encourage you to act in that direction as well.
ParlaMint-UA_2022-07-18-m0.u86	The word is given to National Deputy Stépi Sergija Sergiyovich, faction of the political party "Slut of the People".
ParlaMint-UA_2022-07-18-m0.u87	Please pass the word Fedienko.
ParlaMint-UA_2022-07-18-m0.u88	Fedienko Alexander.
ParlaMint-UA_2022-07-18-m0.u89	Good afternoon, dear colleagues. Cybersecurity issues are partially settled in our country. It's too bad some colleagues don't know that. But it's the State Information Infrastructure, the State-Criterion Infrastructure, that's what the State Security Service and the Ukrainian Security Service are doing. But unfortunately, the question is a little bit different in this bill. We have already occupied territories and there are still state information resources that we do not have physical access to. These are the resources that, unfortunately, the enemy uses to make appropriate cyber attacks already in our territory. That's why we need this bill in order to give the State Security the appropriate function to remotely, so to speak, influence these information infrastructures, this critical infrastructure that remains in occupied territory. In order to influence these infrastructures, we need this bill. And the State Department has all the appropriate technical capabilities, the personnel, and the staff to do this function in the future. So I'm asking you very much, and I'm asking you, dear colleagues, to support this bill, which is very important right now, because it's not just in the trenches, it's happening in cyberspace. Thank you.
ParlaMint-UA_2022-07-18-m0.u90	Please invite Nestor Ivanovich Schufrich. Dear colleagues, and after that, we move on to making a decision. Please, Nestor Ivanovich.
ParlaMint-UA_2022-07-18-m0.u91	Thank you, Mr. Head. Dear colleagues, we can argue a lot when this law has to be passed, but we have the opportunity to adopt it right now, as I call on my fellow national MPs. Thank you for your attention.
