ParlaMint-NO_2021-12-14.ana.ud410e261	The representative, Mr Bård Hoksrud, will put forward a proposal for a representative.
ParlaMint-NO_2021-12-14.ana.ud410e1114	The representative Heidi Nordby Lunde has taken up the suggestions she referred to.
ParlaMint-NO_2021-12-14.ana.ud410e1119	This is a big day, because today we are correcting a great injustice in the Norwegian pension system. Until now, it has been optional for the employer to pay a pension for income below the basic amount of social security, which today amounts to NOK 106 399. Pension provision from the first crown and the first day is an important social issue. It is primarily about young people, women, people with small jobs and those who earn the worst, but also workers with general wages have been pension losers. The system has helped to accentuate further economic differences, where inequalities have continued from work into old age. Afterwards, employees over 13 years of age will earn from the first required crown they serve. In addition, employees also receive jobs under 20 pst. for the first time entitlement to occupational retirement provision. This means that one million employees receive better service. The centre party is positive to changes in the pension system when they contribute to better social distribution, greater incentives for work, simplification and red tape. We have therefore supported the requirement to earn a pension from the first crown and believe that such a change should be broadly anchored by the social partners and the Stortinget and implemented in a way that ensures stable and safe pensions and jobs. Now we get that, and it's worth celebrating. In addition to the important principle of pensions from the first crown, the proposition also contains important proposals relating to guaranteed pension products. The centre party has been committed to the protection of consumers in these cases, in particular in relation to the small freeways. The centre party has a long tradition of promoting consumers' interests, and we take that role very seriously. We have therefore wanted to make sure that regulatory changes will only be made if the changes are at the best of our customers. A good level of consumer protection must ensure that the decision to reduce the pay-out time for small freelines is as close as possible to the consumer as possible and not to the supplier. Therefore, in the interests of the consumer, the Committee agrees that the consumer’s right to choose to reduce the pay-out time for small free cops is now extended without the supplier being given the corresponding right. Furthermore, the Central Party agrees that municipal occupational retirement provision should have a neutral and fair move market, which it has not had with current legislation. In order to avoid the relocation burden of today’s scheme, a system of aggregated PSP buffer funds is proposed. We believe that such a buffer fund will contribute to more continuity in the buffer funds by moving municipal occupational retirement provision agreements, so that the rules themselves do not motivate or hinder relocation.
ParlaMint-NO_2021-12-14.ana.ud410e1134	The Christian People's Party is pleased that we today establish the principle of service from the first crown. For the Christian People's Party, it was an important matter when we were negotiating in Granavolden, and we were happy when the government of Solberg presented that proposal. As many people have experienced, it will be particularly important for those with small jobs — young people, students, women and part-time workers. It gives you security, it gives you better earnings for retirement, and it makes you fairer. At the same time, as others have been involved, there is a proposal that is being discussed today that I think is very stupid not getting a majority, namely what we proposed relating to temporary financial compensation measures for businesses when introducing a pension from the first crown. It's a proposal that should also have a majority, precisely because we're in an extra demanding situation right now. With high electricity prices, pandemics, increased tax costs and now retirement from the first crown, we know that too many businesses will be a tough start to the new year. Although the proposal is likely to be voted down today, I ask the government and the red-green parties to consider measures and follow that situation closely. With regard to the second part, when we were in government, we suggested that customers voluntarily withdraw the guarantee of interest in guaranteed pension products from an economic compensation from the companies. It is a proposal that is clear for the benefit of the customer and provides a market test for the value of the interest rate guarantee. At the same time, provision must be made for detailed information requirements for companies to be provided to customers in order to enable customers to make informed choices. The Christian People's Party, on the other hand, is not supporting the transfer of relief risk from the financial industry to the municipalities, which – by all – will. We agree that we need to consider measures to ensure a neutral and fair move market for municipal occupational retirement provision, but we should not at the same time make such a risk transfer. The left-hand side of today's debate is to decide that municipalities are to assume the risk of relief that is currently situated in insurance companies. This means that if the management of the companies loses, the municipalities will have to bear the costs – instead of the companies themselves. Rather, the left-hand side of the option rejects such a risk transfer for guaranteed pension products in the private sector. It would transfer the return risk from the large companies directly to some household customers. It is not clear for the benefit of customers and their pensions, because the effect depends entirely on the choice of companies and market developments. Therefore, the Consumer Council also strongly opposed this. Finally, I would like to stress that the proposed access for the pension provider to exercise flexibility in the allocation of profits to customers must be accompanied by a regulation that is far more precise and concrete than the proposal of the Financial Supervisory Authority, so as to prevent discrimination between customers and customer groups and between different companies.
ParlaMint-NO_2021-12-14.ana.ud410e1151	I would first like to thank the Committee for the good work it has done on the vote. The first-aid pension proposal requires employers to provide their employees with pension savings and at least 2 pst. of wages and salaries from the first crown — and not just for wages and salaries above 1G, as today. The change will increase the minimum savings for all employees and relatively the most for those with the lowest income. For enterprises, there will necessarily be an increase in the minimum level of pension costs. Secondly, there will no longer be a requirement for at least 20 pst. post or 20 years of age for the right to become a member of the pension schemes. Instead, it is proposed that employees be notified into pension schemes when their income exceeds that which is subject to reporting obligations to the tax authorities — as a general rule, this income is more than DKK 1000. The majority of the Committee considers that the legislative changes should enter into force on 1 January 2022, but that companies should be allowed time to adjust pension schemes by 30 June 2022. I agree that there is a need to give companies some time to adapt, and I intend to follow up on this in connection with the legislative decision to be sanctioned and enforced by the King in the Council of States in line with Part VI of the proposed legislative decision. The changes in guaranteed pension products will include, inter alia: provide for increased freedom of choice for those entitled to pension benefits. In addition, I have provided legal assistance to the Committee on two questions. One question concerns ensuring that customers have the final word for any reduced payment period for low retirement benefits. I believe that the Committee has put forward a good proposal on this point. The second question concerns the introduction of what is called a aggregated and customer-distributed local pension buffer fund. In my opinion, such a buffer fund will contribute to more continuity in moving municipal occupational retirement provision agreements so that the rules do not in themselves motivate or hinder relocation. In the interests of predictability for customers and a smooth transition to a new system, such changes should enter into force from the end of the year. It also means that movement processes initiated before that time should comply with the legislation in force at the time of the decision to move.
ParlaMint-NO_2021-12-14.ana.ud410e1166	It's going to be line change.
ParlaMint-NO_2021-12-14.ana.ud410e1171	As I said, the right is for pension from the first heads, but it assumes that you have a job to go to. The reason why we proposed introducing this from 2023 was that we both wanted to make sure that we had control of the pandemic, and that we would give the companies the opportunity to adapt. In addition, we proposed compensatory measures from 2023 to help particularly vulnerable industries, such as hotels and travel. Right now, thousands of workers in industries that once again have to close down are being outsourced, and it goes beyond just low-paid, part-time employees, students and others with a loose link to the labour market. So my question is, why won't the Council of State consider compensatory measures to help in this transition with the expenditure on pensions from the first crown, especially when we are in the situation we are today, and especially in the case of groups that already have demanding jobs and face an uncertain future?
ParlaMint-NO_2021-12-14.ana.ud410e1179	There are at least two elements to the question from the representative Nordby Lunde. One was about the present situation in connection with the virus outbreak. Then I would say that the first government did there when we took over power in the autumn, was to increase the allowance to 80 pst. up to 3G out of the year, which has created more predictability for those who have been long-term licensed. We are also continuing to do so in order to provide workers with security, and we are now putting in place a clear compensation system for business to help them through, and also a pay support system. As regards the introduction of the pension from the first crown, there was something both the Workers' Party and the Centre's party clearly announced in advance of the election that we thought, so the nutritionists had time to prepare for our wish to introduce it as quickly as possible. We have chosen to introduce it a little later than what was announced; it is introduced from the summer, not from 1 January, with the transition we have made here.
ParlaMint-NO_2021-12-14.ana.ud410e1186	Notable policies do not help those in this situation today. Although I am grateful for the package presented by the government, both at the press conference yesterday morning and today, this is really just about one element, namely the possibility of considering compensatory measures for the companies that often belong to travel lives, restaurants and hotels, which today employ those who are low-paid, part-time employees, often students, and those with a loose link to the working life. As I said, we're for the pension from the first penny, but it assumes that you have a job to go to. At the same time, when the government in its government budget states that there is an increase in wealth taxes, dividends taxes and, in addition, speeding up the introduction of pensions from the first krona, there is a coincidence of challenges that make a demanding situation worse for very many, and jobs, both present and future, are at risk. Why will it not even be considered to introduce compensatory measures to help with the transition and the cost of pensions from the first crown?
ParlaMint-NO_2021-12-14.ana.ud410e1193	The pension from the first crown is a long-term discussion, and the pension is a natural part of the costs employers have for their employees. It's part of the cost picture when you hire people. This also applies to pensions for those who have part-time jobs. It's as natural a part as a full-time pension. That's what's in the setup here. We believe that we have made a good arrangement, which is to a large extent in line with the arrangement of the Sanner Council and the previous government, but we have a previous introduction. We believe this is a good social reform that makes more people secure their old age on the day they get older.
ParlaMint-NO_2021-12-14.ana.ud410e1198	We fully agree that this is part of safeguarding employees' rights, and I fully agree that employers should pay what it costs, and pay – first of all – decent wages and have an orderly employment relationship for their employees. However, it does not help to have an alert policy towards industries that are now in a very difficult situation — which is now receiving immediate action. The Solberg government's attitude was that it should be introduced from 2023, to allow businesses to adapt, and to consider compensatory measures. I do not think the Council of State answers well enough why it is not even possible to consider helping the companies that are currently in a very difficult situation. This is not just about helping companies. It's also about the employees. As I said, it doesn't help much that those who are working get a pension from the first penny if you stay outside yourself. You need to have a job to do to get a pension from the first penny.
ParlaMint-NO_2021-12-14.ana.ud410e1203	I think it's a little strange that you should put the pension from the first penny up against the virus situation and the partial shutdown that we're in right now. There we need to put in place measures for the current situation, with a better national compensation system and a powerful municipal compensation system. We are now working on a payroll grant scheme with the parties, which we hope will be launched during the week, which will help, and a number of other measures. The fact that one is in that situation does not contradict the fact that one should have a gradual improvement in the social security of different groups. That's what the pension from the first heads is. This is a long-term reform that is going to follow us. From next summer, everyone will get that benefit. It will provide more security, and then our job – the job of government and big business – is to provide the best possible security for the companies in the demanding situation they are currently facing.
ParlaMint-NO_2021-12-14.ana.ud410e1210	We're not setting up a pension from the first penny against the urgent situation we're seeing today. This was already taken into account by the government of Solberg for all the time we went into introducing a pension from the first crown from 2023, just to make sure that we had a manageable pandemic situation – as we see today that we don't have – and to give companies the opportunity to adapt to the increased costs and not least have come after a difficult period, which we now seem to be going beyond. Therefore, we both said that it should be introduced from 2023, and also that we should consider compensatory measures. Now the introduction of a pension is accelerated from the first penny. It is good for the employees, but again: it does not help those who remain outside, because this leads to increased costs for the enterprises. They will not receive any income or pension from the first penny. Why can't you even assess any compensatory measures for the companies that are now in a difficult situation?
ParlaMint-NO_2021-12-14.ana.ud410e1217	It is the representative Nordby Lunde who draws different situations into the question and inserts them into a pandemic text. I believe that we need to put in place powerful and compensatory measures to help companies that are now limited in what they can do about business. For example, the compensation scheme under the Solberg government was 70 pst. Now 85 pst is announced, but I don't think it's a point to run party political polemics around it. What is important to me as Minister of Finance is, together with the rest of the government and hopefully with the Stortinget, to be able to have the most powerful measures to remedy the situation, so that both businesses and employees have the strongest back when this round is over. We believe it is right that from the next summer it is that when people have a part-time job, they get a pension from the first crown, and that pension is part of an employer's costs.
ParlaMint-NO_2021-12-14.ana.ud410e1222	I agree that we should not pursue party politics in a difficult situation, but I agree with the representative Nordby Lunde that it is now extra demanding for the companies. I'm pretty sure the opposition politician Battle Violence Vedum would say that it's the bottom line that counts, and when you're in a tough situation related to both pandemics, currents, increased taxes and now also the introduction of pensions from the first dollar, it's at least important to consider what you can do. I expect the Minister of Finance to follow the bottom line and the total burden on businesses next year too. My question concerns the second part of the case we are dealing with today, with guaranteed pension products. I am very surprised that the Central Party wants to raise the return risk, which is currently on the insurance companies, to the municipalities. I would like to ask for a statement as to why the Minister of Finance believes it is important to shift that risk, because if the administration, the companies, are losing, why are the municipalities going to take that risk and not the companies themselves?
ParlaMint-NO_2021-12-14.ana.ud410e1229	An overall assessment is needed throughout the pension discussion. One is the costs of municipalities or other employers, and then you have the security of the employees. What has been our main assessment is that the model we are now falling on provides the best possible level of safety and predictability for the workers. We believe from an overall assessment that the solution that has now been chosen is the best.
ParlaMint-NO_2021-12-14.ana.ud410e1234	The cord shift is over. The speakers who are given the floor hereafter also have a speaking time of up to 3 minutes.
ParlaMint-NO_2021-12-14.ana.ud410e1241	Just a few comments: one is far more in the form of a question to the representative Ropstad, who says that what we are proposing about a combined buffer fund for municipal occupational retirement provision helps to transfer the return risk from the community to customers. I remind you that we are now talking about municipal occupational pensions and not about private customers. It is not that money in funds disappears, but they are used to offset the consequences of large fluctuations in returns from year to year. Today it's also like that. As the Swedish Financial Supervisory Authority said in its hearing response of 2019, there is today a ceiling of 12 p.m. on paper. for one fund, i.e. the additional reserves, and it is also not possible to set aside for negative returns, but that today this can simply be circumvented by choosing the provision in the other fund, which is about price regulation. KS has asked for this, and the purpose of the municipalities that want to e.g. liquidate own crates or exit from the CLP and into other companies is just getting an increase in returns because one then receives a lower premium. But it is all clear that there is a risk, so I do not fully understand the concern of the Christian People's Party and the other bourgeois parties here. So a comment to Heidi Nordby Lunde and that Erna Solberg's government would introduce the pension from the first crown only from 2023, over a three-year period and completed introduced in 2026 because of the pandemic: I think it's quite clear that retirement from the first crown was part of the Right election campaign, to take over what seemed to be the most important thing on the left-hand side of the election campaign. Pension from the first penny was one of those things. Note the date – it came from the government 18 June 2021. Holiday pay for the unemployed was different. Pension from the first crown could have been promoted by the Solberg government long before the pandemic met us. It could have been a contribution from the government, long before the pandemic, into the settlements in 2014, 2016 or 2018. Why did it come in the middle of a pandemic, 18 June 2021, when the right-hand side is so worried about what that pandemic has to say, and how difficult it will be for the companies with the pension from the first penny from 1 January 2022? This is not entirely related – except when one pulls in that it was actually a choice three months after 18 June 2021.
ParlaMint-NO_2021-12-14.ana.ud410e1251	I'm not going to do this very far, but I strongly reject the fact that it has to do with election tactics when the Right is in favour of both better pension conditions, decent pay and employee employment. This has always been for, but as far as the introduction of a pension from the first penny is concerned, we have thought that there should be a discussion between the social partners, as we saw drawn out. I am fully aware that the employee organisations have for many years asked for a solution to this, and that we chose to respond at the time we did, also in cooperation with the Progress Party. So I just wanted to reject it, and I think it's a little premature accusation to come with me from the Great Britain pulpit.
ParlaMint-NO_2021-12-14.ana.ud410e1258	Several have not asked for the floor on case No. Eight. Case No. 9 and 10 will be treated together.
ParlaMint-NO_2021-12-14.ana.ud410e1289	At the request of the Finance Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, within the allocated speaking time, there will be a reply to replies from members of the government, and those who have to subscribe to the list of speakers in addition to the allocated speaking time will also have a speaking time of up to 3 minutes.
ParlaMint-NO_2021-12-14.ana.ud410e1296	Thank you to the Committee for a good cooperation on matters in which we promote two unanimous positions. The first concerns consent to the decision of the EEA Committee to include the Insurance Distribution Directive in the EEA Agreement and to change the deadline for its implementation. The Foreign and Defence Committee has given its assent. What are we saying yes to? We are not talking about direct sales of insurance products, but about the distribution of such products, via the links between insurance undertakings and customers. There may be two ways, either through an insurance broker acting on behalf of the customer or through an insurance agent acting on behalf of the insurance undertaking. An insurance agent may also carry out such activities in addition to other main occupations. In addition, an insurance undertaking may act as an insurance intermediary on behalf of other insurance undertakings. The objective of the Directive is twofold: firstly, to ensure the same level of protection for consumers, whether direct or via intermediary, and secondly, to ensure a level playing field for the two forms of insurance sale, directly or through intermediaries, brokers or agents. The Directive requires insurance intermediaries. They shall be registered in their home Member State and comply with requirements of suitability as regards qualifications and reputation, good business conduct, quality of advice and customer protection in the form of information requirements and in the case of conflicts of interest. Penalties are required, either administrative or criminal. There are also rules for the establishment of branches and cross-border activities. The directive is a minimum directive. That means that there is no obstacle to stricter national legislation, if we wish. The inclusion of the Directive in the EEA Agreement requires legislative amendment. The Directive affects three laws. The size is today invited to take decisions on the new law on insurance intermediation and some legislative changes in the Financial Corporations Act. Then there are proposals for amendments to the insurance contract law to be dealt with in the Enlarged Court Committee, which promote its suspension at a later stage. Finally, the Committee has made a minor adjustment to § 3-4(a) of the proposal for the law on insurance intermediation, by adding cooperative enterprises to the list of enterprises that can be registered as insurance intermediaries.
ParlaMint-NO_2021-12-14.ana.ud410e1315	Several have not asked for the floor for case No. Nine and ten. Case No. 11 and 12 will be treated together.
ParlaMint-NO_2021-12-14.ana.ud410e1347	No one has asked to speak on the matter. 11 and 12.
ParlaMint-NO_2021-12-14.ana.ud410e1364	I'll be brief. The case is about consenting to the entry into force of a Protocol amending the Tax Agreement of 24 April 2014 between Norway and Belgium in order to avoid double taxation. Several minor amendments have been included in the Additional Protocol, but generally this is about three changes that comply with the minimum standard of the Agreement, and then a new and important provision intends to counteract the abuse of the Tax Agreement. It is a unanimous financial committee which recommends that the Storting should consent to the entry into force of the Protocol amending the Agreement. This is my first case in point. I have understood that thanking the members of the Committee for good cooperation is good practice, so I thank the members of the Committee for their very good cooperation.
ParlaMint-NO_2021-12-14.ana.ud410e1375	Several have not asked for the floor on case No. 13th@item: inlistbox
ParlaMint-NO_2021-12-14.ana.ud410e1392	At the request of the Committee on Family Affairs and Culture, the debate will be divided into two sections to deal first with the budget chapters of Framework Box 2, family and consumer, and then with the budget chapters of Framework Box 3, culture, etc. At the request of the Committee on Family Affairs and Culture, the President will organise the debate as follows: In each part of the debate, the allocated speaking time will be limited to 70 minutes, exclusive lines and possible three-minute posts. The time shall be allocated to the groups as follows: the working party 15 minutes, the right 15 minutes, the centre part 10 minutes and each of the other batch groups 5 minutes. Furthermore, in both Part 1 and Part 2 of the debate — within the allocated speaking time — there will be a change of lines of up to five lines with replies from the main speakers of the parties and six lines with replies from members of the government. In addition, those who have to sign up for the speaker list in addition to the allocated speaking time will have a speaking time of up to 3 minutes.
ParlaMint-NO_2021-12-14.ana.ud410e1405	I would like to start by thanking the Cooperation Committee for completing a budgetary position despite relatively short deadlines and hectic weeks. This is a time when we know that many families are in great straits, whether it's about increased costs, like electricity, or the fear of another round of layoffs and uncertainties about work. Therefore, it is important that we have good, sound arrangements for all families. For the Left, it is important that all children grow up with at least as much freedom as what we have today. Your possibilities should not be restricted by which family you grow up in, who you will be happy with, or what sex you have. Therefore, the Left is concerned that our children will grow up in safe families with room to make good choices. The budget of the government, based on the Right, Left and Christian People's Party for 2022, is a strong family budget with increased transfers to families with children and redeployments that clarify the crucial role of families for the children of society. Over the past eight years, the Left has helped to ensure that we have a historical commitment to the families of children and to give all children a good childhood. In particular, the effort has been aimed at strengthening the economy of families with children, children in families with persistent low incomes, better child protection and a further strengthening of the plan of escalation against violence and abuse, in order to mention something. I am pleased that our draft budget has a number of important measures to ensure that gender equality continues to progress. But it's a tough fight. It's about attitudes and major structural changes that it turns out are hard to turn around overnight. We still need to use new instruments. The left considers that the third division of parental leave and the historically high spring quota is one of the most important gender equality policies we have implemented in recent times. If people are to be equal at school, at work and in society, they also have to be equal at home. But the third division itself is not enough. That is why I am pleased that in our budget for 2022 we proposed that all fathers with earned right to parental leave should have the opportunity to take out eight weeks of parental leave regardless of whether their mother is in work or studying. In addition, there will be a free postponement of parental leave, introduced from October of this year, so that parents can decide for themselves when to take parental leave within the child's three-year-old age. It's an important grip for real equality. At the same time, it provides the basis for us to have a family policy that supports family life and helps families actually have the freedom and the ability to organize their own lives. All children and young people deserve a safe and healthy upbringing. Therefore, it has been important to increase several of the key support schemes, including: Child protection – which was increased for the first time in 20 years – and the one-off benefit, which has doubled since 2013. Free lead time has been introduced in kindergarten, reduced parental pay in SFO and free SFO for students with special needs from 5 to 7 steps and for families with low income in selected municipalities. The left wants all children to have the opportunity to participate in permanent organised activities regardless of their parents’ finances. In our budget for 2022, we proposed a national scheme for the leisure card, which meant that about a third of all children and young people in the target group receive a leisure card offer from the autumn of 2022. Participation in leisure activities is an important contribution to children and young people experiencing mastering, making friends and being included in society. That is why I think it is sad that this system is now completed abruptly and brutally by the sitting government. If all children are to have a safe upbringing, protected from violence and abuse, we depend on society to provide for those who have the most difficult things at home. That is why I am pleased that, in the reform of child protection, which comes into force next year, we give municipalities greater responsibility for child protection. With this reform, we want to strengthen local prevention work in the field of child protection. It is important that more children receive help at the right time — and not too late. This is why we believe that local adjustment of prevention is a good way to strengthen the professionalism and framework of the measures that must be taken in the municipality, along with all the other initiatives, where perhaps the competence effort is most central. I will end by saying that this is going to be a demanding fiscal year. I look forward to all the discussions we have to have about how we will also compensate families in the future.
ParlaMint-NO_2021-12-14.ana.ud410e1426	One of the most important tasks that politicians have is to ensure the security of everyday life for people – the security of the roof over the head and food on the table, the security of a good and stable job to go to, the security of the future and the security of the family. In the last few years, we've seen a bad development where the inequalities in our country are increasing. The differences between those who have the least, and those who have the most, are growing, and to our great despair, the departed Solberg government has consistently used the wrong medicine to stop development. Great differences affect everyone, but the hardest hit is always the kids. That's why I'm very happy that we now have a new government, which has as one of its most important tasks to reduce the differences between people and give all children who grow up, the same good opportunities, regardless of whether you grow up on the east side or the west side, or whether you're the son of the reindeer or the daughter of the lawyer. That's why We lower the taxes on average income and increase them on high; it gives ordinary families greater breathing space, while giving us a better redistribution; we lower the prices of kindergartens and introduce free half-day seats at the SFO for all first-class seats; we strengthen lending schemes for sports and leisure equipment for children through the BUA; We provide full VAT compensation to voluntary associations and organisations, which will contribute to lowering the threshold for participation in sport and culture. In other words, there should be no doubt as to where the level of ambition lies for the new government. I started this article by talking about the importance of ensuring the security of everyday life to people. It's just the safety of the family and those we love, we're thinking about when we're starting with a long-lasting and important strengthening of child protection. Around our country, there are families who have different challenges in everyday life and who need the community to set up. Our ambitions in the Hurdal platform are clear. We're going to have a child's protection that's best for the child. This is why we are in favour of a quality reform aimed at ensuring appropriate organisation, increased competence and more time and confidence for employees to meet their children. More money for the municipalities, while we phase out the commercial players, means that every penny that goes to Child Protection should go to the service. It gives greater room for increased staffing, which gives us the opportunity to strengthen both the aftercare and the mental health care that we depend on for a successful child protection service. Unfortunately, for many, child protection can be seen as ‘secret services of the municipality’, which no one knows where, or what they actually do, people fear rather than see the benefits of. Let me be quite clear: child protection should help both children and parents who are in a difficult situation, a service that sees both children and parents, and who know the importance of solving everyday challenges at the lowest possible level. It requires efforts from both the State and the municipality to ensure transparency in the services provided by the protection of children, good training for the elected members of the public, and it requires that we dare to look at the service with a critical eye when it is needed. For it is no secret that Norway has taken criticism of its child protection, and has been convicted many times, at the latest this weekend, by the UN Commission on Human Rights for violations of human rights. It was with that background that we, in the opposition, made a proposal asking the then government to put down a sample to look at and improve the legal certainty of child protection. The representative Robstad, who was responsible for the state council at the time, put down a sample, but snuck in the mandate of the Stortinget explicitly asked for. It says something about how little serious the previous government took the legal certainty of vulnerable children. Fortunately, the new government with the State Council Top in the head has now started to correct the errors of the outgoing government, and the sample has now been given a new mandate in line with the actual decision of the Stortinget. The harvest's choices showed us that the country's population would have a new and fairer direction for our country. We're already doing well to meet the goals we set ourselves on the Hurdal platform, and we're going to use every single day to make life and everyday life as good as possible.
ParlaMint-NO_2021-12-14.ana.ud410e1465	Families are different, and the Solberg government's proposal for a government budget suggests that we should be able to give all families a good starting point for family life, for good living conditions and for individuals to participate in society. To the right, it is important to recognise that children and families are different and have different needs and that family policies must be based on families and what they need. Everyday life and logistics can be demanding for many, but the families know best what works for them. That's why we have to give the families flexibility and the ability to make choices that suit their everyday lives. Then it's about strength, not control, the families. Then it's about the decisions on the organisation of family life that belong around the kitchen table, not around the King's table. Fortunately, most children in Norway grow up in a safe family with good economic conditions, and the inequality in Norway is little compared to other countries. At the same time, families have such low incomes that they limit their ability to participate fully in society. This affects the children and may have consequences for them for a long time to come. The government of Solberg took these challenges seriously and included: a separate strategy for children living in poverty – the first of its kind. The aim of the strategy was to reduce the differences between children and young people in their ability to participate and develop, and to prevent the legacy of living conditions challenges. The government of Solberg also presented its own cooperation strategy for children and young people in low-income families in order to provide better opportunities for young people to complete educational courses, participate in leisure activities and simply live safely and well. Growing up in a family of persistently low incomes often presents complex challenges, and therefore a broad and coordinated effort across departments and services is essential. This effort I hope the sitting government will continue. We know that for many young children, the time in life is the time when families are most in need of finance and the most concern about getting their ends to meet. Therefore, the government of Solberg provided for the first time over 20 years of age to increase child welfare for the smallest children. One-off support for parents was also considerably increased. It's important for all families, but it means the most to those who have the least in the past. The child's health was increased in three rounds, and it's used over 3 billion. kr on this. But perhaps more important: this historic promise for families with children totals NOK 8 200 more per year for children between 0 and 6, which undoubtedly means too many families and too many children. Although the combination of small children and the beginning of working life provides more economical for many families, it is not the case that families with older children do not need support. The leisure time of children and young people is often more organised today than before, and we know that older children often need more activities outside the home. These activities can often cost money. All children shall have the opportunity to participate in leisure activities, regardless of the financial situation of their parents. Being part of the gang and being able to participate in the same arena as other kids is very important to know belonging and mastering, in order to develop social skills, get friendships and build networks. And that's very important to prevent alienation. Therefore, the government introduced the leisure card, which was intended to cover the fee for recreational activities for children aged 6 to 18. The scheme is now well under way in 24 municipalities. It was proposed to grant money so that it could be rolled out in several municipalities already now, and the plan was to start the roll-out of the scheme in all the municipalities of the country later this year, to ensure that all children, wherever they live and grow up, would have better opportunities for an inclusive and meaningful leisure time, so that all families would have the opportunity to allow their children and young people to participate in leisure activities. National grant scheme to include children and young people is also an important mechanism to ensure inclusion and participation, and its allocation has increased from approximately 100 million. in 2014 to nearly 360 MSEK. NOK 2021. In its proposal for a State budget, the Government of Solberg proposed to merge the three existing instruments into one and to increase the budgetary framework by 35 million. kr. This proposal has been continued by today's government, and I think it is very good. What is unintelligible is that today's government wants at the same time to scrap the card scheme without strengthening the national grant scheme equivalent or putting in place another system to compensate for it. I can understand that different governments, different parties, have different desires about how to achieve a goal. The goal of including children and young people and giving them good opportunities to participate in leisure activities I experience that we share cross-politically in this room. What I do not understand is that today's government is actually over 300 million. kr that would go to this in 2022, and also want to scrap the scheme completely in the autumn of 2022 – and without having anything in place that could actually replace the leisure card system. As I said, the draft budget by today's government represents an increase of 50 million. NOK, but this does not in any way compensate for the cut of more than 300 million. NOK – especially when these 50 million. kr shall be able to use both measures to replace the card and e.g.. for other purposes such as increased support for lending schemes, etc. The money's not going to go away. It helps little to say that you want to ensure that all children and young people are able to participate in leisure activities – without at the same time having a system that replaces the current system, without providing money to ensure that we reach the goal we say we are mutually agreed. This is simply to bring the families behind the light, and it's a very bad thing, because this affects children and young people's opportunities to get an inclusive and meaningful leisure time. Turning to another theme, which is also an important family policy theme: well-functioning families are what gives children security and belonging and gives them room for development and well-being. Parental support and good co-operation are therefore important elements of the Family Policy of the Right. The World Health Organisation considers parental support to be one of the main prevention measures to reduce violence, abuse and care failure. Parental guidance and support are not only about securing the child’s best interests for parents, but it is also a way to safeguard the child’s rights. The Solberg Government’s strategy ‘Safe Parents — Safe Children’ and the measures in the strategy were an important part of strengthening the parental support field. Family protection is also strengthened by over 190 million. kr under the government of Solberg. Many families may at different stages need support to be a good parent and to have a good relationship with each other. The Government of Solberg therefore established an offer of a life course for first-time parents and proposed to continue that offer and also the grant at the ordinary life courses. The pilot project on parental support for parents with teenagers was proposed to extend to several municipalities. It was therefore with great wonder that I registered that the government parties proposed to cut the aid for community action by nearly 15 million. kr. I understand that not all the money was spent this year because of the pandemic, and of course there may be challenges in 2022 too, but there may also be extra needs in 2022 precisely because we are in a pandemic that hits the vulnerable children extra hard, and also because fewer have been helped lately. Even greater was my amazement when I registered that the government parties in their budget agreement with SV cut the remaining almost 15 million. kr to the measures. It's erased. I understand that it may be difficult to get a budget up, we have also been in that situation, but completely cutting subsidies for actions so important to so many – not least for children and young people living in families with challenges – and measures that can actually prevent such challenges from happening are completely incomprehensible to me. Municipalities and family protection are the main actors in support of parents, but also the voluntary sector and other providers play an important role. Providers of such courses, as the non-profit foundation Modum Bad, says that when the grant is removed, the price of the course participation will have to be increased. This means that fewer people will be able to take advantage of the courses, fewer will be able to help prevent problems that could affect children and young people. I guess it's not that likely, but I have a little hope that these cuts were actually an accident at work, and that the government parties and SV will realize that it's not here they're going to save to get the budget going. This will affect some of the most vulnerable in our society, vulnerable children and young people. I therefore hope that the government parties and the SV will think about, and that these cuts will be reversed in the revised national budget. I hope that the government and SV will ensure that an unsocial cut like this does not stand. Family policy exists for all families, but we – as politicians – have an additional responsibility for the most vulnerable among us. I do not think that is the responsibility of the government parties and SV takes when they cut such an important offer as this. But in these nice Christmas seasons, although it's Korona, I hope you realize that this is something you have to undo.
