Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-7SAT63YPafnpDgg6VS4snC	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-215	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-218	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q20652878	Nysmed, Leif	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-220	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-223	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q20652878	Nysmed, Leif	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-226	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-230	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4942378	Cederfelt, Margareta	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-233	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-237	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4942378	Cederfelt, Margareta	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-239	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-242	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q58769193	Schröder, Magdalena	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-245	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-248	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q58769193	Schröder, Magdalena	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-251	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-254	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-256	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-257	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-259	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
