Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-5fpytBNSVUMK5x1bUhtdPr	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-195	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-197	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451082	Karkiainen, Ida	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-199	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-202	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4973765	Quicklund, Saila	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-206	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-211	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q30035705	Lantz, Gustaf	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-214	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-219	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q56923131	Kasirga, Kadir	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-223	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-228	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q438397	Hammarberg, Thomas	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-230	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5615474	Dahlgren, Hans	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-234	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3370093	Nilsson, Pia	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-237	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5615474	Dahlgren, Hans	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-240	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q30035700	Österberg, Anders	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-244	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5615474	Dahlgren, Hans	M	-	
