Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-0	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-232	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-233	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-234	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-235	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-236	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-237	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-239	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-240	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-241	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-242	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-244	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-246	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-247	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-250	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-e16f314b58b755d3-0	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-252	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-256	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-260	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-261	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-263	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-265	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-266	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-268	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243097	Fornarve, Lotta Johnsson	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-269	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-270	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-272	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-273	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-274	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4731041	Widman, Allan	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-275	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-280	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5650816	Wallmark, Hans	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-281	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-282	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5650816	Wallmark, Hans	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-284	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-286	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q18600515	Bäckström, Daniel	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-289	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-291	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q18600515	Bäckström, Daniel	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-293	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-295	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-297	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-298	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-300	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-301	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-304	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-309	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-316	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-322	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71054855	Nordberg, Mats	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-331	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-338	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-347	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-353	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-357	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q56743173	Teimouri, Arman	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-366	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-373	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-379	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-383	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-387	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-389	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-391	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-395	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-400	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-AnTxJUbLfmK7hVYPZg2Z6H	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-5EQ6yTzLToPQur5CYko1Tk	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-405	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-407	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-409	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-411	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-413	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-416	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-Pe4G4Wzy1cZTs6ZS6QMC5W	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4563096	Nilsson, Jennie	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-419	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-424	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-C5SBZ97yhhCKq3v8yxVxbp	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-428	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q25935880	Helander, Peter	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-6T57N4VPDf3QP1D9FXsKwe	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-431	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-433	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-435	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q18243576	Lahti, Birger	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-437	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-439	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-JPABbdTeS71SnP8AnpHEFy	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-8119e264b4443733-441	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2019-06-10-prot-201819--101	i-NAZC9ZB18RRaQCfNbtqUu7	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 101	2019-06-10	Unicameralism	2018/19	-	-	2018/19--101	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q50353136	Widegren, John	M	-	
