Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-3	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-647	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q56640168	Elmi, Leila Ali	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-648	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q56164156	Vinge, Henrik	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-653	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q56640168	Elmi, Leila Ali	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-655	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-668	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q26710616	Köse, Serkan	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-690	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q56164156	Vinge, Henrik	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-694	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q26710616	Köse, Serkan	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-700	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q56164156	Vinge, Henrik	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-704	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q26710616	Köse, Serkan	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-709	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5109199	Nylander, Christer	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-725	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q60732958	Wärnick, Viktor	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-748	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-764	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q63344500	Paarup-Petersen, Niels	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-771	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4983517	Tsouplaki, Vasiliki	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-790	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-794	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4983517	Tsouplaki, Vasiliki	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-797	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-801	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4983517	Tsouplaki, Vasiliki	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-804	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-823	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q63344500	Paarup-Petersen, Niels	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-825	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-828	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q63344500	Paarup-Petersen, Niels	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-831	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-834	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-839	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-844	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238607	Emilsson, Aron	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-848	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451520	Redar, Lawen	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-861	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q57168710	Sibinska, Anna	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-874	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q58837098	Andersson, Jonas	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-887	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q63869806	Hagman, Hampus	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-894	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q21561347	Lundqvist, Patrik	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-900	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255956	Åsling, Per	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-906	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-CYdHr1yGuWreAQR4DH2Jc1	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q5969249	Lång, David	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-915	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q29059095	Kayhan, Sultan	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-927	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q57168726	Vilhelmsson, Helena	F	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-933	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-947	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70912742	Broman, Bo	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-960	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255956	Åsling, Per	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-972	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q63869806	Hagman, Hampus	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-987	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1001	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6043655	Persson, Peter	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1019	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1022	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6043655	Persson, Peter	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1024	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1025	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1029	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6043655	Persson, Peter	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1031	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1036	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6043655	Persson, Peter	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1039	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1044	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6043655	Persson, Peter	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1047	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q63741595	Haddou, Tony	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1054	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-SeJVtdQEAoq3vz281vwMWt	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71059733	Westroth, Eric	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1070	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255956	Åsling, Per	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1079	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q63741595	Haddou, Tony	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1088	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q63869806	Hagman, Hampus	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1097	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2019-03-27-prot-201819--68	i-bb1d197b5ad64b3f-1111	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 68	2019-03-27	Unicameralism	2018/19	-	-	2018/19--68	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3375042	Larsson, Hillevi	F	-	
