ParlaMint-FR_2022-01-05-O1110.u1	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u163	Oh, no! No, no and no!
ParlaMint-FR_2022-01-05-O1110.u164	It should be sufficient to ask them for a negative test to ensure the protection of travellers during epidemic periods. It seems to me desirable to adopt a rather flexible approach to this issue of transport.
ParlaMint-FR_2022-01-05-O1110.u165	I call Mr Gosselin to support Amendment No. 168.
ParlaMint-FR_2022-01-05-O1110.u166	[[Mr. Jérôme Lambert applauds]] Unless the President of the Republic wishes to adopt a law of maximum error, the health pass is largely sufficient for interregional transport.
ParlaMint-FR_2022-01-05-O1110.u167	Yes!
ParlaMint-FR_2022-01-05-O1110.u168	The current system works well, while the one proposed is likely to create real discrimination. The vaccination pass will become a daily passport, especially because it will be required for work-related travel. This therefore has very unfortunate consequences. Two questions arise. The first one has already been put down, but we are waiting for the answer: who is in control? The second concerns the compelling motive. Who will judge its relevance? Do we have to submit a medical certificate? As soon as you get to the dock, or when you get on board? Then, of course, there may be challenges before the courts, but what happens if the person was thrown out while going to a family member's bedside? I don't think we need to build such a gas plant. The health pass, which takes into account the results of the tests, solves most of the situations without dispute. Why bother the French?
ParlaMint-FR_2022-01-05-O1110.u169	Stop saying big words in the Chamber!
ParlaMint-FR_2022-01-05-O1110.u170	I call Mr Reiss to support Amendment No. 551.
ParlaMint-FR_2022-01-05-O1110.u171	The amendment is intended to maintain the health pass for inter-regional public transport, whether it be aircraft or TGVs, and not only, contrary to what you are proposing, Mr Minister, if one can justify an imperative reason. As I said in defending the amendment to delete Article 1, I do not understand why a person who can claim the negative result of a PCR test carried out for less than 24 hours would be more dangerous than a vaccinated traveller who can carry the virus without necessarily suffering the symptoms and therefore can transmit it. Freedom to come and go is a constitutional value guaranteed by the Constitution of October 1958. Require the vaccination pass to travel is to make vaccination compulsory. One can understand why more and more people are going to the National Assembly site to sign the petition called Respect for European Resolution 2361 of 27 January 2021 calling for ensuring that citizens are informed that vaccination is not compulsory and that no one is under political, social or other pressure to be vaccinated if he or she does not wish to do so personally. Since yesterday, this page of the site has broken down – we receive many emails about it.
ParlaMint-FR_2022-01-05-O1110.u172	Mrs Frédérique Dumas has the floor to support Amendment No. 591.
ParlaMint-FR_2022-01-05-O1110.u173	This is a fallback amendment. It is intended to require only the sanitary pass and not the vaccination pass for long-distance travel. [[Murmures on the benches of the LaREM group]] Since the beginning of this debate, you have said that if we are responsible, we must accept the introduction of the vaccination pass. But last Monday, Minister, I asked you about the third dose of the questions you still haven't answered. It is known that the vaccine does not control contamination, despite what you said yesterday, but reduces the occurrence of serious forms. It is therefore extremely useful for vulnerable and vulnerable people to whom a third dose was injected as early as September. However, the British health agency – the English are a little ahead of us – indicated that this third dose was largely or totally ineffective after ten weeks. As a result, vulnerable people are no longer protected, but you have not offered a fourth dose – and you are not listening to me. You talked about collective immunity. What's the purpose of this vaccination pass? Is a fourth dose useful? Minister, if you'll listen to me, since last Monday you didn't answer me... Is a fourth dose useful? Are you going to propose it to these vulnerable people that you keep mentioning, who, being unprotected, may find themselves in resuscitation? If this vaccine is no longer effective, what is the purpose of the vaccine pass? Is the purpose of its establishment purely electoral, as the latest statements of the President of the Republic tend to show, or are you aiming for a health goal? Who's responsible? We propose that you restore the sanitary pass, which allows you, through tests, to specify whether you are positive or not.
ParlaMint-FR_2022-01-05-O1110.u174	The Minister has the floor.
ParlaMint-FR_2022-01-05-O1110.u175	Madam President, I ask that the sitting be suspended for a few minutes.
ParlaMint-FR_2022-01-05-O1110.u176	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u177	The meeting was resumed. It was agreed that the presidents of the groups should be given the floor, after which I will give it to the Prime Minister whose arrival in the House I welcome. The first speaker is Mr Christophe Castaner, President of the La République Group.
ParlaMint-FR_2022-01-05-O1110.u178	I'll be very short...
ParlaMint-FR_2022-01-05-O1110.u179	Good!
ParlaMint-FR_2022-01-05-O1110.u180	... because our message is simple: let us regain serenity, let us move forward calmly in the debates and let us all have a compass: the interest of the French. At the beginning of the session, we witnessed attempts to obstruct...
ParlaMint-FR_2022-01-05-O1110.u181	He's not our type at all!
ParlaMint-FR_2022-01-05-O1110.u182	...to prevent the debate despite the urgency of the situation. But the vote requested a few moments ago by our colleagues in the group France has made it clear that we wish a very large majority – from 283 Members to 41 – and on many benches continue the discussion calmly.
ParlaMint-FR_2022-01-05-O1110.u183	It's starting very badly!
ParlaMint-FR_2022-01-05-O1110.u184	The bill has only one purpose: to protect the French, to protect caregivers.
ParlaMint-FR_2022-01-05-O1110.u185	Which ones?
ParlaMint-FR_2022-01-05-O1110.u186	[[Applause on several benches of the LaREM group. – Exclaims on the benches of the LR and GDR groups]] For this, everyone can choose a path, a method. Ours is constant: to refuse populism and to accept our choices. Prime Minister, you were in the Senate a few moments ago and you are now in front of us. I would like to thank you for agreeing to address you to the members of the nation. I am convinced that we will all be grown up if we continue to make this House a place for debate,...
ParlaMint-FR_2022-01-05-O1110.u187	Stop! This is the normal place for the debate!
ParlaMint-FR_2022-01-05-O1110.u188	[[Exclaims on the benches of the LR and GDR groups]] ... a place where different opinions can and should be expressed but with mutual respect.
ParlaMint-FR_2022-01-05-O1110.u189	Go tell that to the Elysée!
ParlaMint-FR_2022-01-05-O1110.u190	[[Applause on the benches of the LaREM group]] The Members of my group are particularly mobilised to bring us to a successful conclusion and we are quite calm, I insist, so that the debate can be as constructive as possible.
ParlaMint-FR_2022-01-05-O1110.u191	Mr Damien Abad, chairman of the Republican Group, spoke.
ParlaMint-FR_2022-01-05-O1110.u192	"There are words that can hurt and I think it's never good, and it's even unacceptable. Respect is part of political life [...]", said the President of the Republic twenty days ago. However, yesterday, in an interview with a major newspaper, he said: "The unvaccinated, I very much want to piss them off," adding that "an irresponsible person is no longer a citizen." Who should we believe: the President speaking on television or the candidate speaking in a daily newspaper? They're gonna have to talk to each other and agree because what's the reality? [[Applause on the benches of the LR group and on several benches of the SOC and GDR groups. – Mr. Jean-Luc Mélenchon also applauds]] The reality is that we are faced with unworthy words, which do not fall within the scope of responsibility, and above all, we must admit, words which are everything but a slippage and which aim only one goal: to break up always and again French society by pure political calculation. Mr Castaner, you have just affirmed your hostility to populism. But what these statements of the President of the Republic, if not a cold and calculating populism, bear witness to...
ParlaMint-FR_2022-01-05-O1110.u193	Yes!
ParlaMint-FR_2022-01-05-O1110.u194	[[Applause on the benches of the LR group]] ... of a populism which aims only to mount the French against each other and whose objective, in no way sanitary, is purely political? Mr Prime Minister, despite your rather incomprehensible anger at yesterday's question-and-answer session to the Government, we acted in a responsible manner unless it addressed the majority members who did not mobilize enough on Monday night.
ParlaMint-FR_2022-01-05-O1110.u195	Anything!
ParlaMint-FR_2022-01-05-O1110.u196	[[Protests on the benches of the LaREM group. – Applause on the benches of the LR group]] [[Protests on the benches of the LaREM group]] Let us look at the course of the discussions. Monday, we lost four hours: we were ready to start the examination of the text at nine o'clock in the morning, and you wanted to start at fifteen o'clock. On Tuesday night, we were ready to finish, but we lost another three hours in total. We have indeed waited for the Prime Minister for an hour and a half, in vain. Even today we have lost time, so that we have lost a total of ten hours. It is therefore time to resume the debates, to regain our minds. Above all, Prime Minister, it is time to answer the legitimate questions of all the French. [[Claims on several banks of the LaREM Group]] My questions will be simple, but I expect strong and concrete answers from you. Yes or no, do you distance yourself from the statements of the President of the Republic? Yes or no, would you use the same words, would you talk about irresponsible citizens and deprivation of citizenship, would you say you want to piss off some of the French? What's the truth? [[Applause on the benches of the LR group]] The truth is that we are simply trying to deceive the French about the reality of the country's situation, about a health crisis of the strongest, about the deprogramming of operations in hospitals, about the caregivers who have not understood the implications of the Ségur de la santé, about the city medicine which is at the end of the day, about a public hospital which is in a state of waiting. This is the reality that the French live on a daily basis – not to mention your difficulties in terms of public security, the fight against radical Islamism, the maintenance of purchasing power, the fight against the territorial divide or the social divide. Yes, you are the President of the Republic and the Prime Minister of fractures and bills. You will bear all the consequences before the French and it will be your sparadrap until the presidential election.
ParlaMint-FR_2022-01-05-O1110.u197	Mr Olivier Becht, President of the Group of the European People's Party, has the floor.
ParlaMint-FR_2022-01-05-O1110.u198	The law is the expression of the general will, it is not intended to stigmatize some of our fellow citizens, whether they are vaccinated or not. The law either protects or punishes. In the event of a health crisis, it must protect our citizens. In a nation and in a family, people must sometimes be protected even if they do not want to. This is a reality that we find in terms of health and road safety: people must sometimes be protected against their will. That's what we do. Of course, I hear our fellow citizens telling us that it is their freedom not to be vaccinated. But I also hear many of our fellow citizens argue that it is their freedom to be treated, to be welcomed to hospital or to resuscitation if they suffer from pathologies other than covid – I am thinking of those waiting for a transplant, those waiting for surgery on a heart valve, those waiting for a colonoscopy to monitor polyps that can turn into cancer, all those who, unfortunately, have to go to hospital and benefit from resuscitation services. Unfortunately, many people have to go to hospital every day and benefit from resuscitation services. It is also their freedom, for their health, to have access to it. I mean those who explain that at the rate of 300,000 contaminations a day, if 3000 people – 1% of the infected – are received in the hospital, and if 10% of them are placed in resuscitation, the services, in ten days' time, will no longer be able to cope. We will then be obliged, like other countries, to confine the population again: it would be a total deprivation of liberty, and for all.
ParlaMint-FR_2022-01-05-O1110.u199	So what?
ParlaMint-FR_2022-01-05-O1110.u200	[["Ah!" on several benches of the LR group]] [[Applause on several benches of the group Actir ens and on a few benches of the group LaREM]] And so, the law must provide the necessary measures to protect the freedoms of each other – this is what unites us today – even if sometimes protecting the freedom of the greatest number leads to restricting the freedom of a small minority. We don't have a gaîte de coeur. Making decisions is rarely a choice between a good and a bad solution, but often choose the least bad of both. That's what we do, as a matter of responsibility. We hope that the debate will continue in calm and serenity, and that the bill will be passed.
ParlaMint-FR_2022-01-05-O1110.u201	Patrick Mignola, President of the Democratic Movement (MODEM) Group and allied Democrats, has the floor.
ParlaMint-FR_2022-01-05-O1110.u202	Everyone has said and repeated: we are facing an unprecedented, dramatic and disturbing health situation for the days and weeks to come. In the face of this adversity, we must assume our responsibility. When patients die, when hospitals fail, when freedoms are eroded because the spread of the virus cannot be limited without imposing constraints, Parliament must assume its responsibility. We therefore hope that the debate will continue in good conditions. [[Vif applause on the benches of the Dem, LaREM and Agir ens groups. – Mr Maxime Minot exclaimed]] I can hear that statements, wherever they come from, may shock some – even if they overwhelm their indignation (Exclaims on the benches of the SOC and GDR groups) – but Parliament's role is to legislate. Since our democracy is based on the separation of powers, why should Parliament stop legislating when executive statements displease it? I remember that, in recent quinquennats, statements by Presidents of the Republic had shocked, both in the opposition and in those of the majority at the time, without Parliament having stopped legislating.
ParlaMint-FR_2022-01-05-O1110.u203	It's out of the question!
ParlaMint-FR_2022-01-05-O1110.u204	Our primary responsibility is to make the law. In the face of an exceptional health situation, we have a bill before us, and we need to look at it. [[Exclaims on opposition panels]] [["What does the vaccine pass have to do with it? » on the benches of the FI group]] The second responsibility is for people who are not vaccinated. We have been hearing for days and weeks – it was recalled during the discussions on the health pass, in November and July, and then on the vaccination pass – that the vaccine is our only weapon, because it limits the serious forms of the disease and the spread of the virus. In fact, unvaccinated persons are the ones who fill the resuscitation services and lead to the deprogramming of other medical interventions. Let us not divide society further. What if, tomorrow, people who will need it cannot be admitted to the hospital, because non-vaccinated people occupy beds – while hospitalisation of these could have been avoided? [[Applause on several benches of the Dem group. – Protests on the benches of the FI group]] [[Applause on the benches of the Dem, LaREM and Agir ens groups]] The third responsibility is that of the elected representatives of the majority and of the oppositions. I also welcome the oppositions who have agreed to resume the debate, each with its own path. Yesterday, we came together with consensual arrangements thanks to Cécile Untermaier, as we did previously in committee thanks to Guillaume Larrivé. That is the spirit in which we must continue our work. An air of 49.3 rang earlier in the corridors of the National Assembly. However, we will not wait for this procedure to pass a bill that we urgently need, when we have a majority, and beyond that, some groups have announced their support for the bill!
ParlaMint-FR_2022-01-05-O1110.u205	Come on! You're wasting our time!
ParlaMint-FR_2022-01-05-O1110.u206	This would probably make it easier for some to go through a constitutional procedure that would hide double games or double speeches – they announce support for the bill, but they are having polemics in the House.
ParlaMint-FR_2022-01-05-O1110.u207	It's okay!
ParlaMint-FR_2022-01-05-O1110.u208	Are you talking about Mr. Macron?
ParlaMint-FR_2022-01-05-O1110.u209	Let us assume our positions: when some have announced that they support a text, they must support it to the end, without seeking to conceal the differences or divisions that exist in their parliamentary group.
ParlaMint-FR_2022-01-05-O1110.u210	Stay modest!
ParlaMint-FR_2022-01-05-O1110.u211	[[Applause on the benches of the Dem, LaREM and Agir ens groups]] Constraint does not prevent us from persuading – to coerce or trouble, according to the register we choose, is an imperative that we must assume. It must be noted that the incentive is not enough, and that the constraint has proved its effectiveness: since we have taken measures relating to the health pass, a large number of French people have chosen the path of vaccination. However, coercing does not prevent us from continuing to convince. Among the unvaccinated, I make the difference between the antivax – which can be violent or threatening, and challenge the common foundations of our society – and those who are still reluctant to be vaccinated. Our responsibility, in our collective work over the next few hours, will be to reach out to them, while taking the burden we place on them, to convince them to take the step and participate in collective protection.
ParlaMint-FR_2022-01-05-O1110.u212	Mrs Valérie Rabault, President of the Socialist and Related Group, has the floor.
ParlaMint-FR_2022-01-05-O1110.u213	Prime Minister, thank you for coming to our Chamber. Yesterday, during the question-and-answer session to the Government, you replied: "I call for national representation to the serenity required by the circumstances. This call for serenity asks me in two ways. We understood that the bill was intended to turn the health pass into a vaccine pass; However, after reading the interview of the President of the Republic, we understand that he would have another ambition, hardly commendable: if it was to piss the French off, we would not be able to share his objective. I would like you to remind us very clearly of the purpose of the bill, Prime Minister: do you confirm that it is not intended to piss the French off? We expect a very clear answer.
ParlaMint-FR_2022-01-05-O1110.u214	Yes!
ParlaMint-FR_2022-01-05-O1110.u215	I also know that the executive is a whole, but do you regret the words of the President of the Republic?
ParlaMint-FR_2022-01-05-O1110.u216	Oh, yes! A lot!
ParlaMint-FR_2022-01-05-O1110.u217	In democracy, serenity implies respect for all citizens, including the 5 million people who are not vaccinated – not all of whom reject the vaccine, their decision being linked to other reasons. In all sincerity, Prime Minister, do you regret the content of the words of the President of the Republic?
ParlaMint-FR_2022-01-05-O1110.u218	He can't regret what he didn't say!
ParlaMint-FR_2022-01-05-O1110.u219	Finally, in reading his interview, I had the impression that the President of the Republic had given up convincing the 5 million French people who were not vaccinated.
ParlaMint-FR_2022-01-05-O1110.u220	Yes!
ParlaMint-FR_2022-01-05-O1110.u221	But giving up is the worst thing in politics. In this period of vows where we wish to have a good year and to keep the noodle, I have perceived the renunciation; For me, this is the opposite of politics. [[Applause on the SOC and GDR benches and on several LR benches]] Prime Minister, I would like you to answer these three questions with sincerity.
ParlaMint-FR_2022-01-05-O1110.u222	Mr Jean-Christophe Lagarde, President of the IDU Group and independents, spoke.
ParlaMint-FR_2022-01-05-O1110.u223	The IDU and independent group has never been in favour of obstruction, in any form whatsoever, and we have not seen any since the beginning of the week.
ParlaMint-FR_2022-01-05-O1110.u224	You weren't here!
ParlaMint-FR_2022-01-05-O1110.u225	[[Long protests on the benches of the LaREM group]] However, we find ourselves in a particular situation: while, on 31 December, the President of the Republic called for responsibility, in a civic sense and common sense, so that those who have not yet been vaccinated take the path of vaccination centres, as your Government communicates on the urgency of adopting a bill that officially aimed, until yesterday, at accelerating the will to be vaccinated – since it limits the social activities of the non-vaccinated – on two occasions, events that slow down the discussion have come from the executive and its majority. That was the case on Monday night, because your majority was no longer the majority in the Chamber – your deputies were not there – and that was the case last night, when the President of the Republic gave a speech exactly in reverse to the respect he claims to give to all the French and to the stated objective of the bill: when you claim to respond to a health emergency, he claims to bother the French who are not vaccinated. [[Applause on the benches of the IDU-I group]] Your spokesman accused the opposition of not voting for the continuation of the debates on Monday night – as much as he asks the opposition to do the work of the majority when it is absent. I can't hear it.
ParlaMint-FR_2022-01-05-O1110.u226	He's right!
ParlaMint-FR_2022-01-05-O1110.u227	You weren't here!
ParlaMint-FR_2022-01-05-O1110.u228	I find it even more difficult to hear the Head of State make such remarks, he whose Constitution makes an institution – as well as you are an institution, Prime Minister – and he who, as such, must guarantee the unity of the Nation.
ParlaMint-FR_2022-01-05-O1110.u229	Yes!
ParlaMint-FR_2022-01-05-O1110.u230	[[Applause on the benches of the IDU-I group]] The Head of Government must lead the policy of the Nation. You both have a responsibility, and his is even greater; However, guaranteeing the unity of the Nation is not to stigmatize 5 million Frenchmen whose choices displease him. I do not like these choices, but it seems to me that the primary role of a head of state is to respect all the French. As Patrick Mignola observed, coercing does not mean giving up convincing. But how can we hope to convince those who are being insulted?
ParlaMint-FR_2022-01-05-O1110.u231	[[Claims on several benches in the LR group]] Who are you the voicemailer from?
ParlaMint-FR_2022-01-05-O1110.u232	A Head of State cannot claim that the non-vaccinated are irresponsible and no longer citizens. [[Applause on the benches of the IDU-I group and on a few benches of the LR group. – Mr. François Ruffin also applauds]] As Head of Government, it would have been helpful if you had joined our discussions earlier. It is now useful for you to assure national representation that in your mind – in the absence of the Head of State – the bill is not intended to bother the French, even if you consider them irresponsible, and that they must continue to be persuaded to vaccinate so that the population as a whole can live more calmly. In this sad affair, the executive has a great responsibility: the mark of contempt that the head of state sent to the French who do not like him – that is, who do not think like him – has resented and expressed themselves in Parliament. It would be better to respect the French in order to convince them, to protect them, to treat them and to bring them together. This is normally the role of an executive; You are the second figure: the first to give up, can you still respect the French, or do you consider that the Head of State is right to want to bother a number of them?
ParlaMint-FR_2022-01-05-O1110.u233	Mr Paul Molac, president of the Libertés et Territoires Group, has the floor.
ParlaMint-FR_2022-01-05-O1110.u234	This law and the words spoken cause fractures between the French. It is necessary to get in the head that the French are afraid – some of the covid, some of the vaccination – and it is certainly not by stigmatizing them that we will agree: on the contrary, we would put them against each other. However, this is not the role of the President of the Republic, who must bring all the French together, for he is the president of all the French. For my part, I do not make a law to bother anyone, but to protect, to take care of my fellow citizens and, if some do not think like me, like my group or like this assembly, they do not have to receive insults or to be treated as irresponsible. First, a number of people who are not vaccinated cannot be vaccinated for medical reasons. Secondly, some people who have made the choice not to be so have the right to make this choice because, as far as I know, there is no obligation and you said there would be no obligation. This choice does not make them irresponsible who no longer have rights, who are no longer citizens. This is particularly shocking and I would like, Mr Prime Minister, to make it clear that the non-vaccinated are still citizens. It's about 5 million French people: it's not nothing! [[Long protests on the benches of the LaREM group]] [[Same movements]] What is the purpose of this law? The problem is, in the end, the lack of effectiveness of vaccination, which does not prevent contamination or the circulation of the virus. Yes! If that were the case, we wouldn't be discussing it! The demands we have made since the beginning of this crisis to accompany vaccination with other measures have often remained dead letter. [[Applause on the benches of the LT group, as well as on several benches of the LR and SOC groups]] People have been talking about populism, but it is precisely the fact of using the term "fuck" and telling French people that they are no longer citizens, but irresponsible, which amounts to pouring into populism, and that is what I am trying to avoid most of the time. I therefore ask the Prime Minister to tell us, first of all, that we are not here to bother the French; Secondly, that the non-vaccinated are indeed citizens; Third, that he will truly reassure them and go and get them. It is certainly not a matter of acting with authority. We are speaking to citizens, not children!
ParlaMint-FR_2022-01-05-O1110.u235	Mrs Mathilde Panot, president of the La France group, has the floor.
ParlaMint-FR_2022-01-05-O1110.u236	[["No! » on the benches of the LaREM group]] Mr Prime Minister, we were waiting for you yesterday, which might have prevented you, not from encountering obstruction, since this text is the subject of only 750 amendments, of which only 97 of our group, but to open a parliamentary crisis by your own responsibility.
ParlaMint-FR_2022-01-05-O1110.u237	There's no crisis!
ParlaMint-FR_2022-01-05-O1110.u238	Since you are here now, apologize for the unworthy remarks made by the President of the Republic in such a serious situation that you always take advantage of! Yesterday, when we thought we were discussing a text containing health measures – which we find bad, but no matter what – we understood that it was in fact a desire of the President of the Republic to piss off a part of the French. We understood that with this medical or vaccine pass, you were creating not – what we were denouncing, like the Defender of Rights – two categories of citizens, one part of the population by controlling another, but a class of citizens: the vaccinated, all the others – the non-vaccinated, those who do not have a complete vaccination scheme – being in a situation of deprivation of citizenship. [[Applause on the benches of the FI and IDU-I groups. "Mr. Nicolas Dupont-Aignan also applauds. – Protests on the benches of the LaREM group]] Apologise for the unworthy words of the President of the Republic. Apologise because during this quinquennium, you have already described the French as nothing, lazy, and refractory Gauls, you said that they cost a crazy money, that they only have to cross the street to find a job, that they are illiterate or that they have to find a job to buy a suit, and I pass it.
ParlaMint-FR_2022-01-05-O1110.u239	It's a long florileg!
ParlaMint-FR_2022-01-05-O1110.u240	[[Exclaims on the banks of the LaREM Group]] Prime Minister, it is easy for the President of the Republic, irresponsible by nature under the Fifth Republic, to insult the French from his silver tower of the Elysée where one cannot come to pick him up,...
ParlaMint-FR_2022-01-05-O1110.u241	"Let them come and pick me up! "He said!
ParlaMint-FR_2022-01-05-O1110.u242	... but now that you are here, that you yourself called yesterday, during the question-and-answer session to the Government, to return to serenity in the debate, and that Emmanuel Macron said that appeasement should always take precedence over confrontation, excuse yourself, because you are aggravating a very serious crisis in our country. I thought the President of the Republic had understood that he had to stop hurting people, but apparently that was not the case. [[Applause on the benches of the FI group. – Nicolas Dupont-Aignan also applauds]] What is serious, in the moment we are living, is that you are creating an absolutely unhealthy atmosphere in the country...
ParlaMint-FR_2022-01-05-O1110.u243	You can talk!
ParlaMint-FR_2022-01-05-O1110.u244	... because the non-vaccinated have become the official suppliers of counterfires to mask your own amateurism in the management of the health crisis. It is not only the non-vaccinated that you fuck, but the entire French people, when you remove beds in the public hospital, when you remove 7900 teaching posts, when you remove air purifiers or when you refuse FFP2 masks to teachers and officials working in schools, the lifting of patents – which will prolong the epidemic –, the society of turnover and free testing. Prime Minister, you play a dangerous game when you decredivisivize all oppositions by classifying them into obscurantist categories,...
ParlaMint-FR_2022-01-05-O1110.u245	No need for us!
ParlaMint-FR_2022-01-05-O1110.u246	...as well as those who want to treat the French. You're not the spokesman for the vaccine! It is dangerous – and you are making the health crisis worse – to make people believe that those who are vaccinated adhere to macroism: that's not how it happens! What we need in a health crisis is the unity of the French people. [["Ah! » on the benches of the LaREM group]] [[Applause on the benches of the FI group. – Nicolas Dupont-Aignan also applauds]] Prime Minister, we are waiting to receive your apology and to know the objectives of this law, which are not the ones you have said. In conclusion, I should like to add that I am vaccinated and I expect that, in ninety-five days, this President of the Republic will stop bothering the French.
ParlaMint-FR_2022-01-05-O1110.u247	Mr Pierre Dharréville, chairman of the Group of the Democratic and Republican Left, has the floor.
ParlaMint-FR_2022-01-05-O1110.u248	Prime Minister, what is the agenda, what are the objectives of your law, your strategy, your policy? Is it protection, care and health, or rather a desire – if not a whim – that the President of the Republic has confessed, or even claimed: "wrong" people, designate a part of the population to vindiction, manufacture excluded citizens, people who would be banished from the Republic, from society. That's not why we're here. That's why we're here. That's why we're here. That's why we're here. That's why we're here. In a way, while these words are shocking, contemptuous, and even unworthy of the President of the Republic, they nevertheless put words on what we see, what we denounce in this strategy, what is disturbing to us, what is not right for us. These words force you to clearly assume these objectives or to change direction. [[Applause on the benches of the GDR group]] According to us, you take things backwards. You do not answer the crucial questions of defining a comprehensive strategy, seeking and convincing the French, managing the ongoing and worsening crisis of the public hospital, lifting patents and sharing vaccines, and combating medical desertification. Your choice is that of division and fracturing, where you should calm down and unite. What effects can you really expect from your measurements? Many caregivers are concerned about the repeated use of the vaccine and health issues, which serve public health and all the work some of them are trying to do in the field. You considered that the examination of the text before Parliament was a formality by which we had to pass. For our part, we are here to deliberate. We have spoken quietly and repeatedly about our disagreement, and we have made proposals. We are saddened by the turn of this debate, which clives and crystallises for reasons that we dare not imagine. [[Applause on the benches of the GDR group and on a few benches of the SOC group]] Perhaps there will be excuses for some injuring remarks, but it is not only grossness and contempt that we are concerned about: it is the sense of public action and the vision of society that underlies them, this authoritarian exercise of power whose bravades are a manifestation, this permanent infantilization, which produces damage. You shouldn't lock yourself in this demanding posture. The gravity of the situation, which we agree, calls for humility, movement and the constant search for the best solutions. Now, you give the feeling of twisting reality and giving simplistic explanations, even if you lower the level of vigilance to clear your responsibilities. At the end of the day, you do not create the necessary conditions to convince, forgetting the effects of your policy. It is the whole country that needs to be cared for, and indeed the whole of humanity. We are concerned about the political state of the country. True, you have to take care of it. [[Applause on the benches of the GDR group, as well as on a few benches of the SOC and FI groups]] Prime Minister, do you accept these remarks and, failing that, the objective they describe? What do you say about your goals and what are you prepared to hear about our concerns?
ParlaMint-FR_2022-01-05-O1110.u249	The Prime Minister has the floor.
ParlaMint-FR_2022-01-05-O1110.u250	I came this afternoon before the national representation solemnly reiterate to you, if I may, in the very difficult circumstances that our country is going through,...
ParlaMint-FR_2022-01-05-O1110.u251	Until then, I'm fine.
ParlaMint-FR_2022-01-05-O1110.u252	[[Smile on the benches of the LR group]] ... the importance of the text, which, in the context of your sovereign choices and your political positions, is your responsibility to debate and, I insist, to do so in a timely manner, taking into account the situation in our country – what am I saying? Europe and the world – faced with a new wave of pandemics that weary our fellow citizens, exhaust our caregivers and, as you know, have harmful consequences of all kinds. [["And who failed! » on the benches of the LR group]] [[Applause on the benches of the LaREM and Dem groups]] Ladies and gentlemen, I have come to tell you once again that the text before you today is in line with the continuity and coherence of the public action which has been submitted to you for a long time to combat this pandemic and which has enabled us to deal with it with, in comparison with many other foreign nations, some efficiency.
ParlaMint-FR_2022-01-05-O1110.u253	If it had been effective...
ParlaMint-FR_2022-01-05-O1110.u254	[[Protests on the benches of the FI group]] Should I remind the national representative of the importance of vaccination? I hear this music again and again that vaccination would not be effective, on the grounds that it would not prevent the virus, including its omicron variant, and would not protect against serious forms,...
ParlaMint-FR_2022-01-05-O1110.u255	We didn't say that!
ParlaMint-FR_2022-01-05-O1110.u256	... when, you all know, deep down, it's the essential subject...
ParlaMint-FR_2022-01-05-O1110.u257	Cartoon!
ParlaMint-FR_2022-01-05-O1110.u258	[[Applause on the benches of the LaREM and Dem groups]] ...and that's not even a discussion. Vaccination is and remains our essential weapon, and we must forcefully promote it. Where's the consistency? By pragmatism, you had – we had – started last summer by introducing the health pass, in order to encourage as many of our fellow citizens as possible to immunize themselves. At that time, remember, there was, to put it simply, vaccination or free testing. In the next step, by consistency, the pass remained and the test,...
ParlaMint-FR_2022-01-05-O1110.u259	Been paid!
ParlaMint-FR_2022-01-05-O1110.u260	... except in special circumstances...
ParlaMint-FR_2022-01-05-O1110.u261	And the carers got plastic bags!
ParlaMint-FR_2022-01-05-O1110.u262	... – and they are numerous in times of pandemic –, has become paying. With this text, we are taking an additional step,...
ParlaMint-FR_2022-01-05-O1110.u263	And the E.R.'s got paid.
ParlaMint-FR_2022-01-05-O1110.u264	... passing, as you know, from the sanitary pass to the vaccination pass. Yes, ladies and gentlemen, we must promote vaccination. Now, you who are listening to our fellow citizens, you see around you that there is a difficulty with those who refuse to be vaccinated. [[Protests on the benches of the LR and FI groups]] Of course! You can say that without insulting anyone. This is the reality that the President of the Republic wanted to recall. Like me, you go to hospitals; Do I need to remind you what caregivers tell us?
ParlaMint-FR_2022-01-05-O1110.u265	Prime Minister, calm down!
ParlaMint-FR_2022-01-05-O1110.u266	If you've come to yell at us, it's not gonna be okay!
ParlaMint-FR_2022-01-05-O1110.u267	We have the collective will to continue along this path. Do I have to recall here the method we have adopted to prepare this text...
ParlaMint-FR_2022-01-05-O1110.u268	That was the goal!
ParlaMint-FR_2022-01-05-O1110.u269	[[Applause on a few benches of the LaREM group. – Protests on the benches of the GDR and FI groups]] [[Applause on a few benches of the LaREM group. – Protests on the benches of the GDR and FI groups]] ...which, don't pretend to ignore it, didn't change anything? I have, as I always do, conducted a whole series of consultations, including with the parliamentary groups, and the text that has come here is the result of this consultation. You may recall, for example, that there had been discussions about the possible introduction of a health pass in the company. We have taken into account the difficulties that this poses and integrated, in the final text submitted to you, the results of the consultation,...
ParlaMint-FR_2022-01-05-O1110.u270	Answer the questions!
ParlaMint-FR_2022-01-05-O1110.u271	... including consultation with the social partners.
ParlaMint-FR_2022-01-05-O1110.u272	With the MEDEF!
