ParlaMint-NO_2017-10-11.ana.ud219e20	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2017-10-11.ana.ud219e530	I'm from Rogaland Oil County, and I'm born and raised at Tananger in the municipality of Sola, one of the birthplaces of the Norwegian oil adventure. I went to school about what a real estate agent would call a stone's throw away some of the country's largest headquarters and oil bases. Once you've grown up somewhere and in a municipality there 85 pst. of all jobs related to the oil and gas industry, and seeing what it does with a small community, I have to say that it has been both frustrating and surprising to follow the debate that has taken place on this industry in the election campaign. Norwegian oil and gas finance current research into renewable energy sources, as well as schools, hospitals, justice, defence, care for the elderly and everything else we nordics have in common. We're also going to bet on other profitable industries, and we're going to help everyone who wants to create jobs, but we're not going to get a green shift with a red bottom line. However, through the election campaign, there has been no lack of expensive election vows from parties who want to end the oil adventure. These lots have an explanation problem when they want to cut Norway’s main source of income without having a viable alternative. They need our policies to afford their own. The value added per person employed in the oil industry is as much as seven million. kr per year. The average of all other industries is NOK 830000. No matter how creative you do it, the result is clear. Norway is becoming a poorer country with less well-being and less prosperity without the oil industry. The oil and gas will not last forever, but Norway should be the very last country to turn off the lights as long as there is a demand. In its assessment of the Norwegian energy policy, the International Energy Agency writes: ‘Norway should continue its policy of developing oil and gas resources, both because the oil and gas sectors mean much economically, they are produced with relatively low emissions and they are important for Europe’s security of supply.’ Even in the 2-degree scenario, 70 million barrels of oil are needed every day. Where is this oil going to come from? If investment goes down in OECD countries, such as Norway, much more of the oil of the future will come from Russia, Saudi Arabia and Africa, and they have much higher emissions. This is the question of whether Norway or these countries are going to participate in this appreciation. Me and the Progress Party are clear on what we mean. The Johan Sverdrup field will be Norway's next gold mine. It can produce economically with an oil price of less than $20 the barrel and with only 5 pst. emissions compared to the oil industry globally. Then the entire debate will be with respect to reporting completely meaningless from a climate perspective. The debate on whether we are still going to have oil industry in Norway is going to be completely meaningless. The United Kingdom is the country in Europe that has cut emissions the most. They have done so because they have replaced polluting coal power with Norwegian gas. Closing the Norwegian pedestal as long as it is there and before it is empty for oil and gas will increase emissions and make Norway poorer. It's like tearing apart a Flax block when you've just scraped to the first prize.
ParlaMint-NO_2017-10-11.ana.ud219e542	It's been 16 years since Norwegian school got its aha experience. In 2001, international comparisons showed that Norwegian students had weak basic skills. It was the start of a spin-off in school. Against some protests, the Right National Tests introduced, admission requirements for teacher training, clear learning objectives and a clear prioritisation of basic skills. Our conviction then – and our conviction now – is that there is knowledge in the school that gives the students the tools they need to succeed for the rest of their lives. Other parties have spent a lot of time discussing what students should do in school leave. We've done a lot to make sure that students learn more at school. It's very tempting to spend more resources on everything, but the Right should be uncompromising about prioritizing the content of the school. The most important thing has been the great effort on good teachers with professional weight. The government's teacher's vow will give – and it will give – results already. But we know, unfortunately, that still is a six-year-old boy who starts school, because depending on which school he goes to, which municipality he gets into, which sex he has, and not least how many books his parents have in the bookshelf. Too many students get hung up early in school. The result is that they fall from higher education and that social differences are reproduced. The right in Oslo School has shown that we can succeed in raising all students, regardless of the background, if we work specifically and start early. And now we're warning a big and new systematic bet on early efforts. We will train several thousand initial experts in intensive training for students who need extra help on the small step. We are going to reform special education and bet on language work in kindergarten. Good results do not come of their own. It is essential to have a consistent school policy over time. You have to create a culture for learning and prioritize what makes the students learn the most. And there's a difference between parties in this hall. It's e.g. Concerned when Arbeiderparti-steered municipalities such as Oslo remove mandatory screening tests, eliminate the requirement to prioritize basic skills and remove mandatory language mapping in kindergarten. Politicians who are not really able to prioritize knowledge when it counts risk creating a discrepancy school where coincidences determine what opportunities children have for the rest of their lives. For yes, some children come to the school bench with larger and heavier baggage from home than others, but a good knowledge school ability to lift the heavy bags from their shoulders and give them opportunities. Let there be no doubt: the right should be the guarantor of such a school.
ParlaMint-NO_2017-10-11.ana.ud219e563	On Monday's throne, the government described a Norway where our well-being is largely built through the attitudes of its citizens, or as the king said: "It is because of our attitudes, the trust we have in each other." This is difficult to disagree with – on the contrary. The question is, how have we achieved this confidence, and why are both it and our attitudes so special to the Nordic countries, especially to Norway? These attitudes exist in the form of culture. Culture is built over a long, long time, but is demolished incredibly quickly. Here I am at the point of my post. The legacy after four years with the Right Party and the Advance Party in government is that they are tearing down that trust and the attitudes they themselves boast of. That's what the government does by promoting a policy that reverses decisions that have been made in the past, and I'm going to give two examples that I think will destroy Norwegian working life as we've known it, if they work together over time. The introduction of more temporary work, combined with the removal of collective redress rights, will increase the uncertainty of workers and will also reduce both productivity and innovation in industry. Extensive use of manning agencies will accelerate this development. We have many work immigrants in Norway, and I have met many of them in my previous work in LO and in the campaign in Rogaland. There are great people and skilled workers that we need in the future, but many of them are pressured by unprofessional employers, and they are refused to organise themselves, with only an understaffed labour inspectorate to intervene. Many of those who have been unemployed during the recent crisis in the South of the West are now being brought back to the same employer, but with a much more loose relationship with the company from which they came. This is a development that leads to a situation in which serious employers are out of competition. We have seen this in particular in the construction industry, but we are also contacted by employees in companies in the oil and gas industry and other industries. I find no willingness on the part of the government to address this, and the Labour Party has proposed many measures in this area – which have been consistently voted down by the government parties. We have changed the parliamentary situation in the Grand Duchy, where a majority wants safe, permanent jobs and a good working life. Hopefully that will make our proposals effective, for the benefit of both the country and the population. The Labour Party will have security of work and safety for work – for Norway can do better.
ParlaMint-NO_2017-10-11.ana.ud219e581	The next speaker is Svein Roald Hansen.
ParlaMint-NO_2017-10-11.ana.ud219e586	I have to wait, President.
ParlaMint-NO_2017-10-11.ana.ud219e592	Svein Roald Hansen must wait. Then your next speaker is Freddy André Supreme Court.
ParlaMint-NO_2017-10-11.ana.ud219e597	Many children and young people are exposed to care failure, abuse and violence. These are among the most vulnerable children in our society, and they are totally dependent on our help. They depend on adults around them who see them, and on a professional offer with skilled and competent educators and professionals. The children must meet with an offer of stability, predictability, professionalism and security. For many, child protection is the help they need. In child protection, many skilled firemen work first and sacrifice a lot. But what framework do we set for that work as elected representatives? Recently it has been revealed that millions of kroner are flowing out of Norwegian child protection and are going to build wealth for a few, instead of using the money as a whole to provide safety for the children. The total purchases from the country and municipality of child protection services in 2016 amounted to a total of 2.9 billion. kr. That's an increase of 24 pst. from 2013. Half of the 20 companies with the highest income last year are owned by five large groups with a total turnover of 3,2 billion. kr. It has been found that four of the groups are controlled by foreign investment and buying-in funds. Commercial actors have taken over an increasingly large part of the service through the child protection tendering regime. It is a paradox that commercial companies are taking a growing place in vulnerable children's lives: children with life situations that require tailoring. There is a fundamental difference between services purchased as a private individual and welfare services. A child who is subject to failure of follow-up due to a lack of or lack of competent staff does not achieve the same effect of complaining about the service that can be done in other parts of his life. Child protection is not suitable for market resolution in line with hotel operations. The inclusive principle of the welfare state differs from the exclusive principle of the market. That is why I am promoting a number of proposals for a representative to ensure the protection of children. The bidding regime needs to change so that quality, competence and staffing always go first, where ideal actors get a strengthened position at the expense of commercial ones, and we need to change the law, so that the community's money as a whole is going to improve the supply of children and not to private enrichment. I hope that more people join our proposal and choose care before placing on the market.
ParlaMint-NO_2017-10-11.ana.ud219e614	Some children and young people in Norway are not doing well. We shall no longer escape this building than any stone throw until we are in Greenland, an area in Oslo where recent analyses show that 60 pst. children grow up in poverty. Children living there have school results that are among the weakest in Oslo. Throughout the summer and autumn, newspapers have told stories about violence and threats in some secondary schools in Oslo. Violence in some schools is about exclusion and social differences. These are challenges that also apply elsewhere in the country. We need a clear strategy to ensure that children and young people succeed in school and qualify for work. If you join the labour market, you will usually be able to support yourself and your family and avoid poverty. Having a job and having your own income is therefore essential for you to be able to live the life you want. Therefore, the Oslo City Council has introduced free core time in kindergarten, free activity school and employed more teachers at the lower age schools. That's how we get a greater chance to follow up the school that's struggling. We qualify the students for their own future. Everyone should have the same opportunity to live different lives, no matter where in the country you live. The place we live on is important to all of us. It means something to what kind of neighborhood we grow up in, that we feel safe where we live. Recent research suggests that growing up in an area with many neighbourhoods with poor living conditions can reduce life expectancy. So exposed neighbourhoods can contribute to the reproduction of social inequality. The Labour Party believes that, together with the early-action measures that I have already mentioned, we must have an additional effort as an area-lift in vulnerable neighbourhoods. We have contributed to this both in the Groruddalen and Oslo south. In the election campaign, the government councils of Oslo South, obviously to show that they are taking the city's challenges seriously. But that's tomorrow. Then we'll see if it was just nice words, or if the government is now showing power in the neighborhood that needs it.
ParlaMint-NO_2017-10-11.ana.ud219e627	The most important thing for Norway must be the policy. Norway should be a country with small differences and great opportunities for all. It's important because it's fair, and it's solidarity. Every person who lives in our country should be able to be who they want, do what they want, and become what they want. There is a lot that is good in Norway, but we also have a lot to deal with. We live in a country where the most common cause of death among young boys is suicide. We live in a country where twice as many women as men are hot when they express their opinions and participate in the social debate. We live in a country where children and young people with immigrant parents do not feel Norwegian enough for Norway, nor do they feel at home in their parents' immigrant communities. We live in a country where too many young people are neither in work nor in education. Norway is not at its best when people are discriminated against for who they are. Norway is not at its best when people fall outside. In June last year, the government presented an action plan for lesbians, gays, biphiles, trans-persons and inter-gendering. It is a pity that the government has made a small obligating plan with weak instruments, little willingness to implement and little money. Norway can do better. Norway is not at its best when people are threatened, hoarded and frightened from expressing their opinions and participating in the social debate, where young women participating in the social debate are exposed to serious threats and people with a migrant background are raised. Unfortunately, the government has no willingness to do anything about it. It cannot be that people dare not express their opinions or participate in the social debate because they are afraid, afraid of what happens if they participate in democracy. It can't be like that in Norway. Norway is at its best when it is a country with small differences and great opportunities. Norway does not improve when differences increase, when trust between people is weakened, or when distance increases. That's why the Labour Party will continue to do what we've been doing for 130 years over the next four years. We're going to make the differences smaller and the trust larger. This is how we create Norway at its best – a country where everyone is involved.
ParlaMint-NO_2017-10-11.ana.ud219e640	It is good to know that Norway is perceived as a safe and good country to live in. A total of 94 pst. of the population feels that their vicinity is safe to travel to. Over 80 pst. has a very or quite high level of trust in the police. Several key targets for police service production have shown positive developments in recent years, and this is happening at the same time as the sector is undergoing a very extensive process of conversion. As former spokespersons, I have been able to follow closely the work of the near-police reform in the West Police District. Based on my experience, I have only a positive say about that work so far: good and effective follow-up, close dialogue and a sincere desire to create the close police that is agreed upon by Stortinget. There is a mutual understanding and respect for one’s dependence on close cooperation between municipalities and the police to address key societal challenges in the future. One is far from the goal of the reform, but I look with optimism at the further work. As an example of how important this cross-cutting cooperation is, I will draw up a case from my own home country. The municipalities and health services in Sogn and Fjordane have been able to establish a joint attack facility where both power in close relations and SO matters is taken care of. The establishment has resulted in a significant increase in the number of cases, not least the number of cases reported to the police. The theme is still taboo, and the darkness valley is unfortunately big. Therefore, this increment must be considered positive. Human beings in very vulnerable and critical situations have turned around. The security provided by a professional and professional healthcare professional in close cooperation with the police and the judiciary makes the threshold for making contact lower. No one should have to fear their closest. Powers and tricks from close family members are a huge burden on that debt, and on society. Powered in close relationships is a social problem, it's not a private matter. Everyone in such a situation shall have the right to be confident that this is something on which the public is competent and serious. To solve demanding societal challenges, each department is required to be good in its field and always have the ability to work across and see health. The policy of the right takes up that idea, and it makes me sure that people will also in the future experience Norway as a careful, safe and good country to live in.
ParlaMint-NO_2017-10-11.ana.ud219e657	For the Right, district policy is about creating the best possible basis for growth and value creation across the country, to facilitate communities with creativity and growth potential. Is there one thing we know, is that our society is changing continuously, whether we politicians like the changes or not. Contradicting changes does not lead to our society remaining the way it is today. This only means that our ability to adapt to the changes is reduced – not to say our ability to exploit them to the positive. In many debates this autumn, it has been possible to get the impression that the most district friendly one can do in Norway is not wanting to change anything. I strongly disagree with that. Unlike the Central Party, I do not think it is that modernisation and development are urban policies, while standstill is district policy. No, I believe on the contrary that the ability and willingness to convert are the prerequisites for success in district policy. It's good district policy when we replace rentals for an empty canopy office with operational police out there among people. It's good district policy when we tie town and country together by investing more in road and rail than someone has done before us. It is good district policy when we take the side of local democracy in most cases where there is opposition to local plans. Yes, it is good district policy when we build stronger district municipalities with professional environments in which it is attractive to apply for a job and which provide better services to the inhabitants. Developments in recent years have shown the success of district policy under bourgeois rule. The availability is low in all districts. In Hedmark, Oppland, Nord-Trøndelag, Nordland and Troms, it has not been lower since the financial crisis in 2008. The income development of the farmers has been strengthened, and fewer farms are being set aside than the last centurion put in government. Police response time has increased, and the percentage of information has increased. The profitability of business is better. Travel life has had record growth three years in a row. 2016 was the best year in forestry since 1989. District policy is not about questioning yesterday's solutions and structures; it's about seeing the opportunities. The main challenge for districts is large distances. That is why we are putting time into action in the field of transport. It means new opportunities in District Norway when the distances between people are reduced and goods and services arrive more quickly at their destination. It means new opportunities when we cut taxes and costs for small and medium-sized enterprises. I believe that this is a much more offensive policy — and indeed a much better district policy — than to oppose all changes.
ParlaMint-NO_2017-10-11.ana.ud219e672	We are elected by the people to rule the country for the next four years. The people have given us a vote of confidence so that this House will secure a still good and inclusive democracy, which will facilitate the creation and development of values that will give our generation and future generations a society that is good to live and grow up in. Our democracy is built on the elected levels of municipality, state and greatness, and it is important that these three levels play well together. This depends on trust between the three levels. In the last period, this trust has been tested. With a motivation that everything should become as much better with large municipalities and counties, the municipal minister and the government set up work to gather the municipalities as little as possible and the county municipalities to about ten. The centre party is not against mergers, but we are against coercion, especially when the goal is – and the purpose of the merger has been – so inexhaustible and varied as the arguments have been changed in the course of time. Now, the Centre Party has proposed to abolish coercion, where municipalities and states do not want the construction they are imposed on. In my county, Uppland, there were no municipal conspiracies, nor in Hedmark County. This is a lot because people said no in referendums, and the local government followed this. This is democracy. The people have spoken, and one who is elected to the people is the servant of the people, and listens to the people. I have to agree with the representative Gahr Støre, who yesterday called the regional reform a 'power plant'. It is difficult to see that a country far larger than Denmark in terms of area should do so much better than today's Hedmark and Uppland. Thirty million. kr has been paid to the two counties to cover the costs of aggregation. This is 10 million. kr more than municipalities within the wolf's son were given to accept the decisions of the government and the majority of the wolves in the last year. Throwing zillion pieces to the people to accept being translated, tried and run over is not a good way to drive a democracy. In any case, this is not the Central Party's way of doing it. The centre party has faith in the whole country, so we want to build up the elected levels with respect for the fact that it is in municipalities and state one knows best how to work for its inhabitants. It is based on these clear wishes that one must accept more tasks and more responsibilities, but when the state will not give up more than that the dictator will be allowed to do through people, this becomes a meaningless and untrustworthy reform.
ParlaMint-NO_2017-10-11.ana.ud219e685	Many have debated how we lay the foundation for a sustainable welfare society in the next four years, but what really makes a state sustainable? We have to leave the ladder to those who come after us. In order to ensure a welfare state for our children and grandchildren who are in better condition, we need to bet on the welfare state, not build it down. We need to bet on the quality of kindergarten, with enough adults with the right skills. Early work starts in kindergarten, in the health centre and in pregnancy. We need more teachers in school. When the children get a good start, they have a bigger basis for succeeding later in life. If you succeed in school, the chance of success in the workplace is great. What is perhaps the least sustainable in today's society is the great drop-out in Norwegian school. One in four does not complete secondary education. The figures are disastrous; for the professions, the numbers are even darker. In the future, the space for action will be smaller. A more moderate use of oil money is essential for a sustainable welfare country. We need innovation in the public sector that benefits the next generation. Ran of people's savings pension is not innovation, private enrichment in child protection is not innovation – Norway can do better. Now we have to spend the community's money on the services that equip us for the future. We need to invest in school and health to strengthen the welfare state. Unfortunately, the government has voted in favour of the Workers' Party's proposal for physical activity in school, a single school meal, knowledge of mental health in school and a school health service where nurses are always available. Investment in our kids yields better returns than tax credits to those who have the most already. A sustainable welfare state is about leaving the ladder to those who come after us. The right-wing parliamentary leader draws an artificial distinction between those living in the state budget and those delivering to the income side of the state budget. Is it true that the children of public kindergartens live on the state budget, while the owners of private kindergartens with a million-dollar dividend are suppliers to the budget? Is it to invest in the future of children a cost, while large transfers right from the government budget to the owners' bank account are to be regarded as income? It would have been useful if the Right could pick up the calculator and figure out what's most sustainable.
ParlaMint-NO_2017-10-11.ana.ud219e702	Change is often unpopular. This has shown, not least, the political debate on the changes in the police. Right then, it's important to remember why we're doing what we're doing now. On 22 July 2011, there were major weaknesses and major failures in Police and Preparedness Norway. The traffickers that looked pretty this day, and the subsequent Gjørv Commission showed us that the Norwegian police did not have the test, and that we were not well enough prepared for such an event. Helicopter readiness, boating, what operational crews should do, and not least major problems with management culture and responsibilities powdering. The Norwegian police and Norway were not well enough prepared to be able to take care of the citizens’ safety at the time, and not to make changes in Police Norway was therefore not an alternative. This is a perspective which, unfortunately, is often forgotten when we are today taking the debate on the changes that have been made to lift the police and lift operational preparedness. This work started through the Police Analysis, which the previous government ordered, but which this government has largely implemented. Our most important job as elected managers is to ensure the safety of the inhabitants. We've been experiencing terrorist attacks in many of the European cities that we're used to seeing as our own homes in the last few years. Terror has gone from being something that happened far away from us, to knock at our own door. We therefore need to ensure that the police, security services and other relevant agencies have the resources they need to be able to prevent adverse events, but also to safeguard people’s security if anything happens. This is also about the armed forces. It may seem from several of the opponents of general weaponry that the police are supposed to carry weapons because it looks cool, but that's not what this is all about. This is about enabling the police to protect the citizens if anything happens. We are living in a threat situation where PST says that terrorist attacks in Norway are likely. We live in a situation where some of our neighbouring countries have experienced terrorist attacks in recent times. We have also seen attempts at terrorism in Norway. Then it is a cross of thought that even at the country's largest hub, Oslo airport Gardermoen, the Stortinget has not allowed the police to carry weapons in case anything should happen, despite the fact that airports have been terrorist targets in several European countries. Closing your eyes because the world around us has changed is a dangerous way to go. The government has done a lot in the field to increase preparedness: three new police helicopters have been ordered, the PST and other agencies have been strengthened, 63 police cars are being rolled out this fall, and we have seen that half of those who are graduated from the Police College this year have already got a job. The police reform is now beginning to produce results. Today, we are better placed to safeguard the security of the Norwegian people than we were a few years ago. But this is a continuous job, and it's far from above.
ParlaMint-NO_2017-10-11.ana.ud219e717	‘We are privileged to grow up, work, have children and grow old in Norway’, said His Majesty in the Common Era. We should never forget this. ‘Eight years with a civil government will change Norwegian society in a number of areas’, wrote Madssen in LO-Actuelt immediately after the elections. He also wrote: ‘The Community and regional reform and police reform will continue. The taxes on wealth are further reduced. It will continue to be a general access to temporary employment.’;» Yes, changes will be made, and the election results showed that my people's reforms and changes are still necessary. The government has taken responsibility and started these necessary reforms – changes: yes, but a cold society: no. Right will take care of Norway as the world's best country to live in. We value the individual, and we have faith that each and every one of us can create his own, happy life if one gets the opportunity to do so. One of our top priorities in the government has been to improve the care of drug users. We have increased treatment capacity, waiting time has fallen, and we have made it possible for addicts themselves to choose where they want treatment. But we're not in any way in goal, we're forced to think new, and we need to do more to help, not punish. For this reason, we in the Right believe that criminal law should change at this point. In the Right we also value being different, and we want to fight against outreach. We have faith in a strong, but limited state that actually gives room for lack and that sets limits on what is policy. The public will never be able to replace, and should never replace, the personal and social responsibility that we all have as fellow humans. Being different isn't negative, it's positive, and many people are healthy. In the Right, we also value work, both to smooth out differences and to be able to pay for well-being. We understand that the necessary conversion costs and that good intentions must also be financed. Norway needs a state that facilitates a modern, changing business, that gives our country a competitive advantage, and that guarantees sustainable well-being.
ParlaMint-NO_2017-10-11.ana.ud219e739	I am incredibly proud that the voters have given renewed confidence to the Advancement Party and the non-socialist parties. With that, I want to say a thousand thanks to all those at home who used our fantastic vote. The voters were very clear that they did not want 15 billion. kr in tax increase, they would not have a reintroduction of e.g. the inheritance fee. This means that the voters are satisfied that we run the country in a safe and sound manner. The Progress Party and the Right with cooperation parties have delivered in a number of areas, including: we can point out that we have just removed the inheritance tax. The fact that we have reduced the curtailment for pensioners has meant a lot to them. Not least, we have reduced health cows, precisely because we have thought new, we have opened up free user choice, and not least we have also released private operators – and competition believes the Progress Party is healthy. I am also very proud that we have a government that recognises Norway's main industry, namely oil and gas. I know that, I'm from Hordaland and know how many jobs and well-being crowns are created in this industry. So I think it's incredibly fun that we have ministers who are so clear about the importance of this industry – that it will play an important role in the future as well. Of course, in my home country, we greatly appreciate the fact that we have a Minister of Transport who has delivered on E39, which is incredibly important to a coastal man like myself and many others – the fact that we have transport projects that facilitate a good social economy, but also that we can create values in the district, that people can get to and from a simple way. Last, but not least, I have to say that I am looking forward to the role of big business representative and getting the opportunity to be an ombudswoman, not least for all those kids and young people out there who need a voice on the thing.
ParlaMint-NO_2017-10-11.ana.ud219e753	Along the entire Norwegian coast we find the same story: the sea provides people with food and work. From fjord to table, there's an unbreakable bond. In North Norway, we have always lived by the sea, which for generations has given us great values – and that gives us great values. Yes, there's even a lot of money in your pocket for the kids who cut cod tongues. At restaurants and in the many homes around the world, 37 million meals are eaten every day with Norwegian seafood. Think about it: every day, all over the world. The income from seafood is what will very much give us well-being in the future. If the fisheries policy is to have legitimacy, it must also have people along the coast as heirs. The coast did not warm up as this government, which is now weaker than ever, wanted to remove the obligation of the trawls. They became what we in Northern Norwegian call 'lightings'. The coast resisted, put its foot down, the government had to draw the matter. For the fish belong to the community and shall create workplaces along the coast and lights in the houses. We have to think people and society first, strengthen the bond between sea and land – don't break it. We need to think about ring-effects and workplaces, young people who cut heavy, adults who fillet, salts, cargoes and unloading – policies to use more of the fish, policies to use more of the species of the sea. The cod was our first large export product. Still seafood is it. There is a line from Viking trade in Europe to Polar Algae in Hammerfest, which uses seaweed for animal feed, cosmetics and medicine. A few weeks ago, I was a jury member in a cooking contest in Tromsø. The theme was future food, and the ingredients were rooster biscuits and sugar pliers. Rouchs are used today as cleansing fish against salmonids, for those who cheated. In the Sea Book Morten Ströksnes writes that getting a bite is “the feeling that almost anything can come up from the depths”. It's not safe for us to eat rogues in the future, but we need research and innovation, new ideas and ideas. We need a marine value creation program. We need to use our knowledge and history to fish for new sustainable opportunities in the sea, but also to ensure that it benefits the coastal community. For the fish to return as much as possible to the communities, the starting point must be that we own the fish together.
ParlaMint-NO_2017-10-11.ana.ud219e772	In my post yesterday, I described why climate change worries me. Another development that has made me worried — after observing Norwegian administration over time, after countless journeys around the country — is the development, breakdown and degradation of nature. It's just this that has led to the disappearance of about half of the world's animal populations in 40 years. The picture is the same in Norway. Around one-fifth of all species evaluated are now listed in red here. In the languages of the throne, it was beautiful: ‘The government will ensure that the society we deliver to our children is in even better condition than what we acquired from our parents.’ Does this not also apply to nature? Short-term land disposals cause people's activities to feed into Norwegian nature at a frightening pace. It's the liberal extender of the sitting government that's behind this. They have taken dangerous action in their four-year period. Very quickly, they transferred the plan department from the then Ministry of the Environment, and thus the handling of objections, to the Ministry of Local Affairs, and a valid circular was sent from the Minister of the Environment to, among others. the county to raise fewer objections at different levels. In popular language it means fewer concerns, warnings or references to breaches of laws and regulations. This was also one of the Prime Minister's mantras at the government change in 2013. It is becoming more and more open to development, while the scientific assessments come in second or last series. I have seen many examples of what this has led to, not least in my state, in Buskerud. I'm going to promise more government councils to come back to that. But the list of government's wretched nature conservation is long. They have stopped the plans for national parks in the north and several of the last watercourses are regulated. Yes, the Energy Communication even opened up the possibility of concession treatment of protected watercourses in special cases. The size has determined that 10 pst. the forest shall be protected. That's good. It will take an incredibly long time with the government's protection rate and a slow pace in the budgets. At the same time, the government has once again given the opportunity to subsidize forest roads into the few pockets of wilderness that we have left. These areas have been protected by themselves because of their inaccessibility. Now they're really going to take these as well. When the County Environmental Protection Expertise is cut and many municipalities have poor natural expertise, nature will become the loser. I'm adding: it's a planned and wanted policy from the sitting government.
ParlaMint-NO_2017-10-11.ana.ud219e792	In a line exchange yesterday, I was criticized for commenting on the speech of the throne in the persuasion debate. But since the criticism came from a right-wing representative, I intend to continue to comment and debate the speech of the throne in the debate. The government correctly points out in its throne that more people have to work because work is the ability of individuals to increase their income and wealth. But – and I think the government agrees – more people have to work for many more reasons than the individual getting better. We know that we have to keep employment up in order to carry state finances at a time when oil revenues are decreasing. We need to maintain employment in order to reduce the differences between peoples, so that we maintain the growth power of the economy and avoid unrest and polarization as in many other countries. In particular, my own age group, men under the age of 35, has a negative development in the labour market. More and more young men are standing without a job. The working party will propose a number of measures to increase the number of jobs during this large-scale period. Some measures will take a long time before they affect employment. We want 3,000 more teachers in school. The early effort that teachers are going to make will take a long time to repay in dollars and cents, but it's worth the money. Our children's prospects are the best investment we can make. We will also propose during this ageing period that practical skills be given more emphasis in primary school. Several will then experience mastery they sorely lack in today's theory-tongue school. The Workers' Party will also propose to strengthen the professions. We need better and more up-to-date equipment in schools, and professional teachers need to be involved. Not least there must be learning places at the other end, and there we have already moved on to submit suggestions. It is not to be excluded that exclusion and low employment, especially in young men, are also linked to the situation in the labour market. In Norway, we have a largely well-regulated and safe working life, although changes in the laws of the previous ageing period have taken us in the wrong direction. A safe working life is the bottom line of a high-employment economy. Combined with good trade union workers and an active industrial policy, we can do as our neighbouring country and increase the proportion of people working. The government's throne speech was free of politics, visions and instruments. The Labour Party is prepared to provide policy solutions for early action, better vocational training, more in work and smaller differences, and we will of course seek to make our policies more effective in the forthcoming ageing period.
ParlaMint-NO_2017-10-11.ana.ud219e811	I would like to add a few words to a support scheme that often creates a lot of debate, namely the cash support. The Cash Aid Act states that the purpose of the cash support is to contribute to: that families have more time to take care of their own children providing families with a genuine freedom of choice as regards the form of care for children; there is a greater similarity between the transfers received by each family for childcare from the State, regardless of how supervision is organised; We also see that professionals are increasingly being notified that they are concerned about the development of all one-year-olds starting in kindergarten as soon as possible. One-year-olds are different, and there is a great deal about development and association, in this period of young children's lives. It is therefore not that the same solution will be best for all children. For the Christian People's Party, it is therefore essential that each family be given freedom of choice to assess what is best for their one-year-olds and for the family as a whole. The cash support allows more than the best people to get some extra months at home with their one-year-old. For the Christian People's Party, it is important that freedom of choice for families with children applies to all families, and we fight for the best of all children, regardless of the size of the parent's savings account, or what is the parent's background and history. Therefore, the Christian People's Party was very critical of the government's proposal just before the summer to amend the Cash Support Act, so that five years of living requirements were introduced to receive cash support. This requirement was linked not only to the recipient but also to the other parent of the child if they live together. The Christian People's Party voted against this law and made an alternative proposal on compulsory language training for those who need it and who have shorter residence time than three years. This is linked to the fact that good language control is a crucial qualification for participation in Norwegian work. The Christian People's Party wants to strengthen this competence for those who need it, instead of depriving a group of young children's parents of freedom of choice and the possibility of assessing what is the best form of care for each year's age. Unfortunately, our proposal was defeated, and the government's legislative change was given a majority. The negative consequences of this for many families with young children are already noticed. In particular, we receive feedback that cash support applicants who have been members of the people's pension scheme throughout their lives experience very unfairly that with the government's new rules, they now do not receive cash support because they are married to someone who has a shorter residence than five years. That's why this is something that the Christian People's Party will take up here on Stortinget, because we're still going to use the opportunity to raise families and children's best in politics.
