ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u1	Member's promise
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u62	Thank you, Madam President. We will now continue with further entries to the draft agenda and the next envoy is Mr Roman Kubíček. Please, Mr. Ambassador, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u63	Thank you for the floor, Madam President. Dear Government, ladies and gentlemen, I will ask you to place a new point, which I will briefly justify. I have received several e-mails in recent days from citizens of the Czech Republic with complaints about the increase in the price of heat. We all know that there has been a significant increase in energy, gas and electricity prices, but the impact of the increase in heat prices has probably not been seen until January. I looked up some information that was publicly available, and I found that, for example, Brno raised the price for gigajoul by 25 percent, Děčín by 50 percent, but for example, Vamberk raised the price for gigajoul from CZK 645 to CZK 2,500, which means that the average household with consumption of 40 gigajouls out of 26,000 jumped to CZK 100,000 per year. [[13.40 hours]] It is true that some large cities, such as Liberec, České Budějovice, Plzeň, did not have such drastic increases in these prices due to the fact that they generate so-called cogeneration, meaning they produce electricity, and because of their prices they were able to compensate for the increase in the price of heat. However, the increase in individual energy and the cocktail that is being created are very difficult, very dangerous for citizens, and it would be very good to take some measures to make those people even able to pay this price of heat. I'm just pointing out that the biggest price increases have come from those heat plants that use gas for heating, which was once a recommended commodity. And I will draw attention, for example, to the town of Česká Třebová, Benešov and Hrádek nad Nisou, where the price of heat increased by 100 percent. I know that one of the components that are included in the heat price is so-called emission allowances, which have grown from EUR 5 per tonne of oxide to EUR 92 per tonne of oxide over two years and close to EUR 100, and there will be a need to start negotiations in Brussels on how these emission allowances should be traded only within issuers. I think this is enough for the introduction, and I just point out that this concerns 1,150,000 households, so I will allow myself to place a point in the growth of domestic heat prices and please include for the point that was the previous. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u64	That means, for all the reading points. Thank you, Mr. Ambassador. And now it is Mr Drahoslav Ryba's turn to prepare Mr Radek Vondráček. [[No one's going to the speaker's desk.]] Do we have Mr. Drahoslav Ryba here? He doesn't seem to be here. It is now Mr Radek Vondráček's turn - I do not see him here either. And now it is Mr Radek Vondráček's turn. I don't see him here either, and he even has two applications. Mr Martin Kolovratník then signed up for the motion for a programme. Yes, I see him here. So please, Mr. Ambassador, and the Member has two applications. Mr. Jaroslav Faltýnek will be ready. Please, Mr. Ambassador, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u65	Hello, good afternoon, colleagues. Thank you for giving me the floor, too. I, too, would like to begin my speech by saying what many of us here see as opposition Members, that the violent interruption of Tomio Okamura's speech and the subsequent introduction of this meeting to other moments, i.e. the negotiation of the programme, is indeed illegal and is intended to assess the entire meeting as being called unlawfully. However, if for some reason this were to turn out differently, which may happen - I cannot anticipate how the Constitutional Court will decide - I, too, would like to introduce two laws which I consider to be a priority here in a reasonable time frame. It is for the reason that I heard the debate yesterday, today, both here in plenary and in the public appearances of many of us in the media, that really those priorities and important things that we think should be discussed are a large number and are much more fundamental than that much discussed, neuralgic from all directions of the pandemic law. The first one I would like to talk about is my first application to the debate, so at this point in time, item 9, House Press 58. It is a government proposal that amends Act No. 111/1994 Coll., on Road Transport, as amended, and other related laws. It's from the logic of the matter, so I'm sure you won't accuse me of acting or asking the House to prioritize the transport law. It's my expertise here in the Chamber of Deputies. So we're talking about this print number 58, its exact name - it's a change not only to Act No. 13/1997, on roads, as they say, road law basic, which defines individual classes of roads, but it is also a change to Act No. 56/2001, on the conditions of operation of vehicles on roads, this is the issue of technical competence of vehicles, technical inspection stations, emission measurement and so on, and in this package is changed third law and it has no. 168/1999, on liability insurance for damage caused by the operation of the vehicle and amending certain related regulations. And now I'm going to explain why I want to ask the House for, say, a prioritization or prioritization of this law. At first glance, he seems relatively non-conflict, unproblematic, he is also described by the fact that it is actually in quotation marks only the implementation of the laws of the European Union, but here I want to say, colleagues, really seriously, it is a law where - I do not want to exaggerate - but to the word and to the letter it is about road safety, and therefore it is about human lives. And you all know how overloaded our transport network is, what intensity we experience on our roads today and daily, whether on motorways, on first-class roads or on city bypasses. And right here, this amendment to the law, press 58, wants to improve security, it wants to help make sure there are as few accidents on the roads as possible, don't give bůh even fatal accidents. He's on three topics. First, it increases, controls safety on selected roads - and now beware - already at the time of their design, construction and operation. Secondly - this is not so crucial, I recognise - it regulates the provision of a European electronic toll service, it is a topic mainly for freight transit truck transport that passes through the Czech Republic, and thirdly it improves the provision of information on the absence of payment of a time fee or toll in cross-border areas, i.e. in such moments as freight transport takes place at the borders of two states. And why I would like to move this law, even in agreement with Mr. Transport Minister Martin Kupka, somewhere in the time of this House earlier, at the end of my speech I will tell my opinion. It's a law that's standardized, not in the so-called '90s, but it would be open at first reading. So you need to explain quickly - and I'll be reasonable in that time span - the history. It follows the directive on infrastructure security, the transport infrastructure, the European directive from November 2009. At that time, the directive made a significant contribution to increasing road safety on the so-called trans-European road network. Surely you all know it, even you who do not deal with transport - it is those motorways, those so-called E-roads that pass transit through the Czech Republic, have a shortcut to the English TEN-T, the trans-European transport network, as the most important communication linking road transport of persons and goods throughout the European Union. At that time, not only the technical improvement of vehicle technical characteristics has been proposed in the directive precisely to reduce road accidents - we all know how technological progress goes quickly - but this is what the amendment of the law is talking about, and also the improvement of road safety properties in terms of infrastructure itself. It was designed there, and a set of tools is still being used to help achieve this goal here. It is, for example, an impartial and professional assessment of the safety of communications at the stage of their design, construction or operation, and it is also proposed and implemented to take corrective measures leading to the removal of identified problematic sites. It is called point defects - these are places that are extremely or extremely dangerous for users. All of this went well in 2009, and now it needs to be improved or expanded even more, to other types of communication. Even then, from the 2009 directive, we introduced into our Czech laws, into our national legal order, a directive foreseen by the so-called Institute of Infrastructure Safety Audit, already designing and construction, it is in four stages. The project documentation is designed and audited, then the design of the project documentation, then the execution of the construction for the test operation, and even the completion of the construction after the approval. [[13.50 hours]] Furthermore, the Law introduced the classification of sections of relevant roads in view of the increased number of fatal traffic accidents and can also classify them into different levels of hazard. In view of the latter classification, so-called mandatory inspections, i.e. mandatory inspections of problematic sections of roads, resulting in the adoption of corrective measures, follow-up. Audits, inspection of communications are carried out there, which are audited persons or persons, road safety auditors who are qualified for this as integrity and professionally qualified persons performing these activities impartially and professionally. And now the reason. Now I finally come to see why I see this law as very important, and I will be honest, for human health and our lives on the roads more important than the pandemic law. The European Commission, when evaluating the amendment or the material from 2009, after ten years, was in 2019, so clearly, clearly, by numbers, according to the accident statistics, it stated that the step was good, that it succeeded, that the infrastructure safety management procedures, as I described them within the trans-European road network, really helped to reduce fatal and serious injuries in the European Union. And now, at the same time, the Commission notes, as I say, that it was in 2019 that the assessment of the effects of the directive shows that those Member States which voluntarily apply the principles of safety management, as I have described - but beware, not only mandatory for the trans-European network, but also voluntarily for their national roads, i.e. classic ones, urban bypasses and the like - have achieved much better road safety as a whole than those which have not done so. I guess even common sense can understand that. So the European Commissioners have concluded that it is desirable that these principles should be extended here and applied to other parts of the roads in the European Union, not only those trans-European ones. And it's logical. Most of you are drivers, you are in operation, you know or know from the media that a large proportion of road accidents are on relatively smaller parts of the roads, on the contrary, but with a great intensity of traffic or with high speeds or with high speed variations. And that's where the amendment, the material that we have here and I'm fighting for, would want to focus on it - from a limited extension of the scope of the directive to highways and other main roads off the grid. If this enlargement succeeds, as the European Union really proposes - it is written directly in the material - it promises a significant improvement in the safety of road infrastructure of all roads in the European Union, so that I can simplify it and not just read it from the background. And like I said, it's pretty logical. Moreover, there is an opinion, an argument that the mandatory application of these procedures - but beware - of every road project in the out-of-town area, which is completed using European Union funds, should ensure that EU funds are not used to build dangerous roads. And it's a logical thing. You know it yourself from different types of European projects, such as my colleague Klára Dostálová could talk about it. It is said who gives money has the conditions under which it wants to put it, so here, too, the European Union simply says: We are able to finance other roads for you. Typical example, I have already mentioned the Minister of Transport, who has experience from regional road transport, twos, threes of roads, which are financed not by the OPD, from the Operational Programme Transport, but from the so-called IROP, from regional operational programmes, so it is through this amendment that the European Commission would like to ensure that we have the resources, but we really need to build those roads more securely. That's why it's important. And that's actually all there is to my argument to make it relevant. It is therefore a Union law that should be reflected in our Czech laws, as I said, primarily into the so-called 13th and the 56th so that we can have a very, very, very, very safer road network. I think this is a very important law for human health, as I have already said. At the same time, it is not conflicting - perhaps I can speak now, of course, not for SPD colleagues, but for us for the YES movement, that we do not see any controversial point in it - that is, it could have relatively broad support here in the Chamber of Deputies. But after all, we're just before the first reading. We see - and please don't take this the wrong way - how efficient or little effective the House is so far, so you can imagine that the second reading, committees and third reading will take some time. And I think that we can all agree here, regardless of the political jersey, that road safety is a clear priority for all of us, and that we will certainly do the best possible and maximum consensus for her. That's why I'd like to beg, it's like a 9th point in the first reading block so far, I think it should be pre-readed. It can be discussed in, say, 20, 25 minutes. I would therefore like to ask, Madam President, once again, that is paragraph 9, House press 58, and I propose that it be included the day after tomorrow, Wednesday morning at 9 a.m., as the first item of the sitting day. Thank you. [[Reactions in the O.R. that it's Wednesday.]] Sorry, Friday. Day after tomorrow, it's Wednesday, so the day after tomorrow, Friday. [[Reactions in the O.R. that there's a budget on Friday.]] That night was long, but that's the budget... I'm sorry. I cannot outrun the budget, so I take it back, and I would like this item to be included tomorrow, Thursday, February 17th, firmly as the first point. We're gonna have an emergency meeting there, so first item on Thursday's meeting day tomorrow. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u66	Yes, Mr. Ambassador, noted, thank you. You've got two applications, you've already loaded one. Will you continue with the second point? [[Yes.]] Okay, please.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u67	Because I do not want to delay, I want to be effective, I will use the time and thank you, Madam President. As far as my second point is concerned, I am also trying to be correct, and I am not leaving my area, so I am still sticking to the transport department. You'll see it in the list of the proposed program just a little bit further away. It's item number 14, House press 76, and that's a government bill that changes... [[The speaker is browsing in his materials.]] Now, I'm sorry, that night was really long. For the tape screen, now I have to correct myself, and for all of you who have certainly paid good attention, I must apologize, but, Madam President, also to you, because I have fabulised a little in the sense that I have correctly included or asked for a pre-position for tomorrow as the first point, I said paragraph 9, House press 58, but my argument that I have now presented was to the second point, to point 14, to the House press 76. I must apologize. After the night shift, you might have a human understanding that I exchanged my two points in the argument I had prepared. So, in order to get out of this correctly and with honor and not to go back to what I have already said unnecessarily, I would, Madam President, recapitulate it once more and promise, and I will really briefly then say the argument.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u68	Try. We have a deal to end at 2:00. [[I'm sorry to hear that.]] Well, if you speed it up. [[And I'll speed it up, I'll make it, I promise I'll make it.]] Yes, you can do that. So try designing those two points.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u69	I'll be right there. So Collo-Returner begs item number 9, print 58, to include tomorrow as the first item of the meeting day and item number 14, House press 76, as the second item right after him. I promise you, for both of them, it'll take more than 30 minutes and they can be discussed. That's my request to the program. [[14.00 hours]] And when I have one more minute, I'm really going to say a few words about the so-called hundred and eleventh, that's the press 58 that I switched, that's the road transport bill. And please, he is really very important to our Czech citizens, to the drivers of trucks and the companies of the so-called cabotage that drives through the Czech Republic transit through Europe. This material wants to improve their conditions, their pay conditions in their work. I think that even you as a coalition, and it's no irony, as you say, we're fighting for the people that we could stand up for the drivers here and allow this press to go through the first reading. Sorry about the switch. I made it. Thank you for your attention.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u70	Yes. Thank you, Mr. Ambassador, for your suggestions. We mít 13.59. If you agree... Mr. Faltýnek, please. And I'm sorry, it's 2:00, so if you hold, there'll be a budget committee. I think the state budget is very important to us. We will also give the Committee on Budgets an opportunity. I therefore adjourn the meeting of the Chamber of Deputies from 14:00 to 16:00 on account of the Committee on Budgets. It means we'll meet here at 2:00. [[Reactions in the O.R. that we'll meet at 4:00.]] Thank you, you're right, 4:00. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u71	Dear colleagues, it is 16 o'clock, we will continue our negotiations. We're still at the point. Agenda of the meeting, proposals for its addition or prioritization of individual points. There are a number of applications, but first I will read the apologies from today's meeting. On 16 February 2022, between 15 and 21 o'clock, Mr Pavel Svoboda apologizes for working reasons as well as 16. 2. 2022 between 16 and 23.59 apologies to Mr Růžička. That's an apology. And we can gradually move on to the next ones logged in to the draft agenda. Jaroslav Faltýnek - I do not see Mr Faltýnek as the next enrollment. Mr Lubomír Brož is another member of the agenda. Mr. Ambassador, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u72	Thank you. Mr President, Government, fellow Members. My press is more - you might say - such... or a proposal to modify the program such technical. I'm gonna load it, and then there's gonna be a really short justification. My proposal is to pre-schedule the press 122, it is a report on the economics of Czech Television, before the press 121, it is a report on the activities of Czech Television. Then it's the press...
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u73	May I, Mr. Ambassador, just the points of the meeting, not just the press, but the number of the point?
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u74	So it's point 100, print 122, before point 99, if that's it? [[President: Yes, that's enough, thank you.]] Then it's point 102 before point 101 and point 104 before point 103. The reasoning is very simple because we will discuss reports on the activities of Czech Television and the reports on the management and also according to the discussion on the committee will be rather a discussion - or may be - around the activity, and at the moment it is a follow-up point, there are some important information missing. For example, I will take this from the example of the 2018 report, when it is a turning point, it has to be dealt with by DVBT, some increased costs, and then, of course, it comes into action. Therefore, an understanding of those - one can say - of some economic aspects and context is important. So it's really just so simple that sooner we should get to know the economy, then the activity. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u75	I'm gonna ask you to make sure I got this right, because some colleagues here wanted to pick up or cancel their application. I'll just say it again, Mr. Ambassador. As the first proposal, you were to assign item number 100, print number 122, before point 99, which is print 121. The second proposal was to put point 104 before point 103. And did you have any other suggestions? [[Member of the Brož: A 102 before 101.]] 101, yes, thank you very much. That was Mr. Brož. Next to the draft agenda is Mrs Adámková. I don't see Mrs Adámková, next in line is Mrs Klára Dostálová. Please, madam.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u76	Mr President, ladies and gentlemen. Thank you so much for the floor. I would like to place point 51, House press 41, and I would like to place it firmly on Friday 18. 2. 2022 at 13 o'clock. This concerns the amendment of the trade law in the context of shared accommodation. It is basically a proposal of the Prague City representativeship, on which the Ministry of Regional Development worked very intensively. The aim of this proposal is to give municipalities the power to regulate shared accommodation in their territory according to their needs. Since God may be leaving us the pandemic situation, of course, tourism will start to develop again and large cities such as Prague, Brno, Kroměříž and so on have a problem with shared accommodation. So I believe that if we place this press, it can really help this year's tourist season. So much to justify the proposal, I don't want to be long. I would just very much like to comment on what has happened here in the Chamber of Deputies, because I must say that it has been a great disappointment for me that it has actually happened that the Chamber of Deputies has decreased to break the law. I am convinced that the House is to set an example for citizens, and that constitutional lawyers state in the media that the House has broken the law, so that is certainly not a good example. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u77	Thank you. I'm just gonna do it again. Madame, you proposed paragraph 51, press 41, to put it firmly on Friday 18. 2. 2022 at 1 p.m.? 13 o'clock, thank you very much. I would just like to point out to the other Members that he is speaking on the agenda of the meeting, not on the manner in which the meeting is being held, so please respect it. Another envoy is Mr Lubomír Wenzl - I do not see, he does not report. Another application for the agenda is Mr. Josef Kott. Mr. Ambassador, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u78	Thank you for the floor, Mr Vice-President. Madam Secretary, colleagues, colleagues, I would like to ask you to support the pre-routine of the government's drug bill, House Press 73, today as the second item. There's only one thing that leads me to this. The main objective of the proposal is adaptation to the management of the European Parliament and of the Council of 11 December 2018 on veterinary medicinal products and repealing Directive 2001/82, the European Directive, as well as Regulation (EC) No 1107/2009 of the European Parliament and of the Council on the production, placing on the market and use of medicated feedingstuffs amending Regulation (EC) No 1107/2009 of the European Parliament and of the Council concerning the placing on the market and use of medicated feedingstuffs. 183/205 and repealing Directive 90/167/EEC. The most important thing why I am loading this is that the declared objective of this Regulation is to reduce the administrative burden on the veterinary pharmaceutical industry, strengthen the internal market, increase the availability of veterinary medicines and preparations while ensuring the highest level of public health, including addressing antimicrobial resistance, animal health and environmental protection. Most importantly, the regulation has already entered into force 28. 1. 2022, so also for this reason I dare ask you to pre-schedule this point, because The Ministry of Agriculture, by not having this standard fully available, is basically clueless. Thank you for your support.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u79	Thank you. I'll do it again, too. You propose item number 12, number 73 - amendment to the Act on Medicinal Products - inclusion for today as the second point of our negotiations. Thank you very much. [[16.10 hours]] Another enrollment is Mr Patrik Nacher - he is not present. Next in the order of the agenda was Mr králíček. Ambassador, please.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u80	Mr President, colleagues, I will be quick, factual, constructive so that someone on social networks, such as Mr Výborný, does not then accuse me of building. Moreover, I would like to put forward government bills, because I think we should discuss them before we start discussing laws such as pandemics. And I would like to put points 20 here - a government bill amending Law No. 261/2020 Coll., which amends certain laws in connection with further electronization of the procedure of public authorities. It is the House press 130, first reading according to Section 90, namely as item 1. This is the DEPO that we approved in the last parliamentary term. There is a delay in the effectiveness of the rules on the certification of electronic filing systems on 1 July 2023. For us, the non-conflict press. I think we're gonna need five to ten minutes to approve him, and we're gonna avoid a lot of arbitration and other things. Furthermore, I would like to include point 2, point 21, House press 131, and it is a government bill amending Act No. 181/2014 Coll., on Cyber Security, which is the transposition of EU standards, non-conflict printing. In the last parliamentary term, it was the Parliamentary Press 1100. I think we're gonna need about ten minutes. So I'd like to ask you to assign these two points of government bills as point 1 and number 2. I would just like to conclude by saying, even if I break Mr President's regulation - I would like to join Mr Rakušan's call, because I agree with him. I'm just a little sorry he didn't have such strong words a year ago when the coffins were in front of Mr. Havlíček's house and Mr. Babiš's house. It is also a pity that no one has commented on inciting Mr. Okamura's poisoning. But it's probably a different point of view. Thank you for your attention.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u81	Thank you. Just to be safe, the first draft was item number 20, press number 130 as the first point of today's meeting, and the second point just tell me the number, it was print number 131, but the point? [[21.]] Point 21 as the second point of our meeting today.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u82	They're both short, and they're government proposals.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u83	Yes, thank you very much. [[Thank you.]] Another application by Patrik Nacher after he has not been present twice, so please, he can make his proposal.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u84	Ladies and gentlemen, good afternoon. I originally planned to make five proposals here, but finally I will give three points and I will give them a brief explanation. They have some kind of elemental logic. First of all, I would like to include a point called Political Culture, because you also have e-mails - what's been going on here for the last two days, by the way, what happened in the last hearing of the pandemic law. I'd just like to remind you that we wouldn't have the pandemic law here if the Senate hadn't rejected it by the voices of the coalition senators - so that it wouldn't be forgotten, but I think we'll remember that with him. This political culture certainly includes - the first point, the first point of the negotiations - the fact that the minority is not blackmailing the majority, but that the majority is not at the same time beating the minority. And when I looked here -- because everyone wonders how long these negotiations have been going on here, last time, the pandemic law 35 hours -- so when I looked -- maybe we discussed the construction law for 31.5 hours in the past period, but it took 306 days. What is it given by? This is due to the fact that the negotiating days ended at seven o'clock, nine at the most, that there was no rolling of the majority in relation to the minority - that we would just be here until we were here and until this was discussed. When you look at Dukovany, it's only been 14 hours, and it's been 400 days. That means that, like most of us, we respected the fact that you took a break or that someone was talking and that point was over, and then it wasn't artificially prolonged, that it would be midnight, nonstop one day, one night, two nights. Here we thanked the staff of the Chamber of Deputies several times - I would like to thank them, but they didn't have to do all this. EET - 27.5 hours. And you know how long it's been going on? 457 days, almost a year and a half, but the duration of the negotiations alone is shorter than we discussed the pandemic law. These numbers just have to come out here because it's about the approach that we're either going to be here until we fall asleep, or I'd say unconscious, and that most of them will punish the minority, or they'll actually follow some rules. I've given you some examples here, I don't want to delay. The record is an amendment to the Food Act. It was discussed 8.5 hours in total, but it took 678 days, that's two years. So if it were done this way, all of this is approved, as you can see, within one or two days. So I called it political culture. Let it be proof that our goal is to discuss these matters, the important ones, that we repeatedly propose that the budget be the first point. When we fail, there will be an extraordinary or proper meeting on Friday from nine, when there will be only two points, a budget schedule and a budget. So much for the first point. As a second point, I would like to place it, I would call it a debate or information on a violation of the Rules of Procedure, to discuss what happened last night, and what we wanted to say last night and suggest that yesterday be rebooted. It's already started because it would actually be the meeting if you wanted to put the Senate back there first, which is legitimate, it's always been on Tuesday, but there's a ten-day deadline. Ten days is not a term when there is a legislative emergency. But beware, the state of the legislative emergency under Section 99, I will quote: "In a state of legislative emergency, the House will assess whether the state of the legislative emergency persists before discussing the draft agenda. If it comes to the conclusion that the conditions for its publication have passed, the state of the legislative emergency shall be abolished.' If I took a more detailed description here, which you also relied on last time, we have to confirm at each meeting that there is a legislative emergency, and then we go according to it. That didn't happen yesterday. That didn't happen yesterday! As is the vote, as is the procedural vote. If you look at Section 60, the procedural proposal falls... a procedural proposal relating to the way in which certain items of the programme are discussed is also regarded as a factual remark, which implies that the procedural proposal must be sounded on the microphone. There's no way to put apps in there that it's the same as when it's the veto, as I've heard here, because the veto can present the chair, however much the club president always says it's the microphone. But that's a whole other thing, it's some kind of administrative thing, it's a veto, it's not an invitation to vote. And it's clearly written here that the procedural motion is considered a factual remark that we all normally claim here. So as much as point number two. As you can see, I'm not going to keep it going, I'm not reading anything here, but it seems to me that these are important things that would be good for us to clear up here and make it clear on the outside what happened yesterday. [[16.20 hours]] As the last point, allow me to assign print 41 - you always want the serial number, right? - so that's point 51, the amendment to the Trade Act, that's the proposal of the capital city of Prague, as a third point. Let me just remind you that we've already approved this proposal here once, then he's been interrupted by this meeting, and he's somewhere in the back, in the background. You, in particular Members for Prague, especially for the coalition that reigns in Prague - STAN, Pirates, TOP 09, KDU-ČSL - supported this. I thank you for that, because they are your colleagues who have approved it at the Prague City Council, and in particular, he is a pirate mayor who wants to deal with this, which is why it seems strange to me that then colleagues from the Pirate Party, although not so many, are unable to agree with each other, and in the end it is said that it is not so well written. And I'm just saying or reminding you that I'm in opposition in Prague and it's a proposal prepared by the board, the council approved it unanimously, so my colleagues, the mayor, the club chairman, or the local development minister, Ivan Bartoš, could arrange it and not make all the jokes that we're discussing something, then we'll bring it here, Hana Kordová Marvanová comes here as councillor, we'll interrupt it for nothing. The meeting ended anyway, you remember, Friday, we didn't even discuss it, but we're not really gonna help those people downtown in Prague. I'm here to remind you that there are elections in the fall, and I'm looking forward to it when we're some people who don't want to support it - and I understand that some of them are consistent, like colleagues from the ODS, I respect that - how you'll explain it on the street afterwards: we'd like to accept it, change it, we'd like to help you, but you know, we need to do it conceptually, we need to agree on it across and so on. And that's been known to these people for three or four years. So we've already approved this press once, assigned it, it's there, it's interrupted. It would be fair to deal with it, even by rejecting it, but it's a fair thing these people are waiting for. Even rejection, not fast enough, is better for them than we're going to stretch this place out again with the promise that the Ministry of Regional Development - which, by the way, was also involved here - would come up with something brilliant. And it's gonna be six months again, and it's not gonna work out again. So I'm asking you to point this out - see, it's not a obstructive proposal, nor am I obstructively responding here. Just the fact that you have to defend yourself like this seems completely bizarre to me. I could read the reason message here and what it means to people. I'm not gonna do it, the guys who know it know it, the guys who don't know it, the guys who don't know it, the guys who don't know it, the guys who don't know it, the guys who don't know it, the guys who don't know it, the guys who don't know it, they don't really burn it. I'm just gonna ask you to be fair. Let's put it there, let's discuss it, let's reject it, but it'll be fair to the people we owe this to, with respect, that outside of Prague, the MPs don't care so much. Let me just remind you that in the last parliamentary term, thanks to the coalition-position agreement, we have pushed through some things that were also just about Prague. Remind the currency exchange, remind the taxi driver, remind the car wrecks. These are all things that relate especially to Prague or the big cities, but somehow we agreed. So it has to do with the first point of the political culture. Let's set up a new political culture and include something that was just technically interrupted by STAN's chairman, who wanted to discuss a correspondence choice that we didn't even start, and let's negotiate. Thank you for your attention and thank you for your support. So that would be the third point of the negotiations after the two I said, or after some other points in case the two points fail. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u85	Yes, thank you. I'm just going to check with that third proposal - it was to put point 51, print 41 as the third point of our negotiations. [[Ambassador Nacher agrees.]] Thank you. I'll read the apologies. President Radim Fiala apologizes for today's meeting between 16 and 21 o'clock for health reasons, today between 16 and midnight due to illness, between 16 and 19 o'clock for working reasons Mr Wenzl and between 21 and 9 o'clock until the end of the day due to illness, Mr Vondrák and finally between 16 and 17 o'clock Mr Hendrych without giving any reason. Well, that was an apology. Next on the agenda is Mr Marek Novák. Mr Marek Novák is not present, so I will ask another member of the agenda, Mr Ondřej Babka. He's giving up his application, or two. Another candidate for the draft agenda is Mr Karel Rais.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u86	Hello. Madam Secretary - a moment ago it was here - Mr President, I have a request or a request to add a new item to the agenda of the meeting, which would have been called the Financing of the Education Department. Why the Department of Education? Well, because I think we're all advertising here that it's a strategic issue and that it needs to be cared for, on the other hand, in the government's programming statement, I found a single specific number, and that was 130 percent addition to pay growth to so-called teaching staff, which really means high school teachers and elementary school teachers, and non-teachers, janitors, cooks, and I don't know who everything, administration, anything at all. A completely separate issue in the labour field then remains a traditional topic, which is often mentioned here by the representation of universities, and these are the wages of academic workers, because when it comes to adding, the government thinks regional and secondary education and universities are neglected, and I would therefore point out what is in Chapter 333, when it says that there are a number of higher education workers who are basically on this - given the impossibility of obtaining some external projects - they are financially beaten, so they are better off in secondary schools. But I don't want to go into detail, that's related... here I could still talk about the quality of universities, which is obviously related to changes in the laws that we should make, and we should discuss quite a lot, and not just the committees, but also here in the House. I mean the law on universities, then the so-called 100th, or the law on science and research, the school law, and so on. I just wanted to say briefly that I see the need to discuss the financing of the Education Department, and I would like to put this item on the agenda for this meeting. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u87	Sorry, let's just recap. You propose to include a new item called Funding the Department of Education. Just tell me when you can do it again.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u88	As far as I can tell.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u89	You have to always tell me what point of the day.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u90	Well, since there's an overpressure now, I'd rather vote for that week - I mean on Tuesday, March 1st, I have a feeling.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u91	On Tuesday, March 1st, the first point?
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u92	Maybe the first point, thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u93	Thank you, that was Mr. Rais. Mr Vondráček is now registered. I'm guessing two applications will connect the show to one. Please, Mr. Ambassador.
