Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e22	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e723	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.GKV	Kvassheim, Gunnar	M	1953	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e732	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e740	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e743	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e764	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e769	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e776	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e783	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e788	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e795	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e802	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e809	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e812	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.EIS	Steensnæs, Einar	M	1942	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e820	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e829	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.EIS	Steensnæs, Einar	M	1942	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e834	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e841	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e853	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e860	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.GKV	Kvassheim, Gunnar	M	1953	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e867	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e874	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e877	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.EIS	Steensnæs, Einar	M	1942	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e894	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e897	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e903	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e908	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e923	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e926	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e933	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e938	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e945	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e952	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.GKV	Kvassheim, Gunnar	M	1953	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e961	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e972	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e975	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e995	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e998	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1005	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1010	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1017	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1024	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1027	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1032	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1035	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1056	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1059	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1067	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1072	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.EIS	Steensnæs, Einar	M	1942	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1077	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1084	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1087	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1092	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1099	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1102	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1107	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1112	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.GKV	Kvassheim, Gunnar	M	1953	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1135	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1139	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.KMB	Bondevik, Kjell Magne	M	1947	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e1159	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
