ParlaMint-NL_2018-11-06-tweedekamer-25.u1	At the request of a number of Members, I propose that the following motions be renewed: 21501-32-1114; 34952-21; 34952-20; 34762-18; 34348-74; 34298-9; 33529-395; 33529-364; 31936-343, 31239-266; 3475-XIII-145; 33037-264; 32336-77; 32336-76; 32336-75; 30175-303; 34775-XIII-109; 32793-303; 34952-22. I propose to add to the agenda: the VAO Treatative retention of EU proposals Security Union, with Mr Van Nispen as the first speaker on behalf of the SP; the VAO Rule, with Mr Wörsdörfer as the first speaker on behalf of the VVD.
ParlaMint-NL_2018-11-06-tweedekamer-25.u208	Yeah, for supporting a letter. Because there is no majority in favour of holding a separate debate. But we do involve this in the debates that are now on the list. Thank you. I propose that the stenogram of this part of the meeting be transferred to the cabinet. Mrs Ouwehand on behalf of the Animal Party.
ParlaMint-NL_2018-11-06-tweedekamer-25.u209	Thank you, Mr President. This weekend there was a truck of pigs tilting on the A50. That is actually the only moment in the life of pigs that they come into contact with grass, but this raised quite a number of questions about the decision to care for the animals. How is emergency slaughter handled? What kind of care is there? I wanted to request a debate on this. I'm not. My proposal is to involve it in the already planned plenary debate on animal welfare in livestock farming, including the barn fires. But I would very much like the Minister to send a letter to the Chamber before we have that debate in which she discusses what happens to animals when such a situation occurs and what are the protocols for animal care and decision-making on emergency slaughter.
ParlaMint-NL_2018-11-06-tweedekamer-25.u210	Oh, so you actually just want a letter.
ParlaMint-NL_2018-11-06-tweedekamer-25.u211	I would like a letter to be included in the already planned plenary debate. Let me take a look at you, because I have withdrawn two thirty-member debates. So what are we going to do with the speaking time? I am not asking for a debate now, but a letter that we can include in that debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u212	It does say here that you would request a debate, because for a letter to the scheme... Anyway, I suggest that we transfer stenogram of this part of the meeting to the cabinet.
ParlaMint-NL_2018-11-06-tweedekamer-25.u213	Mr President, may I make one comment?
ParlaMint-NL_2018-11-06-tweedekamer-25.u214	Yes, Mrs. Lodders.
ParlaMint-NL_2018-11-06-tweedekamer-25.u215	Of course, I support the letter, but I actually think that this could have belonged to the Committee on Agriculture's procedural meeting. If we're gonna do all these things at the scheme, we're gonna be here tomorrow.
ParlaMint-NL_2018-11-06-tweedekamer-25.u216	Mrs Lodders has a point, but I know that this debate is at the top of the list, so it will be held for the same time next week. And then we'll have to get a letter from the minister soon enough.
ParlaMint-NL_2018-11-06-tweedekamer-25.u217	No, Mrs Ouwehand, you know very well that it is not.
ParlaMint-NL_2018-11-06-tweedekamer-25.u218	That it's not coming next week? I'd like that.
ParlaMint-NL_2018-11-06-tweedekamer-25.u219	No, it just says that you would request a debate, but you are actually asking for a letter. So Mrs Lodder's procedural remark is correct. You've acknowledged that, too. Thank you.
ParlaMint-NL_2018-11-06-tweedekamer-25.u220	Thank you.
ParlaMint-NL_2018-11-06-tweedekamer-25.u221	I propose that the stenogram of this part of the meeting be transferred to the cabinet. This is a bad example. I say this in case others think "I'll come with a request next time." That's not gonna happen. Mr Wassenberg on behalf of the Animal Party
ParlaMint-NL_2018-11-06-tweedekamer-25.u222	Mr. Chairman. Good example does follow well!
ParlaMint-NL_2018-11-06-tweedekamer-25.u223	No.
ParlaMint-NL_2018-11-06-tweedekamer-25.u224	Mr. Chairman. Three years ago, the Secretary of State of EZ announced that the Netherlands would be leading the world on experimental animal-free innovations in 2025. That ambition has now weakened from frontrunner to forerunner and 2025 is no longer a hard deadline. I read all this in the report of the meeting of the National Advisory Committee on Animal Health on 18 May. I find it incomprehensible and insufferable that an important endeavour, introduced at the time with a lot of tamtam, should be stripped with one stroke of pens. But more importantly, the Chamber was not informed by the Minister.
ParlaMint-NL_2018-11-06-tweedekamer-25.u225	So you want a debate?
ParlaMint-NL_2018-11-06-tweedekamer-25.u226	Yes, I would like to have a debate with the ministers of LNV and OCW. And before that debate, I would like a letter in which the government responds to the weakening of the ambitions of the Netherlands in this area.
ParlaMint-NL_2018-11-06-tweedekamer-25.u227	Madam President, we also discussed this during an AO. And recently we discussed it in the budget. This is also a new point that comes with it. But it can be dealt with more quickly in general consultation. In that, Mr. Wassenberg may be the first speaker. But we need to discuss this in committee. He will also receive all the support for this from the PVV.
ParlaMint-NL_2018-11-06-tweedekamer-25.u228	So, not support for a separate debate, but discuss it in a general discussion. Mr. Weverling, you were just about to say something on behalf of the VVD.
ParlaMint-NL_2018-11-06-tweedekamer-25.u229	Certainly, Madam President. We're opting for an AO on this. And a letter is always good. No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u230	No support. Mr. Geurts.
ParlaMint-NL_2018-11-06-tweedekamer-25.u231	No support for a plenary debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u232	On behalf of Mr De Groot, I say no support, but I would like a letter.
ParlaMint-NL_2018-11-06-tweedekamer-25.u233	Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u234	Mr President, my group would like a letter.
ParlaMint-NL_2018-11-06-tweedekamer-25.u235	Yeah, a letter, and treat it in an AO.
ParlaMint-NL_2018-11-06-tweedekamer-25.u236	Mr President, no support for a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u237	Mr. Wassenberg, you have no support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u238	No. There'll be a letter. I will try to get an AO through the procedural meeting, but we are, of course, talking about the plenary agenda. I regret that there will not be a plenary debate on this, but when it comes to an AO, it would also be nice if both directors were there. But I'll take care of that on the committee.
ParlaMint-NL_2018-11-06-tweedekamer-25.u239	That's the way it's supposed to be. I propose that the stenogram of this part of the meeting be transferred to the cabinet. Mr Laçin, on behalf of the SP.
ParlaMint-NL_2018-11-06-tweedekamer-25.u240	Mr. Chairman. Last Thursday I stood here because the judge ruled that Ryanair should not close the base in Eindhoven. However, Ryanair has continued the closure, which means that employees are now dismissed and in uncertainty. It is really high time we had a debate in the Chamber about those people who have been fired, but above all about how we will prevent this in the future. The Minister of IenW makes all kinds of statements in Europe.
ParlaMint-NL_2018-11-06-tweedekamer-25.u241	No, Mr. Laçin. Thank you.
ParlaMint-NL_2018-11-06-tweedekamer-25.u242	But in the Netherlands, she doesn't do much. Hence the request for my 30-member debate to be converted into a majority debate. We need to talk about this very quickly.
ParlaMint-NL_2018-11-06-tweedekamer-25.u243	You're very angry.
ParlaMint-NL_2018-11-06-tweedekamer-25.u244	No, that's not so bad.
ParlaMint-NL_2018-11-06-tweedekamer-25.u245	Oh, it's not that bad.
ParlaMint-NL_2018-11-06-tweedekamer-25.u246	I don't think you've seen me angry.
ParlaMint-NL_2018-11-06-tweedekamer-25.u247	Really? Actually, I don't want to go through that either.
ParlaMint-NL_2018-11-06-tweedekamer-25.u248	Oh, thank God.
ParlaMint-NL_2018-11-06-tweedekamer-25.u249	Mrs. Van Brenk.
ParlaMint-NL_2018-11-06-tweedekamer-25.u250	Mr. Chairman. We read the worrying reports about people who now suddenly have to leave all kinds of other countries to do their job. We would like a letter from the Minister. How does she look at this and how does she interpret the judge's ruling? And we support the SP's request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u251	Mr President, this is really very serious. Ryanair really breaks down all the rules we know in the Netherlands. I support the debate and I would also like Minister Koolmees of Social Affairs to be there.
ParlaMint-NL_2018-11-06-tweedekamer-25.u252	You support the debate. Mr Geurts on behalf of the CDA.
ParlaMint-NL_2018-11-06-tweedekamer-25.u253	Thank you, Mr. Chairman. There will soon be a round table, I have heard from my fellow spokesperson. At the risk of Mr Laçin getting angry now, my group does not support this request for a plenary debate at the moment.
ParlaMint-NL_2018-11-06-tweedekamer-25.u254	I agree with that. There's gonna be a round table soon. Besides, it's partly under the judge. There have been judgments, there is still a possibility of appeal and that kind of thing. So you have to be careful with that. I understand that Mr Laçin would like to deal with this. I think the round table is going to give us more insight. Then we can take action. I support the request for a letter, not that for a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u255	Mr President, I only have one word for this. I don't need many sentences. Support!
ParlaMint-NL_2018-11-06-tweedekamer-25.u256	But it was a long run. Well, good. Mr Van der Lee on behalf of GroenLinks.
ParlaMint-NL_2018-11-06-tweedekamer-25.u257	If a prize fighter goes so fast in the race to social soil, that has to be discussed. So I have every support for this request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u258	Mr President, it should be about those people who are now losing their jobs. That is what the debate should be about as far as I am concerned. That is why it is my request that this debate be organised in such a way that the Minister for Social Affairs will be the first to come to the Chamber for this, and that he should indicate in a letter how to proceed and what is the situation of all those people who are now out of jobs. That is what the debate should be about as far as I am concerned at the moment.
ParlaMint-NL_2018-11-06-tweedekamer-25.u259	So you support the request. Mr. Raemakers, you're on your own at the interrupting microphone now.
ParlaMint-NL_2018-11-06-tweedekamer-25.u260	Yes. We want to wait for the letter and the round table first. Now no support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u261	Yes.
ParlaMint-NL_2018-11-06-tweedekamer-25.u262	Mr President, the letter is already being prepared by Minister Koolmees. This was requested during the previous scheme. So that letter's coming. Furthermore, it is partly true that this is under the court, because FNV has appealed. I very much agree with the PVV, but above all we should also have the debate on how to prevent this.
ParlaMint-NL_2018-11-06-tweedekamer-25.u263	Yet you have no support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u264	That is what we make laws and regulations for. So constantly quote the letter and the round table to not do it...
ParlaMint-NL_2018-11-06-tweedekamer-25.u265	No, no, no, you have no support. Thank you, Mr. Laçin. You have no support. I propose that the stenogram of this part of the meeting be transferred to the cabinet. Mrs Dik-Faber on behalf of the Christian Union.
ParlaMint-NL_2018-11-06-tweedekamer-25.u266	Thank you, Mr. Chairman. At present, industry and civil society are talking at climate tables about meeting our climate goals. They have also produced an interim report, the so-called broad lines of the climate agreement. Fortunately, the word "nuclear energy" does not occur. Now I was very surprised that the chairman of the Group of the European People's Party (Christian Democrats) and European Democrats made it clear that we do need nuclear energy in order to achieve the objectives. I would therefore like to request a debate, and in view of everything that remains to be said about nuclear energy.
ParlaMint-NL_2018-11-06-tweedekamer-25.u267	Mr Moorlag, on behalf of the... Were you first, Mrs. Agema? Apologies.
ParlaMint-NL_2018-11-06-tweedekamer-25.u268	Mrs Dik-Faber has been blocking debates over the last half hour and is proposing a debate on something that can simply be included in the budget this evening. So I suggest she does, Mr. Chairman.
ParlaMint-NL_2018-11-06-tweedekamer-25.u269	So no support. Mr Moorlag.
ParlaMint-NL_2018-11-06-tweedekamer-25.u270	Mr President, support. But I'm guessing it'll come up tonight. I do appreciate getting a letter from the Minister prior to the debate. 'Cause there's been some doubt...
ParlaMint-NL_2018-11-06-tweedekamer-25.u271	Before the debate? That's tonight at 5:30.
ParlaMint-NL_2018-11-06-tweedekamer-25.u272	Yes.
ParlaMint-NL_2018-11-06-tweedekamer-25.u273	Okay.
ParlaMint-NL_2018-11-06-tweedekamer-25.u274	There is sometimes some doubt as to whether decisions on government policy will be taken on Friday afternoons or Monday mornings. That is why I would like answers to three questions. One: is the construction of a nuclear power plant part of the ministry's deployment at the climate tables? Two: are there any government plans for the construction of a nuclear power plant? Three: are there any market players who have reported to the Ministry with plans to build a nuclear power plant in the Netherlands?
ParlaMint-NL_2018-11-06-tweedekamer-25.u275	Mr President, I think you know me.
ParlaMint-NL_2018-11-06-tweedekamer-25.u276	Yes...
ParlaMint-NL_2018-11-06-tweedekamer-25.u277	I welcome any debate in which the coalition wishes to express its disagreement.
ParlaMint-NL_2018-11-06-tweedekamer-25.u278	You're very supportive of that.
ParlaMint-NL_2018-11-06-tweedekamer-25.u279	Yeah, sure, so definitely this debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u280	Mr President, I fully agree with that. Support for the debate. The test balloon of the VVD should be punctured as soon as possible.
ParlaMint-NL_2018-11-06-tweedekamer-25.u281	Support for the Christian Union's request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u282	Mr President, support for the Christian Union's request. I think it would be good to have a substantive debate on how nuclear energy can contribute to a healthy energy mix.
ParlaMint-NL_2018-11-06-tweedekamer-25.u283	Mr. Chairman. Last week we talked a little bit about it in the middle of the night. I'm very curious if we're talking about thorium or uranium, but that's what we're going to talk about. So support for the debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u284	I would first like to wait for tonight's debate. Let's see first, because I think the VVD can give a lot of clarity about it. If that raises any further questions, I might be able to support the debate at a later date. But not now.
ParlaMint-NL_2018-11-06-tweedekamer-25.u285	So no support. Let's see, who was before? Mr Wassenberg.
ParlaMint-NL_2018-11-06-tweedekamer-25.u286	Mr. Chairman. Support to talk once about the totally uncontrollable cost of nuclear energy and the fact that no company dares to do so. It'll all be taxpayers' money. So let's just talk about it.
ParlaMint-NL_2018-11-06-tweedekamer-25.u287	Mr. Chairman. In response to opposition parties' requests for debate, the coalition parties usually respond with the remark: involve it in this debate or in that debate. This has really been discussed many times, or could have been discussed last week and tonight. Anyway, we are not like those coalition parties, so we support them wholeheartedly.
ParlaMint-NL_2018-11-06-tweedekamer-25.u288	Good. You simply have a majority, Mrs Dik-Faber. There is also a budget debate this evening where it can be discussed. If there is a separate majority debate, this issue can be raised. Otherwise it will be both tonight and there will be a debate on the agenda. I'll give you that. I propose that the stenogram of this part of the meeting be transferred to the cabinet. Mr Kuzu on behalf of DENK.
ParlaMint-NL_2018-11-06-tweedekamer-25.u289	Mr. Chairman. In France, six right-wing extremists planned an attack on Macron. Just before the As-Soennah mosque a banner of the Identitarian Resistance was hanged. There was an AIVD report last month on the threat of right-wing extremism. There's a report from the National Counter-Terrorism Coordinator on the threat of right-wing extremists. I often say that right-wing extremism is a danger. If it were okay...
ParlaMint-NL_2018-11-06-tweedekamer-25.u290	That is why you want a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u291	... on another form of violence we had already made 37 integrated plans of approach and 122 action plans.
ParlaMint-NL_2018-11-06-tweedekamer-25.u292	Mr. Kuzu... You want a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u293	Mr President, I know there is an AO Terrorism this week, but I think this point is so important that we should have a separate debate in the Chamber.
ParlaMint-NL_2018-11-06-tweedekamer-25.u294	I think it could very well be dealt with in the AO Terrorism, which is in two days' time. Then we're gonna talk about it very extensively. If things remain, we can undoubtedly have a separate debate, but we have that debate in two days' time...
ParlaMint-NL_2018-11-06-tweedekamer-25.u295	So no support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u296	...and it's good to do it all there.
ParlaMint-NL_2018-11-06-tweedekamer-25.u297	We agree with that: involve it in AO Terrorism on Thursday.
ParlaMint-NL_2018-11-06-tweedekamer-25.u298	So no support. Mr Markuszower on behalf of the PVV.
ParlaMint-NL_2018-11-06-tweedekamer-25.u299	No support for the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u300	It can be the fastest at the AO, so no support for this request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u301	Let us involve it in next Thursday's AO, but given that we also postponed a debate last week, I would like to give it to the Griffin to check whether perhaps an extension of the time before that AO would be on the agenda.
ParlaMint-NL_2018-11-06-tweedekamer-25.u302	Mr President, I understand Mr Kuzu's concerns, but let us involve him in the AO as soon as possible in two days' time.
ParlaMint-NL_2018-11-06-tweedekamer-25.u303	For those who do not know what an AO is, because that is quite normal for us: an AO is a general consultation in committee, so it is also a debate. Speaking time is discussed in committee, in my view by a majority. Mr Van Dam on behalf of the CDA.
ParlaMint-NL_2018-11-06-tweedekamer-25.u304	Thank you very much for this explanation. I do not support this request for a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u305	Mr. Kuzu, you have almost no support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u306	I see it, Madam President. It's where the Chamber puts its priorities. Too bad!
ParlaMint-NL_2018-11-06-tweedekamer-25.u307	I propose that the stenogram of the meeting be transferred to the cabinet. And I have heard your comment, but it is not intended to say anything about it. There are several reasons why something should or should not be supported. Then Mr Markuszower on behalf of the PVV.
ParlaMint-NL_2018-11-06-tweedekamer-25.u308	Thank you, Mr. Chairman. The minister sent a ticking time bomb on leave, a serial rapist with all the potential to strike again and even become a serial killer. The minister needs to fix his mistake and put this life-threatening, deranged killer behind bars for life. Therefore, please hold a debate to persuade the Minister to do so.
ParlaMint-NL_2018-11-06-tweedekamer-25.u309	Mr. Chairman. I do not want to support that request for debate now, but I do want to involve it in the general consultation on Tbs/prison, which I believe we have in December. I would like a letter from the Minister explaining how the leave system works and in which he also points out that I find it particularly interesting how signals are dealt with later after the decision on whether or not to grant leave have been taken from outside the institution. To reach the Public Prosecutor's Office.
ParlaMint-NL_2018-11-06-tweedekamer-25.u310	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u311	I also want to include it in the AO on TBs. Then we can also look at the guidance of people with tbs.
ParlaMint-NL_2018-11-06-tweedekamer-25.u312	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u313	No support, involvement in the AA.
ParlaMint-NL_2018-11-06-tweedekamer-25.u314	I also think it would be a good idea to include it in that AO, so now no support for a separate plenary debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u315	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u316	Mr. Markuszower, you have no support. I propose that the stenogram of this part of the meeting be transferred to the cabinet. It's okay with the interrupting microphone, Mr. Van Dijk. It's a VAO, I understand?
ParlaMint-NL_2018-11-06-tweedekamer-25.u317	Yes, Mr. Chairman. I'd like to make a preliminary announcement of a VAO about the Stint. We will have the second deadline and, in order to conclude the debate properly, I would ask that the VAO be scheduled as soon as possible. But that's up to you, of course.
ParlaMint-NL_2018-11-06-tweedekamer-25.u318	Thank you. This brings us to the end of this arrangement of work.
