ParlaMint-HR_2015-03-20-0.u96596	I swear.
ParlaMint-HR_2015-03-20-0.u104987	Thank you very much. Comrade Mateo, I would not discuss and replicate to you what you will accept the report. Well, that's the 2009-2012 report. It's been three years. Therefore, we have nothing, we accepted him for staying alive and we can discuss it. But what I wanted to replicate to you are trends, trends in protection, so the environment by taking care of waste etc. And here I see today in the debates no one mentions the trends of air pollution in Slavonski Brod, which I would assume from the ruling party and coalition that given the efforts made by the minister himself and former Minister Holly in connection with this problem and the problems of the international with BiH in connection with the refinery in the Bosnian Ship and the pollution resulting from the work of the Russian-owned refinery, therefore again we have no conclusion, we have no solution. We also spoke to the European Parliament, which I think you know. Our representatives, some in the European Parliament, have spoken a few sentences about it, and there is no solution. Furthermore, here in this report you do not mention that there are other elements of environmental pollution but also climate change, starting with so-called. hypothetical but somewhat proven consequences... in Kosovo and in Barajev, which exists with us, HAARP, I will then explain to you what it is, which can change the climate, can allow floods, it can be possible for 15 days to rain through low-frequency waves in the environment. [[The speaker doesn't understand.]] That's what we keep quiet about, we don't say anything. I guess we can't be from someone.
ParlaMint-HR_2015-03-20-0.u104988	Thank you very much. Damir Mateljan, reply to the replica.
ParlaMint-HR_2015-03-20-0.u104989	Thank you. Dear fellow Members, of course, I must agree with you on this area of Slavonski Brod, but you yourself know that this Parliament through the Environmental Protection Committee also had a thematic session on pollution related to Slavonski Brod, that we have reached conclusions that we have passed on to responsible ministries and the Government of the Republic of Croatia and that we have received some answers that tell us about the dynamics that the Government is trying to solve this problem for us. I hope, I am convinced that the government will, of course, try to solve this problem as soon as possible within the frameworks in which it can. Of course, in this regard, we are a member of the EU, which is our current status. As far as this second part of your replica is concerned, the Croatian environment is part of the European environment, and the European environment is part of the world environment and the whole eco system on our entire globe is so sensitive that, of course, these trends you've been talking about should be looked after. Thank you very much.
ParlaMint-HR_2015-03-20-0.u104990	Branko Vuksic, replica.
ParlaMint-HR_2015-03-20-0.u104991	I agree with your assessment of this report, which is actually a good study. You talked about how you should regain consciousness and this study will make all those who decide on the environment but should also raise awareness of all the citizens of the Republic of Croatia. I think that this area is too little in Croatia except when it comes to, as was the case with the City of Zagreb, about personal promotion of one or more people for taxpayers' money to advertise, to advertise the classification of waste that is not available in Zagreb. I live in the center of town and we're still throwing everything in one bucket, which is actually a sin, the mortal sin is that. So, to raise awareness of everything. And in order to raise awareness of all Croatian citizens, we need another strategy, we need to act as we say, and we do not act. And I'd still just take advantage of what you were saying at the beginning about renewable energy sources. It's too small, it's almost negligible, we need to work harder on it, no matter how much we warn those who think about profit that it's the most expensive energy. And compared to the context, I made a rough lapus instead of a trust, and I told the agency, and I apologize.
ParlaMint-HR_2015-03-20-0.u104992	Damir Mateljan, reply to the replica.
ParlaMint-HR_2015-03-20-0.u104993	Yeah, you're right. The sensitisation of citizens for the separate collection of waste, for the classification of waste, is generally the ecological sensitisation of citizens, in fact, the most important, fundamental thing. And the fact is, we did the least in it. But there is also a great obligation of the local self-government unit, above all, to make its segment, so that it makes its small unit of local self-government more ecologically clean, to make it more environmentally acceptable. It is therefore also on local self-government units, above all, to use EU funds that have just been opened to us to sensitise the population to effectively manage waste. Thank you very much.
ParlaMint-HR_2015-03-20-0.u104994	Branko Hrg, replica.
ParlaMint-HR_2015-03-20-0.u104995	Thank you very much, Madam Vice President. My dear colleague, you spoke of statistics on the reduction of the number of inhabitants in rural areas. What do you think that's gonna look like when this period is going to count from 2012 to here? But what I have reported to you for the replica is your enthusiasm and showing the activities of the Environmental Protection Fund for the restoration of family homes. Do you think now that according to this new model that Minister Zmajlovic invented where he totally kicked out local self-government from the programme, it would go much better? That it's going to develop in a better direction? One big mistake has been made in this part and practically local self-government has been thrown aside again, and we often mention local self-government, it is not allowed to participate actively, although a number of local self-government units have spent a considerable amount of this good programme over the past two years. And I would be very pleased if you, too, spoke on behalf of the SDP club, tried to influence the minister to amend his decision and to leave that possibility for units of local self-government to work together with the Environmental Protection Fund to work on the project, while still establishing an additional fund so that citizens whose units of local self-government will not participate in the project... could also report from these units of local self-government to the competition and use these funds of the Environmental Protection Fund. As for solars, electricity purchases, etc., you've been talking about these renewable energy sources, my God, I'm really interested in who got into the program and made a deal with HEP that he could sell solar power for the last two, three years.
ParlaMint-HR_2015-03-20-0.u104996	Thank you. Damir Mateljan, reply to the replica.
ParlaMint-HR_2015-03-20-0.u104997	Thank you. First, as far as the competition for the energy efficiency of family homes is concerned, this local self-government in the new model is not excluded, it can still be included in the county and cities and municipalities and the municipalities, I think it will, but let's, let's check it out, check it out after the competition and see if the project was willing after a year. Looking at the arguments, i.e. by looking at the settings of this programme and the 600 million kuna shared on households, I am convinced that it will be much more quality than it was before. I am not a euphoric colleague, nor am I too satisfied with the work of the fund, but I have long been involved in local politics and I know how to compare the work of the former fund and the current environmental fund, not that there are huge differences against the relationship with local self-government but also the work it deals with, but it is simply not comparable. As for solarians, how to make an agreement with HEP to sell electricity, very difficult but possible. Here's my community did it for a small solar system, though two kilowatts, but there's a possibility, so based on the new rule that you don't have to look for a network sale but that you can look for that dial that's actually turning back to you, and that's how you save your electricity and you're not selling it into a network. So there's that possibility in the rule book. Thank you very much.
ParlaMint-HR_2015-03-20-0.u104998	Mirela Holly replica.
ParlaMint-HR_2015-03-20-0.u104999	Dear fellow Mateljan, in your discussion you mentioned a plan for waste management and in a very commendable context, in this style here he is happening. So I would just like to mention that while I was still the Minister of Environmental Protection, which was far away in 2012 were the amendments and additions to the Waste Management Plan that were just about to allow for the very rapid implementation of the Waste Management Centre in order to meet our obligations under the European directives. Among other waste disposals Directives which came on the charge in 2013 and which we failed to respect and which is passed on to the share of BIO waste treatment and its participation in waste dumps that we should have reduced by 25% compared to the 1997 reference year. Also, you are very enthusiastic about financing documentation for waste management projects from the Environment Fund and in a positive context you are talking about, and I would like to ask you whether you are familiar with the content of the Fund Act and do you know what the Fund Act says about spending money from the Environment and Energy Efficiency Fund. In fact, what is now being done is in complete contrast to the provisions of the Fund Act because it clearly states that the funds that enter the fund must be spent on improving those parts by which they are actually entered into the fund. So there's no spending on how anyone likes it, and in this sense, the current management of money from the fund is no different than the management of the previous government.
ParlaMint-HR_2015-03-20-0.u105000	Damir Matteljan's reply to the replica.
ParlaMint-HR_2015-03-20-0.u105001	Thank you. The Environmental Protection Fund's work regulation therefore states that the Environmental Protection Fund can finance those projects relating to European funds, in particular that it is up to 100% documentation and that the Fund is practicing. Practically, I know, for example, that in Sisak-Moslavina County there is a large sector of construction, and I believe in another county. Practically, I know specifically in Sisak-Moslavina County refers to a large sector of construction, and I believe in the other counties of the Republic of Croatia. This is extremely important because this is precisely how local self-government units and other stakeholders who report on European funds projects actually help the fund in the area where they need the most help, because it is in the financial sub-capacitation of those funds that must be invested as their own resources. So I think this is one of the best programmes of the Environment Fund. Thank you very much.
ParlaMint-HR_2015-03-20-0.u105002	On behalf of the SDSS Representatives Club, a colleague of Mile Horvat.
ParlaMint-HR_2015-03-20-0.u105003	I welcome the Deputy Minister, I welcome the Director of the Agency I will, on behalf of the SDSS Club, briefly say our position on the report itself, in fact my debate is going in the direction, will go in the direction of supporting this report because we believe that the report is good, that on almost four hundred pages is abundant and thoroughly addressed the issue of environmental protection and environmental protection today in the Republic of Croatia. The report, we believe, is one of the fundamental documents of environmental protection and is an important tool in planning environmental protection policy but also an indicator of the need to integrate environmental protection into development and strategic documents of other sectors such as agriculture, tourism and energy, which should not be forgotten. But there's a noticeable difference between what's being declared and what's happening in reality, and I'm going to list a few cases here that we think are well depicting that kind of difference between what's publicly declared as environmental policy and what's done. Namely, there are contradictions between the constant emphasis of the preserved and attractive environment as the main resource of planned development, especially in tourism in healthy food, water supplies, etc. and too little attention and time to be devoted to informing and sensitising the public about existing environmental problems. So not only are the information not actively distributed to the public through us, but the process that can be achieved is very slow. We here point out how important it is, through one fact, that we point out how important it is that the European Union's focus on environmental protection is in the way that, the fact is, the European Commission is looking for, so it prescribed a 56m-euro sentence for Italy because it failed to take care of those hundreds of places where waste was illegally deposited. Thus, the facts suggest that some 16 of these dumps were also very dangerous waste. Therefore, the European Union is extremely concerned about the introduction of a common culture of environmental protection. They, also in a positive sense, will give an example of opportunities between regional co-operation, especially in our eastern country between the Republic of Croatia and the Republic of Serbia, where the creation of a waste-free society has made a very good cooperation of cross-border waste management cooperation where some 600m euros have been withdrawn. I think that Croatia has received about 352m euros based on such successful pre-ranean co-operation. As far as our most important wealth is concerned, which we think is one of the most important, which is water, I note that this year's World Nature Protection Organisation VVF dedicated this year's World Environment Day to preserving rivers in Croatia as well as to the entire Dinar Space region. Thus, Mrs Irma Dujmovic of the VVF said that 82 rivers were analysed in Croatia and more than 70% of them were found to be of great value and great preservation. That's one of our own, so that's what it says about how much potential we have, or the natural wealth we have right now, and the question is, are we even aware of how much wealth we have? I'm also going to state here the possibility of a cross-border cooperation of that project called "Live Danube". So this cross-border partnership in the European Union called "Live Danube" is an emphasis placed on the preservation of the value of the Middle Danube which is also very important project that is not spoken of, the central Danube in the Republic of Croatia includes the area of Nature Park Kopački rit, the regional park Mura-Drava, the Biosphere of Mura-Drava-Dunav in Croatia and the special reserves of Gornja Podunavlje. So these are spaces that are of great importance as a national wealth, and we need to create a certain awareness of how to manage these national treasures. Our minister said Croatia is among the top three countries in Europe by sea quality. He says we are third in Europe by the wealth of water and we can also be satisfied with the quality of air. He says we have 19 national parks and nature parks and almost 30% of Croatia is under the Natura 2000 ecological network. And it's probably pretty much like that, but I'm going through a few facts to point out that there's still enough space here to make things right. The Ministry of Environmental Protection says that in the Republic of Croatia we have 299 official dumps to which waste is being transported and from which only 102 has been recovered so far and out of a thousand seven registered wild dumps, only 750 have been rehabilitated, so this is our situation, quite diametrically contrary to what the ministry leader said. As part of the negotiations of the Republic of Croatia and the European Union, a plan has been drawn up for the implementation of the Disposal Directive, which provides for the rehabilitation and closure of all landfills by the end of 2018. By the end of 2020, we should be recycling 50% of municipal and 70% of construction waste, and that would cost us about 4 billion euros somewhere. Today in Zagreb, we have received an example in the city of Zagreb. 2.5 thousand tasks of the municipal directorship of the city of Zagreb for the removal of wild dumps. So we see how social one is, how much social commitment it takes to solve these problems. Here I will take advantage of the opportunity so I will point to one situation that is happening in the Zadar hinterland, where the County Center for Waste Management should be built and it should be done in the almost most attractive location, or in the heart of the Straight Wheels. Of course, the people rebelled against it because of the so-called removal. The black hill, or 138 thousand tonnes of waste material that was brought during the Rehabilitation of the Sibenik TEF, in Biljana near Benkovec caused a real revolution, a disturbance in people. Why? Because that black dump was set up about 40 meters from the houses where people live. And we're talking about organic production then, we're talking about the perspectives of agriculture in the Ravna kotars. We forget the fact that before the war, the flat wheels were the space where the entire Central Dalmatia was supplied with vegetables. And now, in the heart of such a space, we're going to deposit a 138,000-ton black hill of waste material that the experts in Strasbourg have said is very problematic, despite the fact that our domestic experts said there is no danger, that the hill is not carcinogenic, no matter what, of course, the county assembly has made such a locational decision on the location of this waste. Of course, everyone is guided by their own interests and I ask the question of how we calm down these people who need to live every day by such a dump and whose wind brings that dust and that dust falls on their crops and falls on them because it is 40 meters, 50 meters from their village, or from more villages in the area. We have a situation in the city of Osijek where we have a large dump in Loncarica that should be discussed in a better way. The fact is that this dump should be at least 500 metres from the space in which people live, but it has already drawn close to its gauges, settlements around the dump. I'm not going to talk here about a water analysis that is very questionable, or negative for a healthy life and the use of people in the city of Osijek. So that's the question that we're imposing in how we approach a very serious problem like this and whether we're going to be aware of the commercial category or whether we're going to start using some long-term logic of a healthy environmental mind here. Here I will also say something about the experiences relating to green islands and street containers that we considered to be one of the very large achievements of the European Union for waste management, but lately some data deny it, say such street containers and so on. The green islands begin to present a problem because they are not used in the best way. In an irregular way, citizens tend to take care of the excess volume of their waste by these green islands, of course, except for hygienic and aesthetic, negative connotations here we have the problem of additional financing how to further tackle it and that creates a problem for local self-government. Therefore, the installation of preventive cameras did not prove to be quite effective either. The conclusion is that such green islands in the European Union received 50% of the expected results. So we need to start thinking about how to create in public space, in media space a special culture, special education when it comes to environmental protection. And finally I, of course, said that this report will confirm that we will accept this report, but I will end up as a message if it is understood, that a healthy environment is public good and one of the basic human rights is, that is, the right of every individual to live in a healthy environment. Once 200 years ago, a great Indian chief said this very well, shining in his letter to Franklin Pierce, the American President, where he ended up in a few points and said: "The country doesn't belong to man, the man belongs to the country." It's all about relationships like family united with blood, everything is connected. It's not a man who makes fabric of life. It's just a fiber in it. What he does with the fabric, he does with himself. And let that sort of be a message that this topic is not just a topic of formal speaking but it has its own deep social and social benefits.
ParlaMint-HR_2015-03-20-0.u105004	Mirela Holly, replica.
ParlaMint-HR_2015-03-20-0.u105005	Dear colleague, you are absolutely right about the problem of Straight Wheels, and I have already put a good two months ago written parliamentary question to the Government of the Republic of Croatia to which the Government has not yet accepted the answer but why should we respect the Rules of Procedure of the Croatian Parliament in general. Unfortunately, the problem of the residents of Ravni kotars is similar to the problems faced by many citizens in the Republic of Croatia who live in close proximity to very dangerous dumps, so I would also mention the phospho gypsies at Kutina which have also not been solved for decades, and unfortunately, in the very center of Zagreb, we have a very big problem that is hardly spoken of at all, and this is the problem of the Gudron caves on Savica where an extremely large amount of toxic chemicals from various chemical industries has been delayed, literally during the summer months of the key. I was this summer, I went around the area. I couldn't believe it, that's what these toxic materials get through the gravel roads. Just a lake, because that material was dumped in the lake on Savica, literally the key. This looks like some kind of soup premordial and answer to the parliamentary question I asked the government on that subject is what it is, so it doesn't matter. It is a 500 meters away from the main waterhole for the City of Zagreb, Petruševec. If any earthquake occurred in Zagreb, we would have permanently polluted water sources, drinking water in Zagreb, but nobody cares about it at all. So we have a very large number of problems in local environments that haven't been solved in years.
ParlaMint-HR_2015-03-20-0.u105006	Mile Horvat, reply to the replica.
ParlaMint-HR_2015-03-20-0.u105007	I'd like to thank my colleague Holly. I can't talk about this last situation on Jakushevec, but this problem about Straight Wheels, around the village of Biljana and other surrounding villages is not a fresh problem. It has been active for several years, and what is interesting, public debates and choirs of citizens have also been conducted, or people have written petitions saying they do not want to live with such a problem as the landfill. When a strong wind blows, a storm, then all the dust goes to their homes. Those gardens of theirs are covered in dust. Of course, what concerns us is how there can be a difference in the assessment, an expert analysis if domestic institutions say it is not dangerous on the other hand, an analysis was carried out on its own initiative, a group of citizens did so in Germany, in one expert laboratory and a carcinogenic hazard was established. So, from so much difference in that professional approach to such a serious problem. That's the thing that worries us. Of course, the County Assembly has its own economic interest, it will likely profit with a certain rent. But it can't be the primary thing, if, above all, the lives of people in that flat-wheel area are at stake. And the basic thing is if people aren't satisfied with it, if they don't agree. So there's got to be a concept of one general opinion and general interest, and then that waste management center over there has its logic.
ParlaMint-HR_2015-03-20-0.u105008	Franco Vidovic, replica.
ParlaMint-HR_2015-03-20-0.u105009	I thank the president. Dear fellow Horvat, I also sympathise with the people of Straight Wheels who have a problem with... in the Millenniums. [[The speaker doesn't understand.]] However, for the sake of the entire Croatian public and for the sake of facts, I have a few things to say. So, it's a material that I emphasized by a private company, with which the city of Šibenik in 2007 under the direction of Mayor Nede Klaric concluded a contract, so HDZ Mayor's office and which excluded its material from the area... That contract and it was about the ride... [[The speaker doesn't understand.]] and transferred him to some kind of location. [[The speaker doesn't understand.]] Therefore, the city of Sibenik does not feel the least responsible for this, and I know that there has been a stretching around the city of Sibenik in the media. Next, it's clear that this hill of black... It is not a product of the city administration of Sibenik, it is not a product of the work of the director of the TEF but rather a product of the work of a previous city authority that concluded the contract and that private company respected the contract. [[The speaker doesn't understand.]] Who gave the location permit for something like that? Who rented a field for something like that? That might be a question to ask. In doing so, all the findings claim that this... It's not carcinogenic. [[The speaker doesn't understand.]] I don't know what they got in Germany, but I'm at the expense of that grown-up, as a kid I played on it and I don't have any diseases at least as much as I know. Thank you.
ParlaMint-HR_2015-03-20-0.u105010	On behalf of the HNS Representatives' Club Yeah, the answer to the line of Mile Horvat. [[/Intruder: And the response to the replica?]]
ParlaMint-HR_2015-03-20-0.u105011	I'm sorry. Dear colleague Franco, I'm glad you don't have one. God forbid it shows you have one. That would be very bad. But you know that side, you're talking about that aspect of the problem that institutions should solve. The question is, where are the mining inspections, where are the other inspections, and there it is, obviously, that the system here is not dealing with this thing properly. And then, on the other hand, we have an initiative of concerned citizens who get together, who want to sensitize the public and draw attention to the fact that there's something out there that they're not sure about. It's possible that it's not even... I wish they were wrong, but that's what one of the authorities has to tell them and convince them that they can live peacefully with it. [[The speaker doesn't understand.]] And that would be good. So, if we've managed to get the competent institutions to do what they were supposed to do now, then I'm satisfied. Thank you.
ParlaMint-HR_2015-03-20-0.u105012	And now on behalf of the Club of HNS Representatives, colleague Dragutin Glava.
ParlaMint-HR_2015-03-20-0.u105013	Dear Vice President, Deputy Minister, Director, colleagues and colleagues. One of the main environmental protection documents in the Republic of Croatia and on the basis of which an assessment of the overall state of the state of the country's environment is given and an assessment of the effectiveness of the measures applied for the observed period is the Environment Report. The holder of this Report 2009-2012 is the Environment Protection Agency, which is defined by law as the preparation of the report. The report alone monitors the achievement of the objectives of sustainable development and protection documents as well as strategic and planning documents related to individual environmental components. In view of the overall insight into the state of the environment, it is produced at national level. The report is extensive material, the book is almost 400 pages, contains 5 units and 17 thematic chapters, 10 for sectoral burdens and 7 for environmental components. One of the most important purposes of this report is to report first and foremost to environmental decision makers in the country and the effectiveness of the implementation of its protection policy. It is carried out by competent authorities in the Environment, Ministry, Agency, Fund, State Nature Protection Institute, as well as the competent authorities of other sectors using natural resources of the environment. In the introduction of the report itself, it is very important to point out that this Report gives all stakeholders insight into a range of data, information, environmental and environmental policy assessments. Only the report contains many valuable data. Of course, these are primarily data on the impact of individual procedures on the environment, data on the monitoring of its situation and the use of means of protection, the assessment of the need to make new or amend existing documents. The assessment of the situation as well as the assessment of the effectiveness of the measures implemented as well as of possible other data of relevance to the protection of the environment shall be given. This results from the report on the state of the environment of the Republic of Croatia being one of the most important tools for monitoring and long-term environmental policy planning. Its main purpose, in fact, is its real evaluation of the state and preservation of our environment not only at national but also at European level. In particular, parts of this report are part of the contribution of the Republic of Croatia to the European Environment Report. What is most important is that sectoral burdens bring data on the impact of a particular sector on the environment from using a space with demographic data to a waste management area. It also shows the state of each individual environmental component, from air and water to those environmental parameters that have an impact on human health. Areas and environments with permanent or occasional negative impacts are also listed. I'll just mention some of the findings in the report that are causing attention, not to mention them in importance, but maybe I'll mention them like this, so some of them are not more important than the ones that are listed here. Demographic trends continue to be negative, population declines and the population is getting older. As far as energy is concerned, the biggest challenges are the dependence on oil imports, insufficient security of natural gas supply, high share of electricity imports in the energy balance, the inclusion of renewable energy sources is carried out but dynamics are questionable. Furthermore, despite the progress attributed to a stricter regulation in the field of environmental protection and energy efficiency of industry, it is still a burden given that it generates certain amounts of pollution and waste. Waste management is a key priority of environmental protection that seeks to achieve by directing economic and social activities towards a recycling society, and the order of the championship to be the first priority to prevent waste, preferably reusing it, and then recycling, energy use, and as a final solution to incineration without energy use or its final disposal. In the area of waste management, new signatures have been adopted fully in line with European rules but the strategic objectives set are not yet achieved at the intended pace. Air quality in Croatia is monitored on the basis of data measured by the measurement stations of state and local networks for continuous monitoring of air quality. The most widespread problem of air pollution in populated areas was reported in Zagreb, Osijek, Kutina, Sisak and Slavonski Brod and near roads near Zagreb, Split, Sibenik and Rijeka. On the subject of air pollution in Sisak and Slavonski Brod, the Parliamentary Committee for Environmental Protection held thematic sessions and made certain conclusions and recommendations. Water exploitation in Croatia is significantly below the level that would generally compromise water availability. The only question is whether Croatia's water resources are used effectively? Some 45% of the population of the Republic is covered in municipal wastewater treatment systems, and about 65% of the waste water treatment systems are being used. The increased involvement of the population in public sewage systems related to municipal wastewater treatment devices is not realised by the planned dynamics due to adverse economic conditions, high costs of building a secondary network and the level of collection of connections. Unfortunately, all payments in the environmental protection system are trying to be treated as a social category and, of course, it is all too expensive, from investments to end-users who are always easier to pay, for example, mobile telephony bills than to join the disposal system, the collection of waste or the like, and to pay fees for the use of these services. And let me also mention that according to this report, the health status of our citizens of all age groups in the context of the quality of environmental components in Croatia is stable and meets the standards. However, since the environment does not know the limits of existing cross-border air and water pollution, global trends in possible changes and pollution should not be ignored. Any discussion, report, draft laws, round tables or other activities that regulate environmental matter also raise particular attention among those who are officially and professionally engaged in the law, as well as citizens of interested associations, to the general public could be said. Why? Because the environment and everything related to it directly affects the quality of our lives, especially health. It depends on the preservation and protection of natural resources, i.e. the protection of all life on earth. But environmental protection also draws attention to this because it is linked to large economic activity, as well as the impact of environmental protection on the majority of business activities. And it is up to them to our economic development, living conditions, that is, the overall standard of citizens. In this regard, this report can serve as a help in making important decisions. The HNS Club will support the 2009-2012 report on the state of the environment in the Republic of Croatia.
ParlaMint-HR_2015-03-20-0.u105014	Boro Grubisic, replica.
ParlaMint-HR_2015-03-20-0.u105015	Thank you very much. You were talking about a pace late in waste management and the establishment of a waste disposal center. In fact, yesterday we watched not know on which television that 4.5 thousand workers could be employed if we set up a waste management centre that would then make their pay, and that would actually make them comfortable with the useful. Which is why, for 3.5 years, this government has actually been late in time with what's defined guidelines, strategy and everything else, I don't know, maybe you're from the ruling coalition, so you know. Furthermore, when you were talking about the exploitation of water but in doing so we must take into account our rivers, so the inner so-called waters, exploitation and minerals, gravel, sand and the rest of the riverbeds, and then a gentleman who deals with it long before he retired and said this way, "As long as there is water there will be gentlemen." And then there goes your water connection price, which is determined and determined by some water nets that are really expensive. Cell phone prices not to talk, but it's a month's worth of payments, this is all of a sudden. And one more thing, the Institute of the Grounds of the Republic of Croatia is connected or even nearly abolished, and we would like to ask for it in writing, that the Agency should declare as much as the changes in soil, on the ground of the Republic of Croatia in connection with metals, aluminium, barium, strontium, in view of the... discussed by the United Nations. Let's see the data from 2009 and 2015, or 2000 and 2015. Let's see if there's an increase in these elements in our soil, aluminium, barium, strontium. Thank you very much.
ParlaMint-HR_2015-03-20-0.u105016	Dragutin's Head reply to the replica.
ParlaMint-HR_2015-03-20-0.u105017	You're right, water must be the greatest treasure there is right now and water protection should be a priority. I will talk about this example from Međimurje, Međimurje is rich in water, rich in springs of drinking water and one of the main tasks is to preserve the quality of that water. Surely, the purification system has not yet been revived and you said well expensive, but when we bring those prices into line with the prices of some other services, then we still come to the conclusion that it should not be too expensive, because if we say that this is a treasure then that wealth should be paid in some way. As for waste disposal, I will again use the Međimurje example that has been serving as an example of waste disposal in our country for years now. For many years, we have been sorting and delaying specific waste, and in this way we are helping to raise waste to one higher level.
ParlaMint-HR_2015-03-20-0.u105018	We're moving on to an individual debate. My colleague Mirela Holly.
ParlaMint-HR_2015-03-20-0.u105019	Thank you, Vice President. So at the very beginning of the debate, I would like to commend this report, I think it is an extremely high-quality document that warns about the very large holes that exist in the environmental protection system, and I would refer to what is really the very topic which deals with the environmental status report and is at the end and in the very competence of the Environment Protection Agency as the main database of all the meanings of the environmental component in the Republic of Croatia. And the fact is that even today, in 2015, when we are discussing this report that was submitted in time, and I would like to express our appreciation because we had not had it before, it means it was submitted within two years of the meaning of 2012, I am sorry that we didn't discuss it already last year, but here I am saying that we can actually see that, regardless of all the data we receive from different institutions, we cannot safely claim the state of the environment in the Republic of Croatia. We did not go far either into the inventory of plant and animal species, which was our obligation to the European Directive on NATURA 2000, we do not have a related database of different environmental factors or what I advocated as a minister at the end of the day, and the director has worked very hard to raise on this and to click on any place in Croatia through one platform and get all the key data, environmental data from that area, such as air, water, soil, plant and animal species. What does it matter? This is what I would say is one of the most important key instruments for the quality of environmental protection policy of any country because, for all projects for which it is necessary to carry out an environmental impact assessment process is extremely important that you have fully accurate and objective data that are actually being considered so that you can make a reasoned decision on whether an operation is acceptable to the environment or not. Unfortunately, at the present time, environmental impact study makers are using different data for which it is very difficult to determine objectivity and relevance, which leads to, of course, the very quality of the environmental impact assessment process. The idea is that all citizens in the Republic of Croatia can actually see in one place what data is related to certain environmental factors and thus raise the overall quality of environmental protection in the Republic of Croatia. Unfortunately, this government too, just as in previous HDZ's environmental governments, is to say it a little bit as illustrating the 13th pig or the last hole in the play and there is a reasonable doubt and that it is still a piece of pig to please the friends of the current set. I'd like to beg you. Yeah. [[You're closer to calming them than I am.]] We used to have projects like the Ovrovec, the Salonite. Unfortunately, this government has Eurotower, it has waste lords. It has the same illegal and non-transparent spending of money from the Environmental Protection Fund. And here I would like to say one very important thing, except the commendation that deserves this report deserves a special commendation from the Director of the Environmental Protection Agency, Prof. Dr. The Uneven Fruit and that is because the man who really works in the public interest, who works to protect the environment and works in a desire to spend money transparently and objectively. Perhaps some of you, if there are at all interested in the debate, are not aware that Neven Fruit is the only official who has refused to move to Eurotower and I think you have read about how much that move was actually needed and how much financial savings for the Government of the Republic of Croatia. In that sense, great praise for the honesty and transparency of Director Neven Voqa. And what is the state of the Croatian environment? When we talk about waste management, we have a law that was passed after the deadline that deals with this report in mid-2013, and that is now over a year and more than half, and we still have not passed very important regulations that would allow that regulation to be implemented at all. We don't have a recovery organization, we don't have waste tycoons, we don't have a stock market, we don't have the will to introduce a market model for waste management. And now we're listening recently, the environment minister is very positive about how he's moving towards a transition to a circular economy. And I'm asking the question of how we're going to achieve a transition to a circular economy if we haven't met the basic preconditions in terms of regulations, legal preconditions, neither market, nor infrastructure, so we can even talk about having a waste management system. And the waste management system isn't in itself the transition to a circulatory economy. The circular economy is a very complex process that requires, of course, that we first have primary waste selection, but we don't even have that. I'm listening today during this discussion of different unusual, so I'd say bizarre things. So it turns out that in Croatia rules are above the law and that it is perfectly normal for taxpayers and parafiscal taxpayers to spend their money on purpose and that the fund serves as a bank of pigs for different projects of ruling elites. Unfortunately, this government has run over almost all promises from its election programme in the area of environmental protection. When we talk about nature protection, there is no fundamental reform that should have been implemented, no national park agency has been formed, now some variations are being made regarding the relationship, so money from the national parks system continues to be spent very intransparently. We still do not implement the National Strategy and Action Plan of landscape and biodiversity but we are all happy and satisfied. When we talk about waste management, we have a complete debacle, a good guess for waste tycoons, a law that was cooked by mid-2013 we see that it is not actually implemented because many sublaws have not yet been passed. And from the Environment and Energy Efficiency Fund, funds could be spent from other purposes, which could be provided for the introduction of a waste disposal fee at the dumps. I'm asking the question why didn't that instrument be introduced? We don't have a market, we don't have a stock market. [[Intruder Zgrebec: Fellows and colleagues, please refrain from speaking out loud that a colleague can end the debate in peace.]] Another phenomenal project that we were talking about here today, we have oil in the Adriatic. At least that's what Minister Vrdoljak says. Today I had the opportunity to talk to a man who works on oil platforms and who is terrified to even think about the project being implemented in Croatia. An interesting piece of information that I believe is unknown to you when workers are transferred to the platform and transferred by helicopters is strictly prohibited from being photographed by helicopters. You know why? Because there are always very visible oil stains around the platform. Check that data a little bit. Then we find out recently that Međimurje is already conducting the first experimental hydraulic fracture or more famously fracking. I guess none of you actually know much about what technology it's about. It's very invasive technology to print carcinogenic fluids that actually break rocks and produce gas. The U.S. estimates that most intensely conduct hydraulic fractures speak of 600,000 sick people as a result of fractures. And finally, to finish my debate with Albert Einstein's quote: "Two things are boundless, space and human nonsense.". I'm not sure about the universe. Unfortunately, we are.
ParlaMint-HR_2015-03-20-0.u105020	Davor Bernardic, replica.
