ParlaMint-NL_2019-12-09-eerstekamer-3.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2019-12-09-eerstekamer-3.u64	Thank you, Mr. Van Rooijen. I call Mr Crone on behalf of the Labour Party.
ParlaMint-NL_2019-12-09-eerstekamer-3.u65	Thank you, Mr President. I congratulate Mrs Geerdink on her maiden speech. Mr. Chairman. What are the tough weeks in the tax world, especially for citizens, for which we are all doing this. Public action through complex rules has so far been carried out, but government action has become largely inimitable. What stings most is that people who have to deal with surcharges are becoming more and more victims. It's not human anymore. The Labour Party assumes that the cabinet, this Secretary of State, will fix the mistakes generously and quickly. He has already promised that some of them will be restored before Christmas. We wholeheartedly support him in that. Can the Secretary of State respond to the intensity of last week's debate? For he must have hit him; we saw that. But after a weekend, maybe a restless weekend, we are also interested in his experience afterwards. In doing so, we as the PvdA Group will now point out some points which show that the problem is much broader and more fundamental than only the implementation organisation, but I will start with that, as colleagues have done. Can the Secretary of State zoom in on the underlying administrative problems and organisational problems? Mr Frentrop mentioned this as well. It's like there's a big mess in the internal administration. Also members of the First Chamber are approached by parents, who say: 'one does not have the file of mine complete' or'my file is in different departments and one cannot put it together'. Does this mean that there are self-directing teams that are so self-directing that they no longer speak to each other? And maybe not up in the organization anymore, along the line? Then people are called "repay," then "don't pay up" and then this or that again. Is there still a clear administrative accountability within one's own organisation? I share what Vendrik said we're not about that. But if the internal lines are not correct, there is also no accountability to the political domain, which depends on those lines. That is why it is important that we talk about it here. Is there still a central overview and therefore central control? If the overall insight is not there, the feasibility of the law is at stake and the control of it is one of the explicit tasks of the Upper Chamber. Mr. Chairman. We should definitely look at ourselves here, too. I have just heard all the examples of Mr Van Rooijen. I haven't reached that age yet. Well, I do have an anecdote that's kind of striking right now. Vice Prime Minister Zalm told me in the debate on the government statement by LPF, CDA and VVD in 2002, that he was finally no longer affected by all those nasty PvdA plans he had to carry out in Purple. We did con amore because you know his humor. Then he said: I would have liked to do one thing with you, because I now have to introduce market-based care premiums from the CDA and the VVD. It was obvious he wasn't in the mood. We were on the line "do a premium of €400, then you can compete too, but then you don't have to channel the money back to so many millions of people." Here we see that we could have known and we knew it. That's the way it went by the end anyway. I come to the question to the Secretary of State: only last year a motion was adopted here to carry out a 'power test' under legislation. There were opinions from the WRR on that. The motion was passed then, but the Secretary of State rejected him and said he can't or won't execute it, I wasn't there. That is the heart of the matter. We have to keep asking ourselves - others have also said - whether it is feasible what we are pretending to be here. And not just by the service. Can the citizens follow this? The WRR even advised at that time that sometimes things should be able to go on their own. People shouldn't go after everything. I have seen examples of people who have up to 80 payments a year and who have to fill out dozens of forms and, of course, do not see the forest through the trees anymore. As an ex-mayor, I've seen a lot of cases of people coming by at the end of the debt chain, where the government often plays an important role. What I find to be a very disappointing point is the analysis that also points to ourselves. Tom Jan Meeus made it at the NRC this weekend. He says: they were there, but it is precisely the politicians who have put down citizens and increasingly have become potential fraudsters. That wasn't just a column, it was actually a reconstruction of things that happened and that I and others recognize. Both regulation is complex and looking at the citizens. Are they doing it right in principle and are some of them doing it wrong? Or are they all doing it wrong? I would like a reflection on these points of the Secretary of State. Let us now turn to the Tax Plan itself. In fact, we are going to test that everyone will do. The tax system is based on three main objectives: 1. Does it promote sustainable economic development? 2. Does it contribute to a fair distribution of income? 3. Does it support them as much as possible? And, of course, is it feasible? But in this triangle of economics, justice and feasibility, we have to say to our great disappointment that the cabinet is taking small steps forward, but still taking bigger steps backwards. If only it were Echternach, because then you go ahead and a little back, but on balance ahead. Unfortunately, with this Tax Plan, we can only see that there are three signs of decline. The cabinet lacks great opportunities. I'll explain. The tax area is ideal for testing. The expression is "put your money where your mouth is," but the taxes certainly also apply "take your money where your mouth is." The first objective of fiscal policy is to support economic development. For years now, we have been letting the government continue to burden more and more on the wage, labour, income factor in the coming years, while the remaining income and wealth are contributing less and less to the tax mix. The collective burden burden has increased by 2.7 percentage points over the last decade, 70% of which is borne by the labour factor. In the medium term, Mr Van Rooijen pointed out that the labour factor is increasing even more, by nearly 5 billion. This directly affects the functioning of the labour market, as it discourages labour supply, while we are already seeing a trendal decline there. That comes from our ability to earn the future. What is the Secretary of State's reaction to this observation? Does he think that withdrawal is desirable? Apart from the average tax burden, marginal pressure is even more important in the context of economic division. A lot has been said about it. The cabinet has said a lot about it, but is it lip service or is something really being done? The marginal pressure is a very disruptive burden, because it explains why many professionals, who we need to go to work or to work more hours, not only because of the trees do not see the forest anymore, but also because of the extra earnings. In health care, education, the police, but also in construction and other private sectors we hear this everywhere. We leave a lot of human resources behind. How many cops have I talked to as mayor who said, "Why should I go to work more?" It's not gonna work. The marginal pressure is now being strengthened, and that is where we come in with the government policy, which is seriously strengthened by the introduction of the reduction of the top rate to 49.5% and the two-sided rate. As a result, the cabinet is forced to make all other fiscal aspects dependent on income. All discounts have already been mentioned. Everything becomes income-dependent. What seems to be simple, a two-tariff structure, is much more complicated by the underlying discount structure. With this the devil is driven out with Beelzebub. The cabinet admits it, by the way. The Secretary of State says in the written answers: the low-hanging fruit has been picked; it is indeed not becoming more transparent. I'd say it's going to be intransparant. I'd like his comment on that. Can the Secretary of State explain this? This isn't simplification anymore, is it? If we were to restore the old tariff structure and maintain what we are advocating, we could have far more flat labour rebates and tax rebates. That's how it started in the purple cabinet. Just those deductions turn into flat discounts. The marginal pressure, apart from those disks and other direct fiscal aspects, is mainly a major problem because of the detour subsidy for childcare, care and rent allowances. In fact, they are simply subsidies, but detour subsidies through taxation. I told you, Minister Zalm wasn't the man who thought you should be paying taxes. You had to bring it in. It's probably gotten worse than he thought. Is it not better to close the detour and make child care a basic provision directly, for example by giving part of free hours and vouchers to working elderly people? You can finance the healthcare funding directly through the insurers. That can be macro, on population, or it can be micro. It's complicated, but it's easier than what's going on right now. You can give the housing corporations a bigger role in the rent subsidy or rent allowance, because that keeps the rents low and prevents a lot of money pumping around. Macroeconomically, this is not more expensive, of course, because the costs remain the same. It's shifting money flows. It's easier and you'll save some bureaucratic costs. And it is particularly much simpler and therefore more effective in terms of people's introduction into the labour market and what is more.
ParlaMint-NL_2019-12-09-eerstekamer-3.u66	Very interesting argument. We do have all these surcharges, discounts and so on. Is it not much fairer, for example, to regulate the child allowance entirely through child benefit? Then everyone gets exactly the same amount.
ParlaMint-NL_2019-12-09-eerstekamer-3.u67	I think that is certainly an option. I'd like to think out of the box in every way. Literally out of the box: box 1, 2 and 3; let's also make box 4 and 5. But all these options are better, because we are now doing such micromanagement that it requires so much execution technique. Of course, in the current labour market, people often change the number of hours they work in a year. They have to report this all the time: I have more or less hours of child care. It's unsolvable within the system. The Secretary of State also says in his answers that the low-hanging fruit has already been picked. There's not much more to go on. So you have to climb a little higher into the tree and completely change the system. The Secretary of State is already doing a lot about it: there are all kinds of studies done, ibos, committees, you name it. I'm asking him if he's willing to promise that all the imaginable will be investigated. So not only within taxation, but rather a broad study. All the ibos coming in, out of the box. Will he promise us that, because then a next cabinet will be able to work on it? I'd like to do it sooner, because I'd like to give it to this cabinet to make it easier. If the Secretary of State agrees, it could happen sooner. Then the next cabinet can make the right decisions on the basis of good studies. The secret lies in coherence. If you take one thing out and make it easier, it won't work. If you add up everything, you'll probably be able to arrange a lot of simple things in a world of subsidies and taxes. Mr. Chairman. Another important aspect of fair distribution of income, but also of economic distribution, is the imbalance in justice. The cabinet is taking great steps back when it comes to tax progression. The lowest incomes and middle incomes have to do with 1.4% to 1.8% increase in income. The higher incomes by 2.1% to 2.4% and if you earn more, even more. So the highest incomes get the most. This is still greatly increasing according to the medium-term estimate of the CPB, because this legacy is also left behind by the low top rate and its high target. As a result, according to the CPB, the gini coefficient, the measure of inequality, is increasing even further. This cabinet increases inequality and lets that also be reflected in a subsequent cabinet. It will not be easy to change, because the top rate, which is an ideological point in this cabinet, naturally puts the next cabinet on hold. The cabinet is pressing itself and future Cabinets in terms of the top rate and what's underneath. Moreover, is it appropriate to leave such a radical measure with an account of 4.5 billion in wages and income tax for a new cabinet? We didn't need the double tax. There's another option to reverse it. Not today, but maybe tomorrow. We're putting ourselves in a very tight position. Does this not mean that we are becoming one of the few countries which no longer has a progressive tariff system, but a degressive tariff system? Who was ever after that? We can look at America, but you'll be frightened if I mention its rates. An important side effect of the structure that we have now chosen with all these income-dependent discounts is that people in the Wajong are making a huge fall down. They often only work half-time and therefore do not get the high employment discount that the member Van Rooijen talked about, but for example half. So they're gonna make a lot less money than their colleague in the workplace who has a normal minimum wage or something above it. If so, I would ask the Secretary of State to fix this as soon as possible. It can never be intended that we want people as much as possible in normal work, but that they get significantly less pay. This can amount to a difference of net €200 per month. The same applies to the WGA workers. If you'd like to fix that, I'll ask the Secretary of State. I agree with the questions that have been asked, but I would like to stress that the question of cashing is also a bigger one. The smaller the tax rate structure, the more people at the bottom have a silvering problem and do not get what they are entitled to. I understand from the documents that it could be 700,000 people now. Can the Secretary of State confirm that and see what can be done about it? A next issue of injustice, but also of economic inefficiency in the system, is the tax mix between on the one hand income from labour, wages and works, and on the other hand taxes on profits and wealth. One thing is clear from all the figures from the IMF, CBS and from other sides: in recent years, the share of the collective burden burden in the tax mix has shifted enormously to the detriment of the labour factor. At first I mentioned the numbers. This means that companies pay less extra money. That's not funny in itself. But they also no longer pay for them to finance education infrastructure, care infrastructure, road infrastructure and so on. We all know how angry people can get if that's not distributed fairly. All I have to do is think about the dividend tax. Let me also commend the Secretary of State on this point, because at least he is working to close as much as possible the possibilities of international evasion and evasion. We will support the proposals that are now before the documents, on ATAD 2, DAC, and so on. But we are far from there, because the net burden on the largest companies is barely 16% according to the CBS. For medium-sized enterprises, this is only 20%. This is not the nominal rate of 25.7 whereas the Secretary of State has often said that he thought that nominal and real rates are close in the Netherlands. I'd like his comment on that. However, in the case of the falling burden on entrepreneurs, it is very naïve that in 2021 they will be given an additional reduction in charges. That's a charge relief from the Vpb to 21%. The Netherlands also takes the lead in the tax race to the bottom. Surrounding major countries such as France, Germany and Belgium still have a much higher Vpb rate of around 25%. Is it fair to take the European average, as the Secretary of State does? This includes the low tax burden in European countries. Of course, they work in a very different structure. For this reason, we would like to call on the cabinet not to continue the reduction of the burden of the Vpb, which will not take place before next year but in 2021. How does the Secretary of State judge the Rutte test? Prime Minister Rutte has said to a great surprise: they only get it when wages rise. When does that test take place? Is that gonna happen? The SER has two more anchors: the race to the bottom and the fact that people and business have to pay for it, and the Rutte test, which we hope will also provide support in the Chamber not to continue with the Vpb reduction. Mr. Chairman. I would like to be brief about housing. That's what we've just been talking about. The housing corporations have a cumulative burden increase: the landlord's tax, corporate tax and the interest deduction limitation. The reduction of 100 million they get now is less than the increase. Can we at least have another debate with the Secretary of State: why increase the burden on housing corporations, while other countries in the world almost never levy the landlord's tax at all? Let us at least help them by further reducing the capital efficiency levy. All the more so that on the other side of the housing market the grant exemption of €100,000 further increases the contrast between the haves and the harbour ots. It was understandable when the market was locked, but now it is no longer necessary? In fact, it makes house prices higher for the people who can't get in the way anyway. I would like the Secretary of State's first reaction to the CBS report on this point. This is not just maintaining power inequality; this is increasing power inequality. After all, once you've bought a house, it's another power accelerator. Everyone who ever bought a house knows that. Mr. Chairman. Finally, the Climate Agreement and the greening measures. I very much agree with Mr Van Rooijen. A survey should not be about who should resign, but about a problem of the future. I am very pleased that in 1995-1996 the House of Representatives conducted a survey or research on climate change with all professors. That was broadcast every night at The Hague Today. 1995-1996! Unfortunately, that came out of what we're seeing now. Then it was predicted that we would go to the Paris climate zone. It is even worse, because we are already at the level of Bordeaux. That is what the Chamber showed unanimously at the time. I commend the political groups on all sides to review that report. Unfortunately, in 1995-1996, we knew a great deal about what has now come out, and we also knew that we had to do something. Then we thought: no-regret policy. Now we have to go much further. But I'd like to recommend it. I was a member of that committee and it is very instructive to do such things instead of having to resign. That is what this whole debate should have been about and certainly my input: how do we get a green system? I know that this Secretary of State is running out of steam for this and is not flying, and that he is at least very enthusiastic about international air traffic taxes. Let us hope that next year we will have a huge debate on CO2 taxes, but also on how to get greening in the system. I'd like his comment on that. Last week a report from the CPB appeared that taxes on industry are not socially disruptive at all, but very helpful. I would therefore like to recommend for the next round that next year the Secretary of State, Mr President, should take some small steps. But even then we run into the problem of distribution, because the studies also show that low incomes are often the most difficult because they cannot invest or get the biggest burden. So the climate problem is not only a natural or technical problem, but it is certainly also a problem of distribution. We can grind the knives on that old-fashioned: who pays the bill and who doesn't? But let us not question the climate problem itself, but let us resolve it in that way. I would very much like to blame China, which is a political choice, but I do not deny the problem. I ask the Secretary of State's reaction to this CPB study, but also whether he thinks that we can take major steps forward next year. Then we can also take with us what has just been said by others too: we do not have such a clever system for car taxes at the moment. We should not encourage technology, because we find that a new technique is soon to come. But then we will stop the subsidy by hand on the crane. If anything is clumsy for the business community, from consumers to dealers to manufacturers, that is the stop and go policy. Let us then put it on medium rather than target, so on CO, but from well to wheel for mobility. I would ask for an incentive arrangement for electric and other clean mobility, including on two wheels. I agree with the questions that have been asked about greenhouse horticulture. It is not acceptable for us to raise 3 177% in a single blow, which means that sustainable developments on that side will no longer be able to continue, which means that we will probably no longer be able to achieve the objective of 6 megatons in the Climate Agreement. I urge the Secretary of State to put forward a solution to this. And I'm curious about the answers to the questions about the waste streams.
ParlaMint-NL_2019-12-09-eerstekamer-3.u68	Would you like to finish?
ParlaMint-NL_2019-12-09-eerstekamer-3.u69	I'm finishing up, Mr. Chairman. You will understand that where the cabinet takes steps back on the main points of economy, sustainability, distribution and justification of spending, I do not know how to advise a progressive group to vote in favour, but I am happy to be persuaded.
ParlaMint-NL_2019-12-09-eerstekamer-3.u70	Thank you, Mr Crone. I call Mrs Van Huffelen on behalf of D66, at least the D66 Group.
ParlaMint-NL_2019-12-09-eerstekamer-3.u71	Mr. Chairman. I would like to begin by congratulating Mrs Geerdink on her maiden speech; she is about to take her turn. Mr. Chairman. There's a first time for everything. And for me today, that is the treatment of a tax plan or, in fact, a tax package. It is with great pleasure that I have carried out this task. It has become a comprehensive package, which has already been discussed. That is why I will focus on a limited number of issues in this debate. After a brief introduction, I will deal with the package before us and then with the wishes of my group for improving the current tax system and the current tax culture. Last week a long debate was held in the House of Representatives on child care allowances. A subject that is closely linked to today's topic. I will come back to this later in my speech, but my group is keen to say that we agree with the substance of the conclusions of that debate in the House of Representatives: the government has a great obligation to its citizens not only to develop good policies and rules, but also a very important task in its implementation to "humanise" itself with regard to the citizens for whom the complexity of the rules we have made is often difficult to comprehend. I would like to congratulate the government on its consistent policy on the development and adjustment of taxes. This policy also reflects the fundamentals of government tax policy, such as tackling tax avoidance and evasion, an attractive locational environment for real activities and greening. The D66 Group welcomes a large number of parts of the package. I'll name a few: Reducing the burden on citizens, which benefits all income groups from economic growth; Early introduction of the two-disk system. Last year, my colleague, Mr Backer, was concerned that we could have the discipline to continue with this. It is gratifying to see that this has been achieved; The implementation of a package of greening measures to implement the Climate Agreement, for motorists, homeowners and companies; The withholding tax Act, which, in line with OECD policy, puts an end to a form of tax avoidance through the Netherlands, which improves our reputation internationally; Compliments also for extending the working costs scheme which is particularly attractive to SMEs; Last but not least, the increase in excise duty on tobacco and e-cigarettes, which will make it possible to achieve a smoke-free generation. Despite the huge size of the package, a number of issues have not yet been included in this plan. A number of subjects have already been mentioned, but I would like to mention a number of which my group hopes will be submitted to this Chamber at the announced rate: The CO levy for companies; Box 3 measures; The proposal on excessive borrowing from its own company; The adjustment of the strike and liquidation loss account. I will continue with my comments on this Tax Package 2020. In addition to the good steps that have been taken, my group has a number of questions and comments. I would like to start with the issue of climate objectives. This tax package takes important steps towards the implementation of the climate targets, both those of Urgenda and the Climate Agreement. My group welcomes this. At the same time, we are concerned about the feasibility of climate targets. The background to this is twofold. Firstly, studies carried out by the Court of Auditors, among others, show that the fiscal greening measures do not always have sufficient effect, for example in stimulating electric driving. That has been mentioned earlier tonight. Secondly, climate and energy exploration shows that we are in danger of failing to meet the climate targets as a result of stronger growth in our economy. This may sound too much like doom thinking for an optimistic group. But the recent nitrogen crisis shows us how relevant it is that we choose the right and sufficient instruments to deliver on our goals. The government will therefore have to do everything in its power to ensure that the proposed measures achieve as much results as possible, of course by providing in-depth information to citizens and businesses and certainly also by monitoring progress. In this connection, however, I would like to call on the Secretary of State to do two other things. In the first instance, he must, of course, ensure that the already announced CO levy is implemented as soon as possible for companies, the flight tax and the treatment of polluting fuels in maritime transport. Secondly, he must develop a general CO levy as soon as possible. In the Lower House, the State Secretary indicated that he would investigate this as part of a new tax system to be designed. The D66 Group asks the Secretary of State to develop a general tax that can be introduced in the shorter term. This is mainly in the context of meeting the climate objectives of this cabinet. Different variants are conceivable for this purpose. Recently a number of these models have been put next to each other by De Nederlandsche Bank. The Swedish model is an example of this, for sectors outside the ETS. Another example is the introduction of an external cost compensation, a type of VAT which increases the price of products on the basis of a value per tonne of CO. It has recently been pointed out that such a general CO2 tax could also work in the context of the nitrogen problem. Of course, we should ideally do all this in a European context, especially now that we have a European Commission that has ambitious plans for this. I am considering tabling a motion on this subject in my second term. I also have a number of other issues relating to the Tax Plan.
ParlaMint-NL_2019-12-09-eerstekamer-3.u72	Great support for what Mrs Van Huffelen is saying here. I have one question. Should this Secretary of State develop plans or should this Secretary of State be carrying out plans with this cabinet, with this coalition?
ParlaMint-NL_2019-12-09-eerstekamer-3.u73	It will be important for the cabinet to start meeting the climate objectives it has set itself for 2020 and 2030. In this context, plans have been made. These are, of course, ahead of us today, in the part of the plan on climate change objectives, at least the fiscal side of it. In addition, I think it is relevant to have a number of additional instruments. I am referring in particular to this general CO levy, in case the instruments we have ahead of us are not having sufficient effect. Then we have some kind of insurance premium, you might say, in case we had to pursue additional policies.
ParlaMint-NL_2019-12-09-eerstekamer-3.u74	That's a very big chance when I look at the Urgendavonnis. Three weeks from now, the year of truth will come. Last week, we discussed with the Minister for Economic Affairs and Climate Policy on the issue of the Coal Act that there is, of course, a very good chance that by 2020 the emissions of the Netherlands will not comply with the court ruling. Then Mrs Van Huffelen's appeal should be today: Secretary of State, come forward within two or three months with a similar proposal, a reserve package, because the chances of us having to use it are very high. Then you shouldn't wait until another cabinet, because then we'll be way over 2020. Do I read it right?
ParlaMint-NL_2019-12-09-eerstekamer-3.u75	Of course, if necessary, the government will have to come up with such a reserve package. What I am asking this Secretary of State to do is, on a subject which he himself said he would like to work with, see if he can speed up, in order to make it an important part of a possible government acceleration package. There are a number of other issues that I would like to raise about the tax package. That is, among other things, the increase in the ODE. It has also been mentioned by a number of other members of this Chamber. Despite the discussion about this in the Lower House and the State Secretary's commitment to monitor, there are concerns from many sectors, not only greenhouse horticulture, but above all from this point of view. It is clear that the cabinet has opted for a shift from the ODE from citizens to businesses, but the burden on companies that have already made investments seems to be greatly increased. My question to the Secretary of State is whether, in line with previous questions, he can inform us more about two things. Would he like to intervene when monitoring shows that things are not going well? Has he, together with the Minister of LNV, already developed an instrument for the possible addition of SDE funds? A second issue is the taxation of foreign waste. In the context of the Urgenda ruling, the cabinet has chosen to levy a tax on imports of foreign waste. That's how we stop imports of CO. A proposal has also been made from the waste sector to achieve this objective in a different way. That proposal was not yet completed in the course of the examination of the Tax Plan in the Lower House. My question to the Secretary of State is whether there is any progress on that plan and whether this could possibly contribute better to achieving the Urgenda objectives. I would like to move on to my third block: the need for change. When examining the package and on the basis of recent discussions in the Netherlands, it became clear that the current system is in need of profound change. At the heart of the problem is the complexity of the system, the increasing complexity of the implementation of changes, the changes in our own society, for example the desire for sustainability and change in the labour market, and the erosion of the current foundations. The Secretary of State also indicated this in his building blocks letter of 15 April. This letter announces a number of studies on the basis of which a new system can be developed from next spring onwards. As far as the D66 Group is concerned, a number of elements in such a system are of great importance. On the basis of the principles of social liberalism, two are important in this context. The first is: reward achievement and share prosperity. The second is to strive for a sustainable and harmonious society. From these points of view, we would ask the Secretary of State to include the following elements in his search for a new system. In the first place, it is based on a broad concept of prosperity, in which there is appreciation for material prosperity, but also for work, learning, health, living, diversity and the environment. Secondly, starting from a system that not only looks at the here and now, but also at the elsewhere and later, in line with the Monitor Brede Prosperity. Thirdly, a system which is characterised by the taxation of consumption and the use of raw materials, more than the taxation of labour, according to the polluter pays principle. Fourthly, a system that allows fair income and wealth development for all generations. Fifthly, a system that takes into account a changing labour market and changing business earning models, both nationally and internationally. Sixthly, a system that appreciates entrepreneurship, innovation and activity. Seventh: a system that is internationally coherent, which could possibly mean abandoning the system of unanimity in decision-making at EU level. Eighth and finally, a system which seeks alternatives to the mix of tax collection and payment of surcharges. I ask the Secretary of State to include these principles in the design of a new system. I'd like to receive his response to that. In this context, I have a special wish on the basis of which I am considering tabling a motion in the second term. It concerns the issue of marginal pressure. On the basis of this tax system, marginal pressure is spread more evenly, but it is still particularly high: about 80% to 85% in the income group of around €30,000. As a result, it is less attractive for certain occupational groups to start working more often, as was said earlier this evening, or for young people at a certain stage of their lives. On the basis of the analyses we have carried out, these are mainly young women working part-time in education and care, while the D66 Group wants to encourage them to work more, for emancipatory reasons and to address the shortages of workers in those specific sectors. My question to the Secretary of State is whether he can address this particular issue not only in a new system to be designed but also in the Tax Plan 2021. This could also be done by subsidising childcare as a basic provision rather than the current supplement scheme. I would like a response from the Secretary of State.
ParlaMint-NL_2019-12-09-eerstekamer-3.u76	You'll file a motion if you've asked for something that isn't promised. I also thought: shall I table a motion on marginal pressure? I didn't do that for that reason. This Secretary of State has already written countless pieces on how things can be different, but he does not have the political space to do it. So shouldn't we just say: please admit that you're doing whatever it takes, that you're thinking out of the box because it doesn't fit in those boxes and that you're coming up with all of them?
ParlaMint-NL_2019-12-09-eerstekamer-3.u77	I would, of course, like to wait for the answer from the Secretary of State, but it is indeed in that direction. We want to ensure that we are able to deal with the problems that have already been addressed in your contribution to young workers, often women, in certain sectors. On the contrary, we want to encourage them to participate more in the labour market and to work longer.
ParlaMint-NL_2019-12-09-eerstekamer-3.u78	The trouble is, he's a multifaceted monster. It was only the women who often still work part-time. It's also the breadwinners, I'll say, in the one and a half earners' family, the Netherlands has a one and a half earner's society and all those Wajangers and you name it. Let us please ask the Secretary of State not to make a political play with motions, but to resolve it together; perhaps a state committee.
ParlaMint-NL_2019-12-09-eerstekamer-3.u79	I am always in favour of solving this problem together, but in this context I would like to await the answer of the Secretary of State.
ParlaMint-NL_2019-12-09-eerstekamer-3.u80	A very interesting point made by Mrs Van Huffelen. I would remind her that there may be no need for motions because there is already a Schalk motion on this point and also a Ester motion. There was no support from D66 then, but from now on there was. Let's pick that up and ask the Secretary of State to fix it.
ParlaMint-NL_2019-12-09-eerstekamer-3.u81	I'll be happy to look at those motions, but I'm afraid they're not all about the same subject. But I'll see about that. In my second term, I'd like to get back to you.
ParlaMint-NL_2019-12-09-eerstekamer-3.u82	I'll make sure you get them, ma'am... I'll make sure Mrs. Van Huffelen gets them, Mr. Chairman.
ParlaMint-NL_2019-12-09-eerstekamer-3.u83	Fantastic, thank you. Secondly, on the road to a new tax culture for companies and the Tax Administration. A new tax system based on building blocks alone is not enough. It is also about how government and citizens and businesses relate in this context: what is our tax culture? My colleague, Mr Backer, also drew attention to this in his contribution to the previous Tax Plan. In this context, my group welcomes the announcement by the Secretary of State that he intends to work together with companies and their advisers on a tax governance code aimed at corporate social responsibility to pay taxes on real activities. He will also be organising a conference in this context shortly. As far as I am concerned, this should lead to two things: a simplified and more transparent tax system for companies, as far as possible unified in Europe, and, at least as important, a culture for companies in which they commit themselves to establishing a clear tax strategy, an open interaction with tax authorities and transparency about their tax payments, and, of course, not actively focusing on avoidance. We could work on the basis of the Responsive Tax Principles of The B Team. This also requires a tax administration that operates on the basis of the principle "control is good, trust even better." Because when companies adapt, and also the Tax Administration, then we break the spiral of the very complex regulation we are now working with and the resulting huge administrative burden, the ongoing search of companies for new loopholes in the law and a Tax Administration with a police function in particular. In addition, such a culture greatly improves the locational environment for existing and new businesses. After all, a good business climate is important for the whole of the Netherlands. Does the Secretary of State agree with the D66 Group that the introduction of a tax governance code and a culture in the Tax Administration based on the principle of "control is good, trust is better" should be at the heart of cooperation between companies and the Tax Administration? I will conclude with the subject I started with: the implementation problem at the Tax Administration. This is large and the causes are diverse: the complexity of legislation and regulation, the mix of collection and distribution, the outdated IT systems and the culture of the Tax Administration, often stimulated by political calls for more anti-fraud. All this, despite the very good work done by the Tax Administration, can lead to very distressing situations, as we have seen in the supplement dossier. As long as we do not yet have a new system, the government and parliament must act prudently. I would like to mention a few points. We must confine ourselves to adding and amending rules. Performance tests must be carried out seriously. That's a job for the Secretary of State. We in Parliament must take them seriously. Of course, work needs to be done to get IT in order and simplify the processes of the Tax Administration. But above all, I ask the Secretary of State to introduce a prudent culture of handling and enforcement. As I indicated at the beginning of my contribution, it is very important for the Tax Administration to think and work from a human point of view in carrying out its work. This means extensive information on pre-schemes and a very accessible and well-equipped point of contact, with staff who are competent and who have the mandate to actually solve bottlenecks. And there must also be a system of enforcement that works on the basis of the same human measure: helpful, just, transparent and only strict and hard when it is possible to do so, taking into account the capacity of people. Here again based on the adadium: control is good, but trust even better. I look forward to the government answering my questions.
ParlaMint-NL_2019-12-09-eerstekamer-3.u84	Thank you, Mrs Van Huffelen. Then I give the floor to Mrs Geerdink for her maiden speech.
