ParlaMint-HR_2014-07-02-0.u77771	I swear.
ParlaMint-HR_2014-07-02-0.u82095	Thank you. We have two replicas. First honorary colleague Marijan Skuric, please.
ParlaMint-HR_2014-07-02-0.u82096	Thank you, Mr. Vice President. Dear colleagues, in your debate you have really raised a few questions that I would still like to discuss. First of all, you are really right to ask the question of subsidies worth 5.5 million kuna that have given effect to our country, our economy. And the question is, in itself, imposed, if there are no indicators, then we can say that these funds and these subsidies have simply disappeared, whether they were stolen or unfortunately not used well. But if we look at some of the indicators that have been defined through investment by the Ministry of Economy, above all, that industrial production has increased in the first four months compared to last year. So in the first month, it was up 3.2%, 2 months by 2.8%, 3 and 4 months was 0.7-0.6%. When we compare neighborhoods between the first quarter of 2014 and '13. Our export year is 8.5% higher. This is, however, saying that our entrepreneurs, our economies and the subsidies that were given were very much used, especially when we are talking about exports and exports to markets within the European Union that are extremely demanding, that these funds have been invested primarily for new knowledge, for new products, I am also sure about new machinery. And that's what we're saying about the operational support programme that they've given, the amount of 120 million kuna and 110 companies have also benefited from an operational programme of support to the processing industry that used about 120 to 130 support and the amount of 132 million kuna. So there's still an indication that these support is hardly social character as we said today at the beginning... about agriculture, but about those of reasonable character. And I agree that the budget stock is still at this point that you said much more qualitatively than before, just watch 2011 what the budget stock was like in that part. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82097	The replica matches the esteemed Dragutin Lesar, please.
ParlaMint-HR_2014-07-02-0.u82098	Very short. 5.5 billion, not 5.5 million kunas, were subsidies, not support. The growth of industrial production or indicators of growth in industrial production and exports may but have nothing to do with these subsidies until data processing is made up to users. How many of those who received state subsidies ended up in a pre-demand settlement or in bankruptcy or went bankrupt, for example? Do you have that information? I don't. You see, when we have them, then we'll see if those effects... How much is the growth of industrial production in the part of the industry that does not have the right to subsidies? And what if there is the greatest increase in exports in those who are not users of subsidies? So to the general statistical macroeconomic indicators to prove the eligibility of subsidies in my opinion is this much of a method that is usually called occal.
ParlaMint-HR_2014-07-02-0.u82099	Another replica and respected colleague of Jadranka Kosor. Here you go.
ParlaMint-HR_2014-07-02-0.u82100	Thank you very much, Mr. Vice President. Comrade Lesar, you spoke of, among others, austerity measures and brutal austerity measures. You mentioned Italian Prime Minister Renzi and the brutal austerity measures and in that I agree with you, not brutal but austerity measures. Because we have to reduce the deficit, it is a fact, not because of the European Commission, because of the European Union, because of someone who is our tutor again, but because of ourselves, because we cannot spend more than we earn. It's an account of every housekeeper and every household, so then there's got to be states. And to achieve this here when you read and recommendations from the Council for the Republic of Croatia, means deficit below 3% in 2016. First of all, for the government, each government and this government means something more realistic and consistent to plan. When you look at this report on the implementation of last year's budget, the deficit was planned from 10 billion at the beginning, but we got to what, 16 and a half, 17, 18. So today we're talking about different amounts here. Certainly almost double what was planned. And this is one of the questions that we also have to resolve in the Croatian Parliament how to get to the point of saving realistically, and that the state works and that all those who have to be protected are protected and that we support the economy.
ParlaMint-HR_2014-07-02-0.u82101	The replica matches the esteemed Dragutin Lesar, please.
ParlaMint-HR_2014-07-02-0.u82102	Comrade Kosor, I agree with you only we will always remain in doubt three percent of the deficit has become a golden calf that no one dares to discuss anymore. Why exactly three? And where it's proven that 3% of the deficit is very healthy for the economy, but let's let it go now. In my debate, I put an emphasis on the decline of personal consumption. One way to reduce deficits is that there is no new borrowing, only to pay off old debts. That's one way.
ParlaMint-HR_2014-07-02-0.u82103	We're continuing the club debate. On behalf of the club of independent representatives, colleagues Grubisic and Cain will speak. First, my colleague Grubisic, please.
ParlaMint-HR_2014-07-02-0.u82104	Mr. Vice President of the Croatian Parliament, ministers and assistants, colleagues and colleagues. This is the second and a half years to participate in the work of the Croatian Parliament, which is an honor to me, but I must say that I am not personally satisfied with the work of the Parliament and those opinions with which I came to the Parliament two and a half years ago have remained present until today. The parliament is divided into a party in power or coalition in power and opposition, and the debates are mainly on the link whether the party in power supports regardless of the responsibility, accuracy, accuracy of the report that the opposition mainly honors the exceptions to any solution given by the party in power. We could mention that old saying that little ducks went to school from Wednesday to Friday, but they didn't move away from the beginning. I also think that we have not moved away from the beginning, because we are bypassing important problems that are present in Croatian society, and we pretend that we do not see or really see these problems. I personally am not committed to the left or right option in thinking, but I am placed at the centre of interest by a man above all, and we as representatives of the Croatian Parliament must fight for a specific citizen, a man, to make his life better in these places, more successful, to be more satisfied. It doesn't happen with all let's say good efforts and we are at a certain beginning. If we should establish and implement some reforms, then I think we should start from the very beginning of the electoral process, which is directly resisting parliamentary MPs, not party lists, and that those who really choose people by name and last name really represent that people. If we choose again by Yeah, we have a specific subject, but these are the problems. [[Stazić: My colleague Grubisic, so I have no intention of narrowing this debate but we have a very clear and concrete topic that is the implementation of the budget.]] These are the problems and I'm gonna end up quick, but I think the problems should be talked about so I can get rid of them. [[Intruder Stazic: I would kindly ask you to approach the topic.]] If we don't talk about problems, we'll stay in the same position we're in right now. So, I think that we should have a direct election of parliamentary representatives, that they are responsible for their election unit for their work and that they can call off unless those promises they made in the election race are fulfilled. Many of us have programmes for elections, but we have no problems getting Croatia out of the crisis. I try and want to co-operate on the programs to get out of the crisis whether they come from the right or from the left, if they lead Croatia towards a better tomorrow. And further exposure will be done by Mr. Cain.
ParlaMint-HR_2014-07-02-0.u82105	Damir Cain, come in.
ParlaMint-HR_2014-07-02-0.u82106	Mr. Vice-President, Mr. Minister, gentlemen of the Parliament, Chief State Auditor. When it comes to the implementation of the national budget for 2013 these macroeconomic indicators are clearly important. But on this occasion, I'm going to make a comparison with those in 2008. So in 2008, all the companies in Croatia achieved 709.8 billion kuna and 2013. 612.4 billion kuna. That means 97.3 billion kuna less. In 2007, in 2008, we had a profit of $17.2 billion, I'm talking about the pre-crisis year, and 2013. 3.15 billion kuna. So that's minus 14 billion kuna. In 2013, 101 thousand companies in Croatia employ 830 thousand 328 workers, and 2008. 933 thousand 628 or 103 thousand 300 workers were less employed in 2013 compared to 2008. Obligations of the economy, interest, etc. From 58.1 billion, they grew to $69 billion. Investments are down by 52 billion kuna. In 2008, we had 89.6 billion kuna investments, 2013. $37.4 billion. And what the finance minister himself recently said was that the recession has denied in these five years the annual budget revenue of cca 100 billion kuna. So, the trends in 2013 were not good and now the question is whether 2014 will change? It's too soon to say that. Personally, I want to believe that it's simply possible. What I would like to insist on, I also heard from the minister in the morning, first of all, is one legal guarantee of 123m euros for the contracted Uljanika jarar with Dutch companies totalling 173m euros. It's like in that one ship they've contained 4, 5 tankers or I don't know how many ferrys, 10 ferrys. So, if that happens, the entire South of Istria will be launched, May 3rd, Oil. I am convinced that the TeSU issue of the ship's engine factory in Rijeka will be resolved. Otherwise, I don't know what might happen, but I hear that guarantee will be in the government tomorrow. Someone will also say that the biggest handicap of this government is that it will have five electoral cycles in its term of office. Twice European elections, once local, once parliamentary, one presidential, a whole series of mini local elections, at least three, maybe four, five referendums etc. So a referendum day should be set to begin. Because every week this referendum just doesn't make sense. However, no matter what the occasion, they are clearly worrying. Croatia has been in the excessive deficit procedure since January 2014. We are also in the process of macroeconomic imbalance, but the European Commission has to admit that it has given one strong, strong, strong support to the government and now whatever someone thinks Croatia, should and should admit, it has cut expenditures but how? So it doesn't hurt. So someone's gonna say it might hurt something, but we have to admit it. It is certain that fiscal consolidation cannot be implemented without the most unpopular measures. Whether without the tax press, whether through the cutting of salaries, socials, subsidies, God forbid you touch the pensions. The fact is also that budget expenditures can't be cut abruptly, but what have we been doing? We've been saving on investments. There's really nothing to be saved anywhere else. In one word, fiscal consolidation is not possible in a short time. What's the biggest problem? The biggest problem is public debt. I said earlier that we were saving about 50 billion kuna in investment at an annual level or that for so many investments less than in 2008 when they amounted to 89.6 billion kuna and last year 37.4 billion kuna. That's minus 52.2 billion kuna. What's the biggest problem? Public debt. The general government's debt at the end of 2013 amounted to more than 220 billion kuna or 67.1% of GDP. If we add 53.7 billion kuna to the central government's guarantees, the potential public debt is 83.4% of GDP. We don't have guarantees from units of local self-government, but the fact that this budget is worth 125 billion kuna and that the revenues of local self-government last year were 21.9 billion kuna, means every 6 or every 4 kuna with each 4 or every 6 as we look at local self-government, we can talk about at least 95% of GDP. And that's where we come to be. The original incomes of € 108.5 billion, expenditures € 125 billion. And what does the State Audit find? What we all know very well. Receipts, I quote, of the 42.5 billion kuna borrowings relate to receipts from the issued securities amounting to 30 billion kuna and receipts from loans of $12.4 billion. The most significant receipts from the issued securities amounting to €30.1 billion and the bonds amounting to €27.1 billion and net receipts from the vaults amounting to €3 billion. And now what do we do? Either we go to structural reform today, or a lot of things will be transferred tomorrow to an existing or future government. The biggest problem of the country is that in 2014 we have 70 to 80 thousand more people than 1990. It costs us 10 billion kuna a year with material costs. The Groh of these people is clearly employed in the best forms of nepotism, it doesn't matter if it's Slavonia, or Istria where even moms are hired if their sons are the leaders, by the logic that they need to be clearly cared for by their loved ones. But budget expenditure for salaries and pensions since 2004 has been growing around 5 percentage points annually, while capital expenditures that ensure development from 11% in 2014 fall to 3.8% in 2012, and 2013 and below that percentage. And that's why there's no significant growth, while the expenditure on interest from 4 billion in 2004 is growing to 11.1 billion this year, and the next is even 12 billion kuna. And what you can see is that every government burden of crisis is trying, it's my impression, to transfer to that future one or that former government leaves such a burden to that future one. I think this is where this government tried to change direction, but this time it's what it's doing? The greatest burden is shifted to those who are weakest, those are small economic operators, and that's where we come into these pre-fashion deals. The big ones are forgiven, the ones who brought the companies into trouble continue to lead them, and on the other hand, the small ones are literally harassed. When someone in the West goes bankrupt or loses their own company, when they lose him or lose everything, or goes to jail, or takes his own life, and in Croatia, even richer, with even more real estate, and even more pictures, with all the forgiven obligations. And imagine in 98% of the cases those who have ruined companies continue to lead them. And there is no difference whether it is Istria, Slavonia, Dalmatia or what I know about Zagreb. Most importantly, I'm going to say at this point clearly to secure tomorrow at the government that warranty for the Oilman. We have to or we will have to implement structural reforms, we will have to start clearly from the judiciary that does what they do, their range is Sanader now Merzel, and a barrel of 2 or 3,000 euros, and everything between that is probably being let do what it does. The reform of the institution is clearly contitio sine qua non, I would say these states from state authorities to units of local self-government. There is no Professor Kregar here, he once said that at the beginning of the term of office he thought that one who would abolish part of the unit of local self-government would surely lose the election, but says today after 3.4 years here in Parliament I realize that the one who would do so would win the election. Sixty thousand people work in local self-government, 75 thousand in Croatian health care. Health costs us 22 billion, local self-government 22 billion, the state budget of that 125 billion kuna. I'm saying that among other things, and I'm talking about Istria. I mentioned investments, 50, so many billion kunas last year compared to 2008. Thank God the state investments haven't gone beyond Istria in the past three years. Whether it's Croatian roads, Croatian waters. After 200 million kunas are provided for ipillon and that the general hospital is etc. Never greater national investment, but they're not development, I'm sorry, they're not a guarantee of progress. In this local self-government does not participate with any kuna, but it is now less important. It is clear that I stand for one maximum decentralisation preferably, by the example of one who knew the 74th Constitution. Why? Because then Croatia's Istria, my Buzet, is free to say the fastest development. In the 1980s, the processing industry had 700 thousand employees in Croatia and a 30% share in gross social product, and in 2010 there are 219 900 people in the Croatian industry, and in the gross social product it participates with 13.6%, today we are below 200 thousand employees and the share of the processing industry in GDP is about 10%. There is no country that is more strongly deindustrated than Croatia. And why am I saying that? Let's let the conversion go, let's let the privatisation know that, I will now mention the European Union. In 2013, we paid Brussels 1,805 135 213 kuna, so many circuses we withdrew, but our priorities were determined or set priorities. Did one kuna, for example, come from that money to resuscitate the Croatian industry? It's not. Or for something we're 100% producing and exporting our way west, no. In 2013, 2014, we will pay the circus 4 billion kuna, scattered, but almost dare say no to nonsense, not to what we don't need, but to what is not our priority right now. I'm not saying that roads aren't important, that water lines aren't important, but keeping production jobs is certainly a question of the survival of the country as such. This is where we clearly come to corruption, at national level it's somewhat halted, at a local extra, I'd say, waved, we're not going to have a positive GDP growth in 2014, we've seen what the tourist data is, I think it's going to change seven, eight months, but I want to believe that this year will still be the last year of negative trends. So, what do you expect? Our highways are in trouble, our shipbuilding is in trouble, for the third time I mention it on purpose, although I know it will be in government tomorrow..., it is... the synchronised survival of Croatian shipbuilding, the industry has problems, health care is mildly rehabilitated, thank God, the state enters the construction of a general hospital in Pula. State revenues in the first four months are 500 million kuna higher than in 2013, but VAT revenue now being calculated differently, so imports are lower. We're losing CEFTA, go Mr. Minister with this food interface. We see that the Deputy Prime Minister thinks differently. We'll probably have to rebalance already in September, probably because of these floods, but it's important to let people work and have. I repeat, at this point, the ones that are the weakest, which are the little people, the small firms, and the big ones, they sort of tend to be. However, no matter what, we used to listen to a whole series of data, there's a sign that things are moving better and I want to believe that this is the last crisis recession year.
ParlaMint-HR_2014-07-02-0.u82107	Thank you. Two replicas. First esteemed Ivan Shuker. Here you go.
ParlaMint-HR_2014-07-02-0.u82108	Well, colleague Cain, when you compared so nicely in 2008 and 2013, then you forgot to compare the key thing, which is what the deficit was in 2008, which is what it is today. So the 2008 deficit was 0.8% or 2.8 billion kuna. It was a year before the crisis and then exploded as it exploded in 2009, but that deficit to 0.8 came from 6.3% in 2003. So, if some reforms were carried out, there was also order in the country, otherwise they would not have been the results as they are. However, I find yours very interesting, now don't get me wrong that I am against the Uljanika guarantee, but how can a guarantee be given to a restructured shipbuilding? Will that allow Brussels? Or that guarantee will again be some kind of skeleton as it is said that 10 billion skeletons came in 2011, these are all the guarantees that were given to shipbuilding. To be clear, in all the reports on the implementation of the state budget, these guarantees were nicely taxed, listed inside. Well, she didn't fall out of the air that no one knew anything about them. So let's not, then, because of that when we like to treat things one way, and when we don't, treat them another way because if we say we're done all the time and the government boasts about it, with the restructuring of shipbuilding, then we're interested tomorrow on what basis they're going to give that guarantee. That reminds me of when we were out there in 2009, in 2010, we couldn't guarantee it with the word word 3. May and then a major political decision by the city council of Rijeka, they will give a guarantee if they do not give the state. My colleague Cain, it can't go that far.
ParlaMint-HR_2014-07-02-0.u82109	The replica corresponds to the esteemed Damir Cain.
ParlaMint-HR_2014-07-02-0.u82110	Well, it can, Mr. Schucker, and it has to do that because in this particular case, it's not about the financial guarantee, it's about the censure. It's a legal guarantee. It is not the same, legal guarantees as such guarantees to help industry know the EU and it needs to be ensured. We are talking about a 173m-euro yard here, which is the most valuable ship that has been built since the beginning, I suppose, in one Uljanika, perhaps in Croatia shipbuilding. It's about the equivalent of 4 or 5 ferrys. So it is necessary to provide a guarantee of 123m euros plus interest plus the cost of the loan, but without it everything comes into question. And the Oilman and the 3rd. May, and with that problem, I am deeply convinced that we are also solving the TSU problem in Pula and the Motor problem in Rijeka. The very fact that Croatia's shipbuilding can contract a boat equivalent to 173m euros says something is moving. Without it, the South of Istria would not be as industrially recognizable as much of the Republic of Croatia has been deindustrated, and I mean Istria. I mentioned earlier that in the 1980s we had 700 thousand employees in the processing industry, that the processing industry participated with 30% of GDP, and today the processing industry participates in GDP with 10% and is employed somewhere by no more than 200 thousand people. Therefore, I purposely mention this case, I want to believe that the government will stand behind it and that HABOR and other business banks will clearly, unequivocally send a message to the entire Croatian public that something is being paid and done in Croatia.
ParlaMint-HR_2014-07-02-0.u82111	Second replica, Đuro Popiè. Here you go.
ParlaMint-HR_2014-07-02-0.u82112	Thank you very much, Vice President. Here, actually the same comment. It is completely unclear how it is possible for a private company to approve a 126m-euro state guarantee whatever it is doing. The more this government boasts that it has solved the problem of shipbuilding, and you now claim, you who support this government, that without this guarantee Croatia's shipbuilding will fail. Then what's changed in the first place? Which changed, therefore, after the fact that in 2011, more Uljanik came out of the difficulty society process because a billion kunas entered their guarantees into public debt, after which the company was privatised. If you say it can, then from this place we invite all Croatian companies that produce and export anything, and export a lot more than 120m euros, to ask the Croatian Government for censures that have never been in difficulty, except now what this government has forced them to do, and which are extremely difficult to come to export jobs because they can't get any legal guarantees. So if this government boasts that it's solved the shipbuilding problem, how do you say it's in trouble now? Secondly, how is it possible to give the private company 128 million or... euros in censure by the state? And based on the waiting and what competition mechanisms do you intend to explain in the European Commission tomorrow? So why did we do the restructuring program, why did Uljanik leave the company with difficulties, why is he privatized if you're now saying he's in trouble again? And the Oilman's worked so far seems to me 3 or 4 of those ships, before, so this isn't the first one to be contracted. I'm glad he still has a job, I'm glad he's still working on the market, but the guarantee thing seems to me to be one big questionnaire and it'll probably explain the minister himself better how it's possible today. If then we invite her all to do it... This is the type of guarantee. [[The speakers speak at the same time, of course.]]
ParlaMint-HR_2014-07-02-0.u82113	The replica matches Damir Cain.
ParlaMint-HR_2014-07-02-0.u82114	I repeat here once again that there is no questionnaire here. It's not a financial guarantee. It's a censure. And what changed? Yes, the oil company today is a private company when we simply forced the workers, management to simply privatize that company. It could have been state-owned but simply so that we could start or that we could end all these negotiations with the EU should have taken over. Well, I guess we don't want to run out of Croatian shipbuilding here. Without the oil there is no Croatian shipbuilding, without the oil there is no 10% of Croatian exports so to say, well not 10 slightly less. But in some years, Ulnik himself was equal to 10% of Croatian exports. And finally, Mr. Ex-Secretary, Mr. Representative, that money isn't free money, that money will get the company back to June. Funding is as neat as it was negotiated, so the state and the business banks will not have any harm, however, only benefit from one such arrangement. And what's important is that it's a censure, not a financial guarantee. It is not the same thing and the EU recognises this possibility.
ParlaMint-HR_2014-07-02-0.u82115	We're continuing the club debate. On behalf of the HNS club will be spoken by distinguished counterpart Marijan Skuric. Here you go.
ParlaMint-HR_2014-07-02-0.u82116	Dear Vice-President of the Parliament, respected ministers with co-workers, respected colleagues and fellow MPs. As the basic financial document showing all planned annual incomes and receipts has been examined, expenditures and expenditures are primarily a means of achieving the needs and will of citizens, with all the means and means of proving fiscal responsibility, as well as a statement and political objectives of each government. Therefore, the annual report on the implementation of the state budget must give us many answers, first and foremost, which are guidelines for our future work, which are our real goals, and all with the ultimate goal of developing our country. When we talk about the report on our state budget we can find that the operating expenses are of the plan... 110.2 billion, carrying out 10.5 billion kuna. The expenditures planned for €125 billion made with €123 billion and the difference is €16 billion. In our report as a HNS club, we will stick to the income side more because, as well as the mayor, we know that when the budgets are made, everyone is more concerned with the cost-side analysis because, of course, everyone in the distribution would share something, and rarely who would accept the part as well as get something, how to do something. So in particular, several types of revenue would be highlighted in that analysis. First of all, they'd analyze loans and loans. This Regulation shall enter into force on the twentieth day following The budget law is implemented for the purpose of financing deficits of the state budget, financing investment projects and specific programmes according to the approval of the Croatian Parliament, and also the basis of current payments of government debt, the settlement of the payments made related to state guarantees and the management of liquidity of the state budget and also other revenues. So, based on both audits and reports, loans and loans received amounted to €12.4 billion. of which we used long-term loans and loans of 10 billion kuna and short-term loans of 1.5 billion kuna. Long-term loans and loans were received from credit institutions, both from the country and abroad of 10 billion kuna and from international financial institutions worth 827 million kuna. Receipts from credits from the country and abroad were made on the basis of a new borrowing contract of €5.5 billion and contracts and additions to contracts for the replacement of old loans to new ones and the extension of repayment deadlines for loans contracted earlier years amounting to € 4.4 billion. In 2014, 6 new long-term borrowing contracts were concluded, 5 of which with country credit institutions and 1 with a credit institution abroad. Loan repayment deadlines shall be agreed in meals or one-time periods between 3 and 5 years. Of those loans, 3 loans totalling 3.3 billion kuna were used to resuscitate health institutions. Receipts made on the basis of contracts and additions to contracts for the replacement of old loans to new ones and the extension of repayment deadlines for previously agreed loans relate to previously taken credits and those loans for shipyards amounting to HRK 4.4 billion and other loans amounting to HRK 75 million. Receipts from debt to international financial institutions amounting to €627 million relate to borrowing from the International Bank for Reconstruction and Development, the European Investment Bank and the Council of Europe Development Bank. These receipts were made through the withdrawal of loans on the basis of several contracts from earlier years, and one contract concluded in 2013 which is for the financing of another technological development project. Receipts from short-term loans were shown on a net basis of a billion and 536 million kuna. Total short-term credit receipts are in the amount of 14 billion kuna and loans are mainly agreed with banks and other institutions from the country of 13 billion and with banks abroad of a billion and a half kuna. Short-term borrowing in foreign banks was made according to money market offers mainly due to timely pension payments. The interest rate with the charged fee was 0.4% to 1.45% year-on-year. The short-term borrowing of banks from abroad was agreed in December 2014 at an amount of 200m euros, i.e. 1.5 billion kuna equivalent. The loan was agreed without a withdrawal fee at an interest rate of 2.5% and the repayment deadline was 31st March 2014. The second part of the receipts I would like to highlight and highlight, which are the receipts from the sale of shares and shares in the principal. The receipts from the sale of shares and shares in the capital are planned in the amount of 3 billion kuna and... are worth 45.6 million kuna. [[The speaker doesn't understand.]] The planned receipts from the sale of shares and shares in the main credit and other financial institutions in the public sector are planned. This was originally planned to sell shares of the Croatian Post Bank and Croatia's insurance which were ultimately not achieved. And there has been some receipts from the sale of shares and shares in the main company in the public sector, and those that were not planned. The most significant receipts from the sale of shares and shares in the principal amounting to 45 million kuna were realised by the Croatian Pension Insurance Society. And these funds have been paid into account from the state budget according to the order of the HZMO and have been achieved since the cancellation of the reservation for court disputes. And this is based on the report on the business of the Croatian Pension Insurance Society for the period January/September 2013. In particular, we wanted to point out these two things about receipts and this to receive borrowings and receipts from the sale of shares because, in the finding of the state audit, one thing is particularly highlighted and it is related to the financing of projects by loans to international financial institutions. In its report, the State Audit Office proposed that a very good analysis of the eligibility of project financing and potential users of loans should be made before taking a decision on the financing of the projects referred to in those loans and the time limits for the implementation of the projects. E Due to the irregular withdrawal of funds and the extension of the time limits for the use of loans, additional costs for the state budget arise. And indeed that thinking which is that the State Office has expressed its opinion that before the loan agreement is concluded, the possibility of funding projects from the funds should be considered... the funds of the European Union funds. [[The speaker doesn't understand.]] Of course, loan users have also appointed authorities to monitor the implementation of projects whose work also includes representatives of the Ministry of Finance with a view to encouraging the current planning and withdrawal of the resources of the state budget and loans. Of course, on the basis of the Government's conclusion on the measures to reduce the deficits of December 2013, loans are intended to be negotiated in the future as a substitute for the national component of the financial structure for co-financing of projects from the European Union Fund. And concrete results have already been cancelled in 2013 and early 2014, around 85m euros in loans to finance projects, as they are planned to be financed using the European Union funds. And there, in particular, we would like to analyse the revenues from foreign aid and from entities within the general budget where the large majority of the funds are defined from the assistance of the European Union funds to see what our potentials are and what benefit we have benefited from. First of all, revenues from aid from abroad and from entities within the general budget have been achieved in the amount of billions and 826 million kuna. And the most significant value refers to aid from international organisations and foreign governments worth billions and 736 million kunas. New sources of revenue have been achieved in 2014 and these are from the moment Croatia enters the European Union, these are the European Union funds and other European Union programmes, which relate to assistance from funds that have become available to the Republic of Croatia since the accession of the European Union. What are these sources of resources? They are listed above as the European Social Fund, the Cohesion Fund, the European Regional Development Fund. For those three funds, we got aid of 358 million. It is also the Fishing Fund where we have obtained assistance in the amount of... millions of kuna and these are the European Agricultural Fund for Rural Development. [[The speaker doesn't understand.]] As part of the revenue from international organisations of foreign governments of €1 billion and €736 million, revenue from EU assistance to boost cash flow of €585 million and aid for liquidity received by members in the first year and from pre-accession funds, gifts and other assistance in the amount of... A million kunas. [[The speaker doesn't understand.]] The other revenues that have been achieved are the Schengen Programme, they have been achieved in the amount of 300 million kuna and funds for refugees and return and instruments of the European Economic Area. All revenues in the light of the written recording method are not shown as income but as an obligation for advances. By joining the European Union in July 2013, the Republic of Croatia has the right to use funds, help from new sources of revenue, as we have said funds and other programmes. Special foreign exchange accounts have been opened for the inflow of funds from those funds and the monitoring of the inflows and outflows of funds in those accounts and the management of the allocations shall be carried out within the framework of the National Fund, which is the establishment unit of the Ministry of Finance. We also have agreed projects which were still in the period from 2007 to the end of 2014 under the IPA Programme and this Programme measures 3 and 4 where we have spent 145 and 35% of the funds available to us in 2014 and 2013. We would mention that, given that by the end of... the financing of projects under operational environmental protection programmes, development programmes, there are another 664m euros left in relation to what we should have received and what we used. And then there is our chance, and our opportunity, given that the membership of the Republic of Croatia in the European Union involves significant allocations of budgets based on contributions to the budget of the European Union. It is important to make every effort to make use of the European Union funds and other European Union programmes to the greatest extent possible and to take urgent steps to negotiate and implement projects under the operational programmes. And for the period 2014... the Republic of Croatia can abolish the use of 13.7 billion euros. But that is what we should draw conclusions from this report, but let's not let the European Union funds be our alibi for the senseless and incompetent. The use of funds is the best form of decentralisation, at local and regional level is the greatest and responsibility. We need to have an idea, speak as mayor, have project documentation, professional teams, meet many criteria, we need to keep learning and that we need to help each other. We need to provide good logistics to all citizens, companies and all others who want to apply to these programs. There is no competition with operational means because it is important to know that no new member has ever succeeded in withdrawing all the funds available and thus we will continue to launch the entire Croatian economy... and reduce the deficit which is really our ultimate goal. And with that message, the desire to use this report really to use this revenue side... The European Union, these are not the means to be offered, but they do not open themselves to us, it is up to us, and the HNS club Liberal Democrats will support the draft annual report on the implementation of the state budget, the proposal for an annual report on the revision of the fiscal rules and the State Audit Office's report. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82117	Thank you. A respected Tatjana Šimac-Bonačić has signed up for the replica. Here you go.
ParlaMint-HR_2014-07-02-0.u82118	Thank you very much, Mr. Vice President. Well, fellow Skvarić, in your discussion, you said, and I agree with you that this implementation of the budget is, in fact, a statement of political goals, or any government, that is, to see whether that authority is on the right track. Here we can conclude all together that surely the Government did not close its eyes and not run away from solving the problem but is introduced of course order in all segments. Well, I'll say, actually, when the data is a couple of things that aren't off-limits because today we heard about the self-satisfaction of the minister and then the obstetrics and then the fiscalization, etc., so it's very important to give as much data as possible. So here's when the SDP took over the last month of HDZ's reign, there were 315 000 unemployed. In the first month after that, there were already 340,000, but both of these numbers are less than the current number of unemployed, which means 305,000 unemployed of our fellow citizens. I also have to stress here that when we talk about deficits, and today there have been a lot of words, most of the deficits are essentially interest on previous duties. That's about 60%, amounting to 9.8 billion kuna. Therefore, the rehabilitation of health 3 billion kuna, membership for the European Union 1.8 billion kuna. The deficit could have been zero if, of course, the money had not been left to the economy through untaxed reinvestments, etc., to get through HBOR. Not to mention now the pensions that have remained, which have not actually been reduced or reduced, that we are not talking about social benefits that have not been reduced but, of course, introduce order into the whole system, and when you look at what has been introduced into the social system, from informing to the fact that all 118 social care centres have been networked...
ParlaMint-HR_2014-07-02-0.u82119	Thank you very much. Time.
ParlaMint-HR_2014-07-02-0.u82120	Wait a minute. So it is clear that we are on the right track as far as this government is concerned. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82121	The replica corresponds to the respected Marijan Škvarić.
ParlaMint-HR_2014-07-02-0.u82122	Thank you very much, Mr. Vice President. Yes, we can really agree here that order must be introduced in all segments, above all, the implementation of the budget and according to the State Audit, it is also seen by the Government that this order is very much wanted and achieved, and what it is also on because we have talked many times about the amounts of the funds themselves. Something I said only the expenditure part of the state budget is almost... and already pre-programmed. Very little remains for that part in some way of developmental component. And be careful, that part that is small but it depends even on the amount of funds from my experience everything than the funds that are necessary must be optimally exploited and it must be controlled and that this order according to this section as indicated here... the implementation of this budget, just... how the budgets were 3.4.5 years ago we can... satisfaction, and these indicators that you have cited are indeed a reduction of unemployment, an increase in exports, an increase in economic growth and in many things gives us... optimism that this government is doing well. Thank you very much.
ParlaMint-HR_2014-07-02-0.u82123	On behalf of the HDSSB club, the respected Boro Grubisic will speak. Here you go.
