ParlaMint-BG_2020-12-02.u1	Good afternoon, fellow Members. Please, registration mode. Anna Alexandrova?
ParlaMint-BG_2020-12-02.u136	Thank you. Voted in this House 118 MPs plus 6 voted remotely.. 124 total: 124, no opposition and no abstentions. The motion is accepted.
ParlaMint-BG_2020-12-02.u137	Proposal by the MPs Milko Nedyalkov and a group of MPs: screated § 7a: 7a. In Article 4 (1) (b), point (c) is replaced by the following: 70, p. 1 the words "7 per cent" shall be replaced by "10 per cent." The Commission does not support the proposal. Proposal by the MPs Valeri Simeonov and Christian Mitev: A new § 7a is being created: 7a. In Article 4 (1) (b), point (c) is replaced by the following: 70, p. 5 after the words the social pension for disability is added...................................................................................................................... is The Commission does not support the proposal.
ParlaMint-BG_2020-12-02.u138	You have the floor to speak. Here you go, Mrs. Jeleva.
ParlaMint-BG_2020-12-02.u139	Madam President, honourable Members! Paragraph 7a lays down the right to monthly financial support for disabled persons. One of the main highlights of the Law on Persons with Disabilities is the monthly financial support they are entitled to receive. Our proposal is in point. 1 this percentage, which they are getting, 7%, is increased to 10. Why are we making this offer? Already during the public discussion of the new Law on Disabled Persons, it was proposed that this percentage should be 10%. For some reason, by reaching the hall, of course, he was changed for no clear and specific reason. Consequences in politics, then in speech we said that this was not fair. So now, in the changes at issue, we propose that it be increased and again be 10%. Why would it be 10%? Not that this will contribute to better financial support for people with disabilities from this group from 50 to 70%, but because the line of poverty this year administratively, without many motives, without much talk was increased by the Minister of Labour and Social Policy by only six leva. This, of course, to limit the costs that will be given to people with disabilities, because this line of poverty also defines the financial support they will receive. Notice, for this group from 50 to 70% incapacity they will receive only 42 cents increase this year, which follows. I repeat, this is not fair. I would also like to draw attention to the other percentage distribution, which creates several injustices in the other groups, which are from 70 to 90%, and also on the proposal of colleagues that in point. 5 people who are entitled to financial support, those with military disabilities must also be included in the possibility of receiving financial support. People with over 90 per cent disability with certain foreign benefits who receive a pension are missed at the explicit enumeration in point. 5. For this reason, people with disabilities also fall into the common group of people with disabilities who receive lower-sized support. 3 There is also injustice. They are placed in the same group for those people with disabilities, defined by over 90% but without any help. Those with 70 to 90% degree of damage have also been affected because they have previously received the so-called integration supplements. For these people, the supplements now.. what they are currently receiving is equal to the integration supplement or in some cases less. That is why we welcome our fellow Members to remedy this injustice in subsequent changes. Thank you.
ParlaMint-BG_2020-12-02.u140	Thank you, dear Mrs. Jeleva. - What's the line? I can't see. Statements? Mr. Mitev, come in.
ParlaMint-BG_2020-12-02.u141	Dear Madam President, honourable Members! According to the provision of art. 70 of the Law on Persons with Disabilities is determined that the right to monthly financial support under art. 69, p. 1 have people with permanent disabilities over the age of 18 years, including 3 of that provision, the degree of damage is more than 90 per cent in the amount of 25 per cent of the poverty line, i.e. Over 90 per cent of the disability rate with certain foreign aid receiving a social disability pension of 57 per cent of the poverty line. The support under art. 70 in all five points of the Law on Persons with Disabilities refers to all people with disabilities receiving a TELK solution and their degree of disability determined from 50 per cent to over 90 per cent of a certain degree of disability with certain foreign assistance, including military disability. In practice, they are not included in this provision and, accordingly, in the correct financial support point. In Article 4 (1) (b), point (c) is replaced by the following: 70 of the Law on Persons with Disabilities at Points lists in detail the types of percentage disabilities and their financial support according to the percentage of the poverty line. According to the NSI, in practice, personal military disability pensions currently receive 168 persons, of which 163 privates and five sergeants. Unfortunately, however, because in the provision, as I said, to art. 70, para. 1, t. 5 they are not mentioned; in practice they are victims of unfair treatment as a result of the poorly formulated provision in the case of art. 70, para. 1, t. 5 which goes against as with art. 6, para. 2 of the Constitution of the Republic of Bulgaria, as well as with art. 4, para. 1 of the Law on Protection against Discrimination, which order that no restrictions on rights or privileges based on race, nationality, ethnicity, gender, origin, religion, education, belief, political affiliation, personal and social status or property status are allowed. In practice, however, it turns out that if in Bulgaria it is a military disability, this discrimination would be called unfair treatment in the case of receiving such financial support is not available, as the legislator did not foresee this addition in art. 70, para. 1, t. 5. Moreover, people with disabilities deserve to be treated equally and supported by the state and society, all the more so that this understanding has its constitutional legal foundations in art. 51, para. 3 of the Constitution shall be governed by the Institute of Special Protection of the State and the Society under which persons with physical and mental disabilities are located. In this sense, it can be said that for people with disabilities, the constitutional legislator has built mechanisms for prevention and protection and, in accordance with the Constitution, to people with disabilities, the legislator has also supplemented those with reduced mobility. However, I repeat, in this case, unfortunately, the military invalids, since they are not explicitly mentioned, do not fall within this group to receive the corresponding financial support. There was a complaint of military invalids before the Commission for Protection against Discrimination, which, if I am not mistaken, was delivered on 20 October by a decision recommending the National Assembly to amend the Law. 70, p. 5 within the meaning that we have proposed, namely to add the military invalids to those who receive this financial support so that they can be supported as other people with disabilities. In practice, although it appears neutral, the provision currently described in the Law on Disabled Persons leads to less favourable treatment on the basis of signs of public status and disability and the Commission for Protection against Discrimination finds in this case discrimination, which should be removed with the change we are proposing. Thank you.
ParlaMint-BG_2020-12-02.u142	Thank you, Mr. Mitev. - What's the line? I can't see. Any other speeches? I can't see. I'm closing the debate. First, I will put to the vote the unsupported proposal of the MP Milko Nedyalkov and a group of MPs. Mrs. Alexandrova? I don't see Mrs. Alexandrova. Mr. Toshev?
ParlaMint-BG_2020-12-02.u143	Yeah.
ParlaMint-BG_2020-12-02.u144	Mr. Nunev?
ParlaMint-BG_2020-12-02.u145	That's against it.
ParlaMint-BG_2020-12-02.u146	Mr. Popov? I can't see. Ms. Alexandrova, we are voting on the unsupported proposal of the MP Milko Nedyalkov and a group of MPs.
ParlaMint-BG_2020-12-02.u147	That's against it.
ParlaMint-BG_2020-12-02.u148	Mr. Dinev?
ParlaMint-BG_2020-12-02.u149	That's against it.
ParlaMint-BG_2020-12-02.u150	Mrs. Kostadinova?
ParlaMint-BG_2020-12-02.u151	That's against it. Vote 120 MPs plus 5 remotely become 125: for 33 and 1 remote, it becomes 134; against 53 plus 4 remote, it becomes 57 abstention 34. The offer is not accepted. I put to the vote the proposal of the MPs Valeri Simeonov and Christian Mitev, which the Commission does not support. Mrs. Alexandrova?
ParlaMint-BG_2020-12-02.u152	Abstention.
ParlaMint-BG_2020-12-02.u153	Mr. Toshev?
ParlaMint-BG_2020-12-02.u154	Abstention. Mr. Dinev?
ParlaMint-BG_2020-12-02.u155	Abstention.
ParlaMint-BG_2020-12-02.u156	Mrs. Kostadinova?
ParlaMint-BG_2020-12-02.u157	Abstention.
ParlaMint-BG_2020-12-02.u158	Mr. Nunev?
ParlaMint-BG_2020-12-02.u159	Abstention. Five MPs voted remotely. They voted 115 MPs in the House plus 5 remotely voted 120: for 42, against 4, abstention 69 plus 5 remote becomes 174. The offer is not accepted. Please continue, Mr. Ademov.
ParlaMint-BG_2020-12-02.u160	The Commission shall support the text of the importer for § 8, which shall become § 9. The Commission shall support the text of the importer for § 9, which shall become § 10. The Commission shall support the text of the importer for § 10, which shall become § 11. The Commission shall support the text of the importer for § 11, which shall become § 12. The Commission shall, in principle, support the text of the importer and propose the following version of § 12, which shall become § 13. ...... 13............................ 13. In Article 4 (1) (b), point (c) is replaced by the following: The following amendments shall be made: "1." In para. 1 the word "created" is replaced by "leads." 2. All over the world, the words are replaced by the executive agency of the drug agency. The Commission shall, in principle, support the text of the importer and propose the following version of § 13, which shall become § 14: ......... 14......................................................................... In Article 4 (1) (b), point (c) is replaced by the following: 89 the following amendments and additions are made: 1. In para. 8 after the word "supplier" is placed comma and the words "the Minister of Labour and Social Policy" are replaced by "the Minister of Health," in agreement with the Supervisory Board of the National Health Insurance Fund and the Executive Director of the Executive Agency of the Medicines Agency. 2. All over the world, the words are replaced by the executive agency of the drug agency. The Commission shall support the text of the importer for § 14, which shall become § 15. The Commission shall, in principle, support the text of the importer and propose the following version of § 15, which shall become § 16: ......... 16........................................... In Article 4 (1) (b), point (c) is replaced by the following: 99 the following amendments and additions are made: 1. So far, text becomes para. 1 and in it after the words "al." The amount of assigned revenue in accordance with Article 21 (3) of the Financial Regulation is estimated at EUR 150000. 45, para. 16 of the Insurance Act. 2. The creation of para. 2: 2 When the person under para. 1 has entered into a payment contract with the National Health Insurance Fund under art. 45, para. 16 of the Health Insurance Act, the fine, respectively the penalty, is imposed under this contract. The Commission shall support the text of the importer for § 16, which shall become § 17. The Commission shall, in principle, support the text of the importer and propose the following version of § 17, which shall become § 18: .............................................................................. Paragraph 1 of the Additional provision shall make the following additions: 1. In point (a), point (a) is replaced by the following: 2 after the words "type and degree of disability', a degree of permanently reduced workforce is added. 2. In point (a), point (a) is replaced by the following: 23 after the word "damages" shall be commaed and added with mental disorders and/or intellectual difficulties.
ParlaMint-BG_2020-12-02.u161	Thank you, Mr. Ademov. Statements? I can't see. Let's move on to the vote. I shall put to the vote the text of the importer of paragraphs 8, 9, 10 and 11, which shall become 9, 10, 11 and 12 respectively; the version of § 12 which shall become § 13 of the Commission Report; the version of § 13, which shall become § 14; the text of the importer for § 14, which shall become § 15 respectively; the version of § 15, which shall become § 16 of the Commission Report; the text of the importer for § 16, which shall become § 17; the version of § 17, which shall be § 18 of the Commission Report respectively. Mrs. Alexandrova?
ParlaMint-BG_2020-12-02.u162	Yeah.
ParlaMint-BG_2020-12-02.u163	Mr. Toshev? I don't see it on screen. Mr. Dinev?
ParlaMint-BG_2020-12-02.u164	Yeah.
ParlaMint-BG_2020-12-02.u165	Mrs. Kostadinova?
ParlaMint-BG_2020-12-02.u166	Yeah.
ParlaMint-BG_2020-12-02.u167	Mr. Popov?
ParlaMint-BG_2020-12-02.u168	Yeah.
ParlaMint-BG_2020-12-02.u169	Mr. Nunev?
ParlaMint-BG_2020-12-02.u170	Yeah. They voted 116 MPs plus 5 remote, 121: for 84 in the hall plus 5 remote, they became 89; they didn't have any, abstentioned 32. The motion is accepted.
ParlaMint-BG_2020-12-02.u171	Under § 18, there is a proposal from the MP Milko Nedyalkov and a group of MPs. In § 18, the words The Commission does not support the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 18, which shall become § 19: "Seriously, I'm In § 28, t. 3 of the transitional and closing provisions, the words..2021..............................................................................................................................................................................................................
ParlaMint-BG_2020-12-02.u172	Statements? Here you are, Mrs. Klisurska.
ParlaMint-BG_2020-12-02.u173	Dear Mr. Chairman, honourable Members! The proposal made under § 18 relates to the institutionalisation of the new State Agency for Disabled People throughout the following year. The proposal we are making is for it to be institutionalised or transformed, because at the moment we know that both by the current Law and by the old for people with disabilities existed the Agency for people with disabilities. Currently, a whole year after the Law was adopted in 2018, the institutionalisation of this State Agency for Disabled Persons is postponed. The threat is enormous by this delay and it shows the clerical approach and the lack of sufficient capacity to create this State Agency. When we discussed the Law on Disabled People in 2018, we all agreed that this structure should be subject to direct submission to the Council of Ministers, not as the Agency for Disabled Persons is currently acting under the jurisdiction of the Ministry of Labour and Social Policy. In the overall talk on the amendments now of the Law on People with Disabilities and the statements of Minister Sacheva it is clear that it is not clear whether such a state agency will be established at all to direct submission of the Council of Ministers. On the contrary, even talking about the establishment of a committee of the Council of Ministers, which will totally change the functions of this structure. If you consider the Law on Disabled People as we adopted it in 2018, you will see that the main function of the State Agency for Disabled Persons is related to the overall coordination of the policies of disabled people and to the conduct of an effective, individual assessment of the needs. I would like to call on all of you, here in this House, to make this government agency more institutionalised. Therefore, we propose that it be created within six months. I believe that this is normal in view of the delay within two years of the establishment of this agency. If we consider in paragraphs 12 and 13 under the current law, we will see that the structure, the state numbers as they function in the Agency for Disabilities, in fact the capacity has it, the people have it, and the idea was that this agency was simply to be restructured and to be subsectord. Not to be directly subordinate and co-ordinated by the Ministry of Labour and Social Policy, but to the Council of Ministers, because these are policies that do not only include the work and activities of the Ministry of Labour and Social Policy, they are not only related to the granting of some social benefits, but much more serious policies that are laid down in the Convention on the Rights of Persons with Disabilities of the United Nations. I think it is wise to think that it is normal for this government agency to be established within the next six months, not to postpone it for a whole year. And since I will not take the floor under the following paragraphs, which delay the entry of regulations and regulations relating to this agency and to the provisions that will transfer the support funds to the Ministry of Health respectively, I think it is good at the moment to respond to all those disabled people who are ultimately concerned with this legislation, that we will quickly deal with all regulations within six months. I believe that this is quite enough and I hope the good, how can I say, and effective tools, if we create now the deadlines shorter within six months, the Law will work effectively from the middle of this year and not from next year, because I see that this postponement for one, for two, for three years shows the management weakness. I hope that you will support our proposal for the next deadlines, which we are reducing by six months and not by one year. Thank you.
ParlaMint-BG_2020-12-02.u174	Thank you, Mrs. Klisurska. Are there lines? I can't see. Any other speeches? I won't. I'm closing the debate. I put to the vote the proposal of MP Milko Nedyalkov and a group of MPs under § 18 which is not supported by the Commission. People's representatives, who are remote, can go to treatment. They voted 112 MPs: 34 against 50, abstention 28. The offer is not accepted. I shall put to the vote § 18, which shall become § 19, as amended by the Commission. They voted 104 MPs: 77, against 20, abstention 7. The proposal for the wording of § 18, which becomes § 19, has been adopted.
ParlaMint-BG_2020-12-02.u175	"Transitional and final provisions." The Commission shall support the text of the importer on the name of the subdivision. The Commission shall, in principle, support the text of the importer and propose the following version of § 19, which shall become § 20: .................................................................................. (1) The regulations governing the application of this law shall be brought into conformity with it within three months of its entry into force. (2) Until the regulations of para. 1 The regulatory acts in force shall apply. Under § 20, there is a proposal from the MP Milko Nedyalkov and a group of MPs: In the transitional and final provisions, § 20, the words? 31 December 2021 shall be replaced by..1 July The Commission does not support the proposal. The Commission shall support the text of the importer for § 20, which shall become § 21.
ParlaMint-BG_2020-12-02.u176	Are there any statements under paragraphs 19 and 20? I don't see anyone who wants to. I'm calling off the debate. I shall put to the vote the name of the division of the Member State of departure and the final provisions of Article 19 as well as the wording of Paragraph 19 as amended by the Commission. They voted 106 MPs: for 104, against 1, abstention 1. The name of the division and the text of § 19 as amended by the Commission have been adopted. I put to the vote the proposal by the Commission of the Parliamentary Representative Milko Nedyalkov and a group of MPs under § 20. Vote 88 MPs: 22, against 50, abstention 16. The offer is not accepted. I shall put to the vote § 20, which shall become § 21 by the text of the importer. Vote 100 MPs: 73, against 25, abstention 2. The text of § 20 is adopted which becomes § 21.
ParlaMint-BG_2020-12-02.u177	Under § 21, there is a proposal from Milko Nedyalkov and a group of MPs: In the transitional and final provisions, § 21, the words..31 December 2021 are replaced by.1 July The Commission does not support the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 21, which shall become § 22: ssssssssssssssssssssssssssssssssssshsssssssssssssssssssssssssssssssssssssssssssssssssssssshsssssssssssssssssshssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss (1) By 31 December 2021, the Council of Ministers shall establish, in accordance with this law, the Rules of Procedure of the Executive Agency (2) By 31 December 2021, the Agency for Persons with Disabilities shall transmit the Register under art. 88, para. 1 and train the staff of the Drug Executive Agency for its conduct and maintenance. (3) Until 31 December 2021, the activities of keeping, maintaining and keeping the register under art. 88, para. 1 shall be implemented by the Agency for Persons with Disabilities. As of 1 January 2022, non-finished proceedings shall be completed by the Drug Executive Agency.
ParlaMint-BG_2020-12-02.u178	Statements? I don't see anyone who wants to. I'm closing the debate. I put to the vote the unaccepted proposal of the MP Milko Nedyalkov and a group of MPs for a change in § 21. They voted 102 MPs: for 31, against 42, abstention 29. The offer is not accepted. I shall put to the vote § 21, which shall become § 22 by the President of the Commission. They voted 99 MPs: 72 against 27, no abstentions. The proposal for the wording of § 22 is accepted.
ParlaMint-BG_2020-12-02.u179	Under § 22, there is a proposal from the MP Milko Nedyalkov and a group of MPs: In the transitional and final provisions, § 22, the words.. 31 December 2021 are replaced by.. 1 July The Commission does not support the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 22, which shall become § 23: ..................................................... By 31 December 2021, the Agency for Social Assistance shall transmit to the National Health Insurance Fund the information relating to the assigned aid provided under art. 72, p. OJ L 347, 20.12.2013, p. Under § 23, there is a proposal from the MP Milko Nedyalkov and a group of MPs: In the transitional and final provisions, § 23, the words.. 31 December 2021 are replaced by.. 1 July The Commission does not support the proposal. The Commission shall in principle support the text of the importer and propose the following version of § 23, which shall become § 24: .................................................................................. The proceedings for the granting of targeted aid under Art. 31 December 2021 shall be initiated and not completed by 31 December 2021. 72, p. 1, including payments, shall be completed under the current terms and conditions. Under § 24, there is a proposal from the MP Milko Nedyalkov and a group of MPs: In the Transitional and Final Provisions, § 24, the words The Commission does not support the proposal. The Commission supports, in principle, the text of the importer, but proposes that § 24 be rejected, as it is reflected in its systematic position as § 26.
ParlaMint-BG_2020-12-02.u180	Statements under paragraphs 22, 23 and 24 by importer? I don't see anyone who wants to. I'm closing the debate. I put to the vote the proposal of the MP Milko Nedyalkov and a group of MPs for a change in § 22. They voted 114 MPs: 34 against 55, abstention 25. The offer is not accepted. I shall put to the vote the text of Paragraph 23, as amended by the Commission, which shall take place from § 22 to § 23. 110 MPs voted: 86 against 24 abstentions. The proposal for the wording of § 22 is accepted. He gets a new numbering § 23. I put to the vote the proposal by the Commission of the National Representative Milko Nedyalkov for § 23. They voted 116 MPs: 31, against 49, abstention 36. The offer is not accepted. I shall put to the vote § 23 by the version of the Commission, which shall receive a new number........................................................................................... Vote 116 MPs: 86, against 29, abstention 1. The proposal for § 23, which becomes § 24, is accepted. I put to the vote the proposal by the Commission of the MPs Milko Nedyalkov and a group of MPs for a change in § 24 by importer. They voted 118 MPs: for 31, against 59, abstention 28. The offer is not accepted. I put to the vote the rejection of § 24 as its systematic place is reflected in § 26. Vote 110 MPs: 92 against 17, abstention 1. The motion is accepted. Paragraph 24 by importer is rejected.
ParlaMint-BG_2020-12-02.u181	Proposal by the MPs Milko Nedyalkov and a group of MPs for the creation of a new § 24a: In Transitional and Final Provisions, § 24a is set up: ................................................................................... In the Law on Personal Assistance (prom., SG No. ...) in Transitional and Final Provisions § 5 is amended as follows: .................................................................................. As of 1 July 2021, the policy for providing personal assistance to people with disabilities has been implemented by the State Agency for People with Disabilities. The Commission does not support the proposal. ssssssssssssssssssssssssssssssssshsssssssssssssssssssssssssssssssssssssssssssssssssssshssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssshssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss In the Law on Health (prom., SG No. ...) in art. 108a is created. 2a............................................................................................................ The Commission shall support the text of the importer for § 25. The Commission proposes to establish § 26: sssssssssssssssssssssssssssssssssssshssssssssssssssssssssssssssssssssssssssssssssssssssssssshssssssssssssssssshsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss The Act shall enter into force from 1 January 2021, with the exception of § 1, 2, 7, 9, 10, 13
ParlaMint-BG_2020-12-02.u182	Are there any statements under paragraphs 25 and 26 as well as on the proposal for a new § 24a? I don't see anyone who wants to. I'm closing the debate. I put to the vote the proposal by the Commission of the Parliamentary Representative Milko Nedyalkov and a group of MPs for the creation of a new § 24a. They voted 116 MPs: 31, against 60, abstention 25. The offer is not accepted. I shall put to the vote the text of § 25 by importer, as well as the Commission's proposal to create a new § 26. Vote 119 MPs: 92 against 25 abstentions 2. With this, the latest texts of the Law on Persons with Disabilities have been adopted. Moving on to the next item on the agenda: FIRST VOICE OF THE LAWPROECTION FOR THE INDISTRIAL PARKS. Importer of the Council of Ministers on 13 August 2020. The report of the Committee on Economic Policy and Tourism will present personally the President of the Commission Mr. Petar Kanev.
ParlaMint-BG_2020-12-02.u183	Colleagues, first under the Staff Regulations, admission to the Chamber. I propose as a guest in the discussion Zhecho Stankov, Deputy Minister of Energy.
ParlaMint-BG_2020-12-02.u184	We are voting for admission in the hall of Deputy Minister Zhecho Stankov. Vote 88 MPs: 86 against 1, abstention 1. The motion is accepted. Please let the Deputy Minister of Energy take his place in his designated chair.
ParlaMint-BG_2020-12-02.u185	♪ I can't believe on a bill for industrial parks, No 002-01-36, submitted by the Council of Ministers on 13 August 2020. At its regular meeting held on 14 October 2020, together with the Committee on Energy, the Committee on Economic Policy and Tourism examined the Industrial Parks Bill. The bill regulates the main situations, the creation, construction, operation and development of industrial parks. The objectives set out by the Bill are to create a legal basis to ensure the construction of industrial parks meeting the expectations of the business of creating a favorable and competitive investment environment in Bulgaria; to free up resources to be used to develop innovation; to enable companies managing industrial parks to initiate or seek opportunities to create partnerships with institutions that would support the development of parks; to attract investments for balanced social and economic development of regions and municipalities. The bill divides industrial parks by two criteria of property and activities for which the park is intended. An industrial park is a separate territory located either connected to urban territory or separated as a separate regulated urban territory in the land of one or more municipalities, in one or more areas, with an area of not less than 300 acres. Exemptions from the requirement for area in three hypotheses are provided. The technical infrastructure networks are closed. They serve only activities carried out on the territory of the park. Connectivity of closed networks of technical infrastructure with the applicable elements of public technical infrastructure is envisaged. The main entities that can operate in the industrial park are the owner, operator, investor, partner. Investors and partners are defined as consumers of the industrial park. Their rights, obligations and responsibilities are detailed. A requirement is introduced to maintain an electronic register of industrial parks by the Bulgarian Investment Agency. Written opinions on the Bill were received by state authorities, employers' organisations, electricity distribution companies, branch organizations and others. The Minister of Economy Lachezar Borisov stressed that the development of industrial zones has always been a priority of the government, part of the government program and an important prerequisite for attracting investment. The main goal is to create an opportunity to build industrial zones within reduced time limits. Martin Danovski supplier of Deputy Prime Minister Tomislav Donchev pointed out that the bill creates conditions for the deployment of an investment and innovation process through a modern and flexible framework for a new industrial infrastructure. Deputy Minister of Energy Zhecho Stankov noted that the amendments to the Energy Act with the Transitional and Final Provisions of the Draft introduced requirements of the European legislation on the common rules for the internal market in natural gas and electricity. The concept of a closed network shall be regulated and specific requirements to be met by it shall be laid down. It is explicitly written that only in industrial parks can there be such a type of system. The Chairman of the Energy and Water Regulatory Commission Ivan Ivanov stressed that without a doubt the Industrial Parks Act meets a need that arises from the Investment Promotion Act, namely to establish a legal framework for industrial parks. He noted that their main objections are against § 4 of the Bill, where it is envisaged that the activities of the technological parks established at the date of entry into force of the Law be brought into conformity with it, as a sufficient condition for them to be entered into the register of industrial parks. In this case, the requirements laid down in the Law will not apply to meet the industrial park, including the territory being regulated with a detailed structure plan as a production establishment area as required by the Law on Construction in the Area; not to include land estates which are subject to legal disputes concerning property rights and others. In addition, an indefinite circle of persons holding facilities by which it is possible to distribute electricity or natural gas is granted the right to acquire industrial park status, respectively, to require the issue of a licence for the distribution of electricity or natural gas, and the Energy Act provides for strict requirements for the issue of such a licence. There is also a significant contradiction with a fundamental principle in the Energy Act, namely that the licence holder has the right to have property rights on the site through which the licence activity is carried out. The application of § 4 would also lead to the exclusion of parts of the territory of existing licensees and, in turn, to an increase in network service prices for all other users. With these arguments Ivan Ivanov proposed dropping him from the Bill. Teodor Dechev as a representative of the Association of Industrial Capital in Bulgaria commented that the Bill does not encourage private investment in technical infrastructure of state and municipal industrial parks; does not solve major moments for the already built industrial zones; does not regulate a commitment by the state to build connecting infrastructure; does not offer tax and administrative incentives to potential customers; falsely unifys the industrial zone and the technical park. Zornitsa Genova, member of the Management Board of CEZ Bulgaria, expressed an opinion against the proposed amendments to the Energy Act, as a new entity of regulation and market participant is being created, and this threatens and harms the interests of already existing investors. The principle laid down in the Energy Act is violated that no other licence for another type of activity can be issued to a distribution company, and in this case the Law will also enable the distribution network operator in the industrial park to provide electricity supply services. Angela Toneva from Energo-Pro said they support the main goal of stimulating investors for industrial park production, but do not support the proposed approach through amendments to energy legislation with the Transitional and Final Provisions of the Bill. It has joined what the other representatives of electricity distribution companies have said and noted that they believe that the requirements of European legislation have not been correctly transposed, as the criteria for establishing closed distribution systems have not been met. Kalina Trifonova from EVN noted that there is no requirement of a European act industrial park to have within it the qualifying element of a closed distribution system. The Bulgarian Association of Natural Gas objected to the envisaged amendments to the Energy Act, which they said would lead to the withdrawal of a potential market by the operators of electricity and gas distribution networks; to a negative impact on the activities of the persons holding licences for distribution of natural gas; to inequality between companies and hence to negative consequences reflecting directly on the investment environment in Bulgaria and the liberalisation of the energy market. From the Bulgarian Federation of Industrial Energy Consumers, supported by CRIB, insisted that the concepts of closed distribution systems should be supplemented and include existing cases of separate industrial or commercial sites or sites with general use of services. The Institute for Energy Management has expressed the opinion that the role of the state in the process of administration and control is not relevant, which makes the bill more useful to the state and municipalities than to the private business. With regard to the proposed amendments to the Energy Act, they called for a deeper discussion on changing energy legislation with the aim of equality between businesses, avoiding litigation, creating and maintaining a good investment climate in the country. Blagoy Stanchev from the National Association of Municipalities in the Republic of Bulgaria announced that he maintained the written opinion of the Association in support of the Law, but called for a revision of the requirement for minimum area of the industrial park on the ground that the consolidation of municipal and state properties in territories over 300 acres is not always possible. During the discussion, the people representative Rumen Gechev expressed his opinion that there is no policy in the bill regarding industrial parks to be encouraged. It is necessary to regulate clearly the investment process and the incentives by which the State will encourage investors. The MPs agreed on the view that the bill needs further clarification between first and second votes, especially in its part on amendments to the Energy Act. On behalf of importers, Martin Danovski thanked for his clear opinions, opinions and recommendations and stated the executive's readiness to participate in the work on the bill. After the presentation and discussion of the bill, a vote was held, which ended with the following results:.................................................................................................................................................................................................................................................... On the basis of the above, the Committee on Economic Policy and Tourism proposes to the National Assembly to adopt the Industrial Parks Bill, No 002 01 36, submitted by the Council of Ministers on 13 August 2020.
ParlaMint-BG_2020-12-02.u186	Thank you for the detailed report, Mr. Kanev. The report was longer than the Commission meeting at which industrial parks were discussed. Mrs. Stoyanova, put your mask on! Stop talking on the phone, please. Mrs. Stoyanova, I'm talking to you! Quaestors, check on Mrs. Stoyanova. Are you all right, Mrs. Stoyanova? Yeah. Stop talking and put on your mask so I don't send you to Mr. Shopov.
ParlaMint-BG_2020-12-02.u187	There's no one around right now.
ParlaMint-BG_2020-12-02.u188	There is, there is, there is an order from the Minister of Health. I can't see who he is either, put on your mask! They're not in the room. Look at them, talking to each other...
ParlaMint-BG_2020-12-02.u189	Let's get people to read their reports.
ParlaMint-BG_2020-12-02.u190	Come on, what?! Is there order or no order? [[Reply from MP Dragomir Stoinev.]] Stop yelling in the room so I don't have to impose disciplinary action. Report of the Committee on Regional Policy, Public Works and Local Self-government. Here you go, Mr. Tsvetkov.
