ParlaMint-IS_2015-12-19-59.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2015-12-19-59.u59	Make sure that...
ParlaMint-IS_2015-12-19-59.u60	Mr. President. First we ask why. A senator to the wealth tax and my word when I was a minister of finance at the time that I did not want it to remain that way. Of course, as a financial minister, I found a technical flaw in this tax and myself when I prefer the tax of income and the tax of income that the property produces rather than the tax of property. However, the Jóhanna Sigurðardóttir's government had never allowed it to go to the full and large - scale taxes but at the same time see that the elderly and the poor are in poorer place than the people with the lowest income in the labour market. That government would never have done that, but it is this government to do it. In our smaller sections, we begin with our committee's opinion that we criticize the government sector's income, reduce income taxation by excluding the equal role of the fiscal tax system, also reduce fishing costs at a time when it had never returned more money and now does not renew the wealth tax. If the administrative part values the state's financial status to such an extent that it must be cut down at the Land Hospital, must be confined to the State Radio, and keep the elderly and the microlooms on earnings under the minimum pay. The government's not supposed to cancel the wealth tax. [[The president calls.]] There were men in between who certainly could afford to pay that tax, that would have cut off the technical flaws from the tax but would have kept it standing rather than snatching a few of the elderly and the microchip.
ParlaMint-IS_2015-12-19-59.u61	A respectable president. Hv. A senator says there were a couple of lawyers in between, so I'll use a word of it. A senator who paid the wealth tax that could have done so. I just want to draw attention to the fact that it was older people who paid that tax. In many cases, these people had to sell their assets in order to pay their taxes. I also draw attention to it, because I think this is a matter of principle in view of the circumstances. Councilmen of the Conspiracy are now saying that, at the same time, they all fit into the same bad habit. The senator said of the wealth tax: But it's temporary, and I'll stress not to renew it. Now, however, it has become something much more hairy. However, his temporaryity is included in a court order because of these taxes. People may now say that he had to be dejected, but they didn't, they just had him like he was, but they said, "Don't worry about it, we're not going to replace him. You can trust us, we're not going to renew it. You old people who have a huge problem paying this tax, trust us, we're not going to renew it. It turns out that it never stood to keep it. That's totally out of the question. A senator here and there. The members of the Union that what they said, both when they submitted their taxes and also before elections, was never able to keep up. I hope the voters remember that. I also asked about the priorities of health care because they now talk about them so much. Anyone can check a government account and examine the reply of the former Supreme Court. Steingrímur J. Sigfússon's financial minister, and they see what the Conspiracy and Left Green really feels about the health. [[The president calls.]] [[Foreground on, Prime Minister...]]
ParlaMint-IS_2015-12-19-59.u62	Mr. President. I just want to make it clear here that what we've criticized is that the highest is this one. A government is taking out all the mails from all the richest people in the country. That's what she's doing now, too, with the income tax change. Those with 700 points. K. the best they can get out of them, the likes of our council members, the ones below 450 you. K. I'll get 3 of you. K. or less. Those with 850 you. K. and more than 3 of you. K. This costs 5.5 billion. At the same time, a discount is being made, and the fiscal taxes are not replaced. This is important, that the rich get money from the right hand to the hand, but the elderly and the desperate should pay more both for training, for help, and for medical care, and for less money than those of the lowest salary. Hv. A senator wrote that we have cut relatively more on health matters than on other matters. This is certainly surprising because when we took the necessary actions during the last term, there was always a lower rate of health, school, etc. At the welfare services, there was always a lower cut-off than in the administrations. I need to examine this answer as a matter of course. A senator quoted, but this was what we worked for during the last terms, to cut down with a lower percentage to the health system. [[The president calls.]] We stopped cutting back in 2012 and began to give back in 2013, and it would have been necessary to make progressive progress now.
ParlaMint-IS_2015-12-19-59.u63	Mr. President. We're here for 3rd. Money and a lot of things were involved; undeniably, all that could be said was true. I'm just gonna go grab a few things. As shown in the talk "Wicked. " paritaprevir This time, the Harðardóttir of Oddsar G. returned a minority of members of a joint committee and put out key details, or most of the coverage, at the 2nd. money, as well as in the changes we made, and in the changes we made in the more part. There is no new word, we have criticized the reduction of taxes, and we pay very repeatedly, and it was covered in reply. Opinions change, politics is once so we want to approach things differently. Yet, it is said that the state funds will be of several billion because of the changes made from the system of things during the last term. It is the political choice of right persons to do so, so we disagree. It will not be hidden, though, that from now on there is a contribution from the state's treasure that is lower, for the first time from collapse, when we withdraw this stability. We do not consider this to be a sign of sharpness and good government in government matters. We have considered the interest of older ones and the desperate nature of their case. It is a big decision that deserves all the attention it has received. I'm worried that the change in my share for 3rd. If checked, then the connection will be cut. We propose extra funds for the Generals agent, social benefits, pension insurance, and the Land Hospital because we don't think there's enough to be done there either. The additional money placed on the health system, the Land Hospital, improves the situation, and matters so that the hospital can help people who are acutely ill, but it does not have to fill the beds of people who need a service after they have had a medical facility, so it will actually be saved at a nursing home. It certainly works for the land hospital, and the director has the nature of the situation, according to the terms of the pleasure of these extra funds, since they are important. The need for service is to increase considerably, almost 2% between years, and it in itself lacks funds to live up to it as well as the remunerations of a dispute between the state's funds and the Hospital, a total of some 400 million. K., which must be very important. I agree with what appears in the majority opinion, because other institutions seem to be having some disagreement with the Ministry of finance and the Ministers on the calculations of the predecessors. The rewards established by the executives apparently did not seem to cover much of the money they considered to be due in their own eyes. A greater proportion of the material suggests that people can be thoroughly familiar with all the underlying factors and that the work process will be examined. I think it's a good thing to sharpen it if that's what seems to matter. Here's a quarter of a billion down here. K. in the maintenance of the Land Hospital. It is up to what is needed, and it is respectable to do so. But the same is true of them. But I think the Landspians have given us a great deal of reasons for their demands. It has been observed that they have taken over the land hospital's money for maintenance, which is unacceptable. This certainly matters, and I think that is one reason why we have discussed these matters extensively. We've only been concerned that after a few rounds, the ER at January does not benefit patients who should. Because the other part suggests that a procedure on the pay matter is considered, I think it's a good idea for a financial committee to study these agreements. I felt that the situation at this meeting is serious, and I need observation if it is so that once a patient has completed his hospital course and needs a little rest or rehabilitation, he can get a space today but then not again until after a week, but it may take about a week to get back to his place and go home. It is unacceptable if this is the way it is, it does not bring back what I think it should have done; but my understanding was that it should be. This is part of the lack of money in this flow problem so-called, but it doesn't change the fact that it needs to be considered. We have a contract with this hospital hotel at the millennium that doesn't seem to be going on. We've talked a lot about the State Radio as it is, we really care about it. I raised a question earlier that I think is necessary for us to try to find answers. I discussed this with the minister just to make a point that it is important that it is not comparable to what has happened in the Vega program after she has received money for her particular projects, regardless of her own budget. However, it has always been that way, and it is now 18 billion negative to its own money at Vega's making. I'm worried about the same thing happening over there, but I hope, after my conversations and the chairman of the budget board and the highest level. Minister, that there will be a receipt that this will not be done in this way. A radio manager told us that there would be a cut - down of some 4,500 million. K. in the next year for the amount of contributions presented here, which, of course, reduces something. It doesn't change that there's a lot of surgery ahead; I don't think we've seen the same schedule as we've been looking at so far. I'm not saying that something is not to be missed, and that it's good to look at things. But I think RUV did things really well. What is shocking about it all is that in April. a statement made by the minister that the radio charge remains stable, and plans were made accordingly. A few days before the New Year's Eve, the government of the Kingdom Radio and Management Board has to sit down and reorganize the radio, how it works. You might say that this is a set policy of the authority into the Agency to do this. I see it that way, in the same way that I looked at the way at the University of Akureyri in the budget of last year, that there are money in this country to buy out of the state radio. I can see it if it's supposed to increase it as well as be suggested in the majority opinion. The minister of education and culture is directly asked, when he has to make a new service contract for the year's convention with the State Radio, to have stipulations on the basis of a program during the contract period. I think that's interesting, most of the time. In effect, we're not going to use the human resources and the staff we have in the house, tools and tools and everything that's fine. Instead, we are going to make the most of it for the State Radio. It's been quite a deal about such purchases, but it's also the most expensive material, so it must be very difficult for the National Radio to work on such large sums when the most expensive material is not available, as in this case. I'm concerned that the State Radio, its face, and its business, will be completely different; and I'm not discussing exactly what it's supposed to be but what it's like to be, it's still being made a huge transformation through the budget. And there's a really bad control of doing that. Before I quit, I have to say this here, by permission of the president, in the opinion of the greater part on page 6. 5 - That's what we said about 2nd and 2nd. about a bill for financial support for 2015 - it says that a financial committee has not received adequate answers to the Society's management committee and that the Minister's Committee on State Money did not get satisfying answers to the company's affairs, which was conditional for 181 billion. K. Fundament would be paid to the company. This isn't right. There was an answer from the Ministry of Economics that the State Radio had made this clear. I can't say this is how it is. Time's running away from you. I'm only going to go into the stability budget because there may be one of those big mails that we're going to take in between discussions. It is important to keep some 42 billion for our next year, in 2016. There's no more of these big numbers here that have been read. Not to be overlooked is the fact that the banks that are coming in here under a treasure will hardly be sold in the next few years, at least not the one who lands entirely in the hands of the State, i.e. Iceland Bank, for one thing, wouldn't be worth it if we started throwing them all out in the market. Unfortunately, the government intends to sell its 30% share in the Lands Bank, despite the decision of the advance Party and their conclusions at a national meeting for him to be in community possession, so I don't believe in the fact that more is being put on the market, which would be highly irresponsible. It also states that a budget of just over 41 billion will be arranged to pay off debts next year. It is therefore not expected that next year the debt of state funds will drop beyond the date, considering that financial accounts for the reimbursement of the Federal Bank will be paid up during the year, and the postpartment of that year is estimated to be about 90 billion. These extra funds certainly reduce this one bond, but I think there's still 6.7 billion leftovers left in this year. This will not really change despite the amount of money that is being taken here because of the stability process. I don't think I can get over this time, for maybe not much can be changed from now on, I suppose. And it is impossible to get the government classes on our side to participate in the changes we have made.
ParlaMint-IS_2015-12-19-59.u64	A respectable president. Thank you. A senator for the speech. First of all, it's only a matter of course. A senator said when it came to VOLV, it's perfectly clear, if any. The senator read the last legal book, that the conditions requested for sustainable management, its strategy, were to be agreed by the Minister's Committee on State Money by the end of March of this year. It is perfectly clear that it was not done. Hv. A senator knows the same thing that a member of his body knows. The financier, that questions we have raised about business have been answered in such a way that it is not permitted to answer them because they need to be informed at the Wall Street Hall. The TV has sent a letter to the FME who has said that it is not their interpretation in this regard, i.e. FCE does not agree with the interpretation of RU in this respect, and it is becoming very strange if this is the only government agency to support it. A legal committee cannot find answers to financial issues. It's not right. A senator who makes arrangements like this. I then urged her to read the letter cited at the time. The Ministry of Financial Affairs on the topic discussed. It is clear that the State Department of Ministers was to accept the condition, and it was not. I want to ask you why. A senator, because I think it matters: It is being criticized that we have taken from the property taxes of old people and made them temporary taxes of the last administration, just so voters know, because this was introduced by the then president of the VG as temporary tax, wealth tax: what does that mean when the VG says temporary tax? Does that mean it's completely untimely?
ParlaMint-IS_2015-12-19-59.u65	Mr. President. First of all, I think of the answer that we received from the Ministry of finance confirmed that there was no need to handle the matter further and that I assume a minister of finance is aware of the answer sent to a financial committee. I believe that we can hang ourselves to believe that the Minister's Committee should have answered this rather than just a secretary of finance, but he is responsible for the government's financial affairs and if he has agreed that this would be the case, I assume the State Radio will, too, because nothing more was called for. During all this time, it was not called after the Government Radio presented other data or that the Minister's Committee allowed so little to fit in and address the situation. Isn't that too unnatural, huh? Senator? If the Ministry Committee does not see reason to do so, should we not conclude that it does not feel the need to do so? At least we have to put it in some context. For temporary taxes or not, so at any given time, we need to reevaluate the situation. Exactly like what. A senator has dealt with, since he came here in the government again, is constantly reevaluating the situation, whether he and his people feel the need for these taxes or not, or any of these, and we are rising from the collapse at this time, when these taxes are laid down, and did not consider the need for an increase in tax gains of this kind. As it turned out in reverse by the dog. Harðardóttir It was quite clear that the wealth tax was something that we needed to adapt so that those who might least be able to land it - had clean possessions, grown people who had nothing else - would not be in that way, etc. However, temporary taxes may need to be extended at any time, and this may also have to happen in the future. Chairman now.
ParlaMint-IS_2015-12-19-59.u66	A respectable president. Hv. The last government was in power for four years and had every chance of repairing this tax, but it did not. There were immediately protests, there were lawsuits, and a court order said: "This is a temporary tax. The reason for the trial was that they did not consider this to be a restricted constitution. In turn, humans can interpret whether it was in court because it was temporary. Most people suggest that. In the countries we compare ourselves to, there are not such taxes because it is thought that they do not pass the Constitution of those countries. Hv. The last government had every chance to fix this, but it didn't. You can't understand this any other way than that when the left greens say the tax is temporary, and it's presented as such, it doesn't mean anything. It's interesting to hear how you're doing. A senator interprets the approval of the Generals. It is now known that the Minister's Committee on State Money was to accept these conditions, not do so, and cannot have all the opinions. I don't know why it wasn't done, whether they talked about it, I don't know anything about it, but it was what much of the Generals agreed. And what? In fact, a senator is saying that it does not matter what the council approves. Words cannot be interpreted. A senator in other ways. And I think it, far from the subject of matters, is the most serious. We can have all the opinions of RUS and all other government institutions and financial institutions but at the same time. A senator comes here and says: "Yes, yes, this is what we agreed on, this is what the Council agreed to, but I am totally willing to overlook it. It's very serious, and I'm telling you. A senator to revise his position on the legislature.
ParlaMint-IS_2015-12-19-59.u67	Mr. President. It's a matter of misleading the discussion. The logic as reason. A senator has used this for 181 billion. K. a donation is that the Minister's Committee should have handled this case. What is interesting, and we must follow up, is that the Minister's Committee does not see why we should come together to follow this. I don't give it much for this. With the wealth tax, like the cot. A senator entered, and the government's judgment went down. Therefore, he was not illegal. And as for the taxes, when talking about taking taxes and how to evaluate them, in the United States there is a seven - step income tax system in which they are taking high taxes from the highest income. Here the right government does not see a reason, so you might wonder, " How far to the right is it, when we turn to the long - term right forces in the United States and Britain, where we take the high - income tax from people. ' I'm not so worried about it, when we're dealing with tax revenues that the former government put on, whether it's about money taxes, fishing costs, or step-in income tax, because there's a way to the equation. There are many studies that this government that is going to build on its breadmate economic theory has its tax policy on its way to greater inequities. And not only that, but rather the Council soberly warns that this is not a support of the Federal Bureau of Money, and increases the rates of inflation that we cannot accept even now a little bit better despite the lack of the underlying budget management.
ParlaMint-IS_2015-12-19-59.u68	A respectable president. The committee's opinion of the former talks has been handled well. There are a few things I would like to focus on, as well as on what is said in the members of the section. I am delighted to see the firm stand taken so that the contributions made through the stability process will be spent on subsidies in the debt of state funds. This is repeated in the committee, and it is a joy to have such a complete agreement. It's complicated. I have to admit, this is a matter that I don't fully understand. What I understand about it seems to me to have been well-worked, and it's been very successful in all this. It's amazing that we're about to finish it in some way, although, of course, there are challenges. I think this is a very good stage, and we have more than 1,000 billion of us. You can't really say that number, because you can barely understand it. It's about less now. We have differing political views on the role of the State Radio. What I want to criticize is that I think I'm cut too much down to VOLV. We'll make adjustments that aim to keep the radio rate unchanged, but the more part adds to the budget, which is that the radio bill is being dropped, 175 million, which is a temporary contribution to domestic programs, which should still be bought by independent manufacturers. I think it's very good that the State Radio gets money to buy material from independent producers. I'd just like to see it as an extra cash. We have received control of RUV and representatives to the budget board several times, and we have heard their language, and we are very familiar with these matters. Business has been restored well, but RIV is now in debt, being able to pay off because of sales on the property and as much rent as possible on the property. But I'd like to protect a powerful public medium who plays a very important cultural role. That's not to say that I feel comfortable with everything that VOLV does and it would be unnatural if you were happy with everything, but it's a discussion we have to take. I would so much like to see that we were not cutting down to this institution and somehow hollowed it inside. I worry that there is some political battle that causes certain categories to weaken RUS rather than the other. I don't like it. It is a pleasure to see that the memory of the item at the council can have an effect. Sometimes you feel like it's not. We have discussed much in the memory of the Land Hospital and have called for the presidents of the Land Hospital to meet us. In the past few months, we have discussed the Land Hospital matter at a meeting. The second time, the meeting was open, which I think is good. Now 250 million is being given. K. in a maintenance situation that is very important because the hospital has been removing its budget for maintenance where maintenance funds have not been successful. Similarly, billions are being added to the so - called efflux problems of the Land Hospital, which are when people are in the hospital, where they live, but there are no other options. In this case, it is often a nursing home or some kind of rehabilitation. This is very important. On the other hand, I worry that there is not enough to be done. I hope that it will be as soon as possible that the assessment will be carried out on the land hospital operating 30 million of the next year's budgets, with a highly qualified population. I hope that this conclusion gives us something to do so that we can really start discussing the affairs of the Land Hospital. I feel that we don't have enough data and the facts are not there, as this business is 50 billion. It's complicated. The smaller section adds a reimbursement to improving the quality of the elderly and the poor and ensuring that the benefits are maintained by the lowest wage. Now that better years are important for everyone to enjoy and on, I feel, always be the project to try to raise the worst and worst, whether that is the lowest wage or the compensation, we should lift it up. That's what matters. I can totally agree with what's been discussed when people discuss the benefits in relation to the lowest salary. I feel that the results of this discussion are that the lowest salary is simply too low. Those in the lowest salary may enjoy some child benefits or interest benefits, but that may not even be true if they are in a rented market, but they do not receive a discount on anything or anything and they are not in good standing. There are certain groups out there that have it very bad, and I don't feel like we have a hold around, e.g. co-workers. So this is what we do again, and we always hope that it will be accepted. There's still some time left. It is also a joy to accept the transfers of disabled persons to rural society, or perhaps not at the same time, that it is more likely that humans are doing so here because their rural communities have complained a great deal that financial contributions have not followed this assignment. I want to draw special attention to NPA or personal-management aid. That task seems to be taken out of parentheses, and we are not content with it. This is but one solution of many, and it is very important to have it available. I understand that there is a report on that matter in particular, and I look forward to that report because I find it difficult to believe what has been said about this type of service so much more expensive than anyone else. I want them to see it in black and white. I worry about these 55 contracts, or what they are, because there is a certain uncertainty about how those who get the service in a very bad position. It needs to be resolved quickly. That's all there was to it.
ParlaMint-IS_2015-12-19-59.u69	A respectable president. I'm gonna go grab a big fish and start by saying as my sisters, okay? Congress members of the smaller legal committee have stated, especially with regard to the interest of elderly and invalids, Land Hospital and State Radio, as well as the translocation of disabled persons, especially when it comes to personal assistance, the NPA project, that they are considered to be as correct as other resources when it works. It is a very good and interesting project that has had a powerful effect on those who need it. I'm going to have a positive day to celebrate Christmas and that we're finally in the middle of the 3rd. ... abundant. [[Up front.]] I don't believe you. Hv. paritaprevir Guðlarge Þórðarson claims to have a birthday, if that is the case, I want to congratulate him on his birthday and be particularly happy today in the Sermon on the Mount, although I say I don't believe him. [[Up front.]] Is that true? Congratulations. You never know what to believe in in this environment. What I would like to celebrate from the greater part of the legal committee is that the majority have fallen from 13 billion. K. ... address to the Generals' agent. I'd like to celebrate, especially, because this office is very important and plays a very important role for the General, it is the natural agent of the Generals, as the name of this immensely important agency says. It is true that this is true, and it was shown in my language and in other cases. How Would You Answer? In the United States, although the emissary has moved to a rented home, housing is not finished and other business costs have been introduced that need to be taken into account. I am glad that discussing this material in the 2nd issue has had an effect and has had results. and, in particular, I rejoice at what will be presented in the Commission's section of the greater need to start a good conversation with the Trustee of the Generals on how the financial office will be done in the future, especially since he has come to a rented home on the high Generals, that is, who should pay the expenses. Modification of the part to the 2nd Environment bill. ... thatPresidentofAlbandis will receive 15 million. K. to take care of your initiatives, you have returned a slight change. We propose that the agent receive 14.7 million. K. to take the initiative. It's in the opinion of the dog. Administrative and surveillance committee for the report of the General's agent that he needs more financial support in order to take the initiative. We're counting 14.7 billion. K. to be the lowest that can be done in the current situation in order to be able to perform initiative studies in a relative way. It is very important that the making of the adjustment should simply be accepted in order to give the opinion of the individual. The administrative and monitoring committee is respected at the high General Assembly which is the natural basis for the importance of this committee. I sincerely hope that the proposal gets a walk here at a council of slightly changed shapes. And I'd like to celebrate it as well. More than anything else has been made to drop from its 13 billion proposal. K. surgery by the office. Other than that, I would like to remind you of the changes I proposed to the Commission of Information to 5 billion. K. This is also evident in the opinion of both men and women. The Commission and monitoring committee says that there will be a postmortem conclusion where the decision-making committee will take up to 200 days to resolve a case. Obviously, the delicateness of some matters does not work out when it comes to time and timing. Many of the information requests are about reporting, and the reporting is dependent on its timely appearance so that the news is still valid in the community and active. I'd like to say that we were agreeing to the addition of a form of free people and prisoners in Iceland, the OPCAT book called, celebrating that the more part is bringing more money into the prison case. According to this, I would like to draw attention to the fact that there is much more to this party and especially to the Little-Resurrection where the equipment of prisoners is completely bad, and some part of the funds that has been added to this delicate prison party must go to reform the prison facility as well as to ensure the security of prison guards and others for the prisoners to get the proper service and therefore their community-based role that we believe should play in prison. I hope that the validation of the book, this additional contract, will make it possible that next year there will be a significant reimbursement of local prisons, simply because it is a long time to do so. Prison is a social institution designed to be a relief, not some form of vengeance, as it was during the Middle Ages. It's time to start saving houses where the prisoners live and try to perform their reform work properly. I'm not going to keep my case much further today and thank you for having come to the budgeting business in the past few months, and I'm really happy that this is about to stop.
ParlaMint-IS_2015-12-19-59.u70	Madam President. First, I want to share heartfelt congratulations. paritaprevir The Guðlaugur of Thor Þór Þórðarson's son, who has a birthday today. The other is proved true, though, that I wish he hadn't celebrated his birthday with the evil speech he gave earlier, as he threw a grenade out into the open, and we'll probably need that lung from day to day to clean up after him. Madam President. I'm not exactly in the same Christmas spirit as what. paritaprevir Ásta Guðrún Helgadóttir. It is true that there are positive things that have occurred between discussions, and I am especially glad that there are funding for the initiative - taking agent of the General Assembly. The fact is that very few have noticed here that the biggest gas and the fan were from a Senate debate in the last few days, that with much quietness have passed through the Council today and yesterday, two changes in the tax system, resulting in the transfer of a total of 10 billion dollars. in tax reductions to people who can be defined as high - paying employees. People who don't need it. I want to draw attention to this because it is more than necessary to meet the reasonable wishes of the elderly and the desperate that they too will receive back - ups. That's 6.5 billion. By means of this government, too much peace has moved 10 billion to those who do not need it while elderly and desperate get to eat the things outside. That's why I'm not in the same Christmas spirit. I only wanted to make this comment, but I have no particular question to ask. The senator, but this is how I feel about Christmas.
ParlaMint-IS_2015-12-19-59.u71	A respectable president. I'm sorry for having a sensitive heart. paritaprevir I don't think Skarphéðinsson's messing with the Christmas party today. But I have to agree with the anxieties and pessimism that came out of words. Senator. The changes in the tax system that are making in the best public society today are natural below every cell. I think a number of studies have shown that the Icelanders want to have a welfare community where both their community service, the Landskeeper, and so forth. A social service and welfare community naturally means that we treat a person in a room, because I don't want to call him a credit agent, I just think it's a remuneration worker who's in another kind of pay. I don't think there's much room for compensation. We are to treat these people in the same way that other people do. It should not be in another category or in another way. However, we might ask ourselves, " What else is to be expected? ' We live naturally in a society with the highest potential. A government is highly right - minded, and it believes much in the doctrine of bread. But there is one thing: prosperity will not be consumed.
ParlaMint-IS_2015-12-19-59.u72	Madam President. Of course, I'm sorry to ruin some of the Christmases. Councilmen, and especially birthday celebrations, of course. paritaprevir Guðlaugur Þór Þórðarson's god. But the fact is, I'm not in any Christmas spirit, and honestly, I'm not going to Christmas from Congress halls as sad as I am right now. There are some changes here that in effect translate the transport of 10 billion dollars. to people who do not need it. At the same time, it is impossible, according to the government sector, to pay the same increases that everyone else in the community can have. And that is absolutely right. paritaprevir A Ásta Guðrún Helgadóttir said that society has shown that it wants a strong welfare community. There have been studies, and I remind you of Pirata, who have shown that 90% of Iceland's society wants the same benefits for the elderly and the poor. Yet, as revealed in the last few days, it is this way that it is the humble group of Icelanders against it. And where can that group be found? He's found at the General Assembly of the Icelanders. He can be found on the side of independence and the forwarding team at the General Assembly as one man resists the proposal that the elderly and the desperate receive these benefits. While the vast majority of Icelanders want it, there are only a very few people who don't want it, and unfortunately, for one of the fates, they're all there at the General Assembly of Iceland. The elderly and the poor will think about it when they go to Christmas. This is why I have probably walked off the World Council before Christmas, with much greater joy in my heart than I have today.
ParlaMint-IS_2015-12-19-59.u73	A respectable president. I want to say the highest words. - What? paritaprevir Snoops, Össur of Skarphéðinsson, though he may also be honored by me. This is the situation, and I think it has been evident that during the past three winter of the great General Assembly, there is no general democracy, but the majority of democracy and even leadership where certain leaders govern the ideologies of their own age. Councilmen are required to follow. It has been observed in conference discussions that the bread - crumbling theory, denied by even the International Bank and other institutions, is held in all ways by the Independence category and good if not also by the forward party. But well - being is something we make. She's not something that's gonna happen. We need to make a conscious decision to create a social well - being, which means that we need to make decisions, among other things, to spend certain resources in making this kind of welfare. I think that many have the dream that it comes from itself, but it's not the case, well - being is much more complex than that. I hope, at the next election, we'll have some party members at the council that are more interested in creating a good welfare community than are the members of our country today.
ParlaMint-IS_2015-12-19-59.u74	A respectable president. I'm going to try to go through this, and I'm going to try to make a quick opinion of the committee. I thought the Chairman of the Committee, what. paritaprevir Vigdís Hauksdóttir, do it all right. I'm not going to repeat those things. But I'd like to say, and I'm not accusing anyone, it's just for us to wonder why. Senators because we have made a new impression on the 2nd. It was known that we would receive very large sums of money, and this has been the best thing to do. We're gonna do what we're gonna do. During this brief period of time, a legal committee has tried to handle the matter as well as possible. We are talking about hundreds of billions. I don't think our work ethic is a good thing. We were expecting this and both of us. Generals and anti-electors at noon. The legal committee tried to get all the people we could to discuss these issues in a short period of time, but we have to improve the work environment so that we can take a closer look, like this in the case. I think we should in our coverage have already made up for the risks we anticipated. The case should have been more detailed and better discussed by then. The budget, but we weren't doing anything. Of course, we will discuss this further. This is an enormous sum of money and interests. We're close to double the budget. This is a property that is not clearly identified, and it would have been better to do more thoroughly. It is, however, a pleasure to do so. The government has been such a success as the recovery of the budgets and the stability proposals are natural things that people did not dare to hope for many losses since it could happen. Of course, it is a joy to do so, and we must pray for it. Secretary of the budget and the highest. A government congratulations on that.
ParlaMint-IS_2015-12-19-59.u75	With the day.
