Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18009	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18010	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18011	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18012	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18013	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18014	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18015	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18016	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18017	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23830	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	LovrinovićIvan	Lovrinović, Ivan	M	1960	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23831	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23832	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	BatinićMilorad	Batinić, Milorad	M	1957	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23833	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23834	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	ŠimićMiroslav	Šimić, Miroslav	M	1975	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23835	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23836	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	BatinićMilorad	Batinić, Milorad	M	1957	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23837	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23838	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HSS	Hrvatska seljačka stranka	Coalition	Centre to centre-right	VlaovićDavor	Vlaović, Davor	M	1963	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23839	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23840	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	BatinićMilorad	Batinić, Milorad	M	1957	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23841	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23842	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	KlarićTomislav	Klarić, Tomislav	M	1964	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23843	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23844	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	BatinićMilorad	Batinić, Milorad	M	1957	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23845	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23846	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23847	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23848	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23849	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23850	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	GrmojaNikola	Grmoja, Nikola	M	1981	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23851	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23852	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23853	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23854	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23855	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23856	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23857	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23858	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23859	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23860	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23861	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23862	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23863	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23864	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23865	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23866	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23867	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23868	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	MišićIvica	Mišić, Ivica	M	1955	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23869	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23870	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23871	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23872	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23873	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23874	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23875	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23876	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23877	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23878	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HSS	Hrvatska seljačka stranka	Coalition	Centre to centre-right	PetinAnaMarija	Petin, Ana-Marija	F	1976	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23879	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23880	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23881	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23882	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	BunjacBranimir	Bunjac, Branimir	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23883	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23884	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	ŠimićMiroslav	Šimić, Miroslav	M	1975	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23885	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23886	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	SinčićIvanVilibor	Sinčić, Ivan Vilibor	M	1990	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23887	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23888	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	AnušićIvan	Anušić, Ivan	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23889	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23890	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	MaksimčukLjubica	Maksimčuk, Ljubica	F	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23891	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23892	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	AnušićIvan	Anušić, Ivan	M	1973	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23893	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23894	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23895	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23896	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	AnušićIvan	Anušić, Ivan	M	1973	
