ParlaMint-FR_2017-07-19-E1015.u1	The next item is the question to the Government.
ParlaMint-FR_2017-07-19-E1015.u235	All right!
ParlaMint-FR_2017-07-19-E1015.u236	A whole list of drugs are now necessarily prescribed on prescription – I make you thanks to the listing, it would waste a lot of time. This prevents children from buying these coded syrups, which cost almost nothing and which they mixed with drugs. The problem was that these children didn't even realize they were taking banned substances...
ParlaMint-FR_2017-07-19-E1015.u237	At that time, it wasn't forbidden!
ParlaMint-FR_2017-07-19-E1015.u238	...as these syrups were on the open market in pharmacies. The order came into effect on 13 July. The sale of these products on the Internet is also prohibited. I had the opportunity to consult all the stakeholders: pharmacist unions, national order of pharmacists, learned societies. They are all in favour of this measure. [[Applause on the benches of the REM, MODEM and LC groups as well as on some benches of the LR group]] You can count on me to continue my work in preventing and combating addictions among young people.
ParlaMint-FR_2017-07-19-E1015.u239	The next speaker is Mrs Amélie de Montchalin, for the La République group on the move.
ParlaMint-FR_2017-07-19-E1015.u240	[["Ah! » on several benches]] My question is to the Minister for Action and Public Accounts. "We must consider the past without regret, the present without weakness, and the future without illusions," said a progressive MP, Louis-Philippe de Ségur, on these benches in 1801.
ParlaMint-FR_2017-07-19-E1015.u241	[[Smile]] Bravo!
ParlaMint-FR_2017-07-19-E1015.u242	This sentence applies perfectly to the current state of our public accounts. The past, first of all, as we studied it yesterday with the 2016 bill of regulations: the time is not for regrets, but for lucidity. Lucidity on our records of public spending, lucidity on our records of compulsory levies, lucidity on our records in the mobilization of the precautionary reserve. Lucidity, above all, because we, together with Spain, remain the only country in the euro area still in excessive deficit procedure. The present, then, to control the situation in 2017.
ParlaMint-FR_2017-07-19-E1015.u243	No!
ParlaMint-FR_2017-07-19-E1015.u244	Here, there is no weakness, but there is room for strong action. [[Exclaims on several benches]] Strong action to anchor the deficit below the 3% mark without yielding to the new tax sirens. Strong action to rationalize our spending by reallocating 3.3 billion expenditures by decrees in advance and cancellation. The future, finally, will be, from tomorrow, the examination of the budget for 2018 and the multi-year bill for the quinquennium. Here, no illusion, but only ambition. [[Exclaims on several benches]] The ambition to regain credibility, room for manoeuvre and balance in 2022.
ParlaMint-FR_2017-07-19-E1015.u245	It's wax!
ParlaMint-FR_2017-07-19-E1015.u246	The ambition, above all, to budget our spending no longer in relation to last year, but in relation to needs. [[Exclaims on the benches of the LR group]] Can you, Minister, detail how you are going to balance spending cuts and tax cuts, business investment measures and provisions for the purchasing power of the middle classes, state reform and local government efforts? [[Vif applause on the benches of the REM and MODEM groups]] Thank you for your answer, no regrets, no weakness and no illusions!
ParlaMint-FR_2017-07-19-E1015.u247	The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2017-07-19-E1015.u248	[[Applause on the benches of the REM and MODEM groups. – Exclaims on a few other benches]] Madam Member of Parliament, I can do it! What is the Government's strategy? The past being the past, let us be interested in the future: that is what our fellow citizens expect. At the same time, our will is to drastically reduce public spending and taxes, both for households and for businesses. Under the authority of the Prime Minister, at the request of the President of the Republic, we will be the government and you will be the majority of the purchasing power. [[Applause on the benches of the REM and MODEM groups. – Exclaims on the benches of the LR group]] [[Exclaims on FI and GDR benches]] As of next year, a worker at the SMIC will be able to earn 550 euros of purchasing power thanks to the abolition of the housing tax. And there will be 260 euros of additional purchasing power per year because we will have reduced social contributions. Those who receive the activity premium will have 80 euros of additional purchasing power per month...
ParlaMint-FR_2017-07-19-E1015.u249	What about the CSG?
ParlaMint-FR_2017-07-19-E1015.u250	[[Applause on the benches of the REM and MODEM groups]] ...because we will realize the savings to be able to finance this. We will increase the minimum old age by EUR 100, which no government has ever done in the same year. The allowance for adults with disabilities will be increased by EUR 100 per month. In the coming years of the quinquennium, we will introduce an exemption from overtime, which will make 250 euros more purchasing power for four additional hours of work. [[Vif applause on the benches of the REM and MODEM groups]] Yes, we have to cut spending! Yes, we have to cut taxes! You have to be brave to give purchasing power to our fellow citizens!
ParlaMint-FR_2017-07-19-E1015.u251	We have completed the questions to the Government.
ParlaMint-FR_2017-07-19-E1015.u252	The meeting was suspended.
ParlaMint-FR_2017-07-19-E1015.u253	[[The sitting was suspended at 16.10 and resumed at 16.30 with Mr Sacha Houlié in the chair.]]
ParlaMint-FR_2017-07-19-E1015.u254	The meeting was resumed.
ParlaMint-FR_2017-07-19-E1015.u255	The next item is the discussion, after the accelerated procedure has been initiated, of the bill ratifying Order No. 2017-31 of 12 January 2017 on consistency of texts with the provisions of Act No. 2016-41 of 26 January 2016 on the modernization of our health system (No. 6, 93), of the bill ratifying Order No. 2017-48 of 19 January 2017 on the profession of medical physicist and Order No. 2017-50 of 19 January 2017 on the recognition of professional qualifications in the field of health (No. 7, 94) and of the bill ratifying Order No. 2017-644 of 27 April 2017 on the adaptation of the legislative provisions relating to the operation of health professions orders (No. 8, 92). The Conference of Presidents decided that these three texts would give rise to a common general discussion.
ParlaMint-FR_2017-07-19-E1015.u256	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2017-07-19-E1015.u257	Mr President, Madam Chair of the Committee on Social Affairs, ladies and gentlemen, rapporteurs, ladies and gentlemen, today I come to present to your House three bills to ratify orders drawn up pursuant to the bill to modernize our health care system of 26 January 2016. The exercise that is proposed to us today is a little special in that neither you – for the vast majority of us at least – nor I have been directly involved in the parliamentary debates that have led to the power of the previous government to make by order, within a limited period of time, the provisions that are before you today. It will therefore be necessary to put into context the orders that are now the subject of these ratification bills. I shall endeavour to be as clear as possible in the presentation of each of these texts, in the description of the objectives associated with them, the conditions under which they were drawn up, as well as their content and their specific issues. I will begin with the Medical Physicist's Profession Ordinance, the ratification of which is provided for in Bill 7. This order recognizes the medical physicist profession as a health profession, which meets one of the objectives of the 2014-2019 cancer plan and follows the recommendations made by the National Committee for Follow-up of National Measures for Radiotherapy after the Epinal accident. This concerns a population of 600 radiophysicists in France. By defining the conditions for the exercise of the profession of medical physicist, this bill of ratification of the ordinance completes an important work of consultation carried out since June 2016 with representatives of the medical physicists and the medical specialties concerned, such as medical imaging, nuclear medicine or radiotherapy and, of course, with the Nuclear Safety Authority. The recognition of the profession of medical physicist as a health profession will help to strengthen quality and secure practices in the field of the use of ionizing radiation. It is therefore essential to give a precise definition of the role of the medical physicist and his missions. Article 1 of the Ordinance inserts in Book II of Part IV of the Code of Public Health the profession of medical physicist, in the same chapter as that of pharmacist, these two professions having in common control of the medical prescription: control of the dose of ionizing radiation for the former, control of the dosage of medicinal products for the latter. Book II is now entitled "Professions of Pharmacy and Medical Physics". As regards the framework for the exercise of the profession, the medical physicist is defined, first, by his expertise within a multi-professional team, which deals with any question relating to radiation physics or other physical agents in applications related to therapy and medical imaging; Second, through the broad lines of its function, including the development of image quality, the optimisation of exposure to ionizing radiation – what is known as "dosimetry" – and other physical agents; Finally, by its essential mission, which is to ensure that the radioactive doses administered to the patient are appropriate to the patient's state of health and to the prescribed treatment. The more precise declination of the missions and conditions of intervention of the medical physicist is referred to a decree in the Council of State, which will soon be drafted and will be the subject of consultation. The following articles deal, according to a common plan which concerns all health professions, with the conditions for the exercise of the profession of medical physicist, the conditions for the registration of diplomas or the illegal exercise of the profession. These various provisions are intended to organize and secure the practice of the profession and to improve the care of patients. I am in my personal capacity, and for reasons related to my career, particularly sensitive to this text, which makes it possible to understand the interest of the medical physicist profession and its indisputable contribution to improving the quality of care. I now come to the Order on the recognition of professional qualifications in the field of health. This Ordinance, which is also ratified by Bill No. 7, transposes into domestic law three provisions introduced by a 2013 European Directive; This includes the European business card, partial access and the alert mechanism. The Ordinance also introduces at legislative level the procedure for securing and harmonising the recognition of the professional qualifications of European nationals for the five occupations of the apparatus and for the use of the title of psychotherapist. Finally, in response to the European Commission's request, the order abolishes the three-year requirement for European Union nationals to have access to postgraduate training in medical or pharmaceutical studies in France. I know, and even I understand, the concerns that the presentation of this text has raised among healthcare professionals through the introduction of partial access provisions. I would therefore like to return first to the reasons that led the Government to present this text in this form and to indicate under what conditions it seems to me that the implementation of the system will have to take place. The Community Directive of 20 November 2013 on the recognition of professional qualifications should have been transposed into French law by 18 January 2016. Since then, France has submitted two reasoned opinions from the European Commission for failure to transpose. This is the last step before a referral to the Court of Justice of the European Union. Therefore, ladies and gentlemen, you will understand that the Government's margin of manoeuvre is extremely limited. Moreover, as regards the possibility of exempting all or some of the health professions from the scope of partial access, it is not desirable or even conceivable. Indeed, the various legal analyses carried out, including that of the Conseil d'État, confirmed that this was not an option in the light of Community law and case law, unless there was a political and legal risk of exposing France to a procedure for failure to transpose. I know that the fact that the French authorities did not use this option has given rise to a great deal of misunderstanding, fuelling in some people the idea that there would have been a "overtransposition" of the directive. That is not the case, and I wanted to take advantage of the opportunity given to me today to highlight it. However, I affirm to you, with a determination that you will perceive without harm, that I will be particularly vigilant about the conditions for the deployment of partial access within our health care system. Such vigilance may justify appealing to the overriding reason in the general interest where the authorisation of a professional to partial access poses a risk to the quality and safety of the care; Such a risk cannot be evacuated in a system where the respective competences of healthcare professionals are complementary, articulated among themselves and well known to both professionals and users. The design and implementation of the filing and file review process for partial authorization will therefore be extremely rigorous. The Directive provides for three generic conditions to be met. First, the professional must be fully qualified to pursue the activity for which he requests partial access in his State of origin. Secondly, if the differences between the occupational activity carried out in the State of origin and the occupation which might correspond to it in France are significant, training compensation measures will have to be applied, which will require the applicant to complete a full course of education. Third, the activity requested under partial access may objectively be separated from other activities of the corresponding profession in France. If one of these three conditions is not met, the partial authorisation may not be issued. The process of examining applicants' files will also include the expression of an opinion by each competent commission, as well as by the competent order, for the professions in order. This second opinion, which is not provided for in the directive, has been added by the Government in order to strengthen the process of file analysis. Finally, a decree in the Council of State will have to specify the conditions and modalities for the implementation of the investigation procedure. I requested that its drafting could inform and guide stakeholders in how files should be reviewed on a case-by-case basis. With a view to respecting the right to free movement of European nationals and the principle of the specificity of each application, the Decree will mention the scope of the partial exercise requested, the qualifications held, the professional experience acquired and the lifelong training taken by the applicant. Such a requirement is driven by the motivation to ensure the quality and safety of care, as well as the information of health professionals and users of the health system. That is why I will be particularly vigilant about the drafting of this decree, which will obviously be carried out in consultation with the orders. I will also ask the European Commission to obtain a map of the health professions in the European Union. I will also pay close attention to the monitoring and evaluation of the implementation of these arrangements. The Ordinance on the adaptation of the provisions relating to the functioning of the health professions' orders, the ratification of which is provided for in Bill No. 8, aims to strengthen the independence and impartiality of the ordinary courts, as well as to change the powers of the organs of the order and to enable the application by their national councils of legislation on public procurement. It incorporates a number of recommendations from the Council of State, the Court of Auditors and the General Inspectorate of Social Affairs, which have successively carried out inspection and control missions since 2012 on the orders of doctors, pharmacists, dental surgeons and massage therapists. I am aware that some of the changes that will come back to implementing orders will affect their normal functioning, but I do not think the objectives are questionable and I have confidence in the ability to adapt orders. These objectives are important – I would even say essential. The management of the transition phases should be considered, whenever possible, with the aim of accompanying and preparing the actors to implement the new provisions in the best possible conditions; This is the guarantee of a sustainable and successful integration of the new measures adopted. I will therefore be attentive to the fact that the transitional arrangements to be made by decree will best accompany them in adapting the reforms. The Ordinance is divided into three chapters, dealing with the Public Health Code, the Social Security Code and transitional and final provisions. Chapter I, amending the Code of Public Health, reinforces the control of the national level of orders – followed by the real estate policy of the order, the certification of accounts combined at the level of national councils, the application of the main rules of public procurement – and reinforces the notions of impartiality and independence for both the councils and the disciplinary chambers chaired by a magistrate: incompatibilities, age limits, duration of the mandate, or conditions for determining and advertising compensation. Chapter II concerns the Social Security Code; it shall apply to the social insurance sections of the Disciplinary Chamber the conditions of exercise of the State Councillors and the administrative magistrates who preside over them. Finally, Chapter III, which brings together the transitional and final provisions, distinguishes the sections of the Public Health Code resulting from this Order that come into force on the day following its publication from those that come into force on the next renewals of the boards. Finally, the Order for the consistency of the texts with the provisions of the Act for the modernization of our health system, the ratification of which is provided for in Bill No. 6, was sought by the legislator, at the time of the passing of the Act, in order to enable the consistency, at constant law, of the existing provisions related to the new provisions introduced by the Act and to remove the provisions that have become obsolete or redundant. It is an operation synonymous with better legibility of law and legal certainty. The clearance period runs until 26 January 2018. Since some useful and timely coordinations are already available, they have been the subject of a first order. This is the one that the Government is asking you to ratify. There will be a second coordination order by January 26, 2018 if the discussions reveal unmet coordination needs. The order sought for ratification contains two blocks of provisions. Title I – Articles 1, 2, 3 and 4 – amends the provisions of the public health, social security and education codes as well as the general tax code to draw the consequences of the reintroduction by the law of the public hospital service. The reassertion of the public hospital service is in the interest of giving more readability to patients in the hospital offer. This service was opened to all health facilities, regardless of their status. It is based no longer on a list of missions, but on public service obligations for health institutions that have chosen the public hospital service. These obligations include equality and continued access to care, as well as financial accessibility. In particular, the Ordinance specifies the relationship between the provisions relating to the public hospital service and the liberal activity of hospital practitioners. It removes any ambiguity as to the possibility for these practitioners to continue to exceed fees, but under specific conditions, and provided that patients can benefit from an alternative care without exceeding fees within the institution. That was clearly the intention expressed by the legislator in the debate on the bill. Title II – Articles 5, 6, 7 and 8 – also makes necessary adjustments in a wider range of areas, including the sharing of information within the care team, the hosting of personal health data, consultation with representatives of user associations, the continuous personal development of health professionals, the merger of colleges of medical specialists, the identification of geographical areas characterized by either underfunded or over-funded care offers, and the merger of national advisory committees of management staff of the hospital public service. [[Applause on the benches of the REM group]] Mr President, Madam President of the Committee on Social Affairs, ladies and gentlemen, rapporteurs, ladies and gentlemen, this was the details of the four orders covered by the three ratification bills before you.
ParlaMint-FR_2017-07-19-E1015.u258	Mrs Tamarelle-Verhaeghe, rapporteur of the Committee on Social Affairs, has the floor.
ParlaMint-FR_2017-07-19-E1015.u259	Mr. Chair, Madam Minister, Madam Chair of the Commission, ladies and gentlemen, the bill for which I am a rapporteur is intended to ratify an order to bring the legislation into line with the provisions of the Act to modernize our health care system of January 26, 2016. Its objective is to coordinate all the legislative provisions in force with the provisions resulting from this Act. It is, in fact, a matter of "cleaning" – if you pass the phrase – the law currently in force, in order to ensure that the law is as legible and consistent as possible. The order therefore does not make any substantive change in French public health policy. However, it gives me the opportunity to call for a profound evolution of this policy, an transcendence of the care approach through a comprehensive health approach where prevention will have its full place. Let us not consider our fellow citizens as patients, but as consultants who are fully involved in their health: I have had the honour of speaking to you, Madam Minister, and I know you are part of this turning point in health policy. Despite its technical aspects, the order we are talking about seems to me necessary. What would it be useful to keep in place legislation that contradicts others or refers to repealed provisions? This only creates confusion and legal uncertainty on the ground for health and legal professionals. In my view, the intelligibility and accessibility of the law is a priority. This is the second wish that I would like to express on the occasion of the examination of this text: I hope that, in this Parliament, the laws that we vote can be understood by all and that we will work on them, as much as possible, with pedagogy. That is how our debates in this chamber can stimulate the interest of the French. The Ordinance adapts our right to the changes made by the 2016 Act, in particular with the reintroduction of the concept of "hospital public service". As a reminder, in 2009, the law on hospital reform and on patients, health and territories – known as "HPST" – had abolished this concept, replacing it with a list of fourteen public service missions that could be carried out separately. The law of 26 January 2016 reintroduced this concept of public hospital service, which is once again conceived as a block or a body of inseparable obligations, exercised primarily by the public hospital. Only one provision of the Order raised questions during the consideration of the bill in committee. This is the paragraph that amends the Public Health Code in order to maintain the possibility of exercising a liberal activity within the public hospital, possibly by practicing fees overruns. The aim of the law to modernize our health system was absolutely not to go back to the possibility given, since 1958, to full-time practitioners of public health institutions to practise as a liberal in the public hospital, nor to the excesses of fees that sometimes result from this activity. But the law of 2016 made the prohibition of fee overruns an obligation of the public hospital service. The Ordinance therefore explicitly specifies the possibility for full-time practitioners in public health institutions to derogate from this rule by exercising fees over a period of time dedicated to the liberal exercise. The terms of this derogation will be specified by regulation. As I had the opportunity to recall during the examination of the bill in committee, the liberal sector of public institutions remains very limited, and the practice is very regulated: a hospital practitioner who carries out a liberal activity must, as a matter of principle, carry out an activity of the same nature in the public hospital sector; the duration of his liberal activity must not exceed 20% of the duration of the weekly hospital service; Finally, the number of consultations and the volume of liberal acts must be less than the number of consultations and the volume of acts carried out in connection with public activity.
ParlaMint-FR_2017-07-19-E1015.u260	Thanks for closing.
ParlaMint-FR_2017-07-19-E1015.u261	In practice, the specialties concerned are mainly surgery, gynaecology and, to a lesser extent, radiology. These are specialties in which it is very difficult for the public hospital to attract doctors. Only 10% of hospital practitioners eligible for this activity are involved. Of these, half are in sector 2.
ParlaMint-FR_2017-07-19-E1015.u262	Thank you, rapporteur.
ParlaMint-FR_2017-07-19-E1015.u263	[[Applause on the benches of the REM group]] For all these reasons, ladies and gentlemen, I invite you to pass this bill, as the committee did.
ParlaMint-FR_2017-07-19-E1015.u264	Mrs Toutut-Picard, rapporteur of the Committee on Social Affairs, has the floor.
ParlaMint-FR_2017-07-19-E1015.u265	Mr. Chair, Madam Minister, the Chair of the Commission, ladies and gentlemen, the bill that we need to look at here ratifies two orders from an authorization contained in the January 2016 bill to modernize our health care system. The first ordinance allows the recognition of the profession of medical physicist as a health profession. Medical physicists today play an absolutely decisive role in the quality and safety of care, particularly in the field of radiation therapy. However, despite the very high level of qualification required, this profession was still not recognized as a full-fledged health profession. This prescription, which has been expected for years and is very well received, will allow medical physicists to find their full place in health care teams. Our committee has also decided to ratify the Ordinance on the recognition of professional qualifications. It should be recalled that this ordinance introduces, at the legislative level, the recognition of professional qualifications for the professions of orthesist and prothesist for the apparatusing of persons with disabilities, as well as for the profession of psychotherapist. However, it is mainly intended to transpose a European directive on the recognition of professional qualifications. The transposition of a directive has two issues: the effectiveness of transposition and its quality. As regards effectiveness, France, like thirteen other countries, received a reasoned opinion in September 2016 for failure to transpose. The Directive had in fact set the deadline, in this case, on 18 January 2016. For France, a second reasoned opinion was issued in April 2017. It should be recalled that the reasoned opinion is a procedure prior to bringing an action for failure to act before the Court of Justice of the European Union. As regards the quality of transposition, the discussions in committee focused on the question of partial access. In view of the amendments tabled on the text, I think it is important to explain again what is at stake. Partial access allows members of a regulated profession to benefit from mobility in another Member State, but by being allowed to perform only certain tasks and subject to certain criteria. This is the case with balneotherapy massage, which is an activity of the physiotherapist profession. France wished to establish a review of requests for partial access on a case-by-case basis. Other minority countries, for their part, have chosen to exclude health professions from partial access a priori. As I have had the opportunity to make clear in committee, the choice of case-by-case examination seems to me to be legally justified. It allows the applicant to have his file examined, examined and accompanied by a reasoned decision. The a priori exclusion of health professions does not allow this: it increases the risk of litigation. In summary, the wording chosen by France minimizes the risk of litigation. Finally, I would point out that the European Commission will use a provider to assess the quality of transposition. It is only once the assessment has been made that we will know which of the two positions – exclusion a priori or examination on a case-by-case basis – is the most faithful to the spirit of the directive. It is therefore prudent for me to stick to a wording that does not place our country in a position of fault.
ParlaMint-FR_2017-07-19-E1015.u266	No, no, no, no, no, no, no,
ParlaMint-FR_2017-07-19-E1015.u267	Once the quality assessment of the transposition has been completed, it will be time to adjust the system. Moreover, partial access cannot be implemented until the regulations have been completed. It is therefore necessary to delay. I recall that a decree in the Council of State is being drafted, and that it will be submitted to the health professions, through the review by the High Council of Paramedical Professions. Interested parties will therefore be able to make their views known. The text should also propose a mechanism that will associate them upstream of partial access. The implementing decree will allow the possibility, in particular for orders, to define the criteria for accepting or refusing requests for partial access. If the health professions are associated with the scheme, the legislator is not left behind.
ParlaMint-FR_2017-07-19-E1015.u268	Thanks for closing.
ParlaMint-FR_2017-07-19-E1015.u269	On the proposal of the chair of the commission, whom I thank for that, work will be done on the application of the bill. [[Applause on the benches of the REM group]] Finally, I would like to thank the Minister of Health, her office and all of her services for responding to my requests on a thorny subject, but also for their willingness to defend, at European level, the idea of mapping the health professions involved in partial access. These elements will help to provide an objective perspective on this issue and to address the concerns it raises.
ParlaMint-FR_2017-07-19-E1015.u270	Mr Thomas Mesnier, rapporteur of the Committee on Social Affairs, has the floor.
ParlaMint-FR_2017-07-19-E1015.u271	Mr President, Madam Minister, Madam Chair of the Commission, ladies and gentlemen, the last order before us for ratification concerns the operation of health orders. It allows for greater transparency, independence and impartiality. The changes made by the text are of two kinds. The order first changes the operation of the orders. It strengthens the leadership of the national councils, giving the presidents of the ordinal councils the opportunity to take legal action and allowing the same councils to take civil action. It also provides several guarantees to improve the functioning of orders. These include the certification of combined accounts at national level and the appropriate application of public procurement rules or the generalisation of rules of procedure to regulate ordinal elections. In the same spirit, it finally strengthens the legitimacy of the National Councils of Paramedical Orders by entrusting them with the appeal and collection of contributions. The Ordinance also pursues a second objective: to ensure the independence and impartiality of the orders and their courts. The text proposes developments within the framework of the right to a fair trial. This issue explains the developments affecting the incompatibility regime as well as the indemnity regime or the deportation in case of knowledge of the facts leading to the judicial procedure. During the debate in committee, I pointed out that the conditions for drafting the text had not been considered satisfactory by the health authorities.
ParlaMint-FR_2017-07-19-E1015.u272	That's right!
ParlaMint-FR_2017-07-19-E1015.u273	No consultation had taken place at the time, which had de facto led to a challenge to the provisions of the order by way of litigation. Three proceedings have thus been initiated, weakening the building. Having said that, it seems necessary to recall that the drafting of the order responds to converging recommendations from the Inspectorate-General for Social Affairs, the Council of State and the Court of Auditors. Its provisions therefore do not come out of nowhere. This prerequisite is necessary in order to grasp the stakes of this text. I would also like to thank the Minister, who has agreed to share with me the summaries of these reports, as I welcome the exchanges that we have been able to establish on this occasion. While the changes made by the Order were necessary, the Commission considered that it was also important to allow orders to adapt more easily to some of the new provisions affecting them. I have tabled amendments to this effect, after the hearings I have conducted with the health authorities. They highlighted the operational difficulties caused by the immediate introduction of new electoral rules relating to parity, age limits and incompatibilities. Confronting these various upheavals is only possible if the orders can take into account the rules as designations or renewals take place. [[Applause on the benches of the REM group]] This solution was chosen for parity and age limit. The Commission has extended its application to the new incompatibility regime. Finally, the committee adopted an amendment which I had tabled, to postpone the application of the new rules on certification or public procurement by one year. This postponement will allow the orders sufficient preparation time.
ParlaMint-FR_2017-07-19-E1015.u274	In the joint general debate, Mrs Valérie Rabault has the floor.
ParlaMint-FR_2017-07-19-E1015.u275	Mr President, Madam Minister, the chairman of the committee, ladies and gentlemen, rapporteurs, ladies and gentlemen, this afternoon we are asked to comment on the transposition into French law of three European directives which concern health in general. In the past, these transpositions have often been done fairly automatically, without Parliament looking too closely at them, but, over the years, parliamentarians have found it necessary to examine these texts because the Government had the temptation either to overtranslate the directives, to complicate situations or even to add points or standards that were not included in the European text, or to choose a transposition that does not appear to be the most favourable for our country. With respect to Order No.2017-31 concerning the partial exercise, it seems to me, Madam Minister, that you – or your ministry – have chosen this second path. When we love Europe – and I believe that this is your case, like many in this House – we do not fear it. This is the European tragedy, and the transposition that you are proposing is that of fear. Ms. Toutut-Picard pointed out earlier that she wanted to minimize the risk of litigation. Unlike France, other countries have not made the choice of fear. For example, Germany has transposed this directive in such a way as to ensure the highest level of safety for its citizens, a level that we are many here to consider necessary. I also note, Madam Minister, that you have not answered the questions that Members have asked you in committee. You did not explain why you opted for a less secure route than that chosen by Germany. As proof of this, I would like to thank Olivier Véran for his excellent remarks, who asked you several questions, which were not answered according to the report. I therefore owe it to you to ask them again today, Madam Minister. As a "convinced Europeanist", Olivier Véran first asked you: "Can you tell us whether a procedure is envisaged against Germany which has not transposed the directive to the letter? Before you ask yourself about the reasons why you did not make the same choice as this country. He thus went back to the drifts found in the report on temporary medical employment in the public hospital, which he wrote in 2013. The transposition that you are proposing, Madam Minister, may cause us to fear such abuses. In order to understand the room for manoeuvre available to us, it is sufficient to read the directive dealing with the question of partial exercise, i.e. the right conferred on a foreign health professional, having partial competence, to settle in France and to have partial access to a professional activity. Everyone knows that no one can verify compliance with the letter of a partial access or exercise. On this subject, the Directive confers rights on the Member States. But it seems to me, Madam Minister, that you did not wish to take it up with you, and I wonder why. According to the Directive, "a Member State should be able to refuse partial access [...], in particular for health professions, if they have public health or patient safety implications". The protection of patients, I stress, is therefore black and white in the directive published in the Official Journal of the European Union.
ParlaMint-FR_2017-07-19-E1015.u276	We need to protect the patients!
ParlaMint-FR_2017-07-19-E1015.u277	On the other hand, Madam Minister, we regret that you did not give a precise and exhaustive list of the professionals involved in the commission, although you have cited a few examples here or there. Finally, with regard to partial access, the Directive states: "Partial access may be refused if such refusal is justified by overriding reasons in the public interest, if it is capable of guaranteeing the attainment of the objective pursued and if it does not go beyond what is necessary to achieve that objective. When we read these three conditions, we wonder: why, Madam Minister, did you not choose the German path, that of refusal? Germany is not the least European of the countries of the Union. By choosing to ensure the security of your ministry by avoiding litigation, you have not chosen the way to secure French professionals who, in fact, will be subject to potentially unfair competition from a number of European professionals. For the latter, you did not indicate, in writing, with clear instructions for use, how your department will be able to verify that the partial exercise of the various professions does not exceed the diplomas held or the scope verified. All these questions remain unanswered. [[Applause on the benches of the NG group]] In fact, Madam Minister, you would like us to give you a blank cheque on this matter. Asking parliamentarians for a blank cheque is always very difficult, but in terms of public health and the protection of our fellow citizens, it is impossible. For this reason, the New Left Group will vote against the bill to ratify Order 2017-31.
ParlaMint-FR_2017-07-19-E1015.u278	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2017-07-19-E1015.u279	Mr President, Madam Minister, ladies and gentlemen, ladies and gentlemen, I would like to share with you our group's feelings about health issues in our territory. The health laws introduced under Sarkozy's presidency have hit hospital establishments with austerity. The consequences are harmful and call into question the role of caregivers.
ParlaMint-FR_2017-07-19-E1015.u280	That's right!
