ParlaMint-BE_2018-11-13-54-commissie-ic997x.u1	Question No 26634 by Mrs Cassart-Mailleux is transformed into a written question.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u44	Mr Minister, the Crossroads Bank of Enterprises is a database that stores all the basic data of companies and establishment units using the company number. The objective should be to simplify administrative procedures for businesses through a one-off notification and data transmission. The database should also make it easier for control bodies to control companies. Companies must pay a contribution for this registration. This amounts to 87 euros in our country. This is significantly more expensive than, for example, in the Netherlands, where registration in the Trade Register costs 50 euros, which the Dutch government believes is sufficient to cover the costs. When entrepreneurs want to have certain services carried out, our KBO also lacks a transparent price overview. This is also different with the Dutch Trade Register, where clear and transparent communication about the cost price is made. In addition, in a 2015 report of the Court of Auditors, the KBO did not score enough on the quality of the data contained in it. The excessively strict regulation of the import and adaptation of data would be an important factor in this. In addition, many public administrations still use alternative sources of information to collect business data. This does not sufficiently achieve the objective of the FBO, in particular a simple administration for companies and sufficient control by the public authorities. Especially for our SMEs, the provision of services through the FBO is crucial. How do you explain the high cost of registration in the KBO compared to a similar registration in our neighbouring countries? Do you see possibilities to reduce this cost? What is your position on a more transparent overview of the cost of services offered by the FBO? Has an initiative been taken since 2015 to respond to the comments of the Court of Auditors on the functioning of the CJU? If so, what initiative?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u45	In comparison with the Netherlands, Mr Janssen, you must always be careful not to compare apples with pears. The question is, after all, what kind of information is given for what amount and I think there are some differences in this respect with regard to the Netherlands, in that we are doing more than the Netherlands. Having said that, several initiatives have been taken, which you have also mentioned in your question, also in connection with the Court of Auditors' comment on the operation of the CEDEFOP. I'd like to go over these with you. There is the start-up of the KBO+ project. KBO+ should ensure that the process of depositing private and authentic instruments of companies and legal persons can be carried out by notaries and business offices in a fully digital way. Moreover, the data from the Crossroads Bank of Enterprises will be made completely contrary to third parties, making the CBO the only genuine source of business data. In recent months, the basic principles of the new system and the new processes have been established. It was determined how much resources are needed for its realization. A detailed study led to a plan of approach, and will be used as a guide in the later implementation of the system and the installation of the new processes. A budget of 2.1 million is allocated for 2019 for the start-up of the project and for the realisation of the first part of the project. In concrete terms, this budget will adapt the existing e-griffie portal so that the business premises could use the portal and test it in a pilot phase. The processes for registration and changes in the KBO are made more transparent. A new private search application was developed. Through this application, the entrepreneur or the mandated person can consult all the data of his company in a user-friendly way and edit or register certain data of his company himself. If an entrepreneur wishes to modify one of the data that he cannot change himself, a flow will refer it to the correct initiator. Adjustments to be made by the management service of the FBO are now being transmitted and handled electronically. The company's reputation was increased. The launch of the new private search application was accompanied by an information campaign aimed at promoting the new application and increasing the awareness of the KBO. This has led entrepreneurs who consult their data in the FBO to take the necessary actions to correctly disclose their data. The awareness of the KBO among local authorities was also increased. In collaboration with the Association of Flemish Cities and Municipalities, l'Union des Villes et Communes de Wallonie and Brussels-Capital, information sessions on the KBO were organised for local authorities in Flanders, Wallonia and Brussels. Finally, the quality of KBO data has been further improved by connecting the KBO with other European business registers. In addition, specific quality actions will be launched either at the initiative of the management department of the KBO or at the request of other administrations. Attention shall also be paid to the training and information of originators and data managers. I may not have answered one question yet, in particular the question concerning the determination of the amount of registration right in the Crossroads Bank of Enterprises. I kept that to the last, because I have to say here that this is a competence of the Minister for Small and Medium-sized Enterprises. So I will not speak wisely about this, because he would have to do it, which is not correct with regard to my colleague. As far as the amount is concerned, you will have to address Minister Ducarme.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u46	Thank you, Minister, for your very comprehensive reply. I note that a lot of things have been done during this period of government and that there are still a lot of things on the agenda for further implementation in 2019. I think our SMEs can be very satisfied with that.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u47	Mr President, we have been able to follow the debate in the press and in Parliament. On the positive side, the risk of power cut-off has been substantially reduced, but there have been many questions that have still not been answered clearly. Hence the question. Suppose there is a power shortage in the future, what then? There was a switch-off plan that would come into effect in the event of extreme distress. In some municipalities the power would be switched off for three to four hours. There was talk that this would happen around 17:00, the evening pits for families with children. Electric fires would neither work nor microwave ovens nor ordinary ovens. Also the electric floor heating would no longer work. There would be no internet for school tasks and electric water pumps would not function. There would also be no more hot water available to wash the children after school time. So there were legitimate questions from people about what would happen next. The government has divided Belgium into eight zones or discs for switching off the electricity grid. If the switch-off plan should go into addition, then the electricity will be switched off first in disc 8. If the deficit is still too large, then also disk 7 is switched off and so on. In order to know as a citizen whether one lives in the affected zone, one has to look at which distribution system operator his municipality belongs to. Moreover, it is also necessary to check whether or not the street is exempted. I think about my experience as a pharmacist. If, for health reasons, electricity is needed at any time, for example in the case of more and more frequent sleep apnea or in the case of young children who need aerosol dispensers, something which is also very frequent, then it seems that you should contact the municipal administration yourself. I am also impressed by the fact that this is separate from the switch-off plan, which is wasteing a great deal of light in industrial zones and on motorways. In cities, too, there is an enormous amount of useless energy consumption. I think about all the lights. We both live in Antwerp. When I enter the city, I see Charlemagne High School, a very nice new building. However, I wonder if it is really necessary to have empty buildings as a fag light... I don't know how to describe it, but it reminds me of Frank Deboosere with his bike helmet in the week. Sometimes that's really overly enlightened. I have some questions for you. In what way are citizens informed, in the case of a power cut-off, of what disk they belong to? How long will citizens be informed about the power cut in their drive, so that they can prepare enough? For health reasons, people who constantly need electricity must contact the local government in advance. How will they be informed of this responsibility? Are sufficient measures being taken to avoid personal tragedies? Are hospitals and other necessary services guaranteed exemption from the exit plan if they are in the affected zone? Electric cars, buses and trams cannot be charged during the time of the power cut. Do you have a visual on the impact of this? If a problem of power shortage would occur for several days, whether or not following each other, is it the same people from disk 8 that are affected or is there provision for a variety? Finally, will the necessary lighting in industrial areas, cities, buildings and offices be eliminated first in times of power shortage before hitting citizens?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u48	Mr President, Mrs Detiège, I hope that after my reply you will be reassured. A risk of activation of the shutdown plan can be detected up to seven days in advance. From that moment on, being D-7, every effort is made to avoid this activation by sensitization and by issuing prohibition measures. If these sensitisation and measures do not bear fruit, and the likelihood of an effective deficit arises, citizens will be informed in the evening on Day D-1 at a press conference of the relevant Energy and Economy Ministers, as well as on Day D, at a press conference around noon. The information will be transmitted through all media channels, social media and websites of the FPS Economy, and no doubt other intermediaries will also pass this information on to Elia, distribution system operators and so on. The crisis number 1771 is also open to all questions at that time. In order to ensure proper and proactive management of an emergency at local level, it is also essential that mayors manage the different local consequences of electricity scarcity, including the aspects linked to public health. They are obliged to use all the necessary resources in this context. During the federal management of an activation of the switch-off plan, one of the mayor's assignments is to monitor the situation of persons who, for health reasons, have to stay at home on their territory. If necessary, the Mayor may rely on the medical actors active on his territory to obtain the necessary information on the location of this target audience. If necessary, it may also take certain specific preventive measures to ensure that a shutdown cannot cause damage. In addition, the mayor may also address the governor to request more staffing and resources for his territory, in order to carry out this task as efficiently as possible. In the case of manual activation of the switching plan due to an effective deficiency, general and psychiatric hospitals and emergency call management centres, 112, 100 and 101, are always supplied with electricity, even if they are in a shutdown disc. Should their power supply be interrupted, along with that of the other users supplied by a switched-off power booth, these priority users will immediately be refueled. Other services located in an affected area should take preventive measures which are necessary in the event of a possible shutdown. It is the responsibility of those services to define measures based on their own situation. In Flanders, Zorgnet and the Flemish Agency for Health and Health have jointly prepared a document to support the preparation of a possible switch-off within institutions such as rest homes and psychiatric care institutions. The impact on electric mobility can be seen in the light of the fact that it helps to level the peak in electricity demand. During the hours prior to an announced switch-off, the batteries of electric cars and buses can be charged preventively. The cut-off procedure in the event of a power shortage provides for a rotation system between the switchable disks in descending order. If the switch-off plan should be activated several times or days after each other in one year, a turn-off shall be applied in descending order. Let me give you an example. If disk 8 was switched off on Monday and there is another power shortage on Tuesday, then disk 7 is chosen. If a few weeks later you would have to switch again, you will switch to disk 6, then to disk 5 and so on. If the transmission system operator detects and notifys a threat of scarcity to the government, the OFF ON campaign will be launched, sensitising citizens and businesses to reduce their energy demand by, for example, switching off unnecessary lighting. This will ensure that all public buildings set a good example to citizens and private companies by saving on their electricity demand. This includes the deafening of interior and exterior lighting of the buildings. The transmission system operator shall monitor the results of this saving on electricity demand. If it demonstrates that the savings due to awareness measures are not sufficiently large, prohibitions may be imposed, including for non-necessary lighting. It is really intended that the switch-off plan will only be activated as a last resort if demand-restricting measures prove insufficient. Now it will be clear whether you are more comfortable after the answer I have given you.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u49	Minister, I had asked a lot of questions and you replied clearly on every point. That reassures me. There is one other point that I would like to mention because I have been in practice for years. People don't always read the newspapers and they don't always hear what's said in the press. Moreover, people with medical problems are usually not mobile and are sometimes not good with what is happening around them. If this is ever to be dealt with effectively, extra attention must be paid to it and, if necessary, informed through the medical operators. However, I am satisfied with your answer. Thank you.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u50	Debates of the European Parliament 27131 by Mrs Dierick is postponed as she is apologized.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u51	Minister, you told us a while ago that you intend to do something about this problem. As you know, the price of health or life insurance, such as debt balance insurance, is based on risk profiles of the persons to be insured. An important element in this risk assessment is, of course, the medical file of the candidate author of such insurance. The insurance should not become more expensive for people who were once ill or who are suffering from a condition that is under control, you put in the press following the Day against Cancer. They have the right to be forgotten, so the reporting obligation for certain diseases would expire. That message came as a thunderbolt to the clear sky. In the meantime, we discussed it in committee on another draft law, and you said at that time that you would come up with a draft law on this subject, but my question was, of course, already put forward. I therefore have the following questions, Minister. For which diseases would the notification no longer be necessary? If the reporting of a particular disease is still necessary, how will the interpretation of the concept of "under control" be interpreted? I think that will be the great pain in drafting the texts, but I would like to hear how you see it and how you would like to amend the law exactly.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u52	Mr President, Deputy Prime Minister, this is not the first time I have asked you about this. We had a debate in committee two weeks ago; we will probably still have it in plenary tomorrow. Access to property is important for citizens. Not only because the Belgians have a brick in their belly, but also because the property works as a guarantee. It enables pensioners to fight poverty and to have a satisfactory standard of living. It is therefore essential to remove barriers to access to property. These obstacles certainly include the too high level of outstanding balance insurance premiums, particularly for sick people. For them, it's really double punishment and even triple punishment. They have to cope with the disease and suffer a significant drop in income as they leave their jobs. But even though they are cured they continue to bear the stigma of the disease, in any case for the insurers. In France, there is what is called the right to be forgotten for people with an increased health risk. Cancer patients no longer have to report it to the insurer ten years later, five years later if the cancer was discovered before the age of 18. There is also a reference grid of pathologies and time limits beyond which a person who has suffered from it may have access to insurance without overprime or exclusion. This system works very well. It was set up following a consensus reached between the State, consumer representatives and representatives of insurers. The Socialist Group was the first to put the issue of outstanding balance insurance on Parliament's table, asking for a revision of the Partyka-Lalieux law – a law that had already improved the situation. Indeed, it is indecent that people who have had cancer and who, fortunately, have been able to cope with it, continue to pay surcharges – we speak of 800 % of surprimes – in order to gain access to the property or even to wipe out refusals on the part of the insurers. Mr Minister, we have learned that you too intend to support this idea, and to introduce, by the end of the year – it is time, we are on 15 November – a right to be forgotten in pay insurance that is still due, but also in terms of health insurance. That's a very good thing. We support you, Minister. However, I hope that this statement does not remain a dead letter. I hear the tone of Mr Klaps' question. It is true that the N-VA claimed that it was only political communication. We also heard Assuralia suggesting that bonuses increase for all; she had already said so in the Partyka-Lalieux law, and that was not true in reality. We are used to threatening exits from this sector in the event of reform! Mr Minister, the introduction of a right to be forgotten could be done very quickly. All you have to do is implement Article 212(2) of the Insurance Act. You could also use the contents of the AERAS Convention, which you know very well, which was negotiated in a time between the insurers' medical experts and consumer representatives, without any problem in a royal decree. Minister, what does your bill contain with respect to health care and balance insurance that remains due? How was this project developed? Which associations have you consulted? Has the dossier already been referred to the Council of Ministers, and with what result? Will the matter be debated in Parliament, and if so, when?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u53	Mr Klaps and Mrs Lalieux, I can assure you once again that I have a draft law ready to implement the right to be forgotten in Belgian insurance legislation. This bill is inspired by the right to be forgotten in France. It was written following numerous consultations, including with the European Organisation for Research and Treatment of Cancer, Mutassur, Assuralia, the Cancer Registry Foundation, het Vlaams Patientenplatform and the SPF Economy. I personally attended a number of meetings in order to ensure that everyone correctly assesses the seriousness of the draft and that progress is also made on this dossier. That some people qualify as communication, let me say, but I hope that they too will do everything in their power to find a solution to this dossier in Belgium, because the people who are confronted with it are right to demand that it be resolved. I will not degrade myself to communication games in one direction or another; that would be terrible for the people about who it is. For all types of cancer, as in France, there will always be a right to be forgotten, in principle ten years after the end of active therapy. For other diseases, a time limit will be set by specialists, which will be included in a reference schedule. Because we also want to provide a solution for certain types of diabetes, further consultation is under way so that it will also fall within the scope of the law. It is intended to ensure, as is already the case in France, that it will apply to insurance linked to a credit. It is my intention to submit this bill to the Council of Ministers in the coming weeks. Then, Mr President, I will gladly distribute the text to you and to all the members of our committee. I think it is the normal course of action that the Minister takes an initiative in this area, develops it, discusses it in the Council of Ministers and then in this committee. I hope that this will be accepted with great enthusiasm. Those who have problems with it should be allowed to stand up. I will submit a draft law to the Council of Ministers as soon as possible to resolve this problem. We will then write down who will or will not support this. It is my duty to bring this dossier to a successful conclusion very quickly. We have already worked very hard on it.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u54	Minister, make no mistake at all! You shouldn't always believe what Mrs. Lalieux says about me. I also told you last time that we support this principle at 100%. If this succeeds, that's a plume you're entitled to stick on your hat. After all, this is an important issue that has been causing debate for decades. Again and again the insurmountable argument of the exploding premiums for everyone is used. I'm a little concerned about that. I believe that this is a legitimate concern. It is true that I was surprised by the sudden news about this discussion that has been going on for a long time. I was pleasantly surprised when it appeared shortly afterwards that this is already at such an advanced stage that you can go with it to the Council of Ministers. I'll be happy to study those texts as soon as they get to us. If our concerns are met, we will fully support that bill.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u55	Deputy Prime Minister, I feel very honest and sincere in your words.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u56	That's good!
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u57	It's not every day! I sent you the bill that I had tabled with some colleagues.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u58	You dropped it off, but we didn't get it.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u59	Yes, I do. Then I'll hand it to you. In any case, it appears on the House site. It's not very complicated to find her. You know that we will stand by you if your project goes in the same direction as the French text, which has shown its full effectiveness. I hope that all the parties represented in the government will support you in your efforts. Indeed, people suffering from chronic diseases and serious illnesses do not deserve the double or triple penalty imposed on them by insurers.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u60	Minister, a company can no longer live without its own website or Facebook page. For example, the consumer, supplier or government can find it online. However, many companies do not appear to provide direct contact details on their website. When they sell products and services directly to the consumer and have questions or complaints, this is a major problem. There is often an e-mail address or a contact form, but when you use it you do not always get an answer. Some consumers are less skilled in computer science, which means that they risk falling out of the boat in the event of unduly charged invoices or other problems. The FPS Economy has put a handy overview of the mandatory entries online, but this does not always prove to be enough. For the consumer it is particularly frustrating if one can only contest an invoice via a contact form or an e-mail or raise a problem and then find that the e-mail is not always answered. Firstly, how do you respond to the finding that some companies, service providers or suppliers are barely reachable by the consumer, except via a digital contact form? Have your services received any complaints about this? Secondly, are you prepared to explore how businesses, public authorities and service providers can be better accessible for consumer questions and comments? Thirdly, are you prepared to examine the extent to which a telephone number should also be given to the consumer on an invoice for the benefit of the consumer? Fourthly, can you indicate how many audits your services have carried out on companies' websites on an annual basis or over the past three years to check whether they comply with legal obligations? Can you indicate on an annual basis how many companies were in breach and what consequences were given to them?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u61	That's a lot of questions.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u62	You can also give me the figures in writing.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u63	No, we have to respond fully to this. We do what we can for everyone. There are already a lot of legal rules in place to ensure that consumers can easily get in touch with companies. Moreover, most of them are transposing European directives. For example, book III of the Economic Law Code states that companies must make available their address details, including any address, in order to allow rapid contact and effective communication. The various ways in which such data can be made available are also listed in the law. In addition, there are the provisions of book XII relating to information society services. Here, too, it is stipulated that companies should ensure permanent access to, inter alia, data enabling rapid contact and direct communication, including an electronic postal address. Those provisions do not speak of a telephone number. The case-law of the Court of Justice suggests that this is not a general requirement, but that, in certain circumstances, the consumer should have the right to obtain a telephone number. In addition, there are the legal rules of Book VI on distance contracts, which are based on the European Directive. Before a consumer closes a distance contract, the information he receives in advance must contain the company's telephone number, if available. Finally, I would also refer to book XVI, which provides that a company which has a specific internal complaint service must also provide its telephone number and its address. The Economic Inspectorate has received 279 complaints in the last three years: 71 in 2016, 138 in 2017 and 70 in the period from 1 January 2018 to 31 July 2018. 8 716 checks were carried out during that period. They have led to 3 255 minutes of warning and 521 pro justitia's. The large number of checks is the result of a system followed by the Economic Inspectorate. In any investigation in which it is relevant, it shall also be verified whether the company has a website and, if so, whether the legally required particulars can be found on it. This system is a practical incentive for companies to provide the appropriate contact information in accordance with the legal rules I have just quoted. As I said, the rules do not provide for a mandatory reference to a telephone number on the invoice. As the information obligations are already wide, I do not think it is appropriate to impose additional administrative obligations. In addition, companies that are committed to customer friendliness and accessibility already supplement their invoices with telephone contact details.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u64	Thank you, Minister, for the detailed answer. There is indeed a lot of regulation and a lot of controls are taking place. However, there are still some crooked companies, which is frustrating for consumers. I hope that the controls will continue to be carried out in the future.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u65	Minister, the Military Programming Act covers a whole series of military purchases planned by the government. If the choice of the F-35 Americans to replace our current F-16s or the purchase of 442 French tanks has been the subject of much debate in the National Defence or Military Purchases Commission, I have had too little opportunity to hear from you on this subject. It's not for lack of asking! I would have liked to hear from you on the issue of societal returns, which fall fully within your competence. Mr Minister, has a meeting with the Belgian federated entities and industrialists potentially concerned been organised by your SPF on these various issues? If so, on which procurement files exactly and when? Why has this involvement of the federated entities not come further upstream of these procedures involving more than EUR 9 billion? Can you, in terms of your skills at the FPS Economy level, provide me with the state of affairs regarding societal returns for the various purchases provided for in the military programming law and their status? In particular, what about the government's replacement of fighter aircraft a few days ago? Finally, have you been briefed on possible societal returns that France would also have offered in the context of its offer?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u66	Mr President, Minister, on 25 October 2018, the government decided to purchase 34 F-35 fighter aircraft. At the same time, it was announced that the decision would result in a large number of economic compensations worth EUR 3.7 billion. That's about the size of the purchase price. In the past, as we know, such promises were often not realised. I'd like to ask you a few questions to get more information. Economic compensation in the context of European legislation can only be achieved under the guise of essential security interests of our country. So I have some questions. Can you explain exactly what EUR 3.7 billion of compensation is? In what form are the compensations laid down? Are these business contracts, state-to-state agreements or other forms? Will they be made public? What monitoring mechanisms are provided for? Are testable criteria included in the agreements? Is there any provision for reporting? Are there fines and/or other sanctions in case of non-compliance? Finally, the government motivates the weight of 10% for economic compensation in the assessment of aircraft by calling in Article 346 of the EU Treaty, which can protect essential security interests. What specific security interests do compensation cover? How do they respond to that?
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u67	Mr President, ladies and gentlemen, Mr Fernandez and Mr De Vriendt, I would like to make it quite clear that I did not calculate the amount in question myself. The calculations have been carried out very carefully by experts from the FPS Economy and Defence staff. In fact, at various meetings held here, they gave a text and explanations on this matter. So the amount was not calculated by me as Minister of Economy and was not launched either. The result of the calculations is part of the trade-offs between the F-35 and the Eurofighter. The economic aspect accounted for 10% in the total of 100 % of the trade-off. I would also like to point out in advance that the term 'economic compensation' referred to by Mr De Vriendt is no longer topical. The general framework in which Belgium launches new military investments is a fundamentally different framework from that in which previous investment waves were realised. Since 2009, there has been a new European directive that aims to organise military purchases as much as possible through market mechanisms, with the strategic objective of creating a more integrated EU defence market. This very active position of the European Commission against and a ban on imposing and/or accepting compensation from an industrial, economic or employment logic in military procurement aims to create a more integrated and market-based EU defence market. Only initiatives based on a safety logic are possible and proportionate. The experts who have looked carefully at this aspect have clearly and clearly started from that new framework. In order to respect and remain consistent with European regulations, the government has developed the new approach called "essential security interests", in Dutch "essentiële veiligheidsbelangen". This approach invites applicants, in the context of these procurement procedures, to propose projects that serve to strengthen industrial and/or research activities as set out in the document concerning Belgian interests in the field of defence and security policy. This document, prepared within the framework of the federal jurisdiction of Defence and Security, was approved by the Council of Ministers on October 28, 2016. Of course, in the next phase of project implementation, dialogue with regional entities will be initiated. The amount of EUR 3.7 billion is an estimate of the turnover that the proposals on key security interests (ESP) could generate over the next 20 years. As the life of the platform is longer, this figure may change in the course of the program. The proposed EFP measures are mainly concerned with the production of components and supporting equipment, maintenance and not just platform-related military advanced technologies and applications. The administration of the FPS Economy has analysed and evaluated the two dossiers submitted following the publication of the Request for Government Proposal at the ACAP. The French file was never filed. The proposals contained therein are not known to us and have therefore not been analysed and evaluated. Mrs Fernandez Fernandez, you asked me about the French file. I can tell you that this has never been introduced and that the proposals included in this dossier are not known to us since they have not been analysed or evaluated. That's very clear. With regard to the file of the mine control service, the analysis of the tenders is currently under way. The opportunities for the Belgian industry in the field of defence and security are an integral part of the offer submitted by the US State Agency to the Belgian Defence Agency and as such will be binding. These possibilities are supported by pre-agreements or industrial agreements between the companies concerned in both countries. Moreover, the qualified opportunities are included in a separate agreement on essential security interests between the Belgian Government, on the one hand, and Lockheed Martin Global Inc. and United Technologies Corporation, on the other. The agreements will also be worked out in detailed implementation agreements, which will detail the implementation of the measure. With regard to this part of the tender, non-closure agreements were signed by the departments concerned, which remain valid even after the award of the contract. I do not know them either, but I expect you to understand that these companies are obviously relying on them, unless they want to go public themselves. The implementation of the individual proposals will be closely monitored by the departments concerned. The contractor is bound by a semesterary, later annual, reporting. Individual implementation agreements will lay down interim Milestones which, if applicable, will also serve as an interim review of the financing mechanism to be submitted through repayable advances case by case. Contrary to the abolished compensation mechanism, there is no penalty clause through a bank guarantee on the possible non-realised part of the compensation commitment. At that time there was a commitment from the contractor to a fixed percentage of the contract amount. Now there is a list of opportunities for the Belgian industry concerned, with no lower limit, but also without upper limit. The EFP proposals should be read as a commitment to assign Belgian companies a role in the international value chain of the OMCs concerned, but provided that the Belgian companies concerned can present the required competitiveness. That's obvious. Each individual IS measure was examined to determine whether it could be accepted in the European employment framework of Article 346.1(b). To this end, the link between the proposed IS measures, KETA (Key Enabling Technologies Areas), and the nature of the programme in question was first verified. Secondly, the investigation examined whether the proposed IS measure provided adequate protection proportionate to the essential security interests of the Belgian State. Finally, the proposed IS measure should not affect the conditions of competition in the European internal market for goods and services not intended for specifically military use. From all this, it must be clear that there is no longer any talk of economic compensation. We must work for economic and industrial participation in the development of such programmes in a completely different environment. Moreover, we have done everything we can to ensure that, on the one hand, EU legislation in this area is strictly respected and, on the other hand, that our essential security interests are respected and that we take full advantage of the opportunities to promote our technical and industrial capabilities among the industrial players involved. Our companies and the Regions are asking to be closely involved in the development of economic and industrial participation. However, in view of the new EU rules, public authorities cannot be involved in the development of such programmes. It is the OEMs who analysed the specifications and our KETAs and made proposals for the companies concerned. In the context of the ACAP programme, an information session for the Belgian industry was organised by my administration and the Ministry of Defence on 23 May 2017 to inform them about the new methodology Essential Safety Interests. The preparatory meeting with the representatives of Agoria, BSDI and the regional umbrella for the aviation industry in the cabinet of Economy was terminated from the publication of the RfGP. On 17 July 2018, a meeting with the same group took place in the Ministry of Defence's cabinet to explain how the individual companies were approached and involved by the evaluation team and to give their insight into the consultation mechanism, which would be set up after possible decisions. On the other hand, the motorized capacity programme is a B-to-B programme, for which the role of my administration was limited to observing and supporting the conversations between French and Belgian companies. The same principle applies to the drones project with General Atomics. Since the Government intends to develop a defence industry and research strategy with the Länder and inform the Regions and, if they so wish, will be involved in the R&D initiatives for ongoing procurement programmes, a strategic consultation platform will be established with the relevant federal and regional departments and the Community departments in order to facilitate coordination between federal security policy and industrial policy and R&D policy at regional level. This platform will also examine the need for a cooperation agreement to exchange information and cooperate with regional authorities and, where appropriate, propose texts to this end. Finally, the consultation platform will enable our country to respond dynamically in the near future to the various initiatives developed at EU level, such as the European Defence Fund and the EU Defence Industrial Development Programme. I also drew up a letter, which, of course, must also be signed by the new Minister of Defence, addressed to the Prime Ministers, in which we ask for representation on the platform for the regions and also for the Communities, because R&D policy is part of it. Mr President, I would like to make all possible information available to Parliament, because there are many questions about the EUR 3.7 billion. However, I would like to stress once again that this amount has not been politically committed, but has been determined methodologically and discussed in detail with the experts. I also took note of this when considering it, as it accounts for 10%. Together with my colleague in the defence sector, I am now doing everything I can to put this into practice and to ensure that it is implemented in the new European framework.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u68	Minister, I am somewhat concerned about the elements of your response. First, you confirm that the federated entities will be associated but that this is not yet the case. You informed them. This is the information I had, but I regret that they were not involved earlier in the process. It is still the "market of the century". The federated entities still have skills in terms of research and employment. And when we talk about such amounts, it would have been interesting to associate them upstream of the file and not just when it is signed. That's unfortunate! Secondly, I understand that in order to respond to European competitiveness regulations, we are buying in fine American, to summarize and popularise your remarks. You will understand that I may regret it. Figures were announced earlier in the Special Committee on Military Purchases and Sales, but there is no guarantee because there is no fine clause. If I understand correctly and to popularise your remarks, if the commitments made are not fulfilled, there is no fine. Finally, what will be the obligation of these societal and economic benefits? We call them what we want, but you and I both know very well what we're talking about. We're not gonna pretend we're not talking about the same thing. That means that what we have been denouncing for weeks is true. These are advertising effects, with no real guarantee behind employment benefits. Your mimic seems to confirm what I'm saying; or then I misunderstood what I want to hear, for what you say is sometimes ambiguous and makes it difficult to understand. I'm kind of caught up in the subject. You say the amounts have been defined. I hope you didn't decide them on your own. I'll believe you. I even wish it. I'm glad. The only good news of what has been said may be that you have not decided on your own, but that you have called on experts. What worries me is that they say that there are repercussions but that, in the end, there is no guarantee that they will take place because there is no fine clause or obligation to apply. We know the amount, even if the federated entities have not been involved before. The distribution will then take place, but we do not know what the criteria will be - although these industries are known to be located more in the south than in the north of the country. In short, your answer does not reassure me; on the contrary, it makes me even more worried. At this morning's meeting, in the Special Committee on Military Purchases and Sales, all members - including those of the majority - agreed that you should be heard. I therefore hope that you will honour this invitation. I assume you will not receive it by text, but by letter from the chairman of the committee. We will therefore finally be able to hear from you, particularly about the companies that have been consulted. Although the transcripts are public, I am aware that confidentiality clauses are being applied. Therefore, we will not receive all the information. I look forward to hearing you in fifteen days, while expressing growing fear about what has been called the "market of the century". Nevertheless, Minister, thank you for your answers.
ParlaMint-BE_2018-11-13-54-commissie-ic997x.u69	I hope, Minister, that you will understand that we Members of this House are interested in the composition of the EUR 3.7 billion. According to the handbook, the government has based its decision on these essential security interests for 10% of its total value. I also hear that there have been meetings with Belgian companies in order to go deeper into the possible opportunities. I have the impression that Belgian companies are certainly a little more specific and better informed than Members of Parliament. I hope you understand that this is a bit difficult. I'd like to look with you for ways to get some more information about this prognosis. You're talking about a 3.7 billion prognosis. It may be less or more, depending on the extent to which we seize opportunities, and the market may also change in the coming years. So far, I agree, but in order to carry out our task of control, the elements that have been presented to us so far are a little too vague. During the launch of the handbook, the Treasury Inspectorate issued an opinion pointing out possible legal risks. So there are no guarantees and one cannot be completely certain of everything. My first question is therefore whether we can work with you to find ways of getting some more information in our capacity as Members of Parliament. As far as I'm concerned, we can do that behind closed doors. Secondly, to what extent does all this meet the definition of essential security interests, as applied by Europe? You say you checked it out. Can you specify to whom? Did you make the analysis yourself or was it checked out by the European Union?
