ParlaMint-BE_2018-06-05-54-commissie-ic912x.u1	Ladies and gentlemen, we are starting our work, which will be stopped at 5 p.m.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u39	Question No 24912 by Mr Raoul Hedebouw is postponed at his request.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u40	Madam Chair, Madam Minister, my question is already somewhat dated. On 27 March, the Higher Council of Health (SHC) issued a press release providing an update on the maximum permitted nutrient levels for dietary supplements. I am not going to read you the position of the Council. I can't imagine you didn't get to know it, but let's remember that food supplements are not medicines. They are there to supplement the diet when it does not provide enough nutrients to maintain good health. It is true that in relation to this, there are fundamental differences with medicines. The CSS regularly publishes opinions on the maximum levels of nutrients that could be contained in dietary supplements in our time in order to be as close as possible to the actual needs of different groups of the population and taking into account the expected effects and the quantities useful to administer. I am aware of a recent amendment to the Royal Decree of 3 March 1992 concerning the placing in trade of nutrients and foodstuffs to which nutrients have been added. You have set maximum safety limits based on maximum intakes without any risk of toxicity, since this is obviously what we are aiming for. It must be noted that you have not followed the scientific recommendations of the Higher Council of Health. Indeed, this new royal decree results in very surprising situations. I'll mention three of them. With regard to iodine intake, the CSS estimates that the daily intake should not exceed 100 μg per day as a dietary supplement, while in the Royal Decree you allowed doses of up to 225 μg per day, whereas the risks of thyroid disorders are known. The second example concerns iron. The CSS recommends a maximum iron intake of 15 mg per day while in the royal decree you set it at 45 mg per day. With such a quantity, we are not yet at the dose of medication, but we are similar to it. The third example is chromium. The CSS suggests a maximum intake of 50 μg per day and the Royal Decree sets a threshold almost four times higher with a limit of 187.5 μg per day, while the health risks are also known here. The presence in food supplements could mislead the public as to the alleged effectiveness in regulating sugars and fats considered unfounded by scientific experts. Minister, you did not follow the recommendations (particularly regarding maximum levels of safety) made by the Supreme Council of Health in this Royal Order that you amended. I'm really surprised. Can you justify these dosages and intakes much higher than the maximum standards proposed in the CSS recommendations, especially for iodine, iron and chromium? How do you position yourself against the recommendations made by the CSS?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u41	Ms. Fonck, the Higher Council of Health was invited to assess the potential risks associated with the use of vitamin and mineral supplements, while taking into account the contributions of the traditional diet. Such an assessment is essential for setting maximum nutrient limits within the European Union. The CSS has focused on nutritional recommendations, but has not always been able to provide them with a scientific risk assessment. The new maximum levels were therefore set on the basis of toxicological data which could be collected in the CSS opinion. Of course, these are not reference doses for the whole population. The dosages should be adapted to individual situations, taking into account the instructions for use mentioned on each product. As a reminder, we are part of a single European market comprising 28 countries in which the principle of the free movement of goods lawfully placed on the market is an important rule. In this context, maximum limits can only be set if they are based on public health risks. This aspect was further confirmed in the judgment of the European Court of Justice of 27 April 2017 in Case C672/15. The conclusions of this judgment of the European Court of Justice are as follows. First, the national rules must provide for a procedure for derogation from the maximum values laid down in the same rules for food supplements lawfully manufactured or marketed in another Member State. This is the case with Belgian legislation. Secondly, the maximum amounts of nutrients must be set on the basis of the upper safety limits established following a thorough scientific assessment of the risks to public health. This assessment should not be based on general or hypothetical considerations, but on relevant scientific data. This is the case with Belgian legislation. Thirdly, maximum safety limits cannot be set solely on the basis of national opinions, if reliable and recent international reports concluding that higher limits are possible are also available at the time of adoption of the measure concerned. This is also what our regulations provide for. Therefore, no consideration other than the health safety of food supplements – for example, nutritional needs – can be taken into account in adopting regulations to set maximum nutrient limits. As with all food supplements, those containing iodine, iron or chromium must be accompanied by instructions for safe use. As far as iron is concerned, in its opinion 45 mg the CSS considers as the maximum acceptable content in food supplements intended for the whole population, while indicating a lower nutritional need thereafter. With regard to chromium, the CSS raises the question of its effectiveness in relation to certain claims. The European Food Safety Authority (EFSA) has confirmed its contribution to the normal metabolism of macronutrients. Food supplements containing vitamins and minerals which are legally placed on the Belgian market are undoubtedly safe. Their safety cannot be contested. I would add that not all dietary supplements are automatically subject to a maximum dose criterion. Secondly, I fully agree with the opinion of the Higher Council of Health when it concludes that the maximum levels of nutrients in food supplements are not adequate for the population as a whole and that the intakes must therefore be adapted to the needs of each individual. Finally, with my services, I advocate the harmonisation of the limits on vitamins and minerals in Europe.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u42	Madam Minister, I must admit that this is a very misunderstanding on my part. This is not the first time I've told you that you choose to make evidence-based for the files that suit you while you don't do it for others. The Higher Council of Health is a recognized scientific body in Belgium. But it is clear that you have not followed him. And I confess that after hearing your justifications, I find it hard to follow you. In fact, maximum limits must be set in the Royal Decree. At the same time, however, there is a major issue in preserving the health of citizens that falls under the responsibility of the Minister of Health. For me, things remain very nebulous when it comes to knowing exactly why you allowed such high doses in food supplements that – I repeat – are everything but medicines. I will continue to seek explanations and try to determine the reasons that motivated you, but, at this stage, there is still a great deal of misunderstanding in my home.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u43	Questions Nos 24950, 24952, 24954 and 25002 by Mrs Catherine Fonck are transformed into written questions.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u44	Madam President, Minister, Spinraza has been available in other countries for spinal muscular atrophy, SMA. In this country it is not yet repaid. I just wanted to ask you about the state of play. I have heard that this medicine is in a procedure and that it would be eligible for reimbursement through the project BeNeLuxA. Is this right? How exactly does that work? When did this file start? What's the lead time? When can people expect an outcome?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u45	Madam President, Mrs Van Camp, you are finally asking this question, because someone is very impatient on Twitter. But I cannot, of course, put the answer to your questions on Twitter until you ask your question. That is a matter of respect for the MPs. So you will have to tell those people that I understand their impatience, but I cannot pass you. As far as Spinraza is concerned, a reimbursement procedure is currently in progress with the Committee on Medicinal Products. Whether or not this is dealt with in the context of BeNeLuxA is a confidential element of the file. Before a medicinal product can be included in the list of pharmacovigilance medicinal products, the pharmaceutical company marketing the product in Belgium must submit an application for inclusion on this list. That's what happened. On 12 January 2018, the company Biogen asked for a refund of the specialty Spinraza. It was launched at the Committee on Medicinal Products. After evaluation of the dossier by the Committee on Medicinal Products, on the basis of this committee's final proposal, I will take a decision on any methods of reimbursement within 180 days. Day 180 is on the basis of the submission date on 11 July 2018. This legal period of 180 days can be extended with suspensions at the request of the company. Since this procedure is conducted by an independent committee and we cannot therefore intervene in it, I can only say when this procedure must come to an end.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u46	Thank you for the answer, Madam Secretary. It's been a long time waiting. From your answer, I understand that within a month there will finally be an outcome for these patients.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u47	Questions Nos 24983 and 24984 by Mrs Isabelle Galant were withdrawn.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u48	Madam Secretary, if the prostate incontinence has been eliminated in whole or in part, the RIZIV will set a waiting period of one year before surgery is paid back by placing an artificial sphincter, in order to give the kinesitherapeutic treatment every opportunity. That makes sense. In mid-March, however, we took note of a case in which the doctor had established that this was an irreversible problem. Despite this finding, the patient also had to wait a year, because there seem to be no exceptions to that rule. As a result of this specific problem, you informed the press that the waiting period might need to be revised, or that possible exceptions might need to be considered. Madam Secretary, what is the state of play? Any movement in the meantime? Has the RIZIV reviewed the waiting time? Is there any concrete timing in this?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u49	Indeed, Mrs Jiroflée, the criteria relating to rightholders included in the conditions of reimbursement in the case of distribution 154976-154980, the implanted urinary art fincter, composed of an inflatable cuff, a pump with control system and a reservoir, which regulates pressure, were discussed in the Commission's office to facilitate implants and invasive medical devices. Experts were consulted and the history behind the criteria was reviewed. A waiting period of one year was included in the reimbursement conditions so that the physician and the patient take sufficient time to apply the possible alternatives. It is still considered that a waiting period of one year is relevant to provide sufficient time to test all possible alternatives, before the implantation of such an art fincter. Furthermore, the literature also describes that the degree of incontinence may evolve to more than one year after prostatectomy and that conservative treatments should always be applied first, for a period of 12 months, before considering surgery. Conservative treatments include lifestyle adjustments, as well as pelvic floor muscle exercises, biofeedback, electrical stimulation and possibly pharmacodynamic therapy. The committee will be informed of the discussion in the Bureau and may then decide to carry out a further evaluation and consider whether or not the criteria should be revised. I am thinking, for example, of a situation where it is already clear from the outset that the conservative methods for the patient concerned will certainly not help. I must also point out that the sphincter itself does not offer a 100% guarantee, but that is another matter. It's a delicate operation, especially after surgery. The committee will look into this and we will see if we can amend it.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u50	Can you give me a time frame for that?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u51	I have the power to ask you to investigate things, but not to set the agenda. I understand impatience, but everything is urgent. I don't know, but I'll check.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u52	I understand. I'll re-examine it after recess.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u53	Minister, I am trying to see to what extent you have respected your general policy note through various topics. This issue is part of this framework. During the discussions on this note, you made it clear that the physiotherapy sector is the basis of the proposals that were presented at the Task Force meetings. This task force was created as a result of the Memorandum of Understanding that was agreed with the sector. Minister, what are you doing about the recommendations made by the Task Force, particularly in terms of changes to the nomenclature? Could you in particular inform us that "the need for treatment related to the patient's pathology could be expressed in units of treatment time"? Have these points been clarified? Could you give us details of the "test project, targeted at a specific group and a specific condition" that you wanted to put in place to test the feasibility of this new concept? Finally, the kines do not have access to the eHealth data of the patient they are taking care of. Why? Could they be granted such access? It would be very useful for the adaptation of treatments.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u54	Ms Fonck, the implementation of the most urgent objectives in view of the conclusions of the task force in kinesitherapy conducted in 2017 were explicitly reflected in the agreement "kinesitherapists-insurers" concluded for the years 2018 and 2019, in particular concerning the development of the electronic kinesitherapy dossier, the grouping of reimbursement arrangements on the basis of the categories of treatment needs and the introduction of time units. As regards the recommendations of this task force in terms of amending the nomenclature, the Technical Council for Kinesitherapy has been asked to draw up proposals for a package of benefits and groups of patients which make possible a differentiated model of reimbursement arrangements in the context of heavy pathologies and a limitation of the number of attestable overtaking codes in common pathology and to make it possible for differentiated reimbursement to be made possible. A specific working group of the Technical Council for Kinesitherapy within INAMI is currently studying several ways to achieve this. The same applies to the link between the need for treatment and the concept of a time unit. Kinesitherapists should be able to implement an optimal number of time units for a pathological situation independently for the treatment of the patient in the context of the medical information and therapeutic objectives that the prescriber has communicated. To this end, the physiotherapist has greater flexibility to implement treatment within the framework of his or her responsibilities. These time units cannot be too short or too long. We are thinking, for example, of 15-minute units. Such concrete elements need to be defined more precisely, but it appears that this new distribution of treatment for physiotherapy treatments will be easier to fully implement as soon as electronic recording of the diagnoses and pathologies treated is made possible. Again, within the various working groups of the competent bodies of INAMI, discussions are held to determine a specific group or a specific condition that could be used as a test for the implementation of this new concept. It's an important mission. We will analyse in depth all the proposals made by the representatives of the field in this context. For access to the eHealth platform, I have to ask the question, but I do not think it is yet possible to grant this access to all stakeholders in the healthcare sector. It's a work in progress.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u55	Thank you for your answers. I hope that we will be able to achieve concrete and positive progress on the various aspects: recommendations, task force, nomenclature, time units, testing projects targeted at a specific group and affection. The fact that it takes a little time does not pose a problem to me, provided that it can be put into practice constructively with the sector, and that it is positive for patients and physiotherapists. Regarding eHealth, you're telling me you're going to ask the question. May I take it that this will be done – certainly, not tomorrow morning – and that you have made a commitment that they will have access to it as soon as possible? I'm just talking about the patients they're taking care of. I am not asking for access to all the data, but only to the data of their own patients. May I ask you to make this commitment?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u56	I will ask why this is not yet the case. I don't know if it's feasible or not. I know that not everyone has access to the eHealth platform, and that this is a work in progress. I don't know if that's planned. I'll ask the question and if it's possible, it'll be done.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u57	This is important in terms of multidisciplinarity at home. This is mainly about access to patients at home. I think at the hospital, they have direct access to the file. This can really be an added value for caregivers and patients. It would be a shame and abscond to exclude certain categories of caregivers.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u58	Catherine Fonck transforms her questions Nos. 25005 and 25089 into written questions. Question No 25406 by Mrs Nathalie Muylle is also transformed into a written question.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u59	Madam President, Minister, the moratorium you imposed on medical homes was lifted a few weeks ago following the presentation of the audit report on the operation and cost structure of medical homes, a report that, according to the press, finally convinced you of the importance of medical homes in the general health care offer. We have consistently promoted this importance and, in particular, for the most vulnerable patients. As a result of this audit, a working group was established to make various recommendations to improve the operation and funding of medical homes. Minister, issues to be improved or clarified include the proper use of patient funding, the number of patients that can be cared for, but also the sources of funding or the opt-out policy. Recommendations were expected by 16 April. Could you tell us who made up the working group? Could you also take stock of the recommendations made? How will they be followed? Can you confirm that the goal is to improve patient care and not to make further savings at their expense? If savings were to be made on certain posts, can you assure us that they will be reinjected into these medical homes in order to enable them to further improve the care of citizens, especially the most disadvantaged?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u60	Madam President, Minister, the audit of medical homes has been tabled and has been delivered to you. It contains a whole series of proposals. It seems to me that this work is both constructive and consistent. Recommendations are made. My only question is whether you intend to follow the – interesting – recommendations of this working group. I got the contents. So I will not ask you to explain the content.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u61	Madam President, Minister, I would like to join my colleagues. The working group working on district health centres was due to complete its work in May. Now that the month of May is over, I would like to know the specific recommendations or proposals contained in the conclusions of that working group. Which of these proposals and recommendations will you take and which will you not, for what reasons or not? Will you take concrete steps to translate the proposals and recommendations of that working group into reality? With what timing will that happen? I understand from the field of work that there are also problems with the 'forfait' committee, which would not or would not meet again.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u62	Madam President, Minister, my questions obviously go in the same direction. You examined the functioning of the district health centres by means of an audit. The results are now known. You announced that you would study the audit. A working group within the RIZIV Insurance Committee is examining how to improve its operation. In the meantime, however, new district health centres can be recognised, so you have reported. Madam Secretary, have any new centres been approved? If so, how many? Where are they located? No applications were submitted, if any? For what reasons were applications not accepted? What is the status of the working group within the RIZIV? In which direction do the recommendations go? What initiatives will you subsequently develop and with what timing?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u63	Minister, my question is of the same nature. The joint working group responsible for formulating proposals, following the audit that you had commissioned from KPNG, delivered its conclusions to you in May. In the many exchanges we have already had on this subject, you have always confirmed that this type of care with capitation funding has its place in the health care landscape but that you want to check the adequacy of the funding relative to the actual expenditure and its distribution: working time and number of consultations, operation, management of medical records, etc. You also wanted to check the participation of medical homes in the care system, ensuring continuity of care. Minister, as the joint working group's proposals and conclusions have been communicated to you, do you have the answer to your questions so that the matter can be moved forward? This group brought together representatives of both package and fee-for-service claimants, insurers, the Insurance Committee and your firm. Has there been sufficient consensus to allow for improvement and to let us know your position on funding, criteria, methods of evaluation and control of medical homes? What's your calendar?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u64	Madam President, ladies and gentlemen, thank you for your questions. First of all, representatives of medical homes, insurance organizations, physicians, ABSyM, Cartel, ADMM and members of the Insurance Committee representing dental practitioners, physiotherapists and nursing practitioners participated in the work of the working group. The final report was sent to me on 8 May and is currently being studied in my strategic cell. It includes the following components: updating the regulatory framework, appropriate funding, transparency and quality. So we are studying the final report and we also have additional contacts to explain the elements. It is premature to give an overall assessment already. This dossier is too important for that. The task I assigned to the working group was not to propose economic measures, Mr Senesael, because that was not his purpose. There is no need to comment on this or on the re-use of available resources. As I have said several times in the Chamber, the moratorium on new district health centres was lifted at the time when the audit was made available. It's not about "a few weeks ago," as you say, Mr. Senesael. The audit arrived at the end of November. On the day of the audit discussion, immediately, the moratorium was suspended. In the meantime, of course, new applications for district health centres have already been approved. During the moratorium, the pending files that were in order were already approved. I don't know how much this is about. That application should not be submitted to me, but to the Insurance Committee. I'll have this checked out. This is a matter for a written question.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u65	Madam Chair, since the matter is under review and given the elements of the answers that are being provided, I do not really have a reply to address to the Minister at this time.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u66	Minister, like you, I have received this full report. After everything that has happened, some overwhelming statements, audit, etc., we can understand the concern expressed by the sector. And if some people abuse – which is obviously not acceptable – whether in terms of patient selection or the use of budgets for purposes other than public health, that is not the case, but at the same time, it must not be denied that many are doing quality work at the level of medical homes. I have read this report extremely carefully. It is indeed complex but very interesting. I find the proposals on transparency, the requirements and framework for allocation of resources, fair funding and allocation of resources, as well as on the framework for continuity of care and custody, very interesting. I therefore imagine that, since you have also been informed as you go, you will also be able to move quickly on your side. So that we can then give a serious and reassuring framework for the future for all those who invest properly and do good front-line work. The actors on the ground are ready to move forward, to work and to put themselves also in these interesting and important proposals. Madam Minister, I thank you and will, of course, come back to you on this subject. In what timing, I don't know, but we will probably be many, in my opinion, wanting to know what happens next.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u67	Madam President, Madam Minister, the most important thing for me is timing. I understand that it takes time to study the report, but the preparation of that report has also taken some time and we now know what the good points are and what the recommendations might be. So I'm missing one more time. I say that because there is very little time left to get a number of things implemented in this legislature. The report is there, but the egg has to be laid quickly or time is running out. So I'm still hungry for timing.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u68	Madam President, Minister, like my colleagues, I would have liked to know how long it will take before conclusions are really reached, but you seem to think this is premature. I will put a written question on the figures.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u69	Madam Minister, in my question, I asked you whether you considered that all the elements of this report were the subject of a consensus that would bring this matter to a conclusion. Can you give me your opinion on this? Having read the report, which is a complex document, it seems to me that there is an agreement between the various partners of this working group which allows us to move forward without having to go back to discussions of proposals that have been made by this group. Can you reassure me about this consensus? In addition, can you give some details about timing as time is moving forward?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u70	You're saying it's a complicated file. Some elements are the subject of consensus, while others are the subject of consensus. That is why there is a continuing dialogue between each other in order to reach a consensus.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u71	I thought all the participants agreed with each other.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u72	Question No 25125 by Mrs Isabelle Galant is deleted. Questions Nos 25992 and 25193 by Mrs Catherine Fonck are transformed into written questions.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u73	Madam Minister, many hospitals, laboratories and medical practices have recently charged between EUR 3.5 and EUR 25 administrative costs per invoice. These additional costs are not reimbursed by the sickness fund and, according to the sickness funds, are also unlawful. The law states that all costs must be included in the fee. It is prohibited to add additional costs. The health insurance fund calls for the file costs not to be paid. In a response, you indicated that you would investigate the case. How's the investigation going? Did it start? What's the timeline? Are there any preliminary conclusions yet to be drawn? What measures may be taken against hospitals, laboratories and medical practices which charge the unlawful costs of the file?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u74	Mrs Van Hoof, at the plenary session of 19 April 2018, I replied to a question by Mrs Jiroflée. In any case, I can only repeat that the patient can always contact the hospital and, in case of discussion, the hospital ombudsdienst in the event of questions or reservations about the hospital bill being received. In addition, I have also recommended patients to contact their sickness fund and we note that they do so before paying the invoice. It is the responsibility of the sickness fund to assist its members. The sickness funds are well aware of the rules on invoicing and may, if necessary, point the hospital to incorrect accounts. The sickness funds also have the necessary software to check each invoice before they reimburse the third-payer part. If, in the event of a check, sickness funds find that a particular hospital systematically charges certain goods or services, either to the patient or to the insurance institution, and thus ultimately to the RIZIV, they are obliged to inform the Medical Evaluation and Control Service of the RIZIV. That department shall examine the situation and act thereon. Hospitals aren't allowed to charge administration fees. It's against the law. I contacted RIZIV about that. To date, it has not been reported by the sickness funds. We also touched on the issue during the discussion with the sickness funds. They will remain alert and will act, if necessary. We advise patients to report such practices. I also have contacts with health insurance funds and medical practices myself. Let us be clear: one can simply charge the consultation, but no administrative costs. That's not allowed.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u75	Madam Secretary, thank you for the answer. This is, of course, followed up through the RIZIV and the sickness funds. I hope that this practice can be eradicated in this way.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u76	Madam Secretary, the highly secure psychiatric ward for interned women in Zelzate has been highly criticised lately. There are many seclusions, on average two a day. There are complaints about the ombud service that would not function properly, there are patients who had to open their mail before they put them on the bus etc. But especially the number of isolations is hugely high. There is also no specific legal framework for these interned women. You announced in the press that you would investigate this matter. I can only support that. I can imagine that this investigation has now been completed. Do you have any results? Is there anything you can say about that? Or is the investigation still ongoing? By when will we know the results? Have you taken measures, pending the results of the study, so that patients and human rights can no longer be violated? There was also the drafting of a royal decree specifically for this type of patients treated under duress in a psychiatric hospital to support compliance with the law on patient rights.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u77	Mrs. Dedry, I've read those anonymous testimonies, too. Because they're anonymous, we can't verify if they were. Since I myself am not competent, I have asked my colleague Jo Vandeurzen to have this examined by Zorginspectie Vlaanderen, and to discuss it with the Agency for Health and Health, because this agency is responsible for the inspections. It has been promised that they would visit fairly quickly. However, I have not yet received a feedback. They themselves decide the timing and the method of working and they will of course first deliver the report to the Minister responsible, and then to me. As soon as I have been informed about the position of Health Inspectorate Flanders and the Health and Health Agency, I will check whether this can have any impact on the staff upgrade project of twenty T-beds in the psychiatric center of Sint-Jan-Baptist for the reception of twenty interned women high-risk, designated by the court of appeal of Ghent. That is the only dossier for which I am responsible as a Federal Minister. As for your question about a C.B., I suppose you are referring to the revision of the current law on the protection of persons with mental illness. Although someone from my cabinet is also involved in the working group preparing this revision, this remains the competence of my colleague Koen Geens. So I'm going to have to refer you to him for that. However, in no case will the revision of this law prevent the proper implementation of the law on the rights of the patient.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u78	Madam Secretary, thank you for the answer. We'll wait for more news on that.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u79	Madam Secretary, the reimbursement of epidural infiltration for patients with back pain was deleted at the beginning of November 2016. Some patients can only relieve the severe pain they experience through that epidural infiltration. The nomenclature code "Repidural infiltration for therapeutic purposes', at lumbar level, carried out in a technically equipped area within an approved nursing facility, calculated up to six times a year, was deleted from 1 November 2016, apparently on the basis of a government savings decision. Madam Secretary, I understand that in the past this code and the use of epidural infiltrations have been handled quite loosely. Perhaps a restriction was indeed appropriate, but a deletion was and is quite drastic. What does this mean for the patients who have only been helped with this procedure and who no longer have an alternative? Did you know the consequences of that decision?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u80	Mrs Jiroflée, changes in the reimbursement of medical benefits are made in consultation with sickness funds and health care providers, with input from the academic sector in the field of evidence-based medicine. The reimbursement of lumbar epidural infiltration was abolished at the time, after it was found that a high percentage of these applications occurred without a scientifically evident condition. It was therefore chosen to abolish lumbar infiltrations and to prefer more targeted infiltrations, either radicular or transforaminal, which are still being repaid. Patients who previously benefited from classical lumbar infiltrations may best go back to their treating physician to see if they can benefit from these more targeted infiltrations or from any other, also reimbursed treatment. We must not infiltrate because of an unproven effect. That's not harmless. The side effects are not minor either. It has been found that there was no evidence for it and therefore it was decided in consultation to withdraw it, but to leave more targeted infiltrations around the nerve roots and also transforaminal possible.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u81	Thank you for that answer, Madam Secretary. I also asked a written question on this, perhaps I will talk about it later.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u82	Madam Minister, on my previous question regarding the recognition of specialist foot caregivers at the beginning of 2016, you referred to the opinion of the National Council for Paramedical Professions, which you received in 2015. You said at the time that the negotiation of recognition was ongoing. I haven't heard anything about that since then, but maybe I missed something. What exactly came out of the bus for that profession?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u83	Mrs Van Camp, in April 2017, I asked a question about an additional advice for the specialist foot caregivers addressed to the Federal Council for Paramedical Professions and to the Technical Committee for the Paramedical Professions. Since a considerable overlap has been established between the profession of podologist and the proposed profession of specialist foot caregiver, I have asked whether the profession of specialist foot caregiver is to be integrated into the legislation on podologists. After all, podologists are now recognized. In addition, I asked whether healthcare professionals other than doctors should be able to prescribe acts or entrust them to a specialist foot care professional. Those advices were promised to me by the summer. I haven't received them so far.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u84	Madam Minister, RIZIV DGEC has highlighted the risks of chronic opioid use as a result of increasing opioid use. They have published a report on this subject containing a number of recommendations, such as a conscious awareness of the use of opioids and a scientific study on the prescription of opioids. I therefore had the following questions. In the meantime, what have you done with these recommendations? The figures I have requested show that the use has increased enormously and is still increasing. Do you have any plans in this regard? Recently it was also found that OTC use presents risks. You announced projects to enable registration. Where do you stand with this?
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u85	In 2010, Mrs Van Camp, the Medical Evaluation and Control Service of the RIZIV indeed found that there has been an increase in opioid use over the last ten years. Since then, the Medical Evaluation and Control Service has undertaken several actions. For example, five opioids are mapped on the basis of the pharma OT data. In addition, a thematic control study has been launched on misuse, both among prescribers and opioid users at national level. Complementaryly, my services of the Public Health Office have contacted other European Member States to follow this trend internationally. Finally, there have also been consultations with the Order of Doctors, the Order of Pharmacies, scientific associations such as the Belgian Pain Society, the Provincial Medical Committees, as well as the professional associations of pharmacists. All indicated that opioid use should be properly monitored, but they did not consider that there was an epidemic. Nevertheless, we have already launched awareness campaigns through lectures for LOC groups and general practitioners on the risk of over-prescription and/or use of opioids.
ParlaMint-BE_2018-06-05-54-commissie-ic912x.u86	Madam Secretary, Greenpeace has denounced in the media the problem of advertising meat products with children's idols, such as the Samson sausage, which contain as much salt, saturated fatty acids and other unhealthy ingredients as other meat products. In addition, studies show that the information on the label of the meat products does not always correspond to the actual content of the product, which is not done. Madam Minister, you have negotiated the extension of the Belgian Pledge, whereby the signatories agree not to advertise unhealthy foods and drinks for children under the age of 12. Forty-two very big players have already signed that pledge, but they're not all yet. The pledge applies to certain advertising, but not to advertising on social media and in vlogs. Do you agree with me that this is a missed opportunity, which needs to be tackled as a matter of priority? Do you intend to take any further initiatives to address the supermarkets that the Belgian Pledge has not yet signed? We have recently had hearings on obesity in our committee, but now that you are here, can I ask you how you stand against healthy child marketing as a flanking measure in the fight against obesity? A number of motions for resolutions have been tabled on this subject. I believe that children's idols or cartoon characters belong only to healthy diets. Do you see any opportunities to promote that?
