ParlaMint-NO_2020-11-05.ana.ud400e60	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2020-11-05.ana.ud400e724	That was just the question I answered, that if it had been made clear at an earlier stage that there was a larger room for action for the ministry, I too, as the responsible State Council, had to clarify what would be the framework and the procedures for the exchange of information. I want to be very clear that as the responsible state council in such matters I have to stay within the formal framework. It is particularly important that there is a clear division of roles in relation to key social institutions. But precisely with the debate we have had, with the conclusions of Storting, I have also stated in a letter to the Committee and to the representative that we need to look at learning points, and that there is also a need to look at the formal framework and the law.
ParlaMint-NO_2020-11-05.ana.ud400e729	This was a matter that took place over a number of months, long before it ended up on the table in Stortinget, and neither was the Stortinget asking for the matter. It was the representative who sent a letter to Stortinget – a report. But in the public debate it was already in our several parties that were out there and said that here the Ministry of Finance and the Minister of Finance have a general responsibility. So the matter happened along the way, why didn't the Minister of Finance think it was reasonable to get the Law Department's point of view at a much earlier time?
ParlaMint-NO_2020-11-05.ana.ud400e735	I have already given the answer to that question. There was no concern in the department or any doubt in the department about how the law was to be understood. The Ministry was responsible for the law and had a very clear intention that the main responsibility lies with the Bank of Norway. The background for this is also that we should be able to hold the Bank of Norway responsible for the results of NBIM. There must be an agreement between the authority and the responsibility. Therefore, the intention was that the principal responsibility should lie with the Bank of Norway. I have explained very thoroughly to the Stortinget in several rounds about what information the department received at what time. We were briefed on candidates at an early stage, and I have also explained what information we then received, and how it was followed up.
ParlaMint-NO_2020-11-05.ana.ud400e740	As it emerged from the hearing of the Governor of the Bank, and as the Minister of Finance has also confirmed later, there was a telephone conversation between the Minister of Finance and the Governor of the Central Bank before Tangen was published as a candidate for the position. That conversation referred to a concern expressed by the Minister of Finance. I understand that it is also the concern that led the Minister of Finance to take the seventh and last initiative towards the main board of the Bank of Norway, and that the matter found its solution. Why did not the Minister of Finance, when he himself expressed a concern, at a much earlier time, both to examine his legal space and actually to actively engage in the matter in order to help it find its solution at a long earlier time, for the benefit of all parties?
ParlaMint-NO_2020-11-05.ana.ud400e745	I have explained in detail the background to that telephone conversation, and it did not contain any concrete knowledge of the terms and conditions of the candidates, who might have asked, and how the wealth had been connected. There was a concern on a more general basis where I was concerned that the main board of directors had to go back in time and see if there were any things that you should look at. It was a concern on a general basis that I thought was important for me as the Council of State to communicate. I also want to add that when I took an initiative to find a final solution, it was because it was expressed by Hans Andreas Limi from the Progress Party, who thought I should do it. It came as an initiative from Stortinget. The size also concluded on what you wanted to achieve. Then I thought it was time to have a dialogue with the governor on these issues as well.
ParlaMint-NO_2020-11-05.ana.ud400e752	I am listening with interest to the answers that come from the Minister of Finance, but I am still unable with my best will to understand what the Minister of Finance thinks changed from the representative Limi expressed the need or desire for the Minister of Finance to examine his own room of action, and to the same concern and call came upon the spring side from several parties here on the Stortinget. The heart of the matter has been known all the way: the main board had initially accepted that the new manager of the oil fund could maintain ownership of the AKO. Then I record the Minister of Finance saying that no one in the department was worried or in doubt about how the law was to be understood, but we almost have to assume that there was a concern that ownership was to be maintained, that it was a premise for employment. Can the Minister of Finance respond to what changed during the summer, which made him take the call from Limi seriously?
ParlaMint-NO_2020-11-05.ana.ud400e761	As I have said both in my post and in reply, there was no doubt in the department about how the law should be understood. Nor was there anything in the letter from the representative body that raised these questions, namely the issue of the information obligation for the ministry and the question of access to instructions. There was no question in the letter. It was only at the hearing in the Financial Committee that these questions were raised, and after the hearing it turned out that what we thought was a clear law with a clear intention could be understood in another way. That was also the background to the initiatives we took. When Stortinget then concluded the way you did, and it was expressed a wish by big business representatives that I should take a role in this, I did.
ParlaMint-NO_2020-11-05.ana.ud400e766	Thanks for the answer. As I see it, the question or disagreement about how the law could be understood, which was raised at the hearing of the committee, was quite similar to the disagreement which was raised earlier in the spring, and which, in my view, lies in an understanding of whether the oil fund or the NBIM is part of the Bank's particular independence or subject to political governance, in a sense. It should have been clearer at a much earlier time. Let me go to the further follow-up here. There is now an agreement that means that the new oil fund manager will liquidate his ownership of the AKO, that personal fund shares will be sold, and that the assets will be placed in banks. This has not yet been followed up, even if the new leader has joined. How does the Minister of Finance feel about following up on this, so that it will be in place by the end of the year?
ParlaMint-NO_2020-11-05.ana.ud400e773	What I've done is to make it clear to the governor that Storting's intention is to be followed up. I don't have information that says it won't be done.
ParlaMint-NO_2020-11-05.ana.ud400e778	Red has proposed that the government should assess the compliance of the Governor with his or her duties. To that end, the Minister of Finance states that, in his opinion, no information has been obtained which he considers is necessary for such an assessment of the obligation to provide services. Given the new information that has emerged about the Ministry of Finance's handling of the case, it is difficult, I think, to rely on the Minister of Finance's assessment in this case. When a senior official, appointed by the King of the Council of States, is responsible for a breach of Norwegian law, a breach of the Governor's own guidelines, and there are no consequences – is there not also a breach of that trust, the conviction, upon which the Governor of the Central Bank is completely dependent? Does the Council not see the problem of a public official violating the law in this way?
ParlaMint-NO_2020-11-05.ana.ud400e785	The point where mistakes have been made is linked to the Public Relations Act. It's been explained. I believe that there is no information that would indicate that it was necessary or appropriate to follow up this matter in line with what the leader of the Red has proposed. I have answered the question in writing to the committee, and have no other view of it today.
ParlaMint-NO_2020-11-05.ana.ud400e790	It is an option under Paragraphs 2 to 12 of the Central Bank Act for serious breach of the obligation to provide services, for the person to be released from office if in his office he has broken down the reputation or trust necessary for the position or profession. I am thinking here of both the violation of the disclosure law, which is well known, and also that there may be a breach of the administrative law that a case should be adequately clarified, and also the breach of the guidelines on employee claims when it comes to ownership, which has then been changed afterwards, and the practices of the governor in recruitment. In our opinion, it is that such a high-ranking official as the Governor of the Central Bank cannot commit the kind of crime and trample on his own rules and guidelines without having consequences, and that we should have a review of it by the Council of State. I really wanted an answer as to why he's letting this go.
ParlaMint-NO_2020-11-05.ana.ud400e795	If the representative from Red asks if I have confidence in the Governor, then I do. Then, in a letter to the Stortinget, in posts from Stortinget's pulpit and in line-word exchanges, I have explained how we are going to follow up this matter further. I've been very clear that we have to look at learning points. I believe that there is a need to see whether the law reflects what was the intention of the law, but also to consider whether we should have the same intention, namely that the main responsibility and sole responsibility should lie in the main board. I have notified that we will go through these questions, and I will of course come back to the Storting, so that these questions can be thoroughly discussed before we draw a final conclusion on what should be the way forward.
ParlaMint-NO_2020-11-05.ana.ud400e801	The cord shift is over. The following speakers shall have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-11-05.ana.ud400e808	I want to warn you that it may be necessary for me to draw another drawing, because this is basically a control case, and usually, when we have control cases, we have a little longer time, we who are not in the committee. I have to say that the setting we are now dealing with must be one of the strangest writings that Stortingen's plenary has ever received. The basis of the case is a letter from the representative office of 11 June, a letter that cannot be read with meaning without accepting the premise that the representative can put his own discretion into an employment case in the place of the Governing Council. Permitting such interference in statutory competences also undermines the principles of responsibility necessary for effective supervision and also breaks down the power structure on which our administration is based. The first paragraph of Section 4-1 of the Central Bank Act reads as follows: ‘The representative body shall supervise the operation of the Bank of Norway and shall monitor compliance with the rules governing its activities. The representative body shall oversee that the Governing Council has sound management and control of the Bank's administration and operations and that appropriate procedures are in place to ensure that the Bank's activities are carried out under law, agreements, decisions and other frameworks. Supervision does not include the exercise of discretion by the Governing Council.’;» [[...]] In Report. St. 7 for 2018–2019 ‘The supervision of the Board of Representatives shall continue to be a subsequent monitoring and supervision based on the minutes of the Management Board, and shall not open up the possibility of the representation converting the decisions of the Management Board.’;» I Prop. 97 L for 2018-2019 reads as follows: ‘If, after the Governing Council has been given a good opportunity to justify its decisions, etc., it considers that the Governing Council has not had satisfactory governance, or there has been a breach of legislation, the reaction of the representative may be to record comments on, for example, additional follow-up needs and to mention the relationship in the annual report of the Bureau to the Grand Duchy if it considers that the case requires such a reference. It is this type of reaction that is subject to active supervision by the Bank of Norway and not decisions to be directly operationalised.» It is strange that the Committee does not discuss these issues. On the contrary, the Committee goes further and takes up its role as a human resources authority in the case. Thus, the basis is a letter containing unsubstantiated allegations of facts, with assessment criteria added to the Governing Council by the Central Bank Act, and completely new control criteria that are not reflected in the law on any basis. I'm here for the risk assessment. I have to come back in a later article with the rest of what I want to say.
ParlaMint-NO_2020-11-05.ana.ud400e834	The President sees that there are no more speakers on the list, and Mr Tetzschner has the floor.
ParlaMint-NO_2020-11-05.ana.ud400e839	Thank you for that. Basic control principles are then challenged. This includes an open hearing, with oral statements lacking evidence in the letter, and ignoring the fact that the letter from the representative has been sent to the Stortinget without the possibility for the Norwegian Bank’s main board of directors or administration to speak, attend, supplement or correct errors of fact and juss. These are errors that have come to characterise the cause of Stortinget and which the setting still suffers from. Remember Ibsen's Peer Gynt: Where the starting point is crazy, the result is the original one. So you could say, is there any reason to talk so much about a matter that is solved? Yes, it is – because some have allowed themselves to perform a representation activity on behalf of the Storting in the light of a committee vote. They have collected me as a representative and Stortinget as a plenary. The matter was so urgent that the Department of Justice's law department was put under time pressure because they had to make an appointment in the Committee on 21 August. Today we write November 5th. The reason why it was so urgent at the time was that it was precisely the desire to fail the basic principles of control and supervision, namely the desire to intervene in an ongoing process. You wanted a parallel trial, and you wanted to be a reviewer. All three of these principles are to be seen that the control committee here in the house, along with the processing of administrative reports from the Riksrevision, would never have broken. There is also a subsequent discussion between representatives of the Committee and the State Council. So they want to impose on the Council of State a competence that the Stortinget has told him not to have under the Central Bank Act. It is not even possible to refer to the opinion issued by the Ministry of Justice, because it does not authorize the powers of the Council of State to intervene in individual cases. It says that the Council of State can enter into a general process that may have an impact on previously entered employment. It's something completely different. It shows that this Assembly, at least if we limit it to the Financial Committee, does not have the vocabulary necessary if the Grand Duchy is to be aware that the Council of State should not have excessive powers, because it will go beyond the general leadership laid down by law by the Grand Duchy. That's the one. The second is that we will simply also push away the main board of directors from what is fundamental to any liability, namely, that the proper bodies take the decisions that the Storting has given them.
ParlaMint-NO_2020-11-05.ana.ud400e852	Several have not asked for the floor for case No. Two and three. At the request of the Financial Committee, cases will be brought before the Court of Justice of the European Communities. 4 and 5 will be treated together.
ParlaMint-NO_2020-11-05.ana.ud400e883	At the request of the Finance Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, within the allocated speaking time, replies will be given to replies from members of the government. Those who had to sign on the list of speakers in addition to the allocated speaking time will have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-11-05.ana.ud400e890	Let me first thank the Committee for a very good cooperation in these matters. I will present unanimous committee positions. This is a matter that is a superior from the pre-corona reality. The proposal was presented almost a year ago, in December 2019, and the Committee started work in January this year. A hearing was also held on 27 February. The legislative proposal is based on the NOU from the Auditor’s and Accounting Law Committee in 2017 and the Audit Directive and the Audit Regulation, which was decided to be incorporated into the EEA Agreement in 2018. The aim of the law is to help ensure high confidence in audit services in Norway and to regulate audit activities that comply with EEA law. The auditor shall work independently, critically and objectively, vis-à-vis both public enterprises and business, provide confidence, create security and have a strengthened role in the fight against economic crime – a first line against tax evasion and labour crime. The Audit Directive provides several rules to ensure the independence of the statutory auditor, in particular with regard to public-interest entities, i.e.: banks, credit undertakings and insurance undertakings operating in the EEA securities trading market. Financial supervision is also provided with more possibilities for responding to infringements of the audit law. One of the most significant changes is the introduction of only one category of approved auditors in Norway: State-authorised auditor. This means that the title or scheme of the registered auditor ceases to exist. The continuing training requirement for the State-authorised auditor is also significantly strengthened. The higher standards of competence result from the importance of the auditor in the role of trustee of the public but are also a consequence of an increasingly complex and diverse business life. In particular, the Committee has been concerned with ensuring real equality between public and private audit practices as a basis for recognition as a State-authorised auditor. I refer to the request decision 858 from 2018. Public audit practices are carried out in accordance with the same international standard as private enterprises. Municipalities also meet the size and width of establishments. Such equality is also of great importance for recruitment to public audit. We have got a good solution where detailed rules on real equality of practice are laid down in regulations. The Committee also asks the government to ensure good transitional arrangements for persons with a bachelor's degree when the new law enters into force. I would like to make it clear that there are people who meet the educational requirements of the applicable law to be registered as auditor, and who have started the period of practice. These should be eligible for approval as a State-authorised auditor if, within a certain period of time and with a certain additional competence, they meet the requirements for practical training provided for in new law.
ParlaMint-NO_2020-11-05.ana.ud400e907	Trust is one of the greatest values that we manage in Norwegian society – trust between one another, trust in the government, trust in bureaucracy, trust in businesses. This trust benefits from a pandemic with strict measures, which we are now up to. This trust benefits when democratic elections are smooth, as they are often in Norway. And not least, trust benefits us when we're going to pay taxes, either as individuals or businesses. This is where the auditors come in, because audit is incredibly important to ensure trust in the tax system, trust in public and trust in business. That is why the Labour Party believes that the main change adopted here today is the tightening-up, or clarification, of the rules on auditor independence. It is important precisely because we should have confidence that auditors do not contribute to aggressive tax planning or that there are cross-cutting interests in the auditor's work towards the companies. It is therefore important that auditors cannot carry out audits on public-interest entities for more than 10 years unless a new tender is announced. There will also be a ban on the provision of certain ancillary services, such as accounting and legal services. The EU Directive provides for derogations for tax consultancy and valuation services, but they are not to be used by Norway. That's good. I would then like to thank the rapporteur, Mr Agdestein, for his solid work on this matter in the Financial Committee. We have from several parties been engaged in gender equality between municipal and private audits to ensure competence and recruitment in the former. The government's proposals provide for formal equality between municipal and private audits, but the Committee makes comments and proposals to contribute to real equality. Therefore, we stress that when it comes to auditing of enterprises of a certain size, all municipalities in Norway meet the requirements regarding the number of employees, turnover, balance sheet, tasks and industries. We also clearly state that the requirement that auditors should have at least two years' practice of auditing accounting, tax and value added tax undertakings should not be regarded as cumulative requirements. Against this background, we ask the government to ensure real equality between municipal and private audit as a basis for approval as a state-authorised auditor, and an overall committee proposes to contribute to it.
ParlaMint-NO_2020-11-05.ana.ud400e922	It is important, as the representative Knutsen also had in mind, to have clear and good rules relating to auditing, not least to ensure independence and to ensure the general confidence associated with the extremely important work of the auditors, and we support the legislative proposal that lies here. We've been very concerned about non-discrimination between private and municipal audit practices. There is a variety of experience from municipal audits, experience in auditing in different forms of organisation, and equal treatment with experience from private audit is important. It is also important, as the representative Knutsen pointed out, that the requirements on the experience of accounting and taxable undertakings are not cumulative. The representative, Mr Agdestein, as the rapporteur on the matter, was concerned about the transitional arrangements and the requirements there. If I perceive the representative correctly, there has been a certain ambiguity in the accounting industry about it, but if you have a bachelor's degree and are in practice in municipal audit today, it has to be counted equally in the transitional system, that it has been approved, so that one is not – I am saying – locked up in a position related to municipal audit, but that it is a corresponding approval. But I understood the case rapporteur there. So a last point related to the transition scheme. After all, what it does in practice is that it sets a watershed by 2017 after that transitional regime. At the same time, some students — not many — started their Bachelor's degree in auditing and accounting in Halden in 2018. As far as I know, these are the last ones who started such an education before the new law that is to come, and on the part of the Central Party, we believe it would be right that they should be included in the same transitional arrangement as the others. I would like to deal with that which the Central Party proposal has to do with that.
ParlaMint-NO_2020-11-05.ana.ud400e937	The representative of Sigbjørn Gülsvik has taken up the proposal he referred to.
ParlaMint-NO_2020-11-05.ana.ud400e942	I would like to join the previous posts and thank the case rapporteur for the thorough work done on this matter. This is where the committee stands, and it is very positive. Auditors and the law of auditors may not get the hearts to beat the hardest, or are the subject of the toughest debates we have in this room, but it is certainly important for the whole of society, and it is vital that the law ensures and maintains the broad public confidence. The main reason why the entire committee has been able to gather in the comments is that we ask the government to provide real equality between practices from municipal and private audit as a basis for approval as a state-authorised auditor – in line with what was also the intention of Stortinge in the 2018 decision in the context of the treatment of the municipal law. With this legislative decision, we also take important steps to strengthen the independence of the auditor. In particular, it is in my opinion that it is not possible for the auditor to provide tax advice to the audit customer. The audit regulation prohibits the statutory auditor of public-interest entities from providing certain services to the audit customer, for example: accounting and legal services cannot be provided. This Regulation provides for certain national derogations. The Ministry proposes their use, with the exception of tax consultancy and valuation services. That is what the Committee is behind. Tax consultancy can be a central premise for the enterprise’s strategy and decision-making processes. Thus, one could in retrospect ask questions about the objectivity of the auditor in the audit. When the auditor provides services other than auditing to the audit client, this role is challenged because the auditor may have provided ancillary services that impair the objectivity and scepticism that the statutory auditor must have included in the subsequent audit. If the auditor provides advice on how to set up the entity as part of tax planning, the auditor will be able to review the outcome of his own advice next time. So there's a good estimate of the department here, and the Storting joins. Finally, I should like to congratulate the Centre Party on the proposal that has been put forward as a loose proposal during the examination of this matter, on a transitional arrangement for those who have started bachelor's training. It is a proposal that I hope a total accumulation can join, to which SV is going to vote, and which I hope the government will follow up.
ParlaMint-NO_2020-11-05.ana.ud400e955	In this proposition, the Government promotes proposals for new statutory auditors. The aim of the legislative proposal is to implement the amendments to the audit directive and to the regulation in Norwegian law. In addition, the proposal takes account of developments in the field of audit since the old law was passed in 1999. The legislative proposal shall also ensure that the work of the auditor is independent, objective and critical. This contributes to the creation of value because financial information improves, the basis of competition is similar and the tax base is more accurate. The legislative proposal also highlights the important role of the auditor as a contributor to the fight against financial crime. A diverse and complex business environment requires a high level of auditor competence. The legislative proposal therefore implies that only persons with a master's degree in accounting and auditing will be able to obtain approval as auditor. This is an important measure to ensure high quality of audit services in Norway. The Government will ensure that persons who have completed a Bachelor’s degree in accounting and auditing with a view to being approved as auditor have a reasonable transitional arrangement so that they do not need to undertake further training. In addition, we propose other important measures to ensure high quality and independence in the audit. An important step is the implementation of the audit regulation in Norwegian law. This Regulation applies to the auditing of firms with transferable securities traded on, for example: Oslo Exchange. The Regulation imposes increased requirements on how the entity’s choice of auditor is to be made and on how often the entity has to change the auditor and limits which other services the statutory auditor can perform in addition to the audit. We also suggest that the Financial Supervisory Authority can have more means of effectively supervising auditors. Financial supervision is provided, for example: access to the imposition of an infringement fee where the auditor has committed serious infringements of the audit law. Adequate and appropriate instruments and penalties are necessary to comply with the rules. The Government also requests the consent of the Stortingen to pan-European rules on auditing, which will contribute to high quality auditing in Europe and to a level playing field in the EEA.
ParlaMint-NO_2020-11-05.ana.ud400e972	It's going to be line change.
ParlaMint-NO_2020-11-05.ana.ud400e977	I think that the committee has both worked well on the matter, in good dialogue with the department, and that here we stand together on some important changes. So there's a question that I raised in my post. As I said, there are a few students in Halden – a third, I think – who started their Bachelor's degree in 2018. In other words, they have not come so far as they have come into practice, but they have started their bachelor's education, and they do not come under that transitional scheme, as described in the case. Does the Council of State see any problem or challenge in that they could possibly be included, and is there something that the Council of State would be willing to assess?
ParlaMint-NO_2020-11-05.ana.ud400e982	We agree that this should be a transitional rule. I was not familiar with the offer in Halden, but it would of course be natural that we consider it in connection with the follow-up to Stortinget's position. I do not know anything about the matter in addition to what the representative, Gülsvik, has said from the Spokesman of Storting, but it is clear that when we are informed of this, it would be natural for us to look at it in the context of the transitional rule.
ParlaMint-NO_2020-11-05.ana.ud400e988	The cord shift is over. Several have not asked for the floor for case No. Four and five.
ParlaMint-NO_2020-11-05.ana.ud400e1007	At the request of the Finance Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, within the allocated speaking time, there will be a reply to replies from members of the government, and those who have to subscribe to the list of speakers in addition to the allocated speaking time will have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-11-05.ana.ud400e1012	The Korona crisis has been and is a major challenge for the Norwegian economy, for businesses, for workers and for residents throughout the country. The size has been particularly concerned with ensuring the social and security rights of workers. The Committee stresses the importance of the early extension of income protection schemes, so that more low-paid qualified persons were paid daily allowances and that a greater proportion of their lost labour income was compensated for by the lay-offs. The advance scheme for the payment of daily allowances and the compensation scheme for self-employed persons has had a crucial role for many. We will stress the importance of combating major social differences and economic inequality. One of the major differences in today's societies is between those who have jobs and those who are outside — and crises like this can help to reinforce this inequality. The long-term distribution effects are closely linked to the development of the labour market. Therefore, I would like to stress that our most important task in the future is to facilitate safe jobs and work for more people. Norway should be a country with small differences even after the Korona crisis, and therefore we need a good knowledge base to make the right decisions in the future. The government put in our committee of experts Norway against 2025, which is supposed to contribute to that. They shall assess the impact of the outbreak on the Norwegian economy in the future and the mandate shall open up to assess the financial burden-sharing of the crisis. They have already presented an interim report, and they will present a new report for the spring. Throughout the corona pandemic, the government has had good and important cooperation with the social partners, both from the employee side and from the employer side, and the established sample has a reference group that contributes with its experiences and perspectives from both sides. The selection also receives input from, and meets with, actors, industries and groups that are not themselves represented in the sample. The right-wing opinion is that the representative proposal from Red is met through the Norway sample by 2025. Right will create opportunities for everyone, and our most important task in the future to reduce the inequality is therefore to get more people to work. We succeeded in 2017 after the oil price drop, and we have to deal with it now. After 2017, the growth in purchasing power was strongest for the lowest income group, with at least one in advance, and unemployment fell to the lowest in 10 years. We can do it again.
ParlaMint-NO_2020-11-05.ana.ud400e1029	A distinguishing sign in Norway has been a small difference and a high trust. Trust is falling, differences are increasing. If we're going to increase trust and reduce differences, we're actually going to have to grips with it. Work for everyone is job number one. Everyone must have a salary to live off, the possibility of a full-time job, and we must have a strong tradesmanship. The richest must contribute more to the community. If one distanced the property tax, as Right suggested at its national meeting, we would get 30,000 more zero-tax providers. Those with large capital stock have been greatly facilitated by the government, while ordinary workers have had less to travel with. It's going in the wrong direction. Another example: In the first crisis package, the government meant that the average employee would take the bill for the companies to cut short the employer's period. It was the opposition's seventh because the community took the bill in the case of an extended income hedge, as a higher degree of compensation to the licensed and prior payments. It is also known that it has been added specifically to the low-wage groups that were hard - pressed. It is high time that a closer look is made at how the coronary apathy affects the differences in society and assesses responses. After the Workers' Party's view, a new selection would make time pass from us. For this reason, the Labour Party proposes to extend the mandate to the entire reduction of Norway's selection towards 2025, which will assess the impact of the virus outbreak on the Norwegian economy in the future. I am very pleased that all the other opposition parties – apart from the Progress Party – support this, so that the selection expands its mandate to analyse and describe in particular the social and geographical distributional consequences of the pandemic and the crisis response. Why is Right so afraid of it? The government has once again appointed an expert selection and not a wide-ranging party selection. The selection is dominated by representatives from the economic and financial sectors in the Austland. The selection should be geographically balanced with several participants from the social partners and representatives of professional groups who are the victims of the crisis on the workers' side – those who have felt it on the body – and, of course, have expertise in inequality and taxation. We would then be given an answer as to whether the proposed measures underpin long-term objectives of reducing inequality and high levels of organisation, and we would get a wide-ranging selection in work quickly. I take up the proposals of which the Labour Party is part.
ParlaMint-NO_2020-11-05.ana.ud400e1042	The representative Ingrid Heggø has taken up the suggestions she referred to.
ParlaMint-NO_2020-11-05.ana.ud400e1047	The entire Norwegian community has been deeply affected by the consequences of the coronary apathy. We also see that, unfortunately, we are now in a new wave of infection. Already during the first days of Norway’s closure on 12 March, proposals were submitted to the Stortinget. In particular, strong measures were also adopted through the treatment of the Storting to try to make the situation a little less bad for some persons, businesses and self-employed in Norway, through both income insurance schemes for persons on leave, business compensation schemes and a separate self-employed scheme. It was quickly worked, and there were many crisis packages on current tapes. There were a number of measures which, for time reasons, did not get a good enough view, where there was a need to come back later. At first, there was a broad settlement, one of which was concerned with caring for everyone, both different social groups and the whole of Norway. One was to ensure that the crisis did not hit socially and geographically biased – one was to try to remedy it. But one has unfortunately seen over time that one has come back to a customary pattern, where the government, together with their support party, the Progress Party, maintains great bias in schemes that have been established, and continues them over time. In addition, some schemes are being phased out, for example for self-employed persons, which a few days ago received lower coverage through the income insurance scheme for self-employed persons. And the plan remains that the system will be phased out from 1 January 2021, despite the fact that there are a number of self-employed and freelancers who are in a very serious situation and who are in industries that are particularly hard hit by the crisis. We also see that this crisis is unfortunately going to last for a long time – for some industries perhaps for many years. Regarding the Gardermoen airport, which is in my constituency, Akershus, one says that air traffic may not be back at the 2019 level until about four to five years. We're going to see the effects of this on Norwegian society over a long time. It is then incredibly important that one is also willing — through a wide selection of partners — to look at both the social and the geographical effects in order to be able to make policy changes in order to ensure that all are cared for.
ParlaMint-NO_2020-11-05.ana.ud400e1058	When the crisis hit us in March, the government had to make many decisions in a short time and on a limited basis. It was important that all parties supported these measures, and through intensive negotiations here on the house, we also got wide-ranging settlements in place. Tax havens were accompanied by more social welfare schemes and more targeted towards short-term policies. That was absolutely necessary. But then the crisis becomes a sort of normal situation, and for every crisis package that the Storting is dealing with, we see that the political differences become clearer. All along the way, the government has hesitated to introduce measures to ensure people's income, which can dampen some of the differences we see now. In October we saw a proposal for a government budget from the civil government where it was more important to cut the wealth tax for the richest than to continue a more social day money regime that gives the unemployed a little more time to rot. It will not only increase differences in Norway; it is also an unwise economic policy in a time of crisis. The list of the 400 richest capital in Norway shows that many of them, within, among others, property and groceries have increased their wealth through this crisis. Nevertheless, the state support packages do not require limiting bonuses and dividends or that the money cannot go to companies in tax havens. I fear that we will have a redistribution from the community to private wealth. We have to use the community's money to secure people's jobs, but we also have to demand that the money actually goes to it and does not end up in the owners' pockets. We also need to spend money on the fact that the outlaws and the unemployed have an income that is to live on, and a job to get back to. Then we need good income insurance schemes, and we need job creation. Now we see that we are in a crisis that is going to be in a shaky state, and I fear that the long-term consequences of this crisis will be serious for Norway. We see that it's going to go wrong economically, but we also see that it's now primarily the working class that gets sick by this pandemic. I fear that youth will be long gone from working life, that more young people will grow up in poor families, and that working life in the long term will become more unsafe. It would be harmful for the Norwegian economy and for people. That is why we also need a full review of how the crisis affects inequalities in society. And we need a new policy to counteract the differential growth. That is why the Red-Green parties today propose that we have this review and that we get new measures. It is disappointing – though not very surprising – that the government parties are not with us and support it.
ParlaMint-NO_2020-11-05.ana.ud400e1073	There is no doubt that we are in a very serious situation, and it was underlined in the Prime Minister's speech today. The infection situation we face makes it necessary to take much stronger measures to avoid losing control. It's an order that we all have to be more at home, and we have to have less social contact. It is clear that this will have major economic consequences, even this time. We're in the middle of a crisis. We don't know how long it's going to last, and we don't know what consequences it's going to have. We were in a similar situation in ours. I think the way the government handled that situation, and also the way the Storting handled it, is something that has given a respect to the population. That's what we need to follow up on in the future. Looking at the proposals, the government has now taken an initiative by setting up an expert committee, Norway, against 2025, where they are to assess the consequences of the outbreak of the virus, the development of the international economy, the measures to protect infection and the economic countermeasures that will affect the development of the Norwegian economy by 2025. The mandate description, as stated in the letter from the Minister of Finance, is broad and allows the sample to also describe and assess the burden-sharing arising from the outbreak of the virus. It is clear that this is going to strike different groups unevenly, and at present it is difficult to see how long-term it will affect it. So I think the way it is now, it's important that the expert committee that's going to be doing its work, and then we have to look later at what other investigations you'll need, and what other samples you're going to start. On the left, we will not support the fact that we are now going to go in and change the mandate and composition of the Committee of Experts in Norway towards 2025. We now need to make our assessments based on the infection situation, and then it is clear that the government needs to work out further measures. The size must work with them in the future to deal with the situation we are in, both in order to avoid excessive consequences of the outbreak of infection and the pandemic and to avoid excessive consequences for the Norwegian economy.
ParlaMint-NO_2020-11-05.ana.ud400e1090	In 2020, Stortinget has allocated billions to remedy the consequences of the pandemic. Much has been spent on income protection, on support schemes for various parts of the business world, on the necessary measures to keep people alive in the workplace and to prevent economic collapse for hundreds of thousands of people. At the same time, Red has been very critical that it took so long to get the money out to all those who were on leave. The majority made too few specific demands on owners of businesses and property before they were given large sums of government emergency aid. It may have increased opportunities for both misuse and private enrichment of Community funds. Earlier in the fall, the billionaire list of Capital showed that the wealth of the country's elite has hardly been affected by the deep economic crisis we are facing. It can't be that, while large parts of our society are bleeding, a few actors are left with an unjust state-funded profit – what American disparity researcher Chuck Collins has said about pandemic profit. Red believes that it is both in the interests of society, of the Biggest and also in the interests of businesses to investigate the crisis and the crisis policy, its distributional consequences in order to remedy, if necessary, afterwards. At least you have to ask the question about it, and then I'm not sure if the government parties really want to know the answer to that question. Red promotes our proposal because the government obviously refuses to use the F-word, i.e. distribution when they talk about the long-term consequences of the pandemic, and it is – strangely enough – not part of the current mandate of the government expert committee to consider the question: Who has lost, and who can have served during the crisis period we are in, not least because of the crisis packages from Stortinget? The opposition is united behind the requirement to change both the composition and the mandate of the sample. We should include the social partners and also social inequality and tax experts as well as representatives of those who have themselves been affected by the crisis. We believe that this sample should also examine and assess measures against inequality and against unfair profits. This could be done, for example, by: to strengthen the safety net in the light of the crisis or of various forms of special taxation on so-called pandemic profits.
