ParlaMint-NO_2020-06-16.ana.ud39e93	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2020-06-16.ana.ud39e890	I can first say that Red of course supports the requirement to extend the maximum length of leave to 52 weeks in order to maintain competence and provide workers with security, which both LO and NHO require. It proposed Red already in March and last Friday in Stortinget, but it has been voted down so far. I hope we can get a majority in the Chamber today to actually get an impact on a claim that is important both for businesses and for employees. With regard to our proposal to ensure an urgent payment to those who have not received the money that they are entitled to, Røres Nordby Lunde has called it Reinspicka populism. I'll call it common sense. It is common sense that those who are entitled to money from the community, who have been waiting for it for three months, who have a lot of savings, who have lived on relatives and friends, went to the Salvation Army to get food, now they get the money they need, before the summer. That's common sense in our vision. Then we know that Nav is doing well, finally, and that's important, and that many people now get the money they've been waiting for for for months and that they're entitled to, but we also know that there will be a lot of people where the employer doesn't report, and that it can take a long time with individual treatment before they get the money they're actually entitled to. That's why Red suggests that those who don't get this money before the summer – that could be anything from 2 pst. until 20 pst. of those who are entitled to the money – to have a flat amount paid before the summer, which after the summer can be offset against what they should have received. It will be an unbureaucratic system. It will not require a new application-based scheme. It would be to pay out money to those who can't get processed before the summer comes, and who may have to leave the farm and land before the summer comes if they don't get anything to go with. I just want to repeat the questions I asked the Council of State in the main article: Can you say how many people don't want to be caught by the pay compensation scheme that's in place? And can the Council of State guarantee that everyone on leave wants money on the account before the summer?
ParlaMint-NO_2020-06-16.ana.ud39e902	I'll say a little bit about it. First, a day’s money: If a day’s money is paid, Nav says that because it is 460,000 – one hundred times in a few weeks, compared to normal – they will be up-to-date by the end of July. As a result, an advance plan for daily allowances was established. It has been treated approx. 269 600 applications and paid out approx. 3.8 B.C.E. kr. The scheme will continue. This means that anyone who has the right to a daily allowance, even if the application for a daily allowance has not been dealt with, can apply for an advance and will have it paid. So to pay compensation: for most people – and I understand that people are impatient, so am I – it's a refund of a salary they should have had in the past. The scheme was ready on 9 June. The last time I checked it was about 180,000 payments, but this changes from hour to hour. It's important to remember that this is a different group than those who are entitled to a daily allowance. For example, a student who has a permit will not be entitled to a daily allowance, but will be entitled to compensation for salary. So Moxne's question is, do we know who's not being caught? No, we don't know that exactly now. Employers are currently sending in for tens of thousands, hundreds of thousands of workers. We do not know which employers do not want to submit, but we hope and believe that as much as possible will do so, and then the money comes into the account after two to three days. As a safety valve, we must also have the opportunity to apply individually, if you do not have a hopeless employer or for some reason you do not submit. It alerts Nav that they aim to have ready in the next week. There is the equivalent: it is not manual processing – this needs to be automated because it needs to reach as many people as possible. Then the answer is that what I can say is that the money is coming. If you're entitled to a daily allowance, you're entitled to an advance. If you are entitled to a daily allowance, you will receive the full daily allowance when the application is processed. If you are entitled to compensation for pay, you will receive your money on an individual application if the employer does not send in. But hour by hour, there are thousands of people who have waited, who get the money paid out. Then it's a practical problem, and that's that we don't know who won't get them paid out. We do not know which employers may not send in – if any. This means that not only will an automatic advance plan fail for those who are partially outsourced, who are at risk of being left with a bill they have to pay to Nav, but you also risk delaying the payment of the wage compensation itself by setting up an advance plan, both because you have to work with it and use technical skills to get it done. If you want to meet it accurately and do not risk the payment of compensation before the advance, you have to make sure that it is coordinated, which in turn can lead to additional delays – unfortunately – although I understand the good intention behind the proposal.
ParlaMint-NO_2020-06-16.ana.ud39e913	There has been reference to the fact that the changes we are adopting today are permanent changes in the law. That's right. But this law has also been amended several times in recent years — up and down with the economic cycle. And that's a little bit of the law. Just because it deals with leavencies, it needs to be changed in line with economic trends in the labour market and in the labour market. For this reason, the Labour Party has not taken a decision as to whether it is 10 days for the employer period I, which is the rule for all time. Most likely that won't be right. We have to have movement in this law, in line with the economic cycle. So we believe that this is the right solution now, because the situation we're in here and now, but we have to constantly come back to what it's going to look like when the labour market changes. It may be true that we go back to an employer's period of 15 days. So again, the government is leaning heavily on the Holden Committee, which has evaluated the measures. This sample also points to the fact that in the case of a high number of leavers beyond the harvest, it is absolutely necessary to extend the period of leave. But then I wonder: When this sample also says that this may be necessary when there are a high number of lay-offs – how long should employers and employees sit on the tweezers and wait for answers on whether there will be an extension? Unfortunately, the result I suspect may be more cancellations, because you do not dare to wait. The working party will extend the period of leave out of the year. Then, in the state budget, we have to come back to whether it is necessary to extend further. The same applies to the height of the bets. We simply have to look at the situation in the labour market then. But here and now you need an answer.
ParlaMint-NO_2020-06-16.ana.ud39e922	First to the urgent payment of compensation of pay: No, I don't think it's really common sense now to oblige Nav to implement another scheme that will delay the payments when they're about to get up to date. The government put in place an advance scheme – when we saw Nav struggling with the payments – that many have not applied for. I would strongly encourage them to do that before you possibly go to Matsentralen to get what you need. I remember that Stortinget was well aware that the changes made to the income insurance schemes would lead to delays, and I show, among other things, that. to a question from the Labour Party on 13 March 2020 in connection with the treatment of Prop. 52 S for 2019-2020. Where the Ministry clearly stated that the establishment of any new income insurance schemes would not be possible in the short term, i.e. it could take several months to put in place new systems. I understand very well those who are angry and cursed because they have not received their money, but we who are sitting in this room must at least take some responsibility for the decisions we make. I would also like to remind you that the permit law has been amended many times – in terms of both the number of days of compulsory pay for the employer and the number of weeks of entitlement to daily pay. During the financial crisis, the red-green period of pay reduced to five days without full compensation of pay. So in a red-green language suit, the Working Party, the Center Party and the Swedish bill sent to the people who were on leave. That is to say, there are three days' difference between what the Workers' Party itself is doing, and what they are reacting strongly to in this room – as well as what the Center Party at that time thought was reasonable, and what they are now characterizing as being brutal. In this round, there was an overall increase – also with the Right, Left and Christian People's Party – that helped to extend the government's immediate measures and provided full compensation for the perms. It was, as I said in the main post, important and right to do it. I fully agree with the SV that the permitting scheme is ingenious. Yes, I think it both ensures jobs and can maintain skills environments, but it can also be misused and should be a last choice, not a first choice, which I hope today's decisions will contribute to.
ParlaMint-NO_2020-06-16.ana.ud39e939	The representative Per Olaf Lundtigen has had the word twice before and gets the word for a short comment, limited to 1 minute.
ParlaMint-NO_2020-06-16.ana.ud39e944	When the Centre Party enters to have five days in the employer's period I into Section 3 of the Permitting Wage Act, it is based on the tradition that Section 3 of the Permitting Wage Act has been amended according to the business cycle, and that's what we say. We have that proposal combined with the higher rates, so far, in the situation we're in. Both rates and employer periods I and II are re-assessed at the end of the crisis. With regard to the Red's proposal, the Senter Party will vote against it. The justification is very simple, because we have an employer's period I of five days, which means that we go for full compensation of pay up to 6G from the sixth to the twentieth day. That's the logical consequence.
ParlaMint-NO_2020-06-16.ana.ud39e951	The representative Bears Moxnes has had the word twice before and gets the word for a short comment, limited to 1 minute.
ParlaMint-NO_2020-06-16.ana.ud39e956	There are some practical objections from the Council of State that it is entirely possible to resolve. What is not solved is if Stortinget takes a summer vacation without ensuring that the unemployed get money. In March, the government would deprive those who are being permitted of 10 to 13 days of full income. They also warned against providing compensation for salaries initially, and before a krona was paid, they also proposed to wind up the scheme. That is why it is quite natural and logical for the Council of States to warn against Red's proposals, but in order to ensure that they are legitimized, the proposal is, in our view, absolutely necessary. So the cut that's been paid so far is $20,900 in compensation for pay. Very few will get too much with the proposal we are making. If they get too little, it can easily be solved afterwards after the summer. Now the job is to get the money out before the summer.
ParlaMint-NO_2020-06-16.ana.ud39e965	I understand the intention, what Red wants with his proposal. I would also like to say, as I have said before, that if we had thought about and imagined a situation of 460,000 lay-offs and lay-offs in such a short time, we should have thought differently from both government and big business about how to get money out quickly, instead of creating completely new systems. The problem with Moxnes' reasoning when he says that the average is NOK 20 000 – that's probably the right number – is just that everyone is not 100 pst. Permitted. It's just one example of a practical problem that's pretty real. Very many are now licensed between 100 pst. and down to 40 pst. position. This means that if you are partially on leave, you should not have compensation for your entire salary. It's just one example of a practical problem. Besides that it's very hard to figure out who's not being reached right now, because it changes hour by hour, you risk paying out too much. You might say it's okay, but for a full-time student with a part-time job, who suddenly gets NOK 20 000 in the account and three weeks later gets a bill from Nav with a message to pay back, it might not be perceived as so well in the length. Another challenge is that even though Nav has done something that I think is wise, that they have built their own digital environment and do a lot of 'in-house', as it's called in the fine language, it's not that completely different people can work with these kinds of solutions than those who work with individual wage compensation solutions. This means that if they get another new task, even if the intention is good, the danger is quite great that the compensation payments will also be delayed. If there is one thing we have experience of during this crisis, it is also that practical issues become real issues in everyday life to people.
ParlaMint-NO_2020-06-16.ana.ud39e976	Several have asked for the floor on case No. 4th@item: inlistbox
ParlaMint-NO_2020-06-16.ana.ud39e993	No one has asked for the floor.
ParlaMint-NO_2020-06-16.ana.ud39e1010	At the request of the Health and Welfare Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, there will be an opportunity for a replacement of lines with up to six lines with replies after contributions from members of the government, and those who had to sign on the list of speakers in addition to the allocated speaking time will also have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-06-16.ana.ud39e1017	Measures such as quarantine and isolation after close contact with a person confirmed as covid-19 have until now been regulated in the covid-19 regulation. This regulatory home allows for time-limited measures. A unanimous committee agrees that the measures should be remedied if they are to last for a longer period of time and the entire committee is behind the recommendation. The Committee will have a shorter working time for the new temporary basis adopted here. The majority halve the working time until June 2021 and request that a new legislative draft be sent to the hearing in good time. Emergency legislation should be amended as far as possible when we are in the middle of a pandemic. We can't now know how the situation will develop. Therefore, we also open up different approaches in different parts of the country to the measures in § 4-3a, which can be adopted for the whole country, or for parts of the country. A unanimous committee considers that isolation of infected persons should be one of the measures that may be needed in the future, even after society becomes more normalised. The essential requirements for the disease protection measures laid down in the Directive require that the measure be repealed as soon as this is no longer necessary. Furthermore, it is assumed that a medical/professional assessment has been carried out which suggests that the measure will be an effective instrument to prevent the spread of covid-19 and provides a framework for the type of regulations that can be adopted under the new legal framework. The obligations that can be imposed on individuals in the regulation will be privacy and freedom of movement. These are fundamental rights and rights under the Convention on Human Rights and the Convention on Civil and Political Rights. In order to be able to interfere with the rights under the Basic Law §§ 102 and 106 and the EMK Article 8 paragraph. 2 and Additional Protocol 4 No. 2 requires a specific assessment which must now form the basis of the regulations. There has been a proposal from the Central Party on the Anti-Septic Stop App, and I will refer you to the Director of the Institute for Public Health, who points out that one has already benefited from the app. It is only temporarily closed, and it is closed in order to have a dialogue with the Data Protection Authority on the circumstances they have addressed in their letter. The part that the Centre Party is proposing to remove is the part of the solution that the Institute has already benefited from. It has given new knowledge of people's movements and close contact, which is an important knowledge base for our preparedness. FHI is already working to assess whether it is possible to share the function, but it should leave it up to the individual to choose whether they will be involved in both or just infection tracking. The proposal will lead to a loss of the entire knowledge part, and the FHI is very clearly useful. I have an alternative proposal that I now intend to make. It reads as follows: ‘The government asks the Government to change the Contagion Stop application and to ensure that those who download the app are given the opportunity to share their consent. One for the detection of infection and one for the acquisition of knowledge.’ I think it makes more sense, because the second proposal will stop the app, and that makes us not have it available. The size falls apart on Friday, and it will stop an important part of our preparedness for covid-19.
ParlaMint-NO_2020-06-16.ana.ud39e1043	The representative of Sveinung Stensland has taken up the proposal he referred to.
ParlaMint-NO_2020-06-16.ana.ud39e1048	The infectious arrest app was supposed to revolutionize the way we carry out infection tracking in Norway, a national agency where each of us was to state privacy in order to save lives. But this app hasn't saved a single life, it can't even be used for infection tracking. People who have downloaded it have been tricked. The app has been a pure surveillance, so a state does not have to operate with it. I am therefore pleased that the Data Protection Authority has put the foot down, that the app has been deactivated, and that all the information collected has been deleted. The technology is simply miserable, the effect has been lacking, and it has challenged privacy across new borders. The conclusion of Amnesty International states that Norway’s infectious arrest app is among the three worst in the world on privacy. There is a violation of human rights, there is a serious overrun of privacy, and there is very extensive surveillance, which goes far beyond what is proper in stopping coronary infection. Proposals have been made in this case to amend the Discontinuance app in order to use it only for the detection of infection, which also preserves privacy. I think the technology is unable to use an app for infection tracking, the position data is too unprecise. It's an aberration of up to 13 meters. That means that people walking around a public building can alert hundreds of people that they have been exposed to a risk of infection that they have actually not been exposed to. This is because an app can never take account of the actual position data, nor can it take account of different barriers, such as: a wall. The Director of the Public Health Institute and the Minister of Health have also been honest that the Sickness Stop app cannot replace manual infection detection, but ok: The Progress Party will support the proposal of the Centre Party and provide the Public Health Institute with an opportunity to change the app so that it can assist both in the detection of infection and, if possible, in the warning of persons who have been in a situation of real risk of infection — if possible. It must then be done in such a way that it effectively respects each individual’s fundamental right to privacy. I hereby inform you that we support the proposal of the Central Party.
ParlaMint-NO_2020-06-16.ana.ud39e1057	This bill sent the government to listen for less than 48 hours, proposing that the promise should be for two years. The most interventional measures have been removed. The law shall apply only to covid-19, and not to general communicable diseases. However, several hearing bodies, such as the infectious diseases and the Public Health Institute, have pointed out that the current law provides an adequate basis for action. Many hearing authorities also respond to the fact that the right to provide regulations is beyond what is necessary and that decision-making procedures relating to the relevant measures for the protection of infectious diseases have been poorly described, so that legal certainty does not seem to be adequately ensured. In its input to the Committee, the Association of Advocates states that the proposal clearly allows for very intrusive individual obligations, but does not, at all, reflect the design of the proposal. Equally, the proposal provides a stricter penal framework and, in a comitology note, the legal secret has been sought to insure a better framework. The centre party believes that this comment must be understood in such a way that the amendment to the law is to be adopted does not authorise the introduction of any more invasive disease protection measures than that introduced by the covid-19 regulation. This applies to penalties, quarantine and isolation destinations. All objections contradict the promise of a long working time. The centre party cannot accept a temporary law that lasts longer than until 1 November. In the meantime, a normal hearing process needs to be ensured. I would like to inform you that we will vote against the proposition if the proposal for a reduced working time falls. We can't accept a working time of one year, as the majority suggest. The centre party has made a loose proposal to ask the government to change the Contagion Stop application and to ensure that the application is used for the detection of infection and that the data protection legislation is enforced. Today, the news was that the Norwegian Smittenstop app is being considered among the worst in the world on privacy. According to Amnesty, Norway is making a serious overrun of privacy with very interventional surveillance, which goes far beyond what is justified in stopping coronary infection. At the request of the Data Protection Authority, the Public Health Institute has deleted all data from the app and has currently stopped data collection. The Data Protection Authority believes that the collection is an excessive interference in privacy and is particularly critical that the Public Health Institute has chosen to use GPS in the infection tracking section. This is contrary to what both the Verda Health Organisation and the European Data Protection Council call for, since it is such an interference with the privacy of people. Most other European countries have opted for a solution where the information is stored on the phone and not centrally. So there are other ways to do this that are not so intrusive to privacy. That is why we are pleased to make a proposal in the Stortinget today, and I take up the proposal of the Central Party No. 2nd@item: inlistbox I also take up proposal No. 1, from the Workers' Party, the Centre Party and SV.
ParlaMint-NO_2020-06-16.ana.ud39e1070	The representative Kjersti Toppe has taken up the suggestions she referred to.
ParlaMint-NO_2020-06-16.ana.ud39e1075	We need a law of infection with good authority. It is important and right that a person who is infected can be quarantined when it can help to minimise the infection. But this proposal had consultation for less than 48 hours. We should have a thorough and open process, but we didn't get it. The law has become a little better thanks to organisations and professionals working fast and effectively to change the first draft of the government. In the first draft, the rules were to apply to all common infectious diseases, not only covid-19, and persons who did not have consent were also to be quarantined. It has been changed due to professional advice outside the government. That's good. Yet we are asking for a better process. This law has so radical measures that people should have better time to ensure a good process. We need a bigger and better consultation with all parties. That is why we propose that the law should have a deadline of 1 November 2020. It gives the government sufficient time to ensure a good process before an extension is introduced. SV believes that the government's proposal provides for too wide powers of punishment. It is difficult to understand why the government parties will not support a remark to lie down at the same level as in the covid-19 regulation. SV would strongly encourage government parties to support a shorter working time. SV will, however, vote in favour of the law even if this proposal falls, because we believe that this law will, after all, affect the restrictions better than the very well-known §7-12 of the IPD Act will allow.
ParlaMint-NO_2020-06-16.ana.ud39e1086	It's been a strange spring. I think we all agree on that. After the Korona Act ended on 27 May, the expectation of Stortinget is that we will set up the best possible processes for the changes in the mandate and the provisions of the government. That is why the Labour Party is behind the criticism of the minority in the vote, and we are also behind the proposal to which the representatives Wilkinson and Toppe referred. We also want to vote in favour of the law when those proposals fall, but we therefore believe that we must continue to strive for the most ordinary processes possible in order to ensure that the hearing is conducted in the best possible way. So I'll say something about the solutions that have been promoted. The infectious detection app has had many warnings from the day it was launched. The Data Protection Authority has now announced that they will oppose it because, in their view, their privacy concerns are not protected by the law. For us in the Working Party, there are some controversies about how to retrieve data from this app. What we have the biggest challenges with is the link between providing data to protect ourselves by using the app and at the same time providing data to the authorities so that the authorities can develop knowledge, monitor the actions they have undertaken, and evaluate them on an ongoing basis. For us in the Working Party, it is very important that it is separated by consent. This will be done in the proposal that the representative of Stensland has put forward, so we will support it, but we also have sympathy for the proposal that has been promoted by the Central Party, so it is fine if we can add a voting method in which we vote on the representative of Stensland's proposal first, so that we can vote in a subsidiary way for the proposal of the Central Party if the other does not get a majority. The Minister of Health has a considerable job to do in relieving the trust that has now been lost in the use of the infectious detection app. The characteristics that have come in recent days from important hearing bodies that this is privacy that belongs to other regimes, with totalitarian authority views, are very devastating to the Norwegian population, who generally have great confidence in health authorities and are very willing to allow their data to be used for knowledge development where it serves a purpose.
ParlaMint-NO_2020-06-16.ana.ud39e1101	The government's objective is that the spread of infection should be under control at all times, so that the burden of the disease is low and the number of patients is manageable in the healthcare system. The flare-up of the infection must be shut down. We don't have much infection in society now, but we still know little about what the future will bring. We still don't have a vaccine, we still don't have a treatment and we still have the virus in the community. The virus can cause new large waves of infection in this country, and we have to be prepared for a long time. It's, as everyone knows, keeping your distance, washing your hands and keeping us at home when we're sick. In addition, we need to test and isolate infected people, track down who the infection has been transmitted, and put people who have been in close contact with an infected person, in quarantine, so-called infectious quarantine. Infectious quarantine is essential for the control of covid-19, especially since infected without symptoms can infect others without knowing for themselves. This bill will provide temporary regulatory support to continue isolation and infectious quarantine in connection with the covid-19 pandemic. These measures are currently governed by the covid-19 provisions of Sections 8 and 11 and are based on the special authority of the King which has a temporary character. It is essential that we have a clear legal basis now before the summer in order to be able to continue these measures. A specific assessment of the essential requirements for disease protection measures in Sections 1 to 5 must be carried out in order to establish a regulation after that provision. The requirements require clear medical justification, the measures must be necessary for the protection of the infection and it must be considered appropriate after an overall assessment. This provision thus requires a proportionality assessment of measures under the law, as provided for in order to be able to intervene under the Basic Law and human rights. I would also like to stress that there will be no need for access to force after the provision of the bill. This provision proposes criminal response in the same way as the rest of the law on infectious diseases. But I would like to make it clear that it aims to continue the same level of penalties that is under current regulation. The Covid-19 regulation has clear rules without large administrative resources being used to take individual decisions. The population has concluded up on the measures in a good way. I therefore believe that we should continue to regulate isolation and infectious quarantine in this way, and that we therefore need this home. Finally, a few words about the proposal of the Central Party. The proposal of the Centre Party will weaken Norway’s preparedness to meet this pandemic. This pandemic has taught us that knowledge is something that is crucial to collect quickly in dealing with the pandemic. I'm glad that the government party's alternative publishing house seems to have a majority.
ParlaMint-NO_2020-06-16.ana.ud39e1120	It's going to be line change.
ParlaMint-NO_2020-06-16.ana.ud39e1126	I have basically just one specific question: Is it possible for an infectious detection app to replace manual infection detection?
ParlaMint-NO_2020-06-16.ana.ud39e1133	An infective detection app will facilitate and improve the effectiveness of the manual detection of infection. That's what's also been the purpose of the infection tracking app. The infectious detection app is voluntary, as opposed to traditional transmission tracking. This means that it is the individual who decides whether or not to download this app, but infection tracking in Norway is not voluntary, so in the traditional detection of infection, each of the inhabitants of our country has a duty to inform about who has been in close contact with.
ParlaMint-NO_2020-06-16.ana.ud39e1138	I know that, but the question is, will it be able to replace manual infection tracking? If an app cannot replace manual infection detection, I would like to have it confirmed by the Minister of Health.
ParlaMint-NO_2020-06-16.ana.ud39e1143	That question has already been answered by the representative of Bruun-Gundersen.
ParlaMint-NO_2020-06-16.ana.ud39e1148	Before the next row, the President will draw attention to the fact that the Stensland proposal has now been multiplied and is on each side of the Chamber.
ParlaMint-NO_2020-06-16.ana.ud39e1153	I first have a line to the very cause we're dealing with, to change the law on infectious diseases. It is a comment from the entire committee that is supposed to frame so that homes are not so known, and the Central Party, the Labour Party and the SV have a comment that we believe that one must understand it as ‘that the amendment does not give authority to introduce more intrusive infectious measures than that introduced by the covid-19 regulation’ when it applies to both punishment, quarantine and isolation destinations, etc. The Council of State can guarantee that it will follow up the comment and intention behind it, and that it will not be able to go further, for example. in the case of isolation, than that which has been practised under the covid-19 regulation?
ParlaMint-NO_2020-06-16.ana.ud39e1160	I think I can say that we agree on the intention, but it also depends a little on how far the representative Toppe will draw the intention. Because as I said in my post, we have e.g. no plans to change the level of penalties in this case. What's the problem with that comment is that it can also be understood in a different way. If we, for example, new knowledge of the infectious properties of this virus may require an extension of the time during which one expects people to be in isolation. This is a time that has already been changed because of new knowledge. Thus, if it had received the support of a majority, it would have deprived us of the opportunity to base, for example. the requirement for time in isolation for professional assessments, and that would have been unfortunate.
ParlaMint-NO_2020-06-16.ana.ud39e1165	The cord shift is over. The speakers who are given the floor hereafter also have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-06-16.ana.ud39e1172	Now there has been a proposal from the Chair here today as an alternative, which is special, but I understand that it is approved. I have looked at the wording of it, but first, what is critical of this proposal is that it is still not clear how this should be organised. I want to go back to the time before the Contagion Stop app was introduced. Then there was criticism of this application on two points in particular. One was that the source code of the application was not published. Then professionals came in before both law and technology and said that publishing the source code was necessary, because only then could one test the claims of the authorities about how the application works, and possibly reveal a security hole in software. The European Data Protection Council was among those who were very clear on this, but who did not follow Norway. The second criticism was that information on the movement patterns of the inhabitants is stored on central servers, rather than on the local mobile phone. According to the IT profession, central storage is not necessary to fulfill the purpose of the application, e.g. to stop the spread of infection. On the other hand, it is necessary to assess the effectiveness of infectious measures and models of infectious development. My question to the government council and the government party is: Do their suggestions still want to keep this personal information on a central server? In that case, the proposal from the Government Party does not matter. Our proposal is that we agree to an infection tracking app that is stored on the mobile phone, which is not in violation of privacy policy. But a central storage is in conflict with that. Therefore, I maintain my proposal, which is clear as to what we actually want. This proposal is not a matter for the Central Party today. I sent a question to the Council of State already on 19 April, asking if he looks at the effect of other measures to prevent infection as a sufficiently heavy consideration for using central storage of movement patterns for the inhabitants. So we've meant the same thing all the way, but there's a lot of criticism now, and so we have to make a proposal.
ParlaMint-NO_2020-06-16.ana.ud39e1183	What the government parties stand by here is that the stop app is good for the acquisition of knowledge, because then you can see through this app where the population is at any time, every minute throughout the day – where they move, and who they meet. This is information that the government wants to be available. This, of course, raises many questions about privacy information being stored safely. Unfortunately, we have a story in Norway that sensitive personal information comes at a loss when public agencies have brought it in. In 2018, we had an ICT scandal in Health South-East, where personal information about three million people got out of control. In 2019, personal data from 9 000 employees in the tax base were balanced. Last week, there was one thing about Oslo University Hospital storing sensitive information about her patients on her own websites – but leave it alone. In this case, the Data Protection Authority is doing a thorough job of monitoring how the government is doing with this app, and they have now put their feet down. The Data Protection Authority considers that there is no proportionality between the information collected, i.e. the cost to privacy and to citizens, measured against its utility. I'm recording that this is getting a majority today. Just to clarify something: the Labour Party said in its statement that they want to support the government parties primarily and the proposal of the Centre party subsidiaryly. It's going to be a strange way of voting, because the Labour Party and the Right here have a majority alone, so then the Labour Party supports the Government. They do not do so on the basis that they are concerned about privacy at least, or on the basis that they are concerned about the utility of this app. There is then a two-part division of the approval system to be included in the app, and there is probably something that the Data Protection Authority has nevertheless addressed. But the Data Protection Authority has concluded that there is no proportionality about the privacy costs measured against the benefits here. I find it a little strange that a large opposition party like the Workers' Party does not see the value of listening to the Data Protection Authority, but it also seems more comfortable to follow the Right in this matter. The Group of the Party of European Socialists supports proposal No. 2, from the Center Party, and no other proposal in this matter. We are behind the Committee's position. My starting point is that the proposal from the Central Party is the proposal that will restrict the state's access to monitoring the population, even though I'm probably even more critical of the Contagion Stop app than the Central Party is.
ParlaMint-NO_2020-06-16.ana.ud39e1198	I'll comment on the last two posts. First to the representative Toppe's question related to the source codes: Yes, it is quite correct that we have chosen not to publish the source codes for this app. The reason for this is to make it less vulnerable to e.g. hacking. However, in order to meet what has been a major objection, namely that open source codes could reveal vulnerability, the government reduced an independent expert group of technologists, who had access to the source codes. They have worked on these and pointed out vulnerabilities that the Institute of Public Health has then used to follow up and close the vulnerabilities that have been pointed out here. The same group of experts also proposed that the Public Health Institute should consider sharing the consent in two, so that one could choose to consent to the infectious detection component in order to protect themselves and their surroundings, but could also agree to share in providing knowledge of their own movements to a national collection that contributes to a knowledge base in order to assess how we are going to handle the pandemic, including. with measures. There's this government party now promoting here in the hall, which also seems to have a majority. It will, of course, be a strengthening of privacy because the individual then, through a consent, also says that a person wants to contribute to this knowledge collection. It's the same way we contribute to medical research in our country, by consent, and it has great value. We know that Norway has a population that really wants to contribute to that kind of knowledge. So someone is asking the question, what are we going to do with that knowledge? Well, this is the part of the stop app that we've already benefited from in an emergency context. This knowledge has been collected until now, and last week we had the first publication, which just shows that the increased movement in society – as we are aware that it has become – because we measure it in other ways – has also led to increased close contact between people, with less than two meters. This is useful knowledge in the evaluation of possible measures to be taken in the event of a spread of infection. The new knowledge that we will be able to generate through the solution that the Storting is now adopting will also provide us with increased preparedness in the meeting with an increase in the spread of infection again and will be able to give us absolutely decisive knowledge. This pandemic, the meeting with a new virus, has shown us that working in new ways to get knowledge faster through research has been an important part of the preparedness. It is a new experience from this situation and fortunately an experience that the Stortinget now seems not to say no to, and therefore I am very pleased that the Workers' Party is now supporting the Government's proposals.
ParlaMint-NO_2020-06-16.ana.ud39e1208	We believe that the work on the launch of the Contagion Stop app and the situation we are currently facing is primarily poor political craftsmanship. What matters to us is that people give informed consent to the use of their data, and that they know the purpose for which the data is to be used. As the Minister of Health rightly points out, we have a population that is very willing to use its data when it is informed and useful. So here you have to take a step back and simply do the lesson – if it is a parliamentary expression. It is a matter of proportionality, because privacy must always be weighed against other considerations. Many of the hearing bodies held their noses when the app was launched and said that we accept this because we are in the middle of a global pandemic, and health and the ability to limit the spread of infection is the crucial, important argument. Today, we know more, and the fact that the authorities make a link between infection tracking and monitoring in order to drive knowledge development seems to be problematic, and that needs to be addressed. Although it does not appear in the Sveinung Stensland proposal that we are going to vote for, we assume that privacy considerations are respected. We really wanted to vote in favour of both proposals, but one of them has to have a majority, and that is why I have also explained our voting methods. There is a lot of work to do to create trust so that it becomes a functional and reliable tool. Many of us say yes to sharing our data. I myself am a member of the mother and children's study, and I have received many text messages during this pandemic asking about providing new data to drive knowledge development and equip us for the next pandemic, which we know will come. But this must be enlightened, it must be well discussed, and that did not happen when we were in the situation a few months ago.
ParlaMint-NO_2020-06-16.ana.ud39e1219	The one who goes through life without making mistakes, has probably done too little. It's clear that everything hasn't been perfect in the situation we've been in now, but what we can say in retrospect is that it's been traded and things have been started. Among other things, the King was given extended powers to impose isolation and the quarantine, which the Stortinget now believes should be extended, was encroached on in another law. It's easy to criticise that this went very fast, I should have even seen that this proposition came a little before, but now it came when it came, and we've provided a necessary basis. Then there's a discussion about the Data Protection versus the Right, as Åshild Bruun-Gundersen draws up, but it's the Data Protection Authority that disagrees with the Public Health Institute initially. I think there's every reason to take the Data Protection Authority seriously, but I also think there's every reason to take the Public Health Institute seriously, and here there's actually some disagreement between the two. There's a process going on around it. I trust both floors, and I hope we get a good solution there. That is why it is great that the proposal that I have tabled should be supported by a majority. We had a very quick discussion in the committee, as several have been involved, there have been a lot of phone calls and e-mail exchanges in the last week. When the Central Party from the pulpit says they've thought the same thing all the way, it's a little special that I discover this solving the proposal this morning. 9th@item: inlistbox It might have been the theme of one of the many e-mail rounds we had this past week. Then we might have got a better process around this, and then I might have been able to answer all the details Kjersti Toppe asks me to come along, but I'm going to support the assessments made by the Council of State. I hope that we do not need to use any of these powers. I hope we can say in two years' time that there was no need for the stoppage app because the infection in society was so low. But I sincerely hope that we don't get into an infectious blooming situation, and then the Storting has said no to knowledge acquisition and no to an infection stop app, because that's exactly what prevention is, that's exactly what's ready: to be prepared for the unexpected and prepared for the worst that can happen. Everyone in Norway is now working to reduce the infection pressure, and if we succeed in doing so, there will be no need for either isolation or quarantine, or for a stoppage app. My prediction is that this epidemic is not over. We have to be on our feet, and we have to make sure that the authorities have the tool they need to continue the fight against covid-19.
