ParlaMint-NO_2020-10-13.ana.ud264e97	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2020-10-13.ana.ud264e11497	I just have to start by complaining about the delay. I'll try to talk a little fast so we don't go over time when I'm going to answer, at least! A wide range of nursery services has been identified as a quality sign in the Norwegian nursery sector. Through the 2003 kindergarten agreement, it was widely agreed that private kindergartens should play an important role in this sector. It is clear that, compared with all other sectors in which we operate well-being, the feature of private kindergartens is much larger than, for example, that of private kindergartens. private or fresh oils and also in other welfare sectors. There are historical reasons for this. Among other things, there were very many nursery services that started out as a private person. There were very many places where fires, teams and associations or individuals started a nursery service because there was a need for it. I believe that this historic role of private kindergarten owners is also important for how we treat them today. The 2003 kindergarten agreement led to full childcare coverage and a better everyday life for the young children’s parents. Part of the legislation for private kindergartens dates from this time, when there was a need for a large-scale expansion of the sector. The then Minister of Knowledge also invited private people to contribute to this development, and a lot of people did just that. But it's also true, as the representative of Moxnes and his posts depict, that this sector has undergone very big changes in the last ten years. From being a sector under development and characterised by a very large diversity of very many small players, it is now almost fully developed in many places in the country. From the large number of individual kindergartens supported and supervised by municipalities, the sector currently has several large chains with a number of kindergartens in several municipalities throughout the country. Nevertheless, it is still likely that the majority of kindergartens are isolated. But these kindergarten chains have very different organization and also quite complicated structures. Developments in the sector have given us some challenges that today's legislation does not take into account. These are challenges that the government is taking seriously, as the quotations that we believe today's legislation is out of date refer to. The issues to which the representative refers from the Class struggle make another trend in the sector visible. For private actors, it is natural to restructure and organise their activities in line with what they consider appropriate. Today’s legislation does not contain regulation of sales, and it is, of course, a very radical regulation towards private operators to have regulation of precisely that. I will promise the representative of Moxnes that I will follow closely the developments that are taking place and that the class struggle has focused on. These include: to assess whether there are conditions that provide the Ministry with the basis for looking at this type of restructuring. As the representative is well-known, we have gone through today's legislation, and we have sent a number of legislative proposals for consultation. Before the summer Stortinget adopted the government’s proposal for a new national financial supervision for private kindergartens. This is a complex and time-consuming task that today requires a lot of resources from a municipality, and we have seen that while some municipalities have prioritised this and have also succeeded in overseeing in a good way, there are a lot of municipalities that have neither had the opportunity to prioritize it nor managed to exercise supervision in a good way. I believe that state supervision is an important way to ensure that we achieve exactly what the representative is looking for, namely to ensure that the money goes to the kids. National supervision will have both the resources and the competence to oversee the private kindergartens financially, and they will have better conditions than municipalities to look at the private kindergartens that form part of groups and have demanding forms of organisation. I believe that we will now have better and more effective financial supervision. The government is also concerned that we have legislation to ensure that the funds provided by private kindergartens are used for the purpose for which they have been granted. Government grants amount to about 20 billion. kr, and the parental payment is approximately 4 billion. kr. This is a lot of money, and it's important that it benefits the kids. An up-to-date regulatory framework must ensure greater transparency and transparency about what the money is spent on. It will also help to create confidence in and to the sector. In June, the Stortinget Government adopted its proposal to clarify the legislation on how grants and parental payments can be used by kindergartens. It is an important clarification of today's demands that we believe are affecting the use of funds in a good way. Together with national supervision, this will help us to get better and more information about the use of government grants and parental payments on children in kindergarten. I am concerned that we should see any changes in context and create a code that works well as a whole, and that is over time. Changes in the framework conditions for private kindergartens could have a major impact on actors themselves, but also on parents, children and employees. That is also the background for us to continue working on several of the proposals we sent to the hearing in 2019. It includes proposals to ensure greater transparency and control of the funds in the private kindergartens, including accounting requirements, documentation requirements and requirements for each nursery to be a separate legal entity, as well as information on the sale and restructuring of the establishment. As already announced, I will return to Stortinget when we have completed these proposals. I would like to add that we had a goal of being done with these proposals before the summer, but that the representative probably also understands, it was a very special situation both for the private kindergartens and also for the bureaucracy. It meant that we needed a little more time to work on these proposals, but my goal is to advance them as quickly as possible. While ensuring that the funds are spent on the children in kindergarten, the government is committed to ensuring that the private kindergartens have a sustainable economy. It suggests that they must also have the possibility of having a sufficient surplus to ensure stable and predictable operation and the ability to make necessary investments in kindergarten. It is essential that we continue to have private actors in the kindergarten sector as a contribution to a diverse sector with real freedom of choice for parents and children. We have had a comprehensive review of the funding system for private kindergartens. It showed that there was a need to downgrade the pension proposal in the operating grant to private kindergartens. The government therefore proposes it in the State budget for 2021. Number shows that 94 pst. private kindergartens receive more pensions than they actually spend on pensions for their employees. The adjustment does not affect the pension of the employees of the private kindergartens, but the grant will be more in line with the actual pension costs incurred by the nursery. In order to give kindergartens with less economic space for action – i.e. individual kindergartens – more time to adapt to this loss of income, the government proposes to establish a transitional scheme for individual kindergartens, i.e. that they will then have two years to adapt to this change. The Ministry of Knowledge has assessed various measures that can facilitate the continued existence of good framework conditions for the smaller actors in the sector. We continue to consider different solutions aimed, in particular, at equalising the small operating disadvantages of these actors in competition with larger kindergarten chains. We believe that this is absolutely essential for us to be able to maintain the diversity we have in the sector. The government wants to facilitate the continued development of quality and innovation in kindergarten provision. The private kindergartens are an important part of this picture. I am concerned that we have a legislation on grants and controls that ensures good and safe kindergartens, which gives parents freedom of choice, and provides a basis for the operation of both small and large kindergartens with different types of ownership structures. In this way, we facilitate the diversity of owners and the stable provision of families with children.
ParlaMint-NO_2020-10-13.ana.ud264e11533	I would like to thank the Council of State for a thorough answer. I also think I dare say there were some promising paces, if I can be so positive. We'll see what's going to be the answer to the following, but I noticed that Melby says the department is following what the class struggle has revealed, that is, this sales radii is going on. There are properties that have often been purchased by or offered to commercial owners for some time back by the municipalities, very cheap or free of charge, and that are now sold with a billion-dollar gain to foreign funds, among others. The historical curtain, which Melby points to, is important. It's part of the back porch that these plots in their time they got cheap or free to build kindergartens, not to enrich themselves on resale. I wonder if Melby's promising signals mean that the government will go into discussion about – and perhaps seriously consider – proposals to prevent this massive extraction of what is basically publicly funded values. For example, as we have proposed, it may be pre-buying rights – that if a kindergarten is to be sold, the municipality may have a right to pre-buy to the nursery. If the municipality says no, it will continue, but if the municipality says yes, the community will be able to purchase the nursery, rather than e.g. an Australian pension fund. I would like to hear the views of the Council of State on the kind of concrete proposals that can do something about the fact that the values are now being privatised and also moved out to foreign funds. I would also like to repeat one of my questions, which was whether the government will now give municipalities access to distinguish between ideal private and commercial kindergartens. Often it is that you get a choice in a municipality where a majority gives parties support that wants to ensure profit-free kindergartens in public, municipal operations, but also that want to expand and secure kindergartens in private, non-profit activities. They've encountered problems with the government in the past. It has been said from the Right that it is forbidden for local democracy to distinguish between private commercial and private ideal kindergartens. It's a problem because it restricts the government locally, and it deprives its citizens of the opportunity to provide profit-free kindergartens both in the municipal and private ideals. Many municipalities have called for legislative changes, if necessary, in order to ensure that in a municipality they can choose to say that they will say yes to new kindergartens in common use, whether public or private, but they will not have any more kindergartens. This should be possible for a local government to comply with the will of the People's Government. Will the government give them the right to do so?
ParlaMint-NO_2020-10-13.ana.ud264e11542	The representative raises questions about what action can be taken to prevent the kind of super-profit the Class Battle has pointed out. What's challenging here is just history, and if you've bought an plot or a nursery with one set of rules, it's kind of the rules that apply, even when it's going to be sold on. There has been a lot of room in the legislation of the municipalities – even today – to demand, among other things. right of pre-emption if a kindergarten is to be sold. That claim has been made by the municipalities. I think it makes sense for a municipality to provide either free or heavily subsidized properties, to make some demands on it, just to ensure that the money being invested benefits the children. What I find very difficult to see, however, is how to make such demands retrospectively. If someone got an empty for free in 2000 and is now going to sell on, how can we demand how to use it? In that case, we have to look at that. The representative also points to something that is quite demanding: what kind of opportunities you have to distinguish between ideals and so-called commercial ones. First of all, I think it's quite problematic to put the distinction right there, because the question is what defines a commercial actor. Is that the type of company, is that the purpose, or is that the way you operate? I have e.g. met quite a number of private kindergarten actors who are AS, but which I believe obviously operate according to quite idealist principles, obviously after a wish to give the best possible offer to children, and who have never really had any particular profit in the job they have done. Is it a commercial enterprise, or is it a non-profit enterprise? Is it only the form of organization that decides, or is there other things? I believe that the most productive thing is to set quality requirements for the content, as we do, among other things. have been performed with the standard of personnel and the standard of education. I think that's the best way to regulate. The government has reduced a sample called the welfare service committee, just to look at the possibility for a municipality to say that they will not have a private one, but they can allow ideal ones – whether there will be an opportunity for municipalities to have. That sample, I am familiar with it, will deliver before Christmas, so we will at least get an answer as to whether there is any room for possibility here that the municipality can use, if they want to.
ParlaMint-NO_2020-10-13.ana.ud264e11553	I would like to thank the interpellant for addressing the question of the status of the government's work on changes to the Children's Homes Act, because that is something I have asked myself for in several line exchanges with both this and the previous Minister of Knowledge. But my starting point is probably something different than for Red, because the Advance Party is for private kindergartens. Half of the country’s kindergarten children go to private kindergartens, which ensure parental freedom of choice, contribute to diversity in the offer, and they have been crucial to achieving the goal of full childcare coverage. Most private kindergartens are of high quality. They have consistently lower sick leave, they are effectively operated, and we are all well-known that they are cutting away the best on parental studies. The cooperation between the state, the municipality and the private kindergartens is and has been a very successful welfare reform, and I am happy that we live in a country where making money is not prohibited. If someone manages to provide good welfare services that users are satisfied with, and at the same time get a profit, I don't think it's negative. The most important thing is that the parents are satisfied, and that the service is good, not who delivers the service. But we've seen in the last few years, as the interpellant takes up, purchases in the nursery sector where the sellers are left with huge sales gains. During the large kindergarten development in the 2000s, Stortinget made it beneficial to establish kindergartens. The State granted investment grants. The municipalities were encouraged to provide cheap plots, and the children’s gardeners were given favourable conditions in the House Bank. This was thought to be a good strategy at the time to ensure rapid expansion, and it worked. But at the same time, it means that a good number of kindergartens today can be sold with very good profit, which is due to good public support schemes, and it can therefore be wise to look at this in order to look at regulations for future sales. For the Progress Party, it is important that we should not overlook the sector with more regulation because, in good faith, the Stortinget and the municipalities practiced a policy that gives bad results today, for a problem that is no longer relevant. Because you no longer get the favorable conditions that you had 15 years ago. That time is over. In addition, the Progress Party considers that the sector has already been regulated in the form of e.g.: Manning standards and maximum price. We have therefore long wanted clarifications in particular in the areas where the sector has been most critical of what was sent out at the hearing, such as: pension grants, requiring all kindergartens to be their own legal entity. But we've also been busy lowering the threshold to establish kindergartens. Now the state budget has arrived. The Progress Party has received a number of inquiries from the sector about the seriousness of the proposed change in the pension grant — without looking at the financing of the sector as a whole. This will be an important point for the Progress Party, which we will follow up in the weeks and months ahead. I understand that the Council of State will not already send signals about what is in the legislation that comes, but I hope that they can go away from the idea that each kindergarten should be a separate legal entity. The educational workshop wrote in its consultation response that they believe costs will increase by $10 million a year if claims are made on their own legal entity for each kindergarten, among others. because it will lead to increased costs, inter alia. salary management, accounting, forwarding and auditing. You will risk that the money will be moved from the children to more bureaucracy. A requirement for its own legal entities would also violate the principle of non-discrimination, because it would reduce non-discrimination since a similar requirement would not apply to municipal kindergartens. Steps to reduce non-discrimination between private and public kindergartens, while leading to increased bureaucracy, will be a strange leap of curvature from a non-socialist government, and it will be exciting to see what comes in the legislation when this is clear. The Progress Party is ready to take the fight for private kindergartens, in order to ensure freedom of choice, in order to ensure diversity for parents and stable and predictable framework conditions for the sector.
ParlaMint-NO_2020-10-13.ana.ud264e11576	We all work to ensure that we have the best possible offer for kindergarten children. The centre party believes that we need to keep focus on a good kindergarten offer throughout the country, in front of an acute debate. In fact, we have kindergarten coverage thanks to half private and half municipal kindergartens. Kindergartens are an important venue for child inclusion and development. They help children to learn from other children and to be followed up by employees who know children. The centre party is concerned that those who follow the day-to-day kindergartens close to people, namely the municipalities, get the best possible starting point to ensure good kindergartens. The operation of kindergartens is demanding in several ways. We as parents and societies expect more and more. With a framework plan for kindergartens, we will focus on the quality and development of children. Management, manning and pedagogical requirements should focus on staff. At the same time, the centre party would like to see much more money spent on kindergartens. This requires Stortinget to grant more money to the municipalities than today. KS is clear that the standard of manning is underfunded. The centre party believes that the involvement of local authorities and local authorities would have been better than national supervision. So for questions about how the nursery allowance is used, on which today's interpellation has focus. The centre party believes that we should update the funding for kindergartens according to today's situation. More openness around the use of money serves everyone. It is demanding that it be speculated in the kindergarten sector and welfare services. At the same time, it is very important to recognise that a large proportion of kindergartens are driven by red figures and deficits. According to the Landsförbund, PBL, four out of ten private kindergartens were in deficit in 2019, and five out of ten in deficit budgeted in 2020. It is limited how long one can operate on equity funds. I'm afraid of the pediatrics coverage if not the funding better reflects the cost of the pediatrics. Small private and ideal kindergartens remind us of how demanding it is. In the Natural and Farming Children's Networks, there are many desperate kindergarten farms in the districts. Whether there are farmyards, parent-run kindergartens or something else that is now afraid of closure, there is a potential loss for the children and their families' offers and opportunities. The combination of kindergartens and size is all too often the result of savings. I think the few dreams of having children in Norway's largest kindergarten. That is why we must bet on kindergartens near people throughout the country. The funding system is a challenge both for municipalities and for individual kindergartens. Differences in grants between municipalities remain high. The government liquidates the financing of the staffing norm and considers it to be funded. At the same time, they remove parts of the pension grant and cuts 350 million. kr. A transitional arrangement is in place. The Ministry of Knowledge itself, when the current pension grant was established, said that the high pension grant had to be seen in the context of the low capital grant granted to the nursery. What if the pension grant is the last to enable many kindergartens to continue to operate? What if all the action spaces now are gone? PBL fears that a cut in the pension allowance will go beyond the employee’s pension conditions, contrary to what the Council of State says here today. The government has been eager to take action, but these measures have an undesirable effect. The centre party will preserve diversity and ensure small, private opportunities to move on. To do that, we need a comprehensive study on the financing of kindergartens. The way the kindergartens are now handled is broken and divided. Bets at one end without funding provide cut and a reduced offer at the other end. Early efforts and bets on kindergartens are a cross-political priority. Kindergartens in our long-term country are now undergoing major changes in their framework conditions without full compensation. It's unpredictable. It provides a poor framework for the drivers of kindergartens and the employees of kindergartens, and at the end of the day, it makes the future uncertain for many families and children. Reduced babysitting and debilitating kindergartens do not provide a better day-to-day day-care for children. The Center Party is working to ensure that we have the best possible offer for kindergarten children, and the Center Party believes that we need to keep focus on a good kindergarten offer throughout the country.
ParlaMint-NO_2020-10-13.ana.ud264e11601	Melby adorns himself with the fact that the government sees the problem, and that's good. But two and a half years have passed since they said that the legislation was out of date, and we are still waiting for concrete proposals. Then the problem was already well known more than ten years ago, when the red-greens tried to tighten up the dividend and profit party in the nursery sector, but got lobes lowered by PBL, Espira and Bjarne Håkon Hanssen, who succeeded in pushing a majority government to put away the proposal to prevent profit from being taken out of the kindergartens and away from the children. So I have to say that the left in 2020 admits that it is a problem that the money is taken out of the kindergartens, is well and good, but it is not very «cutting edge» to say so. But then the question concerns ideal and commercial. It is two years since the Stortingen decided to ask the government to investigate legislative changes that can just allow municipalities to distinguish between ideal and commercial private kindergartens. Then the ball is rolled back again to the Grand Council of State here today, and then we're going to answer what's the difference. But it is an order for the government to actually investigate the separation, and of course it will be – in our view – what is the purpose of kindergarten. A distinction is established between both profit and non-profit activities in other welfare services. So it's completely possible, we think, to get such a distinction in the kindergarten sector as well. But then the government, with its apparatus in the department, had to investigate this rather than just asking the Storting in an interpellation debate about what we think of the distinction. This is an order. The government must be able to deliver on it. So I'll finally say something about this with retroactive force. What we have proposed is that the Stortinget ask the government to submit legislative proposals to ensure the public a statutory pre-purchase right of property regulated to provide publicly funded welfare services. It can be regulated for future sales, i.e. for future sales, of these properties if the bulk of the population asks for it. I would like to have the views of the Council of State on that. In addition, I would like to ask the Council of State to say something if the Council of State does not see that it may be in place with penalties if the owner violates the conditions under which the municipality is to be given pre-purchase rights, which we have seen documented in the class struggle and elsewhere, i.e. if the owners give the idea that they should offer the municipality pre-purchase rights. They're breaking it. They sell it to Australian pension funds, and the kindergartens are gone. Should we not impose a kind of penalty on those who circumvent the right to purchase in the way that Norlandia has done, in order to have a preventative effect in order to ensure that future sales of kindergarten properties do not lead to driving around the municipality's right to purchase?
ParlaMint-NO_2020-10-13.ana.ud264e11610	I'm going to try to comment on some of the moments that have been up in the debate, first the moment of the distinction between ideal and commercial businesses. I am a little uncertain whether the representative followed up on what I said, because I said that the government has started a work on it, and a sample will deliver on this before Christmas. But I still believe that in a debate like this, it is worth asking the question of how easy it is to make such a distinction. There are several non-profit actors who have also taken out the profits associated with, for example: the sale of kindergartens. The question is, is it okay because they have an ideal purpose, or isn't it? So what is it that defines a business as non-profit, and what is it that defines it as commercial? And what are we really trying to put a stop to? I think that is a question that should be asked in such a work. Then I also have to comment on a few of the elements that the representative of the Central Party was in, which referred to the cut in the pension grant as dramatic for the economy of the kindergartens. Well, the main component of the kindergarten economy is the grant calculated on the basis of the municipality's use in kindergarten. The pension supplement is approx. 1 pst. That means that the most important thing for a private nursery is what the municipality in which the kindergarten is located chooses to use. If we're talking about kindergartens having a bad economy, it's also about local priorities. I have not heard that the Central Party has previously called for us to have national supervision, and I would argue that it is also somewhat contrary to the Central Party's basic ideology of giving local politicians more power. I think at least this is something that it should be possible to prioritise locally, just as they have the opportunity to give priority to how much they want to spend on health care, at school and on a variety of other services. So I always wonder why there's so much focus on profit from exactly kindergarten, and why we don't focus on profit in other sectors. There are also a number of other sectors where government buys both goods and services, where it is not the same focus on profit as it is on kindergarten. My basic attitude is that as long as we're sure that we have good kindergartens, that we have high-quality kindergartens, and that we know that the children are doing well when they're in kindergarten, it's the most important thing for me. What I think is the best line to work in the future is to set quality standards. That is what the Stortinget has done when a standard of manpower and a standard of education have been adopted. Then we just make sure that the money goes to the best of the child. What also makes it very demanding is that measures are taken for example. to prevent excessive profits for large players, and may also very quickly affect small players. It may affect the kindergarten founder who exists, who is often a woman, who starts up a kindergarten himself, and who has invested a lot of time and leisure and equity into a kindergarten, and who, perhaps after a long career, wants to sell the nursery and thus cash in his pension.
ParlaMint-NO_2020-10-13.ana.ud264e11625	Then we finished the interpellation debate in case no. 10th@item: inlistbox
ParlaMint-NO_2020-10-13.ana.ud264e11639	Digitalisation of the health sector is an important priority and the new eHealth Directorate was opened by Minister of Health and Health Bent Höie in 2016. The Directorate shall be an e-health specialist in the healthcare sector. The Executive Board shall have national authority and a pre-missive role in the field of eHealth and shall be a driver for the development of digital services in the health and care sector, in accordance with the mandate. In recent years, the Directorate for eHealth has been criticised. It has been criticised for its use by consultants, it has been criticised for mixing roles, and it has been criticised for violations of procurement law. The e-Health Directorate spent 470 million years ago. to hire consultants. The evening post has revealed how the consulting company PwC has secured a contract worth 75 million. kr on the planning of the public journal project Akson. The contract they got during six working days. At that time, one of PwC's shareholders had been central to the state's spending for a year and got to come up with reports about the demands the state would make on the contract. The consultant from PwC has long been acting as the state's husband in the work on what could become Norway's largest IT project – and he was therefore a partner in the consulting company PwC. This is what many people have reacted to, and it's been called before, through the media, that the Council of State should have come to the Storting and done some good for this mix of roles, which seemed quite unheard of. So the directorate used PwC to plan work that they'd be competing for later. PwC 84 million had been allocated by the end of 2019 as part of the planning and planning work. kr in income, according to the Evening Item on 16 September. However, the Directorate says that the consultancy company does not have a central role. ‘PwC’s role in the project is being bloated;’ wrote the Director Bergland in a reading article in July. But also in 2020, consultant fees have streamed into PwC. They include: were used to handle a number of media requests and to prepare a speech point for the directorate's guide before they went to an interview. In May, one of PwC’s consultants conducted a total working time of NOK 60000, where media handling is among the things mentioned in the job description. PwC's consultants are used in media work despite the fact that the directorate has its own communications department. And for all I know, maybe these consultants are also used to answer questions that Stortinget has asked to the ministry. Now the Directorate for e-Health has examined themselves, and they have acquitted themselves and their consultants. They strove to say that there was room for improvement. But this conclusion was said in advance. The directorate's lead refused from day one, when this became known, because the consultant's use in the directorate was problematic, even though public procurement experts problemated the role PwC had had in the supply process. It should be clear that the Directorate for eHealth should be re-examined, by others than the Directorate itself, and now there is a need for measures to clear up the confidence of the Directorate for eHealth. Fortunately, the National Audit Office has announced that they have started an investigation into the Directorate for e-Health, and they will review the use of PwC's consultants, how consultants have been used in planning the largest digitisation project in the country. Then one also has to see this in conjunction with the law of e-health, which is most likely shone by the Storting. That bill is about to give the Directorate for eHealth more responsibility, and the bill has been strongly criticised by both the IT industry and trade unions for being weakly justified and for having a major impact on innovation and competition in the market. It is clear that the need for new and communicating journal solutions in healthcare services is great, and the directorate's project Akson is a major project. It has been disputed because there is a solution that has not been accepted well, which is that all Norwegian municipalities will have a new and common solution for patient journals, with a total price of 22 billion. kr for development and implementation. More people wonder that Norway is planning something that no other country has ever done. There are a lot of unresolved questions, like who's going to pay. The experience from both Norway and other countries is that gigantic high-ambitious IT projects are likely to fail. Thus, Akson has been criticised by both professionals, the IT community and even by the National Centre for eHealth Research, which states that they have not been asked for advice in this matter. The common thing for everyone is that they think the solution they have chosen should be sent for quality assurance. The process around Akson has been seen as closed and not accessible to the public for the six years that work has gone on. Hearing has also not been carried out – even if the directorate is obliged to send out actions with significant effects on hearing. Then the external quality assurance showed that it was recommended 100 pst. participation by municipalities and a reduction in participation in the project is a major risk. The quality assurance report states that uncertainty is attached to the owner’s ability to take proper decisions at the right time, and to the programme director and project owner’s ability to control programmes and projects. This is a very clear criticism of the rental of Akson in the Directorate for e-Health. The quality insurer also believes that the decision on funding for the rest of the project will have to wait for a new quality assurance. So it's amazing that no one can answer – in the directorate – where the Akson decision is made. Neither the e-Health Director nor the Council of State can respond to the rules for not having heard if the billion-dollar project Akson has been followed. In order to avoid hearing, there has to be a decision in the top organ, and that's the directorate, should be a belief. A decision should be in writing and follow the matter. But when Dagens Medisin asked the director of the e-Health Directorate, she showed her to the department. The ministry could not answer and referred to the Ministry of Finance. The Ministry of Finance returned the question to the Ministry of Health and Welfare. Perhaps today the Council of State can answer the question: What time and by whom is it decided whether Akson was taken, and where is this justified in writing? The Health Minister has also argued against hearing because this is a municipal project. This is a lot of disunity in. The fact that a majority of the municipalities have entered into a commitment agreement is not the same as a commitment to this solution. This is a project that will have consequences at the level of society, and the state and government cannot go beyond that responsibility. Today the news came that the Institute of Public Health, the Directorate of Health and the Government has been strengthened by its reputation under the Koronacrisa, and that is probably fast, but I believe this does not apply to the Directorate of e-Health. The center party was opposed to creating the directorate. We fear increasing bureaucracy and responsible powdering, and I think that's a lot of what we're seeing now – enormous use of consultants, mixing roles, using external consultants who have central roles in the development of nuclear projects. This causes trust to be weakened. When, in such a situation, the ministry will give this directorate even more legal power and authority, it is a disturbing development. The question is whether the government is behind the consulting practice of the Directorate for e-Health and will the government initiate an external examination of the role and practice of the Directorate based on the Akson case?
ParlaMint-NO_2020-10-13.ana.ud264e11671	Let me first thank the representative Toppe for the question. Digitalisation and ICT are a prerequisite for creating the patient’s healthcare. The government has great ambitions in the field of eHealth, and several projects are now being planned and implemented. Experience with covid-19 also shows that digitisation can help prevent the spread of infection and maintain the best possible provision of health and care under a pandemic. Two of these digitisation projects need to be viewed in the context and referred to as Akson. The projects relate to one single municipal journal solution and a national interaction solution. Together, these will help to better link Health Norway. It will provide citizens with safer and better health care. The majority of municipalities support the work of a joint municipal journal solution. Until today 186 out of 291 municipalities have chosen to sign a declaration of intent to participate in further work with Akson. This shows that municipalities need and want better journal and interaction solutions. About 100 municipalities did not sign the declaration of intention by the deadline of 1 July. Some municipalities did not have time to deal with the declaration, while others did not want to sign the declaration now. The municipalities that have not signed the declaration of intention will, of course, also be able to use a common municipal journal solution once it has been realised and participate in the further work. In the draft State budget for 2021, the Government has proposed to allocate 93 million. DKK for further work on the joint municipal journal solution and 189 million. kr to work on a comprehensive interaction solution. In order to succeed in strengthening digitisation in the field of health and care, it is important to have access to the necessary capacities and competences. The eHealth Directorate was set up in 2016 to ensure more comprehensive and predictable development of ICT in the health and care field. This requires, inter alia: a strong professional environment in the field of eHealth. Although the Directorate has built up expertise with its own staff in this area, there is also a need for consultant assistance. Since its inception, the Directorate has therefore had a deliberate strategy to set up interdisciplinary teams consisting of both its own staff and consultants to solve the problems. The use of consultants can be an appropriate and important complement to ensure peak competence and flexibility. At the same time, I am concerned that the directorate finds the right balance between consultants and permanent employees. It is also important that the Directorate has good and orderly processes for the acquisition and use of consultants. This summer I therefore asked the Directorate for e-Health for a presentation with additional information about their use of consultants. The statement by the Directorate for eHealth was available on 17 August 2020. In the report, the directorate shall inform, inter alia: that the proportion of hired hourly consultants was about 20 to 30 pst. measured in annual work between 2016 and 2019. The Directorate’s use of consultants has increased in the course of the year due to the increasing volume of missions and the high level of activity in the development of national solutions and programmes. The tasks transferred to Norsk Healthnett SF on 1 January 2020 had a relatively large proportion of consultants, and the directorate therefore estimates that the number of consultants in the Directorate will fall by 2020. As part of the department's review of the directorate's report, I have also asked the directorate for additional information on some aspects. This concerns aspects relating to the acquisition of the work of the project One builds up – one journal in the autumn of 2018 and the role of consultants in the work before the competition was announced, and in the period up to the choice of supplier. On 28 September 2020, the Directorate submitted a report containing additional information. It is concluded that public procurement rules have been complied with by calling on the framework agreements for ICT consultancy services. The Executive Board review shows that the activities contributed by external consultants were within the scope of existing consultative agreements. According to the Directorate, the consultants did not participate in any way in the preparation of the basis of competition for the acquisition carried out in the autumn of 2018. The acquisition was handled exclusively by directorate employees and the planning activities carried out earlier in the same harvest had no practical effect on the performance of the acquisition. Eight calendar days – six working days – were also asked for an offer deadline that was sufficient for the acquisition in the autumn of 2018. In order to facilitate competition, the requirements were maintained at a level that most of the suppliers of the framework agreement could be able to meet. None of the suppliers requested an extended offer period during the acquisition. The Directorate also informed that several of the suppliers felt that the time limit for the offer was sufficient. Therefore, according to the Directorate, the suppliers involved in the work in the autumn of 2018 did not have an unfair competitive advantage because of the activities they contributed. There was therefore no basis for excluding them from competition for new consulates. In connection with the statement, the directorate has also obtained a legal assessment from the law firm Kluge. Klockes' opinion is: ‘Based on the overall assessments reviewed, it is our opinion that the directorate in the allocation of calls 18/851 to PwC has not breached the procurement rules, either because PwC should have been rejected as an adviser in the mini-concurrency procedure or because the directorate has otherwise violated basic procurement principles’. In other words, the law firm supports Kluge’s assessment that there is no breach of procurement rules. The Ministry of Health and Welfare has also reviewed the presentation and the legal assessments without finding any evidence that offences have been committed in connection with the acquisition and use of consultants. The representative also asks whether the government will initiate an external review of the role and practice of the Directorate, based on Akson. The review by the Directorate of the acquisition and use of consultants from 17 August and 28 September, as I said, does not provide any evidence of a suspicion that offences have occurred in connection with the acquisition and use of consultants. I am also aware that the National Audit Office has launched a review and follow-up of the conditions associated with the acquisition of the e-Health Directorate to PwC in 2018. Therefore, at this stage, I do not see the need to initiate an external examination of the role and practice of the directorate on the basis of the Akson case. Having said that, I believe that the directorate's report on the use of consultants has been important, both for the follow-up of the department and the public's need for information. It has also been useful for a relatively new directorate to review its own procedures for tendering procedures. I believe it is important that the Directorate now learn from the review and make improvements in procurement practices and practices for the use of consultants in line with the proposed recommendations made in the statement of 17 August 2020. The Directorate itself points to the following improvement points, including: after dialogue with the suppliers with whom the framework agreement has been concluded: The Directorate shall assess changes to the procedures to strengthen competition between suppliers by calling on the framework agreements for ICT consultancy services. The Directorate shall make it easier to identify whether resources in projects and teams are contracted. The Directorate shall, where possible and appropriate, occupy even more central roles in programmes and projects with its own staff. I know that the directorate is now fully tracking these points. I also want to follow up the practice and procedures of the Directorate for the acquisition and use of consultants in the management dialogue. This is also evident from my reply to the representative of Storing Telef Inge Mørland to question 2517 on 14 September 2020.
