ParlaMint-NO_2020-10-21.ana.ud297e28	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2020-10-21.ana.ud297e464	My question goes to the Minister of Defence. He has been shopping abroad, drawing the credit card in local currency. It could be risky, as we know. It appears in the budget that the total cost of the F-35 fighter aircraft is now expected to be 98.8 billion. kr. That's 20 billion. kr more than the governance framework laid down by Stortinget, and 10 billion. kr more than the cost framework with which the government has been prepared not to break. So we have a huge cost gap going on, if those calculations are now used by the government for the development of the dollar rate, they're right. There is a bill that the government has previously foreseen to be included in the defence budget, thus putting the whole discussion of the long-term defence plan in a completely different light, and which makes it possible to deal with the question of how to deal with these costs, where to cut them to cover this gigantic cost, and the wisdom that the bulk of the population – despite repeated warnings that this could happen – as late as last autumn bought six new aircraft – must be on the agenda. In a letter to the Control and Constitutional Committee dated 17 June 2019, the Minister of Defence rejected the fact that there was a cost margin for F-35. There he could tell us: ‘It is only when a project has an exceedance beyond the agreed cost framework of the Storting that it could be referred to as a cost cap.’ Now he himself has presented a budget where the calculations indicate that we can get an exceedance beyond the agreed cost framework of the Storting, and then the question of the Minister of Defence will now be referred to as a cost penalty.
ParlaMint-NO_2020-10-21.ana.ud297e479	First I have to be allowed to say that it was the red-green ones, with the Light Hill in government, who traveled abroad and left the credit card there. The battle lyan acquisition was adopted in 2012. Then I must be allowed to say that the purchase of combat aircraft as such has no cost. In fact, compared to the forecasts that had been made, the plans that had been made are 7-8 billion. kr cheaper. But the representative Lightbakken is quite right that currency, with a weak crown over a long period of time, gives us a challenge. The cost estimate described in the budget is caused by a strongly weakened krona compared to the exchange rate underlying the 2012 cost framework. Since 2015, we have seen a krone that has been significantly weakened compared to the US dollar, and we reported it for the first time in the 2016 budget. In order to see an objective picture of developments, we have used the same methodology all along, the one adopted in 2012, to focus on the exchange rate. And when the cost calculation for the 2021 budget was picked up in March 2020, the currency market was strongly influenced by the corona epidemic. We have variations of plus/minus 1.5 billion. NOK – then a deficit of 1.5 billion. kr – and we have gone to zero in months after April when we have set up costs against the currency. We have said that we constantly focus on this, and we communicate it and also present it to the Stortinget, so that the Stortinget should also be aware of it. We've also said that in terms of that currency part, we have a dialogue with the Ministry of Finance, and we're going to come back with a solution to these problems. But the important thing here is that this isn't something that's come up quickly. This is a methodology that has been universally agreed since 2012, and we have been reporting on this continuously since we came into government.
ParlaMint-NO_2020-10-21.ana.ud297e492	First of all, let me say that what the red-green government did was very wise, because that government put up until then, was that the fighter aircraft acquisition was to be done piece by piece, so that the Storting bought the planes individually, so that there was just room to take into account the evolution of the cost picture. I am well aware of the Minister of Defence's starting point for calculating currency fluctuations, because that was precisely the starting point for the dialogue between the Committee of Control and the Minister of Defence in the summer of 2019, after a number of revelations about this in the Official Journal of Bergen. Then the Council of State announced that it was acceptable for him to continue the current method of admissibility of the currency. This has been done, and that was the basis for the Stortinget to order six new aircraft last autumn, which – with the figures we now have on the table – must be seen as a special unwise decision. Does the Council of State think that he provided the Stortinget with a good enough basis for decision, and when did he himself become aware of the cost gap that he has now communicated that there is a possibility in the budget?
ParlaMint-NO_2020-10-21.ana.ud297e501	Now there are considerable exceedances of the speaking time in the Question Time, so the President reminds us that speaking time is one minute.
ParlaMint-NO_2020-10-21.ana.ud297e506	We have reported on the development of the weak dollar rate. We replied to the Control and Constitutional Committee with what we then knew, with the predictions that were then. We have a report in the budget for 2021, with what we knew in March, and what we know now. The decision to order the last six fighter aircraft was not made primarily because of the exchange rate. It was made because the safety challenges are different, and the assessments that have been made to build a defense that gives us the security we need in a difficult time indicate that we are dependent on the last six planes as well. We have said that we should do the priorities that are needed, but it should not be unknown to the representative Lysbaken that when a decision is taken in 2012, both the security situation, the security environment, the exchange rate and other defence priorities can make it necessary to adjust things. We have said that we must come up with a system that takes care of this.
ParlaMint-NO_2020-10-21.ana.ud297e513	It opens up for follow-up questions – first the Audun Light Bin.
ParlaMint-NO_2020-10-21.ana.ud297e518	I'm sorry I moved outside the management framework for speaking time. It's not going to repeat itself. What has been the premise for now – and I would like the Minister of Defense to confirm or cancel – is that there will be exceedances on the fighter aircraft purchase, it must be covered within the Defence budget. So now we can talk about not just exceedances, but potentially huge exceedances in the years to come. The long-term plan reads as follows: ‘A weakened Norwegian krone may result in projects becoming more expensive than planned. The consequences of this may be delays in the implementation and/or changes in the scope/ambitence of the project.» But otherwise, the government has not given any kind of leadership in the long-term plan for which of these investments the government sees need to be cut or not implemented. The fear in the Defense and my fear is that the Army and the Maritime Defense will be left with the bill for the fighter aircraft, and then the security policy accounts are poor, because it would be wiser to have fewer aircraft and to be able to invest more in army and maritime defence.
ParlaMint-NO_2020-10-21.ana.ud297e531	The forecasts of the posts that the representative Lighthouse has held here indicate that he will quickly exceed the speaking time. Forecasts are forecasts. The defense trades a lot in foreign currency. The light box says this will go out on the Army. No, if we see the Army on its own, it's also a challenge with a weak crown in relation to the South Korean currency, in which we might be buying tanks. It suggests that it gets more expensive than we initially had a prognosis of two, three or four years ago. The defense has always had to take account of currency fluctuations, and then we've said that now, with a weak dollar rate over this long period, this is a bigger challenge. We've been reporting that all along, and we've said that we're in dialogue with finance for some sort of solution. But currency fluctuations – euro, US dollars, Swedish dollars – are not unknown to the Defense.
ParlaMint-NO_2020-10-21.ana.ud297e538	Audun Lighthouse – for follow-up questions.
ParlaMint-NO_2020-10-21.ana.ud297e543	But this extra big currency challenge has led the defence minister to Norway with open eyes, instead of postponing the purchase of the last six planes last fall. Then the Minister of Defence must answer the following questions: Are these exceedances to be covered within the Defence Budget, with the consequences it will have for the Army and the Maritime Defense, or is the government going to send the bill elsewhere?
ParlaMint-NO_2020-10-21.ana.ud297e548	As the representative Lysbakken is well known, the defence budget is part of the state budget, so the answer is that it must be covered by the state budget. Then we negotiate and present a government budget every year where we also take these things into account. It has been reported in every state budget, it has been reported on the defence budget every year how the state is. This is nothing new. We agree that a weak crown gives us challenges when we're dealing with expensive materials abroad, no matter what kind of currency it's about, and then we've said that we've reported on it, we've made the challenges visible, and we're going to adjust for it. It's to be taken within the state budget, and then there's negotiations on every budget that tells us what we can do. So far, we have delivered everything we have promised in terms of the defence budget, since we became a government in 2013. Every penny we promised we would use, we have delivered in the state budget.
ParlaMint-NO_2020-10-21.ana.ud297e555	Bears Moxnes – for follow-up questions.
ParlaMint-NO_2020-10-21.ana.ud297e560	The estimated lifetime costs for aeroplanes are now in record heights of 353 billion. kr, almost six times the entire current defence budget. In the budget proposal, the government says that this cost bomb is due to an increase in the dollar rate, but both the U.S. and Norway’s national audit have recently revealed a number of potentially very costly errors and deficiencies in the F-35. Which are missing, we know, among other things. from the US National Audit Office, which has been open about some errors in the aircraft that will result in their being used less, and that can also make the entire operation far more expensive than previously assumed. The question is: how does the most recent lifetime cost calculation take into account the cost-effective errors and shortcomings identified by the national audits both in Norway and the United States, and as the Stortinge to date dealt with earlier this year?
ParlaMint-NO_2020-10-21.ana.ud297e567	It's a very good question, which I'm very happy to be allowed to answer, and it can be answered quite simply. When we do that type of computation, when we make that kind of prognosis and present numbers that are going to say something about the future, we do it with everything we know now. A lot of the things that are mentioned in the US National Audit Report are things that when it comes to us, where we're in the fighter aircraft program, are already fixed in. So many of the costs that have been made visible by the U.S. National Audit Office, we have passed through our part of the program. It's fixed up before we get this far with our planes. When we present a prognosis or a number, we do it with what we know now. It's a very straightforward delivery gel, and it also makes it easier for the opposition to know where we are.
ParlaMint-NO_2020-10-21.ana.ud297e574	Bears Moxnes – for follow-up questions.
ParlaMint-NO_2020-10-21.ana.ud297e579	If the world were that simple, it would be an even finer place, but we know from the U.S. National Audit that some of the findings are that the planes lack spare parts, and that the logistics systems and the workshop capacity are not good enough. There is nothing that Norway can fix, this is a mistake that lies with Lockheed Martin in the United States. So even though the government might wish the problems weren't as big as what was revealed by the U.S. National Audit, it's a fact that it's hard for Frank Bakke-Jensen to fix, unless he knows more about the planes than Lockheed Martin does himself. In sum, these errors will result in aeroplanes remaining on the ground about 30 pst. more of the time than you might have thought, and it would of course be demeaning that you can't use them as much as you should. I might just ask the Council of States to go for a little bit more to answer if it's taken into account the lavish effect these findings of the Americans will have on the Norwegian planes.
ParlaMint-NO_2020-10-21.ana.ud297e586	The answer is the same. When we deliver forecasts and numbers, we do it with what we know now. We're working closely on the fighter aircraft program. Nor is it right that the representative says that all of this is with Lockheed Martin. Spare parts are produced by quite a number. The logistics system has also been open to us that there have been challenges. Adjustments have been made to that part. This is a big project, a big program, and if we ignore the currency, and just look at the fighter aircraft program, we have savings of between 7 billion today. and 8 billion. simply because spare parts have been better supplied. You fly more in a simulator and less in a plane. This is a technology development project that takes us seven miles further, and that in many ways tells us every day how technology challenges us and gives us opportunities.
ParlaMint-NO_2020-10-21.ana.ud297e591	Let's move on to the next main question.
ParlaMint-NO_2020-10-21.ana.ud297e597	Norway is at the bottom of OECD countries in terms of export promotion. We lose market shares every day, it does little to promote the export opportunities of businesses, we lose in competition with our neighbouring countries, and we do not win new shares in emerging economies like in Asia and Africa. These are lost options. The question goes to the Minister of Industry. The challenge, of course, is economic sustainability and safe, forward-looking jobs. In the light of the lack of commitment to export promotion, there is a lack of action for key future industries at home. A good example is the government's lack of effort towards the maritime cluster, a cluster that will be an important foundation for our future in terms of jobs, value creation and, above all, future export revenues. Menon's forecasts for the August 2020 maritime industry are frightening reading. The main scenario is the loss of 100 billion. SEK on the market during 2022, 15000 annual works may be lost. If we get a new wave of infection, the turnover could be 130 billion. NOK, 20,000 annual works may be lost. That people along the coast are now afraid of their jobs, I have a lot of understanding. 60 pst. the workplaces of supervisors may be lost. It's pretty dramatic. The oil package and the State budget do not build new opportunities that directly affect the maritime cluster and that can secure jobs. The maritime cluster is our entrance to the future in many ways. It's crucial if we're to succeed in sea wind, carbon capture and storage, blue hydrogen, marine minerals, and if we're still to be able to lead within seafood. And not least, maritime competence is also the solution to zero emissions for shipping. We believe it is totally unacceptable to sit passive and look at what is happening within the maritime cluster. Workplaces are important and maritime competence is an important contribution to future solutions. The question to the Council of State is therefore: is it acceptable to sit quietly in the boat as a passive spectator and watch the coast, the yards and the maritime industry for perhaps 20,000 jobs already in 2022?
ParlaMint-NO_2020-10-21.ana.ud297e610	It is a big question that the representative asks, but I do not fully agree with the premises that lie there. The representative begins with exports and the challenges we face with exports. I agree that although we in Norway are fortunate and have important raw materials such as oil, gas and fish, we still have a great potential for exports linked to other areas in which we need to improve. What distinguishes the government from the Workers' Party in terms of what we're going to bet on is that the Workers' Party wants to pick winners politically, while the government is committed to bringing business with it, because it is the industry that is going to deliver the products and services to be exported in the future. And the maritime sector is one of the sectors in which we are world leaders in some areas, especially related to technology, climate-friendly technology. That's why we're not just passive about the maritime sector. We have e.g. a hydrogen bet. We have a green platform, which we have now presented, in 1 billion. kr. We've put forward a 75-million air conditioning system. kr. We have a $600 million loan arrangement. kr. So there are several packages related to the crisis we've been facing and still standing in. At the same time, there are also some challenges in the maritime sector that the maritime sector itself is the only ones that can solve. For example, we probably have too much capacity on the fleet in the oil and gas sector, because we had an oil dip. After the oil spill, there are still ships that have not come into operation, and it does not seem that they come to the old heights that they once were at. So there's also a need in the industry to do something. But that this is a forward-looking and important industry for Norway is not the government or anyone else in doubt about it.
ParlaMint-NO_2020-10-21.ana.ud297e619	It may be possible to pick – what to say – winners in Norwegian business. However, whether you choose to pick winners or not, there is no doubt that maritime nutrition is an important industry for Norway as a whole. Much competence lies there, a lot of technology lies there. And that's one of the industries that is significantly export oriented, which is a significant factor in terms of our export income, even in the future, because it can also contain new industries. But what we see from the numbers is that the measures taken are not working – they do not work in 2021 or 2022. That means that if nothing happens now, the most likely scenario of Menon for the maritime cluster is actually going to hit. That means that one could end up with 130 billion. kr in market failures. It could end with a loss of 20,000 jobs. Therefore, my question is: what further measures does the Minister of Industry have on his block to assist an industry that is particularly important for Future Norway?
ParlaMint-NO_2020-10-21.ana.ud297e626	We also need to give some of these measures time to work, because there are major decisions to be made, for example. in a shipping company if they are to challenge a ship, purchase a new ship or build one of its own. These are arrangements that we have opened up for the possibility of applying for the harvest, so we also have to allow the shipping companies to spend the time they need to make use of the arrangements. I believe it is too early now to say that the conditioning system and the loan scheme either did not work or were not large enough. It is necessary to have time to make decisions and use the arrangements before we assess whether there is a need for more.
ParlaMint-NO_2020-10-21.ana.ud297e631	Let's move on to the next main question.
ParlaMint-NO_2020-10-21.ana.ud297e636	Christmas and celebrations are approaching with storm chalk, and a sure holiday sign in Trøndelag is at least that the line of E14 between Stjørdal and Storlien closes. This year that queue will be considerably shorter. Of course, the back carpet is not positive, but on the positive side it means that the crowds and the rest of the population along or near the Swedish border this year are going to spend more money in Norwegian stores. Of course, that's good for these stores. They increase their turnover and their margins, and they get the opportunity to hire more people. That's good for all of us. But it is also good for those who produce the goods. When Oskar Sylte sells more noise at the expense of Swedish brewers, or when Aass sells more beer instead of Swedish breweries, or when Nidar sells more chocolate than before, it's not good for Molde, Drammen and Trondheim – it's good for all of Norway. Nothing indicates that we consumers eat or drink more of these goods, we trade them in Norway instead of abroad. It is also good for us consumers. It's not like I or anyone I know prefer to go to Sweden instead of to Rema on the corner. It is also good for the climate if we stay at home. But it's not given that this is going to continue in the future. Hopefully, we can re-open the borders, and then everything will mean that the Nordics will again go to Sweden to trade cheaper goods, especially with the submitted state budget. We could, as Denmark has done, try to solve this permanently by reducing the fees on typical goods that we trade abroad. It would have strengthened Norwegian businesses, secured jobs here at home and made everyday life a little easier for us all. My question to the Minister of Finance is therefore: When we now see all the positive effects this contributes to, why didn't he seize that chance?
ParlaMint-NO_2020-10-21.ana.ud297e645	It's good that something is coming out of the crisis we're in, because most of all it's a very serious health crisis, which has also become an economic crisis and is breaking into businesses. It is true that a consequence of the closure of the border is that people act less in Sweden. But I think we have to be so honest that we also see that there are different reasons why people act in Sweden. It is not only due to lower charges on any goods placed on the market. An important reason why it is more expensive in Norway is also Norwegian customs protection. This is an important explanation that some agricultural products are more expensive in Norway than in our neighbouring country. We have higher wages and a higher cost level. This also means that there are cost differences between Norway and our neighbouring countries. But then it's absolutely right that the fees also play a role. There is also a balance between the level of fees and health effects. It is clear that high tobacco taxes and high alcohol taxes also contribute to lower consumption. We have to be so honest, too. The government parties and the Progress Party have previously been able to agree on reductions in taxes on goods subject to border trade, and if I am not completely wrong, this will also be a discussion theme between today's government parties and the Progress Party for the weeks ahead towards Christmas.
ParlaMint-NO_2020-10-21.ana.ud297e656	There are low odds on the ‘betting market’ of that claim from Sanner, but what the Council of State is completely jumping over is that we are now in a completely different situation, an extraordinary situation that is completely different from just a year ago. Unemployment is significantly higher than a year ago, and there is a loud call for help from the State to help create and secure jobs. One of the easiest things we can do is put down the kind of taxes that we know are baits for people who go to Sweden and other countries. This is not just the Advance Party's opinion. Recently, the chairman of the Programme Committee in the Sanners Party presented the first draft of a new party programme. Then Linda Hofstad Helleland said to NTB that the Right has been very restrictive on this earlier, but that she now thought the situation is so different – and that if you work against other questions, then weights are the most weighty. Does Sanner disagree that work weighs more?
ParlaMint-NO_2020-10-21.ana.ud297e663	Jobs weigh heavily, but when we are going to set the level of fees, there are also other considerations that matter. I have some experience discussing these questions with the Progress Party, I negotiated, among other things. a State budget with Siv Jensen in 2003, and this was also a theme. At that time, we were able to agree on reductions in charges for goods placed on the market. This is a theme I am absolutely sure that the government parties and the Advance Party in Stortinget get good discussions around. So it's a question of how high these charges should be, but we can't ignore that there are other conditions that play in. I was at the customs and cost level: we should not believe that just reducing taxes on alcohol and tobacco is no longer a challenge for the border trade. It's going to be there also because of other political decisions.
ParlaMint-NO_2020-10-21.ana.ud297e670	There will be follow-up questions – Roy Steffensen.
ParlaMint-NO_2020-10-21.ana.ud297e675	The Minister of Finance wrote on Facebook just hours ago that he was ‘anxious for unemployment, for young people on the way out to work and for others with little experience of work from before’. I share that concern. We have a lot of skilled employees in shops in this country, and there's something this industry is very good at, is giving school-ridden young people or adults with low or no education an opportunity to get a foot within the labour market and a career in the large daily food industry. They get an income, get to try a profession, and if they thrive, the finance minister and I, while he was a minister of knowledge, have arranged to make it even easier to get a job letter for these groups. After the border with Sweden was closed, many more employees are reported in shops along the border. A lasting reduction in fees can ensure that these and many more keep their jobs. Isn't it better that the jobs of school-tired young people can be kept on this side of the border than they move to Sweden?
ParlaMint-NO_2020-10-21.ana.ud297e683	We clearly share much of the description of reality, there is no doubt that trade in goods plays an unusually large and important role in recruiting young people, people with migrant backgrounds and other vulnerable groups, that there is a way into working life. The same applies to hotels and services. One of my concerns in this crisis is just that there will be fewer of these jobs, I agree with that description. Then we'll have discussions in the future about how high or how low these charges should be. We have managed to agree on this before, I hope that we will be able to agree on it again.
ParlaMint-NO_2020-10-21.ana.ud297e688	Let's move on to the last main question.
ParlaMint-NO_2020-10-21.ana.ud297e693	My question goes to the Minister of Defence. NATO has invested large funds in the airbase on Andy Island. The NATO inspection team, which was recently on Andøya, was following sources listed above today. It has been said by the Prime Minister that Andøya will also have military activity on the air base in the future. The municipality has got maps from the head of defence where one has held that area to be used for military purposes. However, in a recent answer to questions from the Central Party, the Council of State replied that for Andøyas part, this means that the function as an alternate landing site ends after the aircraft base is phased out for military use, and that the function may be transferred to Evenes when the required reception capacity is in place. Although this was the answer to a question about the reception of Nordic military aircraft, the answer is clear: All military activity on Andeya should stop. This must also apply to NATO allies. Now the government can actually mean what he wants, but NATO probably also has its own view of this, and they have put down large funds in investments in the air base on Andeya. Can the Council of State confirm that NATO has accepted the total closure of the Andeya aerodrome, that it should not be used after 2025, which is the time when it will be laid down?
ParlaMint-NO_2020-10-21.ana.ud297e704	The installations and infrastructure to be used by NATO in Norway are determined by the Norwegian authorities. As far as Andøya is concerned, we have said that in crisis and war, it too, like all other airports in Norway, can get an emergency mission. The decision that the air station on Andøya should be shut down and that the activity should be moved to Evenes has been made in Stortinget, and it stands by layers. When the representative refers to Andøya as an alternative, it is a plan for Nordic practice. Andy Island, as an alternative to the Andy Island airfield, is being shut down, and then evens is taking over that function. The reason is that we depend on having the right competence and personnel at the airport to be an alternative for Finnish or Swedish aircraft. We've got that on Evenes. I am not so familiar with the fact that the US authorities or NATO authorities are neither dissatisfied nor have expressed other sentiments when they have been around. We have worked closely against both NATO and other allies with our long-term plan. We feel that they are very satisfied with the effort we have. We build defense and structure, even northwards, which is very good. So I can't quite recognize myself in those descriptions. As regards the civil use of Andøya, I have just had a meeting with the Andøya Municipality and the Migration Board there. They're very pleased with the sketch they got from the defense chief. We're handling it in the department now. We do so in close cooperation with the Migration Board and the Andøya Municipality – simply because if there is a need to do things together that strengthen the transition, that is, something we have decided and made clear that we should give priority to, infrastructure in Andøya should also be able to help with that work.
ParlaMint-NO_2020-10-21.ana.ud297e717	I thank you for your answer. What was sketched when it concerns the Andeya municipality is at least a few other signals than those I got in a telephone conversation with the spokesperson two days ago. But leave it alone today. An ammunition selection has submitted a report on the storage, assembly and transport of explosive P-8 aeroplanes on Evenes. Due to re-use requirements and low area requirements, which provide minimum safety distances, the plans do not go beyond what is necessary for Norwegian needs without significant investments. Allied needs are also not covered by hangar construction today, de-icing the runway is still an unresolved problem, just to mention something – I could also mention fuel storage etc. The Minister of Defence himself has been in close contact with NATO and has confirmed that they want to move all activity from Andy Island to Evenes. So a very simple question: will allies operate from Evenes?
ParlaMint-NO_2020-10-21.ana.ud297e724	First of all, the initial comments. If the rapporteur on Andøya, who is a party trap of Liv Signe Navarsete, does not feel that he has managed to communicate with me the needs of the conversion process on Andøya, and if it is the representative of Navarsete's impression that what he has communicated in what I have now referred to does not lead to correctness, or that cannot be what you have thought, I think we must be so helpful to the conversion process on Andøya that we both contact the rapporteur and ask about the meeting I had with the Migration Board and the rapporteur, and whether we have failed so badly. It is my definite impression that they were satisfied. I'm taking this very seriously. When it comes to the Allied presence on Evens, it's like whatever kind of activity it should be, we expect allies to be involved in building. There's room for allied activity there and allied infrastructure.
ParlaMint-NO_2020-10-21.ana.ud297e731	It opens for follow-up questions – first Liv Signe Navarsette.
ParlaMint-NO_2020-10-21.ana.ud297e736	Governments have submitted a long-term defence plan, version 2.0. He boasts of the bet, of course, but the bets are uncertain, and the growth in the economy can be more than spent on cost growth, for example. currency fluctuations - this is the text of the message itself. The army has only received 50 pst in the last period. of the planned investment funds that they should have, even if the government announced an increase in investment, dedicated helicopter support, which is in the blue, tanks first in the next period, a crew increase so weak that one will not have four battalions up and go to Brigade North before about 2030, and HV lacks several thousand personnel to meet the structure of the Storting. Why does the Council of State promote the depriority of rural power and push the necessary investment and manpower growth to the next period?
ParlaMint-NO_2020-10-21.ana.ud297e743	I must almost ask the representative to tell me what kind of reference she is using when she says that the army has only received 50 pst. of the investment funds which they should have held...
ParlaMint-NO_2020-10-21.ana.ud297e748	Follow the long-term plan.
ParlaMint-NO_2020-10-21.ana.ud297e753	...because we've followed up the things we've said we're going to do in the long-term plan, so it's going to be a strange number for me. Then we also have a significant investment in the long-term plan we have now presented, both the first one, 1.0, and 2.0. It takes time to build capacities, it takes time to reverse a defense from being in a degradation process to being in a build-up process. It's about building skills, it's about building up spare parts bearings, preparedness bearings, ammunition, and it's about getting the camps going. We've done a lot, and the Army has also been given a considerable boost in this time.
ParlaMint-NO_2020-10-21.ana.ud297e759	Morten Wold – for follow-up questions.
ParlaMint-NO_2020-10-21.ana.ud297e764	It has already been referred to the recently adjusted long-term plan that has been put forward, and we look forward, of course, to the negotiations we are going to have there. The question of Andøya and Evenes, which was originally raised, is also important to many in this respect. The LTP points to the Terningmoen as a continuing location for recruiting schools. Many say that Drevjamoen in Wefsn should also be investigated in the name of justice in view of the future training of new soldiers in North Norway. Is such an investigation around Drevjamoen completely out of date, or is there any government council that will ensure that it is implemented?
ParlaMint-NO_2020-10-21.ana.ud297e771	That's a good and loving question. In the work on the long-term plan there have been many -moen: Haslemoen, Evjemoen, Drevjamoen. Anyone who has a military camp or a military camp that does a little bit, close by, thinks that the next recruiting school should be there. The reason why the dicemo is chosen for the recruiting school is because we're moving the recruits out of our battalions, our brigade, the army, and then we have a dedicated recruiting school on the dicemo. It's rational to do it that way. Then we've seen the example that the defense established recruiting school at the garrison in Porsangs, just to be able to fill up the home-protection areas that hadn't been filled up for years, to have Finnmarks enough to fill up the home-protection areas. The Defence Manager is free to promote that type of proposal if he believes it may be so. Those who think it's just using a military camp today must also be aware that we have good numbers that it can be quite expensive to use an old camp for modern operations.
ParlaMint-NO_2020-10-21.ana.ud297e776	Morten Wold – for follow-up questions.
ParlaMint-NO_2020-10-21.ana.ud297e781	I am aware, of course, that it will represent cost challenges, but then I interpret the Council of State so that if there is no initiative from the Chief of Defense, the Council of State does not want to raise the issue around Drevjamoen.
ParlaMint-NO_2020-10-21.ana.ud297e786	No, we've put forward a long-term plan where we say that the Terningmo is where we want the recruiting school for the Army. It's rational to do it like that. We have the competence, we have all those things. It's not like we don't have investigations. We have good ratios of what it will cost to use other camps, so we know about the costs of it, we know about the rational. But as I say, the head of defense has great freedom, and if you're going to have a recruiting school for home security areas, which has proved successful in Finnmark, there may be something that does other places as well. We need to recruit for Homeland after one has not taken people from different places in the country for many, many years. I don't oppose those things. We have good numbers on what it will cost to use another camp, and we think we have landed on the best solution, but as said, we are going to negotiate in the Stortinget. I'm really looking forward to that, and I'm looking forward to getting the numbers we have in this field.
ParlaMint-NO_2020-10-21.ana.ud297e791	The oral question procedure is now over.
ParlaMint-NO_2020-10-21.ana.ud297e805	There will be some changes to the questionnaire, and the President will refer to the electronic question list in this section. The changes were as follows: Question 2, from the representative of Mr Kjerkol to the Minister for Health and Welfare, has been transferred to the Minister for Justice and Security, who is directly responsible. Question 5, from the representative of Rigmor Aasrud, to the Minister for Labour and Social Affairs, must be postponed to the next Question Time when the Council of State has left.
ParlaMint-NO_2020-10-21.ana.ud297e819	‘The health authorities of the Member States have come with extensive criticism of the rental in the Helgeland Hospital. The sudden closure of cancer surgery has damaged HMS for employees and leaders, has damaged the company's reputation and has led to an increase in the risk of injury and death in patients. At the same time, the health service provider has been criticised for the purchase of services from an external PR agency, which had also been sent three classified cancer reports with sensitive and sensitive information. What do the State Councils do to ensure quality, tranquility and trust in the Helgeland Hospital?’
ParlaMint-NO_2020-10-21.ana.ud297e832	For a long time, there has been considerable concern about intestinal cancer surgery at the Helgelands hospital. There has been and is a discussion about both quality, patient safety, working environment, cooperation and organisation. The hospital recently decided to temporarily gather all scheduled intestinal cancer surgery in Mo in Rana. The decision put management's goal of having joint management and two-location operations under further pressure. This decision was probably received a little differently, and there was a disagreement as to whether this was a proper measure. The Managing Director of the Helgelandssykehuset briefed on the decision at an extraordinary board meeting on 12 October and at the same time explained the quality work at the hospital. This work has taken time and, unfortunately, has not progressed, but will continue independently of the provisional decision. The situation around intestinal cancer surgery has been demanding and is suitable to damage the confidence of the Helgelands Hospital and Health Nord. A high level of media awareness will also help create uncertainty and uncertainty in the population. On the basis of an overall assessment, the Board of Health Nord adopted on 15 October a second interim solution for intestinal cancer surgery. The Management Board decided that all planned intestinal cancer surgery will be performed at the Nordlands Hospital with effect from 19 October 2020. All immediate assistance related to suspicion of intestinal cancer that must be operated in the Helgelands Hospital shall be provided after prior consultation with the Nordlands Hospital and/or the University Hospital in North Norway. The decision shall ensure predictability for patients and their relatives while the hospital is working to further develop patient safety and the work environment in the field of intestinal cancer surgery. The University Hospital in North Norway has been commissioned to help with interdisciplinary teams to contribute to this quality work. The time released when operations are temporarily moved to the Nordlandssykehuset can be used for accommodation for the professional environment at both the University Hospital in North Norway and the Nordlandssykehuset. Both hospitals have received a separate order to do this. The Helgelands Hospital has already started the necessary processes to ensure management and good cooperation between the professional communities in Mo in Rana and in Lake Sandness. In parallel with the completion of the supervision of intestinal cancer surgery in Helgeland, the hospital carries out quality work and takes action to improve the working environment in both the short and long term. In conclusion, I would like to inform you that the regional cancer plan for Health Nord is under review. In this context, Health Nord will present a decision-making process on future functional division in the case of intestinal cancer surgery at the Helgelands hospital.
ParlaMint-NO_2020-10-21.ana.ud297e847	Thank you for your answer. It is a rather special and eye-catching matter when the department is in a hurry and one now has the other temporary solution for a very important supply in the healthcare establishment. When both the Health Authority and Health Nord themselves say that this poses a risk of a lack of trust and a used 400,000 kroner to the PR agency only in September, it shows a bit of what kind of situation you are in. What I have a follow-up question about is how long the Council of State sees this temporary solution to continue, and whether the Council of State is insecure about what this situation has to say for recruitment to the Helgeland Hospital.
ParlaMint-NO_2020-10-21.ana.ud297e854	What is important for the time when this temporary scheme can cease is that one is sure that the quality work now done at the Helgelands Hospital will also produce results related to the working environment and the cooperation climate between the two hospitals. As I also explained in conclusion, Health Nord works in parallel with a regional plan for the functional distribution of cancer, which will also be important in this context. I am concerned that this is now being followed up by both Health Nord and Helgelands Hospital. I have full confidence in the way Health Nord has handled this matter. We are totally dependent, not least on what is going to be the future hospital structure in Helgeland, on the fact that the Helgelands Hospital is being experienced as a single hospital, and that there is a good climate of cooperation between the hospital in Mo in Rana and the hospital in Sandness Lake.
ParlaMint-NO_2020-10-21.ana.ud297e861	The last thing I agree with, that's why I have asked this question today. I am also concerned that the intestinal cancer surgery must return to the Helgeland Hospital as soon as possible. It has to do with recruitment and professional development, and it is a temporary solution that this should happen in Bodø. I hope that the Council of State actually helps to see, because it has to do with quality and security, especially in a situation where one is in an interim phase to build a new structure. Many have said and said in the debate that what has happened has as much to do with the structural debate, that it is a sort of rematch. Will the Council of State be able to reassure those who are now concerned that what is happening is actually more about a game of structure and responsibility than the actual professional arguments that have been put forward?
