ParlaMint-BG_2022-03-17.u1	Eva Miteva?
ParlaMint-BG_2022-03-17.u78	Mr. Bikov...
ParlaMint-BG_2022-03-17.u79	And we're extremely worried. This is where Kiril Petkov should come. We don't even want Cornelia Ninova to come anymore...
ParlaMint-BG_2022-03-17.u80	I get it, yeah. Thank you.
ParlaMint-BG_2022-03-17.u81	...to know what's going on. They canceled a meeting of the Council of Ministers today. You see, when you accuse us of panicking, you do it every day with things like that. Come here and explain!
ParlaMint-BG_2022-03-17.u82	Got it. Thank you, Mr. Bikov. I don't know, do you think if you repeat it ten times, it increases the chance to come? [[Strong noise and lines from GERB-SDS.]] I'm not, by the way. I'd even say it's the other way around. Mr. Gutsanov and you are for procedure. Please come in for a procedure. Jeco Stankov is also for procedure, okay.
ParlaMint-BG_2022-03-17.u83	Thank you, Mr. Chairman. Dear colleagues! It is really nice, honourable colleagues from GERB, to have an idea of humility, once. The second time, it is very good when you realize what the real situation is in the world, in Europe, in our region, to be a little more careful when you make similar speeches from the National Assembly if you really think about the state and do not think about your party interests. You've said it ten times today. Do you think that the President has not understood and do you think that with your speeches you do not make additional suggestions in the public domain? Are you doing this on purpose?! [[Strong noise and lines from GERB-SDS.]] In my opinion, unfortunately, yes! As for the Bulgarian Socialist Party, one of the few parties in Europe and the world, which is more than 130 years old. When you're these years old, come and talk about BSP. Thank you. [[Applause from BSP for Bulgaria.]]
ParlaMint-BG_2022-03-17.u84	Zhecho Stankov for procedure. Colleagues, there's no point in going on forever with this... [[Reply from the National Representative Alexander Nenkov.]] Excuse me, Mr. Nenkov, did you call him? I'm here for an hour, did you see me on the phone?! [[Reply by MP Kostadin Angelov.]] Take it easy! You made your offer, I get it, that's it. Here you go, Mr. Stankov.
ParlaMint-BG_2022-03-17.u85	Thank you, Mr. Chairman. I am humbled both before you and before colleagues with the following request. Yes, indeed you are all the time in charge of the meeting, so it is rather my request that you contact your deputies to contact the Prime Minister's chief of staff in this case and invite him through his chief of staff, as it is indeed an extremely important issue. I'll tell you why the subject is important. The topic is important because imagine what is happening in the sector..... at the moment when this force-major is really declared............................................................................................ what will happen in simple words??.............................................................................................................................................! These long-term contracts that have to supply electricity can immediately be terminated, long-term natural gas contracts can also be terminated. And what is worse is that a project that you promote how quickly you will complete it, namely the Bulgarian-Greek gas connection, will be completely stopped because, frankly, I see no reason why its performer should not immediately invoke this force majeure and stop the delay during the official governments and your government, the construction of this gas connection. The Prime Minister's presence in this Chamber is extremely urgent.
ParlaMint-BG_2022-03-17.u86	We get it. Okay.
ParlaMint-BG_2022-03-17.u87	Even more disturbing is the cancellation of the Council of Ministers. We want to hear: will there be force majeure, will there not be? I already wonder what else can be broken in this country during the rule of this government to understand what the right approach is? And I am sure that if you accept the force majeure, then you will say that this is a watermelon crust that GERB has put on you because it was mentioned x weeks ago by this tribune. So please, from the heart, if not you, your deputies, please contact the Prime Minister's office or personally, to come here to the Chamber and within the appointed time to be able to talk to him. Thank you.
ParlaMint-BG_2022-03-17.u88	Thank you. Kostadin Kostadinov for speech.
ParlaMint-BG_2022-03-17.u89	Can I have a procedure?
ParlaMint-BG_2022-03-17.u90	After your speech, I'll give you a procedure.
ParlaMint-BG_2022-03-17.u91	Mr. Chairman, I'm going to put the conversation back into the Post Office subject, mentioning two undisputed facts. One fact is that the Bulgarian Post Offices have been in a state for years, which is, to put it mildly, sadly, and the care that is being taken for them by both the state and the people in the management and management of this company are obviously not good. That's an indisputable fact. The second undisputed fact is that the current Minister of Transport is one of the good experts in this sector, because this is a branch and it is important, and is one of the main ones for the functioning of the state system. Since two garages have managed to make one transport and courier empire, it is obvious that it has the necessary qualities and professional knowledge. The big question is in this case, since we have a very sick company, such as the Bulgarian Post Office, which, on the other hand, is strategic for the state In many places in Bulgaria, in fact, if I have to be specific in 800 places, at the moment the Bulgarian Post Offices are the only remaining symbol of Bulgarian statehood, because there are no schools, no kindergartens, no social services, no mayors. In most of the places there are only mayor's seats where the mayor's deputy goes once, twice a week, at best. The only connection of the people in these small settlements with the Bulgarian state and our residual statehood is the post office. From the point of view of these two undisputed facts, there is much ambiguity in the current here discussion of the transfer of the Post Office from the hands of a person who we are critics of the government, but we cannot distort our soul that it is an obvious professional, a person who could fix this company. There was a hint earlier that maybe it's being done because there's a conflict of interest. The ruling majority denied that, they said: "No, it is not a conflict of interest, on the contrary, there will be a better governance. It turns out that the Minister of Transport, which is the whole business, professional road and living and being over the years back, cannot deal with something that actually made him one of the most successful entrepreneurs in this sector. Obviously, there are other problems that haven't come to light, and we haven't been able to find them here, and we still don't see an explanation. The problems at the Post Office aren't from yesterday. In 2009, then Finance Minister Simeon Djankov was about to deliver a very severe and almost deadly blow to this Bulgarian institution, wanting to close nearly half of the post offices, calling them dysfunctional. Then because of the big public reaction, the government backed up. Two years later, Djankov tried again. Then he said that only small branches should close in 2011. Then it was actually about that if we close these small branches, 800 out of 5000 villages in Bulgaria will practically be deleted from the map of the state because they are villages with less than 100 people. And that didn't work out. But perhaps eventually they decided so little in a good way to sweep the problem under the carpet, as has happened before, not paying attention to Post Office's problems, from now on, to let them die alone from old age. And they're in this situation right now. I believe that if there is someone who can cope with the extremely sad and difficult condition of the Bulgarian Post Offices, this is the current Minister of Transport. There's no one else to say the opposite argument in that direction. For this very reason, we will not support this proposal because it is absolutely unsatisfied. Apparently, there's some other motives, definitely backstage, subkiliminal. God knows exactly what, but I don't know if it's about some division of spheres of influence inside the government. This only knows the ruling majority, but in this particular case it should be considered primarily the national interest. The national interest requires that our Post Offices be healed and converted into a well-functioning public service. Because there was a talk of a force-major, a force-minusor here a moment ago. Well, Bulgaria has been like a country in which military action has been taking place for years. If you walk a little in the deep villages, you'll see that our country is currently looking the same as the reports from Ukraine show us on TV, without any bombings. And that's from the last 30 years. So I appeal for a little more attention to a problem that is very serious. The withdrawal of the Post Office from the Ministry of Transport system will kill the Bulgarian Post Office. If that is the goal, let's say at least, but we are definitely against it and will not support it.
ParlaMint-BG_2022-03-17.u92	Thank you, Mr. Kostadinov. Are there any lines to Kostadin Kostadinov? I won't. For the procedure Desislava Atanasova.
ParlaMint-BG_2022-03-17.u93	Thank you, Mr. Chairman. My procedure is in the manner of conduct and is related to the speech of the MP Mitev, which you did not react to and interrupt, did not remind him that he was moving away from the subject of the debates. A moment ago, my colleague Mitev abused his ability to speak from the parliamentary platform by linking the topic with Prime Minister Petkov's absence with the absence of the Chairman of the Commission for Protection of Competition at a meeting of the Committee on Economic Policy. Mr. Mitev,
ParlaMint-BG_2022-03-17.u94	To me, Mrs. Atanasova. I'll make an observation.
ParlaMint-BG_2022-03-17.u95	Mr. Chairman, I ask you to make a note to Mr. Mitev because it is terribly ugly, even disgusting, without knowing the reason why Mrs. Julia Nenkova did not appear at a Commission meeting to abuse the information from this platform. More than that. This is not the first time you've abused your rights. And in this case, aside from the President punishing you, and reminding you of some ethical norms of conduct, I ask you to take a personal attitude and apologize for what you have done. Mrs. Julia Nenkova is on a monthly sick leave, on sick leave, and today she has a severe operation. That's disgusting what you're doing, Mr. Mitev. Mr. Chairman, please take action. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-03-17.u96	Please return to the debate in particular, whether in procedures, regardless of whether in any case the people who are speaking refer to the people who are speaking and to the people in procedures. Here you are, Mr. Mitev, for procedure.
ParlaMint-BG_2022-03-17.u97	Of course, Mrs. Atanasova, if the reason why Ms. Nenkova did not appear to the Commission is justified and she is really sick, I apologise, and of course that is a very respectful reason. The way I took the procedure was because they said, "He's afraid to come, he's hiding." No, he's not hiding, and that's what I used. But really, if she's sick, of course, when a person says something that's not right, they should apologize. [[Applause from "We are continuing the Change."]]
ParlaMint-BG_2022-03-17.u98	Thank you, Mr. Mitev. Another procedure?
ParlaMint-BG_2022-03-17.u99	Thank you, Mr. Chairman. Since our parliamentary group has repeatedly asked Prime Minister Kiril Petkov and Deputy Prime Minister Cornelia Ninova to be present in plenary to ask them our questions, and you, as an argument to the contrary, say that you have no opportunity to notify them because the water meeting, I want a 30-minute rest, at which time I hope, Mr President, that you will be able to inform Prime Minister Cyril Petkov that one of the parliamentary groups wishes to ask their questions: whether the government is soon discussing and will announce a force major for the territory of the entire country.
ParlaMint-BG_2022-03-17.u100	15-minute break at 10:50 p.m. [[After the break.]]
ParlaMint-BG_2022-03-17.u101	Dear colleagues, please take your seats. I'm resuming the hearing. Are there any more willing to speak on the bill? There aren't any people who want to make a statement. I'm calling off the discussion. We are going to vote on the Draft Law amending and supplementing the Postal Services Act with entry number 47-254-01-18, submitted by Andrej Gurov, Hristo Ivanov, Victoria Vasileva and Georgi Svilenski. Colleagues online. Eva Miteva?
ParlaMint-BG_2022-03-17.u102	Yeah.
ParlaMint-BG_2022-03-17.u103	Lyubomir Karimansky?
ParlaMint-BG_2022-03-17.u104	Yeah.
ParlaMint-BG_2022-03-17.u105	They voted 208 MPs in Hall plus 2 online, total "210": for 120 in the Chamber plus 2 online " 122" against 88, no abstentions. The motion is accepted. It's a re-vote. Colleagues online: Eva Miteva?
ParlaMint-BG_2022-03-17.u106	Yeah.
ParlaMint-BG_2022-03-17.u107	Lyubomir Karimansky?
ParlaMint-BG_2022-03-17.u108	Yeah.
ParlaMint-BG_2022-03-17.u109	They voted 209 MPs in the House plus 2 online, total of 21: for 119 in the House plus 2 online " 121" against 90 abstentions. The motion is accepted. With this, we have exhausted item 1 of the agenda for today. Moving on to point two: SECOND VOICE OF THE COUNTERPARTY OF THE COUNTERPARTY AND COMPLIANCE OF THE LAW ON THE MARKETS OF FINANCIAL SERVICES. There is a report from the Committee on Budget and Finance. Here you are, Mr. Simeonov, for procedure.
ParlaMint-BG_2022-03-17.u110	Dear Mr. President, honourable Members, please, on the basis of art. 43, para. 2 of the Rules of Procedure to vote in the Chamber to allow the following persons to be admitted: Mr. Ivaylo Yaydzhiev, Deputy Minister of Finance; Mrs. Elena Petrova, Head of Department of the Directorate of the Financial Markets; Mrs. Nadya Daskalova, State Expert in the Directorate of the Financial Markets.
ParlaMint-BG_2022-03-17.u111	Thank you, Mr. Simeonov. Colleagues, we are voting on Kiril Simeonov's procedural proposal for admission of the designated persons to the Chamber. Colleagues online: Eva Miteva? Lyubomir Karimansky?
ParlaMint-BG_2022-03-17.u112	Yeah.
ParlaMint-BG_2022-03-17.u113	They voted 140 MPs in the hall plus 1 online, totaling " 141": for 139 in the room plus 1 online "140," against no, abstention 1. The motion is accepted. I ask the Quaestors to invite the seven guests to the hall. Mr. Simeonov, come on in on the report of the Committee on Budget and Finance.
ParlaMint-BG_2022-03-17.u114	On 10 December 2021, the Council of Ministers submitted a report on a draft amending and supplementing the Financial Instruments Markets Act, No 47-102-01-8, adopted by the Council of Ministers on 10 December 2021, adopted on the first vote on 10 February 2022. The Law on Markets in Financial Instruments is amended and supplemented by the Law on Markets in Financial Instruments. The Commission supports the text of the importer on the name of the Law. The Commission shall support the text of the importer for § 1. Under § 2, there is a proposal of the MP Lyubomir Karimanski, made in accordance with Article 2. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 2: ..................................................... In Article 4 (1) (b), point (c) is replaced by the following: 3 the following amendments and additions are made: 1. A new para is being created. 2: The Financial Supervision Commission shall exercise the powers of a competent authority under Regulation (EU) 2019/2033 of the European Parliament and of the Council of 27 November 2019 on prudential requirements for investment firms and amending Regulations (EU) No 1093/2010, (EU) No 575/2013, (EU) No 600/2014 and (EU) No 806/2014 (OB, L 314/1 of 5 December 2019) , hereinafter referred to as "Regulation (EU) 2019/203" in respect of investment firms under art. 9a, para. 1 or entities subject to supervision under Chapter Twenty-Second, with the exception of the powers of art. 50, point (b) of Regulation (EU) 2019/2033, which shall be exercised by the Vice-President in respect of investment firms under art. 9a, para. OJ L 347, 20.12.2013, p. 2. So far, the Al. 2 becomes para. 3 and in it, the words "and investment firms" shall be deleted and the words "or entities which are subject to supervision under Chapter Twenty-Two" shall be replaced by "in art. 9a, para. 2 or entities subject to supervision in accordance with Chapter Twenty-Two. 3. So far, the Al. 3 becomes para. 4 and in the end it is added by art. 9a, para. The following information is available in the Official Journal of the European Union (hereinafter referred to as "the Authority') and in the 4. So far, the Al. 4 becomes para. 5 and in it the words of the European Parliament and of the Council of 15 May 2014 on markets in financial instruments and amending Regulation (EU) No 648/2012 (OB, L 173/84 of 12 June 2014) , hereinafter referred to as "Regulation (EU) No 600/2014', are deleted. 5. So far, the Al. 5 becomes para. 6. 6. So far, the Al. 6 becomes para. 7 and the reports under Regulation (EU) 2019/2033 and the reports under Regulation (EU) 2019/2033 are added after the word "Notifications'. 7. So far, the Al. 7 becomes para. 8..................................................... The Commission shall support the text of the importer for § 3. The Commission shall support the text of the importer for § 4. Under § 5, there is a proposal of the MP Lyubomir Karimanski, made in accordance with Article 5. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 5: .................................................................................. In Article 4 (1) (b), point (c) is replaced by the following: 8 the following 1. So far, text becomes para. 1. 2. They're creating an al. 2? 4: s (2) an investment firm that meets the definition of a credit institution under art. 4 (1) (b) 1 of Regulation (EU) No 575/2013 and has applied for authorisation to operate as a bank under art. 2, para. 1, t. 2 of the Credit Institutions Act to the Bulgarian National Bank, may continue to carry out its activities as an investment firm until the license is obtained or the refusal to issue a license to carry out the activity as a bank under art. 2, para. 1, t. 2 of the Credit Institutions Act. (3) From the date of the decision to issue the licence under para. 2 the license to carry out the activity as an investment firm issued by the Commission shall be revoked. (4) In case of refusal of a licence under para. 2 The Commission shall withdraw the authorisation issued by it to the investment firm for carrying out activity as an investment firm within 14 days of the notification under art. 13a, para. 4 of the Credit Institutions Act. Under § 6 there is a proposal of the MP Lyubomir Karimanski, made in accordance with Article 6. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 6: ........................................................... In Chapter Two, Section I, art. is created. 9a and 9b: "Acceptable requirements for the prudential supervision of investment firms' Art. 9a. (1) For investment firms the requirements of this Law, Regulation (EU) 2019/2033 and their implementing acts shall apply, except for the cases under para. 2. (2) Investment firms shall be subject to the requirements of this Law, Regulation (EU) No 575/2013 and their implementing acts in the following cases: 1. investment firms shall meet the conditions laid down in Article 1. point (a) is replaced by the following: 2. The Commission has taken a decision pursuant to art. 1 (2) (b) of Regulation (EU) 2019/2033 in accordance with art. 9b; 3. the commission on the basis of art. Regulation (EU) 2019/2033 has, by decision, allowed them to be applied. Decision implementing Regulation (EU) No 575/2013 Art. 9b. (1) The Financial Supervision Commission may, according to art. 1 (2) (c) of Regulation (EU) 2019/2033 decides to apply the requirements of Regulation (EU) No 575/2013 to an investment firm carrying out any of the investment services and activities under art. 6, para. 2, p. 3 and 6, where the total value of the consolidated assets of the investment firm is equal to or exceeds the remaining equivalent of EUR 5 billion calculated as an average for the previous 12 months, and there is one or more of the following conditions: 1. the investment firm shall carry out investment services and activities under art. 6, para. 2, p. 3 and 6 on such a scale that the testing of material difficulties or the failure to comply with material obligations by the investment firm may lead to systemic risk; 2. the investment firm is a clearing member; 3. the Commission considers that this is justified in view of the size, nature, scale and complexity of the activity of the investment firm, taking into account the principle of proportionality and one or more of the following factors: (a) the importance of the investment firm for the economy of the European Union or of the Republic of Bulgaria; (b) the importance of cross-border activities of the investment firm; (c) the interconnection of the investment firm with the financial system. (2) Paragraph 1 shall not apply to a dealer of goods or emission allowances, collective investment undertakings, insurance and reinsurance undertakings. (3) The Financial Supervision Commission shall revoke the decision under para. 1 where the investment firm ceases to comply with the threshold set out in para. 1 calculated over a period of 12 consecutive months. The Financial Supervision Commission shall immediately inform the investment firm of the cancellation of the decision under para. 1. (4) The Financial Supervision Commission shall immediately inform EBA of the decisions under para. 1 and 3............................................................................................................ The Commission shall support the text of the importer for § 7, i.e. 1 is amended as follows: "1." In para. 1 words "al." 2, 3, 5 and 6 2, 3 and 6 The Commission shall support the text of the importer for § 8. The Commission shall support the text of the importer for § 9. The Commission shall support the text of the importer for § 10. The Commission shall support the text of the importer for § 11. Under § 12, there is a proposal of the National Representative Lyubomir Karimanski, made in accordance with Article 12. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 12: ................................................................................... Article 3 is replaced by the following: 19a: Re-licensing of a license to carry out business as an investment firm of a bank under art. 2, para. 1, t. 2 of the Credit Institutions Act Art. 19a. (1) Bank under art. 2, para. 1, t. 2 of the Credit Institutions Act, which performs only investment services and activities under art. 6, para. 2, p. 3 and 6 and at which for a period of 5 consecutive years the average value of the total assets is below the thresholds under art. 4 (1) (b) Point (b) of point (b) of Article 1 of Regulation (EU) No 575/2013 shall apply under art. 17, para. 2 for the re-licensing of a licence under art. 19. The application shall be submitted within 14 days of receipt of the notification by the Bulgarian National Bank under art. 36, para. 6 of the Credit Institutions Act. (2) The Financial Supervision Commission shall take into account the assessment of compliance with the supervisory requirements by the bank under para. 1 as well as any other information relevant to the issue of the licence submitted by the Bulgarian National Bank within 10 working days of the written request of the Commission. (3) The Vice-President shall decide on the completeness of the application within 10 working days of receipt of the application, as art. 18, para. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. (4) The Financial Supervision Commission, on a proposal from the Vice-President, shall examine and decide on the substance within three months of the submission of the full application. Where the data and documents submitted are incomplete, inaccurate, inconsistent with the regulatory requirements or additional information or evidence of their correctness is required, the Commission shall send a message to the applicant of the findings and discrepancies or of the request for additional data, information and documents within 20 working days of the confirmation of the completeness of the application. The applicant shall submit to the committee the additional data, information and documents within a period set by the committee which may not be shorter than one month and longer than two months and that period cannot be further extended. (5) In the cases referred to in art. 262, para. 1 and 2 The Commission shall request the opinion of the relevant competent authority. In that case, the Commission shall decide upon receipt of the opinion of the competent authority concerned, but no later than 30 working days from the submission of the complete application. (6) The Financial Supervision Commission shall decide on the application by deciding whether it will issue an operating licence as an investment firm within 30 working days: 1. of the confirmation of the completeness of the application submitted where no additional data, information and documents are requested under para. 4; 2. from the submission of the additional data, information and documents under para. 4 within the prescribed period, from the expiry of the period for their submission. (7) For the issue of the licence shall apply art. 18, para. Articles 7, 10 and 11 and art. 19. (8) The Financial Supervision Commission shall immediately inform the Bulgarian National Bank of its decision on the application submitted. (9) The licence issued by the Commission to carry out the activity as an investment firm shall be effective from the date of the decision to withdraw the licence for a bank under art. 2, para. 1, t. 2 of the Credit Institutions Act of the Bulgarian National Bank. The Commission shall support the text of the importer for § 13. The Commission shall in principle support the text of the importer and propose the following version of § 14: ......... 14......................................................................... In Article 4 (1) (b), point (c) is replaced by the following: 27, para. 1 the following additions are made: 1. In point (a), point (a) is replaced by the following: 7 after the words "the law', "the Regulation (EU) 2019/203' or "the Regulation (EU) 2019/203' is added to "the law'. 2. In point (a), point (a) is replaced by the following: 9 after the words "Regulation (EU) No 600/2014', a comma is added and a "Regulation (EU) 2019/203' is added. Under § 15 there is a proposal of the MP Lyubomir Karimanski, made in accordance with Article 15. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 15: ...... 15.................................................... In Article 4 (1) (b), point (c) is replaced by the following: 28 the following amendments shall be made: 1. Alinea 2 is amended as follows: (2) Along with the request under para. 1 the investment firm shall present: 1. a plan to settle his relationship with clients, which includes the transfer of client financial instruments, money and other assets to an investment firm designated by clients, which has given consent; 2. evidence of duly provided requirements and necessary resources that are realistic in terms of time and maintenance of equity and liquid resources until the final settlement of the relationship with customers, taking into account its viability, sustainability of the business model and business strategies. 2. In para. 3 words "When the condition under para. The second sentence is not available.The second sentence is replaced by the "When the plan does not include the transfer of client financial instruments, money and other assets to an investment firm designated by the clients, which has given consent.' The Commission shall support the text of the importer for § 16. The Commission shall support the text of the importer for § 17. The Commission shall support the text of the importer for § 18. The Commission shall support the text of the importer for § 19. Under § 20, there is a proposal of the MP Lyubomir Karimanski, made in accordance with Article 20. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 20: .................................................................................. In Article 4 (1) (b), point (c) is replaced by the following: The 49th para is created. 8.... . (8) The branch of an investment firm authorised under para. 1 shall make available annually to the Commission: 1. information on the scale and scope of the services and activities carried out by the branch in the Republic of Bulgaria; 2. information on the investment firm from a third country operating under art. 6, para. 2, p. its monthly minimum, average and maximum exposure to European Union counterparties; 3. for the investment firm from a third country that provides one or both services referred to in art. 6, para. 2, p. 6 The total value of financial instruments originating from European Union counterparties whose emissions are covered or offered under the conditions of unconditional and irrevocable obligation during the previous 12 months; 4. information on turnover and total value of assets corresponding to the services and activities referred to in point 4. 1; 5. a detailed description of the mechanisms for the protection of investors from which the clients of the branch can benefit, including the rights of those customers arising from the rights referred to in para. 2, p. 6 Investor compensation scheme; 6. the risk management policy and the arrangements it uses for the services and activities referred to in point 6. 1; 7. the management rules, including the names of the persons who perform the main functions in relation to the activities of the branch; 8. other information which the Commission considers necessary to supervise the activities of the branch. (9) When a branch of an investment firm is licensed under para. Article 1 shall apply. 9a, para. 2, the branch shall provide the Commission with at least once a year: 1. information on the total amount of assets corresponding to the activities of the branch included in the licence; 2. information on the liquid assets available to the branch, in particular the availability of liquid assets in levs, euros and other currencies of the Member States; 3. information on the amount of equity available to the branch; 4. the rules for risk management; 5. the management rules, including the names of the persons performing the main functions in relation to the activities of the branch; 6. recovery plans covering the branch; 7. other information which the Commission considers necessary for carrying out a thorough monitoring of the activities of the branch. (10) On request, the Commission shall provide ESMA with the following information on: 1. decisions to issue a licence to branches of an investment firm from a third country and to change those licences; 2. the scale and scope of the services and activities carried out by the licensed branch in the Republic of Bulgaria; 3. the turnover and total value of the assets corresponding to the services and activities referred to in point 3. OJ L 268, 18.10.2003, p. 29. 4. the name of the group from a third country to which the licensed branch belongs. (11) The Financial Supervision Commission and the Vice-President shall cooperate closely with the competent authorities of the entities which are part of the same group to which the branches of investment firms authorised under para. 1 respectively, the competent authorities of other Member States that authorised a branch of an investment firm in the group and with ESMA and EBA to ensure that all the activities of the group in the European Union are subject to comprehensive, coherent and effective supervision in accordance with that law, Directive (EU) 2019/2034 and Regulation (EU) 2019/203, Regulation (EU) No 575/2013, Regulation (EU) No 600/2014 and Directive 2013/36/EU respectively. (12) The Financial Supervision Commission shall annually inform ESMA of the list of branches of investment firms from third countries operating in the territory of the Republic of Bulgaria. The Commission shall support the text of the importer for § 21. The Commission shall support the text of the importer for § 22. The Commission shall support the text of the importer for § 23. The Commission shall in principle support the text of the importer and propose the following version of § 24: .................................................................................. In Article 4 (1) (b), point (c) is replaced by the following: 62, para. 2 after the word.................................................. is added.............................................. Point (b) of Article 48 of Regulation (EU) 2019/2033 or (EU) The Commission shall, in principle, support the text of the importer and propose the following version of § 25: ssssssssssssssssssssssssssssssssshsssssssssssssssssssssssssssssssssssssssssssssssssssshssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssshssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss In Article 4 (1) (b), point (c) is replaced by the following: 63, para. 3 after the words "in accordance with......................................................................................................... Point (b) of Article 48 of Regulation (EU) 2019/2033 or (EU) The Commission shall support the text of the importer for § 26. The Commission shall, in principle, support the text of the importer and propose the following version of § 27: "The Bible says: In Article 4 (1) (b), point (c) is replaced by the following: 65 the following amendments and additions are made: 1. In para. 1: (a) in the text before t. 1 the word "the law' shall be replaced by this law and its implementing acts and the words "the activity carried out by it and' shall be replaced by the activity of the intermediary, as well as the risks inherent in the business model and activity of the intermediary, and shall be replaced by the activity of the intermediary; (b) c. 9 the words "Regulation (EU) No 596/2014' are inserted after the words "Regulation (EU) No 2033'; (c) c. 12 a comma shall be placed at the end and added as well as the risks posed by it or could be posed by it; (d) point 14 is amended as follows: It's 14 years old. the application of gender-neutral policies and practices for remuneration of persons working for the investment firm who take into account reasonable and effective risk management and encourage it, and the remuneration, remuneration policy and implementation and disclosure requirements are determined by a regulation; (e) c. 15 in the text before the letter (s), after the words (s) the employees of the investment firm (s) shall be added by a special independent channel (s). 2. In para. 3 after the words "supplier" shall be added by art. 9a, para. The following information is available in the Official Journal of the European Union (hereinafter referred to as "the Authority') and in the Official Journal of the 3. In para. 4 after the words "Regulation (EU) No 596/2014', the words "Regulation (EU) No 2019/2033' are inserted after the words "Regulation (EU) No 596/2014', and the words "Regulation (EU) No 2019/2033' are inserted after the words "Regulation (EU) No 596/2014', and the words "Regulation The Commission shall support the text of the importer for § 28. The Commission shall support the text of the importer for § 29. The Commission shall support the text of the importer for § 30, and shall everywhere the words The Commission shall support the text of the importer for § 31, with the words "Art." The Commission is empowered to adopt delegated acts in accordance with Article 54 to amend this Regulation in respect of the implementation of Regulation (EU) No 182/2011 of the European Parliament and of the The Commission shall, in principle, support the text of the importer and propose the following version of § 32: ssssssssssssssssssssssssssssssssssssssssssshsssssssssssssssssssssssssssssssssssssssssssssssshsssssssssssssssssssssshsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.sssssssssssssssssssssssssssssssssssssssssssssssssssss In Article 4 (1) (b), point (c) is replaced by the following: 129, para. 1 the following amendments and additions are made: 1. In the text before t. 1 the words "the market or data reporting service provider' shall be replaced by "the market', an approved reporting mechanism or an approved publication mechanism under art. 1, t. The words "and" shall be inserted after the words "and the words "and" shall be inserted after the words "and" shall be inserted after the words "and the words "and" shall be inserted after the words "and" shall be inserted after the words "and the words "and" shall be inserted after the words "and the words "and" shall be inserted after the words "and the words "and" shall be inserted after the words "and the words "and" shall be inserted after the words "and the words 2. In point (a), point (a) is replaced by the following: 1 at the beginning is added 3. point 2 is amended as follows: "2." it concerns the continuous functioning of the investment firm, the regulated market, the approved reporting mechanism or the approved publication mechanism under art. 1, t. 3; "Should I tell you something?" The Commission shall support the text of the importer for § 33. The Commission shall support the text of the importer for § 34. The Commission shall support the text of the importer for § 35. The Commission supports the text of the importer for § 36, i.e. 2 point (d) is replaced by the word (d) is replaced by the words (d) is replaced by the words (d) is replaced by the words (d) is replaced by the words (d) is replaced by the words (d) is replaced by the words (d) is replaced by the words (d) is inserted; (d) is replaced by the
ParlaMint-BG_2022-03-17.u115	Maybe this is where we stop, Mr. Simeonov, just at the end of Title IV. Dear colleagues, I am opening a discussion on the texts read by Kiril Simeonov, namely from the name of the bill to § 36 inclusive. Anyone who wants to make a statement? I can't see. I'm calling off the discussion. Let's move on to the vote. Colleagues, we will vote on the following texts: the name of the draft as an importer supported by the Committee on Budget and Finance; § 1 is an importer; § 2 is an importer; paragraphs 3 and 4 are an importer; paragraphs 5, 6 and 7 are an importer; paragraphs 5, 6 and 7 are an importer; paragraphs 8, 9, 10 and 11 are an importer; § 12 is an importer; § 12 is an importer; paragraphs 14 and 15 are an importer; paragraphs 14 and 15 are an importer; paragraphs 16, 17, 18 and 19 are an importer supported by the Commission; § 20 is an importer; paragraphs 21, 22, 23 are an importer; paragraphs 24 and 25 are an importer; § 26 is an importer; § 27 is an importer; paragraphs 28 and 29 are an importer; paragraphs 30, 31, 32 are an importer; paragraphs 33, 34 and 35 are an importer; and § 36 are an importer; and § 36 is an importer. Please, voting mode. Eva Miteva?
ParlaMint-BG_2022-03-17.u116	Yeah.
ParlaMint-BG_2022-03-17.u117	Lyubomir Karimansky?
