ParlaMint-BG_2022-02-16.u1	Colleagues, please register. Colleagues online are: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u188	Thank you, Mr. Ivanov. With a second line, Mr. Stoilov, come in, and for a third line Mr. Dimitrov.
ParlaMint-BG_2022-02-16.u189	My line is to Mr. Cholakov. These advisory councils are not always chaired by deputy prime ministers. At least to me, it seems much more logical for the Cyber Security Council to be chaired by the Minister of Electronic Governance, it is nevertheless advisory, there the idea is to gather information and is not always at stake to be vice prime minister.
ParlaMint-BG_2022-02-16.u190	Thank you, Mr. Stoilov. Here you are, Mr. Dimitrov, for the third line.
ParlaMint-BG_2022-02-16.u191	Dear Mr. Chairman, honourable Members! Mr. Cholakov, in part I agree with you and I think that Minister Bojanov is not suitable for this post because after examining the Bill at first reading we have raised a very important issue, namely the issue of the cybersecurity of the state. A specific response from Minister Bojanov we did not receive. We heard from him that there are mechanisms for this, but unfortunately, we never understood exactly what these mechanisms were. Will these be private companies to be entrusted with cybersecurity, which we strongly oppose, or will they find a way to provide competitive salaries for cybersecurity experts?! From this tribune, we firmly stated that we would support Mr. Minister if he thought the budget of the Ministry was insufficient and needed its increase in order to ensure our national security. This help has not been requested from us, we have not received a clear answer and therefore we will not support this bill. We believe that the President of this Council must be precise, clear and firm. Thank you.
ParlaMint-BG_2022-02-16.u192	Thank you, Mr. Dimitrov. For the coat, Mr. Cholakov, come in. That was the third line. [[Reply.]] Are you for speaking?
ParlaMint-BG_2022-02-16.u193	Thank you, Mr. Chairman. Indeed, as Mr. Hristo Ivanov said, here the two logics collide, they do not collide, of course, they complement the hierarchical and functional. I just want to say that hierarchic logic is life's logic. Once again, there is no hypothesis in a room for ministers to stand, to enter a deputy prime minister and not to make his front seat. He just has to sit in the front seat. That's order, order of life. As a matter of fact, colleagues, we have since the beginning of the transition, since the beginning of the transition, been experimenting with the administrative structure of the country, and it is science and it is an exact science. I understand that the ruling majority should be left with some subjective judgment and say institutional fantasy, but when a multi-institutional fantasy is manifested, the administration finally breaks down and the administrative processes begin to run harder. By the way, according to the old state structure, if you want, open the old textbooks on administrative law to see that there are ministries and committees, and what we now call horizontal policies, were once general functional committees. This is precisely the policy of e-government, if it were our administrative device as it is ordered, it would be called And that makes sense, by the way. As for the last replicator Mr. Dimitrov, I admit that I am surprised, I did not expect this discussion to turn around, but if there is really an idea that cybersecurity should be entrusted to private companies and if there are really ideas that the information sovereignty of the country will continue to be outsourced, then I think that this country will go towards closure. Thank you.
ParlaMint-BG_2022-02-16.u194	Thank you, Mr. Cholakov. For the procedure Professor Mihailov.
ParlaMint-BG_2022-02-16.u195	Thank you, Mr. Chairman. I had no intention of having an attitude towards this law, but because many ideas have been spoken, I would like to address you: here we are not discussing a law on life order, nor a law on ideas for outsourcing, but we are discussing the Law on e-government, and in this sense I propose that we end the debates for which I have the right, and move on to voting. Thank you. [[Applause from BSP for Bulgaria.]]
ParlaMint-BG_2022-02-16.u196	Thank you, Mr. Mikhailov. For a speech was recorded the colleague from GERB-SDS, so I will give her the opportunity to take the floor and then we will proceed to the voting procedure of Professor Mihailov.
ParlaMint-BG_2022-02-16.u197	Thank you, Mr. Chairman. Dear Minister, dear colleagues! In accordance with art. 9 of the Cyber Security Act it is not only an advisory body, but also a coordinating body on all issues related to cybersecurity. It should also be borne in mind that the Minister of Defence is inside the defence, and there are also issues related to the cybersecurity of defence. In addition, according to para. The President and the President of the National Assembly may be present at the same member of the sitting. I mean, the highest level in the country. Nothing personal to you, Mr. Minister, but it is no coincidence that the Deputy Prime Minister appointed by the Prime Minister to be the Chairman of this Council. It should also be borne in mind that this Council is not subordinate to the Security Council of the Prime Minister and does not report to it. These are two separate equal councils. Thank you.
ParlaMint-BG_2022-02-16.u198	Thank you, Mrs. Trifonova. Are there any lines to Mrs. Trifonova's statement? I can't see. We are going to vote on Professor Mihailov's procedural proposal to end the debate. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u199	Yeah.
ParlaMint-BG_2022-02-16.u200	Rosen Turtle?
ParlaMint-BG_2022-02-16.u201	Yeah.
ParlaMint-BG_2022-02-16.u202	Stefan Shilev? They voted 133 MPs in the House, plus 2 online.. 135 total: 118 in the Chamber and 2 online. 120 in total, against 15 in the House, who abstentioned. The motion is accepted. I'm asking for a re-vote. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u203	Yeah.
ParlaMint-BG_2022-02-16.u204	Rosen Turtle?
ParlaMint-BG_2022-02-16.u205	Yeah.
ParlaMint-BG_2022-02-16.u206	Stefan Shilev? They voted 125 MPs in the House plus 2 online. 127 total: 122 in the Chamber and 2 online. 124 in total, against 2 in the House abstention 1. The motion is accepted. We are calling off the debate on paragraphs 9 to 11. Colleagues, I give half an hour of rest until 12:00, and then we will continue by voting on the texts of paragraphs 9 to 11. [[After the break.]]
ParlaMint-BG_2022-02-16.u207	Colleagues, I'm renewing the session. Please check the quorum in view of the forthcoming voting procedure through the computerised system. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u208	Here.
ParlaMint-BG_2022-02-16.u209	Rosen Turtle?
ParlaMint-BG_2022-02-16.u210	Here.
ParlaMint-BG_2022-02-16.u211	Stefan Shilev? Registered 124 MPs in the hall plus 2 online We have a quorum. We should proceed to voting on the texts of paragraphs 9 to 11, which become paragraphs 12 to 14. We will then vote on the proposal made by MP Mikhail Iliev from GERB-SDS parliamentary group. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u212	Yeah.
ParlaMint-BG_2022-02-16.u213	Rosen Turtle?
ParlaMint-BG_2022-02-16.u214	Yeah.
ParlaMint-BG_2022-02-16.u215	Stefan Shilev? They voted 103 MPs in the House plus 2 online. 105 total: 97 in the Chamber and 2 online.. 99 in total, against 6, no abstentions. Colleagues, we obviously don't have a quorum. Mr. Gurov, please come in for a procedure.
ParlaMint-BG_2022-02-16.u216	Thank you, Mr. Chairman. On behalf of the parliamentary group, I'd like a 15-minute recess. [[Noise and lines.]]
ParlaMint-BG_2022-02-16.u217	Dear colleagues, I'll give you 15 minutes off. [[Noise and lines.]] 15 minutes rest at the request of the parliamentary group [[After the break.]]
ParlaMint-BG_2022-02-16.u218	I'm resuming the hearing. Please check the quorum through the computerised system with a view to the forthcoming revoting. Colleagues online: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u219	Here.
ParlaMint-BG_2022-02-16.u220	Rosen Turtle?
ParlaMint-BG_2022-02-16.u221	Here.
ParlaMint-BG_2022-02-16.u222	Stefan Shilev? Registered in the hall 137 MPs plus 2 online There's a quorum. We are moving on to a re-voting of the texts, which becomes § 12, § 10, which becomes § 13, and § 11, which becomes § 14, as they are by importer. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u223	Yeah.
ParlaMint-BG_2022-02-16.u224	Rosen Turtle?
ParlaMint-BG_2022-02-16.u225	Yeah.
ParlaMint-BG_2022-02-16.u226	Vote in this House 134 MPs and 2 online " 136" total: 129 and 2 online " 131" total, against 5, no abstentions. The motion is accepted. We are voting on Mr. Mikhail Iliev's proposal from the parliamentary group of GERB-SDS for dropping the item. 1 in § 1, that is to say, no amendment to the text of the Law. Colleagues online: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u227	That's against it.
ParlaMint-BG_2022-02-16.u228	Rosen Turtle?
ParlaMint-BG_2022-02-16.u229	That's against it.
ParlaMint-BG_2022-02-16.u230	Vote in this House 155 MPs and 2 online " 156" total: 29, against 105 and 2 online " 107" total abstentions 21. The offer is not accepted.
ParlaMint-BG_2022-02-16.u231	It's a re-vote.
ParlaMint-BG_2022-02-16.u232	Procedure for revoting at the request of the parliamentary group of GERB-SDS. Colleagues online: Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u233	That's against it.
ParlaMint-BG_2022-02-16.u234	Rosen Turtle?
ParlaMint-BG_2022-02-16.u235	That's against it.
ParlaMint-BG_2022-02-16.u236	Vote in this House 154 MPs and 2 online " 156" total: 30, against 107 and 2 online "109" total, abstentioned 17. The offer is not accepted. Mr. Simeonov, come in, paragraph 12.
ParlaMint-BG_2022-02-16.u237	Under § 12, there is a proposal from the National Representative Kiril Simeonov, made in accordance with Article 12. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 12, which shall become § 15: ...... 15.................................................... In the Law on Access to Public Information (prom., SG No. ...) the following amendments shall be made: 1. In Article 4 (1) (b), point (c) is replaced by the following: 156, para. 3 the words the Chairman of the State Agency "E-Management" shall be replaced by the Minister of Electronic Governance. 2. In Article 4 (1) (b), point (c) (a) in para. 1 the words "the Chairman of the State Agency' shall be replaced by "the Minister of Electronic Governance'; (b) in para. 2, p. 4 the words the Chairman of the State Agency "E-Management" shall be replaced by the Minister of Electronic Governance. 3. Everywhere in the Law, the words "the State Agency" are replaced by "the Department of Electronic Governance." Under § 13 there is a proposal from the National Representative Kiril Simeonov, made in accordance with Article 13. 79, para. 6, p. 2 of the Rules of Procedure of the National Assembly. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 13, which shall become § 16: ......... 16........................................... In the Law on Access to Space Data (prom., SG No. ...) the following amendments shall be made: 1. In Article 4 (1) (b), point (c) (a) in the text before t. 1 the words "the Chairman of the State Agency' are replaced by "the Minister of Electronic Governance'; (b) point 1 is repealed. 2. Everywhere in the Law, the words the Chairman of the State Agency........................................................................................................................................................................................................................................................ Under Paragraph 14, there is a proposal from the MP Kiril Simeonov, made in accordance with Article 14. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 14, which shall become § 17: Seventeen. The Law on Electronic Communications shall make the following amendments and additions: 1. In Article 4 (1) (b), point (c) (a) in para. 1 the words "the Transport, Information Technology and Communications Department' shall be replaced by "the Transport and Communications Department'; (b) in para. 2 the words "the Minister of Transport, Information Technology and Communications" shall be replaced by "the Minister of Transport and Communications" and the words "the Ministry of Transport, Information Technology and Communications" shall be replaced by "the Minister of Transport and Communications" and the words "the Ministry of Transport, Information Technology and Communications" shall be replaced by "the Ministry of Transport and Communications." (c) in para. 4 the words............................................................................................................................................................................................................................................................. 2. In Chapter 3, the name of Section III is hereby amended as follows: 3. In Article 4 (1) (b), point (c) is replaced by the following: 15 the words "The Minister of Transport, Information Technology and Communications" shall be replaced by "the Minister of Transport and Communications" and the words "the Ministry of Information Society" shall be deleted. 4. In Article 4 (1) (b), point (c) (a) in the text before t. 1 the words "the Minister of Transport, Information Technology and Communications" shall be replaced by "the Minister of Transport and Communications"; (b) c. 1 words in the field of information society shall be deleted; (c) c. 4 the words "and the information society" shall be deleted; (d) c. 5 words and the information society shall be deleted; (e) c. 6 the words "the management of electronic communications and the information society' shall be replaced by "the messages'; (f) c. 8 the words and the information society shall be deleted; (g) c. 11 at the beginning is added to the actualised and comma, and the words "information society" and "information society" are deleted; (h) c. 12 words and the information society shall be deleted. 5. In Article 4 (1) (b), point (c) is replaced by the following: 17, para. 1, in the text before t. 1 words "The Head of the State Agency "E-Management" shall be replaced by "The Minister of Electronic Governance." 6. In Article 4 (1) (b), point (c) is replaced by the following: 19th para. 1 the words "the Transport, Information Technology and Communications Department" shall be replaced by "the Transport and Communications Department and the Ministry of Electronic Governance." 7. In Article 4 (1) (b), point (c) is replaced by the following: 40, para. 5 the words "the Transport, Information Technology and Communications Department" shall be replaced by "the Transport and Communications Department," the Ministry of Electronic Governance. 8. In Article 4 (1) (b), point (c) is replaced by the following: 51, para. 2 the words "the Transport, Information Technology and Communications Department" shall be replaced by "the Transport and Communications Department and the Ministry of Electronic Governance." 9. In Article 4 (1) (b), point (c) is replaced by the following: 182, para. 5 the words "the Minister of Transport, Information Technology and Communications" shall be replaced by "the Minister of Transport and Communications and the Minister of Electronic Governance." 10. In Article 4 (1) (b), point (c) is replaced by the following: 244a, para. 3 after the words the Ministry of Defence and the words the Department of Electronic Governance and the words the Department of Electronic Governance are deleted. 11. In Article 4 (1) (b), point (c) is replaced by the following: 300, para. 2 the words the Chairman of the State Agency "E-Management" shall be replaced by the Minister of Electronic Governance. 12. In Article 4 (1) (b), point (c) is replaced by the following: 303, para. 1 words The Chairman of the State Agency "E-Management" shall be replaced by the Minister of e-Management and shall be replaced by the Minister of E-Management.
ParlaMint-BG_2022-02-16.u238	I open the discussion on paragraphs 12 to 14, which, following the Commission's proposals, will become paragraphs 15 to 17. Is there anyone who wants to make a statement? I won't. I'm calling off the discussion. We are voting for paragraphs 12 to 14 in the version supported by the Commission, which becomes paragraphs 15 to 17. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u239	Yeah.
ParlaMint-BG_2022-02-16.u240	Rosen Turtle?
ParlaMint-BG_2022-02-16.u241	Yeah.
ParlaMint-BG_2022-02-16.u242	Stefan Shilev? They voted in this House 133 MPs and 2 online.. 135 total: 125 and 2 online.................................................................................................................................................................................................................................................... The motion is accepted.
ParlaMint-BG_2022-02-16.u243	The Commission shall support the text of the importer for § 15, which shall become § 18. Under § 16 there is a proposal from the National Representative Kiril Simeonov, made in accordance with Article 16. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 16, which shall become § 19: "Seriously, I'm In the Law on Electronic Identification (prom., SG No. ...) the following amendments shall be made: 1. In Article 4 (1) (b), point (c) is replaced by the following: 4, para. 5 the words the Chairman of the State Agency "E-Management" shall be replaced by the Minister of Electronic Governance. 2. In Article 4 (1) (b), point (c) is replaced by the following: 9, para. 1 sentence first the words 3. In Article 4 (1) (b), point (c) is replaced by the following: 18 words are replaced by the Minister of Electronic Governance. 4. In Article 4 (1) (b), point (c) is replaced by the following: 42 words the Chairman of the State Agency "E-Management" shall be replaced by the Minister of e-Management. Under Paragraph 17, there is a proposal from the MP Kiril Simeonov, made in accordance with Article 17. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 17, which shall become § 20: .................................................................................. In the Law for direct participation of citizens in state power and local self-government (prom., SG No. ...) the following amendments shall be made: 1. In Article 4 (1) (b), point (c) is replaced by the following: 1, para. 2 the words "Regulation (EU) No 211/2011 of the European Parliament and of the Council of 16 February 2011 on the citizens' initiative (OJ L 65/1 of 11 March 2011) , hereinafter referred to as the "Regulation (EU) No 21' are replaced by the "Regulation (EU) 2019/788 of the European Parliament and of the Council of 17 April 2019 on the European Citizens' Initiative (OB, L 130/55 of 17 May 2019. , hereinafter referred to as "Regulation (EU) 2019/788'. 2. In Article 4 (1) (b), point (c) is replaced by the following: 3, para. 1, t. 3 words.............................................................................. 2, p. 1 of Regulation (EU) No 21 3. In Article 4 (1) (b), point (c) is (a) in para. 1 the words "Regulation (EU) No 21" shall be replaced by "Regulation (EU) 2019/788"; (b) in para. 3 the words "the Chairman of the State Agency' shall be replaced by "the Minister of Electronic Governance' and the words "Regulation (EU) No 21" shall be replaced by "the Regulation (EU) 2019/788'; (c) in para. 4 the words "the Chairman of the State Agency' shall be replaced by "the Minister of Electronic Governance' and the words "Regulation (EU) No 21" shall be replaced by "Regulation (EU) 2019/788'; (d) in para. 8 the words "the Minister of Transport, Information Technology and Communications" shall be replaced by "the Minister of Electronic Governance" and the words "Regulation (EU) No 21" shall be replaced by "the Regulation (EU) 2019/788"; (e) in para. 9 words.............................................................................. The Annex to Implementing Regulation (EU) No 540/2011 is replaced by the text set out in the Annex to Implementing Regulation (EU) No 540/2011. The Commission shall support the text of the importer for § 18 which shall become § 21. The Commission shall support the text of the importer § 19, which shall become § 22.
ParlaMint-BG_2022-02-16.u244	I shall open the discussion under paragraphs 15 to 19, or by numbering after the examination of the Commission under paragraphs 18 to 22. Is there anyone who wants to make a statement? I won't. I'm calling off the discussion. We are voting paragraphs 15 to 19 by importer, and following the proposals of the leading Commission, paragraphs 18 to 22 include. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u245	Yeah.
ParlaMint-BG_2022-02-16.u246	Rosen Turtle?
ParlaMint-BG_2022-02-16.u247	Yeah.
ParlaMint-BG_2022-02-16.u248	Stefan Shilev? Vote in this House 140 MPs and 2 online " 142" total: 125 and 2 online The motion is accepted.
ParlaMint-BG_2022-02-16.u249	Under § 20, there is a proposal from the National Representative Kiril Simeonov, made in accordance with Article 20. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 20, which shall become § 23: ..................................................... In the Law on the Judiciary (prom., SG No. ...) the following amendments shall be made: 1. In Article 4 (1) (b), point (c) is replaced by the following: 360b, para. 1 the words the Chairman of the State Agency "E-Management" shall be replaced by the Minister of Electronic Governance. 2. In Article 4 (1) (b), point (c) is replaced by the following: 360e, para. 1, in the text before t. 1 the words the Chairman of the State Agency "E-Management" shall be replaced by the Minister of e-Management. Under § 21, there is a proposal from the National Representative Kiril Simeonov, made in accordance with Article 21. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 21, which shall become § 24: .................................................................................. In the Law on Defence and Armed Forces of the Republic of Bulgaria (prom., SG No. ...) in art. 40, para. 2, in the text before t. 1 words "The Head of the State Agency "E-Management" shall be replaced by "The Minister of Electronic Governance." The Commission shall support the text of the importer for § 22 which shall become § 25. Under § 23, there is a proposal from the National Representative Kiril Simeonov, made in accordance with Article 23. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 23, which shall become § 26: sssssssssssssssssssssssssssssssssssshssssssssssssssssssssssssssssssssssssssssssssssssssssssshssssssssssssssssshsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss.ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss In the Law on Electronic Communications Networks and Physical Infrastructure (prom., SG No. 21 of 2018 and No. 20 from 2021) the following amendments shall be made: 1. In Article 4 (1) (b), point (c) is replaced by the following: 57, para. The Minister of Transport, Information Technology and Communications and the Minister of Regional Development and Public Works shall be replaced by the Minister of Transport and Communications and by the Minister of Regional Development and Public Works, in agreement with the Minister of Electronic Governance. 2. In Article 4 (1) (b), point (c) is replaced by the following: 89, para. 1 the words the Minister of Transport, Information Technology and Communications shall be replaced by the Minister of Transport and Communications. 3. All over the Law, the words "the Minister of Transport, Information Technology and Communications" are replaced by "the Minister of Transport and Communications." Under § 24, there is a proposal from the National Representative Kiril Simeonov, made in accordance with Article 24. 79, para. 6, p. Two of the subs. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 24, which shall become § 27: "The Bible says: In the Law on Geodesy and Cartography (prom., SG No. ...) in art. 8, para. 3 the words "Deputy Minister for Transport, Information Technology and Communications" shall be replaced by "Deputy Minister for Transport and Communications," Deputy Minister for Electronic Governance. An offer came from the MP, Stoil Stoilov. The Commission supports the proposal in principle. The Commission proposes to establish § 28: ....... 28........................................... 28 In the Law on the Management and Operation of the National Security Protection System (prom., SG No. ...) in art. 8, para. 3 is created t. 4a: 4a. Minister of Electronic Governance; § 25. The law shall enter into force from the day of its promulgation in the Official Journal. The Commission shall support the text of the importer for § 25, which shall become § 29.
ParlaMint-BG_2022-02-16.u250	Thank you, Mr. Simeonov. I am opening a discussion on paragraphs on importer from 20 to 25, and according to the Committee's report are from 23 to 29 inclusive. Anyone who wants to make a statement? I won't. I'm calling off the discussion and we're going to vote. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u251	Yeah.
ParlaMint-BG_2022-02-16.u252	Rosen Turtle?
ParlaMint-BG_2022-02-16.u253	Yeah.
ParlaMint-BG_2022-02-16.u254	Stefan Shilev? I'm calling off the vote. They voted 133 MPs in the House and 2 online. 135 total, 125 in the Chamber and 2 online................................................................................................................................................................................................................................................... The proposal is adopted by which the Draft Amendment and Supplement to the Law on Electronic Governance is adopted in a second vote. Thank you very much, Minister. Moving on to the next item on the agenda: SECOND MAINTENANCE OF THE COLLECTION OF THE COLLECTION AND COMPLIANCE OF THE LAW FOR THE WORK OF THE COLLECTION-INVESTIVES AND OTHER COLLECTION-INVESTATIONS. Importer is the Council of Ministers on 3 December 2021. Adopted in first vote on 12 January 2022. There has been a report from the leading Committee on Economic Policy and Innovation on the second vote on the bill. Here you go, Mr. Dimitrov.
ParlaMint-BG_2022-02-16.u255	Dear Mr. Chairman, first of all, admission procedure. On the basis of art. 43, para. 2 of the Rules of Procedure of the National Assembly to be admitted to the Chamber by the Ministry of Finance Ivaylo Yaydzhiev By the Financial Supervision Commission s Maria Filipova, Vice-President of the Board of Directors of the Investment Activity and Milen Milev, Head of the Department of Normal activity and methodology.
ParlaMint-BG_2022-02-16.u256	Thank you, Mr. Dimitrov. Please proceed to the vote of admission of the four persons referred to by Martin Dimitrov. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u257	Yeah.
ParlaMint-BG_2022-02-16.u258	Rosen Turtle?
ParlaMint-BG_2022-02-16.u259	Yeah.
ParlaMint-BG_2022-02-16.u260	Stefan Shilev? I'm calling off the vote. They voted 128 Members of Parliament in the Chamber and 2 online. 130 total, 128 in the Chamber and 2 online. 130 total, no opposition and no abstentions. Please invite the Quaestors to the hall.
ParlaMint-BG_2022-02-16.u261	Report on the Draft Law amending and supplementing the Law on the Activities of collective investment schemes and other collective investment undertakings, No 47-102-01-4, submitted by the Council of Ministers on 3 December 2021, adopted on the first vote on 12 January 2022. The Act for amendment and supplement of the Law on the Activities of collective investment schemes and other undertakings for collective investment (promise, SG No. ...)??...................................................................... The Commission supports the text of the importer on the name of the Law. Proposal by the MP Desislava Trifonova and a group of MPs: I'm going to get it. The Commission does not support the proposal. The Commission shall support the text of the importer for § 1. The Commission proposes to create a new § 2: ..................................................... In Article 4 (1) (b), point (c) is replaced by the following: 21, para. 1 words "al." 1, 3 and 5 and shall be replaced The Commission shall support the text of the importer for § 2 which shall become § 3. The Commission shall support the text of the importer for § 3, which shall become § 4. The Commission shall support the text of the importer for § 4, which shall become § 5. The Commission shall support the text of the importer for § 5, which shall become § 6. The Commission shall support the text of the importer for § 6, which shall become § 7. The Commission shall support the text of the importer for § 7, which shall become § 8. The Commission shall support the text of the importer for § 8, which shall become § 9. The Commission shall support the text of the importer for § 9, which shall become § 10, and shall be replaced everywhere by a first sentence.
ParlaMint-BG_2022-02-16.u262	I am opening a discussion on the name of the Bill and under paragraphs 1 to 9 including those by importer, and on the Commission's report are from 1 to 10 inclusive. Is there anyone who wants to make a statement? I can't see. I'm calling off the discussion. First of all, we will vote on the proposal of the MP Desislava Trifonova and a group of MPs for dropping out of art. 3a, which proposal is not supported by the Committee on Economic Policy and Innovation. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u263	That's against it.
ParlaMint-BG_2022-02-16.u264	Rosen Turtle?
ParlaMint-BG_2022-02-16.u265	That's against it.
ParlaMint-BG_2022-02-16.u266	And Stefan Shilev? I'm calling off the vote. They voted 137 MPs in the Chamber and 2 online..in total 139, for 18 in the Chamber, against 10 in the Chamber and 2 online................................................................................ 9.............................................................................................................................................................. The offer is not accepted. We are going to vote on the name of the bill and paragraphs 1 to 9 according to the importer's numbering and on the Commission's report are from 1 to 10. Alexandra Milcheva?
ParlaMint-BG_2022-02-16.u267	Yeah.
ParlaMint-BG_2022-02-16.u268	Rosen Turtle?
ParlaMint-BG_2022-02-16.u269	Yeah.
ParlaMint-BG_2022-02-16.u270	And Stefan Shilev? I'm calling off the vote. They voted 123 MPs in the Chamber and 2 online "125" for 118 in the Chamber and 2 online "120" for a total of 4, abstention 1. The motion is accepted.
ParlaMint-BG_2022-02-16.u271	The Commission shall support the text of the importer for § 10, which shall become § 11. The Commission shall support the text of the importer and propose the following version of § 11, which shall become § 12: ................................................................................... In Article 4 (1) (b), point (c) is replaced by the following: 128 the following amendments and additions are made: 1. A new para is being created. 4. The notification letter shall contain the address as well as the other information necessary for the issue of an invoice or for the communication of the applicable supervisory fees to the Commission, as well as information on the measures under art. 130, para. OJ L 347, 20.12.2013, p. 2. So far, the Al. 4 becomes para. 5 and in it the words are said. 2 and 3 and 3 shall be replaced by......................................................................................................... 2. s 3. Previously on AMC's... 5 and 6 become respectively. 6 and 7. The Commission shall support the text of the importer for § 12, which shall become § 13. The Commission shall support the text of the importer for § 13, which shall become § 14, as in art. 130, para. 1, t. 3 the words "in' shall be replaced by "in'. The Commission shall support the text of the importer for § 14, which shall become § 15, in the text prior to Article 14. 135a the words "Section I of Chapter 13' are replaced by "Chapter 13', Section I. The Commission shall support the text of the importer for § 15, which shall become § 16, i.e. 1 is amended as follows: "1." A new para is being created. 3: The notification letter shall contain the address as well as the other information necessary for the issue of an invoice or for the communication of the applicable regulatory fees to the competent authority of the host Member State, as well as information on the measures under art. 130, para. OJ L 347, 20.12.2013, p. The Commission shall, in principle, support the text of the importer and propose the following version of § 16, which shall become § 17: Seventeen. Article 3 is replaced by the following: 138a: Art. 138a. A collective investment scheme for which the Republic of Bulgaria is a Member State of origin and which offers its shares in the territory of another Member State shall apply the measures under art. 130 against investors on the territory of the host Member State. Information, procedures and documents under art. 130 shall be provided in a language provided for in the national law of the host Member State concerned. Under § 17 there is a proposal from the National Representative Martin Dimitrov, made in accordance with the order of art. 79, para. 6, p. 2 of the Rules of Procedure of the National Assembly. The Commission supports the proposal. The Commission shall, in principle, support the text of the importer and propose the following version of § 17, which shall become § 18: .............................................................................. In Chapter XIII, Section II is created art. 140a and 140b: Art. 140a. (1) A collective investment scheme originating in the Republic of Bulgaria which offers its shares in the territory of another Member State may withdraw the notification of their offer, including, where applicable, withdraw the notification of the offering of the relevant classes of shares notified under art. Paragraph 136. 1 if the following conditions are met: 1. a common call for redemption of all shares, which is exempt from fees or deductions, which has been made public within at least 30 working days and which has been made, directly or through financial intermediaries, personally to all investors in the territory of the Member State concerned for which the notification of the offer is withdrawn, the identity of which is known; 2. the intention to terminate the marketing of shares in the territory of the Member State concerned has been made public by means of publicly available means which are normally used in the marketing of shares of collective investment schemes, including by electronic means; 3. all contracts with financial intermediaries or with third parties entrusted with functions shall be amended or terminated as from the date of withdrawal of the notification of supply in order to prevent a new or subsequent, direct or indirect offer or sale of the shares specified in the notification under art. 140b. (2) The information referred to in para. 1, t. 1 and 2 shall be submitted to investors in either the official or one of the official languages of the host Member State or in a language approved by the competent authorities of that State and clearly describe the consequences for investors if they do not accept the offer of redemption of their shares. (3) The collective investment scheme originating in the Republic of Bulgaria shall terminate any new or subsequent, direct or indirect, offering or selling of its shares for which the marketing notification has been withdrawn as from the date of its withdrawal. (4) The collective investment scheme originating in the Republic of Bulgaria, which ceases to offer its shares in the territory of another Member State, shall continue to provide investors and the competent authority of the host Member State with the information required under Chapter 7 and Article 7. 137. (5) In the cases under para. 4 the collective investment scheme originating in the Republic of Bulgaria may use any electronic or other means of communication at a distance, provided that such funds are available to investors in the official or one of the official languages of the host Member State or in a language approved by the competent authorities of that State. Art. 140b. (1) A collective investment scheme originating in the Republic of Bulgaria, which withdraws the notification of its shares in the territory of another Member State, shall notify the Commission with the information referred to in art. 140a, para. 1. (2) The Commission shall verify that the notification under para. 1 shall be complete within 10 working days of receipt. In the event of deficiencies identified in the notification, the Commission shall send a communication to the collective investment scheme. (3) Within 15 working days of the date of receipt of all information relating to the notification under para. 1 The Commission shall transmit the notification to the competent authority of the host Member State and to ESMA, informing the collective investment scheme thereof. (4) The Commission shall send to the competent authority of the host Member State information on any changes to the documents referred to in art. 136. The Commission shall support the text of the importer for § 18, which shall be § 19. The Commission shall support the text of the importer for § 19, which shall be § 20.
