ParlaMint-NL_2017-01-31-tweedekamer-23.u1	I would like to welcome the Minister for Economic Affairs.
ParlaMint-NL_2017-01-31-tweedekamer-23.u29	Mr. Chairman. The temporary committee Breed welfare concept arose from the idea that there is more important than just the economy. The VVD Group wholeheartedly agrees with that thought. What good is a country where things are going well economically, but things such as safety, health, care and freedom are not in order? Personally, that's the same. My health is worth more to me than the balance of my bank account. My personal experience of prosperity also contributes if I can put a nice piece of meat on the barbecue in the summer. There are things that are worth a lot more to me, like the future of my children. Are they in a good school? Can they be safe across the street? Can they later enjoy our freedoms that we as the Netherlands have worked so hard on? The premise that prosperity is more than economy is not a discussion. Then we come to a technical discussion. How exactly are you going to measure that? For me as an economist, this is an interesting issue, but not everyone is equally excited about it. When I talk to my friends about it, they say: there are all kinds of lists, why don't you use them? I'm gonna have to agree with them. Thanks to solid agencies such as the Central Bureau of Statistics and the Planning Offices, there are many good data available, including on the broad prosperity. This is also supported by the Welvaart report in map. This wide availability of data raises the question of whether the focus of the report is correct. The report presents structural solutions such as the development of a new instrument and a special debate. But should we no longer focus on a cultural solution, the mentality to involve available objective data in the debate? We must do this not only in the context of the debate on accountability but in every debate in the Chamber. In addition, you don't have to wait for a developed dashboard with a limited set of indicators. You can already use the many available data, even outside the macro-economic field. It is not only in the debate that measurable objective data are important, but also in policy proposals and budgets. Our colleague Duisenberg insists on that. It is therefore good news that the Compatibility Act has recently been amended and, in addition to legality, it also looks at effectiveness and efficiency. It is important that we in the Chamber ask for effectiveness and efficiency to be part of our DNA. I also notice this in many of my colleagues' calls: look at the facts and look at the effects. As a new Member of Parliament, I must also point out that we do not always do that. That's how I was in a debate on an initiative law last week. To a question from the CDA how many children were actually helped with it, an initiator's answer was that this could not be properly estimated. On the VVD side, after a quick calculation that it would cost hundreds of millions to implement the law, it was asked if there could be a proper cost analysis. But no, that wasn't necessary. We obviously do not want such dates to be included in the debate. It is mainly about the mentality that we always use the available dates, on every subject and on every legislative proposal or budget. The fact that I prefer to focus on the right mentality does not alter the report at all. It's a really good report. I think it's nice that it describes relatively briefly a very complex matter. I would like to join with all the compliments that have already been given to Mr Grashoff, his colleagues and, above all, the staff. I'll go into the report and the letter of inquiry. The report and the Minister's letter rightly emphasise the importance of international comparability.
ParlaMint-NL_2017-01-31-tweedekamer-23.u30	You're going to zoom in now, but Mrs Voortman has another question about the general introductory story.
ParlaMint-NL_2017-01-31-tweedekamer-23.u31	I can sympathise strongly with Mr Geselschap when he points out that we often have bad habits and that we are not interested in the facts at all. No Member of Parliament can say that he or she is absolutely sin-free in that regard. We see that the culture is not good. Then it can help that there are instruments that force us to break those habits. I see the report and the response of the Minister who adopts the recommendations as a way of changing culture. These are instruments such as the policy evaluation and the rapporteurship. That is actually very much in line with what Mr Duisenberg says by Mr Geselschap. Doesn't Mr Geselschap agree that you need these instruments to force us out of that bad culture?
ParlaMint-NL_2017-01-31-tweedekamer-23.u32	Instruments can help with cultural change. I also called the author of the Rabobank report and spoke to him extensively. The sentence came back: we are actually doing this in order to change culture. I wholeheartedly agree with him. But take something like dirt on the street. You can use an instrument like more garbage cans, but is that really going to make a difference? You can also put up posters with the text: "Throwing dirt on the street? Not normal!" This gives you a bit of the culture that you don't, because that trash can alone doesn't mean that people actually throw their dirt in it. An instrument can be helpful, I admit that, but that culture is important to me. Mrs Voortman rightly says that this applies to all Members of Parliament. The same will apply to me and my direct colleagues in the group.
ParlaMint-NL_2017-01-31-tweedekamer-23.u33	I think we can then agree that these instruments can help to force us into this better culture.
ParlaMint-NL_2017-01-31-tweedekamer-23.u34	Yes, but let us not wait for those instruments to come and be fully developed. Let us make use of all the data available.
ParlaMint-NL_2017-01-31-tweedekamer-23.u35	We have seen in the last financial and economic crisis that economists and other economists were mistaken in their predictions of how the economy is developing. Does Mr Geselschap agree with me that we should focus on indicators other than those which bear witness to the rather limited view of economic science in particular on the development of our prosperity and the economy in the Netherlands?
ParlaMint-NL_2017-01-31-tweedekamer-23.u36	There is absolutely more than economics, but it is absolutely necessary to maintain gross domestic product, even if it is not sufficiently usable as an indicator of broad prosperity. It says something about the size of the economy. It has a predictive value for employment and tax revenues, which are again needed to finance things that Mrs Thieme personally considers important for her broad concept of prosperity, such as animal welfare and windmills. Without good gross domestic product, we have very little to send.
ParlaMint-NL_2017-01-31-tweedekamer-23.u37	Certainly, gross domestic product may be part of a dashboard of indicators but it is very limited. I believe the VVD just recognized that as well. Only it is still used as a leading indicator in government policy. Does Mr Geselschap not agree that we really need to get rid of GDP as a leading indicator and that it can only be part of other indicators?
ParlaMint-NL_2017-01-31-tweedekamer-23.u38	It is certainly an indicator among others, but for the VVD it is a very important indicator. Mrs Thieme makes him a little subordinate, but for us economic growth remains an important prerequisite for all kinds of other things that you want to achieve in a very pleasant society. I think that the popular wisdom that does not make money happy but helps, also applies to this.
ParlaMint-NL_2017-01-31-tweedekamer-23.u39	Mr. Fellowship continues.
ParlaMint-NL_2017-01-31-tweedekamer-23.u40	I was talking about international comparability, which I believe is rightly emphasised in the report and in the letter from the ministers. The lists I mentioned earlier are not so popular for nothing. It shows how you score against other countries. Is the Netherlands second or can we also become first? Then I prefer our Prime Minister, who likes to put the Netherlands on one level. It is also clear from the report that many international efforts have already been made to achieve a broad concept of prosperity and that international clarity is needed. Many of these attempts have died in beauty or are far from finished. It is therefore a very sensible opinion in the report to build on the most promising international initiative and not to reinvent the wheel. At the same time, it's...
ParlaMint-NL_2017-01-31-tweedekamer-23.u41	For a moment, I was referring to something that Mr. Fellowship said...
ParlaMint-NL_2017-01-31-tweedekamer-23.u42	I thought you'd already left, but you're still here.
ParlaMint-NL_2017-01-31-tweedekamer-23.u43	I'm still here. I thought I'd wait until the last speaker of the Chamber arrived. Mr Geselschap just said that there is no international clarity. He then continued with other international indicators. According to the VVD, should you only do this if there is total international clarity? Or could it also be very useful to look at how to get a picture in the Netherlands on the basis of the OECD index? Why is this international clarity for the VVD so important for mapping a broad concept of prosperity here in the Netherlands?
ParlaMint-NL_2017-01-31-tweedekamer-23.u44	We do not want to wait until there is absolute international clarity, because then you can wait until midnight. Mrs Van Veldhoven will therefore hear that we are embracing the Minister's letter. International comparability is important. If Dafne Schippers doesn't know what the world record is on the 200 meters, she doesn't know if she's training good or bad either. It's kind of nice to know how you work with others. Our road safety is quite in order in relation to other countries. You find where the differences are, because then you can improve your policy on those points. International comparability contributes a great deal. Then it's nice if we use exactly the same unique methods to measure, otherwise you compare apples with pears.
ParlaMint-NL_2017-01-31-tweedekamer-23.u45	That's true. It contributes to the usefulness of the indicators if you can compare them. Then it must indeed be equal and unambiguous, because otherwise you do not know whether you are adjusting your policy properly. The VVD seemed to be heading in the direction that we should wait until there is complete clarity. I think that we will lose a great deal of time in which we can already get a picture of the development in the Netherlands. When I see my hard times improving, I benchmark myself and see that there is progress. This is useful in addition to the importance of the international comparison endorsed by D66.
ParlaMint-NL_2017-01-31-tweedekamer-23.u46	Benchmarking to yourself and in time, of course, something says about whether it's better, whether it's going the right way, but it doesn't say anything about the space that's left to take profit. Perhaps you are trying to stop a lot of energy from reaching that last 1% to 2% and we can better focus our resources on another, also important, goal. I think there is no difference of opinion on this. Mr Grashoff and his colleagues joined in promising international initiatives. It is a pity, however, that you are stuck with the themes and indicators of these initiatives, while you might want to add something to them yourself. Mr Verhoeven wanted to add the theme of innovation. I wholeheartedly agree that it deserves a place on the dashboard. I myself miss the theme of freedom. What good is a country where you can't say what you want or not have the freedom to be openly gay? I wouldn't want to live there, no matter how rich that country is. It's too bad you won't be able to get rid of all the themes. I share the report's conclusion that gross domestic product is not sufficiently useful for broad prosperity, but I also share the conclusion that GDP is a robust indicator and the best available alternative to determining prosperity, while at the same time being very comparable internationally. I am glad that we have this indicator, because it says something about the size of the economy and employment, but it also affects tax revenues that allow us to do a lot of useful and beautiful things. So GDP remains absolutely important in addition to each dashboard or monitor. Finally, I come to the letter of the Chamber. It is good to hear through the Minister that the CBS is willing and able to meet the wishes of the Chamber. We can be proud in the Netherlands of the quality of the CBS and the planning agencies. I'm sure a good product will come out of that. The CBS underlines in the letter of the Parliament that progress towards a monitor of broad prosperity is a growth model. I wholeheartedly endorse that. Especially in view of the international dynamics discussed, it seems to me the right approach to choose a growth model. In the letter of the Chamber, the cabinet also asks to be able to evaluate the annual frequency after three years. Unlike D66's colleague, I do not think it is too early to evaluate anything for three years. That is why it seems very sensible to me to do so. Given the quality of the CBS, I think we should be careful not to micromanage, for example in the field of visualization of the dashboard. Leave that to the experts. Let's not just investigate and talk about how to do it, but let's just do it again.
ParlaMint-NL_2017-01-31-tweedekamer-23.u47	This brings us to the end of the first term of office. I have found that the Minister can reply immediately.
ParlaMint-NL_2017-01-31-tweedekamer-23.u48	Mr. Chairman. As some spokesmen have done, I would first like to say that it is very good that the House has taken this issue up. The Chamber did so by means of a committee in which a number of political groups were represented, led by Mr Grashoff. In addition to the thanks already expressed by the spokesmen to the committee and its chairman, Mr Grashoff, it would be very sensible if I also expressed that thanks on behalf of the cabinet. The cabinet appreciates the work done. It has become a clear report with well-founded recommendations. The cabinet agrees with both the analysis and the recommendations. That is why I have already expressed my appreciation for the report in my written response. I would like to do that again and confirm that the cabinet will gladly implement the recommendations of the report because it thinks these are improvements. The committee has looked at what was currently going on with the gross domestic product as an indicator widely used and at the possibilities of putting it in a broader context. Mrs Van Veldhoven, who has since left the Chamber, said it very nicely: gross domestic product is placed in a wider range of indicators. That's exactly how it is. Gross domestic product remains important as an indicator because it is a robust indicator used in the Netherlands, but also internationally, using the same numerical approaches over and over again to achieve that gross domestic product. International agreements have been made on this. This means that it is very similar between countries. There is also a lot of up-to-date data available. As a result, you can compare it not only with other countries, but also with the past. In addition, the economic theory and models that have been developed make it possible to calculate the impact of many policies on gross domestic product. It's useful to hold on to that. That's not all. Apart from gross domestic product, there are a lot of other things that are also important and which cannot be translated directly economically, but which are equally or perhaps even more important in parts. Moreover, it's about the effect of what you do in the light of the future. Furthermore, it's about the effect of what you do on other parts of the world. If you get something done in a part of the world, but that has negative effects in other parts of the world, it is at least necessary to be able to face it. None of this can be done with gross domestic product. It has therefore been said that a broader concept of prosperity should be considered. Purely theoretical, you could use the term "wealth." After all, the concept of prosperity in itself is useful. All that provides for the satisfaction of people, insofar as scarce resources are used, is prosperity. You could use that. However, in order to make it clear that it is more than just the financial and economic dimension, it is not wrong at all to add the concept of a "broader" to that, as the committee has done and the cabinet takes over. As far as the cabinet is concerned, we are now discussing the broad concept of prosperity. The committee has indicated how you should do that. There are two schools. One school does what the committee does. The committee says you need a wide range of indicators. The other school is that of Utrecht University and Rabobank, which is involved. It says you have to process it in one indicator as much as possible. I agree with the committee. The committee says that if you have a wide range of indicators, it is possible for the different political groups to make their own assessment. A group can then indicate: this indicator indicates that, but we think that the other indicator is more important; and on the basis of the indicators that we consider important, we come to a final conclusion. I believe that this possibility should be available to each of the political groups, to each of the political groups. I think you can very well facilitate making a political assessment and identifying political priorities. Then you need to collect a number of different indicators with the aim of allowing that political consideration and that political assessment. I think that the committee has made a good choice. It is therefore very sensible to take that further. I certainly appreciate the work done by Utrecht University with the involvement of Rabobank. That means, however, that there will be one indicator. So if you have one indicator, you have to weigh at some point all the different partial indicators you start with. One weighs your sister and the other weighs you like that. In the end, there's one indicator you're going to use. However, weighing these indicators is precisely something that must be done politically. So I think it would be much better not to do that for politics, but to enable politics itself to do so. Besides, it may be that some things are getting better and other things are getting worse. If you have one indicator, it's a little bit the same in the end. Then you can also not compare it well with the previous year and see what relevant developments you would like to respond to. If you have these different indicators and picture all the different developments, you can judge them politically. I think that's better. I am pleased that Utrecht University has also been involved in this discussion. There's been an alternative in the picture. The committee finally made a choice. I totally agree with that choice. So I also intend to act in accordance with the choice made by the Committee on the Rules of Procedure. I also very much agree with the committee's recommendation to develop the Sustainable Netherlands Monitor into a monitor of broad prosperity, and to set it up for the Accountability debate. I think it's good to turn that somewhat irregularly appearing Monitor Sustainable Netherlands into a monitor that appears every year. It is also a good thing that this is a broader monitor, that we provide it with a cabinet response and that we send it to the Chamber in good time so that the Chamber can look at developments in terms of broad prosperity and what it considers to be.
ParlaMint-NL_2017-01-31-tweedekamer-23.u49	I'm glad the Cabinet embraces that recommendation. It should appear every year, contrary to what the cabinet wants, because I do not think it wants it every year. Can the Minister clarify that for a moment? My main question during this interruption concerns the recommendation of the Court of Auditors. It goes a little further than that of the Temporary Chambers Committee. The Court recommends that the monitor include broad prosperity and the Sustainable Development Goals in the State's Annual Financial Report. Is the cabinet willing to do that?
ParlaMint-NL_2017-01-31-tweedekamer-23.u50	I would have come to that, but if Mrs Thieme wishes to answer that earlier, I would be happy to respond to that. She asks me again to say that it is going to happen every year. I do believe that this should be done, and so it is going to happen every year. I talked it over with the CBS. So I give the room that monitor every year. The Chamber also receives a cabinet response. All this comes in time, so that it can be used in the Accountability debate. I come to Mrs Thieme's question about the financial report of the Empire. It's wise to keep things separate. We have a budget and a Millions note. They're about the future. We have a responsibility debate. In doing so, we look at what the developments have been and what we think of them. This monitor was created by the CBS to look back. The CBS collects data and looks back, preferably with the most up-to-date data possible. The CBS therefore looks at what has happened and passes it on to the Chamber. The Chamber can then make a broader assessment and a broader assessment, partly on the basis of this document. It is wise to do this separately from the budget and the Millions note, looking to the future. Mrs Thieme asked to combine it with the annual financial report. I think this is unwise. That is where I depart from what the Court of Auditors has said. I think it would be very wise to put that other approach to the broad prosperity monitor alongside that annual financial report, so that you can assess both things separately. If you're gonna braid it together, I'm afraid one thing doesn't come out of the paint and the other one doesn't. Moreover, the annual financial report becomes more than what it is today, namely a financial annual report and a welfare monitor. I do not believe that we are making the case before the Court more transparent. Let us stick to that annual financial report, which is well structured and functioning. Let's put this next to it. The Chamber is going to work on this and we are going to work on it. In a number of years' time, we can see whether the choice we made at the time is going to work out well in practice and whether we should continue to do so. I believe it is best to have a separate annual financial report and a separate broad welfare monitor.
ParlaMint-NL_2017-01-31-tweedekamer-23.u51	Does this not wrong what the Chamber is trying to do, namely to make an integral policy, not only looking at the financial figures, but also at the intangible parts? Then it would be a good idea to see that together or side by side in the Reich's Annual Financial Report. I do not yet fully understand why the Minister deviates from the analysis of the General Court. At what point does he think the Court of Auditors is making a wrong analysis?
ParlaMint-NL_2017-01-31-tweedekamer-23.u52	That is in the final assessment of the final product. The Reich's Annual Financial Report does exactly what it says; all relevant financial figures for the last year of the Reich are listed, linked and presented to the Chamber. But there is more than what only financial data, such as gross domestic product, can provide. There are also many other things that are relevant to people's prosperity, well-being and well-being. That is what we are now going to show in this broad-welfare monitor by means of indicators. I think it is very sensible that the Chamber should have access to something extra every year, in addition to what it already has, with as current figures as possible and an assessment of the cabinet. She can use those different things that are presented to give an overall assessment.
ParlaMint-NL_2017-01-31-tweedekamer-23.u53	What we then miss is the relationship between policy and its impact. These indicators cannot be properly linked to each other. If you do, by linking it to the annual financial report, we can charge the Cabinet a little more on, or be accountable about, the effects of the policy on intangible values such as the environment, animal welfare, social cohesion, security and so on.
ParlaMint-NL_2017-01-31-tweedekamer-23.u54	Mrs Thieme's point is clear to me. As mild as she is entering this debate, I would like to continue with that. I think it's hard to get a good idea of the effects of the policy. I don't think you're gonna solve that through the annual financial report. I think that a broad prosperity monitor can make a significant contribution, with current figures and an appreciation of the cabinet every year. Then you already have some extras. That is not enough, I agree with Mrs Thieme, but I do not think that you can solve that with the annual financial report. I agree with the Court that this requires more specific research. In the Netherlands, too little is available for the Chamber to assess the impact of the policy. The Court of Auditors is actually saying that, apart from that broad monitor, additional additional research is needed, and I agree with that. Mr. Chairman. I have said that we can come up with this broad prosperity monitor every year. This is already being worked on by the Central Bureau of Statistics, in consultation with the planning agencies. It is very good that we are working together on this. We can deliver this to the Chamber in time, so that it can be used in the 2018 Accountability debate. In order to get the Chamber on the right track in this current year, I will make sure that a Monitor Sustainable Netherlands is available again, although that was not the original planning. It will not have the same shape as the monitor the Chamber has received so far. I will ensure that all the figures used for the monitor are presented to the Chamber, together with a statement of the figures and the trends and developments. The Chamber can therefore anticipate the new situation in the 2017 Accountability debate. She then has the latest version of the Sustainable Netherlands Monitor available and knows what the cabinet intends to do, so that a follow-up step can be taken from 2018. That might help if the Chamber were to hold the debate on responsibility later. So I will facilitate it as much as possible, but the form that the Chamber wants will be used for the first time in the 2018 Accountability debate. On several occasions, and now again, the Chamber has indicated that the most topical data is important. I very much agree with that. Now it comes occasionally for data coming from 2008 or 2009. It is important that the CBS, now that it is going to develop a monitor of broad prosperity, makes an extra effort to make available as current figures as possible. This way, the Chamber will be able to do its job well. CBS is working on that. In some cases it is not possible to get the most up-to-date figures available. There are techniques you can approach them with. The CBS has these techniques in mind and is in the process of developing them further. She wants to use it, too. It is very important, however, to operate as much as possible in an international context. It is important that we are aware of the effects on other parts of the world. Figures from other parts of the world must therefore also be comparable to our figures. We therefore have a major interest in international harmonisation. It is good that the CBS plays a leading role in this, that it stimulates this process and that it ensures that we get as far as possible with it. We must do two things for this international harmonization. The CBS must continue to do so and we must ensure that our own figures correspond as much as possible to the agreements made by various international institutions. It's important that this happens. The Netherlands must play its part as much as possible.
ParlaMint-NL_2017-01-31-tweedekamer-23.u55	I have asked whether the cabinet sees a leading role in this respect. The minister says he thinks it's very important. It is precisely in connection with the Sustainable Development Goals that it is important to tackle this problem properly. Otherwise, countries will fight each other about achieving the world's goals because they will all give them different meanings.
ParlaMint-NL_2017-01-31-tweedekamer-23.u56	That's very correct. I also think it is important to give special attention to the Sustainable Development Goals in the monitor every year. We have talked to the CBS about this point and are going to do so: every year a separate chapter on the Sustainable Development Goals will appear in the monitor. The Chamber can look at that and compare it. In the meantime, we are striving for as much coordination as possible with other countries. The Dutch Sustainable Development Goals for the year 2030 have not yet been established. This is a separate discussion which will be discussed during this summer. The Chamber will certainly discuss this with the acting cabinet. In any case, I believe that the Sustainable Development Goals for the Netherlands should be included in the monitor every year, in a way comparable to other countries. That is what will happen.
ParlaMint-NL_2017-01-31-tweedekamer-23.u57	I am very pleased that the cabinet attaches the same importance to this as the CDA Group. What we would also like to see is for the Netherlands to play a leading role in this regard. How does the Minister see that?
ParlaMint-NL_2017-01-31-tweedekamer-23.u58	Thanks to the active attitude of the Central Bureau of Statistics, we already have a leading role to play and we should be proud of that. There are a few countries in the world that do this kind of thing well, namely New Zealand, Sweden, the Netherlands and a few other countries. I think it would be very wise to continue with each other in that regard. Not because we would like to distinguish ourselves from other countries, but because we would like to join as many other countries as possible in order to reach the desired level internationally. That's the ambition we need. So I share that with Mrs. Mulder.
ParlaMint-NL_2017-01-31-tweedekamer-23.u59	That's good to hear.
ParlaMint-NL_2017-01-31-tweedekamer-23.u60	Furthermore, I believe that broad prosperity in the monitor should be given a separate chapter on distribution aspects. These aspects of distribution are important for broad prosperity. It's wonderful when you achieve things for the country as a whole, but it's also about whether those different forms of prosperity are distributed fairly and how that is experienced. It is therefore important to look at it separately every year. There is therefore a separate chapter on these aspects of distribution. I'm not gonna dictate to the CBS which aspects of distribution it needs to figure out. I think it's his job to do that. It has to consider for itself what is relevant in terms of the distribution of broad prosperity and the possibilities to visualise it. Then the CBS can provide it to us. Every year we are given the opportunity to assess this, to comment on it and to discuss possible changes. We can therefore discuss these indicators and have views on them. That is the second separate chapter that will be included in the monitor. As far as the Court of Auditors is concerned, I have already discussed the annual financial report and the link between policy and the impact of policies, as well as the great importance of harmonisation and more impact studies. I would then like to comment on the points raised by the various spokesmen. Mrs Thieme made a statement which I think she does not mean unkind, since she is never in favour of putting everyone on the same page. She said: accountants know the price of everything but nothing about the value. I don't think you can say that from accountants. I am convinced that there are also members of the Animal Party among them. I think everyone is doing their best in their own way to contribute to a good end result. We in the cabinet, those who are allowed to do a great deal of work for this purpose, must ensure that those who are required to provide the relevant information can do so as well as possible and at the right time, after which we provide that information with our own opinion and present it to the Chamber for assessment. I believe that the accountants, those who make the annual financial report, those who deal with gross domestic product and those who are working on the monitor can contribute to the situation that the Chamber has the information it wants to have so that it can have its own assessment and political consideration.
ParlaMint-NL_2017-01-31-tweedekamer-23.u61	Here comes the percentage of accountants of the Party for Animals. Go ahead.
ParlaMint-NL_2017-01-31-tweedekamer-23.u62	With us we also have quite a few accountants, but they do indeed only follow the figures they are given. I am glad that the Minister knows with me that in your capacity as an accountant you are mainly concerned with the figures and the books rather than with a valuation or an interpretation of all that is of value.
ParlaMint-NL_2017-01-31-tweedekamer-23.u63	Yes. Mrs Thieme said that what the accountants are doing in itself makes sense, but not enough, that more needs to be done. I wholeheartedly agree with her. Mrs Thieme said that the ecological deficit is high. She said: you can do all kinds of things in the Netherlands, but if you have things in order in your own country, but it is the cause that other parts of the world or future generations suffer from them, you are not doing well. That's true. The cabinet is convinced of that, too. That is why the cabinet believes that it is necessary to reduce the ecological deficit. In this way, the use we make of primary raw materials must be drastically reduced. The government's ambition is to use 50% less primary raw materials by 2030. That's 13 years from now. Then 50% less primary raw materials must be used. We have discussed this widely with all kinds of stakeholders in different positions. We have been able to conclude a raw materials agreement which will enable us to pursue this goal together. I therefore agree with Mrs Thieme's underlying criticism, but we are working to find a solution to this.
ParlaMint-NL_2017-01-31-tweedekamer-23.u64	Mrs Thieme, you are not going to interfere with every statement made by the Minister in your direction, are you? That would be a little too much of a good thing.
ParlaMint-NL_2017-01-31-tweedekamer-23.u65	Then, of course, the question is: are the policies that the government intends to take to reduce the use of primary raw materials effective? The Chamber can't get a hold of that. If the indicators are released in advance, for example in the coalition agreement or the Millions Note, we can see what effect they will have. Then we can see whether we will indeed achieve the goals that the cabinet intends to achieve. One of the indicators is the ecological footprint. It is very important that we apply it to policy proposals, so that we can properly monitor the cabinet. Does the Minister agree with me?
ParlaMint-NL_2017-01-31-tweedekamer-23.u66	I am sure that the Chamber will establish a link between day of accountability and day of budgeting. It will examine what has been done in recent times, what effect that has had, what the ambitions for the future are and how they should be translated into concrete policies. The Chamber will undoubtedly do that. It is good to make the differences that exist no greater than they really are. In her contribution, Mrs Thieme expressed the concern she felt. It will be able to see that the cabinet is working with power and violence to make the transition to renewable energy. She will be aware that we are very motivated to make the transition to a circular economy and that we, in particular, have a very ambitious target for reducing the use of primary raw materials. These are all things that must be done; we are convinced of that. We would also very much like to see the effects of the latest figures. That is why there will be a wide-ranging welfare monitor, as requested by the Committee on the Rules of Procedure. In this way it is possible for the Chamber to make the various connections.
ParlaMint-NL_2017-01-31-tweedekamer-23.u67	We are used to having the CPB pass on all kinds of party programmes to find out what the government agreement means for the purchasing power and growth of gross domestic product. That is what we are doing before the budgetary procedure, so that we can properly assess the budget and review the policy afterwards. Now, in fact, the Minister says that we are still going to do so for the financial sector, but for objectives such as reducing raw materials use or environmental pollution, we do not want to have pre-calculations or indicators on whether the policy is effective or not. That's very strange, isn't it? Then why does it only have to happen afterwards?
ParlaMint-NL_2017-01-31-tweedekamer-23.u68	No, I'm not saying that. In the budget debate we are talking about gross domestic product and the financial and economic issues that are at issue, such as purchasing power development, employment and all the other issues that we deal with every year in the budgetary procedure, and which we all consider important for them to receive the attention of the cabinet. In addition, we want to follow the effect of what we do. I am not just talking about the impact on gross domestic product, economic and financial developments, purchasing power and employment. It is also about other matters, which I do not need to name because the committee has already done so. These are all matters that, as Mrs Thieme said, are equally relevant and should therefore also be involved in policy making. We're gonna keep everything that's already there. In addition, we ensure that there is a monitor wide prosperity. We have an extra element, so we can also place an extra emphasis on Mrs Thieme. She is given an instrument to do so. Perhaps it is also good to say to Mrs Klever that this is an instrument that enables the Chamber to do things, to assess things, to take a stand and to set priorities. For the room, it's just something extra. The Court may assess its value over the years. It can then consider whether further refinements and improvements are needed. Mrs Thieme spoke about the SDGs, the Sustainable Development Goals, and the additional research that the Court of Auditors believes should be carried out. That's what I've been doing. Mrs Thieme said that ultimately it's about using the monitor's data on broad prosperity not only to look back, but also, above all, to make policies. I have already dealt with this, but perhaps I have not said it clearly enough. Yeah, that's what it's about in the end. It's not about looking back. You also look back, and you do it because you want to do what is best for the future of the people in our country. I estimate that the Chamber will also use the monitor's wide-ranging prosperity for that purpose. At least the Cabinet will. We, too, need the monitor. We need this recent information so that we can better base our policies on that. I have taken up the opinion of the Court of Auditors. I have also dealt with the connection with the annual financial report. Mrs Voortman van GroenLinks, like myself, has spoken with appreciation to the committee. I totally agreed with that. She asked what the cabinet is going to do with the monitor. She also asked about the connection to the Millions Note. I've indicated that those are two things. One looks forward, the other looks backwards. The better and more recent you can look back, the better you can do the work forward; hence they are both relevant and important and can only benefit policy-making. Mrs. Voortman talked about the reconnaissance that the planning agencies are going to do. It has views on how these explorations should look. She wondered how the cabinet would like to deal with that. I haven't figured that out yet. It doesn't make any sense and it doesn't happen that the CBS and the planning agencies together have such a project and pull it together. That's what they're doing with each other right now. We're looking into how the explorations can look the best. We're talking about that. The intention is to start with it as soon as possible. The intention is to present the first explorations of the planning agencies already in 2018, which should fit in with the monitor's broad prosperity and strengthen the whole further. So I cannot go into detail on Mrs Voortman's questions yet, but I can say that it is developing at the moment and that we want to start it as soon as possible. As soon as conclusions for the approach have been drawn and as soon as the initial results are available, Mrs Voortman can assess them.
ParlaMint-NL_2017-01-31-tweedekamer-23.u69	I thank the Minister for his response. We did have questions about what that would look like. But I still find it interesting whether the Minister would like to inform us about what this further development is going to be like and when he could do so.
ParlaMint-NL_2017-01-31-tweedekamer-23.u70	I think that would be very useful. I don't know if that's gonna work before the accounting debate, but that would be nice. I'm gonna try that in the first place. Otherwise, it'll be as soon as possible after that. I suggest we do two things. The first is to indicate what the system is going to be with these explorations, how we want to set them up and how we want to deal with them. The second is to indicate what will probably be the first explorations with which we will be coming in 2018. I would like to say to Mrs Voortman through you, Mr President, that I am going to try to get that to the Chamber for the debate on responsibility.
ParlaMint-NL_2017-01-31-tweedekamer-23.u71	I am very pleased with that letter which further informs us about it.
