Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-BBcdL6DiVcddyYPcJYuVNf	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-371	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-376	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-380	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-388	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-390	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-394	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-398	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-402	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-404	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-411	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-420	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-423	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-427	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-430	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-435	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-439	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-442	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-447	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-450	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-456	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-460	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-463	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-468	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-472	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4973765	Quicklund, Saila	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-477	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-481	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4973765	Quicklund, Saila	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-493	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-495	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4973765	Quicklund, Saila	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-499	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-500	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-509	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-516	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-525	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-533	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-542	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-547	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-552	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-561	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-573	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-581	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-589	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-597	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-602	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-606	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-611	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-620	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-626	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-633	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-636	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4948092	Finstorp, Lotta	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-639	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-641	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-655	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q10578332	Sundin, Mathias	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-664	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-672	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q10578332	Sundin, Mathias	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-675	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q6241556	Wikström, Gabriel	M	-	
