ParlaMint-BE_2017-02-22-54-commissie-ic606x.u1	Frau Jadin, sie haben das Wort. Is that okay with German?
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u76	Minister, the police forces have recently called the alarm in the face of an increase in the number of mails containing synthetic drugs. Censored to imitate so-called conventional narcotic substances such as cannabis and heroin, these chemicals are ordered mainly on the internet and by a relatively young audience, before being delivered to the mailboxes. In this connection, I quote a police official interviewed in the media: "The products concerned are the subject of a study of marketing and are presented in the form of bath salts, pots-porry or other. Their identification by the police services is of course not facilitated. As far as the authors are concerned, it can be noted that this type of business reflects well-established drug trafficking codes. It can even be said that the structures of such a market are changing. The dealer can almost operate from his living room, the middlemen disappear. We are almost faced with a producer-client relationship where cash is no longer needed." In the face of this traffic which could be described as "2.0", some of which is very clearly being played outside our borders, customs officers play a major role in protecting the population. Minister, according to the information at your disposal, what is the current status of seizures by the customs authorities of these postal packages containing drugs? How has this type of practice evolved in recent years? What are the means used to improve the training of officers in dealing with these new techniques used by traffickers, as well as to strengthen the detection tools for these drugs? Finally, what synergies are planned with your counterpart in charge of Security and Home Affairs to better coordinate your efforts against this scourge of synthetic drugs?
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u77	On the basis of the information currently available in the customs databases, we are not in a position to determine the quantities of narcotics specifically seized in postal consignments. Seizures of narcotics are listed in particular by place of seizure, i.e. the external borders of the European Union and the national territory. Here I have a table showing these figures that I can give you. The General Customs and Excise Administration has recently decided to invest in portable spectrometric detection equipment over the coming months, which will be made available to the services responsible for the detection of drugs of all kinds. This detection device uses the Raman effect, which allows almost instantaneous and non-destructive identification of chemical substances by comparison with spectral data contained in libraries residing in these devices. This identification can possibly be carried out safely through containers with reasonable transparency (glass, plastic, etc.).). As synthetic drugs are increasingly developing, it is therefore crucial that these resident libraries be constantly updated. In addition to the tasks of the General Customs and Excise Administration laboratory, these libraries are now being updated on the basis of spectral data identified throughout the European Union. This exercise is carried out in constant synergy with several Directorates-General of the European Commission, in particular the Taxud. In order to strengthen the action of the various competent authorities in the fight against illicit drug trafficking, the Federal Agency for Medicines and Health Products has undertaken a revision of our existing legislation in this regard. With this in mind, the new royal decree in force will take over the conditions of legal trade in drugs and will also include an approach based on the molecular structure of synthetic drugs. This new approach, commonly referred to as generic, should enable competent authorities such as customs to stop the flow of synthetic drugs, a constantly evolving market. So far, traffickers could make the substance legal by changing only one of its elements.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u78	Mr Minister, I thank you for the various interesting information, particularly the figures that I will be seeing in a few moments. It is true, as the president pointed out, that the creativity shown by drug dealers has no limit. We must take into account – in particular in the means that the authorities must give to the fight against this scourge of the consumption of these ravaging drugs – postal parcels or the smartphone app that can be obtained directly from the producer.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u79	Minister, you made an important statement to the newspaper L'Echo in early February on the future of the Belfius bank. I quote you in French: "I must confess that I changed my mind about Belfius. At first I was for privatization, final point, but as Keynes said: 'When the facts change, I change my mind'." I like it when you quote Keynes, it's too rare! I quote: "Today, therefore, in Belgium, we have four large banks, two of which are controlled from abroad. KBC and Belfius remain. It is important for the banking landscape and the financing of the economy in general to ensure an adequate anchoring of the sector within the country. I do not exclude partial privatisation of Belfius but the important thing remains its Belgian anchor." Your last words are not as good! However, Mr Minister, for our part, we believe that the public nature of Belfius - a result of a somewhat late intervention during the financial crisis - and the fact that we own Belfius is an opportunity that is under-used by the federal state, an opportunity to prove that another banking model is possible in Belgium, focusing more on supporting the real economy, local authorities and SMEs and relying on a moderate and model wage and dividend policy, firmly relying on investments in the ecological transition of the economy, in particular energy saving and renewable energy, and prohibiting support for the fossil energy sector. That's the whole issue of disinvestment that I've already asked you about. It's a model that works elsewhere. I really invite you to study the German bank KfW with public funds as well and which, I think, responds quite well to a sustainable public bank model. If your mind evolves and you quote Keynes, I think there's still some way to go in that direction. As soon as you open the door to a partial privatisation of Belfius - and that is what I have already expressed - this raises the question. On the other hand, despite our many questions, we do not perceive a willingness of the federal government to give a more precise direction and specification to the current Belfius leaders towards this more sustainable model that we call for. What Belfius is being asked today as the main shareholder is to bring back dividends. You're going to tell me that you're not a banker and that it's not up to you to decide the daily choices of the bank, but it's not about that. It's really about giving direction by saying, "In five years, in ten years, here's the bank we want Belfius to be." And this bank must be a model of sustainability. We are not alone in claiming this development since a platform called "Belfius is ours" has been set up and reaffirms this public and sustainable destiny of the bank. There are NGOs, trade unions and civil society actors. As an Ecolo-Green! group, We're pretty close to what's on this platform. Minister, can you clarify further the government's intentions regarding the future of Belfius? It's not about selling Belfius anymore. Maybe there'll be an entry into the stock market. Is the evolution of your mind also concerned with the sustainability, ethics and exemplary nature of the bank in terms of governance, support for the real economy, environmental impact? Do you intend to define, in relation to these important dimensions for us and for the citizens, a specification, a more precise and ambitious mission letter to the bank's management? What exactly do you mean by "partial privatization"? What would be the pros and cons of such a formula? Do you have an agenda on the subject or have you commissioned a group of experts or an institution to study this scenario? Are you ready to meet the promoters of this platform "Belfius is ours" and to hear their expectations and demands for the future of the bank? Are you in favour of the fact that the bank's leaders come to present its results and plans to parliament in the near future, and then regularly? Mr President, I think we need to take the time to listen to Belfius' management. It would be even better if it was with the support of the minister as part of a clear, sustainable, ethical project that we would like to see. That is why I have tabled an inquiry, to allow me to elaborate more on my remarks than on a simple oral question.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u80	In the case of an interplay, other Members may take the floor. Are there any fellow Members asking to speak?
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u81	Mr President, Mr Gilkinet, I take up the six questions that you have put forward. 1. So far, no decision has been taken within the government that would change the current situation in Belfius. 2. I believe that a distinction should be made between my evolving assessment of the structure of Belfius' shareholding and my expectations in relation to Belfius but also in relation to other financial institutions in terms of good governance and social responsibility. In terms of governance and sustainable and socially responsible business, I have always put high demands on the banking sector. No change in this regard. You certainly know that, in terms of good governance, there are legal obligations. These apply not only to Belfius but also to other banks. In my contacts with the officials of Belfius and through the bodies in which representatives of the authorities sit, such as the General Assembly, I do not fail to stress the importance, in my view, of the social and economic role of the bank. In this case, I refer you, for example, to the report prepared by PAX, the organisation for the promotion of peace, on the financing of the nuclear industry in which Belfius is described as the best student in the class. As far as Belfius is concerned, of course I must also stick to the legal rules on governance and to the requirements of supervisory bodies in terms of the well-defined competences of the Management Committee, the Board of Directors and other bodies of the bank. However, I have every confidence in management, which is very conscious of our society's economic and social expectations of Belfius. 3. There are, of course, many possible forms of partial privatization. With a view to anchoring Belfius in our country, so that the decision-making centre can remain in Belgium, we could possibly envisage partial privatisation via a partial stock exchange, for example. On the one hand, this would reduce the exposure of authorities to the financial sector and reduce risks, but on the other hand, adverse effects could be avoided while continuing to pursue the above objectives. 4. As I have already mentioned, there is no concrete plan for Belfius. This does not mean that this dossier is not actively monitored both by the SFPI, which manages the participation of the public authorities on behalf of the State, and by my strategic unit. Therefore, I do not think that it is necessary to set up an additional group of experts - which would indeed be the case if we were to draw up a concrete plan. 5. As for your request to meet the platform "Belfius is ours", this one is welcome to come and present its arguments to my firm. 6. Let me point out that Belfius communicates in a very transparent way, so that interesting information about it is available through sources such as its website. Having said that, it is not up to me to determine who the committee wants to invite or not.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u82	Minister, thank you. Indeed, it is the committee that decides. I hear you don't object. Of course, all that would be missing! Our committee meets regularly with Belfius, as we do with others. Perhaps, Mr President, should we set a date for this before June? As far as possible partial privatisation is concerned, you tell me that there is no concrete plan, but that you do not exclude it. In your opinion, this could reduce the state's exposure in the event of a crisis. However, this also diminishes its ability to respond. You add without further clarification that adverse effects on ownership could be reduced. I refer to your comments in L'Echo. If your conception has evolved and you are no longer at any cost for a privatisation of Belfius, I believe that you must go beyond this somewhat passive position, according to which everything is well and that the general rules that apply to the governance of banks are sufficient. I ask you to play a more active and ambitious role in the future of the bank. For us, it is not enough to be the best in class, because the level of class is not very high in the banking sector and in the context of ethical investment. There is a way to do really much better than what appears too often as a form of greenwashing, to be content with just being good. There are also counter-examples in the banking sector. Another banking institution in which Belgium is the first shareholder, BNP Paribas, has just been pointed out as being under pressure because of unconsidered investments through US pension funds in the Dakota oil project in the United States, which is problematic in environmental terms as well as in terms of financial stability. This satisfaction by saying that things are not going so badly, we cannot be content with it. We ask for more ambition for the future of Belfius. I'm not pessimistic because your mind has already evolved. You start from the bottom of the peloton but, despite your fall fifteen days ago, I ask you to make another effort to take you to the front of the peloton and show that the Belgian state has a vision of the banking future that is not only passive. We have to set an example of a different banking model and I think there is an opportunity in Belfius. Mr. Chair, I move a motion of recommendation.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u83	In conclusion to this discussion, the following motions were tabled. At the end of this discussion, further motions were tabled. A motion for recommendation was tabled by Mr. Georges Gilkinet and reads as follows: "The Chamber, having heard the inquiry of Mr Georges Gilkinet and the response of the Minister of Finance, responsible for combating tax fraud, asks the government 1. to commit to maintaining the public character of Belfius Bank and to making it an exemplary bank in terms of sustainability; 2. to define, in a mission letter to the Belfius leaders and board of directors, precise and ambitious objectives for Belfius in the areas of social and wage policy, support for the economy and local authorities, prudence and ethics of investments made, disinvestment of fossil materials; 3. to organise, on a regular basis and at least annually, the evaluation of the achievement of the objectives, in close connection with Parliament's Finance Committee." A motion of recommendation was tabled by Mr Georges Gilkinet and reads as follows: "The Chamber, heard the interplay of Mr Georges Gilkinet and the answer of the Minister for Finance, responsible for combating tax fraud, calls on the Government 1. undertake to maintain Belfius as a public bank and to make it an example bank in terms of sustainability; 2. formulate clear and ambitious objectives for Belfius in a letter of mandate to the Management Committee and to the Board of Directors of Belfius on social, social and wage policies, support for the economy and local authorities, prudent and ethical investment policies, and withdrawal from investments in the fossil industry; 3. evaluate regularly and at least once a year the achievement of the objectives in close cooperation with Parliament's Finance Committee." A simple motion was tabled by Ms Griet Smaers and MM. Peter Dedecker et Luk Van Biesen. A simple motion was tabled by Mrs Griet Smaers and by Mr Peter Dedecker and Mr Luk Van Biesen. The vote on the motions will take place at a later date. The motions will be voted on later. Mr Dedecker, do you have anything to add to that ordinary motion? You believe in Belfius?
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u84	I absolutely believe in Belfius. Belfius is currently being run very professionally. Mr Gilkinet witnessed this at the time. We spent many nights together in the Dexia Committee. That was a particularly exciting time. We have seen how dangerous it can be when, at some point in time, a bank in the hands of politics mainly provides funding for cities and municipalities controlled by politics. That was very frustrating at times. Let us not go down that road again, Mr Gilkinet. Let us stick to a bank which is well run and which is further anchored in Belgium.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u85	I have come just in time to hear Mr Gilkinet's very important point. However, I would like to point out that the motion he is now proposing runs counter to the search for a solution for ARCO. We would really like to be able to find a solution for ARCO within the framework of the partial privatisation of Belfius, out of great concern for the 800 000 people involved.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u86	I take note of all these opinions.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u87	I will not comment on ARCO, but I see that the atmosphere is good as always in the majority. I hope that a solution will be found for ARCO. I would like to reply to my colleague Dedecker, with whom we spent a lot of days and evenings, and even from the beginning of the night in the Dexia Committee. My party and Groen are not part of the Dexiapartijen. We have not been politically associated with these montages, via the Communal Holding or others. But I don't think the solution is to give all the keys to our banking system to the private sector. In the framework of the Optima Committee, even if it is a small bank, we see that disasters can happen. We saw it as part of Fortis as well. There is a need for strengthened monitoring mechanisms. They were the result of the banking crisis, via the European Central Bank and the National Bank of Belgium. We need much stricter rules, in particular the separation of banking professions, which were not decided in the wake of the financial crisis, and we still regret that. When you have the chance to have the keys, the main shareholder of a bank, you also have to show that another banking model is possible, to give the urge to other private actors to follow a much more sustainable model, with a controlled wage pressure, a reasonable dividend policy, where you decide to reinvest profits in the solidity of the banking world, to be at the forefront in the investments of the future, especially in energy, contribute to the autonomy of our countries. That's where I'm waiting for the federal government and the Minister of Finance. Let us set an example by leaving a professional management to manage daily life, but by giving it much clearer lines than they are today.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u88	I would like to make a general comment with reference to Belfius. I believe that what was certainly learned during the black period 2008-2009 is that the division between private banks and public banks is not the right division in terms of conceptual thinking about what to do. I can give Dexia's example. It was a public bank that made huge mistakes. I plead to think carefully about the structures and the regularisations. In this regard, I am a little worried about everything that can happen in the United States when I hear that the Dodd-Frank Act is about to be revised, but in a minimalist way. This is a little disturbing for the international financial situation. I do not believe, Mr Gilkinet, that this is a question of private banks versus public banks. It is a well-thought out, well-installed and well-controlled issue of regulation. This is the key to banking health.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u89	President Trump is everything but our model, regardless of the size (acceptance of people of foreign origin, environmental issues, banking issue). It is not the public or private nature that matters. It is the good management of the bank and the good direction that is taken. There are private institutions that have virtuous dynamics. I'm thinking of Triodos Bank or smaller banks. When you are lucky, as a state, to have the steering wheel, to have the orientation capacity of a bank, in this case public, you have to use it to make it a model. We must not do the same as for Dexia, that is to say let a management which has the madness of magnitudes and which takes unconsidered risks by closing its eyes and relying on dividends. You're lucky to have it in your hands – it's an image! – a bank. You must show that it can operate on different bases than other private or public banks. You need to give a clear direction. I quoted a German bank, KFW. I invite you to study it. It is really a model which, I believe, can be transposed here in Belgium, oriented towards SMEs, towards local authorities, which does not distribute dividends but reinvests its profits to strengthen its own capital and its activity in the service of the economy.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u90	With the inflation we know, banks will also loom to convince their customers more than ever before to move their savings, to have a return at least equivalent to inflation. I think it would be interesting to have an exchange of views on inflation with the Minister of Finance. I wanted to put this item on the agenda next week because inflation is still becoming worrying. Not today, it's not on the agenda. I think it would be interesting to have an exchange of views on the evolution of the inflation rate with the Minister.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u91	Yesterday, a Council of Finance Ministers took place and I was able to read some excerpts from the proceedings.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u92	Mr President, thank you for this introduction. Indeed, my question is relevant since I have been able to understand, following some newspaper articles, that Belgium could leave the group of countries that wish to move forward through enhanced cooperation. This is particularly worrying. This had already been a matter of concern a few weeks ago, because there were signs that there was something in Mr. Minister's attitude, a kind of retraction or prudence that could be assimilated to a slowdown in Belgium's commitment. You would have asked about the impact of such a tax on financial transactions, pension funds and the real economy. We have the impression that, through these requests for impact assessments, when we've been talking about them for decades, you're giving the feeling of stopping things, and we're worried about that. Do you confirm this information? Could you provide an update on the status of the case? Has an agreement been reached within the Kern setting out the mandate you have at the meetings of the European Union in which you are attending?
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u93	Mr President, first of all I would like to answer your question about the term of office of the Kern. It is clear that it aligns with what is contained in the government agreement. This means that the impact on the real economy must be minimal, that the impact on public debt must also be minimal, and that pension funds and life insurances must be excluded. In the last Kern on this subject, we raised the point of the level playing field, which means that we must be aware that the Enhanced Corporation group is composed of 10 members, while the European Union is composed of 28 or 27 members. My mandate from Kern is therefore consistent with the terms of the government agreement. What happened yesterday? During the one-hour meeting, we did discuss two of the important elements for us but also for other countries, which asked for more details on the impact on the real economy of certain types of TTFs or other types and the effect of pension funds. We had a very open and revealing discussion. Two camps have emerged, with Belgium and other countries applying for an exemption for pension funds on the one hand, and countries which do not want this exemption on the other hand and which say that this will create false competition. If Belgian pension funds are exempted, pension funds in countries that do not benefit from them will be disadvantaged. But of course, vis-à-vis the 17 or 18 countries that are currently outside the FTT, it is so (...). If the FTT is applied in Belgium tomorrow, the Belgian pension funds will suffer a disadvantage compared to the Dutch or Luxembourg pension funds. We discussed this yesterday and decided that several avenues should be clarified regarding the impact on the real economy of certain proposals and the consequences of introducing an exemption proposal for pension funds. A final point of discussion, which was not introduced by me, was a question of principle. Is this the right time to work on this topic? He who put this point on the table takes into account the fact that there is a fairly high volatility, because of the Brexit and what is happening in the United States with the adjustment of the Dodd-Frank Act, which will have a significant impact. Some members of the Ten wonder if the environment is not too volatile at the moment to be able to decide in a well-coordinated and well-considered way. That is for the various points of yesterday's discussion!
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u94	Mr Minister, since the idea of the tax on financial transactions has sprouted and it has been placed on the political agenda, there have been several arguments against it. We will recall the intervention of some law firms, which have produced notes to certain offices and lobbies. It took economists, civil society and even the European Commission time to deconstruct all these arguments. We could continue to find it infinity. The question is whether there is still a real political will to succeed in your leadership and that of the government. The effects on public debt are known. We know they're marginal. The consequences for pension funds and competitive disadvantage are now being invoked. However, if a pension fund does not engage in hundreds or even thousands of financial market transactions on a daily basis from the same underlying source, the cost will be marginal. In other words, if he engages in a cover operation, supporting it will not be a burdensome task. Similarly, if a pension fund makes an investment, a tax rate as low as 0.1% is also not likely to increase the burden. So I feel like we're trying to save time. Every time a study is commissioned, it takes a few months. Once she's home, something will happen again. Then we'll ask for another one. At some point, civil society is calling on you to tell you that you are trying to save time. I am really beginning to doubt your political will to succeed. This is damaging, because I remember reports that had been sent to the U.S. Senate by very high-level economists who had explained that, had there been a FTT (financial transaction tax), the subprime crisis could have been avoided in 2008. In other words, the question is whether it is better to have a small cost, now, on certain financial institutions or financial operators or to have a huge one, tomorrow, if we do not regulate international finance sufficiently. This is the calculation! It is not to say, "But here, the pension funds will pay a little more or there will be a small impact on the public debt." The question is to see that, as a result of the 2008 financial crisis, the debt from 83 per cent of GDP to 107 per cent of GDP has changed. We have still not come out of the unfortunate consequences of the 2008 crisis; not to mention the economic recession and the impact on our budget deficit, our tax revenues, etc. So today's low cost will help avoid large costs tomorrow. That's the calculation that needs to be made. You must be able to resist some lobbies who will always tell you that a euro paid is a euro too much. At some point, we must also think of the general interest and this requires a domestication of finance. It must be seen as an instrument of regulation. I think we're wasting too much time. We are not immune to a new financial crisis; we must never lose sight of it.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u95	Questions Nos 16733, 16734, 16856 and 16857 by Mr Van Biesen will be converted into written questions.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u96	Mr Minister, the FPS Finance unions are at the same time denouncing an obvious malaise. As a result of bad mood actions, you made promises a few months ago and, obviously, some remained unanswered, if not all. You had spoken of a larger recruitment, without any additional savings; you had committed yourself to respect, to the organization of objective mutations, to name but a few examples. Respecting and valuing public servants, who are more important when they play a role as important as collecting taxes, is essential to us. Your political formation, like Mr Vandeput, has so far shown us no great respect for public sector officials, especially those of the FPS Finances. When will you understand, Minister, that it is essential to act in the face of the malaise in your administration? What about the promises you made a few months ago? Could we not also hold hearings – we have never done so – of finance unions in this committee to hear fears and problems?
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u97	The reorganization of the FPS Finance services as a whole had raised some concern among Finance staff, but this operation is now in the process of being completed and has proceeded well overall, taking into account the importance of this reform. There are still some difficulties, but the current situation in the Department of Finance can certainly not be described as "obvious malaise". In accordance with and respecting the trade union status, representative trade union organisations are very regularly invited to formal meetings to discuss all decisions relating to staff members. They shall also be kept informed, in informal meetings, of all proposed new developments in personnel management. In response to one of the examples cited, since May 2016, more than ten formal and informal meetings have already been held on the issue of change. A draft protocol on several subjects, including deployments and 1:1 replacement for control functions, was further discussed in the Finance Sector II Committee on 14 February, and its final version will be sent to the trade unions shortly. The desire to devote the time necessary to listen to the social partners, to analyse their arguments and to reach a consensus acceptable to each of the parties is therefore indisputable.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u98	Mr Minister, there is obviously no problem, everything is fine. Trade union organisations explain in the press that there are problems, but obviously these problems do not exist. You will allow me to consider that there are difficulties from the moment when representative organisations refer to difficulties. I believe that, in order to be clear about this, it may be necessary to put on the agenda of our work the hearing of the representative organisations within the FPS Finance or, in any case, the organisations involved in the consultation within the FPS Finance. There is nothing to do, a persistent malaise within the FPS Finances can have an impact on the quality of work, on the service provided to users (so to citizens), but also, let us be pragmatic, on our tax revenues and on the fight against tax fraud in particular. I think we need to go into the matter. I understand, minister, that you are not directly involved in the consultation with the unions. Perhaps it would be useful if you were directly involved in meetings with organizations, not necessarily in detail, but in any case, you were listening to them. He seemed to me to understand that they were asking. I believe it is important that dialogue can exist with the minister, not just with senior officials.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u99	Minister, both yourself and the Chairman of the Prior Decision Service have confirmed the existence of unpublished rulings. It is clear that there are many more rulings than just the excess profit rotations, which are not published individually. Some 7% of the rulings delivered since the start of the Prior Decisions Service were not published individually. In the meantime, the new DVB president has stated that each ruling is published individually. That is, of course, excellent, but there is no clarity about the previous unpublished rulings. I think it would be a good idea for those too to be published individually. I take that view because we sometimes run into peculiar situations. I would like to refer to a discussion in the fiscal journal Succession Rights in 2013 of a ruling regarding a Dutch-Antillian foundation private fund. That meeting is from Rik Debluee's hand. However, that ruling was not published. It is strange that a ruling is not published, but is described extensively in the literature. I therefore urge that at least that ruling, but also the other rulings, be published individually. Minister, in the light of your positive comments in the past, I would have liked to ask you the following questions. Are you prepared to instruct the ruling committee to publish all unpublished rulings individually on Fisconet? How many rulings delivered by the Prior Decisions Service since its inception were not published? Now that it is practice to publish each ruling individually, do you agree that this practice should be regulated instead of being non-binding, as is the case now?
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u100	Mr Vanvelthoven, according to Article 24 of the Law of 24 December 2002, which established a system of prior decision, prior decisions must be published effectively. In accordance with Article 5 of the Royal Decree of 30 January 2003, that publication should take the form of an individual or collective summary. Consequently, the Prior Decisions Service has always complied with the legal requirements regarding the publication of the rulings. The DVB has never made it a secret that certain rulings were not published on an individual basis. The rulings were published either individually on Fisconet or collectively in the annual report, which is submitted to the Chamber each year and is also published on the website of the ruling service. Since 2015, all rulings have been published individually, which you rightly consider to be a positive development in the light of increased transparency. The ruling on a Dutch-Antillian foundation private fund concerns the prior decision No. 2012.049. It appears from internal documents that an anonymous version of that decision was prepared for publication on an individual basis. According to DVB, the non-publication is therefore a material error and was by no means intended not to publish that decision on an individual basis. The DVB has already taken the necessary steps to ensure that this decision is published.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u101	Thank you, Minister, for your reply. I understand that specific ruling will be published. I asked my question somewhat wider, namely whether you would also consider the same for other rulings of the past, which have not been published individually. Perhaps you could suggest the DVB to publish it after all. Since the current rulings are published individually, the question arises as to whether we would legally anchor them.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u102	Mr Vanvelthoven, you are aware of the problems involved. If for certain companies very specific data are included in the ruling, there is also a confidentiality issue and one cannot simply throw that ruling out on the street, so to speak.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u103	I fully understand that, and that should not be the intention. The new rulings are to be anonymised in such a way that possible business data and business secrets can no longer be traced. Perhaps we should consider whether we can do the same for the rulings of the past.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u104	I am quite prepared to include that with the staff of the ruling service. I do not want to hide behind it, but you also realize that this will cause a lot of work if we want to make those rulings public.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u105	If you would like to look at this and discuss it with them, I would like to hear the result.
ParlaMint-BE_2017-02-22-54-commissie-ic606x.u106	Debates of the European Parliament Mr Vanden Burre's 16800 was postponed to the next meeting. The next meeting will take place on 8 March with questions to Ministers Wilmès and Jambon.
