ParlaMint-BE_2017-07-18-54-commissie-ic717x.u1	Question No 19272 by Mrs Renate Hufkens is transformed into a written question.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u38	Madam Minister, the results of the RE-HEALTH European project were presented at a conference in May 2017. The project was launched in February 2016 by the Migration Health Division of the International Organisation for Migration. The project had four ambitious objectives. Firstly, linking the main reception areas for refugees and migrants with the health systems there. Secondly, to extend the use of the Personal Health Record and its manual, especially in order to better monitor and evaluate the state of health of incoming refugees. Thirdly, ensure that health assessments and preventive measures are implemented, with a particular focus on children and other vulnerable groups. Fourthly, ensure that the data are collected and stored in a database so that they are available in transit countries and the country of the final destination of the migrant or refugee. Madam Secretary, do you know and support this initiative? Will you take measures to integrate this system of eHealth in migrants and refugees? Are there any European-level or bilateral partnerships to facilitate this? Can Belgium play a leading role in e-health, especially among migrants?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u39	Mrs Dedry, the project you mentioned was launched from the Regional Bureau of the International Organisation for Migration. In my previous position as Secretary of State, I have worked a lot with that. It is now the responsibility of my successor, Secretary of State Theo Francken. Currently it has been implemented in Greece, Italy, Croatia and Slovenia. It focuses on the refugees and migrants who recently arrived in the host country. I'm not authorized to do that. I would advise you to address your questions, which are pertinent, to Mr Francken. Should the services under his authority participate in the project, we will examine with the Federal Health Administration what they can contribute.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u40	Madam Secretary, that is clear. I'll ask that further.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u41	Madam Minister, this legislation, which has been a long work, particularly with my colleague Thérèse Snoy, has taken up a large number of elements that had been brought into the Ecolo-Groen parliamentary proposals! for the prevention of conflicts of interest. Hence our careful follow-up. Statements of interest were often not always requested, nor was the independence of experts invited to the opinion committees always verified, in particular with regard to toxicity reviews of substances placed on the market, etc. On the other hand, other more independent but non-routine studies were often denigrated by more dominant scientific authors. Minister, the legislation passed in December 2013 came into force on March 1, 2016. It provided for the requirement of a general declaration of interest to be submitted by each person required to sit on the advisory committees and a system allowing each body to establish its own system for managing conflicts of interest. However, there was no centralization of the declarations or guarantee that they were available to the public. Authorities may, but must not, communicate or publish them on the Internet. In December 2016, an amendment to the law was passed to come into force in January 2017, with the establishment of an ethics committee to analyse conflict of interest management systems. So, Madam Minister, what is the reality on the ground? Are persons involved in advisory committees informed of their obligation to file a general statement of interest? Is there a guarantee that they respect and update it? Do these declarations appear in a centralized register? Are they made public on a site or document? What are they? Is the ethics committee established with the Health FPS constituted? How is it composed? What is his investigative power? Is there any mention of the proven absence of conflicts of interest in the opinions given to you by the committees or advisory bodies? If not, how do you check it?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u42	Madam Minister, Mr Gerkens has already outlined the introduction in detail. I can therefore summarise this question very briefly. It is about the fact that this law is an important lever to ensure the credibility of political decisions and policy decisions, especially as regards the functioning of the KCE, the High Health Council, the FAGG and so on. We certainly must not be confronted here with situations such as the Monsanto Papers. The Act was to enter into force on 1 January 2017. My questions are as follows. Can you give us an update? What does work and what doesn't? Is the intended central database already in which the declarations of conflict of interest are collected? Is it publicly consultable? Who's on the deontological committee? What is the precise competence of that committee?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u43	Mrs Gerkens, Mrs Dedry, you are aware that I have as my objective a policy that is based on evidence. I therefore share your concern to have scientific advice rendered independently and impartially in order to use it to support the measures taken in the context of this policy. That is why, after learning the comments of the people on the ground, I initiated an amendment to the original law of 2013, with a view to clarifying its scope and making it more practical, without hindering its purpose in terms of independence and transparency. Furthermore, the responsibility of the chairpersons and secretariats of the bodies concerned is stressed. As a result of my instructions, my administration has set up a group of projects to submit proposals for the issuance of the Act, namely the list of bodies, the general declaration of interest, the ethics committee and the central registry. It goes without saying that the group works in continuity and takes into account the work already carried out before. I'll have some proposals for the new year. I would also like to point out that some advisory bodies, provided for by law, are made up of representatives of the sectors. They seem to have forgotten that in the law. De facto, therefore, it appears that these representatives are defending certain interests. The legislative basis implicitly shows that there may be conflicts of interest, even if those members are appointed personae qualite. So they are appointed because of their qualities, because of their knowledge in the field, but because they have that knowledge there would already be a conflict of interest in advance. That is, after all, something we need to remedy. To answer your specific question, I would like to refer to the example of the Higher Health Council. All its experts are invited to complete a general declaration of interest when setting up a working group. Those whose declaration has expired also receive an invitation to update. The opinions of the Higher Council of Health systematically reproduce the list of its experts. Their respective statements are public and available on the Council's website. Any person can verify that each expert has made a declaration of interest. The Central Register does not yet exist. The High Health Council does have a public register on its website containing all the declarations of interest of its own experts who were appointed guests. The Group has already worked on the composition of the deontological committee, the appropriate profile of its members and their working methods. A KB is being prepared which will indicate the Committee's statutory tasks. All working groups of the High Health Council shall be assessed on the risk of conflicts of interest among members as regards the scope of the dossier. This is carried out by the independent deontological committee. It is therefore progressing, but the implementation of the law still needs to be done. If one approves a law in 2013 which must be implemented by 2017, then one can expect to see through a lot of shackles. We are moving forward and we are on the right track, but there were a few points that proved impossible.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u44	Madam Minister, thank you for your answer. It is true that this law of 2013 could already have been stricter and more complete. Unfortunately, these are subjects where we can only move forward step by step. I take into account the proposals and improvements under way. New elements will arrive in September. I'll be careful. There is a need to have confidence in the opinions given and on which health-related measures and decisions are based.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u45	Madam Minister, we will continue to monitor this, but it reassures me that you said in your reply that you consider this independence and transparency to be very important. Thank you.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u46	Debates of the European Parliament Mrs Jadin's 19591 question was converted into a written question.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u47	Madam Minister, at the end of June, we were both present at the press conference of Comeos, Fevia and the UBA, which expressed their commitment to take further steps towards more responsible children's advertising on food. You signed the renewed Belgian Pledge there. The Belgian Pledge is a self-regulatory initiative in which a number of further steps are taken in the area of responsible children's advertising for food. The Belgian Pledge also follows the trend towards entanglement, which already exists within the European Pledge. In any case, it is an important step forward: less advertising for unhealthy food, no communication in primary schools and more commitment to independent control. It is also positive that 21 more companies have signed the pledge and that the application has been extended to nine additional channels. However, a number of points of concern have not yet been settled. For example, one out of four purchases are decided in the store and given the well-known phenomenon of bully power, advertising in the store should also be taken into account, which is not the case now. However, there is support for this, as my discussions with people from the sector show. However, a second pain point is much more difficult. It's about getting rid of children's idols and advertising on packaging. However, there are good examples in our neighbouring countries. The monitoring of non-signatories is not regulated either. Madam Secretary, I have the following questions for you. We agree that we are following the European trend with the Belgian Pledge. However, can we not go a step further and take a leading role ourselves, especially in relation to those points which have not yet been settled? Secondly, do you agree with me that advertising on packaging and point-of-sale advertising should also be regulated by self-regulation? Thirdly, transparent and independent control is very important. Perhaps the government can still play a facilitating role, especially in monitoring the non-signatories. Fourthly, where do you stand on the implementation of good, visible food labelling? Fifth, what do you think of the proposals to allow the government to purchase licenses from companies.... Studio 100 is the best known... to use popular kid idols for social marketing, for example on water cans, or to encourage good practices among retailers? Albert Heijn has already given a number of examples of this.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u48	I did see you there, Mrs. Dedry. The Belgian Pledge is indeed a voluntary commitment from the private sector. It follows and extends the guidelines of the European Pledge, an initiative of some 20 large food companies. In Belgium, 55 companies have now signed the Belgian Pledge. It is actually more about groups, so very large companies. The document, with the participants, can be delivered to the committee, Madam President. It is not just about products, but also about distributors, for example. The list and the document are public and can be delivered here. The retail sector is therefore also involved. The advertising sector was also present, through the Union of Belgian Advertisers. The participating companies undertake not to advertise to children under 12 years of age for a number of categories of unhealthy products, such as chocolate and sugar, and only to do so for a number of other categories of food products if the product in question complies with certain compositional standards, i.e. not too much sugar or fat, enough fibre, etc. No advertising is made in primary schools except with the explicit agreement of the management. Recently, the pledge was expanded from classical audiovisual media to online events, including social media advertising such as YouTube or Facebook. Such national translation of the European Pledge principles was carried out only in a limited number of countries. That was the case in Switzerland, Portugal and Poland. In the Netherlands, the nutritional criteria in the advertising code are inspired by those of the European Pledge. Belgium is therefore one of the few countries where commitments are also made at national level. Because participating companies have to comply with certain standards in order to be allowed to advertise to children, they are also encouraged to adapt the composition of their product. In this way, the Belgian Plegde supports the goals of the covenant Balanced Nutrition that I concluded in 2016 with the food industry, FEVIA, and representative of the distribution, Comeos, which should lead to a more balanced composition of the food products on the Belgian market. So it's a sequel to that. Packaging and point or sale communications are indeed outside the scope of this Belgian Pledge but the advertising code contains specific provisions on advertising aimed at children. Its compliance is monitored by the Jury for Ethical Practices on Advertising, which was also present there. I also note that licence holders of figurines that are popular with children are becoming increasingly sensitive to the nutritional quality of the products on which their figurine grows. Finally, there is the issue of nutrition labels genre Traffic Lights in the UK or Nutri-Score in France. As has already been said, this is being studied by the services for the possible approval of such an informative nutrition labelling scheme which complements mandatory nutrition labelling. In the autumn we expect a note from the administration. I will not anticipate its content, but it is important, as I said at that meeting, to take steps. The question is just how much information should be on a label if it is to be readable. We try to be inventive in this, for example by working with a scanning system, as is already possible with the better bottles of wine.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u49	Madam Minister, I was expecting that answer because I know your position on this matter very well in the meantime. The only thing I was really fishing for is whether you could, on behalf of the government, take any facilitating measures to push the sector, which regulates itself, into the back. You did not answer that question.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u50	We are in dialogue and we are examining whether the covenant is being respected. The sector serves facts and figures and therefore carries out the measurements itself, but these are controlled by us. That's based on mutual respect. In doing so, we must take into account the contours of my competence and how quickly we can act on this issue. In any case, with this covenant, we have achieved more than in previous years. It's going the right way, but you know it yourself. For example, the sector recently announced the existence of sugarless children's ice creams and several of them. The expansion we have just mentioned is an important part of children's diet.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u51	Madam President, Minister, the concept of first responders is being developed in several countries to make up for significant travel times for relief services. They are usually first aid workers with varying levels of training and skill, equipped with a minimum of first aid equipment and travelling at the request of 112 to buffer pending the arrival of traditional relief. The concept of first responders is, to my knowledge, not currently developed legally in our country. However, it appears that an initiative has been taken in this direction in Fourons. I would like to know your position on this matter. Could this system be of real use? Would it not be more appropriate, finally, to provide for effective and properly funded programming of urgent medical aid? More specifically, what about the Fourons initiative? Under what legal framework could it be developed? Can you assure me that quality control is provided for this service? Has specific funding been provided for its implementation? If so, what are the reasons? Have there been any consultations with your colleague from the Interior on this initiative?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u52	Madam President, Mr Frédéric, indeed, the concept of first responders does not exist in the Act of 8 July 1964 on urgent medical aid. In April, I approved a pilot project to involve a first responders team in emergency medical assistance for incidents in the Fourons region, for which Centre 112 is sending the SMUR. This decision was based on several factors. First of all, the recent arrival in Fourons of an advanced post in the Limburg-East rescue zone, with firefighters with an ambulance first aid badge. Secondly, the finding that in most cases an ambulance cannot arrive within fifteen minutes in the region of Fourons and that the average time between the call and the arrival of a SMUR team was, in 2016, more than twenty-three minutes. For Centre 112 receiving emergency calls, the first responder is not a mandatory means but is available. It can substantially shorten the free medical interval and thus speed up the arrival of a SITREP (status report) at centre 112. The 112 centre alerts the first responder as an additional means under the said conditions. There is no specific legal framework. This is why this is a pilot project. The organisation of the latter does not call into question the desirability of effective programming of the means of emergency medical aid. On the part of the Public Health FPS, no investment was made in the implementation of the pilot project. The pilot project was launched as part of a close collaboration between the Directorate-General for Centre 112 of Hasselt, under the Directorate-General for Civil Safety of the Interior FPS and the Limburg Health Inspectorate. We will continue to work together, my colleague, Minister Jambon and I, on all urgent medical assistance. This project was developed because the deadline was problematic. More than twenty-three minutes before speaking, I do not think this is a good sign for the population.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u53	Madam Minister, thank you for your answer. Far from the idea of challenging the quality of the pilot project. I would like to be informed about the evaluation of this pilot project and possible future programming. I checked in the field and, indeed, on several occasions, these response teams arrive well before the SMUR or the medical services. I have concrete examples. Fourons is a special place in our country. Like the President, I live in rural areas and I would be curious to know where the rescue services are in Belgium, where it takes more than fifteen minutes to arrive. I suppose there's a record and I think there's one, just in my borough, I could already quote a few. Private ASBL initiatives (e.g. intervention helicopters) have taken place to address these shortcomings. I would not like the experience – although very generous – to be limited to this part of the territory. It seems to me desirable to envisage in the future, in the event of conclusive results, a generalisation of this possibility – without, of course, going against the interventions of the classical SMURs.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u54	Madam Minister, recently Flemish psychologists wrote to you and Minister Vandeurzen of the Flemish Government about the self-explained specialists, the so-called burn-out coaches. According to them, more and more charlatans appear, without education or background in healthcare, medicine or psychology. If so, we can assume that the patients are at greater risk, in the sense that more harm than good is done. According to these Flemish psychologists, they apparently charge excessive fees for their services. At best, it's about novice doctors or psychologists, but of course they don't always have enough luggage to help someone with a burn-out. In the discussion of the mental health law, the sector has already raised the issue. It was feared that psychotherapists, who would fall outside the new law, would use different names. At that time, we said that there was a risk. If I understand the complaint of the Flemish psychologists, it is now time. By excluding so many correct, good therapists in law, the proliferation seems to increase. You always state yourself that the quality of care is essential, especially in mental health care. What measures will you take to stop such self-declared specialists? I was wondering when reading the complaint of the Flemish psychologists whether the new law does not miss a bit of its purpose. Do you have any plans to remedy that?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u55	Madam Minister, Mr Jiroflée has already clearly outlined the situation in her introduction, so I can move on quickly. Many people who used to have a name tag with a therapist or something similar on their door now measure up to a different title. How quickly can you work on the reimbursement of first-line psychologists? With the recognition we have made progress, but if there is a refund, we may be able to separate the chaff from the chaff a little more easily and there will be a more logical flow of patients to recognized psychologists and less to charlatans without competences. What measures will you take to tackle the new group of self-declared burn-out specialists?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u56	Madam President, ladies and gentlemen, you are right to say that the quality guarantee for the exercise of any health profession, and certainly for clinical psychologists and clinical orthopedagogues, is an important pillar for patient rights and for psychotherapists. Therefore, the law of 10 July already laid down minimum criteria for practitioners to be allowed to pursue those professions. Therefore, persons who engage in acts covered by that definition, but who have not received the appropriate training, practise clinical psychology or psychotherapy illegally. A complaint may be lodged with the Provincial Medical Committees. Before the recognition of these professions in the law, they could not, because they fell within the competence of the Minister for Small and Medium-sized Enterprises. Since such professions are governed by the law on the exercise of health professions, the WUG, a complaint can be lodged. It's already happened in a neighboring congregation of mine. Someone has been convicted of treating sick people by laying hands and aura. It is true that the law of 10 July is actually the basis, which stipulates that the definition of clinical psychology, clinical orthopedagogy and psychotherapy can still be specified, on the advice of the Federal Council for the Mental Health Occupations. I have always said that this federal council must be a very important body and that these opinions are important to us. In the meantime, the board has been set up. I attended the first meeting on 6 July 2017. We are jointly responsible. Public authorities need to think and take steps to organise and finance psychological care, especially in the first line. Professional associations and academics also have a responsibility to further professionalise the field of mental health professions. I really believe that the law doesn't go beyond its purpose. I don't understand that question. It offers precisely the guarantee of the quality of psychological and psychotherapeutic care. I will continue to take steps forward in the implementation of that law. I have already submitted a draft for a start on reimbursement, for which I have to receive some further opinions, for the next special Council of Ministers. I hope that the point will be kept, because the demand for an arrangement is high. To my great satisfaction today, I have read that Minister Peeters also considers it an important matter. That means a lot more who will want to make the necessary money available. I will continue to defend that this huge gap in our care needs to be filled.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u57	You are right that it is easier to complain about this. I'm also glad to hear it's already happening. Because I didn't know that. I insist that everything remains rather fuzzy at the moment. The federal council has yet to start working. We will therefore follow up on this work. I hope he succeeds in setting out a good framework to separate the chaff from the wheat. By the way, I would like to join what Mr Dedry says. When a refund is made, it will be easier to intervene because it will become clearer. I note with satisfaction that there is a possible reflection trail for a partial refund. I hope that will result in a proper measure. We'll follow it. I look forward, like you, to the great Council of Ministers. I suppose we'll definitely talk about this after the holidays.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u58	Thank you for your answers. We will follow the matter closely. I am pleased that you are supported in that dossier by Minister Peeters. For family care, it's a different pair of sleeves.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u59	Madam Minister, when you announced last year your decision to save money in our health care by reducing the refunds of antibiotics, nasal sprays and antacids, we strongly denounced the cost-saving measure that would undoubtedly be carried out on patients' backs. Finally, this measure seems, at first, to have been counterproductive in your head, since, according to an analysis carried out by the University of Antwerp, it would have generated not savings but rather additional costs. Indeed, following your announcement, prescription antacids and nasal sprays saw their sales explode in November and December 2016, resulting in an estimated additional cost of €5 million for health care insurance. Minister, do you confirm the information that the decision to reduce the reimbursement of nasal and antacid sprays resulted in an additional cost of €5 million for health care insurance in November and December 2016? What is your analysis of this situation? Have you considered this possible reaction of patients and prescribers in calculating the savings to be achieved? Are you considering compensation measures? If so, which ones?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u60	Mr Senesael, thank you for your question. My services at INAMI do not yet have the data on the reimbursement of medicines for the month of December 2016! However, based on information from the evolution of drug delivery figures by publicly available clinics, in November and December 2016 there was a refund of a higher number than the monthly average of packs of corticosteroids for intranasal use and proton pump inhibitors. Our hypothesis is that, following the announcements in the press of the increase of the moderator ticket, the patients went to the pharmacy with the prescriptions in their possession, after asking their doctor for unnecessary prescriptions from a medical perspective. It should be noted that the delivery figures for these drugs in 2017 are decreasing as early as February, with in February, March and April 2017, an average number of packs issued lower than the average monthly number issued in 2015 and 2016. This means that while there was first an increase, it was followed by a decrease. This increase in delivery, and therefore the cost of INAMI, has been very limited in time. The decrease in issuances in the first quarter of 2017 already offsets, in large part, the higher spending at the end of 2016. In addition, the new reimbursement conditions having come into effect on 1 April 2017, the costs of INAMI will be further reduced, with a total INAMI cost of medicines in 2017 that will be lower than the cost of the years 2015 and 2016. In the end, I expect savings to be realized at the level of INAMI. I am therefore not considering any compensation measures. On the other hand, I find it really stupid to issue prescriptions of ten nasal sprays, which, given their expiry date, are also limited in time. I wonder if that's a sensible attitude. I doubt that's a decent amount of prescription. Everyone has to take their own responsibility for that.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u61	Minister, thank you for your answers. Of course, you're bringing your thoughts to it. I do not necessarily share it because it is also about the citizens' portfolio. When one announces increases, there is a reflex that one can find normal or even justified by the savings that this reaction can generate. You will have to wait for the numbers, as you mentioned, to have a more detailed analysis, depending on what you are announcing.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u62	Madam Minister, we may all have received a letter from the Ambulanciers' Union in which they denounce a great deal of inequality. Some ambulance workers work under the ambulance status and others apparently do not. Although these people do exactly the same work, they work under completely different working conditions. It is pointed out that ambulance workers working for private companies often have minimum working conditions, which are often not respected. In a number of cases, they fall prey to bogus contracts and abuse by sometimes being registered as volunteers in order to reduce costs. The ambulance union has been working for a long time for a general ambulance status for all ambulance workers and ambulance workers working in the sector. In their view, that is the only right choice to give these people the working conditions they deserve. Madam Minister, are there any ideas being put out to solve this problem and to correct the injustice that is being raised here? I would like to hear from you the extent to which that is so. I would also be interested to know exactly who is competent. I don't quite see it.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u63	Madam Minister, my colleague has outlined the problem. There are different statutes for the same work. I suppose we all received the same letter and call from the ambulance union. I have the following questions. What is your opinion on the generalisation of a uniform ambulance status for all ambulance workers employed in that sector, regardless of whether they work in the fire department, in a hospital or in the Red Cross? Are you in favour of this or are you against it? Are there any pitfalls or things that cannot easily be levelled and which we do not yet see?
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u64	Mr Jiroflée, Mrs Dedry, you know that the law of 8 July 1964 on urgent medical aid only refers to ambulance services which cooperate in the context of urgent aid. The paramedics deployed in the context of non-urgent transports are therefore within the competence of the Communities. At present, there is no uniform ambulance status within urgent medical care. In particular, the fire-fighting reform has restored the ambulance workers deployed by the relief zones. In the implementation of the coalition agreement, a structural increase in the annual resources for urgent medical aid was achieved during the previous budgetary conclaves at the relevant basic allocation of my department. At present, the best use of these resources is being investigated by my administration and my services. In the past, no distinction has been made according to the nature of urgent medical assistance, as regards the subsidy on the basis of the status of the auxiliary staff employed. It is not my intention to change that. As you know, the law of 3 July 2005 on volunteers falls within the competence of the Minister for Social Affairs. In that capacity, I can say that the officials of the National Employment Service are responsible for monitoring compliance with the provisions of Sections 1 and 2 of Chapter 7 of this Act, i.e. in the case of voluntary work by unemployed persons and bridge-retirement workers. In addition, infringements of economic and fiscal legislation can also be reported to the competent authorities. Eighty percent of the ambulance workers are under the responsibility of the fire department, a responsibility of Mr Jambon. He's had a difficult inheritance there. What happened? The Minister responsible, Mrs Milquet, has carried out the major reform of the fire services, but my predecessor was not involved. So there has been no cooperation. We are trying to do so now. The plan for urgent medical aid has been made by my people, but it has been fully consulted with the people of Minister Jambon. We also work together for the 911 service. We also work together on the rollout of 1733. As far as the statutes are concerned, there are considerable differences. A choice must therefore be made. If we go for a fully professional corps like in the Netherlands, then there is also a great cost involved. Apart from the question of whether that would be a good thing or not, I have seen a calculation that indicated that it would be difficult to find the money necessary for such an investment. Nevertheless, I have already allocated 35 million re-currents in this legislative period and another 12 million, i.e. 47 million in total. The budget allocated for this purpose has therefore more than doubled. There must be investment in this sector, that is for sure. The urgent medical aid is very important for the people. It is a sector that has actually been abandoned for years. I think it was a crucial mistake not to include this problem in the major fire-fighting reform. It is often the case that two ministers need to be able to work together on the ground. That is the case now.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u65	Madam Minister, I am pleased that you have shed some light on the problem. I am glad to hear that investment is needed in the sector and I can imagine that this is a long-term work. In that sense, we will follow this. Thank you for your answer.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u66	Madam Secretary, thank you for your answer. It is indeed more complicated than how it is often addressed. I do not think that this can be completely professionalised and that we will have to continue working with some volunteers.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u67	Madam President, Minister, we have talked about the medical homes before, and this is a new question in this context. On Monday 19 June the insurance committee approved the recognition of three medical homes, so we were told. There are two extensions and one new medical home. Normally, it could start on 1 July 2017. According to the cabinet, these centres could only start on 1 January 2018 due to a budget overrun. However, I did not think that these extensions were covered by the savings context that was outlined. Moreover, the confusion is complete, because in the insurance committee the three files were approved and signed, while contracts were subsequently signed with a starting date of 1 January 2018. I don't get it. The centres are obviously in trouble, because they want to recruit their staff as soon as possible. I also ask myself where the consultation model in this case has gone. A few weeks ago, on 21 June, I questioned you about the audit and moratorium of the district health centres. Normally, the moratorium expired on 1 July 2017. In response to my question, you said this was November 2017, but now it will be January 2018, if I understand correctly. I just want to tell you that the confusion is really complete. The reason would be the lump sum budget. But those patients are disappearing from the performance budget, aren't they? That's gonna shut each other down, isn't it? Madam Minister, I would like to ask you to tell me honestly what all this delay is for. What's your initial purpose for those medical homes? What's it really about? With the current method, you can take a lot of steps backwards for standard medicine. Gradually I start to wonder if that was perhaps the intention. I'd love to hear it from you.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u68	Minister, my question concerns several aspects. The first, without repeating what has just been said, is that these three medical houses that submitted their applications before 8 October 2016 have received their authorisation from 1 January 2018. In your reply and the exchange we had on 21 June, you did say that the audit would end at the end of November. In reply to your reply, I noted that this moratorium would therefore be extended until the end of the year. You said that it was an interpretation, that there might be both budgetary margins to make decisions, and that, for the files that were introduced in advance, it was as possible that they would resume before. I would have liked to have more details in the face of all these uncertainties. It seems that the Insurance Committee, the Commission, packages, in short, do not all of these bodies know how this moratorium will continue or not. I also took a look at the very long questionnaire on the audit. You still ask a lot of questions to the medical homes, while INAMI and the mutuals have the information requested. On the other hand, I do not think there is any aspect to the impact of the use of medical homes in relation to the use of other care, such as in-house consultations, etc. However, the interest of a care system is also the way in which it influences the decline, for example, or the improvement of consumption in other areas or in other sectors. In relation to this, I would also have liked to have a little more explanation from you.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u69	I'm limiting my questions to anything related to the audit. On 17 May 2017, the Forfait Committee informed you of a number of reflection points related to the audit of the district health centres. I found their questions quite pertinent. They have questions about the performance by KPMG, the old agency. They also have questions about the accuracy of the initial hypothesis that the expenditure of the district health centres would have increased by 10%, not taking into account a similar increase in patients. They have questions about benchmarking and about the extent and guarantees of sector participation in this audit. How do you feel about these pertinent reflection points? Will you take this into account and discuss it with the audit firm? Can you also clarify how and to what extent the district health centres will be involved in the process in a participatory manner? That will be necessary in order to achieve maximum results. When I speak to the sector, I see a great willingness to contribute to this. Finally, the cost picture is significant: 217 000 euros for the audit. Given this high price, I think it is important to take account of the above-mentioned concerns.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u70	The audit was assigned to KPMG by the services. So it wasn't assigned by me, as I read in the press. Please inform Mr Van Duppen that it is not the Minister who assigns the audit. In the meantime, it has started and uses different methods. The RIZIV cooperates in the provision of the information available to it through the insurance institutions and through the files and other data of the medical homes available to the RIZIV itself. A survey form will then be sent to all medical homes. Finally, there are also interviews with medical homes and other stakeholders such as the federations of medical homes, insurance institutions and so on. The method is similar to that of the sentries. A significant number of sentries have provided data. Small, medium-sized, very large guards have been questioned. That's what's going to happen now, because all these medical homes are very different. If you say that there is a great willingness, that is good news because they will be involved as much as possible. Of course, it is not possible to involve the auditor in the formatting and execution of the audit. That was a question, too. For auditors, there are strict standards to follow: "In the case of an audit assignment, it is in the public interest and, accordingly, required by the International Ethics Standards Board for Accountants Court that the auditor be independent of the entity subject to the audit." The cost of this International Ethics Standards Board for Accountants makes it clear that independence involves independence of mind as well as the appearance of independence, which means external independence or perceptible by others. The independence of the auditor vis-à-vis the entity preserves the entity's ability to form an opinion, without its being affected by influences that might affect it. It aims at the ability to act with integrity, to be objective and to be critical. I have here the document to which reference is made. In reply to the other questions, regarding the moratorium and the date of entry into force of the agreements on flat-rate payments of benefits in kind, I can tell you that I am strictly following the notifications of the Council of Ministers of 20 October 2016 with a view to the 2016-2017 budget. I quote from the notifications of this Council of Ministers. You can look it up, too. In the first half of 2017, a policy evaluation will take the form of an audit on the organisation, operation and cost structure of the medical homes in order to optimise the system on the basis of the results. That's the whole point. If this is to be further developed, we must know whether we are working in a good way. I quote again: "In anticipation of the results of the audit, no medical records will be approved for homes and the budget will be frozen. However, within the available budget, further applications with date of entry into force from 1 January 2017 may be approved in so far as the dossier was submitted to the RIZIV before 8 October 2016. During the first half of 2017, an evaluation of the policy will be conducted in the form of an audit of the organization, functioning of the structure, and medical home costs, with a view to improving the system. At the time when the files referred to were first submitted to the Insurance Committee, the technical estimates were there at the same time as regards the partial objective of medical housing. There was an excess of EUR 5.8 million for this year. The conditions cannot therefore be met within the available budget as required by the notification of the Council of Ministers. As the files met the other conditions, they were approved, but the date of entry into force was indeed fixed on 1 January 2018. I have to follow the notifications of the Council of Ministers, there is no reason to deviate from that.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u71	Thank you, Madam Secretary. You have read out notifications from the Council of Ministers. I have to tell you, this doesn't convince me. I have a very strong impression that there is a different way of dealing with auditing and monitoring notifications in neighbourhood health centres and in medical homes. I maintain that there was no need for a moratorium in order to audit a sector that had already proved to be efficient in the past, in previous audits or investigations. I really don't see why the moratorium had to be introduced. You say that there is a budget overrun and that you must keep to the notification. That may well be, but if the budget is exceeded, people will disappear from the performance budget.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u72	With this audit, I have to establish whether there are any shifts and where they can be found. However, there has never been an audit, Mrs Jiroflée. Why are you so afraid of an audit? That's good governance. There was a study of the knowledge centre in 2008.
ParlaMint-BE_2017-07-18-54-commissie-ic717x.u73	I think it was my turn, Madam President. I am absolutely not afraid of an audit, quite the contrary. Indeed, a study was carried out in 2008, which also produced positive results. Then why should we now be afraid of an audit? All I'm saying is that there was no need for a moratorium. This is also true in other sectors. It is not because the budget is exceeded for materials that suddenly no children are born? So it really is a very strict and very rigid way of dealing with a sector that I repeat, I am sure I am in favour of an audit that has proven in the past that it works cost-effectively.
