ParlaMint-IS_2019-04-01-87.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2019-04-01-87.u41	Mr. President. I recommend a committee party with a change from what it's about to happen. The General and Education Committee for a proposal for a synopsis of a change in the synopsis of Iceland's Equal Rights Fund. The Parliamentary arrangement suggests changes in Iceland's communal wealth, which aims to promote administration and its activities. These proposals include the decline in the control of the fund, that the prime minister of the fund through the end of 2020, three mains and three reserves, and that the management board, including his defense and his daily management, will be at Ranni's Research Centre of Iceland. Then it is suggested that the distribution between 2019 and 2020 will be called after applications for projects and research that contribute to education and prevention with the objective of eliminating sexual and sexual harassment and sexual violence in Icelandic society. The fund is also suggested to strengthen projects that promote education for young people on responsible attitudes toward sex, pornography, and sexual violence as well as on activities that contribute to increased knowledge of defenses and the consistent response to violence in close relationships. A respectable president. This body of interpretation is a continuation of another body of Congress, of course about Iceland's equal rights fund, which was adopted in 2015 by the 100-year vote of the Icelandic women who were then celebrated. At that time, the fund was given an assignment that was rather detailed. In view of #metho, and in view of the development and growth that have been involved in these issues, it is suggested to add only the great work that is already being done. Before I come to the subject of the committee's opinion, I'm going to go over the importance of this fund. It's a pleasure to share the matter with you. A top-of-the-art Board of Education found a joint conclusion on the importance of keeping these funds going. When the fund was set up in 2015, it was up to five years, up to 2020, by means of donations of 100 million. K. every year. The management of this case brought great pleasure to the fund. Similarly, there was a very clear appeal for the operation. So I'm pleased to relate that the General and Education Committee has agreed that we also feel very important to continue the activities of this fund and that he will be allowed to work longer than 2020. We direct the determined request to the Ministry of Presidency to make sure that it is done. To review why it is very important for me to continue in the ministry, I would like to discuss just the many important things that have already been done and the strength that has already been distributed from it. I'm just saying a few examples, and they're not meant to be put above anyone else's. An example of several strengths and granters: MartúnDrífa Jónsdóttir, who received 2 billion. K. the strength to the project, the nature and cost of domestic violence - police, courts, and the welfare field of Reykjavíkurburg. By permission of the president, we say in logic: ▪ The aim is to investigate the extent, nature, and cost that result when men abuse women at home. A healthy estimate of the magnitude, nature, and cost of domestic violence of women has not yet been undertaken in this country, and the study is intended to shed light on these factors. The results of this study are expected to have high and wide scientific relevance. In addition, the results will enhance the scientific environment of domestic violence, providing a better basis for more progressive and enlightened government decisions and professionals in connection with domestic violence. It is hoped that the results of the study will be practical for work in preventing domestic violence and, thus, equalizing the sexes. Katrín Ólafsdóttir, who has the strength of 8 million for the project ▪ Overbid in close contacts from the view of a dowd. In logic, it says, by permission of the President: ▪ The objective of this project is to investigate violence in close relationships from the perspective of those who use violence. The field has been a major study of domestic violence/abuse in close contacts where strong sex relations are repeatedly displayed. The inhabitants are in much more men. In the United States, 22% of the women have experienced violence in close relationships with a male partner. The project aims to investigate the experiences of bacteria from the violence they use their spouses based on a dual method model; the other is an interview study and a mathematical analysis [...] and a critical word analysis [...]. Also, the Women's Advice got 2.5 million. K. Fortification for opening the service center for victims of violence The purpose of this project is, by permission of the President, to open a service center for victims of violence in Akureyri 2018. The plan is to open a similar center to the city of Bjarkarbund, in Reykjavík, which took place on February 1, 2017. The Service Centre will be prepared to prepare all services for sexual abuse, violence in close relationships, or those who are metabolised by human affairs and/or prostitution in one place that makes it easier for those who are able to get help. The ministry will aim toward the ministry of both men and women. At the center, there will be a cross-cutting team in the service they need. In addition to these projects, Mr. President, are there tasks such as ◯Stimple violence its manifestations, and what can be done about them? " The measure, nature, and cost of domestic violence of men toward women, young people, pornography, and violence, and the international conferences - national politics, nationalism, and feminism, to mention just a few of the projects these advantages have provided up to this point. What this proposal does is to sharpen the wording of the synonym only, i.e. factors that can be strengthened by equal rights. So I'm just going to look into the committee itself, with the permission of a president: As a result of a change in the interpretation of Iceland's Equal Opportunities Fund, the budget is expected to be extended. In this way the funds will be specifically assigned to strengthen the above - mentioned projects that highlight instruction and prevention. In the treatment of this situation, there was a view that the education and prevention should not be limited to the granting of new letters, d•g team. Instead, a new letter should be more general in order to maintain the role of Iceland's Equalty Fund, but it may still be strengthened by some form of sex - and - sexual harassment and sexual violence. In view of this, it is necessary to promote education and prevention to young people in these areas and to seek a variety of ways to do so. In addition, the Committee points out that increased emphasis on education and prevention is in line with a proposal to adopt a decision for the 2019,2022 on actions against violence and the consequences of many measures for education and prevention against any form of violence. The Committee points out that according to current c-group 1 mg. The synopsis strengthens Iceland's equal rights fund, a project designed to counteract sexual violence and domestic violence. The committee believes that these letters will be combined with the wording of new characters, d-and-g teams, suggested to add to the synonym. Thus, the c-participation is based on sexual violence and domestic violence, while the d- team of members of the Parliament insists on sexual harassment and sexual harassment and sexual violence, and g- people prefer violence in close contacts. The Commission thus suggests that the wording of the c-parties will be changed so that equal rights may strengthen a project designed to counteract sexual harassment, sexual violence, and violence in close relationships. This is also in harmony with the above - mentioned views of more general words and the possibility of strengthening tasks related in some way to sexual harassment and sexual violence, as well as to activities related to violence in close relationships. In the treatment of the situation, it was suggested that a new letter about Iceland's equal rights fund would strengthen educational, preventive, and follow-up projects regarding sexual violence and harassment at work. According to the Committee, the workplace is part of the community. Therefore, the Commission suggests that the above proposals can fall under D-Collar 1 but suggest that equal rights strengthen educational and preventive tasks with the objective of eliminating sexual harassment and sexual violence in Icelandic society. So the committee does not suggest adding a specific letter because of this. At the same time, it was criticized that projects have increased without increasing the financial resources to Iceland's equal rights fund in line with the rise in topic areas. On the other hand, a new staff, d- and g team, was recommended to modify the wording of the present d- teams 1.mgr. The synonym so that tasks according to the e- and f-ages fall under it. However, it was suggested that a special and permanent fund be set up to strengthen the adjustments made in a precise and precise region of affairs. The committee points out that with the synonym, it is emphasised on strengthening programs that promote education and prevention for young people about violence, harassment, harassment, and debates that promote such things, education for young people on responsible attitudes toward sex, pornography, and sexual violence, and increased knowledge of defenses and a consistent response to violence in close relationships. This will be the reaction to the awareness of these issues that have occurred in the recent stages as well as the # I like/ #metoo movement. In view of this, it is important to add emphasis to these projects, although it is possible to argue that a particular staff can be united or that a project can generally fall under other tasks according to the current panels of the Parliament's odorary proposal. The committee then feels that it is best to assign an equal fund to strengthen the requested task. In view of the increase in the material areas of the fund, the Committee considered it proper to direct it to the Ministry of Presidency to consider whether additional funds are needed, taking into account the need to increase the growth of projects may lead to affecting the granting of other projects to which the fund is intended. There was a lot of agreement amongst the speakers and visitors on the importance of Iceland's equal wealth becoming a permanent operating fund. Thus further research and support might be provided. The committee agrees with this, and it is the opinion that the fund was a good compromise. Therefore, the committee strongly recommends that the funds be permanently implemented and directed to the Ministry of Presidency to ensure that this will be, as well as contributions to the fund. The committee suggests that the proposal will be agreed with the following adjustment: And the new number, which shall be number 1st, shall be added as follows: C-Jar 1. Consider: A project designed to counteract sexual harassment, sexual violence, and violence in close contacts. Under this opinion, Páll Magnússon, who was absent from the case but who signed a warrant in 4 mg. 18th par. Local procedures for the Generals' Committees, huh? The members of Ingi In Jónsson, Kolbrún Kolbrán Árnadóttir, Birgir Ármannsson of the Year, in advance, Guðmundur Andri Thorsson, Jón Steindór Valdimarsson, and Steinunn Þóra, the Árnadóttir of Aarna, together with Þórarinn Ingi Pétursson. As previously said, Mr. President, it is a great pleasure to report that the committee is almost agreeing that Iceland's equal rights fund will continue after this scheduled and his first appointment is completed. I also feel that it is important to point out that when we add a list of projects to which this might be considered, it would be wise to consider whether there was no better and more money to care for all these classes. This matter was handled in a great deal of reconciliation, both when it was first laid down, and also in our day. How happy we are to continue in the same course when it comes to research and innovation in the field of equality!
ParlaMint-IS_2019-04-01-87.u42	Mr. President. Thank you. There's a senator for the prehistoric speech with the opinion. I firmly agree that it is important to put this matter in a clearer and better light. I strongly advocated it, as one of the representatives of the case as president of a party, changing the arrangement, and I think it is a great improvement in the fact that it enters the Rannis. I don't object to the fact that it's going to be a permanent sum. I ask, however, if there has been a comprehensive assessment, an assessment of contributions to equality, to the factors involved in the Senate arrangement, so that we can receive a comprehensive view of what is going to happen in research and development on the basis of equality issues. Then I'd like to know which. A senator believes that it will improve the transfer of this into a group of three men. I stressed the importance of changing the orders of the fund - today they are political representatives or representatives - to be consulted, on the part of the Prime Minister, at the order of a representative of the prime minister. I want to know what's wrong. A senator believes that it is absolutely certain to consult. □ What are some ways in which we can gain accurate knowledge of God's Word? It has to be said that the work force, not just in these days, has been so during the season, is not a direct consultation. It matters to me to know how it is guaranteed to the highest. The prime minister consults all classes at the council regarding the order of a government officer. We have some differences of opinion and approach to how to expand, strengthen, and strengthen the field of equality research.
ParlaMint-IS_2019-04-01-87.u43	Mr. President. Thank you. paritaprevir A Þorgerður of K. Gunnarsdóttir's daughter for the counter-sponsored. There's an answer that I don't know that such a complete meal, like what it is. A senator refers to, passed. I might well have missed that. Of course, we have a summary of the projects this fund has assigned and can be accessed to the board of directors' website. But I don't think this is what it is. A senator is already fishing for this. Perhaps the matter falls a little between a ship and a dock right now because this Ministry was being transferred to, and perhaps the answer lies there. As regards the discussion, it is not guaranteed in this suggestion. That is not mentioned, either in the committee opinion or in the Senate arrangement itself, so that what we have is the highest word. Prime Minister Katrín of Jakobsdóttir's daughter that she will agree with the order of this fund. Of course, we can personally call for this assembly to be done carefully. Also, I think a report request, which I would like to enter with a what. A senator would be an excellent idea to know how the collective funding and policy-making of equality studies are not available.
ParlaMint-IS_2019-04-01-87.u44	V.E.G. President. V.E.G. In his introduction, the prime minister could do this, and we must simply trust that this will be done. I think it's very important that this transfer and the changes in the fund be consulted. We assume that it will be, and that it will be not only in word, as is extremely popular with the government, but it is a real will for consultation. The reason why I am discussing a comprehensive view of contributions to the work of equal rights is that it is of enormous importance that we make these practical decisions. When it comes to equality, we are in a position to lead a kingdom, and we are to stay there. We also need to have the courage to touch sensitive factors, strengthen projects, conflicts, and so forth. #methoo's a good example of that. I'd like to remind you, because the head of the Offense Party is here in the side hall, that the root that the balance fund goes a little far back, right up to 2005, by the time Ásgrímsson Asgrimon, the then president of the Agency, had a lot of ambition to further research and support the equality. Then, ten years later, this will develop into the balance fund on the 100th anniversary of our women's voting rights. What's not to happen is that this will be just some additional and we're gonna be breaking up on our equality issues a little bit, that we're hiding behind the fact that we're putting money here and then it's just enough. We need to know where it goes. We must be successful. We need to make some progress. I'm asking why. A senator would be wondering if Ranni, whom I trust so much better than most others for research and development, in cooperation with e.g. At the university community and the Ministry of Presidents, which are now presented in equal rights, we have to determine the best arrangements to further research on equality. Is it by maintaining the fund, or was there some other arrangement better to promote and support equality research?
ParlaMint-IS_2019-04-01-87.u45	Mr. President. Thank you. A senator for an excellent historical review. I knew that, for example. Could not connect to torrent %1. Interesting to know. I can say that it's the best idea to have a complete investigation of this. And where it is. A senator makes mention of the lack of perspective on matters that are related to sex rights and beautiful promises in those subjects. I'll be like that. While thinking about a total sexual abuse program, it certainly looks very good on paper, when I have tried to call for dissensions on what this money is going on, there is a considerable lack of answers. That was, for example, In the last financial program, when the present government prided himself on the importance of this program, but when I called for some sort of cost, the cost of each part, and the amount of money in it and the amount of it, it could not be answered. How interesting it was to learn that this plan was a treasure! It's hard to have a perspective on this, and I feel like it's a reason. Senators have limited tools to follow up on such plans. This applies, as it were, not only to gender equality but to various other controversies that come through here, and we have very limited ability to determine if the will of the council is actually being carried out. As with this schedule of action, but also the current anti- violence activity programme involved. A top-of-the-art Board of Education. Some tens of millions are to be picked up and used, for example. This part to talk it up a little. I feel that there are times when you are making butts where money is to be taken out of this project or the other but that all of your projects look really good together, without a complete view of the cost factors, the cost analysis, and some kind of project that you can rely on other than beautiful charms. Thus, they can be better handled.
ParlaMint-IS_2019-04-01-87.u46	Mr. President. I'm going to briefly explain to you the warning I had at the drop of the case from a full-scale educational committee. It does not really lie that the main element of the proposal presented here, i.e. the change in the management of the fund and the project to be expected in a proposal by the highest degree. Prime Minister. I think all the projects being added to the fund's list can fit in there and that the change in how the government's system is changed is positive in itself. However, I wanted to give specific notice on the comments made in the General Information and Education Committee on the continuation of the fund, which discuss the permanent performance of the Agency. When a decision was made in 2015 regarding the fund's establishment, it was assumed that this would be a five - year project. That, of course, was the case from the beginning. I say for myself that I don't want to rule out that in order to get these matters to happen in some way to the future. But I am not prepared to speak up in this regard as much as the committee does in her committee. I think, even. taking into account the conversations that took place between two dates. The senators before, what? paritaprevir The Sunna Ævarsdóttir and the Þorgerður of Katrín Gunnarsdóttir that prior to the policy-making decision, some evaluation of the Agency's activities and the results he has achieved during his working time as well as the holistic policies for funding in this field. This is what I wanted to do during the discussion, but of course I will not violate the progress of the matter.
ParlaMint-IS_2019-04-01-87.u47	Mr. President. I recommend here for bill to correct the change in mail service law, No. 19/2002, with subsequent changes. It's about foreign mails and electronic transmissions. The bill basically includes three changes in current mail laws. First, it is suggested that a clear view be made that the law of the land exceeds international commitments rather than that international debt should be respected as long as it does not violate Icelandic law. Secondly, the MAH is proposed to conduct a national service programme, i.e. The European Commission, the European Commission, will be able to set reimburse and take charge of foreign packages to the country, and thirdly it is suggested that the MAH be authorized to send customs information to comparable partners abroad. A respectable president. I don't think it's right to tear down every piece of this talk. I think it's time to tear down the above three major changes in general. In current post office laws, international agreements are made higher than does in Icelandic rights. That's how it comes, for example. to level 51. current law, by permission of the President: These laws also apply to mail services to other countries to the extent that they do not conflict with international agreements for mail services. Other articles of the bill, such as 6. and 15. "Gr., "refers to this. It is my opinion that it is more consistent with the so - called dual-tegality theory that we believe in here in the country that it will be the opposite, i.e. that cross-reacts on mail services will keep their values as long as they don't violate Icelandic law. In fact, it is suggested by a bill that parts 51st gr. let him be taken away, and put in charge of the sixthfloor. The law as well as the 15th. The changes make it clear that the postmortem fees will be collected for foreign packages. It should be noted, however, that the Icelandic government still has a national commitment to the international agreements they have made in order to respect. There has been no secret in the last year that Iceland's e-mail operation, which has to do with all services in the mail in this country, is under attack. The position of comparable enterprises in the Western world is generally similar, but this situation has been observed on the part of the Society. to be achieved by adverse endpoints on packages and large increases in foreign packages. The bill is therefore suggested to allow the company's Marketing Authorisation Holder to provide a special fee for foreign mail recipients where endpoints do not pay for actual costs. It is then suggested that the loss of foreign mail messages cannot be added to the email and telecommunications agency or other administration authority. Thus, Mr. President, the objective of the bill is to protect the state funds position which does not come to pay compensation to an alminister for the services involved in this service within the public service, the bill will be legally established. Finally, the bill suggests that the head of the Marketing Authorisation Holder will be authorized to send e-mail information to foreign competent authorities or mail drivers abroad in order to facilitate the introduction of mail between consumers but also with the aim of improving safety. The purpose of the warrant is to speed up the tax pay of shipments to ensure the safety of transport by sea, land and air or to provide full-time reference. Iceland funded ohf. received an instructor's reply from Peritoneal Protection in 2015 because of plans to exchange electronic tax information with a foreign mail company and to the office of a customs manager. It specifically pointed out that it was desirable to have a clear authority to transport such information from the country by mail. It is very important, therefore, that there will be laws on mail services allowed to send and receive electronic messages with connection information on the sender, recipient and the content of mail shipments. Lack of such a warrant for the e-mail might lead to a major delay in a receptionist and even a halt. Then such messages speed up the registration and processing of delivered to the country, prevent double work and thereby reduce the costs of their treatment. A respectable president. I have now explained the subject of the bill and suggested that it be followed by this discussion referred to why. Environment and Transport Committee and 2nd Environment.
ParlaMint-IS_2019-04-01-87.u48	Mr. President. Thank you very much. Minister for reviewing this bill to legalize a change in mail service law. I come up here to ask the highest. Minister of why the bill has come in here - he only reviewed it in his case - when we have an overall law to change mail service in the treatment of the council, why this is happening in this form. The bill did not go into the consultation mystery that when I could see it, I could see it. If this is to be done solely to meet the overexploitable situation in Iceland it is clear that it is a little late for it. The bad situation was clear to everyone when the total law came into this council. I'm asking, why does it come into this form and not just in the big bill?
ParlaMint-IS_2019-04-01-87.u49	A respectable president. Thank you. A senator for the counter-sponsored. This is a perfectly normal question, since we have an overall review of mail services for treatment. Long after that bill was ready and came to the council. In the fall, Iceland called for a much greater change in business last year than would have been expected, that the package shipments would have been the problem. We actually have the bill to react to it and make changes, and that's why it's going a little fast, not going through the cross-examination and other things, to put under a leak for cash flows from the mail, and at the same time to ensure that by payment on the bill, as presented in my case, the mail or the public servant would not be able to make a requirement for a state fund of payment for this loss of services, but might be here. We are, in effect, limiting the damage done by the State over a period of time but putting in normal, according to our opinion, the possibility of changing the register. As the situation exists today, it can be said that the postman, the owner or sponsor, i.e. State, government funds, are subsidizing a foreign post shop in a domestic market. I think we all agree that it's not normal.
ParlaMint-IS_2019-04-01-87.u50	Mr. President. Thank you very much. Minister very much for the answer. I understand that government funds, executives, or Ministers are trying to stop the leak that's obviously in Iceland, the massive leak there, and that's no joke. The Environment and Transport Committee is working a bill to change this arrangement so that Iceland will not be alone on this project. The situation wasn't hidden from us. It's not something new. This has been heard in the past few years. This also was the saying ten years ago, that it was a problem, and it is now more trouble with more parcels from outside. You also wonder if there has been a consultation with someone in the Ministry, e.g. to the consumers in Iceland. So it's just this question: Will this allow everyone to pay extra fees to all who might deliver mails to the country, private people and others, in a short time?
ParlaMint-IS_2019-04-01-87.u51	A respectable president. With regard to the last question, it may be relevant to all those taking up the services, it's about that. The big bill is certainly inside, where this is only being handled, and when that takes effect, hopefully there will be a significant change in the environment. We realize that this will alter the environment of Iceland today. But this is not to be taken effect until 2020. This case comes in here to ask the council to do it quickly so that it can become meaningful as soon as possible. We hope that this bill will take effect as soon as it becomes possible to cope with increasing emissions from Iceland's funds this year because the package shipments have grown rapidly. It is true that this is a problem that many other countries and mail companies in other parts of the world have been facing for some time, and others have been responding in the International Protocol. But to us, the problem seems to have grown very fast. years and continue growing. I think this is a change that comes like a wave. The funds that flow out there are then some sort of subsidence at a foreign post office, either with the money of Iceland's mail that the Parliament, the state, will have to deal with or may be required by the employee to obtain this from the state's funds. We are simply trying to respond as soon as possible and therefore this matter comes in here. I trust the council will send this out for review. It is hoped that a community discussion on this subject will develop so that even if it is an additional cost, it is not normal for state funds or government companies to subsidize foreign posts in competition with domestic commerce. [[The president calls.]]
ParlaMint-IS_2019-04-01-87.u52	V.E.G. President. I recommend here for bill to correct climate change laws, No. 70/2012. The bill is submitted with the goal of strengthening the environment's environment and control. Since the administration of climate laws seven years ago, climate problems have grown and become very conscious of it. International and international responses and measures as well as in Icelandic society are increased. What a delightful development! The government has put climate issues first. The first, the first one ever made, is the financial operation of the State, and much work is now being done on climate issues. The bill presented here for the Allied Council suggests changes in Iceland's objectives of climate change, including the reduction to 2030 by the Paris Convention, the lack of carbon share, and adaptation to climate change, research and monitoring. There's a lot of new numbers on the bill. There is a new arrangement that deals with the adaptation of Icelandic society to climate change. Clearly, climate change will affect Iceland, and it needs to be handled in an orderly manner. These include changes in marine levels, eco-efficiency and water currents, increased deforestation, changes in marine life as a result of acidification and warming, etc. We've made plans here to reduce emissions, but a lead-in plan has been missing. That is where it will be replaced. In the bill, the law holds the obligation of the Minister to have a work programme for adaptation of Icelandic society to climate change on the basis of best scientific knowledge, and this, in my opinion, is a very important step of progress. The bill contains a basis for climate advice and its role. The Council of Climate Change has already been set up and implemented following General Decisions since June 2, 2016. The Council provides government support for the great work being done, and it is anticipated that it will play a vital role in the battle against climate change. The bill I recommend here is the first time required by law on climate control. In particular, it is stated that jobs are independent and impartial. The bill also outlines government climate policy on government activities. The Council of the Management Board of Iceland, the government agencies, and a company in the majority of the state have the obligation to set up climate policy. This is a turning point. In climate policy, a defined target for shutdown in greenhouse gas emissions and carbon balance should be set up along with measures to achieve this target. Not only does this reduce emissions but it also includes the examples presented by the board of directors and other government members. The bill expects the EEA to guide and implement climate policy institutions and to address the activities of the relevant bodies and the emissions associated with them. This recommendation for the duties of the Member States to establish climate policy will have a multiple impact here on the country and a turning point. The bill also contains regulations for a report made by Minister on the impact of climate change on natural processes and Iceland society. Such reports have previously been turned to the request of a minister, but in the light of the predictable effects and changes in natural processes, and society will now be legalized. The reports should take into account the regular assessment reports of the IPCC, the United Nations Interim on Climate Change, and the latest and best information on the impact of climate change in Iceland at any time. Iceland's weather agency will lead work on the reporting process using the approach of experts in the field of nature and social factors discussed. V.E.G. President. The rest of the bill has to do with the changes to the current legal requirements. A change in measures to measures of action in climate change has been proposed. This change is aimed at strengthening the program as a control tool to achieve the Paris Convention's targets of recession in greenhouse gas emissions to 2030 and the objectives of the government on noncarbonization in 2040. The bill also suggests changes in the laws on climate funds. The terms on climate treasure have been in the law since their sentence, but it is necessary that the regulations be updated and more clearly stated about the role of the fund. The funds are expected to operate soon. Climate saving is not going to come through a climate fund alone. However, the sea will play a vital role in this and will provide more clear guidance on its tasks with the suggestions set out here. A respectable president. I've traced the bill's main subject. I suggest that the bill be referred to what. Environmental and transport committees, after the end of the 1st.
ParlaMint-IS_2019-04-01-87.u53	Mr. President. Thank you very much. Environment Minister for his historical history and this bill which I believe is in many ways improved; for this is, as a minister entered his history, a very important matter. It is important that we take it seriously. I have a few questions, however, that I will try to exchange an answer so that they can be answered for all in this brief period of time. I hope a minister can answer here. First, it is in the new article on adaptation to climate change that I believe is very important, and the study in climates shows that for the next five to ten years, everything will be important to mankind. In these years, we will determine whether we will meet global warming or deal with disastrous consequences, as is the case in the bill's report. I would like to ask a minister how he envisions such a plan to be carried out and who is responsible for follow-up. Could do that, for example. Be the number of projects laid down in the same article? Second, I'd like to ask the highest. A minister of how he envisions interaction on one of the projects that carry this large task with his hands and the climate Council, which also has, at least in part, to discuss these same issues, how all of this is going to play together. Thirdly, of course, I'm very happy that the Council of Iceland, the government and the public property are expected to set up a climate policy. But I don't feel quite clear, and I hope to the highest. A minister can help me there, whether this is one climate policy for everyone, or whether every institution and every company should make their own.
ParlaMint-IS_2019-04-01-87.u54	V.E.G. President. First thing I want to do is thank you. A senator for the questions. I agree with that. A senator making adjustments to climate change is a very important thing that Iceland and I have not done nearly enough so far. That's why there's even setting this law into the law or making a suggestion there. What I've already done is hide a climate council to suggest how it's best to achieve such a strategy for action and I expect to get from them, soon in the spring months, something more about it. Otherwise, I assume a considerable number of people have to come to this job, the nature of the case. Of course, there are rural areas, government institutions responsible for e.g. harbors and roads and so forth, so I think it's a job that could take a lot of time and be with a higher source of people. Regarding the project management and its role and then the role of the climate Council, the task management is actually responsible for winning public plans, i.e. The compensatory measures programme, which will be reviewed by the climatic Council, provide management and guidance for the EEA's work programme, e.g. There may be a lack of work, what they think they need to do differently, etc. Regarding government agencies and the obligation to win a climate policy, the idea is that it is all alone. I do not rule out, however, that in some cases related institutions may be able to help with that. [[The president calls.]]
ParlaMint-IS_2019-04-01-87.u55	Mr. President. Thank you very much. Ministers are eager to know the answers, and they are happy that governments and businesses owned by the government and the Council are to set specific climate policies on an individual basis. However, it is stated in the bill, i.e. in the report, that no cost is expected to be paid for the government budget of the bill unless there are certain factors. Is it not clear that there will be some cost to government, government, government, and government organizations by winning and applying climate policy? The question may be, Do we need to assume that this is not necessary? It's not because I'm opposed to it, on the contrary, I'm happy about it very much. I'm just worried that you won't be money to do it, and that's what people will throw at you, maybe not work as well as with great ambitions and desirable things. But I'm delighted that at last we're going to activate a climate fund. It's a long time. However, I pay a little attention not to mention the funding of the fund, so I would like to ask if the temperature has been determined. The report provides an answer to some extent, but it will be from the EEA or another institution, as mentioned in the report, e.g. Rannis? Then I came to my attention the proposal for order control of a climate fund, and I would like to ask questions about it. The order of five representatives is laid down, but only one government officer, a representative of the university community, is stated that the agent should have knowledge of climate issues. Is it not reasonable that all representatives of the fund should have some knowledge of climate? It also states that now the fund will only strengthen innovation projects in climate - related technologies, as well as presentations and education, which I think are also very good. But does a minister have no concern that the fund is being overcrowded? You don't want to watch a little more? [[The president calls.]]
ParlaMint-IS_2019-04-01-87.u56	V.E.G. President. First, about the cost. The EEA is expected to play a advisory and surveillance role in the climate policy of the institutions of the state and to be involved in about 15 billion. K. Each year, however, it is contained within the financial resources of the topic field. The Agency is expected to be able to assist other institutions in climate policy development, so this is expected to be a cost. With regard to GDP, the Ministry has been in contact with Ranni because of it. We aim to work closely with Ranni, that Ranni's role is to advertise and help with distribution. Still, control of the fund is required in the bill. Small changes are being made from the current arrangement, both under specific guidelines, from Ranni's, including Ranni's. On the Second Creation Centre. They thought it unnatural for a New Creation Center to have a representative there, since applying for strength could make it impossible for them to do so. We made those comments, and we changed them. Regarding knowledge, I think it's very desirable for everyone to have knowledge of climates, but we specifically call it there. It is also important that there are people with knowledge of innovation and education that are becoming more focused on. I'm not worried that we're trying too hard because we have a budget for a number of other projects previously assigned to the fund. In fact, I think it is better to have a tighter role than he has today to make even more money. [[The president calls.]]
ParlaMint-IS_2019-04-01-87.u57	A respectable president. We're here to discuss a bill of a change in climate law. I'd like to say that I'm always happy when we have an opportunity to discuss environmental and climate issues. We did it last week, which was really good, and I think we should do more. I would like to mention in particular the importance of being brought into that work by professional living. The solution to climate is not just the role of the State, because if we are going to be successful in these activities, we have to work with our communities, our business world, and, of course, our communities. It's all about changing our behavior. I welcome the emphasis placed on it in the bill. I wonder, though, if a minister comes up after me again, if this is really going to be in the jurisdiction. This is not part of the law for representatives in the Council. It is not that a secretary has authority to make this decision in the Regulation. The report says that there are now representatives appointed by the National Associations of Business Life, the Neythic Society, the Union of the Icelandic Company, Festus, a center of community responsibility, the Farmers, two representatives designated by the university community, and two representatives from the environmental organization, which I think is a good matter, and I do not doubt that this counsel is very well ordered. In the law, I think it's important that we need a broad membership and even if I trust the highest authority. Of course, a minister in order to emphasize who should be involved in such a advice will never know what will happen in the future. We are, for example. with a president in the United States who can think of a number of things, so I wonder what the decision is. I suppose the Commission is on it and whether there is something on the bill that specifically determines the breadth and dimension of the board and the means to get to that level. Then I'd also like to mention that as important as it is for us to reduce greenhouse gas emissions, it is also important that we pray, and just as much as I feel it is important to look at Icelandic society's adaptation into the changes we have already seen and will see in the years and decades to come. It was an excellent meeting that the European Union of Iceland held last week on climate issues and how important it is that rural society be aware of that, as there are so many organizational issues like this. that need special attention when it comes to climate. Time and again, these can be simple solutions, such as blue green surface water solutions, which are of utmost importance, how we organize our systems, how our activities are built up, how our activities are built up, whether they are cathartics, bridges, roads, or other factors, where we are building, saying, rise above the surface of the sea, how close we can go to sea or lakes. All of them need my knowledge - and I say that with years of experience in rural affairs and certainly these were viewed in my country society, but I still believe that we had to look into it even more, because of a lot of work to do. Granted, there is a source of counseling, and it is important that the rural communities, which vary in size and quantity to handle projects, have some manuals and guidance on how to apply themselves. Of course, some of it is stated in regulations that may at times be too important. First and last, I think it's important that these matters be discussed seriously, and then I'll stress this with the response. I'm not making the big thing down, of course, a little less emissions and ties, but I feel that we may be even shorter in our discussion on how we should react to the changes that take place. A respectable president. Finally, I thank you very much for this bill, and I trust that the committee will do a good and thorough review. Then we have another chance to talk about it when we have received reviews. I think we have a lot of business here, and we need to do a lot more talking about this.
