ParlaMint-IS_2019-04-11-94.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2019-04-11-94.u34	A respectable president. I want to start by thanking the highest. Prime Minister for taking good care of our government's call and coming here to present the report to us. It is undisputed that this intervention by the government in the difficult struggle we were facing in the country really benefited. It's going down, and now we've turned down those contracts, and I'm just going to say that there's not a lot of bad things that don't offer us anything good. I say, congratulations, to the labor movement, that the major stage is reached and that at the same time we are in the wind, possibly, in connection with the impending strike action that had really lay ahead of us the consequences of land and nation. On the other hand, giant projects are ahead of us. Tens of thousands of employees will work out their contracts, and then the question is what the government will do about it. Will the government continue to step in and try to meet it, the so - called life - making agreements are principally thought of there? I guess so. It's a turning point, to say, for the first time, let's see in such negotiations that percentage increases in pay are not just being focused on, but we've seen that the minimum wage's been rising in charges. In fact, those who earn the lowest amount of money get the most out of it. The higher earners do not receive more crowns, as the percentages always did. However, when it comes to the government's financial plan until the next five years, all the grounds for that financial plan were smiling before it began printing. There's been a lot of said and everyone knows, whether it's the government itself, the government's side or just anyone who wants to know. I'm not going to count the traumas we've been through lately. I'd rather look at the benefits we've just achieved. Unfortunately, there is one thing that still stands out, and I don't know when we'll be caught up with it. There's still a tax on poverty. The tax pay is still well below 300,000 dollars. There's still a cutting of the microchip, a crown to the crown. I got an answer the other day from the highest. Social Affairs Minister on how much it would cost to eliminate all the poorer and older citizens. 46 billion bucks. These are big numbers. In the state, it is important to take this money really from these social groups and put it directly into national preparations. You ask: "Why is this message being sent so clearly into society forever? If we don't cut and we don't force poverty, we've got a national problem. Everything's on our side. What do you say we cancel the taxation on the banks? Shall we turn down the bank tax by 7 billion? At present, it's not just a will, it's actually being done when I'm standing here in the speaker's office. It's being carried out precisely by the secretary of finance, reducing the bank tax by 7 billion dollars. It is also quite obvious that this year taxation on the seabed should be reduced by 4.3 billion dollars. Here we are combined with 11.3 billion bucks. contracting into the state culture of direct reductions to those who truly can afford it and who are able to put it into our common fund. Who needs more than a desperate person that we put our arms around them and show it all the way? This is what I have already referred to in this speaker, according to sociologist Stefánsson, who did for the welfare watch and published his conclusion on February 28th. It turns out that no one in the community is more poor than the poor. How is it that we can stand here for an elected period of time, a legislature after the legislature, and watch these curved backs bend more? It's unacceptable. Unacceptable, it is always to hang in a system and always talk out of something for the planned, well written, down to the page. It is unacceptable that we, whether in a financial budget for the next five years or in the best will we should be preaching, do not put our brothers and sisters around us. What would the voter think when he walks into the voter's room and puts X in his class, puts X on the one he's going to trust in, in good faith, that he will speak his own language? We look up repeatedly at the High General Assembly that there is a great deal of interest here, a personal market and security. What a surprise it is that we have to look at such things as this! I say, a respectable president, that, of course, we'll change our budget to some extent in a year and try to adapt it to changing circumstances. The nature of the matter must be the right thing to do. But it does not change the fact that between 10 and 15% of children suffer from a variety of shortage and consider poor, according to the report I referred to earlier. Imagine, we're talking about the future. We're talking about our children, 10 to 15 percent of children in poverty. It's the last black, respectable President. This is, in fact, heavier than tears, and I don't believe that we should talk about it any more, that we should not think more of the social groups that are in need of our help. Of course, it is a huge step to try to make the house market so that these poor children will live in security. Some of them have been refugees in their own land and have even lived in some places during their first ten years of life because they have had no safety. The basic needs of these populations have not been carried out. Their human rights have been trampled on. It is minimal that we provide food, clothing, and shelter and that our people can assume that tomorrow they are in a safe place and have food on their plate. We take pride in success. We boast that we are probably one of the richest lands in the world. I don't know, Mr. Honorable President, how we measure that wealth, whether it is only those who have enough, an abundance of everything, or whether it is the famous average, beautiful excel paper as the highest. The minister of finance has been discussed in this public speaker. What a joy it would be to have him in the hall with us today! I always enjoy talking to him.
ParlaMint-IS_2019-04-11-94.u35	He's foreign.
ParlaMint-IS_2019-04-11-94.u36	I can hear it from what I'm talking about. paritaprevir Olsen Gunnarsdóttir wish he was out there doing his official work abroad. But that does not change the fact that I miss not having him in the audience. And thus said I, It is better to do. We take the step in the right direction. I have congratulated the government for taking a powerful step in what she did with the knot we faced in the labour market, with our workers. I would also like to congratulate those in battle who have fought for low-payers. I congratulate them.
ParlaMint-IS_2019-04-11-94.u37	A respectable president. I thank the prime minister for a good report. I think the government's actions are happy, but there's a lot of compensation for young people and especially for young children's families. For 12 months, the prolongation of maternity is not merely a choice for parents - which reduces the gap between maternity school and prenatal school - but instead of guaranteeing the right of children to associate with their parents in the first year of life. Increase in the maximum monthly amount of monthly pay from the birth ordinary reserve of 520 k. As many as 600,000 who went through the years were also able to do so, making sure that the income - greater parents could go to birthworm. Children's failure ratings increase from 242,000 to 325,000 and an increase in child improvement by 16% will not only yield to young, income - stricken parents but all family members in the country. That's what I think I'm happy about. A respectable president. Scientists are concerned that women will later have their first child. The average mother's age at the birth of the first child in Iceland is growing. By this action, we are building an improvement system that enables young people to have children as a real possibility for young people who are new to a job market or who are still in school. It is then important to consider whether more people can be assured of the right to reduce the work ratio at the end of their pregnancy so that they do not compromise the pay or the birthworm itself. But with changes in tax and tax reform systems, young people will be given the opportunity to enjoy money growth. Similarly, they will make it easier for parents, children's low income, and young parents to make ends meet. In this way, the government will highlight the number of people who have been left on the market by considering how the provision of incomes for all age groups has developed since 1990. That group are people under 30 years of age. The decrease in income taxation in the lowest salary will be achieved by young people under 20 years of age, young people whose hands are less common today than young people did at the beginning of the '90s. In particular, the government's actions on housing are aimed at helping young people and the threat of earning money to cross the down payment threshold. They will be useful to my generation, who have been left to fall, a generation that lives longer in homes than the ones that preceded because of an inaccessible housing market. And the purpose of the procedure is to prevent housing costs from becoming as burdensome as a large part of the provisional element - that young people get into a real estate market as soon as possible. Above the head, it should not be a luxury; it is a basic need for all people. Migration measures, e.g. Through social housing systems, therefore, there is a particular reason for joy. The opportunity to make 3.5% of the pension pay on the market will help them build the gap at the time of the first purchase. It will shorten the time they spend on young people and reduce the amount of money they spend on the first payment. However, this strategy will benefit not only young people but also those who have been driven by property markets and who have not lived in an apartment for many years. Also, the extension of the warrant for making special savings into apartment loans is a special source of joy for my generation, as well as a clearer tenure protection rules. We must have a clear choice for people who choose to invest in something other than concrete. With all of this, however, it is important to consider transport, in particular public transportation. The more rapid structure of public transport is there a key to the general public in the country and the environment. A respectable president. I am grateful for the actions the government has made to meet the demands of the labor movement. I look forward to the future, and I believe that the Life Treaty Treaty is a step in the right direction, step in the direction of balance in Icelandic society.
ParlaMint-IS_2019-04-11-94.u38	Mr. President. Thank you very much. The prime minister's report. I congratulate the leader of the labor movement on having managed to work with the government in the insurance business. At the same time, respect for the government's acceptance, as shown by her declaration on controlled insurance. Among the highest costs, the index joint is to reduce the index of new consumer loans, to eliminate the poisonous cook, and to examine the effect of the ◯ indicator complex, which increases the index number due to systematic scoring. The housekeeping team has been expensive to the homes. During the course of his life, he added 118 billion extra on homes'debt for housing, while general prices were down to 15 billion on a combined headstained loan. The host's execution is late, after this greedy monster has been allowed to walk free for as long as there is evidence. The toxic cocktail is also taken out, the 40 - year loan, in which the first twenty - and some years are paid only interest, not dollars, on a head chair. Out with him and the housing team - there are two items on the market against the insurance policy set up in my bill about changing the interest and insurance law. The remaining two key aspects of the application are left. They are: Out with the indirect taxes that find their way directly into the insurance policy, such as the gasoline, the alcohol, the tobacco, and the carbon. And: Out with overgrowth of securities on loans determined without competition and unsupervised by foreign growth, no such arrangement is offered in the world. I miss the fact that these points are addressed in the government declaration and are weaker as a result. It is a worthy subject described in the government declaration to develop the loan system for the quality that is practiced elsewhere in the North countries. It would have been preferable to take a bigger step in that direction than is expected. The middle class will keep a close eye on the fulfillment of promises and will walk after success in these matters. In the end, Mr. President, I'm disappointed that the standard of living for the elderly is not the basis for it.
ParlaMint-IS_2019-04-11-94.u39	Mr. President. Most were happy when news of the signing of collective agreements was received last week after months of talks. The labor movement has greatly promoted the rights of those who have not enjoyed the swing, something for full reason to commend her. Similarly, in the face of collective agreements, both the labor movement and the representatives of the industry can be commended for their efforts and different approach. Although not always able to unite the representative of the employees and the professional drivers, they succeeded today as they were able to unite in rejecting the first activity of the government and to demand that it be a much more direct approach. United we stand, divided, we collapse. Thus the government was able to draw back to the level that then offered more suggestions, in fact most suggestions that the United States has called and submitted here at the council, such as higher child reforms, longer maternity reserves, and extended housing proposals. We in the United States rejoice that our proposals are, in fact, reaching the end no matter where good comes from, and now it's just to follow through. However, we do not consider it to be long enough, nor do we highly recommend new contracts of biographies. Although a positive step is taken to fix the situation in a part of the worst group, the big movie is still unchanged. In addition, the contract is weak. It is not yet clear how the government will finance and carry out much of the promised work. In addition, as Dr. Ragnar Þór Pétursson, chairman of Iceland's Teacher Association, pointed out earlier this week, there is still an overwhelming lack of confidence in building trust between the labour market parties and the government. Mr. President. The situation is also that large groups of people, including large groups of women in lands and rural groups, are still to be negotiated. Unfortunately, there is no financial program in the current issue, suggesting that governments intend to contribute in the same way to government contracts in the public markets. In fact, it does not seem that the government is in charge of the pay raise of public employees without performing cut-offs on expenses in return, i.e. if they experience more than 0.5% in excess of the price. This Council of Economic Affairs, in particular, warns in its review of a financial budget and says that the maintenance measures that the government has announced to the state and rural groups if government pay raises over the goal may increase unemployment and thus have a negative impact on the survival of the government. It will also show that there is no discussion in the program on how this requirement is presented or how it will be implemented. The situation is, in effect, that inflation is only a 3.3% rise from criteria to 3.8% in order to allow no room for increase in pay for public employees. I'm sorry, as I told you earlier, it's a good idea to call this lifetime contract, but the deal does not involve everyone's standard of living. He will not put his arms around the elderly and leave the poor, and he will continue to pay for the rest of his life by slacking off even further. The same can be said of students, although positive steps were taken. The fact is, students are not getting a larger foundation, and soon their situation will become a special subject for research. Then, unfortunately, nothing is done to counter a problem of property, a fundamental justice in our society. Mr. President. Iceland is not a big country, or rather, Iceland is not much of a country, but we're lucky to be a rich country, both human and resource. Therefore, I always feel as incomprehensible that we of all nations have not been able to guarantee a decent standard of living, just some of them. We need to increase the equation, we need to create a situation here in a country where everyone enjoys the same opportunities, where people can survive their pay without having to work 24 hours a day, and then they can rather enjoy leisure time and association with a family. We are to expand our education with emphasis on intelligent, novelty, and thus lay the foundation for a career that can live up to the increasing quality of life. Mr. President. Finally, I would like to mention the elephant in our living room, which is our currency, which, in effect, splits the nation in half, is a small fortune that can benefit from its instability and, on the other hand, the vast majority of people who eventually bear the cost of its failures forever. The changed criteria require response, as financial advice points out in its opinion. The United States believes that the government's financial policy should be changed and the government law on public finances should allow space to reduce the damage to the decline. Thus, tax reforms and investments could be further improved, the worst available value of companies, small and medium-sized companies, and the well - being of the country. Mr. President. So I end up where I started, I'm sure I'm glad that collective agreements have been obtained and the good and important steps taken there. Sadly, though, the big film is still unchanged, and it will continue to be handled; right or left; conservative or liberal; fundamental guidelines. The union will continue to fight for equal and better terms for everyone.
ParlaMint-IS_2019-04-11-94.u40	Mr. President. I want to like the rest of you here thank you for this discussion and the report at the top. The prime minister who was moved at her beginning and made up of me, as if of others. Councilmen here have spoken, rejoice that the results of a workforce have come, and are especially glad that with these contracts, it is laid the foundation for continued stability and the application of a better lifestyle and a better community in this country. I can totally agree with the point of view. Councilmen whom some have discussed how far a government should take the time to help solve a labour market dispute. I believe, however, that under the circumstances now it has been absolutely inevitable because we see weather change in the economy. In fact, during a discussion about climate, I heard that people should stop talking about warming but talk more about the disorder. I'd say there's a breakdown in the economy that we all have to care about. Hence, it was important that the government now resided on the scales of the solution. We've had here on land one of the longest economic growth and stability periods for our economic history, and it is by no means possible to continue. It is also important to consider preparing the soil for this to continue. I think we've been showing during this long economic growth that by responsible financial management and responsible economic activities, we can maintain stability, have a very good situation to avoid the contingency we know all too well. We've been doing really well. We've built up the foundations of the economy. We have more support for our economy and for our professional life. It is enough to include the growth of a truly sound travel service. We have made progress in other areas. We focus on the financial agenda and on the actions of the government that is now on the offensive in innovation and research. This will be of utmost importance in maintaining our economic situation and in extending our living conditions. The basic building of our society, our homes, our businesses, large and small, has spent over the past few years making significant progress in strengthening our positions. Resentments have fallen. They are now in an outstanding position, indeed a historical minimum. How vital it is when we enter the economic crisis that we now face! There are all indications that the increased power of money during the past few years has been used wisely; it has been used to pay off homes' debts; rather than uncompromisingly, it has been reassigned to the increased strain and consumption, as at times, and indelibly followed. It has been used primarily to reduce debt and to create long - term benefits. It was interesting to study the basis for the fortunes presented by Iceland's Hausp Institute. The budget committee recently at meetings and the economic forecasts under the financial program now under discussion at the council and realizes that there are indications that we are changing our behavior in the economy from the past. I was especially interested in the fact that when the Crown's gangs yielded to the latecomer's recent years, it did not reflect as rapidly the rise in in in inflation. The predictions that were then underlying had not really been fulfilled. It tells us that both what I mentioned earlier about increased savings and subsidies are important - savings is now in the economy and it's very important - but also, whether we look to business or to other factors in our situation, that the companies who sell products and services live in ways that are more than ever from the open market that we are involved. The conclusion was simply that in the late year, the companies could not look as hard into the prices as they had previously been able to. This meant that inflation predictions did not work, and in a way that we know from comparable fluctuations, inflation did not build up. This was of great interest to me when we learned about the situation and the basis for the fortunes we're working on. V.E.G. At the beginning of his report, the prime minister mentioned the need for a reevaluation. I must say, a respectable president, that I am not particularly pessimistic of that review. I believe that many aspects of our country life and our economy will be sustained if we do not have a prelude to believe that there will be a bad outcome from that review. But we wait for her and deal with her when she's in the way. On the one hand, when it gave its opinion on financial plans to visit the budget committee yesterday, it was observed that, unfortunately, we have not always been able to be accurate in our predictions of economic growth. We tend to overemphasize the growth of economic interests, but we underestimate the growth of the economy. It's the message of a financial council that I think we should take very seriously and let it become a theory so that we don't have our financial budget on the next four, five, to intervene in such a way that we may be able to pull down the swing, which we could possibly do by effectively pulling our hand. There are a number of suggestions and measures that have been proposed in the collective agreements by the administration of the government as well as the proposals for housing that are still unattracted. On the other hand, I'm going to draw attention to the fact that there are substantial financial resources in the budget in order to handle housing projects. I don't think it's ever too often that we've made that matter matter of our own. There is, however, a debate over ways, and we will continue to do so. Yet, the essence of all of this is that homes have improved their savings and paid off debts. The company's got a stronger position. The wealth is in a unique position. He has had success in reducing his debt enormously. This, in fact, testifies to that fact. a recent bond tender issued by the state's budget and concluded that the price of a trust will be less than 1%. This gives us hope that our plan or hope for a decrease in interest that follows these agreements can go on. I think, a respectable president, if it were all we could go along with these collective contracts, achieving a decrease in the interest level, it would be the greatest dressback that would be possible to bring long-term Icelandic and Icelandic companies. The decrease in growth, stability, responsible economic management, and practical agreements that I consider these collective agreements are the cornerstone of our success and our enjoyment of building on continued stability and application to improved biographies.
ParlaMint-IS_2019-04-11-94.u41	President. I'd like to start by saying thank you very much. Prime Minister for the report and congratulate it and the government with success in collective agreements. I find it boring that a minister has spent so much time in his speech in presenting the proposals and resources of the government to the collective agreements rather than talking more about how this will affect financial programs. When law on government finance was passed, the importance of financial planning not only for policy development but also for effective monitoring with the provision of public funds, assets, and rights. For this to work, the plan needs to be based on the most accurate information each time. Information about how, how to do it, and why to act in the program, whether it is politically convenient for them to be available to the public or not. The Parliament must be able to assume that the information it has for treatment is correct. Looking at this financial program, you suspect that keeping information outside it is deliberately being held. Two locations in a financial program refer to the situation in aviation market and the problems it could create without any predicting the overall impact on the economy and on the state business if one of the two major airlines went bankrupt. Of course, it would not be easy to predict whether WOW's fall in official evidence before then, but it is important that a government fund is able to foresee the effects of such a fall. The effect of collective agreements on government management is also discussed in 35 locations, but instead of explaining the proposed actions of the government on collective agreements, only state funds will take a significant commitment with a decrease in income and additional expenses to cover the production of existing collective agreements. However, such shaking of hands does not reveal action. In some respects, it is understandable, the government wants to hold the cards when their publication can affect the outcome of agreements. So here are three views that seem inconsistencies; that there are information available to the Council on what the government's objective is in a financial programme to prevent a state in accordance with official financial laws, that temporary confidence is holding the measures that the government intends to offer to cut down the negotiations in a commercial market and that the public is informed about the state of the economy in the way it is realistic without any negative expectations affecting the market and the economy. These goals may not all seem to be possible at the same time, but if they are not possible, we need to have a conversation about engineering and methodology in order to try to ensure as much information flow as possible. The premise must be a complete information gift from the government to the council. It is clear to everyone that the government hardly predicts exactly what action must be taken in a labour market to achieve a contract, and it is also difficult to tell exactly the effect of bankruptcy on one of the largest jobs in the country. Nevertheless, government ministers had arranged a number of measures in advance, and these were hardly out - of - the - air ideas. There must have been some kind of field analysis, or I hope that at least. Really. There is a reason to celebrate many of the actions the government has proclaimed on the collective agreements, but it is almost impossible to believe that these ideas were not in great advance and that it is totally unclear that it would have had a negative effect on the course of a collective agreement to inform about these actions in the same way as it was informed about the making of a new income tax level. It could even have rushed the collective agreements. The budget cannot be one State edition of the future economic outlooks of the economy. She must consider different stage illustrations and display their influence. If not, this plan cannot be believed. The government needs to establish a credible financial program that is placed in trust by the United States. This diverse trust will not be promoted by not setting plans for financial matters. My message to the highest. Prime Ministers are simple: The credibility of financial programs is important, but the credibility does not exist if the government covers a vast array of things that could affect the survival of the funds and the survival of all Icelanders. Having this conversation with the council in an open and honest way is important. Don't get away with it. I hope that in his second speech, there will be the highest. Prime Ministers more fully into how this affects financial programs and how we should be able to do our part as an observer to see what is really going to happen here in the next few years.
ParlaMint-IS_2019-04-11-94.u42	A respectable president. I'm going to discuss government support to the biographer agreement. The government's pack of measures contains one 80 billion during the contract period, and it can be called a turning point plan. This package contains dozens of activities that support stability targets and improve the quality of long - term paymen. In all, these are 38 ambitious actions that affect many and different aspects of society. I'm here to mention income tax, where a three-stage tax system will be set up with a new low-aching phase that will especially benefit the most industry. I'm calling birthworm prolongation from nine months to ten at the beginning of 2020. At the beginning of 2021, the birthworm will be 12 months. Because we fishermen have been fighting for the prolongation of the birthworm, it is a pleasure. Children's improvement limits will rise to 325,000 per month in 2020. As for the housing situation, I would like to mention options for the first buyers who can obtain special loans or a new segment of their pension payments to invest in real estate. These actions are especially helpful for young people and low incomes. The urban development of Köldnaland is a cooperation project of the State and Reykjavíkurburg and is also a positive step in housing. Clearly, governments are serious about getting closer to the better economy project and securing this stability. 32 points out that the workforce will be met by the President's permission: ▪ Emerging the role of a national economy to strengthen the coordination of economic and social stability of economy and decision-making in terms of labour markets. You will see that we need extensive cohesion to ensure economic prosperity and increased wealth. This is essential for providing conditions for growth reduction that have long been called upon by the homes of the country. Government attendance is also a matter of promoting prices, but the Constitution of the State will not increase in 2019 beyond what has already been accomplished. A company on the market is called upon to be responsible for the development of prices and to assume that this is the case. Regarding the simplicity of action and monitoring including Whether to provide special contributions from the laws of the law or to make a personal assessment of the conditions involved. This is a very important point to promote the competitiveness of enterprises which are competitive from abroad, manufacturers and consumers at home for the benefit.
ParlaMint-IS_2019-04-11-94.u43	Mr. President. It is a pleasure to have a bargain between workers, storekeepers, and office workers on the other hand and professional drivers and to congratulate them and their representatives. So the so - called biography agreements between these parties are made, and interesting when you hear these political categories state that they do not agree with them, as the Conspiracy did earlier. On the other hand, I think that there are a lot of good things in these contracts that were achieved, to focus on the increase in the lowest taxation, the pay development insurance for a tax count, and the opening of the work week's shortening through work conditions. There is also the terms of the collective agreements of so-called economic growth so as to maintain pay increases in economic growth. There is an interesting innovation, as well as the new approach to the highest degree. As regards the access of the government to the conclusion reached, the prime minister began. This, of course, was the contribution made by the Government of Katrín, Jakobsdóttir's daughter, who can be estimated at some 80 billion dollars. These include changes in tax and support systems used by young people's interests, low income, and child - care families, which also benefit older citizens and micropiers. Reduce taxes on the total income level by 10,000 bucks. and children's improvement and limit of their limits are examples of such changes. Strategies in housing such as increases in establishments for social housing, clearer rent protection regulations, and administration of state routes for which to include: A tenant camp, will contribute to a healthy tenet, and provide these groups with increased housing options. We certainly see a failure of hairy hair, which is certainly a cause for stumbling. It is estimated that some 18 billion of export prices will be lost because of the one who will affect both the wealth and, of course, a few of the country's settlements. WOW's cash failures were also a major hit on the economy, but not least a shock to those who lost their job because of it. The government was not around the collapse of the airline. Increased funds were put to health institutions and employment agencies, deadlines in the Icelandic Board of Education have been extended, education and academic status have increased. Ministers have even. Meeting with representatives of the institutions and members of the South, these are just a few examples of the actions the government has taken because of bankruptcy. The increase in unemployment rates and the maximum pay paid by the previous year is also a change of importance. A respectable president. A financial committee now has a financial agenda for consideration. There we come to appreciate these factors, as shown in the words of the highest degree. Prime Minister. Not to be overlooked is the fact that many of these are already included in the program and taken into consideration. It's not like all this event is outside. Yet, while social trauma may result, there is reason to be positive when considering the overall picture. Our economy is strong, and we are equipped to handle the challenges involved. Unemployment is quite low, which will hopefully give them the opportunity to get back into the job market. Reports that the airlines are increasing their trips to and from the country, and even new airlines are flying to the country, hopefully this blow will have as serious an effect on secondary jobs as it was feared. Recently, too, the good news was that mackerel stock was somewhat larger than previously anticipated. Then the public investment will come into the economy at just the right time. It is expected that the injection of the official will produce about 300 jobs in the construction sector immediately this year and about 600 until 2021. I believe that the government's social investment will not only make life easier for people but also have a positive influence on the economy. Mr. President. Sadly, trauma is an inevitable part of life. What really matters is how we react to such calamities. I believe the government has responded right away. It is a government that has worked for a year and four months, and it has been accomplished tremendously. But, of course, there are many things that we do not do, and we remember here to stand up for the watch under the government of Katrín, Jakobsdóttir's daughter.
ParlaMint-IS_2019-04-11-94.u44	Mr. President. As soon as I thank the highest. Prime Minister before the discussion, I would like to start my speech here today by celebrating newly developed agreements, which are in many ways novel, with new people in the recent years who have chosen to take the lead in the unions a fine witness of vision and a sense of urgency in solving the knot that long appeared to be insurmountable. Therefore, I would like to use this opportunity to congratulate all parties deeply, Mr. President. In many areas, however, problems arise, with the highest professional situation in Southnes following the fall of WOWair, as many speakers have visited. I strongly emphasize that governments contribute to that area in a way that does not cause demolition in the south via the sea. Mr. President. I would particularly like to use this talk period to discuss the fluency during winter and spring, since for the first time in many years, no fish was allowed from the hairy ground. Loin fishing has for years been a burden on employment in several rural areas in the country, especially in the South and East. It is not only the fur that is not visible but also the lobster. Eight years ago, more than 2,000 tons of lobster were caught here, while the advice of the year accounts for 235 tons, about 10% of what was caught only a few years ago. This too is a collapse of a valuable stock, with relatively worst results in southern settlements. I'd like to mention, for example. The Cape of the Hornfjord and the Westland Islands. Mr. President. The collapse of these strains is a major shock to these settlements and is seen in significant losses in rural areas, but also in fishermen, fish workers, and inhabitants, and has a major impact on the urban population. The government will not take any special measures for this. It says that hunting depends on the fluctuations of the natural world and that those who base their resources on hunting must be prepared to take those swings. Mr. President. There are other things to do or not do. In this light, e.g. It is impossible to ask less than that governments set aside any thought - provoking thoughts about reduced donations to the rural budget. Then sea research can be enhanced and our knowledge of the resources of the sea that we have survived for centuries can be increased. The study of the hairy powder requires large increases and the new catch calls for increased research, as well as for reducing the uncertainty of hair measurements. Mr. President. The pressures of carbon costs on the seaside could be reviewed, especially since the industry has reduced its emissions by 54% from 1990, by economic management, by technologies, and by new ships, and so far beyond the requirements of the Paris Convention but still has to endure a large rise in carbon costs and should be continued. What's the point? Based on the use of carbon costs in this industry in some particular environmental research? Or is this another tax? The government could also set aside plans for the demolition of public jobs in the country as long as there is constant improvement in the capital area, including a recent example from the Western Islands, a reduction in the number of county reformed. Mr. President. We are facing a critical period of professional life in the country. The central category stresss that the score will be much larger to the reduction of insurance costs than has been expected to be better able to raise the pay, increase the number of employees, and attack investments in order to increase production.
ParlaMint-IS_2019-04-11-94.u45	A respectable president. The biographies that were terminated a few days ago are, in fact, landmark treaties. I believe these contracts will affect the development of long-term labour contracts. They will be seen as models, which may mark the beginning of a new era in a approach to a collective agreement, possibly a change in our labour legislation. There are many strands in this matter and many of the policies of the government that appear to us in this coordinated effort of the labour market and of the government leaders. These include factors such as the circumstances of young people, the circumstances of young people. There is a high prolongation of maternity and child - reformation, and perhaps at least not least the emphasis on helping people to cover their heads with roofs. Of course, we independents rejoice greatly that our special policy is a guide to the arrangement's housing. It is an incentive for special possession; it is opened to use; tax parks. People are encouraged to increase their savings and then take care of it in real estate. Specific measures are also being taken by the government to promote the increased potential for less paid and more difficult to obtain their own housing, to be able to share in it. It is unmistakably that in later years, the situation of those who have their own home will be far better than those who have been rented. It is also a fact that this is also the case with the obvious will that in our polls, people want largely to have their own housing. This is followed by the simplicity of construction projects, and it is interesting to associate it with a recent industrial minister's contract with OECD, where there is a competitive assessment of regular activities in tourism and construction. There are high hopes and estimates that it will take about a year and a half, models that OECD has driven in more countries with good results. There will be no other way to see this than to mention, in turn, tax reductions. It is a great stage and a joy to see that the workforce's members put much emphasis on this aspect. In particular, it focuses on the terms of low - income workers, who, in turn, have a huge impact on older citizens and disability, where other measures at the level of the government will encourage further participation in the work market and hopefully play a role in turning back the negative trends that have been involved in these areas. It's built in this all-instigation to further valuables, incentive to participate in the labour market. How important it is that our tax system does not discourage them! So this is a huge step toward promoting future participation in the workforce. This has discussed some of the effects on financial planning, and of course, some personal problems have occurred. We have suffered traumas this year in our tourism and in the fishing road. There's a bankruptcy of WOW and a failure at the top of a magazine. The responsibilities and discipline that have marked the management of Kingdom funds in recent years make us better equipped to handle these big projects than before. In this regard, it is also good to remember that in spite of the failure of hairy soil, it is important to have strong, large, strong companies who can cope with this problem and who can keep people on the payroll without any income. This is extremely important. It is impossible to avoid referring to the tax song that has been here in recent years, which has been spoken of as adding much tax laws to companies in tourism and fishing roads. Some members of the Parliament have gone so far as to talk about being thrown away. Now it is good for the government to have built rather on these sectores. There's no real reason why the government is breaking sails. Much more than that, there are many indications and facts that are being developed in transportation, health and education systems. You can go now when your economy is getting cold. What I feel is not very much discussed with these collective agreements, but it supports what I said here first, that the approach is revolutionary. It is this connection with economic growth that ensures a share in the valuable creation; there, I think, we are taking steps that may have a tremendous impact on the future. So it is now true that rather than arguing over who should get a larger piece of cake that is not growing, the basic approach in collective agreements is to agree that instead of arguing on who should get a larger piece of nongrowing cake. Therefore, there should be a turning point in growing valuables in the community, in which the workers' union, the employment sector, the employees and the government, together turn their backs on creating the best environment for material wealth in the country, so that there can be a better living reform for all society's groups, as well as increasing support for Icelandic economic and Icelandic valuables. In effect, fishermen and builders worked after this model for many years, where sailors can share it if they bring greater value to land. Although we have been critical of a petition system that has been introduced in many sectors, it can be concluded that it is somewhat similar with this petitioning system that has been in the labour market and with what is being introduced here, that a certain petition system is being implemented for the whole nation, of course not because of the magnitude of our criticism that we are not concerned about. [[The president calls.]] This participation - I think it can be a major breakthrough in the future.
