ParlaMint-FR_2020-07-29-E1024.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-29-E1024.u167	I cannot understand the value of the distinction between private and public centres in the conservation of gametes. Why would private institutions not have the right to keep them – unless, of course, the prohibition is motivated by a problem of competence? This is completely discriminatory and, moreover, inconsistent with the organisation of the health system. This runs counter to the "My Health 2022" plan, which promotes rapprochement and complementarity between the public and private sectors. I therefore propose the deletion of paragraph 34.
ParlaMint-FR_2020-07-29-E1024.u168	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u169	A substantive debate on the extension of the conservation authorisation to private establishments will take place immediately thereafter. In any case, we can prefer a more measured approach than yours. Rather, it is necessary to base itself on the fact that public and private non-profit institutions are lacking in order to allow this extension to private institutions, under very specific conditions. Unfavorable opinion.
ParlaMint-FR_2020-07-29-E1024.u170	I have before me four amendments, Nos 384, 2003, 702 and 2184, which can be discussed jointly. I call Mr Guillaume Chiche to support Amendment No. 384.
ParlaMint-FR_2020-07-29-E1024.u171	We propose that private for-profit health facilities be allowed to retain embryos, as well as public and private not-for-profit institutions. It is important to note that private for-profit centres already conserve gametes. It is therefore a matter of extending their scope of competence to that of embryos. In addition to complementing the territorial network of a health care system that is already in difficulty, these institutions play an important role in providing reproductive health assistance.
ParlaMint-FR_2020-07-29-E1024.u172	Mrs Danièle Obono has the floor to support Amendment No. 2003.
ParlaMint-FR_2020-07-29-E1024.u173	With this amendment, we want to ensure that the procedures in question remain, as far as possible, in the public sector. If private non-profit institutions are now able to fill the gaps in the territorial grid of public institutions, we hope that only the latter can keep gametes, and that the State will guarantee the opening of more public institutions. Among other reasons, the sensitivity of the data they may have should encourage us to be cautious. We would also like to make it clear that only public establishments can collect or use gametes. Thus, we want the three steps – collection, conservation, use – to be preserved from trade and speculation. We do not want private institutions to be able to intervene, at this stage, in the process of reproductive health care or in the self-conservation of gametes. As we have already said, this text will extend rights. We cannot be content with a purely symbolic or formal extension; We must give ourselves the means to translate this extension into reality, by filling in the delays in this matter. We will be able to do so, Minister, in our discussions on the investments needed to strengthen health infrastructure, increase resources, and reopen services and beds. All must be allowed to exercise their right of access to the least developed country. This task must go back to the public service, in particular in order to ensure equal access.
ParlaMint-FR_2020-07-29-E1024.u174	Mrs Anne-France Brunet has the floor to support Amendment No. 702.
ParlaMint-FR_2020-07-29-E1024.u175	Private for-profit centres must all obtain approval from the regional health agency – ARS – to practise AMP acts. They make 60% of in vitro fertilizations, and their tariffs are agreed with social security, so that the excesses of fees are impossible. Currently, the networking of LDC centres is irregular, resulting in a breakdown of equality between territories, with important consequences for couples. Those whose financial capacity allows it sometimes carry out their parenting project abroad, where the health requirements are not the same as in France. This puts the women concerned at risk, while private for-profit centres with a public service mission could host them. In order to resolve these problems and respond to these demands, I met with the staff of the services of LDCs in the various sectors. In my constituency, whether at the Atlantic Polyclinic, private and for-profit, or at the Nantes University Hospital, all heads of these services are calling for conservation to be opened up to the private for-profit sector. My amendment is intended to allow it.
ParlaMint-FR_2020-07-29-E1024.u176	Mr Jean-Louis Touraine to support Amendment No. 2184.
ParlaMint-FR_2020-07-29-E1024.u177	It aims, like the previous amendment, to open or maintain the authorisation to retain embryos for private centres working in the context of a mission of public interest. Nevertheless, we propose that only those territories in which the SRA has found a lack of centres for the conservation of gametes and embryos for MPA purposes should be concerned. It is known that many areas of metropolitan territory lack a public centre for this activity; the gaps are even greater in the ultramarine territories. In order to ensure that women are not penalized anywhere, we believe it is important to allow this possibility, under the aegis of the SRA.
ParlaMint-FR_2020-07-29-E1024.u178	What is the Government's opinion on the four amendments?
ParlaMint-FR_2020-07-29-E1024.u179	I understand the meaning of these amendments, but the opinion is unfavourable. As much as we are open about the self-conservation of oocytes, an extension to the benefit of private centres is envisaged, as we will see later, as much as we are against these proposals, for two reasons. First, Mrs Brunet, we do not find any territorial deficiency preventing access to embryo conservation centres. The 29 centres for the study and conservation of eggs and human semen – CECOS – are spread over 19 separate territories. With two exceptions, Guyana and Corsica, the entire national territory is perfectly covered with the public system. But the real reason for our refusal is elsewhere: the preservation referred to here concerns products of the human body that have been donated; the assignment of this mission to the public service is an important principle. Since private centres do not currently have the possibility to retain organs, e.g. kidneys, and donated tissues, these embryo-related amendments would set a precedent. Apart from not responding to a problem of territorial access for women and couples, they would contravene a general principle: donations of human body products go to the public sector.
ParlaMint-FR_2020-07-29-E1024.u180	What is the Committee's opinion on the four amendments?
ParlaMint-FR_2020-07-29-E1024.u181	Unfavorable opinion of the committee. Favourable opinion, in a personal capacity, on point 2184.
ParlaMint-FR_2020-07-29-E1024.u182	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2020-07-29-E1024.u183	We have already had these debates at first reading and then in the special committee at second reading. We did not then wish to grant private centres the possibility of preserving embryos. This position was, moreover, widely shared by the members of the committee, regardless of their group, which should be pointed out. [[Mrs Monique Limon, Mrs Blandine Brocard and Mrs Valérie Six applaud]] Some ethical boundaries must remain. It is up to the public sector to upgrade to accommodate requests. We cannot enter into a logic that would allow progressively the commodification or even the commercialization of elements of the human body. It is a breach that we do not wish to open.
ParlaMint-FR_2020-07-29-E1024.u184	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-29-E1024.u185	For the sake of clarity in our discussions, and in addition to the Minister's comments, let us distinguish between collection, which could be based on private centres, and distribution, which must be placed under the responsibility of an organization that has no financial connection with the couple of recipients. The exclusion of the for-profit private sector is not limited to embryos. These amendments would lead to a breach: in the long run, authorisation could be extended to all other elements and products of the human body, which would be very dangerous. The reception of embryos already frozen corresponds to a very specialized and sensitive activity. It is not necessary, although twenty-nine centres already exist, to entrust it to private centres. Mr rapporteur, the notion of deficiency that you are referring to seems to me to be very imprecise, especially since the responsibility of the ARS, responsible for identifying deficiencies, now extends to regions of size XXL, imagined by your socialist friends under the previous quinquennium. All of this could lead to market drifts. That is why we oppose your amendment.
ParlaMint-FR_2020-07-29-E1024.u186	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2020-07-29-E1024.u187	I hear the arguments developed to prevent the conservation of embryos by private for-profit medical centres. However, I do not see their consistency, since the centres in question already retain gametes in the context of medically assisted intramarital reproduction. I could understand them if the Government or deputies proposed banning this activity for private for-profit centres, but that is not the case. If a for-profit private medical organization can keep gametes, it can also store embryos. That is why I am proposing the amendment.
ParlaMint-FR_2020-07-29-E1024.u188	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2020-07-29-E1024.u189	Amendment No 2003 of the Group of the European People's Party is placed in the middle of the others. I wanted to clarify our position – pay attention, minister: for once, we may agree. We propose to clarify that private institutions cannot store, collect or use embryos. In other words, we want all actions to be carried out by the public sector. And if there are not enough public institutions in some places, let's create them! So that never, ever before, do we have to resort to private establishments or attend, which would be worse, speculation on gametes or other products of the human body! For this reason, our amendment is intended to insert the words "collect or use" after the word "retain" in paragraph 34.
ParlaMint-FR_2020-07-29-E1024.u190	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2020-07-29-E1024.u191	Indeed, we have already had this debate, but I would like to reiterate that this subject is extremely sensitive. We're here on an ethical border. We cannot yet increase the market position in the management of these techniques, including reproductive health assistance. If one of the three amendments were adopted, the preservation of embryos would become a market. There is a real danger when money interferes with it and when private interests confront each other; You can see where this can lead. We cannot play with embryos, which hold a potentiality of human life. For us, this is an unsurpassable ethical boundary. We are strongly opposed to these amendments.
ParlaMint-FR_2020-07-29-E1024.u192	Except for No. 2003!
ParlaMint-FR_2020-07-29-E1024.u193	Mrs Anne-France Brunet has the floor.
ParlaMint-FR_2020-07-29-E1024.u194	Private institutions are audited by SRAs and make commitments to avoid commodification. If we adopt my amendment, embryos could only be used by private for-profit centres in the context of an LDC. Let us remember that embryos from in vitro fertilization are already preserved by such centres.
ParlaMint-FR_2020-07-29-E1024.u195	I would like to refer to Amendment No 2003...
ParlaMint-FR_2020-07-29-E1024.u196	[[Smile]] Be careful, he's different from the others!
ParlaMint-FR_2020-07-29-E1024.u197	We understood that, Mrs. Fiat. That is the point of the joint discussions: very opposing amendments can be debated at the same time; Then there's an alternative.
ParlaMint-FR_2020-07-29-E1024.u198	Amendment No 347 by Mrs Annie Genevard is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u199	I am surprised by the summary statement, since I read the following sentence: "This means that if it is possible to assist the couple without resorting to the gametes of an outside person, the technique used must necessarily be endogenous". Colleagues, you are campaigning for the ROPA, for the reception of the partner's oocytes! I was therefore tempted to give an opinion in favour of the amendment, but, in line with the votes we have cast so far, I suggest that you withdraw it. Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2020-07-29-E1024.u200	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u201	Unfavorable.
ParlaMint-FR_2020-07-29-E1024.u202	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-29-E1024.u203	Mr. rapporteur, be serious! The amendment is intended to delete paragraph 35, which is intended to repeal article L. 2141-7 of the Public Health Code.
ParlaMint-FR_2020-07-29-E1024.u204	I call Mr Thibault Bazin to support Amendment No. 834.
ParlaMint-FR_2020-07-29-E1024.u205	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-29-E1024.u206	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u207	Unfavorable opinion, as on all the amendments which tend to deprive women alone of access to the MPA.
ParlaMint-FR_2020-07-29-E1024.u208	I have before me three amendments, Nos 312, 883 and 1334, which may be submitted to a joint debate. Amendments Nos 883 and 1334 are identical. Amendment No 312 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-29-E1024.u209	Because of the scheduled legislative time!
ParlaMint-FR_2020-07-29-E1024.u210	Amendment No 883 by Mrs Agnes Thill is being defended. Mr Julien Aubert has the floor to support Amendment No. 1334.
ParlaMint-FR_2020-07-29-E1024.u211	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-29-E1024.u212	What is the committee's opinion on these three amendments?
ParlaMint-FR_2020-07-29-E1024.u213	Unfavorable notice, because they are intended to prohibit double donation of gametes.
ParlaMint-FR_2020-07-29-E1024.u214	I call Mr Thibault Bazin to support Amendment No. 348.
ParlaMint-FR_2020-07-29-E1024.u215	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-29-E1024.u216	I call Mr Thibault Bazin to support Amendment No. 835.
ParlaMint-FR_2020-07-29-E1024.u217	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-29-E1024.u218	Mrs Caroline Fiat has the floor to support Amendment No. 921.
ParlaMint-FR_2020-07-29-E1024.u219	Paragraph 38 provides that, for the implementation of the MPA, the medical team shall consist, inter alia, of practitioners specializing in psychiatry or psychology. As we open the LDC to lesbian couples, such a mention in the public health code would be the resurgence of a form of psychiatrization of homosexuality, which seems to us to at least taste bad. I don't see why we should get to this. We therefore propose that you delete this mention, which looks like an error or a bad joke.
ParlaMint-FR_2020-07-29-E1024.u220	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u221	I think you have misunderstood yourself, Mrs Fiat: far from conducting an evaluation, these practitioners provide psychological support. Being a caregiver yourself, you know how difficult the AMP journey can be. The psychological support of the women concerned is therefore crucial.
ParlaMint-FR_2020-07-29-E1024.u222	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u223	Unfavorable.
ParlaMint-FR_2020-07-29-E1024.u224	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2020-07-29-E1024.u225	In this case, it would be sufficient to specify that psychological support is for all individuals, alone or as a couple, seeking an LDC. Otherwise, we go into really weird distinctions. Anyone using the LDC will benefit from psychological follow-up, which will be a final step. I suggest that you rewrite the text or sub-amend it. In any case, pay attention to the formulation!
ParlaMint-FR_2020-07-29-E1024.u226	Mrs Danièle Obono has the floor to support Amendment No. 923.
ParlaMint-FR_2020-07-29-E1024.u227	It aims to provide training for doctors practising in the LDCs on LGBTIphobes discrimination. These discriminations are, as we know, the concrete consequence of more or less conscious prejudices, which can be internalized by the population as a whole, particularly by practitioners. Given their responsibility to decide whether a couple of women can use the GPA, it is important that they receive sufficient training to avoid discriminatory biases. It is not a question of stigmatizing the medical profession: these biases exist throughout society, hence the importance of pedagogy and training campaigns in the public service and at school. We are all committed to doing more about it. This bill provides for the extension of a right. It must be accompanied by means and tools for all stakeholders, in order to reduce discrimination, which could have very serious consequences for the continuity of the parent projects of the persons concerned. That is why we propose to clarify, in paragraph 38, that the medical team must be trained in the fight against all discrimination.
ParlaMint-FR_2020-07-29-E1024.u228	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u229	Your concern is doubly satisfied. On the one hand, the absence of discrimination is already part of medical ethics. All medical students are trained there. On the other hand, clinical-biological teams will receive training in all aspects of their profession, including the fight against discrimination. I therefore invite you to withdraw your amendment. Otherwise, we will give an unfavorable opinion.
ParlaMint-FR_2020-07-29-E1024.u230	Mrs Danièle Obono has the floor.
ParlaMint-FR_2020-07-29-E1024.u231	No, our request is not met, as it does not appear in the bill. I refer you to the work of the National Consultative Commission on Human Rights and the Ombudsman, who stress the need to train public service personnel, including those who have a code of ethics, to combat discrimination. These agents are supposed to apply the principles of non-discrimination. However, forms of discrimination occur and reoccur in all spheres of society, both in the public service and in the private sector. It is necessary to provide the necessary means to ensure that these trainings are provided and to enrich the programs of medical students. It is also important to send a signal by including in the law the principle of training in the field of doctors to make these very important decisions, which will concern people who are already victims of discriminatory bias in all fields of society. In order to satisfy our request, it is necessary to adopt the amendment.
ParlaMint-FR_2020-07-29-E1024.u232	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2020-07-29-E1024.u233	I would like to add to my colleague's remarks: Mr rapporteur, you are talking about training in the Faculty of Medicine, but there should also be access to it for practising caregivers. You're all going to tell me they already have access to it, but no! Staff are not sufficient to allow staff time to attend. Everyone should have a fire training, but there are very few of them in the health care system, as health care professionals cannot give them the time to complete the training. Caregivers would like to be trained, but they can't. It is good to say that training exists, but it would be better if staff could attend.
ParlaMint-FR_2020-07-29-E1024.u234	Mr Julien Aubert has the floor.
ParlaMint-FR_2020-07-29-E1024.u235	I confess that I find it difficult to understand the vision of society behind this amendment. You seem to consider that, in doctors...
ParlaMint-FR_2020-07-29-E1024.u236	It's not just doctors!
ParlaMint-FR_2020-07-29-E1024.u237	... and caregivers, phobic prejudices are widespread. It is necessary to have a much more decomplex vision of society and to stop believing that, behind any public official, there is a phobic person who should be reformatted with specific formations, more or less militant elsewhere. We must stop with this vision of society! You only have the word "discrimination" in your mouth, but it is not just the fight against discrimination in medicine: it may have other goals, for example, to treat. I'd rather we talk about equality, because that is part of our republican motto. Equality is something other than the perpetual search for people who feel discriminated against. I am telling you this, because your arguments, quite commendable, lead to training of entire contingents of people on the grounds that there may be people who discriminate among them. This is a rather negative view of society. We should have greater trust in the human being, especially the caregivers.
ParlaMint-FR_2020-07-29-E1024.u238	And it comes from someone who says "Ma'am the deputy"!
ParlaMint-FR_2020-07-29-E1024.u239	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2020-07-29-E1024.u240	Mr Aubert, the amendment is not intended to stigmatize any public service official, but simply to train them to detect discrimination and deal with particularly complex issues. I have in mind our discussions on transgender men: our colleague Xavier Breton acknowledged that he did not understand it. Like a Member of Parliament, a public official may not understand everything, which may lead, even unconsciously on his part, to discrimination or differential treatment that is not acceptable in the Republic. A few years ago, there was talk of homophobic attacks in public space. The guard of the seals of the time, Ms Nicole Belloubet, the then Minister of the Interior, Christophe Castaner, and the former Secretary of State for Equality between Women and Men and the Fight against Discrimination, Marlène Schiappa, had brought together the associations and had undertaken to deploy training in the national police and gendarmerie to combat discrimination. It was not a question of stigmatizing them, but of arming them better to ensure equal rights. I support Danièle Obono's amendment, because it is always necessary to encourage the follow-up of training aimed at enriching and arming civil servants.
ParlaMint-FR_2020-07-29-E1024.u241	Thank you, Mr. Chiche!
ParlaMint-FR_2020-07-29-E1024.u242	You want to re-educate the brains? What about freedom?
ParlaMint-FR_2020-07-29-E1024.u243	I call Mr Thibault Bazin to support Amendment No. 836.
ParlaMint-FR_2020-07-29-E1024.u244	This is an amendment of wisdom from our colleagues in this chamber that clarifies the people that the clinicobiological team can understand and provides for the possibility of asking to meet with a psychologist specializing in child and adolescent psychiatry or psychology. The aim is to best support applicants in the interests of the child.
ParlaMint-FR_2020-07-29-E1024.u245	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u246	Unfavorable opinion. You want to re-establish the Senate's editorial office...
ParlaMint-FR_2020-07-29-E1024.u247	She was much better!
ParlaMint-FR_2020-07-29-E1024.u248	Wisdom!
ParlaMint-FR_2020-07-29-E1024.u249	... rather than that adopted by the Assembly at first reading. The composition of the clinicobiological team here is less in agreement with the purpose of the interviews conducted with the applicants, since it is a question of checking the motivation of adult applicants who engage in an AMP procedure and not of adolescents or children themselves. Your amendment, therefore, does not seem to me to be perfectly appropriate, and the wording adopted at first reading was better suited to the purpose of this committee.
ParlaMint-FR_2020-07-29-E1024.u250	I call Mr Thibault Bazin to support Amendment No. 837.
ParlaMint-FR_2020-07-29-E1024.u251	If the request is made by a single woman, a professional on the list mentioned in the second paragraph of article L. 411-2 of the Social Action and Family Code should be consulted systematically, in the interests of the child.
ParlaMint-FR_2020-07-29-E1024.u252	Here!
ParlaMint-FR_2020-07-29-E1024.u253	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u254	I do not agree with this assessment by a social worker.
ParlaMint-FR_2020-07-29-E1024.u255	Amendment No 2203 by Mrs Annie Genevard is being defended.
ParlaMint-FR_2020-07-29-E1024.u256	I call Mr Thibault Bazin to support Amendment No. 838.
ParlaMint-FR_2020-07-29-E1024.u257	Provision should be made for the consultation of several doctors and not of one, in order to promote collegiality.
ParlaMint-FR_2020-07-29-E1024.u258	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u259	There are cases where only one doctor does the job extremely well. Of course, in other cases, other doctors should be called upon, but making the presence of several doctors mandatory is to hinder already sensitive practices and to eliminate, in a detrimental way, any flexibility. The opinion is therefore unfavourable.
ParlaMint-FR_2020-07-29-E1024.u260	I have before me three identical amendments, Nos 22, 152 and 1440. Amendment No 22 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 152.
ParlaMint-FR_2020-07-29-E1024.u261	It is intended that the medical team should "take into account the interests of the unborn child."
ParlaMint-FR_2020-07-29-E1024.u262	It's important, Minister!
ParlaMint-FR_2020-07-29-E1024.u263	Mr Julien Aubert has the floor to support Amendment No. 1440.
ParlaMint-FR_2020-07-29-E1024.u264	It's forbidden, Mr. President!
ParlaMint-FR_2020-07-29-E1024.u265	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u266	The whole bill takes into account the interests of the child as a matter of priority...
ParlaMint-FR_2020-07-29-E1024.u267	Let's write it down! Are you afraid to do that?
ParlaMint-FR_2020-07-29-E1024.u268	... but these amendments are not justified. Either you withdraw them, or we will vote against them.
ParlaMint-FR_2020-07-29-E1024.u269	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u270	Same opinion.
ParlaMint-FR_2020-07-29-E1024.u271	Mr Julien Aubert has the floor.
ParlaMint-FR_2020-07-29-E1024.u272	[[Applause on the benches of the LR group]] Mr rapporteur, you say that the whole text takes into account the interests of the child: therefore this amendment is justified. Don't say you take it into account, and so it's unwarranted! Either you take it into account and it's justified, or you don't take it into account and it's not justified. To be logical with yourself, you must vote for these amendments.
ParlaMint-FR_2020-07-29-E1024.u273	Excellent!
ParlaMint-FR_2020-07-29-E1024.u274	Amendment No 2037 by Mr Bruno Bilde is being defended.
ParlaMint-FR_2020-07-29-E1024.u275	I have before me two identical amendments, Nos 313 and 839. Amendment No 313 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-29-E1024.u276	Because of the time programmed!
ParlaMint-FR_2020-07-29-E1024.u277	I call Mr Thibault Bazin to support Amendment No. 839.
ParlaMint-FR_2020-07-29-E1024.u278	This is a new wise amendment from our colleagues in this chamber. There is a semantic difference between motivation, which is the force pushing to act, and will, which marks the firm intention to do or not to do, and which is based on more determination. The will seems more appropriate.
ParlaMint-FR_2020-07-29-E1024.u279	I have before me four amendments, Nos 1027, 1048, 1441 and 1674, which can be discussed jointly. The first three are identical. Amendment No 1027 by Mr Xavier Breton is being defended. Amendment No 1048 by Mr Patrick Hetzel is being defended. Mr Julien Aubert has the floor to support Amendment No. 1441.
ParlaMint-FR_2020-07-29-E1024.u280	He's being defended, Mr. President.
ParlaMint-FR_2020-07-29-E1024.u281	Amendment No 1674 by Mrs Emmanuelle Anthoine is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u282	Clear information on adoption is provided to applicants for an MPA in the guide given to them during specific interviews. They therefore have all the information on adoption. Unfavorable opinion on the whole.
ParlaMint-FR_2020-07-29-E1024.u283	I call Mr Thibault Bazin to support Amendment No. 840.
ParlaMint-FR_2020-07-29-E1024.u284	What are you doing about the search for consensus and national unity, which is displayed by the President of the Republic? You're sweeping all the provisions from the Senate! The introduction of a psychological or social dimension in the assessment should be viewed with benevolence and not as stigma. Moreover, this possibility is also open to heterosexual couples. Evaluation should not be limited to the medical field alone and should be extended to the psychological and social field. [[Applause on a few benches of the LR group]] The amendment proposes to resume the drafting of the Senate, in order to best accompany the applicants, in the interests of the child.
ParlaMint-FR_2020-07-29-E1024.u285	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u286	The special committee is not in favour of social evaluation. If the clinicobiological team identifies, in its dialogue with the applicants, the need for a social assessment, it seeks the advice of specialists. On the other hand, it would be very unhealthy and misinterpreted to subject all couples requesting an MPA to a social assessment.
ParlaMint-FR_2020-07-29-E1024.u287	I have before me seven identical amendments, Nos 314, 841, 1029, 1051, 1255, 1444 and 2143. Amendment No 314 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-29-E1024.u288	Because of the time programmed!
ParlaMint-FR_2020-07-29-E1024.u289	I call Mr Thibault Bazin to support Amendment No. 841.
ParlaMint-FR_2020-07-29-E1024.u290	It is forbidden, because of the time programmed.
ParlaMint-FR_2020-07-29-E1024.u291	Amendment No 1029 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 1051.
ParlaMint-FR_2020-07-29-E1024.u292	It is defended because of the time programmed.
ParlaMint-FR_2020-07-29-E1024.u293	Amendments Nos 1255 by Mrs Blandine Brocard, 1444, of which I am the first signatory, and 2143 by Mrs Annie Genevard are defended.
ParlaMint-FR_2020-07-29-E1024.u294	Because of the scheduled legislative time, bad weather, bad weather!
ParlaMint-FR_2020-07-29-E1024.u295	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u296	At first reading, the Assembly adopted a provision prohibiting the dismissal of applicants on the basis of their gender identity.
ParlaMint-FR_2020-07-29-E1024.u297	That's not true, the special committee added it at second reading!
ParlaMint-FR_2020-07-29-E1024.u298	No matter when this measure has been included in the text, you want to delete it, but the special committee wants to keep it.
ParlaMint-FR_2020-07-29-E1024.u299	We've changed our rapporteur!
ParlaMint-FR_2020-07-29-E1024.u300	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u301	This provision was introduced, contrary to the Government's opinion, at first reading it seems to me. In order to preserve the balance and consensus reached at first reading, the Government relied on the wisdom of the Assembly and left it to parliamentarians to decide.
ParlaMint-FR_2020-07-29-E1024.u302	We have to vote on them, it's wisdom!
ParlaMint-FR_2020-07-29-E1024.u303	I have before me several identical amendments, Nos 1028, 1049 and 1443. Mr Xavier Breton has the floor to support Amendment No. 1028.
ParlaMint-FR_2020-07-29-E1024.u304	He's forbidden.
ParlaMint-FR_2020-07-29-E1024.u305	Mr Patrick Hetzel has the floor to support Amendment No. 1049.
ParlaMint-FR_2020-07-29-E1024.u306	It is defended because of the time programmed.
ParlaMint-FR_2020-07-29-E1024.u307	Mr Julien Aubert has the floor to support Amendment No. 1443.
ParlaMint-FR_2020-07-29-E1024.u308	The aim is to remove the notion of gender identity, which is not legal. By inserting it into the law, its legal character is enshrined, whereas today it corresponds only to militant words, taken up by the Council of State, but within a very specific framework. It is not appropriate to include these terms in the law without discussing their legal implications. As we do not adhere to this concept, we do not wish it to appear in the law.
ParlaMint-FR_2020-07-29-E1024.u309	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u310	Unfavorable opinion.
ParlaMint-FR_2020-07-29-E1024.u311	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u312	Same opinion.
ParlaMint-FR_2020-07-29-E1024.u313	Mr Xavier Breton has the floor.
ParlaMint-FR_2020-07-29-E1024.u314	This debate is important because there are strong pressures to introduce militant notions into the law. The notion of gender is subjective: it can be agreed on a psychological or sociological scale, but the law is built on objective notions, which create a common language. The genre is totally subjective. Of which act. He can have a life, but he must have it out of the law. But there is a will to introduce it into the law, sometimes devious. Thus, Guillaume Chiche said yesterday that one could change gender in civil status: no! It is the change of sex that is allowed to the civil status. The confusion is constant. We would therefore like to know the exact position of the Government on the concept of gender: should our right include it? It seems to me that gender can enter the law when it comes to avoiding discrimination, injustice and violence. On the other hand, building the right from the notion of gender identity will cause great confusion. We therefore look forward to clarification from the Government, except for accepting to be on the trail of militant associations that gradually introduce their concepts into the law, aiming at a systematic deconstruction of the notion of a human person in his or her physical reality and of the concept of a family built on the basis of sexual otherness. Are you complicit in this deconstruction? Those who already advocate it have the merit of assuming their position. For others, it is not possible to remain in hypocritical ambiguity.
ParlaMint-FR_2020-07-29-E1024.u315	I put the same amendments to the vote.
ParlaMint-FR_2020-07-29-E1024.u316	They fell!
ParlaMint-FR_2020-07-29-E1024.u317	They've fallen!
ParlaMint-FR_2020-07-29-E1024.u318	Indeed, identical amendments Nos 1028, 1049, 1443 and 1829 have fallen.
ParlaMint-FR_2020-07-29-E1024.u319	[[Exclaims on the benches of the LR and LaREM groups]] The debate was useless, give us our time to speak! We're already looted!
ParlaMint-FR_2020-07-29-E1024.u320	The debate has taken place, but time will be set aside, don't worry. The following two amendments by Mrs Emmanuelle Ménard, Nos 315 and 2150, are defended.
ParlaMint-FR_2020-07-29-E1024.u321	Because of the time programmed!
ParlaMint-FR_2020-07-29-E1024.u322	I have before me two identical amendments, Nos 1775 and 1776. Mr Xavier Breton has the floor to support Amendment No. 1775.
ParlaMint-FR_2020-07-29-E1024.u323	It is forbidden, because of the time programmed.
ParlaMint-FR_2020-07-29-E1024.u324	I call Mr Patrick Hetzel to support Amendment No. 1776.
ParlaMint-FR_2020-07-29-E1024.u325	It is important to clarify that the LDC imposes constraints and to inform that the child faces medical risks.
ParlaMint-FR_2020-07-29-E1024.u326	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u327	Unfavorable.
ParlaMint-FR_2020-07-29-E1024.u328	Why?
ParlaMint-FR_2020-07-29-E1024.u329	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u330	Unfavorable.
ParlaMint-FR_2020-07-29-E1024.u331	Can we know why?
ParlaMint-FR_2020-07-29-E1024.u332	The Government's amendment No. 2164 is a coordination amendment.
ParlaMint-FR_2020-07-29-E1024.u333	Amendment No 316 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-29-E1024.u334	Because of the time programmed!
ParlaMint-FR_2020-07-29-E1024.u335	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u336	Disfavorable to this deletion of information elements for the couple.
ParlaMint-FR_2020-07-29-E1024.u337	Mr Julien Aubert has the floor to support Amendment No. 1336.
ParlaMint-FR_2020-07-29-E1024.u338	It is defended, because of the time programmed – even if it speaks of the text!
ParlaMint-FR_2020-07-29-E1024.u339	Thank you for signing and defending my amendments... What is the opinion of the committee?
