ParlaMint-FR_2020-07-31-E1028.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-31-E1028.u93	This amendment reproduces the Senate version of the bill, which you have amended into a special commission. It aims to give a full and complete scope to the prohibition of pregnancy for others in France.
ParlaMint-FR_2020-07-31-E1028.u94	All right!
ParlaMint-FR_2020-07-31-E1028.u95	Identical amendments Nos 701 by Mrs Agnes Thill, 886 by Mr Thibault Bazin, 1185 by Mr Xavier Breton, 1208 by Mr Patrick Hetzel, 1388 by Mr Pascal Brindeau and 1521 by Mr Marc Le Fur are defended. Amendments Nos 2137 by Mr Thibault Bazin, 2212 by Mrs Aina Kuric, 414 by Mr Guillaume Chiche, 1670 corrected by Mrs Florence Granjus and 415 by Mr Guillaume Chiche are defended. What is the committee's opinion on these amendments?
ParlaMint-FR_2020-07-31-E1028.u96	Unfavorable opinion. I will reply briefly because we have already had this debate. Most of these amendments come from the LR group and are aimed at restoring the drafting of the Senate, which prohibits any possibility of transcribing the foreign birth certificate of children born to GPA to French civil status. To prohibit any transcription of this act would be to block the decisions and case-law of the European Court of Human Rights and the Court of Cassation, which make it possible to transcribe part of the act to the benefit of the biological parent and to pass, for the other parent, through adoption. Other amendments, such as those of Mr Chiche, call for a systematic and complete transcription of this birth certificate or for its assimilation into a plenary adoption judgment, which I have explained why does not seem possible. Between these two extremes, the position adopted in the text seems to be the most balanced.
ParlaMint-FR_2020-07-31-E1028.u97	What is the Government's opinion?
ParlaMint-FR_2020-07-31-E1028.u98	Same opinion. The rapporteur has done an excellent analysis of European case law.
ParlaMint-FR_2020-07-31-E1028.u99	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-31-E1028.u100	Mr Keeper of the Seals, if I made a comparison, it was to remind us that we can sanction acts committed abroad in France. You got excited, but it wasn't about comparing sexual assaults with GPA. Madam rapporteur, let us try to be objective. The wording you are proposing does not hold, because it does not clarify the situation. I agree that the case law is no longer sufficient, but if we refer the decision to the judge's assessment, we may find ourselves facing the same problem since it can base its interpretation – as the Court of Cassation did in order to render a problematic judgment – on France's international commitments which, because of the hierarchy of norms, prevail over French law. In addition, the adoption of the new system creates joint recognition to establish the maternal link. It is clear that we need to legislate, after the mechanism that you introduced in Article 4, so as to avoid any incentive drift towards GPA.
ParlaMint-FR_2020-07-31-E1028.u101	I put to the vote Amendment No 888.
ParlaMint-FR_2020-07-31-E1028.u102	The result of the vote is as follows: Number of voters 50 Number of votes cast 49 Absolute majority 25 For adoption 12 Against 37
ParlaMint-FR_2020-07-31-E1028.u103	I put to the vote identical amendments Nos 363, 701, 886, 1185, 1208, 1388 and 1521.
ParlaMint-FR_2020-07-31-E1028.u104	The result of the vote is as follows: Number of voters 48 Number of votes cast 47 Absolute majority 24 For adoption 12 Against 35
ParlaMint-FR_2020-07-31-E1028.u105	The meeting was suspended.
ParlaMint-FR_2020-07-31-E1028.u106	The meeting was resumed.
ParlaMint-FR_2020-07-31-E1028.u107	We come to Title II. I have before me three identical amendments, Nos 40, 179 and 1525, on the additional article before Article 5a. Amendments Nos 40 by Mr Xavier Breton and 179 by Mr Patrick Hetzel are being defended. I call Mr Le Fur to support Amendment No. 1525.
ParlaMint-FR_2020-07-31-E1028.u108	The debate we have just had is extremely revealing. It confirms our intuition: behind the LDC, you are preparing the GPA. The ideological foundations are the same: in both cases the desire of the adult, who becomes will, and then becomes right, prevails. But this desire is sometimes whimsical! Another common argument is equality. The LDCs are justified by the necessary equality between couples composed of one man and one woman and those composed of two women; GPA will also be defended on behalf of equality between men's and women's couples. On this subject, your majority divides, or gives the illusion: there are those who, very explicitly, commit themselves to the GPA and those who, very hypocritically, claim that they oppose it. It's just a matter of time: some want to go fast, others give themselves a political time to pass this idea. And the latter act as the hypocrites often do: they say their position is the right one, since they are between two extremes and they adopt a compromise solution. So you say you are opposed to the GPA, but apart from this petition in principle, I have not heard any member of the Government give specific evidence to demonstrate this. On the contrary! Have you condemned the propaganda for the GPA, the publicity for the centres that organize it, the gatherings that are preparing in our country, for example in Paris in the seventeenth, on the occasion of the Salon Désir d'enfant, as Annie Genevard rightly said? No. You're content with a petition in principle. So it's not a position, it's hypocrisy. The climax of hypocrisy would, moreover, be, for the legislator that we are, simply to wait for the case law that is fine: it would solve many problems, allowing you to say that the legislator is for nothing and that we are merely taking note of a position that is almost imposed on us... That's the logic that's in front of us. The other paradox of your hypocritical attitude is that you highlight the interests of the child. However, this was not your primary concern when we discussed the LDC, nor when we discussed the search for origins; you then objected to the interest of the adult and the interest of the donor. [[Applause on several benches in the LR group]] For all these reasons, we believe that this text is revealing, and that it is preparing even worse things. That is what we wish to denounce.
ParlaMint-FR_2020-07-31-E1028.u109	Mrs Marie-Noëlle Battistel, Deputy Mr Hervé Saulignac, Rapporteur of the Special Committee, has the floor to give the Committee's opinion.
ParlaMint-FR_2020-07-31-E1028.u110	We agree, Mr Le Fur, that your speech was not about the amendment under discussion.
ParlaMint-FR_2020-07-31-E1028.u111	We are at the heart of the debate, my dear colleague!
ParlaMint-FR_2020-07-31-E1028.u112	And then we would have liked to know your opinion!
ParlaMint-FR_2020-07-31-E1028.u113	I am not going to answer you, since I did not represent the committee during the examination of Title I.
ParlaMint-FR_2020-07-31-E1028.u114	I conclude that you are giving me notice of my words!
ParlaMint-FR_2020-07-31-E1028.u115	As for these amendments, they are intended to delete the title. I understand that you do not agree with it, as it fully reflects the philosophy of the bill. Unfavorable opinion.
ParlaMint-FR_2020-07-31-E1028.u116	The Minister for Solidarity and Health has the floor to give the Government's opinion.
ParlaMint-FR_2020-07-31-E1028.u117	Unfavorable opinion.
ParlaMint-FR_2020-07-31-E1028.u118	Our arguments must be irrefutable, since you do not answer!
ParlaMint-FR_2020-07-31-E1028.u119	Mr. Le Fur, I've heard the same arguments for eight years...
ParlaMint-FR_2020-07-31-E1028.u120	Mr Jean-Louis Touraine has the floor to support Amendment No. 1734, which is intended to re-establish Rule 5A.
ParlaMint-FR_2020-07-31-E1028.u121	The purpose of this amendment is to include in the law the financial neutrality of organ donation. Current legislation provides that the donor of an organ, for example the person who gives a kidney to one of his parents or to a relative, is to be paid for all the costs attributable to the examinations performed, the surgical operation, the transport to the hospital... Unfortunately, in practice, this rule is insufficiently followed or applied, with months of procedure. Very often, donors are ordered, by the hospital administration for example, to advance these costs. Sometimes they are reimbursed – a year later. We propose to include financial neutrality in the law. An organ donor should not pay at all! National solidarity must be exercised and must prevent any costs for those who are generous enough to give patients in great pain the opportunity to obtain an organ transplant.
ParlaMint-FR_2020-07-31-E1028.u122	What is the opinion of the committee?
ParlaMint-FR_2020-07-31-E1028.u123	You wish to re-establish the provisions adopted by the Senate regarding the financial neutrality of the gift. As you know, the law of bioethics already incorporates this principle of financial neutrality: Article L. 1211-4 of the Code of Public Health prohibits any form of payment "to anyone who is suitable for the removal of elements from his body or for the collection of his products", but also provides that "the costs of collection or collection shall be borne in full by the health institution responsible for the collection or collection". Financial neutrality is also the result of the provisions of the Convention on Human Rights and Biomedicine, or Oviedo Convention, signed and ratified by France. Your excellent report on the revision of the Bioethics Act had raised difficulties in applying this principle, highlighting "the desirability of some adjustments". However, it called for "administrative and organizational" changes rather than legislative changes. Finally, we fear that the adjective "financial" will limit the scope of the principle of neutrality of the gift. The absence of financial gains or losses for the donor is obviously a structuring principle of bioethics law. But neutrality also requires, for example, that the donor's state of health does not deteriorate, even though it has consented to an important gesture. For example, this is why the donor monitoring mission of the Biomedicine Agency, now limited to organ donation, is extended by the bill to the donation of hematopoietic stem cells. For all these reasons, the committee has therefore rejected this amendment. Unfavorable opinion.
ParlaMint-FR_2020-07-31-E1028.u124	What is the Government's opinion?
ParlaMint-FR_2020-07-31-E1028.u125	It is true that some laws are poorly applied, but it is not by repeating in the law what it already says that we will improve the situation! I understand that there may be difficulties of appreciation, but the law has been perfectly clear on this point for years. Furthermore, as the rapporteur has said, neutrality goes far beyond financial neutrality: your amendment would restrict its scope. I propose withdrawal; Failing that, adverse notice.
ParlaMint-FR_2020-07-31-E1028.u126	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2020-07-31-E1028.u127	Of course, everything is provided for in the social security code. But it doesn't have the same value! For forty years, I can tell you that in practice, now and then, donors receive invoices. They are also asked to take complex steps, which they do not always succeed. These disputes sometimes last several years, to the detriment of donors. It's a dissuasive thing, as we're sorely short of organ donors. We faced, with the health crisis, a very difficult period during which hundreds of patients could not receive transplants. Several hundred of them have died. It is imperative to encourage, where possible, the donation by a voluntary family donor. But if these people are to advance the money, some modest families will not be able to engage in such a generous activity as the donation of an organ to a loved one.
ParlaMint-FR_2020-07-31-E1028.u128	Mrs Annie Genevard has the floor to support Amendment No. 364.
ParlaMint-FR_2020-07-31-E1028.u129	Of course, organ donation must be encouraged. However, we must remain cautious about the very real risks of developing organ trafficking – appalling testimonies come to us about the fate of the Uighurs in China. Therefore, I propose to limit the number of donor-receiver pairs to four in the case of cross-gifts, instead of six in the case of cross-gifts.
ParlaMint-FR_2020-07-31-E1028.u130	Could you also support Amendment No 365?
ParlaMint-FR_2020-07-31-E1028.u131	He's forbidden.
ParlaMint-FR_2020-07-31-E1028.u132	What is the committee's opinion on these amendments?
ParlaMint-FR_2020-07-31-E1028.u133	Mrs Genevard, we have already debated this amendment in committee, which deals with the number of pairs of donors and recipients that can be included in a chain, an issue that has had some vicissitudes since the beginning of the examination of this text. As a reminder, the current law allows for the combination of two pairs of living donors and recipients, when organ donation is impossible within each pair. The initial text submitted by the Government planned to increase the number of pairs to four. At first reading, the Assembly preferred not to set in law the limitation of the chain of cross-gifts to four pairs of donors and recipients, and referred the definition of this limit to a decree. However, the Senate wanted this power to go back to the legislature and increased the number of authorized pairs to six. In the United Kingdom and the United States, the framework is not limited, but American experience shows an average of 4.6 pairs involved in a chain. We consider that there is no risk of organ trafficking with this type of highly supervised donation. The risk would be that of retraction. It is, however, minimal, due to the time limit of less than 24 hours provided in the text for carrying out all operations. In consistency with the debate and the vote in the House at first reading, and in a constructive approach to our colleagues in this chamber, it seems wiser to stick to the present drafting of the text on this point. The opinion is therefore unfavourable.
ParlaMint-FR_2020-07-31-E1028.u134	What is the Government's opinion?
ParlaMint-FR_2020-07-31-E1028.u135	Unfavorable.
ParlaMint-FR_2020-07-31-E1028.u136	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2020-07-31-E1028.u137	The rapporteur and the minister have made it clear why your amendment should not be adopted. Indeed, beyond cases where, in the same family, there is a donor compatible with the recipient, if we want to carry out transplants with living donors we are forced to resort to a chain of donors. When this chain is limited to two pairs of donors and recipients, things are not working – we have had experience in France in recent years.
ParlaMint-FR_2020-07-31-E1028.u138	Yes, it can work.
ParlaMint-FR_2020-07-31-E1028.u139	The result is zero: there have been almost no organ transplants, thanks to what is known as cross-gifts. For things to work, it is necessary for a relatively large number of people to participate in the chain. For example, a person belonging to family A gives an organ to a patient belonging to family B and, within family B, someone will in turn donate an organ to a patient belonging to family C, D or E. As in most countries that have made this progress, the ideal would be for there to be no limitation on the number of people included in a chain. However, as you have understood, honourable senators, in order to reduce the risk of a donor withdrawing from a family where someone has received an organ donation, have wished to limit the number of donors and recipients to six. This provision seems reasonable and balanced, and ultimately allows for the inclusion of several families within a chain and for increasing the chances of patients accessing organ donation. It would be truly unreasonable to invoke the spectrum of organ trafficking to annihilate this advance. As you know, organ trafficking does not exist in France for this type of donation, nor does it exist in countries that allow donation chains; This traffic is only a reality in countries where the channels do not exist. I therefore ask you, in turn, to endorse this necessary progress and to agree to withdraw your amendment by hearing our arguments and following the advice of your fellow senators, who belong to the same political group as you.
ParlaMint-FR_2020-07-31-E1028.u140	Mr. Touraine is not speaking as rapporteur, so we have to count his speech from the speaking time of his group!
ParlaMint-FR_2020-07-31-E1028.u141	Mrs Annie Genevard has the floor.
ParlaMint-FR_2020-07-31-E1028.u142	I admire the plasticity with which you sometimes revoke the advice of the Senate, sometimes you rely on it to convince us.
ParlaMint-FR_2020-07-31-E1028.u143	That's right!
ParlaMint-FR_2020-07-31-E1028.u144	Mr Touraine, I hear your arguments and therefore withdraw my amendment No 364. But with regard to No 365, which aims to make cross-gifts simultaneous, I believe that it deserves reflection. In the area of organ transplantation, it is crucial to guarantee the freedom of each donor: consent must therefore be able to be revoked at any time. Therefore, the simultaneous organisation precisely avoids the risk of withdrawal of one of the parties. I therefore ask you, minister, to reconsider your opinion.
ParlaMint-FR_2020-07-31-E1028.u145	He's always unfavorable.
ParlaMint-FR_2020-07-31-E1028.u146	Again without further explanation...
ParlaMint-FR_2020-07-31-E1028.u147	You look tired, Minister.
ParlaMint-FR_2020-07-31-E1028.u148	Mrs Bénédicte Pételle has the floor.
ParlaMint-FR_2020-07-31-E1028.u149	Article 6 provides for the removal of haematopoietic stem cells from a protected minor or adult for the benefit of one of his or her parents. Hematopoietic stem cells are pluripotent cells used to treat lymphomas, leukemia, or breast cancers. They are taken from the bone marrow, from the blood, or from the placental blood. Currently, by way of derogation from the principle of prohibiting any removal of these cells from a protected minor or adult, the latter is possible for the benefit of a brother, sister, or, exceptionally, a first cousin, a first cousin, an uncle, an aunt, a nephew or a niece. Article 6 envisages extending the possibility for a protected minor or adult to donate hematopoietic stem cells to one of his parents. Such collection could only be used as a last resort, i.e. when a patient has a fatal disease, usually leukemia or related disease, and there is no compatible donor among the 34 million people on the international hematopoietic stem cell donor roster. A specific and secure legal framework is intended to ensure the integrity of the consent of these vulnerable persons. Thus, whether the donor is a major protected person or a minor, the court will only authorize the levy to a parent after consultation with an ad hoc administrator, in order to avoid any family pressure. Refusal of the protected minor or adult will be an obstacle to collection. In a public sitting, the Senate adopted an amendment that provides that a protected adult may be given a gift of this type of cell to one of his or her children. In committee, we adopted an amendment to reduce the age of consent to 16 years, adopted in the Senate, to better protect the child.
ParlaMint-FR_2020-07-31-E1028.u150	I have before me three deletion amendments, Nos 366, 1240 and 1244. I call Mrs Genevard to support Amendment No. 366.
ParlaMint-FR_2020-07-31-E1028.u151	I support this deletion amendment, because allowing the levy on a protected adult is tantamount to ignoring the need for additional protection for these people. I regret the increase in haematopoietic stem cell sampling in the bone marrow at the expense of cord blood sampling – we should look at this issue. In this regard, I would point out that I am located in Besançon, the capital of the department of which I come from, the first cordon blood bank in history – the place refers – and also the first in volume. I would like to hear from you, Mr. Minister of Health, on this point.
ParlaMint-FR_2020-07-31-E1028.u152	Amendments Nos 1240 by Mr Xavier Breton and 1244 by Mr Patrick Hetzel are being defended. What is the committee's opinion on these amendments?
ParlaMint-FR_2020-07-31-E1028.u153	By these amendments, you wish to delete Article 6, which aims to develop the donation of haematopoietic stem cells within the family. This is an extension of the possibilities that exist today. At the same time, the bill provides very important guarantees for the opening of this donation for the benefit of parents. In order to avoid any pressure on the minor, article 6 provides that the collection of consent shall be carried out by the judicial judge, who shall appoint an ad hoc administrator to represent the minor. This administrator may not be an ascendant or collateral of the parents or minor. It will then be up to the judicial judge to authorise the levies, after consulting the committee of experts. It is also provided that the levy must not involve "no risk to the minor", its refusal, in any event, hinders the collection. We therefore consider the text to be very strict in terms of this new possibility and the committee has thus given an opinion against the deletion of this article.
ParlaMint-FR_2020-07-31-E1028.u154	What is the Government's opinion?
ParlaMint-FR_2020-07-31-E1028.u155	I think, Mrs Genevard, there is a slight confusion. Either you have hematopoietic stem cells from a cord blood sample and you can use them if necessary, or you do not have them and, in an intra-family setting and with all the protection rules that have been recalled by the rapporteur, you need to do another type of sampling. This is not a post-natal levy, but a levy on a protected minor or adult, with a view to extending this type of donation in a family setting. This is not contrary to the provisions of the Oviedo Convention, because, as the rapporteur said, we are rigorously guiding the process with the strictly defined collection of the consent of the child or the protected adult. A third party intervenes throughout the proceedings so that the parent and the protected minor or adult is not the sole stakeholders of the decision. The process is extremely structured and cord blood samples cannot be an alternative.
ParlaMint-FR_2020-07-31-E1028.u156	All right?
ParlaMint-FR_2020-07-31-E1028.u157	No, because we need perfect compatibility. If you don't have cord blood...
ParlaMint-FR_2020-07-31-E1028.u158	Besançon's placental blood bank has it!
ParlaMint-FR_2020-07-31-E1028.u159	When you have compatible cord blood, it's great. But if this is not the case, you are obliged to search in the family, in the protected minor or adult, for haematopoietic stem cells compatible with the parent who will benefit from the transplant. I assure you that the compatibility criteria are very precise and complex and that compatible cells are not easily found, even in a blood bank as important as Besançon's. It is therefore necessary to allow these other types of levies, which, I repeat, will be the subject of a very narrow framework and in full conformity with the relevant international conventions.
ParlaMint-FR_2020-07-31-E1028.u160	Cord blood could be used in a subsidiary way. But it should still be included in the text.
ParlaMint-FR_2020-07-31-E1028.u161	I do.
ParlaMint-FR_2020-07-31-E1028.u162	The identical amendments No 1241 by Mr Xavier Breton and No 1243 by Mr Patrick Hetzel are defended.
ParlaMint-FR_2020-07-31-E1028.u163	Mrs Natalia Pouzyreff has the floor to support Amendment No. 592.
ParlaMint-FR_2020-07-31-E1028.u164	The purpose of Mrs. Provendier's amendment is to ensure that the president of the court obtains the consent of the minor before taking haematopoietic stem cells.
ParlaMint-FR_2020-07-31-E1028.u165	What is the opinion of the committee?
ParlaMint-FR_2020-07-31-E1028.u166	Since the amendment is already satisfied, I would ask you to withdraw it. Indeed, the last paragraph of article L. 1241-3 of the Public Health Code, which is not amended by article 6 of the draft law, provides that "the minor has been informed of the proposed removal with a view to expressing his will, if he is fit for it. In this case, the minor's refusal prevents the removal. »
ParlaMint-FR_2020-07-31-E1028.u167	Mrs Natalia Pouzyreff has the floor.
ParlaMint-FR_2020-07-31-E1028.u168	I agree to remove it.
ParlaMint-FR_2020-07-31-E1028.u169	No, no, no, no, no, no, no,
ParlaMint-FR_2020-07-31-E1028.u170	Madam alternate rapporteur, do you accept Amendment No 2005 by Mr Hervé Saulignac?
ParlaMint-FR_2020-07-31-E1028.u171	Yes, and I'm in favour of it.
ParlaMint-FR_2020-07-31-E1028.u172	In time for me, you can't support it, because you're not a signatory.
ParlaMint-FR_2020-07-31-E1028.u173	Too bad.
ParlaMint-FR_2020-07-31-E1028.u174	Mrs Caroline Fiat has the floor to support Amendment No. 937.
ParlaMint-FR_2020-07-31-E1028.u175	This amendment is intended to delete paragraphs 5 and 6 of this article. Article 7 allows adults who are subject to a legal protection measure to express their consent to the donation of organs, tissues and cells. This type of donation is not possible for persons subject to a legal protection measure with representation in the person. However, we consider that no distinction should be made in death between persons who have been the subject of a legal protection measure and those who may donate their organs, tissues and cells after their death. This would not be contrary to respect for the body of the deceased, which, as you know, is one of our major concerns.
ParlaMint-FR_2020-07-31-E1028.u176	What is the opinion of the committee?
ParlaMint-FR_2020-07-31-E1028.u177	As you know, consent to organ donation after death is governed by the rule of presumed consent: all those who did not say that they did not want to give their organs are considered donors. This principle of consent is the cardinal principle of the right of donation. The bill prohibits adults who are protected with representation from giving their organs in their lifetime, while it extends this power to all other protected adults. They are indeed the most vulnerable protected persons, who are unfortunately not, or more, in a position to decide for themselves, and therefore to consent. The Senate adopted an amendment not to apply the common law of post-mortem levies to adults subject to legal protection with representation of the person. The commission considered that it was a measure of consistency with what was decided for the gift of life. It is therefore considered that their informed consent cannot be presumed. Taking samples under these conditions would not be respectful of their person. That is why the committee has delivered an unfavorable opinion.
ParlaMint-FR_2020-07-31-E1028.u178	What is the Government's opinion?
ParlaMint-FR_2020-07-31-E1028.u179	For my part, I will give an opinion in favour of this amendment, because it seems to us important to restore the situation of the protected majors in common law. However, we are not without guarantees. In its opinion, the Conseil d'Etat stated that "where the state of the protected person does not permit him to take an informed personal decision alone, the judge or the family council, if constituted, may provide that he or she shall, for all the acts relating to his or her person, in particular for the expression of a refusal to remove an organ, be assisted by the person responsible for his or her protection". It is therefore a matter of creating the conditions for the collection of a refusal expressed during the lifetime of the protected adult, as was decided for the whole population: this will be done, in this case, through the judge or the family council. For the rest, the major protected persons remain in the ordinary law. Twenty-four samples were collected from the protected majors last year, and nineteen have been collected since the beginning of this year. However, the amendments which have been voted on simply prohibit the removal of organs by protected adults. The Government therefore supports the deletion of this provision: the ordinary law must be restored for all.
ParlaMint-FR_2020-07-31-E1028.u180	Thank you!
ParlaMint-FR_2020-07-31-E1028.u181	The alternate rapporteur has the floor.
ParlaMint-FR_2020-07-31-E1028.u182	Mr Minister, your opinion, which has evolved, does not necessarily seem to us to be consistent with the common law, which is not applied during the lifetime of the protected majors, but only post mortem.
ParlaMint-FR_2020-07-31-E1028.u183	With the current editorial, everything is forbidden!
ParlaMint-FR_2020-07-31-E1028.u184	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2020-07-31-E1028.u185	[[Smile]] My amendment seeks to correct a discrimination which means that, if the person is not on the database, he or she will be presumed to be a donor after his or her death. During his lifetime, the protected major is accompanied throughout the journey to decide this question: if he wishes to refuse organ donation, he will be included among the non-donors. The protections are in place, everything is well planned. As the minister pointed out, last year lives were saved by these organ donations. It would be a shame if such discrimination prevented the rescue of others. I therefore call on everyone to vote on this amendment, especially since this may be the only time that we will agree with the Minister and I.
ParlaMint-FR_2020-07-31-E1028.u186	The Minister has the floor.
ParlaMint-FR_2020-07-31-E1028.u187	Opinion always favorable, it hasn't changed!
ParlaMint-FR_2020-07-31-E1028.u188	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2020-07-31-E1028.u189	[[Smile]] We must salute this historic agreement between Caroline Fiat and Olivier Véran. More seriously, with this bill, we want to facilitate organ donation. Our country is experiencing a shortage of donations.
ParlaMint-FR_2020-07-31-E1028.u190	That's right!
ParlaMint-FR_2020-07-31-E1028.u191	[[Applause on the benches of the FI group and several benches of the LaREM group]] Men and women are waiting to be saved and to be able to relive calmly. We have an opportunity to clarify the situation and it is important to vote on the amendment.
ParlaMint-FR_2020-07-31-E1028.u192	Mr Maxime Minot has the floor.
ParlaMint-FR_2020-07-31-E1028.u193	I call on the House to be vigilant. Whether we support the bill or not, it can be recognized that section 7 bis is essential, as it deals with the issue of blood donation. In the special committee, we voted to eliminate any discrimination against people who have sex with same-sex partners and who wish to give blood. It was even decided to remove the abstinence period before they could do so. Donor selection criteria cannot be based on the sex of the partner with whom they had sex. In a moment, the Government will defend amendments inspired by the argument that, more than others, homosexuals may be at risk. It's possible, but isn't it also true for heterosexuals? I do not understand that we want to eliminate this non-discrimination and to go back to the possibility of homosexuals giving their blood. If we really lack blood, if we know the shortage that is being denounced, why not welcome all those who wish to give their blood, regardless of their sexual orientation? Aren't we testing every bag of blood? Why, in these circumstances, not to lift this discrimination? Those who have already given their blood know the length of the questionnaire that needs to be answered, and that some questions can be horrible for a homosexual person who understands that he/she is refused from the medical interview. [[Applause on the benches of the FI and EDS groups, and on a few benches of the LaREM group]] I therefore call on you to be very vigilant about Article 7a.
ParlaMint-FR_2020-07-31-E1028.u194	The Minister has the floor to support Amendment No. 2279.
ParlaMint-FR_2020-07-31-E1028.u195	The subject is not new but extremely complex, and I will take a little time to deal with it, because I would like everyone to be able to vote with full knowledge of the matter. I apologize to you to start by mentioning my personal experience, not as a citizen but as a politician. In 2012, a majority of parliamentarians, I was entrusted by the then Prime Minister with a mission on the blood industry in France. I gave a report that made some noise. I remember the front page of a large national daily newspaper that said, "Can gays give their blood tomorrow? This was followed by a great explanation, for in my report I was taking and causing for the end of a measure which seemed discriminatory to me and which did not seem to be justified by the state of science: any man who had had sexual intercourse with another man, even though it was thirty years earlier, was excluded from the gift for life. It was excessive. Following this report, a law endorsed the fact that no one could be discriminated against because of his sexuality, and scientific work was conducted by the Directorate-General for Health, by Santé publique France, shared in a transparent and extremely peaceful manner with donor associations and recipients. Thus there was a profound change in the rules: only men who had had sex with men in the previous 12 months were now excluded from the gift. But it was still excessive, and these criteria were being revised, involving the same actors – Directorate-General for Health, Public Health France, donor associations, recipient associations. And in April 2020 – the ink is not yet dry – in accordance with my predecessor's commitment, the deadline was reduced to four months.
ParlaMint-FR_2020-07-31-E1028.u196	Why not delete it completely?
ParlaMint-FR_2020-07-31-E1028.u197	Thus, from 2016 to 2020, one went from a lifetime eviction to an eviction below four months without reports. I must now explain the scientific – and not political – reasons for my amendment. You're absolutely right, Congressman, we're testing all the pockets of blood. But, in the case of HIV, there is what is called a "serological window", that is, a period of a few days, during which one may have been infected with HIV without it still being possible to detect antibodies. The virus is no less multiplying in the blood pocket, and it could be given to people who have certainly not asked for their blood to be transfused. [[Applause on several benches of the LaREM, MODEM and Agir ens groups]] That is the scientific reality, Mr.Minot: I am speaking to you here as a scientist and as a committed person. No one can deny me the fighting I have waged on this issue for seven years in this House. Believe me, I've taken a full face,...
ParlaMint-FR_2020-07-31-E1028.u198	I know what it is!
ParlaMint-FR_2020-07-31-E1028.u199	...we said it was dangerous, I could show you press releases from some associations. We must therefore be very careful and talk about this subject without passion, with good reason, based on facts and science. Between 2001 and 2018, outside the serological window, twenty-seven donors were identified, particularly at risk of transmission of HIV by transfusion: twenty-four men and three women. Of the twenty-four men, fifteen were called HSHs, that is, men who had sexual intercourse with a man. Thus, statistically, there is an over-risk of HIV passing through the meshes of the net in a given population, not because of sexuality, but because of a practice that is not morally judgmental, and that is purely factual. When it comes to discrimination, it should be recalled that anyone who has resided in England at a certain time during which there have been cases of bovine spongiform encephalopathy – mad cow disease – is evicted from the gift for life.
ParlaMint-FR_2020-07-31-E1028.u200	Absolutely!
ParlaMint-FR_2020-07-31-E1028.u201	Anyone residing in Guyana, where the Zika virus or yellow fever is circulating, is evicted from the gift for life. This is not a moral judgment or value judgment about practices or sexuality, but an estimated statistical over-risk. In a country which, I would remind you, has been deeply marked, the French Blood Establishment has been based on the concept of health security. It is its very principle, its essence, its raison d'être, to ensure, promote and guarantee the safety of donors and recipients by all means. Thus he has to make proposals to us, in conjunction with the Directorate-General for Health, to change the criteria when they seem excessive, outdated or become unnecessary. But when this is not the case, the Institution tells us that it needs time to think, to move forward. It is essential to recall this. Giving blood is not a right – do not be shocked by this formula – it is an act of generosity and altruism.
ParlaMint-FR_2020-07-31-E1028.u202	That's right!
ParlaMint-FR_2020-07-31-E1028.u203	I fully understand, Mr.Minot, for having written it black and white in a report and for defending here itself, that a person may be shocked to be prohibited from doing this act of generosity, because of the sexual practices and acts that seem to him, to himself – probably very relevant at the level of the individual – without danger. But we have to reason collectively, and it is on a set of pockets and donors that we can estimate if there is an over-risk. The text adopted in committee is dangerous, because it states in the marble of the law that we cannot introduce criteria for the expulsion of the gift for sexual practices, so that if we were to face a situation unrelated to HIV, which may not even concern the HSH but the entire population, and which would force us to adopt emergency measures to protect the recipients of the blood bags, we would no longer be able to do so, unless we take measures whose implementation would be extremely complex and which could immediately be brought to justice. Anyway, we'd be wasting time. Nevertheless, because it is also, as I have told you, my fight, that it seems fair to me and that I understand the situation in which the current state of law plunges potential donors, I want to further evolve what can evolve. I repeat, the criterion has already changed several times: from exclusion to a period of abstinence of one year, then reduced to four months. However, according to current estimates, the serological window is seven to ten days. I will probably have the opportunity to present you with new elements before the final adoption of the text, which unfortunately risks not intervening immediately – unless the Senate, in its generosity, adopts the text without amendment or allows the Joint Joint Committee to succeed...
ParlaMint-FR_2020-07-31-E1028.u204	I assure you this won't happen!
ParlaMint-FR_2020-07-31-E1028.u205	The next time the matter is debated, I undertake to come back to Parliament with factual, substantiated elements that will enable the demand to be met by regulation. You would like to engrave things in the marble of the law, but the law is really not the right tool, for the reasons I have mentioned. We will therefore continue to move forward. Everything that seems excessive will be removed, in consultation with donor federations, user associations, scientists, experts and the Directorate-General for Health. They are the ones who set the criteria for health security in our country; It is not up to us to substitute for them. [[Applause on several benches of the LaREM and MODEM groups]] By this amendment, the Government proposes to revert to the amendment made as a special commission. You will excuse me for having been long, I wanted to insist on these elements of form and substance.
ParlaMint-FR_2020-07-31-E1028.u206	What is the opinion of the committee?
