ParlaMint-FR_2020-09-22-E2009.u1	The next item is the question to the Government.
ParlaMint-FR_2020-09-22-E2009.u111	You killed her!
ParlaMint-FR_2020-09-22-E2009.u112	[[Applause on the benches of the LaREM group]] My question is therefore twofold: how does the Government intend, in practice, to reconcile the necessary investment in tomorrow's economy with support for sectors in difficulty? How can we strengthen, in practice, the vital mobilization and coordination of all actors of the public authorities, including regional elected officials, parliamentarians, prefects and the Government?
ParlaMint-FR_2020-09-22-E2009.u113	The next speaker is the Minister responsible for industry.
ParlaMint-FR_2020-09-22-E2009.u114	Mr. Congressman,...
ParlaMint-FR_2020-09-22-E2009.u115	The answer is yes!
ParlaMint-FR_2020-09-22-E2009.u116	[[Exclaims on the benches of the LR group]] ...I know your unwavering commitment to the service of this territory of Brittany and your demanding vigilance towards the Government, because you never miss an opportunity to seize files of companies in development or in difficulty. The state has already intervened heavily in Brittany and I will mention in this connection some figures relating to Breton companies: € 224 million for 70,000 companies and TPEs under the solidarity fund, 654 million and more than 66 million hours compensated to protect skills and jobs, 23,000 companies having received a state-guaranteed loan for 4.4 billion and which, as you imagine, are TPEs, SMEs and ETIs – there is no doubt about the issue. We are also mobilized on the files you mention. I'll mention two of them. Brittany Ferries, first of all: the Prime Minister has clearly and unambiguously affirmed his commitment to support this important undertaking not only for trans-manche traffic, but also for farmers. We have already taken a social security exemption measure for 15 million euros and we are also accompanying the company on a long-term basis to pass this difficult course. You can count on us. I am also thinking of Nokia, with whom we are in contact and who should come back to the employees at the beginning of October with new proposals – we invite them there, knowing that we are working closely with trade unions and elected representatives, as well as with other technological companies in the territory, such as Ericsson, Qualcomm, Orange and some government departments. [[Applause on the benches of the LaREM group]] Beyond that, we must also take up the France Relance plan, under which 2,400 projects were deposited in the national territory. It is necessary for Brittany to take its part. We work with the regions and the elected representatives.
ParlaMint-FR_2020-09-22-E2009.u117	Mr Loïc Prud'homme has the floor.
ParlaMint-FR_2020-09-22-E2009.u118	Mr. Minister of Health, yesterday Dr. Maurice Raphaël, head of the emergency department of the Kremlin-Bicêtre's CHU, who receives 60000 patients a year, resigned, after giving the alert for years by denouncing the lack of resources and staff in the hospital. At the same time, your government is issuing a shrewd decree that makes it easier to remove positions, without the need to reclassify hospital staff. But every job that's been removed at the hospital, it's more endangered lives. Hospital services are already completely overcrowded, but laboratories are also overcrowded: the lines of patients lie on the sidewalks of all major cities and the delays are so long that the results of the tests are only obtained once we have left isolation. Your testing strategy is therefore a media display without any health efficiency. [[Applause on a few benches of the FI group]] Similarly, you're lightening the protocol in schools. Since today children and young people up to high school are no longer considered contact cases. Teachers don't either. For what purpose? Do not close schools so that parents continue to work, regardless of the cost to our health at all! The virus circulates faster and faster, helped by your inconsequential management of the health situation! I do not go back to your management of the disastrous economic situation: my colleague, Adrien Quatennens, has just pointed to the ineffectiveness of your policy. [[Applause on a few benches of the FI group. – Exclaims on the banks of the LaREM and MODEM groups]] Your dogmatic choices, blind and powerless to manage an out-of-standard health situation, are therefore doubly wrong. They show that, at present, you make the choice of collective immunity, without assuming it. My questions will therefore be very clear, Minister. Do you bet on collective immunity, yes or no? What will you do when the resuscitation services are saturated again in the next few days? How many people have you decided to let die in your scenario of managing the health crisis?
ParlaMint-FR_2020-09-22-E2009.u119	These words are outrageous!
ParlaMint-FR_2020-09-22-E2009.u120	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-09-22-E2009.u121	[[Applause on the benches of the LaREM and MODEM groups]] Mr President, I do not know whether I am going to devote my two minutes to responding to the factual errors or to the outburst you have made in your question. I'm embarrassed with choice. [[Applause on several benches of the LaREM group]] I will begin with the decree of my ministry, which you mentioned, of September 3, 2020, which draws the consequences of the 2019 Public Service Transformation Act: it is now impossible to dismiss an employee of the hospital public service when his position is abolished. That's exactly the opposite of what you claimed. When such a post is abolished, the official, who is provided with accompanying arrangements, may not be the subject of a dry dismissal, as has been the case so far. Commend us for this protective measure of the hospital public service. I'm coming to the outrages. Of course, you're trying to provoke: it's your right, but you don't think what you're saying when you suggest that we make the morbid count of people that we're about to let die, for lack of management measures. Mr President, I do not think for a second that you could imagine that being credible.
ParlaMint-FR_2020-09-22-E2009.u122	Answer the question instead!
ParlaMint-FR_2020-09-22-E2009.u123	I wish you that, not for me, but for you, because it is very serious to imagine such things. In fact, we have already discussed, and we will resume in a few days, the means given to the Government, in the transitional period of exit from the state of emergency, to take all the necessary management measures to save lives and protect the population. I have no doubt for a second that this time you will be one of the Members who will not hinder our ability to arm us to fight the virus and that you will join the many ranks of the majority who have allowed us, on several occasions, to have exceptional legislative measures to protect the French. I am sure that you have, at least in this matter, a continuation of ideas. [[Applause on several benches of the LaREM and MODEM groups]] In any case, know that it is not at all a question of letting anyone die, that it is not at all a question of tending towards collective immunity: it does not work. The countries that have tried to do so have failed. We want to protect from this virus every life, every vulnerable person, every Frenchman.
ParlaMint-FR_2020-09-22-E2009.u124	Mr Meyer Habib has the floor.
ParlaMint-FR_2020-09-22-E2009.u125	Prime Minister, "Don't give a shit about the Shoah", "I arrive determined as Adolf in the 1930s", "Jewish annuitants", "Fuck un Rotschild"... After Nick Conrad who called to hang the whites, here are some pearls from rapper Freeze Corleone: 16 million sales! But what is terrible is that Mouv', a young radio station in the public service, broadcasts and praises this rapper who apologies Nazism. It is part of Radio France, which has just been called to order by the Conseil Supérieur de l'audiovisuel for false news accusing Israel of destroying Palestinian anti-covid medical facilities. Anti-Semitism is becoming commonplace in our country. In the lost territories of the Republic, hatred of Jews has become a cultural code, based on Islamism, conspiracy theory, anti-white racism and hatred of France. For them, Hitler or the killers of Toulouse, Charlie and Bataclan are heroes. Yesterday, Zarie Sibony, cashier rescued from the Hyper Hider, who has since gone to Israel, testified: "I used to be called a Jewish filth, to be spit on. That was five years ago. Nothing has changed. Or rather if: Sarah Halimi, Mireille Knoll have been massacred since. A month ago, David was beaten in the 19th century. Anti-Semitism kills, strikes, insults! I spare you the daily threats that I am the target of as a Jewish MP. This morning, it was a photo of a kalashnikov. [[Exclaims on a few SOC benches]] Yes, your ministers of the interior and justice have been very clear. But to the left, silence, alas! What has become of this humanist and republican left, that of Jaurès, Blum, Mendès France?
ParlaMint-FR_2020-09-22-E2009.u126	Oh, no...
ParlaMint-FR_2020-09-22-E2009.u127	Today, it is misled in communalism, Islamo-leftism, indigenism and anti-Zionism. These same left-wing deputies, but also many of your majority, prefer to sign stands against the Arab-Israeli peace agreements rather than condemn the apologies of Adolf Hitler!
ParlaMint-FR_2020-09-22-E2009.u128	This has nothing to do with it!
ParlaMint-FR_2020-09-22-E2009.u129	[[Applause on the benches of the IDU-I group and several benches of the LR group. – Mr. Jean Lassalle also applauds]] Prime Minister, I am not worried that for the Jews, I am mainly worried about France. What are we doing?
ParlaMint-FR_2020-09-22-E2009.u130	[[Applause on various benches]] I would like to remind you that we are at a question-and-answer session of the Government: it is difficult to question colleagues who will not be able to answer you.
ParlaMint-FR_2020-09-22-E2009.u131	The former socialist spoke.
ParlaMint-FR_2020-09-22-E2009.u132	The Minister for Culture has the floor.
ParlaMint-FR_2020-09-22-E2009.u133	[[Applause on several benches of the LaREM and MODEM groups]] Rapper Freeze Corleone, by his real name Issa Lorenzo Diakhaté, has an undeniable talent. It is absolutely regrettable that this proven talent is put at the service of absolutely unspeakable, racist and anti-Semitic words, because this talent...
ParlaMint-FR_2020-09-22-E2009.u134	Stop talking about his talent!
ParlaMint-FR_2020-09-22-E2009.u135	... gives an influence, a power quite considerable to the unacceptable words it holds. [[Applause on the benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR group]] The International League against Racism and Anti-Semitism has rightly pointed to this. Following the referral of the interministerial delegate for the fight against racism, anti-Semitism and anti-LGBT hatred, the Paris Public Prosecutor's Office also opened an investigation. We look forward to the results. I can assure you that the entire national community and the National Assembly formally condemn Mr Freeze Corleone's anti-Semitic remarks.
ParlaMint-FR_2020-09-22-E2009.u136	Mr Aurélien Pradié has the floor.
ParlaMint-FR_2020-09-22-E2009.u137	Mr Minister for Europe and Foreign Affairs, we respect your word in this House. Your voice is that of our diplomacy and therefore the voice of France. Your signature is not just any signature, it commits France. However, on 30 October your signature clearly served private interests much more than the national interest. In November, the LVMH group chose to acquire the US brand Tiffany, amounting to 13.8 billion euros. It was a choice of business, of which the company was fully free and which it was equally free to assume full responsibility. The luxury group has since been delighted. And, in a letter you personally addressed to Mr. Bernard Arnault, you are stealing from his board of directors, without any legal basis, without any solid arguments and creating a historical precedent in French diplomacy. This letter was to remain secret, except that it was made public. The arm of iron between two international groups should have only stirred the business community, not mobilised French diplomacy. Were the superior interests of our nation threatened? No, on the contrary, even, since it was a new French conquest on the American market. Who, at the top of the state, placed this order on you? We are hearing today that a trial will be held on 5 January, and your letter is being sent to the proceedings. Trade and judicial tensions between France and the United States will increase. Would the protection of private interests and privileged ties have exceeded the defence of the general interest? In a democracy, we must combat all temptations to instrumentalize the state. It is about the credibility of politics, the credibility of France and therefore our sovereignty. [[Applause on the benches of the LR group and some benches of the IDU-I group]] Minister, I ask you the question clearly, because it is serious: what interests has France served in this matter?
ParlaMint-FR_2020-09-22-E2009.u138	The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-09-22-E2009.u139	You briefly recalled the international situation and the complexity of trade relations with the United States. As you know, the United States, in retaliation for the French digital services tax, adopted in July 2020 tariff sanctions against French exports, particularly in the luxury sector. These sanctions were suspended until January 2021. We have initiated negotiations with the World Trade Organization to prevent these threats from being implemented by this deadline, which nevertheless remains. In this context, what is the role of the Minister for Foreign Affairs? In the area of economic diplomacy, my role has three aspects: first, to share with the French international trade groups the transatlantic trade policy followed by the Government; Then, answer their political questions, regardless of the country – especially about the United States; Finally, please indicate, where appropriate, the Government's opinion and its political assessment on the management of the major international deadlines ahead. [[Applause on a few benches of the LaREM group]] That's why I was totally in my role in answering a question from the LVMH group.
ParlaMint-FR_2020-09-22-E2009.u140	Mrs Claudia Rouaux has the floor.
ParlaMint-FR_2020-09-22-E2009.u141	I associate my colleagues Jean-Louis Bricout and Dominique Potier with my question. Mr Minister for Agriculture and Food, agricultural methanization originally had a dual social and ecological virtue. Today, it must be noted that its development is accompanied by drifts which are a source of concern for many rural elected representatives and representatives of the agricultural world, particularly in Brittany: land grabbing for the production of energy maize, the disappearance of agricultural production, particularly dairy production, insufficient income, land speculation, inflation of the price of fodder crops for livestock farming, transmission of these biogas units valued at several million euros, poor carbon balance induced by the transformation of grasslands into maize crops, not to mention the nuisances linked to the transport of inputs, the supply being sometimes more than fifty kilometers from the methanizers. France must learn from the drifts of the German system, which has built an industry based on large units and crops dedicated to agricultural methanization. The budgetary cost to the state and the taxpayer, linked to subsidies and the energy buyback tariff, must not allow us to speculate on our farm model based on family farms. The health crisis that we are going through reminds us that food sovereignty is a requirement: the land must feed people. In view of this, levers should be activated: lowering the threshold of 15% of inputs from plant crops; establish regional methanization schemes for micro-methanization, a source of income supplements for farmers, and methanizations related to agro-food industries; creating a genuine system of State control and reorienting the common agricultural policy, as it is unusual for hectares of maize intended for methanisation to receive aid. [[Applause on the SOC benches. – Mr. Paul Molac also applauds]] Can you tell us what concrete steps the Government intends to take to put an end to these abuses?
ParlaMint-FR_2020-09-22-E2009.u142	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2020-09-22-E2009.u143	As you have said, and I keep saying: the main objective of my action is the sovereignty and independence of our country's agri-food industry. This sovereignty and independence, which has been the subject of regular exchanges between your colleague Dominique Potier, whose name you have mentioned, and I myself, go through the control of the soil, which is an essential question. Transpartial work was also carried out on this subject, bringing together Mr Potier and Anne-Laurence Petel for the majority. Yes, there must be safeguards for methanization. Would it be normal that, tomorrow, maize is only grown for methanization? The question can be legitimately asked, especially in areas where water and irrigation issues exist. Barbara Pompili and I often talk about the subject. Another question arises: that of tariffs, which is being debated at the moment. It is the result of a positive aspect: indeed, the development in our country of methanization serves as an alternative to certain greenhouse gas emissions and represents a very important income supplement for farmers, while promoting the circular economy and short circuits. It is necessary to identify and control possible drifts and, at the same time, to accompany this sector which, in my view, must be. Because I'm defending it, I wouldn't want drifts to throw reproach on methanization. [[Applause on several benches of the LaREM and MODEM groups]] In his parliamentary report "Agriculture in the face of the challenge of energy production", Jean-Luc Fugit proposes ways to develop methanization while limiting drifts. It will be an opportunity to open up beautiful debates in the Chamber.
ParlaMint-FR_2020-09-22-E2009.u144	Mr Fabrice Brun has the floor.
ParlaMint-FR_2020-09-22-E2009.u145	Prime Minister, why allocate the 5G frequencies so easily, without any counterpart? Why deprive you of a means of pressure on the operators? But it would be beneficial if we wanted them to finally complete the deployment of 4G in our country! Because if the New Deal works on paper, in the field, it's another case. As you know, the 4G equipment of the existing mobile network, as well as the installation of the new mobile phone towers, have been very late. Why lock the French in a Manichean debate – for or against 5G, for or against progress, autonomous vehicles, telesurgery, connected agriculture or the industry of the future? This makes no sense, unless you try to avoid the central question: that of equal digital opportunities for all French people, wherever they live and wherever they work; for this France of the territories, which has understood well that the digital society at all worsens the inequalities. [["Congratulation! » and applause on several benches of the LR group]] So, Prime Minister, I ask you: 4G or 5G, will we still be the turkeys of the digital stuffing?
ParlaMint-FR_2020-09-22-E2009.u146	The Secretary of State for Digital Transition and Electronic Communications had the floor.
ParlaMint-FR_2020-09-22-E2009.u147	[[Exclaims on the benches of the LR group]] I thank you for this question, which allows me to highlight what seems to me to be one of the main achievements of the Government.
ParlaMint-FR_2020-09-22-E2009.u148	StopCovid?
ParlaMint-FR_2020-09-22-E2009.u149	[[Smile]] That's not nice!
ParlaMint-FR_2020-09-22-E2009.u150	One figure: during the 15 years prior to 2018 – including your majority – 600 pylons were lit in the white zone. In the next two years, thanks to the New Deal that was negotiated by the Autorité de régulation des communications électroniques et des postes, Julien Denormandie, Agnès Pannier-Runacher and Mounir Mahjoubi, it will be 2000 towers!
ParlaMint-FR_2020-09-22-E2009.u151	Anyway, there's no room left!
ParlaMint-FR_2020-09-22-E2009.u152	Two thousand towers in two years against 600 in fifteen years! In the coming years, 10,000 to 12,000 pylons will light up everywhere in France, at a rate of 60 to 70 per week in white areas. [[Exclaims on the benches of the LR group]] [[Applause on a few benches of the LaREM and MODEM groups]] In your department, in Ardèche, 38 towers will be lit over the next two years; four have already been, one will be next week, in Issamolenc. I'm a little Talleyrand: when I look at myself, I feel sorry, when I compare myself, I console myself! Not a single country in the world deploys the towers faster than we do. It's always unsatisfactory, it never comes fast enough for the inhabitants, but no one, no country, no majority has ever done so much to combat the digital divide of everyday life.
ParlaMint-FR_2020-09-22-E2009.u153	Mr Fabrice Brun has the floor.
ParlaMint-FR_2020-09-22-E2009.u154	[[Applause on the benches of the LR group]] Thank you for this answer that limits to caricature and illustrates how disconnected you are from reality. You're right, New Deal works, but on paper, not in the field!
ParlaMint-FR_2020-09-22-E2009.u155	Not in the territories!
ParlaMint-FR_2020-09-22-E2009.u156	[[Exclaims on the benches of the LR group]] Let us take the example of my department of Ardèche: of the 38 new 4G towers that were planned under the New Deal, only 5 are actually operational today. Five out of thirty-eight! This is the reality of the field, almost three years after the New Deal was signed. That is why we ask you to put maximum pressure on your friends, mobile phone operators!
ParlaMint-FR_2020-09-22-E2009.u157	Why don't you take a look at those territories you keep talking about?
ParlaMint-FR_2020-09-22-E2009.u158	The Secretary of State has the floor.
ParlaMint-FR_2020-09-22-E2009.u159	I return to you the question, honourable Member: how is the deployment of mobile towers taking place in the field? My predecessors committed to equip 38 sites. This is the quota allocated to the Ardèche, although the average will be more than 120 towers per department. [[Long exclamations on the benches of the LR group]] [[Applause on a few benches of the LaREM group. – "Blowjob! » on the benches of the LR group]] It is now up to local and regional authorities to act. Since we have decided to let them choose the location of the towers, it is now up to the mayors and the presidents of the departmental councils, with the help of the prefect, to determine themselves. We have chosen to leave the hands of the local authorities on this matter.
ParlaMint-FR_2020-09-22-E2009.u160	Mrs Cécile Delpirou has the floor.
ParlaMint-FR_2020-09-22-E2009.u161	The health crisis, Minister for Labour, Employment and Inclusion, is now coupled with an unprecedented economic and social crisis. Everywhere in France, companies and their employees are severely affected. While tens of thousands of jobs are at risk, the Government has responded to the challenge and has so far preserved the essentials. However, we must remain vigilant so that the crisis does not lead to an unprecedented social decline for weak workers. Too many companies seek to restore their profits to satisfy their shareholders rather than to sustain the business in France and to preserve employment. Last week Bridgestone announced the closure of its Bethune site. However, at no time did it use the tools proposed by the Government to avoid this situation. Since March, social plans have increased: Auchan, Nokia, Air France. A total of 345 employment protection plans have been launched by companies with more than 50 employees. Of course, we must revive our economy, save as many businesses as possible and keep as many jobs as possible. Moreover, the recovery plan foresees a massive reduction in corporate taxation. But this will have to encourage us to make even more demands on the latter. Let us not forget, above all, to protect the most fragile, and let us remain attentive: the crisis must not be used as an excuse for abuse. The examination of the budget in Parliament, in the coming weeks, must be an opportunity to strengthen support for employees who were in difficulty during the pandemic. [[Applause on a few benches of the LaREM group]] Madam Minister, what does the Government intend to do to protect threatened employees and those who have lost their jobs?
ParlaMint-FR_2020-09-22-E2009.u162	The Minister for Labour, Employment and Integration has the floor.
ParlaMint-FR_2020-09-22-E2009.u163	The Government is fully mobilized to protect jobs, employees and our citizens. As you recalled, at the height of the crisis, the partial activity scheme ensured the remuneration of nearly 9 million French; At the end of July, this was only the case for 2.5 million. From now on, the "France Recovery" plan offers us solutions aimed both at reviving our business and at protecting our jobs and skills for the long term. Like you, I have noted, since the beginning of the health crisis, an increase in social plans. Let us be clear: a number were in preparation before the crisis. On these issues, together with Bruno Le Maire and Agnès Pannier-Runacher, we are very committed to ensuring the quality of the social dialogue and the answers it allows to emerge. For companies facing a decline in activity as a result of the health crisis, we have powerful tools, such as the long-term partial activity, in France's framework, to avoid redundancies by sharing the activity among all employees and by strengthening their skills through vocational training. [[Applause on a few benches of the LaREM group]] Several branches are taking advantage of this tool: three agreements have already been signed and more than ten are under discussion. As many as 90 companies have already signed an agreement, thus saving thousands of jobs. The Government is therefore fully mobilized to revive our economy, create new jobs and protect workers who are vulnerable throughout the territories.
ParlaMint-FR_2020-09-22-E2009.u164	Mr Sebastien Jumel has the floor.
ParlaMint-FR_2020-09-22-E2009.u165	Two minutes to talk about the forgotten of the revival is very little and I would like to talk to you, with Jean-Paul Lecoq, about the deafening silence of Édouard Philippe regarding the situation of Dresser-Rand, in Le Havre. But I would like to concentrate on trans-shipping maritime links. Of all our docks, in Dieppe, Dunkirk, Calais, Le Havre, Caen, Cherbourg, Saint-Malo, Roscoff, raises the demand for massive support to the trans-manche links, which were hit by the health crisis and the British quartet.
ParlaMint-FR_2020-09-22-E2009.u166	All right!
ParlaMint-FR_2020-09-22-E2009.u167	I have just brought together the Norman elected representatives on the Dieppe Pier to defend this claim for the one-and-a-half-century Dieppe-Newhaven Line. As you know, maritime connections with England are vital for our country: vital for French employment, since the French flag is at stake – 5000 direct jobs and 13500 indirect jobs are involved; vital for tourism, since 1.5 billion euros are reinjected into the economy by British travellers. After a widening of the measures of the tourism plan this summer to provide support to the trans-manche companies, the Prime Minister announced, a little to pieces, the reimbursement of their social contributions for 2021. But this leaves us in the middle of the crossing: to stay in the water, all the companies, all the crossings, all the ports must be assured of the support of the State, with a commitment in the long term, until the end of the crisis. I know that the Britons shook Prime Minister over Brittany ferries. That was legitimate. But what commitment do you make, the minister of the sea, in the long term, for the sailors and employees of the other companies? It is about the future of the French flag and the territories concerned by the trans-manche link.
ParlaMint-FR_2020-09-22-E2009.u168	The Minister for the Sea has the floor.
ParlaMint-FR_2020-09-22-E2009.u169	You are asking me about the situation of the trans-manche ferry companies, which we have already mentioned in the Chamber last Tuesday at the call of the elected representatives of Brittany. You recalled then that Normandy was also concerned. Brittany and Normandy, so...
ParlaMint-FR_2020-09-22-E2009.u170	And Nord-Pas-de-Calais!
ParlaMint-FR_2020-09-22-E2009.u171	... but also the Mediterranean: my objective is to respond to all passenger carriers. Last Tuesday, therefore, the Prime Minister announced in the Chamber several additions to the emergency measures, namely partial activity or state-guaranteed loans – PGE. He then asked me to bring together all the carriers, which I did in conjunction with the offices of Élisabeth Borne, Minister of Labour, Employment and Integration, Jean-Baptiste Lemoyne, in charge of tourism, and Jean-Baptiste Djebari, who deals with the ports – you can see the mobilization of the State – in order to explain these complementary measures. These include the extension of social security exemptions for sailors in 2021, which are now valued at EUR 30 million, and specific training schemes, of which the importance must be recalled. We have also provided for part-time long-term unemployment, as well as tourism-specific measures, such as the supplementary loan called the "season" EMP. In this regard, as it would seem that they are having trouble playing the game, I will be vigilant, with Bruno Le Maire, on the involvement of the banks. The next step, Mr President, we have discussed it together: of course it is a question of helping the transport and ferry companies, but also of the planning of the territory, the resources of each territory, men, women, whole families who live in these trades and this ecosystem. We'll be by their side. I have already started work on the French flag, and we will continue on all maritime activities. [[Applause on a few benches of the LaREM group]] Since the Prime Minister and the President have decided that a ministry of the sea is needed for these issues to be better heard, I will make my voice heard and I hope that you will all be at my side.
ParlaMint-FR_2020-09-22-E2009.u172	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2020-09-22-E2009.u173	My question, Madam Minister of Ecological Transition, concerns the anarchic development of wind energy in our territories. How many times will it have to be put on the agenda for the Government to act? Too much is too much: this is the feeling of my administration in Thierache, in Vermandois and, more broadly, in the Hauts-de-France.
ParlaMint-FR_2020-09-22-E2009.u174	Even at the Tréport!
ParlaMint-FR_2020-09-22-E2009.u175	The question is not to be for or against wind, but rather to be for its harmonious development in our territories. Because who could oppose the idea of creating electricity with wind? Who would dare think that our territories are not involved in the energy transition? Three points are a problem. In the first place, the economic model: certainly too well-supposed for operators, it leads to unhealthy situations. Lobbies, conflicts of interest: villages and elected are divided. Secondly, the location leads to the setting up of our territories.
ParlaMint-FR_2020-09-22-E2009.u176	It's a horror!
ParlaMint-FR_2020-09-22-E2009.u177	[[Applause on various benches]] [["Very good! » on some benches of the LR group]] The Thierache is a land of bocage, history and fighting: when our lands are defiled, when the wind enters into confrontation with territorial, cultural or tourist projects, our fellow citizens feel despised. Thirdly, tax sharing today is without rules and generates injustices. The Government must answer those three questions. Texts and regulations are made to be corrected when the drifts are flagrant. So, when will you propose new zoning tools, the type of wind development zones? When is a better sharing of taxes and a new economic model? [[Applause on the SOC and GDR benches. – "Excellent! » and applause on several benches of the LR group]] Minister, Thierache and Vermand are not the world of Teletubbies; It's the land of the Maroilles. Make sure she's respected!
ParlaMint-FR_2020-09-22-E2009.u178	We love the Maroiles!
ParlaMint-FR_2020-09-22-E2009.u179	The Minister for Environmental Transition has the floor.
ParlaMint-FR_2020-09-22-E2009.u180	Mr Bricout, we share the same concerns. We agree on two points: we need the development of wind energy to advance the diversification of the electricity mix and reach the target of 40% of national renewable energy generation in 2030, and we believe that wind energy is, with photovoltaic energy, one of the most mature technologies to achieve this goal. We also agree on the unbalanced nature of wind energy development in the territories. There are obvious reasons: where there is no wind, it is complicated to install wind.
ParlaMint-FR_2020-09-22-E2009.u181	Oh, congratulations!
ParlaMint-FR_2020-09-22-E2009.u182	Where there is a need to ensure respect for the remarkable natural heritages too: we need both to keep our landscapes and to respect our objectives, I think we agree on this point. And it also turns out that we come from the same region and that, myself elected from the Somme, I know the problem posed by the development of wind energy which, very concentrated in some places, can cause a feeling of encirclement. [[Mr. Vincent Thiébaut applauds]] To deal with this, we have set up a working group on the harmonious development of wind energy, bringing together all stakeholders. Meetings are sometimes a little muscular, but that's how we can move forward and find solutions! Tax and zoning measures will be proposed. For my part, I deeply regret that the development patterns were abandoned because they gave at least visibility and perspectives: we knew where it was possible to install wind turbines. That these schemes have been removed is a real problem. And it is those who have removed them who are complaining today of anarchic development! It's a little funny...
ParlaMint-FR_2020-09-22-E2009.u183	Where were you, Mrs. Pompili?
ParlaMint-FR_2020-09-22-E2009.u184	[[Applause on a few benches of the LaREM group]] Finally, I would point out that the development perspective is interesting, since Germany has five times as many wind turbines per square kilometre as France, Denmark three times as many and the United Kingdom twice as many. Let's work together to get everyone there, we'll get there!
ParlaMint-FR_2020-09-22-E2009.u185	That's bullshit! Comparison is not right!
ParlaMint-FR_2020-09-22-E2009.u186	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2020-09-22-E2009.u187	[[Applause on several SOC and GDR benches]] I am pleased to hear these Minister's incantations, but I recall that the House is currently considering the bill to speed up and simplify public action, which still simplifies administrative procedures. This is a problem...
ParlaMint-FR_2020-09-22-E2009.u188	Mr Christophe Blanchet has the floor.
ParlaMint-FR_2020-09-22-E2009.u189	France is bored... because France is without night. Since March 14, its 1600 discos are still under administrative closure. However, the French want to party and many private evenings are organized, despite the risks they pose to society. Among our fellow citizens who want to live, millions of young people find themselves in hiding only to decompress. During these forbidden evenings, all risks are allowed: transmission of the virus without any traceability and over-consumption of alcohol, as well as drugs. By June, more than 150 MPs had predicted what would happen this summer. Everyone was able to see in their territory rixes, noise nuisances, sexual assaults, drunkenness and road accidents. All we leave to our youth is transgression for fun! The Government did not want to rely on night-time professionals as it had done in the past for other prevention policies.
ParlaMint-FR_2020-09-22-E2009.u190	Is the Macumba closed?
ParlaMint-FR_2020-09-22-E2009.u191	Discotheques, which cannot be expected to disappear, thought they would be economically supported. After six months of total inactivity, they are still waiting. The promise "zero recipe, zero expense" does not seem to have been fulfilled. [[Applause on the benches of the MODEM group and some benches of the LaREM groups and Actir ens]] Mr Griset, you have mobilized as soon as you arrive to support these and other entrepreneurs very quickly. You have understood that these night workers, too often mocked, also participate in the economic development as well as in the tourist and cultural attractiveness of the country. Last Friday, you received their trade union organizations again. What about the aid promised this summer? We cannot condone that transgression is the norm, or that our young people put themselves in danger by taking refuge in hiding. So, Mr. Deputy Minister, can we leave France without night?
ParlaMint-FR_2020-09-22-E2009.u192	The next speaker is the Minister for Small and Medium-sized Enterprises.
ParlaMint-FR_2020-09-22-E2009.u193	[[Applause on a few benches of the LaREM group]] First of all, I would like to thank you, Mr President, and many of your colleagues, for your commitment and listening and for making me aware of this very quickly. I received you a few days after my appointment. I have also received the representatives of the discotheques on several occasions and my teams have worked regularly with their representatives.
ParlaMint-FR_2020-09-22-E2009.u194	Turn the faceted ball!
ParlaMint-FR_2020-09-22-E2009.u195	The strobe!
ParlaMint-FR_2020-09-22-E2009.u196	[[Applause on several benches of the LaREM and MODEM groups]] Like you, I naturally condemn the clandestine events that have contributed to the spread of the virus this summer. In concrete terms, we decided, in agreement with Bruno Le Maire and under the leadership of the Prime Minister, to remove the constraints that prevented the discotheques from accessing the second part of the solidarity fund. These establishments can receive three times 15,000 euros. Last Friday, when I received their representatives again, we renewed the scheme. We listen to them, we consider them, we understand their difficulties and we will continue to accompany them.
ParlaMint-FR_2020-09-22-E2009.u197	Mr Philippe Meyer has the floor.
