ParlaMint-FR_2020-07-30-E1027.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-30-E1027.u173	[[Protests on a few benches of the LaREM group]] Mr. Keeper of the Seals, you say, by pointing at us, that we do not have a monopoly on the family. Tonight, I am sad because it seems to me that you have the monopoly of approximation.
ParlaMint-FR_2020-07-30-E1027.u174	The rapporteur has the floor.
ParlaMint-FR_2020-07-30-E1027.u175	[[Mrs Agnes Thill protested]] [[Claims on several benches in the LR and IDU-I groups]] Mrs.Thill, I am telling you in a very republican way: what hurts people, what strikes convictions, is not so much our bill as democracy itself. This campaign commitment of the President of the Republic was known to all; Although it has given rise to major statements about its "catimini" review, this text is far from being a surprise. We've been talking about it for three years! As I understand it, the concerns expressed by Mr. Brindeau relate to the prospect of multi-parentality, of the parenting of a troupe, which you have raised several times over the last few days. In our civil code, filiation is bilinear: you cannot have more than two parents.
ParlaMint-FR_2020-07-30-E1027.u176	We can have parents-in-law!
ParlaMint-FR_2020-07-30-E1027.u177	So have no fear: this principle remains. A child will have no more than two parents – a dad and a mom, two moms, or a mom. With regard to the interests of the child, the distinction between family law and the law of filiation, I agree with you: there must be no confusion between parenthood and the fact of establishing a filiation between the child and those who caused him to come into the world, who caused him to be born. If the interests of the child were involved in determining who should benefit from this filiation, we would begin to make value judgments on carnal procreations, which would be quite worrying. This path is not the right one: you have to leave it. Finally, you teach us about the construction, deconstruction and reconstruction of the law of filiation. Look at the history of this right for 2000 years! In Rome, filiation was strictly voluntary: man chose one of his children, the one to whom he wanted to bequeath his possessions, and did not recognize others. In the Middle Ages, we return to filiation through marriage and biological filiation because the Church creates registers where marriages and births are recorded. Later, there was competition between these registers and those of the State. At the Revolution, more biological likelihood, more natural filiation: filiation becomes voluntary again. Napoleon's code has evolved on a number of points. Today, in terms of filiation, there are different possibilities, one of which is common. In 2000 years, therefore, a lot has happened: it is normal, as it is normal for things to continue to evolve. [[Applause on the benches of the LaREM, EDS and GDR groups, as well as on several benches of the MODEM group]] There are bases that remain solid, and that you know; There is this addition, also solid, that integration that we operate. We don't want to make anyone uncomfortable. We will not remove any right to existing families.
ParlaMint-FR_2020-07-30-E1027.u178	I have before me five identical amendments, Nos 744, 791, 866, 1272 and 1497. Amendment No 744 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 791.
ParlaMint-FR_2020-07-30-E1027.u179	Due to the time programmed, it is also defended.
ParlaMint-FR_2020-07-30-E1027.u180	I call Mr Thibault Bazin to support Amendment No. 866.
ParlaMint-FR_2020-07-30-E1027.u181	The new world is quite unpredictable: we don't know where we're going. In the case of transgender men who have not yet changed their sex to civil status, you give up a serious filiation, giving you up at the discretion of the judges. All right! But you give me the impression that you are not ready to establish a strong parentage that would protect future children. In fact, you are expanding access to the MPA while removing certain limitations that made it ethical. We need to understand every possible case, because the children born in these situations will ask new questions – it is a reality, and reality is important in law. It is the children that the civil code must protect. I have a new question with respect to paragraph 16, Mr. Keeper of the Seals.
ParlaMint-FR_2020-07-30-E1027.u182	Ah!
ParlaMint-FR_2020-07-30-E1027.u183	[[Murmures on several benches of the LaREM group]] In the case of a single woman to whom a life accident would occur leaving the orphan child, the child from a third-party donor, who became a major, could gain access to the donor's identity and possibly meet with him. This one may not have a child. If they agree, what could prevent them from establishing a bond of filiation?
ParlaMint-FR_2020-07-30-E1027.u184	It's a festival!
ParlaMint-FR_2020-07-30-E1027.u185	Mrs Liliana Tanguy has the floor to support Amendment No. 1272.
ParlaMint-FR_2020-07-30-E1027.u186	It aims to remove the prohibition imposed by subparagraphs 16 and 17 which is contrary to France's international commitments and may sooner or later incur the responsibility of the French State. Indeed, article 7 of the International Convention on the Rights of the Child states that every child has "as far as possible the right to know and be cared for by his or her parents". The text does not apply to adults who have intended to be their parents, but to their parents, a term that primarily refers to their biological parents. More precisely, the European Court of Human Rights includes, in the right to privacy, the right to know its origins and to see them recognized; respect for privacy includes not only the right of everyone to know his or her descent, but also the right to legal recognition of his or her filiation. In the Mandet judgment of 14 January 2016, the Court went so far as to state that the best interests of the child are first and foremost to know the truth about his or her origins and that he or she is in the establishment of his or her actual filiation. The current demands of many young people from sperm donations relate to the lifting of anonymity; These young people will not fail to involve the responsibility of the State because of the impossibility of having a parentage established, especially when they are born to a single woman or a couple of women from a LDC, and therefore will not have such a parentage. The intention to be a parent does not confer any rights on a child. It would be incomprehensible to give such scope to the unilateral will of a woman to the point of eliminating any possibility for the child to pursue an action for paternity, whereas, since its introduction in 1912, the legislator has continued to facilitate the exercise of this action, which has the dual merit of protecting the child and empowering the geniteur. I repeat, there is no reason to give such scope to the unilateral will of an adult. When a man recognizes a child whom he has not given birth, he declares himself to be a father of intention, but the child has the opportunity to challenge that paternity. [[Applause on the benches of the LR group. – Mrs Blandine Brocard also applauds]] In Germany, the person who emerged from the donation has the right to challenge his or her legal filiation in order to seek his or her biological filiation. Such an opportunity respects the rights of those who have come from the gift. The right to seek biological filiation is in no way an obligation, and the law must not close that right.
ParlaMint-FR_2020-07-30-E1027.u187	All right!
ParlaMint-FR_2020-07-30-E1027.u188	Amendment No 1497 by Mr Le Fur is being defended. What is the opinion of the committee on these five identical amendments?
ParlaMint-FR_2020-07-30-E1027.u189	What's in your hands? The Bible?
ParlaMint-FR_2020-07-30-E1027.u190	[[Smile]] That's my bible, the civil code. Under the current law, section 311-20 of the Civil Code – the one that follows directly section 311-19 that you want to remove, and that prohibits filiation between the donor and the child – provides: "The consent given to a medically assisted procreation prohibits any action for the purpose of establishing or challenging filiation unless it is argued that the child is not a result of medically assisted procreation or that the consent has been deprived of effect. This means that the prohibition of filiation between the donor – or donor – and the child already exists, except in the event that the child does not come from an AMP, but from adultery; the case where the child is the result of a carnal adventure, and not of medically assisted procreation, is the only one in which it is possible to challenge filiation and to carry out an action in search or establishment of paternity. That is exactly the situation of the Mandet judgment that you cited: it was a LDC challenged by another man, who said he was the lover of the lady and thought he was the child's father. The case has nothing to do with the text, since it corresponds to the only case of intended challenge, which is retained in the bill – we do a copy-paste by changing the numbers of the articles, but it's the same thing...
ParlaMint-FR_2020-07-30-E1027.u191	Not quite! There's no mention of the man!
ParlaMint-FR_2020-07-30-E1027.u192	As for the substance of your question, we have been answering it for three days: the donor is never the parent of the child, but the one who delivers a genetic heritage, and possibly a genetic identity narrative.
ParlaMint-FR_2020-07-30-E1027.u193	We are waiting for an answer from the keeper of the seals!
ParlaMint-FR_2020-07-30-E1027.u194	We have had lengthy debates on article 3 to enable the child to become aware of his or her personal origins, but we distinguish perfectly the transmission of a genetic heritage from that of committing himself or herself for a lifetime – whether the child is a minor or an adult, because we are still a father or a mother when the child is an adult – to the human being we have brought to the world. Unfavorable opinion.
ParlaMint-FR_2020-07-30-E1027.u195	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u196	These amendments raise the question of the definition of paternity. Paternity, no one has defined it better than Marcel Pagnol. When Marius returned home and wanted to recover the child, named Caesar, who bore the name of Panisse, he was arrested by his father, who also named Caesar. He said, "What you wanted was your pleasure. Life, don't say you gave it to her. He took it from you: it's not the same. » [["But no! »on the benches of the LR group]] The impossibility of establishing filiation with the donor has existed since 1994; It's the very consequence of the idea of giving. Giving gametes is giving biological material, it's not making a child.
ParlaMint-FR_2020-07-30-E1027.u197	It's a step backwards!
ParlaMint-FR_2020-07-30-E1027.u198	That is why the Government is opposed to these amendments. (Applause on several benches of the LaREM Group – Exclaims on the benches of the LR Group.)
ParlaMint-FR_2020-07-30-E1027.u199	And now he's getting us Pagnol...
ParlaMint-FR_2020-07-30-E1027.u200	I asked you a concrete and serious question, Mr. Keeper of the Seals!
ParlaMint-FR_2020-07-30-E1027.u201	I was very serious about my answer!
ParlaMint-FR_2020-07-30-E1027.u202	No, you laughed! It's not funny!
ParlaMint-FR_2020-07-30-E1027.u203	I didn't laugh, I cried.
ParlaMint-FR_2020-07-30-E1027.u204	Mr Marc Le Fur has the floor.
ParlaMint-FR_2020-07-30-E1027.u205	Pagnol is a very great writer, and a regionalist writer, which suits me well. He is one of the few writers who favors good feelings,...
ParlaMint-FR_2020-07-30-E1027.u206	And common sense!
ParlaMint-FR_2020-07-30-E1027.u207	... and it is much more difficult to know success by writing about good feelings than by describing abject or unrecommended feelings. But, Mr. Keeper of the Seals, the subject is not Pagnol; The subject is the child. I very much appreciated Mrs Tanguy's words, because he reflects our view of the family, which I think some of us share elsewhere than on our benches. For us, the priority of the family is the child; for others, this can be the adult's choice, the adult's desire...
ParlaMint-FR_2020-07-30-E1027.u208	I don't know. I don't know. I
ParlaMint-FR_2020-07-30-E1027.u209	The dialectic between these two priorities passes through the debates of legislators and jurists since Napoleon's code, if not before; it is quite healthy, provided that it achieves a balanced result. However, we consider that we are emerging from this balance. Why do we consider the child to be the priority? Because he's the object of the family, because he's the future...
ParlaMint-FR_2020-07-30-E1027.u210	What do you mean, "the object"?
ParlaMint-FR_2020-07-30-E1027.u211	[[Claims on several banks of the LaREM Group]] Yes, it is the goal of the family. Do you dispute it?
ParlaMint-FR_2020-07-30-E1027.u212	Go on, Mr. Le Fur.
ParlaMint-FR_2020-07-30-E1027.u213	[[New exclamations on the banks of the LaREM Group]] It's painful to be disturbed like this...
ParlaMint-FR_2020-07-30-E1027.u214	What you never do!
ParlaMint-FR_2020-07-30-E1027.u215	[[Smile]] No, never. Nevertheless, in the interests of the child, we consider that the values of stability and otherness are essential to the future of a non-autonomous being, whose education is intended to make him autonomous. The other aspect exists, but all this must be balanced. This balance has consequences for the search for paternity. That is why we cannot agree with you, Mr. Keeper of the Seals: it is legitimate for a child to be in search of its origins. We have already discussed this, and you know that I appreciated the rapporteur's speech on this occasion. It's essential, it's legitimate; European law and international law invite us to do so. I do not understand why you are holding words that completely deny the search for origins, which we consider essential, when it seemed to me that the text contained some sketches in this direction.
ParlaMint-FR_2020-07-30-E1027.u216	Amendments Nos 1163, 1146, 1147, 1145 and 1148 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2020-07-30-E1027.u217	Because of the time programmed!
ParlaMint-FR_2020-07-30-E1027.u218	Call the rules!
ParlaMint-FR_2020-07-30-E1027.u219	Mrs Ménard, I have already noticed that you have some ability to divert our rules.
ParlaMint-FR_2020-07-30-E1027.u220	Not at all!
ParlaMint-FR_2020-07-30-E1027.u221	You will have found that, despite our political differences, I have always respected you, and I have never wanted to deprive you of your word.
ParlaMint-FR_2020-07-30-E1027.u222	Never, indeed.
ParlaMint-FR_2020-07-30-E1027.u223	Nevertheless, we are in legislative time programme. Don't use the point of order to have undue speaking time, or I'll interrupt you.
ParlaMint-FR_2020-07-30-E1027.u224	I therefore give you the floor, Mrs Ménard, for a point of order.
ParlaMint-FR_2020-07-30-E1027.u225	[[Smile]] Far be it from me to turn the rules aside, Mr. President! Thank you for leaving me the floor. My reminder is based on Rule 49 of the Rules of Procedure. You will have noticed that, of the five amendments that I was unable to defend, I did not get a single answer. However, it seems to me that, with regard to the best interests of the child, this series of amendments was interesting...
ParlaMint-FR_2020-07-30-E1027.u226	So far, Ms. Ménard, you were within the limits of the point of order...
ParlaMint-FR_2020-07-30-E1027.u227	And I am still there: it seems to me appropriate that at this stage of the discussion, Mr. keeper of the seals or Mrs. rapporteur should give me an answer.
ParlaMint-FR_2020-07-30-E1027.u228	I have before me three amendments, Nos 1166, 867 and 2125, which can be discussed jointly. Amendments Nos 867 and 2125 are identical. [[Smile]] Amendment No 1166 by Mrs Emmanuelle Ménard was widely defended. I call Mr Thibault Bazin to support Amendment No. 867.
ParlaMint-FR_2020-07-30-E1027.u229	Mr. Keeper of the Seals, I am concerned about the lightness of your answers. Pagnol also said that it is permissible to lie to children when it is for their own good.
ParlaMint-FR_2020-07-30-E1027.u230	No, that's not it!
ParlaMint-FR_2020-07-30-E1027.u231	This sentence also appears in Pagnol's work. If he inspires you to found our future law of filiation, I'm worried. I ask you again my question because, alas, you have become accustomed to not answering us when we need to be reassured about the fate of the children who will be born tomorrow. Let us admit that the single mother of a child born by AMP with a third-party donor dies: what would prevent the third-party donor, who may have had no child, from establishing a filiation relationship with that child at the age of 18?
ParlaMint-FR_2020-07-30-E1027.u232	Right!
ParlaMint-FR_2020-07-30-E1027.u233	Amendment No 2125 by Mrs Annie Genevard is being defended.
ParlaMint-FR_2020-07-30-E1027.u234	I have before me five amendments, Nos 1165, 36, 174, 868 and 1498, which can be discussed jointly. Amendments Nos 36, 174, 868 and 1498 are identical. Amendment No 1165 by Mrs Emmanuelle Ménard is being defended. Mr Xavier Breton has the floor to support Amendment No. 36.
ParlaMint-FR_2020-07-30-E1027.u235	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-30-E1027.u236	I call Mr Patrick Hetzel to support Amendment No. 174.
ParlaMint-FR_2020-07-30-E1027.u237	He is also defended for the same reason.
ParlaMint-FR_2020-07-30-E1027.u238	During a sitting suspension, I will tell you how the scheduled legislative time has arrived in our Chamber.
ParlaMint-FR_2020-07-30-E1027.u239	You've already done it!
ParlaMint-FR_2020-07-30-E1027.u240	[[Smile]] Ah, you already know... I call Mr Thibault Bazin to support Amendment No. 868.
ParlaMint-FR_2020-07-30-E1027.u241	This is an amendment of consistency aimed at ensuring the soundness of the law of filiation.
ParlaMint-FR_2020-07-30-E1027.u242	I call Mr Le Fur to support Amendment No. 1498.
ParlaMint-FR_2020-07-30-E1027.u243	[[Applause on several benches in the LR group]] The writing of Pagnol is first and foremost an exaltation of fatherhood, of the glory of his father. Remember this child who, sitting at the bottom of the class, listens to the teacher who is none other than his father, this child who lives the humiliation of his father on the hunt, by a friend of this one, as a real drama. Since we refer to Pagnol, let's go to the end of his admirable work.
ParlaMint-FR_2020-07-30-E1027.u244	What is the committee's opinion on these five amendments?
ParlaMint-FR_2020-07-30-E1027.u245	Unfavorable.
ParlaMint-FR_2020-07-30-E1027.u246	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u247	Same opinion. I would like to inform Mr. Le Fur that Marcel Pagnol's father's hunting partner is not one of his friends, but the uncle of the child, and that he bears two names, Jules and Thomas. Besides, no one is humiliated in this case.
ParlaMint-FR_2020-07-30-E1027.u248	It's not serious! We have to do law!
ParlaMint-FR_2020-07-30-E1027.u249	I took this literary example to recall what fatherhood is. You shouted orfray, but my words were in no way disparaging. Forgive me, Mr. Bazin, but you're putting your imagination at the service of totally improbable assumptions. I answer in the literary tone to try to be sympathetic to you, but you take it badly. It's kind of curious, but that's how it is. [[Applause on a few benches of the LaREM group]] As for the quote of Pagnol that you mentioned, it is about this one: "Life is difficult and it is useless to tell the children. » Children, always children...
ParlaMint-FR_2020-07-30-E1027.u250	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-30-E1027.u251	This improbable assumption, to repeat your remarks, stems from the opening of the LDC to single women. How can you guarantee that tomorrow no single woman will succumb to an accident of life? I don't wish it for any, but how can you assure it?
ParlaMint-FR_2020-07-30-E1027.u252	Very good question!
ParlaMint-FR_2020-07-30-E1027.u253	I have before me four amendments, Nos 934, 745, 792 and 1499, which can be discussed jointly. Amendments Nos 745, 792 and 1499 are identical. Mrs Caroline Fiat has the floor to support Amendment No. 934.
ParlaMint-FR_2020-07-30-E1027.u254	Since we are talking about Pagnol, I will greet Augustine, the mother of little Marcel, who occupies a large place in my mother's Castle.
ParlaMint-FR_2020-07-30-E1027.u255	Yes!
ParlaMint-FR_2020-07-30-E1027.u256	[[Laughs and applause on several benches of the LaREM and EDS groups]] Let's not forget it, because it would be a shame to talk only about Dad! With this amendment, we want to ensure that consent to the donation can be obtained by a judge. Indeed, a notarial act would represent an additional cost to couples, which we wish to avoid in order to preserve equal access to this right. On the other hand, if the former seal keeper refused to touch the newly voted law of programming and reform for justice, Prime Minister Jean Castex stated, in the general policy statement, that he wanted to create local judges. Since the executive is concerned with matters related to justice, let us take this opportunity to amend other legislation so that consent to the gift can be obtained before a judge.
ParlaMint-FR_2020-07-30-E1027.u257	Mr Xavier Breton has the floor to support Amendment No. 745.
ParlaMint-FR_2020-07-30-E1027.u258	Because of the scheduled legislative time, it is defended.
ParlaMint-FR_2020-07-30-E1027.u259	I call Mr Patrick Hetzel to support Amendment No. 792.
ParlaMint-FR_2020-07-30-E1027.u260	Defendant, for the same reason.
ParlaMint-FR_2020-07-30-E1027.u261	Amendment No 1499 by Mr Le Fur is also being defended. What is the committee's opinion on these four amendments?
ParlaMint-FR_2020-07-30-E1027.u262	You have recalled, Mrs Fiat, the law of programming and reform for justice provides for the transfer of consent from the judge to the notary. On the other hand, we have repeatedly explained to you the provisions relating to the taking over of the act. Opinions against all amendments.
ParlaMint-FR_2020-07-30-E1027.u263	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u264	Same opinion.
ParlaMint-FR_2020-07-30-E1027.u265	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2020-07-30-E1027.u266	[[Emmanuelle Ménard and Maxime Minot applaud]] Yet, if I am not mistaken, the government has been reshaped!We have a new Prime Minister and a new seal guard. I understood that Édouard Philippe and Nicole Belloubet did not want to review the law of programming and reform for justice, but Jean Castex made different comments in his policy statement. Mr Keeper of the Seals, do you not agree with my amendment?
ParlaMint-FR_2020-07-30-E1027.u267	No.
ParlaMint-FR_2020-07-30-E1027.u268	[[Applause on the benches of the LR and IDU-I groups]] Why bother us from the start? That would be a shame! Reread my amendment, Mr Keeper of the Seals: it only takes your idea back.
ParlaMint-FR_2020-07-30-E1027.u269	All right?
ParlaMint-FR_2020-07-30-E1027.u270	[[Laughs and applause on the benches of the LR and IDU-I groups]] [[Laughs and applause on several benches of the LR group. – Mrs Blandine Brocard also applauds]] You can't refute your own idea, though! I know that the majority group is called La République en marche, but that's no reason to walk on the head! This is your idea, Mr. Keeper of the Seals, and also the one that Jean Castex has exposed to us here in this gallery. You can tell us all the stories you want but it doesn't take anymore!
ParlaMint-FR_2020-07-30-E1027.u271	The rapporteur has the floor.
ParlaMint-FR_2020-07-30-E1027.u272	[["Ah! » on the benches of the LR group]] We have a new Prime Minister and a new government because we are taking a new path, but the course remains the same.
ParlaMint-FR_2020-07-30-E1027.u273	Couldn't we also change President of the Republic?
ParlaMint-FR_2020-07-30-E1027.u274	We maintain the decisions contained in the law of programming and reform for justice, in particular that of entrusting notaries with the task of obtaining consent, in the interests of families. I therefore reiterate my unfavorable opinion.
ParlaMint-FR_2020-07-30-E1027.u275	We don't know where we're going, but there's a new way!
ParlaMint-FR_2020-07-30-E1027.u276	Even the seal keeper doesn't believe in the new way!
ParlaMint-FR_2020-07-30-E1027.u277	The new path is a way out!
ParlaMint-FR_2020-07-30-E1027.u278	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2020-07-30-E1027.u279	Unless I'm mistaken, the interest of the families costs them 250 euros.
ParlaMint-FR_2020-07-30-E1027.u280	Yes! Very good argument!
ParlaMint-FR_2020-07-30-E1027.u281	Mrs Laetitia Avia has the floor.
ParlaMint-FR_2020-07-30-E1027.u282	[[Applause on the benches of the LaREM and EDS groups]] In the law on programming and reform for justice, we have transferred this prerogative to notaries and exempted families from the costs of 250 euros, to whom this process no longer costs anything.
ParlaMint-FR_2020-07-30-E1027.u283	It is Mr. Keeper of the Seals who has the floor.
ParlaMint-FR_2020-07-30-E1027.u284	Very precisely, the cost is 76 euros.
ParlaMint-FR_2020-07-30-E1027.u285	Ah!
ParlaMint-FR_2020-07-30-E1027.u286	Still!
ParlaMint-FR_2020-07-30-E1027.u287	So it's free or it costs 76 euros?
ParlaMint-FR_2020-07-30-E1027.u288	How do you want us to move forward with such inconsistencies?
ParlaMint-FR_2020-07-30-E1027.u289	Amendments Nos 1150, 1151 and 1149 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2020-07-30-E1027.u290	I have before me four identical amendments, Nos 746, 793, 872 and 1500. Mr Xavier Breton has the floor to support Amendment No. 746.
ParlaMint-FR_2020-07-30-E1027.u291	Defended, due to scheduled legislative time.
ParlaMint-FR_2020-07-30-E1027.u292	[[Smile]] Mr Hetzel, be original to support Amendment No 793! Find another argument!
ParlaMint-FR_2020-07-30-E1027.u293	Defendant.
ParlaMint-FR_2020-07-30-E1027.u294	I call Mr Thibault Bazin to support Amendment No. 872.
ParlaMint-FR_2020-07-30-E1027.u295	Defended, in addition to my colleagues.
ParlaMint-FR_2020-07-30-E1027.u296	[[Smile]] What about Amendment No 1500, Mr Le Fur? I know you'll be very original!
ParlaMint-FR_2020-07-30-E1027.u297	Defendant.
ParlaMint-FR_2020-07-30-E1027.u298	What is the opinion of the committee on these four identical amendments?
ParlaMint-FR_2020-07-30-E1027.u299	Unfavorable.
ParlaMint-FR_2020-07-30-E1027.u300	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u301	Totally unfavorable.
ParlaMint-FR_2020-07-30-E1027.u302	I have before me a new set of four identical amendments, Nos 748, 794, 871 and 1502. Mr Xavier Breton has the floor to support Amendment No. 748.
ParlaMint-FR_2020-07-30-E1027.u303	At the risk of appearing banal to you, defended because of the scheduled legislative time.
ParlaMint-FR_2020-07-30-E1027.u304	I call Mr Patrick Hetzel to support Amendment No. 794.
ParlaMint-FR_2020-07-30-E1027.u305	Defended because we're being gagged!
ParlaMint-FR_2020-07-30-E1027.u306	Amendments Nos 871 by Mr Thibault Bazin and 1502 by Mr Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1027.u307	Unfavorable.
ParlaMint-FR_2020-07-30-E1027.u308	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u309	You can't confuse the mask with the gag. Unfavorable opinion.
ParlaMint-FR_2020-07-30-E1027.u310	Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 509.
ParlaMint-FR_2020-07-30-E1027.u311	The draft law provides for joint recognition before a notary for women's couples, which is to be given to the registrar, who indicates this in the child's birth certificate. For the sake of equality, we propose that the same reference to consent to medical assistance by intervention of a third party donor be indicated in the birth certificate for heterosexual couples or unmarried women. This is the necessary condition for ensuring the child's right to access, by majority, the non-identifying data and the identity of the third-party donor.
ParlaMint-FR_2020-07-30-E1027.u312	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1027.u313	I have reread your amendment to make sure I understand it. Either you consider that in addition to early joint recognition, you must obtain consent, which is superfate. Either you reserve this provision to heterosexual couples and single women, which does not meet our political will, because we have already stated that we will not change the current rights of families. I invite you to withdraw your amendment; Otherwise, I'll be unfavorable.
ParlaMint-FR_2020-07-30-E1027.u314	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u315	Unfavorable.
ParlaMint-FR_2020-07-30-E1027.u316	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2020-07-30-E1027.u317	[[Ms. Monique Limon applauds]] We wanted to go to the end of the reasoning that you had held and that did not suit us. I recognize the provocative nature of this amendment, which I withdraw as a result of your explanations.
ParlaMint-FR_2020-07-30-E1027.u318	Identical amendments No 873 by Mr Thibault Bazin and No 1152 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2020-07-30-E1027.u319	I have before me four identical amendments, Nos 749, 795, 874 and 1504. Amendments Nos 749 by Mr Xavier Breton and 795 by Mr Patrick Hetzel are being defended. I call Mr Thibault Bazin to support Amendment No. 874.
ParlaMint-FR_2020-07-30-E1027.u320	Defended because we lack time, but we hope to get answers!
ParlaMint-FR_2020-07-30-E1027.u321	Amendment No 1504 by Mr Le Fur is being defended.
ParlaMint-FR_2020-07-30-E1027.u322	Amendment No 1164 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-30-E1027.u323	I have before me three identical amendments, Nos 750, 796 and 1505. Mr Xavier Breton has the floor to support Amendment No. 750.
ParlaMint-FR_2020-07-30-E1027.u324	While waiting for an answer, he is defended.
ParlaMint-FR_2020-07-30-E1027.u325	I call Mr Patrick Hetzel to support Amendment No. 796.
ParlaMint-FR_2020-07-30-E1027.u326	Same argument.
ParlaMint-FR_2020-07-30-E1027.u327	Amendment No 1505 by Mr Le Fur is being defended.
ParlaMint-FR_2020-07-30-E1027.u328	Amendments Nos 876 by Mr Thibault Bazin and 1061 by Mr Julien Aubert are defended.
ParlaMint-FR_2020-07-30-E1027.u329	I have before me a number of amendments, Nos 1273, 751, 797, 1506, 752, 798, 1507 and 875, which can be discussed jointly. Amendments Nos 751, 797 and 1506 are identical, as are Amendments Nos 752, 798 and 1507. Mrs Blandine Brocard has the floor to support Amendment No. 1273.
ParlaMint-FR_2020-07-30-E1027.u330	He's forbidden.
ParlaMint-FR_2020-07-30-E1027.u331	Mr Xavier Breton has the floor to support Amendment No. 751.
ParlaMint-FR_2020-07-30-E1027.u332	I defend it while regretting the absence of a response.
ParlaMint-FR_2020-07-30-E1027.u333	Identical amendments Nos 797 by Mr Patrick Hetzel and 1506 by Mr Marc Le Fur are being defended. Identical Amendments Nos 752 by Mr Xavier Breton, 798 by Mr Patrick Hetzel and 1507 by Mr Marc Le Fur are being defended. I call Mr Thibault Bazin to support Amendment No. 875.
ParlaMint-FR_2020-07-30-E1027.u334	I defend it while still waiting for answers, too.
ParlaMint-FR_2020-07-30-E1027.u335	Amendment No 1509 by Mr Le Fur is being defended.
ParlaMint-FR_2020-07-30-E1027.u336	I have before me three amendments, Nos 897, 932 and 1131, which can be discussed jointly. Identical amendments Nos 897 by Mr Patrick Hetzel and 932 by Mr Xavier Breton are being defended. Mr Jean-Louis Touraine has the floor to support Amendment No. 1131.
ParlaMint-FR_2020-07-30-E1027.u337	We would like answers, minister.
ParlaMint-FR_2020-07-30-E1027.u338	You have time to bring them to us, while Mr Touraine is looking for his amendment.
ParlaMint-FR_2020-07-30-E1027.u339	This amendment proposes to extend the Article 4 provision to all couples using AMPs with third-party donors, in the spirit of the recommendations of the report of the fact-finding mission on the revision of bioethics laws. The proposed device is simple and universal. It is a question of having a single method of establishing the bond of filiation for all those who use an MPA with third-party donor. This will ensure that the child's filiation with both parents, regardless of their sexual orientation or marital status, is fully secure. It is therefore a mechanism that avoids any discrimination against children of women's couples and couples of different genders. It may also be noted that the Council of State had stressed that an option of this kind would be able to best guarantee the rights of children, which we attach priority to. The amendment is thus fully consistent with the spirit of the text, with a logic of responsibility and valorisation of the couple's common project.
ParlaMint-FR_2020-07-30-E1027.u340	What is the committee's opinion on these three amendments?
ParlaMint-FR_2020-07-30-E1027.u341	Disfavorable to the two identical amendments. To reply to Mr Touraine and the other parliamentarians who are in favour of extending early joint recognition to all couples,...
ParlaMint-FR_2020-07-30-E1027.u342	What an injustice on the way!
ParlaMint-FR_2020-07-30-E1027.u343	We must also respond to the opposition! Respect the democratic debate!
ParlaMint-FR_2020-07-30-E1027.u344	...I remind you that I am deeply unfavourable because, if we did so, we would move the current distinction between the CAR for women's couples and consent to donation within heteroparent families on an opposition between a LDC-specific filiation and that contained in the rest of Title VII of the Civil Code, which does not provide for co-maternity. If I plan in the long term, the possible consequences of such a provision in twenty, thirty or fifty years do not reassure me. The only legitimate distinction that can survive in the text today is the one we have chosen: as long as co-maternity is not included in the rest of the civil code, we are required to provide for this early joint recognition for women's couples only. Request for withdrawal, or opinion against Amendment No 1131.
ParlaMint-FR_2020-07-30-E1027.u345	This is Radio London: the majority is in favour of the majority!
ParlaMint-FR_2020-07-30-E1027.u346	What is the Government's opinion on these three amendments?
ParlaMint-FR_2020-07-30-E1027.u347	As well as the previous amendments, for which we have still not received an answer!
ParlaMint-FR_2020-07-30-E1027.u348	[[Exclaims on the benches of the LR group]] You've had the answers for three years!
ParlaMint-FR_2020-07-30-E1027.u349	No, that's not true!
ParlaMint-FR_2020-07-30-E1027.u350	You weren't there, Mr. Bazin.
