ParlaMint-FR_2020-07-30-E1025.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-30-E1025.u173	The MPA is possible in private institutions. The question we are talking about is conservation!
ParlaMint-FR_2020-07-30-E1025.u174	[[Applause on several benches of the LaREM group]] To the extent that we are strictly in this field, this is not a global enlargement. For my part, I will vote for the amendment and the sub-amendment.
ParlaMint-FR_2020-07-30-E1025.u175	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2020-07-30-E1025.u176	There is absolutely no question, in any case in my view, of questioning the role of the private sector – of which my colleague Dubost spoke very well – or the competence of the doctors who practiced and took the oath. No one here wants to question this.
ParlaMint-FR_2020-07-30-E1025.u177	Neither do we!
ParlaMint-FR_2020-07-30-E1025.u178	There is a debate between all those who, having voted on Article 1, sincerely want all women to have access to the LDC and who, by voting on Article 2, also want them to have access to the self-conservation of the oocytes. The question is how this equal access is guaranteed throughout the country. There are two points of view: for some colleagues, if the public service is not able to meet the demand in some departments, openness to the private sector, including for profit, is necessary. Others, like Mrs Faucillon or Mr Delatte, whom I join, wonder: how, as soon as we open this door to the private sector, can we guarantee that tomorrow we will give the public sector the means to respond to the demand – because it is up to it to respond? [[Applause on several benches of the LaREM group]] I firmly believe in the LDC for all. I want territorial equity to be ensured, that all women in our country have equal access to it. However, from the moment when, in some territories, they would necessarily have to go through the private for-profit sector, this equal access is, in fact, broken. I am afraid that by using the argument of immediate pragmatism, we would question tomorrow the equal access of all women to this practice. That is why, out of prudence and precisely because I believe in the text we are voting for and its consistency, I do not want this activity to be extended to the private for-profit sector. I will therefore vote against the amendment and the sub-amendment.
ParlaMint-FR_2020-07-30-E1025.u179	Mrs Laurence Vanceunebrock has the floor.
ParlaMint-FR_2020-07-30-E1025.u180	What horrifies me is the slanderous remarks made by our colleagues in the Republicans group, according to which an alleged LGBT lobby would in fact stand at the helm of the Government. If that were the case, I can assure you that this text would go much further – as the regular rejection of a number of amendments shows. I also deplore your homophobia and rejection of women of colour – as you want to deny them access to the LDC.
ParlaMint-FR_2020-07-30-E1025.u181	It's not about the LDC here, it's about the gamete self-conservation!
ParlaMint-FR_2020-07-30-E1025.u182	Mrs Elsa Faucillon has the floor.
ParlaMint-FR_2020-07-30-E1025.u183	It is not a question of judging the qualifications, the skills of one sector or the other. It is also possible, today, for the gamete collection to take place in the public sector and in the private not-for-profit sector. The debate is not, in fact, about the opposition between the private and the public, but, it is a small difference, about the opposition between the non-profit nature and the lucrative nature of the private sector. The amendment and the sub-amendment are intended to allow a private, for-profit health facility to collect, collect and retain gametes, if a public or private, not-for-profit institution could not do so. It is clear that this is a step in the direction of entrusting the private for-profit sector, in certain territories – as our colleague Delatte pointed out – with missions and acts relating to procreation. It is a considerable ethical shift, perhaps not in the eyes of everyone but in ours, a slide that could lead to other authorizations of this type, thus a deregulation. We all know this phenomenon, at the end of which, in some cities – and this is particularly the case in my department of Hauts-de-Seine – very many municipal health centres, which were places for all and for all, were emptied because specialists were settling around. These municipal centres then became some kind of clinics where only the poorest of the poorest were going, since these institutions were emptying themselves from their doctors. Then, as if by magic, the city centre in question ends up shutting down as people go elsewhere. And, in fine, installs, 200 meters further, a very beautiful medical center where fees are exceeded and where, therefore, the same very poor people cannot go. As for those who are less poor, they have to grapple with their purchasing power in order to attend this new centre. [[Applause on the benches of the FI and SOC groups as well as on several benches of the REM group]] So the idea that we would be attached to the public sector by ideology alone does not hold. This commitment is due to the fact that the public service permits the application of the laws of the Republic. However, the laws of the Republic are designed to ensure equality, freedom and fraternity. And this principle can be put at risk by these slippages that can be very fast.
ParlaMint-FR_2020-07-30-E1025.u184	Mr Philippe Vigier has the floor.
ParlaMint-FR_2020-07-30-E1025.u185	We're still in the middle of the covid-19 crisis. Private institutions were called upon to support public institutions. To this end, private institutions have been asked to deprogram certain surgical procedures and, as I have said, the lack of resuscitation beds in these same establishments has been deplored. Are we going to continue this war between each other for a long time? What's this about? And now the practitioner is speaking. In my department, it takes a hundred kilometres to benefit from an LDC because of infertility. Others have only 20 kilometres to travel. Where's justice? The derogation envisaged by Jean-Louis Touraine's amendment is in the hands of the Director of the ARS. Do you know how ARS works? From day to day it can blow up the approval given to an establishment. When it is, is the refund at the key? Never. So, frankly, what message do we get across? Let us define a mesh of intelligent territory, put constraints on the centres that are empowered by meaning them: you must be able to accommodate some type of patient at that time. Such a clause may be included in a specification. [[Applause on the benches of the LT group and on several benches of the LaREM group. – Mr Cyrille Isaac-Sibille also applauds]] Let us also have a thought for the ultramarine France. Have any of them looked at the grid of their territory? Have you examined the injustice of the current situation? Frankly, it seems to me that the amendment is rather a good framework for things. Let us stop this war between the public and the private, which makes even less sense as we were all to applaud, every day at 20 o'clock, those who struggled to preserve life.
ParlaMint-FR_2020-07-30-E1025.u186	Mr Xavier Breton has the floor.
ParlaMint-FR_2020-07-30-E1025.u187	[[Sitting on the benches of the LR group]] The debate is interesting, but I really regret the words of our colleagues Chiche and Vanceunebrock. We discuss the respective place of the public, private non-profit and private lucrative sectors and, seeing that the march you have undertaken towards the reproductive business is encountering resistance, you remove the argument of homophobia and thus use the classic tactics of intimidation and victimization. [[Applause on the benches of the LR group]] We are talking about the conservation of gametes concerning women's couples, single women and male-female couples. At no time did we mention people's sexuality, at no time was a single homophobic statement made in the Chamber. I therefore regret these techniques aimed at muzzling the debate. We will continue to express ourselves, do not displease you.
ParlaMint-FR_2020-07-30-E1025.u188	You look annoyed...
ParlaMint-FR_2020-07-30-E1025.u189	Mrs. Florence Granjus has the floor.
ParlaMint-FR_2020-07-30-E1025.u190	I am strongly committed to public service:...
ParlaMint-FR_2020-07-30-E1025.u191	So do we!
ParlaMint-FR_2020-07-30-E1025.u192	I've spent thirty years there. But it is not always efficient and does not always deliver services throughout the country or the same quality of service everywhere. I understand the risks of drift and fears, but at some point we can also work towards complementarity between the public and the private sector, all the more so as we open the LDC to all women. You mentioned the queues. But how will we do tomorrow when they are likely to be even longer? It is not because we offer a complementary service that we do everything and anything, far from it.
ParlaMint-FR_2020-07-30-E1025.u193	It's still gametes, it's not annoyed!
ParlaMint-FR_2020-07-30-E1025.u194	[[Applause on several benches of the LaREM group]] I will vote for the amendment and the sub-amendment, which I find particularly interesting because, in the same way, we have promoted the complementarity of the public service and the private sector in the field of employment. Indeed, in 1993 the number of requests could not be met at all. This complementarity had then aroused the same fears as today – but there was no drift. It's all about framing what we will do with private sector institutions.
ParlaMint-FR_2020-07-30-E1025.u195	Mr Cyrille Isaac-Sibille has the floor.
ParlaMint-FR_2020-07-30-E1025.u196	[[Applause on several benches of the MODEM and LaREM groups]] With the amendment and the sub-amendment, we achieve a good balance. As Mr Vigier invites us, let us stop fighting between supporters of the public and supporters of the private sector, it makes no sense. All couples must have access to these techniques and the question is not whether the sector offering them is for profit or not-for-profit. What is needed is that the rate which can be applied is that of social security. Let's stop with dogmas, let's be practical for couples who need it. Let us stop this war: there is no point in opposing one another.
ParlaMint-FR_2020-07-30-E1025.u197	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2020-07-30-E1025.u198	The large number of speeches shows that we are discussing a substantive subject, a serious one.
ParlaMint-FR_2020-07-30-E1025.u199	And the government doesn't say anything!
ParlaMint-FR_2020-07-30-E1025.u200	The government is silent!
ParlaMint-FR_2020-07-30-E1025.u201	We are all aware of the expectations of couples and the expectations of women who will be able to benefit from this new offer. I can hear Mrs Vanceunebrock saying: we are not going to wait 30 years for things to happen. But for a question like this, precisely, we need to take a little time. To date, the LDC has been practised by the public and private non-profit sectors. It is therefore not a question of opposing the public and the private sector. We have to stop with that. The aim here is to highlight what can never be found in the lucrative sector. Even if we talk about coaching, we are taking a step here. The CECOS are ready and negotiations with the Government have been interrupted due to the epidemic of covid-19. [[Applause on a few benches of the LaREM group. – Mrs Agnes Thill also applauds]] Despite the expectation that we all understand, there is a reflection to be carried out intensely with those who know the issues of gamete conservation, which affects ethics. Please take the time; give the public service the means to carry out its mission, as it already does. I will not go back to the fact that the CECOS warn us about the multiplicity of centres – which is not necessarily a good in itself because the quality of the offer does not necessarily depend on their dispersion. But, I insist, we must give the public service and the private non-profit sector the means to meet the demand. It is enough to accompany them and to want to finish what we voted earlier.
ParlaMint-FR_2020-07-30-E1025.u202	Mr Didier Martin has the floor.
ParlaMint-FR_2020-07-30-E1025.u203	This debate no longer really concerns ethics, but the provision of care and the health system. The latter is based on a principle of balance and complementarity between the public and private sectors. It turns out that, here and there, there may be a shortage of supply. However, we have a state authority that regulates supply and ensures balance: the SRAs, which issue authorisations for sanitary practices and equipment. The aim here is to ensure equal access for all and for all to the LDC and, for that, to find a balance through the granting of temporary and derogatory authorizations. Mr Breton deplored the use of the word homophobia. I, in turn, deplore the words of Marc Le Fur, who designates some of us as lobbyists. We are only Members of Parliament defending the general interest.
ParlaMint-FR_2020-07-30-E1025.u204	Of course...
ParlaMint-FR_2020-07-30-E1025.u205	[[Applause on many benches of the LaREM group. – Mr Cyrille Isaac-Sibille also applauds]] To imply that many of us would be the voice of lobbyists is offensive or even slanderous, and that would deserve a point of order.
ParlaMint-FR_2020-07-30-E1025.u206	You're lobbyists!
ParlaMint-FR_2020-07-30-E1025.u207	Mrs Danièle Obono has the floor.
ParlaMint-FR_2020-07-30-E1025.u208	Contrary to what Mr Martin has just said, this is an ethical debate. There is indeed an ethical dimension to our discussion on the concept of public service and the private sector. There is no question of opposing them in a frontal manner, but of recalling and recognizing that their scope and objectives are different. The private sector, whether lucrative or not-for-profit, does not have the same principles, the same issues as the public sector, particularly with regard to access to care for all across the country. The Republic wants all citizens to have access to rights, and that is why the public service has been created. Otherwise, we would be in a company where the private enterprise would provide most of the services; It's another concept of social organization. All of us, however, are committed to the French model. An ethical question arises with regard to the lucrative private sector: should the collection and conservation of gametes be subject to market competition and competition for performance purposes? This is indeed the logic of the private trading sector, and we cannot blame its players for their objective of maximizing profit – things are different for the private not-for-profit sector and we have tabled amendments to ensure that it is treated specifically. We believe, for our part, that we must extract as many goods and services as possible from the lucrative private sector, especially those for which fundamental ethical questions arise, just as we are concerned. [[Mrs. Elsa Faucillon applauds]] Beyond what Elsa Faucillon has explained very well, we must not go into the overall and ideological logic of removing more and more areas from the public sector and assigning them to the private sector. We are still opposed to this ideological choice, and we are particularly opposed to it in the current debate. This logic of privatization of gamete and living manipulation procedures should not be adopted. That is why we are opposed to the amendment, even under-amended.
ParlaMint-FR_2020-07-30-E1025.u209	Mr Le Fur has the floor for a point of order.
ParlaMint-FR_2020-07-30-E1025.u210	On the basis of its article 65. Although this may be a mistake, none of the political groups in this House has asked for a public vote on Amendment No 2171. Our debate shows the importance of the subject, and because we are dealing with an essential issue, it is necessary that those we represent, the people of France, know what the vote of each of us was. [[Approvals on several benches of the GDR and FI groups]] The ten political groups – perhaps eleven or twelve tomorrow – did not ask for a public ballot, which is perhaps, we assume, a mistake. On the other hand, Mr President, you have the power to decide a public ballot under Rule 65 of the Rules of Procedure, according to which "the vote by public ballot shall be entitled to vote by decision of the President or at the request of the Government or the committee seized on the merits...". It would seem logical for you to act in this direction on a subject that has ethical stakes, but also real financial stakes – whether you like it or not, it's obvious.
ParlaMint-FR_2020-07-30-E1025.u211	Do you keep your comments on the lobbies?
ParlaMint-FR_2020-07-30-E1025.u212	I maintain what I said and, given the stakes and the importance of a debate that turns out to be rich and interesting,...
ParlaMint-FR_2020-07-30-E1025.u213	It's revealing, indeed!
ParlaMint-FR_2020-07-30-E1025.u214	...one of the authorities in a position to decide, under our Rules of Procedure, on a public ballot could do so here. That would make things easier for you, Mr President, because I fear that the counting of votes is not obvious.
ParlaMint-FR_2020-07-30-E1025.u215	Mr Le Fur, thank you for highlighting the richness of our debates. There was no request for a public ballot, indeed.
ParlaMint-FR_2020-07-30-E1025.u216	But you can decide to make one!
ParlaMint-FR_2020-07-30-E1025.u217	[[Applause on several benches of the LaREM and MODEM groups]] I could derogate from the decisions of the Conference of Presidents. You have pointed out that it would be easier for me, but I rarely give in to simplicity, so I will abide by the rules and we will stay there.
ParlaMint-FR_2020-07-30-E1025.u218	[[Protests on the benches of the LaREM and MODEM groups]] That way, financial lobbies can hide!
ParlaMint-FR_2020-07-30-E1025.u219	It's a shame, so repeat it to the microphone!
ParlaMint-FR_2020-07-30-E1025.u220	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2020-07-30-E1025.u221	Mr. Le Fur, you're talking about lobbies again. In this connection, I would like to return to the point made by Mr Breton that my remarks and those made by Mrs Vanceunebrock have broken.
ParlaMint-FR_2020-07-30-E1025.u222	[[Smile]] Breton, which one? Is this me or Xavier?
ParlaMint-FR_2020-07-30-E1025.u223	[[Mrs Agnes Chill exclaims]] When some terms are used such as "dirty" or "fantastic" to talk about gender identity or sexual orientation; when you speak of "passive desires" and you continue to explain that it is necessary to remain with a "probable" filiation, as if there were implausible filiations; when institutions have been able to write, as our debates reveal with respect to the CCNE – the National Ethics Advisory Committee – the words "sexual preferences", as if one were choosing his sexual orientation; When associations, sometimes even in the National Assembly when they are heard – I am thinking in particular of the Manif pour tous – compare children born from LDCs to GMO vegetables, perhaps you don't feel like you are feeding some kind of latent homophobia, but these are words that make the bed of homophobia in France. Mrs. Thill, you're in a good position to know: you're pointing the finger at LGBT lobbies in the National Assembly! All this has consequences when it comes to actions. I am talking about acts of violence against some of our fellow citizens. Mr Breton, no one is "victimized": when you are the victim of an assault, you are simply a victim, and you have the right to the protection of the Republic, which we must guarantee by law.
ParlaMint-FR_2020-07-30-E1025.u224	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2020-07-30-E1025.u225	[[Claims on several SOC, GDR and FI panels]] The debate also focuses on the effectiveness of the rights we vote on. We can always stick to dogmas, which sometimes take the form of ideological despotism, but what sense does it have if, on a daily basis, our fellow citizens do not have access to the rights we grant them? Ethics is also about giving everyone access to the rights enshrined in the law.
ParlaMint-FR_2020-07-30-E1025.u226	Unbelievable! With such reasoning, you suppress freedom and equality!
ParlaMint-FR_2020-07-30-E1025.u227	Ethics also consists of questioning the territorial mesh for the application of a right, verifying that it applies safely...
ParlaMint-FR_2020-07-30-E1025.u228	All you have to do is give up everything!
ParlaMint-FR_2020-07-30-E1025.u229	Compliance with the specifications will allow authorisations to be granted; Failing this, they may be withdrawn. It is the day-to-day provision of care, care providers, hospitals and all the actors of the French health system. It makes her rich and it's her honor...
ParlaMint-FR_2020-07-30-E1025.u230	The preservation of elements of the human body...
ParlaMint-FR_2020-07-30-E1025.u231	Go on, Mr. Hammouche, only you have the floor.
ParlaMint-FR_2020-07-30-E1025.u232	[[Vif applause on the benches of the MODEM and LaREM groups]] I find it difficult to admit that Members who are convinced of their positions and sincere in their actions can be called into question on the pretext that they would be under the control of a particular lobby. It is scandalous and shameful to hear such words in our assembly.
ParlaMint-FR_2020-07-30-E1025.u233	Mr Bruno Millienne has the floor.
ParlaMint-FR_2020-07-30-E1025.u234	[["No! » on the benches of the LR group]] I am pleased that Mr Hammouche has come back to the subject before us, namely Mr Touraine's amendment and the sub-amendment to which he is subject. This amendment guarantees all the ethics necessary for the conservation of gametes. [[Applause on several benches of the MODEM and LaREM groups. – Exclaims on several benches of the LR group]] On the other hand, Mrs Obono, I cannot allow in our chamber to say that the private health sector is not ethical – that is what we understand when we listen to you, and it is unthinkable to make such a statement here!
ParlaMint-FR_2020-07-30-E1025.u235	Give us back Mrs. Buzyn!
ParlaMint-FR_2020-07-30-E1025.u236	Mrs Agnes Chill has the floor for a point of order.
ParlaMint-FR_2020-07-30-E1025.u237	[[Jacqueline Dubois and Marc Le Fur applaud]] I was directly questioned. You'll notice I'm not saying anything. To be treated as homophobic in the Chamber, while nothing is said, is still a little loud. On the other hand, we must be able to oppose the bill without being systematically treated as homophobic. Nobody here is homophobic.
ParlaMint-FR_2020-07-30-E1025.u238	Yes!
ParlaMint-FR_2020-07-30-E1025.u239	[[Mr. Mounir Mahjoubi exclaimed]] What do you mean, "Yes! "? I invite you not to accuse anyone who has not committed a crime or a crime. Homophobia is a crime and a crime. To charge someone with an offence for which he was never convicted publicly is to violate his honour and consideration within the meaning of section 29 of the Act of 29 July 1881. That's not possible!
ParlaMint-FR_2020-07-30-E1025.u240	Mrs. Chill, please...
ParlaMint-FR_2020-07-30-E1025.u241	This is not possible! I can't keep being treated with homophobic, when I'm not!
ParlaMint-FR_2020-07-30-E1025.u242	Mrs. Chill...
ParlaMint-FR_2020-07-30-E1025.u243	I've never been condemned to anything. I've never said anything about this...
ParlaMint-FR_2020-07-30-E1025.u244	Mrs. Thill keeps talking, but you cut off the microphone, Mr. President!
ParlaMint-FR_2020-07-30-E1025.u245	[[Smile]] Is it a democratic movement?
ParlaMint-FR_2020-07-30-E1025.u246	Mrs. Thill, we understand the meaning of your remarks. I have tried to tell you that, as part of a point of order, we should stick to the considerations of the Rules of Procedure.
ParlaMint-FR_2020-07-30-E1025.u247	[[Brouhahaha]] All of this will actually end in court.
ParlaMint-FR_2020-07-30-E1025.u248	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2020-07-30-E1025.u249	Mr Millienne, are we against the lucrative private sector? Yes! I have been repeating this in the Chamber for three years; You must know that. For the past three years, I have denounced the fact that money is being made on human beings, the fact that lucrative private EHPADs can make money and distribute it to their shareholders to mistreat elderly people. It is therefore very freely that I can reject the same logic with regard to the LDC. I am perfectly clear on this.
ParlaMint-FR_2020-07-30-E1025.u250	That's right!
ParlaMint-FR_2020-07-30-E1025.u251	The price will be that of social security!
ParlaMint-FR_2020-07-30-E1025.u252	As far as health, care and medical ethics are concerned, I believe that profit should not be sought. Mr Millienne, do Members of the Group of the European People's Party consider that it is not ethical to make money on care? The answer is yes! And we are very proud of that. [[Smile]] [[Applause on the benches of the FI group. – Smile on various benches]] I find it difficult to understand the colleagues who justify the intervention of the lucrative sector by the fact that the public sector could not follow. If you are so fatalistic, I have good news: vote on our amendments to the next Social Security Financing Bill, give the public service the means to remove queues, give the overseas means to practice the LDCs, in short, vote on our amendments, that's the solution!
ParlaMint-FR_2020-07-30-E1025.u253	Excellent plea!
ParlaMint-FR_2020-07-30-E1025.u254	Mrs Geraldine Bannier has the floor.
ParlaMint-FR_2020-07-30-E1025.u255	I should like to thank Mrs Fiat for having put the debate back on the subject covered by the amendment. [[Mr. Eric Bothorel applauds]] [[Applause on many benches in the MODEM group and on several benches in the LaREM group]] I come from a territory whose priority is access to care. Although very attached to the public service, in which I spent almost twenty years of my professional life, I am fully reassured by the wording of the amendment, which states that the use of the private for-profit sector will be possible only "if no public or private non-profit health organization or institution carries out this activity in a department". First and foremost, equal access to health care must be ensured and the former internal wars between the private and the public must be ended. We need everyone, and it is essential to ensure access to the care of all women.
ParlaMint-FR_2020-07-30-E1025.u256	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2020-07-30-E1025.u257	[[Applause on several banks in the LaREM Group. –Ms CarolineFiatapplauditedalso]] Mrs Bannier, you are right: we must take care of the territories which are not covered by the public service; The Republic must be on the rendezvous. So let's make the right arrangements for the public service to be there. That's the only real solution!
ParlaMint-FR_2020-07-30-E1025.u258	Exactly!
ParlaMint-FR_2020-07-30-E1025.u259	The rapporteur, Mr Jean-Louis Touraine, has the floor.
ParlaMint-FR_2020-07-30-E1025.u260	It is all medicine that is ethical, not just the one that affects procreation. There is no need to isolate a particular ethic in this area: ethics apply to all medical activities. [[Applause on the benches of the MODEM group]] With regard to our health system in general, the gap between the hospital sector and liberal medicine is often called for. Mr Vigier was right to recall that it is the complementarity between the two that saves France in difficult situations. We have just had the example: at the height of the health crisis that we have been through, neither the public nor the private sector alone has been able to manage the influx of patients: it is the two together that have done so.
ParlaMint-FR_2020-07-30-E1025.u261	What a confusion!
ParlaMint-FR_2020-07-30-E1025.u262	I'm talking about the cases, to which I contributed, where patients who were initially taken to hospital were transferred to resuscitation beds in private institutions.
ParlaMint-FR_2020-07-30-E1025.u263	That's not the point!
ParlaMint-FR_2020-07-30-E1025.u264	[[Same movements]] On the contrary, it is the heart of the subject! I do not accept that some patients are deprived of the chance of being treated because, by ideology, they are assigned to a single type of establishment.
ParlaMint-FR_2020-07-30-E1025.u265	We're talking about the preservation of elements of the human body, for no medical reason!
ParlaMint-FR_2020-07-30-E1025.u266	In fact, public hospitals have received medicines from clinics, and conversely, equipment, including masks, has been transferred from some hospitals to private resuscitation services. At the moment, whether we want it or not, we do not have the possibility, in our country, to eliminate by ideology one or the other of the systems. Large parts of the territory suffer from lack of access to care: at least use the infrastructure that exists!
ParlaMint-FR_2020-07-30-E1025.u267	It's not about access to health care!
ParlaMint-FR_2020-07-30-E1025.u268	[[Applause on several benches of the LaREM and MODEM groups]] Mr. Delatte found it useful to summon his personal practice. With mine, I can assure you that you will not find any more ardent supporter of the public sector than I do. I am President of the French Hospital Federation for the Auvergne-Rhône-Alpes region, and Vice-President at national level. I have worked almost fifty years in the public hospital, so no one will be able to question my commitment to it at 200 per cent. However – and perhaps because I work only in the public hospital and I have never had any liberal activity – I listen to my colleagues and colleagues, obstetric gynaecologists from public hospitals: already struggling to accommodate women living nearby, they are not in a position to provide the service for patients coming from other departments, lacking reception facilities; It's impossible. [[Exclaims on the banks of the GDR Group]] [[Exclaims on the banks of the GDR and FI groups]] I hear the idyllic – optimistic, but utopian – vision of saying: there is nothing but creating public institutions everywhere to ensure the self-conservation of oocytes. But everyone who knows this activity knows that an egg cell conservation facility cannot exist alone; He must be backed up... Please don't interrupt me. I listened patiently and for a long time. It is important to synthesize the arguments, and each will determine itself. It is not possible, in view of the organisation of French public hospitals, to develop simply a public sector responsible for the self-conservation of oocytes: this activity must be backed up to public hospitals whose number cannot be multiplied on a large scale. Take the example of non-covered departments, for example rural ones, or overseas territories such as Guyana, which, as the Agency for Biomedicine reminds us, does not have any structure authorized to practise MPA, the self-conservation of oocytes and the other activities we are talking about. Should we therefore ask Guyanans to go to Brazil, where the ethical conditions are much less strict and the commodification works full? Mrs Genevard, Mr Gosselin, if you wish that the French do not go to buy these services abroad, encourage the creation of these services in France, in French services, under the control of French public agencies.
ParlaMint-FR_2020-07-30-E1025.u269	Then ban private lounges in France as well!
ParlaMint-FR_2020-07-30-E1025.u270	Pragmatism is not a big word. It is necessary to take account of the fact that significant parts of our metropolitan and ultramarine territory do not offer the services concerned to women. Can we agree to maintain this inequality?
ParlaMint-FR_2020-07-30-E1025.u271	No! Open public services!
ParlaMint-FR_2020-07-30-E1025.u272	Can we deny women access to this care? The only solution, given the organisation of the system of public hospitals – which will never create a small public centre, in French Guiana or elsewhere, to practice the self-conservation of oocytes – is to...
ParlaMint-FR_2020-07-30-E1025.u273	Open public services!
ParlaMint-FR_2020-07-30-E1025.u274	... ask the regional health agencies, which are under the responsibility of the Ministry of Solidarity and Health, to entrust this activity to private institutions which they will rigorously monitor to verify that no fees are exceeded. In this case, private institutions will carry out a public service mission: the self-conservation of oocytes will be carried out in exactly the same way as in a public hospital, without any kind of commodification or purchase. In these circumstances, I think we should listen to our fellow citizens who, for the time being, are excluded from access to this practice. The facts I have mentioned are corroborated by the Agency for Biomedicine and the Collège national des gynecologists et obstetriciens français, which all agree that they will not be able to provide the service if we do not agree to entrust this public service mission to private institutions.
ParlaMint-FR_2020-07-30-E1025.u275	What a renunciation!
ParlaMint-FR_2020-07-30-E1025.u276	[[Applause on several benches of the LaREM and MODEM groups]] I would also like to point out, following Mrs Dubost, that it is a bit offensive for French doctors to suggest that some of them would be respectful of medical ethics, while others would not.
ParlaMint-FR_2020-07-30-E1025.u277	Bravo!
ParlaMint-FR_2020-07-30-E1025.u278	We're not talking about doctors!
ParlaMint-FR_2020-07-30-E1025.u279	We're not talking about doctors, we're talking about the shareholders of private institutions!
ParlaMint-FR_2020-07-30-E1025.u280	We have nothing against liberal medicine! In this case, we are talking about the conservation of oocytes!
ParlaMint-FR_2020-07-30-E1025.u281	They are the ones who see the patients and we will ask them not to exceed the fees for the self-preservation of the oocytes.
ParlaMint-FR_2020-07-30-E1025.u282	The Secretary of State has the floor.
ParlaMint-FR_2020-07-30-E1025.u283	I want to pay tribute to the richness of the debates and thank you for that. All arguments for and against these provisions were expressed.
ParlaMint-FR_2020-07-30-E1025.u284	I hope you've changed your mind!
ParlaMint-FR_2020-07-30-E1025.u285	I only regret that these rich and interesting debates have been tainted by unworthy words. Words have meaning; Mr. Le Fur, I will not insult you to think that you used them innocently.
ParlaMint-FR_2020-07-30-E1025.u286	Financial lobbies exist!
ParlaMint-FR_2020-07-30-E1025.u287	I also welcome the richness of the parliamentary procedure. She, Mr. Bazin, is the one who has to walk. The Government is also on its way.
ParlaMint-FR_2020-07-30-E1025.u288	We regret Agnes Buzyn!
ParlaMint-FR_2020-07-30-E1025.u289	[[Exclaims on the benches of the LR group]] I hear you regret Agnes Buzyn, we all saw the nascent idyllus between you during the first reading.
ParlaMint-FR_2020-07-30-E1025.u290	I'm married!
ParlaMint-FR_2020-07-30-E1025.u291	Since then, however, we have had a fine mapping of the territory, which has enabled us to identify white areas in which our fellow citizens do not have access to oocyte self-conservation centres.
ParlaMint-FR_2020-07-30-E1025.u292	It is a pity that Mrs. Bergé has not been appointed to the Government; She would have been better than you!
ParlaMint-FR_2020-07-30-E1025.u293	The amendment proposed by the rapporteur is only intended to compensate for a deficiency.
ParlaMint-FR_2020-07-30-E1025.u294	In politics, it's been years since we first made a derogation, then we generalize.
ParlaMint-FR_2020-07-30-E1025.u295	[[Mr. Cyrille Isaac-Sibille applauds]] These will be new activities, so wait to see where and to what extent the public will use them: then we will see if there are deficiencies. It will be the role of the regional health agencies to see them and, if necessary, to issue an authorisation – or to withdraw it if necessary. As Mr. Isaac-Sibille said, in order to avoid any commercial and competitive logic, it is necessary to prohibit the exceedance of fees; That is the whole meaning of Laurence Vanceunebrock's sub-amendment. Finally, there is no question of pragmatism, but of equal access to care.
ParlaMint-FR_2020-07-30-E1025.u296	The market does not guarantee equality!
ParlaMint-FR_2020-07-30-E1025.u297	Mr Dharréville, Mrs Obono, our state is built in such a way that certain private actors, framed by strict rules,...
ParlaMint-FR_2020-07-30-E1025.u298	No! We don't make money on humans!
ParlaMint-FR_2020-07-30-E1025.u299	... contribute to the pursuit of public service missions.
ParlaMint-FR_2020-07-30-E1025.u300	It's serious!
ParlaMint-FR_2020-07-30-E1025.u301	This is the case for many sectors, within a well-defined framework. The aim is to give all women and couples of women access to this practice. Only in Corsica, Guyana, Mayotte and Martinique do there not exist a suitable public – or private, not-for-profit – centre.
ParlaMint-FR_2020-07-30-E1025.u302	Open public services in these territories!
ParlaMint-FR_2020-07-30-E1025.u303	How do we do organ donation?
ParlaMint-FR_2020-07-30-E1025.u304	[[Applause on several benches of the LaREM and MODEM groups]] The idea, with this amendment, is to offer each of our fellow citizens the opportunity to access these practices.
ParlaMint-FR_2020-07-30-E1025.u305	Exactly, it's equality!
ParlaMint-FR_2020-07-30-E1025.u306	Colleagues, there have been a lot of speeches, everyone has been able to make their decision in their own soul and conscience. We are well lit. After the point of order, we shall therefore proceed to the vote.
ParlaMint-FR_2020-07-30-E1025.u307	Mr Patrick Hetzel has the floor for a point of order.
ParlaMint-FR_2020-07-30-E1025.u308	[[Protests on the banks of the MODEM group]] I would like to make a point of order for personal reasons. Mr Minister, earlier, when Mr Bazin spoke, what was at stake was the conservation of gametes.
ParlaMint-FR_2020-07-30-E1025.u309	Mr. Hetzel, is that a point of order?
ParlaMint-FR_2020-07-30-E1025.u310	I'm coming!
ParlaMint-FR_2020-07-30-E1025.u311	Don't repeat the debate, please.
ParlaMint-FR_2020-07-30-E1025.u312	That's not a point of order!
ParlaMint-FR_2020-07-30-E1025.u313	The argument being that of the risk of drift,...
ParlaMint-FR_2020-07-30-E1025.u314	No, no, no, no, no, no, no,
