ParlaMint-FR_2020-07-27-E1020.u1	The meeting was suspended.
ParlaMint-FR_2020-07-27-E1020.u102	Last September, we began our work to examine the bioethics bill, aware of the immense responsibility we had as legislators. The challenge was, in fact, immense: to update our law by adapting it to scientific progress and the ever-evolving evolution of technology, as well as to the expectations and transformations of our society, while respecting our ethical principles. Because the stakes of bioethics laws are still very numerous and, in essence, delicate. They appeal to questions that are the responsibility of the intimate and the conscience of each person. They question the relationship that each of us has with life itself, as well as the place that society gives to human beings. In this sense, the revision of bioethics laws invites us to comment on the society we want. It is therefore little to say that it is a crucial meeting, which obliges us to show responsibility, certainly, but above all, humility. Each of us, and this is the case of the members of the Freedom and Territory Group, spoke at first reading in an individual and conscious way. The same will apply to this second reading. [[Charles de Courson applauds]] I am pleased, for my part, that this House can continue to examine this text, despite the extraordinary context we have experienced since the epidemic of covid-19, which has interrupted and postponed our work. Some of us believe that the inclusion of this text on the agenda of our Assembly was not a priority given the health and economic crisis: I respect this position but I do not share it, considering that we could not delay further its consideration or adoption. Indeed, almost a decade has passed since the last revision. However, we are aware of the risk that every review will adopt a text that would become obsolete too quickly, as scientific and medical techniques evolve rapidly. We have fallen behind in our consideration of this text and it is true that we resume our work in a particular and uncertain context. The covid-19 epidemic has had an impact on all parts of our society and it has most likely upset all of us, as parliamentarians, but especially as citizens. It has revealed the fragility of the human being, thus reminding us of the priority of preserving our health and, consequently, the requirement that we must have with regard to the quality of care. It also calls on us to create the conditions for effective research, which involves significant investments and requires an efficient organisation that respects the working conditions of researchers. Progress on this major aspect will be needed in the context of the future Multiannual Research Programming Act. The bill is, therefore, much more relevant than ever, since it is primarily a matter of humanity. But if the crisis of the covid-19 reminded us of one thing, it is the need to always place the human at the heart of our reflections. It is, therefore, with these heightened concerns in mind that the second reading of this text should now be considered. It was all the more necessary for us to resume our work as the examination in the Senate led to the adoption of a text that was quite different from the one that we adopted ourselves at first reading. However, for me, as for many of us here, the changes introduced went below the original ambition. I am therefore pleased that our special committee has re-established in its Assembly version the provisions on the opening up of reproductive medical assistance to all women. This is an important step forward, responding to a legitimate demand, and a fight that I personally have been leading with conviction for several years. It was essential that we should be able to return to the lack of social security coverage for all women, as well as to maintain the strict medical and pathological criteria. These two provisions introduced in the Senate did not guarantee equal access to MPA techniques for all women, regardless of their socio-economic category, parenting project or sexual orientation. It was also important to revisit the ban on the self-conservation of oocytes: its authorization is a good measure for the prevention of female fertility. Moreover, the insufficient consideration of fertility issues may be one of the regrets that this text raises. That is why we have once again supported, in a trans-partisan manner, the establishment of a national plan to prevent infertility, at the initiative of the chairman of the special commission. A true prevention policy, through national information and prevention campaigns, is indeed essential. Research into the causes of infertility must also be strengthened. We must make everyone's freedom and free will prevail because, as we know, resorting to an MPA is always a trial, made of pain and failure. The journeys are long, difficult and often have painful repercussions on women's bodies, on couples and on the life of the entourage. We must never underestimate the fight and the suffering that this represents. This leads me to another regret: the fact that the effectiveness of MPA techniques is still far from what we can expect. The success rates of LDC attempts after in vitro fertilization are far from satisfactory – they reached 20% in 2015. While we did not reach a consensus at first reading, our committee adopted an amendment, which I supported, allowing experimental pre-implantation diagnosis in search of aneuploidies, i.e. cells with an abnormal number of chromosomes. Personally, I would like the text from our work to maintain this provision requested by many professionals. I know, Mr Secretary of State, that this is a discrepancy between us. The aim is not to select or manipulate embryos, but rather to avoid transferring embryos with virtually no implantation potential and thus to cause miscarriages or medical interruptions of pregnancy, creating suffering and dangers for women. In addition, these diagnoses are not intended to be systematic but could be reserved for specific cases related to the age or past of patients. We will have the opportunity to come back to the subject in more detail, but I believe it is essential to adopt measures to improve the MPA techniques and their success rates today. As for the modes of filiation, the provisions introduced in the Senate were inconsistent with the ambition of the text. From the first reading, I gave a favourable opinion on the extension of the common law to include women's couples. This solution seemed to me the only way to guarantee equality between all couples and an absence of discrimination between couples using an AMP with third-party donors and same-sex couples. However, I recognize that the new article amended by the rapporteur Coralie Dubost in committee proposes a more satisfactory compromise, because it is more protective than the one we adopted at first reading. It also has the merit of pointing out the mention of the mother guardian, while guaranteeing the responsibility of both mothers for the child from the moment of consent to the donation. I stress, however, that this openness must not make us forget the mutations of families within our society: that is why I plead for a complete rewriting of filiation in our civil code. I hope that the revision of the law of filiation can succeed to take account of these developments. We also take note of the tabling of a bill by our colleague Monique Limon on adoption: it is indeed essential that we can also make progress on the subject. I would like to focus briefly on a provision introduced in the Senate and finally amended by the rapporteur in committee, concerning Article 4 bis on the transposition of birth certificates for children born to GPA abroad. The measure provides that the birth certificate is regular if the facts that led to it are consistent with the legal reality in our country. However, these birth certificates have been drawn up regularly under foreign law and it would be very disturbing to reconsider their validity on the pretext that they would not correspond to the French legal reality. This would place the children concerned and their families in legal insecurity and would be contrary to the best interests of the children. That is why our group has tabled an amendment aimed at preserving the spirit of Article 47 of the Civil Code, which provides that the civil status documents of French children legally established abroad are transcribed in the civil status register in France. More specifically, this amendment tends to enshrine and extend, by legislation, the now constant jurisprudence of the Paris High Court, which considers that foreign judgments by which the filiation of a child born by GPA has been legally established must be understood as an adoptive filiation. I would also like to stress the intransigence with which we must protect human beings and their dignity from the dangers of commodification or instrumentalisation. We must ensure respect for our ethical principles of the unavailability of the human body and the free and anonymity of the gift. In this regard, I regret that we have not been able to go further on the prohibition of organ trafficking and the fight against forced removal, particularly at the international level. Our amendments to this effect have unfortunately been found inadmissible. On the other hand, I welcome the adoption of the amendment by Mr Hervé Saulignac, which I had co-signed, which puts an end to the discrimination of homosexuals in the giving of blood. I hope that our work will maintain this provision. In general, the bill seems to me to strike a fair balance between respecting our ethical principles and accompanying scientific techniques, notably through the introduction of a differentiated regime between embryo and embryonic stem cells. This new regime will support embryonic stem cell research, which is essential for improving knowledge and accelerating the development of therapeutics, particularly expected and expected by many patients who do not currently have any treatment. We are also making progress on the donation of haematopoietic organs and stem cells, which medical techniques are constantly improving to cure certain cancers and immune deficits. These advances must be welcomed, they are the result of long years of study. More than ever, the epidemic of covid-19 reminds us of the importance of long time in health research and, above all, the need to always place the human – and therefore the patient – at the heart of the reflection and the path of care. Let us never dissociate health bioethics, because it is a matter of improving the quality of care and therapy using scientific techniques. As such, the safety aspect of practice seems to me to be satisfactory. I am pleased that we have been able to restore the ban on any advertising of genetic testing: genetic testing must be restricted to strict medical use. On the other hand, I am concerned about access to the voluntary termination of pregnancy: in addition to the provisions in the text, which I believe to be entirely relevant, I would like to remind you that, even today, and while it is a right guaranteed by law since 1975, it is still often contested and that there are still significant difficulties in accessing it, as the period of confinement has sadly proved. At first reading, I, like a majority of the Liberties and Territories group, supported the bill. At second reading, the text resulting from the work of the Special Committee reinforces me in this choice. However, every Member of Parliament in our group will again make a conscious decision as to whether the text reinforces the French model of bioethics, of which we can collectively be proud. Finally, I would like to stress one of the lessons of the crisis that we have just experienced: there is an urgent need to reconcile society and science. Since the outbreak began, scientists have never been more present in the media; It was to them that we turned to answer the many questions that the new virus posed. More than ever, we have become aware of the lack of information on the functioning of scientific research in France, of the rigid boundary between scientific teaching and political decision-making, and of the potential benefits of greater cooperation. In this regard, I believe it is important to go back to the deletion of the article establishing a parliamentary delegation to bioethics. I do not understand the choice made by the rapporteur to withdraw her amendment to this effect at the last moment, on the pretext that the President of the National Assembly had committed himself to creating an ad hoc entity. Indeed, its content and functioning have not been clearly defined, and the vague answers that have been given to us in committee are far from satisfactory. I regret that we are depriving ourselves of a useful and effective tool to inform national representation on complex bioethics issues. Such a delegation would have enabled us to better prepare for future revisions and to better take these issues into account in the various texts we are considering. Finally, we sincerely hope that in the future we will choose to invest heavily in scientific research: if we do not financially support research and its application in everyday medicine, all these advances will be in vain. [[Applause on the benches of the FI group. – MM. Hervé Saulignac and Jean-Louis Touraine, rapporteurs of the special committee, also applaud, as well as MM. Philippe Berta and Maxime Minot]] In conclusion, I hope that the debates that will now be opened can take place in the same spirit as the one that prevailed at first reading and in the special committee, and that we can move forward by adopting measures that are expected and hoped for by many people.
ParlaMint-FR_2020-07-27-E1020.u103	Mrs Danièle Obono has the floor.
ParlaMint-FR_2020-07-27-E1020.u104	So here we are at second reading, halfway through the passage of the bioethics bill. However, contrary to what the former Minister of Solidarity and Health, Mrs Agnès Buzyn, has for a long time stated vehemently, one of the paradoxes of the text – and not least – is that the opening up of medical assistance to procreation, the main subject of the political and public debate, is in fact not bioethics, but equality and universality of rights. [[Applause on the benches of the FI group]] All those directly concerned who, beyond the Assembly, listen to us at this time – there are some: aspiring parents or parents in the process of becoming, activists and activists for equality who have been mobilizing for years, sometimes decades, and who, from unfulfilled commitments as electoralists, have been wandering for eight years – expect from the Assembly a simple and clear message: when a technique is legal, one cannot condition its access to gender identity, sexuality or marital status, otherwise it is discrimination. It is, I repeat, only equality before the law and universality of rights.
ParlaMint-FR_2020-07-27-E1020.u105	She's right!
ParlaMint-FR_2020-07-27-E1020.u106	The bioethical question of whether medical assistance in procreation with sperm or oocyte donation was consistent with respect for human rights was decided in 1994 and so far universal access to such assistance is prevented. Limiting the LDC to male and female couples was a political choice, not bioethics. [[Caroline Fiat makes a sign of approval]] Indeed, the LDC does not treat infertility, but circumvents it: since there is a gift, there is no difference between a heterosexual couple and a couple of women. In both cases, the aim is to overcome with an external gift a biological impossibility to make children within the couple. The techniques used, the protocol and the result will be the same: to allow it and to refund it in the first case, and not in the second, to create and maintain discrimination – moreover, homophobic in nature. [[Caroline Fiat applauds]] To refuse to consider the dimension of universality is also to increase the risk of denial of law, as unfortunately does the text before us today against transgender people. Why not accept, as we put it in our bill tabled in November 2018 and as rapporteur Jean-Louis Touraine also suggested, that "everyone" with the physical capacity to benefit from an LDC should have access to it? In fact, these words: "any person" would ensure equality before the law, without discrimination of gender or sexual orientation.
ParlaMint-FR_2020-07-27-E1020.u107	She's right!
ParlaMint-FR_2020-07-27-E1020.u108	As it is today, the text will give access to the LDC to some transgender people, but not to others, depending on their degree of transition, their status to civil status, whether or not they are in a couple and, alas, the level of prejudice of some doctors. This is intended only to protect standards – which we, for our part, consider archaic – rather than people and, above all, their rights. We see the same problem with filiation: the majority, by creating new distinctions between couples according to their gender, does not really go towards equality. Restoring the previously denied rights of certain categories of the population should be an opportunity to reflect on ourselves and on how we live and "to be family", and to broaden rights for all. We could have – perhaps we will have the opportunity in future texts – opened the debate on what families are today, with their history and diversity, in order to finally give them rights and recognition. Instead, we are dealing with bad DIY. Even in the case of LDCs, a man married to the child's mother has the presumption of paternity; Otherwise, he simply recognizes the child at the town hall. Why don't you plan exactly the same thing for two women? What need to mark the difference?
ParlaMint-FR_2020-07-27-E1020.u109	Yes!
ParlaMint-FR_2020-07-27-E1020.u110	Why not choose, as has been proposed since the beginning of the examination of the text, many amendments which we have supported alongside several Members of the opposition and the majority, simple methods of filiation, identical for all, such as recognition and possession of state, and include them in the common law? According to this text, and to use the Orwell formula, all people would be equal, but some would be more equal than others. As it stands, the text resulting from the committee's second reading does not solve some of the problems faced by already constituted families. What, for example, are separate women's couples where only the mother who bore the child was recognized as such, and the other mother cannot adopt her, since she would have to be married for that? Finally, there is a topic in the bill that is bioethics, but that has been treated as a minor issue: the prohibition of mutilation of intersex children. The latter, which account for no less than 1.7 per cent of the population, have variations in genital development at birth. Medicine and society inflict upon these children, sometimes still infants, sometimes very heavy operations, usually with a purely aesthetic aim, without any vital emergency, to force them a gender identity and to conform them to the idea that society does what a girl or boy should look like. Of course, this is done without their informed consent: a gender is thus assigned to them by force, almost at random, depending on the size of their genital organ; More than a third of them will not recognize themselves in adulthood. These operations can lead to very severe physical and psychological sequelae and pathologies requiring life-long treatment. These acts constitute human rights violations, for which France was condemned on several occasions within the framework of the UN – United Nations – in 2016, by the voice of the Committee on the Rights of the Child, the Committee on the Elimination of Discrimination against Women and the Committee against Torture. International human rights associations, such as Human Rights Watch and Amnesty International, have openly stood in favour of stopping these practices. In France, DILCRAH, the inter-ministerial delegation to the fight against racism, anti-Semitism and anti-LGBT hatred – lesbian, gay, bisexual and trans – also calls for the cessation of mutilation. Finally, the National Consultative Commission on Human Rights and the Council of State issued opinions to this effect in May and July 2018. I am sure, Mr. Secretary of State, that you are particularly sensitive to the issue of the protection of children and their integrity: they are people, to whom we must give the opportunity to choose their kind. It took months and repeated calls from the associations of persons concerned for the subject to finally get into the debate and, ultimately, it was a measure of accommodation rather than a ban that was introduced into the text. That is why, although we support most of the measures in the text, it still seems to us to be incomplete and largely perfectable. For all the people concerned, who have sometimes experienced these debates as a challenge to their lives, their families, their bodies and even their humanity, but also for all those who have demonstrated, petitioned, fought, protested, written, filmed, explained as pedagogically as possible, and even told their intimacy, so that in the end, the group of France insoubted will continue, at second reading, until the adoption of the text, to question the majority, to amend, and to formulate proposals to defend these legitimate claims. [[The speaker quoted a sentence in English.]] As Marsha P. Johnson, one of the black transgender women who launched the Stonewall riots, who are behind the pride marches and new advances in LGBT rights:
ParlaMint-FR_2020-07-27-E1020.u111	In French!
ParlaMint-FR_2020-07-27-E1020.u112	[[Applause on the benches of the FI group. – Mrs Elsa Faucillon also applauds]] "Until my people have rights throughout America, there will be nothing to celebrate. So we do not yet celebrate equality, but we will continue to fight.
ParlaMint-FR_2020-07-27-E1020.u113	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2020-07-27-E1020.u114	[[Smile]] If you want to know what a bioethics law should be about, listen to it!
ParlaMint-FR_2020-07-27-E1020.u115	You're right, Mr. Bazin!
ParlaMint-FR_2020-07-27-E1020.u116	Thibault, do you think he'll be in power soon?
ParlaMint-FR_2020-07-27-E1020.u117	[[Smile]] Ten years left is too long!
ParlaMint-FR_2020-07-27-E1020.u118	The Ecology Democracy Solidarity Group is particularly pleased to finally be able to start the second reading of the bioethics bill in public session. In this House alone, through the first reading and until now, the national representation has worked for more than 200 hours, in committee and in public sitting, to reach the text which we are beginning to examine. Ladies and gentlemen, we will never move fast enough to establish equal rights...
ParlaMint-FR_2020-07-27-E1020.u119	Equal rights for children!
ParlaMint-FR_2020-07-27-E1020.u120	... and that is precisely the purpose of this bill. It aims to give equal rights to all women in access to medical practice, the LDC, and to enable children born of a gift who so wish to have access, by their majority, to unidentifiable information or to the identity of the donor. The aim is to ensure that marital status, for single women, sexual orientation, for women in lesbian couples, and gender identity, for transgender men, is no longer the cement of discrimination in access to medically assisted reproductive health – which will naturally have to be fully covered by social security. This text will have to give priority to the emancipation of every woman and the freedom for every person to conduct a parenting project as they see fit, far from any stigmatization or exacerbated paternalism, but with an assumed will to get out of the patriarchal conception of our society. The challenge is to rely on the decisions of each woman regarding her willingness to procreate, whether she chooses the use of the LDC or the self-conservation of her oocytes. [[Applause on the benches of the EDS group. – Mr Maxime Minot also applauds]] For these women, who ask only to carry out a parenting project and to transmit their love, the procedures of medical aid to procreation represent real journeys of the combatant, sown with difficulties, which regularly result in unsuccessful attempts and successive miscarriages. It is precisely for this reason that we will defend the possibility of using the ROPA technique – reception of the partner's eggs. Mr rapporteur, I also welcome your determination on this subject. This technique significantly reduces the risk of miscarriage by removing the most promising oocytes and then embarking on pregnancy with the couple's wife with the lowest risk factors during pregnancy.
ParlaMint-FR_2020-07-27-E1020.u121	You want to legalize pregnancy for others, say it!
ParlaMint-FR_2020-07-27-E1020.u122	It is also in this sense that we will support the authorisation of the pre-implantation diagnosis of aneuploidies, known as DPI-A, as adopted by our special committee. Together with several colleagues, we will propose that you go further by allowing the post-mortem LDC, so that women who suffer the loss of their spouse during a reproductive medical aid course do not experience the automatic annihilation of their parenting project. In our discussions, we will also have to define the legal environment of children, regardless of the composition of their families. Let us never forget that a child simply asks to be loved, without any consideration for his or her family model, for the type of his or her parents or for his or her design. I tell you simply: the best security is the indifferentiation of the method of establishing filiation and the absence of hierarchy between families. The method of establishing filiation should be the same, whether a child is born from LDCs within a lesbian couple or a heterosexual couple. The woman giving birth must have her sonage established by the birth, and her spouse or spouse by the presumption of kinship. We will also need to ensure that children are legally secure, regardless of their mode of reproduction. It is now unacceptable that some children should be relegated to the status of ghosts of the Republic because they were born abroad from GPA.
ParlaMint-FR_2020-07-27-E1020.u123	Exactly!
ParlaMint-FR_2020-07-27-E1020.u124	We will have to allow the transcription of their filiation and end the humiliation inflicted on the parents, consisting of having to adopt their own children. The issue of genital mutilation suffered by intersex persons will also need our full attention, in order to put an end to surgery or irreversible treatment in the absence of a vital emergency and informed consent of the child concerned. [[Applause on the benches of the EDS group. – Mr Maxime Minot also applauds]] Ladies and gentlemen, there are many issues that we are going to address, and I very much hope that, at the end of our debates, we will be able to vote for a text that is profoundly humanistic, with equality and social justice.
ParlaMint-FR_2020-07-27-E1020.u125	Mrs Aina Kuric has the floor.
ParlaMint-FR_2020-07-27-E1020.u126	Human progress surprises us every day, constantly pushing back the frontier of possibilities. It is at the origin of the most beautiful achievements of humanity, but also of its darkest hours. Constantly aiguillon of our consciousness, it prompts us to question everything. In a process as inevitable as it is beneficial, this is how our society is gradually evolving. Laws, which reflect society, can only accompany changes. However, scientific advances cannot and must not go ahead of ethics. By the term "ethics", I mean the norms that define our society and our nation, everything we have collectively and tacitly considered desirable and reasonable: the fight against discrimination, the best interests of the child, or more broadly respect for human rights. These standards are in fact the cement of our social contract. Thus, when we deal with health, medical or biological issues, our compass must be the balance between two principles: on the one hand, to open up certain rights that promote the well-being of the French and to encourage research so that our legislation does not get bogged down in the past; On the other hand, make sure that it is ethics that defines the directions of science and not the other way round. In summary, the challenge we must address to the French is to ensure that human progress remains human. To that end, everything we build on bioethics must be based on three pillars. The first of these is dignity, which encompasses principles such as the primacy of the human person, respect for the human being from the beginning of his life, the lack of a heritage character of the human body and its inviolability, as well as the integrity of the human species. These principles are reflected, for example, in the prohibition of the creation of chemeric embryos. The second pillar is solidarity. Illustrated by the altruistic gift, it is expressed for example in compulsory health insurance, equal access to care or the place given to the most vulnerable. The principle of solidarity also implies hearing the suffering expressed by some, especially by those facing a family project that cannot succeed. Finally, the third pillar is freedom, which aims to preserve the privacy share and thus the autonomy of the individual in his or her choices. It implies the possibility of expressing truly free and informed personal consent. The synthesis of these three pillars has been the focus of our public bioethics policies for more than 25 years. Since 1994, the Government and Parliament have legislated to do so. Every time, even though the debates have been passionate, our society has grown. The newly opened rights now seem to us, with hindsight, quite natural and indisputable. In 1994, three bioethics laws came under the supervision of data management for medical research, organ and gamete donation, reproductive medical assistance and prenatal diagnosis. In 2004, it was necessary to adapt to different scientific developments. The choice was thus made to prohibit cloning and, with rare exceptions, pre-implantation diagnosis, but to allow embryo research. In 2011, in response to the lack of organ donors and the growth of medically assisted reproduction, the legislator opened the way for the cross donation of the former and redefined the modalities of the latter. In 2020, it is time to respond to new developments in research. It is up to us to build on what has been done with regard to bioethics over the past twenty-five years, without denying the guiding principles I have set out, but also without hesitation in changing the provisions of law that no longer make sense. It is natural that talking about bioethics is a source of concern and tension. But I am convinced that today, as we did at first reading, we will find a consensus that will take into account all the sensitivities and free ourselves from the classic political divisions. Members of Parliament and senators of all sides have been able to agree, we have seen it and we will see it again.
ParlaMint-FR_2020-07-27-E1020.u127	[[Brouhaha on the benches of the LR group]] Ah? I didn't notice!
ParlaMint-FR_2020-07-27-E1020.u128	[[Exclaims on the benches of the LR group]] Together, with 577 MPs and 348 senators, we have found a way forward that will honour national representation in the years to come. This is the synthesis of a six-month consultation with citizens, associations, health professionals and scientists. It is the result of a long-term reflection, fed in particular by the report of the Council of State in July 2018 and by that of the Parliamentary Office for the Evaluation of Scientific and Technological Choices in October 2018. This path, finally, is the very embodiment of the parliamentary democratic process in which thousands of amendments were tabled and sometimes adopted in one year, in depth modifying the original text. The Government has done exemplary work to ensure that what will soon be called the 2020 Bioethics Act, passing under the eye and the sharp pen of every component of our society, reflects the widest possible picture of political views and opinions. This text extends the right to certain medical techniques by adapting to the changes in our society and our science and aims, on the contrary, to prevent certain technical advances from causing harmful spillovers whose consequences we cannot now imagine. It thus provides a framework for society's expectations of scientific progress. In France, these expectations are numerous and stem from the existing inequality with certain countries, including border countries, which allow prohibited practices in our territory. Some French people may use these medical techniques abroad, while those who do not have the same resources are forgotten. This is one of the reasons I personally support this bill to reduce inequalities and protect the rights of the child, regardless of his or her origins, the sexual orientation of his or her parents and the manner in which it was conceived.
ParlaMint-FR_2020-07-27-E1020.u129	That's not the point!
ParlaMint-FR_2020-07-27-E1020.u130	This requires a major step forward in opening up the right to use the LDC to women's couples and women alone, as well as heterosexual couples. This provision of the bill corresponds to a campaign commitment by the President of the Republic and puts an end to an inequality that existed in fact in France. The full reimbursement of these new LDC opportunities through health insurance is also beneficial.
ParlaMint-FR_2020-07-27-E1020.u131	[[Brouhaha on the benches of the LR group]] She's walking faster than the walkers!
ParlaMint-FR_2020-07-27-E1020.u132	Let her talk!
ParlaMint-FR_2020-07-27-E1020.u133	The extension of the possibility of making use of the LDC to women's couples also requires the resolution of a question relating to the child born therefrom: that of filiation. Indeed, filiation with both mothers, for children from LDCs abroad, was very difficult to obtain at the time of their return to France. The bioethics bill clearly responds to this difficulty by allowing the biological mother and the mother of intent to be recognized as mothers of the child from the LDC and thus to solve the problem of filiation on the latter's civil status certificate. Moreover, the draft law creates a method of filiation by early declaration of will, enabling women's couples to become legally, simultaneously and from birth, the parents of the child from the LDC. Another great expectation about the LDC was the right of access to their origins for the children who came from it. With this text, all persons born to LDCs with third-party donors will be able, if they so wish, to access the non-identifiable information relating to the third-party donor and its identity. With this measure, new donors must, before making a donation, accept that their identity may be lifted at the request of the child. Among the advances proposed by this text, mention should also be made of the easing of the conditions for cross donation of organs and transplants. It will now be possible for protected adults and minors to give their organs, cells or even blood, provided that they are fully informed and that their consent is respected.
ParlaMint-FR_2020-07-27-E1020.u134	The free and informed consent of a minor is complicated!
ParlaMint-FR_2020-07-27-E1020.u135	The principles of solidarity and non-discrimination are further reaffirmed by the provision prohibiting the selection of donors on the basis of their sex or sexual orientation. In concrete terms, this provision means the removal of the four-month time limit without sexual intercourse imposed on homosexuals wishing to give their blood. Here is how this bill synthesizes the different opinions, sensitivities and experiences gathered within civil society, the Government and Parliament. So here's how we'll renew our bioethics practices. The provisions that I have outlined to you are necessary, that of responding to advances in scientific research and the values of our society. They are also the result of a desire to reduce inequalities, to promote solidarity and to defend freedom. Sharing this necessary will, the Action Group will be constructive in the debates and free in its vote.
ParlaMint-FR_2020-07-27-E1020.u136	Opportunistic, actually!
ParlaMint-FR_2020-07-27-E1020.u137	[[Applause on the banks of the Action ens and EDS groups]] We will remain very vigilant on these issues that affect the French intimately.
ParlaMint-FR_2020-07-27-E1020.u138	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2020-07-27-E1020.u139	Tell us about merchant drifts!
ParlaMint-FR_2020-07-27-E1020.u140	What humans and humanity do we want to be? It is this question that we find ourselves in the final instance when we try to deal with bioethical issues. These are sensitive and complex issues. Many women and men look at them with a certain apprehension, both because they come to touch a part of the intimate, because we feel that they are surpassing each and every one of us as an individual, because they sometimes come to question our choices and our very existence. In front of them, one may want to look away, whether one believes that one is not personally concerned or too closely concerned. We can also protect ourselves by combining sharp positions leaving little room for questioning, in one direction or the other. All of this is going through us. I mean here that the members of the Group of the Democratic and Republican Left and I are being questioned by these issues; sometimes we doubt, we always look. They ask to be educated before deciding, because they cannot be decided without precautions and prevention. These are not choices a priori. That's where we're going. It is therefore with humility and courage that we must face these challenges: humility before the amazing work of building humanity; the courage not to give in to ease by running away from the problems posed, were they embarrassing – and it is no doubt this exercise that our assembly and our society have the most difficulty in facing. So what is the human person? This question was raised by the philosopher Lucien Sève, an eminent member of the National Ethics Advisory Committee at its foundation, in a small book as dense as it is important. What is the human person? It is not reducible to a genetic code, it is not soluble in a legal definition. It is in civilized and civilizing social practices that the dignity of the person takes shape. Because of this cultural and anthropological sedimentation, we are not a species comparable to others. And what is living? What is a human existence? Each person's life does not obey numerical models, it cannot be summed up as a mathematical equation. Our existences are made up of a quest for fulfilment, for development, for deep freedom, for happiness, in a word of emancipation. But they are also made of risk, uncertainty, and our human limits – well human, some will say too human. Our existences are shaped in social relations, in their complexity, their totality, their gravity, their wealth. To say this is not to agree with the arguments of fatality and destiny: it is simply to recognize and defend the dignity of the human condition, and for that reason equal rights. Scientific and technological progress puts us in the face of new issues, and if we are here, it is because there is a need for democratic deliberation. We warn against any attempt to organize the controversy between the progressives and the conservatives, some being in blissful adoration before the possibilities opened by science and others tetanized by any form of novelty. If we must guard against any fascination with a human being subjected to technology, it is not on this point that the real door to the debate lies. In what is possible, is there anything that challenges human dignity? That's the point. As long as the answer takes into account worldviews for which this question is not cardinal, as long as the desire to gain power over others arises, as long as the silhouette of profit arises, there is danger. There is a danger that the decision will be flawed. Patriarchal domination, which continues to structure the world and impose a degraded place on women, must be unmasked. Bioethics cannot be the instrument for the perpetuation of this injustice. It is known that racist and discriminatory visions aimed at challenging the unity of the great human family and at organizing the exploitation of one part of humans by the other have sought to use science for their own purposes. Among the worst enemies is money, by which everything seems to be selling or buying.
ParlaMint-FR_2020-07-27-E1020.u141	How true!
ParlaMint-FR_2020-07-27-E1020.u142	If he fascinates so much, beyond any limit, it is because he is an absoluteist and unreasonable form of power, for which reason, if human dignity is to be protected, the logics of profit must be removed without care.
ParlaMint-FR_2020-07-27-E1020.u143	He's right!
ParlaMint-FR_2020-07-27-E1020.u144	Frankly, this is far from being the case in the organisation of health, and biomedicine is no safer than the rest – it may be even less so.
ParlaMint-FR_2020-07-27-E1020.u145	All right!
ParlaMint-FR_2020-07-27-E1020.u146	I am so concerned that the shadow of confusion between the public and the private sector is spreading into the debate that is before us. In this regard, we need firm principles and radical positions, otherwise ethics is nothing more than a lame arrangement with our common conscience that deceives only ourselves.
ParlaMint-FR_2020-07-27-E1020.u147	Yes!
