ParlaMint-FR_2020-07-30-E1026.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-30-E1026.u223	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-07-30-E1026.u224	Thank you, rapporteur, for this demonstration of the incredible situation in which the majority is entangled. The Prime Minister, on the bench a few days ago, ordered the majority to return to the text of the first reading in the National Assembly,...
ParlaMint-FR_2020-07-30-E1026.u225	That's not true!
ParlaMint-FR_2020-07-30-E1026.u226	...you have just shown that this injunction is absurd. Once again, we find that the majority no longer have any reference points: The rapporteur goes in one direction, despite the paradoxical injunction of the Prime Minister,...
ParlaMint-FR_2020-07-30-E1026.u227	That's not true! That's not what he said!
ParlaMint-FR_2020-07-30-E1026.u228	[[Claims on several banks of the LaREM and MODEM groups]] ...and yourself, Secretary of State, take a different position. This is becoming incomprehensible. The majority are drifting, and here we have an illustration.
ParlaMint-FR_2020-07-30-E1026.u229	Mrs Geraldine Bannier has the floor.
ParlaMint-FR_2020-07-30-E1026.u230	We're not here to talk about politics,...
ParlaMint-FR_2020-07-30-E1026.u231	We're just doing politics here!
ParlaMint-FR_2020-07-30-E1026.u232	...but to decide the question of the right of access to origins, recognised by the European Court of Human Rights for years. We cannot afford to pass a law allowing children born after 2020, 2021 or 2022 to have access to their origins eighteen years later without doing anything for all those born before the law came into force. They too have the right to access their origins; The European Court of Human Rights recognizes this. This is not an intrusive measure for former donors, who are free to make themselves known or not, but it is a huge recognition for children born before the law. I do not believe that the State has made the right choice by adopting the policy of anonymity; It would be good if he recognized him when he went to get the old donors.
ParlaMint-FR_2020-07-30-E1026.u233	Mr. Nicolas Turquois has the floor.
ParlaMint-FR_2020-07-30-E1026.u234	Mr. Hetzel claimed that the Government and the majority no longer knew where they were.
ParlaMint-FR_2020-07-30-E1026.u235	We've just had proof of that!
ParlaMint-FR_2020-07-30-E1026.u236	[[Applause on several benches of the LaREM and MODEM groups]] Personally, I have been attending the debates since yesterday afternoon; The positions of each other have led me to reflect and even evolve on certain points – for there is no truth, nothing is all black or white. We would be rich in listening to them rather than presenting caricatural choices as absolute truth. Having said that, I hear your concern, Madam rapporteur; I don't share it, but I can understand it. Nevertheless, I put myself in the place of the donor who, at the time, made this choice without wanting to hear about it afterwards: if, twenty years after my donation, I learned that I had biological children, it would risk disrupting my own balance and my own way of life. It is a good thing that the Government communicates on the possibility that donors may reveal themselves, but I am not in favour of getting them to say, "You have children who are trying to get in touch. »
ParlaMint-FR_2020-07-30-E1026.u237	Mr Thomas Mesnier has the floor.
ParlaMint-FR_2020-07-30-E1026.u238	Following my colleague Turquois, I wish to express my support for the Government's line. It seems to me important not to go back to an essential principle of bioethics laws, namely the lack of retroactiveity of the law; It would be a breach of the foundations of bioethics laws as they have been developed so far. In addition, these are past donations, at a time when the rules were different, as was the disposition of donors. That they can make themselves known seems very positive to me and it would be useful for the Government to communicate widely in order to let donors know what will change in the new law; but it would be unreasonable to go further, especially since we do not have all their contact details, which would create inequality between donors that can be contacted and others. It therefore seems preferable to return to the balance of first reading by voting on the Government's amendment.
ParlaMint-FR_2020-07-30-E1026.u239	Mrs Coralie Dubost, rapporteur, has the floor.
ParlaMint-FR_2020-07-30-E1026.u240	I hear a lot about the donor, who is entitled to privacy under Article 8 of the European Convention on Human Rights. But there is not just the donor in this case; There are human beings born of the gift, who, too, are entitled to privacy on the basis of article 8, reinforced by the Constitutional Council's interpretation of the fundamental and vital interest of a child to have access to a piece of narrative of his or her personal origins. And it is not every day that the Constitutional Council speaks of vital interest. I understand that balancing these two interests is delicate. That is why I rejected, at first reading, all the amendments providing for the systematic recall of former donors, which seemed excessive to me. I also rejected the amendments proposing to contact the donor's relatives in order to find him. Anything that was intrusive about the donor, I turned it down. The idea would be to operate in the way of the CNAOP. For a mother who chose to give birth in secret and leave her child, to be interrogated twenty years later, it does something. If that's possible for her, why wouldn't it be possible for the donor, who's less engaged? Children have the same questions; They need some answers. Since France has already made this choice for the CNAOP, I do not understand why it would not allow it here too, on a case-by-case basis, by guaranteeing discretion and without promising a response – those from donations will be warned that they will not necessarily receive a favourable response, and the donor may refuse to communicate elements. If the donor agreed to communicate even non-identifying elements, many life issues and vital interests could be resolved.
ParlaMint-FR_2020-07-30-E1026.u241	The Secretary of State has the floor.
ParlaMint-FR_2020-07-30-E1026.u242	The subject is rich and complex. I hear all the arguments, in particular yours, the rapporteur, and Mrs Bannier's. It is indeed a question of balancing great principles and, behind these great principles, stories and people. We met them; Part of article 3 was inspired by interviews with children born under the former regime who did not have access to their origins. Nevertheless, I am concerned about both the past and the future. For the past, as there have been 9,000 sperm donors since 1975, which potentially represents 9,000 people to contact; However, as Member Mesnier has said, if the identity of these persons has been registered, in particular for therapeutic reasons, their contact details have not always been kept. In practice, we risk creating disappointment among children born of these gifts, or even inequality, if some donors can be contacted, but not others. This detail may seem purely operational, but it has an impact on people's lives. For the future, I am concerned about the principles. You have recalled the respect for privacy, Madam rapporteur, but there is also respect for the word given: donors have given in a defined framework, on which we are now proposing to return, and I am concerned about future donors. Will they be able to believe our word when we tell them that certain guarantees are attached to their gift in the new regime, for example that no biological filiation will ever be established between them and the person born of the gift, while you question, at this very moment, a word given under the old regime? I am afraid that this will limit the confidence of the new donors that we are going to solicit through donor incentive campaigns. I therefore call for respect for the word given in the past in order to create the conditions of trust for future gifts. Be assured that we will conduct awareness-raising campaigns calling on former donors to show up in order to make access to origins possible if they so wish. That is the Government's view on the data of this complex debate: let us make sure that we do not promise too much, because it will be practically impossible to find some donors, and let us be careful not to undermine the trust that we want to build under the new system of donation and access to origins.
ParlaMint-FR_2020-07-30-E1026.u243	Mrs Natalia Pouzyreff has the floor.
ParlaMint-FR_2020-07-30-E1026.u244	I support the rapporteur's position because, when it is impossible to trace to the donors of the previous generation, the children from the donation seek access to their origins by other means, including DNA testing. The law would make it possible to proceed in an orderly and supervised manner, even if, I know, their quest will not stop there.
ParlaMint-FR_2020-07-30-E1026.u245	The rapporteur has the floor.
ParlaMint-FR_2020-07-30-E1026.u246	I'd like to reassure you, Secretary of State, because I'm afraid I've been misunderstood. It is quite obvious that, from an operational point of view, the Senate has not created an obligation to achieve results. Senators, in their wisdom, have provided for a system on a case-by-case basis, as far as possible. No obligation to renounce anonymity is imposed on the donor: the choice is left to him, the word given is not betrayed. He or she may, if he or she so wishes, remain anonymous at the time of the donation. No injunction will be issued to donors: they will simply be asked a question that will give an answer, positive or negative, to each child conceived through a gamete donation. Because I measure the plight of people conceived through a gift with a third-party donor in the face of the misunderstanding that can be generated by the perpetual quest for their identity, I cannot justify to the families and children concerned that the State refuses to assume responsibility for the fundamental right it opens. I cannot justify that this right is only open for the future, neglecting the previous fifty years. I cannot justify asking questions when giving birth in secret, but not when giving. [[Applause on the banks of the MODEM group, as well as on some benches of the LaREM group]] On the contrary, I believe that we must be frank with the families and tell them, immediately, that we cannot promise them a result. Perhaps names will be given, but perhaps there will also be no more contact details available. The State can only promise, through the inclusion of this provision in the law, to allow, whenever possible and without intrusion into the life of the donor, to bring questions to the answers of the one whose birth it has organized.
ParlaMint-FR_2020-07-30-E1026.u247	Mrs Agnes Chill has the floor.
ParlaMint-FR_2020-07-30-E1026.u248	These very rich debates prove that being born thanks to a gamete donation can be a problem for the child, but also for the adult he will become. We have been telling you for a long time: I do not regret that you are at last aware of this. In addition, you create a new inequality between children. Let us put the child back at the centre of the law and think above all of his interest. All these inequalities between children, which the jurisprudence will only worsen, will eventually pose serious problems.
ParlaMint-FR_2020-07-30-E1026.u249	Mrs Monique Limon has the floor.
ParlaMint-FR_2020-07-30-E1026.u250	That is true, this debate is particularly difficult. We must respect the adult child who needs to know his or her identity in order to build up himself, but we must also respect the commitment made to donors under the previous regime. The rapporteur is right, we are faced with the same dilemma as for children born in secret – they need to know their identity but we must also respect the commitment made to these women to preserve their anonymity. We are evolving in this in-between: to allow the adult child to know some elements of his or her origins, so that he or she can build his or her life, stand up, but also respect the commitment made to the donors of the previous regime or to mothers who give birth under the secret, that is to preserve their anonymity. [[Applause on a few benches of the LaREM group]] I do not have the miracle solution, but I would like to see a way to give information, if any, to the adult child while respecting the commitment made to the donor.
ParlaMint-FR_2020-07-30-E1026.u251	Mr Marc Delatte has the floor.
ParlaMint-FR_2020-07-30-E1026.u252	Let us be clear: this bill is intended to revise bioethics laws. In this sense, it is necessary to anticipate the future. In five years, the cursor will have moved further due to the evolution of scientific knowledge and we will have to debate it again. Big data will blow up the Maginot line. The child born of an MPA with third-party donors will be able to find the data that will identify the donor at 18 years of age. It is quite obvious that we are going in that direction. On the other hand, changing the rules of the game would call into question the confidence that can be placed in the state. The former donors did not engage in this. Above all, what happened to them? Some have died. We're going to put our finger in an infernal gear and we're going to have to deal with insoluble problems. Register instead in the future.
ParlaMint-FR_2020-07-30-E1026.u253	The Secretary of State has the floor.
ParlaMint-FR_2020-07-30-E1026.u254	I am, of course, sensitive to the rapporteur's arguments, especially since they echo what I myself have been able to say before. However, it is important that the public authorities respect the words they gave at the time to these donors. It is also on this condition that the new device that you create for the benefit of these children will succeed. It seems to me, Mrs. Limon, that the balance that you called of your wishes was found at first reading. We respect the word given, but by conducting communication campaigns with former donors, we inform them of the possibility of manifesting themselves and make them aware of the interest of such an approach. The current debates, as well as the various passages in the media that we will make after the enactment of the law, will make it possible to disseminate information widely. After the first reading of the text, Agnès Buzyn responded to the listeners of the Telephone ring, on France Inter. Following the broadcast of this program, many donors came forward and called the department's standard to find out how they could make themselves known. I cannot promise you that the 9,000 donors I mentioned earlier will react, but thanks to our debates, to the information, awareness and communication campaigns that we will carry out, those who wish to do so will be able to manifest themselves. In keeping with the commitments made by the public authorities at the time, we will therefore be able to gather their words and allow the children born of these gifts to gain access to their origins. This balance that we have achieved seems to me to respect the word given without compromising the future, giving these donors the opportunity to make themselves known.
ParlaMint-FR_2020-07-30-E1026.u255	Mr Bruno Millienne has the floor.
ParlaMint-FR_2020-07-30-E1026.u256	The problem is complex: to open a new right while taking into account the old one. I understand that you are going to run campaigns to raise awareness among donors who can provide information if they wish, but we are moving away from the spirit of the bill we are debating today, focusing on the child's right alone. I will simply ask a question – to which I do not have an answer, because I do not claim to have the truth: if a person asks to know his origins, would it not be possible to ask the donor, even if the donation was made under the old regime, if he agrees to give this information? If it is not, the information will not be given, simply. The former donor may well have escaped the communication campaigns that you will conduct. I don't have infuse science and this proposal may not be the right one, but it makes sense to me.
ParlaMint-FR_2020-07-30-E1026.u257	The rapporteur has the floor.
ParlaMint-FR_2020-07-30-E1026.u258	Mr.Milienne's proposal is consistent with that of the Senate, which we kept at second reading because it seems the most reasonable and balanced. It does not provide for the systematic recall of former donors, but it also does not allow the State to discharge its responsibilities if a child asks the question. This compromise solution does not impose any systematism, since the donor would only be contacted at the request of the child. It leaves the licensor free to keep anonymity, and thus respects the word given by the State at the time. I feel like we're hiding behind our little finger. How would the word given be betrayed by questioning the donor? If he's willing to give the information, that's good. If he refuses, well, but at least we will have tried to answer those children. Forgive me for reminding you, but in the history of law, whenever rights have been created for the benefit of children, they have been created retroactively. Take the case of filiation, which we will debate later. On the day when the legislator decided, in France, not to distinguish between legitimate, natural and adulterine children, he did not do so that for the future, by abandoning to their fate those who, because they were born adulterians before the promulgation of the law, could be abandoned by their father, who did not have to pass on his inheritance to them! Can you imagine the legislators of the time making this choice? We are about to advance legislation by opening up a new right for children. Should we be ashamed of it? Should we be embarrassed to explain to the former donors that the company has matured, that it is not shameful to be born by AMP with third-party donors, that the donation is a generous act, that the law has changed and now allows future donors to transmit non-identifiable data and identifying data? Should we hesitate to ask them if they wish to switch to this new regime because a child seeks to know his or her origins, explaining that they can refuse, but that their acceptance, if they are willing to participate in this cultural change, will be welcome? [[Applause on several benches of the LaREM and MODEM groups]] We owe it to the children. Every time they have opened up new rights for children, our predecessors have done so for all the children of France, and not just for those of the future. I would like an answer to all the children of France.
ParlaMint-FR_2020-07-30-E1026.u259	That's not possible!
ParlaMint-FR_2020-07-30-E1026.u260	Yes. Even with two voices. Amendment No 1539 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-30-E1026.u261	Mrs Geraldine Bannier has the floor to support Amendment No. 1306.
ParlaMint-FR_2020-07-30-E1026.u262	This is an amendment of consistency. I had filed the same to amend the preceding paragraph.
ParlaMint-FR_2020-07-30-E1026.u263	Mr Jean François Mbaye has the floor to support Amendment No. 1784.
ParlaMint-FR_2020-07-30-E1026.u264	It is intended to supplement section 3 of the bill in order not to leave anyone on the key: it concerns deceased donors, who will obviously not be able to appear before the commission to give their consent to the disclosure of non-identifiable data. However, as they have died, they cannot be harmed by the fact that their consent has not been obtained during their lifetime. The amendment therefore proposes to go a little further.
ParlaMint-FR_2020-07-30-E1026.u265	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1026.u266	Allowing the commission to leave its relationship with the donor to go to its direct relatives has an intrusive character in the privacy of persons who were not subject, at the time of the donation, to the provisions of this reform. A big step has just been taken: we must not go any further. Particular respect should be given to the privacy of deceased persons. I call for the amendment to be withdrawn; Otherwise, unfavorable opinion.
ParlaMint-FR_2020-07-30-E1026.u267	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1026.u268	Same opinion.
ParlaMint-FR_2020-07-30-E1026.u269	Amendments Nos 1484 by Mrs Agnès Thill, 1543 by Mrs Emmanuelle Ménard, 1425 by Mrs Elsa Faucillon and 893 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2020-07-30-E1026.u270	I have before me a number of amendments, Nos 33, 169, 862, 1486, 1693 and 1419, which can be discussed jointly. Amendments Nos 33, 169, 862, 1486 and 1693 are identical. Mr Alain Ramadier has the floor to support Amendment No. 33.
ParlaMint-FR_2020-07-30-E1026.u271	Because of the time programmed: defended!
ParlaMint-FR_2020-07-30-E1026.u272	Identical Amendments Nos 169 by Mr Patrick Hetzel, 862 by Mr Thibault Bazin, 1486 by Mr Marc Le Fur and 1693 by Mrs Annie Genevard are being defended. Amendment No 1419 by Mrs Marie-France Lorho is being defended. What is the committee's opinion on all these amendments?
ParlaMint-FR_2020-07-30-E1026.u273	Unfavorable.
ParlaMint-FR_2020-07-30-E1026.u274	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1026.u275	With the identical amendments to include two representatives of the National Union of Family Associations in the Committee on Access to Non-Identifying Data and the Identity of Third-Party Donor, I had to speak. The draft law provides that six representatives of associations whose subject matter falls within the scope of the commission will indeed be included in its membership. It is obviously essential to provide for a diversity of actors within it – I am thinking in particular of family associations. The associations concerned will be designated by regulation, with the aim of ensuring a balance in the representation of those associations. Such a provision does not have to be included in the law, unfavorable opinion.
ParlaMint-FR_2020-07-30-E1026.u276	Do you commit yourself, Secretary of State?
ParlaMint-FR_2020-07-30-E1026.u277	I just said it.
ParlaMint-FR_2020-07-30-E1026.u278	Amendment No 1410 by Mrs Marie-France Lorho is being defended.
ParlaMint-FR_2020-07-30-E1026.u279	I have before me four identical amendments, Nos 1179, 1203, 1487 and 1694. Mr Alain Ramadier has the floor to support Amendment No. 1179.
ParlaMint-FR_2020-07-30-E1026.u280	Defendant!
ParlaMint-FR_2020-07-30-E1026.u281	I call Mr Patrick Hetzel to support Amendment No. 1203.
ParlaMint-FR_2020-07-30-E1026.u282	Because of the time programmed: defended!
ParlaMint-FR_2020-07-30-E1026.u283	Identical amendments Nos 1487 by Mr Marc Le Fur and 1694 by Mrs Annie Genevard are being defended.
ParlaMint-FR_2020-07-30-E1026.u284	Amendment No 1535 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-30-E1026.u285	Because of the time programmed!
ParlaMint-FR_2020-07-30-E1026.u286	Identical Amendments Nos 34 by Mr Xavier Breton, 170 by Mr Patrick Hetzel and 1488 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2020-07-30-E1026.u287	Amendments Nos 1139 by Mrs Emmanuelle Ménard, 1180 by Mr Xavier Breton and 1542 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2020-07-30-E1026.u288	I have before me a number of amendments, Nos 1695, 35, 171, 1141 and 1490, which can be discussed jointly. Amendments Nos 35, 171, 1141 and 1490 are identical. I call Mrs Genevard to support Amendment No. 1695.
ParlaMint-FR_2020-07-30-E1026.u289	He proposed the deletion of paragraphs 63 to 65 of the article, which were intended to remove no fewer than 12,000 human embryos. It has been and will still be much about the status of the embryo. You weakened him; We freeze it, we defrost it, we store it, we destock it, we destroy it, we manipulate it, it is the object of research: it is a demonstration of the reification of the embryo.
ParlaMint-FR_2020-07-30-E1026.u290	Amendment No 35 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 171.
ParlaMint-FR_2020-07-30-E1026.u291	It is intended to delete paragraphs 64 and 65 of the article, because, as Mrs Genevard pointed out, they will allow the destruction of 12,000 embryos in a single operation, which still deserves reflection! I would like to associate more specifically with this amendment our colleague Nathalie Bassire, who co-signed it and would have liked to have been present in all these debates – which is unfortunately impossible for him because of the health crisis, which keeps her on the island of La Réunion.
ParlaMint-FR_2020-07-30-E1026.u292	Identical Amendments Nos 1141 by Mrs Emmanuelle Ménard and 1490 by Mr Marc Le Fur are being defended. What is the committee's opinion on all these amendments?
ParlaMint-FR_2020-07-30-E1026.u293	Mrs Buzyn had explained this very well at first reading: since we are changing our diet and we are moving towards access to non-identifying and systematically identifying data for donors, we obviously need to change the tank. A three-time schedule has been planned. Even after the enactment of the Act, we will continue to operate with the current tank to use as many embryos as possible. At the same time, we will start filling a new tank under the new donation regime: when the number is sufficient, then we will make the switch. We have no other choice if we want to respect each other's consents. Opinion against all these amendments.
ParlaMint-FR_2020-07-30-E1026.u294	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1026.u295	Same opinion, for the same reasons.
ParlaMint-FR_2020-07-30-E1026.u296	Amendments Nos 1140 by Mrs Emmanuelle Ménard and 759 by Mrs Agnes Thill are defended.
ParlaMint-FR_2020-07-30-E1026.u297	I have before me amendments Nos 864, 173 and 1491, which can be discussed jointly. Amendments Nos 173 and 1491 are identical. I call Mr Thibault Bazin to support Amendment No. 864.
ParlaMint-FR_2020-07-30-E1026.u298	If couples have chosen to give supernumerary embryos to other couples ready to accept them, their agreement should be sought in the event of the destruction of these embryos, since this would contravene their choice made before notary.
ParlaMint-FR_2020-07-30-E1026.u299	Identical amendments Nos 173 by Mr Patrick Hetzel and 1491 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2020-07-30-E1026.u300	Amendment No 1537 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-30-E1026.u301	Because of the time programmed!
ParlaMint-FR_2020-07-30-E1026.u302	I have before me two identical amendments, Nos 863 and 1142. I call Mr Thibault Bazin to support Amendment No. 863.
ParlaMint-FR_2020-07-30-E1026.u303	In paragraph 65, you seem, Madam rapporteur, Secretary of State, to give the same ethical consideration to gametes as to embryos. The aim of this amendment is to separate the fate of embryos from that of gametes, since they do not have the same consideration.
ParlaMint-FR_2020-07-30-E1026.u304	Amendment No 1142 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-30-E1026.u305	Because of the time programmed!
ParlaMint-FR_2020-07-30-E1026.u306	Amendment No 302 by Mrs Marine Brenier is being defended.
ParlaMint-FR_2020-07-30-E1026.u307	Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 505.
ParlaMint-FR_2020-07-30-E1026.u308	I have heard your arguments about the destruction of the gamete stock, Madam rapporteur. However, it would be a shame to destroy the existing stock without bothering to try at least to seek the advice of the donors as to whether or not they wish to maintain their donation after the vote on this text, which will not be without impact, as you have pointed out, since it will change the rules. The amendment proposes to allow a period of five years to try to contact them in order to know whether they wish to include their donation in the new regulation.
ParlaMint-FR_2020-07-30-E1026.u309	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1026.u310	I understand the objective pursued. However, during the hearings, it was explained to us how complex, if not impossible, it would be to establish such a distinction: the operation is not feasible.
ParlaMint-FR_2020-07-30-E1026.u311	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1026.u312	Unfavorable. The amendment provides that the embryos and gametes destroyed will be those for which the donors concerned have not expressly agreed to their conservation, without explicitly specifying that this express agreement is accompanied by an agreement to waive anonymity for the donors. It is essential, however, that from a specific date only the gametes of the new donors be used, i.e. those who, having been recruited, have consented to the donation as part of the reform. As the rapporteur has pointed out, it is appropriate to place on an equal footing all persons conceived as part of an MPA with a donation from a specific date and to avoid any dual circuit at risk of choice – choice by couples of a donor to whose identity no access will be possible or opposite choice. Therefore, there is no alternative to putting an end to the conservation of gametes of former donors still kept on the date when the reform comes into full force. This date will be fixed by decree in the Council of State: it is not arbitrarily fixed in the law, to leave room for manoeuvre according to the levels of donations recorded. In order to avoid the destruction of gametes or embryos, information campaigns by the Biomedicine Agency with former donors will focus on the possibility of giving their consent to the removal of anonymity. If the donor has taken an approach to the CECOS and has agreed to integrate the reform, these gametes or embryos will switch into the stock of new donors – I refer to the discussion we have just had.
ParlaMint-FR_2020-07-30-E1026.u313	I have before me three identical amendments, Nos 1236, 1247 and 1492. I call Mr Patrick Hetzel to support Amendment No. 1236.
ParlaMint-FR_2020-07-30-E1026.u314	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-30-E1026.u315	Identical Amendments Nos 1247 by Mrs Agnes Thill and 1492 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2020-07-30-E1026.u316	The rapporteur's amendment No 2265 is drafting.
ParlaMint-FR_2020-07-30-E1026.u317	The Secretary of State has the floor.
ParlaMint-FR_2020-07-30-E1026.u318	Before we move on to Rule 4 and welcome the guard of the seals to the bench, I would like to tell you, ladies and gentlemen, how proud I am, how proud we must be of the adoption of Article 3. It will allow a number of children finally to have access to a part of their story, their history, and thus to develop and flourish in the best possible way. I hope, however, that this major progress will not be marred by a decline in the rights of some children. As I have already said, I regret that certain rights, such as access to information about origin, have been transferred to parents. These rights should be attached to the person himself, that is to say, to the child and not to his or her parents. I hope that in the intimacy of family circles, this will not result in harmful effects for children.
ParlaMint-FR_2020-07-30-E1026.u319	It's a bad wish!
ParlaMint-FR_2020-07-30-E1026.u320	[[Applause on the benches of the LaREM group]] I think we could have dispensed with this provision. But the parliamentary shuttle is still long, and I hope we will have the opportunity to return.
ParlaMint-FR_2020-07-30-E1026.u321	The meeting was suspended.
ParlaMint-FR_2020-07-30-E1026.u322	The meeting was resumed.
ParlaMint-FR_2020-07-30-E1026.u323	We are dealing with Article 4, which is going to take care of us for a while. Mrs Camille Galliard-Minier has the floor.
ParlaMint-FR_2020-07-30-E1026.u324	Some in this assembly had predicted that the opening of medically assisted procreation to women's and unmarried women's couples would lead to a upheaval, a revolution in our right of filiation. In fact, it is not. Article 4 will remain entirely unchanged the principles laid down by our current law of filiation: first, the prohibition of establishing any bond of filiation between the author of the gift and the child born therefrom; Second, the commitment of the intending parent to establish his or her filiation with the child from the gift, and not to contest it after birth; thirdly, the establishment of the filiation of the mother who gives birth only by the effect of her delivery; Finally, the establishment of filiation for the parent of intention through recognition. It is thus proposed, as Mr Custody of Seals pointed out in the introduction of our debates, a mechanism that is both simple, effective and protective, ensuring both equal rights between children, regardless of their mode of conception, and equal rights and duties between all couples.
ParlaMint-FR_2020-07-30-E1026.u325	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2020-07-30-E1026.u326	Mr. Keeper of the Seals, I would first like to thank you for being present at the bench of the Government for the discussion of article 4, on the consequences of the opening of the LDC on the law of filiation.
ParlaMint-FR_2020-07-30-E1026.u327	That's what changes us!
ParlaMint-FR_2020-07-30-E1026.u328	The bench of ministers is busy!
ParlaMint-FR_2020-07-30-E1026.u329	Contrary to what our colleague has just said, this article brings about a real revolution in the law of filiation and its foundations. In the course of this introductory statement, I will mention most of the subjects covered by the amendments that I have tabled, which I will therefore defend quite briefly. Specific questions arise, which I would appreciate if you would provide specific answers. The text has evolved significantly since its original version, particularly with regard to the mechanism that attempts to secure the child's sonage from a LDC by a single woman or a couple of women. In this respect, you defend a philosophy which, for my part, I regret: you establish a scale of values on which you give a pre-eminent place to the filiation of intention, to the desire to be a parent, in relation to the more traditional filiation linked to biological reality and likelihood. This is the first problem and the first question for me. I do not pretend to be right, but I wonder what I feel is a possible fragility of the law that we create. With regard to the sonage of a child from an LDC carried out by a single woman, we have already discussed the subject; As the rapporteur pointed out, Article 311-19 of the Civil Code prohibits any filiation between a donor and the child from the donation. However, international law, in this case the International Convention on the Rights of the Child, indicates that the child has the right not only to know his or her origins, but also to establish his or her filiation. However, the absence of the establishment of paternal parentage in the case of an LDC carried out by a single woman would render French law not in conformity with international law and could lead to litigation. My second concern relates to the establishment of filiation in a couple of women. The commission has obviously re-established in the bill, for the woman giving birth – the biological mother – the principle of section 311-25 of the Civil Code: mater semper certa est, the mother is always certain. The woman giving birth is declared a mother in civil status because she gave birth. But you absolutely want – and I do not understand your scale of values – to ensure that the couple's second wife can be a mother not through simple adoption, as was already possible since the so-called Taubira law was passed, but through recognition. In our law of filiation, the principle of recognition is based on likelihood. In this case, it can no longer be based on biological likelihood – a woman cannot be the father of a child –; It is therefore simply based on intentionality. The first difficulty is that you organize a joint recognition of the two women to establish the motherhood of the mother of intention, which in my view leads to a legal fragility: the biological mother, the woman giving birth, finds herself mother both within the meaning of article 311-25 of the Civil Code and because she has jointly recognized the unborn child. The second difficulty is related to the mother of intent: the absence of biological likelihood creates a form of inequality and distortion between the recognized filiation for a man, in the context of an MPA, and that which is recognized for a woman in a couple of women. For the man of a heterosexual couple, recognition can also take place whether he is married – in this case, it is a direct recognition – or not – in this case, it takes another form. Finally, I would like to mention one last subject at this stage: since intention and will are established as principles superior to biological likelihood, how can we impose in the future on a biological father who has disinterested the child and abandoned his role as father to take on his responsibilities, for example in matters of food or child care? In my view, this is a third fragility of the system provided for in the text. In my view, the simplest and most coherent scheme, which would not have called into question the principles I mentioned, was simple adoption by the mother of intent. I do not understand how a simple adoption would be less "legitimate" than a recognition of the child by the couple. I would like you to explain this point to me, Mr. Keeper of the Seals. At least the simple adoption, which was the wisdom proposal of the Senate, did not present the legal frailties that I have just mentioned.
ParlaMint-FR_2020-07-30-E1026.u330	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-30-E1026.u331	This article 4, crafted at the last minute during the examination in special commission, upsets filiation. Why did you sweep the Senate's stronger proposal, which respects on the one hand the principle that the woman giving birth is recognized as the mother, and on the other hand allows the adoption by the second wife of the couple? In order to safeguard the child's right to seek, if he or she so wishes, his or her paternal filiation at the appropriate time, the paternal branch should not be obstructed – which is permitted by the use of simple adoption. Indeed, simple adoption by the second woman does not prevent the establishment of paternal filiation, because simple adoptive filiation does not replace, but is added to, the original filiation. Instead, you repeal Articles 311-19 and 311-20 of Section 3 of Chapter 1 of Title VII of the Civil Code, relating to filiation. By this abrogation, you remove any mention of man! You are deleting article 310 of the Civil Code, which lays down the principle of equal rights between children. It's a long way from being annoyed. Is this Article 4 not tantamount to admitting that there might be less protective filiations of the child than the others – and therefore tomorrow of inequalities between children? You also delete Article 358 of the Civil Code, which, however, recalls the equality of rights in the case of plenary adoption. Can you imagine the consequences of all these changes and of such a destabilization of a civil code that is supposed to provide a protective framework for children? Mr. Keeper of the Seals, what will happen in case of separation? Finally, with paragraphs 43 to 45, you sow the trouble and perhaps even slip the Trojan horse from the gestation for others, which could arrive tomorrow through, why not, a priority issue of constitutionality.
ParlaMint-FR_2020-07-30-E1026.u332	Mrs Annie Genevard has the floor.
