ParlaMint-FR_2020-07-31-E1030.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-31-E1030.u130	Mr Dominique Potier has the floor.
ParlaMint-FR_2020-07-31-E1030.u131	In a symbolic way, it is from the benches on the left that I speak, for what is probably my only intervention on this bill. As I said at first reading, the text provokes radical opposition in me, for philosophical and anthropological reasons. In this highly sensitive debate, I welcome the listening qualities of each other. Pierre Dharréville spoke of a conflict of ethics; It is a conflict of this nature that opposes us about IPR-A, and that we need to resolve. The manner in which you set out the terms is not satisfactory, minister. I would like to say from the outset that the very idea of a natural or ancient order as the only justification for the common good is totally alien to me. I believe deeply in the Republic as a framework and crucible in which to confront each other and seek intellectual and spiritual options in order to build an unfinished truth. Hence, the divide between progressives and conservatives is totally outdated; It's even an intellectual deceit. There are neither progressives nor conservatives, but truth seekers who respect each other, listen to each other and can share a humanist quest that we must give them credit for. The worst thing would be to consider, as we have always done with this bill, that the modernity and evolution of society are necessary in the way of a new absolutism.
ParlaMint-FR_2020-07-31-E1030.u132	All right!
ParlaMint-FR_2020-07-31-E1030.u133	[[Mr. Marc Le Fur applauds]] [[Mrs Aude Bono-Vandorme, Mrs Blandine Brocard and Mr Yves Daniel applaud]] Archaism is modernity presented as an absolute. We must fight this idea, politically and philosophically. Since science and technology allow us to go beyond ancient limits, what matters is not to be modern or ancient, but to know what humanizes us or not. It is from the left, in the name of one part of the republican heritage, that I affirm that the question of equality cannot be easily decided in the fields that occupy us, and must be put in dialogue with those of otherness, freedom, responsibility for others, fraternity at last. It must be thought on the scale not only of a singular, respectable family project, but also of society as a whole, and in the long term. With regard to the IPR-A, as various colleagues have said, the intimate and free choice of a couple enlightened or not by science must be made in full awareness of what it produces for others. When we declare, whatever the reason, that a child, an embryo, the beginning of life can be considered a waste, all persons carrying the disease excluded, eliminated, could feel humiliated more than can be said by society and experience a deep wound. We are not isolated fish in the ocean, we swim on a bench: every time one of us acts, it resonates to the end of the world and to society as a whole. I say it in the name of a value of the left which is not libertarian, which may seem conservative, but which I claim. I confess a feeling of vertigo to the idea that we endorse a lacunary filiation, a right to conceive alone, that we thus question the very principles that underpin medicine and social security. Incidentally, the very idea of a tailor-made conception reduces the human being to its materiality. My questions, without an obvious answer, relate to the consequences for the child as a person, but also for society in the long term. My strongest warning, which alone justifies that I did not pass the bill at first reading and that I am again about not to do so, is the risk of increased commercialization of life, unintentionally, by a drift from liberal individualism. By freeing ourselves from certain limits, we would consent to a new servitude. [[Applause on several benches of the LaREM group]] To paraphrase Camus, each generation has the responsibility to produce the next. Let us remember with him and with other thinkers who were not right-wing, who did not believe in an ancient or natural order, that one can attach value to the idea that our humanity grows less in the manifestation of its all-power than in its attention to the fragile.
ParlaMint-FR_2020-07-31-E1030.u134	Mrs Valérie Six has the floor.
ParlaMint-FR_2020-07-31-E1030.u135	Mr Potier, the message we are expressing is neither left nor right, as it brings us closer. He's not political, he's humanistic. The IDU and independent group will support the deletion of the article. The approach of the supporters of the extension of the IPR-A is perfectly respectable. The difficult path of the LDC procedure can be added to the revelation of a Down syndrome during pregnancy, but some couples choose to carry out this pregnancy successfully, and their approach is also perfectly respectable. It is up to society as a whole to accept differences better. It is our gaze on disability that must change. You said that too, my dear colleague. All members of society are equal in dignity, regardless of their level of autonomy. We will therefore support the amendments to delete Article 19a. In fact, the experiment it allows is obviously not one: if we go through the IPR-A stage, it will be impossible to go back. The IPR now concerns nearly 200 families, as Mr Berta said; It will be extended to aneuploidies and will affect all those engaged in a course of LDCs. So what will be the next step? In the name of equality in the face of reproductive techniques, it is perfectly conceivable that people who normally resort to natural procreation should request access to this method of sorting embryos – double sorting, as has been formulated. Furthermore, what message do we wish to send to all our citizens with Down syndrome? Wouldn't some lives be worth living? What happens next? The choice of sex, the color of the eyes, the size? We deplore this drift that points to the myth of a healthy child. [[Applause on several benches of the LaREM group. – Mr. Marc Le Fur also applauds]] Thus, the IPR-A questions us about the society in which we want to live. We are human when we give up crossing certain limits. This must not be exceeded if we do not want to contradict our ethical principles and our aspiration for a more inclusive society.
ParlaMint-FR_2020-07-31-E1030.u136	Mr. Patrick Mignola has the floor.
ParlaMint-FR_2020-07-31-E1030.u137	This debate is profound, useful, important. Each one, here, respects the word of the other; I would not want it to be caricatureally reduced to a debate outside these walls between those who would defend the sorting of embryos and wish to prevent the birth of Down syndrome children, and those who would accept the mystery of life even when it brings us the different, which is also a chance. No parliamentarian wishes to lead national representation and our country to prevent the existence of different children, different French, different families. Similarly, no one here wants to escape the mystery of life. But to accept this one, there must still be life. Philippe Berta said it very well. The objective of the scientific approach was the possibility of implanting viable embryos. If we were sure that we could, within the framework of an IPR, look for the viable without excluding the different, we would choose it today. But we have no scientific certainty in this regard, because our research is not sufficiently advanced for this. We cannot therefore legally secure the possibility of a pre-implantation diagnosis that enhances the chances of life without undermining the possibility of having different children. [[Applause on the banks of the MODEM group and on several benches of the LaREM group]] In these circumstances, the Government's proposed path of balance is the right one. Let's advance our scientific certainty, let's make it possible, within a few months or a few years, to define an ethical IPR. We will then join science and consciousness.
ParlaMint-FR_2020-07-31-E1030.u138	Mrs Annie Genevard has the floor.
ParlaMint-FR_2020-07-31-E1030.u139	I want to thank you, ladies and gentlemen, for this very beautiful debate. The different points of view expressed therein are respectable. The clause we are talking about is one of the most expected of the bill. He aroused a lot of passion. This is one of the proofs of the level of requirement of bioethics in French, and it honours our country. Mr. Berta, you did a solid, technical and even clinical demonstration, but I found myself more in the doubts that Ms. Buzyn had expressed on behalf of the Government during the first reading of this bill. I recall then speaking from the beginning of the debates to remind that the subject of doubt was in my view a useful place for us. [[Applause on the benches of the LR group and on some benches of the LaREM group]] I'm going to read a short passage from a forum of parents of sick children published in the press: "The promoters of the DPI-A believe that removing the diagnosed sick embryos would avoid suffering. This argument is an illusion. By considering the imperfection of our children as a mistake, a failure, we condemn ourselves to inhumanity. ... We know from experience that wanting to live without suffering is to condemn ourselves to living without love. This praise of fragility, of humanity, leads me to reject IPR-A.
ParlaMint-FR_2020-07-31-E1030.u140	Mr Xavier Breton has the floor.
ParlaMint-FR_2020-07-31-E1030.u141	First and foremost, the unanimous condemnation of eugenics. No one on any bench would have the idea of tabling a bill with the following text: "Article 1: 92% of the fetuses carrying trisomy 21 are detected. Article 2: 95% of the detected fetuses carrying trisomy 21 shall be eliminated. Because its author would feel committed to a eugenic approach by proposing such provisions. Yet that is the reality of the numbers in our country. The philosopher Jürgen Habermas calls this "liberal eugenicism" – perhaps even worse than state eugenics, because it brings responsibility to parents. Where the state is unable to take the choice of directly eliminating persons with disabilities to save money in its social protection system, it places the responsibility of choice on the parents by saying: "You have the means to detect, do what you want, it will be up to you. What hypocrisy! [[Claims on several banks of the LaREM Group]] [[Applause on many benches in the LR group. – Mrs Blandine Brocard also applauds]] I hear the arguments in favour of the IPR-A from a point of view developed by our colleague Berta, as well as I fully understand the arguments of our colleague Mignola, but we must put the question in perspective, because the IPR-A is part of an approach which consists of developing reproductive techniques to ensure that it is mastered. Having a child is welcoming him, it's not making him. That is my conception, shared by many colleagues. I'm not saying it's the right one, but it's the one we're defending. From the moment we enter this field into a logic of production technique, based only on a desire that has become will, from the moment we base filiation only on the adult, we go towards a logic of zero defect. And the IPR-A fits in with this logic. Hence the reactions that everyone has seen, reactions that are not like the ones we can have here: watch the video of this mother who speaks with her heart, who has had tens of thousands of views, and where she expresses the resistance of society to what the promoters of this article want to do. This is not a challenge to the ad hoc IPR-A technique, which aims to avoid convicted cases in any case. This is not the question: you always take as an example painful cases to better take us hostage and be able to move society towards the manufacture of zero-fault children. A child welcomes himself, including his faults and handicaps, that is the whole message of inclusive society that we want to develop. Those who do not agree only have to table a bill with the two sections I have mentioned.
ParlaMint-FR_2020-07-31-E1030.u142	Mrs Céline Calvez has the floor.
ParlaMint-FR_2020-07-31-E1030.u143	After years of trials and miscarriages, years of doubt, I'm a few months pregnant. It's all right, it's perfect. I'm suggested to do a blood sample, which I do, and then I'm proposed to carry out further tests... And the verdict falls. The question now is that of a medical interruption of pregnancy. It is heavy, but it is even more so when I am told that I would have had the opportunity to know from the beginning the risk that this child would not be viable.
ParlaMint-FR_2020-07-31-E1030.u144	Of course!
ParlaMint-FR_2020-07-31-E1030.u145	While the state of science offered me and my companion the opportunity to make an informed choice, we wouldn't have been allowed to do so? - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no no no no no no no no no It has been waited for me to bear a child and to undergo this interruption of pregnancy, when it was scientifically possible to diagnose the risks before and to give me subject to reflection. This makes the situation even more unbearable. [[Applause on several benches of the LaREM, MODEM, SOC, EDS and FI groups. – Mr Maxime Minot also applauds]] The experiment proposed in this article – and which does not exclude further research – is therefore important, as it will offer, at the request of the parents, the possibility of making an informed choice before implantation. By moving the moment of choice, suffering would be avoided while, no doubt, promoting the possibility of having a child later. We should encourage the possibility of offering this choice when it is still time. I am in favour of IPR-A.
ParlaMint-FR_2020-07-31-E1030.u146	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2020-07-31-E1030.u147	It is, I believe, the most ethically important point, the moment of our debates where consciences are most tense. That explains why we are going to vote on this series of deletion amendments in our soul and conscience, especially since there is not really a group directive on these kinds of issues. Discussing the provision proposed in this article exposes us to the intimateness of a couple who want to know, because it is fundamental, if only for their survival. Society will always be there to accompany the most fragile, it has always been within the framework of our model of social republic. But will the couple still be there after several failures, will they still be there to accompany this child? How many couples do we see explode because there is, in the end, only one who suffers who can really feel suffering? It is not the legislator who feels it, it is not the doctor, but the wife, the husband and the couple – who may then explode. So we are really in the intimate, in the state of the relationship of trust. [[Mr. Jean-Louis Touraine applauds]] [[Protests on a few benches of the LR group]] And then there are the duties: it is to assist the concerned and to accompany their journey so that it is not suffering, but hope. In the absence of an obligation of result, the legislator must at least provide for an obligation of means. We must seek to ensure high implantation potential, as requested by gynaecologists and obstetricians who have been interviewed as part of the information mission on the revision of the bioethics law. We cannot be satisfied that France is the worst student in Europe in this field. I hear that IPR-A would be the opposite of inclusive society, but the countries of Northern Europe are the ones that make the most use of these pre-implantation diagnoses, while being a model in terms of inclusion of differences, including disability! Should this not prompt us to go a little further, to refuse to stop at contradictory arguments? On the contrary, the arguments I hear are complementary, since they all tend to fuel the energies that make it possible to integrate differences. Parents know the value of the difference, in this case that of this child, and the assumption to accompany him, being then in something that makes sense. But there is stress, guilt, suffering, anxiety, or even depression, all these elements of the order of the psycho-affective whose occurrence must be prevented by a care. In this regard, I have already recalled the chances of success. And then, in addition to the obligation of means, there is an obligation to inform. Can we get rid of it? Habermas was quoted. I have read it well, especially its writings on communication which are in no way contradictory to what I have just said. But we must provide the means to inform. "Be careful, I don't like what I see in ultrasound, you should go further in the examination, ma'am, sir," the doctors often say. And professionals must be given the opportunity to do so, the sooner the better. Finally, I have noted that the Government proposes that a study on this subject be conducted within the framework of the National Hospital Clinical Research Programme, the PHRC; but it would be a randomized prospective study. For those who do not know what this means, I would point out that this will allow us to replace the freedom to choose a couple with randomity, whether in simple or double blindness.
ParlaMint-FR_2020-07-31-E1030.u148	So what?
ParlaMint-FR_2020-07-31-E1030.u149	[[Applause on many benches of MODEM, LaREM, SOC, EDS, FI and GDR groups]] It's a little tickling. Can we really do such a study to couples by telling them that it will be random? It's an ethical question. One arm of the study will be screened and the other will not! In terms of ethics, I prefer to inform and have the consent of the couple.
ParlaMint-FR_2020-07-31-E1030.u150	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-31-E1030.u151	Something bothers me in this debate: I have the impression that there is some kind of confusion...
ParlaMint-FR_2020-07-31-E1030.u152	Oh, yes!
ParlaMint-FR_2020-07-31-E1030.u153	That's for sure!
ParlaMint-FR_2020-07-31-E1030.u154	... between IPR-A and DPN, the first being in vitro and the second in utero. The problems and the look are therefore not necessarily the same in relation to the notion of diagnosis. The IPR-A technique is framed and its extension was not provided for in the original bill. Mr. Minister of Health was absent, but I am still concerned about his argument that if the PHRC study is successful, there will be no need for legislation to authorize the CIO-A. I hope that if national representation objects tonight, its will will will be respected. This article, which came by way of an amendment, aims to extend this technique, of course on an experimental basis, but "with a view to a possible generalisation" according to paragraph 2. This is the subject of our debate. What path do we take? What world do we want for tomorrow? I refer to the fine questions of the National Ethics Advisory Committee. Another substantive question: is generalization not likely in the long run to lead to systematization? How can we ensure that this technique is not proposed, the day after tomorrow, to all couples in the process of IVF, from the 250 couples mentioned to 150000, and thus independently of any previous genetic disease? The author of this provision said that it would be a matter of selecting on the criterion of the viability of the embryo. We all know in our surroundings women who have experienced miscarriages – a subject that is not mentioned in the public debate, an event that is often very difficult for the woman and her spouse. But an IPR-A does not guarantee that there will be no miscarriage!
ParlaMint-FR_2020-07-31-E1030.u155	It still improves the chances of success!
ParlaMint-FR_2020-07-31-E1030.u156	It is important to stress this, because in reality the argument put forward by supporters of IPR-A is not only that of the viability of the embryo. The rapporteur Eliaou said: IPR-A does not only make it possible to ensure the viability of the embryo, but gives access to many other information – this is already the case in the current state of knowledge, but perhaps even more in the future – which cannot be asked to ignore the doctor who is facing the couple. Perhaps it will be even easier in the future to look for other abnormalities on the DNA of the embryo. [[Applause on many benches in the LR group]] It is these questions and perspectives that we must bear in mind when we are building a path for the future of our country.
ParlaMint-FR_2020-07-31-E1030.u157	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-07-31-E1030.u158	First of all, I would like to thank you for the quality of our exchanges and your listening. The stakes are important, and we are living a very strong moment. I want to share my doubts with you. We have had the chance to audition, for a little over a year now, specialists on these issues. Obviously – as we have seen again this evening – different points of view are expressed, precisely because there is no certainty. The doubt lies in the fact that everything is played in a formulation and in the meaning given to the term "viable embryo". I was strongly impressed by the testimony of Professor Jean-Paul Bonnefont, a doctor at Necker-Enfants Hospital, who, when he raised this issue, wanted to warn us about forms of ineffectiveness of the DPI-A. As part of the fact-finding mission on the revision of the Bioethics Act, he added – in a rather troubling way for those who do not know anything about these issues, as is my case – that "some chromosomal anomalies found on embryos are rectified spontaneously. If we eliminate these embryos, we cannot see this correction," because these embryos would never have existed. That's what I'm worried about. The question that arises for us, in fact, is: what is our ability to act? Are we erecting demiurges? Is it up to us to make these decisions? There's something abyssal here. If there is a time when the precautionary principle should apply, then that is the case. [[Applause on many benches in the LR group]] That is why I am opposed to the IPR-A.
ParlaMint-FR_2020-07-31-E1030.u159	Mr Marc Delatte has the floor.
ParlaMint-FR_2020-07-31-E1030.u160	Members must always legislate responsibly and conscientiously, especially when it comes to bioethics. An IPD consists of taking five to ten cells from the outer layer of an embryo five to seven days in order to observe their characteristics. It makes it possible to detect everything: aneuploidies, trisomies 13, 18 or 21, but also many frequent genetic abnormalities that will not necessarily be expressed. The doctor will not be able to act as if he had no knowledge of it: he will inform the parents. There are many of us in this House. Perhaps some of us – me first, because I didn't do a recreational DNA test – are carrying it without knowing a genetic anomaly, which simply didn't express itself. With regard to mosaicism, a research team at the University of Oregon in Portland conducted a study whose results suggest that mosaic embryos are capable, especially at a very early stage, of preventing the development of certain so-called abnormal cells. In the same way that a quinté player can be wrong when he decides not to bet on a horse on the pretext that he is an outsider and that he will not cross the finish line, the implantation of a mosaic embryo could thus lead to a completely normal pregnancy and the birth of a completely healthy child. All of this to emphasize that our scientific knowledge in this area is far from complete. That is what the members of the National Ethics Advisory Committee, of which I am a member, say: the fate of a person is far from being sealed in his genes. [[Applause on a few benches of the LaREM group]] That is why I will vote in favour of the Government's amendment, which is an amendment of wisdom: I agree with the opinion of President Mignola, the rapporteur Jean-François Eliaou and the Minister for Solidarity and Health.
ParlaMint-FR_2020-07-31-E1030.u161	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2020-07-31-E1030.u162	We have discussed this very much. I want to go back to the fundamentals. Ethics raises the question of our humanity: in what way are we human beings? That, in my view, should guide us. [[Applause on a few benches of the LaREM and EDS groups]] Depicting Down syndromes before birth is already possible in France: it is a right offered to any parent, as is the possibility of interrupting pregnancy in the wake of screening. What humanity would we be if we denied a woman the right to know before the embryo was implanted that it was carrying a Down syndrome? What humanity would we be if we knowingly led a woman to an IMG – medical interruption of pregnancy? What humanity would we be if we again denied women the right to dispose of their bodies? Because that's what this is about: the refusal of IPR-A will lead to the implantation of a potentially trisomic or non-viable embryo. Three months later, the woman will then have to decide on her own whether or not to continue her pregnancy, even though the decision on the implantation is the result of an agreement between the husband and the wife, or between the two persons who built the parental project. Why rest the decision on the woman alone? Why again make women feel guilty? [[Applause on the benches of the FI group. – Mr Guillaume Chiche also applauds]] It is absolutely necessary, in the name of women's rights and our humanity, to allow IPR-A, because this would avoid much suffering. That's what being a human being means: to refuse the suffering of others.
ParlaMint-FR_2020-07-31-E1030.u163	The rapporteur has the floor.
ParlaMint-FR_2020-07-31-E1030.u164	I am not the first to stress how much we have had a rich debate, which probably anticipates the discussions that will lead our successors when it comes, perhaps, to legislating again on this issue. Our exchanges form a basis on which they can build: in this they are important. If we open IPR-A today to the beneficiaries of IPR alone, i.e. parents whose child is suffering from a genetic anomaly or who themselves carry such an anomaly, why not open it to all women who use in vitro fertilization? This is a real question, on which we must reflect, because it would completely change things – not only financially, but also in how we take care of these women. Why, moreover, would we not also consider – and this is where the problem arises – that women who have made repeated miscarriages after carnal relationships ask to use in vitro fertilization to know the number of chromosomes in the embryo? I am not saying that I am in favour of it or that I am not, but it is on this point that the debate will take place. Furthermore, the text of the first aliena of Article 19a provides that "on an experimental basis and for a period of three years, the State may authorise two establishments from among those authorised by the Biomedicine Agency, etc. " If we adopt this article as it stands, it would bring absolutely no advantage over what is proposed under the PHRC. We would only duplicate this by devoting what is already planned to the legislative level. Fiat was one of the first speakers to raise valid questions about this program. The PHRC is funded. It will be carried out in five or six centres, whose representatives have met for several weeks to define the methodology of the programme, which will last three years and will allow for the recruitment of a large number of women, in order to achieve successful results. Its implementation takes time because it is currently difficult to define exactly where IPR-A will be useful. I would therefore ask you, ladies and gentlemen, to be careful before introducing into the law an experiment which will take place from September onwards.
ParlaMint-FR_2020-07-31-E1030.u165	Both approaches are complementary!
ParlaMint-FR_2020-07-31-E1030.u166	No, because the two centres that would be chosen by the State to conduct the experiment under article 19 bis would be among those already involved in the hospital clinical research project.
ParlaMint-FR_2020-07-31-E1030.u167	That's the point!
ParlaMint-FR_2020-07-31-E1030.u168	[[Applause on a few benches of the LaREM group]] That is why, by voting for the deletion amendments – which I invite you to do – you will not eliminate the possibility of doing this experiment. We will always be able to answer the doubts that our discussions this evening have highlighted and resolve the difficulty of defining exactly the indications for which this technique is useful.
ParlaMint-FR_2020-07-31-E1030.u169	The Minister has the floor.
ParlaMint-FR_2020-07-31-E1030.u170	I do not want to prolong these debates, which have already lasted a long time, on an important issue. I'll just sum them up. It is surprising that, among the signatories of the identical amendments, there are both people who are fundamentally opposed to the very concept of IPR-A and others who are rather in favour of it. Some of these people say they are conservative and others are progressive – I will not revive the sometimes esoteric but always respectful discussions that have taken place on this point. However, all agreed on the drafting of amendments that would lead to the same result – with the exception of those that would decide not to vote on them. Why? Because, in both cases, the same mechanics apply. Among the Members who signed the amendment, those who supported the concept of IPR-A were convinced by the PHRC's forthcoming argument: the cohort envisaged in the clinical research project is much larger than the number of couples who currently benefit from IPR and who would be included in the experiment as defined in Article 19a.
ParlaMint-FR_2020-07-31-E1030.u171	Both can take place!
ParlaMint-FR_2020-07-31-E1030.u172	The PHRC will therefore provide much more information to answer questions that remain about IPR-A, such as its effectiveness. The PHRC will also be deployed earlier: it will begin in the fall, it is already funded and it will bring together seven centres. The experiment provided for in Article 19a, if it were to take place, would not start before mid-2021 or even at the end of the year. For those who are intrinsically in favour of IPR-A, the PHRC is therefore a better response than the experiment as planned. The latter, apart from providing policy support to IPR-A in the law, is honestly of little interest, since the PHRC will, in many ways, be able to obtain stronger responses more quickly. If you are opposed to IPR-A – because you are a naturalist or because of your conception of the embryo, which I respect – the PHRC will let you know whether your convictions are reinforced by its results or whether they are, on the contrary, affected by medical and scientific reality. The implementation of the programme will indeed allow us to know whether mosaicism leads to miscarriages or to the appearance of trisomies, or whether it is correcting itself – in which case there would be no difference between the implantation of a mosaic embryo or that of an embryo with no chromosomal anomaly. These responses will be known at the end of the PHRC, and if there is a need for future legislation on IPR-A as a result of positive results, then it would be time to introduce safeguards. Some spoke of eugenics. Again, doctors are not eugenicists! The geneticists who have committed themselves to this field of study and devote their professional life to accompanying couples in difficulty or families and to ensuring that children go as best as possible are not eugenic! A couple who starts a diagnostic procedure to know if they will give birth to a child with a very serious genetic disease is not a couple who have eugenic propensities! The law is there to establish safeguards, to define the rules that allow the practice of research and allow scientific progress to be achieved in common medical practices. Mr. Lachaud referred to the case of a woman whose child had a Down syndrome. I don't know how to answer the question he raises – you don't know!
ParlaMint-FR_2020-07-31-E1030.u173	The other countries of Europe, yes!
ParlaMint-FR_2020-07-31-E1030.u174	The purpose of the PHRC is precisely to provide the answer: will an embryo carrying a mosaic in the chromosomal count become a child carrying a trisomy? I don't know, no one knows, answer that question – that is precisely the object of the research. With regard to miscarriages, no one has published a substantiated scientific study that clearly ensures that embryos carrying a chromosomal mosaic are more likely to miscarriage – it is not known. [[Applause on the benches of the LaREM and MODEM groups]] You are very strong at having individual convictions that are not based on scientific knowledge. As for me, honestly, I don't know. Research is the solution; the PHRC is pragmatic, effective, fast and funded. Whether you are in favour or against IPR-A, if you have an open mind on the matter, vote in favour of the deletion amendment. This is not about voting against IPR-A, but about research, in order to move forward.
ParlaMint-FR_2020-07-31-E1030.u175	I ask for the floor, Mr. President!
ParlaMint-FR_2020-07-31-E1030.u176	[[Brouhahaha]] [[Approval on various benches]] Mr Chiche, I cannot refuse to give you the floor. However, we had agreed on rules. We have heard twenty-one interventions. The minister, in accordance with our rules, concluded the debate. For the sake of your colleagues, I believe that we could proceed to the vote and continue the examination of the text. I thank you for giving up your request.
ParlaMint-FR_2020-07-31-E1030.u177	All right!
ParlaMint-FR_2020-07-31-E1030.u178	I put to the vote identical amendments Nos 2169, 869, 974, 1064, 1118, 1284, 1313, 1603, 1637, 2155, 2192 and 2275.
ParlaMint-FR_2020-07-31-E1030.u179	The result of the vote is as follows: Number of voters 108 Number of votes cast 102 Absolute majority 52 For adoption 78 Against 24
ParlaMint-FR_2020-07-31-E1030.u180	The right is for the DPI-A!
ParlaMint-FR_2020-07-31-E1030.u181	At the request of the committee, the meeting was suspended for a few moments.
ParlaMint-FR_2020-07-31-E1030.u182	The meeting was resumed. I salute Mr Adrien Taquet, Secretary of State for Children and Families, who has just joined us. Ladies and gentlemen, we still have 179 amendments to consider. In the debate we have just had, everyone has measured that our assembly was able to offer the best, whatever the political convictions of each.
ParlaMint-FR_2020-07-31-E1030.u183	With a good president!
ParlaMint-FR_2020-07-31-E1030.u184	This debate has honoured our Assembly, as all speakers have excelled in defending their positions. I suggest you continue with that tone.
ParlaMint-FR_2020-07-31-E1030.u185	Thank you, Mr. President!
ParlaMint-FR_2020-07-31-E1030.u186	[[Sentiment]] We still have 179 amendments to consider. Everyone will be able to express themselves, but it would be opportune to speed up the pace somewhat. I have no doubt that you all share this wish.
ParlaMint-FR_2020-07-31-E1030.u187	I have before me four identical amendments, Nos 673, 765, 870 and 2191, to delete the article. Amendments Nos 673 by Mrs Marie-France Lorho, 765 by Mrs Emmanuelle Ménard and 870 by Mr Jérôme Nury are defended. The rapporteur, Mr Jean-François Eliaou, has the floor to support Amendment No. 2191.
ParlaMint-FR_2020-07-31-E1030.u188	I am defending the amendment in my personal capacity, as the special committee gave an unfavourable opinion. I would indeed like to delete Article 19 quater, because I am not in agreement with its wording, which has emerged from the work of the special committee. On the other hand, the amendments to be tabled by the Government and several colleagues seem more appropriate, both in substance and in form: I will therefore give them a favourable opinion.
ParlaMint-FR_2020-07-31-E1030.u189	I call on the Secretary of State for Children and Families to give the Government's opinion.
ParlaMint-FR_2020-07-31-E1030.u190	These four amendments are intended to delete Article 19 quater on neonatal testing, but for different reasons. Neonatal screening is a national health programme that evolves according to scientific advances and therapeutic possibilities, by decree taken after the opinion of the High Health Authority, in connection with the Agency of Biomedicine – ABM. It is fully supported, whereas the wording of Article 19c provides otherwise. Neonatal testing involves some 800,000 newborns each year. As some of you have rightly indicated, there was no need to amend the legislation to include reviews of genetic characteristics. I would also point out that one of the current screenings, that of cystic fibrosis, can already give rise to a second-intention genetic examination, according to the threshold of the first test. However, having a legislative article dedicated to neonatal screening could be an opportunity to consolidate the efficiency of the device if, in the future, we were to include testing for a genetic disease meeting the criteria of neonatal screening, including the existence of preventive and care measures. That is why, in line with the rapporteur's remarks, I would ask for the identical amendments to be withdrawn – failing which the opinion would be unfavourable – in favour of the following amendment, which I will present to you in a moment, to rewrite Article 19c in order to preserve the current framework of neonatal testing, which allows it to evolve on the basis of scientific advice, while at the same time offering the possibility of adapting it by regulation in order to preserve its efficiency if, in future, the screening of a genetic disease by examination of genetic characteristics in the first intention, according to the High Authority and the ABM, should incorporate neonatal testing.
ParlaMint-FR_2020-07-31-E1030.u191	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-31-E1030.u192	There is an art of "at the same time" in the amendment that upsets me. The prenatal diagnosis was not included in the Government's initial project. The Senate has, in my view, wrongly introduced this first-line genetic testing practice in the context of neonatal screening. It is not necessary to add these provisions, even with the method adopted by the government amendment. Diagnosis is an eminently sensitive subject, on which it is important for us to debate here, without giving the Government a blank-sing to act by regulation if developments occur.
ParlaMint-FR_2020-07-31-E1030.u193	On Amendment No 940, I am seized of a request for a public vote by the La France group. The vote is announced in the National Assembly. I have before me two identical amendments, Nos 2163 and 2160. The Secretary of State has the floor to support Amendment No. 2163.
