Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u1	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u85	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u86	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u87	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristianMatheson	Matheson, Christian John Patrick	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u88	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u89	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristianMatheson	Matheson, Christian John Patrick	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u90	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u91	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JacobReesMogg	Rees-Mogg, Jacob William	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u92	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u93	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u94	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	KelvinHopkins	Hopkins, Kelvin Peter	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u95	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u96	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	CatherineWest	West, Catherine Elizabeth	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u97	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u98	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	CatherineWest	West, Catherine Elizabeth	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u99	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u100	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertCourts	Courts, Robert Alexander	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u101	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u102	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NeilParish	Parish, Neil Quentin Gordon	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u103	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u104	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NeilParish	Parish, Neil Quentin Gordon	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u105	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u106	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	GeraintDavies	Davies, Geraint Richard	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u107	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u108	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	DianaJohnson	Johnson, Diana Ruth	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u109	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u110	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	DianaJohnson	Johnson, Diana Ruth	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u111	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u112	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AlanMak	Mak, Alan	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u113	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u114	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	ThomasSheppard	Sheppard, Thomas	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u115	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u116	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u117	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OlukemiBadenoch	Badenoch, Olukemi Olufunto	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u118	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u119	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OlukemiBadenoch	Badenoch, Olukemi Olufunto	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u120	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u121	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	BarrySheerman	Sheerman, Barry John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u122	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u123	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyQuin	Quin, Jeremy Mark	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u124	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u125	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyQuin	Quin, Jeremy Mark	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u126	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u127	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	WilliamWragg	Wragg, William Peter	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u128	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u129	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	WilliamWragg	Wragg, William Peter	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u130	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u131	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	RachelReeves	Reeves, Rachel Jane	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u132	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u133	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ThomasTugendhat	Tugendhat, Thomas Georg John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u134	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u135	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ThangamDebbonaire	Debbonaire, Thangam Elizabeth Rachel	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u136	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u137	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	EdwardLeigh	Leigh, Edward Julian Egerton	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u138	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u139	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	WesleyStreeting	Streeting, Wesley Paul William	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u140	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u141	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PaulMasterton	Masterton, Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u142	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u143	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	HeidiAlexander	Alexander, Heidi	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u144	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u145	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenMetcalfe	Metcalfe, Stephen James	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u146	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u147	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AlisonMcGovern	McGovern, Alison	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u148	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u149	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertStewart	Stewart, Robert Alexander	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u150	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u151	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	IanMurray	Murray, Ian	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u152	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u153	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	SimonClarke	Clarke, Simon Richard	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u154	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u155	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	RachaelMaskell	Maskell, Rachael Helen	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u156	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u157	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	WilliamGrant	Grant, William	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u158	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u159	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	CatherineMcKinnell	McKinnell, Catherine	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u160	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u161	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CraigTracey	Tracey, Craig Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u162	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u163	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	MargaretGreenwood	Greenwood, Margaret	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u164	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u165	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenHammond	Hammond, Stephen William	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u166	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u167	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AnthonyLloyd2	Lloyd, Anthony Joseph	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u168	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
