ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u1	73. Oral inhalation
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u51	Yes, the previous government, with or without the agreement or understanding of the previous government, opened a tender for the completion of another two blocks within the Temelín Nuclear Power Plant, located in the South Bohemia Region. I must say that the new government will still have to assess whether its approach to the construction of these two blocks will be identical to those of the previous ones. First, what will undoubtedly affect our consideration will be the debate on the climate package at European Commission level, because Europe will now re-evaluate its objectives and depends on how the principles of energy policy within the European Union will be set. Once it is clear at European level, and perhaps this could be after the March European Council, we will have an update of the energy concept within the Czech Republic, and the conditions for possible completion of the Temelín tender will undoubtedly result from this. I am saying this because I do not consider it entirely ideal to mix the issue of construction of transport infrastructure in the South Bohemia Region with this significant investment of ČEZ, because I believe that the completion of the main backbone roads that you mentioned in your interpelation will be necessary in any case. It will be necessary in any case. And I do not think that they should be associated with this investment, which, after all, will be financed from other financial resources than the construction of transport infrastructure. The state must be responsible for the construction of express roads in the South Bohemia Region. As regards the construction of another two blocks at the Temelín power plant, there is responsibility for ČEZ, which is owned by the state of 70 percent. I would simply like to point out that the new government is not willing to provide guarantees on the purchase price of electricity, which in the next few decades could dramatically burden either households or companies from the point of view of increased levies as a result of the need to finance the completion of the Temelín power plant. So what we're also interested in is the conditions under which two more blocks in Temelín should stand. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u52	Thank you, Prime Minister. Mr. Václav Klučka, who was drawn as the eighth, will speak with the next interview. I would like Mr Zdeněk Ondráček to prepare himself. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u53	Thank you. Madam President, Prime Minister, I did not know until yesterday that I was going to interpel the new government on health regulatory charges, that I would interpel you, Prime Minister. The connection is that yesterday we discussed the amendment to the Public Health Insurance Act, where, in addition to the implementation of the European Directive, there was a problem for me that sentences appeared in the text of the law in paragraphs which actually identify the no longer existing hospital care fee in their other. We'll fix this, please, we'll get back to this law tomorrow. But I wanted to ask, Prime Minister. The coalition contract was signed as a kind of predominance of coalition responsibility. There are signs of how health fees will continue to work. I assume it will appear in the government's programming statement. However, since the public is discussing these matters, I would like to know, Prime Minister, whether what we have in this coalition treaty will also be the basis for this new government to fully fulfill this promise.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u54	Thank you. The Prime Minister, Mr Bohuslav Sobotka, has the floor. Please, Prime Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u55	Thank you. Allow me to make a very brief statement on the matter which is most recent from the Member's speech. This relates to the fact that, from 1 January this year, the hospital stay fees which were introduced, I believe, were no longer levied in 2008. This is the result of the decision of the Constitutional Court, which annulled the relevant part of the law after a group of social democracies filed a complaint to increase this fee to CZK 100 in the past period. Thus, following a complaint to the Constitutional Court The Constitutional Court annulled the relevant part of the law and it was not replaced by any other provision. Why hasn't she been replaced? The Transitional Government of Jiří Rusnok did not submit an appropriate proposal to replace it, and the proposal was only found in the Chamber of Deputies when it would have meant a renewal of the collection of these charges in hospitals. The emerging coalition naturally addressed this issue. We agreed that from the point of view of access to patients' participation and given that in recent years the cash participation of patients in the financing of healthcare has increased dramatically, the coalition will no longer want to renew the collection of hospital fees. Naturally, this will have to be compensated for by the medical facility. The Minister of Health is preparing a proposal for the government to provide compensation under the health insurance system to the extent of approximately CZK 2 billion. These funds would still be used from government budget reserves sources during 2014. This means that we do not want to leave hospitals without there being some compensation for the fall in income due to the fact that they can no longer collect this stay fee. I am saying this because hospitals have been largely economically damaged by the payment decree of former Minister Heger's government, and this year, even if the situation has improved somewhat, so if we had not compensated hospitals for not collecting fees, it could continue to disrupt and disrupt their economic balance again. As for the fate of the other fees levied in health care today, I want to assure you that part of the coalition contract is an agreement on the cancellation of the fee for a visit to a doctor, the fee for a prescription of CZK 30 will be abolished and only the fee for the use of the emergency room will be left. [[15.30 hours]] These two charges, agreed by the coalition to abolish them, should cease to be levied from 1 January 2015. Why is there no cancellation during the year? We did not consider it reasonable to accumulate the effects of the abolition of charges within a single period of time, and at the same time, we would very much like to see some compensation for outpatient doctors and, in part, for pharmacies, but the government has to address this within the framework of the new payment decree and the government has to address this as part of the next step in increasing payments for state insured persons. So the first step took place on January 1st of this year, when the stay fee was no longer charged. The second step will take place on 1 January 2015, when the fee will cease to be levied by outpatient doctors and the 30 Crown fee will cease to be levied in pharmacies. So this is roughly a plan that will naturally also be described in the forthcoming government programming statement.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u56	Thank you, Prime Minister. I ask the honourable Member - he does not want to ask an additional question, so I ask that Mr Zdeněk Ondráček, who was drawn as the ninth, should speak with another interview. And please prepare Mr. Miroslav Kalousek.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u57	Good afternoon, Madam President, dear government, colleagues. This Chamber of Deputies was 19. 12. 2013 approved by the State Budget for 2014. The budget was approved with a 2% increase in wages for all civil servants, i.e. members of the security forces. Their salaries, i.e. more precisely the scale of basic tariffs, are determined annually by the government's regulation. And it was the former government of Jiří Rusnok that approved the scale of basic tariffs for members of the security forces for 2014 at its meeting on 18. 12. 2013, i.e. just one day before the approval of the state budget. This is the Government Decree 455 of 2013. However, the basic tariffs scale remained unchanged and are thus exactly the same as for 2013, 2012 and 2011. I don't understand why the former government of Jiří Rusnok couldn't wait that one day, and the approved increase of two percent in wage means could also be reflected in the basic tariff rates for security forces in 2014. The salary increases are currently carried out in the form of an increase in personal evaluation, but this is a non-interest component of the salary and this may result in changes over the course of the year. I ask you, Prime Minister, whether your government will change this regulation in order to reflect the increase in wage resources in the basic tariffs. And if not, how will it be ensured that an approved salary increase of two percent is guaranteed to all members of the security forces throughout this year and to the following years. Members of the security forces would certainly welcome and appreciate such a procedure, as in 2010 they were promised by the Government of Topolánek that the reduction of their salaries of 10 per cent was only for a transitional period of three years. Today, they know what this public promise policy really means. Thank you for your answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u58	Thank you. The Prime Minister, Mr Bohuslav Sobotka, has the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u59	Thank you. Dear Member, I can only assure you that the funds that have been increased and there has essentially been a 2% increase in the volume of wage for all public sector employees this year, it has been the decision of the government of Jiří Rusnok and corresponds to the form of the State Budget Act for this year, so that the new government will in no way deprive public sector employees of these funds. This means, we do not, and we do not intend to, any austerity measures or cuts that would mean that these funds will be withdrawn either from the Ministry of the Interior or from any other budget where they are intended to cover the salaries of public sector employees. I do not consider the policy of wage development in the public sector to be happy in recent years. The fact that tariffs were reduced by around 10% was a very unpleasant intervention from the point of view of a number of public sector employees' households and, in my view, a reduction in public sector salaries contributed to the recession. The year-and-a-half-year recession that the Czech economy went through, because it naturally undermined the ability of a part of households to spend. And a sudden wage reduction of 10 percent has also put a number of households, for example, members of the armed forces, in a difficult situation, especially if they have to pay a mortgage or consumer credit and have precisely calculated their income and they have not thought that these revenues should be reduced by 10 percent on a one-off basis. So there is no way that the new government will repeat such a measure. As for the fact that the funds were not reflected in the tariff salary, this is indeed the decision of the previous government. I do not suppose that this government would have changed salary rates during this year, either with members of the security forces or with other public sector employees. Thus, an increase in the volume of appropriations of 2% will be granted to employees in the form of over-the-counter components of salary. But in any case, it is important, and I will certainly talk to the various ministers about it, so that the funds to the public sector's employees can get there. I just want to remind you that with regard to the Ministry of the Interior, which you mentioned in particular, there was also an increase in funds this year related to an increase in the number of security forces by 1, 204 seats. The new government will have to ensure that this increase in funds, which represented about 600 million. CZK, remained in the budget of the Ministry of Interior in the coming years, so that the government does not have to reduce the number of members of the Security Corps again. That's the second goal I'd like to declare. Our goal is to stabilize the security forces. These security forces have been very negatively affected by developments in recent years, particularly in terms of economic uncertainty, on the one hand, in terms of salaries, on the one hand, in terms of investment expenditure and operating expenditure, and our aim is to allow decent stable standard conditions, inter alia, for the functioning of the police, so that police do not have to address the issue of their economic survival, but could focus on what is its main objective - the protection of the safety, health and property of citizens and the investigation of crime. So we are not counting on increasing tariff rates this year. We want to keep these funds permanently in the budget and, at the same time, in the coming years, we would like to try to match the 10% reduction that affected them during Nečasův' reign. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u60	I thank the Prime Minister and ask the honourable Member whether he wants to ask the Prime Minister an additional question. This is the case, please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u61	Let's do it again. Prime Minister, I will respond to the very last sentence from what you just said. Am I to feel that you are now declaring that you will return the 10 percent to the security forces in the following year?
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u62	Thank you. The Prime Minister Bohuslav Sobotka has the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u63	Dear Member, I believe that this will not be possible within one year. It cannot be imagined that we will be able to find these funds - I am stressing again, especially in the context that this year there has been an increase in the number of members of the security forces. This means that we will have to decompose this measure into several years so as to correct the deformities that have occurred in the past. But I am convinced that the Home Secretary will come up with a proposal to the government on how to fix the problem during the next few years during the term of office of the government and solve the problem. I cannot imagine that, in terms of the state's budgetary possibilities, this distortion could be corrected within one financial year. So it's going to take a longer period of time.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u64	Thank you. I ask that Mr Miroslav Kalousek, who was drawn as the tenth person, speak with another interview. And please prepare Mr Ladislav Šincl. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u65	Thank you for the floor. Dear Prime Minister, at an emergency meeting of the Chamber of Deputies during the discussion of the Service Act, Members of the Government Coalition did not spare statements such as the depoliticalisation and professionalisation of the state administration, everyone has to be qualified and have to undergo demanding selection procedures. If necessary, a professional official must not be worried about a post after each election. [[15.40 hours]] Those are the principles I agree with. I do not understand, however, why the ministers of your government behave quite the other way around. In the absence of time space, I'm going to give you a screaming case. At the Ministry of Finance, he held the position of Director of the Legislative Department since 1993 for a total of ten ministers of three political parties and Michal Švorc. He was dismissed this week and replaced by a lawyer with relatively short practice from law enforcement, i.e. from a completely different discipline than legislation. I could mention a number of such cases. Do you realise, Prime Minister, the devastating psychological impact of this personnel policy on the entire state administration? You are sending out a signal that it does not determine expertise, experience and loyalty, but protect, nepotism and party jurisdiction. I would therefore like to ask two brief questions. Are you serious about your principles on service law? Two. If you are serious, what will you do as Prime Minister to keep your ministers from acting directly against these principles? Thank you for your brief answers.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u66	Thank you. The Prime Minister Bohuslav Sobotka has the floor. Please, Prime Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u67	Thank you. Allow me, honourable Member, two responses to your interpellation. First. Since I didn't know exactly what the interpellation was going to be about, I just asked the Finance Minister about Mr. Švorec's fate within the Ministry of Finance's apparatus. I know Mr. Švorec naturally because I had the opportunity to work with him for four years in a position where he was the head of the Legal Department of the Ministry of Finance. Minister of Finance Andrej Babiš assured me that he continues to expect cooperation with Mr Švorc and that he should continue to operate in the structures of the Ministry of Finance in the corresponding position. So much for just one quick piece of information I'd like to give you. The second point may be more general, but it concerns all of us. If we all, as we are here, passed the Civil Service Act with all the previous possibilities we had, we wouldn't actually have to have this kind of interpellation anymore. That's what I'm saying because I don't want to get out of it. It was our government that passed the law for the first time in the history of the country, but then, unfortunately, we did not have enough consistency to reach the end of its full effectiveness, nor did the government of the ODS and TOP 09 have enough consistency to bring the Civil Service Act into full force, and only when the law applies, and I hope that it will be on 1 January 2015, that it will create systemic measures for the state administration not to be influenced, dramatically influenced after each election. Only a system where the expert part of the department's apparatus will be separated, when it will be subordinate to the state secretary, when the general director of the public service will be here, only such a standard European system should mean clear certainty for competent qualified honest officials that they do not have to worry about any political changes and cleanliness. I would very much like this government to finally meet the debt that has the entire political representation and to ensure that the Civil Service Act will apply from 1 January next year. I believe that the opposition will also help us in this and support the adoption of the Civil Service Act.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u68	Thank you. I see that the Member will ask an additional question. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u69	Just a remark, Prime Minister. The law is a minimum of morality. Decent people can behave according to the principles they preach without the fact that a law is effective. I understand from your response that, until the law is effective, you will suffer from your ministers to call off experienced loyal officials with many years of experience and bring political traders from the outside, because in this case, a political trader has been replaced without any experience in legislative practice and an experienced official who has served twenty years for the ministers of five political parties and two administrative governments. I respect that you're prepared to suffer this, but I think the law is a minimum of morality and that you shouldn't suffer it.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u70	Thank you. Prime Minister Bohuslav Sobotka has the floor. Please, Prime Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u71	Thank you. If our intention succeeds, we no longer have to worry about this as of 1 January 2015. There will be clear rules to protect the state administration from unauthorized interference. And until then, individual members of the government are responsible. I assume that they will behave professionally and will not allow the apparatus of their resorts to be devastated in any way by unprofessional intervention. I believe that it will not repeat what took place at the time of the previous government, for example, at the Ministry of Environment, which became a branch of the ODS Regional Association in Prague 6, or at the Ministry of Labour and Social Affairs, which became Eldorado for the business activities of Mr Šiška and his business friends. I hope that such mistakes and such stories will in no way be repeated by the new government.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u72	Thank you. Mr. Ladislav Šincl, who was drawn as the eleventh, will speak with the next interview. Please prepare Mrs. Miroslava Němcová. Please, Mr. Ambassador.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u73	Dear Prime Minister, the amount of old-age pensions in the Czech Republic has increased only minimally since January 2014. Crushing most pensioners by a maximum of a few ridiculous ten crowns a month. The basic pension period increased from CZK 2, 330 to CZK 2,340 and the percentage will increase by 0.4 %. You know that, starting January 2013, pensions grow by only one third of inflation and one third of real wage growth. Government coalition ODS, TOP 09 and PEOPLE pushed through this lower valorization. The then Minister of Finance, Miroslav Kalousek of the TOP 09, originally proposed a complete freezing of pension growth. In three years, the former government wanted to save a total of 47.7 billion. Crowns. Sadly, for those who can't defend themselves at all, it's up to the elderly. Thanks to the current ridiculous valorisation of pensions and the constant increase in real pensions, real pensions are falling. Moreover, pensioners who wish to improve their pension legally were punished by the former government for their efforts and were deprived of more money. Since 2013 revenues, they cannot deduct from taxes the basic tax discount of CZK 24,840 per year. This applies to all taxable income. Pensioners would thus pay more for income tax than just income from employment or jobs, but even if they have a business or, for example, income from rental property. So I have a question for you whether you want to change it and improve the situation of pensioners in the Czech Republic.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u74	Thank you. I give the floor to Prime Minister Bohuslav Sobotka. Please, Mr. Chairman.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u75	Thank you for opening up a topic that is important for a large part of our society. I see the Minister of Labour and Social Affairs here. I firmly believe that they are already writing a bill amendment at the Ministry, which will change the system of pension valorization. From a legislative point of view, it is important for the Chamber of Deputies and the Senate to discuss the proposal by the beginning of this autumn, so I assume that the proposal will be submitted to the legislative process shortly. We agreed, within the government coalition, that we would return to paying pensions according to inflation, that is, we would not pretend that there was only one third of the increase in drug, housing, and retirement food. This applies to 100 percent of them, i.e. valorisation must include one hundred percent of inflation growth in the previous year. If we manage to pass the law this year, then there is a chance that from 1 January next year there will be a proper pension valorisation and that we will leave the unfortunate policy of the past government of Petr Nečas, which has reduced the rate of pension valorization for two years, and therefore the pension rate in the Czech Republic is really falling and the purchasing power of pensioners is falling. I think it's very negative. I just want to point out that what was absolutely heartless was a combination of several steps that all were directed towards pensioners. First, a reduction in pension valorisation. Second, an increase in the fee for stay in the hospital from 60 to 100 crowns. Third, canceling the discount for working pensioners, which you mentioned. Fourth, the reduction of the social contribution in the lowest group, where it decreased to CZK 800. These were all steps that were directed towards one group. And that last step was the dramatic increase in the drug payments we've been recording over the past few years. [[15.50 hours]] So it is evident that last time, Nečasův' government has dramatically negatively targeted pensioners and has been trying, in particular, to make savings in the cost of the state budget at their expense. It was unfair, it was socially insensitive, and in no way does the new government want to proceed in this way. However, what is important is that we also mobilise the revenue of the State, the resources of the State, to cover expenditure on higher pension valorisation without increasing the deficit of the state budget. For the next year, it will mean that we will have to find an additional CZK five to six billion to cover the higher valuation of pensions. Of course, these resources will be sought by the government in particular in terms of saving operating expenditure and also in terms of increasing tax collection, especially in terms of reducing tax evasion.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u76	I thank the Prime Minister and ask the honourable Member if he has an additional question. He doesn't. Very well. I ask that Mrs Miroslava Němcová, who, in this case, was drawn as number 12. And I ask that Mr Šincl be reprepared. Please, madam.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u77	Thank you for the floor. Dear Prime Minister, I am addressing you with a question you will not hear for the first time, and you have heard it here today, and this question concerns a conflict of interest. And unfortunately, because this will be a permanent conflict of interests of the Minister of Finance for the entire time that this government exists, we will be dealing with this issue in some way. You have told us here in one of the previous responses that it is possible to avoid this conflict of interest in a formal way by the fact that the Minister of Finance always announces either in the House or I assume in the Government that he is currently in conflict of interest, or that this is a decision regarding his business, his companies. Just because he gave up managing his companies or left management functions doesn't mean that he doesn't own this company anymore, that any purchase, any movement in that company will not be done by him, that any acquisition will not be strategically managed by him directly. And I'm sure you'll get into this conflict of interest, for example. the moment he decides who will be the manager of the state's material reserves, who will decide that grain will be stored in the forces of Agrofert or somewhere else. And while you're telling me, Prime Minister, that the Minister of Finance is going to tell us that he's in a conflict of interest, I want to hear what you're going to do. How you as Prime Minister will ensure that this conflict of interest, which threatens all of us taxpayers, does not take place.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u78	Thank you, Madame. And I give the floor to Prime Minister Bohuslav Sobotka. Please, Prime Minister.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u79	Thank you. Madam, I think we need to distinguish two things. Processes that have their origin in the past, i.e. at a time when the current finance minister was not yet in office and was not a member of the government, and processes that would be an event. founded within the scope of this government on the basis of decisions of the current government. As far as the first area is concerned, things related to the past. You, for example, are. she mentioned one of them, i.e. the question of the storage of a part of the stocks of national tangible reserves. That's not something this government would decide. And the government couldn't influence it in any way. Even in the last parliamentary term, when social democracy was in opposition for seven years, the people were not at all in the House and the ANO movement did not even exist. This means that these processes, I think, cannot be mentioned in the context of any conflict of interest in the sense that this government might be responsible for it. As regards matters relating to the future and any other decision taken by the State or its components or by the State controlled companies, we will naturally act in such a way that we do not find ourselves in any conflict of interest. The point is to proceed transparently in order to organise standard tenders so that there can be no shadow of doubt that there is a victory of some private interest over the interest of society and public interest. I assume that even the opposition will watch over these things very carefully, that is, after all, the role of the parliamentary opposition, and in the event that something like this threatens to happen, that we can also count on the fact that the opposition and we will be alerted to potential risks. I want to promise for the government that we will do everything we can to prevent any suspicion of any possible conflict of interest and to set standards and procedures such that something like this is not possible at all. So the good will on the side of the government is clearly here. We're ready to deal with the risks. But otherwise, of course, when it comes to the knowledge of the process at Agrofert, I guess I'm not the person who should know these things in detail or describe them with some details.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u80	Thank you, Prime Minister. And I see that the honourable Member wants to ask an additional question. Please.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u81	Thank you. I'm 100% sure, Prime Minister, that you knew I wasn't asking you about the internal processes that are going on inside Mr. Babiš's companies. I asked you how you personally will guarantee that there will be no conflict of interest on his part with the interests of taxpayers, citizens of the Czech Republic, you as Prime Minister. You explained your good will to me, and I want to take it seriously. Unfortunately, I just need to remind you of the first press conference you had as the government that represented yourself, the future coalition, where Mr Babiš presented more his company Agrofert than the interests of the emerging coalition. I saw well from the TV screen how you had your heads down because you understood, not only that it is politically very bad, because you are moving in politics and you understand these things, but you also felt that this is the conflict of interest for which we will necessarily criticise you. So if we've been through this before, live, don't be surprised that we're asking what you're going to do about it. I take that promise seriously. Of course, at this point, I must take him seriously from you as the new Prime Minister. But you must take seriously the fact that we will, of course, watch you very much in this regard.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u82	Thank you and please the Prime Minister to the microphone.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u83	Thank you. I won't talk much longer. I understand that the opposition will follow these things. I think that's quite appropriate. We are ready to listen to what the opposition is saying, and if there are relevant facts, relevant information, then naturally the government will also work with them to prove that we defend as a whole government coalition, like all coalition parties, clearly the interest of the citizens of the Czech Republic and that this is not about giving priority to any private or business interests. It's just how we're determined to proceed. And now I'm not just saying this for social democracy, but I want to make this clear for all three coalition parties. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u84	Thank you, Prime Minister. Mr. Ladislav Šincl, who was drawn as the thirteenth, will speak with the next interview.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u85	Thank you, Madam President. This interpelation is once again on the topic of regular valorisation of old-age pensions, where the vast majority of pensioners were raised by only a ridiculous few tens of crowns, i.e. only a third of inflation and a third of the growth of real wages, which was pushed through by the government coalition ODS, TOP 09 and LID. The Prime Minister assured me and all pensioners in the Czech Republic in the last reply that he would change this bad practice and enforce the full valorisation of pensions. That's why I'm giving up my interpellation and all the following. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u86	Thank you. We acknowledge this. I beg you with another interview to perform Mr. Václav Klučka, who was drawn as number 14.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u87	Thank you, Madam President. I'm just afraid we won't fit into the 16th hour limit, but please. Cyber security. As I have found some kind of instruction in the coalition agreement to interpel to health fees, I must say that I have found nothing about cyber security in the coalition agreement. I assume that we will find this in a government statement, or in a legislative plan of the government, because we are also facing the problem of approving this House in the first reading... Sorry, not in '90s... But pass at first reading the Cyber Security Act, which has been processed in this company for about three years. I just want to make sure the Prime Minister's question that the fact that this is not in the coalition treaty is not underestimating the area of cyber security and that the government has this phenomenon, which is very necessary to ensure the security of this state, that the government is counting on this phenomenon.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u88	Thank you. The Prime Minister Bohuslav Sobotka has the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u89	Thank you. I do not have much time, I just want to assure the Member that this is the case, the law is put forward, the government has not withdrawn it, it means that we want to continue the legislative process, and I am looking forward to the legislative process, I will bring the law to the floor of the Chamber of Deputies. Naturally, I am ready to discuss both with the governments and with the opposition to approve the standard in a modern form and to make it a really useful law. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u90	Thank you and I ask the honourable Member if he wants to ask an additional question. He doesn't want to. I am forced to warn the Chamber of Deputies that the 16th hour has passed, i.e. the time has elapsed when it is possible to submit the last oral question to the Prime Minister under the Rules of Procedure. Now there will be oral interpelations on other members of the government.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u91	Good afternoon. I would like to call on Mr Miroslav Kalousek to present his intervention on the Minister of Finance of Andrej Babiš, so he began a block of government members' replies to the interpelation of Members. Mrs Olga Havlová will be ready. Please, Mr. Chairman, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u92	Thank you for the floor. I regret to say, Mr Minister, that your personnel policy in practice contrasts sharply with the principles that you and your political movement advocate in the negotiation of the service law. In all cases, I'm going to mention one loud one. This week you called off the Director of the Legislative Department, i.e. from a purely professional post, JUDr. Michal Švorec, who held this post for 20 years, since 1993, for a total of ten ministers from five political parties, for two civil servants. You called him off on the third day in your office and replaced him with a man with relatively short legal practice from a completely different discipline than legislation. In other words, you called off an experienced expert, replaced him with a political trader. Do you realise, Minister, the devastating impact of this step on the state administration? You are sending out a signal that your protection and belonging to your movement is far more important than qualifications, expertise, experience and loyalty to the workplace. I would like to ask two simple questions, and I very much ask for an evasive answer. First, what fundamental professional misconduct did Švorc. That he had to be removed from office on the third day after you came to the ministry? In particular, I am interested in what challenging selection procedure - because you are accentuating demanding selection procedures in the negotiation of the Service Act - has been passed by its successor and what transparent process did you conclude that his successor is the best possible candidate. I ask for a brief and evasive answer.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u93	Thank you, honourable Member. Before I give the floor to the Minister, apologies - Minister Jourová from this afternoon's meeting, Mr Komárek for personal reasons and Mr Matěj Fichtner. Please, Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u94	Colleagues, colleagues, good day again. Speaking of political marketers, I must say that this is your practice in the long run. We, of course, had a problem with this from the outset as part of the coalition negotiations. We haven't nominated any political traders anywhere. Dr. Pelikán is the son of a well-known lawyer, renowned, and he's no political trader. We have nominated eight political people who are not members of the political movement. I understand that in the past, you've always had every deputy in your life to do business for that party, like Mr. Zajíček's case with Mr. Kalousek in the past. And as for Dr. Švorec, I spoke to him and asked about his work. And he said to me, "I sign invoices." And I'm like, "What invoices?" "Well, you know, the State Representation Institute sues Switzerland for $2 billion." Mr Kalousek forgot to sue the 14 billion, and we all remember that he forgot about it and didn't claim the money that belongs to the Czech state. So Mr. Švorc checks the invoices. And I say, "What else do you do?" "Well, I'm checking the invoices." "Do you actually choose lawyers?" "No, no, I'm not doing that, it's the Constitution." The Ministry of Finance works absolutely decentralized, which means that even for criminal charges, 200 grand is paid. Last year, the Treasury paid 57 million for legal services. Our strategy is different. We want not to decentralize, but to insource. We would like to employ new law graduates who have trouble finding jobs, not just external law firms. This state has an additional cost of 34 billion. to traffic. Yes? So, no stockbrokers. And Dr. Švorc remains in exactly the same position at the Ministry, but there is a merger of all legal services, because every department in the Ministry orders lawyers. Everyone does what they want. Yes? So we'll centralize it, and Dr. Švorc will perform the exact same function. So, Mr. Kalousek, stay calm. Thank you.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u95	Thank you, Minister. With the addition, please, to Mr Kalousek.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u96	You're lying, Minister. Dr. Švorc will not be head of the legislative department, he is removed from that position. He's gonna stay there and work for that political newsman, I guess. Someone's got to work for a political newsman. And you're lying about the work of the director of the legislative department. You don't have to ask that, you can read it in the organizational order. It is not true that the Director of the Legislative Department only controls invoices. You're lying about him staying in office. You haven't answered a single question. In particular, you didn't answer me how the newsman became the best suitable candidate, because your decision is as absurd as if the hospital director had appointed a young X-ray surgeon's chief of surgery. Of course, he can become chief of surgery, but not until a few years later at the appropriate workplace. This is just political protection for political junkies, and you're a liar!
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u97	I ask for an additional reply from the Minister. Please, Minister, you have the floor.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u98	I would just repeat that a new sector of legislation is being created and Dr Švorc will continue to do legislation. And Dr. Pelikán was just as chosen as your criminally prosecuted Radek Šnábl, your brilliant arbitrary collector, who had his wife billed there for his wife and a criminal complaint filed against him. And you took him to the Treasury Department, and he's already been prosecuted for tax fraud. So I don't think we have anything to blame for. Dr. Pelikán is a reputable lawyer, and he's absolutely clean, unlike your cadres you had.
ParlaMint-CZ_2014-02-06-ps2013-006-03-023-073.u99	Thank you, Minister. I now give the floor to Member Olza Havlová, who was drawn in second place, to present oral interpellation to Minister of Agriculture Marian Jurečka. Mr Radek Vondráček will be ready. Please, madam, you have the floor.
