ParlaMint-FR_2021-06-11-O1301.u1	The next item is the debate on the draft amending finance law for 2021 (No. 4215, 4227).
ParlaMint-FR_2021-06-11-O1301.u88	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u89	I thank Mrs Pires Beaune for the amendment, which allows me to recall that we live in a country where income tax and taxation in general are particularly redistributive. It should be noted that 10% of the personal income tax (PPI) taxpayers pay 70% of the tax revenue and 2% pay 40% of the tax revenue; income tax has a highly redistributive effect. With the change in the scale, we reduced it by 5 billion for households, especially for those entering this tax, i.e. the first instalments. The IRPP is already redistributive and we have improved its progressivity and redistributivity. It meets the needs you expect and should not be changed as it is. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u90	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u91	Same opinion.
ParlaMint-FR_2021-06-11-O1301.u92	Mr François Ruffin has the floor.
ParlaMint-FR_2021-06-11-O1301.u93	The amendment, and the series following it, must be placed in the general context. In 12 months of health crisis, French billionaires saw their wealth increase by 55%. A fact checking makes it possible to correct this statement: it is not 55%, but 68%. At the same time, an additional 1 million people went to the People's Relief and other charitable associations. What are you doing in front of this? If it is not income tax, if it is not the solidarity tax on wealth, if it is not exceptional taxes, what do you expect in the face of the explosion of inequalities, both at the top and the bottom? Twenty years ago, the 500 largest French fortunes had the equivalent of 5% of GDP; At the time of Emmanuel Macron's election, that was 20%; one year later, 25%; We're about to cross the 40 percent mark. What are you going to use as an instrument if it's not income tax?
ParlaMint-FR_2021-06-11-O1301.u94	Mrs Emilie Cariou has the floor.
ParlaMint-FR_2021-06-11-O1301.u95	I'm learning that we have a 70% income tax bracket. I'm glad to hear that, but I imagine you're also taking social contributions into account.
ParlaMint-FR_2021-06-11-O1301.u96	That's not what I said!
ParlaMint-FR_2021-06-11-O1301.u97	But in reality, Mr. Saint-Martin, the higher the income and the lower the effective tax rate, because of the tax niches – corresponding to 100 billion – that we still don't see grooming. The rates you are announcing do not exist in France. On the other hand, everyone can observe this: the higher the income and the lower the effective tax rate, because the tax base is pitted by many mechanisms.
ParlaMint-FR_2021-06-11-O1301.u98	In view of the agenda, I call on you to respect the rules of the debate, namely two speakers per amendment, so that we can make good progress. Mrs. Christine Pires Beaune has the floor.
ParlaMint-FR_2021-06-11-O1301.u99	I agree with you, rapporteur-general, that income tax is progressive and redistributive. That is why we should use it more. The total income tax revenue is around $74 billion; the product reported by VAT, the most unfair tax, is double. We have to make choices and income tax seems to me to be a good tool: we could have asked for this extra effort in the current context.
ParlaMint-FR_2021-06-11-O1301.u100	The rapporteur-general has the floor.
ParlaMint-FR_2021-06-11-O1301.u101	Mrs Cariou, I said that 70% of income tax proceeds were paid by 10% of taxpayers, I did not mention tax rates.
ParlaMint-FR_2021-06-11-O1301.u102	Ah, fortunate you say so!
ParlaMint-FR_2021-06-11-O1301.u103	I also said that 2% of taxpayers paid 40% of the proceeds of this tax.
ParlaMint-FR_2021-06-11-O1301.u104	Luckily!
ParlaMint-FR_2021-06-11-O1301.u105	If that's not redistributive... No other country has such a level of income tax redistribution.
ParlaMint-FR_2021-06-11-O1301.u106	Mr Jean-Louis Bricout has the floor to support Amendment No. 178.
ParlaMint-FR_2021-06-11-O1301.u107	I will address the sensitive issue of the compensation of life attendants. They played an important role during the crisis: everyone goes with his thanks and his little words. Who could have no consideration for these dedicated women, under particularly delicate conditions during this period? Everyone knows the specific nature of their profession, in particular the difficult working conditions, but also the wages, hours and monthly, particularly low and fragmented working hours: many difficulties for a profession which mainly affects the privacy of families. A first reaction allowed the award of a bonus to recognize these difficulties, but it generated much debate and consultation with local authorities. Unfortunately, we have come to situations that are sometimes unfair, while living aids tend to say that, for the same trade and the same constraints, wages and recognition must be the same. This premium is insufficient and the sector faces major recruitment difficulties. The auxiliaries of life demand a complete revalorisation of the profession, of the statutes, but above all of the wages. While the Government had just committed itself to sharing with the departments the additional cost of an increase in wages, it could nevertheless be felt that it would fall back into the same way as the premium, with unequal treatment according to the statutes. This is why, perhaps because consensus has been reached, it is necessary to achieve a well-deserved, general and lasting revalorisation of wages. The State may also require the tax credit to be linked to the salary level of the life attendant.
ParlaMint-FR_2021-06-11-O1301.u108	What?
ParlaMint-FR_2021-06-11-O1301.u109	Employers could then benefit from the solidarity of the State provided that they respected a certain level of wages. That is the point of the amendment. All living aids would benefit, including those employed by private employers.
ParlaMint-FR_2021-06-11-O1301.u110	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u111	I believe that the amendment seeks to draw the Government's attention to this category of persons. You're right to salute their work. However, this is not precisely a tax issue. I therefore propose that you withdraw the amendment, otherwise the opinion will be unfavourable.
ParlaMint-FR_2021-06-11-O1301.u112	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u113	Same opinion. The wording of the amendment does not specify the link between the level of remuneration and the tax credit. In addition, the employment of a home helper is covered either by the tax credit that you apply for without changing it or by terms related to social security coverage.
ParlaMint-FR_2021-06-11-O1301.u114	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2021-06-11-O1301.u115	I will withdraw it, because it is indeed an appeal amendment. The introduction of the premium has created difficulties, the same will apply to the revalorisation of wages. I wonder how you will force individual employers to increase the wages of home employees. A solution must be found to impose a minimum wage, that people think that they enjoy the solidarity of the state to employ someone, but on condition that they pay a correct wage, as the auxiliaries of life and all other employees at home deserve. Such a system would have the advantage of covering all categories.
ParlaMint-FR_2021-06-11-O1301.u116	I call Mr Laqhila to support Amendment No. 458.
ParlaMint-FR_2021-06-11-O1301.u117	He was tabled in association with my colleague Jean-Paul Mattei. The single flat-rate levy is a good measure since it has brought in additional revenue to the State. With regard to the taxation of personal income, if the taxpayer opts for the income tax scale instead of the single flat-rate levy, this choice is comprehensive and irrevocable. It can take this option every year, regardless of the choices made in previous years. Unfortunately, many taxpayers are wrong by checking the box on the return. The amendment is therefore intended to delete the word "irrevocable".
ParlaMint-FR_2021-06-11-O1301.u118	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u119	Unfavorable opinion. For administrative and technical reasons, it is much more complex to reconsider this choice of scale, once implemented. Moreover, this opinion is motivated by the way in which the tax administration accompanies taxpayers. The Law for a State Serving a Trusted Society (ESSOC) enshrined the right to error. The PFU is proposed by default: a taxpayer only opts for the scale after calculating that the scale was more interesting to him – and that's very good. As the administration directs you as a priority to the UFP, we have the right not to know that it is more interesting to choose the scale, but the opposite is not true. The current law is justified and consistent, so it is not necessary to make the choice of scale revocable, especially since it would be very complex to administer the floats caused by over-returns between PFU and IR scales.
ParlaMint-FR_2021-06-11-O1301.u120	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u121	I would add that revocability would pave the way for optimisation. Request for withdrawal or unfavorable notice.
ParlaMint-FR_2021-06-11-O1301.u122	Mr. Mohamed Laqhila has the floor.
ParlaMint-FR_2021-06-11-O1301.u123	It is not about optimising: not everyone calculates what the tax will cost him. These are mistakes. In line with the right to the error that we created by voting the ESSOC law, I ask you to correct this article of the General Tax Code.
ParlaMint-FR_2021-06-11-O1301.u124	I have before me three amendments, Nos 147, 285 and 65, which can be discussed jointly. I call Mrs Sabine Rubin to support Amendment No. 147.
ParlaMint-FR_2021-06-11-O1301.u125	In his speech, Mr Bruno Le Maire spoke of his concern to combat inequalities through this PLFR. Back to context: an additional 1 million people live below the poverty line, while the wealth of billionaires has increased by 55 per cent. If you really want to fight inequality, I propose that you adopt this amendment, which aims to increase by three the exceptional contribution of high incomes, namely more than 250,000 euros per year. After sampling, they will have enough to live properly. This will help to effectively combat inequalities. Even the International Monetary Fund (IMF) recommends taxation of the richest.
ParlaMint-FR_2021-06-11-O1301.u126	Mr Stéphane Peu, in support of Amendment No. 285, has the floor.
ParlaMint-FR_2021-06-11-O1301.u127	Since the beginning of the legislature, there has been a fundamental disagreement between us in the area of tax justice. The debate will continue and will probably be at the heart of the campaign for the presidential election, as it has been at the heart of the yellow vest movement: the Government's fiscal policy is causing real malaise in the country. This amendment is intended to apply a one-time measure, inspired by a right-wing government – Mr Woerth must remember that. In 2011, the majority had introduced an exceptional high-income contribution to deal with the consequences of the 2008 crisis, explaining that it was necessary to demand an effort from the most affluent taxpayers, in a spirit of tax justice. It cannot be denied that the health crisis caused a major crisis and that an exceptional contribution would be just as justified in 2021. In order to respond to the urgency, we therefore propose to increase the rate of the first instalment of this exceptional high-income contribution from 3% to 8%, which corresponds for a single person to an income between 250,000 and 500,000 euros; for revenues between €500,000 and €1 million, we propose to increase from 4% to 10%. We're talking about the highest incomes here! This is a one-year interim measure, not a definitive one. This device would have a good yield. Above all, the country is very attentive to tax justice, but this measure would show that all French people contribute proportionately to the effort of national solidarity.
ParlaMint-FR_2021-06-11-O1301.u128	Mrs Emilie Cariou has the floor to support Amendment No. 65.
ParlaMint-FR_2021-06-11-O1301.u129	Thank you, Mr rapporteur-general, for your clarification of the scale of income tax. Mrs Pires Beaune's amendment was nonetheless interesting. While it is true that most of the income tax is paid by high incomes, VAT weighs all the more on the income of households as they are low. Nevertheless, the effective tax rate is higher for low-income households. I did not propose to raise the income tax scale, but the amendment that I support is intended to increase the exceptional contribution on high incomes. Mr. Peu recalled the context for its adoption in 2011; At the time, the measure was presented as a guarantee of budgetary seriousness vis-à-vis Europe, in order to ensure the most affluent contribution to the measures of budgetary responsibility adopted at the time. I propose rate increases measured against those covered by the previous amendments; My amendment also proposes deconjugalization.
ParlaMint-FR_2021-06-11-O1301.u130	What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2021-06-11-O1301.u131	We are indeed in disagreement, Mr Little, about how to resolve the crisis and the imbalance in public finances. I maintain that any increase in compulsory levies would at the moment be counterproductive, as it would be a negative signal in times of recovery, consumption and investment. As long as we are in a period of urgency and economic recovery, I will be against any proposal to increase taxes, whatever the author. I agree with you regarding the interest of the debate; we will have to have it when the crisis is over and we will be on the way to a visible and credible public accounts recovery. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u132	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u133	For the same reasons as the rapporteur-general has just explained, the Government will be against all proposals to increase compulsory levies. We remain on a line of fiscal stability, or even a reduction in compulsory levies. My answers will therefore be more laconic about the other amendments concerned.
ParlaMint-FR_2021-06-11-O1301.u134	Mrs Emilie Cariou has the floor.
ParlaMint-FR_2021-06-11-O1301.u135	I would follow the same reasoning if there were to be an increase in VAT, which weighs on the consumption of all households. But we are talking about annual income of 250,000 euros per tax share, or 500,000 euros for a couple: these people have the means to pay a small contribution increase.
ParlaMint-FR_2021-06-11-O1301.u136	That's not true.
ParlaMint-FR_2021-06-11-O1301.u137	Mr Stéphane Little has the floor.
ParlaMint-FR_2021-06-11-O1301.u138	We do not hope to resolve our disagreement with these amendments. They are not intended to adopt a long-term scheme, but a measure applicable for one year. We are not trying to upset the tax rule that you have given yourself and that we disagree. All French people are in an exceptional situation; A considerable amount of savings has been accumulated, but it should be noted that 70% of the French population is in debt, while the 20% of the French population is in debt during the health crisis. It would be important to give the country the sign of a fair distribution of effort.
ParlaMint-FR_2021-06-11-O1301.u139	Mr Jean-Paul Mattei has the floor.
ParlaMint-FR_2021-06-11-O1301.u140	I think it is important to discuss income tax, but I am not sure that a measure of this nature is profitable, particularly that proposed by Mr Little's amendment. Did you calculate the tax revenue that would result from its adoption? We will have to discuss this when we look at the next finance bill, when we get further back, and during the campaign for the next presidential election. I am more convinced of the value of possible measures concerning financial flows and capital gains, in particular flat tax, for which we have specific elements for reflection. With the exception of property income, which is already well-taxed, income has already borne social charges. On the other hand, there are questions about income from capital, particularly capital gains and dividend distributions. But, once again, this is a discussion that we will have to have in the context of the next PLF.
ParlaMint-FR_2021-06-11-O1301.u141	The Chairman of the Committee on Finance has the floor.
ParlaMint-FR_2021-06-11-O1301.u142	We have this debate almost every time we examine a finance law, especially in times of crisis. Income tax is essentially paid by the rich, as you say, by the highest income – all statistics and studies are proof of this. Overall, French tax systems are very redistributive, compared to those in force around the world. Many exceptional measures have already been adopted, such as the exceptional surtax on income tax, which is now well-established. Mr. Few propose a measure applicable one year and no more. First of all, there is no financial need, Mr Mattei is right to say so. Then, in France, any provisional measure becomes a rule, that's how it is.
ParlaMint-FR_2021-06-11-O1301.u143	That's right!
ParlaMint-FR_2021-06-11-O1301.u144	It is good that the debate takes place, but that is not how the French economy will get away with it. The rate of compulsory levies, even if it is an average, is sufficiently high; We must not increase it if we want to make us want to do business.
ParlaMint-FR_2021-06-11-O1301.u145	Mrs Patricia Lemoine has the floor in support of Amendments Nos 437, 438 and 439, which can be put together.
ParlaMint-FR_2021-06-11-O1301.u146	These amendments, proposed by Mr Aina Kuric, introduce an income tax credit for up to two years on an experimental basis to encourage the reconditioning and repair of electrical and electronic products. The tax credit represents 25% of expenses up to EUR 250 per taxpayer per taxation year.
ParlaMint-FR_2021-06-11-O1301.u147	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u148	It is unfavorable: I do not think that the tax tool is the most relevant to encourage the re-use and repair of these products.
ParlaMint-FR_2021-06-11-O1301.u149	Mr Jean-Louis Bricout has the floor.
ParlaMint-FR_2021-06-11-O1301.u150	At the first reading of the PLF for 2021, the Senate had introduced the carry back system in a more limited proportion, since it capped the scheme at EUR 5 million and did not change the number of years carried back. Olivier Dussopt had told senators that going further would be too expensive; its comments had been confirmed by Laurent Saint-Martin, who had estimated that, capped at this level, the scheme would cost 850 million euros. We would therefore like you to explain to us both your ideological shift, on the one hand, and to inform us on the other hand how the same totally deflated and extended to three years could cost only 400 million euros today. How can we have calm debates when your speech is at this point in doubt? I would add that in the context of a deletion amendment, the rapporteur-general argued that the increase in the ceiling would be relatively little, if any, for small businesses. In order to benefit from this measure, a company must have a deficit of more than EUR 1 million, which means that it has a large turnover. It is therefore pointless to say that a total removal of the ceiling, rather than its increase to EUR 5 million as proposed by the Senate, will mainly concern large companies.
ParlaMint-FR_2021-06-11-O1301.u151	Mr Stéphane Little has the floor.
ParlaMint-FR_2021-06-11-O1301.u152	Our group has not tabled an amendment to delete Article 1e r because we believe that the carry back scheme has a number of advantages in terms of the cash flow of companies and that its extension to three years instead of one can also be interesting. Nevertheless, we do not understand the value of the total deflation of the scheme: the ceiling of EUR 1 million already allows for the integration of many companies. By admitting that large SMEs have suffered heavy losses and that the ceiling is too low, it could have been raised rather than completely eliminated. The risk is that it is mainly the large companies that benefit from the deflation. We are therefore bored by the blurry surrounding this measure. You are deploring the scheme a little, with a wet finger, considering that it should cost about 400 million euros, but this figure is not in line with the estimates made by the rapporteur-general during the debate on the PLF for 2021, according to which the increase in the ceiling to 5 million euros would already cost 850 million euros. Logically, deploring should cost a lot more. We therefore do not want Article 1 to be deleted, but we are expressing a question.
ParlaMint-FR_2021-06-11-O1301.u153	Mrs Emilie Cariou has the floor.
ParlaMint-FR_2021-06-11-O1301.u154	Deficits can be carried forward, over future years, or backwards. In the latter case, the deferral generates a debt from the State which has to repay the IS to the company. You are now proposing that we deflate a system that had so far been capped at EUR 1 million and allow losses to be carried forward over three years instead of one. This wide opening of the carry back will result in IS claims for large companies, as indicated above, in so far as the amounts concerned are quite significant. This amounts to creating a new aid for businesses that is likely to be massive, and we ask to be precisely informed about the figures for this measure.
ParlaMint-FR_2021-06-11-O1301.u155	I call Mrs Sabine Rubin to support Amendment No. 146, which deletes Rule 1.
ParlaMint-FR_2021-06-11-O1301.u156	Our group would like this article to be deleted because, extended over three years and deplorable, the carrier back will benefit major groups without any compensation. This lack of counterpart poses a problem because tax secrecy does not allow us to know which groups will benefit from the scheme and its deflation. This may be the case for CAC40 groups, such as TotalEnergies or Société Générale, which, while recording losses in 2020, paid dividends. This is also the case of Engie, who declared 1.5 billion euros in losses in 2020 – but it is almost the amount of dividends that have been paid! It is still taxpayers who will bear the cost of this new tax pass trick. The groups I have just mentioned do not need cash aid: they have cash aid, since it is used to pay dividends! We therefore do not understand the meaning of this measure in the absence of a counterpart.
ParlaMint-FR_2021-06-11-O1301.u157	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u158	He's unfavorable. I would like to recall the reasons why I consider that the deplorable carry back is necessary today, in the summer of 2021, when it was not a year ago. We adopted this scheme in the framework of PLFR 3 for 2020, almost a year ago, primarily for SMEs. At that time, we had not deliberately deplorable it so that it would remain for them as a matter of priority. But you did not escape the fact that the crisis continued and that two new confinements took place. It is through a snowball effect that some mid-sized companies (ETI) and large companies – not all – have encountered difficulties. I would point out that Article 1 makes all undertakings eligible for the deflation of carry back and that it will therefore be useful for the cash flow of all undertakings. Support for the cash flow of large companies is not a gift: it is a necessity for them to hold and for the jobs and activities of subcontractors to be maintained. Article 1 is therefore necessary. [[Exclaims on the SOC benches]] I would also like to point out an important detail: this is not a budgetary cost to the State but a cash cost, which is very different. It's very different for the taxpayer! This will enable all companies in France to go through the end of the economic crisis and to tackle recovery with the best weapons and investment capabilities.
ParlaMint-FR_2021-06-11-O1301.u159	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u160	It is also unfavourable, for the reasons set out by the rapporteur-general. We considered a year ago the extension of the carry back as premature, and its cost as too high, for results that we did not think were sufficient. This arrangement is more appropriate today in the wake of the crisis, which is why we proposed it. The cost – cash flow, as the rapporteur-general pointed out – is approximately EUR 400 million per year. The cost that had been mentioned in the debates on the PLF for 2021 was the overall cost, for several years, of simply raising the ceiling from EUR 1 million to EUR 5 million.
ParlaMint-FR_2021-06-11-O1301.u161	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2021-06-11-O1301.u162	I understand that the scheme represents a cash cost to public finances, and that it is not an exemption. But what do you say about the companies eligible for the carry back, which will certainly have recorded losses but which, despite these losses, will have emptied their cash by distributing the existing profits in the form of dividends? How can they justify distributing dividends and benefiting from the measure because they have losses? We're really expanding the carry back to companies that absolutely don't need it. It is the absence of counterparties that is aberrant: these companies can nevertheless pay dividends.
ParlaMint-FR_2021-06-11-O1301.u163	The meeting was suspended.
ParlaMint-FR_2021-06-11-O1301.u164	The meeting was resumed. I have before me three amendments, Nos 319, 100 and 364 which may be submitted to a joint debate. I call Mr Michel Castellani to support Amendment No. 319.
ParlaMint-FR_2021-06-11-O1301.u165	This amendment tabled by Sylvia Pinel was drafted in consultation with the French Federation of Buildings. The price shock on most construction materials results in a sharp increase in the need for working capital for construction firms. The recent recovery in the cash flow of construction companies, which was achieved thanks in particular to the State-guaranteed loans (GLP) subscribed, will therefore be absorbed and then compromised by rising costs. This may also lead to a deterioration in the balance sheets. In order to limit the immediate impact on the cash flow of companies, it is proposed to extend the right to early repayment of the carrier back claim from the time of filing of the statement of profit and loss to companies whose accounts will be closed until the end of September 2021. Mobilizing the carry back would allow them to have immediate cash flow assistance.
ParlaMint-FR_2021-06-11-O1301.u166	Mrs Véronique Louwagie has the floor to support Amendment No. 100.
ParlaMint-FR_2021-06-11-O1301.u167	On 4 May, I asked the Government about the impact of the increase in the cost of materials and its impact on the construction industry. Since then, Bercy's recommendation has been to freeze the late penalties, as well as the price revision for future public procurement, but these two elements are not enough to address the untenable situation of companies today for the current public procurement, as well as for the private markets of the social providers. While construction firms have recently been able to recover their cash flow, notably through the EMPs, rising commodity prices are likely to jeopardize this recovery, which could very quickly be absorbed by rising costs. This would then result in a deterioration of the balance sheets, which are burdened by work sites that are systematically carried out at a loss or without margin. In order to limit the impact of rising commodity prices on the cash flow of companies, you are proposed with this amendment to extend the right to early repayment of the carry back expenditure to companies whose accounts are closed until the end of September 2021: this would allow at least part of the increase in the cost of raw materials to be absorbed.
ParlaMint-FR_2021-06-11-O1301.u168	I call Mrs Emmanuelle Ménard to support Amendment No. 364.
ParlaMint-FR_2021-06-11-O1301.u169	This amendment, close to those who have just been defended, aims to make it possible to carry back not only until half of 2021, i.e. until 30 June 2021, nor until 30 September as Mr Castellani and Mrs Louwagie have just asked, but until the end of 2021. The aim is to extend the right to early repayment of the carrier back claim from the date of filing of the statement of profit and loss to undertakings whose accounts will be closed until 31 December 2021. Since it is a question of closing accounts, I take the opportunity to relay a request from the accountants in my constituency. General accounts approval meetings are expected to be held within six months of the closing of the accounts, i.e. before 30 June 2021 for the accounts closed at 31 December 2020. Last year, an additional deadline had been granted – until 30 September 2020 – but this is not the case this year, when some 2020 accounts are unfortunately still not finalized and the auditors cannot issue their reports within the deadlines. Would it be possible to extend the closing date of the accounts to 30 September 2021?
ParlaMint-FR_2021-06-11-O1301.u170	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u171	Although you have not indicated this, what your amendments allow is, above all, the cumulation of the advance repayment of the carrier back claim and the deflation provided for in Article 1. However, this would result in a cash lag for the State, in my opinion unreasonable, and in any event very excessive in relation to the needs. In addition to last year's third amending finance law, the deflation provided for in Article 1 is sufficient in relation to needs. I repeat, the combination of measures that you propose is excessive, both for the state's balance sheet and for the needs. I am therefore against these amendments.
ParlaMint-FR_2021-06-11-O1301.u172	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u173	With regard to the difficulties faced by the construction sector, particularly as a result of the rise in the cost of raw materials, I do not think that the answer can be of a fiscal nature. Other tools are envisaged and, from the beginning of next week, a sector committee will meet to provide additional responses to the sector. As far as the question of accountants is concerned, as far as we are aware, everything is going well: the exit from crisis allows general meetings to be held in satisfactory conditions. That is why we do not think it appropriate to extend the deadline. In any event, you should be aware that if a time lag of a few days or weeks was found for a particular company, the tax administration would apply the benevolence instructions given to it. I am therefore against the three amendments.
ParlaMint-FR_2021-06-11-O1301.u174	I call Mrs Emmanuelle Ménard to support Amendment No. 366.
ParlaMint-FR_2021-06-11-O1301.u175	Thank you, Minister Delegate, for your benevolence instructions. I will share this with the accountants in my constituency who have asked me to do so. This amendment also responds to one of their requests. The aim is to open up the possibility of imputing the deficit recorded for the first deficit year closed to the declared profit of the previous financial year, or even to the fifth financial year back. Of course, the immediate advance refund of the ferry ferry k would be maintained.
ParlaMint-FR_2021-06-11-O1301.u176	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u177	Unfavorable opinion. The imputation until the previous fifth financial year seems excessive.
ParlaMint-FR_2021-06-11-O1301.u178	On Amendment No 379 and on Article 1, I have a request from the Socialist and Related Group for a public vote. Votes are announced in the National Assembly. We come to two amendments, Nos 379 and 318 which can be discussed together. Mrs Pires Beaune has the floor to support Amendment No. 379.
ParlaMint-FR_2021-06-11-O1301.u179	Article 1 removes the ceiling for the carry back device, which is a potentially effective measure. The Government tells us – and repeats today – that this is a cash flow measure: it improves the cash flow of companies at the expense of the State, but the State will eventually touch on what is owed to it. For our part, we consider that this provision is not financially neutral. It amounts to lending EUR 400 million per year to businesses, which translates into a potential cost of EUR 2 billion in terms of cash flow. I will quote Gilles Carrez, former rapporteur-general, who in a February 2017 report wrote: "a loss of cash is a quantifiable cost in terms of interest rates and financing needs". This is compounded by the fact that the amount of corporate tax to be paid by businesses on a staggered basis will not be adjusted to take into account the effects of inflation. The opportunity cost is also not assessed and the risk of default of the undertakings to which the State consents these liquidity facilities is also not taken into account. Of course, evaluation is not easy to do. We cannot be sure of the figures, as we have seen with the third PLFR for 2020 and with this one. In view of these uncertainties of estimation and the potential costs of this provision, we propose a ceiling of EUR 3 million.
ParlaMint-FR_2021-06-11-O1301.u180	I call Mr Michel Castellani to support Amendment No. 318.
ParlaMint-FR_2021-06-11-O1301.u181	This amendment by Charles de Courson provides a better framework for the arrangement of the carrier back mechanism. If this facilitation of the delay has a certain interest, temporarily, blowing up all the locks cannot be the solution. It is therefore proposed to impose a ceiling of EUR 2 million.
ParlaMint-FR_2021-06-11-O1301.u182	What is the committee's opinion on these two amendments under joint discussion?
ParlaMint-FR_2021-06-11-O1301.u183	Mrs Pires Beaune, you are absolutely right, if this measure does not involve a budgetary cost, it has a cash cost, as I have already taken care to stress. But if we put in place a ceiling of EUR 3 million, we should also give up the scheme put in place in Article 1e r because this would prevent the main ETIs and large companies from benefiting from it. And all the beneficial effects for the subcontractors and the positive externalities I have described would be lost. As I am referring to Article 1, I do not want this limitation. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u184	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u185	The rapporteur-general's remark allows me to point out that our objective here is to help in particular the ETIs, particularly those who have suffered heavy losses as a result of the crisis, those of events, of aeronautics or those involved in the supply, supply and catering chains at airports. It is therefore important to displease. Unfavorable opinion.
ParlaMint-FR_2021-06-11-O1301.u186	I put to the vote Amendment No 379.
ParlaMint-FR_2021-06-11-O1301.u187	The result of the vote is as follows: Number of voters 50 Number of votes cast 50 Absolute majority 26 For adoption 6 Against 44
ParlaMint-FR_2021-06-11-O1301.u188	I call Mrs Lemoine to support Amendment No. 441.
ParlaMint-FR_2021-06-11-O1301.u189	It aims to enable all companies hard hit by the health crisis to obtain early repayment of their carrier back claims. We propose to renew this measure in 2021, which demonstrated its effectiveness in 2008 and 2020.
ParlaMint-FR_2021-06-11-O1301.u190	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u191	Disadvantaged, for the reasons set out above.
ParlaMint-FR_2021-06-11-O1301.u192	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u193	Same opinion.
ParlaMint-FR_2021-06-11-O1301.u194	Mrs. Christine Pires Beaune has the floor.
ParlaMint-FR_2021-06-11-O1301.u195	Of course, PLFR 3 allowed early repayment but within a ceiling of EUR 1 million. The cumulation of displeasing and repayment could, I fear, cause some inconvenience to Bercy!
ParlaMint-FR_2021-06-11-O1301.u196	The President of the Committee on Finance has the floor to support Amendment No. 415.
ParlaMint-FR_2021-06-11-O1301.u197	There is not just the carry back in article 1; The Government is a bit of a fool in its way of doing things. Its final paragraphs provide that certain aid from the Solidarity Fund will no longer be exempt from tax and social charges, whereas tax and social neutralisation had been the rule until then. This will be the case for aid linked to the compensation of fixed costs, difficulties in the disposal of stocks and ski lifts, which will make a difference. It's not nothing! If the Government is planning an exit from the whistle, it would have to say so that we can have a debate on it. I propose to allow the tax and social neutralisation of all solidarity fund aid to continue. If companies benefit from it, it is that, as a matter of principle, they need to be supported. This exemption must be clear and simple. In any case, you cannot introduce such a change by trying to pass it mysteriously under the radar in favour of an article centered around another device.
ParlaMint-FR_2021-06-11-O1301.u198	What is the opinion of the committee?
ParlaMint-FR_2021-06-11-O1301.u199	State aid is considered to be products and subject as such to taxation. The European Commission has endorsed the exemption of only some aid. In absolute terms, I would not be against your proposal, but it does not fit into the state aid architecture at European level. It will therefore be a request for withdrawal or an unfavorable opinion. I invite you to ask the Government for details on how the European Commission considers state aid linked to the crisis.
ParlaMint-FR_2021-06-11-O1301.u200	What is the Government's opinion?
ParlaMint-FR_2021-06-11-O1301.u201	A few words to try to reassure the chairman of the commission and to show him, if necessary, that the Government and I do not behave like a fool. When we took the tax exemption from solidarity fund aid with you, it amounted to EUR 1500 per month and mainly concerned companies with less than 10 employees. Whatever the amounts, the Solidarity Fund remains completely tax-free. On the other hand, sectoral or special aid, particularly aid for fixed costs, is subject to taxation. Our objective is twofold: to maintain the tax exemption for the solidarity fund as such and to subject to tax, as is the traditional case, special arrangements, especially when they represent very large sums. We must have in mind the rapporteur's argument on European constraints, but also the fact that these "fixed costs" aids are, in the vast majority of cases, paid to companies which will not make profits, since we have had to accompany them. The risk that the President pointed out in his argument is not, in our view, proven. Request for withdrawal or unfavorable notice.
ParlaMint-FR_2021-06-11-O1301.u202	The Chairman of the Committee on Finance has the floor.
ParlaMint-FR_2021-06-11-O1301.u203	There are no differences in the nature of the solidarity fund's aid! These are support – and there were not only the EUR 1500, but also the EUR 10000 or 20% of turnover up to EUR 200000 – paid to companies in urgent need and most of them do not make profits. I understand, Mr rapporteur-general, that the payment of State aid must be compatible with Community rules, but I am not sure that the Government asked the Commission whether the aid in question could also be regarded as State aid which could be exempted. That is a point to be clarified. There is no reason to make differences: either there is a solidarity fund or there is none.
