ParlaMint-FR_2021-06-09-O1296.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1296.u163	Mr Xavier Breton's Amendment No 410 is being defended, as is Mrs Anne-Laure Blin's No 849 and Mr Marc Le Fur's No 1316. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u164	Unfavorable.
ParlaMint-FR_2021-06-09-O1296.u165	I call on the Secretary of State for Children and Families to give the Government's opinion.
ParlaMint-FR_2021-06-09-O1296.u166	Same opinion.
ParlaMint-FR_2021-06-09-O1296.u167	Amendment No 915 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u168	I have before me a number of amendments, Nos 207, 411, 850, 1321 and 1626, which can be discussed jointly. Amendments Nos 207, 411, 850 and 1321 are identical. Amendment No 207 by Mr Patrick Hetzel is being defended. Mr Julien Ravier has the floor to support Amendment No. 411.
ParlaMint-FR_2021-06-09-O1296.u169	This amendment proposes a clarification. The word "parents" is replaced by the words "father" and "mother" in the first sentence of article 4, paragraph 5. The challenge is to affirm the equality of filiations at the head of the civil code while maintaining sexual otherness in the kinship. The custody of the seals told us earlier that this law was a law of equality seeking the best interests of the child and equality between children, but that is not true! You know that. You are creating discrimination between children!
ParlaMint-FR_2021-06-09-O1296.u170	He's right!
ParlaMint-FR_2021-06-09-O1296.u171	We have already said this in committee, and this has certainly been said in previous readings. Under the guise of trying to eliminate discrimination between adults and satisfy the desire of adults, you will create children who are at odds with each other. Some children will be born in a single parent family of a mother, others will be born with two mothers, others will be born with a father and a mother, which I wish them. It would therefore be appropriate to adapt the amendment to the Civil Code in the sense proposed by our amendment.
ParlaMint-FR_2021-06-09-O1296.u172	Mrs Anne-Laure Blin's identical amendments No 850 and Mr Marc Le Fur's amendments No 1321 are being defended. Amendment No 1626 by Mrs Blandine Brocard is being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u173	For the same reasons as those put forward in the last two years...
ParlaMint-FR_2021-06-09-O1296.u174	We'd still like to hear them!
ParlaMint-FR_2021-06-09-O1296.u175	... our opinion is unfavorable.
ParlaMint-FR_2021-06-09-O1296.u176	Amendment No 926 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u177	Identical amendments Nos 917 by Mrs Ménard and 1159 by Mr Bazin are being defended.
ParlaMint-FR_2021-06-09-O1296.u178	Identical amendments Nos 209 by Mr Patrick Hetzel, 412 by Mr Xavier Breton, 853 by Mrs Anne-Laure Blin and 1324 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u179	I have before me seven amendments, Nos 1526, 208, 413, 855, 1329, 867 and 935, which can be discussed jointly. Amendments Nos 208, 413, 855 and 1329 are identical. Amendment No 1526 by Mr Guillaume Chiche is being defended.
ParlaMint-FR_2021-06-09-O1296.u180	Identical amendments Nos 208 by Mr Patrick Hetzel, 413 by Mr Xavier Breton, 855 by Mrs Anne-Laure Blin and 1329 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u181	The same applies to Amendments Nos 867 and 935 by Mrs Emmanuelle Ménard.
ParlaMint-FR_2021-06-09-O1296.u182	I call Mr Bastien Lachaud to support Amendment No. 592.
ParlaMint-FR_2021-06-09-O1296.u183	Since 2016, persons wishing to change their sex in civil status can do so without having to sterilise or submit medical certificates. Transgender people can therefore find themselves in a parenting situation and face a legal vacuum regarding the establishment of filiation. However, the bill leaves legal difficulties in this area.
ParlaMint-FR_2021-06-09-O1296.u184	The amendment is therefore intended to ensure that the common legal system for the establishment of filiation applies, in particular where persons have had children without medical intervention or through reproductive medical assistance without third-party donors. This is a simple change, without great consequences, except the guarantee of equality for transgender persons in the establishment of filiation.
ParlaMint-FR_2021-06-09-O1296.u185	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u186	Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u187	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u188	Same opinion.
ParlaMint-FR_2021-06-09-O1296.u189	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2021-06-09-O1296.u190	I must admit that I would have preferred a slightly more elaborate answer, both from the rapporteur and from the Secretary of State, who did not even have to reply to my previous amendments. It's a kind of casual way of dealing with the issue of transgender people.
ParlaMint-FR_2021-06-09-O1296.u191	The Government has already refused to open medically assisted reproduction to transgender persons who have the physical opportunity to do so. Why? We'll never know. And now he refuses a simple measure to guarantee equality in filiation. What is the purpose of communicating on the subject? Why does Minister Olivier Véran post tweets about equality and the end of transphobia on World Day against Transphobia and Homophobia, if fifteen days later these principles are not applied when a bill is considered? Frankly, we're walking on our heads!
ParlaMint-FR_2021-06-09-O1296.u192	Mrs Coralie Dubost, rapporteur, has the floor.
ParlaMint-FR_2021-06-09-O1296.u193	This is not about contempt on our part, Mr. Lachaud. As you know, since we have already discussed this subject in each of the five reviews of the text in the House. You have already received the answer, but I am giving it again: this subject is not within the scope of the bill.
ParlaMint-FR_2021-06-09-O1296.u194	However, the amendment was not considered inadmissible!
ParlaMint-FR_2021-06-09-O1296.u195	Nothing has been voted on the subject in Article 1, which concerns only women's couples or single women who use the AGP; There is therefore no consequence in Article 4 in relation to filiation. So your amendment is almost out of the question.
ParlaMint-FR_2021-06-09-O1296.u196	Mr Gérard Leseul has the floor to support Amendment No. 972.
ParlaMint-FR_2021-06-09-O1296.u197	This is a withdrawal amendment which, in line with the amendments previously advocated, aims to extend the common law to married couples: they would therefore only need to consent to the gift before a notary, in accordance with Article 311-20 of the Civil Code.
ParlaMint-FR_2021-06-09-O1296.u198	Identical amendments Nos 210 by Mr Patrick Hetzel, 414 by Mr Xavier Breton, 856 by Mrs Anne-Laure Blin and 1333 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u199	I have before me five identical amendments, Nos 211, 415, 857, 1160 and 1336. I call Mr Patrick Hetzel to support Amendment No. 211.
ParlaMint-FR_2021-06-09-O1296.u200	It is intended to delete paragraphs 16 and 17 of article 4, which are contrary to the best interests of the child, since they would deprive the child of the possibility of bringing an action for paternity against his or her father. Unless the Government and the majority want to create further discrimination?
ParlaMint-FR_2021-06-09-O1296.u201	Identical Amendments Nos 415 by Mr Xavier Breton, 857 by Mrs Anne-Laure Blin, 1160 by Mr Thibault Bazin and 1336 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u202	I have before me seven amendments, Nos 874, 212, 416, 1337, 1627, 1628 and 878, which can be discussed jointly. Amendments Nos 212, 416 and 1337 are identical. Amendment No 874 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u203	The identical amendments No 212 by Mr Patrick Hetzel, Mr Xavier Breton's 416 and Mr Marc Le Fur's 1337 were defended.
ParlaMint-FR_2021-06-09-O1296.u204	Mrs Blandine Brocard has the floor to support Amendment No. 1627.
ParlaMint-FR_2021-06-09-O1296.u205	Imagine a single woman with a child from a LDC. The child who has reached the age of majority, the anonymity of the third-party donor is lifted; He can then find the donor and establish special ties with him. The amendment is intended to allow legal recognition of the relationship between the child and the donor if both request it.
ParlaMint-FR_2021-06-09-O1296.u206	No, they don't!
ParlaMint-FR_2021-06-09-O1296.u207	You have the floor, Mrs Brocard, to support Amendment No 1628.
ParlaMint-FR_2021-06-09-O1296.u208	It is in the same state of mind as the previous one. Unfortunately, children from LDCs may be abandoned at birth. We also find – it is the CECOS, the centres for the study and conservation of human eggs and semen, which say so – that some donors express an interest in the child from their donation that has been abandoned. Again, a parentage could be legally established between the child and the donor.
ParlaMint-FR_2021-06-09-O1296.u209	Amendment No 878 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u210	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u211	Unfavorable opinion for all the amendments under discussion. Mrs Brocard, I must answer you, because the point you are raising is important. The prohibition of the establishment of filiation between the donor and the child applies to all configurations, for one simple reason: the donor does not give to build a family story, a parenting relationship and a life story, but to accompany others in the construction of their own parenting project and their lifelong commitment to the child. This must not be disturbed at all, and there must never be any confusion between gift and parenthood.
ParlaMint-FR_2021-06-09-O1296.u212	You hypothesize that a child, who has become a major, finds a donor and links with him. If they wish, they will probably build a friendly relationship, which is not prohibited – great good for them. But in the construction of a child, even if he became an adult, a confusion between parenthood and the totally selfless gift – the donor chooses, at the moment he gives, to completely divest himself of the fruits of his gift – would be very dangerous.
ParlaMint-FR_2021-06-09-O1296.u213	Of course.
ParlaMint-FR_2021-06-09-O1296.u214	Do you imagine, under other medical circumstances, taking news of your gift? Once the donation has been made, the donor does not care.
ParlaMint-FR_2021-06-09-O1296.u215	As for Amendment No 1628, it terrifies me a little to imagine that a woman would abandon her child after an AMP journey – you are a woman, you probably know what that means. This may concern one in every one million women, but let's admit that this hypothesis exists.
ParlaMint-FR_2021-06-09-O1296.u216	Yes, yes!
ParlaMint-FR_2021-06-09-O1296.u217	In this case, like all children, the abandoned child may be adopted under Title VIII. But parentage by birth only concerns those who have caused the child to come into the world.
ParlaMint-FR_2021-06-09-O1296.u218	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u219	It seems to me that giving his gametes, it's not making a child. When I said that, I said everything. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1296.u220	You don't agree with me, Mrs. Brocard?
ParlaMint-FR_2021-06-09-O1296.u221	Oh, no!
ParlaMint-FR_2021-06-09-O1296.u222	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1296.u223	Contrary to what you say, you will create discrimination and remove rights. When a child comes from a single woman, it is very likely that he does not have a second parentage. Therefore, it is not clear what could be an obstacle to the establishment of the donor's paternity, unless it is part of a logic of deprivation of a right for the child.
ParlaMint-FR_2021-06-09-O1296.u224	What right? It's amazing!
ParlaMint-FR_2021-06-09-O1296.u225	Mr. Keeper of the Seals, you deprive children from a PMA of the right to have a father.
ParlaMint-FR_2021-06-09-O1296.u226	That's right!
ParlaMint-FR_2021-06-09-O1296.u227	Mr Bastien Lachaud has the floor for a point of order.
ParlaMint-FR_2021-06-09-O1296.u228	It is based on Article 98(6) of the Regulation. I would like to go back to the words of the rapporteur, who said that Amendment No 592 was out of the question. If that were the case, it would not have been considered admissible by the services concerned, especially given the rigid application – rigorist, I would say – that the majority has been making of Article 45 of the Constitution in the last few months. The amendment was therefore in the subject, and we could have had a substantive debate on the recognition of filiation for transgender people.
ParlaMint-FR_2021-06-09-O1296.u229	Thank you for this moment...
ParlaMint-FR_2021-06-09-O1296.u230	I'm sorry he wasn't.
ParlaMint-FR_2021-06-09-O1296.u231	Thank you. This will be brought to the attention of the office.
ParlaMint-FR_2021-06-09-O1296.u232	Amendment No 879 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u233	Amendment No 1266 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2021-06-09-O1296.u234	Amendment No 953 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u235	Identical Amendments Nos 213 by Mr Patrick Hetzel, 417 by Mr Xavier Breton, 616 by Mr Philippe Gosselin, 859 by Mrs Anne-Laure Blin, 1267 by Mr Thibault Bazin and 1338 by Mr Marc Le Fur are defended.
ParlaMint-FR_2021-06-09-O1296.u236	I have before me five amendments, Nos 215, 419, 863, 1341 and 883, which can be discussed jointly. Identical Amendments Nos 215 by Mr Patrick Hetzel, 419 by Mr Xavier Breton, 863 by Mrs Anne-Laure Blin and 1341 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u237	Amendment No 883 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u238	Amendment No 886 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u239	I have before me five amendments, Nos 216, 420, 865, 1342 and 1268, which can be discussed jointly. Amendments Nos 216, 420, 865 and 1342 are identical. I call Mr Patrick Hetzel to support Amendment No. 216.
ParlaMint-FR_2021-06-09-O1296.u240	Its purpose is to allow the judge to express himself or herself on the consent, which must not simply be an act done with a notary. It is about protecting children; protecting the weak involves the intervention of the judge. Unless again, you are not concerned about it.
ParlaMint-FR_2021-06-09-O1296.u241	Identical amendments Nos 420 by Mr Xavier Breton, 865 by Mrs Anne-Laure Blin and 1342 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u242	Amendment No 1268 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2021-06-09-O1296.u243	Identical amendments Nos 214 by Mr Patrick Hetzel, 418 by Mr Xavier Breton, 860 by Mrs Anne-Laure Blin, 939 by Mrs Emmanuelle Ménard, 1269 by Mr Thibault Bazin and 1339 by Mr Marc Le Fur are defended.
ParlaMint-FR_2021-06-09-O1296.u244	Identical amendments No 888 by Mrs Emmanuelle Ménard and No 1270 by Mr Thibault Bazin are defended.
ParlaMint-FR_2021-06-09-O1296.u245	I have before me five identical amendments, Nos 217, 421, 866, 1271 and 1343. I call Mr Patrick Hetzel to support Amendment No. 217.
ParlaMint-FR_2021-06-09-O1296.u246	It is intended to amend paragraph 19. It is not consent that establishes filiation, but the designation of the mother in the birth certificate, recognition or joint recognition. Again, contrary to what you say, you are pushing the law of filiation.
ParlaMint-FR_2021-06-09-O1296.u247	Identical amendments Nos. 421 by Mr Xavier Breton, 866 by Mrs Anne-Laure Blin, 1271 by Mr Thibault Bazin and 1343 by Mr Marc Le Fur are defended.
ParlaMint-FR_2021-06-09-O1296.u248	Identical amendments Nos 218 by Mr Patrick Hetzel, 422 by Mr Xavier Breton and 1345 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u249	Amendment No 537 by Mr Guillaume Chiche is being defended.
ParlaMint-FR_2021-06-09-O1296.u250	Amendment No 1272 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2021-06-09-O1296.u251	Mr Le Fur has the floor for a point of order.
ParlaMint-FR_2021-06-09-O1296.u252	It concerns the smooth running of the work. We are forced by the scheduled legislative time to set aside time to express ourselves on articles that will be discussed later, which prevents us from presenting all our amendments. Neither the rapporteur nor the keeper of the seals know such constraint, so they could logically elaborate their opinion on our amendments,...
ParlaMint-FR_2021-06-09-O1296.u253	From time to time!
ParlaMint-FR_2021-06-09-O1296.u254	...but they don't provide answers. There is something to ask, perhaps this silence is revealing something else.
ParlaMint-FR_2021-06-09-O1296.u255	Oh!
ParlaMint-FR_2021-06-09-O1296.u256	Anyway, since you're not subject to a time limit, at least respond!
ParlaMint-FR_2021-06-09-O1296.u257	[[Smile]] Mr Le Fur, you are the dean of this House, the most caped, if I may say so.
ParlaMint-FR_2021-06-09-O1296.u258	The wisest!
ParlaMint-FR_2021-06-09-O1296.u259	You know that all governments have proceeded in the same way,...
ParlaMint-FR_2021-06-09-O1296.u260	We're on schedule!
ParlaMint-FR_2021-06-09-O1296.u261	...to begin with those you have supported, as well as those I have supported, as likely will be the ones I will support. The Government is in charge of its expression, according to the Constitution and the regulations of the National Assembly. You wished to recall that the Government can speak; Nevertheless, appreciate his spirit of synthesis...
ParlaMint-FR_2021-06-09-O1296.u262	His spirit of synthesis, not his silence!
ParlaMint-FR_2021-06-09-O1296.u263	... since, as you know, if our debates are not completed at the close of business this evening at midnight, they may continue all night from Thursday to Friday, perhaps under your presidency.
ParlaMint-FR_2021-06-09-O1296.u264	[[Smiles and applause on the benches of the LaREM group]] He wants it!
ParlaMint-FR_2021-06-09-O1296.u265	I feel your impatience; At least try to camouflage her. It is Mr. Keeper of the Seals who has the floor.
ParlaMint-FR_2021-06-09-O1296.u266	Dean Le Fur, if we answered at length, you would excipiate an inequity, protesting that the government would take all its time, when yours would be counted. Whatever we do, we will not find thanks to your eyes.
ParlaMint-FR_2021-06-09-O1296.u267	That's not true!
ParlaMint-FR_2021-06-09-O1296.u268	You can still record a small video, as you know how to do!
ParlaMint-FR_2021-06-09-O1296.u269	I have just been told that our debates would actually take place on the night of Friday to Saturday.
ParlaMint-FR_2021-06-09-O1296.u270	[[Smile]] Wonderful!
ParlaMint-FR_2021-06-09-O1296.u271	I see that Secretary of State Adrien Taquet is looking forward to your visit.
ParlaMint-FR_2021-06-09-O1296.u272	I have before me twelve amendments, Nos 1629, 1273, 219, 423, 872, 1346, 942, 220, 424, 873, 1347 and 1527 corrected, which may be subject to a joint debate. Amendments Nos 219, 423, 872 and 1346 are identical, as are Amendments Nos 220, 424, 873 and 1347. Amendments Nos 1629 by Mrs Blandine Brocard and 1273 by Mr Thibault Bazin are being defended. Identical amendments Nos 219 by Mr Patrick Hetzel, 423 by Mr Xavier Breton, 872 by Mrs Anne-Laure Blin and 1346 by Mr Marc Le Fur are being defended. Amendment No 942 by Mrs Emmanuelle Ménard is being defended. Identical amendments Nos 220 by Mr Patrick Hetzel, 424 by Mr Xavier Breton, 873 by Mrs Anne-Laure Blin and 1347 by Mr Marc Le Fur are being defended. Amendment No 1527 corrected by Mr Guillaume Chiche is being defended. What is the committee's opinion on these amendments under joint discussion?
ParlaMint-FR_2021-06-09-O1296.u273	Unfavorable.
ParlaMint-FR_2021-06-09-O1296.u274	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u275	The subject has been discussed for at least the fourth time since the opening of the meeting; the text has been discussed six times and the matter has been discussed in committee. I have no doubt that you will suffer the brevity of my answer.
ParlaMint-FR_2021-06-09-O1296.u276	We'll certainly suffer!
ParlaMint-FR_2021-06-09-O1296.u277	In special commission, you weren't!
ParlaMint-FR_2021-06-09-O1296.u278	Unfavorable.
ParlaMint-FR_2021-06-09-O1296.u279	Unfavorable.
ParlaMint-FR_2021-06-09-O1296.u280	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u281	It is still the same, these amendments are intended to use adoption to establish filiation with women who do not give birth. Although I am discovering this very new subject, Mr. Chairman, my opinion is unfavorable.
ParlaMint-FR_2021-06-09-O1296.u282	Amendments Nos 621 by Mr Philippe Gosselin and 903 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2021-06-09-O1296.u283	I have before me two amendments, Nos 617 and 1274, which can be discussed jointly. Amendment No 617 by Mrs Annie Genevard is being defended. I call Mr Patrick Hetzel to support Amendment No. 1274.
ParlaMint-FR_2021-06-09-O1296.u284	It was tabled by Mr. Bazin and is intended to amend paragraph 22 in order to respect our right of filiation. The principle that the woman giving birth is recognized as the mother is maintained.
ParlaMint-FR_2021-06-09-O1296.u285	I have before me six amendments, Nos 1275, 222, 426, 876, 1109 and 1349, which can be discussed jointly. Amendments Nos 222, 426, 876, 1109 and 1349 are identical. Mr Thibault Bazin's Amendment No 1275 is defended, together with identical amendments No 222 by Mr Patrick Hetzel, Mr Thierry Breton's Amendment No 426, Mrs Anne-Laure Blin's Amendment No 876, Mr Pascal Brindeau's Amendment No 1109 and Mr Marc Le Fur's Amendment No 1349.
ParlaMint-FR_2021-06-09-O1296.u286	Mr Raphaël Gérard has the floor to support Amendment No. 740.
ParlaMint-FR_2021-06-09-O1296.u287	It is intended to redress an injustice created by the bill. The debate has already taken place in a special committee and at first reading. I was very pleased to hear our colleagues in the Republicans' Group brandish the best interests of the child throughout the review of Article 1. The amendment aims to extend the system of early joint recognition to all couples, whether homosexual or heterosexual, when using a third-party donor. In a special commission, Mr. Breton gave us a great deal of credit for the genetic narrative as the founding pillar of the family. However, we are creating discrimination between children born of the gift. Those born in a couple of gay women will have on the margins of their birth certificate a mention of the gift and conception by AMP, while those born in a heterosexual couple may remain in the lie, if the couple decides to hide their origins – this case is certainly not a majority, but it still exists. The best interests of the child require that he or she have access to his or her origins and that he or she has access to his or her history. A life that would be based on a pillar as essential as the genetic narrative, according to Mr. Breton, can thus be based on a lie only at the cost of serious difficulties on the day the child becomes aware of his or her mode of procreation, once he or she becomes an adult most often. The amendment therefore aims to create conditions for real equality between two children conceived in the same way, but in couples whose status is different, since one is heterosexual and the other is homosexual.
ParlaMint-FR_2021-06-09-O1296.u288	I have before me five amendments, Nos 948, 223, 427, 877 and 1350, which can be discussed jointly. Amendments Nos 223, 427, 877 and 1350 are identical. Amendment No 948 by Mrs Emmanuelle Ménard is being defended. I call Mr Patrick Hetzel to support Amendment No. 223.
ParlaMint-FR_2021-06-09-O1296.u289	Paragraph 29 of article 4 was revealing: the reference to man was so much to be deleted that one simply wrote "the one". The amendment is intended to read as follows: "A man who, after having consented to medical assistance in procreation, does not recognize the child who was born from it shall be liable to the mother and to the child. Unless there too, as we fear, you wanted to remove all male references.
ParlaMint-FR_2021-06-09-O1296.u290	The term "the one" is already masculine!
ParlaMint-FR_2021-06-09-O1296.u291	Identical Amendments Nos 427 by Mr Xavier Breton, 877 by Mrs Anne-Laure-Blin and 1350 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u292	No more explanation!
ParlaMint-FR_2021-06-09-O1296.u293	We have the right!
ParlaMint-FR_2021-06-09-O1296.u294	Amendment No 1277 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2021-06-09-O1296.u295	Identical Amendments Nos 224 by Mr Patrick Hetzel, 428 by Mr Xavier Breton and 1351 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u296	Amendment No 1279 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2021-06-09-O1296.u297	On Article 4, I have before me a request for a public vote by the La République en marche group. The vote is announced in the National Assembly. Identical Amendments Nos 225 by Mr Patrick Hetzel, 429 by Mr Xavier Breton, 950 by Mrs Emmanuelle Ménard and 1352 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u298	Identical Amendments Nos 1110 by Mrs Valérie Six and 1281 by Mr Thibault Bazin are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u299	Unfavorable.
ParlaMint-FR_2021-06-09-O1296.u300	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u301	Unfavorable.
ParlaMint-FR_2021-06-09-O1296.u302	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1296.u303	These amendments have been tabled for a specific reason, which the explanatory memorandum to Mr Bazin's amendment makes clear: to delete a provision which could be a Trojan horse for the GPA.
ParlaMint-FR_2021-06-09-O1296.u304	But the Troy War will not take place!
ParlaMint-FR_2021-06-09-O1296.u305	I have before me six amendments, Nos 226, 430, 880, 1353, 545 and 1630, which can be discussed jointly. Identical amendments Nos 226 by Mr Patrick Hetzel, 430 by Mr Xavier Breton, 880 by Mrs Anne-Laure Blin and 1353 by Mr Marc Le Fur are being defended. Amendments Nos 545 by Mr Guillaume Chiche and 1630 by Mrs Blandine Brocard are defended.
ParlaMint-FR_2021-06-09-O1296.u306	I have before me a number of amendments, Nos 228, 432, 882, 1357, 227, 431, 881 and 1356, which can be discussed jointly. Amendments Nos 228, 432, 882, 1357 and 227, 431, 881 and 1356 are identical. Amendments Nos 228 by Mr Patrick Hetzel, 432 by Mr Xavier Breton, 882 by Mrs Anne-Laure Blin and 1357 by Mr Marc Le Fur are being defended. Amendments Nos 227 by Mr Patrick Hetzel, 431 by Mr Xavier Breton, 881 by Mrs Anne-Laure Blin and 1356 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u307	I have before me a number of amendments, Nos 229, 433, 884, 1358 and 909 which can be discussed jointly. Identical Amendments Nos 229 by Mr Patrick Hetzel, 433 by Mr Xavier Breton, 884 by Mrs Anne-Laure Blin and 1358 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1296.u308	Amendment No 909 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u309	Amendment No 933 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2021-06-09-O1296.u310	I have two identical amendments before me, Nos 12 and 547. Mrs Laurence Vanceunebrock has the floor to support Amendment No 12.
ParlaMint-FR_2021-06-09-O1296.u311	Children born in LDCs must be afforded the same protection by the State regardless of their date of conception. Families who had used the LDC abroad in the past should be given the opportunity to obtain recognition of filiation, even late. The second reading helped to find a transitional solution for many of the families concerned: they could go to the notary and have filiation established. On the other hand, for families who are in conflict and do not agree to resort to such a procedure, we had to imagine another solution, which is contained in the proposal for a law of our colleague Monique Limon to reform the adoption. It has been adopted by the House, but it is not yet on the Orders of the Day of the Senate, and I fear it will never be. The amendment is intended to incorporate the proposed mechanism into the bill; It is simple: the mother who has not given birth could request the adoption of her child if the mother named in the birth certificate objects, without legitimate reason, to the establishment of the bond of filiation. This would allow for the recognition of filiation and all the rights and duties arising therefrom. The adoption of such a provision would, as soon as the text announced for this summer was promulgated, provide security to all families who had made a LDCs abroad in the past, failing which discrimination against certain families would persist, without a solution and whose children would remain separated from their second mother and siblings. It is time to act for the best interests of children, regardless of the legislative timetable.
ParlaMint-FR_2021-06-09-O1296.u312	Amendment No 547 by Mr Guillaume Chiche is being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u313	I share your will, like all colleagues in the presidential majority, who voted in favour of the bill to reform the adoption drafted by Monique Limon. On the other hand, I do not think it appropriate to endorse clause 4 of the bill. Mrs Limon's text, which deals with all issues relating to adoption and its various modalities, must be kept consistent. I would add a technical reason: as long as the condition of marriage is not lifted as provided for in the said text, the device loses all effect. I therefore urge that the provision be retained in Mrs Limon's bill and that it be adopted as soon as the timetable permits, since the guard of the seals has made a firm commitment on this point. Request for withdrawal, if not, unfavorable notice.
ParlaMint-FR_2021-06-09-O1296.u314	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1296.u315	I had, indeed, made a commitment on the calendar last July and I will keep it. If I understand your concern, the delicate question that you raise is not bioethics.
ParlaMint-FR_2021-06-09-O1296.u316	Are the first articles not bioethics?
ParlaMint-FR_2021-06-09-O1296.u317	[[Applause on a few benches of the LaREM group]] It will be dealt with in the context of the bill to reform the adoption, on the initiative of Deputy Limon, which the Government approves. The latter will keep his commitment and the bill will be debated in the Senate in the fall for final adoption before the end of the legislature. I therefore suggest that you withdraw your amendment.
ParlaMint-FR_2021-06-09-O1296.u318	All right!
ParlaMint-FR_2021-06-09-O1296.u319	I put Article 4 to the vote.
ParlaMint-FR_2021-06-09-O1296.u320	The result of the vote is as follows: Number of voters 92 Number of votes cast 92 Absolute majority 47 For adoption 68 Against 24
ParlaMint-FR_2021-06-09-O1296.u321	Mrs Monique Limon has the floor.
