ParlaMint-FR_2021-06-09-O1297.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1297.u138	[[Applause on a few benches of the LaREM group]] I prefer the term xenograft. This is a daily practice: it is by grafting human tumour cells into models of mice and rats that we finally have prospects for treating tumours. But let us take up the case of a species that is of concern to us. Why place stem cells in an extraembryonic environment of animal tissue? It is needed as a nourishing tissue, as well as to validate the stem state of the cells. The reference to zoonoses is due to research started several decades ago, the results of which are beginning to be interesting; They should be even more so in the long run, as I explained in the special committee. The zoonosis you cite refers to the miniporcs, well known to biologists, because their immune system is very close to that of man. I explained that this was probably the origin of the ban on the consumption of pork in certain religions, especially from hot areas. When an avian flu is transmitted to pigs, farmers and health and veterinary services know that the danger becomes great for humans. The idea is therefore to use this model to produce, for example, humanized hearts. The first successes are there. Indeed, the heart of these animals is, moreover, of a size comparable to that of the human heart. It is a question of one day providing an answer to the thousands of French people who are desperately waiting for a transplant. Another application concerns the conversion of liver cells to pancreatic cells – I concede that there are other approaches in this area. It is about making pancreas for transplants, with the hope of offering a solution to type 1 diabetes, a pathology that is still current. Indeed – I am speaking under the control of the doctors present here – insulin treatment is unfortunately not a solution, because it involves peaks and variations in the concentration of sugar in the body, harmful in the long term. [[Applause on a few benches of the LaREM group]] This is an overview of the reality, of the objectives with which such experiments are carried out. This is a very controlled and restricted field.
ParlaMint-FR_2021-06-09-O1297.u139	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u140	We will have an opportunity to discuss the chimera in the discussion of Article 17. To date, there is no law preventing the use of IPS cells in research laboratories for multiple applications, with the exception of embryo creation, which is clearly prohibited, regardless of the origin of gametes. I repeat, it is the researchers who are asking for guidance on these practices. Although this is the subject of article 17, you want to look at the case of chimeras now. All researchers will tell you: they are alternatives to human experiments. This technology has been used for decades, without any supervision: as the Council of State has pointed out, the law prohibiting the manufacture of chimera concerns only the insertion of animal stem cells into human embryos. This bill aims to increase supervision through Article 15 on IPS cells and Article 17, which aims to regulate, control and regulate chimera. Once again, these have existed for decades and have been the subject of hundreds of scientific publications. [[Mr. Jacques Marilossian applauds]] It is important for national representation to understand that we are considering a bioethics bill: we are doing everything possible but not desirable.
ParlaMint-FR_2021-06-09-O1297.u141	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2021-06-09-O1297.u142	We have already discussed these issues in the special committee and in previous readings of the text.
ParlaMint-FR_2021-06-09-O1297.u143	This is the sixth time!
ParlaMint-FR_2021-06-09-O1297.u144	We don't write about science fiction, we don't talk about fantasy; We are at the heart of our work as legislators in the field of bioethics. Should the law be erased in the face of the immense possibilities of science?
ParlaMint-FR_2021-06-09-O1297.u145	Of course not!
ParlaMint-FR_2021-06-09-O1297.u146	You tell us that the text tends to regulate practices that are possible but not framed today. Of which act. However, formally authorizing the transplantation of human embryonic or IPS cells into an animal embryo carries a risk of drift, even in the specific and limited cases of therapeutic research that you have described. The explanations that invoke medical and therapeutic reasons for pathologies that may not yet be known, or scientific advances that cannot be mastered, all the more raise our awareness that many of our debates relate to the animal condition and the balance between man's place and that of the animal in their environment. That is everything but a false debate, as we are trying to explain. Scientists working on the subject explain that some research should not be prevented, because it will enable scientific and medical progress to be made tomorrow. However, our conscience dictates us not to go too far, not to switch tomorrow into a world of science fiction and fantasies.
ParlaMint-FR_2021-06-09-O1297.u147	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-06-09-O1297.u148	[[Applause on several benches in the LR group]] I want to go back to the text to continue Mr Brindeau's statement, which I fully agree with. The text adopted by the Senate provided for the prohibition of research involving the insertion of human induced pluripotent stem cells into an animal embryo. It was an ethical red line. What are you doing? You transgress it, re-establishing the authorization to carry out research in this field – with only a simple declaration, the beautiful affair! Affirming that you are proposing an ethical improvement is a beautiful trickery.
ParlaMint-FR_2021-06-09-O1297.u149	Exactly!
ParlaMint-FR_2021-06-09-O1297.u150	If we hadn't talked about IPS, you wouldn't have known they existed!
ParlaMint-FR_2021-06-09-O1297.u151	Identical amendments Nos 278 by Mr Patrick Hetzel, 487 by Mr Xavier Breton, 990 by Mrs Anne-Laure Blin and 1457 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1297.u152	Mrs Blandine Brocard has the floor to support Amendment No. 1642.
ParlaMint-FR_2021-06-09-O1297.u153	It is intended to clarify paragraph 4. The text provides that, in the course of research carried out in the context of medical assistance in reproduction (AMP), no intervention may have as its object the modification of the genome; On the other hand, he said nothing about interventions aimed at another purpose, which would have the effect of altering the genome. The purpose of this amendment is therefore to specify "the object or effect of which is".
ParlaMint-FR_2021-06-09-O1297.u154	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u155	I admit I don't understand very well. In my view, the text is a perfect framework for the practice we are discussing. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u156	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u157	By definition, an accidental effect cannot be predicted. The text can remain as it is. Request for withdrawal, if not unfavorable notice.
ParlaMint-FR_2021-06-09-O1297.u158	Amendments Nos 1371 by Mr Thibault Bazin, 571 by Mrs Emmanuelle Ménard, 594 by Mrs Annie Genevard and 1125 by Mr Pascal Brindeau are defended.
ParlaMint-FR_2021-06-09-O1297.u159	I have before me eleven amendments, Nos 1372, 1126, 82, 96, 279, 489, 749, 992, 1373, 1458 and 1551, which can be discussed jointly. Amendments Nos 96, 279, 489, 749, 992, 1373, 1458 and 1551 are identical. I call Mr Patrick Hetzel to support Amendment No. 1372.
ParlaMint-FR_2021-06-09-O1297.u160	Paragraph 4 allows the unconditional creation of artificial gametes from induced pluripotent stem cells. The aim of this amendment is to circumscribe research and to revert to the principle of authorisation, rather than to adopt the principle of declaration, which is the least ethical.
ParlaMint-FR_2021-06-09-O1297.u161	Amendments Nos 1126 by Mr Pascal Brindeau and 82 by Mrs Emmanuelle Ménard are defended. Amendments Nos 96 by Mrs Annie Genevard, 279 by Mr Patrick Hetzel, 489 by Mr Xavier Breton and 749 by Mr Philippe Gosselin are being defended. Mrs Anne-Laure Blin has the floor to support Amendment No. 992.
ParlaMint-FR_2021-06-09-O1297.u162	Paragraph 4 tends to allow this research after a simple declaration to the Biomedicine Agency. You say that you want to lay down safeguards: it would be ethically more recommended to subject the research to an authorization.
ParlaMint-FR_2021-06-09-O1297.u163	Identical amendments Nos 1373 by Mr Thibault Bazin, 1458 by Mr Marc Le Fur and 1551 by Mr Julien Aubert are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u164	We voted in favour of Article 14 to adopt a declaratory system for embryonic stem cell research. The amendments you are defending are designed to distinguish induced stem cells by returning to a system of authorisation for research involving them. I thought our collective desire was to speed up research on IPS cells, to improve their production, in particular by finding solutions other than the four genes I mentioned earlier. Applying this research for authorization would be one of the best ways to discourage researchers from taking this direction, and to strengthen them in embryonic stem cell research. It is therefore crucial that the scheme be equivalent in both cases, i.e. declarative. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u165	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u166	Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u167	Amendments Nos 569, 572 and 102 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2021-06-09-O1297.u168	I have before me four amendments, Nos 109, 1127, 1375 and 703, which can be discussed jointly. Amendments Nos 1127 and 1375 are identical. Amendments Nos 109 by Mrs Emmanuelle Ménard and 1127 by Mrs Agnes Thill are defended. Mr Julien Ravier has the floor to support Amendment No. 1375.
ParlaMint-FR_2021-06-09-O1297.u169	The rapporteur, in committee, once again adopted an amendment aimed at reducing the penalty which the Senate had set for those conducting research on embryonic stem cells. Given the ethical impact of this type of research, punishment should be increased rather than reduced, which is a bad signal. You really have to be a deterrent. This amendment aims to increase the penalty to four years' imprisonment and €600,000 fine, instead of two years' imprisonment and €30000 fine.
ParlaMint-FR_2021-06-09-O1297.u170	Amendment No 703 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u171	First of all, I wish to send a message of trust to our researchers,...
ParlaMint-FR_2021-06-09-O1297.u172	That's not the point!
ParlaMint-FR_2021-06-09-O1297.u173	... which we measure, as we wear our masks, how well they meet our needs: we must encourage them. The world of research is not aware of crime situations like those you fear. Moreover, for a researcher, two years in prison and 30000 euros in fine are already a very heavy penalty, which he will not take the risk of being imposed. The current system is therefore already largely sufficient and dissuasive.
ParlaMint-FR_2021-06-09-O1297.u174	It depends on what he did!
ParlaMint-FR_2021-06-09-O1297.u175	I have been working in this area for a number of years, like others in this House, and I do not imagine a single colleague getting into such a situation. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u176	What about the lobbies?
ParlaMint-FR_2021-06-09-O1297.u177	What about conflicts of interest?
ParlaMint-FR_2021-06-09-O1297.u178	Mr Marc Delatte has the floor.
ParlaMint-FR_2021-06-09-O1297.u179	The progress of knowledge has always been a source of concern. How many counter-truths have we not heard about messenger RNA vaccines! This is why section 17 provides, for better interpretation of the 2011 Act, a legal framework, which opens up two possibilities for science, for research purposes. On the one hand, it makes it possible to modify the genome of a pre-implantatory supernumerary embryo intended for destruction, in particular with the technique CRISPR-CAS9, opening up perspectives in understanding development and in the evaluation necessary for the editing of the genome as an alternative for the management of previously incurable genetic diseases, as advised by the National Ethics Advisory Committee. On the other hand, it offers the possibility, always for research purposes, of integrating a few human pluripotent strains into an animal embryo, the host embryo being never a human embryo, in order to open up perspectives in the understanding of development and to nourish therapeutic hopes. I insist that the embryo thus constituted remains an animal embryo. While it is important to recall ethical prohibitions – creating an embryo de novo for research purposes or introducing a modification in the genome of the progeny, as provided for in Article 16-4 of the Civil Code and as stipulated in the Oviedo Convention, ratified by France – it is also important to remember that trusting researchers is also to give them the means to work in good conditions, in a suitable legal framework, in a responsible manner; If not, let us not complain that they find elsewhere more suitable places for their research activity. Article 17 reconciles scientific progress, respect for ethical principles and appropriate legislative framework.
ParlaMint-FR_2021-06-09-O1297.u180	I have before me eight deletion amendments, Nos 288, 502, 710, 755, 1005, 1128, 1468 and 1521. I call Mr Patrick Hetzel to support Amendment No. 288.
ParlaMint-FR_2021-06-09-O1297.u181	The second paragraph of Article 17 seeks to amend an article of the Public Health Code, so as to limit the prohibition it imposes and to relativize a major prohibition, enshrined in the Oviedo Convention: it suggests that the creation of human embryos by means other than the fusion of gametes would be possible. You're bypassing the Ovideo Convention, Mr. Rapporteur! We have already said that, and we have not received an answer on this point. However, the Court of Justice of the European Union has been very clear, notably in its Oliver Brüstle judgment against Greenpeace: the notion of a human embryo "must be understood widely". In this sense, the Court considers that every human egg must, from the stage of its fertilisation, be regarded as a "human embryo" if its fertilisation is likely to trigger the process of development of a human being. The same applies to "the unfertilized human egg, in which the nucleus of a mature human cell has been implanted, and the unfertilized human egg induced to divide and develop by parthenogenesis": they must be considered as "human embryos" which the current wording of Article 17 does not do. On the contrary, you cross a new red line and you are known to be very embarrassed about it. Again, we are warning, so that a number of points can be included in the history of bioethics debates. You take great responsibility for what can happen in the future!
ParlaMint-FR_2021-06-09-O1297.u182	Identical amendments No 502 by Mr Xavier Breton, 710 by Mrs Emmanuelle Ménard, 755 by Mr Philippe Gosselin and 1005 by Mrs Anne-Laure Blin are being defended. Mrs Valérie Six has the floor to support Amendment No. 1128.
ParlaMint-FR_2021-06-09-O1297.u183	I complete my colleague Hetzel's argument. We call for a ban on the creation of transgenic embryos. The prohibition is limited here to the creation of chemeric embryos by the addition of cells from other species to a human embryo. Article 17 thus extends the scope for the use of genomic publishing techniques in health research, subject to compliance with the principle of prohibiting the transformation of genetic characteristics transmissible to progeny. Thus, if the bill clarifies the prohibition on the creation of chemeric embryos, by prohibiting the insertion of cells from other species into a human embryo, it fully opens the way for research leading to the creation of chemeric embryos from animal embryos, to which cells of human origin would be added. The aim of this amendment is to delete Article 17 and to retain the current right, by prohibiting the creation of transgenic and chimeral embryos.
ParlaMint-FR_2021-06-09-O1297.u184	Amendment No 1468 by Mr Le Fur is being defended. Mr Julien Ravier has the floor to support Amendment No. 1521.
ParlaMint-FR_2021-06-09-O1297.u185	It is intended to delete Article 17, which paves the way for the creation of chemeric embryos intended for research. Such a practice is indeed highly questionable and a strict ban on any creation of a chimeric embryo, mixing human and animal. Article 17 is tantamount to allowing research on human embryos that were not born by the fusion of gametes, i.e. the creation of embryos for research, which is absolutely intolerable! Human-animal chimera embryos and their implantation for gestation are also allowed. In this regard, the Council of State has identified three risks: new zoonoses, risk of migration from human cells to the animal brain – just that – and risk of human appearance. Finally, section 17 allows for the modification of genetically modified embryos, which clearly paves the way for in vitro fertilization of three parents. Beyond defending the ethics of humanity, I wonder where the defenders of animals are.
ParlaMint-FR_2021-06-09-O1297.u186	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u187	It will be difficult for me to answer all the arguments, since we end up with three-parent IVFs... I'm gonna try to get rid of it. First of all, the Court of Justice of the European Union has in fact established, in its 2011 Brüstle v. Greenpeace judgment, that we must not confuse embryoids with embryos, leaving the different European countries free of their bioethical choices. You propose to delete Article 17, which would have the effect of preventing different things, starting with the possibility of adding human cells to animal embryos. However, such research is of real interest to research and is currently the subject of legal uncertainty, which Article 17 is intended to fill, thus responding to a request from the Council of State. Article 17 seeks to secure research into the animal embryo, while maintaining the prohibition on human-animal chimera. Why do we need this research? The role of scientists is to advance the field of knowledge and the field of therapies. Research on animal-human chimera is extremely promising. Some experiments could lead to important advances, such as those on pancreatic cells in mice, in the fight against diabetes, or in the production of humanized hearts in pigs, to solve problems of graft shortages. Of course, this issue is particularly sensitive for research aimed at creating interspecies blastocysts, with the aim of producing tissues and organs for possible transplants. This is a field where ethical standards are of particular importance, and they are already defined and applied by the scientific community. But it is also a field of very important therapeutic hopes, which must not be totally excluded for our future, and especially for the future of the sick. Secondly, the possibility is open to the use of techniques for targeted modification of the genome of human embryos being researched. It is, of course, totally strictly forbidden in our country, fortunately, to make genetic modifications on the embryos to be implanted. Embryos with mutations in in vitro culture are used to understand the impact of the mutation and what it induces at an early stage of development, for example, leading to failure of development. The drafting of Article 17 thus makes it possible to secure this research, in an in vitro framework: out of question of course to reproduce the Chinese model, which we have mentioned this afternoon. The publishing of the genome – this famous CRISPR-CAS9 technique or its derivatives – is of major scientific interest. It concerns, I repeat, embryos which are not implantable in the uterus and intended for destruction. This development would allow French researchers to take part in the development of new therapies and remain in the international concert, because the competition, trust me, is raging. [[Applause on a few benches of the LaREM group]] We must revitalize the field of research in France; We have many skills, unfortunately insufficiently valued. I therefore express an opinion which is unfavourable to all of these deletion amendments.
ParlaMint-FR_2021-06-09-O1297.u188	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u189	I can only agree with the rapporteur. On the issues we are talking about, at present, nothing is covered by the law. The Council of State has confirmed this. The three risks he identified were identified. But we need to continue reading: these developments "do not seem to be covered by the current ban [...] the location of the text in the Code of Public Health, within the section on sexual and reproductive health, the rights of women and the protection of the health of children, adolescents and young adults, as well as the preparatory work, suggest that it is not intended to cover research on the animal embryo. In this respect, the penalties provided for in article L. 2163-6 of the Public Health Code only punish research carried out without complying with the legislative and regulatory requirements on the human embryo. » The deletion of article 17 would therefore be a mistake.
ParlaMint-FR_2021-06-09-O1297.u190	I have before me several identical amendments, Nos 289, 503, 1006 and 1469. I call Mr Patrick Hetzel to support Amendment No. 289.
ParlaMint-FR_2021-06-09-O1297.u191	Here I would like to quote a collective including Jacques Testart, who published a rather interesting forum last year: "We do not want a genetically modified humanity! It is the risk here, to believe it: "Article 17 of the law... goes up a step in the possibility of manipulating the human embryo. It removes, with the support of the Government, one of the foundations of bioethics in the current public health code: The creation of transgenic or chemeric embryos is prohibited. It replaces this text with: Modification of a human embryo by addition of cells from other species is prohibited. Why lift the absolute ban on transgenesis and chimera? » This brings us to the real question: how far are we prepared to go in this matter? You're scrambling the human-animal border, scrambling the markers by injecting human cells into an animal. Are we going to change the nature of the animal, as Mrs Brocard said? Where is the border? Is there a threshold from which the nature of the animal is likely to change and is there a violation of the order of nature and taboo of the mixture of species? So many abyssal questions you tell us: circulate, there is nothing to see! Frankly, I am overwhelmed by the way bioethics debate is conducted.
ParlaMint-FR_2021-06-09-O1297.u192	Amendments Nos 503 by Mr Xavier Breton, 1006 by Mrs Anne-Laure Blin and 1469 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u193	I am not going to restart the debate because we could continue this conversation for a very long time. If you do not want to understand the interest of this article, I no longer know how to explain it to you. My opinion, of course, remains unfavorable given the importance of this research for therapeutic purposes.
ParlaMint-FR_2021-06-09-O1297.u194	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u195	We have exceeded 100 hours of debate on this bioethics law: it is wrong to say that there is no debate! You are quoting a tribune, I can quote others, and it will be a tribune against a tribune.
ParlaMint-FR_2021-06-09-O1297.u196	Why don't you do it?
ParlaMint-FR_2021-06-09-O1297.u197	Researchers have also explained how this technology has been used for several decades to study, for example, how cancer cells multiply or form metastases, to treat age-related macular degeneration or to propose new treatments for Parkinson's disease, without any voices raising against this method. It is these same researchers who, in conscience, because science, contrary to what you seem to think, is not necessarily done without conscience, demand regulation. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u198	Mr Jean Lassalle has the floor.
ParlaMint-FR_2021-06-09-O1297.u199	I will only do this one intervention to say that I do not understand that medically assisted procreation (MAP) can be supported by forgetting that there is behind pregnancy for others (GPA), I say it in conscience. There are so many abandoned children in the world! It is only necessary to circulate, even if the pandemic has prevented us from doing so in recent times, to realize that thousands, what I say, hundreds of thousands, millions of children have nothing or nobody. However, it would not take much to organize, under the auspices of the United Nations, a system to recognize and identify them, and then to fill those in France who wanted children. Having arrived at a time when much thought has been given to it, I cannot resolve to deal with your ideas, especially since I have had the privilege, like others here, of taking care of the adoption in my department for fifteen years. At the time, adopting was already a true journey of the fighter. Then came the social networks and those young people who asked their father, mother or two mothers if he had not left Saigon to satisfy their desire for a child at all costs; I am also thinking of this young Algerian who, on the day of his 15th birthday, asked his parents for accounts. What shall we say to those who were conceived solely to satisfy a child's desire, when there were hundreds of thousands of them in the world, who were abandoned and belonged to no one? I shall vote against this text.
ParlaMint-FR_2021-06-09-O1297.u200	[[Laughs on all benches]] Thank you, Mr Lassalle, it is never too late to address these issues, but we will return to section 17.
ParlaMint-FR_2021-06-09-O1297.u201	I have before me several identical amendments, Nos 282, 492, 707, 996, 1376, 1461 and 1522. Amendments Nos 282 by Mr Patrick Hetzel, 492 by Mr Xavier Breton, 707 by Mrs Emmanuelle Ménard, 996 by Mrs Anne-Laure Blin, 1376 by Mr Thibault Bazin and 1461 by Mr Marc Le Fur are defended. Mr Julien Ravier has the floor to defend Amendment No. 1522.
ParlaMint-FR_2021-06-09-O1297.u202	Paragraph 2 should be deleted. The prohibition on the creation of embryos for research must apply to all embryos, regardless of their method of production. Some work leads to the obtaining of models of the gastruloid type. However, these scientific models, which may consist of the aggregation of human pluripotent cells with extraembryonic tissue precursor cells, are used to study mechanisms of early development. That is why we want to make every effort to limit and ban embryo research.
ParlaMint-FR_2021-06-09-O1297.u203	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u204	These amendments combine gastroloids, organoids and embryos, which have nothing to do with anything. We are talking here about models – I would like to point out in passing that the organoid models that have allowed the manufacture of lung pieces have contributed quite interestingly to the understanding of the mode of action of covid – which collapse on themselves and are absolutely not destined to evolve. My explanations are therefore the same as before, and my opinion remains unfavorable.
ParlaMint-FR_2021-06-09-O1297.u205	On Article 17, I am seized by the La République en marche and the UDI group and independents of a request for a public vote. The vote is announced in the National Assembly. I have before me three identical amendments, Nos 283, 493 and 997. Amendments Nos 283 by Mr Patrick Hetzel and 493 by Mr Xavier Breton are being defended. Mrs Anne-Laure Blin has the floor to support Amendment No. 997.
ParlaMint-FR_2021-06-09-O1297.u206	Paragraphs 1 to 7 provide for the deletion of a provision in the Public Health Code that "the creation of transgenic or chimeral embryos is prohibited". The removal of the ban on the creation of transgenic or chemeric embryos means a contrario that researchers will be able to create in the laboratory transgenic and chemeric embryos. The reasons for the abolition of this founding prohibition of French bioethics law must be questioned. As has been pointed out by the Council of State, the ban on the creation of transgenic embryos is now "confronted with the evolution of techniques". It is therefore up to the legislator to prevent the scientific drift of the bioethics bill.
ParlaMint-FR_2021-06-09-O1297.u207	Scientist! There's something else!
ParlaMint-FR_2021-06-09-O1297.u208	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u209	I have already responded to this type of comment when it came to the deletion of article 17. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u210	The identical amendments No 752 by Mr Philippe Gosselin, No 1378 by Mr Thibault Bazin and No 1462 by Mr Le Fur were defended.
ParlaMint-FR_2021-06-09-O1297.u211	I have before me several identical amendments, Nos 568, 764, 1133, 1137 and 1523. Amendments Nos 568 by Mrs Annie Genevard and 764 by Mrs Emmanuelle Ménard are defended. I call Mr Patrick Hetzel to support Amendment No. 1133.
ParlaMint-FR_2021-06-09-O1297.u212	There should be a clear ban on the creation of transgenic and chimeral embryos. Fortunately, this has not happened in France but, recently, Spanish scientists have created 132 human-monkey embryos in China. Prohibitions must be enacted. This is a new proposal that we are making to put forward indisputable safeguards.
ParlaMint-FR_2021-06-09-O1297.u213	Amendment No 1137 by Mr Xavier Breton is being defended. Mr Julien Ravier has the floor to support Amendment No. 1523.
ParlaMint-FR_2021-06-09-O1297.u214	As we have often said, it is not because science makes things possible that we must allow them; The search allows us to hope for new finds – because we must not only look, but find – but that is not why we must allow everything. So we ask you to come back to the reason: when we talk about transgenic or chemeric embryos, we wonder what world we live in and where we go! France with this bioethics law must set an example and create safeguards that prevent us from going too far.
ParlaMint-FR_2021-06-09-O1297.u215	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u216	The objective of this text is precisely to avoid the drift that you legitimately fear. It sets a framework, while the Biomedicine Agency is doing its job. I am fully confident in the respect for the ethical standards that we are adopting, and I welcome their establishment, to serve institutions whose proper functioning I have no doubt. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u217	Amendments Nos 578, 579, 581 and 711 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2021-06-09-O1297.u218	Identical amendments No 629 by Mr Philippe Gosselin, No 998 by Mrs Anne-Laure Blin, No 1463 by Mr Marc Le Fur and No 1640 by Mrs Blandine Brocard are being defended.
ParlaMint-FR_2021-06-09-O1297.u219	Amendments Nos 577 and 587 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2021-06-09-O1297.u220	I have before me five identical amendments, Nos 285, 495, 999, 1380 and 1464. Identical amendments Nos 285 by Mr Patrick Hetzel, 495 by Mr Xavier Breton, 999 by Mrs Anne-Laure Blin and 1380 by Mr Thibault Bazin are being defended. I call Mr Patrick Hetzel to support Amendment No. 1464.
ParlaMint-FR_2021-06-09-O1297.u221	We propose to indicate: "The differentiation of human embryonic stem cells or gamete induced pluripotent stem cells is prohibited". This very clear and precise wording would make it possible to maintain an ethical red line.
ParlaMint-FR_2021-06-09-O1297.u222	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u223	I recall that we are trying to understand, in vitro, from the induced stem cells – the model with which I have exposed the limits, in terms of quality – the way gametogenesis is carried out. We need to understand this mechanism in order to fight more effectively against infertilities, infertilities. Of course, there has never been a question of creating embryos from these gametes. The text makes this prohibition very clear; It couldn't be clearer. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u224	Identical amendments No 287 by Mr Patrick Hetzel, No 497 by Mr Xavier Breton, No 753 by Mr Philippe Gosselin, No 1003 by Mrs Anne-Laure Blin, No 1379 by Mr Thibault Bazin and No 1466 by Mr Marc Le Furs.
ParlaMint-FR_2021-06-09-O1297.u225	Identical amendments Nos 286 by Mr Patrick Hetzel, 496 by Mr Xavier Breton, 1002 by Mrs Anne-Laure Blin and 1465 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2021-06-09-O1297.u226	I have before me five identical amendments, Nos 116, 498, 754, 1004 and 1467. Identical amendments No 116 by Mr Patrick Hetzel, 498 by Mr Xavier Breton, 754 by Mr Philippe Gosselin and 1004 by Mrs Anne-Laure Blin are being defended. I call Mr Patrick Hetzel to support Amendment No. 1467.
ParlaMint-FR_2021-06-09-O1297.u227	The wording proposed by our colleague Marc Le Fur is intended to clarify that any eugenic practice, through the selection or use of genetic modifications, is prohibited. This is still a very important issue. More than ever, we must be vigilant about the possibilities offered by technology. In a French bioethics law, we must reaffirm that there will be no eugenic practice.
ParlaMint-FR_2021-06-09-O1297.u228	What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1297.u229	Attention must be paid to what is written and what is proposed. If we adopt these amendments, we would simply refrain from resorting to gene therapy in our country. As I said, there are already 18 gene therapy products on the market. We soap children with spinal amyotrophy, to whom we give a chance to live. Worldwide, 1200 therapeutic trials are currently in phase 3. We have fantastic hopes; I invite you to look at the work presented each year by the French Association against Myopathy as part of the telethon. We cannot take the risk of banning the use of this therapy of tomorrow, which will also serve us, moreover: it is with this type of therapy that we will develop effective therapies against cancer. CAR-T cell treatments are nothing but gene therapies associated with cell therapy: white cells are extracted, modified to give them an appetite against tumour cells, and then reinjected. I cannot understand that you wish to prohibit this, and therefore cannot follow you. Unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u230	What is the Government's opinion?
ParlaMint-FR_2021-06-09-O1297.u231	I understand the intention of these amendments, but the fourth paragraph of Article 16-4 of the Civil Code prohibits any "transformation of genetic characters with the aim of altering the offspring of the person". I believe that is what you are asking for: these amendments are therefore satisfactory. In the absence of a withdrawal, I express an unfavorable opinion.
ParlaMint-FR_2021-06-09-O1297.u232	Identical Amendments Nos 284 by Mr Patrick Hetzel and 597 by Mrs Emmanuelle Ménard are being defended.
ParlaMint-FR_2021-06-09-O1297.u233	I put Rule 17 to the vote.
ParlaMint-FR_2021-06-09-O1297.u234	The result of the vote is as follows: Number of voters 127 Number of votes cast 126 Absolute majority 64 For adoption 87 Against 39
ParlaMint-FR_2021-06-09-O1297.u235	Amendment No 1381 by Mr Thibault Bazin is being defended. Mr Jean-François Eliaou, rapporteur of the special committee, has the floor to give the committee's opinion.
ParlaMint-FR_2021-06-09-O1297.u236	He's unfavorable.
ParlaMint-FR_2021-06-09-O1297.u237	I call on the Secretary of State for Children and Families to give the Government's opinion.
ParlaMint-FR_2021-06-09-O1297.u238	It is also unfavourable.
ParlaMint-FR_2021-06-09-O1297.u239	I have before me five identical amendments, Nos 290, 504, 659, 1008 and 1470. I call Mr Patrick Hetzel to support Amendment No. 290.
ParlaMint-FR_2021-06-09-O1297.u240	Everything about the unborn child concerns both parents. The current wording of the article is intended to diminish the parenting role of the non-child-bearing member of the couple. If, as a result of a diagnosis, the child is declared to have a condition, it is essential that both parents be aware of the risks they face – otherwise, it is the very principle of the couple that is called into question.
ParlaMint-FR_2021-06-09-O1297.u241	Identical amendments Nos 504 by Mr Xavier Breton and 659 by Mrs Emmanuelle Ménard are being defended. Mrs Anne-Laure Blin has the floor to support Amendment No. 1008.
ParlaMint-FR_2021-06-09-O1297.u242	The current wording of the article seems to mean that it would not really be necessary to keep the other member of the couple informed of the results of pre-implantation diagnoses. For our part, we consider that it is obvious that both members of the couple must be informed. The words "if it so wishes" should therefore be deleted, which are not appropriate in this case.
ParlaMint-FR_2021-06-09-O1297.u243	Amendment No 1470 by Mr Le Fur is being defended. What is the opinion of the committee?
