ParlaMint-FR_2021-07-06-E1003.u1	The next item is the question to the Government.
ParlaMint-FR_2021-07-06-E1003.u149	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-07-06-E1003.u150	I would like to be sure to answer your question correctly and therefore to have understood it perfectly. You talked about the state's support for communities, about caregivers, about early childhood coaches. If you want to talk about community involvement in the care of caregivers, it is obviously real; Brigitte Bourguignon, Adrien Taquet and I encourage departments to support wage increases. I am thinking of home helpers, for example, among other professions very strongly mobilized during the health crisis and for vaccination. [[Exclaims on the benches of the LR group]] Perhaps I will give you time to ask the end of your question again, if I had not answered you correctly...
ParlaMint-FR_2021-07-06-E1003.u151	Oh, there!
ParlaMint-FR_2021-07-06-E1003.u152	Yes, when you're not sure you understand a question well, it's better to take a little of your time so that it's asked again rather to answer next door!
ParlaMint-FR_2021-07-06-E1003.u153	Mr Arnaud Viala has the floor.
ParlaMint-FR_2021-07-06-E1003.u154	I'm confused to take you unnoticed, minister, but my question was not about the caregivers, but about the means that the state intends to entrust to the departmental councils to assume the new burdens that the laws currently being debated will place on them.
ParlaMint-FR_2021-07-06-E1003.u155	Yes! Shame!
ParlaMint-FR_2021-07-06-E1003.u156	The Minister has the floor.
ParlaMint-FR_2021-07-06-E1003.u157	The 4D law is being examined in Parliament, and Jacqueline Gourault and Adrien Taquet would answer you much better than I would on accompanying the new measures. I am sure that the issues you raise will be part of the debate in both the National Assembly and the Senate. [[Long protests on the benches of the LR group]] You have indeed mentioned many subjects that do not fit into the social field, but believe in the commitment of the state alongside the communities, to accompany them in all their missions.
ParlaMint-FR_2021-07-06-E1003.u158	Mr Alain David has the floor.
ParlaMint-FR_2021-07-06-E1003.u159	Madam Secretary of State for Persons with Disabilities, the Ségur de la santé has opened a new era for the hospital sector and EHPADs. We welcome that. It was both expected, necessary and so deserved. But he forgot the disability sector; the consultation has ruled out, in a totally unfair manner, the actors who work under private non-profit status for the care and support of people with disabilities. At the end of 2020, the Government entrusted Michel Laforcade with a mission to complement the actions of the Ségur, but the salary adjustment was extended to the private not-for-profit sector only in a very limited way. Institutions in the field of disability were still excluded. Thus, the Segur of Health has exacerbated the difficulties and destabilized organizations working in the field of disability. They're firing the alarm bell today! Rupture of equity, unfair competition, resignations, difficulties of recruitment, decrease in attractiveness of the sector, impoverishment of employees, rivalry between the professions of health and accompaniment... These harmful effects of Ségur have an impact on the social field and the disability sector. For example, an early-career in the same institution will receive a higher salary at a lower degree than a specialized educator. The point of rupture is near, or in some cases already reached, with a danger to users and professionals. [[Exclaims on the banks of the LaREM Group]] [[Applause on the SOC, FI and GDR benches]] The Government has recently shown itself in a negative way by refusing the deconjugalization of the AAH – adult disability allowance. What measures does it intend to take to better take disability into account?
ParlaMint-FR_2021-07-06-E1003.u160	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-07-06-E1003.u161	I think I heard about the Segur that the massacre had to be stopped. I'm not sure that's what you said!
ParlaMint-FR_2021-07-06-E1003.u162	It's better to laugh...
ParlaMint-FR_2021-07-06-E1003.u163	[[Applause on the benches of the LaREM and Dem groups. – Long protests on the benches of the LR and SOC groups. – Mr Alain David remains standing and vehemently protests]] [[Liveprotests on the banks of the LR, SOC and GDR groups]] If you're talking about 9 billion euros a year of salary increases for almost 2 million employees in our country, change bank, and change radically! If you're talking about the measure that leads to the biggest reduction in the wage gap between men and women in our country's history by seeing it as a waste, leave your group's benches! The socialists I knew were fighting to get pay increases for caregivers, for home helpers, for small wages, for women. They would have applauded an increase of one tenth of what we succeeded with the Segur!
ParlaMint-FR_2021-07-06-E1003.u164	He didn't listen to the question!
ParlaMint-FR_2021-07-06-E1003.u165	[[Same movements]] This majority voted for these wage increases, and they claim it! Together with Ségur, we have increased the income of nearly 2 million employees, 85 per cent of whom are women.
ParlaMint-FR_2021-07-06-E1003.u166	You're not answering the question!
ParlaMint-FR_2021-07-06-E1003.u167	You are right, some who are not necessarily in the field of health have not benefited from these revaluations: we have not increased the wages by 50 million French to 200 euros net per month. But we did it for 2 million of them: what did you do? What do you have to offer?
ParlaMint-FR_2021-07-06-E1003.u168	You're not answering the question!
ParlaMint-FR_2021-07-06-E1003.u169	He's got nothing to do here!
ParlaMint-FR_2021-07-06-E1003.u170	[[Applause on the benches of the LaREM group. – Protests on the benches of the LR, SOC and GDR groups]] Michel Laforcade's mission has been to expand the scope of the Ségur de la santé to include the medico-social sector. With Brigitte Bourguignon, with Sophie Cluzel, we have worked and signed majority agreements with the unions. Labour force signed, CFDT signed, UNSA signed, three times. I hear that this is not enough for socialists; I can't wait to see what you'll do next time.
ParlaMint-FR_2021-07-06-E1003.u171	What a comedy! Would it be possible for you to listen to the questions?
ParlaMint-FR_2021-07-06-E1003.u172	Mrs. Patricia Mirallès has the floor.
ParlaMint-FR_2021-07-06-E1003.u173	Minister of Transformation and Public Service, since 2017, our majority has been pursuing an ambitious policy of renovating the remuneration of civilian and military civil servants that does not receive the media attention it deserves. With the Ségur de la santé, we have increased the index treatment of caregivers by 183 euros per month; The Grenelle de l'éducation awarded an activity bonus of 100 euros to teachers at the beginning of their career; Peacekeepers have also seen their salaries increased by 120 euros per month. The Military Programming Act has also endorsed a new policy for the remuneration of our soldiers. All these measures are concrete. They show a sincere desire to improve the daily lives and to strengthen the purchasing power of our public servants. I myself have been a Category C public servant for twelve years, one of those "small hands" in our public service. Today, on standby to serve as a Member of Parliament, I continue to pay particular attention to the measures taken in favour of these officers. In constant contact with citizens, these officials are as discreet as essential to enable our society to function. They're the agents of our daily lives. They are the ones who support our communal centres for social action (CCAS), our public canteens, and our schools. They welcome us and accompany us in each of our town hall activities. They maintain our green spaces and our roads. While they represent 80 per cent of the territorial civil service, these workers' ankles of the state also deserve full recognition from us. [[Applause on the benches of the LaREM group]] I understand, Madam Minister, that you are planning a significant salary increase for these C-level public servants, not a bonus. Could you tell us more about this long-awaited measure?
ParlaMint-FR_2021-07-06-E1003.u174	The Minister for Transformation and the Public Service has the floor.
ParlaMint-FR_2021-07-06-E1003.u175	Thank you for reminding the public debate of the essential role of these men and women in sometimes forgotten, sometimes neglected occupations. They were in the second line during the health crisis, but they were the first line of continuity of public services. Yes, under the authority of the President of the Republic and the Prime Minister, we made a choice for 2022: beyond the salary increases you mentioned for caregivers, for the police, for teachers, we decided, not to increase the index point by 1%, which would have granted these category C agents an increase of up to 14 euros, but to concentrate our efforts by reviewing in depth the salary grid of 1.2 million category C agents, that they work in hospitals, in local authorities, in state services... [[Applause on the benches of the LaREM group]] By next year, Category C State agents will see an increase of €40 to €100 per month on their payroll, with €15 for the health mutual that these agents are now paying entirely out of their pocket. This is an inequality that we want to address. This morning, we went further with trade union organizations: we talked about promotions and wage inequalities between ministries, for equal work; We also looked at equality between women and men.
ParlaMint-FR_2021-07-06-E1003.u176	Don't forget the others!
ParlaMint-FR_2021-07-06-E1003.u177	I made a commitment that we would open, from today and for six months, until February 2022, a project on wage and career prospects,...
ParlaMint-FR_2021-07-06-E1003.u178	And the recipes, too!
ParlaMint-FR_2021-07-06-E1003.u179	[[Applause on the benches of the LaREM and Dem groups]] ...because we owe these very committed women and men, of whom I am proud to be the minister, opportunities for the future, value and recognition. Thank you for your support.
ParlaMint-FR_2021-07-06-E1003.u180	Mr Charles de la Verpillière has the floor.
ParlaMint-FR_2021-07-06-E1003.u181	Prime Minister, to be pleasant to you, I will start with a quote from the President of the Republic on the production of protective equipment against covid, including masks and disinfectants. On March 31, 2020, the President said: "... we also need to produce more in France, on our soil. Producing because this crisis teaches us that on [...] certain materials, the strategic nature imposes a European sovereignty. Produce more on national soil to reduce our dependence and therefore equip us for the duration. » [["Oh! » on the benches of the GDR group]] This call was heard as in France, the production capacity of masks increased from 3.5 million per week in January 2020 to 100 million in the first quarter of 2021, according to figures provided by the Ministry of Economy, Finance and Recovery. Still, someone needs to buy these masks, produced in France, starting with the state for its own needs. So, Prime Minister, how do you explain that the Ministry of the Interior recently bought 40 million masks – I say 40 million – made in China rather than "made in France" masks?
ParlaMint-FR_2021-07-06-E1003.u182	Here we go!
ParlaMint-FR_2021-07-06-E1003.u183	The next speaker is the Minister for Public Accounts.
ParlaMint-FR_2021-07-06-E1003.u184	As you yourself said, when the crisis struck our country, the weekly production of masks was limited to 3.5 million units; It is now 100 million units. We can all welcome the performance of the French industry in achieving this level of production. This was not done on our own, but thanks to the support of the state, since in April 2020 we, together with my colleague Agnès Pannier-Runacher, the Minister responsible for industry, launched a call for expressions of interest. Ten projects have been selected, to which the State provides financial support amounting to EUR 18 million. They create nearly 250 jobs in the territory.
ParlaMint-FR_2021-07-06-E1003.u185	So what?
ParlaMint-FR_2021-07-06-E1003.u186	On the other hand, more generally,...
ParlaMint-FR_2021-07-06-E1003.u187	In concrete terms?
ParlaMint-FR_2021-07-06-E1003.u188	So what? So what?
ParlaMint-FR_2021-07-06-E1003.u189	...we are accompanying, under the Recovery Plan, 87 projects on health products, subsidized to the tune of 83 million euros, in order to regain our sovereignty in the field of the production of medical devices and equipment. The State has entered into a series of contracts to rebuild its strategic stock and equip its public officials. In some cases, we made the choice of speed and ability to provide large volumes of masks very quickly. We bought more than 5 billion masks,...
ParlaMint-FR_2021-07-06-E1003.u190	Answer the question!
ParlaMint-FR_2021-07-06-E1003.u191	... while ensuring that public procurement rules are consistently respected. This is an imperative for all, for the Government and for local communities alike. [[Applause on a few benches of the LaREM group]] Nearly a third of the mask production markets have been allocated to French companies. Similarly, no later than last week, we notified plans to purchase gloves from French companies.
ParlaMint-FR_2021-07-06-E1003.u192	Mr Charles de la Verpillière has the floor.
ParlaMint-FR_2021-07-06-E1003.u193	[[Vif applause on the benches of the LR group]] Deputy Minister, your answer is indigent. Nothing prevented the State from ordering masks made in France. The Public Procurement Code is not an obstacle: it already provides for derogations and a national or European preference for arms and security equipment. There was nothing to prevent you from changing it and Parliament would have supported you!
ParlaMint-FR_2021-07-06-E1003.u194	The Minister-in-Office has the floor.
ParlaMint-FR_2021-07-06-E1003.u195	I repeat: at the outbreak of the crisis, together with my competent colleagues on these issues at the Ministry of Economy, Finance and Recovery, we made the choice of speed and preferred clauses of interest and safeguard.
ParlaMint-FR_2021-07-06-E1003.u196	Mr Moetai Brotherson has the floor.
ParlaMint-FR_2021-07-06-E1003.u197	Prime Minister, New Caledonia has been engaged since 1998 in the Nouméa Accord, an irreversible process of emancipation and decolonization. The country has entered the critical phase of this process with the referendum cycle, the final sequence of which will coincide with the third consultation on the accession of Kanaky New Caledonia to full sovereignty. The State is a signatory to this modern and innovative agreement. As such, it must accompany this Melanesian island of the Pacific towards its emancipation, in order to meet the global geostrategic challenges and enable all stakeholders to emerge winners of this cycle – historic for the people of Kanaky New Caledonia. The idea of political independence has come its way: the competition of the Oceanic Awakening Party allowed, last February, the independenceists to win the majority in the government, a first since the government of Jean-Marie Tjibaou in 1982. In addition, a positive dynamic developed around the political project of the Front de libération nationale kanak et socialiste (FLNKS), allowing it to achieve scores more than honorable in November 2018 and October 2020. Nevertheless, several cases remain pending clarification, some of which could undermine the sincerity and ethics of the Republic of Human Rights. The State's commitment will be observed during the transitional period, in the light of United Nations General Assembly resolution 1514 on the granting of independence to colonial countries and peoples. The disruption of the electoral system's balance, as well as the pursuit of a policy conducive to a massive flight of capital, would fundamentally stifle the emergence of an emerging people. Social inequalities are increasing significantly, which is contrary to the spirit of the Nouméa Accord, while many projects remain to be carried out, particularly with regard to youth, the enhancement of exceptional biodiversity and the consideration of the effects of climate change. [[Applause on the benches of the GDR group]] The visiting missions of the Special Committee on Decolonization and the Electoral Observation Mission of the United Nations Department of Political Affairs recall the rights and duties of the administering Power and point to the failure of the State to draw up electoral lists or to exploit natural resources.
ParlaMint-FR_2021-07-06-E1003.u198	[[Applause on the benches of the LaREM group]] The next speaker is the Minister for Overseas Affairs, whom I also congratulate on his election as head of the Departmental Council of the Eure.
ParlaMint-FR_2021-07-06-E1003.u199	You are right, we are entering a critical and decisive phase of the implementation of the Nouméa Agreement. I understand that your question was whether the state would be at the meeting and take on its responsibilities as a partner and signatory to this agreement. Of course, the answer is yes. It is during this quinquennium and the 15th legislature that we must, under the authority of the President of the Republic and the Prime Minister, apply the referendum logic by organizing the third referendum. Your speech contained many questions, which I will try to answer as briefly as possible, knowing that I am at the disposal of the national representative within the framework of his control of the Government. First, the date of the referendum is a prerogative of the Government and the State; That's the spirit of the deal. After consultation, we chose December 12. This date is not consensual, but the decision is respected by the partners because it is up to the Government to summon voters by decree. It's done. Secondly, the consultation will be organised on the model of the second referendum, which, as you know, has been welcomed by the United Nations. We are taking up exactly the same question and the same electoral propaganda mechanism. This is also the way to ensure the highest possible level of membership on the part of the partners, in the absence of consensus. The novelties focus on other topics. The document on the consequences of yes and no to independence – I don't have time to detail it here – represents the great innovation; The United Nations and all the independent partners have been asking us for this for many years. Above all, during the last Parisian meetings, we have consolidated the transition phase, to which you referred in your question and which did not exist, specifying what will happen until 2023, in case of yes as in case of no in the referendum of 12 December next. There is still a long way to go: in this largely autonomous country, many issues relating to the environment and social inequalities are on the table. But I am confident this week that the Government of New Caledonia will be constituted, which will allow us to move forward.
ParlaMint-FR_2021-07-06-E1003.u200	Mr Erwan Balanant has the floor.
ParlaMint-FR_2021-07-06-E1003.u201	My question is for the Minister of Ecological Transition. By a decision of 1 July last, the Council of State ordered the Government, within nine months, to take additional measures to meet the target of reducing greenhouse gas emissions by 40 per cent by 2030. This decision highlights an undeniable fact: we must strengthen our actions for the climate and accelerate the ecological transition. Meeting our commitments under the Paris Agreement and the national low-carbon strategy is non-negotiable. However, the decision of the Council of State leaves us puzzled. It sets an ultimatum but does not provide any details as to the means to be used to achieve the objectives. This is indicative of a more general failure in our methods of public policy-making on climate issues. As early as 2019, the High Climate Council (HCC) pointed out that climate impact assessment only covered 3% of the articles of law. In its report of 30 June, the same HCC notes that the situation has not changed and recommends that the climate assessment of laws be systematized. As we know, mechanisms for evaluating public policies exist, for example, in budgetary matters. There is an urgent need to create such climate-related mechanisms to direct our public action and laws towards carbon neutrality. We need to have a regular mechanism for evaluating public policies as well as costed scientific studies on their impact. How could we climb the Everest of the ecological transition without a roadmap or GPS? [[Applause on the benches of the Dem group]] Together with thirty Members of Parliament from all walks of life, we have tabled three bills to put in place a real climate assessment of laws. Minister, will you put these bills on the Orders of the Day? Will you give France the means to make the ecological transition the compass of our public policies?
ParlaMint-FR_2021-07-06-E1003.u202	The Minister for Environmental Transition has the floor.
ParlaMint-FR_2021-07-06-E1003.u203	The decision of the Council of State raises a question that is very dear to me and to you, that of the environmental assessment of public policies, whatever they may be. This is a very important point and I am pleased that the National Assembly has taken up it. I congratulate the co-signatories of the bills, who have been involved in their drafting. We will see how things can evolve since I do not want to encroach on Parliament's agenda. Nevertheless, the draft law on combating climate change and strengthening resilience to its effects is already an important step forward. Your contribution, like the work of Laurence Maillart-Méhaignerie, the chairman of the special committee, the rapporteur-general Jean-René Cazeneuve and the other Members, led to the introduction of Title VII, which will finally allow for a full assessment of the environmental effects of the laws. This is an absolutely essential step forward, a first – which I hope will not be the last – in an environmental text. In addition, we have other tools, as you said. The HCC helps us and directs us. Moreover, we owe him an account: the Government will shortly submit to him its assessment of the mobility guidance law, a very important law that we need to know the effects. We also assess the environmental impact of tax expenditure and public policies through the Green Budget. The first was presented to Parliament last year; This procedure will have to be improved. [[Applause on a few benches of the Dem group]] You see, we're mobilized. I hope that we can continue to move forward together; Anyway, you can count on me to act as quickly as possible.
ParlaMint-FR_2021-07-06-E1003.u204	Mrs Jennifer De Temmerman has the floor.
ParlaMint-FR_2021-07-06-E1003.u205	Minister for Ecological Transition, the fundamental mission of the state is to preserve the integrity of the territory. Today, as you know, it is threatened by the effects of climate change. In the commune of Grande-Synthe, in a region that is dear to me, threatened by rising sea levels, local actors have decided to act by filing an appeal with the Council of State for climate inaction. In L'Art d'être grand-pa, Victor Hugo writes: "The nothingness of giants is important to me." This silence, your refusal to answer leaves an abyssal void. Is it not absurd that elected officials should be reduced to referring the matter to the Council of State in order to compel the Government to fulfil its own commitments? On 30 June, the HCC noted that insufficient efforts were being made to combat climate change. The following day, the Council of State called the executive to order and gave it nine months to take all appropriate measures to change the greenhouse gas emission curve. The Government continues to delay the deadline. The climate and resilience bill, the grand quinquennium bill, is a missed opportunity.
ParlaMint-FR_2021-07-06-E1003.u206	Oh, that's one of your colleagues!
ParlaMint-FR_2021-07-06-E1003.u207	The Government is not on the list. Resignation is a daily suicide, it condemns our children to days without a future. The issue of security will be at the heart of the presidential debate, but it will first be that of our fellow citizens in the face of climate change. As the United Nations High-Level Political Forum on Sustainable Development begins, how can we remain credible on the European and international stage in achieving the 2030 agenda? What concrete means do you intend to mobilise to respond to the ultimatum of the Council of State? Since the fight against climate change is now a national defence issue, are you ready to include it in the law?
ParlaMint-FR_2021-07-06-E1003.u208	The Minister for Environmental Transition has the floor.
ParlaMint-FR_2021-07-06-E1003.u209	You can count on me to keep the ecological transition on the political agenda for a long time.
ParlaMint-FR_2021-07-06-E1003.u210	For now, we haven't seen much!
ParlaMint-FR_2021-07-06-E1003.u211	In this respect, I am rather pleased to note that French courts and judges are taking decisions in favour of combating climate change. [[Applause on a few benches of the LaREM and Dem groups. – Exclaims on a few benches of the LR group]] It is for this reason that I take note with dismay of the Senate's vote, which will prevent us from making a very important amendment to the Constitution, which aimed to place the fight against climate change and the protection of biodiversity at the front of the Republic Building.
ParlaMint-FR_2021-07-06-E1003.u212	It's too easy! What have you been doing for four years?
ParlaMint-FR_2021-07-06-E1003.u213	We're waiting for action! Otherwise, the Constitution also mentions the right of everyone to obtain employment.
ParlaMint-FR_2021-07-06-E1003.u214	With regard to the Grande-Synthe case, the judge's decision follows a somewhat different logic. The Council of State does not say that we are not doing enough: it asks us to devote sufficient resources to achieving our greenhouse gas emission reduction targets. It encourages us to fully apply what we have undertaken, considering that there are no oblivions in the topics covered. The Council of State is asking us to go faster and use the EUR 30 billion provided for in the recovery plan – what we are doing, I can assure you. Finally, he urges us to achieve everything that is included in the climate and resilience bill, which, once enacted, will be the subject of very specific implementing legislation – on this point too, you can count on my full involvement.
ParlaMint-FR_2021-07-06-E1003.u215	You'd need a majority in the Senate!
ParlaMint-FR_2021-07-06-E1003.u216	Let us not forget that while the main objectives are important, their practical application is more difficult. Unanimous votes often concern the main principles, not their realization. In this respect, I believe that an absolutely essential point is to accompany, so that the French themselves can participate in the ecological transition. That is why we will apply and strengthen devices such as MaPrimeRénov' – 220,000 housing units have been renovated since 1 January – or aid for the acquisition of a clean vehicle, which allows us to move forward at national level.
ParlaMint-FR_2021-07-06-E1003.u217	Mrs Jennifer De Temmerman has the floor.
ParlaMint-FR_2021-07-06-E1003.u218	[[Applause on a few benches of the GDR group]] I will only have one simple question: how are you going to do it when the resources of the Ministry of Environmental Transition are constantly falling?
ParlaMint-FR_2021-07-06-E1003.u219	Mrs Valérie Oppelt has the floor.
ParlaMint-FR_2021-07-06-E1003.u220	My question is addressed to the Secretary of State for Disabled Persons, and I would like to associate my colleague Thierry Michels with it, as well as all Members of Parliament who are committed to persons with disabilities. Since Emmanuel Macron came to power, inclusion has been the priority of the quinquennium.
ParlaMint-FR_2021-07-06-E1003.u221	It's historical! Good thing you've come to power!
ParlaMint-FR_2021-07-06-E1003.u222	As you said yesterday, Prime Minister, on the occasion of the fifth Interdepartmental Disability Committee (ICC), "when the challenges of disability progress, society is moving forward." This inter-ministerial committee is the realization of the President's desire to transform our social model with a view to achieving a more inclusive society. For the past four years, you and Parliament, Madam Secretary of State, have worked to ensure that everyone can choose and fully live their life and citizenship.
ParlaMint-FR_2021-07-06-E1003.u223	What a disconnect!
ParlaMint-FR_2021-07-06-E1003.u224	I am thinking of the efforts made in favour of integration into the world of work, with the initiative of the DuoDay, designed to raise the awareness of companies, or the unique reference system – job coach – to ensure that professional projects are followed up. We have also improved access to rights through simplification of procedures. As for inclusive school, there is a long way to go, with children all having the same rights. In this regard, I met yesterday with the director of the Botière Kindergarten School, located in a priority area of the city's politics, in Nantes. Next year, the school will have 10 per cent of children with disabilities and its director is concerned about the success of their accompaniment. The effort to diagnose certain disabilities as soon as possible allows us to take care of more children, to make them evolve and to combat their exclusion. However, supporting these students requires a strong investment in our schools: more training is needed for teachers and AESHs – accompanying students with disabilities – and more integrated units are needed directly in schools. Can you deny us the measures planned by the Government to hasten the advent of a more inclusive society, from a young age, in school, to adulthood, at work?
ParlaMint-FR_2021-07-06-E1003.u225	The Secretary of State for Disabled Persons has the floor.
ParlaMint-FR_2021-07-06-E1003.u226	Yes, under the leadership of the Prime Minister, the Government yesterday reaffirmed the quinquennium's priority and the need to secure and simplify access to rights and to ensure the autonomy of persons with disabilities. This was the main topic of the ICH discussions, which were open to associations at the request of the Prime Minister. Indeed, the construction of a policy is much faster when the expertise of the actors involved is mobilised. This policy goes, of course, through school. More than 3 billion euros have been mobilised this year. Since the beginning of the quinquennium, the number of students with disabilities in school has increased by 20% and that of AESH by 35%; 4000 additional companions must be recruited for the next school year, Jean-Michel Blanquer has committed himself to it. Because autonomy also requires access to employment, the Prime Minister announced the extension of the hiring bonus of 4000 euros. It works: 15,000 contracts have been signed, of which 66% have been signed in CDI. In addition, we work with associations to secure career paths, by promoting return journeys between ESATs – institutions and support services through work – and ordinary businesses, and by allowing part-time work. This project is very much expected by the associations and we are working on it. I would add that we have an exemplary State, and in this regard I welcome the commitment of Amélie de Montchalin to encourage the hiring of apprentices and workers with disabilities in the public service, as well as the development of their careers. Note that the "My Disability Path" platform will allow us to assess the inclusiveness of the human resources practices of private and public employers. We also have a great ambition and a very precise roadmap for sexual health, which is reflected in the creation of resource centres for intimate, emotional and sexual life. These must enable people with disabilities to live like other citizens. Finally, we are working on a major awareness campaign, scheduled for the fall, aimed at changing the perspective on disability. [[Applause on a few benches of the LaREM and Dem groups]] The Government is therefore mobilized to build an inclusive society together.
ParlaMint-FR_2021-07-06-E1003.u227	Mrs Nadia Ramassamy has the floor.
ParlaMint-FR_2021-07-06-E1003.u228	Madam Minister responsible for housing, when you came to La Réunion last week, you noted the dire need to build new social housing and rehabilitate the oldest. This is the result of policies since 2013, marked by the steady decline in the LBU – the single budget line – and compounded by the gradual removal of social housing challenges tools overseas. If the current pace continues, we will not be able to achieve the objective set by the Overseas Housing Plan. In fact, less than 2,000 dwellings per year have been built in recent years, and with the crisis of the covid -19, the figures will remain poor. In 2019, only 649 dwellings were renovated, while more than 17,000 are registered as unworthy. More than 20,000 families are still waiting for social housing, not to mention the 100,000 Réunions in poor housing. Despite the announcement effects and staggering figures that have been reported – EUR 180 million for urban renewal operations and EUR 50 million for the LBU – there is no indication that the state services and operators concerned are in order to make up for these persistent delays, which have become unacceptable. [[Applause on the benches of the LR group]] What reforms do you intend to undertake to put an end to the administrative delays that hinder the production chain of social housing in Réunion and more generally in the overseas departments of the overseas departments? As far as I am concerned, I will ask for the establishment of a parliamentary committee of inquiry to shed light on these shortcomings.
ParlaMint-FR_2021-07-06-E1003.u229	The next speaker is the Minister for Overseas Affairs.
ParlaMint-FR_2021-07-06-E1003.u230	I apologize for the absence of the Deputy Minister for Housing, who was actually with you at La Réunion last week to discuss these issues. I don't have exactly the same numbers as you, but we may have an opportunity to compare them, especially when we look at the next finance bill. As regards La Réunion and the whole of the national territory, the aim is to build new housing and rehabilitate the oldest. However, in comparison with the hexagonal departments, access to land is sometimes much more complicated in our overseas territories, and especially in Réunion. All commissions of inquiry will be able to establish it, but we already know that. We need to find solutions: I will come back to that. Secondly, La Réunion, the overseas communities as a whole and the social donors of these territories are more affected by engineering problems than elsewhere.
ParlaMint-FR_2021-07-06-E1003.u231	It's been going on for decades!
ParlaMint-FR_2021-07-06-E1003.u232	I am sorry to say so, but there are also problems of local governance with respect to certain projects. I won't name them, but failures are known. Finally, the ultramarine territories face difficulties related to the cost of materials, higher than elsewhere, which unfortunately do not go down – the stake is large. The State is devoting resources to meet these challenges. As I said, I contest the figures you have put forward. For my part, I will give you only one – perhaps it was not public, in any case I communicate it to the national representation: 4400 projects are listed for the year 2021. Of this total, 2350 relate to the construction of new housing and 2050 to the rehabilitation. This number is up by 40% compared to 2020. We are therefore mobilized to achieve concrete things. On the other hand, local authorities and the State should not be opposed in order not to encroach on each other's competences. The fact that housing is a decentralized competence must be respected. I would add that it is wrong to say that the UBL's appropriations are declining: I explained this for hours during the review of the 2021 Finance Bill and will do so again this year. There's more money thanks to the recovery plan. Additional funding is available for urban renewal. And AFD – Agence française de développement – and ANC – Agence nationale de cohésion des territoires – also have additional funds for engineering. [[Applause on a few benches of the LaREM group]] We must now combine these different tools and rely on genuine local governance. As the local electoral cycle is over, I hope that we will now have the right alignment of the planets to move forward.
ParlaMint-FR_2021-07-06-E1003.u233	Mrs Nadia Ramassamy has the floor.
ParlaMint-FR_2021-07-06-E1003.u234	That is what I said: there are malfunctions, but we do not know whether they come from the state or from the operators concerned. That is why I believe that we need to shed some light on this issue. It is not normal for you to report such numbers and the number of dwellings to decrease.
ParlaMint-FR_2021-07-06-E1003.u235	Mr Jean-Hugues Ratenon has the floor.
ParlaMint-FR_2021-07-06-E1003.u236	My question is for the Minister of Ecological Transition. The treatment of hazardous waste is particularly regulated and it is happy, but Réunion is in a stalemate, as this regulation imposes greater fire safety in the event of an increase in stored volumes. This is currently the case: the containers are no longer on board and are accumulating on the island, as a result of the deregulation of maritime traffic. This is a real danger, primarily for workers in contact with this waste, but also for the general population and biodiversity. Because storage conditions are not optimal, hazardous materials may leak into the environment. For example, untreated batteries can secrete pollutants that contaminate soils and thus groundwater. Like other island territories, La Réunion is not equipped for the treatment of hazardous wastes and is entirely dependent on outside territories. Due to the instability of maritime transport, the health crisis once again highlights the flaws of our model. [[Applause on the benches of the FI and GDR groups]] In the face of this situation, you must provide an urgent solution, even if we will not be able to save a lasting plan for our island, for its inhabitants and more broadly for the preservation of our planet and its oceans. At the initiative of my colleagues David Lorion, from the LR Group, and Philippe Naillet, from the SOC Group, a letter co-signed by other parliamentarians requesting your hearing was sent to you. This initiative is therefore transparant and should take your attention. As the problem is a concern for our fragile and unique environment, will you respond favourably to our request?
ParlaMint-FR_2021-07-06-E1003.u237	The Minister for Environmental Transition has the floor.
ParlaMint-FR_2021-07-06-E1003.u238	You are right, hazardous waste by nature requires special attention, justifying that its transport is regulated and that its storage is carried out under conditions as controlled as possible, in order to prevent the risk of leakage, soil or stream pollution, fire departures and wild deposits. As you know, the Basel Convention provides that hazardous waste produced in Réunion must be transferred to the metropolitan territories of OECD countries – Organisation for Economic Co-operation and Development. It is true, however, that the only transport operator currently carrying out these transfers has cancelled the last loads. We urgently need to find a solution for waste storage. Suez is in close contact with the shipping company concerned, MSC, to find a transport solution within the shortest possible time; The problem is not related to Suez, but to this company. The services of the DEAL – Directorate of the Environment, Planning and Housing – Réunion, together with Suez, conducted exchanges and field visits with a view to taking an emergency prefectural order to temporarily increase the storage capacity of the platform. All solutions are explored to increase those of Suez, but also those of intermediate transhipment sites that can play a buffer role. We are also considering other storage areas, particularly on the large seaport of La Réunion, in compliance with the safety rules. All these measures are emergency measures; The first lesson we need to learn collectively from this episode is that we need to prevent upstream waste generation and build sustainable infrastructure. I got your mail and I'll follow it up.
ParlaMint-FR_2021-07-06-E1003.u239	Mr Jean-Hugues Ratenon has the floor.
ParlaMint-FR_2021-07-06-E1003.u240	[[Applause on the benches of the FI and GDR groups]] Thank you for your answer, Minister. We are indeed in an emergency situation, but increasing the volume of storage will not solve the problem. We need to think about lasting solutions.
ParlaMint-FR_2021-07-06-E1003.u241	Mrs Monique Limon has the floor.
