ParlaMint-FR_2021-07-13-E1009.u1	The next item is the question to the Government.
ParlaMint-FR_2021-07-13-E1009.u175	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-07-13-E1009.u176	Beyond the Government and the majority, a number of opposition parliamentarians are exercising their sense of responsibility by calling on the French to be vaccinated, rather than trying to scare them about the side effects. Above all, tens, hundreds of thousands of caregivers, firefighters, local authority agents, mayors, departmental and regional elected officials mobilize daily to encourage them to immunize, to welcome them even without an appointment, to simplify things: being vaccinated takes only ten or fifteen minutes. Mr. Vatin, if you went to a vaccination centre in your constituency, you would have seen people come out with a smile, relieved of being protected from covid. We repeat the essential figures: vaccination reduces the risk of developing a serious form of the disease by 95% and divides the risk of transmitting it by twelve. You'll tell me it's a lot! The vaccine is extremely well tolerated; its side effects, passengers, do not concern the majority of patients, so much so. It is accessible from the age of twelve. Today, 3 billion people around the world have received at least one injection. Would we still, in this Chamber, be agitating such questions while 10000 to 20,000 French people connect every minute in order to make an appointment to get vaccinated?
ParlaMint-FR_2021-07-13-E1009.u177	Answer the question! Be transparent!
ParlaMint-FR_2021-07-13-E1009.u178	[[Applause on a few benches of the LaREM and Dem groups]] Soon, the adult population of this country will be vaccinated three quarters. So our job and yours is to get those who have not yet received an injection, those who were waiting, those who thought it was not necessary to do so, since everyone is already vaccinated around them. It is important to address them; It is important to convince, to appease the anger of those who, for wrong reasons, reject the very principle of the vaccine. That is our collective task!
ParlaMint-FR_2021-07-13-E1009.u179	Mr. Pierre Vatin has the floor.
ParlaMint-FR_2021-07-13-E1009.u180	Knowing that only 25 million people have received two injections, it should be difficult for you to avail yourself of the consent of the French!
ParlaMint-FR_2021-07-13-E1009.u181	The Minister has the floor.
ParlaMint-FR_2021-07-13-E1009.u182	[[Same movements]] The figures are stubborn: at the current rate, we will soon reach 75% of vaccinated adults! In Mayenne, more than 70% received at least one injection! It works; the whole thing is not to take his time, to go fast, because it is urgent to end the covid.
ParlaMint-FR_2021-07-13-E1009.u183	[[Applause on the benches of the LaREM group, as well as on various other benches]] Before giving him the floor, I am pleased to welcome Mr. Christophe Leclercq, who became Member of Parliament for the sixth constituency of Pas-de-Calais on 7 July, in place of Mrs. Brigitte Bourguignon. Mr Leclercq, you have the floor.
ParlaMint-FR_2021-07-13-E1009.u184	More than 380,000 children with disabilities attend mainstream schools. Last week, the Interdepartmental Disability Committee met for the fifth time since the beginning of the quinquennium: this meeting highlighted the historical progress made in accompanying these children. Among these major advances, I would like to highlight the increase in the number of accompanying students with disabilities (AESH) who work daily with 220,000 pupils, an increase of 46% since 2017. I also welcome the project to modernise and transform institutions and services of support through work (ESAT), which ensures that every person with a disability has the opportunity to engage in a career path. I am convinced that to ensure good support, it must be adapted to the child's disability. On this point, however, some difficulties remain. You will agree that a child with autistic spectrum disorders does not have the same needs as a child with dyslexic disorders, for example. It is therefore essential that the foundation for initial training and skills development of the AESH include modules allowing the most fine adaptation possible to the accompaniment of each child. It also seems to me necessary to strengthen the relationship of trust between the child – who is the first concerned –, his parents, teachers, AESH and the health professionals accompanying him. Facilitating dialogue with AESH through more frequent exchanges, especially with parents, will allow for better monitoring of the project and the development of the child. [[Applause on several benches of the LaREM group]] I would therefore like to know, Madam Secretary of State for Persons with Disabilities, what you intend to do to improve the accompaniment of children with disabilities and to improve their lives.
ParlaMint-FR_2021-07-13-E1009.u185	The Secretary of State for Disabled Persons has the floor.
ParlaMint-FR_2021-07-13-E1009.u186	Allow me to congratulate you, Mr. Leclercq, on your election. For having had the pleasure of interacting with you recently, I know your commitment and expertise on topics that affect the support of children with disabilities. You're right: everything goes through school. That is why we, together with Minister Jean-Michel Blanquer, are defending a major public service for inclusive schools. The number of AESH has increased by 27% since the beginning of 2017, as you mentioned. All are under contract with national education, at the heart of social dialogue, because they are part of the educational community. You also stressed that parents are experts in how their child works; We will all move forward faster by integrating them into the dialogue on an ongoing basis. Parental expertise is at the heart of our concerns. Parents now meet with the AESH each year at the beginning of September. This is new, and this is how we create the school of trust and move forward faster. With regard to cooperation with the medical and social world, in 2021 we created 2,000 places in special education and home care (SESSAD). The goal is to improve the child's journey by drawing on the expertise and cross-examination of re-educators, educators, psychologists, occupational therapists and all medical-social workers in the school. As you said, this is a journey that we have to build. It will involve access to the leisure centres, with the child being accompanied as much as necessary – it is the unconditionality of the support – but will also build on the 360 communities that we build with the departments, with the management associations, with the national education and with all the actors of common law. [[Applause on several benches of the LaREM group]] This was recalled in the inter-ministerial committee on disability: in the inclusive society that we build under the leadership of the Prime Minister and the Government as a whole, with a focus on training and cooperation, it is the environment, not the child, to adapt. I know how to count on your expertise, Mr. Member of Parliament. You made me proposals: I will study them and then come back to you.
ParlaMint-FR_2021-07-13-E1009.u187	Mr Adrien Quatennens has the floor.
ParlaMint-FR_2021-07-13-E1009.u188	Since last night, the oligarchy has been reassured: it has its candidate. When Emmanuel Macron came to power in 2017, the 500 richest families in France had 570 billion euros. At the end of the mandate, this heritage will have doubled; It now stands at EUR 1000 billion.
ParlaMint-FR_2021-07-13-E1009.u189	This is dirty for you!
ParlaMint-FR_2021-07-13-E1009.u190	[[Protests on several benches of the LaREM group]] When Emmanuel Macron came to power in 2017, there were 9 million poor in France; There'll be 12 million soon. The president of the rich, who has abolished the solidarity tax on wealth (ISF), who has stopped the progressivity of the tax on financial products and who is fighting against tax transparency is also the one who has withdrawn 5 unfortunate euros of personalized housing assistance (APL), refused the RSA to young people under 25 years of age...
ParlaMint-FR_2021-07-13-E1009.u191	That hurts!
ParlaMint-FR_2021-07-13-E1009.u192	... and refused the deconjugalisation of the allowance for disabled adults (AAH).
ParlaMint-FR_2021-07-13-E1009.u193	Yes!
ParlaMint-FR_2021-07-13-E1009.u194	Last night, in his first presidential candidate speech – in line with the demands of the European Commission – the course was set: to make the French pay off the debt by making them work longer. To justify the reform of unemployment insurance, he said: "In France, one must always make a better living by working than by staying at home".
ParlaMint-FR_2021-07-13-E1009.u195	You want the other way around!
ParlaMint-FR_2021-07-13-E1009.u196	[[Hubert Wulfranc applauds]] [[Applause on the benches of the FI group]] Was he talking about the rich annuitants staying at home? No, of course not! Many French people work and fail to complete their end of the month. Are you going to raise your wages? No, of course not! Besides, your aim is not to fight unemployment. Everyone knows that there is no correlation between the level of unemployment compensation and the level of unemployment itself. You only want to save money by typing those who are unemployed and reducing their compensation. [[Same movements]] [[Same movements]] The reform of unemployment insurance must be abandoned! Rather than making life harder for millions of women and men in difficulty, so go get the billions you have catapulted without any consideration to private companies and now find themselves in the pockets of shareholders after they have closed factories and destroyed jobs!
ParlaMint-FR_2021-07-13-E1009.u197	The Minister for Labour, Employment and Integration has the floor.
ParlaMint-FR_2021-07-13-E1009.u198	[[Exclaims on FI banks]] As announced by the President of the Republic, a new text will indeed be presented in the coming weeks to the Council of State to allow the full implementation of the unemployment insurance reform from 1 October next. You can see it as I do, Mr.Member: economic activity rebounds, hirings are dynamic. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, It is therefore now that we need to change attitudes in the labour market in order to combat precariousness. [[Applause on several benches of the LaREM group. – Protests on the benches of the FI group]] When you defend the current system, are you aware that there are ten times more short contracts in France than in Germany, and six times more than in Denmark?
ParlaMint-FR_2021-07-13-E1009.u199	And you're not going to do anything about it!
ParlaMint-FR_2021-07-13-E1009.u200	I don't know if it's this system you want to defend, but it's not our model!
ParlaMint-FR_2021-07-13-E1009.u201	Stop your movies!
ParlaMint-FR_2021-07-13-E1009.u202	[[Applause on several benches of the LaREM and Dem groups]] The bonus-malus, which has been in force since 1 July, aims precisely to encourage companies to offer longer contracts. You're talking about billions; It is precisely 40 billion euros that we have mobilised to protect the jobs of the French through partial activity. We have extended the rights of all jobseekers for eight months and we are also protecting all precarious workers until the end of August.
ParlaMint-FR_2021-07-13-E1009.u203	That's not true!
ParlaMint-FR_2021-07-13-E1009.u204	[[Applause on a few benches of the LaREM group]] It is 600,000 people who have thus benefited from the exceptional assistance that we have set up. Our objective, Mr. Member, is to enable job seekers to return to work! This is the sense of exceptional investment that we have been conducting since the beginning of the quinquennium.
ParlaMint-FR_2021-07-13-E1009.u205	What does this have to do with the decline in unemployment insurance?
ParlaMint-FR_2021-07-13-E1009.u206	For example, EUR 15 billion was spent on the skills investment plan, which the President of the Republic announced yesterday to expand to allow long-term job seekers to return to work.
ParlaMint-FR_2021-07-13-E1009.u207	Stop hunting the unemployed!
ParlaMint-FR_2021-07-13-E1009.u208	[[Applause on the benches of the LaREM group]] The Government's ambition is therefore unchanged: to support the resumption of our economy and to combat the precariousness of work.
ParlaMint-FR_2021-07-13-E1009.u209	In any case, unemployment, you guarantee it!
ParlaMint-FR_2021-07-13-E1009.u210	Mrs Lamia El Aaraje has the floor.
ParlaMint-FR_2021-07-13-E1009.u211	I am making myself the voice carrier of the north-east of Paris – overcrowded, insecure residents and vulnerable consumers: this is the reality of neighbourhoods that can only rely on the determination of their local elected officials, which I would like to pay special tribute to. Mr. Minister of Health, we are concerned because the situation is extremely serious and getting worse every day. The Crack plan has now been concluded for two years, and it is a failure – you know it overall. The only concrete approach proposed is safe, but it is only in theory. Indeed, beyond the fact that it denies the complexity of addiction and polyaddiction issues, this approach does not deploy any means to ensure the safety of residents and consumers. As you know: contrary to what the Paris police commissioner in the press claims, we need means to ensure the safety of these neighbourhoods and to accompany consumers, who find themselves in situations of extreme vulnerability and total misery. Obviously, there is also a need to combat trafficking, and for that, there is also a need for means to conduct dedicated investigations and reduce supply. The City of Paris has told you, the elected members of the Paris Council in their political diversity – both members of MODEM and Mr Bournazel, with whom I was able to exchange this – have said this last Thursday, and I repeat to you: Paris can make available what is necessary for a global medical and social care of drug addicts but for that, we need you. I am speaking to you today in your capacity as Minister of Solidarity and Health: you must offer us political solutions that address both safety and public health issues. I know your public health beliefs, Mr. Véran,...
ParlaMint-FR_2021-07-13-E1009.u212	A socialist speaks to a former socialist!
ParlaMint-FR_2021-07-13-E1009.u213	[[Applause on a few benches of the SOC group. – Mr. Jean-Paul Dufrègne also applauds]] ...and I also appeal to you as a healthcare professional: we cannot continue this way. I solemnly alert you to the national representation: if there were to be a tragedy, as the situation suggests in these neighbourhoods, it would be your responsibility and that of this government that would be engaged. Our inhabitants deserve better than your deleterious obstinacy.
ParlaMint-FR_2021-07-13-E1009.u214	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-07-13-E1009.u215	I could, Madam Member, take up a large part of your question on my own account. But you cannot say what you are saying at the end of your speech and pretend that if the situation derails, it will necessarily be the responsibility of the Government.
ParlaMint-FR_2021-07-13-E1009.u216	Yes!
ParlaMint-FR_2021-07-13-E1009.u217	[[Applause on a few benches of the LaREM group. – Mr. David Habib protested]] I think there's a mayor in Paris, city councillors and borough elected officials. When things don't go well, it's necessarily the government's fault, but when things go well, it's thanks to local elected officials! It's okay, two minutes! The responsibility is shared, honourable Member, and I will explain why. First, crack is probably the most addictive drug, the most terrible, and the one that causes the worst behavioral disorders.
ParlaMint-FR_2021-07-13-E1009.u218	Especially the stock market crash!
ParlaMint-FR_2021-07-13-E1009.u219	Its addiction potential reaches almost 100% from the first breath. It is therefore a real scourge against which we must fight. It goes, of course, through the security aspect that you mentioned. Marlène Schiappa and Gérald Darmanin are working hard on these issues, setting up evacuations and organizing structured plans that have produced results. This includes the health component, which is the subject of your question. I believe deeply in risk reduction policy,...
ParlaMint-FR_2021-07-13-E1009.u220	The joke!
ParlaMint-FR_2021-07-13-E1009.u221	... which consists of accompanying persons who are furthest removed from the care facilities, including medico-social ones, in order to bring them back. I imagine you know, Madam Member, that the state has made commitments, some of which have been shared – and respected – by the city hall of Paris; They allow for the deployment of follow-up care, rehabilitation and medical-social beds, in order to reintegrate people who are very far away into the care path. But the accounts aren't there yet. I had a very interesting discussion with Emmanuel Grégoire, first assistant at the Paris City Hall, on risk reduction measures, including the possibility of sites dedicated to consumer consumption and therapeutic support. I told him that such sites were authorized by the current state of law; In fact, we will have to incorporate a legislative provision into the next Social Security Financing Bill, in order to sustain them. [[Exclaims on the SOC benches]] [[Applause on several benches of the LaREM group and on a few benches of the Dem group]] But your job, Madam Member of Parliament, and that of the Mayor of Paris, is to consult and consult with Parisian citizens... Yes, because the key to success when installing such devices is first consensus. Such an approach has been launched in Strasbourg: I am sure that in Paris, by giving you a little trouble, you will succeed – and you will find us at your side.
ParlaMint-FR_2021-07-13-E1009.u222	Mrs Nicole Le Peih has the floor.
ParlaMint-FR_2021-07-13-E1009.u223	Since 1 July, France has held the presidency of the United Nations Security Council. This presidency has a perfume of recovery because, for the first time since the crisis, all the stakeholders are presential. This return to normal should allow us to reconnect with the human link, which is essential to the exercise of effective diplomacy. On the preservation of humanitarian space – on the agenda of the next Council meeting – the issue of multilateralism will be crucial. In countries at war, civil society is exsangued and humanitarian needs are immense. This is the case in Syria, for example, where humanitarian and medical needs were estimated to have increased by 20 per cent last year. In this context, one can only deplore the growing insecurity surrounding humanitarian action. Let us remember that a year ago, six young French members of the Acted association lost their lives in Niamey, Niger. [[Applause on several benches of the LaREM group]] On 17 December, on the occasion of the national humanitarian conference, the President of the Republic presented several avenues of work for the protection of humanitarian law. The implementation of a strong response requires concerted and multilateral action to defend this right and more strongly condemn the aggressors of the workers who commit themselves. In view of the meetings scheduled this week, Mr Secretary of State for European Affairs, can you tell us how you deal with the negotiations? Can we hope for decisive progress at the next meeting of the Council?
ParlaMint-FR_2021-07-13-E1009.u224	The Secretary of State for European Affairs has the floor.
ParlaMint-FR_2021-07-13-E1009.u225	As you recall the tragedy of August 2020, I also pay tribute, as the Prime Minister did at that time, to our compatriots who were murdered as part of their humanitarian activities in Niger. As you said, since 1 July, France has been chairing the UN Security Council, which meets again in the face-to-face. Jean-Yves Le Drian is currently visiting the United States, Washington, and then New York, where he will chair, which will be devoted to two priorities. First priority: the Libyan question, so important. The stability of the country to which we devote our efforts is essential for the security of the regional environment – the Sahel where our forces are engaged; the Maghreb; the Mediterranean; Europe and France, since security and migration threats, in large part, are directly linked to the Libyan situation. We must use the Presidency of the Council to maintain the pressure to make progress on two points: respect for the electoral process and the timetable for the elections to be held at the end of December; the implementation of the ceasefire agreement of October 2020. [[Applause on certain benches of the LaREM group]] The second priority of the presidency of the Security Council is precisely the preservation of humanitarian space. All over the world, crises have increased pressure on humanitarian workers. During his visit, Jean-Yves Le Drian will chair a ministerial meeting whose work will focus on two main themes: seeking ways and means of ensuring effective respect for international humanitarian law; In particular, strengthening the capacity of humanitarian workers to act through training and the search for practical solutions for the delivery of humanitarian aid. These are the two ideas that Jean-Yves Le Drian will defend at the physical meeting of the Security Council.
ParlaMint-FR_2021-07-13-E1009.u226	Mr Dino Cinieri has the floor.
ParlaMint-FR_2021-07-13-E1009.u227	The decision to relaunch a major industrial wind farm program threatens our landscapes. Your project hurts many natural and tourist sites, destroys preserved spaces and disfigures beautiful landscapes. However, other renewable energies, better accepted by the population, can be considered in medium-mountain areas, such as wood-energy, village photovoltaic power plants, or biogas by methanization. For example, what about the Total group's project on the tops of the beautiful ancient Taillard forest in the Pilat Regional Natural Park, in the Loire department? In this natural water castle, are we going to let the springs be destroyed, toss large panoramas and to cement the basement to implant an alignment of wind turbines? What is the point of maintaining a regional nature park if the state accepts the destruction of what public policies have valued and preserved for decades, while the commitment has been made to increase the areas of protected areas? Our fellow citizens no longer accept the artificialization and mowing of the territory by wind turbines. They are calling for an urgent moratorium. Will you listen to the French?
ParlaMint-FR_2021-07-13-E1009.u228	The Secretary of State for Biodiversity has the floor.
ParlaMint-FR_2021-07-13-E1009.u229	Indeed, wind energy has been the subject of many reflections in recent months. This is a structuring axis of our energy strategy in order to achieve the target of 40% renewable electricity by 2030. Wind plants are clean since 93% of the weight of a terrestrial wind turbine is completely recyclable; a recent ministerial decree has tightened the recycling obligation. They are a source of energy adapted to our climate: France has the second wind resource in Europe.
ParlaMint-FR_2021-07-13-E1009.u230	Down with the wind! It destroys our landscapes! Put some in Paris!
ParlaMint-FR_2021-07-13-E1009.u231	Are there too many wind turbines? France has five times less than Germany. Are the French really so disappointed and so frileous about wind energy? A survey by the IRSN – Institute for Radiation Protection and Nuclear Safety – shows that 92% of French people are in favour of this: we can talk about a real commitment to this energy.
ParlaMint-FR_2021-07-13-E1009.u232	That's not true!
ParlaMint-FR_2021-07-13-E1009.u233	The ecological transition is based on three pillars: decarbonisation; balance must be struck; we need to save and go to energy sobriety. Our efforts in this area require new facilities to be put into operation. I agree with you on the necessary consultation – this is obvious – which must be carried out with the elected representatives and the actors of the territory.
ParlaMint-FR_2021-07-13-E1009.u234	There's no consultation! It's the financiers who decide!
ParlaMint-FR_2021-07-13-E1009.u235	[[Ms. Stella Dupont applauds]] All wind projects are subject to strict regulations that require environmental authorisations as well as landscape impact analyses. Urban planning documents organize their development. In order to strengthen planning, we have asked the regional prefects to draw up a map of the areas favourable to the development of wind turbines, I repeat, in the greatest concertation.
ParlaMint-FR_2021-07-13-E1009.u236	Mr Dino Cinieri has the floor.
ParlaMint-FR_2021-07-13-E1009.u237	I hear your comments, Madam Secretary of State, but Pilat Regional Nature Park is probably not the best place. Do you not find it shocking that the residents who have filed an appeal, as the law allows them, are being pressured by wind turbine developers, in this case the Total Group? He summoned them to the court of Saint-Étienne, asking them for the modest sum of €893,000.
ParlaMint-FR_2021-07-13-E1009.u238	That's the total!
ParlaMint-FR_2021-07-13-E1009.u239	I met these people, who were in shock. They entrusted me with their intention to sell their house if justice gave the Total group a reason. It's the pot of dirt against the iron pot.
ParlaMint-FR_2021-07-13-E1009.u240	Mrs Pascale Fontenel-Person has the floor.
ParlaMint-FR_2021-07-13-E1009.u241	The considerable and continuous rise in the prices of materials suffered by construction companies is becoming exponential and is compounded by an equally significant increase in delivery times. This double phenomenon seriously affects the activity of the building industry, a heavy weight of the French economy on which the State relies both in the France Recovery Plan and in the ecological and energy transition. The 410,000 companies, 1155000 employees and 386000 artisans in the sector are at risk. They support price increases that are completely incompatible with their financial margins and that cannot be passed on to their customers – public, private and private. Yet they are subject to late payment penalties. It is unthinkable and untenable: the more the construction site advances, the more companies lose money; For lack of materials, they must resort to partial unemployment. This situation could lead to chain failures in the near future, thus hampering the long-awaited economic rebound. [[Applause on the benches of the Dem group]] Can the State consider a mandatory price review mechanism to revalue contracts already signed? If not, can it study the introduction of a tax credit corresponding to the material item of companies and allow the neutralization of late payment penalties for all public and private contracts? Finally, can procurement professionals be given priority? Otherwise, can companies forced to place their employees in partial activity, due to lack of materials, expect a balance to be zero?
ParlaMint-FR_2021-07-13-E1009.u242	The next speaker is the Minister for Public Accounts.
ParlaMint-FR_2021-07-13-E1009.u243	Procurement and the cost of raw materials have been at the heart of our priorities for several weeks, as global recovery has led to tensions in this area. We have systematically called on the largest suppliers to avoid "overstocking" raw materials in order not to contribute to the shortage. We also directed the government's public purchasers not to apply the late penalty and to allow time limits whenever necessary and possible. We call on local authorities to do the same when they can, and when they want, with respect for free administration. On Thursday, Bruno Le Maire and I will once again bring together all the economic players in the sector to discuss possible new measures, like the execution of clauses to review the contracts that you mentioned. However, we know that such a solution will not solve all the problems. Beyond the economic difficulties, we are working, within the framework of the recovery plan, to secure our supplies – it is also one of the dimensions of economic and industrial sovereignty that we must win back. We are mobilized: Bruno Le Maire, Alain Griset and I have asked for a mediation to be launched in order to better coordinate actions in favour of the sector. We need to find ways of accompanying the principals, as well as those who then intervene on the construction sites, in order to avoid the paralysis of economic activity. Decisions taken at the end of Thursday's meeting will be made public. [[Applause on the benches of the LaREM group]] This is all the more important as the recovery is there, and well there. Growth is forecast at 5% – the President of the Republic announced yesterday. According to the European Commission, the OECD, the INSEE or the Bank of France, we can grow by 6% and I will have the opportunity on Thursday morning during the public finance policy debate to clarify the positive consequences of re-evaluation of 6 % of growth on public finances. To achieve this goal, we have two imperatives: the first, we know, is vaccination and the exit from the epidemic; The second is that the whole economy works. We'll get to it with you.
ParlaMint-FR_2021-07-13-E1009.u244	[[Applause on all benches]] Before giving him the floor, I would like to extend our congratulations and wish Mr Gabriel Serville, who has just been elected President of the Assembly of Guyana, every success. You have the floor, dear colleague.
ParlaMint-FR_2021-07-13-E1009.u245	Bravo Gabriel!
ParlaMint-FR_2021-07-13-E1009.u246	For my last address after nine beautiful years on the benches of our Assembly, I wish to express regret and hope. First of all, allow me to express my deep regret at the weakness of our Republic's response to the catastrophic situation that Haiti has been experiencing for two years now, despite my numerous warnings as president of the France-Haiti friendship group. Indeed, the assassination on 7 July of President Jovenel Moïse further destabilized this nation of 12 million people, already suffering from immense poverty and extreme insecurity. I fear the worst if the international community continues to turn a blind eye to this situation. There is therefore an urgent need to hear and understand the appeals made by this dignified but suffering people who are not understood by the international community. My hope is for Guyana, which has just elected me head of its unique community and which is still in a worrying situation. It is quite simple that the territorial community has at its disposal to administer a large region such as Portugal, whose population is growing by 3% a year with a budget which is sadly inadequate, and which does not allow us to meet the many challenges to be met. Part of the fault lies in chronic underfunding that does not take into account population growth. Mr Minister for Overseas Affairs, despite our many but still healthy oppositions, I want to be able to count on active cooperation to get our territory out of the rut in which it is plunged, because, I know, we share the common ambition of raising Guyana to the rank of a world crossroads of excellence. [[Vif applause on the benches of the GDR and SOC groups]] Mr Minister, ladies and gentlemen, especially my friends from the Democratic and Republican Left, I want to thank you sincerely for the frankness of our exchanges and the support you have often given me. I know how to count on you in the exercise of my new duties, until I tell you Chembé rèd pa moli, good courage and see you soon!
ParlaMint-FR_2021-07-13-E1009.u247	The next speaker is the Minister for Overseas Affairs.
ParlaMint-FR_2021-07-13-E1009.u248	On behalf of the Government, allow me, in turn, to extend to you our most republican congratulations on your election to head this important community through its expertise arising from the merger of a department and a region, which is very directly involved in the well-being of the people of Guyana. I hope that we can find a way to work together. I am sure that we can because there is only one family: that of the public authority that allows the public service to be rendered to our fellow citizens. Several projects are in front of us: the first, you did not mention it, but I would like to mention it, concerns the management of the health crisis. Please be aware, honourable Member, that, with the Prime Minister's permission, the restriction of travel between Guyana and Hexagon on the sole compelling grounds will be lifted for those vaccinated this week – this was an important request made by the territory. Vaccination, of course, remains a major project in Guyana, and we will return to it. The second project deals with financial matters both for the communal bloc and for the territorial community of Guyana. Large amounts – EUR 30 million – have been provided; they will be notified to you in the coming days, and aim to finance specific plans, particularly in the field of fire defence, as well as to restructure certain debts. Other sums are to come: the work undertaken with your predecessor, President Rodolphe Alexandre, will be continued in order to prepare the next finance law. The Government will present an amount in the finance bill and the parliamentary discussion will certainly enrich it. It is essential to support the territorial community of Guyana through both operational and investment funding. [[Applause on several benches of the LaREM group]] Other issues are on the table: the environment and the regalian, which are obviously the responsibility of the state but on which local expertise is sometimes useful. Mr President, honourable Member, I would be happy to meet you in the territory of Guyana and to move forward together in the service of our fellow citizens.
ParlaMint-FR_2021-07-13-E1009.u249	Mrs Sylvie Bouchet Bellecourt has the floor.
ParlaMint-FR_2021-07-13-E1009.u250	Tomorrow, July 14, the national holiday will give us the opportunity to strengthen national cohesion by paying a strong tribute to those who defend our republican ideals and values every day, both in France and abroad. In Paris, they will be more than 4400 marching with, in their ranks, members of civil security on the ways in which I would like to draw your attention. Yellow and red helicopters, commonly known as Dragon, provide rescue and air reconnaissance operations – car accidents, forest rescues, firefighting and inter-hospital transfers during the health crisis. Over 19,000 operations were carried out last year. Yet these essential emergency relief missions are threatened because of the lack of investment and vision of the State in recent years. The immobilization of one-third of the 34 aircraft calls into question the effectiveness of maintenance. As the rest of the fleet is overexploited, not all territories can be covered. Moreover, the desire to medicalise the 23 bases of civil security is more a matter of incantation than a real strategy. As a result, since 9 July, Île-de-France has no longer benefited from either of the two aircraft that had previously covered its territory. This deficiency is incomprehensible in the case of a region of this size, especially since the apparatus detached in Seine-et-Marne was already involved in the departments bordering the Centre-Val-de-Loire region. The State proposes to rent a private apparatus to carry out these necessary tasks, but the latter will not be medicalized or able to intervene at night. Prime Minister, can you clarify this state failure? What concrete solutions do you envisage so that the Francilians are not abandoned?
ParlaMint-FR_2021-07-13-E1009.u251	The Deputy Minister for Citizenship has the floor.
ParlaMint-FR_2021-07-13-E1009.u252	Throughout the year, members of civil security are working urgently to save lives, including in exceptional situations, and I would like to pay tribute to their outstanding work here. The Ministry of the Interior is engaged in personal aid and emergency medical aid, and with Gérald Darmanin, we are pursuing a proactive policy in this area. We have deployed significant resources to sustain civil security. It will receive €37.5 million under the Recovery Plan. For the aviation sector, 1.6 million will be spent on the acquisition of Airbus H145 D3 helicopters and 33.7 million credits will be spent on fleet and aircraft maintenance. In addition, €2.2 million was voted for funding the population alert system. Funding from the recovery plan will also contribute to the purchase of electric vehicles as part of the greening of the fleet, as well as to the maintenance and thermal insulation of helicopter bases and demining centres. In 2021, the total budgetary effort for civil security will amount to €40 million, an increase of almost 8% over 2020. [[Applause on a few benches of the LaREM group]] On the eve of 14 July, therefore, please be assured, Madam Member, that the Ministry of the Interior is fully mobilized to accompany the civil security forces in all their actions. I would like to thank them in particular for their ever-increasing contribution to the State's efforts in the field of immunization and the fight against the pandemic.
ParlaMint-FR_2021-07-13-E1009.u253	Mr Pierre-Alain Raphan has the floor.
ParlaMint-FR_2021-07-13-E1009.u254	Since 2017, emancipation through employment and the fight against inequalities have been at the centre of our policies and it is a pride that resonates in the hearts of all the deputies of the presidential majority. These priorities were reaffirmed last night by the President of the Republic in his speech. In some territories, however, situations are more complex than expected and we have a responsibility to provide strong and appropriate responses. When I had the pleasure of learning that Greater Paris Sud had been labeled "Cité de l'emploi", I immediately thought of citizens who are far from employment, such as those in the commune of Grigny where the unemployment rate reaches almost 40% among the 15-25 year olds, is incomprehensible when we know that there are nearly 200,000 jobs not provided in the digital sector and that we benefit from training and courses of excellence made in France, such as the Grande École du Numérique (GEN). [[Applause on several benches of the LaREM group]] Through you, Madam Minister-in-Charge of the City, I invite the entire government to set up a digital school in each priority neighbourhood of city policy (QPV) to enable people furthest from employment to develop, together, an ambitious future because, as Peter Drucker said, "the best way to predict the future is to create it" and create it together. [[Applause on several benches of the LaREM group]] Like you, we found that some employment-related schemes competed with each other and became so complex that they no longer met their original objective of accompanying citizens. With the cities of employment, you bring an innovative, bold solution, a new method of work. Could you remind us of the strategy that guides them and specify the means that are deployed so as not to leave anyone at the edge of the road?
ParlaMint-FR_2021-07-13-E1009.u255	The Minister responsible for the city has the floor.
ParlaMint-FR_2021-07-13-E1009.u256	The fight against inequality has been at the heart of our political project for four years, and for having sat with you for more than three years, I know how much it permeates the action of the presidential majority in this Assembly. In order to combat inequalities, we must take decisive action in favour of our territories and that is why the Prime Minister has announced measures for neighbourhoods where life is more difficult than elsewhere, amounting to €3.3 billion, including €1.1 billion under the recovery plan. We can be satisfied with the result: 870 million are programmed for priority neighbourhoods. We assume our will to set ourselves in a path of full employment, the President of the Republic reaffirmed it again last night. We act decisively in this direction, particularly through the plan "1 young, 1 solution". But we also know that there is a gap between national solutions and their application to young people particularly affected by unemployment in priority neighbourhoods. We therefore need to rethink our methods to ensure that communities, economic actors, actors in the community fabric, employment agents all work together on territorial projects. The measures we take will thus have a direct impact on the lives of our citizens, especially those who are furthest from employment. [[Applause on a few benches of the LaREM group]] It is this spirit that governs the deployment of the cities of employment to each of which we spend 100,000 euros. Yes, honourable Member, the recovery will go through our territories, it will also go through the priority neighbourhoods.
ParlaMint-FR_2021-07-13-E1009.u257	Mr Pierre Cordier has the floor.
