ParlaMint-FR_2019-10-08-O1015.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-08-O1015.u59	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-10-08-O1015.u60	First of all, for having spent a lot of time meeting medical teams, associations, lawyers, in short, a number of interlocutors over the last few months, I will be careful not to move forward with figures, because we are now at a great risk of being able to provide them at any level.
ParlaMint-FR_2019-10-08-O1015.u61	Exactly!
ParlaMint-FR_2019-10-08-O1015.u62	Yes!
ParlaMint-FR_2019-10-08-O1015.u63	The reasons are many, starting with the particularity of the variations and their great diversity, from which a real difficulty arises in knowing when the person corresponds to such variation or to another. Mrs Obono has put forward figures, but I cannot say whether they are fair, overvalued or, on the contrary, undervalued.
ParlaMint-FR_2019-10-08-O1015.u64	The number is 160!
ParlaMint-FR_2019-10-08-O1015.u65	I will then come back – to show once again how complex and worthy of real attention this subject is – to the words of the rapporteur, who refers to the risks of cancer of gonads. Today, most of the medical teams I have met, including highly interventionist teams, have ruled out systematic withdrawal of gonads, regardless of the risk of cancer. The teams retain gonads whenever they can, by ensuring specific monitoring of the onset of cancer, the objective of preserving, as soon as possible, the gametes that the gonads may produce in part functional. The passage through the reference centres therefore seems to me to be the right answer. It is for this reason that, although I have made a significant contribution to the drafting of Amendment No 2134, I have a preference for the wording adopted in Amendment No 2334...
ParlaMint-FR_2019-10-08-O1015.u66	So do we!
ParlaMint-FR_2019-10-08-O1015.u67	... because it precisely finds a balance between different decisions which, whatever they may be, are likely to have real consequences for the future of these children. In the absence of proper control of this subject – as evidenced by the difficulty we have in talking about it – we risk making potentially fatal decisions rather than advancing the cause. Even though some associations are very militant, the important thing is to find a balance, to have this debate – I can only rejoice that we have been talking about intersex children in our country for the last hour: it seems to me to be a great first – and to use the various existing reports, including the Senate report or the opinion of the Council of State, as a basis. [[Smile]] Amendment No 2334 – which I do not hope to see considered shortly – provides, in my view, the most balanced answer to this question, and reflects a willingness to move the debate forward. I hope that we will all be there to vote on it together, and pending the withdrawal of Amendment No 2134.
ParlaMint-FR_2019-10-08-O1015.u68	Mr Maxime Minot has the floor.
ParlaMint-FR_2019-10-08-O1015.u69	In the light of the arguments of the rapporteur and the minister, and for once in agreement with my colleague Xavier Breton,...
ParlaMint-FR_2019-10-08-O1015.u70	All right!
ParlaMint-FR_2019-10-08-O1015.u71	[[Applause on several benches of the LR, UDI-Agir, LaREM and MODEM groups]] I withdraw Amendment No 1046 in favour of Amendment No 2334 by Mr Gérard.
ParlaMint-FR_2019-10-08-O1015.u72	Mrs Maud Petit has the floor.
ParlaMint-FR_2019-10-08-O1015.u73	I maintain my amendment. I will be brief, but I would like to point out that while some doctors believe it is indeed imperative to intervene as quickly as possible and assign a sex to the child by operating the newborns, others believe that these interventions should not be carried out as soon as possible and propose less invasive alternatives. Their arguments focus on the risks to the future health of the child. These practices are indeed likely to have an impact on the entire life of these people, from the age of childhood to adulthood: a probable infertility, a loss of sexual sensitivity, the risk of a sexual misassignment, people who do not recognize themselves in their bodies and feel, for example, deeply woman when they are perceived by all as a man. These cases exist, not to mention possible psychological sequelae. To push the reasoning to the extreme, some people will not love each other as they are, sometimes, to the point of having an unfortunate gesture, of eliminating themselves. I would like to stress this point: there is no absolute need to carry out these acts as soon as possible. Perhaps the term "gender" was not the right one, Mr. Breton: it is a matter of sex.
ParlaMint-FR_2019-10-08-O1015.u74	There, we agree.
ParlaMint-FR_2019-10-08-O1015.u75	[[Michel-Kleisbauer applauds]] So, in this world where you go so fast – sometimes too fast – take a little time, and let's accept things and people as they are.
ParlaMint-FR_2019-10-08-O1015.u76	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-08-O1015.u77	The figures we have put forward would, it was said, be a bit fanciful. I would remind you, however, that the proportion of births of 1.7% corresponds to the figure put forward by the United Nations. In France, the total number of intersex operations carried out in 2017 is 15,000 for children under 12 years of age and 6,000 for children under 2 years of age, an increase of about 10% since 2006: these data are those of the national health data system. The "thousands of operations" that I have spoken of are therefore well attested. These figures are not fanciful. Even if Amendment No. 2334 is better than nothing – at least we will have obtained that from the Government, by putting the work back on the job – I would point out that the associations of the persons concerned, which call the procedures they have been subjected to and whose arguments you have had to read carefully, have indicated that this amendment is insufficient. [[Applause on the benches of the FI group]] Systematic referral to reference centres does not answer the question, as such operations are already being carried out in these centres. Thus, we miss the subject once again: we refuse to accept and look at the truth in the face and, in a way, we continue to maintain a very damaging silence on these realities. We will therefore maintain our amendments because, even if small improvements are subsequently adopted, they will not be up to the situation.
ParlaMint-FR_2019-10-08-O1015.u78	The rapporteur has the floor.
ParlaMint-FR_2019-10-08-O1015.u79	[[Mr. Gérard smiles]] I would like to tranquillize Mrs Obono and Mr Gérard, who is targeting me tonight: we are not abandoning the children. An extremely precise medical follow-up is provided, as you said yourself, Mr Gérard: we are not going to remove the gonads because they have not fallen to the right place... Simply put, perhaps I have not been clear enough on one point: when, in the context of these medical follow-ups, practitioners have to intervene from the age of 5 or 6 to treat one of the pathologies that you mentioned, Mrs Obono – in fact, quite exhaustively, which I thank you for – it is simply difficult to obtain the informed consent of the child. If the pathology occurs at the age of 12, it becomes possible to discuss with the child in a specialized environment, with child psychologists specialists of the advertisement. But when she says she's four or five years old, it's extremely complicated to ask for the child's informed consent. The decision is then made by the parents or guardian. When the emergency so requires, an intervention may be required.
ParlaMint-FR_2019-10-08-O1015.u80	So you agree!
ParlaMint-FR_2019-10-08-O1015.u81	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2019-10-08-O1015.u82	The issue of the age of consent of the child faces significant difficulties, particularly when referring to the pattern of psycho-affective and psycho-sexual development. At what age can a child consent? Between 0 and 3 years, when he discovers his own body? Between 3 and 5 years, when the Oedipus complex appears? More than five years? This type of amendment, based on the collection of the child's consent, puts us in great difficulty, especially as it is known that at the age of 5, little girls like to play with each other while boys tend to stay behind. What then will be the place of a child growing up in a sense of insecurity because he will not know if he is a girl or a boy?
ParlaMint-FR_2019-10-08-O1015.u83	I already do!
ParlaMint-FR_2019-10-08-O1015.u84	Let me speak, Mrs. Obono. I consider it important to recall certain psychopathological, psychological, and psychosexual and psychoaffective development data of the child.
ParlaMint-FR_2019-10-08-O1015.u85	All right!
ParlaMint-FR_2019-10-08-O1015.u86	We are introducing a great deal of confusion between the desire to open up to all-va and the reality, educational and psychological, that you are referring to. The child needs security. He must know that there is differentiation, which is played in part – without falling, like Mr Breton, into integral corporateity – by sexual differentiation. As neither a pediatric endocrinologist nor a surgeon, I will not risk developing the theme of gonadic functional deficiencies, but I believe that assignments, when prescribed after a multidisciplinary consultation involving various specialists, are of interest. Instead, the current recommendations are to implement them fairly quickly.
ParlaMint-FR_2019-10-08-O1015.u87	No, no, no, no, no, no, no,
ParlaMint-FR_2019-10-08-O1015.u88	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-08-O1015.u89	This subject is not new. I will not recall, as Charles de Courson did, that I have participated in previous revisions of bioethics laws – in my case in 2011, but this topic had already been addressed in the past. Questions were then put forward. While it is true that the reflection has matured since then, the light has not suddenly come to light today. Moreover, there is no perfect solution on this subject, nor is there a miracle recipe. We're groping. Those who claim to have a solution to deal with everything are wrong, because we are confronted with a body reality that precisely prevents us from responding and obliges us to seek the least bad solution. These questions are further intensified by taking into account the psychoanalytic dimension.
ParlaMint-FR_2019-10-08-O1015.u90	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-08-O1015.u91	We could debate whether the psychoanalysis you invoke is militant or objective... To answer your argument, Mr. Hammouche, confusion and questioning for these children already exist. They are made even more painful and problematic, including psycho-sociologically, by forced reassignments.
ParlaMint-FR_2019-10-08-O1015.u92	No!
ParlaMint-FR_2019-10-08-O1015.u93	Yes, I do, my dear colleague. You have certainly read the testimonies in this sense: this is the whole problem of the summonses without consent, decided without the person concerned having made this journey. We will not start a discussion here on the question of which psychoanalytic school you refer to,...
ParlaMint-FR_2019-10-08-O1015.u94	I'm referring to the playground!
ParlaMint-FR_2019-10-08-O1015.u95	...but there are also psychoanalytic and psychological recommendations on the need to hear the child's own path and to give him or her his or her freedom of choice. Finally, we do not propose to "open to all-va". We want – to return to the questions raised by Xavier Breton – to give children time to find answers. It is not a question of letting everyone do what they want, but rather of guiding the procedures very precisely by entrusting them to teams of multidisciplinary practitioners, so that these questions can find answers that allow the development of people. I therefore refer you to the work already mentioned – even if we will not have time to discuss it again here. Your attitude, which prompted my response, is typical of what the people concerned are testifying to, and how they have been called into question for their own good. While we continue to deny the biological and body reality, but also psychological and psychoanalytic, of the consequences of these operations, I hope that this debate will at least facilitate the understanding of their terrible, mutilating and extremely alienating character for the people concerned. I think it's our responsibility...
ParlaMint-FR_2019-10-08-O1015.u96	We got it!
ParlaMint-FR_2019-10-08-O1015.u97	... if we talk about bioethics – and you will allow, ladies and gentlemen, that we finish on this subject,...
ParlaMint-FR_2019-10-08-O1015.u98	We're far from done!
ParlaMint-FR_2019-10-08-O1015.u99	[[Applause on several benches in the FI group]] ...because it is important – out of respect for the people concerned, to ensure that this word is at least heard, for once, in this House.
ParlaMint-FR_2019-10-08-O1015.u100	I put to the vote identical amendments Nos 2427 and 2498.
ParlaMint-FR_2019-10-08-O1015.u101	The result of the vote is as follows: Number of voters 111 Number of votes cast 108 Absolute majority 55 For adoption 19 Against 89
ParlaMint-FR_2019-10-08-O1015.u102	Amendment No 1521 by Mrs Sylvia Pinel is being defended.
ParlaMint-FR_2019-10-08-O1015.u103	I have before me three amendments, Nos 2334, 2154 and 2165, which can be discussed jointly. Amendment No 334 is the subject of Subamendments Nos 2621, 2633, 2624, 2636, 2626, 2638, 2622, 2625, 2637, 2634 and 2635. Subamendments Nos. 2624 and 2636 are identical, as are Subamendments Nos. 2626 and 2638 and Subamendments Nos. 2625 and 2637. On Amendment No 2334, I have a request for a public vote before the Group of the European People's Party. The vote is announced in the National Assembly. Mr Raphaël Gérard has the floor to support this amendment.
ParlaMint-FR_2019-10-08-O1015.u104	This amendment, tabled by the whole of the Republic on the move, seems to me to be a good balance. I would like to draw the Assembly's attention to the fact that, in the special committee, the Minister was willing to create in the law this subject, which was originally not included in the text. This decision is already a real step forward in addressing this issue and demonstrates a willingness to advance the situation of the children and families concerned. This amendment does not fundamentally upset the law: it merely recalls the rule of law and good practices – which, I know, is a hijacking of certain associations. It has been seen that, even today, children are operated outside the referral centres and are not systematically seen by the referral doctors of these centres. It has also been seen that the planned multi-disciplinary consultation meetings often examine cases of children who have already been operated on before the cases of these children were submitted to them, and often without the intervention being of a genuine emergency nature. It is therefore necessary to recall the existing legislative framework, as well as good practices, and to invite the entire medical community both to comply with these practices, when they are not respected – but these circumventions of the law fortunately remain quite minority – and, above all, to exchange so that the medical community is collectively able to evolve its doctrine on the care of these children. This amendment, I repeat, does not fundamentally upset the rule of law, but I hope that it will make the medical community aware of the need to question these practices. In its II, the amendment aims at the submission of a report. We have indeed realized – and that is why I was wondering earlier about the figures put forward by Mrs Obono – that we have very few data, which are often fragmented and not consolidated. I therefore call for a next step in this process. For the time being, we are asking the question and I hope that in the future we will be able to take this issue collectively and change the law to reflect the elements of this report and the exchanges that I hope will also develop within the medical community. The adoption of this amendment unanimously would therefore be a nice sign sent to all his children.
ParlaMint-FR_2019-10-08-O1015.u105	This amendment is the subject of many sub-amendments. The rapporteur, Mr Jean-François Eliaou, has the floor to support sub-amendment No 2621.
ParlaMint-FR_2019-10-08-O1015.u106	I shall issue an opinion in favour of Amendment No 2334, subject to the adoption of a number of sub-amendments, the first of which is to add the words: 'Unless a medical emergency involving its vital prognosis'. It seems to me important to be able to deliver this point objectively in the next provision that we will accept.
ParlaMint-FR_2019-10-08-O1015.u107	Mr Alexis Corbière has the floor to support sub-amendment No. 2633.
ParlaMint-FR_2019-10-08-O1015.u108	While consent is provided for in the proposed amendment, this consent should be clarified, as this is the heart of the debate. This sub-amendment therefore seeks first of all, after the words "and their foreseeable consequences", to insert the words: "by guaranteeing, without a vital emergency, therapeutic abstention in order to wait for the free and informed consent of the person concerned, personally expressed. " It is then intended to rewrite paragraph 6: "Free and informed consent referred to in the first paragraph shall be obtained under conditions defined by decree in the Council of State". The issue was important and many arguments had been exchanged. We are not opposed to Amendment No 2334, but the proposed wording remains unclear about the informed consent of the person concerned. The wording we are proposing seems more precise: its adoption would allow us to accept the amendment.
ParlaMint-FR_2019-10-08-O1015.u109	Mr Jean-Louis Touraine has the floor to support sub-amendment No. 2624.
ParlaMint-FR_2019-10-08-O1015.u110	This sub-amendment recommends adopting a principle of proportionality that would guide the multidisciplinary medical teams of the reference centres in their detailed, balanced and concrete assessment of the situation and the best interests of the child. It is based on the recommendations of the Defender of Rights and the information report of Senators Maryvonne Blondin and Corinne Bouchoux.
ParlaMint-FR_2019-10-08-O1015.u111	Mrs Maud Petit has the floor in support of the identical sub-amendment No. 2636.
ParlaMint-FR_2019-10-08-O1015.u112	It tends to recommend the adoption of a precautionary principle that would guide the multidisciplinary medical teams of the reference centres, as Mr. Touraine explained. This precautionary principle should prevail over the principle of intervention, which has prevailed in France since the introduction of the Johns Hopkins protocol in the 1960s, with early surgical procedures performed while the child's life-threatening prognosis was not engaged.
ParlaMint-FR_2019-10-08-O1015.u113	Subamendment No 2626 by Mrs Laurence Vanceunebrock-Mialon is being defended. Mrs Maud Petit has the floor in support of the identical sub-amendment No. 2638.
ParlaMint-FR_2019-10-08-O1015.u114	The information given to parents is not exhaustive, but should allow for the expression of their informed consent. However, the psychological pressure associated with sex reporting to civil status and the pathological discourses of some doctors suggest that surgery would be the only answer. In addition, parents are generally unaware of the fact that this intervention is often followed, as explained earlier, by new operations that can take place repeatedly and for several years after the birth of the child. This sub-amendment therefore aims to ensure that the potential risks associated with early medical or surgical interventions are fully known to parents, who must be able, when their child is not yet able to do so, to choose, together with the multidisciplinary team, the most appropriate therapeutic response.
ParlaMint-FR_2019-10-08-O1015.u115	Mr Jean-Louis Touraine has the floor to support sub-amendment No. 2622.
ParlaMint-FR_2019-10-08-O1015.u116	It tends to seek a decree in the Conseil d'État which could establish a list of professionals competent to participate in multidisciplinary consultation meetings, including health professionals and other professionals.
ParlaMint-FR_2019-10-08-O1015.u117	Subamendment No 2625 by Mrs Laurence Vanceunebrock-Mialon is being defended. Mrs Maud Petit has the floor in support of the identical sub-amendment No. 2637.
ParlaMint-FR_2019-10-08-O1015.u118	It is intended to clarify that the doctor not only informs the parents of the existence of these associations, but that he sends them a list of the various specialized associations, since the only mention of their existence may be insufficient. The aim here is to guard against a strong medical position, which considers this voluntary work to be secondary. By giving parents a list of these associations, it is ensured that they are aware of being able to be supported and that their connection with these associations will be facilitated. Finally, this list could be standardized and updated regularly to take account of all existing associations, since they are diverse and their support varies.
ParlaMint-FR_2019-10-08-O1015.u119	Mr Thibault Bazin has the floor for a point of order.
ParlaMint-FR_2019-10-08-O1015.u120	This point of order is based on Rule 49 of the Rules of Procedure. [[Applause on the benches of the LR and UDI-Agir groups]] Mr Touraine, who was not rapporteur on the title of the text, speaking from the rapporteur's microphone, it would be appropriate for the time referees to ensure that his speaking time was well counted on the time allocated to the La République group on the move, not that of the rapporteurs.
ParlaMint-FR_2019-10-08-O1015.u121	We've got margin!
ParlaMint-FR_2019-10-08-O1015.u122	The answer is positive. Everything is counted and not for a second is lost.
ParlaMint-FR_2019-10-08-O1015.u123	It's for your birthday, Mr. Touraine!
ParlaMint-FR_2019-10-08-O1015.u124	I have before me two sub-amendments, Nos 2634 and 2635, to Amendment No 2334, which can be presented in a consolidated format. Mrs Danièle Obono has the floor to support them.
ParlaMint-FR_2019-10-08-O1015.u125	It is useful to explain to those of our colleagues who are very eager to vote that the large number of sub-amendments tabled is due to the fact that we have not had time to work in a special committee and that the amendment proposed by the majority group as a whole is probably the result of a compromise between the Government and the majority. We see no problem as long as the proposed measure goes so little in line with what we want, but we still suffer from sub-amendments being tabled by our group, La France insoumée, which has been carrying this debate for some time and relaying the dissatisfaction of the associations of people concerned, who have pointed out that, in the proposed wording, the amendment may be a step forward, but not sufficiently substantial. That is why so many sub-amendments have been tabled and why we propose, with our sub-amendment No. 2634, to insert in paragraph 5, after the words "the existence of associations", the words "of persons concerned" and, after the words "genital development", the words "able to provide non-pathological information on these variations". The purpose of this clarification is to ensure that the decision can be made with full information given by the persons themselves concerned, who may be better able to provide the child and his or her family with useful experience. This information, which is complementary to that of doctors, who do not need to be pathological, will enable the child to make a fully informed decision, using various points of view expressed, including that of persons also concerned. Subamendment No. 2635 is intended to insert, at the beginning of paragraph 6, before the words "the consent of the minor", the words "other than vital emergency", and to delete, at the end of that paragraph, the words "if he or she is capable of expressing his or her will and participating in the decision. » The amendment tends to provide for the consent of the child only if it is "capable of expressing its will and participating in the decision", which means that parents can give their consent to operations when the person concerned may not be in a position to give his or her consent. The purpose of the sub-amendment is to clarify the procedure for collecting the consent of this person, in accordance with the study of the Council of State on the revision of the Bioethics Act, which states that "where the minor is unable to express his or her will, only a "very serious medical reason" may justify that, without waiting for the child to be of age to participate in the decision, a medical act seriously affecting his or her bodily integrity shall be carried out; If the very serious nature of such a ground is not established, it is necessary to wait until the minor is in a position to participate in the decision, in particular to state the suffering associated with his injury and to modulate the benefit/risk balance of the proposed act itself. » [[Applause on the benches of the FI group]] I repeat, the amendment which tends to systematically refer families to centres, even if it can make it possible to catch up with situations which are not regulated as they should, is not, in our view and according to the associations, to the extent that the present situation, on which we have been alerted for many years by various organisations, would require. That at least deserves us to adopt these sub-amendments, in order to show our will that these situations do not happen again.
ParlaMint-FR_2019-10-08-O1015.u126	Mr Raphaël Gérard has the floor to support Amendment No. 2154 as corrected.
ParlaMint-FR_2019-10-08-O1015.u127	I would like to make a point about associations: there is a multitude of them, representing a variety of points of view. Overall, there are as many associations in favour of interventions as there are associations in favour of them. I withdraw my amendment No 2154 in favour of Amendment No 2334.
ParlaMint-FR_2019-10-08-O1015.u128	Mrs Sylvia Pinel has the floor to support Amendment No. 2165.
ParlaMint-FR_2019-10-08-O1015.u129	The aim of this amendment is to improve the care provided by reference centres for children with varying genital development. You have repeatedly indicated, Madam Minister, that you have asked your services to work in this direction. You said you wanted to homogenize and strengthen access to the centre of reference for rare diseases of genital development, labeled in 2017. Since this type of structure is still recent, we have little information on this issue. This amendment is therefore a call, Madam Minister: can you give us information and ensure that the debate will allow us to move forward on this crucial issue for all these children?
ParlaMint-FR_2019-10-08-O1015.u130	What is the opinion of the committee on this series of amendments and sub-amendments?
ParlaMint-FR_2019-10-08-O1015.u131	Sub-amendment No 2633 tends to introduce a priori a form of prioritisation between possible solutions, by requiring that, of course, the therapeutic forbearance which is understood to be the first priority should be guaranteed, without a vital emergency. I do not think that the legislator's assessment should replace that of all professionals in the specialised centres. The opinion is therefore unfavourable. With regard to sub-amendment No 2624, I am in favour, because, as Mr Touraine has explained, the proposed therapies respect the principle of proportionality. Same opinion for the same amendment No 2636. On sub-amendment No 2626, I express an unfavourable opinion. The complete information, particularly on the potential risk associated with medical or surgical procedures, seems complicated to me to impose on the multidisciplinary team of the reference centre. It is preferable to leave it all the flexibility it needs to appreciate the content of the information it provides. This point, which will be included in another sub-amendment, seems very important to me. Same opinion for the identical sub-amendment No 2638. Sub-amendment No 2622, also tabled by Mr Touraine, provides that the list of professionals participating in multidisciplinary consultation meetings will be established in the Council of State, as is the case for the composition of multidisciplinary prenatal diagnostic centres. For a reason of parallelism of forms, I am in favour of this sub-amendment. Sub-amendment No 2625, again tabled by Mr Touraine, tends to propose in a somewhat formal way a list of associations specialising in the accompaniment of persons with a variation in genital development. The requirement to draw up this list poses a feasibility problem. That is why I am against this sub-amendment. Same opinion for the identical sub-amendment No 2637. Sub-amendment No 2634, defended by Mrs Obono, seeks to clarify that associations specialising in the accompaniment of persons with a variation in genital development whose existence the doctor must mention would be obliged to provide non-pathological information. I express an unfavorable opinion, because it is very difficult to define what is "non-pathological information" about variations in genital development. This formulation is, in my view, marked by great subjectivity, so that it seems difficult to include it in the law. That is why I am against this sub-amendment. I have already argued on sub-amendment No 2635, also defended by Mrs Obono. If I approve of course the first part of the text, which excludes the case of vital emergency – we have discussed it – for the rest, I do not see how one could reasonably ask for the consent of a minor. The opinion is therefore unfavourable. It is also true for Amendment No 2165.
ParlaMint-FR_2019-10-08-O1015.u132	What is the Government's opinion?
ParlaMint-FR_2019-10-08-O1015.u133	As we speak of Mr Raphaël Gérard's amendment, I would like to thank all those Members who have made a great deal of effort to ensure that the bioethics law deals with this subject, even if we did not initially consider it because it is not a new medical technique. But the suffering of the children, of which you have told us, deserved a strong gesture of framing the care. I thank you, Mr Gérard, for your work in drafting this amendment, which I very much accept. I would like to start with a historical reminder. We are all very shocked by the stories we have heard about children who have undergone unnecessary mutilation in too short a time compared to their level of consent. We can agree that there are – or have been – bad medical practices. Over time, the medical community seized the subject and began to structure itself. The first rare diseases reference centre dedicated to genital development, which was established in 2006 and was labeled in 2017, is now a national reference centre, located in Lyon. Three reference centres are associated with this coordinating centre, while more than 20 regional centres provide good practice and are responsible for disseminating it in the hospital environment. This structure, which has increased in recent years, has resulted in all doctors, surgeons and psychologists caring for these children taking into account the necessary multidisciplinary dimension, both with children and with families, and gradually improving their practices. We are typically in a case of medical progress, with a level of requirement in the quality of practices that increases each year. This sector of care for children with sexual ambiguity is growing and is structured: there are nine university or inter-university degrees, several scientific conferences, several therapeutic education programmes open to patients and families in the territory. In addition to the Lyon centre I mentioned earlier, the focal points in Paris, Bicêtre, Lille and Montpellier are responsible for developing and disseminating good practices in diagnosis and treatment, conducting clinical research, possibly maintaining registers, animating networks, designing information guides and infographics for patients and families. They are linked to associations representing the sick. Most of the sub-amendments you are proposing cover the structural scope of the reference centres. These are precisely labeled to improve professional practices in our territory. I wanted to explain what the reference centres are and what their missions are so that you understand why I refuse certain sub-amendments aimed at including in the law missions already included in the labeling of reference centres. Mr Gérard, the purpose of your amendment is to better regulate the medical care of children by considering that they are systematically the responsibility of the multidisciplinary teams specialised, the reference centres. It also provides that the situation of these children must be the subject of a multidisciplinary consultation to propose therapeutic avenues – including therapeutic forbearance. As I committed myself in committee, I am in favour of this amendment. I hope that it will be created at the level of the law, which will strengthen the consideration of these issues by doctors who will be better informed when they are faced with a child with sexual ambiguity. This is the most appropriate way to ensure optimal care, to enable specialized teams to take over this issue and for all children to receive appropriate support. This legislation must be translated into an order that will specify, inter alia, the composition of the multidisciplinary teams. I do not wish it to be fixed by a decree in the Council of State, because it would require, every time a new name appears on the list, the use of a new decree, which is absolutely not operational. I would therefore ask for sub-amendment No 2622 to be withdrawn, because a decree allows us to draw up, in a much more flexible and reactive way, the list of professionals in the multidisciplinary teams responsible for these practices. The opinion of the NCCE – National Ethics Advisory Committee – requested on July 1st, will serve as a guide in the development of this Order. I will ensure that stakeholders are involved. Your amendment, Mr Gérard, also provides for a report on the activity and operation of the reference centres to be submitted to Parliament. I am also in favour of this, because it will enable the quality of the organisation to be assessed quickly, which will be a real step forward in favour of good practice. In sub-amendment No 2621, rapporteur, you would like to include an exception to the holding of the RCP in the event of a vital emergency. I am a little embarrassed because, according to the code of medical ethics, the doctor must provide the necessary care in the event of an emergency, particularly vital. I fear that the inclusion of this mention will weaken the principle of the SPCs that we are introducing. For this reason, I would ask you to withdraw from sub-amendments No 2624 by Mr Touraine and No 2636 by Mrs Petit, for which I have a favourable opinion. I am against sub-amendment No 2633. With regard to the identical sub-amendments Nos 2626 and 2638, I suggest that we withdraw or give an unfavourable opinion. I have an opinion of wisdom with regard to the identical sub-amendments No 2625 by Mrs Vanceunebrock-Mialon and No 2637 by Mrs Petit. I am against sub-amendments Nos 2634 and 2635.
ParlaMint-FR_2019-10-08-O1015.u134	Mrs Laëtitia Romeiro Dias has the floor.
ParlaMint-FR_2019-10-08-O1015.u135	I shall begin my speech on this amendment from our group with the words on which I had finished in committee, recalling that bioethics is, of course, the creation of new rights, the prohibition or regulation of new practices, but also the correction of what, in practice, affects our ethical principles. I had made this reminder after alerting about the situation of intersex children. We must be aware that certain medical practices lead to sexual conformation operations for children under 3 years of age – operations which, for some, are decided without medical imperative, without vital emergency. Although they are carried out without any malice, these operations call us ethically, especially since they are known to be irreversible: their consequences only cease with the lives of those who have suffered them. We are shocked to hear these children become adults express the impression of mutilation of their bodies, rejection of their difference, at a price that they alone will bear in their flesh, and evoke pain, life-long treatments, and confinement in a body that is not theirs. [[Mrs Maud Petit applauds]] We do not want to stigmatize the doctors who have offered these operations to families, because it seems to me that we all have our share of responsibility in the development of these practices. In fact, nature creates differences, but it is society that makes them inequities. So it is we, society, who have led doctors to perform these operations in order to protect, in their opinion, children exposed to the rejection of the difference that society organizes. Since we are responsible, we must all act. Like others, I proposed in committee a solution, which was certainly imperfect, but which was a warning cry. I would like to commend the work of all the members of my group who have heard this alert, heard these children, and who have been looking together for a solution for the meeting. Tonight, here we are! I would also like to thank you, Madam Minister, on behalf of our group, for the co-construction work we carried out before the sitting. As a result of this work, I hope we will include in the legislation the systematic orientation of so-called intersex babies to specialized reference centres, in order to allow for appropriate care, better information to parents and continuous psychosocial support. We will also include information on specialized associations in order to enable parents to leave their isolation and to have the fullest possible information. But above all, here, for the first time, and for the specific benefit of intersex children, we will specify that the consent of the minor must be systematically sought as soon as possible, provided that the intervention can wait. I hope that our alerts and legal registration, but above all the content of our debates that are being transcribed tonight, will send a clear message to the profession. The doctor's order itself could not give us a position in the hearing on these practices, since the doctors themselves are still in the middle of questioning. Tonight, in the interests of these children, we answer their questions here, we send a clear message: unless there is a proven medical emergency, no sexual conformation operation without the child's consent and expression of personality and will have been sought. Since writing is not easy on this subject, in order not to take the risk of preventing medically necessary operations, we have also sent a final message in this amendment to check also the effectiveness. We have just proposed a solution, but we say above all to all these children, to these families, that we will no longer keep their disarray, long in the shadows. We therefore have an obligation in the law to draw up, within a year, a report which will enable us to monitor concrete progress on this subject, and if we have to reintervene, we will do so! [[Exclaims on the benches of the LR group]] I would like to stress that I hope that this will be one of the tasks that the parliamentary delegation to bioethics will take up – and I thank you – that you have agreed to create. Evaluation, monitoring, is therefore the second commitment of this amendment. That is why my group is asking all our colleagues, whatever their bench, to join The Republic on its way to respond to the suffering of these children.
ParlaMint-FR_2019-10-08-O1015.u136	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-08-O1015.u137	With regard to your invitation, Mrs. Romeiro Dias, we will see a little later. Mr Gérard's amendment is interesting because it really takes account of the need for a journey that takes the time of information, with a real sensitivity. As for the opinions that have been given, I would have given the same opinions as the rapporteur. I have no objection to them. However, the in-depth reading of these amendments and the debates on them lead me to three questions. What is meant, first, by the expression "creating in the law", used by Mr Gérard and taken up by the minister? Is it a question of marking a skull that will call others? That raises a lot of questions. Perhaps I have to put myself on the page, but I need an explanation of what the word "scan" means here. Secondly, when we read these amendments correctly, we discover that something is missing: the place of the family. It is only to say that she will be informed. The family is mentioned on two occasions in Amendment No. 2334: "the team of the reference centre responsible for the care of the child shall ensure complete information and appropriate psycho-social support for the child and his or her family", and "when announcing the diagnosis, the doctor shall inform the parents of the child of the existence of associations". This amounts to telling families that they are on the periphery, that they do not have a central place. If we wanted to work together on an amendment on which we can agree, the place given to families, to parents, would have to be more important, otherwise we would go towards a purely individualistic view of the child. That the decision should not belong to families alone, and that the child's maturity must be taken into account, I do not dispute it. Articles of the Civil Code already provide for this to other subjects. But it is necessary to find a more central place for the family in the system. Thirdly, Mrs Romeiro Dias invites us to join La République en marche. Perhaps it is by reflex that I am quite reluctant to the idea of this rallying, but be careful: when you talk about drawing up a report that highlights the situation of these children, you again enter into a militant logic, which we refuse. The limited time that we have prevents me from extending more on this complicated subject, but several points, including the place of the family, would require a little more in-depth work for you to get our agreement.
ParlaMint-FR_2019-10-08-O1015.u138	Mrs Caroline Fiat has the floor.
