ParlaMint-FR_2019-09-26-E2015.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-26-E2015.u104	But the greatest cellular or molecular biologists themselves do not always know whether the embryonic anomalies detected are genetically conditioned. Thus, initial embryo development abnormalities may be due to external factors, such as poor freezing conditions, or cell-specific reasons, such as abnormal developmental genes, but not yet known. Therefore, proposing to exclude only those whose quality is not determined by genetics is not possible. I repeat, I'm sorry, I understand your intention...
ParlaMint-FR_2019-09-26-E2015.u105	So propose a sub-amendment!
ParlaMint-FR_2019-09-26-E2015.u106	But I repeat to you that it is more often than not impossible to say, when a cell development defect is immediately identified and therefore it will not allow the embryo to be viable, whether it is of genetic origin or not. On the other hand, in reply to Mr Pradié on Down syndrome 21, if I have mentioned it, it was only to provide an answer to Mr Le Fur's question, not at all to enter into a debate on Down syndrome which would be out of the question.
ParlaMint-FR_2019-09-26-E2015.u107	Then you didn't have to talk about it!
ParlaMint-FR_2019-09-26-E2015.u108	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u109	I have not fully responded to Mr Pradié on the risk of having different interpretations from one laboratory to another: if visual observation refers to an international score, there is always a double check, that of a technician and that of a biologist, which minimizes uncertainty. And even if, in medicine, there is always a small degree of variability, everything is done to reduce it to zero. That's why I made a commitment to describe the score in the order. I would add that this double control will of course persist. As for your amendment, Mr Breton, it is based on an excellent intention, as it is intended to ensure that quality verification does not involve genetic characteristics at all. However, I repeat that, within the framework of the MPA, laboratories do nothing more than observe gametes or embryos, freeze them and thaw them, and do not perform genetic and chromosomal tests, which are carried out in other places, in the context of pre-implantation diagnosis, by other professionals. I confirm that the rapporteur is absolutely right: it would be a misleading promise to give an opinion in favour of your amendment. In addition, to determine whether the observed abnormalities are not of genetic origin, a genetic test should be conducted, which we do not wish to do. We want to keep it to a visual analysis. As for the genetic origin of any anomalies thus observed, we do not know and do not want to know. That is why I express an unfavorable opinion.
ParlaMint-FR_2019-09-26-E2015.u110	I call Mrs Genevard to support Amendment No. 121.
ParlaMint-FR_2019-09-26-E2015.u111	Defendant.
ParlaMint-FR_2019-09-26-E2015.u112	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u113	It is satisfied that, as has been pointed out in the Committee, the Biomedicine Agency provides an annual report. It is true that it is only partly satisfied, since this amendment requires that the report include additional details relating, inter alia, to the number of embryos kept frozen, which can be indicated in the report, as indicated annually by all the necessary details concerning the state of medical techniques in the field of MPA. But the amendment also calls for the Biomedicine Agency to decide on the justification for maintaining embryo conservation: I would remind you that it is not empowered to do so and that it is up to the legislator, not an agency, to decide what is justified in this area.
ParlaMint-FR_2019-09-26-E2015.u114	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u115	Mrs Genevard, you would like to add a section to the annual report of the Biomedicine Agency. I would like to point out that this report provides, on the one hand, an activity report and, on the other hand, a medical and scientific report, and that the available data are therefore extremely rich. Like you, I would like to have regular monitoring of the evolution of MPA techniques and to know how they are used and how effective they are. This is part of the rules to follow when the department considers a medical technique, because it is an imperative to follow the practices, which is why the Agency has this legal mission. The Act provides that the annual activity report shall report on the methods, results and all processes used to limit the number of embryos retained, which shall be supplemented by its medical and scientific report. As a result, the Agency is already using all of the data available to it, and they are scientifically robust enough to answer any questions you may have. The opinion is therefore unfavourable.
ParlaMint-FR_2019-09-26-E2015.u116	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-26-E2015.u117	This amendment refers to a subject that I have already raised, and that is why I have defended it only with one word, but let me return to it. France now has a stock of over 200,000 supernumerary embryos. Of course, it is impossible to produce it on the basis of demand, because we do not know how many embryos are likely to be implanted, but I would have hoped that the absolute imperative in the law would have been to favour other techniques in order to avoid the further magnification of a stock of supernumerary embryos which poses an obvious ethical problem. Professor Friedman, with whom I mentioned the subject, proved less tiring than you in his answer, since he said that the increasingly controlled vitrification of oocytes could reduce the number of frozen embryos, if not at the level of one per request, which is difficult to predict, at least at the lowest possible level. The Biomedicine Agency may not be the right legal instrument, but if the law is not, we will remain in this chamber with declarations of intent.
ParlaMint-FR_2019-09-26-E2015.u118	That's right!
ParlaMint-FR_2019-09-26-E2015.u119	The minister has the floor.
ParlaMint-FR_2019-09-26-E2015.u120	We are really in phase, Mrs Genevard: I wish to reduce the number of frozen embryos and to give as much priority as possible to the techniques that allow. But to include it in the law would be to reiterate what is already included in it, since, since the 2011 Bioethics Act, article L. 2141-1 provides that "The ultra-fast freezing technique of oocytes is allowed. The implementation of reproductive health assistance focuses on practices and processes that limit the number of embryos retained. The Biomedicine Agency shall report in its annual report on the methods used and the results obtained. Your amendment is therefore satisfied.
ParlaMint-FR_2019-09-26-E2015.u121	Mrs. Genevard? ...
ParlaMint-FR_2019-09-26-E2015.u122	I'll take it off.
ParlaMint-FR_2019-09-26-E2015.u123	I have before me two amendments, Nos 1349 and 1352, which can be presented together. Mr Charles de Courson has the floor to support them.
ParlaMint-FR_2019-09-26-E2015.u124	Ladies and gentlemen, you have elected me to the Court of Justice of the Republic and that is why I have not been able to participate in our debates so far. I beg your pardon, but I couldn't do anything else. I have tabled these two amendments as a reminder because I have not been able to intervene in the general debate. I must be the only one here to have experienced the debates of all bioethics laws. And I can tell you that those of you who will vote in the LDC for women alone and for women's couples will inevitably – as the rapporteur has confirmed to me – have to vote in favour of the GPA.
ParlaMint-FR_2019-09-26-E2015.u125	Of course!
ParlaMint-FR_2019-09-26-E2015.u126	You won't get away from it.
ParlaMint-FR_2019-09-26-E2015.u127	I think everyone agrees!
ParlaMint-FR_2019-09-26-E2015.u128	[[Smile]] So I'm just saying, think carefully. I have seen the gradual changes in bioethics law in bioethics law. Our rapporteur – whom I also like very much – is quite consistent, since he is in favour of all this: he is a libertarian!
ParlaMint-FR_2019-09-26-E2015.u129	Oh, the big word!
ParlaMint-FR_2019-09-26-E2015.u130	It's nice, libertarians, Mr. Rapporteur...
ParlaMint-FR_2019-09-26-E2015.u131	Liberal-Libertarian, in his case!
ParlaMint-FR_2019-09-26-E2015.u132	In this way, the minister tries to curb the libertarian tendencies of her rapporteur – with a lot of evil, the poor, she has a lot of merit! I invite you again to think carefully. It is for this reason that I have tabled an amendment to ensure that medically assisted reproductive techniques remain reserved, as in the current law, for stable heterosexual couples.
ParlaMint-FR_2019-09-26-E2015.u133	What is the committee's opinion on these two amendments?
ParlaMint-FR_2019-09-26-E2015.u134	I am sorry, Mr de Courson, but the whole purpose of the law is precisely not to reserve the LDC solely for heterosexual couples, but rather to extend it to female homosexual couples as well as to single women. I therefore express an unfavorable opinion.
ParlaMint-FR_2019-09-26-E2015.u135	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u136	Same opinion.
ParlaMint-FR_2019-09-26-E2015.u137	Identical amendments Nos 347 by Mr Patrick Hetzel and 823 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u138	It is unfavorable, as these amendments do not comply with the rules qualifying the gift.
ParlaMint-FR_2019-09-26-E2015.u139	I call Mr Thibault Bazin to support Amendment No. 894.
ParlaMint-FR_2019-09-26-E2015.u140	It's about an important subject. The fate of human embryos is a serious decision that must be thought of by couples as part of their approach to an MPA: this decision does not concern only the "surviving member". It is therefore proposed to encourage the couple to reflect on their will in the event of the death of one of the members. We are no longer talking about "anticipated directives" – we have retained what you have said in committee – but you are making a fine proposal by evoking a common will as to the future of the embryo.
ParlaMint-FR_2019-09-26-E2015.u141	What is the committee's opinion on this beautiful proposal?
ParlaMint-FR_2019-09-26-E2015.u142	It is satisfied with Amendment No 2053, which we adopted at the end of the afternoon sitting and which corresponds to your request.
ParlaMint-FR_2019-09-26-E2015.u143	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u144	The same opinion: your amendment could be withdrawn, Amendment No 2053, which Mr Dharréville defended, among other things, and which the House adopted just now, responding precisely to your concern.
ParlaMint-FR_2019-09-26-E2015.u145	Identical Amendments Nos 29 by Mr Xavier Breton, 349 by Mr Patrick Hetzel and 618 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2019-09-26-E2015.u146	I call Mr Le Fur to support Amendment No. 784.
ParlaMint-FR_2019-09-26-E2015.u147	It aims to allow donor couples who have agreed to transfer one embryo to another couple to give it also in the event of the destruction of the embryo. This seems quite logical: since a couple has decided on a hypothesis of the evolution of the embryo, it is appropriate, if it is not achieved, that they also agree to the destruction of the embryo, which they did not initially wish.
ParlaMint-FR_2019-09-26-E2015.u148	Amendments Nos 1626 by Mrs Agnes Thill and 1354 by Mr Charles de Courson, which may be subject to a joint debate, are defended.
ParlaMint-FR_2019-09-26-E2015.u149	Mr Jean François Mbaye has the floor to support Amendment No. 2324 as corrected.
ParlaMint-FR_2019-09-26-E2015.u150	Among the constitutional obligations incumbent upon the legislator to make the law clear and intelligible to the citizen seems to me to be extremely important. Access to origins for people with a third-party donor AMP is a major step forward. It is an integral component of this bill, which revises the standards for reproductive health. These new provisions are likely to influence the choice of persons wishing to use an MPA with third-party donors, as well as those who will make a gamete or embryo donation. Beyond that, we must also put ourselves in the place of health professionals who will discover these new provisions, and, better still, in the place of those who will consult the public health code with a view to using an exogenous MPA. For my part, I do not believe that a mere reference to article L. 2141-2 of the Public Health Code is sufficient. That is the reason for this amendment. I am also very pleased that the La République en marche group has taken on board the approach which I am defending for the time being in Article 1, but which will also be mine in Article 2. The doctor's obligation to provide specific information must relate both to access to non-identifiable data and to the identity of third-party donors.
ParlaMint-FR_2019-09-26-E2015.u151	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u152	This amendment provides editorial clarification. I therefore express a favourable opinion.
ParlaMint-FR_2019-09-26-E2015.u153	I call Mr Charles de Courson to support Amendment No. 1353.
ParlaMint-FR_2019-09-26-E2015.u154	This is an amendment of consistency with the discussions we have had earlier, in which it is absolutely necessary to use the new technologies so that there are no more supernumerary embryos. Everyone agrees on this point – the minister and the rapporteur have spoken in this direction. The only outstanding issue is duration. The amendment I am tabling is therefore about consistency: when there are no more supernumerary embryos, it will no longer be possible to adopt them.
ParlaMint-FR_2019-09-26-E2015.u155	All right!
ParlaMint-FR_2019-09-26-E2015.u156	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u157	This change would lead to a return to the possibility, now well established in France, of receiving embryos by a couple. It would be harmful to go back. I therefore call for the withdrawal of this amendment, so as not to threaten what already exists: we do not seek to go further in the reception of embryos, but to maintain this possibility for parents who need it. In the absence of a withdrawal, I would issue an unfavorable opinion.
ParlaMint-FR_2019-09-26-E2015.u158	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u159	Same opinion.
ParlaMint-FR_2019-09-26-E2015.u160	Mr Charles de Courson has the floor.
ParlaMint-FR_2019-09-26-E2015.u161	You could at least accept this amendment for the future, since everyone agrees that there will be no more supernumerary embryos in the long run. If the latter no longer exist, it will be impossible to adopt them. That is what I meant by this amendment.
ParlaMint-FR_2019-09-26-E2015.u162	I call Mrs Genevard to support Amendment No. 125.
ParlaMint-FR_2019-09-26-E2015.u163	It concerns the intervention of the President of the High Court. The budget scheme led to the abandonment of the provision that the reception of the embryo required the authorization of the couple by the court of general jurisdiction. This approach may seem complex – and even useless, since you have removed it. In fact, it had a symbolic function, since it was in some way an adoption of the embryo, which was actually recorded in the human register. This symbolic approach has been inadvertently removed for a purely managerial purpose, through the programming law 2018-2022. [[Applause on several benches in the LR group]] This decision seems regrettable to me, because such an approach really made it possible to make the embryo's reception a kind of prenatal adoption. I therefore believe that this provision should be reintroduced, which I think is quite interesting.
ParlaMint-FR_2019-09-26-E2015.u164	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u165	In truth, the procedure for collecting consent before notary results from the adoption of the law of 23 March 2019 programming 2018-2022 on justice reform. The current law provides for heterosexual couples to pass before the notary. This debate has therefore already taken place, and it does not seem relevant to go back to these provisions. I am against this amendment: it is the notary who is responsible for this task.
ParlaMint-FR_2019-09-26-E2015.u166	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u167	This topic was widely discussed in the discussions on the Law on Programming and Reform for Justice. It was then decided that the intervention of the judge was not justified, because it is a non-judicial act, on which no assessment is made: there is no dispute or dispute to be decided. The intervention of the notary is more appropriate, since it is a matter of giving information to the couple on the rules of derogatory filiation which apply in case of reception of an embryo. The Government therefore expressed an unfavourable opinion.
ParlaMint-FR_2019-09-26-E2015.u168	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-26-E2015.u169	I simply note that the removal of this provision did not take place through the Bioethics Act. However, we would have understood that the issue was arbitrated during the discussion of this bill.
ParlaMint-FR_2019-09-26-E2015.u170	That's right!
ParlaMint-FR_2019-09-26-E2015.u171	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-26-E2015.u172	This question, Minister, is fundamental and is at the heart of our discussions: it affects the interests of the child. The debate will also emerge again in a few paragraphs, when we discuss the assessment and the criteria that will be used to ensure that this interest of the child is respected. If a team is identified that is likely to be trapped and not be able to study all the criteria in terms of the child's interest rather than parental desire, that view will be unbalanced. A notary has clients. When a notary explains the applicable provisions on filiation, he will therefore apply to two clients, while the judge, on the contrary, enjoys the necessary impartiality to enable him to verify that the interests of the child are respected. This goes far beyond the reform of the justice system: it is a question of reform of bioethics, manipulation of the living, openness to new techniques. If one really cares about the interests of the child, I would like to draw your attention to the need to have recourse to a judge, impartial, disconnected from the parents' autonomy, who can verify the child's potential vulnerability and the free and informed consent of everyone – especially when it comes, as here, to a couple, which is not annoyance given the consequences imagined in terms of filiation.
ParlaMint-FR_2019-09-26-E2015.u173	Unstoppable argument!
ParlaMint-FR_2019-09-26-E2015.u174	I have before me several identical amendments, Nos 31, 351, 670, 897, 1107 and 1992. Identical Amendments Nos 31 by Mr Xavier Breton and 351 by Mr Patrick Hetzel are being defended. I call Mr Le Fur to support Amendment No. 670.
ParlaMint-FR_2019-09-26-E2015.u175	The dignity you were talking about, Mr rapporteur, presupposes a minimum of protection. As Ms. Genevard said, the trial judge is that of guardianship, guardianship and child protection. It seems to me quite legitimate that he should have his place in this system. If it has been withdrawn, this is not due only to financial reasons but also to a lowering in terms of dignity. That is why we wish to reconsider this decision, in accordance with a tradition of our right.
ParlaMint-FR_2019-09-26-E2015.u176	Identical Amendments Nos 897 by Mr Thibault Bazin, 1107 by Mrs Véronique Louwagie and 1992 by Mrs Emmanuelle Ménard are defended. What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-09-26-E2015.u177	The opinion is unfavourable. The reform of the justice system, recently adopted by this assembly, provided for the creation of a task entrusted to notaries rather than to trial judges. Only a new reform of the justice system – which you can ask for – allows us to go back to provisions that have been arbitrated recently by this same Parliament.
ParlaMint-FR_2019-09-26-E2015.u178	That's too bad!
ParlaMint-FR_2019-09-26-E2015.u179	Mrs Martine Wonner has the floor to support Amendment No. 2325.
ParlaMint-FR_2019-09-26-E2015.u180	This amendment seeks to insert a sentence, after paragraph 18, to clarify that, when the parents pass before a notary, on the occasion of the collection of the consent to the donation, they may be informed by the latter that the child, by his or her majority, may initiate procedures allowing him or her to access his or her origin, data, identifying or not, about the donor. It seems to me very important to ensure full transparency for parents. I would also like to thank the moving Republic Group, which voted and co-signed this amendment.
ParlaMint-FR_2019-09-26-E2015.u181	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u182	Favourable opinion.
ParlaMint-FR_2019-09-26-E2015.u183	It was played in advance!
ParlaMint-FR_2019-09-26-E2015.u184	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u185	Mrs Wonner, we propose that you withdraw your amendment. You wish to include in the law the fact that at the time of the collection of the consent of the persons, the notary informs the parents that the child may, by his or her majority, initiate procedures enabling him or her to access his or her origins. Article 4 of the draft law already expressly provides that the information by the notary relates to the consequences of the act in relation to filiation, but also to access to origins. This falls within the general duty of the notary to advise, which already fulfils this task and will continue to do so by integrating this new information. The precise content of this information should therefore not be specified in the law. Your legitimate request is already met by the text.
ParlaMint-FR_2019-09-26-E2015.u186	Mrs Martine Wonner has the floor.
ParlaMint-FR_2019-09-26-E2015.u187	I thank the Minister for this clarification and withdraw this amendment.
ParlaMint-FR_2019-09-26-E2015.u188	What spontaneity! All this in front of our eyes...
ParlaMint-FR_2019-09-26-E2015.u189	I have before me a number of amendments, Nos 1033, 263 and 1628, which can be discussed jointly. Amendments Nos 263 and 1628 are identical. I call Mr Maxime Minot to support Amendment No. 1033.
ParlaMint-FR_2019-09-26-E2015.u190	This amendment is intended to supplement paragraph 18 so that the notary, a ministerial officer, transmits a copy of the consent to the Agency for Biomedicine, which retains it for a period to be fixed by decree in the Council of State. This copy ensures the security, integrity and confidentiality of this consent. The aim here is to guarantee the effectiveness of the right of access to its origins.
ParlaMint-FR_2019-09-26-E2015.u191	Mrs Nadia Ramassamy has the floor to support Amendment No. 263.
ParlaMint-FR_2019-09-26-E2015.u192	The bill provides that both members of the couple, or the unmarried woman, give their consent before a notary at the time of receiving the embryo to establish filiation. However, in order to make effective the right to its origins for the person conceived by donation, I propose, by this amendment, that the Biomedicine Agency, in its capacity as a recognized, independent, legitimate and secure State agency, retain a copy of the consent to inform persons born from medically assisted procreation, if they so request, of the existence of a consent signed by their parents.
ParlaMint-FR_2019-09-26-E2015.u193	Amendment No 1628 by Mrs Agnes Thill is being defended. What is the committee's opinion on these three amendments?
ParlaMint-FR_2019-09-26-E2015.u194	Consent to the establishment of a new filiation and access to origins are, of course, two distinct issues. We will address the issue of access to personal origins in Article 3. At that time, we will be able to discuss the modalities for the transmission of information, ensuring that this is done within the framework of a perfectly coherent set and that these two operations must remain distinct – this is important, in the interests of the people concerned.
ParlaMint-FR_2019-09-26-E2015.u195	I have before me a number of amendments, Nos 32, 352, 569, 898 and 126, which can be discussed jointly. Amendments Nos 32, 352, 569 and 898 are identical. Amendment No 32 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 352.
ParlaMint-FR_2019-09-26-E2015.u196	Because of the time schedule, it's forbidden!
ParlaMint-FR_2019-09-26-E2015.u197	Mr Gosselin's Amendment No 569 is being defended. I call Mr Thibault Bazin to support Amendment No. 898.
ParlaMint-FR_2019-09-26-E2015.u198	Because of the time schedule, it's forbidden!
ParlaMint-FR_2019-09-26-E2015.u199	You still have more than eight hours of speaking time: you can speak widely.
ParlaMint-FR_2019-09-26-E2015.u200	No! Take a good look.
ParlaMint-FR_2019-09-26-E2015.u201	I call Mrs Genevard to support Amendment No. 126.
ParlaMint-FR_2019-09-26-E2015.u202	I had tabled this amendment in a special committee, which you accepted the principle but which had to be redrafted. That has been done. It is intended to modify the wording of paragraph 19 with a more appropriate vocabulary. Since 1994, the vocabulary chosen to qualify the embryo has been based on the constant refusal to re-ify it. This refers to the discussion we had about the cluster of cells and quality. The expression "renouncing the embryo" does not seem appropriate to such a situation and I therefore proposed replacing it with the words "acquire acceptance". A couple do not give up their embryo, but they consent to another couple receiving it. That is the meaning of this amendment and of two coordinating amendments which will follow and which I defend at the same time.
ParlaMint-FR_2019-09-26-E2015.u203	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-26-E2015.u204	I withdraw my amendment in favour of Mrs Genevard, who is excellent!
ParlaMint-FR_2019-09-26-E2015.u205	What is the committee's opinion on Amendment No 126?
ParlaMint-FR_2019-09-26-E2015.u206	Favourable opinion.
ParlaMint-FR_2019-09-26-E2015.u207	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u208	[[Exclaims and applause on the benches of the LR group. – Applause on several benches of the LaREM group]] Favourable opinion.
ParlaMint-FR_2019-09-26-E2015.u209	This is our first adopted amendment!
ParlaMint-FR_2019-09-26-E2015.u210	[[Same movements]] It's a great unanimity!
ParlaMint-FR_2019-09-26-E2015.u211	Thanks for the embryo!
ParlaMint-FR_2019-09-26-E2015.u212	Amendment No 128 by Mrs Annie Genevard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u213	Disadvantaged, because it is not appropriate to limit itself to the term "therapeutic".
ParlaMint-FR_2019-09-26-E2015.u214	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u215	The term "therapeutic" does not cover the prevention you cite in the summary statement accompanying your amendment. However, the doctor may need access to unidentifiable medical information in a broad framework of diagnosis, prevention or care, which corresponds well to the adjective "medical", but not to the adjective "therapeutic". The opinion is therefore unfavourable.
ParlaMint-FR_2019-09-26-E2015.u216	I have before me four identical amendments, Nos 33, 353, 825 and 2118. Amendment No 33 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 353.
ParlaMint-FR_2019-09-26-E2015.u217	Because of the time schedule, it's forbidden!
ParlaMint-FR_2019-09-26-E2015.u218	I call Mr Le Fur to support Amendment No. 825.
ParlaMint-FR_2019-09-26-E2015.u219	[[Rires on the benches of the LR group]] Because of the time programmed, alas, it is defended.
ParlaMint-FR_2019-09-26-E2015.u220	Mrs Agnes Thill has the floor to support Amendment No. 2118.
ParlaMint-FR_2019-09-26-E2015.u221	Because of the time schedule, it's forbidden!
ParlaMint-FR_2019-09-26-E2015.u222	I would like to recall that the Conference of Presidents has set the scheduled time at 50 hours, which has been set up by your political family, colleagues in the Republican Group. I therefore propose that we respect the choice of the Conference of Presidents.
ParlaMint-FR_2019-09-26-E2015.u223	Not on a bioethics text!
ParlaMint-FR_2019-09-26-E2015.u224	It deserves more!
ParlaMint-FR_2019-09-26-E2015.u225	What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-09-26-E2015.u226	The opinion is unfavourable. If the current text does not specify that more than one doctor can access our identifiers in case of medical necessity, the care of a patient may, during its existence, require the use of more than one doctor, for reasons related to his or her freedom of choice or the necessities of life. The addition proposed by the amendment therefore does not seem appropriate to these different situations.
ParlaMint-FR_2019-09-26-E2015.u227	Amendment No 1629 by Mrs Agnes Thill is being defended.
ParlaMint-FR_2019-09-26-E2015.u228	Amendment No 840 by Mr Le Fur is being defended.
ParlaMint-FR_2019-09-26-E2015.u229	Amendment No 132 by Mrs Annie Genevard is being defended.
ParlaMint-FR_2019-09-26-E2015.u230	Because of the time programmed!
ParlaMint-FR_2019-09-26-E2015.u231	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u232	It is a question of replacing the expression "having renounced the embryo" with the expression "having consented to the acceptance of their embryo", which should not diminish the scope of the choice. Your drafting, which tends to improve existing law, seems acceptable to me. Wisdom.
ParlaMint-FR_2019-09-26-E2015.u233	Bravo! Two amendments adopted!
ParlaMint-FR_2019-09-26-E2015.u234	Amendment No 2078 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-09-26-E2015.u235	Amendment No 356 by Mr Patrick Hetzel is being defended.
ParlaMint-FR_2019-09-26-E2015.u236	Because of the time programmed!
ParlaMint-FR_2019-09-26-E2015.u237	Amendment No 1023 by Mrs Marine Brenier is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2015.u238	The intention is understandable, but the opinion will be unfavourable. It is important to maintain the reference to an authorisation system.
ParlaMint-FR_2019-09-26-E2015.u239	I have before me three amendments, Nos 1312, 1048 and 1357, which can be discussed jointly. Amendments Nos 1048 and 1357 are identical. I call Mrs Michèle de Vaucouleurs to support Amendment No. 1312.
ParlaMint-FR_2019-09-26-E2015.u240	Has it not fallen as a result of the adoption of Amendment No 132?
ParlaMint-FR_2019-09-26-E2015.u241	No, he didn't fall!
ParlaMint-FR_2019-09-26-E2015.u242	Check made, Mrs de Vaucouleurs, it was the adoption of Amendment No 1023 that would have brought down yours. You have the floor to defend him.
ParlaMint-FR_2019-09-26-E2015.u243	This amendment complements the one adopted in the special committee on gamete conservation. The territorial meshing of embryo conservation activity is already largely provided by private establishments approved by the RHAs, the Regional Health Agencies. Quality and safety standards are demanding and regularly monitored. Therefore, the conservation of gametes, in the case of embryos, should not be limited to public establishments only. The records would remain maintained by the centres for the study and conservation of eggs and human semen. The Ministry's tariff fixing eliminates the risk of commercialization caused by the opening up of the market to the private sector. It is therefore appropriate to delete the words "not-for-profit" in paragraph 23 and to clarify, by inserting another paragraph, that "preservation tariffs made on medical indications shall be determined by ministerial order".
ParlaMint-FR_2019-09-26-E2015.u244	On Amendment No 1048, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Mrs Anne-France Brunet has the floor to support this amendment.
ParlaMint-FR_2019-09-26-E2015.u245	It is intended to allow private for-profit centres to reinject supernumerary embryos obtained under MPAs into the donation circuit. The idea is to bridge the gap between the MPA and the donation of embryos, when these, being supernumerary after an IVF – in vitro fertilization – are no longer the subject of a parental project. Apart from the fact that private for-profit centres have all the necessary skills, it would be a shame not to use supernumerary embryos in the donation circuit.
ParlaMint-FR_2019-09-26-E2015.u246	I call Mr Charles de Courson to support Amendment No. 1357.
ParlaMint-FR_2019-09-26-E2015.u247	Many of us in the various groups – with a few exceptions, it is true – have not understood what justifies the distinction between the private for-profit sector, the private not-for-profit sector and the public sector. The Government hopes that the maintenance of gamete and embryo stocks will remain the preserve of the private non-profit sector and the public sector. But this idea is not based on any foundation, and it implies a complete breach of equality. The same rules apply to all, and 60 per cent of LDCs are implemented in the private sector. Your position is therefore not consistent, and many of us have opposed it – hence the adoption of an amendment on this subject in committee.
ParlaMint-FR_2019-09-26-E2015.u248	What is the committee's opinion on these three amendments?
ParlaMint-FR_2019-09-26-E2015.u249	Disadvantaged, but, as a personal matter, I express a wisdom opinion.
ParlaMint-FR_2019-09-26-E2015.u250	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2015.u251	The aim here is to open up embryo conservation activities, as part of donations to couples, to private for-profit centres. The difference between public, private not-for-profit and private for-profit institutions, if you don't see it, is that they have a commercial intent, which is not the case with the public.
ParlaMint-FR_2019-09-26-E2015.u252	Of course!
ParlaMint-FR_2019-09-26-E2015.u253	The French model reserves the monopoly on the collection, conservation and allocation of embryos for donations to public health institutions and non-profit organizations. This is a very specialized activity, which only nineteen centres – public or private not-for-profit – are allowed to operate: nineteen out of a total of thirty centres specializing in gamete conservation. In all and for everything, I also recall that only nineteen transfers of embryos, of donor parents to prospective parents to host them, took place in one year: with nineteen centres for nineteen embryos transferred, it cannot therefore be said that demand exerts pressure on supply: there is no need in this area. In short, I do not understand the purpose of these amendments at all. I hope that the activities of preserving and donating products of the human body will remain exclusively reserved for public and private non-profit institutions: this principle, I believe, is part of our fundamentals. It is in any case the one that has been in force since the first laws of bioethics. Unfavorable opinion.
ParlaMint-FR_2019-09-26-E2015.u254	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-26-E2015.u255	[[Mr. Marc Le Fur applauds]] Thank you for that clarification, Minister. Indeed, we are entering into a highly sensitive subject directly related to the ethics we call for. The risk, which retains all our vigilance, is the commodification of the human body and its products. This leads us to reject any liberalisation of conservation activity in this area: here again, it is in the general interest. In the special committee, we insisted on the urgent need to limit the so-called least ethical. What is proposed here would cross a red line ethically and lead to a logic leading to commodification.
ParlaMint-FR_2019-09-26-E2015.u256	We agree.
ParlaMint-FR_2019-09-26-E2015.u257	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-09-26-E2015.u258	The arguments, as we can see, are not practical, since today the public sector and the private non-profit sector meet the needs. These amendments therefore respond to purely ideological considerations, according to which a reproductive market should be created. It is well known that considerable sums of money are at stake in this area, for example with the tests, which we will have the opportunity to discuss again. [[Applause on a few benches of the LR group]] Several conceptions oppose each other. Since there is money to be made, some feel that private initiative needs to be supported. For my part, although very careful about State intervention, I believe it is necessary here to guarantee rules and to prevent a reproductive market from generating demands or needs. I therefore fully agree with the minister on this point and will vote against these amendments.
ParlaMint-FR_2019-09-26-E2015.u259	Mr Thibault Bazin has the floor.
