ParlaMint-FR_2019-10-09-O1016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1016.u196	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u197	Of course, I agree with the rapporteur. I am not sure that these amendments are in the right direction. From a medical point of view, we can envisage that other medicines will be developed in the future from other blood cell lines. In law, a too precise approach introducing a difference between the cell lines at the origin of the products does not seem entirely legitimate. Finally, in this case, blood products, as well as medicines that may come from them, do not fall within the scope of this bill. For these three reasons, I request the withdrawal of these amendments; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-09-O1016.u198	Mr Philippe Chalumeau has the floor.
ParlaMint-FR_2019-10-09-O1016.u199	If the regulatory authority can resolve this issue, I withdraw my amendment.
ParlaMint-FR_2019-10-09-O1016.u200	Amendment No 2058 by Mr Jean-François Eliaou is a coordination amendment.
ParlaMint-FR_2019-10-09-O1016.u201	Identical amendments Nos 655 by Mrs Marie-France Lorho and 1421 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2019-10-09-O1016.u202	Amendments Nos 1424 and 1426 by Mrs Emmanuelle Ménard are defended.
ParlaMint-FR_2019-10-09-O1016.u203	Mr Jean-François Eliaou has the floor to support Amendment No. 2063.
ParlaMint-FR_2019-10-09-O1016.u204	It aims to ensure the consistency of Article 28 with the provisions on faecal microbiota adopted under Article 26.
ParlaMint-FR_2019-10-09-O1016.u205	Mr Xavier Breton has the floor to support Amendment No 587 on the additional Rule before Rule 29a.
ParlaMint-FR_2019-10-09-O1016.u206	Because of the time schedule, I'm just saying that he's being defended.
ParlaMint-FR_2019-10-09-O1016.u207	I call Mrs Laëtitia Romeiro Dias, rapporteur of the special committee on the bioethics bill, to give the committee's opinion on this amendment.
ParlaMint-FR_2019-10-09-O1016.u208	Unfavorable. The amendment is intended to delete the title of Title VI without even proposing another.
ParlaMint-FR_2019-10-09-O1016.u209	Mr Xavier Breton has the floor to support Amendment No. 753.
ParlaMint-FR_2019-10-09-O1016.u210	This is an amendment proposed by our colleague Alain Ramadier. Sometimes the legislation is made talkative by some titles – this bill provides examples – which puts them at risk of being controversial. The title of Title VI of this text is as follows: "Ensuring bioethical governance adapted to the pace of rapid advances in science and technology". There is a bias in considering bioethics exclusively from the point of view of advances in science and technology. Mr Ramadier, whom we are many to support, proposes to modify this title in order to adapt bioethics governance "to the fundamental principles and specificities of French bioethics". With this bill, as we all know, we are witnessing the end of the French bioethics exception on many points. Many red lines have been crossed. The title of Title VI is indicative of your state of mind. You sign up exclusively for scientific and utilitarian logic, neglecting the principles of bioethics that have done our honour for decades and that you unfortunately give up with this bill.
ParlaMint-FR_2019-10-09-O1016.u211	All right!
ParlaMint-FR_2019-10-09-O1016.u212	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u213	Unfavorable. The amendment amends the title of Title VI. However, it does not seem useful to us to clarify, in the title of a bill on bioethics, that bioethics governance must be adapted to the fundamental principles and specificities of French bioethics. That goes without saying!
ParlaMint-FR_2019-10-09-O1016.u214	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u215	Unfavorable.
ParlaMint-FR_2019-10-09-O1016.u216	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-09-O1016.u217	Madam rapporteur, it is also obvious that this governance must be adapted to advances in science and technology, since bioethics is precisely about confronting them with our ethical principles. You opt for a very clear bias, consisting of being on the side of science and not of ethics.
ParlaMint-FR_2019-10-09-O1016.u218	That's right!
ParlaMint-FR_2019-10-09-O1016.u219	I have before me two identical amendments, Nos 1923 and 2553, to delete Article 29a. Amendment No 1923 by Mrs Agnes Thill is being defended. Mrs Tamarelle-Verhaeghe has the floor to support Amendment No. 2553.
ParlaMint-FR_2019-10-09-O1016.u220	Section 29A is intended to better ensure the fluidity of our bioethics debates and assessments. This amendment does not in any way call into question this objective: such vigilance seems to be absolutely essential and allows us to feed our long-term thinking on bioethics. However, it does not seem appropriate to us to create a new parliamentary body. We were discussing this again this morning: our assembly suffers from institutional stacking as well as from a difficulty in coordinating the various entities. We see this in particular with regard to the bodies responsible for the evaluation of public policies. In our view, the proposed mission could be entrusted to OPECST, which would be fully capable of carrying out such a mission, if it were given the means to do so, thanks to the expertise already available to it. This is the subject of this amendment.
ParlaMint-FR_2019-10-09-O1016.u221	What is the committee's opinion on these two deletion amendments?
ParlaMint-FR_2019-10-09-O1016.u222	Dear colleagues, you are calling for the deletion of the article on the creation of the parliamentary delegation to bioethics, which I have defended in a special committee, while indicating in your summary statements that you understand the logic behind it. Thus, you question the committee's decision to provide the Assembly with a permanent tool for evaluation, deepening and monitoring with the aim of animating continuous reflection on bioethics issues. This tool also has the benefit of reducing the risks of media flagging and social stress, which may occur when there is a single moment of expression when bioethics laws are reviewed every seven years. It also allows parliamentarians to reflect on the duration of their discussions and to appropriate complex issues. Many of you have regretted the excessive brevity of our time of reflection, when it comes to discovering and legislating in a few weeks on matters of such magnitude. To push back the creation of such a delegation and to go back, as you propose, would be tantamount to binding the hands of Parliament in the preparation, analysis and evaluation of bioethics laws. In addition, you are thinking of calling into question a proposal of which I am the author, but I must humbly acknowledge – even though I have proposed to the committee, as rapporteur, the creation of this delegation – that this idea is not just mine and cannot be attributed exclusively to me. The creation of such a delegation was recommended by the fact-finding mission on the revision of bioethics laws and advocated by many of the actors we have heard. It has also been requested by some of our assembly's groups, including the Republicans.
ParlaMint-FR_2019-10-09-O1016.u223	The idea is Hervé Mariton!
ParlaMint-FR_2019-10-09-O1016.u224	We always have good ideas!
ParlaMint-FR_2019-10-09-O1016.u225	I am therefore far from being alone in making such a proposal. This is a collective tool, which we want to build and which you want to call into question. Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1016.u226	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u227	With regard to a highly parliamentary subject, the Government left parliamentarians to decide themselves. Wisdom.
ParlaMint-FR_2019-10-09-O1016.u228	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-09-O1016.u229	I would remind you that the creation of such a delegation is included in the information report drawn up by our colleague Jean-Louis Touraine. If we have many points of disagreement with his proposals, this is a point of agreement. I would also point out that, during the 2011 review of bioethics laws, we tabled an amendment, the first of which was our colleague Hervé Mariton, to ensure that we had a permanent monitoring instrument on bioethics issues. We note that a crackdown takes place during each revision of bioethics laws, for a few weeks or months. Unfortunately, the result is a risk of insufficient vigilance on these subjects. It is important to keep informed. The creation of a parliamentary delegation on bioethics should therefore be taken into account. Of course, attention must be paid to its articulation with OPECST. This is a very important issue. However, it seems to me that we have colleagues who are well placed within the OECST to ensure this articulation. It is therefore important to maintain the creation of a parliamentary delegation on bioethics.
ParlaMint-FR_2019-10-09-O1016.u230	All right!
ParlaMint-FR_2019-10-09-O1016.u231	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2019-10-09-O1016.u232	I wish we could agree. It was certainly not a question of deleting the proposed delegation.
ParlaMint-FR_2019-10-09-O1016.u233	All right?
ParlaMint-FR_2019-10-09-O1016.u234	That's what you're doing!
ParlaMint-FR_2019-10-09-O1016.u235	No! Listen to me until the end, ladies and gentlemen! It is not a question of questioning the approach, but of finding that, as soon as a mission seems important to us, we are creating a parliamentary body or delegation, even though we already have structures within our institution that can properly satisfy the need identified. This reduces the coherence of our work, in particular because we need to ensure possible coordination – which we hope the best – with existing bodies. We stack the structures. I know this is part of our French culture, but it is a shame. OPECST is fully capable of carrying out the proposed mission, provided that it has the means to do so.
ParlaMint-FR_2019-10-09-O1016.u236	It's obvious!
ParlaMint-FR_2019-10-09-O1016.u237	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-09-O1016.u238	[[Smile]] I must say that this proposal does not give rise to a delusional enthusiasm in my own country. I agree with the reasons given. I hope that some emerging issues in the field of bioethics can find a place in our debates as they are organised in the committees, in particular in the Committee on Social Affairs and the Committee on Laws. If our institutions are not able to grasp the issues when they arise in the public debate, this is a problem. For my part, I have no opposition to this proposal. However, I note that we often tend to create an additional committee, in addition to the existing bodies. I am not sure that this will allow us, in the end, to be better at meeting these challenges. In any event, the proposed delegation should not be the place for some sort of an overview of current debates. As we have seen, the debate we have had for several weeks requires real deepening. It would be necessary to ensure that the new delegation was genuinely engaged in substantive work, not in the maintenance of background noise.
ParlaMint-FR_2019-10-09-O1016.u239	Excellent!
ParlaMint-FR_2019-10-09-O1016.u240	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-10-09-O1016.u241	My enthusiasm is quite close to that expressed by Mr. Pierre Dharréville. If it seems difficult to oppose the creation of a parliamentary delegation to bioethics, we will vote for it without enthusiasm, weakly. I am quite surprised to see that our colleagues in the Republican Group, who often tend to consider that we are creating bidules of parliamentarians that do not serve much, ask for them and that they are given a favourable response. Good for them! For my part, I am not convinced of the relevance of such a delegation. I believe that bioethics concerns all Members. I do not want the creation of a new delegation to be the means of depriving some parliamentarians of the reflections that we must carry out. These must involve each and every one of us. If the creation of a parliamentary delegation is necessary, we will create one – one more, I am tempted to say. It may be necessary to put an end to this form of inflation, which involves the establishment of delegations and ad hoc working groups on all subjects.
ParlaMint-FR_2019-10-09-O1016.u242	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-09-O1016.u243	For my part, this proposal inspires a sincere enthusiasm. We discussed it at length in the special committee, on the proposal of the rapporteur and in a trans-partisan manner. We voted for it. It seems to me a good idea that the National Assembly – and the Senate, I hope – be able to deal with these issues on a regular basis, and debate them in a dedicated framework. In my view, this is not an extra bidule. A parliamentary delegation is not a thing or a bidule, but a deliberative and consultative body. There is a delegation to women's rights and equal opportunities between men and women, which I think is particularly useful,...
ParlaMint-FR_2019-10-09-O1016.u244	Exactly!
ParlaMint-FR_2019-10-09-O1016.u245	[[Mr. Guillaume Chiche applauds]] Unless you consider, ladies and gentlemen, that this is not the case and that she is just a fool! For my part, I don't consider her a bidule. It seems to me that our two assemblies can take up bioethics issues as a real step forward. We support the rapporteur's proposal and will therefore vote against the amendments to delete the article.
ParlaMint-FR_2019-10-09-O1016.u246	Mr Paul Molac has the floor.
ParlaMint-FR_2019-10-09-O1016.u247	I'm also dubious. It seems to me to be a matter of narrowing the scope of an existing body, with some legitimacy, and of creating an additional body, whose legitimacy can always be challenged. Both OPECST and the new delegation will necessarily have to go under the caudine forks of the majority group, but with the delegation we will also suffer from a lack of legitimacy. This approach seems a little curious to me. I don't see the point.
ParlaMint-FR_2019-10-09-O1016.u248	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2019-10-09-O1016.u249	This proposal was made by the fact-finding mission chaired by Mr Breton, of which I was the rapporteur; It had received broad approval within the mission. Having conducted numerous hearings, we realized that it would be a shame to interrupt our reflections for five or seven years. It appeared to us that there was a lack in our system, and that it was better to think more regularly about possible progress, some to be excluded and others to be accepted, and also to assess the implementation of the provisions that we voted for. I have been a member of OPECST for many years, but this body has not been able, for example, to address the LDC issue. Without delegation to prepare the reflection of the future legislature, which will have to revise the bioethics laws again,...
ParlaMint-FR_2019-10-09-O1016.u250	You can talk about GPA!
ParlaMint-FR_2019-10-09-O1016.u251	...this lack will again be cruelly felt. It would be appropriate to address these issues on an ongoing basis. The mission of the delegation would be to provide an annual report to all parliamentarians; In the future, each of us could be informed of what is happening in the area we are discussing today, without waiting for five or seven years.
ParlaMint-FR_2019-10-09-O1016.u252	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2019-10-09-O1016.u253	It is obviously necessary to monitor the evolution of bioethical issues every year. It's the method I'm asking myself. We are multiplying the instances – this is a unanimous observation. OPECST is seized of each bioethics bill, and it is required to submit a report; He is therefore well qualified in the matter. Why not rely on these skills and enrich them, in order to have a congruent tool, which would gain in efficiency?
ParlaMint-FR_2019-10-09-O1016.u254	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-09-O1016.u255	Perhaps there is, after all, a reason for rejoicing.
ParlaMint-FR_2019-10-09-O1016.u256	Ah!
ParlaMint-FR_2019-10-09-O1016.u257	[[Smile. – Applause on the benches of the LR and UDI-Agir groups]] I believe that in this proposal from the majority there is a desire to abandon its proposal to abolish a number of Members in this House in the future.
ParlaMint-FR_2019-10-09-O1016.u258	[[Smile]] It's more a matter of occupying them better!
ParlaMint-FR_2019-10-09-O1016.u259	[[Laughs]] It will take many to carry out all these tasks and to populate these new commissions. That's real good news for me! But I hope we will talk about it again – or rather, to the truth, I hope we will not talk about it again.
ParlaMint-FR_2019-10-09-O1016.u260	Of course they're not close to giving up! It's really the party in reverse!
ParlaMint-FR_2019-10-09-O1016.u261	It is also a sound policy to make this debate grow, to conduct it in a sustainable manner. In my view, however, it must be extended to the whole of society; That is what needs to be dealt with, and I have made proposals in this direction. The bioethical approach must be shared by all. Finally, I am also in favour of more regular appointments. To date, OPECST has provided a report on this subject every six or seven years; I proposed to reduce this interval to three years. This concern is therefore common to us, and I hope that we will find it in the law that will emerge from our debates.
ParlaMint-FR_2019-10-09-O1016.u262	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-10-09-O1016.u263	It is often said here that Parliament is not sufficiently involved in the evaluation of the Government's action: our powers of investigation are limited, and we have little control over the implementation of what we vote – I turn here to Mr.Touraine. No evaluation of the 2004 and 2011 bioethics legislation was planned. OPECST had to demonstrate that these laws had been applied late and incompletely. And these are so difficult, so sensitive, so technical, where there are so few certainties! It is everyone's philosophy that is at stake – and I turn here to Mr Breton. I regret, moreover, that a little more time has not been given for the parliamentary discussion of such important issues...
ParlaMint-FR_2019-10-09-O1016.u264	All right!
ParlaMint-FR_2019-10-09-O1016.u265	...the debates are soothed, with great intelligence and mutual respect. That's how we grow up. I will defend an amendment to give this delegation real powers of investigation. It is a question of sending a signal to public opinion, of strengthening its confidence. Parliamentarians need to know whether the law is being properly enforced and under what conditions; They need to know about possible drifts and what medical and societal responses have been given to the questions asked. Rule 29 A goes in the right direction: it allows the whole of Parliament to grow, in a trans-partisan way, which is essential on such issues.
ParlaMint-FR_2019-10-09-O1016.u266	Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-10-09-O1016.u267	The MODEM Group is very committed to the evaluation of our laws; Such a tool therefore seems valuable. We will therefore vote against the deletion amendments.
ParlaMint-FR_2019-10-09-O1016.u268	On Amendment No 1355, I have a request from the Libertés et Territoires Group for a public vote. The vote is announced in the National Assembly. On Article 29a, I have a request for a public ballot before the La République en marche group. The vote is also announced in the National Assembly. Amendments Nos 1600, 1601 and 1602 by Mrs Agnes Thill, as well as Amendments Nos 1785 by Mrs Emmanuelle Ménard and 1030 by Mrs Marie-France Lorho, can be discussed jointly. They're being defended. What is the committee's opinion on these five amendments?
ParlaMint-FR_2019-10-09-O1016.u269	Unfavorable.
ParlaMint-FR_2019-10-09-O1016.u270	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u271	With regard to a matter concerning Parliament, the Government could once again only issue a wisdom opinion.
ParlaMint-FR_2019-10-09-O1016.u272	Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-10-09-O1016.u273	[[Applause from non-attached Members]] An unregistered Member of Parliament is a member of the special committee. In my personal opinion, it would be appropriate for a non-registered Member of Parliament to also sit in this future body.
ParlaMint-FR_2019-10-09-O1016.u274	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-09-O1016.u275	Indeed, on questions of representativeness, it would also seem interesting for non-attached Members to have access to the various delegations.
ParlaMint-FR_2019-10-09-O1016.u276	[[Smile]] With or without speaking time?
ParlaMint-FR_2019-10-09-O1016.u277	[[Applause from non-attached Members]] As a very personal matter, I shall vote in favour of Amendment No 1785.
ParlaMint-FR_2019-10-09-O1016.u278	Mrs Sylvia Pinel has the floor.
ParlaMint-FR_2019-10-09-O1016.u279	[[Applause from non-attached Members]] The Libertés et Territoires Group, attentive to representativeness, is in favour of a non-attached Member being a member of this delegation. The non-attached Members were represented in the special committee, and they have a full place in a democratic debate.
ParlaMint-FR_2019-10-09-O1016.u280	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-09-O1016.u281	I am also in favour of a non-attached Member, or a non-attached Member, sitting on this delegation – provided that all groups are represented on it.
ParlaMint-FR_2019-10-09-O1016.u282	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-09-O1016.u283	[[Applause from non-attached Members]] I support the IUD, Action and Independent Group in the amendment allowing a non-attached Member to sit on this delegation.
ParlaMint-FR_2019-10-09-O1016.u284	The rapporteur has the floor.
ParlaMint-FR_2019-10-09-O1016.u285	On the principle of the inclusion of Members who are not registered in the delegation, I obviously have no objection – we have done so for the special committee. But the proposed amendments amend the 1958 order, and if we made such changes, the same would have to be done for all delegations. In addition, the composition of delegations is generally provided for in the rules of procedure of each delegation. I am therefore in favour of the principle, but Article 29A is not the appropriate place to deal with this issue.
ParlaMint-FR_2019-10-09-O1016.u286	It was so beautiful!
ParlaMint-FR_2019-10-09-O1016.u287	Mr Vigier has the floor to support Amendment No. 1355.
ParlaMint-FR_2019-10-09-O1016.u288	In line with what we have just said, this permanent delegation to bioethics – which we wish, as Sylvia Pinel has said very well, to be open to non-attached Members, otherwise it would not be representative of the whole of our Assembly – must also have important means of investigation. These could be modelled on the powers of the assessment and monitoring mission, the MEC, or the assessment and monitoring mission of the social security funding laws, the MECSS. We decided to create this delegation – the Government had not included it in its bill, so it is a step forward due to parliamentary work. It seems essential to us that it has real investigative powers; its members must have access to all information to assess the application of this bioethics law. Its work must be transparent and free of access. It must have only one purpose: to check the correct application of what we are going to vote. If drifts were to be detected, they would have to be corrected. Such an approach would honour Parliament. It's a very sensitive subject; Some have even said that this was one of the most important meetings in the quinquennium. Why would we be afraid of an evaluation? It seems essential to me to give the members of this delegation, who will be trans-partisan so that everyone can bring his stone to the building, special powers.
ParlaMint-FR_2019-10-09-O1016.u289	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u290	You propose that the delegation be given the same powers as those given to the commissions of inquiry. The organisation of the National Assembly provides for a clear separation between parliamentary delegations and commissions of inquiry; Furthermore, the missions of the delegation will not be of the same nature as those of the commissions of inquiry, since it may have before it drafts or bills related to bioethics, will monitor the implementation of the law and may prepare public reports with recommendations on matters before it. The powers of a commission of inquiry must be reserved for commissions of inquiry. Let's not confuse the two types of organisms.
ParlaMint-FR_2019-10-09-O1016.u291	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u292	Even though this is, once again, a discussion whose stakes are essentially parliamentary, I am not far from having the same analysis as the rapporteur. Wisdom, therefore, with a strong unfavorable tendency.
ParlaMint-FR_2019-10-09-O1016.u293	This is a new concept, Secretary of State!
ParlaMint-FR_2019-10-09-O1016.u294	In bioethics, "at the same time" is not possible!
ParlaMint-FR_2019-10-09-O1016.u295	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-10-09-O1016.u296	We must not confuse, Madam rapporteur, a committee of inquiry, an assessment mission and the special powers given to Members. Let us take the example of the Committee on Finance, whose members may be given special powers and, in the context of the tasks entrusted to them, have access to any document, with the exception of those classified as "confidential defence". This is not at all the same as a parliamentary committee of inquiry! I myself have had the opportunity to be rapporteur of such a committee. We are talking about a trans-party delegation to evaluate the law. Nothing was originally planned. However, the last two bioethics laws have shown the need for such a body to remedy obvious shortcomings and shortcomings. What do you have to fear from the voice of Parliament, from its investigative work and from the opportunity for its members to have all the data communicated? Nothing, unless a doubt exists in your mind... But, I repeat, this is in no way a parliamentary committee of inquiry: it is a permanent follow-up by men and women with special investigative powers.
ParlaMint-FR_2019-10-09-O1016.u297	Mrs Coralie Dubost has the floor.
ParlaMint-FR_2019-10-09-O1016.u298	Honestly, I understand our assembly's willingness to go further in evaluation and monitoring, particularly in the area of bioethics. This has already led the Special Committee to vote on an amendment creating a delegation with a status and an organization derogating from those of all other delegations. We're in the process of shaking up the functioning of our assembly a little bit. Don't go too far in deconstruction! With all due respect for the objective that you are pursuing, Mr Vigier, you are trying, through this amendment, to give the permanent delegation powers of inquiry. In the case of the Committee on Finance, it is budgetary control that justifies these very specific investigative powers, which the other committees do not have. It seems to me that we would be contrary to the organization of the Assembly if we were to vote in this way, incidentally, at the end of the discussion of this bill, of the investigative powers conferred on a delegation on matters of governance and evaluation of the law. The powers of inquiry must be reserved for the committees of inquiry and the budgetary control which the Finance Committee is specifically responsible for. I will not therefore vote for this amendment.
ParlaMint-FR_2019-10-09-O1016.u299	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-09-O1016.u300	Mr Vigier's amendment is really interesting. It's one thing to create a club for reflection and exchanges on bioethics, but sometimes you have to get into it! Some issues require that we go a little further than the information we will be given, in order to see for ourselves how the law is applied and to make a real assessment. That is the spirit in which we want to create this parliamentary delegation. Still, we really need to want to do this job. I imagine that it is not, in Mr Vigier's mind, a matter of using these powers on a permanent basis, but of having a number of means that will actually make it a little clearer, depending on the needs.
ParlaMint-FR_2019-10-09-O1016.u301	Mr. Francis Chouat has the floor.
ParlaMint-FR_2019-10-09-O1016.u302	[[Smile]] I appeal to the wisdom of President Vigier, who has reached him for a long time. First of all, I consider this new article to be a considerable step forward: it will help to ensure that our House finds, in the long term, the means to continue the work of the special committee and to prolong the reflections which preceded the vote on this text and gave rise to our debates, regardless of the imperfections of a scheduled time. Secondly, the reading of the article we are about to vote on shows that an essential part of Mr Vigier's proposals is satisfied: the notions of evaluation, listening and hearing are present in this new article. Thirdly, it should be left to the Bureau of the Assembly to define, after the enactment of the law, the modalities for the operation of the new delegation, which would have nothing to do with that of a conventional assessment commission, let alone that of a commission of inquiry. We must also, of course, ensure the proper representation of all the groups, and not just of the non-attached Members of this House. Finally, it is not possible to conceive the creation of this delegation independently of the other parts of the text, in particular the provisions relating to the continuation of the public debate, within the framework of what was originally the general states preparatory to the bioethics law, and to the modification of the composition of the National Ethics Advisory Committee. Wisdom therefore requires us to take stock of the innovation brought about by this new article and not to divert it from the outset by referring to other parliamentary mechanisms. Nor will I vote for this amendment.
ParlaMint-FR_2019-10-09-O1016.u303	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-09-O1016.u304	For my part, I will support this amendment. We spend a great deal of time collectively trying to explain to our fellow citizens that Parliament still has a role in this country, a role that is not limited to that of a simple chamber for registering government decisions. The Rules of Procedure of the National Assembly, voted by the majority alone, further reinforces the constraints that make the debate even less possible, and we would like to restrict the monitoring and investigation capacities of parliamentarians who are members of this delegation! In other parliaments, in Europe or elsewhere, this question would not even arise, since the mere state of parliamentarians gives it investigative capacity, since central administrations are obliged to respond to the requests of parliamentarians. This amendment is therefore in the right direction. The provisions contained therein should also be extended to other delegations.
ParlaMint-FR_2019-10-09-O1016.u305	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1016.u306	This is not just a question of control, but first of all of evaluation. Rather than merely proclaiming a logic of evaluation, this amendment seeks to give it substance, without detracting from the concept of parliamentary delegation. It's a bit like the principles of bioethics: we can proclaim them without worrying about their effectiveness... Our evaluation role must also be effective. Giving us the means to fulfill it would enable us to live up to our mission. We found, during the pre-hearings, that the current arrangements were sometimes insufficient, incomplete studies and too few estimates. If we really want to assess the impact of the measures we take, taking into account the tensions that may exist on the principles, in their effectiveness, we must give ourselves the means to do so. That is why I will fully support this amendment.
ParlaMint-FR_2019-10-09-O1016.u307	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-09-O1016.u308	I am in favour of this delegation being used for something. Since we are going to create it, it must be provided with sufficient means of reflection and action to meet all the hopes that we can place in it. I am therefore rather in favour of the amendment proposed by Philippe Vigier: in claiming these powers for the delegation to bioethics that we are going to create, it does not remove any power in the Committee on Finance – a committee whose powers, by the way, are sometimes very insufficient. Moreover, the question of means, which I have tried to raise at several points in our debate, is not a neutral question. It involves ethics itself: if we make decisions here that are sometimes poorly applied, or not at all, it poses many problems. If the means are not there – and we have seen it at several moments in our debate – the ethics that we are seeking to establish here are called into question. It is therefore absolutely useful to provide the new delegation with adequate means to enable it to fully assume the tasks that we wish to entrust to it, including the task of assessing both the application of the law and the state of the art in bioethics.
ParlaMint-FR_2019-10-09-O1016.u309	Mr Marc Le Fur has the floor.
ParlaMint-FR_2019-10-09-O1016.u310	[[Claims on several banks of the LaREM Group]] Very briefly, since the time is counted, that it is measured to us, that it is misallocated to us... That is the reality of what you are imposing on us, ladies and gentlemen!
ParlaMint-FR_2019-10-09-O1016.u311	That's why you're going straight to the point, Mr. Le Fur!
ParlaMint-FR_2019-10-09-O1016.u312	[[Exclaims on the banks of the LaREM Group]] I am surprised at the attitude of some of our colleagues who are afraid of the powers they could give themselves. What confidence do we have in our own responsibilities? We are not nothing here, we are the expression of the people! It's up to us to take this kind of power! If we are not able to ask for this, to demand it, it is better to change our profession! [[Applause on the benches of the LR Group and among non-attached Members]] Our legitimacy is great, but we have long known that we have less authority than a chief executive officer of the budget. That you didn't even want to assume investigative powers, I find it distressing!
ParlaMint-FR_2019-10-09-O1016.u313	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-10-09-O1016.u314	I thank Mr. Chouat, who said that I had reached wisdom. It is precisely because I have reached it that I want Parliament to be ever more effective. I am speaking under the control of the chairman of the special committee: since the beginning of the examination of this text, my statements and those of all the members of the Freedom and Territory Group have always been aimed at ensuring that we can move forward in a peaceful manner. As I said to Mrs Dubost, asking for these powers does not mean shaking the overall balance of the text. But our debates have given rise to expectations among our fellow citizens, and we have no right, when we communicate strongly on a device that will change the lives of a number of French people, to do nothing to avoid problems of application. I was surprised to see that no controls had taken place after the vote on the two previous bioethics laws. It took Jean-Louis Touraine's work to explain that there were shortcomings. It is therefore not a question of giving this delegation exorbitant powers. The adoption of Amendment No 1355 would honour Parliament. We will then be able to discuss the scope of the investigative missions, but those who contribute to the implementation of this text must understand that, without Parliament, nothing will be done. We want to defend this simple requirement, and I ask everyone to think carefully before the public election.
ParlaMint-FR_2019-10-09-O1016.u315	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-10-09-O1016.u316	Since there's going to be a public election, I want to give you our position. I have already expressed the perplexity of the Socialist and related group with regard to the creation of a new parliamentary delegation, but if it is created, it goes without saying that it must be given the means to carry out its tasks. Philippe Vigier's amendment must be supported, because it is precisely to ensure that this delegation is useful, which we want. We shall therefore vote on it.
ParlaMint-FR_2019-10-09-O1016.u317	All right!
ParlaMint-FR_2019-10-09-O1016.u318	The rapporteur has the floor.
ParlaMint-FR_2019-10-09-O1016.u319	[[Applause on several benches of the LaREM group]] I call on you to show the wisdom you seek. As much as I have followed many colleagues and supported the creation of a parliamentary delegation to bioethics in our Assembly, I am resolutely opposed to the idea of establishing – which has never been done – a standing committee of inquiry and, in doing so, to change the organisation of the Assembly in a law of bioethics. That would be dangerous. A law of bioethics is not the place to debate the powers of the various bodies of this House, whether they be committees, delegations or committees of inquiry.
ParlaMint-FR_2019-10-09-O1016.u320	Mrs Coralie Dubost has the floor.
ParlaMint-FR_2019-10-09-O1016.u321	I note that on all the benches, Members are dealing with this subject. We must ensure that the organisation and functioning of the Assembly are respected. Amendment No. 1355 refers to access to "all information [...] to assess the application of bioethics laws", adding that "all information likely to facilitate this mission" will be provided to the members of the delegation. These are, therefore, powers of inquiry that the amendment intends to confer on the delegation. In order to avoid misappropriation, I propose to you, Mr Vigier, a sub-amendment designed to make the granting of these investigative powers conditional on a decision by the Conference of Presidents. They would thus lose their permanent character, which seems to me dangerous for the functioning of our Assembly.
ParlaMint-FR_2019-10-09-O1016.u322	But we're responsible!
ParlaMint-FR_2019-10-09-O1016.u323	I'm offering you a way out, Mr. Vigier. This amendment, which could lead to a correction of your amendment or a sub-amendment, is the only viable option.
ParlaMint-FR_2019-10-09-O1016.u324	For the time being, my dear colleague, I have not received any sub-amendment to that effect. Mr Pierre Dharréville has the floor.
