ParlaMint-FR_2019-09-26-E2014.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-26-E2014.u74	Oh!
ParlaMint-FR_2019-09-26-E2014.u75	I'm telling you in all sincerity! I hope a pregnant young widow isn't listening to our debates...
ParlaMint-FR_2019-09-26-E2014.u76	If she's already pregnant, the question doesn't arise!
ParlaMint-FR_2019-09-26-E2014.u77	I do not want to state any truth, but when we talk about "substitutes", "repairing children" or the weight of mourning that would be imposed on an unborn child due to the death of his father, let us not forget that these situations may exist in our society, including outside the post-mortem LDC technique. [[Applause on several benches of the LaREM group. – Mr Maxime Minot and Mrs Laurence Trastour-Isnart also applaud]] I repeat, I have no truth to state. I just want to recall what we've been saying since yesterday: when we talk about the LDC for all women, alone or in a couple, let's trust them! Yesterday, the ministers repeated this slogan a lot. So let us trust the women, but especially the couples who, when preparing their parenting project, consider all situations. They consider of course the best for their child, but also the difficulties and accidents of life, of which mourning is part.
ParlaMint-FR_2019-09-26-E2014.u78	Mrs Emmanuelle Ménard has the floor.
ParlaMint-FR_2019-09-26-E2014.u79	Since there are only nine minutes left for non-attached Members, I am withdrawing, Mr President.
ParlaMint-FR_2019-09-26-E2014.u80	Mr Eric Coquerel has the floor.
ParlaMint-FR_2019-09-26-E2014.u81	This debate honours our assembly. Indeed, as we exchange arguments, some colleagues say that they change their minds. In the same way, all this nourishes us with questions that we seek to answer. We talked about the trauma that an orphan might suffer. For my part, I see no difference between an orphan born of natural procreation and an orphan born of an LDC. For the child, it will be exactly the same! I don't think anyone here would say that a natural pregnancy should be interrupted on the pretext that the father died, even if the father knew, at the time of conception, that he was going to die. My second point refers to the right of a woman to decide herself, her own body, her own life and even, dear Marc Le Fur – your intervention has moved me a lot – with her own mourning. For my part, I consider that someone never completely dies as long as someone thinks about him on earth. Can we then consider that mourning is less the fact of forgetting than of continuing to live happily with the thought of the deceased person? That's how I see things. Will mourning therefore be easier by giving birth to a child whose father is the man with whom the woman has lived a love story, or by using an anonymous donor because the woman could not use the gametes of her deceased husband? It is difficult to answer this question, but perhaps we should leave the women concerned free will. We must not legislate everything, but trust the woman who will decide to use the LDC once her partner has given her consent. Ms. Dubost referred to the issue of transcendence, i.e. the idea that the use of the LDC would make it possible to refuse her own death. But giving life, in general, is not a way to refuse our own death? It is about the survival of our species, which constantly transcends the physical death that awaits us by giving life. This argument therefore does not hold. [[Applause on the benches of the FI group, as well as on several benches of the LaREM and SOC groups]] For all these reasons, I will vote for these amendments.
ParlaMint-FR_2019-09-26-E2014.u82	The Chair of the special committee to examine the bioethics bill has the floor.
ParlaMint-FR_2019-09-26-E2014.u83	Science is not there to solve a situation of which there is of course no question of denying the extremely painful nature. If it can be said that it is difficult for the future mother to abandon the project that the couple had initiated on the death of her spouse, then it is not necessary for the child to be a means of pursuing it. Of course, the psychological structure of a child is complex and, of course, does not resolve itself to the conditions of its only procreation, but choosing to give birth to a child of a phantom father may lead to an idealization of the father and, probably, to complicate the construction of the child, on whom the weight of being born of mourning will weigh. A child cannot be held responsible for representing everything that his father is no longer because, otherwise, the child would be under an obligation, perhaps under voluntary or non-voluntary family pressure, to live under the influence of that phantom father. Without using psychoanalysis, it refers to a formula of the type: "You are your father, you will necessarily have his personal development. »
ParlaMint-FR_2019-09-26-E2014.u84	Antigone!
ParlaMint-FR_2019-09-26-E2014.u85	Yet we know well the difficulties that all children deprived of a father or mother after a death report: even if these orphans know that they were conceived by an act of love, they always have a lack and a feeling of being different from others. Finally, is the woman's decision to continue the parental project interrupted by her spouse's death still truly free and informed while she is in mourning? In no case is it a question of defying one's choice, but its state of vulnerability at that time may make it particularly sensitive to family, friendly and even social pressures. This desire to procreate beyond death could be dictated by an illusory desire to see the spouse survive through the child and would only lock the woman in mourning and her past, and perhaps prevent her from thinking about her future. [[Applause on the benches of the LR group and on many benches of the LaREM group]] Ladies and gentlemen, with humility and conscience, I shall vote against these amendments.
ParlaMint-FR_2019-09-26-E2014.u86	Mr. Aubert, everything comes to the point who knows how to wait:...
ParlaMint-FR_2019-09-26-E2014.u87	[[Smile]] That's what you've been telling me for seven years!
ParlaMint-FR_2019-09-26-E2014.u88	...you have the floor.
ParlaMint-FR_2019-09-26-E2014.u89	I am somewhat embarrassed by the debate on these amendments...
ParlaMint-FR_2019-09-26-E2014.u90	We all are!
ParlaMint-FR_2019-09-26-E2014.u91	... because we are in a form of logical labyrinth: since we, on the right, are against the expansion of the LDC, it makes sense that refusing the initial point of reflection, we do not agree with other types of extension, in this case with the post-mortem LDC. Once a social barrier is substituted for a medical barrier to define usable technology as acceptable, the question arises as to what is recognized as acceptable. And it is no longer a matter of debating on the basis of objective criteria, such as medical criteria – is the person infertile or not? – but criteria of acceptability to the citizens we are and what society can admit. That is why, after listening carefully to a number of you, I believe that we should not be mistaken about our role: we do not make the law on the basis of emotion, however profound it may be, or on particular cases, because everyone could then cite a case close to him that would justify or invalidate such or such a provision. Neither do we make the law in psychotherapist or psychologist – I have heard very interesting developments in this regard, but I do not have the required skills and although I obviously have an opinion on the consequences of the post-mortem LDC in this area, I find it rather difficult to claim to be a specialist. We must make the law on the basis of the general interest and, therefore, to those who wonder, I would remind you that we are here to allow or to ban. Little has been said about the child's interests.
ParlaMint-FR_2019-09-26-E2014.u92	Yes, I do!
ParlaMint-FR_2019-09-26-E2014.u93	He wasn't here!
ParlaMint-FR_2019-09-26-E2014.u94	[[Applause on the benches of the LR group]] I always find it a little surprising that other areas, in particular ecology, are being invoked, our responsibility for future generations – in this case the precautionary principle – and that the same responsibility is totally absent from reflection on such a sensitive issue. I give you this little incise because I believe that, in the mirror, it would allow us to better balance our debate. With regard to the question of the post-mortem LDC, it was therefore a question of what was the general interest. Should society encourage an increase in the number of single-parent families? Of course, the woman concerned could later re-create a couple and re-found a family, but it is, basically, the emergence of a new form of single parent family. For my part, I believe that, on the contrary, we should encourage the development of families made up of two parents. In any case, it is better for the balance of the child, especially when there is a father and a mother. As proof that I have been a father for less than a year, I have been given a whole line of argument to explain to me, according to Mrs. Dolto's teachings, the place of the father and the personal construction of the child in relation to his gaze on the child and the need to be present from the first months of pregnancy... I do not understand how one can be entitled to such a hypertrophied speech whenever it comes to making children at the very moment when Parliament devotes, in a certain way, the disappearance of the paternal function: either this function is essential for the construction of the child, and in this case let us draw the consequences, or it is not, and in this case let us close the works of Mrs Dolto. [[Applause on many benches in the LR group]] You will understand this: in the general interest, I think that a clear distinction must be made between embryo and gamete, because if there is an embryo, there was a parenting project prior to death. But these amendments do not make this distinction, and since I am opposed to the extension of medically assisted procreation, I will obviously be opposed to the legalization of this particular situation by not making me a psychologist or bearer of the testimony of any particular case as we could all know about it.
ParlaMint-FR_2019-09-26-E2014.u95	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-09-26-E2014.u96	I am pleased that we have taken the time to discuss this issue. Whatever the result of the vote – although I hope that amendments in favour of the post-mortem LDC will be adopted – this debate will have counted because it sheds light on a variety of opinions while enriching them. And it will be useful to those who will have to discuss these ethical issues again, knowing that they will continue to work in society. I will add several elements to the reflection. First of all, with regard to the issue of death and mourning, I would like to point out that without being psychologists, we must be legislators or legislators and make decisions based on our conception of the world, society and relations with each other. The mourning has no established time limit: it can be very short when you can turn the page fairly quickly, or last a lifetime, even if I believe that you always carry in itself the presence of the people you loved and who have left. The question of transcendence was also raised. In truth, when one transmits life, one also transmits death by our genetic nature, for we are living beings programmed to die, whatever the mode of conception. His expectations about them are also passed on to the children, projecting his desires, his ambitions, his phantasms. This is a very heavy burden on the shoulders of future generations, and is often the cause of a traumatic legacy. In truth, it is a question of how to reconcile individual freedom – in this case, the ability to make choices that, even in the pain of mourning, remain free and enlightened – with what, as a legislator, we consider possible or desirable. This in no way undermines the interest of future children only to allow a woman to continue the journey she has undertaken, even if she is now alone; If he is now different from the one who had been decided on two, he nevertheless remains legitimate. From the moment the technique that makes it possible exists, it is both fair and normal to allow it. [[Applause on the benches of the FI group. – Mrs. George Pau-Langevin also applauds]] Finally, I believe that these votes will remain unsettled, for no one knows whether the use of this or that technique will later be prohibited for one reason or another. Despite these doubts, I am in favour of the amendments and I call on all to vote in favour.
ParlaMint-FR_2019-09-26-E2014.u97	Mrs Laurianne Rossi has the floor.
ParlaMint-FR_2019-09-26-E2014.u98	The issue of the post-mortem LDC, which has brought us together for several hours, is an eminently ethical and intimate issue. In this regard, I would like to commend the very dignified and moving interventions that I have heard; I am thinking of that of our colleague Le Fur. In the end, our assembly has no certainty on such a matter. It is neither natural nor easy to conceive that one can give life beyond death, which requires deep reflection. I myself have read, listened to and reflected on this subject that questions our relationship to life, to death, to mourning. But a concern for coherence and justice must guide us in the debate on this bill. For my part, the question that I ask myself is: would I be able to explain to a widow whose assisted procreation approach, engaged with her spouse since she disappeared, has almost succeeded – the embryo having been finally conceived – that this embryo will have to be destroyed or ceded, and that it will have to start the same process again, but this time with an anonymous third party donor? I wouldn't be able to justify that. She will tell me that he was a child of love, the extension of her relationship story, of a parenting project built by two, and that this child would not be an orphan since a father existed who wanted it, that he would not be a substitute or a reparation, but the fruit of a love story and a parenting project. I therefore see in this text, which, however, opens up access to new rights, particularly that of the LDC for all, a form of inconsistency and injustice. Of course it is necessary to set safeguards, in this case stop at embryos and exclude gametes from them, set deadlines – several amendments propose six months – and of course require the prior explicit consent of the spouse. But we must also and above all, as several colleagues have said, trust women. [[Applause on several benches of the LaREM group. – Mrs Sylvia Pinel also applauds]] As such, it is a matter of reaffirming their right to dispose of their own bodies, as is the case for the IVG, and as this text once again provides for by granting the right to the LDC for all and by removing the consent of the spouse in the case of gamete donation. Let us therefore also trust women in this LDC. We know that there will be very few of them. However, these very marginal cases exist, they are social realities which the judge has already seized on several occasions. It is also our responsibility to set the limit when the judge has already authorised post-mortem insemination. I believe that we must be coherent and fair, including with regard to these women. That is why I have co-signed several of these amendments under joint discussion.
ParlaMint-FR_2019-09-26-E2014.u99	Mr. Matthieu Orphelin has the floor.
ParlaMint-FR_2019-09-26-E2014.u100	First of all, I would like to welcome the serenity of the discussions on the post-mortem LDC. In public session as in a special commission, no one sought to impose his truth; each person's positions, doubts and questions are respected. It deserves to be noted. [[Applause on a few benches of the LaREM group]] Secondly, in the light of the discussions that we have just had, I would be in favour of the wordings that best guide this path, and will therefore vote in favour of the amendments proposed by Mr Gérard and by Mr M. rapporteurs Saulignac and Touraine.
ParlaMint-FR_2019-09-26-E2014.u101	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-09-26-E2014.u102	This set of amendments aims to establish the LDC ad vitam, rather than post-mortem. In a situation that illustrates a weak point in the text – since there is no good decision to make when death strikes – I believe that we must arbitrate in coherence. While we have just, in a spirit of generosity, allowed the LDC for single-parent families, we would like to ban it in this case? I see a very great incoherence. Inconsistency too, because yesterday we voted for an amendment incorporating the concept of a parental project in Article 1 of the text. However, in the case of the post-mortem LDC, this disastrous possibility was precisely incorporated into the parenting project and is the result of the decision taken by the couple when the husband was still alive: this decision, although difficult to take, was incorporated into the thinking and is part of the parenting project. And we would like, in incoherence with the strong identity of this text, to come back to this possibility? [[Applause on the banks of the MODEM group and several benches of the LaREM and SOC groups]] Allowing life where death has struck is part of the honour and pride of a legislator. Who are we to replace a parenting project and the decision of two individuals, however difficult it may be?
ParlaMint-FR_2019-09-26-E2014.u103	Bravo!
ParlaMint-FR_2019-09-26-E2014.u104	Mr Cyrille Isaac-Sibille has the floor.
ParlaMint-FR_2019-09-26-E2014.u105	With these amendments relating to the post-mortem LDC, we are at the crossroads of all our questions – questions that go through all of our groups and that concern the interests of the child, the LDC and the parenting project, the LDC for single women, the deceased past and the future that is emerging, life with a possible unborn child, and the death of his or her parent. In the face of these amendments, we, as legislators, must remain humble. We must accept death individually and collectively, with its impossibility to go back, and know that life, the future, or future love are always the strongest.
ParlaMint-FR_2019-09-26-E2014.u106	Mrs. George Pau-Langevin has the floor.
ParlaMint-FR_2019-09-26-E2014.u107	It is clear that the subject we are discussing is a matter of great concern to us. A child born more than a year after his father's death: this is something we could not imagine before – although the Maghreb societies use the notion of "slept child" to refer to children born too late. More seriously, there is a major contradiction in granting new rights to women – including the right to bear a child without a proven father – and in denying this possibility to a woman wishing to carry out a project she has formed with her husband. It's not conceivable. It is our custom in our society to respect the wills of the deceased: this is a constant, even in our law. In this case, the will of the deceased is very clear, since he started the project with his partner and the embryo is there: if one freezes the embryos, it is well to be able to re-implant them later. It would be illogical not to go to the end of the process and not to allow a woman to pursue the project that she had designed with her partner and that she very normally wanted to see a successful outcome, even if the latter had died. There is something cruel about taking your child from a woman who has already lost her partner. I will be opposed to the fact that the children conceived in mourning will not be well. Since everyone goes with their anecdote, I will quote the case of a friend whose companion, jeweler, was brutally killed. A few weeks after this tragedy, a ray of sunshine reappeared in this young woman's life when she learned that she was pregnant. Her child is now twenty-five years old. He's doing great. He was raised with the love of his parents and mother, and being born under tragic circumstances did not prevent him from living a very good life. The Minister explained that the post-mortem LDC would require a review of inheritance law.
ParlaMint-FR_2019-09-26-E2014.u108	Because it's obvious, at last!
ParlaMint-FR_2019-09-26-E2014.u109	All right. However, this revision will be the easiest thing to do in relation to the upheavals that we have brought about by this text. [[Applause on the benches of the SOC and FI groups, as well as on several benches of the LaREM group]] You have launched a beautiful project, which we support. Don't stop in the middle of the ford, facing the widow woman. That would be too cruel for her.
ParlaMint-FR_2019-09-26-E2014.u110	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2019-09-26-E2014.u111	This is a very complicated subject, which reminds me of some exchanges, when we tabled our bill on euthanasia. When I was asked to produce a definition of the "end of life worthy," I explained that if the 577 members were questioned, each would bring a different definition. In the same way, everyone has a personal opinion on what they would or would not do if they were in the situation we are talking about today. However, I would like to point out that we are debating very rare cases of couples who, because of their infertility or otherwise, decide to use a LDC, in which an embryo is conceived. Let us all agree on this point: when the embryo is conceived, both parents are alive. It is in a second stage that a life accident can occur, while the embryo waits to be implanted. This situation concerns only a few cases.
ParlaMint-FR_2019-09-26-E2014.u112	[[Smile]] It's the perfect crime: she kills her husband, but keep the gametes!
ParlaMint-FR_2019-09-26-E2014.u113	We all know examples of young widows learning a pregnancy they were not aware of when they lost their husbands. I personally have two people in mind: one suffered an IVG, while the other ended her pregnancy. Who are we to judge them? These amendments may concern only a few people. However, it is important – and perhaps this is the reason why we were elected – to give the right, if only to a person, to live his life as he wishes, for all matters relating to privacy are governed by personal decisions and definitions. [[Applause on the benches of the FI group and several benches of the LaREM group]] We need to vote and make decisions. No one should be judged on these issues, but really, if our choices can help even one person, who are we to not make them?
ParlaMint-FR_2019-09-26-E2014.u114	We are the legislator: we vote the laws, precisely!
ParlaMint-FR_2019-09-26-E2014.u115	Mr Jean-Louis Touraine, rapporteur of the special committee responsible for examining the bioethics bill, has the floor.
ParlaMint-FR_2019-09-26-E2014.u116	First of all, I would like to thank the colleagues who have spoken out in a very reasonable manner and in the course of the debates, which we all welcomed. I will briefly highlight three points. First, respect for the woman concerned and her ability to choose. Of course, it is important that we protect this woman from external pressure; But fearing too much this risk somewhat recalls the reasons why the right to vote was granted so late to women: some feared at the time that they would be subject to the influence of their husbands or confessors.
ParlaMint-FR_2019-09-26-E2014.u117	It is the radicals who historically prevented the extension of the right to vote to women!
ParlaMint-FR_2019-09-26-E2014.u118	The second point concerns the interests of the child. The latter is a priority, but to know it, we hear the children themselves, not the adults. Martine Wonner recalled the very reassuring speech of Françoise Dolto, who had professionalized listening to children. With regard to the embryo itself, our right-wing colleagues are well aware that their predecessors were in favour of the post-mortem LDC, which gave a destiny to embryos, and that they did not advocate their destruction.
ParlaMint-FR_2019-09-26-E2014.u119	The conservation of gametes and that of an embryo is not the same! He's talking about anything...
ParlaMint-FR_2019-09-26-E2014.u120	Last but not least, since we have heard many interpretations, if not distortions, of the opinion of the Council of State, I would like to quote precisely: "The Council of State considers it paradoxical to maintain this prohibition while the legislator opens the MPA to unmarried women. [...] In the interests of overall consistency of the reform, however, the Council of State recommends that the Government authorize the transfer of embryos and post-mortem insemination, provided that the following two conditions are met: on the one hand, an audit of the parental project in order to ascertain the consent of the deceased spouse or cohabitant; on the other hand, a framework over time [...] of the possibility of using this MPA. » That is why we recommend that the MPA only occur at least six months after the spouse's death, and not more than eighteen months after the death, so as not to unduly delay the estate.
ParlaMint-FR_2019-09-26-E2014.u121	I put to the vote Amendment No. 2277.
ParlaMint-FR_2019-09-26-E2014.u122	The result of the vote is as follows: Number of voters 107 Number of votes cast 98 Absolute majority 50 For adoption 28 Against 70
ParlaMint-FR_2019-09-26-E2014.u123	I put to the vote identical amendments Nos 2186 and 2219.
ParlaMint-FR_2019-09-26-E2014.u124	The result of the vote is as follows: Number of voters 111 Number of votes cast 111 Absolute majority 56 For adoption 47 Against 64
ParlaMint-FR_2019-09-26-E2014.u125	I put to the vote Amendment No. 1725.
ParlaMint-FR_2019-09-26-E2014.u126	The result of the vote is as follows: Number of voters 105 Number of votes cast 103 Absolute majority 52 For adoption 38 Against 65
ParlaMint-FR_2019-09-26-E2014.u127	I put to the vote Amendment No. 1724.
ParlaMint-FR_2019-09-26-E2014.u128	The result of the vote is as follows: Number of voters 104 Number of votes cast 101 Absolute majority 51 For adoption 37 Against 64
ParlaMint-FR_2019-09-26-E2014.u129	I put to the vote Amendment No 1711 as corrected.
ParlaMint-FR_2019-09-26-E2014.u130	The result of the vote is as follows: Number of voters 102 Number of votes cast 93 Absolute majority 47 For adoption 27 Against 66
ParlaMint-FR_2019-09-26-E2014.u131	I put to the vote Amendment No. 2218.
ParlaMint-FR_2019-09-26-E2014.u132	The result of the vote is as follows: Number of voters 111 Number of votes cast 111 Absolute majority 56 For adoption 51 Against 60
ParlaMint-FR_2019-09-26-E2014.u133	The meeting was suspended.
ParlaMint-FR_2019-09-26-E2014.u134	[[The sitting was suspended at 16.50 and resumed at 17.00 with Mr Marc Le Fur in the chair.]]
ParlaMint-FR_2019-09-26-E2014.u135	The meeting was resumed. On Amendment No 1460, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Mrs Laurence Trastour-Isnart has the floor to support this amendment.
ParlaMint-FR_2019-09-26-E2014.u136	It is intended to prevent reproductive health assistance when a single woman or a member of the couple has been convicted of domestic violence, i.e. sexual assault, violence or, more broadly, bodily or mental harm to a spouse, former spouse, child or parent. It seems unreasonable to help parents to have a child whom they will have to educate and with whom they will live, when one of them has already subjected a close relative to serious violence. This person, because he would be more likely to commit violence against the unborn child, is de facto a danger to him. [[Alain Ramadier applauds]] As a reminder, two children are killed every week, and too often in the family. In 2016, the police and gendarmerie recorded more than 73,000 cases of child abuse. The legislator must prevent situations at risk for a child. That is why I invite you to adopt this amendment of common sense.
ParlaMint-FR_2019-09-26-E2014.u137	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2014.u138	We understand your intention, Ms. Trastour-Isnart, and wish to do everything possible to avoid the risk of domestic or domestic violence. However, I call for caution in the scope of the amendments you are proposing. The physician or medical team does not have to know the criminal history of the persons concerned, nor do they have to act as legal auxiliaries. I therefore invite you to withdraw your amendment.
ParlaMint-FR_2019-09-26-E2014.u139	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2014.u140	I totally agree with Jean-Louis Touraine's analysis: unfavorable opinion. The amendment would establish, on the basis of domestic violence, a medically assisted reproductive health police.
ParlaMint-FR_2019-09-26-E2014.u141	Mrs Laurence Trastour-Isnart has the floor.
ParlaMint-FR_2019-09-26-E2014.u142	I propose to the Government to amend my amendment to allow the judicial authority to transmit a file to the medical profession,...
ParlaMint-FR_2019-09-26-E2014.u143	This proposal is shameful!
ParlaMint-FR_2019-09-26-E2014.u144	... in order to prevent a medically assisted reproduction when there has been violence against a child or within the family, i.e. when one of the members of the couple, or the person alone, may constitute a danger to the child.
ParlaMint-FR_2019-09-26-E2014.u145	Mr Didier Martin has the floor.
ParlaMint-FR_2019-09-26-E2014.u146	The reading of this amendment leaves me a little puzzled, I do not hide it from you, because it would interfere, on the basis of suspicion, with criminal justice elements with the implementation of an LDC. At a time when we are opening up this right to all women, we do not have to decide on the possible background involved, and thus to make a decision which, let us recall, must be subject to the freedom of the woman or the couple. I will not therefore vote for the amendment.
ParlaMint-FR_2019-09-26-E2014.u147	Mrs Valérie Boyer has the floor.
ParlaMint-FR_2019-09-26-E2014.u148	I fully understand my colleague's approach, even if I hear the difficulties of the amendment. In the end, they reveal the consequences of the removal of psychological assessment. This would enable medical teams to detect the facts we are talking about. The amendment may not have been drafted as you would have liked, I understand, but the idea deserves to be deepened, even if there is obviously no question of turning medical teams into auxiliaries of justice. A medium term could be found, in particular to combat domestic violence. We would thus show that society is not in favour of taking children into homes where violence has already been found – since we are not talking about suspicions, but about proven facts. Perhaps the amendment is poorly drafted, but I believe it to be common sense; That is why the idea of under-amending it seems to me to be entirely relevant.
ParlaMint-FR_2019-09-26-E2014.u149	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-26-E2014.u150	I deeply regret the abandonment of the psychological assessment measure in a special committee: you preferred the idea of a multidisciplinary team, considering it to be more neutral and politically correct. However, psychologists or psychiatrists will sit in this body. When they give a negative opinion, on what basis will they do so? Not on material or resource conditions: you have refused an amendment to this effect, and we understand why. If they do, on what else do you think they will rely on what we're talking about? I therefore invite you to consider the problem with clarity. There is no question here of suspicions, but of proven violence, reported to the police or to the gendarmerie and having resulted in a conviction of the perpetrator. What bothers you in the idea of prohibiting a violent parent from hosting a child by AMP? Frankly, I find it difficult to understand your prevention on this point.
ParlaMint-FR_2019-09-26-E2014.u151	I put to the vote Amendment No. 1460.
ParlaMint-FR_2019-09-26-E2014.u152	The result of the vote is as follows: Number of voters 46 Number of votes cast 44 Absolute majority 23 For adoption 12 Against 32
ParlaMint-FR_2019-09-26-E2014.u153	I have before me several amendments, Nos 37, 358, 681, 901, 1632, 1806, 900, 2088, 1726, 2129, 2220 corrected, 2146, 2535 corrected, 2143, 2221 corrected and 2087, which may be subject to joint discussion. Amendments Nos 37, 358, 681, 901, 1632 and 1806 are identical, as are Amendments Nos 2143 and 2221 as corrected. Mr Xavier Breton has the floor to support Amendment No. 37.
ParlaMint-FR_2019-09-26-E2014.u154	It is intended to prohibit the donation of oocytes by one of the partners of a couple of women. Article 16-8 of the Civil Code states that the donation of body parts must be anonymous. This principle of anonymity must be preserved, such as the principle of free and free consent, failing which a new breach in this field would be opened. The donation of oocytes would then be similar to a GPA, since it would be the responsibility of one member of the couple to entrust pregnancy to the other. It is therefore absolutely necessary to impose this prohibition.
ParlaMint-FR_2019-09-26-E2014.u155	Amendment No 358 by Mr Patrick Hetzel is being defended. Mrs Valérie Boyer has the floor to support Amendment No. 681.
ParlaMint-FR_2019-09-26-E2014.u156	[[Smile]] This very interesting amendment by Mr Le Fur, Mr President, refers to Article 16-8 of the Civil Code, which states that the donation of body parts must be anonymous: "No information identifying both the person who donated an element or product of his body and the person who received it can be disclosed. The donor cannot know the identity of the recipient or the recipient of the donor. In the event of a therapeutic need, only doctors of the donor and the recipient may have access to the information enabling the identification of the donor and the recipient. » Therefore, the practice of a woman hosting an ovocate from her partner would be to circumvent this prohibition and legalize a kind of women's GPA. The law must impose this prohibition: this is the meaning of this amendment.
ParlaMint-FR_2019-09-26-E2014.u157	Amendments Nos 901 by Mr Thibault Bazin, 1632 by Mrs Agnes Thill, 1806 by Mrs Emmanuelle Ménard and 900 by Mr Thibault Bazin are defended. On Amendment No 2088, I am seized by the independent UDI Group of a request for a public vote. The vote is announced in the National Assembly. Mrs Laurence Vanceunebrock-Mialon has the floor to support this amendment.
ParlaMint-FR_2019-09-26-E2014.u158	He tends to insert, after paragraph 8, the following paragraph: "Where medical reproductive assistance involves a couple, applicants are offered, where possible, the use of the gametes of the members of the couple or of any of the members of the couple. » The use of gametes within a couple should be permitted, regardless of the sex, sexual orientation or gender identity of the persons concerned. Thus, when a transgender man has self-conservation of his oocytes prior to his transition, or a transgender woman has self-conservation of his sperm prior to his transition, the gametes must be able to be used by the other member of the couple. The immediate availability of gametes would avoid the use of donation, which could be very useful in times of shortage.
ParlaMint-FR_2019-09-26-E2014.u159	I call Mr Hervé Saulignac to support Amendment No. 1726.
ParlaMint-FR_2019-09-26-E2014.u160	It is not a question of making the gift in absolute order, as much as is necessary, since we know the risks involved. I recall, however, that the so-called "directed" gift already exists for heterosexual couples, since, within the framework of an LDC, they do not resort to sperm from a third-party donor, but to human sperm. As long as the bill allows for double donation for a woman in marriage with another, it would be absurd not to allow the woman who will bear the child not to receive the oocytes of her companion.
ParlaMint-FR_2019-09-26-E2014.u161	On Amendment No 2129, I am seized by the independent UDI Group of a request for a public vote. The vote is announced in the National Assembly. Mr Raphaël Gérard has the floor to support this amendment.
ParlaMint-FR_2019-09-26-E2014.u162	Quite close to that of Mrs Vanceunebrock-Mialon, he asked about the use of oocytes in a couple of women. In my view, our debates need consistency. Since they started in a special commission and then in session, parental projects have been considered from the point of view of both the couple and one of their members. A few moments ago, Ms. Boyer expressed her concerns about a possible shift to GPA. Again, I do not see the risk of sliding to GPA in a couple's parenting project. However, we have talked a lot about the shortage of egg donation in our country. Imagine a couple with a transgender man who kept his oocytes, to whom we refused this morning to open access to the LDC, and a sterile woman: they could have a child through the donation of oocytes or embryos with third-party donors, even though oocytes from a member of the couple are available. We need to discuss this issue and then decide on it, because we are, once again, about to close doors for lack of consistency, by confusing the parenting project of one person or two independent persons with that of a couple.
ParlaMint-FR_2019-09-26-E2014.u163	On Amendment No 2220, as corrected, I have a request for a public vote before the Republicans and IDU groups and independents. The vote is announced in the National Assembly. The rapporteur, Mr Jean-Louis Touraine, has the floor to support Amendment No. 2220 as corrected.
ParlaMint-FR_2019-09-26-E2014.u164	It aims to allow the reception of the partner's oocytes – ROPA. For those who, in the assistance, would not yet be quite familiar with this device, I would remind you that it may happen, for various reasons such as illness or age, that a couple of women may wish or feel the need for one of them to provide the oocytes and the other to carry the child. In such circumstances, access to the LDC, one of the mothers giving its oocytes, the other carrying the child, is open. We are totally outside the scope of GPA, because we cannot do GPA with ourselves, and outside the scope of the donation, since both women are mothers, they cannot give themselves the oocytes or the possibility to host the embryo. This system, quite apart from that, allows us to respond to different difficulties. This amendment was reworked after the committee discussion, with the aim of responding to certain objections. I have also tabled another amendment, No 2221 corrected, which tends to reserve ROPA to cases of infertility only and which was accepted by the committee at the meeting convened under Rule 88 of our Rules of Procedure.
ParlaMint-FR_2019-09-26-E2014.u165	On Amendment No 2146, I am seized by the independent UDI Group of a request for a public vote. The vote is announced in the National Assembly. Mr Raphaël Gérard has the floor to support Amendment No. 2146.
ParlaMint-FR_2019-09-26-E2014.u166	This is the same scheme, but in order to alleviate fears of a possible shift towards GPA, the scope of the amendment is more limited, the latter proposing to restrict the use of oocytes by the partner to married couples.
ParlaMint-FR_2019-09-26-E2014.u167	Amendment No 2535 corrected by Mrs de Vaucouleurs is being defended. On the identical amendments Nos 2143 and 2221 as corrected, I am seized by the UDI Group and independent of them of a request for a public vote. The vote is announced in the National Assembly. I have before me two identical amendments, Nos 2143 and 2221 as corrected. Mr Raphaël Gérard has the floor to support Amendment No. 2143.
ParlaMint-FR_2019-09-26-E2014.u168	This amendment, the same as Mr Touraine's rectified No. 2221, allows the use of the oocytes of the member of the couple who does not bear the child only if the one who wears it is sterile: again, it is a question of reassuring those whom ROPA would worry.
ParlaMint-FR_2019-09-26-E2014.u169	Mr Jean-Louis Touraine has the floor to support Amendment No. 2221 as corrected.
ParlaMint-FR_2019-09-26-E2014.u170	He was defended.
ParlaMint-FR_2019-09-26-E2014.u171	I call Mrs Vanceunebrock-Mialon to support Amendment No. 2087.
