ParlaMint-FR_2019-10-09-O1017.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1017.u155	[[Caroline Fiat applauds]] ...for future parliamentary debates, those we will have in this Parliament – because we will come back – and those we will have in the next.
ParlaMint-FR_2019-10-09-O1017.u156	I have before me three amendments, Nos 2442, 2512 and 2096, which can be discussed jointly. Amendments Nos 2442 and 2512 are identical. Mrs Danièle Obono has the floor to support Amendment No. 2442.
ParlaMint-FR_2019-10-09-O1017.u157	It is part of a debate we had last night. By this withdrawal amendment, we call for the submission of a report on the care of persons with variations in sexual development in France, the number of births involved each year, the number of medical acts carried out in connection with these variations, the functioning of the reference centres for rare diseases of genital development and compliance with international recommendations on care protocols. This report could be debated under the conditions laid down in the Rules of Procedure of each parliamentary assembly. The debate we have had on this subject demonstrates at least that our request is legitimate. Even if an amendment from the ranks of the majority has been adopted, we maintain our criticisms, in unity with the associations concerned. It would be useful, at the very least, for us to move forward on this subject and to be able to back up our discussions a little more, if only to take stock of the provisions adopted, which I think they are planning to submit a report. Our amendment could complement them. Failing to adopt it, the Assembly could at least take into account our observations, which will be useful for the future, in particular to move forward – soon, I hope – towards a ban on the practices we announced last night.
ParlaMint-FR_2019-10-09-O1017.u158	Amendments Nos 2512 by Raphaël Gérard and 2096 by Laurence Vanceunebrock-Mialon are defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1017.u159	These amendments aim at the submission of a report on the functioning of rare diseases reference centres for genital development and on the number of people born each year with a change in genital development. They seem to me to be entirely satisfied by the adoption of Amendment No 2334, supported by the Group of the European People's Party, defended by Mr Gérard and adopted almost unanimously in this House.
ParlaMint-FR_2019-10-09-O1017.u160	Quasi, that's the word!
ParlaMint-FR_2019-10-09-O1017.u161	Ladies and gentlemen, I invite you to withdraw them. Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-09-O1017.u162	I call Mr Thibault Bazin to support Amendment No. 1843.
ParlaMint-FR_2019-10-09-O1017.u163	Because of the scheduled legislative time, I'm just saying it's forbidden!
ParlaMint-FR_2019-10-09-O1017.u164	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1017.u165	Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1017.u166	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1017.u167	Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1017.u168	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1017.u169	Respect for the dignity of the person and the unavailability of the human body are the foundations of our bioethics. I am deeply dismayed by the Secretary of State, the rapporteur, that you were content to say "unfavorable opinion". The human body is not a commodity! It is the subject of this amendment, which provides for the submission of a report. The human body cannot praise itself. Yet many French people go abroad and ask women to bear a child for them! However, we always find advertising on the internet at this time for intermediaries who sell their advice with impunity to secure legal-financial mounts! In short, the market for pregnancy for others is flourishing! [[Applause on the benches of the LR group. – Mrs Agnes Thill also applauds]] I would like to ask a question: what action has the Government taken to deter the use of such practices? The rejection of this amendment is deeply complacent to the GPA!
ParlaMint-FR_2019-10-09-O1017.u170	The rapporteur has the floor.
ParlaMint-FR_2019-10-09-O1017.u171	[[Exclaims on a few benches of the LR and FI groups]] Calm down, my dear colleague!
ParlaMint-FR_2019-10-09-O1017.u172	Oh, we've known him a lot more pissed off!
ParlaMint-FR_2019-10-09-O1017.u173	[[Mrs AuroreBergéapplaudit]] In France, GPA is prohibited. Moreover, the Civil Code enshrines the principle of the unavailability of the human body. I therefore maintain my unfavorable opinion.
ParlaMint-FR_2019-10-09-O1017.u174	What actions are being taken?
ParlaMint-FR_2019-10-09-O1017.u175	What did you do?
ParlaMint-FR_2019-10-09-O1017.u176	You and your people are complicit by omission!
ParlaMint-FR_2019-10-09-O1017.u177	Amendment No 1410 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-09-O1017.u178	I call Mr Thibault Bazin to support Amendment No. 1255.
ParlaMint-FR_2019-10-09-O1017.u179	Because of the scheduled legislative time, I'm just saying it's forbidden!
ParlaMint-FR_2019-10-09-O1017.u180	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1017.u181	In order not to upset Mr. Bazin, I will answer him.
ParlaMint-FR_2019-10-09-O1017.u182	Out of respect for democracy, not to upset Mr Bazin!
ParlaMint-FR_2019-10-09-O1017.u183	If you like, my colleague. Mr Bazin, your amendment is satisfied with the submission to Parliament every year of the Biomedicine Agency's information report. Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1017.u184	Mr Jean-Louis Touraine has the floor to support Amendment No. 1593.
ParlaMint-FR_2019-10-09-O1017.u185	The 2017-2021 plan for organ transplantation set a target of 7800 transplants in 2021; Unfortunately, it now seems inaccessible. However, the law of 26 January 2016 on the modernization of our health care system clarified and reaffirmed the principle of presumed consent, which dates back to 1976. After the adoption of the law and following broad consultation, an implementing decree was issued, as well as a good practice guide; These, defined by the Agency for Biomedicine, have been approved by the Order of 16 August 2016. After more than two years of implementation, it appears that the clarification provided by the law and the decree of good practice has contributed to some improvement in practices, but that they remain too heterogeneous in different territories. As a result, the levies are insufficient.
ParlaMint-FR_2019-10-09-O1017.u186	That's right!
ParlaMint-FR_2019-10-09-O1017.u187	The purpose of this amendment is therefore to assess the implementation of the Order of 16 August 2016, in particular as regards the organisation of levies within establishments in the different territories. In addition, this report could inform reflections on the development of a new transplant plan, applicable from 2021 onwards.
ParlaMint-FR_2019-10-09-O1017.u188	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1017.u189	The committee, meeting under Rule 88 of the Rules of Procedure, delivered an unfavourable opinion; However, in my personal capacity, I am in favour of your amendment.
ParlaMint-FR_2019-10-09-O1017.u190	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1017.u191	We agree with you, Mr.Member: it seems to us appropriate and useful to take a first look at the implementation of the decree of 16 August 2016 approving the rules of good practice relating to the maintenance with relatives with regard to the removal of organs and tissues. This is an important subject, which often makes consensus in this House, and we need to have a clear view of the situation. The Government therefore expressed a favourable opinion.
ParlaMint-FR_2019-10-09-O1017.u192	Mrs Geraldine Bannier has the floor to support Amendment No. 2453.
ParlaMint-FR_2019-10-09-O1017.u193	He's forbidden.
ParlaMint-FR_2019-10-09-O1017.u194	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1017.u195	The amendment is satisfied with the report drawn up regularly by the Biomedicine Agency. Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1017.u196	Mrs Danièle Obono has the floor to support Amendment No. 2446.
ParlaMint-FR_2019-10-09-O1017.u197	This is a request for a report on the incorporation into the scope of the Bioethics Act of the provisions currently covered by animal testing. We have not yet had the opportunity – but we may have it at this very end of the debate – to talk again about the scope of bioethics laws. Animal testing should, in our view, be an integral part of it.
ParlaMint-FR_2019-10-09-O1017.u198	Yes, some have more respect for animals than for human beings!
ParlaMint-FR_2019-10-09-O1017.u199	Article 17 prohibits the modification of human embryos by adding cells from other species. However, the opposite is not prohibited: the insertion of human cells in animal embryos is now covered by the Animal Experimentation Act. If this practice proves useful for research, it seems to us that the law of bioethics must be able to grasp it, as long as human cells could express themselves strongly in animal embryos and thus make these embryos chimeras close to the human. The development of this research therefore deserves to be guided by the laws of bioethics, as research in this field advances and this possibility of chemeric embryos becomes more and more likely.
ParlaMint-FR_2019-10-09-O1017.u200	What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1017.u201	Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1017.u202	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1017.u203	Same opinion.
ParlaMint-FR_2019-10-09-O1017.u204	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1017.u205	I am delighted to hear the concerns expressed by Mrs Obono! In committee, we have amended the Government's text to allow the insertion into females of animal embryos into which human cells are inserted. The Council of State itself has expressed great concern on this point; This request for a report expresses the same sentiment, which we share. We could realize, in six months already, that these practices are extremely risky, in particular by questioning the boundary between the human species and the animal species, with the possibility of cell migrations through the body. We are still far from achieving human therapies. [[Applause on the benches of the LR group. – Mrs Agnes Thill also applauds]] There is a real ethical problem here, and we must address the issue of chimeras. This debate was massacred last Friday, in a perfectly scandalous way.
ParlaMint-FR_2019-10-09-O1017.u206	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-09-O1017.u207	It is a pity that neither the rapporteur nor the Secretary of State made any arguments. I would like to hear them: in line with our previous amendments, it is not just a question of circumventing Article 40 of the Constitution. We should have had time to discuss the issue raised here; We have not had it, but we must prepare future bioethics work. This is a real subject, and no answer is given. I hope at least to hear an explanation and proposals from the Government on how to discuss these topical issues.
ParlaMint-FR_2019-10-09-O1017.u208	The Secretary of State has the floor.
ParlaMint-FR_2019-10-09-O1017.u209	I would like to make a few clarifications – even though I did not attend all the discussions on this subject.
ParlaMint-FR_2019-10-09-O1017.u210	Yet it was you who were on the bench of the government!
ParlaMint-FR_2019-10-09-O1017.u211	Animal chimeras will be subject to notification to the Biomedicine Agency, and in particular to its guidance board, the Agency's ethical body.
ParlaMint-FR_2019-10-09-O1017.u212	A simple statement, indeed! What world do we live in?
ParlaMint-FR_2019-10-09-O1017.u213	This is ridiculous!
ParlaMint-FR_2019-10-09-O1017.u214	The Agency may object to the experiment and its opinion will be made public. In addition, all elements concerning animal chimeras will be included in the annual activity report published by the Agency. These practices are therefore framed, in the most absolute transparency.
ParlaMint-FR_2019-10-09-O1017.u215	They're not framed at all!
ParlaMint-FR_2019-10-09-O1017.u216	Even the Council of State has been worried!
ParlaMint-FR_2019-10-09-O1017.u217	This regime seems sufficient to us, and that is why we are giving an unfavourable opinion.
ParlaMint-FR_2019-10-09-O1017.u218	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-09-O1017.u219	You confirm, Mr. Secretary of State, that there is an ethical issue. It therefore seems essential that the subject be included in parliamentary debates: the production of a report is therefore fully justified. This is a field that parliamentarians must invest in. We need to debate and vote to frame practices that will be an increasingly important issue in the years to come.
ParlaMint-FR_2019-10-09-O1017.u220	Mrs Danièle Obono has the floor to support Amendment No. 2447.
ParlaMint-FR_2019-10-09-O1017.u221	The aim is to request a report on the integration into the scope of the bioethics law of the provisions relating to all the manipulations of the living, including the manipulations and privatization operations carried out on the living plant. The modification of the living seems to us to have to come within the framework of bioethics laws: whether it is the modification of genomes, or the editing of plants, the current legal regime must be subject to regular checks – as well as, for the protection of the living, the practices of laboratories. Once again, it is a new field that parliamentarians must invest in, by adopting this amendment, which we consider to be particularly relevant. This will inform future discussions.
ParlaMint-FR_2019-10-09-O1017.u222	Amendment No 1503 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-10-09-O1017.u223	The same is true of Amendment No 1808 by the same author.
ParlaMint-FR_2019-10-09-O1017.u224	We have completed our review of the clauses of the bill. Mrs Agnès Firmin Le Bodo, chairman of the special commission to examine the bioethics bill, has the floor.
ParlaMint-FR_2019-10-09-O1017.u225	I ask for a suspension of the sitting.
ParlaMint-FR_2019-10-09-O1017.u226	The meeting was suspended.
ParlaMint-FR_2019-10-09-O1017.u227	The meeting was resumed.
ParlaMint-FR_2019-10-09-O1017.u228	Pursuant to article 101 of the Regulation, the Government requests a second deliberation of article 4 bis. The Conference of Presidents decided that this second debate would open an additional ten minutes for each group and five minutes for non-attached Members to discuss this article. On Amendment No 1, I have a request for a public vote before the Group of the European People's Party and the Group of the European People's Party. The vote is announced in the National Assembly. Madam President, I should like to thank the rapporteur for his excellent report.
ParlaMint-FR_2019-10-09-O1017.u229	I am indeed going to present you with an amendment to delete Article 4a, which was created by the adoption of an amendment at first deliberation. I would like to point out, first of all, that article 4 bis is unrelated, even indirectly, to the text under discussion. As the Government has repeatedly stated, this project does not and will not contain any provisions on GPA.
ParlaMint-FR_2019-10-09-O1017.u230	That's the Coué method!
ParlaMint-FR_2019-10-09-O1017.u231	It's not because you say it, it's true!
ParlaMint-FR_2019-10-09-O1017.u232	Article 4 bis is therefore necessarily, in my view, a legislative cavalier.
ParlaMint-FR_2019-10-09-O1017.u233	That's right!
ParlaMint-FR_2019-10-09-O1017.u234	On the substance, of course, I hope that everyone will determine himself in conscience, but also with full knowledge of the matter. That is why I would like to make five points in front of you. First of all, I would like to refer to the situation in the states where GPA is allowed or tolerated. To be very clear, the birth certificate of a child born by GPA is drawn up according to different rules depending on the states, and sometimes even, in some countries, according to different rules from one state to another – I am thinking here in the United States. In some cases, civil status documents are issued on the basis of a declaration made before an officer who acts as a registrar, on the basis of a simple presentation of the GPA contract. In other cases, the certificate of civil status is drawn up after a judgment which establishes the filiation, sometimes even before the birth of the child. The rules therefore differ from one State to another. In view of these different rules, what is the meaning of the amendment adopted at first deliberation? [[Exclaims on the benches of the LR group]] This amendment tabled by Jean-Louis Touraine, for which I have a clear respect – I can say again without any hesitation – concerns only the filiation of children born to a GPA having been established on the basis of a judgment. It provides that this judgment is automatically assimilated – these are the key words – to a judgment having, in French law, the same effects as a judgment of full adoption. In concrete terms, this means that the prosecutor of the Republic, in this case that of Nantes, will have to transcribe the judgment in the French civil register as if it were a judgment of adoption.
ParlaMint-FR_2019-10-09-O1017.u235	It's extraterritoriality!
ParlaMint-FR_2019-10-09-O1017.u236	The ban on GPA in our country will absolutely not be effective against it. From this point of view, what are the reasons why I am opposed to the amendment which was adopted at first reading? There are three of them. First, the provisions that have been adopted resolve only part of the difficulties posed by the situations of children born to a GPA. It is therefore, in a certain way, an unjust system that is proposed...
ParlaMint-FR_2019-10-09-O1017.u237	Actually, you want to go further!
ParlaMint-FR_2019-10-09-O1017.u238	... since it leaves aside children whose filiation has not been established by a judgment, either because the State has not planned anything – this can happen when GPA is simply tolerated – or because the State accepting GPA has provided for another system of attribution of filiation than judgment. In any event, the device presented is not complete. It can even be argued that it introduces a difference between children, which is not desirable.
ParlaMint-FR_2019-10-09-O1017.u239	That's right!
ParlaMint-FR_2019-10-09-O1017.u240	The second reason why I am opposed to this is that these provisions open a way of misappropriating the adoption procedure. In his amendment, Mr Touraine referred to the "international regularity" of judgments. That is precisely my concern. Indeed, we have signed international commitments on adoption, whose main objective – which is also an objective of constitutional value – is the protection of children. I am thinking in particular of the 1993 Hague Convention, ratified by our country, which makes it possible to avoid trafficking in children. These international conventions, of which France is a party, guarantee the effectiveness of the checks and inspections which are carried out by the central authorities of the country of the adopter, therefore of the adopted one. The reason for the need for such control, that of the French judge in this case in the adoption proceedings, is the interests of the child. Taking this into account allows the judge to control both the breakdown of the relationship between the child and the biological mother and the establishment of the relationship with the family that wants to receive it. However, Jean-Louis Touraine's amendment prohibits any control by the French judge other than a formal control over the foreign judgment. In view of the proposed wording, we can imagine everything, for example, judgments of complacency rendered in certain countries which would ipso facto be directly incorporated into French law. I can't accept it. Finally, the last reason I am opposed to this is that these provisions run counter to our ethical and legal principles that prohibit GPA. They allow for the full recognition of a parentage of a child born of a GPA, provided that the child has been the subject of a legal framework guaranteed by a judgement, which is therefore supposed to be acceptable to the author of the amendment. This is clearly the shift that could take place and that would put us in contradiction with our ethical principles, which are constantly reaffirmed in our law of filiation and bioethics. As we can see, the fact of distinguishing in law a GPA that would be considered acceptable, because it is the result of one judgment, and another that would not, for lack of judgment, pose legal risks and create a breach in the absolute prohibition of the GPA that we have put forward. I believe that the French law in force provides the necessary guarantees while the amendment introduces a form of legal and political confusion on a subject which deserves the greatest clarity. I repeat before you, the Mennesson judgment handed down by the Court of Cassation on 4 October, which decides a case in question, reaffirms the conformity of French law with the provisions of the European Convention on Human Rights. In our current system, with regard to the biological parent, filiation is directly established by the transcription of the civil status certificate; However, in the case of the intending parent, filiation must be established, in principle, by adoption. The Court of Cassation makes this very clear in its communiqué: "the link with the mother of intention must be established by favouring a method of recognition which allows the French judge to check the validity of the foreign act or judgment and to examine the particular circumstances in which the child is found. Adoption best meets these requirements. » Fifth and final point, I was waiting for the judgment of the Court of Cassation to ensure that the law was fully stabilized. That is now the case. Given the complexity of these issues, I am committed to two actions. On the one hand, as I announced to you, I will issue a circular, intended for civil registrars, magistrates and our consulates abroad, which will ensure uniform application of the law throughout the country. On the other hand, I am committed to finding solutions to simplify the use of adoption and improve the processing times of adoption procedures. The idea is to ensure that these procedures are more expeditious.
ParlaMint-FR_2019-10-09-O1017.u241	I can't believe it.
ParlaMint-FR_2019-10-09-O1017.u242	We will thus satisfy the demand, reiterated on several occasions, to secure the filiation of children from a GPA, in compliance with the requirements of the European Court of Human Rights.
ParlaMint-FR_2019-10-09-O1017.u243	No need for a law, the circular is enough!
ParlaMint-FR_2019-10-09-O1017.u244	This development in the area of adoption will also be very useful, as has been said in the course of discussions, for children born to LDCs before the adoption of the law, which I hope you will be voting for in the coming days. Ladies and gentlemen, I would like to reiterate to you that the balance of France's position deserves to be stressed: the prohibition of GPA in the name of ethical and legal principles, on the one hand; taking into account the child's interest in having his or her parentage established and living a normal family life, through adoption, on the other hand. [[Applause on many benches of the LaREM group]] For all these reasons, I ask you to vote for the deletion amendment tabled by the Government.
ParlaMint-FR_2019-10-09-O1017.u245	I call Mrs Coralie Dubost, rapporteur of the special committee on bioethics, to give the committee's opinion.
ParlaMint-FR_2019-10-09-O1017.u246	The committee did not have time to meet to decide on the amendment tabled by the Government. On the other hand, last week in this House, it had delivered an unfavourable opinion on the amendment tabled by Mr Touraine, on the grounds that the amendment concerned exequatur and not transcription. The other argument related to the risk of legislative cavalry: although the amendment was passed through the filter of article 45 of the Constitution, its object remained outside the scope of the text, which was supposed to draw the consequences of the LDC and not other medical techniques. Since then, the Minister has mentioned this, a judgment was delivered the day after the adoption of Mr Touraine's amendment. This sequence, quite singular, must be recognized, has led many of you to ask many questions, to which it is normal to answer. The adopted amendment provides for the approval of foreign judgements by the prosecutor, as a matter of law. If the judge exercises control, the control is purely formal and not on the merits. The recital in principle of the judgment delivered on Friday morning is as follows: "Remembering that in French law, agreements relating to procreation or gestation on behalf of others are null and void," – it is a question of procreation or gestation for others depending on whether the biological mother has transmitted gametes, but the two cases are treated in the same way by the jurisprudence – "the Court of Cassation considers, having regard to the best interests of the child," – which has always been our compass in the decisions taken by this assembly – "that it is appropriate to give priority to any method of establishing filiation allowing the judge to check in particular the validity of the act or judgment of foreign civil status in the light of the law of the place of his establishment, and to examine the particular circumstances in which the child is found. » The adopted amendment fulfils the requirement of formal verification of the validity of the act but does not allow for consideration of the particular circumstances of the child. It is on this point that it is not in line with the Mennesson judgment.
ParlaMint-FR_2019-10-09-O1017.u247	Stop it! Stop it!
ParlaMint-FR_2019-10-09-O1017.u248	The case-law of the Court of Cassation, I stress, converges with that of the European Court of Human Rights, which insists on the child's interest in having his or her dual filiation established, but leaves States a margin of discretion in determining what kind of filiation should be established.
ParlaMint-FR_2019-10-09-O1017.u249	It's not an argument that you hear often, it's the opposite!
ParlaMint-FR_2019-10-09-O1017.u250	In this respect, the European Court of Human Rights points out that the path of adoption is quite possible inasmuch as the speed of the procedure would guarantee its effectiveness. The Court of Cassation also lays down this condition in its judgment, thus marking the convergence between the two institutions. The condition of speed is not always satisfied today – we have been seized of many cases. The Minister has just announced: proposals will be put on the table soon in the context of another text, which will deal with adoption in general and not only in this particular case; It's a good thing. Where the interests of the child so require, adoption must be carried out in conditions of speed and effectiveness which guarantee the child not only his or her right to identity and to establish a civil status, but also, in accordance with the jurisprudence of the European Court of Human Rights and the constitutional guarantees of normal living conditions for his or her development. On this point, we need to make progress, but it is not in this text dealing with the LDC that we can provide answers. We would indeed take the risk of legislating too hastyly, without having sufficiently considered the Court's judgment or consulted the experts – the hearings did not deal with this matter. Finally, we would face censorship by the Constitutional Council. [[Applause on several benches of the LaREM group]] To sum up, a lot of work has been done in this area, there has been great judicial progress, and the current law is indeed not satisfactory, but unfortunately it is not the text that needs to be answered. I therefore support the Government's amendment.
ParlaMint-FR_2019-10-09-O1017.u251	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2019-10-09-O1017.u252	Let me first turn to Mrs La Garde des Seales to thank her for listening to the people concerned, the associations and the parliamentarians, in order to change the framework of filiation after a LDC. With regard to filiation after a GPA carried out abroad and the fundamental rights of children, I know that we share the same objectives. My amendment, which was adopted on a regular basis last Thursday, simply aims to regularize the situation of the children concerned in a more secure, less random and less slow manner, who cannot be held responsible for their design and must no longer be deprived of their fundamental rights. In the 2017 election campaign, the President of the Republic had also expressed the need to "recognise the existence and give legal status to children who live in France and were born from GPA abroad, as these children cannot be victims". Everyone understands that this amendment has no justification, no encouragement, no proposal to allow any GPA. If we reprove the parents for their actions, it is to them that we must signify it, not to the children. The aim here is exclusively to protect infants and children who are often ill-fed. The recent case law of the Court of Cassation, which has just been mentioned, confirms the correctness of the moderate approach to this amendment. What's this about? These children are recognized for their filiation in the country where they are born, which establishes necessary and protective ties with their parents. When the children arrived in France, their mother was no longer recognized, since she had to give up her status and possibly start an adoption procedure. This procedure is random, applies only when the parents are married and involves a period of time which may extend over several years; The child is therefore put at risk. A previous seal guard had tried to solve this serious problem by a circular, which unfortunately did not provide the full benefit, for which France had been condemned five times by the European Court of Human Rights. The Court of Cassation calls on parliamentarians to shoulder their responsibilities and send an unequivocal message to the courts in order to avoid the great regional disparities which we know and which you have mentioned. It is up to us Members to legislate! The executive will complement the rules of application, while the judiciary will apply the rules we have voted on. I stress that this amendment does not provide in any way for the automatic transcription of foreign civil status, which will be subject to the assessment and control of the French judicial authority, on the basis of the existing model for intercountry adoption. Thus, the French court will decide, for each individual case, whether to propose the transcription of the civil register or to initiate a procedure of adoption. In the latter case, it will be up to him to guarantee his rapid effectiveness, even when the parent couple is not married. In this way, everyone will be in their role: the legislator formulates the legal possibilities to respect the fundamental rights of children; the judiciary shall apply the law in accordance with the specific and specific circumstances; the executive ensures the proper application of the law without inequality throughout the territory. That is what the Court of Cassation, the Defender of Rights and the various bodies sensitive to the ethics and protection of the child urge us to do. [[Applause on a few benches of the LaREM, SOC and LT groups]] I have every confidence in your intention to draft the most protective circular, but as you know, it will remain much more fragile than the law: it will be, as we have seen in the past, challenged by some courts and will leave children without filiation for years.
ParlaMint-FR_2019-10-09-O1017.u253	The vote is over!
ParlaMint-FR_2019-10-09-O1017.u254	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-09-O1017.u255	I will vote for this amendment, which tends to delete the amendment that was advocated by Members of the majority and which was intended to introduce automatic transcription of the filiation of children born to a GPA abroad.
ParlaMint-FR_2019-10-09-O1017.u256	That's not true!
ParlaMint-FR_2019-10-09-O1017.u257	Should we make things easier for these parents, when they have voluntarily resorted to a prohibited practice in France? We are talking here about the commodification of the woman's body. Let us not be hypocritical, this government amendment – I hope it will be adopted – is not enough to permanently rule out the legalization of GPA. We are deeply concerned because we see what Mr Touraine, the rapporteur of the LDC without a father, wants to bring us to: the facilitation of the rental of a woman's belly for nine months, for the time being abroad, in order to respond to the famous "parental project", whose almighty power can justify the use of the body of others. In the case of children already born to a GPA, they must of course be accommodated, and a case-by-case review by the court is possible, in the interests of the child. That being said, let us mention the children who are not yet born. What world do we wish for tomorrow? Let us be clear with those who are currently thinking about renting a woman's body! Do we want to dissuade them? What is the effectiveness and scope of the GPA ban? There is nothing in this bill to better combat this practice. This "at the same time" is not ethical. The message you send is: "Go abroad, we will facilitate your steps when you return! » [[Applause on the benches of the LR group]] I deplore this double speech: you are proclaiming the ban on GPA and, at the same time, you are working to facilitate post-GPA efforts. You don't say anything, don't plan anything to avoid GPA in the future. This is the fight we must fight.
ParlaMint-FR_2019-10-09-O1017.u258	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-09-O1017.u259	[[Protests on the benches of the LaREM and MODEM groups]] With Amendment No 1, which is intended to cancel Mr Touraine's, you are going back, but the masks have now fallen. In fact, Madam Keeper of the Seals, you were sitting here on the bench of ministers, and it took you more than an hour to react and ask for this second deliberation, clearly showing that you had lost the compass. Ladies and gentlemen of the majority, with the adoption of Mr Touraine's amendment, you have legalised GPAs practised abroad in France. Today, you are seeking to retaliate so as not to panic our fellow citizens, who are, as you know, extremely hostile to GPA. The eyes are opening, and our fellow citizens have understood that this is only a frontal vote, with the majority methodically laying the foundations for the next stage: the inevitable transition from the LDC to the GPA. [[Applause on the benches of the LR Group and among non-attached Members]] This grievous purpose, even if you refute it tonight, is to accept on the one hand the enslavement of women, and on the other hand the establishment of a new modern slavery. Your fight is contrary to all the values of the Republic. You act, throughout this bill, the so-called least ethical. We are very sad to see that this text will in no way constitute progress. These wanderings around the GPA show once again that you have lost the compass; It's too bad for the nation.
ParlaMint-FR_2019-10-09-O1017.u260	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-09-O1017.u261	We swim in hypocrisy. Why are we here tonight? For an amendment tabled by one of the rapporteurs of the bill, which inspired the spirit of the bill from the outset, was passed by a majority. However, this amendment, which paves the way for the legalisation of part of the GPA, pending full authorisation, has given rise to a very strong emotion. The Government needed a time to react so that it could finally request a second deliberation, while the possible authorization of the GPA had contributed to the mobilization of tens of thousands of people on Sunday, 6 October. We want you to talk about ethical and legal principles, Madam Keeper of the Seals, but it is time to put an end to the speeches and move on to action. Are you, yes or no, against GPA? Is GPA synonymous with the use of the woman's body? Do you agree that the notion of "ethical GPA" does not make sense? What is your action at the international level? The President of the Republic had affirmed that France would be a leader in the march towards universal abolition of the GPA. What has the Government done in practice? For any answer, you announce your intention to write a circular,...
ParlaMint-FR_2019-10-09-O1017.u262	We also have the civil code, Mr. Breton!
ParlaMint-FR_2019-10-09-O1017.u263	... whose only effect will be to permanently remove the bond of filiation between the child and the mother who gave birth. You won't endorse anything else. [[Applause on the benches of the LR group]] At least Mr. Touraine's amendment had the merit of consistency – it must be acknowledged – while the Government's position was weak, both on this provision and on the rest of the text.
ParlaMint-FR_2019-10-09-O1017.u264	Mr Maxime Minot has the floor.
ParlaMint-FR_2019-10-09-O1017.u265	Mr Touraine's Amendment No 1591 offers, in my view, a balanced solution: it does not go back to the ban on GPA, but it does provide for humane treatment of children and the guarantee of their rights. This amendment also appears to be in line with the position of the Court of Cassation, which, the day after its adoption, proposed to recognise the civil states of children born by GPA abroad, subject, of course, to judicial control. This is therefore nothing of automatic recognition of civil states. As I am committed to respect for fundamental rights, especially those of children, I will not support the Government's amendment. I believe that we must stop turning a blind eye to these complex and growing situations and allow children conceived abroad by homosexual or heterosexual couples to be recognized in the same way as children born to LDCs. [[Applause on many benches]] I would also like to take this last opportunity to tell you how proud I am of this bioethics law, which will allow, among other things, all women to benefit from the LDC, and from our discussions, which have taken place in a rather serene and serious climate. I cannot conclude without thanking my parliamentary group and my political family for allowing me to express myself as I wanted. Our plurality has always been our strength, this debate has once again proved it.
ParlaMint-FR_2019-10-09-O1017.u266	Mr Gilles Le Gendre has the floor.
ParlaMint-FR_2019-10-09-O1017.u267	Of course, I will not go back to the legal arguments, which have been particularly well explained by Mrs Custody and the rapporteur.
ParlaMint-FR_2019-10-09-O1017.u268	They're too subtle!
ParlaMint-FR_2019-10-09-O1017.u269	I would just like to explain why, on the night of Thursday 3rd to Friday 4th October, after the guard of the seals asked for a second debate, I immediately approved it on behalf of the group I chair.
ParlaMint-FR_2019-10-09-O1017.u270	Because you didn't have a choice!
ParlaMint-FR_2019-10-09-O1017.u271	Jean-Louis Touraine's intentions are perfectly commendable; We can share them all. We have had the promise, from the mouth of Mrs. Keeper of the Seals, that developments would take place in order to take these concerns into account. The fact that we are asking for a second debate on an amendment tabled by one of our own and supported, I know, by some Members of the majority – which allowed it to be adopted – has obviously caused some trouble. But what has happened is the same as the debate that we have been holding for the past two and a half weeks, marked by a great deal of freedom and the affirmation of great differences that have passed through our respective groups, as illustrated by the intervention that we have just heard in our opposition friends.
ParlaMint-FR_2019-10-09-O1017.u272	We're not your friends!
ParlaMint-FR_2019-10-09-O1017.u273	Why did we ask and why did I approve this second deliberation?
ParlaMint-FR_2019-10-09-O1017.u274	To keep the French out of the way!
