ParlaMint-FR_2019-10-02-O1005.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1005.u63	Exactly!
ParlaMint-FR_2019-10-02-O1005.u64	[[Applause on the benches of the LR Group and among non-attached Members]] The only thing that interests you is the higher desire of adults. And you know that all this will happen, at some point, to the detriment of children.
ParlaMint-FR_2019-10-02-O1005.u65	I call Mrs Genevard to support Amendment No. 150.
ParlaMint-FR_2019-10-02-O1005.u66	I also propose the deletion of Article 4. Just as article 1 declared the father to be ejected, article 4 decrees the removal of the specific nature of the mother who gives birth. Furthermore, I would like to point out to you, ladies and gentlemen, that between the first version – the early declaration of will – and the version we are looking at tonight, the mention of the woman giving birth has disappeared.
ParlaMint-FR_2019-10-02-O1005.u67	Yes! That's the way it is!
ParlaMint-FR_2019-10-02-O1005.u68	All this is the result of what we heard during the hearings, namely the denial of biology. I still have in mind Mrs Théry's remarks that biological filiation is a myth, others claiming that filiation is a construction, a convention, that it is based on a will, a responsibility and a parenting project; And that is why our group vehemently opposed this notion of parental project, which replaces biological filiation. In fact, Madam Keeper of the Seals, you are driven by the obsession with the risk of discrimination that you might be accused of. I heard you say that there was no discrimination, since it would lead to different treatment of the same situations, but that is the word that the supporters of this bill have repeatedly repeated, obsessed with the idea that any distinction between a woman who gives birth and a woman who does not give birth would be discrimination. You have to take a political choice that the equality imperative does not impose. I would add, like my colleague Xavier Breton, that this is not a good thing. Indeed, after presenting us with a first version of this text at the hearings, you will submit a second one to us tonight. It is clear that the issue of filiation is complicated, including for you, and that we are now immersed in uncertainty, in blurryness.
ParlaMint-FR_2019-10-02-O1005.u69	That's right!
ParlaMint-FR_2019-10-02-O1005.u70	[[Applause on the benches of the LR Group and among non-attached Members]] One thing is certain: under no circumstances can we accept the version you are proposing to us tonight.
ParlaMint-FR_2019-10-02-O1005.u71	Mr Pascal Brindeau has the floor to support Amendment No. 574.
ParlaMint-FR_2019-10-02-O1005.u72	This deletion amendment will allow me to go back to what Mrs Custody has said and to clarify the terms of this debate. We cannot limit ourselves to confining one to the role of reactionaries and the other to the role of progressives: this is really not the question. You said, Madam Keeper of the Seals, that discrimination involved either withdrawal of rights – I grant you that there are no such provisions – or an additional constraint imposed on either spouse. I recall the conditions for establishing filiation for heterosexual couples who have used AMP with third-party donors. For the mother, you will agree that filiation is not established by the declaration of acceptance of the use of third-party donors before notary, even if this document is necessary for civil status, but by the birth certificate, as is the case for other couples, whether married or not, who have not used the AMP. In the case of the father, filiation is established, for married couples, by the presumption of paternity linked to biological likelihood, and for married couples, by recognition. In the case of a single woman, the text also provides for the obligation to accept the use of the AMP before a notary, in the same way as a couple of women or a heterosexual couple, which seems absolutely logical, but again, it is the birth certificate that will make it the mother of the child for the civil status. For a couple of women, on the other hand, you oblige the mother who gives birth to make a joint declaration of recognition, which breaks the principle that it is the birth certificate that establishes filiation. You justify this measure by the need to respect a form of equality between the two mothers. However, whether we look at the issue from a legal point of view or from a legal point of view, it will only be a fake equality: one will have given birth, the other will not. You therefore create discrimination against a woman who has given birth since you impose on her, in order for her own filiation to be established, an act of prior recognition which is not necessary for either a single woman or the mother in the context of a heterosexual couple, having had recourse to the AGP or not. You can see that there is a hiatus, present from the first version of the text, which provided for an early declaration of will. You cannot deny a principle of reality of the law of filiation: the latter comes from a male donor and a woman who will carry the child and give birth, whatever the type of relationship between these two people. Therefore, the only legal provision which could be agreed upon for a couple of women is the application of the ordinary law, which consists of de facto recognition of the woman giving birth as the mother, under the certificate of delivery. This would require the second mother to submit to the adoption procedure, which would, in essence, be just as discriminating. I see nothing else that could be held from a legal point of view. But as the text stands, I really expect explanations from you, Madam Keeper of the Seals, to know how you intend to get out of this legal impasse.
ParlaMint-FR_2019-10-02-O1005.u73	I call Mr Thibault Bazin to support Amendment No. 1208.
ParlaMint-FR_2019-10-02-O1005.u74	Here we are gathered for a night of bioethics, both in its own sense and in its figurative sense – it is above all a night of filiation with French. Article 4 provides for an in-depth reform of filiation, since it envisages amending the Civil Code by deleting Articles 310 and 358 and repealing Section 3 of Chapter I of Title VII. It is not annoyance: we touch on the general provisions of filiation. What are the impacts? We do not have any advice from the Council of State on this drafting.
ParlaMint-FR_2019-10-02-O1005.u75	Indeed!
ParlaMint-FR_2019-10-02-O1005.u76	It's dangerous DIY, ma'am, seal guard. Drafted in haste, article 4 detachs, as the Council of State feared, the filiation of the child's birth. You no longer recognize automatic filiation for the woman who gives birth; You consider a different parentage depending on whether the woman is alone or in a homosexual couple. The cohabitation, within a new chapter V, of several modes of filiation in the event of recourse to a third-party donor, depending on whether the woman declares herself alone, as a couple with a woman or as a couple with a man, may give rise to more conflicts of filiation and even of patrimoniality. Moreover, does this new chapter not facilitate the legalization of the GPA the day after tomorrow, perhaps through a preliminary question of constitutionality? So far, the consistency of the law of filiation has been respected because the spirit of the current model of the MPA is based on an imitation of natural procreation. However, as the Council of State recognizes, these new provisions institutionalize an implausible filiation.
ParlaMint-FR_2019-10-02-O1005.u77	Yes!
ParlaMint-FR_2019-10-02-O1005.u78	Shouldn't we open the door to the drifts of filiation? According to the Council of State itself, admitting the dual maternal filiation ab initio has led states to foresee the possibility of three or four parents, as in the California Family Code and the family law act of British Columbia. Is that what we want, ladies and gentlemen? Is there not de facto inequality between children, some of whom are voluntarily deprived of a father? Don't they, too, have a father? By opening the LDC to women alone, is it not depriving other children of a dual filiation? Is there any harm to these children? [[Applause on the benches of the LR Group and among non-attached Members]] These abuses are contrary to the interests of the child, as they will destabilize and weaken the filiation intended to protect him. To avoid this, I propose to delete Article 4.
ParlaMint-FR_2019-10-02-O1005.u79	I call Mrs Emmanuelle Ménard to support Amendment No. 1482.
ParlaMint-FR_2019-10-02-O1005.u80	I will be very brief because there is no longer much time left for non-attached Members. Madam Keeper of the Seals, you said that section 4 was not discriminatory because it did not remove anyone's rights. Yes, I do! In a couple of women, you create discrimination against a woman who gives birth because she no longer becomes a mother simply because of the birth. This is the first discrimination. In addition, you expect that a child's filiation may be established against two women or a single woman. In doing so, you create a method of establishing filiation exclusively based on the will of the adult and depriving the child of all paternal filiation. In other words, you take away his right to have a father. This is the second discrimination. [[Applause on some of the banks of the LR Group. – Mrs AgnesThillapplauditedalso]] I don't have time to expand further, but there is clearly discrimination.
ParlaMint-FR_2019-10-02-O1005.u81	Mrs Coralie Dubost, rapporteur of the special committee responsible for examining the bioethics bill, has the floor to give the committee's opinion on these deletion amendments.
ParlaMint-FR_2019-10-02-O1005.u82	Beyond these deletion amendments, let me also reply to the speakers on the article. This will lay the foundations for the continuation of our discussions. I hear the emotion of the wording of article 4, which draws on the consequences of article 1, which opens the LDC to women's couples by incorporating the rules of homoparental filiation into the civil code. I understand the emotion expressed on various benches because it is a step we are taking, but we are doing it smoothly, that is, without reforming the whole of Title VII of the Civil Code – that is to say, we are criticized by some, while others accuse us of being too bold in creating a chapter V dedicated to the LDC in the said Title VII... Finally, we find ourselves in a position of balance.
ParlaMint-FR_2019-10-02-O1005.u83	No, it's not a balance position!
ParlaMint-FR_2019-10-02-O1005.u84	Tonight and tomorrow, we will discuss at length all the issues involved in this filiation. I hear a lot about equality, either from the point of view of the woman giving birth to the couple of women, or between women's couples and heterosexual couples. Even if we do not look at a great equality law, we had to look at the issue from this point of view. As you have said on several occasions and in different ways, either we ensured equality between all couples, then creating a distinction between the two mothers when we will recognize them for the first time in the civil code, or we would ensure equality between mothers, thus recognizing a difference in the situation between male-female and female-female couples. That is the second option we have chosen. Would it have been better to choose the first one and follow the adage "mater semper certa est", according to which "the mother who gives birth is always certain"? I'm not sure, but we can discuss it. I allowed myself to make a little incursion into the history of the law of filiation, because I like to know what I'm talking about. Initially, when this adage was created by the Romans – it was not yet a matter of law, but of customs – the mother's filiation was only real, not legitimate. The fact that the children were attached to her because she had given birth and she was certain that she did not give them any rights, did not result in any of the effects of filiation, whether in terms of legal capacity, heritage, citizenship or inheritance. Thus, what I intend to defend as absolutely indispensable to the formation of a legal filiation with the mother was not at the time. The same phrases, the same words, you see, can take on very different meanings depending on the times in which one is located and the rights attached to it. I agree with the custody of the seals that all children will benefit from the same effects in their filiation, regardless of how the latter is established. This was an absolutely indispensable prerequisite – everyone in this House will agree, I believe, to recognize it – and we must therefore welcome it. We will be able to discuss equality issues at greater length. I do not think that we are carrying out a major reform of the law of filiation.
ParlaMint-FR_2019-10-02-O1005.u85	Yes, I do!
ParlaMint-FR_2019-10-02-O1005.u86	My personal inclination would lead me to great equality in filiation – I do not hide it, it must have appeared during the hearings. In the twenty-first century, I believe that much would probably be possible in that regard. However, we are looking at a law of bioethics, which requires us to respect very tight balances and make legislative lace. All of this to tell you that I am, of course, expressing an unfavourable opinion on the deletion amendments.
ParlaMint-FR_2019-10-02-O1005.u87	That's too bad!
ParlaMint-FR_2019-10-02-O1005.u88	[[Smile]] It is clear that we will discuss at length the formulas that you will propose for the writing of Article 4. I believe that we have taken a major step forward in committee in introducing the situation of these women and families into Title VII of the Civil Code. They also have legal certainty, because they can be mothers "at the same time" – you know how dear the expression is to our majority...
ParlaMint-FR_2019-10-02-O1005.u89	In terms of bioethics, we cannot do "at the same time"!
ParlaMint-FR_2019-10-02-O1005.u90	It was a pun intended to make you react, and it works... Be careful for the rest of the debates, you are too predictable!
ParlaMint-FR_2019-10-02-O1005.u91	You too!
ParlaMint-FR_2019-10-02-O1005.u92	Not so much, be careful: you are not at the end of your surprises! Unfavorable opinion, therefore, unless you wish to withdraw these amendments, which would be a very nice surprise on your part and would make you perfectly unpredictable...
ParlaMint-FR_2019-10-02-O1005.u93	With the "at the same time", there are sometimes nasty shifts. Tomorrow they'll say we're right!
ParlaMint-FR_2019-10-02-O1005.u94	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1005.u95	I also, of course, express an unfavorable opinion on these amendments – each one is in its own logic. My unfavorable opinion is based first – since you asked me about this, Mr Breton, and your colleagues – on what is the basis of this method of establishing filiation. I say this clearly: we are not in the same situation as we had before. So far, filiation has been based on sexual otherness. But we are not in this situation: we are dealing with an established filiation for two women carrying out a parental project – you voted in Article 1.
ParlaMint-FR_2019-10-02-O1005.u96	President Ferrand voted!
ParlaMint-FR_2019-10-02-O1005.u97	Parliament adopted Rule 1. So we are in a new situation and have to adapt the civil code to it, that is very clear. The method of establishing the proposed filiation responds to this new situation. Mr. Hetzel, you are telling us that you are afraid that we will be harming the best interests of the child. However, in our proposal we have remained faithful to the main principles set out by the Council of State in its opinion. He wrote: "If, in relation to filiation, the principle of equality requires that all children have the same rights,... in other words, that all modes of filiation produce the same effects, that same principle does not require that all children be given the same method of establishing filiation". This is indeed a new way of establishing filiation.
ParlaMint-FR_2019-10-02-O1005.u98	You question the fundamental principles of the law of filiation!
ParlaMint-FR_2019-10-02-O1005.u99	Then the Council of State explains that the best interest of the child "is to have legal certainty about his or her condition and to grow up in a stable family environment". In no way do we run into the clear principles set out by the Council of State by the method of establishing filiation that we propose. I would also like – and this will be the last point – to address you, Mrs Genevard and Mr Brindeau. You are referring to the issue of childbirth – I will not repeat your words, which I have not fully noted – and we accuse ourselves of not mentioning them in the text before you. However, I have made it clear to you: for the woman who gives birth, the establishment of filiation can only, of course, result from the birth, which obviously makes her the mother! There are no other possible solutions, it's common sense! It's not written that way, but it's thought of. However, because there is a parenting project and because we are dealing with a parenting project involving two women, it is the parenting project that forms the basis for equality between these two women who become mothers at the same time.
ParlaMint-FR_2019-10-02-O1005.u100	Why equality? It doesn't exist between man and woman!
ParlaMint-FR_2019-10-02-O1005.u101	How could the other woman be a mother on an equal footing without the parenting project? If we seek joint recognition, it is of course because we want to establish equality between these two women who will both become mothers at the same time.
ParlaMint-FR_2019-10-02-O1005.u102	By denying filiation!
ParlaMint-FR_2019-10-02-O1005.u103	[[Applause on several benches of the LaREM group]] This is an essential part of this bill for us.
ParlaMint-FR_2019-10-02-O1005.u104	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-10-02-O1005.u105	Madam Keeper of the Seals, I am struck by your tendency – yours and that of many of our colleagues – to deny, in a way, the importance of what is happening in this debate. When you say that you do not lead a reform of filiation, that you do not push the filiation, or that you do not question the founding principles of filiation, others on these benches believe on the contrary that this text carries a considerable change of civilization.
ParlaMint-FR_2019-10-02-O1005.u106	I said it!
ParlaMint-FR_2019-10-02-O1005.u107	Irène Théry believes that this law is the most important one in the quinquennium.
ParlaMint-FR_2019-10-02-O1005.u108	The most serious, anyway!
ParlaMint-FR_2019-10-02-O1005.u109	There is, therefore, at the same time, the recognition of the extraordinary and founding character of this text, and the desire to minimize its effects. I see a form of distortion...
ParlaMint-FR_2019-10-02-O1005.u110	Hypocrisy!
ParlaMint-FR_2019-10-02-O1005.u111	...in relation to reality as we perceive it. For our part, we consider the removal of the male branch of filiation and the non-specificity of the woman giving birth to be major elements of modification of the law of filiation. Have at least the courage and honesty to recognize it! While we disagree on these changes, we can agree that they are absolutely major. You minimize the fact that the woman giving birth has disappeared from this article of the text, claiming that the establishment of her filiation goes without saying. We believe, on the contrary, that this is better when we say it. It is not just a matter of common sense: it is also a question of recognizing the specificity of the woman giving birth. I will give you, if you may, a few examples. She is the only one who decides on an antenatal diagnosis, an abortion or an X-delivery. I will not even mention the link that is absolutely recognized and eminently constructed today for the child who settles between the mother and the foetus she is wearing: there is an intrauterine life, which weaves specific links between the foetus and the woman who is about to give birth.
ParlaMint-FR_2019-10-02-O1005.u112	Of course!
ParlaMint-FR_2019-10-02-O1005.u113	[[Applause on several benches in the LR Group and among non-attached Members]] Finally, I would add, for all the women in this assembly who gave birth, that between giving birth and not giving birth, there is a certain difference!
ParlaMint-FR_2019-10-02-O1005.u114	There are women who are mothers and have not given birth!
ParlaMint-FR_2019-10-02-O1005.u115	Mr Philippe Gosselin has the floor.
ParlaMint-FR_2019-10-02-O1005.u116	I would like to stress the revolution that we are witnessing. I repeat the terms used by the keeper of seals during his hearing before the committee: "it is even a form of revolution in the law of filiation". We are building, you say, a legal filiation of all parts. We will indeed build from scratch – collectively, but without our consent, you will have understood – a legal revolution by which you completely deny the bonds of blood. You prevent the children who will be born from enrolling in a line – the term may seem pompous, but that's what it is – in a family gesture that recognizes filiation and introduces references, whatever they may be, by the way. Therefore, for legal and political reasons, you voluntarily deprive children of what is most essential to their training and identity. In reality, through this legal revolution, you manage to deny the reality of things – childbirth, filiation, the bonds of blood – and to create an off-ground genealogy. It's very serious!
ParlaMint-FR_2019-10-02-O1005.u117	That's totally wrong!
ParlaMint-FR_2019-10-02-O1005.u118	[[Applause on a few benches in the LR Group and among non-attached Members]] That's your wish. By this gesture, you will deny the biological ties that bind a child to the whole family, which is gravissimal.
ParlaMint-FR_2019-10-02-O1005.u119	Mr Fabien Di Filippo has the floor.
ParlaMint-FR_2019-10-02-O1005.u120	[[Laugh. – Exclaims on the benches of the FI and GDR groups]] All those who have accused us of being advocates of a "hetero-patriarco-reactionary" society will at least be reassured to see how much we are able to recognize the primacy of the maternal relationship and its leading role in parenting!
ParlaMint-FR_2019-10-02-O1005.u121	Both go hand in hand!
ParlaMint-FR_2019-10-02-O1005.u122	Madam seal keeper, it is very unlikely, to the truth, that we will agree on this article, which crystallizes everything we reject in this text. What we're just trying to explain to you is that a child is not building on what you called "legal certainty" about the identity of his or her parents, which we artificially decide. In the construction of a child, it is more important than the legal dimension. We cannot hide them in this House, where we cannot simply vote the law on the basis of legislative and legal considerations. In building his identity, the child will seek to know who his father is. Having completely cut it off could even, in the future, push him to look for who he is. Since these cases will no longer be in our hands but in the hands of the judges, in particular those of the ECHR – the European Court of Human Rights –, what situations will we face? To three-parent families. Maybe to endless successional conflicts. We open a Pandora's box there, and we create more problems than solutions. [[Applause on several benches in the LR Group and among non-attached Members]] You will understand, therefore, that if we strongly oppose this matter, it is not because we are attached to a model of society that no longer needs to be, according to those who would like to erase all the references, but because the child has rights, which must prevail over the wishes of the parents' children.
ParlaMint-FR_2019-10-02-O1005.u123	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-02-O1005.u124	On pages 81 and 82 of the report, which I invite you to read again, Jean-Louis Touraine has categorical and explicit words on the problems posed by the solution proposed by article 4 as drafted by the Government. Furthermore, Madam Keeper of the Seals, you obviously have a somewhat selective reading of the opinion of the Council of State. In this regard, I would like to draw the attention of our Assembly to a part of the report where we learn that the Council of State rejected the Government's option in its study adopted at the General Assembly on 28 June 2018, stating that "this solution appears in contradiction with the philosophy of the traditional methods of establishing filiation, which is based on likelihood, the meaning of presumption and recognition being to reflect a biological truth. The Council of State draws attention to the fact that it would lead to a challenge to the founding principles of the law of filiation, laid down in Title VII of Book I of the Civil Code, which governs all situations. » As you can see, the Council of State is very clear about the proposal which has now become, as a result of a governmental amendment submitted in committee, the drafting of Article 4 which we are now debating. [[Applause on a few benches of the LR group]] In fact, you hesitated between two bad choices. But hesitating between two bad choices will never make a good balance.
ParlaMint-FR_2019-10-02-O1005.u125	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-02-O1005.u126	Madam Keeper of the Seals, you're talking about women, but not children.
ParlaMint-FR_2019-10-02-O1005.u127	Yes, I did!
ParlaMint-FR_2019-10-02-O1005.u128	It is the children who must be of concern to us. A stable, protective parentage for the child: that is what we must preserve. You plan a double maternal filiation by the will of adults. This paradigm shift may significantly alter the law of filiation and significantly affect the status of the child. The prohibition, confirmed in the draft law, of any legal action for paternity against the genitor may be justified when the children have a paternal parentage, but it becomes difficult to sustain when they have been deprived of it. [[Exclaims on FI banks]] You want to base children's parentage on the will of adults, but the parenting project makes it more fragile! Many questions arise, which have far-reaching consequences. How can we deal, for example, with the case of a change of mind? In the United States, there is a growing rehousing market, with the sale of children from LDCs who no longer give satisfaction to their parents! Do we want that, ladies and gentlemen? There is the risk of a versatile will. How will you deal with the case of a parent who will invoke a defect of consent and declare that at the time of recognition he was forced or was unaware of the consequences of his decision? As his consent has been vitiated, he will then be able to destroy the bond of filiation, in accordance with what is done when there is a conflict of rights, you know that very well. [[Applause on a few benches in the LR Group and among non-attached Members]] For all these reasons, I invite you to uphold the precautionary principle and to delete Article 4.
ParlaMint-FR_2019-10-02-O1005.u129	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-02-O1005.u130	Madam Keeper of the Seals, in responding to our inquiries, you have confirmed that, in the case of a couple of women who resort to the AMP – medical assistance in procreation – it is indeed the birthing that makes mother. At the same time, however, you tell us that we also have mutual consent from both women to establish and, in a way, secure the parenting project. That is, it seems to me, roughly the spirit of what I have understood from your remarks. There are two different fields, justifying that these two women should be asked to establish their parenting project by mutual consent. You keep saying that the fields of filiation law are being changed, that the notion of biological resemblance is being lost and profited, and that in reality it is the parenting project that must take precedence in these cases. Why, then, not require a single mother to establish a parenting project in writing? Why is it that a heterosexual couple, whether or not they use the AMP, is not required to formulate mutually valid consent and guarantee the parenting project, since it is now the concept that prevails? Indeed, you must have a minimum of consistency in what you want to establish. If you go through the loss and profit of biological likelihood, you have to do it completely: anyone, whether as a heterosexual couple, as a homosexual couple or alone, has to establish a parenting project that will determine tomorrow's relationship of filiation with their children. That's for the first thing. On the other hand, our colleagues tell you that this conceptual and legal upheaval has, by definition, implications for inheritance law and for what will happen when a couple of women separate, as may happen in other cases, and either will challenge the child's right of custody or there will be a conflict over support – these are low-level things, but have implications for the child's situation with respect to both parents. Having blown up the notion of biological likelihood, you will have to treat both women on an equal footing, because of this notion of parenting project. I wish the judges the best of luck!
ParlaMint-FR_2019-10-02-O1005.u131	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-02-O1005.u132	We have heard, Madam Keeper of the Seals, your wish to establish full equality within the women's couple, but we will have to explain why. Indeed, you say you are prepared to accept a difference in treatment between women in society, depending on their status – so women could get a different answer depending on who lives in a male-female couple or in a female couple – but that within a female couple, there is a need for equality.
ParlaMint-FR_2019-10-02-O1005.u133	As far as questions of filiation are concerned!
ParlaMint-FR_2019-10-02-O1005.u134	In fact, in a male-female couple, there is no equality, but a difference, which is also suitable for the 97% of married, pampered or cohabiting couples, according to the old hetero-patriarchal model...
ParlaMint-FR_2019-10-02-O1005.u135	And "reactionary," as they say!
ParlaMint-FR_2019-10-02-O1005.u136	[[Exclaims on FI banks]] So 97% of our fellow citizens would be reactionary? This form continues to exist: the woman gives birth and becomes a mother; the father assumes the presumption of paternity or recognition. This difference exists and does not pose any problems. Why should she create one in women's couples? Why do you want equality? Would it be to say – this is probably the position of those who conceive filiation exclusively as a social construction – that we also want to impose on male-female couples this obsession with equality and ensure that, perhaps not today, but tomorrow, the establishment of the mode of filiation is done in the same way for male-female couples and women's couples? We will then say that there must be, in a man-woman couple, a joint recognition: everyone will be on the same foot. That's your goal. Some want, in fact, to eliminate the body pillar, on the ground that the body would refer to essentialism, determinism, etc. For us, it is not about eliminating the whole body pillar. The educational and emotional dimensions exist, of course, as well as the parental project, but the latter does not exhaust the whole meaning of filiation, because it also responds to a likelihood, which is based on sexual otherness.
ParlaMint-FR_2019-10-02-O1005.u137	Not here!
ParlaMint-FR_2019-10-02-O1005.u138	Therefore, that you are in the logic of equality within the couple, it leads you to these positions. So tell us why you have the obsession with equality in the women's couple, when it doesn't exist in the men's-women's couple, and it's not a problem?
ParlaMint-FR_2019-10-02-O1005.u139	Mrs Clementine Autain has the floor.
ParlaMint-FR_2019-10-02-O1005.u140	First of all, I would like to reply to Mrs Genevard so that we can try to agree on what is at stake.
ParlaMint-FR_2019-10-02-O1005.u141	It's not won!
ParlaMint-FR_2019-10-02-O1005.u142	Is this reform of the LDC – medically assisted procreation – basically a revolution, or, as the government majority claims, not such a big revolution? It is not just a matter of agreeing. This bill seems to be part of a revolutionary process, but it began with the opening of marriage to same-sex couples and the LDC, and already with the right to divorce and the recognition of adoption. It is also the reality of couples and contemporary ways of making families. You mentioned 97% of families in line with the traditional hetero-patriarchal model, but frankly, we are no longer in this society at all, if only because divorce has gone through it and there are many recomposed and single-parent families. The family model is no longer that of yesterday, in part because women work and the roles, once distributed according to gender, are totally upset. So yesterday's family is gone. There is "already there" in the revolution and this is a law that will increase freedom and opportunities, and bring about equality. Obviously, there is equality in your mind, and we have indeed a disagreement on the biological dimension, as you have had the honesty to remind us, by evoking the biological basis, which would be superior to everything else.
ParlaMint-FR_2019-10-02-O1005.u143	It's one of the others!
ParlaMint-FR_2019-10-02-O1005.u144	No, since you're sacralizing him.
ParlaMint-FR_2019-10-02-O1005.u145	There are other factors!
ParlaMint-FR_2019-10-02-O1005.u146	But this one is essential!
ParlaMint-FR_2019-10-02-O1005.u147	Mr Breton, you have just spoken. Mrs Autain has the floor, and if you wish to take it up earlier, you will obviously have the opportunity to do so.
ParlaMint-FR_2019-10-02-O1005.u148	Mr Breton, I have listened carefully to you, I have heard your comments, and I therefore wonder what part you are making in your reasoning of parenting, which is not linked to a biological link between women or men and children. Women give birth, which gives them this right of filiation, but some of them do not give birth and are mothers because they have adopted.
ParlaMint-FR_2019-10-02-O1005.u149	Adoption is separate: it gives parents to the child!
ParlaMint-FR_2019-10-02-O1005.u150	Is a separate status given to the latter in the law of filiation? No! We agree on this point. So you can be a mother or a father without a biological relationship. Why could what is true for adoption not be just as true, just as fair and just as effective in the perspective of an educational dream in which one thinks first of the good of the child and of freedom and equality for the parents, in the case of a couple of two women? I don't understand that reasoning.
ParlaMint-FR_2019-10-02-O1005.u151	A man is a man, and a woman is a woman!
ParlaMint-FR_2019-10-02-O1005.u152	[[Exclaims on the benches of the LR group]] As for the biological dimension, I know well, for having given birth too, that there is a difference between having borne a child and not having borne it, as between the fact that this child came out of your belly by childbirth or by caesarean section. However, we must be very careful, because it was in the name of the nine-month argument in the womb that women were locked up at home. Of course I do!
ParlaMint-FR_2019-10-02-O1005.u153	She's right!
ParlaMint-FR_2019-10-02-O1005.u154	Today's reacs aren't like that!
ParlaMint-FR_2019-10-02-O1005.u155	[[Applause on the benches of the groups FI, LaREM, MODEM and GDR as well as on some benches of the group IUD-Agir]] It was said that, since they had a biological connection and were bearing children, they were best able to take care of the little babies and the house! Today, however, we discover – and this is progress for both women and men – that men have the right not only to share the sometimes difficult tasks of child care, but also the joys of caring for babies and seeing them grow up, in order to find their place alongside the child. Too often, too long, fathers have been prevented from having access to this link, from the birth of the child, in the name of this biological relationship, which would be the first relationship, between the mother and the child. It is therefore happy that, in the name of equality, fathers can now have their place. In the motherhood where I gave birth, there was a "fathers' corridor", which was brand new: it is the idea that the father also has the right to be there immediately and that he has all his place with the newly born child.
ParlaMint-FR_2019-10-02-O1005.u156	It's obvious!
ParlaMint-FR_2019-10-02-O1005.u157	No, it's not that obvious! I am talking about centuries, if not millennia, of patriarchal history during which, in the name of this biological bond, society was organized by locking women at home. [[Applause on the benches of the groups FI, LaREM, MODEM and GDR as well as on some benches of the group IUD-Agir]] Yes, we are living a revolution. It is a revolution of progress, a revolution of equality, a revolution of freedom, to which children have everything to gain.
ParlaMint-FR_2019-10-02-O1005.u158	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-10-02-O1005.u159	I have listened very carefully from the beginning to this debate, which I find very interesting. I think there is something a little unfinished in clause 4, one of the central clauses of the bill. The solution put forward in committee by Mrs La Garde des Seales and Mrs La rapporteur has the merit of being truly modern and promising, and I believe very much in it.
ParlaMint-FR_2019-10-02-O1005.u160	Modernity...
ParlaMint-FR_2019-10-02-O1005.u161	Having the political courage to disconnect the filiation of biological likelihood and the act of parenting a child in a carnal way is a truly founding decision. We could not wait for another reaction on my part, since I was the one who defended the amendment on the parental project. Having said that, I have a sense of incompleteness: the text would be of total modernity if the device applied to all couples using a third-party donor. Article 311-20 of Title VII of the Civil Code, concerning heterosexual couples using a third-party donor, has already left the biological likelihood of their relationship with their children for a long time. We created some kind of fiction, but today we know that the father is not necessarily the breeder. Opening the mechanism of early recognition to all couples would make the bill the great text of the future on a real reform of filiation that the rapporteur called for earlier. [[Exclaims on a few benches in the LR group]] I have also heard, since the beginning of the debate – the keeper of the seals has sufficiently recalled it – that there is a kind of red line, corresponding to one of the recommendations of the Council of State: do not remove any rights to heterosexual couples. I do not fully share this point of view but hear it. If we do not now go to the end of this revolution, by offering all couples, heterosexual as well as homosexual, access to the device of early recognition, let us pass this not later. Let us reserve it for a great text that would completely revisit our methods of establishing filiation...
ParlaMint-FR_2019-10-02-O1005.u162	Ah!
ParlaMint-FR_2019-10-02-O1005.u163	The masks are falling!
ParlaMint-FR_2019-10-02-O1005.u164	It's a little The Best of the Worlds you're offering us!
ParlaMint-FR_2019-10-02-O1005.u165	... and let us concentrate on a device that should bring our approval to everyone, as I hear from Mrs Autain and Mrs Genevard. One path seems interesting to explore: the opening of the common law to all couples, including those formed by two women. The existing recognition system for heterosexual couples is satisfactory. It does not seem to me that he grants less rights to the father who recognizes the child than to the mother who gave birth. It preserves childbirth as a founding act – I understand that our friends in the Republican group do not want to come back to this point.
ParlaMint-FR_2019-10-02-O1005.u166	I hope this opinion is not just ours!
ParlaMint-FR_2019-10-02-O1005.u167	We could collectively find a solution that would allow women's couples to obtain a double filiation device that would be equal for both mothers, one establishing their filiation through childbirth and the other through recognition, as is possible for unmarried heterosexual couples using a third-party donor. It would be a real point of balance that would not take away anything from anyone...
ParlaMint-FR_2019-10-02-O1005.u168	Yes, to the children!
ParlaMint-FR_2019-10-02-O1005.u169	[[Applause on a few benches of the LaREM group]] ... which would make it possible to resolve as many situations as possible, in particular those of couples formed by a transgender woman and a cisgender woman, which I have often mentioned in this debate. All couples could thus benefit from this simple system of common law, which would not fundamentally upset our right and leave the door open to deeper work on the system of establishment of filiation, while sanctifying, you will agree, childbirth as a founding act.
ParlaMint-FR_2019-10-02-O1005.u170	Mrs Caroline Fiat has the floor.
