ParlaMint-FR_2019-09-24-E2010.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2243, 2187).
ParlaMint-FR_2019-09-24-E2010.u44	France has made a choice: decisions on bioethics are the responsibility of the people's representatives. This is in our view an assertion: we will make political choices here for three weeks of debate. How could it be otherwise, when regulating technical interventions on the human body? We are planning for the future and are protecting progress together. Of course, there are experiences, views, contradictions that go beyond the usual divisions, but the decisions that we are going to make here, without dramatizing them, will have lasting consequences for what we, the human race, will be tomorrow. That is why, in fact, it seems to me so important to stress the relevance of the upstream debate in society, which we could further develop. Let us salute his wealth and affirm how all these subjects that prefigure the world of tomorrow need to be educated in today's world, especially when, at times, tomorrow is already overtaken, or he is knocking at our door. The idea is not to slow down or accelerate progress, it is to take into account, to measure, to protect, to evolve, to move forward. Many issues await us in the coming days, but I want to say that I am excited to finally look at this text. Many argue that the opening of the LDC to all women is not at the heart of this bioethics bill. Maybe; However, it is placed in Article 1. It also certainly explains the delay in its inclusion in the legislative timetable. I would like to pay tribute here to the courage and determination shown by all those, and especially those, who, through their struggle, allow us to vote this fine measure very soon. These women have suffered too many insults and too much invisibility in the debates. We shall ensure every moment that no further insults can be uttered in the indifference of our House. Since I was talking about political choices, I immediately decline the main ones: the right of women to freely dispose of their bodies, the conception of the family as a constantly evolving social construction, the effective equality through the rights associated with it, the protected and secure childhood, the non-commercialization of the human body. I stop at this one, because it is certainly our red line, not that brandy as an obstacle to any progress, but as the refusal of the commodification thought as a prerequisite and as an end, in a world in permanent competition and accumulation, also in conflict, and, in some respects, in dehumanization. Protecting us from this commodification is a little, surely, protecting our humanity. That is why, for example, we will fight the possibility of entrusting to private companies the self-conservation of oocytes, an opportunity given tomorrow to women who wish, freely. It is a fact: our society creates, adapts itself, integrates changes, often long before our laws absorb them. At the beginning of the 1990s, at the beginning of the discussions on the framework of the LDC, it was understood by some that it was not possible to conceive of a donation of semen or oocytes other than adultery. Today, we hear this and that lies, or rather offensive stupidities against the future beneficiaries of the LDC for all, even though three quarters of the French are in favour of it, that three quarters of the French are ready for it. Sociologist Irène Théry recently stated that "since 2013, there has been a legitimation of same-sex couples, and the world has not collapsed." Of course not – but perhaps it is important to remind him. These debates have the merit of shaking our patriarchal model, which allows one to compare the opening of the LDC to a "curse", to the other to speak of women alone as "drug addicts", or to point the finger at a so-called "powerful LGBT lobby". I make my own the words of journalist Mona Chollet: "The idea that women are sovereign individuals, not mere appendices, teams waiting for a trait horse, struggles to make a way in the minds – and not only among conservative politicians. » Yes, it must be said, the discussions on the opening of the LDC are very often tinged with unbearable sexism and lesbianism. How would they not be, even unconsciously, when the main concerned, the first to suffer from discrimination, difficulties in founding a family, are so little listened to, so little consulted? The opening of the LDC to all women is neither the opening up to GPA nor the response to any right to the child, only those for whom this aspiration is already fulfilled. It is an issue of equality and freedom rather than bioethics. Let us agree on the term equality: the opening tomorrow of the LDC will allow all women with a uterus – and thus, in this sense, equal – to have the same access to an ancient medical technique that has been framed for a long time, which already makes it possible to procreate otherwise than carnally, with a gift of gametes. So we have already allowed, through this technique, parents to be allowed, without being the brooders. It's not playing with science, it's not acting as sorcerer apprentices. Our compass must be the child's well-being, his best interests. Today, 60% of children are born out of wedlock: what do we think 90 years ago? What did we think of the children of divorced people fifty years ago, or only forty years ago? Children from the least developed countries already exist; children raised by two women or a single woman, too. They are ultimately no worse, nor better, than children raised by heterosexual couples or in single-parent families. The studies of researcher Susan Gombolok show that the development of children is in no way linked to sexual orientation: it is to the quality of the interactions between parents and children – I sometimes wonder if we really needed such studies to prove it. Equality must also be at the heart of a secure filiation. The opening up of the LDC has required a change in the concept of filiation in our law. It should be recalled that the right does not bind the parentage to the biological origin of the child, but to the fatherhood or motherhood, to the one who loves it, the pupil, the entourage and place it at the heart of a family project. This legal construction is not based on biological principles, but rather on a principle of responsibility towards the child. Thus, in our view, the first version of this text constituted discrimination with regard to civil status in relation to filiation. In fact, he created a different treatment between a heterosexual couple with the gift of a third-party donor and a lesbian couple in the same situation. It was an additional marginalization. Thanks to the support of many lawyers, associations and Members of Parliament, the text has been amended and enriched. I'm very pleased with that. We're not quite at the end of the road. The hearings allowed us to better understand the logic of concealment, in the name of biological likelihood, for heterosexual couples benefiting from a gamete donation. We have made progress in the area of filiation. The opening up of the LDC to all is also part of the protection of women's bodies. Its current limitations lead many women to engage in dangerous practices, such as unprotected sex, purchases of semen outside legal channels, or even artisanal inseminations. The use of the grey reproductive market on the Internet endangers the health of these women and children. This situation also invites us to think about the development of a national campaign for the donation of semen and the donation of oocytes, as there were national campaigns for organ donation. In France, one in six couples has difficulties in designing. This figure is constantly increasing and leads us to consider a major plan on fertility in the near future. I would like to recall how unbearable and insane it is, in a society where the injunction to be a mother is so strong, to see this hope reduced to a whim or to a societal demand! The decision to embark on a LDC course is well thought out; This journey is painful and its failure rate immense. The LDC can be heavy, sometimes it can fracture couples. It is accompanied by its lot of disappointments and suffering, with, fortunately, often, but not enough, at the end of the road, joy, when the child so much desired arrives. For yes, we are talking about the unique desire to have a child, to raise it, to love it. The term "right to the child" is as meaningless as it hurts couples and women in hypofertility. [[Applause on the benches of the GDR and SOC groups and on a few benches of the LaREM group. Caroline Fiat applauds]] The lightning that was to fall with marriage for all seems to have remained in the field of love; Again with the LDC for all, the storm will pass away, but the happiness of those who benefit from this progress will remain. It's about time, more than time.
ParlaMint-FR_2019-09-24-E2010.u45	Mrs Agnes Chill has the floor. I would like to point out that, for non-attached Members, speaking time is strictly limited to five minutes. I will therefore be under an obligation to strictly enforce it, out of respect for the other unregistered elected members.
ParlaMint-FR_2019-09-24-E2010.u46	Not to exceed. You get it, Agnes, five minutes and a second, you're dead!
ParlaMint-FR_2019-09-24-E2010.u47	Here we go. France will enshrine in its law the optional father and allow children without a father to come to the world. But who are you, to allow you such mutilation?
ParlaMint-FR_2019-09-24-E2010.u48	It's social protection!
ParlaMint-FR_2019-09-24-E2010.u49	Is that to say that a father is useless? Assume to say that a father is not necessary! Assume to say that you owe nothing to your fathers! It is precisely from this society that I do not want, the one that says that it is done on its own, the one that says that the other is not necessary.
ParlaMint-FR_2019-09-24-E2010.u50	It's the opposite.
ParlaMint-FR_2019-09-24-E2010.u51	For me, you see, there is no greater than man, and you trample on him, you reduce him to nothing, to his gametes, to 1/60000 e of a millimetre! "A donor," you call that. "That" is a man, Madam Minister, not a donor! He who carries, who lifts up and raises mountains for his little one, he who lifts him up to him, who heals and encourages him, he who reassures and grows him, who listens to and accompanies him; But didn't you ever have one so that you wouldn't know how much of a father we don't do? It's suffering for suffering. It will not be necessary to say: "This France was humiliated". You chose to soothe one by throwing acid at the other. It is suffering for suffering – I assure you.
ParlaMint-FR_2019-09-24-E2010.u52	Why did you commit to The Republic on the move?
ParlaMint-FR_2019-09-24-E2010.u53	Of course, a mother can do that, a mother can do anything, so what? Is it necessary, then, to remove fathers? That is what you are doing, Madam Minister, ladies and gentlemen, and I hope that you will one day become aware of the elimination society you are creating. [[Protests on the benches of the LaREM and SOC groups]] I idealize fathers, I'm told, but don't you idealize mothers, while 30% of abuse is due to mothers?
ParlaMint-FR_2019-09-24-E2010.u54	Shh!
ParlaMint-FR_2019-09-24-E2010.u55	We need to legislate for a social body. By legislating for categories, groups and sub-groups, everyone pulls on his side and that is the law of the strongest: you create the communalisms against which you claim to fight! The child is the privileged witness of man's strength, and when man becomes a father, this force becomes the service of the smallest. He alone can teach it to the child and thus conjures the law of the strongest.
ParlaMint-FR_2019-09-24-E2010.u56	What a macho!
ParlaMint-FR_2019-09-24-E2010.u57	And you choose to do it without him! To take from him only what interests you, his gametes, and to throw away the rest! But the man is a whole, Madam Minister, you don't take his gametes until you throw the rest away. There is no more noble than man; Only man shows us that serving is the noblest act that a human being can accomplish. Your text, Madam Minister, is criminal. It's suffering for suffering. It will not be necessary to say: "This France was humiliated". Your bill makes it possible to afford a human being. We don't offer ourselves a human being, minister. A human being is neither an object nor a project nor a campaign promise. [[Protests on various benches. – "Let her speak! » on several benches of the LR and LT groups]] Far from abolishing inequalities, your text worsens them. It raises questions of commodification of the living, eugenics, selection; It involves the diversion of medicine, and unlocks the way to the perfect child's design, as we want. Beyond the terminals, there are no more terminals. It is not the right that denies a child to these women, it is biology; There is no discrimination or inequality, and you know it very well! To assert it over the course of media interventions is to lie and manipulate opinion. [[Exclaims on the benches of the LaREM, MODEM and SOC groups. – "Let her speak! » on several benches of the LR and LT groups]] This freedom so proudly claimed is only a consumer freedom. Some French people have access to a hard-discount that will have to be recognized in France.
ParlaMint-FR_2019-09-24-E2010.u58	Now! This passage will stay at the INA! He's beautiful!
ParlaMint-FR_2019-09-24-E2010.u59	We're listening to everyone!
ParlaMint-FR_2019-09-24-E2010.u60	If the LDC, ovocal freezing, IPR or embryo research exist, it is also because they enrich doctors, geneticists, biologists, start-up bosses, lawyers, lawyers, sperm and ova bankers – and you pretend not to see it! Helping the other, you see – but you know – is helping him to accept his limits and live with them. It's not going beyond the human potential. The paternal figure cannot be properly removed on the grounds that new families appear. The production of children without fathers is an infringement of the rights of the child.
ParlaMint-FR_2019-09-24-E2010.u61	She's a psychorigid.
ParlaMint-FR_2019-09-24-E2010.u62	Giving children older parents is not social progress. Giving a single mother for a family is not social progress. This is contradictory with your plan against poverty and with your family support policies – as you know very well – as you know that what is true today is no longer true tomorrow, like love or intention. You know all this, but you give in to a society governed only by its desires, by the desire to know no frustration and to conquer rights to infinity. As if freedom was there – what a lure!
ParlaMint-FR_2019-09-24-E2010.u63	Thank you; We have to finish.
ParlaMint-FR_2019-09-24-E2010.u64	Your arguments deny common sense. On behalf of all the children who have missed a father...
ParlaMint-FR_2019-09-24-E2010.u65	Thank you. I have to turn off the microphone – speaking time is forced. Please, Mrs. Chill.
ParlaMint-FR_2019-09-24-E2010.u66	[[Applause from Mrs. Valérie Boyer. MM. Paul Molac, Pierre Cordier and Marc Le Fur also applaud]] ... I have to say...
ParlaMint-FR_2019-09-24-E2010.u67	Let her finish!
ParlaMint-FR_2019-09-24-E2010.u68	It is indeed very important to let everyone speak out. However, each minute of statements by non-attached speakers is taken at the time of the others. That is why I am obliged to enforce the very strict rule that limits your speaking time to five minutes, not only out of respect for the rules, but also out of regard for the other Members who are not registered.
ParlaMint-FR_2019-09-24-E2010.u69	His intervention did not shed much light on things.
ParlaMint-FR_2019-09-24-E2010.u70	Mr. Francis Chouat has the floor.
ParlaMint-FR_2019-09-24-E2010.u71	Agnes, come back!
ParlaMint-FR_2019-09-24-E2010.u72	The bioethics bill we are looking at is part of a long tradition. It is a French specificity, of which we can collectively be proud: because we have had forums for debate and assessment tools, we must, at every stage of the evolution of society, show ourselves to be able to adapt the right to scientific and medical advances and to accompany the transformations of our society, while setting an ethical framework necessary to protect the integrity of our fellow citizens and respecting an unbreakable barrier: the principle of the unavailability of the human body. This mission is absolutely essential, as it refers our country back to its ability to progress without denying its fundamental principles. However, let us not be mistaken: the legislator has no duty to impose a moral order. He is no longer an objector of conscience. He evaluates, consults stakeholders and experts, confronts his ideas with field experience. I, in turn, would like to welcome the quality of the discussions that have taken place in recent months. From the general states of bioethics to the special commission, through the National Ethics Advisory Committee, we have obviously been able to work in serene conditions and in a way that respects the history and beliefs of everyone. In this connection, I particularly thank the Chairman of the Special Committee, the rapporteurs, the Minister for Solidarity and Health, the Minister for Justice, and the Minister for Higher Education, Research and Innovation, who have greatly facilitated the preparation of this text. Of course, in the Chamber, politics will take its place; But it would be welcome if what has prevailed so far and which honours parliamentary work, namely respect for individual points of view and the collective capacity to overcome them, were to build together a balanced and just law, respecting our fundamental rights. That's also what politics is about; It's not just polemics or looking for lines of cleavage. Making politics is patiently building a law of general interest that we will bequeath to the generations that will follow us, feeling that we have accompanied the transformations of our society without pre-empting them. Indeed, a law on bioethics is not a law of anticipation. It is not a law that precedes life. Of course, our Assembly's debates will focus largely on extending the LDC to all women. This is obviously a major step forward. As has been said on many occasions, it is the just recognition of their right to dispose of their bodies, together with the reaffirmation of the inalienable rights of the child. However, there are other major issues in the law, which must not be overshadowed by our debates, because they raise scientific, ethical, and even civilizational issues. I am thinking in particular of questions relating to genetic research. There has been significant progress in recent years. Strictly framed to date, research on the embryo and stem cells from a human embryo raises ethical questions to which we must answer in a responsible manner. I also salute the tremendous work done at Évry-Courcouronnes, at the outposts of genomics research and gene therapy, by the teams of Genopole and AFM-Telethon. If more and more research projects require massive amounts of genomic data, in order to answer scientific and medical questions, the use of this data must be supervised, to avoid discrimination and any risk of drift. This law does not establish a right to a healthy child, nor does it provide for all-hazard insurance in genetic matters. This is why it is accompanied by safeguards, particularly with regard to prenatal and pre-implantation diagnosis. I repeat, ladies and gentlemen, a law on bioethics is not a law of anticipation. This bill does not allow or encourage the genetic ideal, so coldly described in the excellent film Welcome to Gattaca, where the parents' gametes are sorted and selected to design in vitro almost perfect children. [[Applause on the benches of the MODEM and LaREM groups]] If we have been able to get this bill before it is considered in a broad public debate, we can find ways to extend it after it is passed, because it is the only way to ease fears and remove doubts. This text is not a text of tearing, it is a text of appeasement because it gives a place to each and every one.
ParlaMint-FR_2019-09-24-E2010.u73	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-24-E2010.u74	We have come to the public debate in the Chamber on this bioethics bill. With regard to the method, we deplore the Government's approach to filiation. Indeed, it was at the beginning of the special committee discussion that we learned that the Government had decided to completely rewrite the section on filiation. It is a hijacking of the very spirit of the procedure, which allows the Government to rewrite part of its own text by means of amendments, for in this case it has come back to depriving us not only of the impact assessment – which is normally mandatory for government texts – but also of the valuable opinion of the Council of State called this new version. Let us be clear: there is an unworthy DIY for a text deeply touching on the multi-sacular conception of the law of filiation, which very clearly lays down the principle "mater semper certa est" – "the mother is always certain". Still on methodological issues, it is very curious to see the issue of the fatherless LDC appear in a text dealing with bioethics, which is a subject of society and not bioethics. It would have been much more relevant to present two texts, one dealing with the fatherless LDC and the other with bioethics. This is another point of divergence with the Government. Let's get to the bottom now. The whole text poses serious problems. The opening of the LDC to women's couples and single women gives priority to the omnipotence of children's desire over the best interests of the child. This extension institutionalizes by law and ex ante the absence of the father. Of course, many children are already growing up in the absence of a father or with a father, alas, failing, but this text proposes to cross a new threshold: these children are deliberately subjected to the trauma linked to the a priori suppression of any paternal reference. Another threshold will be crossed by deleting the reference to the mother who gives birth in civil registration, which leads to a return to the famous principle "mater semper certa est", already stated earlier – "the mother is always certain". By also erasing the birth certificate, any biological reference is erased. You play for sorcerer apprentices: considering that the child is above all an object of desire, you choose it. Clearly, the Government is seeking to cross an ethical and philosophical red line. Similarly, the medical criterion of infertility, which today conditions access to the MPA, will be removed. This is another red line that will be crossed. Added to this is the planned authorization of the self-conservation of oocytes for women who wish to do so, apart from any pathology. This entails a risk of commodification. Again, this is a red line. The bill, however, does not end there, since other provisions concern, for example, embryo research or prenatal diagnosis. These measures are seriously contrary to the principle of dignity, which is the foundation of our life in society. With regard to aspects specifically related to bioethics, the Government was moving towards a so-called less ethic. This new revision shows a willingness to break the limits set by the Oviedo International Convention. By creating a human embryonic stem cell research regime separate from the embryo research regime, section 14 of the bill opens the way for human industrialization. Research will, of course, be facilitated by moving from an authorisation regime to a simple reporting regime. During the debate in committee on Article 14, I proposed an amendment which included an explicit ban on any research on artificial uterus. In fact, one of the rapporteurs, our colleague Jean-François Eliaou, had tabled a similar amendment. Unfortunately, they were rejected. This is really something to worry about. France has often been cited as an example for its successive debates and laws on bioethics. Let us never forget that the principles that were founded in France and Europe in this field are, on the one hand, the protection of the life of the human and the weakest, and on the other hand, the unavailability of the human body and the non-marketization of the human body, true red lines. The amendments which we have defended in committee, and which we will defend again here, attest to the fact that we want these safeguards to remain. The law must be as explicit as possible, in order to prevent any risk of eugenics, transhumanism or the commodification of the human body. Unfortunately, the debates in committee have shown that these risks are real because of the ambiguities and the shift towards a genuine, so-called less ethic. We do not want a France where the law simply legalize what the technique makes possible. Bioethics laws must affirm the insurmountable red lines imposed by the great republican principles. It is in this spirit that we will now debate and defend our amendments. I will conclude by saying that in our group, not only the floor but also the vote is free. I think others should be inspired by it. (Applause from the benches of the LR group. – Mrs Agnes Thill also applauds.
ParlaMint-FR_2019-09-24-E2010.u75	Mrs. George Pau-Langevin has the floor.
ParlaMint-FR_2019-09-24-E2010.u76	This bill, the fourth since 1994 in the field of bioethics, appeals to us all, beyond our political opinions, because it touches on the intimate and our deep convictions, in areas as essential as access to life, descent or gender identity. Since 1994, France has chosen to entrust national representation with the definition of bioethics rules. As previous speakers have pointed out, as can also be seen, this debate is delicate, because parliamentarians must reconcile often contradictory imperatives and decide. We must ignore our certainties and ignore the conditioning that our life, education, religious beliefs or origins often impose on us, in order to understand the general interest, to take into account the extraordinary advances made over the years by researchers and doctors and to try to frame them, in the light of the fundamental principles that govern our society. I can quite understand that, on these issues, our colleagues express – sometimes with a lot of passion – contradictory opinions. Indeed, it is an area in which one thinks in consciousness. However, today we have to observe the progress made in legal matters, as well as in democratic matters, since there has been a very broad consultation and public debate, with consultation of all the important bodies, be it the Council of State or those of civil society. Today, after a broad societal debate, it is up to us to decide, far from the pressures and personal conceptions of each other. As legislators, our mission is to seek the general interest. This is particularly important when faced with scientific advances that can sometimes lead to frightening advances and innovations: the manufacture of chimeras and other monsters is within our reach. We therefore need to respond both to the exponential development of science and to the new demands and new debates that arise in our societies, linked to the progress of science. Many people today want to procreate, while nature, in the past, would not have allowed them to do so. Is this desire illegitimate? No. I believe that, if we have the means to respond, we must do so, while framing these legitimate expectations and new opportunities, in order to take into account the fundamental values of our society and, above all, the interests of children. This text on the LDC is a logical continuation of the discussions on marriage for all, which we discussed under the previous quinquennium, and which had been a way of opening the door to these new possibilities. As Valérie Rabault pointed out, we are of course in principle in favour of the recognition of new rights for women's couples and single women – and that is an idea that we have been defending for a long time. Some say that this is a way of giving birth to children who, without paternal reference, will not be well. However, remember that in the past many women had to accept to raise their children alone, because the father had failed; Fortunately, when these children were raised with love, they are doing very well today. What will change today with the bill, and which may explain some reluctance, is that the situation was previously experienced; From now on, it will be organized by the women themselves, far from the curses that have struck them for centuries. It's a new situation, but after all, why not? It is a way to complete the mastery of the woman on her body, which seems to me positive. We must now move forward with the last remaining discrimination related to sexual orientation. It is good that we have given up the complementary psychological assessment, which was originally planned for single women, and that, as far as the method of establishing filiation is concerned, we are as close as possible to the common law existing for other couples. Other subjects ask us formidable questions, such as medical assistance in post-mortem procreation. The legislator has always refused to allow it; It is true that, for the child thus conceived, the psychological context can be heavy. However, to the extent that we extend the benefit of the LDC to women alone, the logic of the text casts this argument out. How, in fact, do not allow the continuation of the parental project formed by a couple, once the woman is alone? With regard to the removal of anonymity in the donor-receiver relationship, the donor response may be questioned once their identity has been revealed to the child. However, the international texts that we have ratified, in particular the European Convention on Human Rights, recognize the child's right to know his or her origin. It is a fundamental right, necessary for its balance and the preservation of its future personality. We cannot continue in our country to deprive people of their origin, identity and, above all, medical history that can have dramatic consequences for their health and lives. The text therefore goes in the right direction. On the question of cross donation, it happens today that recipients find a donor in their families, somewhere in France, with which they are not compatible. To allow, under the control and after the advice of the Biomedicine Agency, more donations crossed between several pairs of donors would seem to me to be a positive step forward. Nor can we avoid this very tense debate in the committee on pre-implantation diagnosis. Can an IPR be carried out to avoid implanting to a woman embryos with abnormalities likely to favour miscarriages? The bioethics laws of July 1994 allow this practice only in order to avoid the transmission of a recognized genetic or chromosomal disease. Currently well framed, this practice has not led to drifts. We therefore believe that it is possible to allow IPR on cells that do not have the normal number of chromosomes, paying careful attention to their conditions. I know that some believe that such a practice paves the way for a form of eugenics; However, I do not find it reasonable to carry out an implantation – a delicate procedure for a woman – to allow, a few weeks later, a medical interruption of pregnancy on the pretext that the embryo has proved to be the bearer of abnormalities. We must take the step and give the opportunity not to implant embryos that are known to be unviable and will lead to miscarriage. With regard to the distinction between embryonic and embryonic stem cell research, the possibility for researchers to simply declare their protocols, and not to apply for authorisations issued by the Biomedicine Agency after a heavy process, will facilitate research with a real scientific and medical challenge for the coming years. Again, we will have to frame such research very precisely, if we do not want mad scientists to recreate golems. Finally, the debate in committee on the issue of fertility has demonstrated the need to inform young people on the subject. Indeed, more and more women are engaged in working life, which delays the reproductive age and can create fertility problems. National education must therefore take its share of responsibility in that regard. These debates are essential and exciting, but difficult. Our society needs ethics adapted to its time and to the continuous movement of research and science. We need to accompany new rights socially and politically so that we can make the best use of current therapeutic and medical advances, for the benefit of all. [[Mrs Monique Limon and Mr Philippe Berta applaud]] However, we also need to be careful not to leave the door open to unbridled innovations that could affect the dignity of human beings, or even their very quality as human beings. In essence, the text manages to respect this indispensable line of ridge. Our discussions will undoubtedly allow us to move forward and improve this already interesting text, which we are addressing positively.
ParlaMint-FR_2019-09-24-E2010.u77	Mrs Florence Provendier has the floor.
ParlaMint-FR_2019-09-24-E2010.u78	For twenty-five years now, France has chosen to entrust national representation with the responsibility of finding the balance between what science proposes, what society claims and the fundamental values that support our country's bioethical identity. It is a chance to be able to address such sensitive subjects in complete freedom, respecting our differences, singularities and complementarities. Here I would like to thank all of you for our shared reflections. The text that we are going to examine questions the place that we want to give to the progress of medicine and research for the benefit of the human. It must be noted that, for months, it has generated many debates and questions, which go far beyond the scope. For if bioethics deals with the ethics of the living, by looking out in essence – thanks to the progress of medicine and science – at what is good for the human, it refers us first and foremost to life and our death. In view of the plurality of the interventions, I will mention three emblematic points on which I have made particular progress. Undoubtedly, artificial intelligence in medicine had to find its place in the text. AI is an important step towards fairer diagnosis, optimal care and better anticipation of health risks. The development of so-called four-P medicine – personalized, preventive, predictive and participatory – is fully part of a desirable future. However, the massive use of health data by AI carries with it a certain risk of misuse: it must therefore be perfectly supervised. Moreover, the use of AI should not in any way replace the human, who himself is full of infinite natural healing resources, yet unrevealed. It was time to bring AI into the law; clause 11 of the bill enshrines human intelligence and our free will in the interpretation of results in the case of the use of an algorithm. It is always with this progressive vision of freedom, humanity and solidarity that the best interests of the child are at the heart of the text. In the secret of the alcove is created the child who, on the coming day, needs to know where he comes from to build himself – whatever the configuration of his conception. It is therefore crucial to assert the right of all children conceived by AMP with third-party donors to have access to their personal origins, without flouting the principle of non-affiliation. The child psychiatrists we auditioned agree that if he or she knows where he or she comes from, the child will be easier to build. If this text is not intended to oblige parents to reveal their conception to their children, it will be up to us to ensure that each child is aware of his or her right to know his or her origins. The third point I want to address is a question that is ultimately far removed from bioethics, which is not intended to rule on the law of filiation, nor on parenthood. Opening up reproductive health assistance to all women raises legitimate questions about the boundary between what is possible and what is desirable. The future of the unborn child must prevail. Single maternity homes have always existed and the bill is not there to judge their quality. The parental solo project disturbs for reasons that can easily be understood in the light of prevailing family norms. If all women by birth have the same rights, will the LDC in a single woman-led parenting project not have any side effects on the child who will be the result? In the face of the urgency of the biological clock, is it the role of the legislator to decide by opening up to all the possibility of embarking on the course of the combatant represented by the LDC with third-party donor? Clearly, the many parental issues raised by this bill need to be addressed collectively within an appropriate framework. The Commission on the first 1000 days of the life of the child, created last week at the initiative of the President of the Republic, composed of some 20 experts and chaired by Mr Boris Cyrulnik, has all the powers to define the contours of parenthood in the twenty-first century and thus give every child the same opportunity, regardless of his or her family. [[Applause on the benches of the LaREM group]] So it is up to us to look at this bill for what it is: an ethical guide that accompanies advances in medicine and science.
ParlaMint-FR_2019-09-24-E2010.u79	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-09-24-E2010.u80	This bioethics bill is not a piece of legislation like any other. We know the sensitive subject and our very different perceptions. We know the text both expected and feared. We know that the philosophical, societal, religious or moral convictions of everyone, of legislators and citizens, weigh in what is both a social debate and a deeply intimate questioning. Even more than usual, ladies and gentlemen, we are asked to embark on the narrow and difficult path that leads to linking a constantly changing society to the law that governs it. To what extent should scientific developments and social practices dictate the law? To what extent should the law govern, regulate or restrain a moving society? These are the questions that the legislator has been trying to answer for some 30 years and on which we are asked to decide again today. Since 1994, laws of ethics or bioethics have followed each other at a regular pace. While the first texts were, first and foremost, prohibition laws, the one that is now subject to national representation seems to me to be driven by a spirit of openness, which is to be welcomed. The bill contains a number of new authorizations, which can constitute as many new rights for all of our citizens. Six years after the Marriage for All Act 2013, this text takes into account recent developments, whether medical, scientific, technological or societal, and proposes, at least in part, answers to the questions they raise. It seeks to open new horizons and to frame rather than close. Among those advances, particular mention should be made of the opening up of the LDC to women's couples and unmarried women. By removing the medical criterion of infertility in order to be able to use the LDC, article 1 of the bill intends to meet a strong societal aspiration. Indeed, according to a recent survey by the French Institute of Public Opinion (IFOP), six in ten French people are in favour of such an extension. This also responds to a distress, that of women forced to go abroad, to Belgium, Spain or Denmark, to resort to it. This will at the same time put an end to the hypocrisy surrounding a situation known to all, and will enable many children to escape from hiding and to grant them their rights, the same as those enjoyed by other children. In fact, the work and hearings conducted by the special committee on the bill have highlighted the fact that there is no study or objective argument to suggest that these children would be less well educated or have less chance of success or development than others. I invite those who have concerns about the future of these children to focus more attention and strength on the fight against social determinism, which, unfortunately, still sclerates a deeply unequal society and dictates the course of individuals, regardless of the sexual orientation of their parents. By providing that the social security coverage of attempts by LDCs is the same for all those who use it, the bill aims to avoid any form of precarisation or inequality that might oppose everyone's willingness to carry out a parenting project. This rejection of inequalities is commendable and we share it wholeheartedly. That is why we would have liked it to inspire the entire text of the Government, not just some of its provisions. By introducing a new method of establishing filiation, called an early declaration of will, exclusively applicable to children born to a LDC within a women's couple, article 4 of the draft law contradicted that spirit of openness and bore in itself the seeds of double discrimination. A first was established between the parents: there was nothing to justify that the method of establishing filiation varied according to their sex. A second was established between children: those born to an exogenous LDC used by a couple of women would have seen the DVA on their birth certificate, whereas those born to an LDC used by a heterosexual couple would not have. Such a solution was unsustainable because it was discriminatory. It was only as a result of doubts expressed during the work of the Special Commission that the Government had decided to reconsider this injustice, proposing that the provisions relating to the filiation of children born to a couple of women be incorporated into Title VII of the Civil Code. However, I am compelled to say that this solution is still not acceptable as it is because a derogation regime remains for women's couples. Indeed, they will have to establish the bond of filiation by using a joint and early recognition of the child before notary. In other words, while the original bill provided for an early declaration of will, the government amendment introduces an early joint declaration of will, which is no less discriminatory. Why, in both cases, does the Government favour a discriminatory and stigmatizing solution against women's couples? It is in complete contradiction with the desire to give them the right to use the LDC, and it is in total contradiction with the spirit of our work and with the evolution of a society that aspires to equality. It's kind of like asking us to create new rights for citizens and, at the same time, stigmatize them for that. When we give new rights, we must assume and defend these rights rather than give wages to those who fight them.
ParlaMint-FR_2019-09-24-E2010.u81	Yes! That's the Republic!
