ParlaMint-FR_2019-02-14-O1150.u1	The meeting was suspended.
ParlaMint-FR_2019-02-14-O1150.u121	What is very surprising is that the families tell us that it is not put in place – you must have heard the same thing in your consultations. This is all the more worrying because you are absolutely right: these provisions are already included in the Education Code. This is where we must collectively question ourselves and question the Minister of National Education – this is the role of national representation –: how is it that these provisions are extremely rarely implemented when families demand them? There is therefore a problem, which is not only legal in nature, but is a matter of substance: how can these provisions of the Education Code be made a right finally enforceable for the benefit of families?
ParlaMint-FR_2019-02-14-O1150.u122	Mrs Michèle Victory has the floor.
ParlaMint-FR_2019-02-14-O1150.u123	I would like colleagues to tell us what they mean by a real plan! Teachers already spend an incredible number of hours examining different possibilities, making diagnoses, proposing specific assessments to try to find solutions. Teachers also need time to teach! I would like you to tell us precisely by what concrete means we could do even better.
ParlaMint-FR_2019-02-14-O1150.u124	I have two identical amendments before me, Nos 182 and 225. I call Mr Maxime Minot to support Amendment No. 182.
ParlaMint-FR_2019-02-14-O1150.u125	I'm not going to go back to the numbers, minister, even though I know you're committed to it. The aim of this amendment is to propose a special accompanying plan for pupils with disabilities, including dys disorders.
ParlaMint-FR_2019-02-14-O1150.u126	I call Mr Patrick Hetzel to support Amendment No. 225.
ParlaMint-FR_2019-02-14-O1150.u127	[[Smile]] This amendment by our colleague, Marc Le Fur, aims, as Maxime Minot has just said, to ensure that truly personalized devices are put in place.
ParlaMint-FR_2019-02-14-O1150.u128	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u129	Ladies and gentlemen, do not see any contempt on my part, but we have already answered this question. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u130	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u131	Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u132	Mrs Beatrice Descamps has the floor.
ParlaMint-FR_2019-02-14-O1150.u133	I confirm that this is already included in the texts. I regret the words that call into question the professionalism of teachers and can assure you that such devices are in force in a large number of schools. I can't not tell you.
ParlaMint-FR_2019-02-14-O1150.u134	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1150.u135	Let us be clear: it is not a question of questioning the professionalism of teachers. We are a certain number who know the school institution perfectly and we do not question this professionalism, far from it! We know the commitment of teachers, but there are still a number of families who tell us about the difficulties they face in schooling their children with disabilities. We are debating school issues, this is the time to talk about it and the national representation is legitimate to do so to the Minister of National Education, to alert him – there is not only the teachers, there are also the inspection bodies, the institution as a whole. Specific arrangements should be put in place to accompany inclusion in the ordinary environment. National representation must raise the minister's awareness once again. Don't try to create a polemic that doesn't have to be: we don't question teachers, be assured. (Mr. Xavier Breton applauds.)
ParlaMint-FR_2019-02-14-O1150.u136	Mrs Geraldine Bannier has the floor.
ParlaMint-FR_2019-02-14-O1150.u137	I did not intervene much this evening, but I still have more than ten years of experience in secondary education, in a colleague welcoming all types of pupils, in situations of disability or in school difficulties. I am surprised, however, by rather catastrophistical speeches when, in my college, we were already benefiting from the presence of accompanying students, school life assistants for students with disabilities or school difficulties, third-time students with dyslexic or dyspraxic disabilities. [[Applause on several benches of the LaREM group]] All of this, I've seen. Perhaps this is not widespread throughout the country and efforts still need to be made, but in practice, many things are already being done in the institutions.
ParlaMint-FR_2019-02-14-O1150.u138	Mrs Valérie Bazin-Malgras has the floor to support Amendment No. 233.
ParlaMint-FR_2019-02-14-O1150.u139	This amendment by my colleague Le Fur is intended to enable the implementation of an appropriate planning plan to take account of the needs and expectations of intellectually early students or demonstrators of particular abilities.
ParlaMint-FR_2019-02-14-O1150.u140	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u141	Unfavorable opinion, because, as you yourself say, these arrangements already exist.
ParlaMint-FR_2019-02-14-O1150.u142	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u143	We have already spoken about this very important subject before, but I would like to make some clarifications. The so-called intellectually early or high-potential students can now – The rapporteur said so – to benefit from educational development and adaptation. Their schooling can be accelerated according to their pace of learning – I refer you to article L. 321-4 of the Education Code – and they can also benefit from enrichments or "compacting" of their schooling through the personalized accompaniment project that we have already talked about, or through the personalized program of educational success. Institutions are at the forefront of this and our goal is to ensure that other institutions – in a way, all of them – are sensitized. We have set up a working group on high-potential students – this is another innovation. We have developed a vade-mecum of teaching cards and various tools that will be made available to teachers for the 2019 school year. I would like to take this opportunity to say that they will be presented at a seminar to be held at the Sorbonne on 12 March. A network of EHP referents – students with high potential – will be launched at the end of this work. The amendment is therefore satisfactory and an organisation is being set up to address this type of problem. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u144	Mr Aurélien Pradié has the floor to support Amendment No. 751.
ParlaMint-FR_2019-02-14-O1150.u145	[[Protests on the benches of the LaREM group]] Before my remarks may awaken some bitterness, minister, I solemnly wish to say two things to you. I never suspected you of a lack of dignity. The words you had earlier, Minister of the Republic, at the address of a Member of Parliament – no matter what your esteem for me – I do not accept this reminder of dignity. [[Protests on the benches of the LaREM group]] [[Same movements]] In addition, the argument of authority to promote our respective ages does not seem to me to be admissible, because I know you otherwise more intelligent than that. If you are very old enough to have been my teacher here, you are a minister of the Republic who responds to the national representation. Don't forget it, Minister!
ParlaMint-FR_2019-02-14-O1150.u146	You can answer that, colleagues.
ParlaMint-FR_2019-02-14-O1150.u147	If this kind of slipping doesn't bother you in any way, it's your business. As far as I am concerned, I will not allow anyone, any minister at any Member's address, to make an argument of authority because of his age. I now come to the amendment. A few weeks ago, Minister, I alerted you about the numbers and supervision of ULIS, the local units for school inclusion. I was starting from a very simple question that you have not answered so far – I hope that this will not be the case tonight. You announce that between 2018 and 2019 you will open another 50 ULIS, which is happy. By the way, let me point out to you that it would be necessary to open about 250 to be up to the level. How, then, will you open these additional 50 ULIS by maintaining the number of full-time equivalents between the 2018 and 2019 budgets to 1942?
ParlaMint-FR_2019-02-14-O1150.u148	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u149	Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u150	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u151	[[Applause on the benches of the LaREM group]] I have already answered you, Member, but pedagogy is the art of repetition. I would also point out that some Members have been my students and that we are speaking with respect and humour. The 2597 staff in charge of accompaniment for pupils with disabilities, a collective function – AESH Co – do not make up all the accompanying students in ULIS: there are 1059 regular AESHs, plus 1022 assisted contracts, which makes about 4700 full-time equivalents for 2018. In 2019, given the job creation that I have already mentioned and the ULIS supervision rate – 0.65 AESH per student – the opening of ULIS is largely planned thanks to 6000 AESH.
ParlaMint-FR_2019-02-14-O1150.u152	Mr Aurélien Pradié has the floor.
ParlaMint-FR_2019-02-14-O1150.u153	I would like to point out to you that you have never answered me so precisely. As Mr Bouillon has said, the issue of staffing is crucial – you are treating it in the ordinary school environment, but for these children in particular, it is particularly important. [[Protests on the benches of the LaREM group]] On average, ULIS has a maximum of twelve children, sometimes ten. This morning, in Meaux, the teachers told me that they were worried about the arrival of three more children. I therefore hope that you will make a firm commitment to the national representation to ensure that, at the beginning of next year, there are no more than twelve children in these ULIS, or ten in other cases. If some of our colleagues have something to say, rather than scolding as I do sometimes, they take the microphone and express themselves!
ParlaMint-FR_2019-02-14-O1150.u154	Mr Aurélien Pradié has the floor to support Amendment No. 752.
ParlaMint-FR_2019-02-14-O1150.u155	I would like to ask my question again, minister. It seems that you are in a very honest state of mind and I hope that you will assure the national representation that by the coming year, the ULIS will have no more than ten or twelve children. You mentioned the path of humility that dwells on you deeply and assured us that no Government, apart from the one to which you belong, has done the same for students with disabilities. Some colleagues have been involved in the creation of ULIS. In the 2005 and 2006 academic years, 200 ULIS were created. I do not say this to weave crowns of laurels to those who then acted: I simply wish to help you walk this path of humility. So can you reassure those who are concerned: will the maximum number of twelve children be respected in ULIS next year?
ParlaMint-FR_2019-02-14-O1150.u156	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u157	Unfavorable opinion. As with the previous amendment, the determination of the number of students in ULIS does not fall within the scope of the law.
ParlaMint-FR_2019-02-14-O1150.u158	Yes, as a priority education network.
ParlaMint-FR_2019-02-14-O1150.u159	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u160	The rule is respected and will continue to be respected: twelve students in the first degree and ten in the second. I therefore confirm this, thanks in particular to the creation of posts that I have just mentioned. It is always possible that an eleventh student will join in the course of the year – like a thirteenth student in the CPs of twelve. Perhaps there will be one or a few exceptions, but the principle will be respected. This is the framework within which all national education staff work now. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u161	Mrs Caroline Janvier has the floor to support Amendment No. 1052.
ParlaMint-FR_2019-02-14-O1150.u162	Before defending this amendment, I would like to reply to Mr Pradié...
ParlaMint-FR_2019-02-14-O1150.u163	Leave me alone...
ParlaMint-FR_2019-02-14-O1150.u164	... particularly on the 2005 law, which you mentioned as a totem. I have worked in this sector and I can say that it is indeed a founding law which has organised the operation of the specialized sector but, however, acknowledge with us that this system has not proved its worth. Today, unlike many countries in Northern Europe or Spain – where 80% of disabled children are enrolled in ordinary schools – hundreds of children in France do not find places in specialized schools, let alone in ordinary schools, and are obliged to go to Belgium. It's the same for adults. Today, the Government is adopting the strategy of inclusion – which should have been applied a long time ago – and that of adapting the ordinary environment to the accompaniment and follow-up of these children and adults. This is a model change and we need to change the way these tools are handled. My amendment is in that direction. The specialized sector and national education must jointly ensure co-responsibility for the schooling of children, in particular in the framework of the conventions already signed, in order to ensure that this follow-up is indeed joint. [[Applause on several benches of the LaREM group]] At present, national education does not provide adequate follow-up for some children in specialized schools, for various reasons – this may result from marked cultural differences between the specialized sector and national education, the implementation of different working tools, and sometimes insufficient information sharing. The purpose of our Amendment No 1052 is therefore to guarantee and strengthen cooperation between specialised institutions and national education.
ParlaMint-FR_2019-02-14-O1150.u165	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u166	We share the observation that you have just set up and the concern to see the medical-social centres work better with national education – a goal that is difficult to achieve as the respective cultures of the two types of institutions are different. Unfortunately, it is not through the law that we will solve this difficulty, and that is why I am against this amendment.
ParlaMint-FR_2019-02-14-O1150.u167	I have before me two amendments, Nos 155 and 299, which may be submitted to a joint debate. Mr Xavier Breton has the floor to support Amendment No. 155.
ParlaMint-FR_2019-02-14-O1150.u168	This very important amendment, both in terms of principles and in terms of practical situations, aims to enable the AESHs to monitor students with disabilities in non-contractual schools. In many cases, children are enrolled in such schools because the school is more suitable, with fewer staff and personalized teaching methods. Parents are sometimes forced to resort to such a solution when they find no place in contractual institutions. The current legislation therefore leads to unequal treatment to the detriment of children with disabilities, who are not eligible for care in an out-of-contract institution. There is no justification for such discrimination against children with disabilities, which is why we propose to amend article L. 351-3 of the Education Code in order to remedy it.
ParlaMint-FR_2019-02-14-O1150.u169	Mrs Constance Le Grip has the floor to support Amendment No. 299.
ParlaMint-FR_2019-02-14-O1150.u170	The aim of this amendment by the Republicans Group is to provide non-contracted schools with the opportunity to recruit AESHs. This is a matter that we care about, and that we have already had the opportunity to address on several occasions, particularly in the context of the consideration of two bills, both in October 2018 and in January 2019, both rejected. Today, in the interests of realism, justice and equity, we hope that families with no alternative but to enrol their children in private out-of-contract institutions will be able to see them benefit from the support of AESH. This is the subject of our amendment No 299.
ParlaMint-FR_2019-02-14-O1150.u171	On Amendment No 299, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u172	While it may indeed be possible for children with very severe disabilities to attend non-contracted private schools, it is not possible for these children to benefit from the support of AESH, the latter having the status of public law contract workers – however, the institutions concerned may employ accompanying persons according to their own recruitment channels. I am therefore against this amendment.
ParlaMint-FR_2019-02-14-O1150.u173	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u174	Same opinion.
ParlaMint-FR_2019-02-14-O1150.u175	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-02-14-O1150.u176	[[Protests on the benches of the LaREM group]] I find it distressing that you were content with a purely technical answer on such a human subject... give us some leads to get out of this situation! Today, many families who have not found a place in a contract facility have no alternative but to enrol their children in an out-of-contract facility. How can you have inhumanity to respond to their distress with a strictly legal argument?
ParlaMint-FR_2019-02-14-O1150.u177	Oh, that's enough!
ParlaMint-FR_2019-02-14-O1150.u178	[[Applause on the benches of the LR group]] I invite those of our colleagues who express an agitation to take the floor to express their views, which will allow it to appear in the record... These are not questions of principle that we are referring to, but very concrete situations: in other words, we have not drafted our amendment on the basis of nothing, but on the basis of the testimony given to us by the families concerned. Instead of opposing technical arguments, give us some leads, rapporteur, open up perspectives on which we can work! Instead of turning your head around to show your boredom when I speak to you, show some humanity!
ParlaMint-FR_2019-02-14-O1150.u179	The Minister has the floor.
ParlaMint-FR_2019-02-14-O1150.u180	Such an attitude is unbearable!
ParlaMint-FR_2019-02-14-O1150.u181	Mr President, referring to legal arguments is not a sign of inhumanity: the fact is that there is a consistent case law of the Constitutional Council, which prohibits us from making public resources available to non-contractual establishments. I can understand that the idea that private establishments under contract participate in the public service and must be assisted is defended, but, on the contrary, it seems logical that private establishments outside contract should not be assisted in the same way. I would point out that non-contracted private institutions can still benefit from aid – which is actually not financed by the State. I repeat, these issues are governed by powerful constitutional principles, which we cannot derogate from. Finally, do not see any contempt on our part when we give you answers that seem a little quick: this is only due to the fact that we have already mentioned the same topics on several occasions, here and in committee, and that at this late hour we are trying to avoid repeating them.
ParlaMint-FR_2019-02-14-O1150.u182	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1150.u183	Mr Minister, we did address the same issue earlier. I sent you a letter a few weeks ago in order to draw your attention to the situation of certain families who, faced with the situations mentioned by Mr Breton, are living them extremely badly, which we can understand. While, faced with the limitations of the educational policy of inclusion, they have been forced to enrol their children in private out-of-contract institutions, which they have sometimes even created themselves by reuniting with other parents – which is an extremely strong commitment on their part – they realize that they will not be able to benefit from an AESH, for the sole reason that the latter cannot intervene in a private out-of-contract institution. When our colleague Constance Le Grip asked you about this a few months ago in the Committee on Cultural Affairs, you replied: "We need to look at this issue and have a humane approach to this issue. »
ParlaMint-FR_2019-02-14-O1150.u184	Yes, that's right!
ParlaMint-FR_2019-02-14-O1150.u185	As a human approach, you wrote to me on February 5 to say: "It is not possible to assign an AESH to an out-of-contract private facility. [...] Non-contracted private institutions may recruit assisted contracts. This response ignores one point that you cannot ignore, namely that these establishments cannot recruit aided contracts, since the Government has put in place a policy to reduce these contracts. By signing such a letter, you deliberately place the families concerned in an impossible situation, Minister! Behind this problem are children and families in difficulty: so you cannot evacuate it, as you do, invoking an argument of authority and of an exclusively legal nature.
ParlaMint-FR_2019-02-14-O1150.u186	I put to the vote Amendment No 299.
ParlaMint-FR_2019-02-14-O1150.u187	The result of the vote is as follows: Number of voters 69 Number of votes cast 64 Absolute majority 33 For adoption 12 Against 52
ParlaMint-FR_2019-02-14-O1150.u188	Mrs Jacqueline Dubois has the floor to support Amendment No. 919.
ParlaMint-FR_2019-02-14-O1150.u189	[["No need, we understand! » on the benches of the LR group]] I would like to return for a moment to the previous question, on which I had already asked myself. In this connection, Ms Sophie Cluzel, Secretary of State to the Prime Minister, in charge of disabled persons, explained to me that parents who had no solution for their child could receive compensation to enable them to recruit an AESH themselves as parents-employers. As far as Amendment No 919 is concerned, it aims at better harmonisation between the needs of the child and his or her care, taking account of his or her development in the course of the school year. Without calling into question the legal framework, and with the consent of the parents or the pupil's legal representative, this mechanism allows rapid responses to the need for support for children with disabilities, particularly in the context of the localised inclusive centres for support.
ParlaMint-FR_2019-02-14-O1150.u190	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u191	The prerogatives of the Committee on the Rights and Autonomy of Persons with Disabilities cannot be called into question in this text. On this and many others, I think we need to trust the actors on the ground, who are able to adapt to situations and take into account the development of the child in the course of the school year. I am therefore against this amendment.
ParlaMint-FR_2019-02-14-O1150.u192	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u193	Same opinion.
ParlaMint-FR_2019-02-14-O1150.u194	I have before me two amendments, Nos 709 and 300, which can be discussed jointly. Mr Christophe Bouillon has the floor to support Amendment No. 709.
ParlaMint-FR_2019-02-14-O1150.u195	[["Very good!" on the benches of the LR group]] Some interventions might come to the conclusion that nothing has been done in the last 14 years on the schooling of children with disabilities. If that were the case, no one would talk tonight about the departmental houses for disabled people, the monitoring teams for the schooling of disabled students, the personalized school projects or the AESHs.No one would mention the fact that within ten years, the number of students with disabilities was tripled, nor the fact that the accompanying students had seen their status evolve to become AVSs, then AESHs – whose number doubled during the same period. The truth is that everyone has contributed to the establishment of an inclusive school, thanks to the support of a political will that has never weakened in recent years. In line with the idea that inclusive school is a system designed to be constantly improved, Amendment No 709 proposes a change from the original provision of Article 6, in order to remedy the difficulties encountered in ensuring that the accompanying person prescribed by the Committee on the Rights and Autonomy of Persons with Disabilities will be present on the day of school start. The problem, as you know, is that of the deadlines, especially those of the CDMH – the departmental house of people with disabilities. The hearing of the directors' association of CDMH and the National Solidarity Fund for Self-Government highlighted the ongoing efforts to harmonize systems and reduce the disparities that persist from one department to another, as departmental councils were often forced to provide additional resources. Unfortunately, the legal deadline of four months is rarely respected in practice, which causes families to become distressed and increases their difficulties. A distinction should be made between the first application and the renewal. The first request requires much more evaluation work on the part of the multidisciplinary team than just renewal; Many stakeholders believe that it should be possible to facilitate administrative renewal. This amendment therefore takes into account both the developments you want and the observations made by the actors. Its adoption would be a strong signal to families.
ParlaMint-FR_2019-02-14-O1150.u196	On Amendment No 300, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Mr Aurélien Pradié has the floor to support Amendment No. 300.
ParlaMint-FR_2019-02-14-O1150.u197	I support Mr. Bouillon's comments all the more because we both wanted to reduce the time taken to review applications filed with the CDMH through our proposed legislation. The law provides for a period of four months, but we know today that it is very little respected and that it can exceed a year or even a year and a half in some departments. This afternoon, again, in Meaux, two families explained that they had not had a solution before the middle of the school year, not only because of a problem with the recruitment of AESHs or AVS, but because their files had not been investigated. It is common for the CDMH, which certainly lacks the means, to fail to notify the proper receipt of the file and to delay the sending of the document which will indicate that the file is incomplete so as not to make the delay run too early. This amendment seeks to clarify the situation by requiring the delivery within 15 days of a receipt of completeness, which can be completed within one and a half hours. It is not a matter of judging the quality of the parts, but simply of ensuring that they are brought together. The period of two months may thus run. It is indeed necessary to ensure the effectiveness of the law. What is tolerated for different children, namely that they cannot attend school like others, that they sometimes have to wait six months for them to do so, we would not tolerate it for ordinary children. Imagine that tomorrow, Minister, children will not be able to access their school for 15 days for technical reasons. It would not be accepted, since the law of the Republic requires schooling from the day of the school year. This amendment aims to improve the situation of the children concerned.
ParlaMint-FR_2019-02-14-O1150.u198	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u199	We share your desire to reduce the deadlines to the maximum; the situation is constantly improving. Unfortunately, I am not sure that incorporating this principle into the law will keep up with the deadlines you impose. Unfavorable opinion, even if we pursue the same objective.
ParlaMint-FR_2019-02-14-O1150.u200	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u201	I fully understand the inspiration of these amendments. We are all pursuing this goal, but unfortunately its inclusion in the law is not a sufficient guarantee. This had been done previously, without any probative result. When a notification is sent to the Academic Director of the National Education Services, the necessary equipment shall be recruited and purchased without wasting time. Unfortunately, the recruitment stages, such as the announcement of the opening of the position, the analysis of applications, and actual recruitment, require some flexibility to ensure that the most qualified person is hired. National education is mobilizing in this direction. The various measures I have announced tend to reduce this delay: the contracts we are putting in place will allow us to work much more upstream, which will solve the problems of pooling; the organisation of inclusive poles will also respond, thanks to the proximity of the field, which will promote the analysis of the situation. We are acting on these two essential factors in order to reduce enrolment delays. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u202	Mr Aurélien Pradié has the floor.
ParlaMint-FR_2019-02-14-O1150.u203	Our amendments do not address the problem of the recruitment deadline, but the problem of the examination of the application, i.e. what opens up the rights, which takes place well in advance of recruitment. Your proposals may improve recruitment, which we want, but none of them address the problem of the review deadline. Madam rapporteur, without any polemics, I think that your very pragmatic vision prevents us from understanding each other. Pragmatism is a quality, but it does not allow to revolutionize situations and move forward. What would have happened if both had simply been pragmatic in 2005? From pragmatism to defeatism, there is only one step: we would not have advanced by a millimetre. Let us not forget the heart of our subject: the schooling of all children, from the first day of school, which is a fundamental principle of the Republic. In this respect, there is no contingency or rigidity: there is only respect for the law. We must make every effort to ensure respect for fundamental rights, in particular that of being educated on the first day of the school year. Let us not be shy in such a fundamental area.
ParlaMint-FR_2019-02-14-O1150.u204	Mr Frédéric Descrozaille has the floor.
ParlaMint-FR_2019-02-14-O1150.u205	The question of the power of the law over regulatory action often comes up in our debates. We will soon be debating the reform of the Constitution, in particular Parliament's control of public action, which is now being reduced to grief. The Minister of National Education and Youth is among the most active in the way in which he conducts the work of his administration. It is not by law that we can correct the shortcomings of administrative action and regulatory power. If we vote the law, namely the intention of the legislator, then we must have power over public action – which we do not have today – in order for the law to be enforced.
ParlaMint-FR_2019-02-14-O1150.u206	I put to the vote Amendment No. 300.
ParlaMint-FR_2019-02-14-O1150.u207	The result of the vote is as follows: Number of voters 67 Number of votes cast 64 Absolute majority 33 For adoption 15 Against 49
ParlaMint-FR_2019-02-14-O1150.u208	Mr Aurélien Pradié has the floor to support Amendment No. 754.
ParlaMint-FR_2019-02-14-O1150.u209	You mentioned, Minister, the concern that LSPs, which are inclusive and localized support centres, could create in AESH collectives – accompanying students with disabilities – or families. These PALIPs could indeed be seen more as tools for managing the shortage of human resources than as instruments for cooperation of actors around the child. The development of mutualised accompanying persons at the expense of individualised accompanying persons is particularly feared on the ground. In many cases, mutualized companions may prove to be more beneficial than individualized companions, but this cannot be a general rule. We must be able to adapt to every child with disabilities. This amendment, the adoption of which would cost nothing, merely tends to reassure by reminding that, once mutualised assistance is granted to a child, the family, together with the educational team, will be able to request a return to individualised assistance at any time. In this case, the examination of the file by the CDMH will be reduced to 15 days, which is quite possible since it will have been examined a first time before the opening of the rights. This amendment does not cost anything. He does not in any way rigidize the law, since he opens up a faculty, and he would ease the concerns that you have raised.
ParlaMint-FR_2019-02-14-O1150.u210	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u211	We have already considered this provision in connection with your proposed legislation. The LSP scheme provides for this flexibility. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u212	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u213	Thank you for your comments on individualised help and mutualised help. We must not, in fact, feed any a priori in this matter – each case is special. We need to make further progress in this regard. I have quoted Denmark and Italy, but other countries have been much more pragmatistic than we have been and have looked at each and every situation in particular. Neither individualized help nor mutualised help is a magic wand. We must have a pragmatic vision – I repeat it all the more willingly because this word does not scare me. The LSP system should allow us to discern in order to progress in the service of the students. Mutualised help can contribute, as much as individualised help, to the success of students. It's true, anything new raises questions. LSPs do not escape the rule, and it is normal to address these concerns. They do not change the established legal and administrative system: the Committee on the Rights and Autonomy of Persons with Disabilities decides whether human support is appropriate. The in-depth evaluation conducted by the Multidisciplinary Team of the CDMH enables the type of assistance and the hourly quota, if any, to be determined in accordance with Article L. 351-3 of the Education Code, in the light of the needs of the student. We do not change this rule, to which families are accustomed today. On the other hand, LSPs will allow us to be more effective. However, the scheme will not be generalized as soon as the next re-entry takes place, even though the first climbs of the PIALs are very encouraging. Further assessments will be conducted at a later stage. As soon as we get back next year, we will have the legal tool that will allow us to do more. Everyone will be able to see that this is an improvement in service. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1150.u214	Mr Aurélien Pradié has the floor.
ParlaMint-FR_2019-02-14-O1150.u215	I am making a real intellectual effort to follow you, Minister! Madam rapporteur, let us recall that we were unable to examine the bill that I tabled a few months ago, since it was swept before we examined it. I cannot understand the link, Minister, between the LIPs and the amendment that I propose to you. I read this amendment: "The mutualised aid must guarantee the interest of each of the pupils concerned in their personal situation. That is exactly what you just said. "The return to individual help is possible at every moment of schooling. That's exactly what you just said. I wasn't asking you to do the article again about the PIALs, which you very much believe; I simply ask that, in order to reassure families collectively, and to reaffirm a principle you seem to believe in, we be able to include in the code this sentence, with which you are clearly in full agreement. I would therefore like to understand why your opinion is unfavourable, because I have not seen the link between your explanation, the amendment and the unfavourable opinion.
ParlaMint-FR_2019-02-14-O1150.u216	Mrs Valérie Bazin-Malgras has the floor to support Amendment No. 226.
ParlaMint-FR_2019-02-14-O1150.u217	This amendment by our colleague Le Fur is intended to take into account the difficulties and legitimate expectations of families with one or more children with long-term educational difficulties, including those with "dys" disorders. Article L. 521-4 of the Education Code states that school architecture has an educational function and promotes the development of artistic sensitivity. The purpose of this amendment is to broaden the scope of this development by taking into account the specificities of "dys" children.
ParlaMint-FR_2019-02-14-O1150.u218	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u219	School architecture promotes the development of autonomy and artistic sensitivity in all its dimensions, and article L. 521-4 provides that school architecture has an educational function and promotes the development of student autonomy and artistic sensitivity. Unfavorable opinion, therefore.
ParlaMint-FR_2019-02-14-O1150.u220	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u221	To extend what has just been said The rapporteur, Article L. 521-4, is included in the chapter of the Education Code on the organisation of time and space, with particular reference to school architecture. We talked about it a little earlier. The inclusion of pupils with lasting difficulties is therefore part of the common provisions of the general organisation of teachings, and it is not necessary to specify that the development of autonomy must be promoted in all its dimensions. Of course, the accessibility of the building is already a requirement for all communities that have responsibility for schools and schools. I do not repeat what I said earlier about the progress we are going to make in terms of school buildings. Unfavorable opinion, therefore.
ParlaMint-FR_2019-02-14-O1150.u222	Mrs Martine Wonner has the floor to support Amendment No. 477.
ParlaMint-FR_2019-02-14-O1150.u223	It is, as before, an amendment of consistency, an editorial amendment: one must speak of a "psychological" health check, not a "psychological" health check.
ParlaMint-FR_2019-02-14-O1150.u224	I call Mr Patrick Hetzel to support Amendment No. 40.
ParlaMint-FR_2019-02-14-O1150.u225	It is intended to supplement article L. 551-1 of the Education Code, which refers to extracurricular activities. Families with children with disabilities very often find it difficult to have their children admitted to extracurricular activities, even when they are part of the mainstream environment. This right must be respected, provided that families wish to avail themselves of it and this is compatible with the situation of the child. There is an increasing concern for consistency between school and extracurricular activities; It is therefore necessary to take steps to ensure that this access to extracurricular education is guaranteed.
ParlaMint-FR_2019-02-14-O1150.u226	That's right!
ParlaMint-FR_2019-02-14-O1150.u227	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1150.u228	The requirement for an inclusive school applies to school and out-of-school education, and we agree with you, but I am not sure that this should be specified in the law. The plan on Wednesday also provides for all leisure activities to be accessible to all children, whether valid or with disabilities. Unfavorable opinion, therefore.
ParlaMint-FR_2019-02-14-O1150.u229	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1150.u230	According to article L. 551-1 of the Education Code, this accessibility is already guaranteed through the territorial educational project. Equal access for all, including students with disabilities, is therefore included in the legislation. As the rapporteur has said, the plan on Wednesday has also placed particular emphasis on this point, and must make it possible to have a truly inclusive extracurricular. As you know, we have given ourselves the financial means by providing more assistance to the municipalities for this purpose.
ParlaMint-FR_2019-02-14-O1150.u231	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-14-O1150.u232	I must make a technical argument: today, this access to extracurricular education is not guaranteed by the Education Code. Take back, Minister, the article you mentioned yourself: it does not specifically mention disability situations. That is why a number of families – I suppose we have met with organisations representing the same families – tell us that the question arises. Frankly, I really do not see, on this subject concerning pupils with disabilities and their families, which, this time, would be opposed to us, as a national representative, providing this clarification which is lacking in some parts of the education code. Unless we do not want to ensure in a clear, precise and enforceable manner, this right for children and families? At that point, say it, take your responsibilities! Don't say, "It's important, we're doing what's necessary," to refuse to take this responsibility when we propose to include this right in the code of education. There is a huge gap, I insist once again, between the declarative and the factual. It's a real problem. Again, you talk to us about trust, but all this is not acts of trust, but of distrust!
